ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
1028,4732,4304630,6212,4304630
1028,4732,4305630,6212,4305630
1028,4732,4306280,6212,4306280
1028,4732,4306500,6212,4306500
1028,4732,4306720,6212,4306720
1028,4732,4307530,6212,4307530
1028,4732,4308530,6212,4308530
1028,4732,4308850,6212,4308850
1028,4732,4309400,6212,4309400
1028,4732,4310400,6212,4310400
1028,4732,4311400,6212,4311400
1028,4732,4312400,6212,4312400
1028,4732,4313400,6212,4313400
1029,4740,4314210,6212,4314210
1030,4748,4315210,6212,4315210
1030,4748,4316210,6212,4316210
1030,4748,4317210,6212,4317210
1030,4748,4317210,6212,4317210
1030,4748,4318020,6212,4318020
1030,4748,4318490,6212,4318490
1030,4748,4319490,6212,4319490
1030,4748,4320490,6212,4320490
1030,4748,4321490,6212,4321490
1030,4748,4322300,6212,4322300
1030,4748,4322620,6212,4322620
1030,4748,4322620,6212,4322620
1030,4748,4322620,6212,4322620
1030,4748,4322940,6212,4322940
1030,4748,4323940,6212,4323940
1030,4748,4324940,6212,4324940
1031,4756,4325940,6212,4325940
1031,4756,4326940,6212,4326940
1031,4756,4327750,6212,4327750
1031,4756,4328750,6212,4328750
1031,4756,4329070,6212,4329070
1031,4756,4330070,6212,4330070
1031,4756,4330230,6212,4330230
1031,4756,4331230,6212,4331230
1031,4756,4332230,6212,4332230
1031,4756,4332700,6212,4332700
1031,4756,4333510,6212,4333510
1031,4756,4333980,6212,4333980
1031,4756,4334790,6212,4334790
1031,4756,4335790,6212,4335790
1031,4756,4336790,6212,4336790
1032,4764,4337380,6212,4337380
1033,4772,4338380,6212,4338380
1033,4772,4339380,6212,4339380
1033,4772,4340380,6212,4340380
1033,4772,4341380,6212,4341380
1033,4772,4342380,6212,4342380
1033,4772,4343380,6212,4343380
1033,4772,4343710,6212,4343710
1033,4772,4344520,6212,4344520
1033,4772,4345520,6212,4345520
1033,4772,4346520,6212,4346520
1034,4780,4347520,6212,4347520
1034,4780,4347520,6212,4347520
1034,4780,4347520,6212,4347520
1034,4780,4347990,6212,4347990
1034,4780,4348800,6212,4348800
1034,4780,4349800,6212,4349800
1034,4780,4350800,6212,4350800
1034,4780,4351170,6212,4351170
1034,4780,4352170,6212,4352170
1034,4780,4352390,6212,4352390
1034,4780,4353390,6212,4353390
1034,4780,4353390,6212,4353390
1034,4780,4354390,6212,4354390
1034,4780,4355390,6212,4355390
1034,4780,4356200,6212,4356200
1034,4780,4357200,6212,4357200
1034,4780,4357750,6212,4357750
1035,4788,4358750,6212,4358750
1035,4788,4359750,6212,4359750
1035,4788,4360220,6212,4360220
1035,4788,4360810,6212,4360810
1035,4788,4361280,6212,4361280
1035,4788,4362280,6212,4362280
1035,4788,4363280,6212,4363280
1035,4788,4363280,6212,4363280
1036,4796,4364090,6212,4364090
1036,4796,4365090,6212,4365090
1036,4796,4366090,6212,4366090
1036,4796,4367090,6212,4367090
1036,4796,4367560,6212,4367560
1036,4796,4368030,6212,4368030
1036,4796,4368030,6212,4368030
1036,4796,4368840,6212,4368840
1037,4804,4369840,6212,4369840
1037,4804,4370650,6212,4370650
1037,4804,4371650,6212,4371650
1037,4804,4372460,6212,4372460
1037,4804,4372930,6212,4372930
1037,4804,4373930,6212,4373930
1037,4804,4373930,6212,4373930
1037,4804,4374930,6212,4374930
1037,4804,4375740,6212,4375740
1037,4804,4376740,6212,4376740
1037,4804,4377550,6212,4377550
1037,4804,4378550,6212,4378550
1037,4804,4378550,6212,4378550
1037,4804,4379550,6212,4379550
1037,4804,4380550,6212,4380550
1038,4812,4381550,6212,4381550
1038,4812,4382550,6212,4382550
1038,4812,4383360,6212,4383360
1038,4812,4384360,6212,4384360
1038,4812,4384360,6212,4384360
1038,4812,4385360,6212,4385360
1038,4812,4385360,6212,4385360
1038,4812,4386360,6212,4386360
1038,4812,4387360,6212,4387360
1038,4812,4388360,6212,4388360
1039,4820,4389360,6212,4389360
1039,4820,4390360,6212,4390360
1039,4820,4390680,6212,4390680
1040,4828,4391490,6212,4391490
1040,4828,4392140,6212,4392140
1040,4828,4393140,6212,4393140
1040,4828,4394140,6212,4394140
1040,4828,4395140,6212,4395140
1040,4828,4395460,6212,4395460
1040,4828,4396270,6212,4396270
1040,4828,4396590,6212,4396590
1040,4828,4397400,6212,4397400
1040,4828,4398400,6212,4398400
1040,4828,4399400,6212,4399400
1041,4836,4400400,6212,4400400
1041,4836,4400720,6212,4400720
1041,4836,4401370,6212,4401370
1041,4836,4402370,6212,4402370
1041,4836,4403370,6212,4403370
1041,4836,4404370,6212,4404370
1041,4836,4404370,6212,4404370
1041,4836,4405370,6212,4405370
1041,4836,4405690,6212,4405690
1041,4836,4406010,6212,4406010
1041,4836,4407010,6212,4407010
1041,4836,4408010,6212,4408010
1041,4836,4409010,6212,4409010
1042,4844,4410010,6212,4410010
1042,4844,4411010,6212,4411010
1042,4844,4412010,6212,4412010
1042,4844,4412230,6212,4412230
1042,4844,4413230,6212,4413230
1042,4844,4413230,6212,4413230
1042,4844,4414230,6212,4414230
1042,4844,4415230,6212,4415230
1042,4844,4415550,6212,4415550
1042,4844,4416550,6212,4416550
1042,4844,4417360,6212,4417360
1042,4844,4418170,6212,4418170
1042,4844,4418170,6212,4418170
1043,4852,4418490,6212,4418490
1043,4852,4419300,6212,4419300
1043,4852,4420110,6212,4420110
1043,4852,4421110,6212,4421110
1044,4860,4422110,6212,4422110
1044,4860,4423110,6212,4423110
1044,4860,4423430,6212,4423430
1044,4860,4424430,6212,4424430
1044,4860,4425240,6212,4425240
1044,4860,4425240,6212,4425240
1044,4860,4426240,6212,4426240
1044,4860,4427050,6212,4427050
1044,4860,4428050,6212,4428050
1044,4860,4429050,6212,4429050
1044,4860,4429050,6212,4429050
1044,4860,4430050,6212,4430050
1044,4860,4430520,6212,4430520
1044,4860,4431520,6212,4431520
1044,4860,4432520,6212,4432520
1044,4860,4433520,6212,4433520
1045,4868,4434520,6212,4434520
1045,4868,4435520,6212,4435520
1045,4868,4436520,6212,4436520
1045,4868,4437520,6212,4437520
1045,4868,4438330,6212,4438330
1045,4868,4439140,6212,4439140
1045,4868,4440140,6212,4440140
1045,4868,4440610,6212,4440610
1045,4868,4440930,6212,4440930
1045,4868,4441930,6212,4441930
1045,4868,4442930,6212,4442930
1045,4868,4443930,6212,4443930
1046,4876,4444740,6212,4444740
1046,4876,4445210,6212,4445210
1047,4884,4446210,6212,4446210
1047,4884,4447210,6212,4447210
1047,4884,4448210,6212,4448210
1047,4884,4449210,6212,4449210
1047,4884,4450210,6212,4450210
1047,4884,4450210,6212,4450210
1047,4884,4450320,6212,4450320
1047,4884,4451320,6212,4451320
1047,4884,4451320,6212,4451320
1047,4884,4451870,6212,4451870
1048,4892,4452870,6212,4452870
1048,4892,4453870,6212,4453870
1048,4892,4454100,6212,4454100
1048,4892,4455100,6212,4455100
1048,4892,4456100,6212,4456100
1048,4892,4456910,6212,4456910
1048,4892,4457910,6212,4457910
1048,4892,4458910,6212,4458910
1048,4892,4459370,6212,4459370
1048,4892,4460370,6212,4460370
1048,4892,4461370,6212,4461370
1048,4892,4462180,6212,4462180
1048,4892,4463180,6212,4463180
1048,4892,4463180,6212,4463180
1048,4892,4464180,6212,4464180
1049,4900,4465180,6212,4465180
1049,4900,4466180,6212,4466180
1049,4900,4467180,6212,4467180
1049,4900,4468180,6212,4468180
1049,4900,4469180,6212,4469180
1049,4900,4470180,6212,4470180
1049,4900,4470180,6212,4470180
1050,4908,4471180,6212,4471180
1050,4908,4472180,6212,4472180
1050,4908,4473180,6212,4473180
1050,4908,4473770,6212,4473770
1050,4908,4474580,6212,4474580
1050,4908,4475050,6212,4475050
1050,4908,4476050,6212,4476050
1050,4908,4477050,6212,4477050
1050,4908,4478050,6212,4478050
1050,4908,4478510,6212,4478510
1051,4916,4478970,6212,4478970
1051,4916,4478970,6212,4478970
1051,4916,4479970,6212,4479970
1051,4916,4480970,6212,4480970
1051,4916,4480970,6212,4480970
1052,4924,4481970,6212,4481970
1052,4924,4482780,6212,4482780
1052,4924,4483780,6212,4483780
1052,4924,4484780,6212,4484780
1052,4924,4485780,6212,4485780
1052,4924,4486780,6212,4486780
1052,4924,4487010,6212,4487010
1052,4924,4488010,6212,4488010
1052,4924,4488660,6212,4488660
1052,4924,4492660,6212,4492660
1052,4924,4493660,6212,4493660
1052,4924,4494470,6212,4494470
1052,4924,4494790,6212,4494790
1052,4924,4495790,6212,4495790
1053,4932,4496790,6212,4496790
1053,4932,4497790,6212,4497790
1053,4932,4497790,6212,4497790
1053,4932,4498790,6212,4498790
1053,4932,4499790,6212,4499790
1053,4932,4499950,6212,4499950
1053,4932,4500600,6212,4500600
1053,4932,4501070,6212,4501070
1053,4932,4502070,6212,4502070
1053,4932,4502620,6212,4502620
1053,4932,4503620,6212,4503620
1053,4932,4504430,6212,4504430
1053,4932,4505430,6212,4505430
1054,4940,4506430,6212,4506430
1054,4940,4506900,6212,4506900
1054,4940,4507360,6212,4507360
1054,4940,4508360,6212,4508360
1055,4948,4508950,6212,4508950
1055,4948,4509420,6212,4509420
1055,4948,4509790,6212,4509790
1055,4948,4510790,6212,4510790
1055,4948,4511600,6212,4511600
1055,4948,4512410,6212,4512410
1055,4948,4513060,6212,4513060
1055,4948,4513060,6212,4513060
1055,4948,4514060,6212,4514060
1055,4948,4515060,6212,4515060
1056,4956,4523060,6212,4523060
1056,4956,4523280,6212,4523280
1056,4956,4524090,6212,4524090
1056,4956,4525090,6212,4525090
1056,4956,4525900,6212,4525900
1056,4956,4526550,6212,4526550
1057,4964,4527360,6212,4527360
1058,4972,4528360,6212,4528360
1058,4972,4529360,6212,4529360
1058,4972,4529680,6212,4529680
1058,4972,4530490,6212,4530490
1058,4972,4530960,6212,4530960
1058,4972,4531070,6212,4531070
1058,4972,4531880,6212,4531880
1058,4972,4532350,6212,4532350
1058,4972,4532820,6212,4532820
1058,4972,4533820,6212,4533820
1058,4972,4534820,6212,4534820
1058,4972,4535820,6212,4535820
1058,4972,4536820,6212,4536820
1058,4972,4537820,6212,4537820
1058,4972,4538630,6212,4538630
1058,4972,4539630,6212,4539630
1058,4972,4540100,6212,4540100
1058,4972,4541100,6212,4541100
1058,4972,4542100,6212,4542100
1059,4980,4543100,6212,4543100
1059,4980,4544100,6212,4544100
1059,4980,4544100,6212,4544100
1059,4980,4545100,6212,4545100
1059,4980,4546100,6212,4546100
1059,4980,4546910,6212,4546910
1059,4980,4547910,6212,4547910
1059,4980,4548910,6212,4548910
1059,4980,4549560,6212,4549560
1059,4980,4550560,6212,4550560
1059,4980,4551560,6212,4551560
1059,4980,4551560,6212,4551560
1060,4988,4552210,6212,4552210
1061,4996,4553210,6212,4553210
1061,4996,4553440,6212,4553440
1061,4996,4553910,6212,4553910
1061,4996,4554560,6212,4554560
1061,4996,4555560,6212,4555560
1061,4996,4556210,6212,4556210
1061,4996,4556680,6212,4556680
1061,4996,4557680,6212,4557680
1061,4996,4557910,6212,4557910
1061,4996,4558720,6212,4558720
1061,4996,4559720,6212,4559720
1061,4996,4560720,6212,4560720
1061,4996,4561720,6212,4561720
1061,4996,4562720,6212,4562720
1061,4996,4563190,6212,4563190
1061,4996,4563660,6212,4563660
1061,4996,4563820,6212,4563820
1061,4996,4564820,6212,4564820
1062,5004,4565820,6212,4565820
1062,5004,4565820,6212,4565820
1062,5004,4565820,6212,4565820
1062,5004,4566630,6212,4566630
1062,5004,4567630,6212,4567630
1062,5004,4568630,6212,4568630
1062,5004,4569630,6212,4569630
1062,5004,4570090,6212,4570090
1062,5004,4571090,6212,4571090
1062,5004,4571560,6212,4571560
1062,5004,4571560,6212,4571560
1063,5012,4572020,6212,4572020
1063,5012,4573020,6212,4573020
1063,5012,4573830,6212,4573830
1063,5012,4574830,6212,4574830
1063,5012,4575480,6212,4575480
1064,5020,4576480,6212,4576480
1064,5020,4577290,6212,4577290
1064,5020,4577880,6212,4577880
1064,5020,4578880,6212,4578880
1064,5020,4579880,6212,4579880
1064,5020,4580690,6212,4580690
1064,5020,4580910,6212,4580910
1064,5020,4581370,6212,4581370
1064,5020,4582370,6212,4582370
1064,5020,4583370,6212,4583370
1064,5020,4583840,6212,4583840
1064,5020,4584650,6212,4584650
1064,5020,4585110,6212,4585110
1064,5020,4586110,6212,4586110
1064,5020,4587110,6212,4587110
1064,5020,4588110,6212,4588110
1064,5020,4588340,6212,4588340
1065,5028,4589340,6212,4589340
1065,5028,4589570,6212,4589570
1065,5028,4590570,6212,4590570
1065,5028,4591570,6212,4591570
1065,5028,4592570,6212,4592570
1066,5036,4593120,6212,4593120
1066,5036,4594120,6212,4594120
1066,5036,4594440,6212,4594440
1066,5036,4595440,6212,4595440
1066,5036,4596440,6212,4596440
1066,5036,4596760,6212,4596760
1066,5036,4597760,6212,4597760
1066,5036,4598760,6212,4598760
1066,5036,4599220,6212,4599220
1067,5044,4600220,6212,4600220
1067,5044,4601220,6212,4601220
1067,5044,4602220,6212,4602220
1067,5044,4603220,6212,4603220
1067,5044,4604220,6212,4604220
1067,5044,4605220,6212,4605220
1067,5044,4606220,6212,4606220
1067,5044,4606770,6212,4606770
1067,5044,4607770,6212,4607770
1067,5044,4608770,6212,4608770
1068,5052,4609770,6212,4609770
1068,5052,4610580,6212,4610580
1068,5052,4611050,6212,4611050
1068,5052,4611370,6212,4611370
1068,5052,4612370,6212,4612370
1068,5052,4612370,6212,4612370
1068,5052,4613370,6212,4613370
1068,5052,4614020,6212,4614020
1068,5052,4615020,6212,4615020
1068,5052,4616020,6212,4616020
1068,5052,4616490,6212,4616490
1068,5052,4617490,6212,4617490
1068,5052,4617960,6212,4617960
1068,5052,4618960,6212,4618960
1068,5052,4619010,6212,4619010
1068,5052,4620010,6212,4620010
1069,5060,4621010,6212,4621010
1069,5060,4621240,6212,4621240
1069,5060,4622240,6212,4622240
1069,5060,4622710,6212,4622710
1069,5060,4623180,6212,4623180
1069,5060,4624180,6212,4624180
1069,5060,4625180,6212,4625180
1070,5068,4625650,6212,4625650
1070,5068,4625970,6212,4625970
1070,5068,4626780,6212,4626780
1070,5068,4627250,6212,4627250
1070,5068,4627900,6212,4627900
1070,5068,4627900,6212,4627900
1070,5068,4628270,6212,4628270
1070,5068,4629270,6212,4629270
1070,5068,4630270,6212,4630270
1070,5068,4631270,6212,4631270
1070,5068,4632270,6212,4632270
1071,5076,4633270,6212,4633270
1071,5076,4633740,6212,4633740
1071,5076,4634210,6212,4634210
1071,5076,4634370,6212,4634370
1071,5076,4634840,6212,4634840
1071,5076,4635840,6212,4635840
1071,5076,4636840,6212,4636840
1071,5076,4637840,6212,4637840
1071,5076,4638840,6212,4638840
1071,5076,4639840,6212,4639840
1071,5076,4640840,6212,4640840
1071,5076,4641490,6212,4641490
1071,5076,4642490,6212,4642490
1072,5084,4643490,6212,4643490
1072,5084,4644490,6212,4644490
1072,5084,4645490,6212,4645490
1072,5084,4646490,6212,4646490
1072,5084,4647490,6212,4647490
1072,5084,4648040,6212,4648040
1072,5084,4648850,6212,4648850
1073,5092,4649320,6212,4649320
1073,5092,4650130,6212,4650130
1073,5092,4650600,6212,4650600
1073,5092,4651600,6212,4651600
1073,5092,4652600,6212,4652600
1073,5092,4653410,6212,4653410
1073,5092,4654410,6212,4654410
1074,5100,4655410,6212,4655410
1074,5100,4656410,6212,4656410
1074,5100,4657410,6212,4657410
1074,5100,4658220,6212,4658220
1074,5100,4659220,6212,4659220
1074,5100,4660220,6212,4660220
1074,5100,4661220,6212,4661220
1074,5100,4661450,6212,4661450
1074,5100,4662450,6212,4662450
1074,5100,4662770,6212,4662770
1074,5100,4663580,6212,4663580
1074,5100,4664580,6212,4664580
1075,5108,4665580,6212,4665580
1075,5108,4666390,6212,4666390
1075,5108,4667390,6212,4667390
1075,5108,4668390,6212,4668390
1075,5108,4669390,6212,4669390
1075,5108,4670390,6212,4670390
1075,5108,4671390,6212,4671390
1075,5108,4672390,6212,4672390
1075,5108,4672860,6212,4672860
1075,5108,4673180,6212,4673180
1075,5108,4673410,6212,4673410
1075,5108,4674410,6212,4674410
1075,5108,4674890,6212,4674890
1076,5116,4675700,6212,4675700
1076,5116,4676510,6212,4676510
1076,5116,4676980,6212,4676980
1076,5116,4677790,6212,4677790
1077,5124,4678790,6212,4678790
1077,5124,4679790,6212,4679790
1077,5124,4679790,6212,4679790
1077,5124,4679790,6212,4679790
1077,5124,4680340,6212,4680340
1077,5124,4681340,6212,4681340
1077,5124,4681930,6212,4681930
1077,5124,4681930,6212,4681930
1077,5124,4682930,6212,4682930
1077,5124,4683740,6212,4683740
1077,5124,4684550,6212,4684550
1077,5124,4685020,6212,4685020
1077,5124,4685020,6212,4685020
1077,5124,4686020,6212,4686020
1077,5124,4687020,6212,4687020
1077,5124,4688020,6212,4688020
1078,5132,4688830,6212,4688830
1079,5140,4689830,6212,4689830
1079,5140,4689830,6212,4689830
1079,5140,4690830,6212,4690830
1079,5140,4691830,6212,4691830
1079,5140,4692150,6212,4692150
1079,5140,4693150,6212,4693150
1079,5140,4693150,6212,4693150
1079,5140,4693620,6212,4693620
1079,5140,4694090,6212,4694090
1079,5140,4694090,6212,4694090
1079,5140,4695090,6212,4695090
1079,5140,4695090,6212,4695090
1079,5140,4696090,6212,4696090
1079,5140,4697090,6212,4697090
1079,5140,4697090,6212,4697090
1079,5140,4698090,6212,4698090
1079,5140,4698900,6212,4698900
1079,5140,4699450,6212,4699450
1079,5140,4700450,6212,4700450
1080,5148,4708450,6212,4708450
1081,5156,4709450,6212,4709450
1081,5156,4710260,6212,4710260
1081,5156,4711070,6212,4711070
1081,5156,4712070,6212,4712070
1081,5156,4712070,6212,4712070
1081,5156,4713070,6212,4713070
1081,5156,4713070,6212,4713070
1081,5156,4713880,6212,4713880
1081,5156,4714340,6212,4714340
1082,5164,4715150,6212,4715150
1082,5164,4716150,6212,4716150
1082,5164,4717150,6212,4717150
1082,5164,4717800,6212,4717800
1082,5164,4718610,6212,4718610
1082,5164,4719420,6212,4719420
1082,5164,4720010,6212,4720010
1082,5164,4720470,6212,4720470
1082,5164,4720790,6212,4720790
1082,5164,4720790,6212,4720790
1082,5164,4721790,6212,4721790
1082,5164,4722020,6212,4722020
1082,5164,4723020,6212,4723020
1083,5172,4724020,6212,4724020
1083,5172,4725020,6212,4725020
1083,5172,4726020,6212,4726020
1083,5172,4726830,6212,4726830
1083,5172,4727830,6212,4727830
1083,5172,4728830,6212,4728830
1083,5172,4729830,6212,4729830
1083,5172,4730640,6212,4730640
1083,5172,4731640,6212,4731640
1084,5180,4732640,6212,4732640
1084,5180,4732640,6212,4732640
1084,5180,4733640,6212,4733640
1084,5180,4734640,6212,4734640
1084,5180,4735640,6212,4735640
1084,5180,4735640,6212,4735640
1084,5180,4736640,6212,4736640
1084,5180,4737640,6212,4737640
1084,5180,4737640,6212,4737640
1084,5180,4738640,6212,4738640
1084,5180,4738640,6212,4738640
1084,5180,4739640,6212,4739640
1084,5180,4740110,6212,4740110
1085,5188,4741110,6212,4741110
1086,5196,4741920,6212,4741920
1086,5196,4741920,6212,4741920
1086,5196,4742730,6212,4742730
1086,5196,4742730,6212,4742730
1086,5196,4743210,6212,4743210
1086,5196,4743670,6212,4743670
1086,5196,4744670,6212,4744670
1086,5196,4745670,6212,4745670
1086,5196,4745670,6212,4745670
1086,5196,4746480,6212,4746480
1086,5196,4747480,6212,4747480
1086,5196,4747710,6212,4747710
1086,5196,4748180,6212,4748180
1086,5196,4748650,6212,4748650
1086,5196,4749020,6212,4749020
1086,5196,4750020,6212,4750020
1086,5196,4751020,6212,4751020
1086,5196,4752020,6212,4752020
1086,5196,4752340,6212,4752340
1086,5196,4753340,6212,4753340
1086,5196,4754340,6212,4754340
1087,5204,4755340,6212,4755340
1087,5204,4756340,6212,4756340
1087,5204,4757340,6212,4757340
1087,5204,4758340,6212,4758340
1087,5204,4758570,6212,4758570
1087,5204,4759570,6212,4759570
1087,5204,4760570,6212,4760570
1087,5204,4761570,6212,4761570
1087,5204,4762570,6212,4762570
1087,5204,4763040,6212,4763040
1087,5204,4763150,6212,4763150
1087,5204,4763960,6212,4763960
1087,5204,4763960,6212,4763960
1087,5204,4764960,6212,4764960
1087,5204,4765430,6212,4765430
1088,5212,4766430,6212,4766430
1088,5212,4767430,6212,4767430
1088,5212,4768430,6212,4768430
1088,5212,4769430,6212,4769430
1088,5212,4770430,6212,4770430
1088,5212,4770900,6212,4770900
1088,5212,4771900,6212,4771900
1088,5212,4772900,6212,4772900
1088,5212,4772900,6212,4772900
1088,5212,4773900,6212,4773900
1089,5220,4774710,6212,4774710
1089,5220,4774940,6212,4774940
1090,5228,4775940,6212,4775940
1090,5228,4776750,6212,4776750
1090,5228,4776970,6212,4776970
1090,5228,4777970,6212,4777970
1090,5228,4778620,6212,4778620
1090,5228,4779090,6212,4779090
1090,5228,4779900,6212,4779900
1090,5228,4779900,6212,4779900
1090,5228,4780550,6212,4780550
1090,5228,4781550,6212,4781550
1090,5228,4782550,6212,4782550
1090,5228,4783020,6212,4783020
1090,5228,4783670,6212,4783670
1090,5228,4784480,6212,4784480
1090,5228,4785480,6212,4785480
1090,5228,4786480,6212,4786480
1090,5228,4786700,6212,4786700
1090,5228,4787700,6212,4787700
1090,5228,4787920,6212,4787920
1090,5228,4787920,6212,4787920
1090,5228,4788920,6212,4788920
1091,5236,4789730,6212,4789730
1091,5236,4790200,6212,4790200
1092,5244,4791200,6212,4791200
1092,5244,4791670,6212,4791670
1092,5244,4791670,6212,4791670
1092,5244,4791890,6212,4791890
1092,5244,4792540,6212,4792540
1092,5244,4792770,6212,4792770
1092,5244,4793580,6212,4793580
1092,5244,4794580,6212,4794580
1092,5244,4795580,6212,4795580
1092,5244,4796390,6212,4796390
1092,5244,4797390,6212,4797390
1092,5244,4798200,6212,4798200
1092,5244,4799200,6212,4799200
1092,5244,4800200,6212,4800200
1092,5244,4800520,6212,4800520
1092,5244,4800990,6212,4800990
1092,5244,4801990,6212,4801990
1092,5244,4802640,6212,4802640
1093,5252,4803640,6212,4803640
1093,5252,4804450,6212,4804450
1093,5252,4804450,6212,4804450
1093,5252,4804770,6212,4804770
1093,5252,4805770,6212,4805770
1093,5252,4805770,6212,4805770
1094,5260,4806240,6212,4806240
1094,5260,4806710,6212,4806710
1094,5260,4807030,6212,4807030
1094,5260,4807350,6212,4807350
1094,5260,4808350,6212,4808350
1094,5260,4809160,6212,4809160
1094,5260,4810160,6212,4810160
1094,5260,4811160,6212,4811160
1094,5260,4811970,6212,4811970
1094,5260,4812780,6212,4812780
1094,5260,4813780,6212,4813780
1094,5260,4814780,6212,4814780
1094,5260,4815780,6212,4815780
1094,5260,4816250,6212,4816250
1094,5260,4817250,6212,4817250
1094,5260,4818060,6212,4818060
1095,5268,4819060,6212,4819060
1095,5268,4819520,6212,4819520
1095,5268,4820520,6212,4820520
1095,5268,4820990,6212,4820990
1096,5276,4821800,6212,4821800
1096,5276,4822800,6212,4822800
1096,5276,4823610,6212,4823610
1096,5276,4823930,6212,4823930
1096,5276,4824930,6212,4824930
1096,5276,4825740,6212,4825740
1096,5276,4826290,6212,4826290
1096,5276,4826290,6212,4826290
1096,5276,4827290,6212,4827290
1096,5276,4828100,6212,4828100
1096,5276,4828750,6212,4828750
1096,5276,4828750,6212,4828750
1096,5276,4829560,6212,4829560
1096,5276,4830560,6212,4830560
1096,5276,4830560,6212,4830560
1096,5276,4831030,6212,4831030
1097,5284,4831680,6212,4831680
1097,5284,4832680,6212,4832680
1097,5284,4833150,6212,4833150
1098,5292,4834150,6212,4834150
1098,5292,4834150,6212,4834150
1098,5292,4835150,6212,4835150
1098,5292,4836150,6212,4836150
1098,5292,4836470,6212,4836470
1098,5292,4836790,6212,4836790
1098,5292,4837110,6212,4837110
1098,5292,4838110,6212,4838110
1098,5292,4839110,6212,4839110
1098,5292,4840110,6212,4840110
1098,5292,4841110,6212,4841110
1098,5292,4841270,6212,4841270
1098,5292,4842270,6212,4842270
1098,5292,4842740,6212,4842740
1098,5292,4843550,6212,4843550
1098,5292,4844360,6212,4844360
1099,5300,4845360,6212,4845360
1099,5300,4845680,6212,4845680
1099,5300,4846150,6212,4846150
1099,5300,4846960,6212,4846960
1099,5300,4847430,6212,4847430
1099,5300,4848430,6212,4848430
1099,5300,4848750,6212,4848750
1099,5300,4849300,6212,4849300
1099,5300,4850300,6212,4850300
1099,5300,4851300,6212,4851300
1099,5300,4852300,6212,4852300
1099,5300,4853300,6212,4853300
1099,5300,4853620,6212,4853620
1099,5300,4854620,6212,4854620
1099,5300,4855620,6212,4855620
1100,5308,4856620,6212,4856620
1100,5308,4856850,6212,4856850
1100,5308,4857850,6212,4857850
1100,5308,4858850,6212,4858850
1100,5308,4859850,6212,4859850
1101,5316,4860320,6212,4860320
1101,5316,4861320,6212,4861320
1101,5316,4861790,6212,4861790
1101,5316,4862790,6212,4862790
1101,5316,4863790,6212,4863790
1101,5316,4864600,6212,4864600
1101,5316,4865600,6212,4865600
1101,5316,4866600,6212,4866600
1102,5324,4867600,6212,4867600
1102,5324,4867760,6212,4867760
1102,5324,4867760,6212,4867760
1102,5324,4868230,6212,4868230
1102,5324,4868700,6212,4868700
1102,5324,4869160,6212,4869160
1102,5324,4870160,6212,4870160
1102,5324,4870160,6212,4870160
1102,5324,4870640,6212,4870640
1102,5324,4871450,6212,4871450
1102,5324,4872260,6212,4872260
1102,5324,4872730,6212,4872730
1102,5324,4873050,6212,4873050
1102,5324,4874050,6212,4874050
1102,5324,4875050,6212,4875050
1102,5324,4875860,6212,4875860
1102,5324,4876330,6212,4876330
1102,5324,4877330,6212,4877330
1103,5332,4877650,6212,4877650
1103,5332,4878650,6212,4878650
1103,5332,4879110,6212,4879110
1103,5332,4879920,6212,4879920
1103,5332,4879920,6212,4879920
1103,5332,4880390,6212,4880390
1103,5332,4881390,6212,4881390
1103,5332,4881500,6212,4881500
1103,5332,4882500,6212,4882500
1104,5340,4883500,6212,4883500
1104,5340,4884500,6212,4884500
1104,5340,4884970,6212,4884970
1104,5340,4885970,6212,4885970
1104,5340,4886970,6212,4886970
1104,5340,4887970,6212,4887970
1104,5340,4888970,6212,4888970
1104,5340,4889440,6212,4889440
1104,5340,4889670,6212,4889670
1104,5340,4890670,6212,4890670
1104,5340,4890990,6212,4890990
1104,5340,4891310,6212,4891310
1104,5340,4891310,6212,4891310
1104,5340,4892310,6212,4892310
1105,5348,4893310,6212,4893310
1105,5348,4893310,6212,4893310
1105,5348,4894310,6212,4894310
1105,5348,4894310,6212,4894310
1105,5348,4895310,6212,4895310
1105,5348,4896310,6212,4896310
1105,5348,4896630,6212,4896630
1106,5356,4904630,6212,4904630
1106,5356,4905630,6212,4905630
1106,5356,4906630,6212,4906630
1106,5356,4907280,6212,4907280
1106,5356,4908280,6212,4908280
1106,5356,4909280,6212,4909280
1107,5364,4910280,6212,4910280
1107,5364,4910600,6212,4910600
1107,5364,4910830,6212,4910830
1107,5364,4911830,6212,4911830
