ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
657,1764,1496400,6212,1496400
657,1764,1497400,6212,1497400
657,1764,1498210,6212,1498210
657,1764,1499020,6212,1499020
657,1764,1500020,6212,1500020
657,1764,1500670,6212,1500670
657,1764,1501140,6212,1501140
658,1772,1501790,6212,1501790
658,1772,1501950,6212,1501950
658,1772,1502950,6212,1502950
658,1772,1503760,6212,1503760
658,1772,1504760,6212,1504760
658,1772,1505760,6212,1505760
658,1772,1506570,6212,1506570
658,1772,1507570,6212,1507570
658,1772,1508570,6212,1508570
658,1772,1509570,6212,1509570
658,1772,1509570,6212,1509570
659,1780,1510570,6212,1510570
659,1780,1511570,6212,1511570
659,1780,1512570,6212,1512570
659,1780,1513570,6212,1513570
659,1780,1514570,6212,1514570
659,1780,1515570,6212,1515570
659,1780,1515570,6212,1515570
659,1780,1515570,6212,1515570
659,1780,1516040,6212,1516040
659,1780,1516850,6212,1516850
659,1780,1516850,6212,1516850
659,1780,1516850,6212,1516850
660,1788,1517850,6212,1517850
660,1788,1518170,6212,1518170
660,1788,1519170,6212,1519170
660,1788,1520170,6212,1520170
660,1788,1521170,6212,1521170
660,1788,1522170,6212,1522170
660,1788,1522820,6212,1522820
660,1788,1523290,6212,1523290
660,1788,1523520,6212,1523520
660,1788,1524330,6212,1524330
660,1788,1525330,6212,1525330
660,1788,1525560,6212,1525560
660,1788,1525670,6212,1525670
660,1788,1526480,6212,1526480
661,1796,1527290,6212,1527290
661,1796,1528290,6212,1528290
661,1796,1529290,6212,1529290
661,1796,1529520,6212,1529520
661,1796,1529990,6212,1529990
662,1804,1530990,6212,1530990
662,1804,1531460,6212,1531460
662,1804,1532460,6212,1532460
662,1804,1532460,6212,1532460
663,1812,1540460,6212,1540460
663,1812,1541460,6212,1541460
663,1812,1542460,6212,1542460
663,1812,1542830,6212,1542830
663,1812,1543830,6212,1543830
663,1812,1544640,6212,1544640
663,1812,1545640,6212,1545640
663,1812,1546640,6212,1546640
664,1820,1547640,6212,1547640
664,1820,1548640,6212,1548640
664,1820,1549640,6212,1549640
664,1820,1550450,6212,1550450
664,1820,1550920,6212,1550920
664,1820,1551390,6212,1551390
664,1820,1551710,6212,1551710
664,1820,1552710,6212,1552710
664,1820,1553710,6212,1553710
664,1820,1553980,6212,1553980
664,1820,1554450,6212,1554450
664,1820,1555450,6212,1555450
664,1820,1556450,6212,1556450
664,1820,1556920,6212,1556920
664,1820,1556920,6212,1556920
665,1828,1557920,6212,1557920
665,1828,1558390,6212,1558390
665,1828,1558620,6212,1558620
665,1828,1559620,6212,1559620
665,1828,1559890,6212,1559890
665,1828,1560210,6212,1560210
665,1828,1561210,6212,1561210
665,1828,1562210,6212,1562210
665,1828,1562800,6212,1562800
665,1828,1563800,6212,1563800
665,1828,1564270,6212,1564270
666,1836,1565080,6212,1565080
667,1844,1566080,6212,1566080
667,1844,1566080,6212,1566080
667,1844,1566890,6212,1566890
668,1852,1574890,6212,1574890
668,1852,1575700,6212,1575700
668,1852,1576700,6212,1576700
668,1852,1577700,6212,1577700
668,1852,1578700,6212,1578700
668,1852,1579350,6212,1579350
668,1852,1580350,6212,1580350
668,1852,1581350,6212,1581350
668,1852,1582000,6212,1582000
668,1852,1583000,6212,1583000
668,1852,1584000,6212,1584000
668,1852,1585000,6212,1585000
668,1852,1585810,6212,1585810
668,1852,1586810,6212,1586810
668,1852,1586810,6212,1586810
669,1860,1587810,6212,1587810
669,1860,1588810,6212,1588810
669,1860,1589810,6212,1589810
669,1860,1589810,6212,1589810
669,1860,1590810,6212,1590810
669,1860,1591620,6212,1591620
669,1860,1592620,6212,1592620
669,1860,1593620,6212,1593620
669,1860,1594270,6212,1594270
670,1868,1595080,6212,1595080
671,1876,1596080,6212,1596080
671,1876,1597080,6212,1597080
671,1876,1597890,6212,1597890
671,1876,1598890,6212,1598890
671,1876,1599890,6212,1599890
671,1876,1600890,6212,1600890
671,1876,1601890,6212,1601890
671,1876,1602890,6212,1602890
671,1876,1603890,6212,1603890
672,1884,1604890,6212,1604890
672,1884,1605360,6212,1605360
672,1884,1605910,6212,1605910
672,1884,1606500,6212,1606500
672,1884,1607150,6212,1607150
672,1884,1608150,6212,1608150
672,1884,1609150,6212,1609150
672,1884,1610150,6212,1610150
672,1884,1610960,6212,1610960
672,1884,1611280,6212,1611280
672,1884,1612280,6212,1612280
672,1884,1613280,6212,1613280
672,1884,1614280,6212,1614280
673,1892,1615280,6212,1615280
673,1892,1616280,6212,1616280
673,1892,1616280,6212,1616280
673,1892,1617280,6212,1617280
673,1892,1618280,6212,1618280
673,1892,1619280,6212,1619280
673,1892,1619280,6212,1619280
673,1892,1620280,6212,1620280
673,1892,1621280,6212,1621280
673,1892,1622280,6212,1622280
673,1892,1623280,6212,1623280
673,1892,1623930,6212,1623930
673,1892,1623930,6212,1623930
674,1900,1624740,6212,1624740
674,1900,1625740,6212,1625740
675,1908,1626740,6212,1626740
675,1908,1627740,6212,1627740
675,1908,1627740,6212,1627740
675,1908,1628740,6212,1628740
675,1908,1629740,6212,1629740
676,1916,1637740,6212,1637740
676,1916,1638740,6212,1638740
676,1916,1639740,6212,1639740
676,1916,1640550,6212,1640550
676,1916,1641550,6212,1641550
676,1916,1642360,6212,1642360
676,1916,1643170,6212,1643170
676,1916,1644170,6212,1644170
676,1916,1644400,6212,1644400
677,1924,1645400,6212,1645400
677,1924,1646400,6212,1646400
677,1924,1647400,6212,1647400
677,1924,1648400,6212,1648400
677,1924,1649400,6212,1649400
677,1924,1650400,6212,1650400
678,1932,1658400,6212,1658400
679,1940,1659400,6212,1659400
679,1940,1659870,6212,1659870
679,1940,1660870,6212,1660870
679,1940,1661870,6212,1661870
679,1940,1662190,6212,1662190
679,1940,1663190,6212,1663190
679,1940,1664190,6212,1664190
679,1940,1665000,6212,1665000
679,1940,1666000,6212,1666000
679,1940,1667000,6212,1667000
679,1940,1668000,6212,1668000
679,1940,1668650,6212,1668650
680,1948,1669650,6212,1669650
680,1948,1669650,6212,1669650
680,1948,1670650,6212,1670650
680,1948,1671650,6212,1671650
680,1948,1672460,6212,1672460
680,1948,1673460,6212,1673460
680,1948,1674460,6212,1674460
680,1948,1675110,6212,1675110
680,1948,1676110,6212,1676110
681,1956,1676570,6212,1676570
681,1956,1677570,6212,1677570
681,1956,1678570,6212,1678570
681,1956,1678570,6212,1678570
681,1956,1679380,6212,1679380
681,1956,1679850,6212,1679850
681,1956,1680500,6212,1680500
681,1956,1681310,6212,1681310
681,1956,1682310,6212,1682310
681,1956,1683310,6212,1683310
681,1956,1683680,6212,1683680
682,1964,1684680,6212,1684680
682,1964,1684680,6212,1684680
683,1972,1686680,6212,1686680
683,1972,1687680,6212,1687680
683,1972,1688680,6212,1688680
683,1972,1688680,6212,1688680
683,1972,1689680,6212,1689680
683,1972,1690330,6212,1690330
683,1972,1691330,6212,1691330
683,1972,1691330,6212,1691330
683,1972,1692330,6212,1692330
683,1972,1692800,6212,1692800
683,1972,1693800,6212,1693800
683,1972,1693800,6212,1693800
683,1972,1694800,6212,1694800
683,1972,1695610,6212,1695610
683,1972,1696080,6212,1696080
684,1980,1697080,6212,1697080
684,1980,1698080,6212,1698080
684,1980,1699080,6212,1699080
684,1980,1699540,6212,1699540
684,1980,1700540,6212,1700540
684,1980,1700760,6212,1700760
684,1980,1701760,6212,1701760
684,1980,1701760,6212,1701760
684,1980,1702760,6212,1702760
684,1980,1703080,6212,1703080
684,1980,1703400,6212,1703400
684,1980,1704400,6212,1704400
684,1980,1705400,6212,1705400
685,1988,1706400,6212,1706400
685,1988,1706400,6212,1706400
685,1988,1707400,6212,1707400
685,1988,1708400,6212,1708400
685,1988,1708400,6212,1708400
685,1988,1708870,6212,1708870
685,1988,1709870,6212,1709870
685,1988,1710870,6212,1710870
685,1988,1711870,6212,1711870
686,1996,1712340,6212,1712340
686,1996,1712340,6212,1712340
686,1996,1713340,6212,1713340
686,1996,1714340,6212,1714340
686,1996,1715340,6212,1715340
686,1996,1716150,6212,1716150
687,2004,1717150,6212,1717150
687,2004,1717470,6212,1717470
687,2004,1718280,6212,1718280
687,2004,1719280,6212,1719280
687,2004,1720280,6212,1720280
687,2004,1720600,6212,1720600
687,2004,1720600,6212,1720600
687,2004,1721600,6212,1721600
687,2004,1722600,6212,1722600
688,2012,1726600,6212,1726600
688,2012,1727070,6212,1727070
688,2012,1727070,6212,1727070
688,2012,1728070,6212,1728070
688,2012,1728880,6212,1728880
688,2012,1728880,6212,1728880
688,2012,1729690,6212,1729690
688,2012,1729690,6212,1729690
688,2012,1730160,6212,1730160
688,2012,1731160,6212,1731160
688,2012,1732160,6212,1732160
689,2020,1733160,6212,1733160
689,2020,1734160,6212,1734160
689,2020,1735160,6212,1735160
689,2020,1736160,6212,1736160
689,2020,1737160,6212,1737160
689,2020,1738160,6212,1738160
689,2020,1739160,6212,1739160
690,2028,1740160,6212,1740160
690,2028,1741160,6212,1741160
690,2028,1742160,6212,1742160
690,2028,1743160,6212,1743160
690,2028,1743970,6212,1743970
690,2028,1744970,6212,1744970
690,2028,1745970,6212,1745970
690,2028,1746780,6212,1746780
690,2028,1747780,6212,1747780
690,2028,1748780,6212,1748780
690,2028,1749780,6212,1749780
691,2036,1750780,6212,1750780
691,2036,1751780,6212,1751780
691,2036,1752250,6212,1752250
691,2036,1756250,6212,1756250
691,2036,1757250,6212,1757250
691,2036,1758250,6212,1758250
692,2044,1759060,6212,1759060
692,2044,1760060,6212,1760060
692,2044,1761060,6212,1761060
692,2044,1762060,6212,1762060
692,2044,1762870,6212,1762870
692,2044,1763870,6212,1763870
693,2052,1764870,6212,1764870
693,2052,1764870,6212,1764870
693,2052,1764870,6212,1764870
693,2052,1765870,6212,1765870
693,2052,1766680,6212,1766680
693,2052,1767680,6212,1767680
693,2052,1768490,6212,1768490
693,2052,1768960,6212,1768960
693,2052,1769960,6212,1769960
693,2052,1770960,6212,1770960
693,2052,1771770,6212,1771770
693,2052,1772770,6212,1772770
693,2052,1773770,6212,1773770
693,2052,1774770,6212,1774770
693,2052,1775240,6212,1775240
694,2060,1776240,6212,1776240
694,2060,1776710,6212,1776710
694,2060,1777520,6212,1777520
694,2060,1778520,6212,1778520
694,2060,1779520,6212,1779520
694,2060,1779520,6212,1779520
694,2060,1780520,6212,1780520
694,2060,1781520,6212,1781520
694,2060,1781520,6212,1781520
694,2060,1782520,6212,1782520
694,2060,1783520,6212,1783520
695,2068,1784330,6212,1784330
695,2068,1785140,6212,1785140
695,2068,1786140,6212,1786140
695,2068,1786610,6212,1786610
695,2068,1787080,6212,1787080
695,2068,1787080,6212,1787080
695,2068,1787080,6212,1787080
695,2068,1787550,6212,1787550
695,2068,1788360,6212,1788360
696,2076,1789360,6212,1789360
696,2076,1790170,6212,1790170
696,2076,1790170,6212,1790170
696,2076,1791170,6212,1791170
696,2076,1791980,6212,1791980
696,2076,1792790,6212,1792790
696,2076,1793790,6212,1793790
696,2076,1793790,6212,1793790
696,2076,1794260,6212,1794260
697,2084,1795070,6212,1795070
697,2084,1796070,6212,1796070
697,2084,1797070,6212,1797070
697,2084,1798070,6212,1798070
697,2084,1798540,6212,1798540
697,2084,1799350,6212,1799350
697,2084,1799820,6212,1799820
697,2084,1800820,6212,1800820
698,2092,1801820,6212,1801820
698,2092,1802630,6212,1802630
698,2092,1803630,6212,1803630
698,2092,1804000,6212,1804000
698,2092,1804320,6212,1804320
698,2092,1804790,6212,1804790
698,2092,1805600,6212,1805600
698,2092,1806600,6212,1806600
698,2092,1807600,6212,1807600
699,2100,1815600,6212,1815600
699,2100,1815600,6212,1815600
699,2100,1816410,6212,1816410
699,2100,1817410,6212,1817410
699,2100,1818410,6212,1818410
699,2100,1819410,6212,1819410
699,2100,1820410,6212,1820410
699,2100,1821410,6212,1821410
700,2108,1822410,6212,1822410
700,2108,1822780,6212,1822780
700,2108,1823100,6212,1823100
700,2108,1823910,6212,1823910
700,2108,1824910,6212,1824910
701,2116,1825380,6212,1825380
701,2116,1825380,6212,1825380
701,2116,1826380,6212,1826380
701,2116,1826850,6212,1826850
701,2116,1827500,6212,1827500
701,2116,1828500,6212,1828500
701,2116,1829310,6212,1829310
701,2116,1830120,6212,1830120
701,2116,1831120,6212,1831120
701,2116,1831440,6212,1831440
701,2116,1832440,6212,1832440
701,2116,1833440,6212,1833440
701,2116,1834440,6212,1834440
702,2124,1835440,6212,1835440
702,2124,1836440,6212,1836440
702,2124,1837440,6212,1837440
702,2124,1838090,6212,1838090
702,2124,1838250,6212,1838250
702,2124,1838720,6212,1838720
702,2124,1839720,6212,1839720
702,2124,1839720,6212,1839720
702,2124,1839720,6212,1839720
702,2124,1840720,6212,1840720
702,2124,1841720,6212,1841720
702,2124,1841880,6212,1841880
702,2124,1842100,6212,1842100
702,2124,1842100,6212,1842100
702,2124,1843100,6212,1843100
702,2124,1844100,6212,1844100
702,2124,1844100,6212,1844100
703,2132,1845100,6212,1845100
703,2132,1845570,6212,1845570
703,2132,1845890,6212,1845890
703,2132,1846890,6212,1846890
703,2132,1847890,6212,1847890
703,2132,1848360,6212,1848360
703,2132,1849170,6212,1849170
704,2140,1849980,6212,1849980
704,2140,1850980,6212,1850980
704,2140,1851790,6212,1851790
704,2140,1852790,6212,1852790
704,2140,1852790,6212,1852790
704,2140,1853110,6212,1853110
704,2140,1853920,6212,1853920
704,2140,1853920,6212,1853920
704,2140,1854920,6212,1854920
704,2140,1855920,6212,1855920
704,2140,1856570,6212,1856570
704,2140,1857040,6212,1857040
704,2140,1858040,6212,1858040
704,2140,1858040,6212,1858040
705,2148,1859040,6212,1859040
705,2148,1859360,6212,1859360
705,2148,1861360,6212,1861360
705,2148,1862360,6212,1862360
705,2148,1862360,6212,1862360
705,2148,1863360,6212,1863360
705,2148,1864360,6212,1864360
705,2148,1865360,6212,1865360
705,2148,1865580,6212,1865580
705,2148,1866230,6212,1866230
705,2148,1866820,6212,1866820
705,2148,1867630,6212,1867630
705,2148,1867630,6212,1867630
706,2156,1868440,6212,1868440
706,2156,1868910,6212,1868910
706,2156,1869910,6212,1869910
706,2156,1870910,6212,1870910
706,2156,1871910,6212,1871910
707,2164,1872910,6212,1872910
707,2164,1873910,6212,1873910
707,2164,1874910,6212,1874910
707,2164,1875910,6212,1875910
707,2164,1876720,6212,1876720
707,2164,1877530,6212,1877530
707,2164,1877690,6212,1877690
707,2164,1878500,6212,1878500
707,2164,1879310,6212,1879310
707,2164,1880310,6212,1880310
707,2164,1881120,6212,1881120
707,2164,1881930,6212,1881930
707,2164,1881930,6212,1881930
707,2164,1882930,6212,1882930
707,2164,1883740,6212,1883740
708,2172,1884390,6212,1884390
709,2180,1885390,6212,1885390
709,2180,1885390,6212,1885390
709,2180,1886390,6212,1886390
709,2180,1887390,6212,1887390
709,2180,1888390,6212,1888390
709,2180,1889390,6212,1889390
709,2180,1890200,6212,1890200
709,2180,1891200,6212,1891200
709,2180,1892200,6212,1892200
709,2180,1893200,6212,1893200
710,2188,1894200,6212,1894200
710,2188,1895200,6212,1895200
710,2188,1895520,6212,1895520
710,2188,1895750,6212,1895750
710,2188,1896220,6212,1896220
710,2188,1897220,6212,1897220
710,2188,1898220,6212,1898220
710,2188,1899220,6212,1899220
710,2188,1900220,6212,1900220
710,2188,1900220,6212,1900220
710,2188,1900680,6212,1900680
710,2188,1901330,6212,1901330
710,2188,1902330,6212,1902330
710,2188,1903330,6212,1903330
710,2188,1903650,6212,1903650
710,2188,1903880,6212,1903880
710,2188,1903880,6212,1903880
710,2188,1904200,6212,1904200
711,2196,1905200,6212,1905200
711,2196,1905200,6212,1905200
711,2196,1906200,6212,1906200
711,2196,1907010,6212,1907010
711,2196,1908010,6212,1908010
711,2196,1908820,6212,1908820
711,2196,1909820,6212,1909820
711,2196,1910820,6212,1910820
711,2196,1911470,6212,1911470
711,2196,1911790,6212,1911790
711,2196,1911790,6212,1911790
711,2196,1911790,6212,1911790
711,2196,1912790,6212,1912790
711,2196,1913790,6212,1913790
711,2196,1914020,6212,1914020
712,2204,1914830,6212,1914830
712,2204,1915150,6212,1915150
713,2212,1916150,6212,1916150
713,2212,1916610,6212,1916610
713,2212,1917080,6212,1917080
713,2212,1918080,6212,1918080
713,2212,1919080,6212,1919080
713,2212,1919450,6212,1919450
713,2212,1920450,6212,1920450
713,2212,1921450,6212,1921450
713,2212,1922450,6212,1922450
713,2212,1922450,6212,1922450
713,2212,1922920,6212,1922920
713,2212,1923730,6212,1923730
713,2212,1924730,6212,1924730
713,2212,1925730,6212,1925730
713,2212,1925960,6212,1925960
713,2212,1926960,6212,1926960
713,2212,1927960,6212,1927960
714,2220,1928960,6212,1928960
714,2220,1929960,6212,1929960
714,2220,1930960,6212,1930960
714,2220,1931430,6212,1931430
714,2220,1932430,6212,1932430
714,2220,1932590,6212,1932590
714,2220,1933060,6212,1933060
714,2220,1933530,6212,1933530
714,2220,1934530,6212,1934530
714,2220,1935530,6212,1935530
714,2220,1936340,6212,1936340
714,2220,1937340,6212,1937340
714,2220,1938150,6212,1938150
715,2228,1939150,6212,1939150
716,2236,1939620,6212,1939620
716,2236,1940620,6212,1940620
716,2236,1941430,6212,1941430
716,2236,1942240,6212,1942240
716,2236,1943050,6212,1943050
716,2236,1944050,6212,1944050
716,2236,1945050,6212,1945050
716,2236,1946050,6212,1946050
716,2236,1947050,6212,1947050
716,2236,1947600,6212,1947600
716,2236,1948600,6212,1948600
716,2236,1949410,6212,1949410
716,2236,1949410,6212,1949410
716,2236,1949730,6212,1949730
716,2236,1950200,6212,1950200
716,2236,1951010,6212,1951010
716,2236,1952010,6212,1952010
716,2236,1952820,6212,1952820
717,2244,1953820,6212,1953820
717,2244,1954820,6212,1954820
718,2252,1955290,6212,1955290
718,2252,1956100,6212,1956100
718,2252,1956100,6212,1956100
718,2252,1956910,6212,1956910
718,2252,1957910,6212,1957910
718,2252,1958910,6212,1958910
718,2252,1959380,6212,1959380
718,2252,1959850,6212,1959850
718,2252,1960660,6212,1960660
718,2252,1961310,6212,1961310
718,2252,1961770,6212,1961770
718,2252,1962770,6212,1962770
718,2252,1963770,6212,1963770
718,2252,1964580,6212,1964580
718,2252,1965580,6212,1965580
718,2252,1966580,6212,1966580
718,2252,1966580,6212,1966580
719,2260,1967580,6212,1967580
719,2260,1968580,6212,1968580
719,2260,1969580,6212,1969580
719,2260,1970580,6212,1970580
719,2260,1971580,6212,1971580
719,2260,1972050,6212,1972050
719,2260,1973050,6212,1973050
720,2268,1973860,6212,1973860
720,2268,1974860,6212,1974860
720,2268,1975860,6212,1975860
720,2268,1975860,6212,1975860
720,2268,1976670,6212,1976670
721,2276,1977670,6212,1977670
721,2276,1978670,6212,1978670
721,2276,1979480,6212,1979480
721,2276,1979950,6212,1979950
721,2276,1980950,6212,1980950
721,2276,1981950,6212,1981950
721,2276,1982760,6212,1982760
721,2276,1983570,6212,1983570
721,2276,1984570,6212,1984570
721,2276,1985570,6212,1985570
721,2276,1986570,6212,1986570
721,2276,1986570,6212,1986570
721,2276,1987220,6212,1987220
721,2276,1988220,6212,1988220
721,2276,1988220,6212,1988220
721,2276,1988220,6212,1988220
722,2284,1989220,6212,1989220
722,2284,1990220,6212,1990220
722,2284,1990680,6212,1990680
722,2284,1991680,6212,1991680
722,2284,1992680,6212,1992680
722,2284,1993680,6212,1993680
722,2284,1994680,6212,1994680
722,2284,1995680,6212,1995680
722,2284,1996680,6212,1996680
722,2284,1997680,6212,1997680
722,2284,1998150,6212,1998150
723,2292,1999150,6212,1999150
723,2292,1999800,6212,1999800
724,2300,2000270,6212,2000270
724,2300,2000920,6212,2000920
724,2300,2001920,6212,2001920
724,2300,2002730,6212,2002730
724,2300,2003730,6212,2003730
724,2300,2004200,6212,2004200
724,2300,2004850,6212,2004850
724,2300,2005320,6212,2005320
724,2300,2006320,6212,2006320
724,2300,2007320,6212,2007320
724,2300,2008130,6212,2008130
725,2308,2008600,6212,2008600
725,2308,2009070,6212,2009070
725,2308,2009070,6212,2009070
725,2308,2010070,6212,2010070
725,2308,2010880,6212,2010880
725,2308,2011200,6212,2011200
725,2308,2012010,6212,2012010
725,2308,2012820,6212,2012820
725,2308,2013630,6212,2013630
725,2308,2014630,6212,2014630
725,2308,2014860,6212,2014860
725,2308,2015670,6212,2015670
725,2308,2015670,6212,2015670
726,2316,2016670,6212,2016670
726,2316,2017670,6212,2017670
726,2316,2018670,6212,2018670
726,2316,2019670,6212,2019670
726,2316,2020670,6212,2020670
727,2324,2021670,6212,2021670
727,2324,2022670,6212,2022670
727,2324,2023670,6212,2023670
727,2324,2024670,6212,2024670
727,2324,2025670,6212,2025670
727,2324,2026670,6212,2026670
727,2324,2027670,6212,2027670
727,2324,2028480,6212,2028480
727,2324,2029480,6212,2029480
727,2324,2029480,6212,2029480
728,2332,2030480,6212,2030480
728,2332,2031480,6212,2031480
728,2332,2032480,6212,2032480
728,2332,2033290,6212,2033290
728,2332,2034290,6212,2034290
728,2332,2035290,6212,2035290
729,2340,2036100,6212,2036100
729,2340,2037100,6212,2037100
729,2340,2037910,6212,2037910
729,2340,2038910,6212,2038910
729,2340,2039910,6212,2039910
729,2340,2040910,6212,2040910
730,2348,2041910,6212,2041910
730,2348,2042910,6212,2042910
730,2348,2042910,6212,2042910
730,2348,2043910,6212,2043910
730,2348,2044910,6212,2044910
730,2348,2045910,6212,2045910
730,2348,2046720,6212,2046720
730,2348,2047530,6212,2047530
730,2348,2047990,6212,2047990
730,2348,2048640,6212,2048640
730,2348,2049640,6212,2049640
730,2348,2049800,6212,2049800
730,2348,2049800,6212,2049800
730,2348,2050800,6212,2050800
730,2348,2050960,6212,2050960
730,2348,2051960,6212,2051960
730,2348,2052960,6212,2052960
731,2356,2053960,6212,2053960
731,2356,2054770,6212,2054770
731,2356,2055770,6212,2055770
731,2356,2056770,6212,2056770
731,2356,2057770,6212,2057770
731,2356,2058770,6212,2058770
731,2356,2059580,6212,2059580
731,2356,2060580,6212,2060580
732,2364,2061390,6212,2061390
732,2364,2061860,6212,2061860
732,2364,2062860,6212,2062860
732,2364,2063860,6212,2063860
732,2364,2064180,6212,2064180
732,2364,2064650,6212,2064650
733,2372,2065650,6212,2065650
733,2372,2066460,6212,2066460
733,2372,2067460,6212,2067460
733,2372,2068270,6212,2068270
733,2372,2068270,6212,2068270
733,2372,2069270,6212,2069270
733,2372,2070080,6212,2070080
733,2372,2070550,6212,2070550
733,2372,2071200,6212,2071200
733,2372,2071670,6212,2071670
733,2372,2072670,6212,2072670
733,2372,2073670,6212,2073670
733,2372,2074670,6212,2074670
733,2372,2075140,6212,2075140
733,2372,2075950,6212,2075950
734,2380,2076760,6212,2076760
734,2380,2077230,6212,2077230
734,2380,2077550,6212,2077550
734,2380,2078550,6212,2078550
734,2380,2079550,6212,2079550
734,2380,2079770,6212,2079770
735,2388,2080770,6212,2080770
735,2388,2081420,6212,2081420
735,2388,2082420,6212,2082420
735,2388,2082420,6212,2082420
735,2388,2083420,6212,2083420
735,2388,2084420,6212,2084420
735,2388,2084650,6212,2084650
735,2388,2085460,6212,2085460
735,2388,2085930,6212,2085930
735,2388,2086400,6212,2086400
735,2388,2087400,6212,2087400
735,2388,2088400,6212,2088400
735,2388,2088720,6212,2088720
735,2388,2089720,6212,2089720
736,2396,2090720,6212,2090720
736,2396,2091530,6212,2091530
736,2396,2091850,6212,2091850
736,2396,2092850,6212,2092850
736,2396,2093850,6212,2093850
736,2396,2094080,6212,2094080
736,2396,2094400,6212,2094400
736,2396,2095400,6212,2095400
736,2396,2095400,6212,2095400
736,2396,2096400,6212,2096400
736,2396,2097400,6212,2097400
736,2396,2098050,6212,2098050
736,2396,2098370,6212,2098370
736,2396,2099370,6212,2099370
736,2396,2100370,6212,2100370
737,2404,2101370,6212,2101370
738,2412,2101830,6212,2101830
738,2412,2102830,6212,2102830
738,2412,2103480,6212,2103480
738,2412,2104480,6212,2104480
738,2412,2105480,6212,2105480
738,2412,2106290,6212,2106290
739,2420,2114290,6212,2114290
739,2420,2115290,6212,2115290
739,2420,2116290,6212,2116290
739,2420,2116660,6212,2116660
739,2420,2117660,6212,2117660
739,2420,2118250,6212,2118250
739,2420,2118250,6212,2118250
739,2420,2119060,6212,2119060
739,2420,2120060,6212,2120060
739,2420,2121060,6212,2121060
739,2420,2121870,6212,2121870
739,2420,2122680,6212,2122680
740,2428,2123680,6212,2123680
740,2428,2124490,6212,2124490
741,2436,2125140,6212,2125140
741,2436,2126140,6212,2126140
741,2436,2126140,6212,2126140
741,2436,2126140,6212,2126140
741,2436,2126140,6212,2126140
741,2436,2127140,6212,2127140
741,2436,2128140,6212,2128140
741,2436,2129140,6212,2129140
741,2436,2130140,6212,2130140
741,2436,2131140,6212,2131140
741,2436,2132140,6212,2132140
741,2436,2132140,6212,2132140
741,2436,2132610,6212,2132610
741,2436,2133070,6212,2133070
741,2436,2133070,6212,2133070
742,2444,2134070,6212,2134070
742,2444,2134390,6212,2134390
742,2444,2135040,6212,2135040
742,2444,2136040,6212,2136040
742,2444,2136510,6212,2136510
742,2444,2137510,6212,2137510
742,2444,2137730,6212,2137730
742,2444,2138380,6212,2138380
742,2444,2138700,6212,2138700
742,2444,2139700,6212,2139700
742,2444,2140700,6212,2140700
742,2444,2141700,6212,2141700
742,2444,2142170,6212,2142170
742,2444,2142980,6212,2142980
742,2444,2143980,6212,2143980
742,2444,2144980,6212,2144980
743,2452,2145980,6212,2145980
743,2452,2146450,6212,2146450
743,2452,2146920,6212,2146920
743,2452,2147920,6212,2147920
743,2452,2148920,6212,2148920
743,2452,2149920,6212,2149920
743,2452,2150920,6212,2150920
743,2452,2151920,6212,2151920
743,2452,2152730,6212,2152730
744,2460,2153540,6212,2153540
744,2460,2153860,6212,2153860
744,2460,2154860,6212,2154860
745,2468,2155860,6212,2155860
745,2468,2156330,6212,2156330
745,2468,2157330,6212,2157330
745,2468,2157330,6212,2157330
745,2468,2157440,6212,2157440
745,2468,2158250,6212,2158250
745,2468,2159250,6212,2159250
745,2468,2160060,6212,2160060
745,2468,2161060,6212,2161060
746,2476,2169060,6212,2169060
746,2476,2170060,6212,2170060
746,2476,2170870,6212,2170870
746,2476,2171870,6212,2171870
746,2476,2172870,6212,2172870
746,2476,2173340,6212,2173340
746,2476,2174340,6212,2174340
746,2476,2174340,6212,2174340
747,2484,2175340,6212,2175340
747,2484,2176340,6212,2176340
747,2484,2177340,6212,2177340
747,2484,2178340,6212,2178340
747,2484,2178930,6212,2178930
747,2484,2179930,6212,2179930
747,2484,2180930,6212,2180930
747,2484,2181480,6212,2181480
747,2484,2181480,6212,2181480
748,2492,2182290,6212,2182290
748,2492,2183290,6212,2183290
748,2492,2184100,6212,2184100
748,2492,2184100,6212,2184100
748,2492,2184750,6212,2184750
748,2492,2185750,6212,2185750
749,2500,2186750,6212,2186750
749,2500,2187400,6212,2187400
749,2500,2188400,6212,2188400
749,2500,2189400,6212,2189400
749,2500,2189630,6212,2189630
749,2500,2190180,6212,2190180
