ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
640709.82,14.08,1.81,533187.18,11.72
640707.57,14.08,1.82,533118.54,11.72
640380.0,14.07,1.81,532751.56,11.71
640691.98,14.08,1.82,533026.73,11.72
639674.56,14.08,1.82,532215.33,11.72
638657.14,14.09,1.82,531403.93,11.72
638466.08,14.09,1.82,531140.55,11.72
638241.81,14.08,1.82,531031.06,11.72
638239.56,14.09,1.82,530962.42,11.72
637911.98,14.08,1.82,530776.14,11.72
638223.97,14.09,1.82,531051.31,11.72
638221.72,14.09,1.83,530982.67,11.72
637997.44,14.09,1.82,530843.95,11.72
637881.5,14.09,1.82,530868.82,11.72
637668.61,14.09,1.82,530183.13,11.71
637668.61,14.09,1.82,530183.13,11.71
637543.01,14.09,1.82,529976.63,11.71
637351.96,14.08,1.82,529824.2,11.71
636334.53,14.09,1.82,529012.8,11.71
636110.26,14.08,1.82,528792.36,11.71
635919.2,14.08,1.82,528528.98,11.71
635694.93,14.08,1.82,528419.49,11.71
635503.87,14.08,1.82,528231.09,11.7
635279.6,14.08,1.81,528046.62,11.7
635088.54,14.08,1.81,527783.25,11.7
635088.54,14.08,1.81,527783.25,11.7
635088.54,14.08,1.81,527783.25,11.7
634885.75,14.07,1.81,527535.0,11.69
634470.42,14.07,1.81,527169.55,11.69
634470.42,14.07,1.81,527169.55,11.69
634246.14,14.07,1.8,527060.06,11.69
634055.09,14.07,1.8,526909.0,11.69
634272.42,14.07,1.81,527079.8,11.7
634501.67,14.08,1.82,526872.16,11.69
633484.25,14.08,1.82,526059.27,11.7
633484.25,14.08,1.82,526059.27,11.7
633259.98,14.08,1.82,526267.02,11.7
633068.92,14.08,1.82,526011.39,11.7
632856.03,14.08,1.81,525325.69,11.69
632541.63,14.08,1.81,524934.46,11.68
632160.02,14.07,1.8,524601.85,11.67
631935.75,14.07,1.8,524484.62,11.67
631408.46,14.06,1.8,523407.69,11.66
631118.14,14.06,1.79,523164.73,11.65
631255.82,14.06,1.8,523252.34,11.65
631255.82,14.06,1.8,523252.34,11.65
631031.55,14.06,1.79,523077.67,11.65
631031.55,14.06,1.79,523077.67,11.65
631031.55,14.06,1.79,523077.67,11.65
630840.49,14.06,1.79,522900.28,11.65
630616.22,14.06,1.79,522704.81,11.65
630425.16,14.05,1.79,522527.22,11.65
630200.89,14.05,1.79,522339.35,11.65
630009.83,14.05,1.79,522075.98,11.64
629785.56,14.05,1.78,521966.49,11.64
629594.5,14.05,1.78,521813.5,11.64
629370.23,14.05,1.78,521593.62,11.64
629370.23,14.05,1.78,521593.62,11.64
629179.17,14.05,1.78,521416.22,11.64
628954.9,14.04,1.78,521220.75,11.64
628737.37,14.04,1.77,521050.54,11.63
628987.92,14.05,1.78,521028.05,11.64
628705.46,14.05,1.79,520644.44,11.64
628705.46,14.05,1.79,520644.44,11.64
628323.85,14.05,1.78,520401.78,11.63
628099.58,14.04,1.78,520354.06,11.63
628350.13,14.05,1.79,520331.58,11.64
628350.13,14.05,1.79,520331.58,11.64
628125.85,14.05,1.78,520357.8,11.64
627744.25,14.04,1.78,520041.19,11.63
627553.19,14.04,1.78,519782.14,11.63
627354.45,14.04,1.77,519626.33,11.63
626337.03,14.04,1.77,518814.92,11.63
626337.03,14.04,1.77,518814.92,11.63
626112.76,14.04,1.77,518701.11,11.63
626371.64,14.04,1.78,518565.23,11.63
626147.36,14.04,1.78,518779.92,11.64
625934.47,14.04,1.78,518094.23,11.62
625934.47,14.04,1.78,518094.23,11.62
625934.47,14.04,1.78,518094.23,11.62
625620.07,14.04,1.77,517703.0,11.62
625240.13,14.03,1.77,517321.32,11.61
625563.5,14.04,1.77,517065.02,11.6
625243.5,14.03,1.77,516745.02,11.6
625072.84,14.03,1.77,516604.4,11.6
624881.78,14.03,1.77,516427.0,11.6
624466.45,14.03,1.76,516054.13,11.59
624253.56,14.03,1.76,515286.12,11.58
624469.16,14.03,1.77,515507.21,11.58
624244.88,14.03,1.77,515311.74,11.58
624495.43,14.04,1.77,515289.26,11.58
624337.81,14.03,1.77,515139.81,11.58
623810.52,14.03,1.76,514062.88,11.56
623586.25,14.03,1.76,514089.1,11.56
623204.64,14.02,1.76,513772.5,11.56
623180.56,14.02,1.76,513266.58,11.55
623022.94,14.02,1.75,513117.13,11.55
623059.73,14.02,1.76,513086.13,11.55
623035.65,14.02,1.76,512580.2,11.54
622910.05,14.02,1.76,512378.65,11.54
622719.0,14.02,1.76,512201.26,11.53
622494.72,14.02,1.76,512005.79,11.53
622839.93,14.03,1.76,512003.12,11.53
622615.65,14.03,1.76,512185.54,11.54
622424.59,14.03,1.76,511923.29,11.54
622200.32,14.02,1.76,511812.67,11.54
622009.26,14.02,1.76,511549.3,11.53
621784.99,14.02,1.76,511439.81,11.53
621760.91,14.02,1.76,510933.89,11.52
621433.33,14.02,1.75,510564.2,11.52
621307.74,14.02,1.75,510362.65,11.51
621283.65,14.02,1.75,509856.72,11.5
621092.59,14.02,1.75,509706.04,11.5
620357.64,14.01,1.75,509278.25,11.5
620043.23,14.01,1.75,508896.06,11.5
620355.22,14.02,1.75,509131.73,11.5
620164.16,14.02,1.75,508872.67,11.5
620128.7,14.02,1.75,508944.67,11.51
620128.7,14.02,1.75,508944.67,11.51
620019.89,14.02,1.75,508835.86,11.5
619828.83,14.02,1.75,508572.48,11.5
619828.83,14.02,1.75,508572.48,11.5
619501.25,14.01,1.74,508319.99,11.5
618689.18,14.0,1.74,506827.45,11.47
618464.9,14.0,1.74,506717.96,11.47
618464.9,14.0,1.74,506717.96,11.47
618291.85,14.0,1.74,505931.08,11.46
618100.79,14.0,1.74,505672.03,11.45
617876.52,14.0,1.73,505558.22,11.45
617685.46,14.0,1.73,505405.23,11.45
617661.26,14.0,1.73,504995.56,11.45
617658.08,14.0,1.74,504899.76,11.45
617424.05,14.0,1.73,505078.56,11.45
617388.59,14.0,1.74,505024.19,11.45
617197.53,14.0,1.74,504836.45,11.45
616973.25,14.0,1.73,504651.32,11.45
616973.25,14.0,1.73,504651.32,11.45
616973.25,14.0,1.73,504651.32,11.45
615955.83,14.0,1.74,503839.92,11.45
615931.75,14.0,1.74,503333.99,11.44
615617.35,14.0,1.73,502947.72,11.44
615426.29,14.0,1.73,502770.32,11.44
615390.82,14.0,1.73,502740.36,11.44
615199.77,14.0,1.73,502562.96,11.44
615164.3,14.0,1.74,502533.0,11.44
614973.25,14.0,1.73,502269.62,11.43
614748.97,14.0,1.73,502160.13,11.43
614557.91,14.0,1.73,501896.76,11.43
614557.91,14.0,1.73,501896.76,11.43
614522.45,14.0,1.73,501952.77,11.43
614107.12,13.99,1.73,501579.9,11.43
613916.06,13.99,1.73,501316.53,11.43
613916.06,13.99,1.73,501316.53,11.43
614020.53,14.0,1.73,501492.85,11.43
613829.47,14.0,1.73,501315.45,11.43
613605.2,13.99,1.73,501119.99,11.43
613392.3,13.99,1.73,500434.29,11.42
613392.3,13.99,1.73,500434.29,11.42
613460.85,14.0,1.73,500432.5,11.42
613269.8,14.0,1.73,500244.77,11.42
613045.52,13.99,1.73,500059.64,11.41
613183.21,14.0,1.73,500147.25,11.42
613287.67,14.0,1.74,500258.4,11.42
613096.61,14.0,1.74,500081.0,11.42
613061.15,14.0,1.74,500051.04,11.42
613061.15,14.0,1.74,500051.04,11.42
612870.09,14.0,1.74,499873.64,11.42
612834.63,14.0,1.74,499843.67,11.42
612643.57,14.0,1.74,499579.85,11.42
612419.3,14.0,1.74,499478.22,11.42
612228.24,14.0,1.74,499290.83,11.42
611210.82,14.0,1.74,498479.42,11.42
610986.54,14.0,1.74,498301.36,11.42
610687.8,13.99,1.73,498045.55,11.41
610687.8,13.99,1.73,498045.55,11.41
610917.06,14.0,1.74,497837.91,11.41
610692.79,14.0,1.73,498092.41,11.42
609675.36,14.0,1.74,497281.0,11.42
609484.31,14.0,1.74,497103.61,11.42
609201.84,14.01,1.74,496720.0,11.42
608977.57,14.01,1.74,496524.53,11.42
608786.51,14.0,1.74,496336.8,11.42
608751.05,14.01,1.74,496317.17,11.42
607733.63,14.01,1.74,495505.76,11.42
607542.57,14.01,1.74,495328.37,11.42
607318.3,14.01,1.74,495132.9,11.42
607127.24,14.0,1.74,494945.17,11.42
606902.96,14.0,1.74,494760.03,11.41
606168.0,14.0,1.73,494332.24,11.42
606165.76,14.0,1.74,494263.6,11.42
606130.29,14.0,1.74,494315.6,11.42
605939.23,14.0,1.74,494056.33,11.42
605714.96,14.0,1.73,493942.74,11.42
605523.9,14.0,1.73,493755.01,11.41
605299.63,14.0,1.73,493569.87,11.41
605140.82,13.99,1.73,493419.04,11.41
604159.64,14.0,1.73,492679.75,11.41
604135.55,14.0,1.73,492173.83,11.4
604320.62,14.0,1.74,492281.35,11.41
604320.62,14.0,1.74,492281.35,11.41
603303.2,14.01,1.74,491469.95,11.41
603760.76,14.02,1.75,491620.06,11.42
603577.02,14.02,1.75,491303.93,11.41
603582.09,14.02,1.76,490987.22,11.41
603289.14,14.02,1.75,490687.78,11.4
603105.4,14.01,1.75,491116.42,11.41
602993.44,14.02,1.75,490801.16,11.41
602653.12,14.01,1.74,490461.44,11.4
601635.7,14.01,1.75,489650.03,11.4
601756.77,14.02,1.75,489440.07,11.4
602015.66,14.02,1.76,490361.09,11.42
601806.92,14.02,1.75,489681.87,11.41
601582.64,14.02,1.75,490170.63,11.42
601851.4,14.03,1.76,490140.89,11.42
601667.66,14.03,1.76,489725.77,11.42
600650.24,14.03,1.76,488914.37,11.42
600321.5,14.02,1.76,488666.35,11.41
600326.57,14.02,1.76,489148.37,11.43
600030.86,14.02,1.76,488881.89,11.43
599660.93,14.02,1.75,488483.13,11.42
598643.5,14.02,1.75,487671.73,11.42
598624.65,14.02,1.76,487451.46,11.42
598433.59,14.02,1.76,487229.88,11.42
598398.12,14.02,1.76,487651.29,11.43
598855.69,14.04,1.77,487801.41,11.43
598671.95,14.03,1.77,487376.0,11.43
598488.21,14.03,1.77,487156.96,11.42
598746.08,14.04,1.78,487667.03,11.44
598634.11,14.04,1.78,487209.71,11.43
598426.45,14.04,1.78,487691.59,11.44
598235.39,14.04,1.77,487506.16,11.44
598235.39,14.04,1.77,487506.16,11.44
598199.92,14.04,1.78,487517.16,11.44
597901.18,14.04,1.77,487223.55,11.44
598169.94,14.04,1.78,487239.1,11.44
597152.52,14.05,1.78,486427.7,11.44
596968.78,14.05,1.78,486074.78,11.44
596587.18,14.04,1.77,485836.4,11.43
596403.44,14.04,1.77,486194.66,11.44
596244.78,14.04,1.77,485908.82,11.44
595956.51,14.03,1.77,485630.29,11.43
596426.69,14.04,1.78,485404.36,11.43
596219.03,14.04,1.78,485903.79,11.44
596027.97,14.04,1.78,485509.88,11.44
595992.5,14.04,1.78,485769.94,11.45
596450.07,14.06,1.79,485920.05,11.45
596266.33,14.05,1.79,485549.06,11.45
596112.76,14.05,1.79,485512.58,11.44
595739.09,14.04,1.78,485113.99,11.44
596069.52,14.05,1.79,485448.77,11.45
595885.79,14.05,1.79,485108.36,11.44
594868.36,14.06,1.79,484296.95,11.44
594656.31,14.05,1.79,483986.97,11.44
594544.34,14.05,1.79,484387.47,11.45
594336.68,14.05,1.79,484089.67,11.44
594145.62,14.05,1.78,483915.02,11.44
593128.2,14.05,1.79,483103.62,11.45
593440.19,14.06,1.8,483948.01,11.47
593708.94,14.07,1.81,483932.06,11.47
593525.2,14.07,1.8,483512.53,11.46
593341.46,14.07,1.8,483946.88,11.47
593182.81,14.07,1.8,483638.83,11.47
593045.76,14.07,1.8,483414.3,11.47
592028.34,14.07,1.81,482602.89,11.47
592009.48,14.07,1.81,482511.39,11.47
591818.43,14.07,1.81,482728.24,11.48
591782.96,14.07,1.81,482683.63,11.48
591500.5,14.08,1.81,482300.01,11.48
591388.54,14.08,1.82,482127.27,11.48
591180.87,14.08,1.81,482266.68,11.49
590853.29,14.07,1.81,481896.02,11.48
591082.55,14.08,1.82,481648.91,11.47
590858.28,14.08,1.81,481923.84,11.48
591568.64,14.1,1.83,482026.56,11.49
591187.03,14.09,1.82,481627.75,11.48
591040.92,14.09,1.82,482204.53,11.49
590059.74,14.09,1.83,481465.24,11.5
589042.32,14.09,1.83,480653.84,11.5
588852.31,14.09,1.83,480387.23,11.5
589103.9,14.1,1.84,479870.94,11.49
588863.3,14.1,1.83,482227.68,11.54
588863.3,14.1,1.83,482227.68,11.54
589132.06,14.11,1.84,482197.94,11.55
588948.32,14.11,1.84,481852.39,11.54
589184.9,14.11,1.85,482315.06,11.55
589442.76,14.12,1.86,482047.92,11.55
589330.8,14.12,1.86,481754.64,11.54
589311.94,14.12,1.86,482444.67,11.56
589120.88,14.12,1.86,482342.84,11.56
588830.57,14.12,1.85,482050.56,11.56
588468.72,14.11,1.85,481372.05,11.54
588423.5,14.11,1.85,481997.23,11.56
588692.26,14.12,1.86,482012.78,11.56
588692.26,14.12,1.86,482012.78,11.56
588747.15,14.13,1.86,481234.43,11.55
588747.15,14.13,1.86,481234.43,11.55
587765.97,14.13,1.86,480495.14,11.55
588087.56,14.14,1.87,479445.29,11.53
587903.82,14.14,1.87,479054.45,11.52
587720.08,14.14,1.87,479397.38,11.53
587536.34,14.14,1.87,479071.95,11.53
587424.38,14.14,1.87,478873.39,11.52
587658.32,14.14,1.88,479232.24,11.53
587658.32,14.14,1.88,479232.24,11.53
587658.32,14.14,1.88,479232.24,11.53
586658.32,14.12,1.86,478232.24,11.51
586375.86,14.13,1.86,477848.63,11.51
586513.54,14.13,1.87,477773.68,11.51
586513.54,14.13,1.87,477773.68,11.51
586313.15,14.13,1.87,478067.35,11.52
585993.52,14.13,1.87,478148.25,11.53
585993.52,14.13,1.87,478148.25,11.53
585609.3,14.12,1.86,477725.63,11.52
585427.99,14.12,1.86,477388.41,11.52
585193.96,14.12,1.86,477216.93,11.52
585421.04,14.13,1.87,478150.04,11.54
585689.8,14.14,1.88,478255.27,11.55
584672.38,14.14,1.88,477443.87,11.55
584672.38,14.14,1.88,477443.87,11.55
584672.38,14.14,1.88,477404.22,11.55
584064.26,14.13,1.87,476622.89,11.53
583880.52,14.13,1.87,476111.36,11.52
583696.78,14.13,1.86,476513.47,11.53
583538.13,14.13,1.86,476247.06,11.53
583401.08,14.13,1.86,475983.94,11.53
583193.41,14.13,1.86,476237.75,11.54
582778.08,14.12,1.86,475706.25,11.53
583046.84,14.13,1.87,475754.22,11.53
582863.1,14.13,1.87,475370.83,11.53
582868.17,14.14,1.87,475211.91,11.53
582868.17,14.14,1.87,475211.91,11.53
582684.43,14.13,1.87,475602.61,11.54
582572.46,14.14,1.87,475376.18,11.53
582364.8,14.13,1.87,475081.03,11.53
582173.74,14.13,1.87,475305.02,11.54
581156.32,14.14,1.87,474493.61,11.54
580932.05,14.13,1.87,474255.35,11.54
581389.61,14.15,1.88,474405.46,11.54
581280.8,14.15,1.88,474310.55,11.54
581097.06,14.14,1.88,473939.57,11.54
581242.06,14.15,1.89,473687.49,11.53
581058.32,14.15,1.88,474125.22,11.55
580738.69,14.15,1.88,473586.36,11.54
580323.36,14.14,1.88,473866.72,11.55
580323.36,14.14,1.88,473866.72,11.55
580592.12,14.15,1.89,473787.87,11.55
580446.01,14.15,1.89,473459.5,11.55
580256.0,14.15,1.89,474419.9,11.57
579948.68,14.16,1.89,473676.57,11.57
579305.94,14.15,1.88,473055.32,11.55
579763.51,14.16,1.9,473205.43,11.56
579579.77,14.16,1.9,472889.3,11.55
579584.84,14.16,1.9,472572.59,11.55
579584.84,14.16,1.9,472572.59,11.55
579729.84,14.17,1.9,473080.22,11.56
580059.48,14.18,1.91,472894.51,11.56
579851.81,14.18,1.91,472526.27,11.55
579660.76,14.18,1.91,473342.51,11.58
579436.48,14.17,1.91,473252.4,11.58
578419.06,14.18,1.91,472440.99,11.58
578687.82,14.19,1.92,472507.9,11.58
578306.21,14.18,1.91,472263.74,11.58
578122.47,14.18,1.91,471959.86,11.57
577938.73,14.18,1.91,472190.29,11.58
577938.73,14.18,1.91,472190.29,11.58
577780.08,14.18,1.91,471736.12,11.57
578084.64,14.19,1.92,471746.15,11.58
578065.78,14.19,1.92,471616.68,11.58
577783.32,14.2,1.93,471233.07,11.58
577592.26,14.19,1.93,471765.45,11.59
577367.98,14.19,1.93,471586.27,11.59
577444.83,14.2,1.93,471429.68,11.59
577237.16,14.2,1.93,471628.15,11.6
577234.92,14.2,1.93,471604.11,11.6
577010.64,14.2,1.93,471489.49,11.6
577095.66,14.2,1.94,471602.66,11.61
577095.66,14.2,1.94,471622.81,11.61
576911.92,14.2,1.94,471273.05,11.6
576728.18,14.2,1.94,471013.38,11.6
576728.18,14.2,1.94,471013.38,11.6
576408.55,14.2,1.94,471061.02,11.61
576036.95,14.19,1.93,470734.94,11.6
575878.14,14.19,1.93,470575.94,11.6
575687.08,14.19,1.93,470409.49,11.59
575462.81,14.19,1.92,470213.16,11.59
576114.52,14.21,1.94,470153.7,11.59
576259.52,14.21,1.95,469814.73,11.59
576075.78,14.21,1.95,470373.28,11.6
575917.12,14.21,1.95,470000.4,11.6
575808.32,14.21,1.94,469937.38,11.6
575671.27,14.21,1.94,469658.4,11.59
575272.54,14.21,1.94,470212.15,11.61
575048.27,14.2,1.94,470044.67,11.61
574765.81,14.21,1.95,469661.06,11.61
574842.65,14.22,1.95,469504.47,11.61
574634.99,14.21,1.95,469770.67,11.62
574772.67,14.22,1.95,469676.29,11.62
574877.14,14.22,1.96,470098.61,11.63
575145.89,14.23,1.97,470165.52,11.64
574854.52,14.23,1.96,469903.9,11.63
574487.04,14.23,1.96,469827.52,11.63
574328.39,14.23,1.96,469606.76,11.63
574191.34,14.23,1.96,469410.11,11.63
574312.41,14.23,1.97,469753.85,11.64
573972.1,14.22,1.96,469365.99,11.63
574230.98,14.23,1.97,469080.81,11.63
573930.37,14.23,1.96,469453.85,11.64
573648.03,14.22,1.96,469057.72,11.63
573648.03,14.22,1.96,469057.72,11.63
573916.79,14.23,1.97,469124.63,11.63
573618.05,14.23,1.96,468805.99,11.63
573434.31,14.23,1.96,468448.6,11.62
573439.38,14.23,1.96,468244.75,11.62
573280.72,14.23,1.96,468655.91,11.63
573143.67,14.23,1.96,468261.17,11.62
573377.61,14.24,1.97,468688.84,11.64
573186.56,14.23,1.97,468540.83,11.64
572962.28,14.23,1.97,468463.54,11.64
572580.68,14.22,1.96,468176.11,11.63
572298.21,14.23,1.97,467792.5,11.63
572514.99,14.24,1.97,467649.52,11.63
572496.13,14.24,1.98,468054.11,11.64
572493.89,14.24,1.98,468047.1,11.65
572269.61,14.24,1.98,467960.83,11.65
572979.97,14.26,2.0,468066.4,11.65
572796.23,14.26,2.0,467731.03,11.65
572414.63,14.25,1.99,467519.65,11.64
572682.56,14.26,2.0,468182.08,11.66
572492.55,14.26,2.0,467890.65,11.66
572280.44,14.26,1.99,467702.95,11.65
572472.13,14.26,2.0,467333.92,11.64
572264.46,14.26,2.0,468156.65,11.67
572073.4,14.26,2.0,467747.68,11.66
572290.73,14.27,2.0,467996.24,11.67
571909.13,14.26,1.99,467861.04,11.67
572177.89,14.27,2.01,467831.3,11.67
571994.15,14.27,2.0,467416.18,11.66
571999.21,14.27,2.01,467888.84,11.67
571815.48,14.27,2.01,467627.71,11.67
572145.12,14.28,2.02,467436.93,11.67
571763.51,14.27,2.01,467735.74,11.68
571744.66,14.28,2.01,467442.06,11.67
571553.6,14.27,2.01,467195.97,11.67
571329.32,14.27,2.01,467487.21,11.68
571329.32,14.27,2.01,467486.25,11.68
571598.08,14.28,2.02,467553.16,11.68
571414.34,14.28,2.02,467249.27,11.68
571230.6,14.28,2.02,466980.31,11.67
571260.76,14.28,2.02,467399.97,11.69
571123.71,14.28,2.02,467046.28,11.68
570916.04,14.28,2.02,467287.61,11.69
570734.74,14.28,2.02,467083.68,11.69
570500.71,14.28,2.01,466859.58,11.69
569483.29,14.28,2.02,466048.17,11.69
569483.29,14.28,2.02,466048.17,11.69
569752.05,14.29,2.03,466063.72,11.69
570009.91,14.3,2.04,465678.19,11.68
569857.53,14.3,2.04,466239.21,11.7
569856.33,14.3,2.04,465951.41,11.7
569511.61,14.3,2.04,465468.01,11.69
569320.56,14.3,2.04,466021.0,11.71
569405.57,14.31,2.05,465770.56,11.71
569114.1,14.3,2.04,465536.41,11.7
568799.69,14.3,2.04,465234.75,11.7
567818.51,14.3,2.04,464495.46,11.7
567823.58,14.31,2.04,464824.88,11.71
567853.73,14.31,2.05,464758.49,11.71
567716.68,14.31,2.05,464284.69,11.7
567716.68,14.31,2.05,464284.69,11.7
567716.68,14.31,2.05,464284.69,11.7
567519.7,14.31,2.05,464899.52,11.72
567397.29,14.31,2.05,464391.21,11.71
567666.04,14.32,2.06,464312.36,11.71
567362.44,14.32,2.05,464234.65,11.71
567666.27,14.33,2.06,464713.85,11.73
567805.0,14.33,2.07,464272.8,11.72
566787.58,14.34,2.07,463461.4,11.72
566597.57,14.33,2.07,464311.12,11.75
566597.57,14.33,2.07,464311.12,11.75
566834.55,14.34,2.08,464018.57,11.74
567103.31,14.35,2.09,464271.18,11.75
566919.57,14.35,2.09,463845.28,11.74
566662.28,14.35,2.08,463217.55,11.73
566688.95,14.35,2.09,464776.72,11.77
566694.02,14.35,2.09,464459.33,11.76
566535.37,14.35,2.09,464873.14,11.78
566398.32,14.35,2.09,464504.51,11.77
566220.85,14.35,2.09,465009.32,11.79
566220.85,14.35,2.09,465009.32,11.79
566089.72,14.35,2.09,464532.1,11.78
566267.4,14.36,2.09,464836.28,11.79
566470.15,14.37,2.1,464429.98,11.78
566261.41,14.36,2.1,464172.32,11.77
565624.52,14.35,2.09,463409.06,11.76
565893.28,14.36,2.1,463340.39,11.76
565709.54,14.36,2.09,462964.21,11.75
565745.97,14.36,2.1,463520.09,11.77
564764.78,14.37,2.1,462780.8,11.77
564574.77,14.37,2.1,462496.18,11.77
564574.77,14.37,2.1,462496.18,11.77
563557.35,14.37,2.11,461684.78,11.77
563861.9,14.38,2.11,461432.42,11.77
563684.44,14.38,2.11,462493.52,11.8
563882.05,14.39,2.12,462491.35,11.8
563678.49,14.38,2.12,462116.97,11.79
563947.25,14.4,2.13,462183.87,11.8
563952.32,14.4,2.13,461906.37,11.79
563768.58,14.4,2.13,462164.41,11.8
563768.58,14.4,2.13,462164.41,11.8
563609.93,14.4,2.13,461728.11,11.79
563472.88,14.4,2.13,461719.53,11.8
563706.82,14.4,2.14,461536.81,11.79
563706.82,14.4,2.14,461536.81,11.79
563525.52,14.4,2.14,462165.32,11.81
563644.11,14.41,2.14,462230.84,11.82
562626.69,14.41,2.15,461419.43,11.82
562214.13,14.4,2.14,461070.18,11.81
562924.49,14.42,2.16,461172.9,11.82
562740.75,14.42,2.16,460757.99,11.81
562053.64,14.42,2.16,460886.56,11.82
561838.5,14.42,2.15,460668.66,11.82
561836.25,14.42,2.15,460628.47,11.82
561836.25,14.42,2.15,460628.47,11.82
561836.25,14.42,2.15,460628.47,11.82
561611.98,14.42,2.15,460576.73,11.82
561880.74,14.43,2.16,460387.1,11.82
561499.13,14.42,2.15,460099.46,11.81
561315.39,14.42,2.15,459844.24,11.81
561573.26,14.43,2.16,460388.04,11.83
561578.33,14.43,2.16,460137.82,11.82
561795.1,14.44,2.17,459883.9,11.82
561776.25,14.44,2.17,459754.84,11.82
561585.19,14.44,2.17,460601.08,11.84
561360.91,14.44,2.17,460455.31,11.84
561360.91,14.44,2.17,460455.31,11.84
561958.41,14.45,2.19,460493.29,11.84
561774.67,14.45,2.19,460128.91,11.84
561590.93,14.45,2.19,459970.74,11.84
561432.28,14.45,2.19,460565.95,11.86
561432.28,14.45,2.19,460565.95,11.86
561432.28,14.45,2.19,460565.95,11.86
561432.28,14.45,2.19,460565.95,11.86
561715.54,14.46,2.2,460121.98,11.85
560698.12,14.46,2.2,459310.57,11.85
560503.98,14.46,2.2,459126.84,11.85
560503.98,14.46,2.2,459126.84,11.85
560296.31,14.46,2.19,458886.81,11.84
560294.06,14.46,2.2,459700.54,11.87
560258.6,14.46,2.2,459762.09,11.87
560527.35,14.47,2.21,459732.35,11.87
560343.61,14.47,2.21,459317.23,11.86
560191.23,14.47,2.21,460014.13,11.89
560001.22,14.47,2.21,459599.04,11.88
559864.17,14.47,2.21,459205.73,11.87
559845.31,14.48,2.21,459579.03,11.88
559429.98,14.47,2.21,459124.68,11.88
559131.24,14.47,2.2,458821.1,11.87
559400.0,14.48,2.21,458888.01,11.88
559405.07,14.48,2.21,458610.5,11.87
559221.33,14.48,2.21,458326.76,11.87
559062.68,14.48,2.21,458839.35,11.88
558681.07,14.47,2.2,458626.06,11.88
558872.76,14.48,2.21,458430.43,11.88
559098.37,14.48,2.22,458907.97,11.89
558917.07,14.48,2.22,458670.07,11.89
558735.49,14.48,2.22,458834.08,11.89
558436.75,14.48,2.21,458491.86,11.89
558436.75,14.48,2.21,458491.86,11.89
558436.75,14.48,2.21,458491.86,11.89
558705.51,14.49,2.22,458366.97,11.89
558963.37,14.5,2.23,458079.39,11.88
558854.56,14.49,2.23,457969.4,11.88
558670.82,14.49,2.23,458480.49,11.89
558487.08,14.49,2.23,458199.73,11.89
558375.12,14.49,2.23,457889.29,11.88
558167.46,14.49,2.23,458286.49,11.9
558165.21,14.49,2.23,458194.9,11.9
557940.93,14.49,2.23,458114.27,11.9
557940.93,14.49,2.23,458114.27,11.9
557559.33,14.48,2.22,457818.9,11.89
557828.08,14.49,2.23,457885.81,11.9
557424.81,14.49,2.22,457448.14,11.89
557241.07,14.48,2.22,457043.86,11.88
557057.33,14.48,2.22,456875.28,11.88
557087.49,14.49,2.22,457294.95,11.89
556950.44,14.49,2.22,456993.37,11.89
555933.02,14.49,2.23,456181.97,11.89
555933.02,14.49,2.23,456181.97,11.89
555736.04,14.49,2.22,456584.53,11.9
556026.75,14.5,2.24,456657.53,11.91
556295.5,14.51,2.25,456515.83,11.91
556111.76,14.51,2.25,456455.29,11.91
555586.23,14.5,2.24,455936.18,11.9
555218.75,14.5,2.23,455764.89,11.9
554961.38,14.51,2.24,455356.26,11.9
554849.41,14.51,2.24,455468.95,11.91
554641.75,14.51,2.24,455193.16,11.9
554892.3,14.51,2.25,455073.87,11.9
554634.92,14.52,2.26,454665.24,11.9
554599.45,14.52,2.26,455137.16,11.92
554217.85,14.52,2.25,454735.94,11.91
554269.61,14.52,2.26,454604.37,11.91
553910.26,14.52,2.25,454880.77,11.92
553701.52,14.51,2.25,454696.63,11.92
553753.28,14.52,2.25,454565.07,11.92
553575.81,14.52,2.25,455318.25,11.94
553575.81,14.52,2.25,455318.25,11.94
554277.84,14.54,2.27,454971.3,11.93
553894.57,14.53,2.27,455655.01,11.95
553595.83,14.52,2.26,455464.51,11.95
553602.75,14.53,2.26,455089.89,11.94
553277.78,14.52,2.25,454744.66,11.93
553094.04,14.52,2.25,454271.06,11.92
553019.2,14.52,2.25,454151.24,11.92
552835.46,14.52,2.25,453792.57,11.92
