ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
981344.92,18.46,4.87,387115.99,7.28
981209.01,18.46,4.87,387006.51,7.28
981209.01,18.46,4.87,387013.62,7.28
981663.29,18.47,4.88,386995.04,7.28
981411.99,18.46,4.87,386799.46,7.28
981465.73,18.47,4.88,386794.73,7.28
981516.18,18.47,4.88,386921.34,7.28
981566.62,18.48,4.88,386995.59,7.28
981566.62,18.48,4.88,387089.01,7.29
981617.07,18.48,4.89,387215.62,7.29
981776.75,18.48,4.89,387324.35,7.29
981827.2,18.49,4.9,387450.97,7.3
988739.94,18.62,5.03,395350.02,7.44
988899.62,18.62,5.03,395458.75,7.45
988950.07,18.63,5.04,395585.36,7.45
989000.52,18.63,5.04,395659.61,7.45
989242.22,18.64,5.05,395273.56,7.45
988903.77,18.64,5.05,394935.12,7.44
988728.19,18.63,5.04,394852.07,7.44
988778.64,18.64,5.05,394978.68,7.44
988603.05,18.63,5.04,394895.63,7.44
988653.5,18.64,5.05,394969.88,7.45
991464.31,18.69,5.1,396835.64,7.48
991644.02,18.7,5.11,396826.77,7.48
991803.7,18.7,5.11,397092.77,7.49
991628.11,18.7,5.11,397122.84,7.49
991869.81,18.71,5.12,396736.8,7.48
991733.9,18.71,5.12,396589.49,7.48
991478.29,18.71,5.11,396334.97,7.48
991310.27,18.7,5.11,396069.99,7.47
991469.95,18.71,5.12,396361.92,7.48
991649.65,18.71,5.12,396353.05,7.48
991394.04,18.71,5.12,396214.61,7.48
991394.04,18.71,5.12,396214.61,7.48
991258.13,18.71,5.12,396274.61,7.48
991971.39,18.73,5.14,396360.12,7.48
991805.8,18.73,5.14,396198.19,7.48
991805.8,18.73,5.14,396198.19,7.48
991467.36,18.72,5.13,395859.74,7.48
991517.81,18.73,5.14,395986.36,7.48
991568.26,18.73,5.14,396060.61,7.48
991618.71,18.73,5.14,396187.22,7.48
991859.28,18.74,5.15,396257.43,7.49
991723.37,18.74,5.15,396309.45,7.49
991773.82,18.74,5.15,396288.03,7.49
991676.18,18.74,5.15,396402.97,7.49
991540.28,18.74,5.15,396255.66,7.49
991719.98,18.75,5.16,396581.13,7.5
991922.28,18.76,5.16,396221.04,7.49
992149.13,18.76,5.17,396469.84,7.5
992196.49,18.77,5.17,396128.14,7.49
992235.1,18.77,5.18,395919.02,7.49
991989.49,18.77,5.18,395663.54,7.49
992149.16,18.77,5.18,395756.95,7.49
992199.61,18.78,5.18,395898.89,7.49
992063.71,18.78,5.19,395842.1,7.49
992249.37,18.78,5.19,396085.26,7.5
992040.52,18.78,5.19,395847.26,7.49
992090.97,18.78,5.19,395973.87,7.5
991839.41,18.78,5.19,395710.18,7.49
992019.11,18.78,5.19,395767.16,7.49
991862.75,18.78,5.19,395616.02,7.49
992068.14,18.79,5.2,395701.51,7.49
992118.59,18.79,5.2,395886.62,7.5
992169.04,18.8,5.2,396013.23,7.5
992169.04,18.8,5.2,396013.23,7.5
991923.43,18.79,5.2,395933.25,7.5
991973.88,18.8,5.21,396007.5,7.5
991708.29,18.79,5.2,395835.99,7.5
991708.29,18.79,5.2,395835.99,7.5
991758.74,18.8,5.21,395962.6,7.5
991758.74,18.8,5.21,395962.6,7.5
991809.19,18.8,5.21,396036.85,7.51
991856.55,18.8,5.21,395695.15,7.5
991680.66,18.8,5.21,395431.95,7.5
991680.66,18.8,5.21,395431.95,7.5
992066.56,18.81,5.22,395579.17,7.5
992246.26,18.82,5.23,395570.3,7.5
991994.96,18.81,5.22,395422.78,7.5
992045.41,18.82,5.23,395615.24,7.5
992095.86,18.82,5.23,395741.85,7.51
991840.25,18.82,5.23,395652.22,7.51
992036.82,18.82,5.23,395690.17,7.51
991720.08,18.82,5.23,395373.43,7.5
991403.35,18.81,5.22,395057.49,7.5
991276.85,18.81,5.22,395133.4,7.5
991120.49,18.81,5.22,394984.06,7.5
991120.49,18.81,5.22,394984.06,7.5
991312.17,18.81,5.22,395124.6,7.5
991180.75,18.81,5.22,395085.61,7.5
991360.45,18.82,5.23,395172.24,7.5
991104.84,18.81,5.22,395087.67,7.5
991275.5,18.82,5.23,394500.27,7.49
991338.1,18.82,5.23,394693.18,7.49
991516.91,18.83,5.24,394695.5,7.5
991516.91,18.83,5.24,394695.5,7.5
991516.91,18.83,5.24,394695.5,7.5
991667.7,18.83,5.24,394478.67,7.49
991847.4,18.84,5.25,394469.8,7.49
991897.85,18.84,5.25,394662.26,7.5
991642.24,18.84,5.25,394572.63,7.5
991506.33,18.84,5.25,394864.98,7.5
991556.78,18.85,5.25,394473.86,7.5
991607.23,18.85,5.26,394413.8,7.5
991370.89,18.85,5.26,394093.83,7.49
991370.89,18.85,5.26,394093.83,7.49
991567.45,18.85,5.26,394812.02,7.51
991440.95,18.85,5.26,394620.81,7.5
991440.95,18.85,5.26,394620.81,7.5
991620.66,18.86,5.26,394613.98,7.5
991484.75,18.86,5.27,394604.26,7.5
991535.2,18.86,5.27,394996.84,7.51
991279.59,18.86,5.27,394871.21,7.51
991459.29,18.86,5.27,394962.74,7.51
991349.65,18.86,5.27,395052.15,7.52
991529.36,18.87,5.28,395400.55,7.52
991956.76,18.88,5.29,396092.95,7.54
993396.02,18.91,5.31,396896.67,7.55
993555.7,18.91,5.32,397046.09,7.56
993312.51,18.91,5.32,396509.6,7.55
993364.25,18.91,5.32,396321.76,7.55
994053.85,18.93,5.34,397595.76,7.57
993917.94,18.93,5.34,397760.6,7.57
994077.62,18.93,5.34,397790.81,7.58
994249.14,18.94,5.35,397791.76,7.58
993984.48,18.94,5.35,397285.25,7.57
994475.56,18.95,5.36,398108.92,7.58
996045.11,18.98,5.39,399697.95,7.62
996966.9,19.0,5.41,400619.74,7.63
997017.35,19.0,5.41,400585.55,7.64
997067.8,19.01,5.42,400620.37,7.64
997118.25,19.01,5.42,400793.65,7.64
997168.7,19.01,5.42,401051.55,7.65
997032.79,19.02,5.43,400766.28,7.64
997098.17,19.02,5.43,400526.6,7.64
997545.46,19.03,5.44,401548.19,7.66
997545.46,19.03,5.44,401555.3,7.66
997431.6,19.03,5.44,401159.25,7.65
997636.99,19.04,5.45,401142.7,7.65
997480.64,19.03,5.44,400991.09,7.65
997531.08,19.04,5.45,400991.09,7.65
997710.79,19.04,5.45,400991.09,7.65
997574.88,19.04,5.45,401807.11,7.67
997319.27,19.04,5.45,401530.47,7.67
997498.98,19.05,5.46,401468.46,7.67
997247.68,19.04,5.45,401216.36,7.66
997031.14,19.04,5.45,400960.29,7.66
996807.92,19.04,5.45,400460.82,7.65
997005.78,19.04,5.45,402067.2,7.68
997377.58,19.05,5.46,401650.88,7.67
997365.51,19.05,5.46,401360.46,7.67
997115.63,19.05,5.46,401081.91,7.66
997301.29,19.06,5.47,401065.37,7.66
997049.72,19.05,5.46,401065.37,7.66
997229.43,19.06,5.47,401232.31,7.67
996973.82,19.06,5.47,401170.14,7.67
997212.5,19.06,5.47,401065.37,7.67
997262.95,19.07,5.48,401750.65,7.68
997127.05,19.07,5.48,401465.38,7.68
997127.05,19.07,5.48,401465.38,7.68
997742.06,19.08,5.49,401803.62,7.68
997742.33,19.08,5.49,402236.1,7.69
997902.01,19.09,5.5,402289.89,7.7
998081.72,19.09,5.5,402219.55,7.7
998242.66,19.1,5.51,402176.68,7.69
998293.11,19.1,5.51,402176.68,7.7
998157.2,19.1,5.51,402862.43,7.71
998316.88,19.11,5.52,402858.41,7.71
998180.97,19.11,5.52,403104.81,7.72
998231.42,19.11,5.52,403293.41,7.72
997975.81,19.11,5.52,403032.83,7.72
997710.22,19.11,5.52,402878.7,7.72
997889.93,19.11,5.52,403070.99,7.72
997634.31,19.11,5.52,402856.35,7.72
997684.76,19.11,5.52,402889.01,7.72
997548.86,19.11,5.52,402839.8,7.72
997708.53,19.12,5.53,403358.39,7.73
997888.24,19.13,5.53,403543.66,7.73
997938.69,19.13,5.54,403306.84,7.73
997693.08,19.13,5.54,403035.24,7.73
997693.08,19.13,5.54,403027.71,7.73
997693.08,19.13,5.54,404654.72,7.76
997887.71,19.13,5.54,404925.67,7.76
998072.51,19.14,5.55,404910.54,7.76
998072.51,19.14,5.55,405941.43,7.78
1000883.32,19.19,5.6,408518.4,7.83
1001063.03,19.2,5.61,408866.8,7.84
1000852.93,19.19,5.6,408214.46,7.83
1000739.42,19.2,5.6,409148.5,7.85
1001545.91,19.21,5.62,410164.02,7.87
1002016.18,19.22,5.63,410490.36,7.88
1001840.59,19.22,5.63,410427.88,7.87
1001787.05,19.22,5.63,410777.66,7.88
1002721.03,19.24,5.65,411098.86,7.89
1002900.73,19.25,5.66,411447.26,7.9
1002900.73,19.25,5.66,411447.26,7.9
1002635.15,19.25,5.65,411296.13,7.89
1002337.25,19.24,5.65,410816.25,7.89
1002117.16,19.24,5.65,410932.18,7.89
1003673.92,19.27,5.68,411782.37,7.91
1003859.58,19.28,5.69,411765.82,7.91
1003608.01,19.28,5.69,411765.82,7.91
1003658.46,19.28,5.69,411765.82,7.91
1003522.55,19.28,5.69,412175.71,7.92
1003702.26,19.29,5.7,412277.18,7.92
1003861.94,19.29,5.7,412273.16,7.92
1003606.32,19.29,5.7,412032.17,7.92
1003656.77,19.29,5.7,412066.41,7.92
1003520.87,19.29,5.7,412297.77,7.93
1003520.87,19.29,5.7,412297.77,7.93
1003726.26,19.3,5.71,412863.83,7.94
1003964.94,19.31,5.72,412361.11,7.93
1003699.36,19.3,5.71,412009.62,7.92
1003749.81,19.31,5.72,411900.92,7.92
1003800.26,19.31,5.72,411835.15,7.92
1004038.94,19.32,5.73,412963.78,7.95
1003878.13,19.31,5.72,412714.96,7.94
1003928.58,19.32,5.73,412680.77,7.94
1003979.03,19.32,5.73,412715.59,7.94
1003979.03,19.32,5.73,412715.59,7.94
1003765.25,19.32,5.73,412591.27,7.94
1003924.93,19.32,5.73,412628.69,7.94
1003802.64,19.33,5.74,413077.16,7.95
1003530.72,19.32,5.73,412790.32,7.95
1003581.17,19.33,5.74,412756.12,7.95
1003760.87,19.33,5.74,412707.98,7.95
1003811.32,19.34,5.74,412726.38,7.95
1003861.77,19.34,5.75,413126.59,7.96
1003912.22,19.34,5.75,412889.77,7.96
1003962.67,19.35,5.76,412762.88,7.95
1004134.19,19.35,5.76,412716.26,7.95
1004172.8,19.36,5.77,413136.17,7.96
1003917.19,19.35,5.76,413214.48,7.97
1003781.28,19.35,5.76,413266.84,7.97
1003463.46,19.35,5.76,412951.74,7.96
1003197.87,19.35,5.76,412793.61,7.96
1003252.19,19.35,5.76,412580.06,7.96
1003431.9,19.35,5.76,412560.13,7.96
1003637.29,19.36,5.77,412511.14,7.96
1003472.54,19.36,5.77,412406.81,7.96
1003522.99,19.36,5.77,413221.55,7.97
1003573.44,19.37,5.77,413187.36,7.97
1003317.83,19.36,5.77,412911.07,7.97
1003317.83,19.36,5.77,412910.65,7.97
1003181.92,19.36,5.77,413126.01,7.97
1003232.37,19.37,5.78,413156.14,7.98
1003392.05,19.37,5.78,413299.25,7.98
1003551.72,19.38,5.79,413295.23,7.98
1003725.47,19.38,5.79,413493.25,7.99
1003775.92,19.39,5.8,413739.67,7.99
1003620.68,19.38,5.79,413579.04,7.99
1003361.02,19.38,5.79,413437.44,7.99
1003361.02,19.38,5.79,413437.44,7.99
1003411.47,19.39,5.79,413674.8,7.99
1003255.11,19.38,5.79,413480.39,7.99
1003440.77,19.39,5.8,413140.19,7.98
1003199.2,19.39,5.79,412849.86,7.98
1003408.54,19.39,5.8,414412.27,8.01
1003298.54,19.39,5.8,414302.27,8.01
1003422.5,19.4,5.81,413391.24,7.99
1003156.92,19.39,5.8,413233.38,7.99
1003300.51,19.4,5.81,413435.09,7.99
1003460.19,19.4,5.81,413431.07,7.99
1003460.19,19.4,5.81,413742.05,8.0
1003324.28,19.4,5.81,413992.91,8.01
1003188.38,19.4,5.81,413729.53,8.0
1006542.82,19.47,5.88,415090.78,8.03
1006593.27,19.47,5.88,415561.61,8.04
1006643.71,19.48,5.89,415324.78,8.04
1006378.13,19.47,5.88,415219.94,8.03
1006428.58,19.48,5.89,415093.05,8.03
1006162.99,19.47,5.88,414808.1,8.03
1006000.87,19.47,5.88,414502.08,8.02
1006051.32,19.48,5.89,414595.23,8.03
1005811.05,19.47,5.88,414429.94,8.02
1005675.14,19.47,5.88,414521.82,8.03
1005675.14,19.47,5.88,414720.98,8.03
1005854.85,19.48,5.89,414658.98,8.03
1007676.21,19.51,5.92,418989.39,8.11
1007676.21,19.51,5.92,418989.39,8.11
1007374.91,19.51,5.92,418731.48,8.11
1007374.91,19.51,5.92,418731.05,8.11
1007558.27,19.52,5.92,418967.49,8.12
1007867.55,19.52,5.93,418750.9,8.11
1008251.58,19.53,5.94,419647.58,8.13
1008302.03,19.54,5.95,419680.24,8.13
1008166.12,19.54,5.95,419631.03,8.13
1008345.82,19.54,5.95,419631.03,8.13
1008505.5,19.55,5.96,420391.15,8.15
1008349.15,19.55,5.96,420240.76,8.15
1008093.53,19.54,5.95,419905.81,8.14
1008253.21,19.55,5.96,420055.23,8.14
1007987.63,19.55,5.96,419866.64,8.14
1008191.01,19.55,5.96,419891.64,8.14
1008500.29,19.56,5.97,419675.05,8.14
1008421.89,19.56,5.97,420190.21,8.15
1008472.34,19.57,5.98,419953.39,8.15
1008351.37,19.57,5.98,419542.81,8.14
1008240.58,19.57,5.98,419348.1,8.14
1008483.29,19.57,5.98,420134.19,8.15
1008147.48,19.57,5.98,419630.02,8.15
1008197.93,19.58,5.98,419393.2,8.14
1008041.58,19.57,5.98,419242.27,8.14
1008221.28,19.58,5.99,419135.19,8.14
1008279.2,19.58,5.99,418973.7,8.14
1008322.18,19.59,6.0,419310.65,8.15
1008372.63,19.59,6.0,419073.83,8.14
1008372.63,19.59,6.0,419073.83,8.14
1008262.99,19.59,6.0,419273.72,8.15
1008313.44,19.59,6.0,418853.89,8.14
1008189.37,19.6,6.0,419542.15,8.15
1008189.37,19.6,6.0,420971.34,8.18
1007871.49,19.59,6.0,420649.37,8.18
1007715.13,19.59,6.0,420500.03,8.17
1007753.74,19.59,6.0,420287.59,8.17
1007913.42,19.6,6.01,420341.39,8.17
1008093.12,19.6,6.01,420337.03,8.17
1007957.22,19.6,6.01,420271.05,8.17
1008007.67,19.61,6.02,421037.71,8.19
1008007.67,19.61,6.02,421721.06,8.2
1008058.12,19.61,6.02,421484.24,8.2
1007848.61,19.61,6.02,421268.62,8.2
1007712.7,19.61,6.02,420841.69,8.19
1007770.61,19.61,6.02,421466.46,8.2
1007515.0,19.61,6.02,421196.12,8.2
1007515.0,19.61,6.02,421196.12,8.2
1007557.99,19.61,6.02,421053.88,8.2
1007292.4,19.61,6.02,420794.13,8.19
1007488.97,19.62,6.03,420446.97,8.19
1009310.33,19.65,6.06,422218.68,8.22
1009200.93,19.65,6.06,423308.67,8.24
1009200.93,19.65,6.06,423315.79,8.24
1009266.31,19.66,6.06,422916.33,8.24
1009713.6,19.67,6.07,423076.65,8.24
1009873.28,19.67,6.08,423226.07,8.24
1009954.45,19.68,6.08,423304.73,8.25
1010019.83,19.68,6.09,422985.16,8.24
1010019.83,19.68,6.09,423078.58,8.24
1010067.19,19.68,6.09,422838.39,8.24
1010017.44,19.68,6.09,423504.15,8.25
1010177.11,19.69,6.1,423521.03,8.25
1010357.56,19.69,6.1,423464.37,8.25
1010357.56,19.69,6.1,429011.04,8.36
1010408.01,19.7,6.11,428982.39,8.36
1010587.71,19.7,6.11,428861.1,8.36
1010339.56,19.7,6.11,429629.33,8.38
1010573.63,19.71,6.12,429678.99,8.38
1017437.98,19.84,6.25,431982.97,8.42
1017488.43,19.85,6.25,431966.43,8.43
1017538.88,19.85,6.26,431966.43,8.43
1017337.86,19.85,6.26,431742.47,8.42
1017337.86,19.85,6.26,431742.47,8.42
1017543.25,19.85,6.26,432435.58,8.44
1017593.7,19.86,6.27,432612.13,8.44
1017593.7,19.86,6.27,432612.13,8.44
1017235.34,19.85,6.26,432300.93,8.44
1017235.34,19.85,6.26,432300.93,8.44
1016606.75,19.84,6.25,431652.86,8.43
1016606.75,19.84,6.25,431652.86,8.43
1016470.84,19.84,6.25,431636.32,8.43
1016470.84,19.84,6.25,431636.32,8.43
1016380.52,19.84,6.25,431441.58,8.42
1016380.52,19.84,6.25,432061.74,8.44
1016430.97,19.85,6.26,432061.74,8.44
1016610.67,19.85,6.26,432452.81,8.44
1016355.06,19.85,6.26,432328.68,8.44
1021398.05,19.95,6.36,435439.72,8.5
1021448.49,19.95,6.36,435544.54,8.51
1021283.75,19.95,6.36,435408.99,8.51
1021334.19,19.95,6.36,435441.65,8.51
1021198.29,19.95,6.36,435392.44,8.51
1021248.74,19.96,6.37,435392.44,8.51
1021299.19,19.96,6.37,435948.9,8.52
1021458.86,19.97,6.38,436098.32,8.53
1021524.24,19.97,6.38,435778.76,8.52
1022085.77,19.99,6.4,436202.18,8.53
1022317.39,19.99,6.4,436771.48,8.54
1022557.96,20.0,6.41,436600.25,8.54
1022301.48,20.0,6.4,436584.25,8.54
1022498.05,20.0,6.41,437256.59,8.55
1022548.5,20.0,6.41,437184.7,8.55
1022433.84,20.0,6.41,437304.91,8.56
1022288.2,20.01,6.41,437078.93,8.55
1022484.77,20.01,6.42,436731.77,8.55
1022204.69,20.01,6.42,436691.87,8.55
1022256.42,20.01,6.42,436504.02,8.54
1022946.02,20.03,6.44,437778.03,8.57
1022810.12,20.03,6.44,437492.76,8.57
1023500.0,20.04,6.45,438135.59,8.58
1023828.55,20.05,6.46,438221.01,8.58
1023988.23,20.06,6.47,438237.89,8.58
1024062.07,20.06,6.47,438043.77,8.58
1024062.07,20.06,6.47,438078.02,8.58
1024221.75,20.07,6.48,437999.08,8.58
1024221.75,20.07,6.48,438006.19,8.58
1024414.88,20.07,6.48,439112.76,8.6
1024150.22,20.07,6.48,439111.9,8.61
1024150.22,20.07,6.48,439111.9,8.61
1024193.2,20.07,6.48,439046.81,8.61
1029236.19,20.17,6.58,443114.17,8.69
1029286.64,20.18,6.59,442877.35,8.68
1029046.93,20.17,6.58,442638.42,8.68
1029241.56,20.18,6.59,442909.37,8.68
1030163.59,20.2,6.61,443847.77,8.7
1031124.98,20.22,6.63,441193.86,8.65
1032675.53,20.26,6.67,442744.4,8.69
1032663.91,20.26,6.67,441869.73,8.67
1032823.59,20.27,6.68,441589.51,8.66
1032823.59,20.27,6.68,441682.93,8.67
1035110.93,20.31,6.72,447533.02,8.78
1035270.61,20.32,6.73,452264.89,8.88
1037727.85,20.37,6.78,452690.19,8.89
1037637.57,20.37,6.78,452048.75,8.88
1038867.68,20.4,6.81,450157.53,8.84
1038616.18,20.4,6.81,449813.03,8.83
1040512.19,20.44,6.85,449570.2,8.83
1040512.19,20.44,6.85,449570.2,8.83
1040376.29,20.44,6.85,449569.78,8.83
1040555.99,20.44,6.85,449569.78,8.83
1041379.6,20.46,6.87,449867.53,8.84
1041243.69,20.46,6.87,449920.76,8.84
1041243.69,20.46,6.87,449920.76,8.84
1041403.37,20.47,6.88,449927.75,8.84
1041147.75,20.46,6.87,449956.12,8.84
1041011.85,20.47,6.88,450668.55,8.86
1041011.85,20.47,6.88,450668.55,8.86
1041186.45,20.47,6.88,450925.18,8.87
1041186.45,20.47,6.88,450925.18,8.87
1043175.55,20.51,6.92,453003.89,8.91
1043222.91,20.52,6.93,452842.69,8.91
1043531.29,20.53,6.94,453238.38,8.92
1047127.61,20.6,7.01,453256.75,8.92
1047287.29,20.61,7.02,453256.33,8.92
1047287.29,20.61,7.02,453256.33,8.92
1047446.97,20.61,7.02,453256.33,8.92
1047446.97,20.61,7.02,453256.33,8.92
1047271.38,20.61,7.02,453291.17,8.92
1047161.38,20.61,7.02,453305.85,8.92
1047341.08,20.61,7.02,453326.52,8.92
1047085.47,20.61,7.02,453385.79,8.92
1046949.56,20.61,7.02,453870.22,8.94
1046949.56,20.61,7.02,453870.22,8.94
1046813.66,20.61,7.02,453572.85,8.93
1046864.11,20.62,7.03,453462.04,8.93
1046922.02,20.62,7.03,454287.11,8.95
1046750.81,20.62,7.03,454024.81,8.94
1046432.93,20.61,7.02,453710.74,8.94
1046640.35,20.62,7.03,453856.7,8.94
1046530.35,20.62,7.03,453746.7,8.94
1046710.06,20.62,7.03,453746.7,8.94
1046869.73,20.63,7.04,453746.7,8.94
1046733.83,20.63,7.04,453747.85,8.94
1046597.92,20.63,7.04,453746.7,8.95
1046342.31,20.63,7.04,453746.7,8.95
1046392.76,20.63,7.04,453746.7,8.95
1046443.2,20.64,7.05,454175.8,8.96
1046177.62,20.63,7.04,453897.36,8.95
1046357.32,20.64,7.05,453893.17,8.95
1046320.55,20.64,7.05,454522.82,8.97
1046500.26,20.65,7.05,454678.79,8.97
1046244.65,20.64,7.05,454405.35,8.97
1049164.76,20.7,7.11,457289.19,9.02
1048955.92,20.7,7.11,457220.77,9.02
1048955.92,20.7,7.11,457220.77,9.02
1049135.63,20.71,7.11,457220.74,9.02
1049098.85,20.71,7.11,457220.35,9.02
1049149.3,20.71,7.12,457220.35,9.03
1049364.96,20.72,7.12,457239.61,9.03
1049170.33,20.71,7.12,457239.35,9.03
1049220.78,20.72,7.13,457230.1,9.03
1049400.48,20.72,7.13,457220.35,9.03
1049450.93,20.73,7.14,457220.35,9.03
1049501.38,20.73,7.14,458345.2,9.05
1049255.77,20.73,7.14,458006.78,9.05
1049429.52,20.73,7.14,458768.64,9.06
1052651.98,20.8,7.21,461955.97,9.13
1052811.66,20.81,7.22,461955.55,9.13
1052811.66,20.81,7.22,461955.55,9.13
1052552.0,20.8,7.21,461694.41,9.13
1052602.45,20.81,7.22,461694.41,9.13
1052652.9,20.81,7.22,461694.41,9.13
1052703.34,20.82,7.23,461694.41,9.13
1052883.05,20.82,7.23,461818.97,9.13
1052617.46,20.82,7.23,461717.65,9.13
1052667.91,20.82,7.23,461755.08,9.13
1052718.36,20.83,7.24,461903.67,9.14
1052462.75,20.82,7.23,462788.05,9.16
1052513.2,20.83,7.24,462900.82,9.16
1052377.29,20.83,7.24,462905.75,9.16
1052427.74,20.83,7.24,462903.7,9.16
1052624.31,20.84,7.25,462900.4,9.16
1052321.83,20.84,7.24,462900.4,9.17
1052501.54,20.84,7.25,463106.87,9.17
1052245.93,20.84,7.25,463105.29,9.17
1052110.02,20.84,7.25,463022.82,9.17
1052160.47,20.84,7.25,463954.18,9.19
1051951.63,20.84,7.25,463772.92,9.19
1052338.98,20.85,7.26,463966.61,9.19
1052176.38,20.85,7.26,463605.65,9.19
1053327.77,20.88,7.29,462921.46,9.18
1053327.77,20.88,7.29,462921.46,9.18
1053507.48,20.88,7.29,462921.43,9.18
1053251.87,20.88,7.29,462921.04,9.18
1054582.41,20.91,7.32,462471.85,9.17
1054532.41,20.91,7.32,462421.85,9.17
1054582.86,20.91,7.32,462421.85,9.17
1054633.31,20.92,7.33,462421.85,9.17
1054683.75,20.92,7.33,462491.19,9.17
1054683.75,20.92,7.33,462491.19,9.17
1054869.41,20.93,7.34,462445.53,9.17
1054617.85,20.92,7.33,462421.85,9.17
1054348.56,20.92,7.33,462225.34,9.17
1054528.27,20.93,7.33,462225.34,9.17
1054272.66,20.92,7.33,463009.32,9.19
1054452.36,20.93,7.34,463076.41,9.19
1054657.75,20.93,7.34,463070.08,9.19
1054657.75,20.93,7.34,463070.08,9.19
1055809.14,20.96,7.37,462385.9,9.18
1055809.14,20.96,7.37,462385.9,9.18
1055570.15,20.96,7.37,462733.44,9.19
1056900.69,20.99,7.4,462284.24,9.18
1056794.33,20.99,7.4,462177.98,9.18
1056974.04,20.99,7.4,462177.56,9.18
1056728.43,20.99,7.4,462177.56,9.18
1056888.1,20.99,7.4,462177.56,9.18
1057126.79,21.0,7.41,462218.58,9.18
1056961.21,21.0,7.41,462185.43,9.18
1057140.91,21.0,7.41,462177.56,9.18
1057346.3,21.01,7.42,462480.63,9.19
1057189.31,21.01,7.42,462298.35,9.19
1057139.31,21.01,7.42,462248.35,9.19
1057189.76,21.01,7.42,462358.52,9.19
1057025.01,21.01,7.42,462074.78,9.18
1056780.42,21.01,7.42,461945.27,9.18
1056644.51,21.01,7.42,462794.27,9.2
1056849.9,21.01,7.42,463009.72,9.21
1060099.49,21.08,7.49,464344.15,9.23
1061735.82,21.12,7.53,464054.82,9.23
1062887.21,21.14,7.55,463811.3,9.23
1062621.6,21.14,7.55,463824.03,9.23
1066263.53,21.22,7.63,465551.94,9.26
1066127.62,21.22,7.63,465551.94,9.27
1067458.16,21.25,7.66,466940.59,9.29
1067322.25,21.25,7.66,466940.8,9.3
1067501.96,21.25,7.66,466940.59,9.3
1067501.96,21.25,7.66,466925.54,9.3
1067552.41,21.26,7.67,466925.54,9.3
1067306.8,21.26,7.67,466925.54,9.3
1067310.44,21.26,7.67,466946.6,9.3
1067490.15,21.26,7.67,467014.78,9.3
1067540.59,21.27,7.68,467107.45,9.31
1067404.69,21.27,7.68,466946.6,9.3
1067455.14,21.27,7.68,467864.71,9.32
1067455.14,21.27,7.68,467864.71,9.32
1068606.53,21.3,7.71,467621.19,9.32
1068350.91,21.3,7.7,467369.77,9.32
1068215.01,21.3,7.71,467369.35,9.32
1068215.01,21.3,7.71,467369.35,9.32
1068050.26,21.29,7.7,467112.66,9.31
1068050.26,21.29,7.7,467083.38,9.31
1069380.8,21.32,7.73,468472.02,9.34
1069586.19,21.33,7.74,468472.02,9.34
1069636.64,21.34,7.74,468482.41,9.34
1069385.34,21.33,7.74,468473.41,9.35
1069565.05,21.34,7.75,468472.02,9.35
1069582.69,21.34,7.75,468476.12,9.35
1069327.07,21.33,7.74,468476.12,9.35
1069506.78,21.34,7.75,468772.58,9.35
1069745.47,21.35,7.76,468602.21,9.35
1069905.15,21.35,7.76,468575.77,9.35
1069767.01,21.35,7.76,468468.64,9.35
1069518.86,21.35,7.76,469747.85,9.38
1069561.84,21.35,7.76,469673.33,9.38
1069296.26,21.35,7.76,469234.22,9.37
1072892.58,21.42,7.83,469215.23,9.37
1072731.61,21.42,7.83,469184.79,9.37
1072911.32,21.43,7.84,469184.79,9.37
1072861.32,21.43,7.83,469134.79,9.37
1072911.77,21.43,7.84,469134.79,9.37
1072656.16,21.43,7.84,469134.79,9.37
1072894.84,21.43,7.84,469139.01,9.37
1072945.29,21.44,7.85,469148.23,9.37
1073104.97,21.44,7.85,469134.79,9.37
1073284.68,21.45,7.86,469134.79,9.38
1073019.06,21.45,7.86,469759.94,9.39
1073069.51,21.45,7.86,470203.48,9.4
1073249.22,21.46,7.87,470482.58,9.41
1075902.8,21.51,7.92,469989.76,9.4
1075647.18,21.51,7.92,469714.62,9.39
1075826.89,21.52,7.92,469714.59,9.39
1075571.28,21.51,7.92,469714.2,9.39
1075756.94,21.52,7.93,469714.2,9.4
1075916.61,21.52,7.93,469833.17,9.4
1076076.29,21.53,7.94,469870.44,9.4
1075940.38,21.53,7.94,469749.08,9.4
1075990.83,21.54,7.95,470692.44,9.42
1075725.25,21.53,7.94,470744.61,9.42
1075473.68,21.53,7.94,470956.58,9.43
