ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f153-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
1004033.14,52.32,38.73,856131.2,44.61
1003777.53,52.32,38.73,856301.37,44.63
1003777.53,52.32,38.73,856336.16,44.63
1003601.94,52.31,38.72,856336.16,44.64
1003652.39,52.34,38.75,856336.16,44.66
1003702.84,52.36,38.77,856363.06,44.68
1003566.93,52.38,38.79,856336.43,44.7
1003617.38,52.41,38.82,856336.29,44.72
1003856.07,52.44,38.85,856997.99,44.77
1004035.78,52.46,38.87,857057.42,44.78
1003873.65,52.46,38.87,856336.16,44.75
1003873.65,52.46,38.87,856319.56,44.75
1004112.34,52.48,38.89,857891.47,44.84
1004117.35,52.48,38.89,857937.39,44.84
1004124.64,52.48,38.89,857941.18,44.84
1003962.51,52.48,38.89,857194.15,44.81
1003966.15,52.48,38.89,857219.38,44.81
1004016.6,52.51,38.92,857219.33,44.83
1004067.05,52.53,38.94,857218.96,44.85
1003854.58,52.53,38.94,857084.99,44.85
1003905.03,52.55,38.96,857084.99,44.87
1003905.03,52.55,38.96,857084.99,44.87
1003795.39,52.56,38.96,857590.69,44.9
1003975.1,52.58,38.99,857590.69,44.91
1003817.74,52.57,38.98,857432.92,44.91
1003868.19,52.6,39.01,857432.92,44.93
1003918.64,52.62,39.03,857848.33,44.97
1003813.92,52.62,39.03,857740.56,44.96
1003558.31,52.62,39.03,857607.06,44.97
1003763.7,52.65,39.06,857325.14,44.97
1003512.4,52.64,39.05,858418.68,45.03
1003562.85,52.67,39.08,858551.68,45.06
1003742.55,52.69,39.1,858551.26,45.07
1003793.0,52.72,39.13,858551.26,45.09
1003547.39,52.72,39.13,858551.26,45.1
1003727.1,52.74,39.15,858577.26,45.11
1003777.55,52.76,39.17,858571.21,45.13
1003531.93,52.76,39.17,858560.66,45.14
1003582.38,52.79,39.2,858557.29,45.16
1003822.95,52.81,39.22,858905.8,45.18
1003623.02,52.81,39.22,858632.26,45.18
1003863.59,52.83,39.24,858551.26,45.18
1003914.04,52.86,39.27,860000.56,45.28
1003914.04,52.86,39.27,860000.56,45.28
1003816.41,52.87,39.27,859867.35,45.28
1003996.11,52.89,39.3,859867.32,45.3
1004046.56,52.91,39.32,859866.93,45.32
1004206.24,52.94,39.35,859866.93,45.33
1004047.56,52.94,39.35,859904.32,45.34
1004098.01,52.97,39.38,859901.17,45.36
1004277.71,52.99,39.4,859905.97,45.37
1004022.1,52.99,39.4,859866.93,45.38
1003886.19,53.01,39.42,860938.57,45.46
1003886.19,53.01,39.42,860938.57,45.46
1004073.36,53.03,39.44,860648.9,45.46
1004116.35,53.06,39.47,860742.98,45.48
1004166.8,53.08,39.49,860707.09,45.5
1004030.89,53.1,39.51,860670.52,45.52
1004030.89,53.1,39.51,860670.52,45.52
1003841.57,53.11,39.52,860987.21,45.55
1003892.02,53.13,39.54,860987.21,45.57
1003942.47,53.16,39.57,861240.93,45.6
1004122.18,53.18,39.59,861215.76,45.61
1004172.63,53.21,39.62,861160.85,45.63
1004378.02,53.23,39.64,860991.37,45.63
1004537.69,53.26,39.67,862722.23,45.74
1004697.37,53.29,39.7,862722.23,45.76
1004541.02,53.28,39.69,862568.17,45.75
1004405.11,53.31,39.71,862568.17,45.78
1004149.5,53.31,39.71,862298.31,45.77
1003831.61,53.3,39.71,861980.24,45.77
1004011.32,53.32,39.73,861981.94,45.78
1004216.71,53.35,39.76,861980.24,45.79
1004080.8,53.37,39.78,861980.24,45.82
1004080.8,53.37,39.78,861980.24,45.82
1004131.25,53.39,39.8,862328.79,45.85
1004131.25,53.39,39.8,862328.79,45.85
1003995.34,53.42,39.82,862243.93,45.87
1003694.05,53.41,39.82,861771.84,45.86
1003744.49,53.44,39.85,862275.67,45.9
1003904.17,53.46,39.87,862275.25,45.92
1003904.17,53.46,39.87,862249.99,45.92
1003954.62,53.49,39.9,862249.99,45.94
1003818.71,53.51,39.92,862306.9,45.97
1003818.71,53.51,39.92,862306.9,45.97
1003818.71,53.51,39.92,862306.9,45.97
1003673.29,53.51,39.92,862167.22,45.96
1003723.74,53.53,39.94,862152.17,45.98
1003468.12,53.53,39.94,862467.87,46.01
1003159.5,53.52,39.93,862162.08,46.0
1003023.59,53.55,39.96,862122.2,46.02
1002814.75,53.54,39.95,861820.68,46.01
1002994.45,53.56,39.97,861829.48,46.03
1003044.9,53.59,40.0,862711.25,46.09
1003204.58,53.62,40.03,863161.22,46.13
1002943.01,53.61,40.02,863055.93,46.14
1002687.39,53.61,40.02,862749.4,46.13
1002551.49,53.63,40.04,862748.98,46.16
1002415.58,53.66,40.06,862769.39,46.18
1002239.99,53.65,40.06,862453.64,46.17
1002104.08,53.67,40.08,862433.23,46.19
1001968.18,53.7,40.11,862628.64,46.23
1001971.19,53.7,40.11,862623.94,46.23
1002150.89,53.72,40.13,862669.3,46.24
1002310.57,53.75,40.16,862603.42,46.25
1002186.5,53.77,40.18,863554.66,46.33
1002279.95,53.8,40.21,863362.93,46.34
1002025.44,53.8,40.21,863024.9,46.33
1002205.14,53.82,40.23,863024.48,46.35
1001959.53,53.82,40.23,863024.48,46.36
1002164.92,53.85,40.26,863033.07,46.37
1002029.01,53.87,40.28,863024.48,46.4
1001853.43,53.87,40.28,863042.33,46.4
1001903.88,53.89,40.3,863042.33,46.42
1001954.33,53.92,40.33,863042.33,46.44
1002134.03,53.94,40.35,863395.0,46.47
1002184.48,53.97,40.38,863757.2,46.51
1001938.87,53.97,40.38,863434.67,46.51
1002118.57,53.99,40.4,863800.65,46.54
1002169.02,54.02,40.43,863800.61,46.56
1001913.41,54.02,40.43,864137.93,46.59
1001777.5,54.04,40.45,864137.55,46.62
1001641.6,54.06,40.47,864156.73,46.64
1001821.3,54.09,40.5,864144.13,46.65
1001871.75,54.11,40.52,864137.55,46.67
1001871.75,54.11,40.52,864164.37,46.67
1001922.2,54.14,40.55,864164.37,46.69
1001972.65,54.17,40.57,864164.37,46.72
1002023.1,54.19,40.6,865394.73,46.8
1001757.51,54.19,40.6,865105.92,46.79
1001501.9,54.19,40.6,864865.04,46.79
1001405.1,54.18,40.59,864770.47,46.79
1001153.81,54.18,40.59,864639.22,46.79
1000902.51,54.18,40.59,864356.61,46.79
1001082.21,54.2,40.61,864356.58,46.8
1001132.66,54.23,40.64,864356.18,46.82
1000877.05,54.23,40.64,864356.18,46.83
1000927.5,54.25,40.66,864356.18,46.85
1000927.5,54.25,40.66,864337.58,46.85
1000977.95,54.28,40.69,864406.92,46.87
1001174.52,54.3,40.71,864365.97,46.88
1001137.63,54.31,40.72,864406.22,46.89
1001001.72,54.33,40.74,864956.45,46.95
1001161.4,54.36,40.77,865218.63,46.98
1001161.4,54.36,40.77,865240.23,46.98
1000895.81,54.35,40.76,864434.2,46.94
1000946.26,54.38,40.79,865496.66,47.02
1000996.71,54.41,40.81,865496.62,47.04
1001176.42,54.43,40.84,865496.24,47.05
1001226.87,54.46,40.86,865496.24,47.07
1000139.61,54.63,41.04,865495.82,47.28
1000190.06,54.66,41.07,865495.82,47.3
1000014.47,54.66,41.07,865271.66,47.29
999758.86,54.66,41.07,865341.01,47.31
999809.31,54.69,41.09,865398.34,47.33
1000049.88,54.71,41.11,865326.55,47.34
999961.54,54.71,41.12,865966.53,47.38
999749.07,54.71,41.12,865690.95,47.37
999928.77,54.73,41.14,865699.89,47.39
999928.77,54.73,41.14,865668.64,47.38
999809.33,54.74,41.15,866259.81,47.43
1000005.89,54.76,41.17,866376.73,47.44
999879.39,54.76,41.17,866244.4,47.44
999929.84,54.79,41.2,866244.35,47.47
1000109.55,54.82,41.22,866243.98,47.48
999853.93,54.82,41.22,866243.98,47.49
999718.03,54.84,41.25,866269.34,47.52
999582.12,54.86,41.27,866251.09,47.54
999582.12,54.86,41.27,866284.61,47.54
999446.21,54.88,41.29,866690.18,47.59
999496.66,54.91,41.32,866678.96,47.61
999547.11,54.94,41.35,866397.98,47.62
999726.81,54.96,41.37,866853.92,47.66
999471.2,54.96,41.37,866964.43,47.68
999521.65,54.99,41.4,866964.39,47.7
999521.65,54.99,41.4,866966.2,47.7
999385.74,55.01,41.42,866965.83,47.72
999389.39,55.01,41.42,866970.13,47.72
999439.84,55.04,41.45,866970.13,47.74
999645.23,55.07,41.48,866971.34,47.76
999695.68,55.1,41.51,866970.4,47.78
999881.34,55.12,41.53,866970.13,47.79
999892.27,55.12,41.53,866974.05,47.79
999756.36,55.14,41.55,867777.51,47.86
999620.45,55.17,41.58,867689.26,47.89
999368.88,55.17,41.58,867930.25,47.91
999419.33,55.19,41.6,867930.2,47.93
999469.78,55.22,41.63,867929.83,47.95
999649.49,55.25,41.66,867929.83,47.97
999649.49,55.25,41.66,867903.42,47.97
999398.19,55.24,41.65,867564.0,47.96
999448.64,55.27,41.68,867564.0,47.98
999499.09,55.3,41.71,867564.0,48.0
999549.54,55.32,41.73,867979.42,48.04
999293.93,55.33,41.73,867857.4,48.05
999499.32,55.35,41.76,867564.0,48.05
999679.02,55.38,41.79,869147.32,48.15
999470.88,55.37,41.78,869169.02,48.16
999470.88,55.37,41.78,869196.23,48.16
999215.27,55.37,41.78,868944.74,48.16
999374.95,55.4,41.81,868944.32,48.17
999374.95,55.4,41.81,868917.11,48.17
999554.66,55.43,41.84,868917.11,48.18
999714.33,55.46,41.87,868917.11,48.2
999448.75,55.45,41.86,868966.44,48.21
999448.75,55.45,41.86,868966.44,48.21
999193.14,55.45,41.86,868949.84,48.22
999215.76,55.45,41.86,869004.86,48.23
999395.47,55.48,41.89,869000.66,48.24
999445.92,55.51,41.91,868972.14,48.26
999445.92,55.51,41.91,869003.01,48.26
999200.31,55.51,41.92,869798.94,48.32
999380.01,55.53,41.94,869807.95,48.33
999490.71,55.57,41.98,869680.62,48.35
999670.41,55.59,42.0,869680.59,48.36
999782.44,55.61,42.02,870520.16,48.42
999531.14,55.61,42.02,870168.43,48.41
999275.53,55.61,42.02,870168.04,48.42
998773.44,55.61,42.02,869600.87,48.41
998953.14,55.63,42.04,869600.87,48.43
998817.23,55.65,42.06,869869.03,48.47
998681.33,55.68,42.09,869774.98,48.49
998681.33,55.68,42.09,869798.19,48.49
998682.33,55.68,42.09,869799.79,48.49
998436.72,55.68,42.09,869779.82,48.5
998616.42,55.7,42.11,871481.08,48.61
998681.8,55.73,42.14,870939.55,48.6
998681.8,55.73,42.14,870923.38,48.6
998681.8,55.73,42.14,870927.42,48.6
998729.16,55.76,42.17,870708.98,48.61
998822.61,55.79,42.2,870567.97,48.63
998733.97,55.79,42.2,870601.05,48.63
998784.42,55.82,42.23,870601.0,48.66
998980.99,55.84,42.25,870600.62,48.67
998678.51,55.84,42.25,870600.62,48.68
998883.9,55.87,42.28,870610.19,48.7
998748.0,55.9,42.31,870600.63,48.73
998446.7,55.89,42.3,870600.62,48.74
998643.27,55.91,42.32,870796.16,48.76
998614.82,55.92,42.33,870667.71,48.76
998794.53,55.95,42.36,870656.41,48.77
998844.98,55.98,42.38,870687.96,48.79
998844.98,55.98,42.38,870687.96,48.79
999004.66,56.0,42.41,872041.83,48.89
999004.66,56.0,42.41,872041.83,48.89
999004.66,56.0,42.41,872041.83,48.89
999055.1,56.03,42.44,872041.78,48.91
999105.55,56.06,42.47,872041.41,48.93
999156.0,56.09,42.5,872041.41,48.95
999020.1,56.11,42.52,872051.31,48.98
999070.54,56.14,42.55,872063.78,49.01
999120.99,56.17,42.58,872093.99,49.03
999171.44,56.2,42.61,873010.39,49.1
998861.6,56.19,42.6,872692.32,49.09
999100.29,56.22,42.63,872989.64,49.13
999100.29,56.22,42.63,872989.64,49.13
998964.38,56.25,42.66,872989.22,49.15
999124.06,56.28,42.69,872989.22,49.17
999124.06,56.28,42.69,872985.23,49.17
998858.48,56.27,42.68,872639.24,49.16
998862.12,56.27,42.68,872661.62,49.16
998912.57,56.3,42.71,872661.62,49.18
998666.96,56.3,42.71,872313.25,49.18
998666.96,56.3,42.71,872339.5,49.18
998666.96,56.3,42.71,872320.5,49.18
998846.66,56.33,42.73,872361.8,49.19
998897.11,56.35,42.76,872360.72,49.22
998947.56,56.38,42.79,872385.74,49.24
998746.68,56.38,42.79,872168.24,49.23
998797.13,56.41,42.82,872328.25,49.27
998541.51,56.41,42.82,872103.0,49.27
998591.96,56.44,42.85,873379.69,49.36
998591.96,56.44,42.85,873399.64,49.36
998642.41,56.47,42.87,873399.59,49.38
998649.7,56.47,42.88,873415.92,49.38
998700.15,56.49,42.9,873415.55,49.41
998487.68,56.49,42.9,873257.49,49.4
998351.77,56.51,42.92,873257.49,49.43
998402.22,56.54,42.95,873289.3,49.46
998240.2,56.54,42.95,873230.22,49.46
998290.64,56.57,42.98,873287.37,49.49
998025.06,56.56,42.97,872993.27,49.48
998075.51,56.59,43.0,873149.89,49.51
997939.6,56.62,43.03,872904.31,49.52
998119.31,56.64,43.05,874125.86,49.61
997874.71,56.64,43.05,873932.61,49.6
997874.71,56.64,43.05,873913.63,49.6
997619.1,56.64,43.05,873672.81,49.6
997798.8,56.67,43.07,873672.78,49.62
997662.9,56.69,43.1,873672.39,49.64
997553.26,56.69,43.1,873719.95,49.66
997417.35,56.72,43.13,873682.93,49.68
997622.74,56.75,43.16,873672.39,49.7
997486.83,56.77,43.18,873912.58,49.74
997666.54,56.8,43.21,873918.59,49.75
997530.63,56.82,43.23,873752.64,49.77
997581.08,56.85,43.26,874735.23,49.85
997581.08,56.85,43.26,874708.12,49.85
997445.17,56.88,43.29,874707.7,49.88
997445.17,56.88,43.29,874758.66,49.88
997495.62,56.91,43.32,874758.66,49.9
997346.05,56.9,43.31,874612.42,49.9
997100.43,56.9,43.31,874262.27,49.89
997150.88,56.93,43.34,874262.27,49.92
997201.33,56.96,43.37,874272.18,49.94
997251.78,56.99,43.4,874284.64,49.96
997302.23,57.02,43.43,874314.85,49.99
996984.35,57.01,43.42,874002.11,49.98
996848.44,57.04,43.45,873949.53,50.01
996712.53,57.06,43.47,874881.37,50.09
996762.98,57.09,43.5,874881.32,50.11
996511.68,57.09,43.5,874678.19,50.11
996752.25,57.11,43.52,874677.81,50.12
996434.37,57.1,43.51,874361.44,50.11
996441.66,57.1,43.51,874369.41,50.11
996382.86,57.11,43.52,874373.74,50.11
996246.96,57.13,43.54,874369.45,50.14
996009.27,57.13,43.54,874369.41,50.16
996194.93,57.16,43.57,874553.59,50.18
996194.93,57.16,43.57,874574.85,50.18
996085.84,57.16,43.57,874431.5,50.18
996265.54,57.19,43.6,874447.12,50.2
996009.93,57.19,43.6,874523.17,50.21
996060.38,57.22,43.63,875676.9,50.3
996522.59,57.26,43.67,876122.23,50.34
996702.3,57.29,43.7,876122.2,50.36
996446.69,57.29,43.7,876121.81,50.37
996626.39,57.31,43.72,876121.81,50.38
996971.13,57.35,43.76,876189.3,50.4
996835.22,57.37,43.78,876429.31,50.44
996589.61,57.37,43.78,876337.96,50.45
996763.36,57.4,43.81,876683.5,50.49
996763.36,57.4,43.81,876684.24,50.49
996723.25,57.41,43.82,876517.03,50.48
996773.7,57.44,43.84,876402.42,50.5
996953.4,57.46,43.87,876307.24,50.51
997100.01,57.5,43.91,877867.05,50.63
997100.01,57.5,43.91,877841.79,50.63
996916.87,57.53,43.94,877297.89,50.62
997096.57,57.55,43.96,877297.86,50.64
996986.93,57.56,43.97,877297.46,50.65
997166.64,57.58,43.99,877297.46,50.66
997057.0,57.59,44.0,877332.78,50.67
997302.46,57.61,44.02,877306.41,50.68
997287.49,57.62,44.03,877297.46,50.69
997337.94,57.65,44.06,877497.27,50.72
997337.94,57.65,44.06,877525.4,50.72
997338.94,57.65,44.06,877529.16,50.72
997518.65,57.67,44.08,877612.05,50.74
997569.1,57.7,44.11,877596.91,50.76
997313.49,57.7,44.11,877478.36,50.77
997493.19,57.73,44.14,878941.24,50.87
997412.13,57.76,44.17,878578.41,50.88
997207.83,57.76,44.17,878707.42,50.9
997258.28,57.79,44.2,878707.38,50.92
997308.73,57.82,44.23,878707.0,50.95
997468.41,57.85,44.26,878736.51,50.97
997654.07,57.88,44.29,878711.9,50.98
997813.74,57.91,44.32,878714.86,51.0
997813.74,57.91,44.32,878845.72,51.01
997548.16,57.91,44.32,878837.86,51.02
997598.61,57.94,44.35,879370.26,51.07
997347.04,57.94,44.35,879244.24,51.08
997397.49,57.97,44.38,879495.12,51.12
997577.19,57.99,44.4,879726.25,51.14
997627.64,58.03,44.43,879726.2,51.17
997372.03,58.03,44.44,880048.89,51.2
997587.69,58.05,44.46,880048.51,51.21
997638.14,58.08,44.49,880048.51,51.24
997688.59,58.11,44.52,880048.51,51.26
997493.95,58.12,44.53,880102.33,51.28
997228.37,58.11,44.52,879822.73,51.27
997278.82,58.14,44.55,879878.48,51.3
997282.83,58.14,44.55,879871.86,51.3
997282.83,58.14,44.55,880042.41,51.31
997479.39,58.16,44.57,879987.99,51.31
997529.84,58.2,44.6,880120.04,51.35
997393.94,58.22,44.63,881356.08,51.45
997091.46,58.23,44.63,881025.93,51.45
996955.55,58.25,44.66,881025.93,51.48
997194.24,58.28,44.69,881025.93,51.49
996949.65,58.28,44.69,881025.93,51.5
997000.1,58.31,44.72,881025.93,51.53
997159.77,58.34,44.75,881025.93,51.55
996894.19,58.34,44.75,881025.93,51.56
997073.89,58.37,44.77,881096.54,51.58
997124.34,58.4,44.8,881202.6,51.61
997174.79,58.43,44.84,881466.87,51.65
997334.47,58.46,44.87,881765.87,51.68
997068.89,58.45,44.86,882063.8,51.71
997032.11,58.46,44.87,881940.7,51.71
997217.77,58.49,44.9,881940.7,51.72
997268.22,58.52,44.93,881940.7,51.75
997006.66,58.52,44.93,881941.62,51.76
997166.33,58.55,44.96,881944.0,51.78
997166.33,58.55,44.96,881897.89,51.78
997346.04,58.58,44.99,881895.53,51.8
997364.26,58.58,44.99,882006.79,51.8
997108.64,58.58,44.99,882005.85,51.82
997159.09,58.61,45.02,882145.85,51.85
997209.54,58.64,45.05,882337.18,51.89
997395.2,58.67,45.08,882285.02,51.9
997445.65,58.7,45.11,882819.32,51.95
997496.1,58.73,45.14,882819.27,51.98
997244.53,58.73,45.14,883211.65,52.01
996978.95,58.73,45.13,882833.82,52.0
997029.4,58.76,45.17,882833.44,52.03
997079.85,58.79,45.2,882833.44,52.05
997079.85,58.79,45.2,882843.52,52.05
997259.55,58.81,45.22,882843.52,52.07
997003.94,58.82,45.23,882912.87,52.09
997054.39,58.85,45.26,882970.2,52.11
997240.05,58.87,45.28,882905.56,52.12
997104.14,58.9,45.31,883658.92,52.2
997154.59,58.93,45.34,884070.99,52.25
996903.02,58.93,45.34,883800.91,52.25
996903.02,58.93,45.34,883773.81,52.25
996953.47,58.96,45.37,883773.76,52.27
997158.86,59.0,45.41,883773.38,52.29
997338.57,59.02,45.43,883773.38,52.3
997389.02,59.06,45.46,883810.73,52.33
997548.69,59.09,45.5,883824.58,52.35
997339.85,59.08,45.49,883724.67,52.35
997390.3,59.11,45.52,883798.64,52.38
997124.72,59.11,45.52,884076.35,52.41
997175.17,59.14,45.55,884464.31,52.46
997334.84,59.17,45.58,885072.21,52.51
997334.84,59.17,45.58,885123.17,52.52
997334.84,59.17,45.58,885089.7,52.51
997079.23,59.18,45.58,884812.37,52.51
996813.65,59.17,45.58,884898.07,52.53
996677.74,59.2,45.61,884900.05,52.56
996677.74,59.2,45.61,884900.05,52.56
996857.44,59.23,45.63,884897.65,52.57
996907.89,59.26,45.67,884897.95,52.6
996652.28,59.26,45.67,884898.81,52.61
996497.34,59.26,45.67,884635.7,52.6
996547.79,59.29,45.7,884634.99,52.63
996555.08,59.29,45.7,884642.95,52.63
996605.53,59.32,45.73,884642.51,52.66
996785.23,59.35,45.76,884642.51,52.67
996835.68,59.38,45.79,885557.85,52.75
996886.13,59.41,45.82,885870.55,52.79
997045.81,59.44,45.85,885870.13,52.81
996790.19,59.44,45.85,885631.17,52.82
996654.29,59.47,45.88,885631.17,52.85
996704.74,59.5,45.91,885653.03,52.87
996890.4,59.53,45.94,885633.61,52.89
996638.83,59.53,45.94,885632.49,52.9
996502.92,59.56,45.97,886071.38,52.96
996682.63,59.59,46.0,885999.18,52.97
996427.01,59.59,46.0,885857.3,52.98
996614.18,59.62,46.03,885756.6,52.99
996810.69,59.64,46.05,887133.84,53.08
997056.15,59.66,46.07,887133.41,53.09
996779.08,59.68,46.08,886656.86,53.08
996527.72,59.68,46.09,886656.86,53.1
996768.29,59.71,46.12,886693.29,53.11
996679.95,59.72,46.13,886670.03,53.13
996730.4,59.75,46.16,886664.7,53.15
996926.96,59.77,46.18,886903.67,53.18
996929.97,59.77,46.18,886935.18,53.18
996980.42,59.8,46.21,886849.28,53.2
996853.92,59.81,46.22,886831.96,53.21
996904.37,59.85,46.26,886715.02,53.23
996768.46,59.87,46.28,887942.79,53.34
996928.14,59.91,46.32,888115.95,53.37
997087.82,59.94,46.35,888115.53,53.39
997087.82,59.94,46.35,888088.42,53.39
997138.27,59.97,46.38,888088.42,53.41
997188.72,60.0,46.41,888117.93,53.44
996980.58,60.0,46.41,887689.92,53.42
997160.28,60.03,46.44,887684.86,53.44
996984.7,60.03,46.43,887791.2,53.45
996729.09,60.03,46.44,887773.41,53.47
996888.76,60.06,46.47,887766.74,53.49
996752.86,60.09,46.5,888594.7,53.57
996616.95,60.12,46.53,888926.21,53.62
996667.4,60.15,46.56,888991.58,53.65
996827.08,60.18,46.59,888991.16,53.67
996877.53,60.21,46.62,888991.16,53.7
997082.92,60.25,46.66,888991.16,53.72
996933.85,60.25,46.65,888845.35,53.71
997139.24,60.28,46.69,888852.6,53.73
997003.33,60.31,46.72,888845.35,53.77
997053.78,60.34,46.75,888845.35,53.79
997233.48,60.37,46.78,890000.23,53.88
997393.16,60.4,46.81,890582.37,53.93
997137.55,60.4,46.81,890210.54,53.93
997317.25,60.43,46.84,890210.12,53.94
997051.67,60.43,46.84,889738.68,53.92
996796.06,60.43,46.84,889738.68,53.94
996846.51,60.46,46.87,889738.68,53.97
996699.71,60.46,46.87,889580.91,53.96
996750.16,60.49,46.9,889580.91,53.99
996800.61,60.52,46.93,889638.72,54.02
996851.06,60.56,46.97,889700.37,54.05
997056.45,60.59,47.0,889580.91,54.06
997106.9,60.62,47.03,889580.91,54.09
997286.6,60.65,47.06,891164.22,54.2
997030.99,60.65,47.06,890915.44,54.2
997045.56,60.65,47.06,890918.66,54.2
996779.98,60.65,47.06,890851.59,54.21
996779.98,60.65,47.06,890840.98,54.2
996478.68,60.65,47.06,890952.34,54.22
996478.68,60.65,47.06,890964.85,54.22
996078.31,60.64,47.05,890528.74,54.21
996237.99,60.67,47.08,890528.32,54.24
996237.99,60.67,47.08,890529.99,54.24
996080.63,60.67,47.08,890372.21,54.23
996254.38,60.7,47.11,890372.21,54.25
996256.39,60.7,47.11,890414.74,54.25
996256.39,60.7,47.11,890384.7,54.25
995996.73,60.7,47.11,890401.65,54.26
996014.95,60.7,47.11,890453.23,54.27
996194.65,60.73,47.14,890468.45,54.28
995939.04,60.73,47.14,890486.58,54.3
995803.13,60.76,47.17,890876.56,54.36
995853.58,60.79,47.2,890805.91,54.38
995853.58,60.79,47.2,890836.63,54.38
996033.29,60.82,47.23,890825.06,54.4
995801.36,60.82,47.23,890859.24,54.41
996256.01,60.89,47.3,891934.18,54.51
996256.01,60.89,47.3,891916.6,54.51
996435.71,60.92,47.33,891916.17,54.53
996180.1,60.92,47.33,891916.17,54.54
996180.1,60.92,47.33,891916.17,54.54
996044.19,60.95,47.36,891916.17,54.58
995542.1,60.95,47.36,891349.0,54.57
995721.81,60.98,47.39,891504.69,54.59
995466.2,60.98,47.39,891517.17,54.61
995516.64,61.01,47.42,891454.9,54.63
995516.64,61.01,47.42,891476.99,54.64
995722.03,61.05,47.46,891391.44,54.65
995927.42,61.08,47.49,892224.04,54.72
995791.52,61.11,47.52,892037.91,54.74
995971.22,61.14,47.55,892216.25,54.77
995835.32,61.17,47.58,892234.52,54.8
995835.32,61.17,47.58,892192.29,54.8
995569.73,61.16,47.57,891647.73,54.78
995314.12,61.17,47.58,891936.75,54.81
995314.12,61.17,47.58,892007.74,54.82
995048.53,61.16,47.57,891951.55,54.82
995098.98,61.2,47.6,891946.85,54.85
995278.69,61.22,47.63,891933.17,54.87
995438.36,61.26,47.67,891944.5,54.89
995302.46,61.29,47.7,892161.94,54.94
995046.84,61.29,47.7,892210.18,54.96
995226.55,61.32,47.73,892228.61,54.97
995277.0,61.35,47.76,892288.58,55.0
995141.09,61.38,47.79,892980.32,55.08
995191.54,61.42,47.82,892980.27,55.11
995241.99,61.45,47.86,892979.9,55.14
995480.68,61.48,47.89,892979.9,55.15
995531.13,61.52,47.93,892979.9,55.18
995395.22,61.55,47.96,892985.5,55.22
994749.33,61.53,47.94,892348.2,55.2
994799.78,61.57,47.98,892342.6,55.23
994850.23,61.6,48.01,893491.16,55.32
994900.68,61.64,48.04,893782.86,55.37
994951.13,61.67,48.08,893782.81,55.4
994785.54,61.67,48.08,893281.95,55.38
994529.93,61.67,48.08,893362.12,55.4
994529.93,61.67,48.08,893362.12,55.4
994529.93,61.67,48.08,893362.12,55.4
994709.64,61.7,48.11,893361.74,55.41
994573.73,61.73,48.14,893362.05,55.45
994328.12,61.73,48.14,893361.74,55.46
994192.21,61.76,48.17,893416.3,55.5
993940.91,61.76,48.17,893096.31,55.49
993991.36,61.79,48.2,893120.26,55.52
993855.45,61.82,48.23,893041.75,55.55
993604.16,61.82,48.23,892687.32,55.54
993604.16,61.82,48.23,892649.64,55.54
993654.6,61.85,48.26,892649.64,55.57
993475.65,61.85,48.26,892385.45,55.56
993655.36,61.88,48.29,893313.93,55.63
993815.04,61.92,48.33,893313.51,55.66
993865.49,61.95,48.36,893313.51,55.68
993915.94,61.99,48.4,893313.51,55.71
993966.38,62.02,48.43,893313.51,55.74
993790.8,62.02,48.43,893346.56,55.75
993654.89,62.05,48.46,893496.63,55.8
993705.34,62.08,48.49,893675.38,55.83
993449.73,62.09,48.5,893408.27,55.83
993629.43,62.12,48.53,893364.78,55.85
993493.53,62.15,48.56,894229.59,55.94
993493.53,62.15,48.56,894272.39,55.94
993653.2,62.18,48.59,894272.39,55.96
993703.65,62.22,48.63,894272.39,55.99
993754.1,62.25,48.66,894272.39,56.02
993754.1,62.25,48.66,894217.41,56.02
993498.49,62.25,48.66,893951.82,56.02
993678.2,62.28,48.69,893951.82,56.03
993728.64,62.32,48.73,894058.9,56.07
993473.03,62.32,48.73,894009.39,56.08
993523.48,62.35,48.76,894121.39,56.12
993257.9,62.35,48.76,893951.82,56.12
993013.3,62.35,48.76,893584.61,56.11
993258.76,62.37,48.78,894349.37,56.16
993258.76,62.37,48.78,894327.55,56.16
993007.39,62.38,48.79,894215.95,56.18
993246.08,62.42,48.83,894558.83,56.22
993253.37,62.42,48.83,894586.77,56.22
993117.46,62.45,48.86,894586.35,56.25
992872.87,62.45,48.86,894681.86,56.27
992736.96,62.48,48.89,894681.86,56.31
992916.66,62.51,48.92,894715.59,56.32
992917.67,62.51,48.92,894716.55,56.32
992781.76,62.54,48.95,894682.82,56.36
