ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1154,5982,2325370,6212,2325370
1154,5982,2326180,6212,2326180
1155,5984,2327180,6212,2327180
1155,5984,2328180,6212,2328180
1156,5992,2328180,6212,2328180
1156,5992,2328340,6212,2328340
1156,5992,2329340,6212,2329340
1156,5992,2330340,6212,2330340
1156,5992,2331150,6212,2331150
1156,5992,2331960,6212,2331960
1156,5992,2332960,6212,2332960
1156,5992,2333960,6212,2333960
1156,5992,2334610,6212,2334610
1156,5992,2335420,6212,2335420
1157,5994,2336420,6212,2336420
1157,5994,2337420,6212,2337420
1157,5994,2337880,6212,2337880
1157,5994,2338200,6212,2338200
1157,5994,2338660,6212,2338660
1158,5996,2339660,6212,2339660
1159,5998,2340660,6212,2340660
1159,5998,2341660,6212,2341660
1159,5998,2342660,6212,2342660
1159,5998,2343130,6212,2343130
1159,5998,2343940,6212,2343940
1159,5998,2344940,6212,2344940
1159,5998,2345750,6212,2345750
1159,5998,2346750,6212,2346750
1159,5998,2347400,6212,2347400
1159,5998,2347720,6212,2347720
1159,5998,2348720,6212,2348720
1159,5998,2349530,6212,2349530
1159,5998,2350340,6212,2350340
1159,5998,2351340,6212,2351340
1159,5998,2352340,6212,2352340
1159,5998,2352660,6212,2352660
1160,6000,2353660,6212,2353660
1160,6000,2354660,6212,2354660
1160,6000,2355310,6212,2355310
1161,6002,2356310,6212,2356310
1161,6002,2357310,6212,2357310
1161,6002,2357630,6212,2357630
1161,6002,2358630,6212,2358630
1161,6002,2359630,6212,2359630
1161,6002,2360630,6212,2360630
1161,6002,2360950,6212,2360950
1161,6002,2361950,6212,2361950
1161,6002,2362950,6212,2362950
1161,6002,2363950,6212,2363950
1161,6002,2364950,6212,2364950
1161,6002,2364950,6212,2364950
1162,6006,2365950,6212,2365950
1162,6006,2366760,6212,2366760
1162,6006,2367570,6212,2367570
1162,6006,2367890,6212,2367890
1162,6006,2368700,6212,2368700
1162,6006,2369020,6212,2369020
1162,6006,2370020,6212,2370020
1162,6006,2371020,6212,2371020
1162,6006,2371830,6212,2371830
1162,6006,2372830,6212,2372830
1162,6006,2373150,6212,2373150
1162,6006,2373470,6212,2373470
1162,6006,2374470,6212,2374470
1162,6006,2374700,6212,2374700
1163,6014,2375700,6212,2375700
1163,6014,2376510,6212,2376510
1163,6014,2377510,6212,2377510
1163,6014,2378510,6212,2378510
1163,6014,2378830,6212,2378830
1163,6014,2378830,6212,2378830
1163,6014,2379830,6212,2379830
1163,6014,2380830,6212,2380830
1163,6014,2381830,6212,2381830
1163,6014,2382290,6212,2382290
1163,6014,2383290,6212,2383290
1163,6014,2383760,6212,2383760
1163,6014,2384760,6212,2384760
1163,6014,2385410,6212,2385410
1163,6014,2385880,6212,2385880
1164,6022,2386880,6212,2386880
1164,6022,2387880,6212,2387880
1164,6022,2388880,6212,2388880
1164,6022,2389880,6212,2389880
1164,6022,2390470,6212,2390470
1164,6022,2391470,6212,2391470
1164,6022,2391940,6212,2391940
1165,6023,2392750,6212,2392750
1165,6023,2393750,6212,2393750
1165,6023,2394220,6212,2394220
1165,6023,2395030,6212,2395030
1166,6025,2395840,6212,2395840
1167,6033,2396840,6212,2396840
1167,6033,2397840,6212,2397840
1167,6033,2398650,6212,2398650
1167,6033,2399650,6212,2399650
1167,6033,2400650,6212,2400650
1167,6033,2401650,6212,2401650
1167,6033,2402650,6212,2402650
1167,6033,2403650,6212,2403650
1167,6033,2404120,6212,2404120
1167,6033,2404930,6212,2404930
1167,6033,2405400,6212,2405400
1167,6033,2406400,6212,2406400
1168,6041,2407400,6212,2407400
1168,6041,2407870,6212,2407870
1168,6041,2408680,6212,2408680
1168,6041,2409680,6212,2409680
1168,6041,2410150,6212,2410150
1168,6041,2411150,6212,2411150
1168,6041,2411610,6212,2411610
1168,6041,2412610,6212,2412610
1168,6041,2413610,6212,2413610
1168,6041,2414610,6212,2414610
1168,6041,2415260,6212,2415260
1168,6041,2416260,6212,2416260
1168,6041,2416910,6212,2416910
1168,6041,2417230,6212,2417230
1168,6041,2418230,6212,2418230
1168,6041,2419230,6212,2419230
1168,6041,2420230,6212,2420230
1168,6041,2421230,6212,2421230
1168,6041,2422230,6212,2422230
1168,6041,2423230,6212,2423230
1168,6041,2424040,6212,2424040
1168,6041,2424850,6212,2424850
1168,6041,2425660,6212,2425660
1168,6041,2425980,6212,2425980
1168,6041,2426980,6212,2426980
1168,6041,2427210,6212,2427210
1168,6041,2428020,6212,2428020
1168,6041,2429020,6212,2429020
1168,6041,2429830,6212,2429830
1168,6041,2430830,6212,2430830
1168,6041,2431830,6212,2431830
1168,6041,2432640,6212,2432640
1168,6041,2433640,6212,2433640
1168,6041,2434450,6212,2434450
1168,6041,2434920,6212,2434920
1168,6041,2435920,6212,2435920
1168,6041,2436240,6212,2436240
1168,6041,2437240,6212,2437240
1168,6041,2438240,6212,2438240
1168,6041,2438710,6212,2438710
1168,6041,2439710,6212,2439710
1168,6041,2440710,6212,2440710
1168,6041,2441710,6212,2441710
1168,6041,2442520,6212,2442520
1168,6041,2443520,6212,2443520
1168,6041,2444520,6212,2444520
1168,6041,2444990,6212,2444990
1168,6041,2445990,6212,2445990
1168,6041,2446990,6212,2446990
1168,6041,2447990,6212,2447990
1168,6041,2448460,6212,2448460
1168,6041,2448620,6212,2448620
1168,6041,2448850,6212,2448850
1168,6041,2449660,6212,2449660
1168,6041,2450660,6212,2450660
1168,6041,2451130,6212,2451130
1168,6041,2451600,6212,2451600
1168,6041,2452600,6212,2452600
1168,6041,2453600,6212,2453600
1168,6041,2454070,6212,2454070
1168,6041,2455070,6212,2455070
1168,6041,2455880,6212,2455880
1168,6041,2456880,6212,2456880
1168,6041,2457690,6212,2457690
1168,6041,2458690,6212,2458690
1168,6041,2459690,6212,2459690
1168,6041,2460690,6212,2460690
1168,6041,2461690,6212,2461690
1168,6041,2462340,6212,2462340
1169,6045,2463340,6212,2463340
1169,6045,2464340,6212,2464340
1169,6045,2465340,6212,2465340
1169,6045,2466340,6212,2466340
1169,6045,2467150,6212,2467150
1169,6045,2468150,6212,2468150
1169,6045,2468150,6212,2468150
1169,6045,2468520,6212,2468520
1169,6045,2469330,6212,2469330
1170,6049,2469920,6212,2469920
1170,6049,2470730,6212,2470730
1170,6049,2471200,6212,2471200
1170,6049,2472200,6212,2472200
1170,6049,2473200,6212,2473200
1170,6049,2474200,6212,2474200
1170,6049,2475010,6212,2475010
1170,6049,2476010,6212,2476010
1170,6049,2477010,6212,2477010
1170,6049,2478010,6212,2478010
1170,6049,2479010,6212,2479010
1170,6049,2480010,6212,2480010
1170,6049,2480820,6212,2480820
1170,6049,2481470,6212,2481470
1170,6049,2482470,6212,2482470
1171,6051,2483470,6212,2483470
1171,6051,2484120,6212,2484120
1171,6051,2485120,6212,2485120
1172,6059,2485580,6212,2485580
1172,6059,2486580,6212,2486580
1172,6059,2487050,6212,2487050
1172,6059,2488050,6212,2488050
1172,6059,2488370,6212,2488370
1172,6059,2489180,6212,2489180
1172,6059,2489650,6212,2489650
1172,6059,2490460,6212,2490460
1172,6059,2491460,6212,2491460
1172,6059,2492270,6212,2492270
1172,6059,2493270,6212,2493270
1172,6059,2493270,6212,2493270
1172,6059,2494270,6212,2494270
1172,6059,2495270,6212,2495270
1172,6059,2496270,6212,2496270
1172,6059,2497080,6212,2497080
1172,6059,2498080,6212,2498080
1172,6059,2498730,6212,2498730
1172,6059,2499540,6212,2499540
1172,6059,2500540,6212,2500540
1172,6059,2501540,6212,2501540
1172,6059,2502090,6212,2502090
1172,6059,2502090,6212,2502090
1172,6059,2503090,6212,2503090
1172,6059,2504090,6212,2504090
1172,6059,2504900,6212,2504900
1172,6059,2505900,6212,2505900
1172,6059,2506900,6212,2506900
1172,6059,2507900,6212,2507900
1172,6059,2508900,6212,2508900
1172,6059,2509900,6212,2509900
1172,6059,2510900,6212,2510900
1172,6059,2511710,6212,2511710
1172,6059,2511710,6212,2511710
1172,6059,2512520,6212,2512520
1172,6059,2513520,6212,2513520
1172,6059,2513840,6212,2513840
1172,6059,2514650,6212,2514650
1172,6059,2515650,6212,2515650
1172,6059,2516650,6212,2516650
1172,6059,2517120,6212,2517120
1172,6059,2517350,6212,2517350
1172,6059,2518350,6212,2518350
1172,6059,2518820,6212,2518820
1172,6059,2518930,6212,2518930
1172,6059,2519390,6212,2519390
1172,6059,2520390,6212,2520390
1172,6059,2521390,6212,2521390
1173,6061,2522390,6212,2522390
1173,6061,2522710,6212,2522710
1173,6061,2523710,6212,2523710
1173,6061,2524710,6212,2524710
1173,6061,2525710,6212,2525710
1173,6061,2525930,6212,2525930
1173,6061,2526930,6212,2526930
1173,6061,2527740,6212,2527740
1173,6061,2528740,6212,2528740
1173,6061,2529740,6212,2529740
1173,6061,2530740,6212,2530740
1173,6061,2531060,6212,2531060
1173,6061,2532060,6212,2532060
1173,6061,2533060,6212,2533060
1173,6061,2533380,6212,2533380
1173,6061,2534380,6212,2534380
1173,6061,2535380,6212,2535380
1173,6061,2536380,6212,2536380
1173,6061,2537190,6212,2537190
1173,6061,2538000,6212,2538000
1173,6061,2538810,6212,2538810
1173,6061,2539280,6212,2539280
1173,6061,2540280,6212,2540280
1173,6061,2540750,6212,2540750
1173,6061,2541560,6212,2541560
1173,6061,2541880,6212,2541880
1173,6061,2542530,6212,2542530
1173,6061,2543530,6212,2543530
1173,6061,2543750,6212,2543750
1173,6061,2543750,6212,2543750
1174,6069,2551750,6212,2551750
1174,6069,2552750,6212,2552750
1174,6069,2553560,6212,2553560
1174,6069,2554560,6212,2554560
1174,6069,2555560,6212,2555560
1174,6069,2556560,6212,2556560
1174,6069,2557560,6212,2557560
1174,6069,2558560,6212,2558560
1174,6069,2559560,6212,2559560
1174,6069,2560560,6212,2560560
1174,6069,2561560,6212,2561560
1174,6069,2562030,6212,2562030
1174,6069,2562500,6212,2562500
1174,6069,2563500,6212,2563500
1174,6069,2564500,6212,2564500
1174,6069,2565050,6212,2565050
1174,6069,2565520,6212,2565520
1174,6069,2565840,6212,2565840
1174,6069,2566840,6212,2566840
1174,6069,2567650,6212,2567650
1175,6077,2568120,6212,2568120
1175,6077,2569120,6212,2569120
1175,6077,2570120,6212,2570120
1175,6077,2570930,6212,2570930
1175,6077,2571740,6212,2571740
1175,6077,2572740,6212,2572740
1175,6077,2573550,6212,2573550
1176,6085,2581550,6212,2581550
1176,6085,2582550,6212,2582550
1176,6085,2583550,6212,2583550
1176,6085,2584550,6212,2584550
1176,6085,2585550,6212,2585550
1176,6085,2586550,6212,2586550
1176,6085,2587550,6212,2587550
1176,6085,2588550,6212,2588550
1176,6085,2589200,6212,2589200
1176,6085,2590200,6212,2590200
1176,6085,2590200,6212,2590200
1176,6085,2591200,6212,2591200
1176,6085,2592200,6212,2592200
1176,6085,2592520,6212,2592520
1176,6085,2593520,6212,2593520
1176,6085,2594330,6212,2594330
1176,6085,2595330,6212,2595330
1176,6085,2596330,6212,2596330
1176,6085,2597330,6212,2597330
1176,6085,2597490,6212,2597490
1176,6085,2598490,6212,2598490
1176,6085,2599490,6212,2599490
1176,6085,2600490,6212,2600490
1176,6085,2601490,6212,2601490
1176,6085,2602490,6212,2602490
1176,6085,2602810,6212,2602810
1176,6085,2603810,6212,2603810
1177,6087,2604810,6212,2604810
1177,6087,2605460,6212,2605460
1177,6087,2606460,6212,2606460
1177,6087,2606930,6212,2606930
1177,6087,2607930,6212,2607930
1177,6087,2608400,6212,2608400
1177,6087,2609400,6212,2609400
1177,6087,2610400,6212,2610400
1177,6087,2611400,6212,2611400
1177,6087,2611870,6212,2611870
1177,6087,2612870,6212,2612870
1177,6087,2613100,6212,2613100
1177,6087,2614100,6212,2614100
1177,6087,2615100,6212,2615100
1177,6087,2616100,6212,2616100
1177,6087,2617100,6212,2617100
1177,6087,2618100,6212,2618100
1177,6087,2619100,6212,2619100
1177,6087,2619650,6212,2619650
1177,6087,2620650,6212,2620650
1177,6087,2621650,6212,2621650
1177,6087,2622650,6212,2622650
1177,6087,2623120,6212,2623120
1177,6087,2624120,6212,2624120
1177,6087,2625120,6212,2625120
1177,6087,2625930,6212,2625930
1178,6095,2633930,6212,2633930
1178,6095,2634930,6212,2634930
1178,6095,2635150,6212,2635150
1178,6095,2636150,6212,2636150
1178,6095,2636470,6212,2636470
1178,6095,2637470,6212,2637470
1178,6095,2637940,6212,2637940
1178,6095,2638750,6212,2638750
1178,6095,2639220,6212,2639220
1178,6095,2640220,6212,2640220
1178,6095,2641220,6212,2641220
1178,6095,2641690,6212,2641690
1178,6095,2642500,6212,2642500
1178,6095,2643500,6212,2643500
1178,6095,2644310,6212,2644310
1178,6095,2645310,6212,2645310
1178,6095,2646310,6212,2646310
1178,6095,2647310,6212,2647310
1178,6095,2648120,6212,2648120
1178,6095,2649120,6212,2649120
1178,6095,2649120,6212,2649120
1178,6095,2650120,6212,2650120
1178,6095,2651120,6212,2651120
1178,6095,2651930,6212,2651930
1178,6095,2652930,6212,2652930
1178,6095,2653930,6212,2653930
1178,6095,2654740,6212,2654740
1178,6095,2654900,6212,2654900
1178,6095,2655130,6212,2655130
1178,6095,2656130,6212,2656130
1178,6095,2657130,6212,2657130
1178,6095,2658130,6212,2658130
1178,6095,2659130,6212,2659130
1178,6095,2660130,6212,2660130
1178,6095,2664130,6212,2664130
1178,6095,2665130,6212,2665130
1178,6095,2665780,6212,2665780
1178,6095,2666780,6212,2666780
1178,6095,2667250,6212,2667250
1178,6095,2667720,6212,2667720
1178,6095,2668720,6212,2668720
1178,6095,2669040,6212,2669040
1178,6095,2669150,6212,2669150
1178,6095,2669470,6212,2669470
1178,6095,2669790,6212,2669790
1178,6095,2670790,6212,2670790
1178,6095,2671790,6212,2671790
1178,6095,2672790,6212,2672790
1178,6095,2673260,6212,2673260
1178,6095,2674260,6212,2674260
1178,6095,2675070,6212,2675070
1178,6095,2676070,6212,2676070
1178,6095,2676880,6212,2676880
1178,6095,2677880,6212,2677880
1179,6097,2678880,6212,2678880
1179,6097,2679690,6212,2679690
1179,6097,2680690,6212,2680690
1179,6097,2681690,6212,2681690
1179,6097,2682010,6212,2682010
1179,6097,2682010,6212,2682010
1179,6097,2682600,6212,2682600
1179,6097,2683070,6212,2683070
1179,6097,2683540,6212,2683540
1179,6097,2684540,6212,2684540
1179,6097,2685000,6212,2685000
1179,6097,2685470,6212,2685470
1179,6097,2686470,6212,2686470
1179,6097,2687470,6212,2687470
1179,6097,2688470,6212,2688470
1179,6097,2688790,6212,2688790
1179,6097,2689790,6212,2689790
1179,6097,2690440,6212,2690440
1179,6097,2691440,6212,2691440
1179,6097,2692440,6212,2692440
1179,6097,2693030,6212,2693030
1179,6097,2693500,6212,2693500
1179,6097,2694500,6212,2694500
1179,6097,2695500,6212,2695500
1179,6097,2695730,6212,2695730
1179,6097,2696540,6212,2696540
1179,6097,2697540,6212,2697540
1179,6097,2697860,6212,2697860
1179,6097,2698860,6212,2698860
1179,6097,2699020,6212,2699020
1179,6097,2700020,6212,2700020
1179,6097,2701020,6212,2701020
1179,6097,2702020,6212,2702020
1179,6097,2703020,6212,2703020
1179,6097,2703490,6212,2703490
1179,6097,2704490,6212,2704490
1179,6097,2704490,6212,2704490
1179,6097,2705490,6212,2705490
1180,6099,2706490,6212,2706490
1180,6099,2707300,6212,2707300
1180,6099,2708300,6212,2708300
1180,6099,2709110,6212,2709110
1180,6099,2709110,6212,2709110
1180,6099,2709430,6212,2709430
1180,6099,2710430,6212,2710430
1180,6099,2711430,6212,2711430
1180,6099,2711430,6212,2711430
1180,6099,2712240,6212,2712240
1180,6099,2713240,6212,2713240
1180,6099,2714240,6212,2714240
1180,6099,2714470,6212,2714470
1180,6099,2714470,6212,2714470
1180,6099,2715470,6212,2715470
1180,6099,2716280,6212,2716280
1180,6099,2717280,6212,2717280
1180,6099,2718280,6212,2718280
1180,6099,2718750,6212,2718750
1180,6099,2719560,6212,2719560
1180,6099,2720370,6212,2720370
1180,6099,2720840,6212,2720840
1180,6099,2721840,6212,2721840
1180,6099,2722650,6212,2722650
1180,6099,2722970,6212,2722970
1180,6099,2723970,6212,2723970
1180,6099,2724970,6212,2724970
1180,6099,2725440,6212,2725440
1180,6099,2725910,6212,2725910
1180,6099,2726910,6212,2726910
1180,6099,2727910,6212,2727910
1180,6099,2728720,6212,2728720
1180,6099,2729530,6212,2729530
1180,6099,2730530,6212,2730530
1180,6099,2731530,6212,2731530
1180,6099,2732340,6212,2732340
1180,6099,2732340,6212,2732340
1180,6099,2732990,6212,2732990
1180,6099,2733990,6212,2733990
1180,6099,2734460,6212,2734460
1180,6099,2735460,6212,2735460
1180,6099,2736270,6212,2736270
1180,6099,2737270,6212,2737270
1180,6099,2738270,6212,2738270
1180,6099,2738590,6212,2738590
1180,6099,2739590,6212,2739590
1180,6099,2739910,6212,2739910
1180,6099,2740720,6212,2740720
1180,6099,2740720,6212,2740720
1180,6099,2741190,6212,2741190
1180,6099,2742190,6212,2742190
1180,6099,2743190,6212,2743190
1180,6099,2744190,6212,2744190
1180,6099,2744660,6212,2744660
1180,6099,2745470,6212,2745470
1180,6099,2746280,6212,2746280
1180,6099,2746870,6212,2746870
1180,6099,2747190,6212,2747190
1180,6099,2748000,6212,2748000
1180,6099,2749000,6212,2749000
1180,6099,2749810,6212,2749810
1180,6099,2750810,6212,2750810
1180,6099,2751130,6212,2751130
1180,6099,2752130,6212,2752130
1180,6099,2752360,6212,2752360
1180,6099,2753170,6212,2753170
1180,6099,2754170,6212,2754170
1180,6099,2755170,6212,2755170
1181,6101,2756170,6212,2756170
1181,6101,2757170,6212,2757170
1181,6101,2757490,6212,2757490
1181,6101,2757960,6212,2757960
1181,6101,2758960,6212,2758960
1181,6101,2759960,6212,2759960
1181,6101,2760960,6212,2760960
1181,6101,2761960,6212,2761960
1181,6101,2762960,6212,2762960
1181,6101,2763960,6212,2763960
1181,6101,2764430,6212,2764430
1181,6101,2765430,6212,2765430
1181,6101,2766240,6212,2766240
1181,6101,2766460,6212,2766460
1181,6101,2767460,6212,2767460
1181,6101,2767460,6212,2767460
1181,6101,2768110,6212,2768110
1181,6101,2772110,6212,2772110
1181,6101,2773110,6212,2773110
1181,6101,2773920,6212,2773920
1181,6101,2774920,6212,2774920
1181,6101,2775920,6212,2775920
1181,6101,2776240,6212,2776240
1181,6101,2777050,6212,2777050
1181,6101,2777860,6212,2777860
1181,6101,2778860,6212,2778860
1181,6101,2779670,6212,2779670
1181,6101,2780670,6212,2780670
1181,6101,2781670,6212,2781670
1181,6101,2782220,6212,2782220
1181,6101,2783220,6212,2783220
1181,6101,2783690,6212,2783690
1181,6101,2784690,6212,2784690
1181,6101,2785010,6212,2785010
1181,6101,2786010,6212,2786010
1181,6101,2787010,6212,2787010
1181,6101,2787820,6212,2787820
1181,6101,2788290,6212,2788290
1181,6101,2789290,6212,2789290
1181,6101,2790290,6212,2790290
1181,6101,2791290,6212,2791290
1181,6101,2792100,6212,2792100
1182,6103,2792560,6212,2792560
1182,6103,2792780,6212,2792780
1182,6103,2796780,6212,2796780
1182,6103,2797780,6212,2797780
1182,6103,2798250,6212,2798250
1182,6103,2798570,6212,2798570
1182,6103,2798570,6212,2798570
1182,6103,2799040,6212,2799040
1182,6103,2799630,6212,2799630
1182,6103,2800100,6212,2800100
1182,6103,2801100,6212,2801100
1182,6103,2802100,6212,2802100
1182,6103,2803100,6212,2803100
1182,6103,2804100,6212,2804100
1182,6103,2805100,6212,2805100
1182,6103,2805100,6212,2805100
1182,6103,2805750,6212,2805750
1182,6103,2806750,6212,2806750
1182,6103,2807560,6212,2807560
1182,6103,2808370,6212,2808370
1183,6111,2808590,6212,2808590
1183,6111,2809590,6212,2809590
1183,6111,2810590,6212,2810590
1183,6111,2811590,6212,2811590
1183,6111,2812400,6212,2812400
1183,6111,2812720,6212,2812720
1183,6111,2813720,6212,2813720
1183,6111,2814190,6212,2814190
1183,6111,2815000,6212,2815000
1184,6113,2816000,6212,2816000
1184,6113,2817000,6212,2817000
1184,6113,2817000,6212,2817000
1184,6113,2818000,6212,2818000
1184,6113,2819000,6212,2819000
1184,6113,2820000,6212,2820000
1184,6113,2821000,6212,2821000
1184,6113,2822000,6212,2822000
1184,6113,2823000,6212,2823000
1184,6113,2823810,6212,2823810
1184,6113,2824280,6212,2824280
1184,6113,2825280,6212,2825280
1184,6113,2826280,6212,2826280
1184,6113,2827280,6212,2827280
1184,6113,2828280,6212,2828280
1184,6113,2828600,6212,2828600
1184,6113,2828920,6212,2828920
1184,6113,2829390,6212,2829390
1184,6113,2830200,6212,2830200
1184,6113,2830750,6212,2830750
1184,6113,2831220,6212,2831220
1184,6113,2831690,6212,2831690
1184,6113,2832690,6212,2832690
1184,6113,2833130,6212,2833130
1184,6113,2833940,6212,2833940
1184,6113,2834940,6212,2834940
1184,6113,2835940,6212,2835940
1184,6113,2836750,6212,2836750
1184,6113,2837210,6212,2837210
1184,6113,2838210,6212,2838210
1184,6113,2839210,6212,2839210
1184,6113,2840020,6212,2840020
1184,6113,2841020,6212,2841020
1184,6113,2841830,6212,2841830
1184,6113,2842300,6212,2842300
1184,6113,2843300,6212,2843300
1184,6113,2844300,6212,2844300
1184,6113,2845110,6212,2845110
1184,6113,2845430,6212,2845430
1184,6113,2846430,6212,2846430
1185,6121,2847430,6212,2847430
1185,6121,2848430,6212,2848430
1185,6121,2848430,6212,2848430
1185,6121,2848750,6212,2848750
1185,6121,2849220,6212,2849220
1185,6121,2849690,6212,2849690
1185,6121,2850500,6212,2850500
1185,6121,2851500,6212,2851500
1185,6121,2852500,6212,2852500
1185,6121,2852720,6212,2852720
1185,6121,2853720,6212,2853720
1185,6121,2854720,6212,2854720
1185,6121,2855270,6212,2855270
1185,6121,2856270,6212,2856270
1185,6121,2857270,6212,2857270
1185,6121,2858270,6212,2858270
1185,6121,2858270,6212,2858270
1185,6121,2859270,6212,2859270
1185,6121,2860080,6212,2860080
1185,6121,2861080,6212,2861080
1185,6121,2861400,6212,2861400
1185,6121,2862400,6212,2862400
1185,6121,2863400,6212,2863400
1185,6121,2864400,6212,2864400
1185,6121,2864870,6212,2864870
1185,6121,2865870,6212,2865870
1185,6121,2866680,6212,2866680
1185,6121,2867680,6212,2867680
1185,6121,2868680,6212,2868680
1185,6121,2869680,6212,2869680
1185,6121,2870680,6212,2870680
1185,6121,2871490,6212,2871490
1185,6121,2872490,6212,2872490
1185,6121,2873300,6212,2873300
1185,6121,2874110,6212,2874110
1185,6121,2875110,6212,2875110
1185,6121,2876110,6212,2876110
1185,6121,2876920,6212,2876920
1185,6121,2877730,6212,2877730
1185,6121,2878730,6212,2878730
1185,6121,2879730,6212,2879730
1185,6121,2879730,6212,2879730
1185,6121,2880730,6212,2880730
1185,6121,2881730,6212,2881730
1185,6121,2882540,6212,2882540
1185,6121,2883540,6212,2883540
1185,6121,2884010,6212,2884010
1185,6121,2885010,6212,2885010
1185,6121,2886010,6212,2886010
1185,6121,2886820,6212,2886820
1185,6121,2887630,6212,2887630
1185,6121,2887790,6212,2887790
1185,6121,2888790,6212,2888790
1185,6121,2889790,6212,2889790
1185,6121,2890440,6212,2890440
1185,6121,2890440,6212,2890440
1185,6121,2891440,6212,2891440
1185,6121,2892440,6212,2892440
1185,6121,2893440,6212,2893440
1185,6121,2893760,6212,2893760
1185,6121,2894760,6212,2894760
1185,6121,2895760,6212,2895760
1185,6121,2896230,6212,2896230
1185,6121,2896230,6212,2896230
1185,6121,2896230,6212,2896230
1185,6121,2897040,6212,2897040
1185,6121,2897590,6212,2897590
1185,6121,2898400,6212,2898400
1185,6121,2899400,6212,2899400
1185,6121,2900050,6212,2900050
1185,6121,2901050,6212,2901050
1185,6121,2902050,6212,2902050
1185,6121,2903050,6212,2903050
1185,6121,2903520,6212,2903520
1185,6121,2904520,6212,2904520
1185,6121,2904980,6212,2904980
1185,6121,2905790,6212,2905790
1185,6121,2906600,6212,2906600
1185,6121,2907410,6212,2907410
1185,6121,2908220,6212,2908220
1185,6121,2909030,6212,2909030
1185,6121,2910030,6212,2910030
1185,6121,2911030,6212,2911030
1185,6121,2912030,6212,2912030
1185,6121,2912500,6212,2912500
1185,6121,2913500,6212,2913500
1185,6121,2914500,6212,2914500
1185,6121,2915310,6212,2915310
1185,6121,2916310,6212,2916310
1185,6121,2917310,6212,2917310
1185,6121,2917540,6212,2917540
1185,6121,2917540,6212,2917540
1186,6123,2918540,6212,2918540
1186,6123,2919540,6212,2919540
1186,6123,2920540,6212,2920540
1186,6123,2921130,6212,2921130
1186,6123,2922130,6212,2922130
1187,6125,2923130,6212,2923130
1187,6125,2923130,6212,2923130
1187,6125,2923130,6212,2923130
1187,6125,2924130,6212,2924130
1187,6125,2925130,6212,2925130
1187,6125,2926130,6212,2926130
1187,6125,2927130,6212,2927130
1187,6125,2927940,6212,2927940
1187,6125,2928410,6212,2928410
1187,6125,2928730,6212,2928730
1187,6125,2929200,6212,2929200
1187,6125,2929670,6212,2929670
1188,6127,2930140,6212,2930140
1188,6127,2931140,6212,2931140
1188,6127,2932140,6212,2932140
1188,6127,2933140,6212,2933140
1188,6127,2934140,6212,2934140
1188,6127,2935140,6212,2935140
1188,6127,2936140,6212,2936140
1188,6127,2936610,6212,2936610
1188,6127,2937420,6212,2937420
1188,6127,2938420,6212,2938420
1188,6127,2938890,6212,2938890
1188,6127,2939540,6212,2939540
1188,6127,2940540,6212,2940540
1188,6127,2940860,6212,2940860
1188,6127,2941510,6212,2941510
1188,6127,2942510,6212,2942510
1188,6127,2943320,6212,2943320
1188,6127,2944130,6212,2944130
1188,6127,2944600,6212,2944600
1188,6127,2945600,6212,2945600
1188,6127,2946600,6212,2946600
1189,6128,2947410,6212,2947410
1189,6128,2947880,6212,2947880
1189,6128,2948200,6212,2948200
1189,6128,2949010,6212,2949010
1189,6128,2950010,6212,2950010
1189,6128,2950480,6212,2950480
1189,6128,2951290,6212,2951290
1189,6128,2952290,6212,2952290
1190,6130,2953100,6212,2953100
1191,6138,2961100,6212,2961100
1191,6138,2961560,6212,2961560
1191,6138,2962370,6212,2962370
1191,6138,2963370,6212,2963370
1191,6138,2971370,6212,2971370
1191,6138,2972020,6212,2972020
1191,6138,2972250,6212,2972250
1191,6138,2972410,6212,2972410
1191,6138,2973060,6212,2973060
1191,6138,2973710,6212,2973710
1191,6138,2974520,6212,2974520
1191,6138,2975170,6212,2975170
1191,6138,2976170,6212,2976170
1191,6138,2976630,6212,2976630
1191,6138,2977630,6212,2977630
1191,6138,2978440,6212,2978440
1191,6138,2978880,6212,2978880
1191,6138,2979880,6212,2979880
1191,6138,2980350,6212,2980350
1191,6138,2981350,6212,2981350
1191,6138,2981350,6212,2981350
1191,6138,2981670,6212,2981670
1191,6138,2982670,6212,2982670
1192,6139,2982990,6212,2982990
1192,6139,2983990,6212,2983990
1192,6139,2984800,6212,2984800
1192,6139,2984850,6212,2984850
1192,6139,2985660,6212,2985660
1192,6139,2985660,6212,2985660
1192,6139,2986660,6212,2986660
