ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3a56-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
571774.47,13.08,7.91,233865.0,5.35
572145.19,13.09,7.92,233866.58,5.35
572282.01,13.1,7.93,233866.58,5.35
572230.29,13.1,7.93,233871.42,5.35
572178.56,13.1,7.93,233867.02,5.36
572126.84,13.1,7.93,233866.66,5.36
572170.93,13.11,7.94,233929.1,5.36
572119.21,13.11,7.94,233929.1,5.36
572256.03,13.12,7.94,233929.84,5.36
572204.31,13.12,7.94,233910.25,5.36
572575.03,13.13,7.95,234212.5,5.37
572945.75,13.14,7.96,234214.82,5.37
572894.02,13.14,7.97,234214.82,5.37
572842.3,13.14,7.97,234214.82,5.37
572790.57,13.14,7.97,234213.26,5.37
572738.85,13.14,7.97,234212.75,5.38
572604.79,13.14,7.97,234058.68,5.37
572664.14,13.14,7.97,236666.82,5.43
572612.42,13.14,7.97,236704.95,5.43
572440.71,13.14,7.97,236471.37,5.43
572440.71,13.14,7.97,236358.27,5.43
572584.43,13.15,7.97,236236.95,5.42
572532.71,13.15,7.97,236236.95,5.42
572480.99,13.15,7.98,236236.95,5.43
572429.26,13.15,7.98,236236.95,5.43
572377.54,13.15,7.98,236237.0,5.43
571726.61,13.14,7.97,235586.06,5.41
571674.88,13.14,7.97,235586.06,5.42
571623.16,13.14,7.97,235589.49,5.42
571571.43,13.15,7.97,235612.23,5.42
571519.71,13.15,7.98,235612.23,5.42
571792.12,13.16,7.98,235616.08,5.42
571740.39,13.16,7.99,235616.52,5.42
572469.35,13.18,8.01,235503.54,5.42
572606.17,13.18,8.01,235503.54,5.42
572554.45,13.19,8.01,235568.0,5.42
572502.73,13.19,8.01,235700.21,5.43
572451.0,13.19,8.02,235705.86,5.43
572399.28,13.19,8.02,235705.86,5.43
572399.28,13.19,8.02,235705.86,5.43
572347.55,13.19,8.02,235705.86,5.43
572484.38,13.2,8.03,235710.16,5.43
572531.86,13.2,8.03,235399.72,5.43
572371.92,13.2,8.03,235133.48,5.42
572320.2,13.2,8.03,235195.2,5.42
572690.92,13.21,8.04,235195.47,5.43
572639.19,13.21,8.04,235165.98,5.43
572587.47,13.21,8.04,235165.98,5.43
572535.74,13.22,8.04,235300.08,5.43
572484.02,13.22,8.05,235300.08,5.43
572432.3,13.22,8.05,235300.08,5.43
572704.7,13.23,8.06,235301.52,5.43
573075.42,13.24,8.07,235307.62,5.44
573212.25,13.24,8.07,235307.62,5.44
573349.07,13.25,8.08,235308.38,5.44
573786.41,13.26,8.09,235194.72,5.44
573734.68,13.26,8.09,235081.62,5.43
574113.37,13.27,8.1,235081.62,5.43
574385.78,13.28,8.11,235081.47,5.44
574334.06,13.28,8.11,235081.47,5.44
573955.9,13.28,8.1,234577.45,5.43
573904.18,13.28,8.11,233665.14,5.41
573852.45,13.28,8.11,233758.39,5.41
573800.73,13.28,8.11,233879.79,5.41
573749.01,13.28,8.11,233889.46,5.42
574119.72,13.29,8.12,233904.31,5.42
574119.72,13.29,8.12,233901.27,5.42
574068.0,13.3,8.12,233893.93,5.42
574204.82,13.3,8.13,233962.79,5.42
574153.1,13.3,8.13,233965.24,5.42
574153.1,13.3,8.13,234027.2,5.42
574101.38,13.31,8.13,233914.96,5.42
574238.2,13.31,8.14,233914.96,5.42
574375.03,13.32,8.14,233917.53,5.42
574323.3,13.32,8.15,233917.53,5.42
574271.58,13.32,8.15,233833.92,5.42
574724.95,13.33,8.16,233833.92,5.42
574673.23,13.33,8.16,233984.13,5.43
574621.51,13.34,8.16,233990.58,5.43
574758.33,13.34,8.17,233990.58,5.43
574706.61,13.34,8.17,234114.7,5.44
574654.88,13.35,8.17,234094.38,5.44
574603.16,13.35,8.17,234099.14,5.44
574319.28,13.34,8.17,233789.21,5.43
574456.11,13.35,8.17,233975.4,5.44
574404.38,13.35,8.18,233843.35,5.43
574857.76,13.36,8.19,234872.07,5.46
574994.58,13.37,8.19,234871.26,5.46
575131.41,13.37,8.2,235181.89,5.47
575079.69,13.37,8.2,235181.89,5.47
574875.56,13.37,8.2,235018.13,5.47
574772.11,13.37,8.2,235016.7,5.47
574720.38,13.38,8.2,235001.05,5.47
574668.66,13.38,8.21,235001.05,5.47
574616.93,13.38,8.21,235001.05,5.47
575137.16,13.39,8.22,235021.38,5.47
575581.41,13.4,8.23,235021.38,5.47
575529.69,13.41,8.23,235032.62,5.47
575477.96,13.41,8.23,235025.08,5.48
575848.68,13.42,8.24,235025.08,5.48
575796.96,13.42,8.25,235031.65,5.48
575745.23,13.42,8.25,234988.87,5.48
576272.89,13.43,8.26,234987.12,5.48
576221.16,13.44,8.26,234986.22,5.48
580070.1,13.53,8.36,238901.56,5.57
580018.38,13.53,8.36,238893.36,5.57
580389.09,13.54,8.37,238899.21,5.57
580661.5,13.55,8.38,238899.21,5.57
581189.15,13.56,8.39,238899.21,5.57
581137.43,13.56,8.39,238899.21,5.58
581508.15,13.57,8.4,238894.29,5.58
581456.42,13.58,8.4,238898.34,5.58
581728.83,13.58,8.41,238898.34,5.58
581677.11,13.59,8.41,238902.64,5.58
581625.38,13.59,8.42,239425.6,5.59
581335.1,13.58,8.41,239100.49,5.59
581471.92,13.59,8.42,239091.59,5.59
581420.2,13.59,8.42,239091.59,5.59
581368.48,13.59,8.42,239094.21,5.59
581640.88,13.6,8.43,239158.1,5.59
581791.56,13.61,8.44,238798.74,5.59
581928.38,13.61,8.44,238801.18,5.59
581876.66,13.62,8.44,238691.32,5.59
581824.93,13.62,8.44,238691.32,5.59
581773.21,13.62,8.45,238691.32,5.59
582045.62,13.63,8.46,238691.32,5.59
582045.62,13.63,8.46,238691.32,5.59
582182.44,13.63,8.46,238786.43,5.59
582130.72,13.64,8.46,238787.8,5.59
582267.55,13.64,8.47,238788.64,5.59
582404.37,13.65,8.47,238788.64,5.6
582404.37,13.65,8.47,238678.01,5.59
582541.2,13.65,8.48,238678.01,5.59
582489.47,13.65,8.48,238678.01,5.6
582437.75,13.66,8.48,238679.04,5.6
582574.57,13.66,8.49,238800.77,5.6
582413.18,13.66,8.49,238533.07,5.6
582331.04,13.66,8.49,238502.14,5.59
582279.32,13.66,8.49,238585.23,5.6
582227.59,13.66,8.49,238585.23,5.6
582175.87,13.67,8.49,238585.23,5.6
582124.14,13.67,8.5,238584.37,5.6
582577.52,13.68,8.51,238710.92,5.61
582714.35,13.69,8.51,238710.92,5.61
582662.62,13.69,8.52,239419.44,5.62
582799.45,13.69,8.52,239860.8,5.64
582747.72,13.7,8.52,239858.85,5.64
583185.06,13.71,8.54,239860.18,5.64
583133.34,13.71,8.54,239843.63,5.64
583081.61,13.71,8.54,239843.63,5.64
583406.98,13.72,8.55,239841.56,5.64
583355.25,13.72,8.55,239841.56,5.64
583303.53,13.73,8.55,239728.45,5.64
583756.9,13.74,8.56,239855.0,5.64
583705.18,13.74,8.57,239762.22,5.64
583977.58,13.75,8.57,239826.54,5.65
584348.3,13.76,8.59,239821.2,5.65
584348.3,13.76,8.59,239953.52,5.65
584485.13,13.76,8.59,239953.52,5.65
584433.4,13.77,8.59,239961.58,5.65
584902.03,13.78,8.61,239877.55,5.65
584850.31,13.78,8.61,239860.26,5.65
584497.86,13.77,8.6,239488.9,5.64
584446.14,13.78,8.6,239488.9,5.65
584446.14,13.78,8.6,239488.9,5.65
584582.97,13.78,8.61,239488.9,5.65
584582.97,13.78,8.61,239488.9,5.65
584531.24,13.78,8.61,239488.9,5.65
584668.07,13.79,8.62,239486.21,5.65
585106.96,13.8,8.63,240514.69,5.67
585379.37,13.81,8.64,240635.12,5.68
585327.64,13.81,8.64,240635.12,5.68
585275.92,13.82,8.64,240635.12,5.68
585729.29,13.83,8.65,241036.27,5.69
585594.25,13.83,8.65,240418.8,5.68
585542.53,13.83,8.66,240418.8,5.68
585490.8,13.83,8.66,240418.8,5.68
585627.63,13.84,8.66,240541.42,5.68
585575.9,13.84,8.67,240541.42,5.68
585712.73,13.84,8.67,240541.42,5.69
586181.36,13.86,8.69,240457.39,5.68
586129.63,13.86,8.69,240566.37,5.69
586500.35,13.87,8.7,240566.37,5.69
586500.35,13.87,8.7,240566.37,5.69
586953.73,13.88,8.71,240567.05,5.69
586902.0,13.88,8.71,240567.17,5.69
586850.28,13.89,8.71,240567.17,5.69
586404.78,13.88,8.71,240147.71,5.68
586353.06,13.88,8.71,239865.18,5.68
586489.88,13.89,8.71,239865.18,5.68
586626.71,13.89,8.72,239862.27,5.68
586997.43,13.9,8.73,239862.56,5.68
586945.7,13.91,8.73,239862.56,5.68
586893.98,13.91,8.73,239862.42,5.68
587166.38,13.92,8.74,240713.12,5.7
587528.54,13.93,8.75,240713.12,5.71
587203.43,13.92,8.75,240436.53,5.7
587151.71,13.92,8.75,240352.92,5.7
587952.44,13.95,8.77,240537.32,5.71
587900.72,13.95,8.78,240537.32,5.71
587538.27,13.94,8.77,240202.29,5.7
587908.99,13.95,8.78,240308.42,5.7
587857.27,13.95,8.78,240308.42,5.7
587479.11,13.95,8.77,239804.4,5.69
587849.83,13.96,8.78,239816.33,5.69
587798.11,13.96,8.79,239827.44,5.7
587746.38,13.96,8.79,240251.73,5.71
588117.1,13.97,8.8,240366.67,5.71
587903.06,13.97,8.8,240179.45,5.71
587851.33,13.97,8.8,240179.5,5.71
588222.05,13.98,8.81,240180.73,5.71
588222.05,13.98,8.81,239908.4,5.7
588170.33,13.98,8.81,239908.4,5.7
588541.04,13.99,8.82,239889.35,5.7
589061.27,14.01,8.83,240328.69,5.71
589423.42,14.02,8.84,240337.22,5.72
589371.7,14.02,8.85,240376.23,5.72
589319.98,14.02,8.85,240450.5,5.72
589690.69,14.03,8.86,241884.71,5.76
589676.02,14.03,8.86,241900.63,5.76
589624.29,14.03,8.86,241843.64,5.76
589572.57,14.04,8.86,241843.64,5.76
589520.84,14.04,8.87,241856.63,5.76
589365.17,14.04,8.86,241613.91,5.75
589151.12,14.03,8.86,241426.84,5.75
590579.47,14.07,8.9,243888.39,5.81
589911.58,14.06,8.88,243156.81,5.79
589697.54,14.05,8.88,242687.93,5.78
589669.55,14.05,8.88,242439.61,5.78
589617.83,14.06,8.88,242676.9,5.79
589566.11,14.06,8.89,242677.74,5.79
589702.93,14.07,8.89,242678.21,5.79
589702.93,14.07,8.89,242666.45,5.79
589975.34,14.07,8.9,242666.45,5.79
590112.17,14.08,8.91,242666.45,5.79
590565.54,14.09,8.92,242666.84,5.79
590278.45,14.09,8.91,242370.73,5.78
590415.28,14.09,8.92,242370.73,5.78
590552.1,14.1,8.93,242557.8,5.79
590500.38,14.1,8.93,242557.8,5.79
590448.65,14.1,8.93,242710.55,5.8
590810.81,14.11,8.94,242712.77,5.8
590759.08,14.11,8.94,242714.04,5.8
590707.36,14.12,8.94,242714.04,5.8
590655.64,14.12,8.95,242721.88,5.8
590603.91,14.12,8.95,242721.88,5.8
590876.32,14.13,8.96,243132.16,5.81
590824.59,14.13,8.96,243362.44,5.82
590772.87,14.13,8.96,243529.42,5.83
590721.15,14.14,8.96,243529.42,5.83
591241.37,14.15,8.98,243529.42,5.83
591612.09,14.16,8.99,243577.99,5.83
591560.37,14.16,8.99,243577.99,5.83
591697.19,14.17,9.0,243577.19,5.83
592217.42,14.18,9.01,243577.19,5.83
592165.69,14.18,9.01,243577.19,5.83
591699.72,14.18,9.0,243008.86,5.82
591647.99,14.18,9.0,243013.72,5.82
591596.27,14.18,9.01,243013.72,5.82
591544.55,14.18,9.01,243010.72,5.83
591492.82,14.18,9.01,243009.59,5.83
591441.1,14.19,9.01,243009.59,5.83
591389.37,14.19,9.02,243009.59,5.83
591337.65,14.19,9.02,243009.59,5.83
591285.93,14.19,9.02,243009.61,5.83
591664.61,14.2,9.03,243009.61,5.83
591212.66,14.19,9.02,242597.49,5.82
591160.94,14.2,9.02,242541.78,5.82
591531.66,14.21,9.03,242541.78,5.83
592054.71,14.22,9.05,243512.55,5.85
592425.43,14.23,9.06,243526.33,5.85
592878.8,14.24,9.07,243526.33,5.85
592827.08,14.24,9.07,243526.33,5.85
592775.35,14.25,9.07,243556.66,5.85
593047.76,14.26,9.08,244071.52,5.87
592996.03,14.26,9.09,244068.24,5.87
592781.99,14.25,9.08,243881.34,5.86
592718.39,14.26,9.08,243742.51,5.86
592855.22,14.26,9.09,243742.51,5.86
592803.5,14.26,9.09,243747.6,5.86
592564.48,14.26,9.09,243386.24,5.86
592701.31,14.27,9.09,243386.52,5.86
592973.72,14.28,9.1,243386.52,5.86
592921.99,14.28,9.1,243386.52,5.86
593247.36,14.29,9.11,244213.15,5.88
593282.33,14.29,9.12,244146.67,5.88
593419.16,14.3,9.12,244145.84,5.88
593367.44,14.3,9.13,244202.31,5.88
593887.66,14.31,9.14,244203.06,5.88
594160.07,14.32,9.15,244204.16,5.89
594296.9,14.33,9.15,244204.16,5.89
594245.17,14.33,9.16,244204.16,5.89
593831.38,14.35,9.17,244204.16,5.9
594351.6,14.36,9.19,244206.03,5.9
594871.83,14.37,9.2,244628.3,5.91
595197.19,14.38,9.21,245084.82,5.92
595157.34,14.38,9.21,245228.54,5.93
595105.62,14.39,9.21,245215.85,5.93
595242.44,14.39,9.22,245215.85,5.93
595190.72,14.4,9.22,245213.23,5.93
595327.55,14.4,9.23,245209.96,5.93
595275.82,14.4,9.23,245214.06,5.93
594808.93,14.4,9.22,244494.6,5.92
594757.21,14.4,9.23,244494.6,5.92
594705.48,14.4,9.23,244661.59,5.92
594842.31,14.41,9.23,244661.59,5.93
594790.58,14.41,9.24,244661.59,5.93
594738.86,14.41,9.24,244661.59,5.93
595117.55,14.42,9.25,244969.96,5.94
595389.95,14.43,9.26,244969.96,5.94
595338.23,14.43,9.26,244969.96,5.94
595708.95,14.44,9.27,244969.96,5.94
595657.22,14.45,9.27,245332.83,5.95
595605.5,14.45,9.28,245343.38,5.95
595553.78,14.45,9.28,245343.38,5.95
595502.05,14.45,9.28,245344.99,5.95
595827.42,14.46,9.29,245345.02,5.96
595964.24,14.47,9.3,245286.27,5.95
595964.24,14.47,9.3,245286.27,5.95
595912.52,14.47,9.3,245287.11,5.96
596052.43,14.48,9.31,245691.27,5.97
596000.7,14.48,9.31,245559.06,5.97
595948.98,14.48,9.31,245556.13,5.97
595897.26,14.48,9.31,245556.13,5.97
595845.53,14.49,9.31,245556.13,5.97
595982.36,14.49,9.32,245556.13,5.97
595930.63,14.5,9.32,245556.52,5.97
595878.91,14.5,9.33,245551.73,5.97
595827.18,14.5,9.33,245530.65,5.98
595964.01,14.51,9.33,245533.15,5.98
595912.29,14.51,9.34,245534.77,5.98
596274.44,14.52,9.35,245534.87,5.98
596222.72,14.52,9.35,245534.87,5.98
596676.09,14.53,9.36,245894.94,5.99
596624.37,14.54,9.36,245892.29,5.99
596572.64,14.54,9.37,245892.29,5.99
596520.92,14.54,9.37,245892.29,5.99
596469.19,14.54,9.37,245892.29,6.0
596417.47,14.54,9.37,245895.39,6.0
596365.75,14.55,9.37,245802.61,6.0
596744.43,14.56,9.39,246110.75,6.0
596692.71,14.56,9.39,246110.75,6.01
596640.99,14.56,9.39,246002.43,6.0
596589.26,14.56,9.39,246010.67,6.01
596537.54,14.57,9.39,246010.67,6.01
596485.81,14.57,9.4,246010.67,6.01
596856.53,14.58,9.41,246010.67,6.01
596804.81,14.58,9.41,246010.67,6.01
596753.08,14.58,9.41,245999.82,6.01
597553.82,14.61,9.44,246184.21,6.02
597690.64,14.61,9.44,246184.21,6.02
597827.47,14.62,9.45,246184.25,6.02
597827.47,14.62,9.45,245948.53,6.01
597775.75,14.62,9.45,246024.68,6.02
597724.02,14.63,9.45,246024.09,6.02
597672.3,14.63,9.46,246039.79,6.02
597620.57,14.63,9.46,246058.76,6.02
597991.29,14.64,9.47,246059.93,6.02
598128.12,14.65,9.47,246112.44,6.03
598076.39,14.65,9.48,246112.44,6.03
598024.67,14.65,9.48,246121.73,6.03
597972.95,14.65,9.48,246121.73,6.03
597921.22,14.66,9.48,246121.46,6.03
598291.94,14.67,9.49,246128.02,6.03
598670.63,14.68,9.51,246124.98,6.03
598618.9,14.68,9.51,246124.98,6.04
598981.06,14.69,9.52,246761.39,6.05
599508.71,14.7,9.53,246761.39,6.05
599781.12,14.71,9.54,246937.64,6.06
599729.39,14.72,9.54,247247.19,6.07
599677.67,14.72,9.55,247247.06,6.07
599625.95,14.72,9.55,247247.06,6.07
599762.77,14.73,9.55,247247.06,6.07
600141.46,14.74,9.57,247247.06,6.07
600089.74,14.74,9.57,247247.06,6.07
600362.14,14.75,9.58,247310.95,6.08
600310.42,14.75,9.58,247617.11,6.08
600258.69,14.75,9.58,247616.56,6.09
600629.41,14.76,9.59,247615.88,6.09
601000.13,14.78,9.6,247616.09,6.09
601437.47,14.79,9.62,247616.09,6.09
601385.74,14.79,9.62,247610.51,6.09
601334.02,14.79,9.62,247724.79,6.09
601282.29,14.79,9.62,247724.79,6.1
601419.12,14.8,9.63,247724.79,6.1
601446.28,14.8,9.63,247641.73,6.1
601394.55,14.81,9.63,247641.73,6.1
601847.93,14.82,9.65,247643.07,6.1
601796.21,14.82,9.65,247550.28,6.1
601744.48,14.82,9.65,247550.28,6.1
601692.76,14.83,9.65,247550.28,6.1
602063.48,14.84,9.67,248319.87,6.12
602063.48,14.84,9.67,248329.79,6.12
601649.68,14.86,9.68,248329.79,6.13
601597.96,14.86,9.69,248329.79,6.13
601976.65,14.87,9.7,248331.47,6.13
602249.05,14.88,9.71,248331.47,6.14
602197.33,14.88,9.71,248426.14,6.14
602145.6,14.88,9.71,248424.41,6.14
602093.88,14.89,9.71,248425.22,6.14
602054.03,14.89,9.72,248520.11,6.15
602424.75,14.9,9.73,248982.0,6.16
602786.9,14.91,9.74,248982.0,6.16
602735.18,14.91,9.74,248979.53,6.16
602683.45,14.92,9.74,248964.3,6.16
603054.17,14.93,9.75,248963.68,6.16
603002.44,14.93,9.76,248958.97,6.16
603139.27,14.94,9.76,248958.97,6.16
603087.55,14.94,9.77,248958.97,6.17
603224.37,14.94,9.77,248974.23,6.17
602810.58,14.96,9.79,248974.23,6.18
602243.88,14.95,9.78,248410.93,6.17
602516.28,14.96,9.79,248410.93,6.17
602464.56,14.97,9.79,248410.93,6.17
602917.93,14.98,9.81,248410.93,6.17
602866.21,14.98,9.81,248413.97,6.17
602814.48,14.98,9.81,248440.96,6.17
602762.76,14.98,9.81,248440.96,6.18
602734.78,14.99,9.82,248879.55,6.19
602683.05,14.99,9.82,248850.05,6.19
602631.33,14.99,9.82,248850.05,6.19
602579.61,15.0,9.82,248883.18,6.19
602527.88,15.0,9.83,248886.49,6.2
602898.6,15.01,9.84,249892.66,6.22
602846.88,15.01,9.84,249892.66,6.22
602846.88,15.01,9.84,249892.66,6.22
602743.43,15.02,9.84,249885.26,6.23
603114.14,15.03,9.85,249809.11,6.22
603062.42,15.03,9.86,249809.11,6.23
603010.7,15.03,9.86,249953.68,6.23
602958.97,15.03,9.86,249953.8,6.23
602907.25,15.04,9.86,249953.8,6.23
602907.25,15.04,9.86,249876.29,6.23
603044.07,15.04,9.87,249908.62,6.23
602992.35,15.05,9.87,249891.23,6.24
602940.63,15.05,9.88,249891.23,6.24
602940.63,15.05,9.88,249881.7,6.24
602888.9,15.05,9.88,249881.7,6.24
603161.31,15.06,9.89,249833.13,6.24
603532.03,15.07,9.9,249833.13,6.24
603118.23,15.09,9.92,249833.13,6.25
603571.61,15.1,9.93,249833.48,6.25
603519.88,15.11,9.93,249833.48,6.25
603898.57,15.12,9.94,249833.48,6.25
604277.26,15.13,9.96,249833.79,6.25
604730.64,15.14,9.97,249833.79,6.26
604678.91,15.14,9.97,249723.93,6.25
604627.19,15.15,9.97,249723.93,6.26
604764.01,15.15,9.98,249368.68,6.25
604712.29,15.15,9.98,249366.15,6.25
604660.57,15.16,9.98,251438.25,6.3
604608.84,15.16,9.99,251438.25,6.3
604557.12,15.16,9.99,251329.93,6.3
604935.81,15.17,10.0,251365.46,6.3
604884.08,15.18,10.0,251365.8,6.31
604832.36,15.18,10.01,251633.05,6.31
604780.63,15.18,10.01,251549.44,6.31
604728.91,15.18,10.01,251544.46,6.32
604677.18,15.19,10.01,251434.6,6.31
604814.01,15.19,10.02,251434.6,6.32
604762.29,15.2,10.02,251489.34,6.32
604710.56,15.2,10.03,251488.47,6.32
604847.39,15.2,10.03,251868.83,6.33
604795.66,15.21,10.03,251868.83,6.33
604743.94,15.21,10.04,251868.83,6.33
604692.22,15.21,10.04,251779.96,6.33
604640.49,15.21,10.04,251779.96,6.34
604433.6,15.22,10.05,252662.49,6.36
604381.87,15.23,10.05,252662.49,6.37
604330.15,15.23,10.06,252665.57,6.37
604278.42,15.23,10.06,252665.57,6.37
604226.7,15.23,10.06,252665.84,6.37
603812.91,15.25,10.08,252665.84,6.38
604183.62,15.27,10.09,252657.58,6.38
604554.34,15.28,10.1,252772.52,6.39
604691.17,15.28,10.11,252772.52,6.39
605491.9,15.31,10.14,253637.65,6.41
605628.73,15.31,10.14,253637.65,6.41
605765.55,15.32,10.15,253633.57,6.41
606136.27,15.33,10.16,253633.57,6.42
606084.55,15.33,10.16,253634.24,6.42
606221.37,15.34,10.17,254105.34,6.43
606169.65,15.34,10.17,254571.45,6.44
606117.93,15.35,10.17,254703.13,6.45
606066.2,15.35,10.18,254703.13,6.45
605957.65,15.35,10.17,254596.03,6.45
605905.93,15.35,10.18,254596.03,6.45
606178.33,15.36,10.19,254596.03,6.45
606046.43,15.36,10.18,254482.67,6.45
606210.37,15.36,10.19,254465.74,6.45
606158.64,15.36,10.19,254466.05,6.45
605744.85,15.39,10.21,254466.05,6.46
605693.12,15.39,10.22,254466.05,6.46
605829.95,15.39,10.22,254473.56,6.47
605778.23,15.4,10.22,255222.19,6.49
606148.94,15.41,10.24,255337.13,6.49
606097.22,15.41,10.24,255336.01,6.49
606045.5,15.41,10.24,255374.65,6.5
606182.32,15.42,10.25,255374.65,6.5
606130.6,15.42,10.25,255373.98,6.5
606078.87,15.43,10.25,255554.55,6.5
605580.07,15.42,10.24,255005.33,6.49
605528.34,15.42,10.25,255005.4,6.49
605740.78,15.43,10.25,256299.64,6.53
606119.46,15.44,10.27,256302.29,6.53
606256.29,15.45,10.27,256302.29,6.53
606393.12,15.45,10.28,256302.29,6.53
606529.94,15.46,10.29,256275.87,6.53
606478.22,15.46,10.29,256274.12,6.53
606946.84,15.48,10.3,256190.09,6.53
607083.67,15.48,10.31,256498.69,6.54
607031.95,15.49,10.31,256498.84,6.54
606980.22,15.49,10.32,256498.84,6.55
606928.5,15.49,10.32,256406.05,6.54
606928.5,15.49,10.32,256406.05,6.54
606876.77,15.49,10.32,256406.12,6.55
606773.33,15.5,10.33,256829.07,6.56
606910.15,15.51,10.33,256924.18,6.56
606873.45,15.51,10.33,256890.87,6.56
606821.72,15.51,10.34,256889.88,6.57
606770.0,15.51,10.34,257413.89,6.58
606718.27,15.52,10.34,257413.89,6.58
607080.43,15.53,10.35,257412.92,6.58
607217.25,15.53,10.36,257412.92,6.58
607354.08,15.54,10.37,257111.68,6.58
607679.44,15.55,10.38,257384.86,6.59
607627.72,15.55,10.38,257386.6,6.59
607708.22,15.56,10.39,257815.41,6.6
608078.94,15.57,10.4,257818.6,6.6
608027.21,15.57,10.4,257820.49,6.6
608164.04,15.58,10.41,257820.49,6.6
608112.31,15.58,10.41,257820.49,6.61
607782.03,15.57,10.4,257820.77,6.61
607730.31,15.58,10.4,257707.67,6.61
607678.58,15.58,10.41,257714.38,6.61
607626.86,15.58,10.41,257728.16,6.61
607997.58,15.59,10.42,257857.33,6.61
607945.85,15.6,10.42,257857.33,6.62
607894.13,15.6,10.43,257851.95,6.62
607894.13,15.6,10.43,257865.48,6.62
607842.41,15.6,10.43,257865.48,6.62
607790.68,15.6,10.43,257865.48,6.62
607738.96,15.61,10.43,257868.77,6.62
607616.92,15.6,10.43,257758.11,6.62
608070.3,15.62,10.45,258118.18,6.63
608507.63,15.63,10.46,258131.63,6.63
608644.46,15.64,10.46,257897.51,6.63
608592.73,15.64,10.47,257966.28,6.63
608592.73,15.64,10.47,258723.52,6.65
608529.14,15.64,10.47,258561.73,6.65
608477.41,15.64,10.47,258562.49,6.65
608749.82,15.65,10.48,259328.95,6.67
608698.1,15.66,10.48,259295.79,6.67
608646.37,15.66,10.49,259295.79,6.67
608168.48,15.65,10.48,258754.21,6.66
608116.76,15.65,10.48,258733.9,6.66
608065.03,15.66,10.48,258733.9,6.66
608065.03,15.66,10.48,258733.9,6.66
608509.28,15.67,10.5,258721.11,6.66
608457.56,15.67,10.5,258721.11,6.66
608405.84,15.67,10.5,258734.75,6.67
608542.66,15.68,10.51,258734.75,6.67
608679.49,15.69,10.52,258734.75,6.67
608627.76,15.69,10.52,258698.72,6.67
608576.04,15.69,10.52,258698.72,6.67
608848.45,15.7,10.53,258698.72,6.67
608985.27,15.71,10.54,258749.93,6.67
608933.55,15.71,10.54,258746.69,6.68
608881.82,15.71,10.54,258746.69,6.68
609260.51,15.73,10.55,258746.69,6.68
609713.89,15.74,10.57,258740.29,6.68
610092.57,15.75,10.58,258739.45,6.68
610893.31,15.78,10.6,258923.85,6.69
610841.59,15.78,10.61,258903.53,6.69
610789.86,15.78,10.61,258901.99,6.69
610738.14,15.78,10.61,258901.41,6.69
610598.93,15.78,10.61,258815.72,6.69
610735.75,15.79,10.62,258463.38,6.68
610684.03,15.79,10.62,258463.38,6.68
610820.85,15.8,10.63,258463.38,6.69
610769.13,15.8,10.63,258535.25,6.69
611041.54,15.81,10.64,258533.49,6.69
610825.54,15.81,10.63,258299.74,6.68
610773.81,15.81,10.64,258299.93,6.69
610910.64,15.82,10.64,258299.93,6.69
611047.47,15.82,10.65,258306.55,6.69
611510.25,15.84,10.67,258969.01,6.71
611458.52,15.84,10.67,258969.01,6.71
611911.9,15.86,10.68,259453.68,6.72
611860.17,15.86,10.69,259340.58,6.72
611808.45,15.86,10.69,259339.42,6.72
612080.86,15.87,10.7,259349.5,6.72
612549.48,15.89,10.71,259265.47,6.72
612497.76,15.89,10.72,259265.47,6.73
612951.13,15.9,10.73,259265.47,6.73
612899.41,15.91,10.73,259265.47,6.73
612847.69,15.91,10.74,259208.48,6.73
612795.96,15.91,10.74,259208.48,6.73
613249.34,15.92,10.75,259203.09,6.73
613197.61,15.93,10.75,259203.02,6.73
613145.89,15.93,10.76,259203.02,6.73
613094.16,15.93,10.76,259260.11,6.74
613708.83,15.95,10.78,261007.64,6.78
613708.83,15.95,10.78,261007.64,6.78
613692.72,15.96,10.78,261237.01,6.79
613829.55,15.96,10.79,261237.01,6.79
613966.37,15.97,10.8,261264.0,6.8
614419.75,15.98,10.81,261268.88,6.8
614556.57,15.99,10.82,261456.85,6.8
615009.95,16.0,10.83,261469.92,6.8
614958.22,16.01,10.83,261469.92,6.81
614906.5,16.01,10.84,261469.92,6.81
615043.33,16.02,10.84,261282.03,6.8
614991.6,16.02,10.85,261233.92,6.8
615444.98,16.03,10.86,261620.24,6.82
615150.85,16.03,10.85,261324.84,6.81
615099.12,16.03,10.86,261325.24,6.81
