ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
1293221.52,20.82,0.32,206042.52,3.32
1293221.52,20.82,0.32,207494.96,3.34
1293344.76,20.82,0.32,207562.46,3.34
1293139.78,20.82,0.32,207753.56,3.35
1292931.57,20.82,0.32,207557.56,3.34
1292726.59,20.82,0.32,207559.15,3.34
1292521.62,20.82,0.32,207500.16,3.34
1292316.64,20.82,0.32,207503.56,3.34
1292111.67,20.82,0.32,207478.94,3.34
1292012.93,20.82,0.32,207417.58,3.34
1292095.99,20.82,0.32,207393.97,3.34
1291457.26,20.82,0.32,206648.56,3.33
1291358.52,20.82,0.32,206443.16,3.33
1290908.57,20.81,0.31,205886.54,3.32
1290269.83,20.8,0.31,205141.14,3.31
1290064.86,20.8,0.31,205250.84,3.31
1289966.13,20.8,0.31,205045.44,3.31
1289857.39,20.8,0.31,204830.04,3.3
1289652.42,20.8,0.31,204832.88,3.3
1289447.44,20.8,0.31,204883.46,3.31
1289447.44,20.8,0.31,204883.46,3.31
1289539.87,20.81,0.31,204869.22,3.31
1289539.87,20.81,0.31,204869.22,3.31
1289334.89,20.81,0.31,205295.6,3.31
1289129.92,20.81,0.31,205299.0,3.31
1288924.94,20.81,0.31,205296.12,3.31
1288719.97,20.81,0.31,205471.68,3.32
1288270.01,20.8,0.3,204915.06,3.31
1287820.06,20.8,0.3,204358.44,3.3
1287615.08,20.8,0.3,204231.05,3.3
1286976.35,20.79,0.29,203629.69,3.29
1286771.37,20.79,0.29,203556.63,3.29
1286566.4,20.79,0.29,203534.01,3.29
1286566.4,20.79,0.29,203534.01,3.29
1286116.44,20.79,0.29,202977.38,3.28
1286116.44,20.79,0.29,202977.38,3.28
1286116.44,20.79,0.29,202977.38,3.28
1285477.71,20.78,0.28,202231.98,3.27
1285378.98,20.78,0.28,202026.58,3.27
1284740.24,20.77,0.27,201281.17,3.25
1283100.44,20.77,0.27,201256.8,3.26
1282895.46,20.77,0.27,201255.05,3.26
1282690.49,20.77,0.27,201368.28,3.26
1282240.53,20.77,0.27,200811.65,3.25
1282035.56,20.77,0.27,200943.48,3.26
1281830.58,20.77,0.27,200886.08,3.25
1281625.61,20.77,0.27,200806.01,3.25
1281624.3,20.77,0.27,200698.03,3.25
1281419.32,20.77,0.27,200698.03,3.25
1281214.34,20.77,0.27,200640.63,3.25
1281009.37,20.77,0.27,200640.63,3.25
1281152.6,20.77,0.28,201749.72,3.27
1280947.63,20.77,0.28,201746.4,3.27
1280497.67,20.77,0.27,201189.77,3.26
1280292.7,20.77,0.27,201168.72,3.26
1280087.72,20.77,0.27,201371.22,3.27
1279882.74,20.77,0.27,201245.7,3.27
1279677.77,20.77,0.27,201168.72,3.26
1279472.79,20.77,0.27,201170.31,3.27
1279267.82,20.77,0.27,201111.32,3.27
1278817.86,20.76,0.27,200554.7,3.26
1278817.86,20.76,0.27,200554.7,3.26
1278680.36,20.76,0.27,199648.7,3.24
1278680.36,20.76,0.27,199648.7,3.24
1278680.36,20.76,0.27,199648.7,3.24
1278475.38,20.76,0.27,199650.29,3.24
1278025.43,20.76,0.26,199093.66,3.23
1278025.43,20.76,0.26,199093.66,3.23
1278259.86,20.76,0.27,199365.45,3.24
1277880.45,20.76,0.26,199094.68,3.23
1278114.88,20.76,0.27,199185.28,3.24
1277909.91,20.76,0.27,199462.11,3.24
1277909.91,20.76,0.27,199462.11,3.24
1277704.93,20.76,0.27,199450.02,3.24
1277499.96,20.76,0.27,199457.91,3.24
1277051.22,20.76,0.26,199046.55,3.24
1276671.82,20.76,0.26,198681.72,3.23
1276906.25,20.76,0.26,199650.65,3.25
1276906.25,20.76,0.26,199650.65,3.25
1276556.84,20.76,0.26,199145.02,3.24
1276351.86,20.76,0.26,199139.98,3.24
1276351.86,20.76,0.26,199139.98,3.24
1276750.07,20.76,0.27,199406.82,3.24
1276196.57,20.76,0.26,198591.68,3.23
1275919.1,20.76,0.26,198052.58,3.22
1275608.1,20.75,0.26,198067.99,3.22
1275074.13,20.75,0.25,197534.03,3.21
1274869.16,20.75,0.25,197435.2,3.21
1274664.18,20.75,0.25,197450.49,3.21
1274459.21,20.75,0.25,197377.8,3.21
1274693.64,20.75,0.26,197468.39,3.22
1273053.83,20.75,0.26,197444.02,3.22
1272684.43,20.75,0.25,197455.81,3.22
1272837.66,20.75,0.26,197496.58,3.22
1272837.66,20.75,0.26,197496.58,3.22
1272837.66,20.75,0.26,197496.58,3.22
1272685.48,20.75,0.25,198619.77,3.24
1272669.28,20.75,0.26,197819.88,3.23
1272464.31,20.75,0.26,197730.09,3.23
1272259.33,20.75,0.26,197597.47,3.22
1272054.36,20.75,0.26,197494.45,3.22
1271849.38,20.75,0.26,197437.05,3.22
1271833.18,20.76,0.26,196910.28,3.21
1271628.21,20.76,0.26,196910.28,3.21
1271518.21,20.76,0.26,196800.28,3.21
1269878.4,20.76,0.26,196775.91,3.22
1269673.43,20.76,0.26,196802.69,3.22
1269898.03,20.76,0.26,196304.27,3.21
1269693.05,20.76,0.26,196354.83,3.21
1269481.93,20.76,0.26,196693.85,3.22
1269466.33,20.76,0.27,197210.85,3.23
1269181.28,20.76,0.27,196810.77,3.22
1268976.3,20.76,0.27,196702.8,3.22
1268485.64,20.76,0.26,195670.56,3.2
1268720.07,20.77,0.27,195668.81,3.2
1268515.1,20.77,0.27,195667.33,3.2
1268085.15,20.77,0.27,195274.02,3.2
1267881.72,20.76,0.27,195060.77,3.19
1267881.72,20.76,0.27,195060.77,3.19
1267676.74,20.76,0.27,194798.34,3.19
1267676.74,20.76,0.27,194798.34,3.19
1267676.74,20.76,0.27,194798.34,3.19
1267670.55,20.77,0.27,195125.19,3.2
1267455.57,20.77,0.27,194870.03,3.19
1267455.57,20.77,0.27,194870.03,3.19
1267250.6,20.77,0.27,195119.14,3.2
1267250.6,20.77,0.27,195119.14,3.2
1266871.19,20.76,0.26,194923.43,3.19
1266920.09,20.76,0.27,196064.04,3.21
1266715.12,20.76,0.27,196043.51,3.21
1266510.14,20.76,0.27,196694.84,3.22
1266510.14,20.76,0.27,196694.84,3.22
1266305.16,20.76,0.27,196562.22,3.22
1266100.19,20.76,0.27,196087.45,3.22
1266447.9,20.77,0.27,197316.53,3.24
1266447.9,20.77,0.27,197316.53,3.24
1266242.92,20.77,0.27,197213.5,3.24
1266037.94,20.77,0.27,197213.73,3.24
1265832.97,20.77,0.27,197189.13,3.24
1265627.99,20.77,0.27,197366.33,3.24
1265423.02,20.77,0.27,197462.98,3.24
1265218.04,20.77,0.27,197354.11,3.24
1265083.65,20.77,0.27,196878.81,3.23
1265318.08,20.78,0.28,196861.05,3.23
1265020.5,20.77,0.27,197005.38,3.23
1264815.52,20.77,0.27,197002.54,3.24
1264815.52,20.77,0.27,197002.54,3.24
1264810.99,20.77,0.28,196529.1,3.23
1264513.64,20.77,0.28,196159.38,3.22
1264308.67,20.77,0.28,196010.82,3.22
1264308.67,20.77,0.28,196010.82,3.22
1264103.69,20.77,0.28,196009.95,3.22
1263898.72,20.77,0.28,196121.78,3.22
1263892.52,20.78,0.28,196444.99,3.23
1263677.54,20.78,0.28,196178.86,3.23
1263472.57,20.78,0.28,196093.4,3.22
1263595.8,20.78,0.28,196871.46,3.24
1263390.83,20.78,0.28,196363.45,3.23
1263185.85,20.78,0.28,196474.76,3.23
1262980.88,20.78,0.28,196253.46,3.23
1262775.9,20.78,0.28,196268.75,3.23
1262416.49,20.78,0.28,196142.41,3.23
1262211.52,20.78,0.28,196069.73,3.23
1262211.52,20.78,0.28,196069.73,3.23
1262211.52,20.78,0.28,196069.73,3.23
1262445.95,20.78,0.28,196051.96,3.23
1262680.54,20.79,0.29,195114.1,3.21
1262475.57,20.79,0.29,195111.26,3.21
1262270.59,20.79,0.29,195198.69,3.21
1262065.62,20.79,0.29,195157.04,3.21
1262039.42,20.79,0.29,194888.86,3.21
1261660.02,20.78,0.29,196000.43,3.23
1261445.04,20.78,0.29,196645.19,3.24
1261240.07,20.78,0.29,196623.05,3.24
1261223.87,20.79,0.29,196029.27,3.23
1261018.89,20.79,0.29,196027.04,3.23
1260730.54,20.78,0.29,195726.6,3.23
1260525.56,20.78,0.29,195804.98,3.23
1260320.59,20.78,0.29,195747.57,3.23
1260320.59,20.78,0.29,195747.57,3.23
1260555.02,20.79,0.29,195726.6,3.23
1260555.02,20.79,0.29,195726.6,3.23
1260175.61,20.78,0.29,196456.67,3.24
1259970.64,20.78,0.29,196399.27,3.24
1259970.64,20.78,0.29,196399.27,3.24
1259970.64,20.78,0.29,196399.27,3.24
1259954.44,20.79,0.29,196075.43,3.23
1259749.46,20.79,0.29,196075.43,3.24
1259892.7,20.79,0.29,196049.02,3.24
1259687.72,20.79,0.29,196045.7,3.24
1259554.25,20.79,0.29,197260.64,3.26
1259349.28,20.79,0.29,197264.47,3.26
1259583.71,20.8,0.3,197239.59,3.26
1259378.73,20.8,0.3,197402.75,3.26
1259098.3,20.79,0.3,197254.46,3.26
1259098.3,20.79,0.3,197254.46,3.26
1259332.73,20.8,0.3,197763.57,3.27
1259332.73,20.8,0.3,197763.57,3.27
1259326.53,20.8,0.3,197626.0,3.26
1258947.12,20.8,0.3,197432.9,3.26
1258813.66,20.8,0.3,198107.8,3.27
1258813.66,20.8,0.3,198107.8,3.27
1258598.68,20.8,0.3,198630.55,3.28
1258741.91,20.8,0.3,198466.7,3.28
1258737.38,20.8,0.31,197983.11,3.27
1258189.96,20.8,0.3,197435.69,3.26
1258081.39,20.8,0.3,197250.39,3.26
1257876.42,20.8,0.3,197250.39,3.26
1257876.42,20.8,0.3,197250.39,3.26
1257671.44,20.8,0.3,197250.39,3.26
1257655.24,20.8,0.3,197250.39,3.26
1257655.24,20.8,0.3,197250.39,3.26
1257778.48,20.8,0.31,197255.09,3.26
1257570.27,20.8,0.3,197263.3,3.26
1257526.8,20.8,0.3,198723.15,3.29
1257874.51,20.81,0.31,199813.69,3.31
1257848.31,20.81,0.31,199350.45,3.3
1257848.31,20.81,0.31,199350.45,3.3
1257615.46,20.81,0.31,198827.71,3.29
1257711.29,20.81,0.31,199460.3,3.3
1257101.87,20.8,0.31,198748.17,3.29
1256943.09,20.8,0.3,198598.24,3.29
1257157.69,20.81,0.31,198585.33,3.29
1257157.69,20.81,0.31,198585.33,3.29
1256952.72,20.81,0.31,199035.5,3.29
1256936.52,20.81,0.31,199177.81,3.3
1256731.55,20.81,0.31,199276.37,3.3
1256731.55,20.81,0.31,199276.37,3.3
1256526.57,20.81,0.31,199291.66,3.3
1256526.57,20.81,0.31,199291.66,3.3
1256769.29,20.82,0.32,199653.49,3.31
1256564.31,20.82,0.32,199655.08,3.31
1256564.31,20.82,0.32,199655.08,3.31
1256359.34,20.82,0.32,199596.09,3.31
1256154.36,20.82,0.32,199538.69,3.31
1255949.39,20.82,0.32,199538.69,3.31
1255790.61,20.81,0.32,199387.01,3.3
1255585.63,20.81,0.32,199402.3,3.31
1255585.63,20.81,0.32,199402.3,3.31
1255380.66,20.81,0.32,199329.62,3.3
1255175.68,20.81,0.32,199329.84,3.31
1254970.71,20.81,0.32,199336.52,3.31
1254603.01,20.81,0.31,198982.0,3.3
1254603.01,20.81,0.31,198982.0,3.3
1254398.03,20.81,0.31,199039.91,3.3
1254393.5,20.81,0.31,198556.33,3.29
1254188.53,20.81,0.31,198561.98,3.29
1254242.4,20.82,0.32,198553.32,3.3
1254242.4,20.82,0.32,198553.32,3.3
1254457.0,20.82,0.32,198960.74,3.3
1254452.47,20.82,0.33,198477.15,3.29
1254155.13,20.82,0.32,198110.17,3.29
1254155.13,20.82,0.32,198110.17,3.29
1254155.13,20.82,0.32,198110.17,3.29
1254155.13,20.82,0.32,198110.17,3.29
1254155.13,20.82,0.32,198110.17,3.29
1254155.13,20.82,0.32,198110.17,3.29
1253950.15,20.82,0.32,197964.62,3.29
1253745.17,20.82,0.32,197945.87,3.29
1253636.4,20.82,0.32,197858.8,3.29
1253636.4,20.82,0.32,197858.8,3.29
1253636.4,20.82,0.32,197858.8,3.29
1253636.4,20.82,0.32,197858.8,3.29
1253870.83,20.83,0.33,197853.17,3.29
1253665.85,20.83,0.33,197910.98,3.29
1253460.87,20.83,0.33,197975.63,3.29
1253444.68,20.83,0.33,197811.62,3.29
1253155.1,20.82,0.33,197743.76,3.29
1252950.13,20.82,0.33,198169.38,3.29
1252933.93,20.83,0.33,198073.19,3.29
1252728.95,20.83,0.33,198430.1,3.3
1252349.55,20.82,0.33,198188.57,3.3
1252144.57,20.82,0.33,198046.93,3.29
1251939.6,20.82,0.33,198292.97,3.3
1251939.6,20.82,0.33,198292.97,3.3
1251734.62,20.82,0.33,198271.65,3.3
1251718.43,20.83,0.33,198268.74,3.3
1251952.86,20.83,0.33,198284.81,3.3
1251747.88,20.83,0.33,198282.42,3.3
1251542.9,20.83,0.33,198272.86,3.3
1251542.9,20.83,0.33,198272.86,3.3
1251720.21,20.84,0.34,198268.6,3.3
1251720.21,20.84,0.34,198268.6,3.3
1251515.23,20.84,0.34,199016.92,3.31
1251225.66,20.83,0.33,198704.59,3.31
1251020.68,20.83,0.34,198870.76,3.31
1250815.71,20.83,0.34,198886.04,3.31
1250436.3,20.83,0.33,198451.65,3.31
1250231.32,20.83,0.33,198378.97,3.3
1250026.35,20.83,0.33,198357.64,3.31
1249821.37,20.83,0.33,198354.93,3.31
1249616.4,20.83,0.33,198435.41,3.31
1249411.42,20.83,0.33,198376.64,3.31
1249206.45,20.83,0.33,198354.59,3.31
1249001.47,20.83,0.33,198952.22,3.32
1248796.5,20.83,0.33,198929.6,3.32
1248591.52,20.83,0.33,198927.85,3.32
1248386.54,20.83,0.33,198972.28,3.32
1248380.35,20.83,0.33,198720.86,3.32
1248165.37,20.83,0.33,198556.33,3.31
1247960.4,20.83,0.33,198524.54,3.31
1247960.4,20.83,0.33,198524.54,3.31
1247755.42,20.83,0.33,198511.9,3.31
1247550.45,20.83,0.33,198691.09,3.32
1245910.64,20.83,0.33,198666.72,3.32
1245705.66,20.83,0.33,198604.85,3.32
1245500.69,20.83,0.33,198487.53,3.32
1245500.69,20.83,0.33,198487.53,3.32
1245295.71,20.83,0.33,198489.11,3.32
1245090.74,20.83,0.33,198430.13,3.32
1245074.54,20.83,0.34,198610.34,3.32
1244869.57,20.83,0.34,198522.56,3.32
1244664.59,20.83,0.34,198514.1,3.32
1244459.61,20.83,0.34,198499.37,3.32
1244694.04,20.84,0.34,198498.19,3.32
1244694.04,20.84,0.34,198498.19,3.32
1244314.64,20.84,0.34,198585.92,3.33
1244298.44,20.84,0.34,198529.47,3.32
1244093.47,20.84,0.34,198498.19,3.32
1243888.49,20.84,0.34,198843.45,3.33
1243683.52,20.84,0.34,198785.81,3.33
1243478.54,20.84,0.34,198709.09,3.33
1243712.97,20.84,0.35,198691.33,3.33
1243712.97,20.84,0.35,198691.33,3.33
1243333.56,20.84,0.34,198684.72,3.33
1243128.59,20.84,0.34,198840.43,3.33
1242923.61,20.84,0.34,198810.01,3.33
1242923.61,20.84,0.34,198810.01,3.33
1242718.64,20.84,0.34,198684.72,3.33
1242702.44,20.84,0.34,199239.28,3.34
1242936.87,20.85,0.35,199013.33,3.34
1242731.9,20.85,0.35,198955.93,3.34
1242526.92,20.85,0.35,198955.93,3.34
1242368.14,20.85,0.35,198776.65,3.34
1242368.14,20.85,0.35,198776.65,3.34
1242351.94,20.85,0.35,198556.38,3.33
1242335.75,20.85,0.35,199512.05,3.35
1242130.77,20.85,0.35,199512.28,3.35
1241925.8,20.85,0.35,199487.68,3.35
1241720.82,20.85,0.35,199952.93,3.36
1241515.84,20.85,0.35,199863.82,3.36
1241136.44,20.85,0.35,199485.38,3.35
1240931.46,20.85,0.35,199430.13,3.35
1241054.7,20.85,0.35,199429.93,3.35
1240849.72,20.85,0.35,199429.93,3.35
1240644.75,20.85,0.35,199746.81,3.36
1240439.77,20.85,0.35,199686.4,3.36
1240234.8,20.85,0.35,199686.63,3.36
1240029.82,20.85,0.35,199669.66,3.36
1239824.84,20.85,0.35,199752.01,3.36
1240059.28,20.86,0.36,199685.96,3.36
1239854.3,20.86,0.36,199662.03,3.36
1239854.3,20.86,0.36,199662.03,3.36
1239849.77,20.86,0.36,199178.44,3.35
1239644.79,20.86,0.36,199692.82,3.36
1239347.45,20.86,0.36,199332.94,3.35
1239347.45,20.86,0.36,199322.77,3.35
1239142.47,20.86,0.36,199093.75,3.35
1239142.47,20.86,0.36,199093.75,3.35
1238937.5,20.86,0.36,199168.31,3.35
1238732.52,20.86,0.36,199171.71,3.35
1238732.52,20.86,0.36,199184.65,3.35
1238732.52,20.86,0.36,199184.65,3.35
1237092.72,20.86,0.36,199160.27,3.36
1236887.74,20.86,0.36,199135.65,3.36
1236682.76,20.86,0.36,199171.94,3.36
1236682.76,20.86,0.36,199171.94,3.36
1236477.79,20.86,0.36,199156.51,3.36
1236601.02,20.86,0.37,199132.5,3.36
1234961.22,20.86,0.37,199108.13,3.36
1234945.02,20.87,0.37,199515.28,3.37
1234928.83,20.87,0.37,199623.73,3.37
1234549.42,20.86,0.37,199323.81,3.37
1234257.14,20.86,0.36,199177.84,3.37
1234052.16,20.86,0.36,199237.31,3.37
1234052.16,20.86,0.36,199237.31,3.37
1234035.97,20.86,0.37,199331.55,3.37
1234270.4,20.87,0.37,199629.26,3.38
1234065.42,20.87,0.37,199571.86,3.37
1234065.42,20.87,0.37,199571.86,3.37
1234065.42,20.87,0.37,199571.86,3.37
1233686.02,20.86,0.37,199361.01,3.37
1233481.04,20.86,0.37,199361.01,3.37
1233464.84,20.87,0.37,199455.24,3.37
1233259.87,20.87,0.37,199484.15,3.38
1233054.89,20.87,0.37,199480.83,3.38
1233289.32,20.87,0.37,199463.56,3.38
1232991.11,20.87,0.37,199237.09,3.37
1232692.9,20.86,0.37,199068.41,3.37
1232487.93,20.86,0.37,199144.59,3.37
1232487.93,20.86,0.37,199144.59,3.37
1232282.95,20.86,0.37,199142.72,3.37
1232077.97,20.86,0.37,199064.64,3.37
1232061.78,20.87,0.37,199622.43,3.38
1231856.8,20.87,0.37,199536.02,3.38
1231569.77,20.86,0.37,199303.6,3.38
1231273.64,20.86,0.36,199314.64,3.38
1231396.88,20.87,0.37,199298.45,3.38
1231088.67,20.86,0.37,199314.3,3.38
1231072.47,20.87,0.37,199295.77,3.38
1231056.27,20.87,0.37,199290.27,3.38
1230851.3,20.87,0.37,199290.27,3.38
1230646.32,20.87,0.37,199642.57,3.39
1230441.35,20.87,0.37,199527.08,3.38
1230441.35,20.87,0.37,199527.08,3.38
1230236.37,20.87,0.37,199542.37,3.38
1230031.39,20.87,0.37,199469.68,3.38
1230031.39,20.87,0.37,199469.68,3.38
1229826.42,20.87,0.37,199484.97,3.38
1229826.42,20.87,0.37,199484.97,3.38
1229621.44,20.87,0.37,199412.28,3.38
1229621.44,20.87,0.37,199412.28,3.38
1229416.47,20.87,0.37,199408.96,3.38
1229416.47,20.87,0.37,199408.96,3.38
1229211.49,20.87,0.37,199412.79,3.39
1229445.92,20.87,0.38,199282.12,3.38
1229240.95,20.87,0.38,199275.11,3.38
1229035.97,20.87,0.38,200025.94,3.4
1228831.0,20.87,0.38,200520.4,3.41
1228831.0,20.87,0.38,200520.4,3.41
1228814.8,20.88,0.38,200246.77,3.4
1228814.8,20.88,0.38,200246.77,3.4
1228609.82,20.88,0.38,200189.37,3.4
1228733.06,20.88,0.38,200090.36,3.4
1228528.08,20.88,0.38,200612.44,3.41
1228151.12,20.88,0.38,200215.46,3.4
1228377.26,20.88,0.38,200511.09,3.41
1228377.26,20.88,0.38,200511.09,3.41
1228172.28,20.88,0.38,200511.09,3.41
1228156.09,20.88,0.39,200605.33,3.41
1228139.89,20.89,0.39,200753.36,3.41
1228123.69,20.89,0.39,200735.48,3.41
1227918.72,20.89,0.39,200728.98,3.41
1228153.31,20.9,0.4,201515.66,3.43
1227772.2,20.89,0.39,201111.54,3.42
1227567.22,20.89,0.39,201160.5,3.42
1227362.25,20.89,0.39,201141.47,3.42
1227147.27,20.89,0.39,200524.58,3.41
1227121.08,20.89,0.4,200534.63,3.41
1227335.68,20.9,0.4,200504.71,3.41
1227176.9,20.9,0.4,200363.3,3.41
1226971.92,20.9,0.4,200752.84,3.42
1226955.73,20.9,0.4,200891.05,3.42
1226750.75,20.9,0.4,200989.62,3.42
1226461.17,20.9,0.4,200807.85,3.42
1226584.41,20.9,0.4,200875.35,3.42
1226379.43,20.9,0.4,201066.19,3.43
1226613.87,20.91,0.41,201156.79,3.43
1226609.33,20.91,0.41,200673.2,3.42
1226609.33,20.91,0.41,200673.2,3.42
1226311.99,20.91,0.41,200313.32,3.42
1226107.01,20.91,0.41,200496.1,3.42
1226090.82,20.91,0.41,200590.33,3.42
1225885.84,20.91,0.41,200588.53,3.42
1225869.64,20.91,0.42,200682.77,3.42
1225664.67,20.91,0.42,200699.51,3.42
1225285.26,20.91,0.41,200428.74,3.42
1225269.06,20.91,0.41,200410.87,3.42
1225392.3,20.92,0.42,200406.26,3.42
1225392.3,20.92,0.42,200399.26,3.42
1225187.32,20.92,0.42,200450.69,3.42
1225171.13,20.92,0.42,200426.73,3.42
1225171.13,20.92,0.42,200426.73,3.42
1224966.15,20.92,0.42,200397.38,3.42
1224949.95,20.92,0.42,201148.84,3.44
1224949.95,20.92,0.42,201131.2,3.44
1224744.98,20.92,0.42,201145.54,3.44
1224540.0,20.92,0.42,201121.46,3.44
1224774.43,20.93,0.43,201212.05,3.44
1224774.43,20.93,0.43,201212.05,3.44
1224569.46,20.93,0.43,201394.83,3.44
1224364.48,20.93,0.43,201398.23,3.44
1224364.48,20.93,0.43,201398.23,3.44
1224159.51,20.93,0.43,201372.19,3.44
1223159.51,20.91,0.42,200372.19,3.43
1223159.51,20.91,0.42,200372.19,3.43
1222780.1,20.91,0.41,200101.42,3.42
1222575.13,20.91,0.41,200099.69,3.42
1222276.91,20.9,0.41,199814.68,3.42
1222272.38,20.91,0.41,199331.09,3.41
1222163.82,20.91,0.41,199145.79,3.41
1222398.25,20.91,0.42,199224.15,3.41
1222193.27,20.91,0.42,199168.02,3.41
1221813.87,20.91,0.41,199145.79,3.41
1221655.09,20.91,0.41,198987.79,3.41
1221889.52,20.91,0.42,199644.04,3.42
1221520.11,20.91,0.41,199208.34,3.41
1221315.14,20.91,0.41,199223.63,3.41
1221308.94,20.91,0.41,199088.87,3.41
1221282.74,20.91,0.42,199510.59,3.42
1221497.34,20.92,0.42,199848.66,3.42
1221620.58,20.92,0.43,199832.47,3.42
1221604.38,20.93,0.43,199826.18,3.42
1221399.4,20.93,0.43,199877.6,3.42
1221399.4,20.93,0.43,199877.6,3.42
1221194.43,20.93,0.43,199855.78,3.42
1221178.23,20.93,0.43,199837.62,3.42
1220973.26,20.93,0.43,200340.96,3.43
1220683.68,20.93,0.43,200215.35,3.43
1220478.7,20.93,0.43,200158.08,3.43
1220180.49,20.92,0.42,199872.35,3.43
1219975.52,20.92,0.42,200019.99,3.43
1219975.52,20.92,0.42,200019.99,3.43
1219770.54,20.92,0.42,199962.59,3.43
1220004.97,20.93,0.43,200387.42,3.44
1220158.2,20.93,0.43,200428.19,3.44
1220158.2,20.93,0.43,200428.19,3.44
1220158.2,20.93,0.43,200428.19,3.44
1220158.2,20.93,0.43,200458.9,3.44
1220158.2,20.93,0.43,200428.19,3.44
1219953.23,20.93,0.43,200370.79,3.44
1219937.03,20.94,0.44,200551.33,3.44
1219920.84,20.94,0.44,200533.46,3.44
1219715.86,20.94,0.44,200545.77,3.44
1219510.88,20.94,0.44,200542.66,3.44
1219510.88,20.94,0.44,200577.15,3.44
1219305.91,20.94,0.44,200856.67,3.45
1218926.5,20.93,0.44,200491.84,3.44
1218910.31,20.94,0.44,200300.87,3.44
1218910.31,20.94,0.44,200323.36,3.44
1218705.33,20.94,0.44,200219.11,3.44
1218500.35,20.94,0.44,200730.78,3.45
1218734.79,20.94,0.44,200943.73,3.45
1218529.81,20.94,0.44,200922.41,3.45
1218160.4,20.94,0.44,200646.57,3.45
1218144.21,20.94,0.44,200643.65,3.45
1217939.23,20.94,0.44,200727.33,3.45
1217734.26,20.94,0.44,200662.22,3.45
1217718.06,20.94,0.44,200653.74,3.45
1217952.49,20.95,0.45,201021.07,3.46
1217747.51,20.95,0.45,201128.42,3.46
1217542.54,20.95,0.45,201234.54,3.46
1217526.34,20.95,0.45,201216.66,3.46
1217318.13,20.95,0.45,201163.9,3.46
1217318.13,20.95,0.45,201163.9,3.46
1217113.15,20.95,0.45,201160.24,3.46
1216908.18,20.95,0.45,201157.4,3.46
1216703.2,20.95,0.45,201281.28,3.47
1216703.2,20.95,0.45,201284.31,3.47
1216687.01,20.95,0.45,201215.91,3.46
1216670.81,20.95,0.46,201169.62,3.46
1216465.83,20.95,0.46,201160.43,3.47
1216260.86,20.95,0.46,201722.2,3.48
1216055.88,20.95,0.46,201723.78,3.48
1215850.91,20.95,0.46,201664.8,3.48
1215645.93,20.95,0.46,201661.47,3.48
1215440.96,20.95,0.46,201665.31,3.48
1215424.76,20.96,0.46,201640.43,3.48
1215424.76,20.96,0.46,201634.75,3.48
1215219.78,20.96,0.46,201737.63,3.48
1215014.81,20.96,0.46,201737.26,3.48
1215014.81,20.96,0.46,201774.76,3.48
1214625.4,20.95,0.45,201607.03,3.48
1214625.4,20.95,0.45,201607.03,3.48
1214625.4,20.95,0.45,201607.03,3.48
1214420.43,20.95,0.45,201504.52,3.48
1214420.43,20.95,0.45,201504.52,3.48
1214215.45,20.95,0.45,201492.44,3.48
1214215.45,20.95,0.45,201492.44,3.48
1214215.45,20.95,0.45,201492.44,3.48
1213925.88,20.95,0.45,201211.68,3.47
1213925.88,20.95,0.45,201211.68,3.47
1213720.9,20.95,0.45,201553.17,3.48
1213720.9,20.95,0.45,201553.17,3.48
1213720.9,20.95,0.45,201511.83,3.48
1213515.92,20.95,0.45,201338.94,3.48
1213499.73,20.95,0.45,201328.44,3.48
1213499.73,20.95,0.45,201328.44,3.48
1213483.53,20.95,0.46,201326.65,3.48
1213278.55,20.95,0.46,201378.85,3.48
1213512.99,20.96,0.46,201326.65,3.48
1213133.58,20.95,0.46,201326.65,3.48
1213359.72,20.96,0.46,201879.87,3.49
1213154.74,20.96,0.46,202107.02,3.49
1212856.53,20.96,0.46,201908.94,3.49
1212856.53,20.96,0.46,201908.94,3.49
1212856.53,20.96,0.46,201909.81,3.49
1212651.56,20.96,0.46,201953.19,3.49
1212446.58,20.96,0.46,201949.87,3.49
1212241.61,20.96,0.46,201953.7,3.49
1212036.63,20.96,0.46,201943.94,3.49
1212036.63,20.96,0.46,201990.36,3.49
1211804.23,20.95,0.46,201805.3,3.49
1212046.95,20.96,0.46,202154.85,3.5
1211669.25,20.95,0.46,202031.87,3.49
1211669.25,20.95,0.46,202031.87,3.49
1211464.28,20.95,0.46,201959.0,3.49
1211259.3,20.96,0.46,202407.62,3.5
1211308.2,20.96,0.46,203548.23,3.52
1211103.23,20.96,0.46,203549.81,3.52
