ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_85f6-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
956267.21,22.38,1.88,239663.4,5.61
956062.24,22.38,1.88,239663.4,5.61
955788.5,22.38,1.88,239329.16,5.6
955788.5,22.38,1.88,239356.24,5.6
955788.5,22.38,1.88,239356.24,5.6
955583.53,22.38,1.88,239344.16,5.6
955189.65,22.37,1.87,238974.95,5.6
954984.67,22.37,1.87,238962.66,5.6
954762.49,22.37,1.87,238856.01,5.6
954557.51,22.37,1.87,238915.87,5.6
954352.54,22.37,1.87,239089.31,5.6
954586.97,22.37,1.88,239136.47,5.61
954381.99,22.38,1.88,238856.01,5.6
954375.8,22.38,1.88,238685.61,5.6
954095.36,22.37,1.88,239252.62,5.61
953887.15,22.37,1.87,238462.93,5.59
954119.87,22.38,1.88,239473.7,5.62
953846.6,22.37,1.88,239092.38,5.61
953641.63,22.37,1.88,239107.67,5.61
953436.65,22.37,1.88,239034.98,5.61
953231.67,22.38,1.88,239033.15,5.61
953026.7,22.38,1.88,239031.75,5.61
952821.72,22.38,1.88,239403.33,5.62
952821.72,22.38,1.88,239403.33,5.62
952805.53,22.38,1.88,239239.73,5.62
952789.33,22.38,1.89,239291.87,5.62
952584.35,22.38,1.89,239254.83,5.62
952425.58,22.38,1.88,239092.47,5.62
952220.6,22.38,1.88,239035.07,5.62
952015.62,22.38,1.88,238899.3,5.62
951810.65,22.38,1.89,239167.32,5.62
951605.67,22.38,1.89,239167.32,5.63
951400.7,22.38,1.89,238862.77,5.62
950999.28,22.38,1.88,238535.44,5.61
951122.52,22.38,1.89,238703.62,5.62
950917.54,22.38,1.89,238707.02,5.62
951070.77,22.39,1.89,238747.78,5.62
951285.37,22.4,1.9,238720.01,5.62
951499.97,22.41,1.91,238750.86,5.62
951295.0,22.41,1.91,238745.6,5.62
951278.8,22.41,1.91,238732.38,5.62
951278.8,22.41,1.91,238727.87,5.62
951262.6,22.41,1.92,238715.5,5.62
950964.39,22.41,1.91,238415.08,5.62
951237.11,22.42,1.92,240334.5,5.66
951360.35,22.42,1.93,241775.19,5.7
951360.35,22.42,1.93,241775.19,5.7
951155.37,22.43,1.93,241745.23,5.7
950950.39,22.43,1.93,241687.83,5.7
950745.42,22.43,1.93,241687.83,5.7
950540.44,22.43,1.93,241630.43,5.7
950335.47,22.43,1.93,241630.43,5.7
950130.49,22.43,1.93,241573.03,5.7
949833.15,22.43,1.93,240621.83,5.68
949628.17,22.43,1.93,240621.83,5.68
949423.19,22.43,1.93,239815.01,5.66
949218.22,22.43,1.93,239818.41,5.67
949013.24,22.43,1.93,239808.84,5.67
948808.27,22.43,1.93,240210.3,5.68
948792.07,22.43,1.93,239958.81,5.67
948792.07,22.43,1.93,239958.81,5.67
948785.87,22.44,1.94,239888.08,5.67
948570.9,22.44,1.94,240177.21,5.68
948805.33,22.44,1.95,239757.55,5.67
948600.35,22.44,1.95,240044.76,5.68
948395.38,22.45,1.95,239987.36,5.68
948395.38,22.45,1.95,239987.36,5.68
948395.38,22.45,1.95,240075.48,5.68
948190.4,22.45,1.95,240075.48,5.68
947985.43,22.45,1.95,240052.86,5.68
948174.4,22.45,1.96,239290.17,5.67
947884.82,22.45,1.95,239146.58,5.66
947615.2,22.45,1.95,239287.04,5.67
947410.22,22.45,1.95,239285.29,5.67
947405.69,22.45,1.95,238801.7,5.66
947109.56,22.45,1.95,238443.05,5.65
946904.59,22.45,1.95,238467.13,5.65
946699.61,22.45,1.95,238449.48,5.65
946402.27,22.45,1.95,238636.32,5.66
946104.92,22.45,1.95,238220.82,5.65
945846.57,22.44,1.95,238375.95,5.66
946081.0,22.45,1.95,238369.51,5.66
945876.03,22.45,1.96,238374.71,5.66
945671.05,22.45,1.96,238374.94,5.66
945671.05,22.45,1.96,238374.94,5.66
945466.08,22.45,1.96,238919.63,5.67
945466.08,22.45,1.96,238918.62,5.67
945261.1,22.45,1.96,238912.17,5.68
945056.13,22.45,1.96,238800.51,5.67
945039.93,22.46,1.96,238994.25,5.68
945023.73,22.46,1.97,238885.64,5.68
945023.73,22.46,1.97,238885.64,5.68
945007.53,22.47,1.97,238797.0,5.68
944802.56,22.47,1.97,238782.36,5.68
944597.58,22.47,1.97,239488.07,5.7
944597.58,22.47,1.97,239488.07,5.7
944402.01,22.46,1.97,239277.37,5.69
944402.01,22.46,1.97,239277.37,5.69
944197.04,22.46,1.97,239136.81,5.69
943992.06,22.46,1.97,239115.56,5.69
943787.09,22.47,1.97,239114.16,5.69
943787.09,22.47,1.97,239114.16,5.69
943407.68,22.46,1.96,238735.93,5.68
943329.94,22.46,1.96,237448.64,5.65
943329.94,22.46,1.96,237448.64,5.65
943329.94,22.46,1.96,237448.64,5.65
943078.66,22.46,1.96,238017.51,5.67
943062.46,22.46,1.96,238015.78,5.67
943062.46,22.46,1.96,238015.78,5.67
942857.49,22.46,1.97,238074.2,5.67
942559.28,22.46,1.96,237685.93,5.66
942354.3,22.46,1.96,237651.62,5.66
942354.3,22.46,1.96,237651.62,5.66
942477.53,22.46,1.97,237632.82,5.66
942272.56,22.46,1.97,237640.72,5.67
942272.56,22.46,1.97,237640.72,5.67
942506.99,22.47,1.98,238591.17,5.69
942302.01,22.47,1.98,238606.46,5.69
942097.04,22.47,1.98,238533.77,5.69
941892.06,22.47,1.98,238530.45,5.69
941593.85,22.47,1.97,238123.91,5.68
941388.88,22.47,1.97,238123.24,5.68
941019.47,22.46,1.97,237854.17,5.68
940814.49,22.46,1.97,237848.92,5.68
940609.52,22.46,1.97,238007.09,5.68
940593.32,22.47,1.97,237975.25,5.68
940388.35,22.47,1.97,237954.23,5.69
940622.78,22.48,1.98,237946.7,5.69
940606.58,22.48,1.98,238354.51,5.7
940401.6,22.48,1.98,238146.83,5.69
940385.41,22.48,1.99,238131.93,5.69
940369.21,22.49,1.99,238129.99,5.69
940164.24,22.49,1.99,238209.06,5.7
939959.26,22.49,1.99,238209.95,5.7
939579.85,22.48,1.99,238274.98,5.7
939579.85,22.48,1.99,238274.98,5.7
939814.28,22.49,1.99,238129.99,5.7
939609.31,22.49,1.99,238130.22,5.7
939404.33,22.49,1.99,239047.39,5.72
939199.36,22.49,2.0,238898.16,5.72
939199.36,22.49,2.0,238898.16,5.72
939183.16,22.5,2.0,238892.37,5.72
938978.18,22.5,2.0,238873.93,5.72
938773.21,22.5,2.0,238875.17,5.72
938568.23,22.5,2.0,238873.56,5.73
938363.26,22.5,2.0,238994.0,5.73
938158.28,22.5,2.0,238936.6,5.73
937953.31,22.5,2.0,238936.6,5.73
937748.33,22.5,2.0,238936.4,5.73
937732.13,22.5,2.01,239343.43,5.74
937715.94,22.51,2.01,239374.22,5.75
937558.38,22.51,2.01,239217.63,5.74
937188.97,22.5,2.0,238958.66,5.74
936974.97,22.49,2.0,238839.44,5.73
936769.99,22.5,2.0,238839.44,5.74
936769.99,22.5,2.0,238839.44,5.74
936753.8,22.5,2.0,239073.7,5.74
936548.82,22.5,2.0,239013.6,5.74
936343.85,22.5,2.0,238956.2,5.74
936138.87,22.5,2.0,238956.2,5.74
935933.89,22.5,2.0,238898.8,5.74
935728.92,22.5,2.0,238898.8,5.74
935523.94,22.5,2.0,238841.4,5.74
935647.18,22.51,2.01,239157.13,5.75
935442.2,22.51,2.01,239160.53,5.75
935237.23,22.51,2.01,239134.49,5.76
935471.66,22.52,2.02,239132.76,5.76
935471.66,22.52,2.02,239132.76,5.76
935471.66,22.52,2.02,239132.76,5.76
935266.68,22.52,2.02,239149.59,5.76
935061.71,22.52,2.02,239132.76,5.76
935061.71,22.52,2.02,239136.97,5.76
934856.73,22.52,2.02,239467.88,5.77
934852.2,22.52,2.03,238984.3,5.76
934643.99,22.52,2.02,238788.56,5.75
934346.64,22.52,2.02,238421.58,5.75
934141.67,22.52,2.02,238215.88,5.74
934125.47,22.52,2.03,238579.61,5.75
934125.47,22.52,2.03,238579.61,5.75
934109.27,22.53,2.03,238561.74,5.75
933719.87,22.52,2.02,238310.75,5.75
933514.89,22.52,2.02,238304.25,5.75
933356.11,22.52,2.02,238159.48,5.75
933479.35,22.52,2.03,238355.18,5.75
933274.37,22.52,2.03,238166.63,5.75
933069.4,22.52,2.03,239440.53,5.78
933069.4,22.52,2.03,239438.21,5.78
933192.63,22.53,2.03,239422.02,5.78
932987.66,22.53,2.03,239413.84,5.78
932782.68,22.53,2.03,239624.71,5.79
932577.71,22.53,2.04,239488.6,5.79
932812.14,22.54,2.04,239547.68,5.79
932812.14,22.54,2.04,239547.68,5.79
932432.73,22.53,2.04,240511.37,5.81
932224.52,22.53,2.03,239745.46,5.79
932224.52,22.53,2.03,239745.46,5.79
932019.54,22.53,2.03,239083.91,5.78
931814.57,22.53,2.03,239084.14,5.78
931814.57,22.53,2.03,239116.41,5.78
931609.59,22.53,2.03,239099.44,5.78
931404.62,22.53,2.04,239167.9,5.79
931398.42,22.54,2.04,238913.0,5.78
931186.44,22.54,2.04,239317.59,5.79
930886.46,22.53,2.03,239011.92,5.79
930681.48,22.53,2.03,239342.0,5.79
930665.28,22.54,2.04,239169.38,5.79
930460.31,22.54,2.04,239111.99,5.79
930460.31,22.54,2.04,239111.99,5.79
930255.33,22.54,2.04,239111.99,5.79
930255.33,22.54,2.04,239085.32,5.79
930050.36,22.54,2.04,238851.76,5.79
928410.55,22.54,2.04,238827.39,5.8
928205.58,22.54,2.04,239215.37,5.81
927908.23,22.54,2.04,238980.13,5.81
927610.88,22.54,2.04,238563.8,5.8
927845.31,22.55,2.05,238771.16,5.8
927968.55,22.55,2.06,238754.97,5.8
927763.57,22.55,2.06,238746.79,5.8
927558.6,22.55,2.06,238785.07,5.81
927353.62,22.56,2.06,238779.97,5.81
927055.41,22.55,2.05,239241.23,5.82
926850.44,22.55,2.05,239143.97,5.82
926645.46,22.55,2.05,239159.48,5.82
926384.9,22.55,2.05,238933.11,5.82
926179.92,22.55,2.05,238911.37,5.82
925974.95,22.55,2.05,239131.44,5.82
925867.8,22.55,2.05,239954.86,5.84
926102.23,22.55,2.06,239759.37,5.84
925871.47,22.55,2.05,239716.64,5.84
925871.47,22.55,2.05,239747.3,5.84
925666.5,22.55,2.05,239461.76,5.83
925461.52,22.55,2.05,239585.42,5.84
925809.23,22.56,2.06,239264.6,5.83
925604.25,22.56,2.06,239059.3,5.83
925399.28,22.56,2.06,239074.59,5.83
925399.28,22.56,2.06,239071.23,5.83
925383.08,22.57,2.07,240231.32,5.86
925383.08,22.57,2.07,240222.8,5.86
925383.08,22.57,2.07,240234.01,5.86
925178.1,22.57,2.07,240161.32,5.86
924973.13,22.57,2.07,240158.0,5.86
924973.13,22.57,2.07,240127.28,5.86
924838.74,22.57,2.07,241577.64,5.89
924633.76,22.57,2.07,240843.78,5.88
924428.79,22.57,2.07,240826.15,5.88
924663.22,22.58,2.08,241059.55,5.89
924663.22,22.58,2.08,241091.79,5.89
924663.22,22.58,2.08,241077.05,5.89
924458.24,22.58,2.08,240982.36,5.88
924253.27,22.58,2.08,240904.68,5.88
924048.29,22.58,2.08,240885.93,5.89
923843.32,22.58,2.08,241558.03,5.9
923638.34,22.58,2.08,241216.41,5.9
923361.3,22.57,2.08,241309.88,5.9
923063.96,22.57,2.07,240891.48,5.89
922858.98,22.57,2.07,240885.86,5.89
922654.01,22.57,2.08,240891.64,5.89
922449.03,22.57,2.08,240890.41,5.89
922244.06,22.57,2.08,240885.86,5.9
922244.06,22.57,2.08,240885.86,5.9
922387.29,22.58,2.08,241961.96,5.92
922182.31,22.58,2.08,241965.36,5.92
922182.31,22.58,2.08,241986.76,5.93
921977.34,22.58,2.08,241983.87,5.93
921772.36,22.58,2.08,241990.19,5.93
921567.39,22.58,2.09,242036.92,5.93
921362.41,22.58,2.09,241958.99,5.93
921157.43,22.58,2.09,241958.99,5.93
921391.87,22.59,2.09,242049.58,5.94
921186.89,22.59,2.1,242327.49,5.94
921182.36,22.6,2.1,241876.17,5.93
920888.1,22.6,2.1,241496.64,5.93
920888.1,22.6,2.1,241496.64,5.93
920888.1,22.6,2.1,241528.91,5.93
920683.12,22.6,2.1,241471.51,5.93
920478.15,22.6,2.1,241666.43,5.93
920273.17,22.6,2.1,241471.51,5.93
920068.2,22.6,2.1,241471.51,5.93
919863.22,22.6,2.1,241486.79,5.93
919564.99,22.59,2.1,241212.96,5.93
919195.58,22.59,2.09,240857.06,5.92
919430.01,22.59,2.1,241115.14,5.93
919654.61,22.6,2.11,241695.69,5.94
919439.64,22.6,2.11,241495.99,5.94
919439.64,22.6,2.11,241474.17,5.94
919439.64,22.6,2.11,241471.84,5.94
919234.66,22.6,2.11,241450.59,5.94
919029.69,22.6,2.11,241449.19,5.94
918824.71,22.6,2.11,241447.46,5.94
918619.73,22.61,2.11,241538.96,5.94
918603.54,22.61,2.11,241463.22,5.94
918398.56,22.61,2.11,241447.46,5.94
918398.56,22.61,2.11,241447.46,5.94
918193.59,22.61,2.11,241390.06,5.94
917988.61,22.61,2.11,241760.06,5.95
917988.61,22.61,2.11,241760.06,5.95
917783.64,22.61,2.11,241550.35,5.95
917779.1,22.62,2.12,241066.76,5.94
917779.1,22.62,2.12,241066.8,5.94
917399.7,22.61,2.11,240796.04,5.93
917102.35,22.61,2.11,240436.16,5.93
917102.35,22.61,2.11,240436.16,5.93
916897.38,22.61,2.11,240436.16,5.93
916881.18,22.61,2.11,240418.29,5.93
916594.18,22.61,2.11,240141.21,5.92
916389.2,22.61,2.11,240134.72,5.92
916184.22,22.61,2.11,240134.72,5.93
915979.25,22.61,2.11,240322.06,5.93
915774.27,22.61,2.11,240301.83,5.93
915758.08,22.61,2.12,240537.41,5.94
915881.31,22.62,2.12,240563.18,5.94
915583.1,22.61,2.12,240212.26,5.93
915378.13,22.61,2.12,240542.47,5.94
915173.15,22.62,2.12,240521.22,5.94
914968.17,22.62,2.12,240519.83,5.95
914763.2,22.62,2.12,240518.1,5.95
914558.22,22.62,2.12,240609.59,5.95
914681.46,22.62,2.13,240559.23,5.95
914476.48,22.62,2.13,240528.92,5.95
914476.48,22.62,2.13,240551.38,5.95
914476.48,22.62,2.13,240551.43,5.95
914710.91,22.63,2.13,241240.62,5.97
914834.15,22.64,2.14,241501.12,5.98
914629.17,22.64,2.14,241489.03,5.98
914424.2,22.64,2.14,241496.92,5.98
914219.22,22.64,2.14,241491.87,5.98
913921.01,22.64,2.14,241152.68,5.97
913904.81,22.64,2.14,241213.47,5.98
913699.84,22.64,2.14,241181.07,5.98
913494.86,22.64,2.14,241142.06,5.98
913494.86,22.64,2.14,241253.96,5.98
911855.06,22.64,2.15,241229.59,5.99
911646.85,22.64,2.14,241217.49,5.99
911630.65,22.64,2.15,241709.04,6.0
911393.15,22.64,2.14,240866.36,5.98
911188.77,22.64,2.14,240818.43,5.98
910902.49,22.64,2.14,240662.93,5.98
910902.49,22.64,2.14,240691.38,5.98
910902.49,22.64,2.14,240691.38,5.98
910697.51,22.64,2.14,240522.61,5.98
910492.54,22.64,2.14,240526.01,5.98
910261.78,22.64,2.14,240261.0,5.97
910056.81,22.64,2.14,240235.39,5.98
909851.83,22.64,2.14,240350.18,5.98
909835.64,22.64,2.14,240276.57,5.98
909835.64,22.64,2.14,240276.57,5.98
909630.66,22.64,2.15,240234.66,5.98
909630.66,22.64,2.15,240234.66,5.98
909865.09,22.65,2.15,240654.19,5.99
909848.89,22.66,2.16,240722.21,5.99
910026.2,22.66,2.17,241057.04,6.0
910026.2,22.66,2.17,241057.08,6.0
909646.79,22.66,2.16,241047.43,6.0
909646.79,22.66,2.16,241026.21,6.0
909881.22,22.66,2.17,241116.8,6.01
909676.25,22.67,2.17,241299.58,6.01
909671.71,22.67,2.17,240815.99,6.0
909671.71,22.67,2.17,240842.14,6.0
909374.37,22.67,2.17,240172.06,5.99
909077.02,22.67,2.17,239812.19,5.98
909077.02,22.67,2.17,239812.19,5.98
909072.49,22.67,2.17,239328.6,5.97
908776.37,22.67,2.17,238969.94,5.96
908572.93,22.67,2.17,238678.82,5.95
908367.96,22.67,2.17,238661.51,5.96
908545.26,22.67,2.18,238654.45,5.96
908340.28,22.67,2.18,238674.81,5.96
908324.09,22.68,2.18,238663.49,5.96
908324.09,22.68,2.18,238663.49,5.96
908119.11,22.68,2.18,238654.92,5.96
908119.11,22.68,2.18,238703.44,5.96
908119.11,22.68,2.18,238703.44,5.96
907914.14,22.68,2.18,238702.97,5.96
907914.14,22.68,2.18,238677.42,5.96
907897.94,22.68,2.19,239372.95,5.98
907881.74,22.69,2.19,239567.05,5.99
907676.77,22.69,2.19,239544.91,5.99
907483.27,22.68,2.19,239405.26,5.98
907467.07,22.69,2.19,239403.03,5.99
907450.87,22.69,2.2,239403.03,5.99
907450.87,22.69,2.2,239403.03,5.99
907434.67,22.7,2.2,239415.64,5.99
907229.7,22.7,2.2,239403.03,5.99
907229.7,22.7,2.2,239431.53,5.99
907024.72,22.7,2.2,239431.53,5.99
907008.53,22.7,2.2,240162.08,6.01
906803.55,22.7,2.21,240131.58,6.01
906803.55,22.7,2.21,240131.58,6.01
906803.55,22.7,2.21,240131.58,6.01
906598.58,22.7,2.21,240121.85,6.01
906598.58,22.7,2.21,240121.85,6.01
906393.6,22.7,2.21,240057.73,6.01
906188.62,22.7,2.21,240061.13,6.01
905983.65,22.71,2.21,240058.24,6.02
905778.67,22.71,2.21,240064.56,6.02
905778.67,22.71,2.21,240064.56,6.02
905762.48,22.71,2.21,240108.89,6.02
905746.28,22.71,2.22,240056.39,6.02
905746.28,22.71,2.22,240056.39,6.02
905730.08,22.72,2.22,240033.36,6.02
905730.08,22.72,2.22,240047.94,6.02
905525.11,22.72,2.22,240677.51,6.04
905525.11,22.72,2.22,240677.51,6.04
905320.13,22.72,2.22,240506.31,6.04
904500.23,22.72,2.22,240483.71,6.04
904269.47,22.72,2.22,240352.5,6.04
904064.5,22.72,2.22,240295.1,6.04
903859.52,22.72,2.22,240295.1,6.04
903654.55,22.72,2.22,240525.77,6.05
903654.55,22.72,2.22,240525.77,6.05
903449.57,22.72,2.22,240444.0,6.05
903244.59,22.72,2.22,240386.6,6.05
903039.62,22.72,2.22,240386.6,6.05
903274.05,22.73,2.23,240334.14,6.05
903069.07,22.73,2.23,240334.14,6.05
902848.32,22.73,2.23,240691.84,6.06
902961.55,22.73,2.24,240740.13,6.06
902961.55,22.73,2.24,240740.13,6.06
902756.58,22.73,2.24,240740.13,6.06
902551.6,22.73,2.24,240747.51,6.06
902551.6,22.73,2.24,240747.51,6.06
902535.41,22.74,2.24,240740.95,6.07
902330.43,22.74,2.24,240740.13,6.07
902125.45,22.74,2.24,240912.53,6.07
901917.24,22.74,2.24,240737.29,6.07
901917.24,22.74,2.24,240737.29,6.07
901712.27,22.74,2.24,240688.96,6.07
901712.27,22.74,2.24,240688.96,6.07
901507.29,22.74,2.24,240749.46,6.07
901507.29,22.74,2.24,240749.46,6.07
901741.72,22.75,2.25,240731.7,6.07
901362.32,22.74,2.24,240725.09,6.07
901157.34,22.74,2.24,240760.28,6.08
901141.14,22.74,2.25,240760.42,6.08
901375.57,22.75,2.25,240728.14,6.08
901170.6,22.75,2.25,240725.09,6.08
901170.6,22.75,2.25,240725.09,6.08
901033.11,22.75,2.25,240831.95,6.08
900828.14,22.75,2.25,240818.45,6.08
900828.14,22.75,2.25,240818.45,6.08
900623.16,22.75,2.25,240803.94,6.08
900418.18,22.75,2.25,241273.24,6.1
900213.21,22.75,2.26,241276.64,6.1
900197.01,22.76,2.26,241251.61,6.1
900320.25,22.76,2.27,241248.87,6.1
900320.25,22.76,2.27,241248.87,6.1
900058.33,22.76,2.26,240986.68,6.09
899760.12,22.75,2.26,241058.85,6.1
899743.92,22.76,2.26,241012.28,6.1
899978.35,22.77,2.27,240986.68,6.1
899978.35,22.77,2.27,240986.68,6.1
899962.15,22.77,2.27,241487.65,6.11
899945.96,22.77,2.28,241622.45,6.11
899566.55,22.77,2.27,240986.68,6.1
899361.58,22.77,2.27,241834.13,6.12
899156.6,22.77,2.27,241835.71,6.12
899156.6,22.77,2.27,241835.71,6.12
899156.6,22.77,2.27,241835.71,6.12
899140.4,22.77,2.28,241929.33,6.13
899140.4,22.77,2.28,241929.33,6.13
898935.43,22.77,2.28,241926.09,6.13
898730.45,22.77,2.28,241926.09,6.13
898525.48,22.77,2.28,241980.23,6.13
898320.5,22.78,2.28,241952.22,6.13
898554.93,22.78,2.29,241926.09,6.13
898538.73,22.79,2.29,242368.61,6.15
898333.76,22.79,2.29,242295.11,6.15
898196.53,22.79,2.29,242634.24,6.16
897981.56,22.79,2.29,242385.01,6.15
897776.58,22.79,2.29,242388.41,6.15
897760.38,22.79,2.29,242363.37,6.15
897744.19,22.8,2.3,242360.63,6.15
897744.19,22.8,2.3,242360.63,6.15
897744.19,22.8,2.3,242360.63,6.15
897978.62,22.8,2.31,242403.64,6.16
897773.64,22.81,2.31,242394.19,6.16
897773.64,22.81,2.31,242394.19,6.16
897773.64,22.81,2.31,242394.19,6.16
897568.67,22.81,2.31,242371.04,6.16
897363.69,22.81,2.31,242360.63,6.16
897158.72,22.81,2.31,243164.41,6.18
896927.96,22.8,2.31,242858.35,6.17
896722.98,22.8,2.31,242858.58,6.18
896518.01,22.8,2.31,242852.13,6.18
896313.03,22.8,2.31,243065.54,6.18
896436.27,22.81,2.31,242887.86,6.18
896231.29,22.81,2.31,242871.75,6.18
896026.32,22.81,2.32,243002.1,6.19
896260.75,22.82,2.32,242993.84,6.19
895881.34,22.81,2.32,243296.89,6.2
895676.37,22.82,2.32,243342.93,6.2
895471.39,22.82,2.32,243274.36,6.2
895471.39,22.82,2.32,243274.36,6.2
895455.19,22.82,2.32,243046.93,6.19
895250.22,22.82,2.32,243046.93,6.2
895045.24,22.82,2.32,243046.93,6.2
895029.05,22.83,2.33,243720.75,6.22
895029.05,22.83,2.33,243720.75,6.22
894824.07,22.83,2.33,243722.7,6.22
894619.09,22.83,2.33,243722.14,6.22
894441.94,22.82,2.33,245392.92,6.26
894236.96,22.82,2.33,245391.53,6.26
894024.79,22.82,2.32,245200.89,6.26
894008.59,22.82,2.33,245118.21,6.26
893992.39,22.83,2.33,245165.72,6.26
893787.42,22.83,2.33,245310.88,6.27
893787.42,22.83,2.33,245310.88,6.27
893582.44,22.83,2.33,245227.61,6.27
893566.24,22.83,2.34,245350.41,6.27
893361.27,22.84,2.34,245353.81,6.27
893595.7,22.84,2.35,245329.81,6.27
893436.92,22.84,2.34,245171.22,6.27
893436.92,22.84,2.34,245171.22,6.27
893231.94,22.84,2.34,245167.45,6.27
892852.54,22.83,2.34,245361.36,6.28
893250.75,22.85,2.35,245186.03,6.27
893234.55,22.85,2.35,245167.45,6.27
893029.58,22.85,2.35,245789.48,6.29
892824.6,22.85,2.35,245575.34,6.29
892682.69,22.85,2.35,246116.73,6.3
892682.69,22.85,2.35,246116.73,6.3
892682.69,22.85,2.35,246116.73,6.3
892707.08,22.85,2.36,246106.2,6.3
892502.1,22.85,2.36,246109.6,6.3
892080.24,22.85,2.35,245687.51,6.29
892080.24,22.85,2.35,245687.51,6.29
892075.71,22.85,2.35,245203.92,6.28
891870.73,22.85,2.35,245178.64,6.28
891573.39,22.85,2.35,244818.77,6.27
891368.41,22.85,2.35,244886.31,6.28
891163.44,22.85,2.35,244847.11,6.28
891163.44,22.85,2.35,244847.11,6.28
891286.67,22.86,2.36,244816.27,6.28
891286.67,22.86,2.36,244816.27,6.28
891286.67,22.86,2.36,244816.27,6.28
891286.67,22.86,2.36,244816.27,6.28
890988.46,22.85,2.36,245599.25,6.3
890783.49,22.85,2.36,245578.48,6.3
890783.49,22.85,2.36,245578.48,6.3
891017.92,22.86,2.36,245575.89,6.3
890812.94,22.86,2.37,245684.53,6.31
890433.54,22.86,2.36,245604.57,6.3
890433.54,22.86,2.36,245634.21,6.31
890228.56,22.86,2.36,245625.89,6.31
890462.99,22.87,2.37,246857.73,6.34
890258.01,22.87,2.37,246873.24,6.34
890241.82,22.87,2.37,246403.94,6.33
890225.62,22.87,2.38,246249.43,6.33
890020.65,22.88,2.38,246499.07,6.34
890143.88,22.88,2.38,246478.38,6.34
889938.9,22.88,2.39,245662.25,6.32
889733.93,22.88,2.39,245905.87,6.32
889727.73,22.89,2.39,245626.41,6.32
889568.66,22.89,2.39,246307.27,6.34
889515.63,22.89,2.39,246113.21,6.33
889310.65,22.89,2.39,245904.62,6.33
889310.65,22.89,2.39,245884.88,6.33
889105.68,22.89,2.39,245832.88,6.33
888900.7,22.89,2.39,246488.57,6.35
888695.73,22.89,2.39,246151.64,6.34
888490.75,22.89,2.39,246121.69,6.34
888490.75,22.89,2.39,246148.31,6.34
888285.78,22.89,2.4,246144.99,6.34
888080.8,22.89,2.4,246123.94,6.34
888064.6,22.9,2.4,246171.19,6.35
888064.6,22.9,2.4,246164.83,6.35
887861.17,22.89,2.4,246009.4,6.34
887861.17,22.89,2.4,245987.97,6.34
888095.6,22.9,2.4,245990.53,6.34
887890.62,22.9,2.41,245956.29,6.34
887685.65,22.9,2.41,246090.31,6.35
887460.27,22.9,2.4,246279.26,6.36
887410.27,22.9,2.4,246229.26,6.35
887205.29,22.9,2.4,246225.93,6.36
887000.32,22.9,2.4,246204.88,6.36
887123.55,22.91,2.41,246317.98,6.36
887429.87,22.92,2.42,246219.95,6.36
887429.87,22.92,2.42,246162.96,6.36
887352.01,22.92,2.42,246672.36,6.37
886999.69,22.91,2.42,246657.3,6.37
886704.79,22.91,2.42,246249.36,6.36
886499.82,22.91,2.42,246843.93,6.38
886499.82,22.91,2.42,246843.93,6.38
886499.82,22.91,2.42,246843.93,6.38
886294.84,22.91,2.42,246840.69,6.38
886418.08,22.92,2.42,246675.81,6.38
886213.1,22.92,2.42,246675.81,6.38
886008.12,22.92,2.42,246898.65,6.39
886324.44,22.93,2.44,247955.25,6.42
886119.46,22.93,2.44,247836.63,6.41
885821.25,22.93,2.43,247575.58,6.41
885795.05,22.93,2.43,247614.32,6.41
885795.05,22.93,2.43,247703.11,6.41
885590.08,22.93,2.43,247598.89,6.41
885237.76,22.93,2.43,247163.32,6.4
885361.0,22.93,2.44,247860.58,6.42
885361.0,22.93,2.44,247860.58,6.42
885344.8,22.94,2.44,247691.04,6.42
885579.23,22.95,2.45,247889.94,6.42
885374.25,22.95,2.45,247889.94,6.42
885169.04,22.94,2.45,247766.16,6.42
884871.11,22.94,2.44,247460.49,6.41
884866.58,22.94,2.44,246976.9,6.4
884758.01,22.94,2.45,246791.6,6.4
884758.01,22.94,2.45,246791.6,6.4
884758.01,22.94,2.45,246760.89,6.4
884741.82,22.95,2.45,246130.91,6.38
884536.84,22.95,2.45,246130.91,6.39
884331.86,22.95,2.45,245702.59,6.38
884083.65,22.94,2.45,245704.52,6.38
883878.68,22.95,2.45,245704.52,6.38
883878.68,22.95,2.45,245740.51,6.38
883673.7,22.95,2.45,245740.71,6.38
883294.3,22.94,2.44,245340.04,6.37
883089.32,22.94,2.44,245339.84,6.37
882884.34,22.94,2.44,245411.47,6.38
882679.37,22.94,2.44,245401.85,6.38
