ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
978039.86,22.66,10.39,677796.25,15.7
978037.61,22.66,10.4,677680.88,15.7
978326.83,22.67,10.41,677425.72,15.7
978326.83,22.67,10.41,677425.72,15.7
977309.41,22.69,10.42,676614.32,15.71
977307.16,22.69,10.43,676552.07,15.71
977099.5,22.69,10.43,676269.72,15.71
977104.57,22.7,10.43,675988.13,15.7
977416.55,22.71,10.44,676435.63,15.71
977225.5,22.71,10.44,676183.71,15.71
977001.22,22.71,10.44,676082.08,15.71
976769.05,22.7,10.44,675771.08,15.71
975751.63,22.72,10.46,674959.67,15.72
975872.7,22.73,10.46,674772.77,15.72
976131.59,22.74,10.47,674631.06,15.71
976575.29,22.75,10.48,673803.8,15.7
976844.05,22.76,10.5,673772.36,15.7
976530.84,22.76,10.49,673391.36,15.69
976347.1,22.76,10.5,672918.65,15.69
975329.68,22.78,10.51,672107.25,15.7
976111.03,22.8,10.53,672533.92,15.71
976568.6,22.81,10.55,672684.03,15.71
976277.78,22.82,10.55,672489.97,15.72
976543.97,22.83,10.56,672030.14,15.71
975526.55,22.85,10.58,671218.74,15.72
975514.2,22.85,10.58,670937.37,15.72
975782.96,22.86,10.6,671042.6,15.72
975324.26,22.85,10.59,670479.75,15.71
975581.13,22.87,10.6,670432.93,15.71
975469.17,22.87,10.6,670260.18,15.71
975672.54,22.88,10.61,669966.26,15.71
976382.9,22.9,10.63,670068.98,15.71
976158.62,22.9,10.63,670113.55,15.72
975974.88,22.9,10.63,669602.35,15.71
975750.61,22.9,10.63,669464.65,15.71
975951.31,22.9,10.64,669261.79,15.71
975950.1,22.91,10.64,669952.71,15.73
976037.81,22.91,10.65,669923.7,15.73
976306.56,22.92,10.66,669898.52,15.73
975289.14,22.94,10.68,669087.11,15.74
975105.4,22.94,10.68,668757.86,15.74
974723.8,22.94,10.67,668441.26,15.73
974532.74,22.94,10.67,668182.72,15.73
974308.47,22.94,10.67,668227.29,15.73
974654.71,22.95,10.68,668597.81,15.74
975078.21,22.96,10.69,669139.19,15.76
974894.47,22.96,10.7,668663.64,15.75
974710.73,22.96,10.7,668170.86,15.74
975168.3,22.98,10.71,668320.97,15.75
975132.83,22.98,10.72,668590.98,15.76
974908.56,22.98,10.72,668485.03,15.76
975299.4,22.99,10.73,669022.14,15.77
975557.27,23.0,10.73,668714.79,15.77
975934.39,23.01,10.75,668292.05,15.76
976203.15,23.02,10.76,668307.6,15.76
975185.73,23.04,10.78,667496.2,15.77
974886.99,23.04,10.77,667633.55,15.78
975155.74,23.05,10.78,667603.82,15.78
974972.0,23.05,10.78,667908.02,15.79
974781.99,23.05,10.78,667438.79,15.78
973764.57,23.07,10.8,666627.39,15.79
974117.09,23.08,10.81,666387.0,15.79
973892.82,23.08,10.81,666482.21,15.79
973668.54,23.08,10.81,666511.05,15.8
973460.88,23.08,10.82,666254.91,15.8
973236.6,23.08,10.82,666068.51,15.8
973052.86,23.08,10.82,665624.23,15.79
972035.44,23.1,10.84,664812.83,15.8
971999.98,23.1,10.84,664868.96,15.8
971855.26,23.11,10.84,664424.42,15.8
972112.13,23.12,10.85,664377.59,15.8
971829.67,23.13,10.87,663993.98,15.81
971639.66,23.13,10.87,663593.68,15.8
971415.38,23.13,10.87,663622.52,15.8
971673.25,23.14,10.88,663294.55,15.8
971909.82,23.15,10.89,662738.69,15.79
972178.58,23.16,10.9,662786.65,15.79
972363.64,23.17,10.91,662894.18,15.8
972621.51,23.18,10.91,662817.06,15.8
972397.23,23.18,10.91,662594.62,15.79
971416.05,23.2,10.94,661855.34,15.81
970398.63,23.22,10.96,661043.93,15.82
970214.89,23.22,10.96,660641.34,15.81
970961.49,23.24,10.98,660814.06,15.82
971680.18,23.26,11.0,661190.39,15.83
971680.18,23.26,11.0,661000.85,15.82
971579.37,23.26,11.0,660508.47,15.82
971389.36,23.27,11.0,661494.35,15.84
971672.62,23.28,11.01,661780.03,15.85
971930.49,23.28,11.02,662273.28,15.87
976371.14,23.4,11.13,662921.29,15.89
976368.89,23.4,11.14,662861.85,15.89
976144.61,23.4,11.14,662756.46,15.89
976456.6,23.41,11.15,662970.9,15.89
977023.67,23.43,11.16,662898.25,15.89
977028.74,23.43,11.17,663402.68,15.91
977655.45,23.45,11.19,663427.82,15.91
977655.45,23.45,11.19,663077.54,15.91
977660.52,23.46,11.19,662881.95,15.9
977660.52,23.46,11.19,663358.51,15.92
977660.52,23.46,11.19,663358.51,15.92
977902.79,23.46,11.2,663794.16,15.93
977790.83,23.47,11.2,664349.76,15.94
977607.09,23.47,11.2,664080.79,15.94
977416.03,23.47,11.21,664407.8,15.95
977101.63,23.47,11.2,664021.53,15.95
977445.21,23.48,11.21,666212.97,16.0
977445.21,23.48,11.21,666212.97,16.0
977445.21,23.48,11.21,666212.97,16.0
977220.94,23.48,11.21,666247.06,16.01
976557.75,23.49,11.22,666055.64,16.02
976702.75,23.49,11.23,666445.98,16.03
976702.75,23.49,11.23,666445.98,16.03
976511.7,23.49,11.23,666186.31,16.03
976192.07,23.5,11.23,666270.77,16.04
976192.07,23.5,11.23,666145.78,16.03
976449.93,23.51,11.24,666657.13,16.05
976225.66,23.51,11.24,666693.49,16.05
976052.61,23.51,11.24,666584.78,16.05
976057.67,23.51,11.25,666307.27,16.05
976326.43,23.53,11.26,666412.51,16.06
975309.01,23.55,11.28,665601.1,16.07
975309.01,23.55,11.28,665621.94,16.07
975352.91,23.55,11.28,665387.21,16.06
975169.17,23.55,11.28,664884.82,16.06
974978.12,23.55,11.28,664625.15,16.05
974330.61,23.54,11.27,663873.49,16.04
974599.37,23.55,11.29,663939.36,16.04
974487.41,23.55,11.29,664246.92,16.06
974303.67,23.56,11.29,664572.76,16.07
973888.34,23.56,11.29,664211.47,16.07
973704.6,23.56,11.29,663927.73,16.06
973520.86,23.56,11.3,663881.18,16.07
973978.42,23.58,11.31,664031.29,16.07
973978.42,23.58,11.31,664031.29,16.07
973794.68,23.58,11.31,664386.73,16.09
973570.41,23.58,11.31,664200.33,16.09
973386.67,23.58,11.31,663757.73,16.08
973202.93,23.58,11.31,663361.5,16.07
972185.51,23.6,11.34,662550.1,16.08
972454.26,23.61,11.35,662507.84,16.09
972418.8,23.62,11.35,662671.69,16.09
972828.7,23.63,11.36,662664.59,16.09
972691.65,23.63,11.36,662516.88,16.09
972836.65,23.64,11.37,662208.87,16.09
972652.91,23.64,11.37,661905.16,16.09
972285.43,23.64,11.38,661415.17,16.08
971949.31,23.64,11.38,661267.47,16.09
971949.31,23.64,11.38,661917.01,16.1
971765.57,23.65,11.38,661504.65,16.1
972034.33,23.66,11.39,661504.07,16.1
971810.06,23.66,11.39,661402.44,16.1
971527.59,23.67,11.41,661018.83,16.11
971334.1,23.68,11.41,661465.87,16.12
970875.4,23.67,11.4,660903.01,16.11
970651.13,23.67,11.4,660793.64,16.11
970656.2,23.67,11.41,660669.82,16.11
970819.96,23.68,11.41,663669.62,16.19
971417.46,23.7,11.43,663707.6,16.19
971675.32,23.71,11.44,663323.94,16.18
970860.22,23.69,11.43,662482.17,16.17
971128.98,23.7,11.44,662466.21,16.17
970937.92,23.7,11.44,662210.87,16.17
969920.5,23.73,11.46,661399.46,16.18
969696.23,23.73,11.46,661177.35,16.18
970406.59,23.75,11.48,661280.07,16.18
970222.85,23.75,11.48,661036.31,16.18
970031.79,23.75,11.48,660777.77,16.18
970031.79,23.75,11.48,660416.21,16.17
969848.05,23.75,11.49,660133.33,16.17
969504.08,23.74,11.48,660957.07,16.19
969433.69,23.75,11.48,660305.3,16.18
968770.5,23.75,11.49,659740.72,16.18
968586.76,23.76,11.49,660199.06,16.19
968362.49,23.76,11.49,660093.11,16.19
968327.02,23.76,11.5,660082.02,16.2
968143.28,23.76,11.5,660547.59,16.21
968141.03,23.77,11.5,660488.15,16.21
967957.3,23.77,11.5,660244.39,16.21
967552.65,23.77,11.5,659609.03,16.2
967552.65,23.77,11.5,659444.73,16.2
967769.61,23.78,11.52,659112.06,16.2
967545.33,23.78,11.52,658925.66,16.2
967545.33,23.78,11.52,658860.24,16.19
967177.85,23.78,11.52,658396.55,16.19
967436.73,23.79,11.53,658254.84,16.19
967277.92,23.79,11.52,658098.5,16.19
967053.65,23.79,11.52,658050.78,16.19
966829.38,23.79,11.53,657949.15,16.19
967481.09,23.81,11.54,657889.69,16.19
967618.77,23.82,11.55,657784.0,16.19
967428.76,23.82,11.55,657354.71,16.18
967924.0,23.84,11.57,658027.88,16.2
967815.19,23.83,11.57,658080.63,16.21
967624.13,23.84,11.57,657895.93,16.21
967256.65,23.84,11.57,657412.51,16.2
967072.91,23.84,11.57,657267.65,16.2
966437.25,23.85,11.58,657334.79,16.22
966401.79,23.85,11.59,657520.16,16.23
966218.05,23.85,11.59,657066.25,16.22
967253.9,23.88,11.62,658617.65,16.26
967398.9,23.89,11.62,658225.45,16.25
967174.62,23.89,11.62,658039.05,16.25
967527.14,23.9,11.64,658474.8,16.27
967184.75,23.9,11.64,658729.43,16.28
966993.69,23.9,11.64,658554.55,16.28
966892.88,23.91,11.64,658243.95,16.28
966386.62,23.9,11.63,657723.99,16.27
966742.14,23.91,11.65,657493.64,16.26
967309.21,23.93,11.66,657420.99,16.26
967567.07,23.94,11.67,657906.53,16.28
967342.8,23.94,11.67,657768.83,16.28
967342.8,23.94,11.67,657557.71,16.27
967230.84,23.94,11.67,657350.25,16.27
967583.36,23.95,11.69,657398.44,16.27
967852.11,23.96,11.7,657465.34,16.28
968309.68,23.98,11.71,657615.45,16.29
968085.41,23.98,11.71,657529.53,16.29
967901.67,23.98,11.72,657483.65,16.29
968487.36,24.0,11.73,657575.76,16.29
968375.4,24.0,11.74,657403.02,16.29
968191.66,24.0,11.74,656653.92,16.28
968449.53,24.01,11.75,656304.81,16.27
967755.1,24.02,11.75,656226.16,16.29
967983.03,24.03,11.76,655757.36,16.28
968440.59,24.04,11.78,656187.0,16.29
968898.16,24.06,11.8,656337.12,16.3
968690.49,24.06,11.8,656171.5,16.3
968948.36,24.07,11.81,655791.96,16.29
968789.71,24.07,11.81,655444.1,16.29
969047.57,24.08,11.82,655201.6,16.28
969284.15,24.09,11.83,654813.97,16.27
969100.41,24.09,11.83,654466.63,16.27
969507.86,24.1,11.84,654118.3,16.26
969652.86,24.11,11.85,653702.25,16.25
969428.59,24.11,11.85,653456.51,16.25
969697.35,24.12,11.86,653504.48,16.26
970017.93,24.14,11.87,654658.15,16.29
970275.79,24.14,11.88,654279.06,16.28
970092.05,24.15,11.88,654843.48,16.3
969908.31,24.15,11.88,654472.49,16.29
969872.85,24.15,11.89,654459.94,16.3
969648.57,24.15,11.89,654323.59,16.3
969266.97,24.14,11.88,653808.89,16.29
968885.36,24.14,11.87,653542.07,16.28
968849.9,24.14,11.88,653571.23,16.29
968642.23,24.14,11.88,653272.82,16.28
968458.49,24.14,11.88,652705.54,16.27
968458.49,24.14,11.88,652760.14,16.27
968274.75,24.15,11.88,652399.43,16.27
968478.12,24.16,11.89,652105.51,16.27
968294.38,24.16,11.89,651842.55,16.26
968299.45,24.16,11.9,651551.71,16.26
968115.71,24.17,11.9,652102.72,16.28
968732.9,24.19,11.92,652065.31,16.28
968549.16,24.19,11.92,652443.68,16.29
968341.49,24.19,11.92,652268.9,16.29
967324.07,24.21,11.95,651457.5,16.31
967324.07,24.21,11.95,651108.96,16.3
967140.33,24.21,11.95,651710.21,16.32
967357.66,24.22,11.96,652047.4,16.33
967133.39,24.22,11.96,652235.8,16.34
967590.96,24.24,11.97,652385.91,16.34
967675.97,24.25,11.99,652183.67,16.35
967492.23,24.25,11.99,651848.3,16.34
967156.11,24.26,11.99,651515.42,16.34
967413.98,24.27,12.0,651196.55,16.33
966669.73,24.25,11.99,650452.3,16.32
966669.73,24.25,11.99,650452.3,16.32
966674.8,24.26,11.99,650467.25,16.32
966679.86,24.26,12.0,650425.47,16.33
966496.12,24.27,12.0,650785.03,16.34
967565.67,24.29,12.03,652247.36,16.38
967565.67,24.29,12.03,652239.62,16.38
967513.64,24.3,12.03,654973.85,16.45
967329.9,24.3,12.03,655289.99,16.46
967105.62,24.3,12.03,655188.37,16.46
966881.35,24.3,12.04,655001.96,16.46
967141.28,24.31,12.04,655652.79,16.48
967405.21,24.32,12.06,660684.48,16.61
966387.79,24.34,12.08,659873.07,16.62
966196.73,24.34,12.08,660201.04,16.63
966196.73,24.34,12.08,659824.63,16.63
966335.46,24.35,12.09,659898.83,16.63
966604.21,24.37,12.1,660215.18,16.64
966420.48,24.37,12.1,659353.8,16.62
967130.84,24.39,12.12,659456.52,16.63
967135.91,24.39,12.13,659299.55,16.63
967593.47,24.41,12.14,659449.66,16.64
967409.73,24.41,12.15,659319.39,16.64
967297.77,24.41,12.15,659716.1,16.65
967090.1,24.41,12.15,659472.42,16.65
967205.09,24.42,12.15,659292.48,16.64
967021.35,24.42,12.15,659774.89,16.66
967279.21,24.43,12.16,660255.42,16.67
967284.28,24.43,12.17,660014.52,16.67
967633.01,24.44,12.18,660222.29,16.68
967449.27,24.45,12.18,659799.64,16.67
967258.21,24.45,12.18,659271.28,16.66
967076.91,24.45,12.18,659276.01,16.67
967041.44,24.45,12.19,659264.92,16.67
967041.44,24.45,12.19,659264.92,16.67
966857.7,24.45,12.19,658946.91,16.67
966857.7,24.45,12.19,658946.91,16.67
965840.28,24.48,12.21,658135.51,16.68
965458.68,24.47,12.21,657787.34,16.67
965267.62,24.47,12.21,657532.0,16.67
965406.35,24.48,12.22,657588.5,16.67
965609.72,24.49,12.23,657294.58,16.67
965385.44,24.49,12.23,657321.18,16.68
965390.51,24.5,12.23,657063.82,16.67
965289.7,24.5,12.24,656571.44,16.67
965289.7,24.5,12.24,656201.8,16.66
965558.46,24.51,12.25,656217.35,16.66
965334.18,24.51,12.25,656040.75,16.66
965677.76,24.53,12.26,657332.82,16.69
965709.12,24.53,12.26,657151.41,16.69
965550.47,24.53,12.26,657128.59,16.69
965688.15,24.54,12.27,657003.41,16.69
964670.73,24.56,12.3,656192.01,16.71
964920.26,24.57,12.31,656305.48,16.71
964605.4,24.57,12.3,655923.25,16.7
964414.34,24.57,12.3,655738.56,16.7
963719.91,24.57,12.31,655020.8,16.7
964143.98,24.59,12.32,655525.71,16.72
963685.28,24.58,12.31,654962.85,16.71
963716.64,24.58,12.32,655643.94,16.72
963760.55,24.58,12.32,655472.97,16.72
963576.81,24.58,12.32,655156.84,16.71
963369.14,24.58,12.32,654595.88,16.7
963619.69,24.59,12.33,654582.35,16.71
963435.95,24.59,12.33,654211.36,16.7
963653.28,24.6,12.34,654553.97,16.71
963651.03,24.61,12.34,654438.6,16.71
963796.03,24.62,12.35,655022.64,16.73
963793.78,24.62,12.36,654900.29,16.73
963610.04,24.62,12.36,654385.09,16.72
963426.3,24.62,12.36,653950.52,16.71
963426.3,24.62,12.36,653578.91,16.7
963596.39,24.63,12.37,654146.2,16.72
963412.65,24.63,12.37,653830.07,16.72
963228.91,24.64,12.37,653438.26,16.71
963045.17,24.64,12.37,653158.11,16.71
963045.17,24.64,12.37,653905.18,16.73
963296.97,24.64,12.38,654987.42,16.76
963340.87,24.65,12.38,654632.01,16.75
963577.45,24.65,12.39,654109.42,16.74
962560.03,24.68,12.41,653296.53,16.75
963010.92,24.69,12.43,654260.02,16.78
963010.92,24.69,12.43,653861.49,16.77
962786.65,24.69,12.43,653759.86,16.77
962751.18,24.7,12.43,653789.02,16.77
962625.59,24.7,12.43,653582.51,16.77
962417.92,24.7,12.44,654024.02,16.79
962234.18,24.7,12.44,654574.73,16.8
962009.91,24.7,12.44,654456.16,16.8
961826.17,24.7,12.44,653975.64,16.8
961642.43,24.71,12.44,653635.91,16.79
961647.5,24.71,12.45,653331.34,16.79
961280.02,24.71,12.45,652752.21,16.78
961638.81,24.73,12.46,652073.27,16.77
961447.75,24.73,12.46,651888.58,16.77
961282.43,24.73,12.46,651444.98,16.76
961058.15,24.73,12.46,651343.36,16.76
960833.88,24.73,12.46,651156.95,16.76
961051.21,24.74,12.47,651346.02,16.77
961599.83,24.76,12.49,651339.5,16.77
961208.23,24.75,12.48,650947.23,16.76
961055.85,24.75,12.49,650587.93,16.76
960955.03,24.75,12.49,650557.13,16.76
961307.55,24.77,12.5,650015.31,16.75
961307.55,24.77,12.5,649834.39,16.74
961345.18,24.77,12.5,651511.42,16.78
961161.44,24.77,12.5,651801.39,16.8
961419.31,24.78,12.51,652067.69,16.81
961565.06,24.78,12.52,652213.44,16.81
961833.82,24.8,12.53,652197.49,16.81
961650.08,24.8,12.53,651833.11,16.81
961466.34,24.8,12.53,651423.23,16.8
961282.6,24.8,12.54,651120.31,16.8
961298.35,24.81,12.54,650466.76,16.79
961114.61,24.81,12.54,649955.23,16.78
961315.31,24.81,12.55,649851.69,16.77
960935.37,24.81,12.54,649911.74,16.78
960727.7,24.81,12.54,649650.58,16.78
960993.9,24.82,12.55,649892.67,16.78
960810.16,24.82,12.55,650162.28,16.79
960626.42,24.82,12.56,650674.74,16.81
960590.96,24.82,12.56,650973.87,16.82
960366.68,24.83,12.56,651068.14,16.83
959148.56,24.85,12.58,650459.59,16.85
959148.56,24.85,12.58,650119.6,16.84
958957.51,24.85,12.58,649864.25,16.84
958845.54,24.85,12.59,649691.51,16.84
958661.8,24.85,12.59,650075.33,16.85
958478.07,24.85,12.59,649568.3,16.84
958483.13,24.86,12.59,649550.51,16.85
958187.43,24.86,12.6,649280.98,16.85
957930.06,24.88,12.62,648872.35,16.86
957829.24,24.89,12.62,648282.8,16.84
957656.19,24.89,12.62,647495.92,16.83
957914.05,24.9,12.63,647146.81,16.82
957266.9,24.91,12.64,646602.29,16.82
957343.74,24.92,12.65,646414.03,16.82
958054.11,24.94,12.67,646519.6,16.83
958059.18,24.94,12.68,646397.96,16.83
957643.84,24.94,12.68,646036.67,16.83
958026.81,24.96,12.69,646374.15,16.84
957991.34,24.96,12.7,646521.08,16.85
957767.07,24.96,12.7,646606.86,16.85
957804.7,24.96,12.7,647505.46,16.88
958013.7,24.97,12.71,648007.67,16.89
958264.24,24.98,12.72,648005.07,16.89
958609.45,24.99,12.73,648987.12,16.92
958614.52,25.0,12.73,648703.17,16.92
958943.38,25.01,12.74,648656.7,16.92
958719.1,25.01,12.74,648753.88,16.92
958683.64,25.01,12.75,648939.25,16.93
957939.39,25.0,12.73,648195.0,16.92
957755.65,25.0,12.74,647866.68,16.91
957571.91,25.0,12.74,648337.97,16.93
957388.17,25.0,12.74,648818.61,16.95
957605.5,25.01,12.75,649018.61,16.95
957750.5,25.02,12.76,649384.3,16.97
957888.18,25.03,12.76,649278.6,16.97
957734.62,25.03,12.76,649221.55,16.97
957543.56,25.03,12.76,649036.86,16.96
956900.82,25.02,12.75,648334.39,16.95
957152.41,25.03,12.76,648046.4,16.95
957421.17,25.04,12.78,648045.83,16.95
956759.38,25.05,12.79,648987.07,16.99
957017.25,25.06,12.8,649260.26,17.0
956833.51,25.06,12.8,649658.68,17.02
956977.25,25.07,12.81,648683.19,16.99
956752.98,25.07,12.81,648873.4,17.0
956528.7,25.07,12.81,648767.46,17.01
956786.57,25.08,12.82,649276.8,17.02
956784.32,25.09,12.82,649138.66,17.02
956560.04,25.09,12.82,649090.93,17.02
955542.62,25.11,12.85,648279.53,17.04
955351.57,25.12,12.85,648094.83,17.04
955167.83,25.12,12.85,647642.31,17.03
954617.07,25.11,12.84,646868.22,17.01
954505.11,25.11,12.85,646539.61,17.01
954848.69,25.13,12.86,646356.57,17.01
954528.03,25.12,12.86,645983.57,17.0
954416.06,25.12,12.86,645647.28,17.0
954416.06,25.12,12.86,645647.28,17.0
954232.32,25.13,12.86,645829.21,17.01
954041.27,25.13,12.86,646091.91,17.02
954100.03,25.14,12.87,648206.29,17.08
954100.03,25.14,12.87,648154.66,17.08
953916.3,25.14,12.87,647782.17,17.07
954347.68,25.15,12.89,648053.14,17.08
953684.49,25.16,12.89,647362.83,17.08
953500.75,25.16,12.9,647034.87,17.07
953317.02,25.16,12.9,646687.52,17.07
953498.23,25.17,12.91,647016.22,17.08
953273.95,25.17,12.91,646845.68,17.08
953049.68,25.17,12.91,646669.08,17.08
952032.26,25.2,12.94,645857.68,17.1
951842.24,25.2,12.94,645450.39,17.09
951651.19,25.2,12.94,645471.72,17.09
950633.77,25.23,12.96,644660.31,17.11
950891.63,25.24,12.97,645134.37,17.12
950667.36,25.24,12.98,645366.47,17.13
950221.1,25.23,12.97,645810.05,17.15
949996.82,25.23,12.97,645633.45,17.15
949805.77,25.23,12.97,645471.83,17.15
949653.38,25.24,12.97,645372.36,17.15
949469.64,25.24,12.97,645665.89,17.16
950175.48,25.26,13.0,645640.68,17.16
950287.44,25.27,13.01,646734.99,17.2
950222.63,25.27,13.01,646015.16,17.18
949940.17,25.29,13.03,645631.55,17.19
949984.07,25.3,13.03,645321.52,17.18
950441.64,25.31,13.05,645471.63,17.19
950562.71,25.32,13.06,645235.63,17.19
950820.57,25.33,13.07,644687.96,17.18
950453.1,25.33,13.07,644230.55,17.17
950453.1,25.33,13.07,644119.32,17.17
950815.37,25.35,13.08,646179.52,17.23
950815.37,25.35,13.08,646068.29,17.22
951084.13,25.36,13.1,646173.52,17.23
951424.92,25.37,13.11,645771.89,17.22
952527.82,25.4,13.14,646524.46,17.24
952209.09,25.4,13.13,646547.56,17.24
951984.81,25.4,13.13,646784.61,17.26
951760.54,25.4,13.13,646679.22,17.26
951576.8,25.4,13.14,647247.02,17.28
952287.16,25.42,13.16,647352.58,17.28
952284.91,25.43,13.16,647276.53,17.28
952077.25,25.43,13.16,647594.01,17.3
951059.82,25.46,13.19,646782.61,17.31
951406.07,25.47,13.2,646295.66,17.3
951285.05,25.47,13.21,645935.27,17.3
951101.31,25.47,13.21,645417.24,17.29
950917.57,25.47,13.21,644933.79,17.28
950720.59,25.48,13.21,644675.2,17.28
950751.95,25.48,13.21,644520.99,17.27
950527.68,25.48,13.21,644419.36,17.27
950525.43,25.48,13.22,644359.93,17.28
949094.53,25.5,13.24,643396.0,17.29
949094.53,25.5,13.24,645517.24,17.34
949094.53,25.5,13.24,645352.94,17.34
948077.11,25.53,13.26,644541.54,17.35
947893.37,25.53,13.26,644188.62,17.35
947578.51,25.52,13.26,643811.01,17.34
947578.51,25.52,13.26,643549.83,17.33
947578.51,25.52,13.26,643260.12,17.33
947583.57,25.53,13.27,642930.48,17.32
947359.3,25.53,13.27,642814.62,17.32
948725.85,25.57,13.31,642686.16,17.32
947708.43,25.6,13.34,641874.75,17.34
947524.69,25.6,13.34,642440.83,17.36
946507.27,25.63,13.37,641629.42,17.38
946776.02,25.65,13.38,641734.66,17.38
946404.42,25.64,13.37,641334.75,17.37
946716.41,25.65,13.39,641611.01,17.38
946557.75,25.65,13.39,641333.68,17.38
946869.74,25.66,13.4,641781.2,17.39
947128.97,25.67,13.41,644476.6,17.47
947260.88,25.69,13.42,645075.3,17.49
947027.96,25.68,13.42,644956.16,17.49
947285.83,25.69,13.43,644913.88,17.49
947194.07,25.7,13.43,646362.72,17.54
947194.07,25.7,13.43,646927.37,17.55
947524.5,25.71,13.45,646505.46,17.54
947340.76,25.71,13.45,647058.08,17.56
947372.12,25.71,13.45,647898.03,17.58
947829.69,25.73,13.47,648048.14,17.59
947829.69,25.73,13.47,648048.14,17.59
947645.95,25.73,13.47,647609.73,17.59
947438.28,25.73,13.47,647884.76,17.6
947728.18,25.74,13.48,648481.41,17.62
947520.51,25.75,13.48,648225.83,17.61
946503.09,25.77,13.51,647414.43,17.63
946503.09,25.77,13.51,647414.43,17.63
946534.45,25.78,13.51,648535.12,17.66
946533.25,25.78,13.52,647617.37,17.64
946533.25,25.78,13.52,647617.37,17.64
946342.19,25.78,13.52,647534.25,17.64
946339.94,25.79,13.52,647474.81,17.64
946115.67,25.79,13.52,647288.41,17.64
946115.67,25.79,13.52,646998.71,17.64
946114.47,25.8,13.53,647275.11,17.65
946824.83,25.82,13.55,647380.68,17.65
945807.41,25.85,13.58,646569.27,17.67
945616.35,25.85,13.58,646309.61,17.67
945580.88,25.85,13.59,646478.94,17.68
945849.64,25.87,13.6,646584.17,17.68
945659.63,25.87,13.6,646223.68,17.68
946117.2,25.89,13.62,646325.53,17.68
946117.2,25.89,13.62,646793.2,17.7
945099.77,25.92,13.65,645981.8,17.71
944082.35,25.95,13.68,645170.39,17.73
943786.65,25.95,13.69,645124.53,17.74
943602.91,25.95,13.69,645516.83,17.75
943419.17,25.96,13.69,645377.37,17.76
942401.75,25.99,13.72,644565.96,17.77
942177.47,25.99,13.72,644379.56,17.77
942043.21,25.99,13.72,643898.45,17.76
941852.15,25.99,13.73,643925.82,17.77
941889.79,25.99,13.73,644319.57,17.78
941698.73,25.99,13.73,644187.49,17.78
941698.73,25.99,13.73,644554.54,17.79
941663.26,26.0,13.73,644634.4,17.8
941438.99,26.0,13.74,644498.05,17.8
941791.51,26.01,13.75,644027.83,17.79
941610.21,26.01,13.75,643772.28,17.79
940592.79,26.04,13.78,642960.87,17.8
940409.05,26.05,13.78,643466.8,17.82
940818.95,26.06,13.79,643453.62,17.82
940666.57,26.06,13.8,643061.3,17.82
940924.43,26.07,13.81,642655.84,17.81
940924.43,26.07,13.81,642655.84,17.81
941174.98,26.08,13.82,642640.38,17.81
941426.58,26.09,13.83,643442.44,17.83
941236.56,26.09,13.83,643428.02,17.84
941241.63,26.1,13.84,643112.61,17.83
941057.89,26.1,13.84,642808.73,17.83
940874.15,26.1,13.84,643128.06,17.84
941227.42,26.12,13.86,642354.89,17.83
941003.15,26.12,13.86,642168.49,17.83
940812.09,26.12,13.86,641909.94,17.82
940622.08,26.13,13.86,643088.51,17.86
940432.07,26.13,13.86,642355.8,17.85
940320.1,26.13,13.87,642068.21,17.84
940409.3,26.14,13.87,641639.34,17.83
940218.25,26.14,13.87,641379.83,17.83
939555.06,26.15,13.88,640689.52,17.83
939365.05,26.15,13.88,640160.58,17.82
939365.05,26.15,13.88,640239.26,17.82
939396.41,26.15,13.89,640007.66,17.82
938975.24,26.14,13.88,639569.0,17.81
938750.96,26.14,13.88,639345.4,17.81
938559.91,26.15,13.88,639361.67,17.81
938447.94,26.15,13.89,638876.18,17.8
938223.67,26.15,13.89,638766.81,17.8
938039.93,26.15,13.89,638291.47,17.8
938039.93,26.15,13.89,638243.46,17.79
937856.19,26.16,13.89,638668.17,17.81
937631.92,26.16,13.89,638552.32,17.81
937441.9,26.16,13.89,638594.69,17.82
937258.16,26.16,13.9,638998.29,17.84
936040.05,26.19,13.92,638389.75,17.86
935581.35,26.18,13.91,637826.9,17.85
935422.7,26.18,13.92,637550.89,17.84
935673.25,26.19,13.93,637425.26,17.84
935923.8,26.2,13.94,637411.73,17.85
935961.43,26.2,13.94,639627.47,17.91
935966.49,26.21,13.94,639345.88,17.9
935857.69,26.21,13.94,639825.26,17.92
935673.95,26.21,13.94,639454.51,17.91
935483.93,26.21,13.95,640241.83,17.94
935331.55,26.21,13.95,640212.1,17.94
935147.81,26.22,13.95,640043.52,17.94
