ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
859580.79,33.11,20.84,625758.73,24.1
859356.51,33.11,20.85,625649.14,24.11
859172.77,33.12,20.85,625246.55,24.1
859172.77,33.12,20.85,625267.15,24.1
858857.91,33.11,20.84,624891.55,24.09
858633.63,33.11,20.85,624956.44,24.1
858449.89,33.12,20.85,624520.74,24.09
858068.29,33.11,20.85,625014.78,24.12
857956.33,33.12,20.85,624761.28,24.12
857497.63,33.11,20.85,624324.07,24.11
857635.31,33.13,20.86,624202.19,24.11
857451.57,33.13,20.87,623825.96,24.1
857451.57,33.13,20.87,623900.84,24.11
856691.53,33.15,20.89,624188.23,24.16
857115.02,33.17,20.91,624257.76,24.16
857120.09,33.18,20.92,624648.45,24.18
857117.84,33.19,20.93,625115.4,24.21
856910.18,33.2,20.93,624776.13,24.2
857126.96,33.21,20.95,625162.21,24.23
857126.96,33.21,20.95,625162.21,24.23
856902.68,33.22,20.95,625052.84,24.23
856902.68,33.22,20.95,624978.64,24.23
856902.68,33.22,20.95,624855.43,24.22
857871.9,33.27,21.0,626029.22,24.28
858254.87,33.29,21.02,626621.04,24.3
858219.4,33.3,21.03,626872.91,24.32
857985.37,33.3,21.04,626566.11,24.32
857873.41,33.31,21.04,626575.28,24.33
857878.48,33.32,21.05,626356.7,24.33
857843.01,33.33,21.06,626335.8,24.33
857635.34,33.33,21.07,627128.48,24.37
857893.21,33.35,21.08,627205.48,24.38
857756.16,33.36,21.09,626937.02,24.38
858228.87,33.39,21.12,626860.09,24.39
858076.48,33.4,21.13,626989.83,24.4
857892.74,33.4,21.14,627440.9,24.43
857734.09,33.41,21.14,626949.81,24.42
857526.43,33.41,21.15,627510.05,24.45
857526.43,33.41,21.15,627510.05,24.45
857526.43,33.41,21.15,627510.05,24.45
857551.51,33.41,21.15,627076.49,24.43
857361.5,33.42,21.16,627024.25,24.44
857738.05,33.44,21.17,627475.42,24.46
856978.01,33.46,21.19,627109.12,24.48
856959.15,33.47,21.2,626894.32,24.48
856734.88,33.47,21.21,626782.04,24.49
856247.64,33.46,21.2,626367.17,24.48
856247.64,33.46,21.2,626367.17,24.48
856057.63,33.47,21.2,625978.6,24.47
855898.98,33.48,21.21,625652.17,24.47
855898.98,33.48,21.21,625636.17,24.47
855708.97,33.48,21.22,625296.04,24.47
856126.19,33.5,21.24,625865.47,24.49
856376.74,33.52,21.25,625851.94,24.49
856264.77,33.53,21.26,625502.15,24.49
856123.78,33.53,21.27,624456.88,24.46
855986.73,33.54,21.28,624052.61,24.45
855779.06,33.55,21.28,623635.78,24.45
856015.63,33.56,21.3,623261.77,24.44
856345.28,33.58,21.32,623617.15,24.45
856345.28,33.58,21.32,623617.15,24.45
855963.67,33.57,21.31,623235.25,24.44
856181.0,33.59,21.32,623575.52,24.46
856181.0,33.59,21.32,623575.52,24.46
856181.0,33.59,21.32,623575.52,24.46
855989.95,33.59,21.33,623300.35,24.46
855799.93,33.6,21.33,622634.22,24.44
855457.54,33.61,21.35,622547.66,24.46
855457.54,33.61,21.35,622547.66,24.46
855457.54,33.61,21.35,622547.66,24.46
855320.49,33.62,21.35,623105.75,24.49
855096.22,33.62,21.36,622929.15,24.49
854944.53,33.63,21.37,622687.67,24.49
854754.52,33.64,21.37,622406.52,24.49
854595.87,33.64,21.38,622095.27,24.49
854404.81,33.65,21.38,621920.38,24.49
854404.81,33.65,21.38,621920.38,24.49
854197.15,33.65,21.39,621639.83,24.49
854288.32,33.67,21.41,621756.61,24.51
855257.54,33.72,21.46,621907.12,24.52
855105.16,33.73,21.47,621234.32,24.5
854880.89,33.73,21.47,621263.16,24.52
854858.2,33.74,21.48,621102.22,24.52
854667.14,33.75,21.49,620842.55,24.52
854772.48,33.77,21.5,619729.09,24.48
854737.02,33.78,21.51,619674.78,24.49
854994.88,33.79,21.53,619425.23,24.48
854994.88,33.79,21.53,619340.45,24.48
855071.73,33.81,21.54,619763.97,24.5
855068.82,33.82,21.56,621182.8,24.57
855068.82,33.82,21.56,621182.8,24.57
855158.89,33.82,21.56,621339.09,24.58
854968.87,33.83,21.57,621117.04,24.58
855213.5,33.85,21.58,622022.97,24.62
855465.09,33.86,21.6,622668.74,24.65
855328.04,33.87,21.61,622220.49,24.64
855103.77,33.87,21.61,622114.55,24.65
854808.07,33.89,21.63,621976.55,24.66
855091.02,33.91,21.64,622111.21,24.67
856128.4,33.96,21.69,624038.86,24.75
856016.44,33.96,21.7,623706.07,24.75
856525.65,33.99,21.72,625773.25,24.83
856301.37,33.99,21.73,625842.91,24.84
856117.63,34.0,21.73,626399.19,24.88
855933.89,34.0,21.74,626569.15,24.89
855750.15,34.01,21.75,626300.18,24.89
855638.19,34.02,21.75,626443.91,24.91
855962.35,34.04,21.77,626428.82,24.91
855999.98,34.04,21.77,626847.32,24.93
855981.12,34.05,21.78,626651.03,24.93
856232.72,34.07,21.8,627214.58,24.95
856000.3,34.06,21.8,627085.65,24.95
855882.07,34.07,21.8,627307.27,24.97
856003.14,34.08,21.82,627309.75,24.98
856331.74,34.1,21.84,627662.11,24.99
856140.68,34.11,21.84,627714.13,25.01
856542.32,34.12,21.86,627726.38,25.01
856358.58,34.13,21.87,627406.41,25.01
856105.46,34.13,21.87,626995.9,25.0
855881.18,34.14,21.87,626859.56,25.0
855886.25,34.15,21.89,626784.97,25.01
856190.8,34.17,21.9,627757.64,25.05
855966.53,34.17,21.91,628468.24,25.09
855966.53,34.17,21.91,628468.24,25.09
856382.71,34.19,21.93,629214.59,25.12
856382.71,34.19,21.93,629214.59,25.12
856230.33,34.2,21.94,629281.34,25.14
856454.63,34.22,21.95,628870.49,25.13
856916.3,34.24,21.97,629162.19,25.14
856708.63,34.24,21.98,628875.91,25.14
856673.17,34.25,21.99,628959.41,25.15
856671.62,34.26,22.0,628011.09,25.12
856479.63,34.27,22.01,627234.43,25.1
856255.36,34.28,22.01,627300.07,25.11
856255.36,34.28,22.01,627300.07,25.11
856071.62,34.28,22.02,626854.21,25.1
855847.34,34.29,22.02,626630.68,25.1
855656.28,34.29,22.03,626409.72,25.1
855887.74,34.31,22.04,626607.12,25.12
855560.17,34.3,22.04,626238.11,25.11
855448.2,34.31,22.05,625893.72,25.1
855412.74,34.32,22.06,625872.82,25.11
855412.74,34.32,22.06,625872.82,25.11
854888.49,34.31,22.05,625266.44,25.09
855176.3,34.32,22.06,626191.49,25.13
855176.3,34.32,22.06,626191.49,25.13
855176.3,34.32,22.06,626191.49,25.13
855140.83,34.33,22.07,626292.4,25.14
855019.81,34.34,22.08,625599.42,25.13
854836.07,34.35,22.08,625331.34,25.13
854836.07,34.35,22.08,625331.34,25.13
854867.43,34.35,22.08,625089.5,25.12
854892.51,34.35,22.08,625862.15,25.15
854755.46,34.36,22.09,626688.75,25.19
854760.53,34.37,22.1,626561.57,25.19
854812.29,34.38,22.12,626469.16,25.2
854513.55,34.37,22.11,626102.16,25.19
854329.81,34.38,22.12,625698.93,25.18
854171.16,34.39,22.12,626123.57,25.21
853789.55,34.38,22.12,625741.5,25.2
853789.55,34.38,22.12,625761.8,25.2
853461.98,34.37,22.11,625705.28,25.2
853254.31,34.38,22.11,625668.5,25.21
853046.65,34.38,22.12,625213.28,25.2
853046.65,34.38,22.12,625230.19,25.2
853462.82,34.4,22.14,626415.57,25.25
853718.68,34.42,22.16,626372.42,25.26
853528.67,34.43,22.16,625896.5,25.25
853746.0,34.44,22.18,626232.58,25.26
853972.82,34.46,22.2,627769.13,25.33
856042.15,34.56,22.29,627405.06,25.33
856157.14,34.56,22.3,627140.87,25.32
855949.47,34.57,22.3,627808.83,25.35
855800.23,34.57,22.3,627719.49,25.35
856104.79,34.58,22.32,627527.85,25.35
856322.12,34.6,22.33,627846.41,25.37
856052.01,34.6,22.33,627731.47,25.37
855860.95,34.6,22.34,627756.61,25.38
855481.01,34.59,22.33,627442.9,25.37
855752.21,34.62,22.35,627232.43,25.37
855527.93,34.62,22.36,627301.37,25.39
855553.21,34.63,22.37,629642.71,25.49
855289.57,34.64,22.37,629623.65,25.5
855081.9,34.64,22.38,629992.33,25.52
855371.12,34.66,22.4,630602.87,25.55
855163.46,34.67,22.4,630262.21,25.55
854972.4,34.67,22.41,630043.75,25.55
854745.26,34.67,22.41,629798.8,25.55
854745.26,34.67,22.41,629798.8,25.55
855097.78,34.69,22.43,629393.22,25.53
856658.88,34.76,22.49,630793.16,25.59
856314.16,34.77,22.5,630296.38,25.59
856312.96,34.78,22.52,629904.26,25.58
856154.31,34.79,22.52,630399.75,25.62
856118.84,34.8,22.53,630771.54,25.64
855935.1,34.81,22.54,630424.2,25.64
855935.1,34.81,22.54,630424.2,25.64
855935.1,34.81,22.54,630424.2,25.64
855935.1,34.81,22.54,630354.7,25.63
855940.17,34.82,22.55,630840.96,25.66
855715.9,34.82,22.56,630630.32,25.66
855572.11,34.83,22.57,630383.73,25.66
855435.06,34.84,22.57,630121.04,25.66
855692.93,34.86,22.59,629518.67,25.64
855509.19,34.86,22.6,629042.28,25.63
855509.19,34.86,22.6,629022.59,25.63
855743.13,34.88,22.61,629283.51,25.65
855630.11,34.88,22.61,629236.99,25.65
855880.66,34.89,22.63,629223.46,25.65
855722.0,34.9,22.64,628941.93,25.65
855350.4,34.89,22.63,628652.1,25.65
855142.73,34.9,22.63,629009.4,25.67
854426.71,34.93,22.66,628733.98,25.7
854738.69,34.94,22.68,629011.52,25.72
854592.58,34.95,22.69,629469.09,25.75
854368.31,34.96,22.69,629355.33,25.75
854368.31,34.96,22.69,629376.26,25.75
854368.31,34.96,22.69,629175.44,25.74
854368.31,34.96,22.69,629016.82,25.74
854367.11,34.97,22.7,628738.1,25.73
854183.37,34.98,22.71,628551.06,25.74
853975.7,34.98,22.72,628966.45,25.76
853743.28,34.98,22.71,628705.3,25.76
853743.28,34.98,22.71,628460.35,25.75
853584.63,34.98,22.72,628918.31,25.78
853376.97,34.99,22.73,628646.6,25.78
853376.97,34.99,22.73,628646.6,25.78
853376.97,34.99,22.73,628646.6,25.78
853142.94,35.0,22.73,628564.72,25.78
853400.8,35.01,22.75,628799.73,25.8
853238.43,35.02,22.76,630295.48,25.87
853496.3,35.04,22.77,630332.39,25.88
852841.25,35.07,22.8,630661.32,25.93
852729.28,35.08,22.81,630486.21,25.94
852617.32,35.09,22.82,630319.81,25.94
852962.52,35.11,22.84,630701.36,25.96
852778.78,35.11,22.85,630883.99,25.98
852666.82,35.12,22.86,630683.16,25.98
852270.07,35.14,22.87,631608.0,26.04
852079.02,35.14,22.88,632086.39,26.07
851895.28,35.15,22.89,631693.26,26.06
851704.22,35.16,22.89,631576.65,26.07
851592.26,35.17,22.9,631912.59,26.09
851592.26,35.17,22.9,631912.59,26.09
851563.22,35.18,22.92,631756.4,26.1
851563.22,35.18,22.92,633240.86,26.16
851465.19,35.19,22.93,632388.51,26.14
851328.14,35.2,22.93,632153.74,26.14
851333.21,35.21,22.95,631871.14,26.13
851685.73,35.23,22.97,631845.73,26.14
851523.36,35.24,22.97,632253.77,26.16
851853.01,35.26,22.99,632282.07,26.17
851853.01,35.26,22.99,632153.86,26.17
851715.96,35.27,23.0,631842.48,26.16
851028.85,35.3,23.03,631300.34,26.18
850821.18,35.3,23.04,630938.04,26.18
850898.03,35.32,23.05,631484.32,26.21
850673.75,35.32,23.06,631307.73,26.22
850482.7,35.33,23.07,631357.64,26.23
850487.77,35.34,23.08,631608.69,26.25
850487.77,35.34,23.08,631608.69,26.25
850487.77,35.34,23.08,631608.69,26.25
850297.75,35.35,23.09,631129.69,26.24
849984.75,35.34,23.08,630902.12,26.23
849984.75,35.34,23.08,630922.72,26.23
849793.69,35.35,23.09,630907.23,26.25
849267.2,35.34,23.08,630339.44,26.23
849076.14,35.35,23.08,630160.57,26.23
849030.92,35.36,23.09,630484.74,26.26
848823.26,35.36,23.1,630832.78,26.28
849207.14,35.38,23.12,630867.83,26.29
849070.09,35.39,23.13,630523.85,26.28
848845.81,35.4,23.13,630422.22,26.29
849150.37,35.42,23.15,630755.7,26.31
848991.71,35.43,23.16,630744.96,26.32
848990.51,35.44,23.17,630334.62,26.31
848782.85,35.44,23.18,629982.99,26.31
848782.85,35.44,23.18,629982.99,26.31
848834.6,35.46,23.19,629686.52,26.3
848521.39,35.46,23.2,629305.52,26.3
848521.39,35.46,23.2,629305.52,26.3
848873.91,35.48,23.21,629707.87,26.32
848873.91,35.48,23.21,629728.19,26.32
848751.36,35.48,23.21,629677.67,26.32
848803.11,35.49,23.23,630287.83,26.35
848578.84,35.5,23.23,630101.43,26.36
848371.17,35.5,23.24,630626.63,26.39
848146.9,35.51,23.24,630768.7,26.41
847963.16,35.52,23.25,630404.67,26.4
848014.92,35.53,23.26,630123.8,26.4
847633.31,35.52,23.26,629574.63,26.38
847633.31,35.52,23.26,629621.88,26.38
847474.66,35.53,23.26,629352.08,26.38
847290.92,35.54,23.27,629816.11,26.42
847290.92,35.54,23.27,630943.15,26.46
847290.92,35.54,23.27,630688.0,26.45
847290.92,35.54,23.27,630688.0,26.45
847107.18,35.54,23.28,630348.48,26.45
846970.13,35.55,23.29,631514.1,26.51
847021.89,35.57,23.3,631252.92,26.51
847031.65,35.57,23.3,631124.87,26.5
846919.68,35.58,23.31,631180.28,26.51
846761.03,35.59,23.32,631346.43,26.53
846389.43,35.58,23.31,631089.08,26.53
846872.12,35.6,23.33,631775.09,26.56
847031.46,35.61,23.34,631882.09,26.56
846894.41,35.61,23.35,632485.27,26.6
846710.67,35.62,23.36,632233.33,26.6
846710.67,35.62,23.36,632300.6,26.6
846710.67,35.62,23.36,632365.37,26.6
846526.93,35.63,23.36,632049.25,26.6
846332.78,35.62,23.36,631856.4,26.6
846582.32,35.64,23.38,632435.33,26.63
846509.16,35.64,23.38,632245.84,26.62
846837.76,35.66,23.4,631964.98,26.61
846842.82,35.67,23.41,631687.48,26.61
846618.55,35.68,23.41,631453.91,26.61
845858.5,35.71,23.44,631007.15,26.64
846475.69,35.75,23.48,630697.21,26.64
846475.69,35.75,23.48,630650.24,26.63
846338.64,35.76,23.49,630640.64,26.64
846130.98,35.76,23.5,630347.85,26.64
845978.6,35.77,23.51,630102.04,26.64
845988.35,35.77,23.51,630551.17,26.66
846040.11,35.79,23.52,630513.67,26.67
846040.11,35.79,23.52,630520.7,26.67
845815.84,35.79,23.53,630419.07,26.68
845634.54,35.8,23.54,630212.02,26.68
845289.82,35.82,23.55,629789.37,26.69
845642.34,35.84,23.57,629814.66,26.69
846008.92,35.86,23.59,632685.45,26.82
846580.81,35.9,23.63,632636.72,26.83
846356.54,35.9,23.64,632665.56,26.84
846172.8,35.91,23.65,633118.59,26.87
846014.14,35.92,23.66,632814.97,26.87
845806.48,35.93,23.66,632499.36,26.87
845615.42,35.93,23.67,632548.22,26.88
845523.67,35.95,23.68,632703.3,26.9
845339.93,35.95,23.69,633165.23,26.93
845345.0,35.97,23.7,633018.67,26.93
845186.34,35.97,23.71,633012.8,26.94
845568.95,36.0,23.73,633023.55,26.95
845385.21,36.0,23.74,632629.3,26.94
844650.25,36.03,23.77,632872.14,27.0
844655.32,36.05,23.78,633315.19,27.03
844507.39,36.06,23.79,633063.61,27.03
844386.37,36.07,23.8,633219.72,27.05
845654.03,36.14,23.87,633661.86,27.08
845099.78,36.13,23.86,633107.61,27.06
845099.78,36.13,23.86,633164.28,27.07
844778.03,36.12,23.85,632920.55,27.06
844783.1,36.13,23.87,633417.6,27.09
844624.45,36.14,23.88,633120.73,27.09
844400.18,36.15,23.88,632902.27,27.09
844288.21,36.16,23.89,632795.51,27.1
843872.88,36.17,23.9,632658.74,27.12
843648.61,36.18,23.91,632436.69,27.12
843093.79,36.17,23.9,631996.97,27.11
842956.74,36.18,23.91,631698.52,27.11
842773.0,36.18,23.92,632080.82,27.14
842548.72,36.19,23.93,631934.33,27.14
842324.45,36.2,23.93,631910.82,27.15
841942.85,36.19,23.92,631412.08,27.14
842187.47,36.21,23.94,631982.53,27.17
842003.73,36.21,23.95,631569.75,27.16
841866.68,36.22,23.96,631977.5,27.19
841132.91,36.25,23.99,631911.53,27.24
841437.47,36.27,24.01,631824.15,27.24
842852.8,36.35,24.09,633638.21,27.33
842852.8,36.35,24.09,633638.21,27.33
842740.84,36.36,24.1,634106.08,27.36
842543.86,36.37,24.1,633813.06,27.36
842525.0,36.38,24.12,633435.62,27.35
842601.84,36.4,24.13,633194.52,27.35
842601.84,36.4,24.13,633194.52,27.35
842601.84,36.4,24.13,633194.52,27.35
842601.84,36.4,24.13,632924.22,27.34
842954.36,36.42,24.15,632616.21,27.33
842954.36,36.42,24.15,632616.21,27.33
842514.17,36.41,24.15,631976.72,27.31
842760.07,36.43,24.17,631689.54,27.31
842535.8,36.44,24.17,631587.91,27.31
842344.74,36.44,24.18,631328.25,27.31
842120.46,36.45,24.19,631091.08,27.32
842018.72,36.46,24.2,630620.12,27.31
842016.47,36.47,24.21,631670.22,27.36
841808.81,36.48,24.22,632101.2,27.39
841671.76,36.49,24.23,632862.4,27.44
841464.09,36.5,24.23,632447.07,27.43
841239.82,36.5,24.24,632185.08,27.43
841639.39,36.52,24.26,632826.05,27.46
841897.25,36.54,24.28,632593.57,27.46
841706.2,36.55,24.29,632426.15,27.46
841711.27,36.56,24.3,632632.69,27.48
841574.22,36.57,24.31,632363.48,27.48
841390.48,36.58,24.32,632035.16,27.48
841182.81,36.59,24.32,632650.04,27.52
841182.81,36.59,24.32,632628.46,27.52
840831.4,36.58,24.32,632494.02,27.52
840829.15,36.59,24.33,632191.31,27.51
840676.77,36.6,24.34,632475.78,27.54
840452.5,36.61,24.34,632363.51,27.54
839939.9,36.6,24.33,632006.3,27.54
839939.9,36.6,24.33,632026.59,27.54
840173.84,36.61,24.35,632507.9,27.56
839996.52,36.62,24.36,632141.07,27.56
839762.49,36.63,24.36,632617.41,27.59
839762.49,36.63,24.36,632497.25,27.59
839578.75,36.64,24.37,631979.2,27.58
839395.02,36.64,24.38,631817.82,27.58
839465.63,36.65,24.38,631997.31,27.59
839463.38,36.66,24.4,632369.19,27.62
839463.38,36.66,24.4,632369.19,27.62
839255.72,36.67,24.4,632052.12,27.61
839255.72,36.67,24.4,632052.12,27.61
839247.54,36.68,24.42,631890.69,27.62
839299.3,36.7,24.43,631623.53,27.62
839108.25,36.7,24.44,631548.67,27.62
838949.59,36.71,24.45,631562.05,27.64
838716.84,36.73,24.47,631431.62,27.66
838950.78,36.75,24.49,632227.3,27.7
838726.51,36.76,24.49,631956.02,27.7
838610.56,36.76,24.49,631967.12,27.7
838610.56,36.76,24.49,631967.12,27.7
838413.58,36.76,24.5,633017.9,27.76
838413.58,36.76,24.5,633492.8,27.78
838236.11,36.77,24.51,634234.23,27.82
838452.84,36.8,24.53,634205.46,27.83
838507.69,36.8,24.54,634426.09,27.84
838316.64,36.81,24.54,634250.09,27.85
838108.97,36.82,24.55,634007.1,27.85
838156.74,36.82,24.55,633977.59,27.85
838407.29,36.84,24.57,633964.06,27.85
838511.75,36.85,24.59,634102.2,27.87
838476.29,36.86,24.6,634266.05,27.89
838476.29,36.86,24.6,634085.13,27.88
838476.29,36.86,24.6,633519.28,27.85
838893.51,36.89,24.62,633491.85,27.85
838741.13,36.89,24.63,633204.13,27.85
838604.08,36.9,24.64,634253.0,27.91
838379.81,36.91,24.65,634151.38,27.92
838395.83,36.91,24.65,634039.45,27.91
838571.12,36.93,24.66,633610.37,27.9
838571.12,36.93,24.66,633676.71,27.91
838381.11,36.94,24.67,633520.12,27.91
838307.59,36.95,24.69,635003.74,27.99
838307.59,36.95,24.69,635003.74,27.99
838307.59,36.95,24.69,635003.74,27.99
838074.67,36.95,24.68,634834.07,27.99
838074.67,36.95,24.68,634834.07,27.99
837867.0,36.95,24.69,634860.39,28.0
837642.73,36.96,24.69,635239.62,28.03
837505.68,36.97,24.7,634986.65,28.03
837347.03,36.98,24.71,635506.38,28.06
837023.45,37.0,24.73,635839.96,28.1
836839.71,37.0,24.74,636412.7,28.14
836649.7,37.01,24.75,636220.34,28.15
836649.7,37.01,24.75,636220.34,28.15
836002.19,37.0,24.74,635594.32,28.13
836079.04,37.02,24.75,635416.17,28.13
836110.4,37.02,24.75,635306.45,28.13
836141.76,37.02,24.76,634784.59,28.1
835917.48,37.03,24.76,634821.09,28.12
835922.55,37.04,24.78,634504.37,28.12
835898.35,37.05,24.79,637414.47,28.25
835803.46,37.06,24.8,636729.05,28.24
835498.34,37.06,24.79,636516.15,28.23
835137.42,37.05,24.79,637230.2,28.27
834936.07,37.05,24.78,637921.2,28.31
834728.41,37.06,24.79,638578.03,28.35
834728.41,37.06,24.79,638536.23,28.35
834692.94,37.07,24.8,638612.76,28.36
834029.76,37.1,24.84,638008.44,28.38
834027.51,37.12,24.85,637958.88,28.39
833819.84,37.12,24.86,638317.6,28.42
833492.27,37.12,24.85,638550.91,28.44
833497.33,37.13,24.87,638280.59,28.43
833422.31,37.14,24.88,637946.75,28.43
833263.5,37.14,24.88,637906.56,28.43
833263.5,37.14,24.88,637906.56,28.43
834341.66,37.22,24.96,640040.36,28.55
834341.66,37.22,24.96,640040.36,28.55
834149.68,37.23,24.96,639237.57,28.53
833925.4,37.24,24.97,639051.16,28.53
833741.66,37.24,24.98,638722.08,28.53
834087.91,37.27,25.0,639894.24,28.59
834087.91,37.27,25.0,639894.24,28.59
833906.61,37.27,25.01,640028.85,28.61
833698.94,37.28,25.02,640177.54,28.63
833663.48,37.29,25.03,640160.3,28.64
833439.2,37.3,25.04,640393.3,28.66
833214.93,37.31,25.04,640171.16,28.66
832990.66,37.31,25.05,640408.92,28.69
832815.74,37.32,25.06,640600.53,28.71
833049.68,37.34,25.08,641200.1,28.74
833014.22,37.35,25.09,641475.7,28.76
832830.48,37.36,25.1,641613.62,28.78
832303.75,37.35,25.09,641086.9,28.77
832120.01,37.36,25.09,640644.7,28.76
831359.97,37.39,25.13,641030.38,28.83
831359.97,37.39,25.13,641030.38,28.83
831359.97,37.39,25.13,641030.38,28.83
831359.97,37.39,25.13,641030.38,28.83
831168.91,37.4,25.14,640770.71,28.83
830944.64,37.41,25.14,640594.11,28.84
830807.59,37.42,25.15,640343.91,28.84
830807.59,37.42,25.15,640601.46,28.85
830425.98,37.41,25.14,640220.17,28.84
830624.43,37.43,25.17,639934.27,28.84
830624.43,37.43,25.17,639934.27,28.84
830512.47,37.45,25.18,639964.58,28.86
830375.42,37.46,25.19,639697.81,28.86
830167.75,37.46,25.2,639935.89,28.88
829943.48,37.47,25.21,639714.01,28.88
829869.72,37.49,25.22,640699.58,28.94
829874.79,37.5,25.23,640382.87,28.94
830083.79,37.52,25.25,641537.62,29.0
830335.39,37.54,25.27,643278.94,29.08
830039.68,37.56,25.29,642938.52,29.09
830039.68,37.56,25.29,642938.52,29.09
829599.49,37.55,25.29,642299.03,29.07
829487.52,37.56,25.3,642064.58,29.08
829366.5,37.57,25.31,641670.53,29.07
829366.5,37.57,25.31,641670.53,29.07
829366.5,37.57,25.31,641670.53,29.07
829366.5,37.57,25.31,641670.53,29.07
829230.08,37.58,25.32,642357.11,29.11
829364.23,37.59,25.33,642509.15,29.12
829456.21,37.6,25.33,644369.99,29.21
829456.21,37.6,25.33,644369.99,29.21
829248.55,37.6,25.34,644073.93,29.21
829248.55,37.6,25.34,644073.93,29.21
829256.73,37.62,25.36,643827.49,29.21
829072.99,37.63,25.36,644108.18,29.23
829037.53,37.64,25.38,644361.47,29.26
829002.06,37.65,25.39,644350.38,29.27
828768.03,37.66,25.39,644425.97,29.28
828768.03,37.66,25.39,644425.97,29.28
828042.11,37.64,25.38,643705.56,29.26
827858.38,37.65,25.39,644414.77,29.31
827650.71,37.66,25.4,644018.61,29.3
827975.58,37.68,25.42,644333.29,29.32
827980.65,37.7,25.43,644140.23,29.33
827790.64,37.71,25.44,643444.61,29.31
827609.33,37.71,25.45,643897.09,29.34
827826.67,37.73,25.47,644234.29,29.36
827445.06,37.72,25.46,643567.23,29.34
827254.0,37.73,25.47,643187.4,29.34
826926.94,37.75,25.49,643105.64,29.36
826926.94,37.75,25.49,643007.0,29.35
826933.87,37.77,25.5,642647.76,29.35
826938.94,37.78,25.51,642483.33,29.35
826801.89,37.79,25.53,642159.74,29.35
826689.92,37.8,25.54,642179.51,29.37
826794.39,37.82,25.55,642318.63,29.38
826610.65,37.83,25.56,642057.32,29.38
826386.38,37.83,25.57,642343.12,29.41
826529.93,37.88,25.61,640667.22,29.36
826529.93,37.88,25.61,640667.22,29.36
826380.56,37.87,25.61,640272.58,29.34
826380.56,37.87,25.61,640272.58,29.34
826525.56,37.89,25.63,640836.98,29.38
826525.56,37.89,25.63,640836.98,29.38
826777.15,37.91,25.65,641439.2,29.41
826777.15,37.91,25.65,641258.28,29.4
826627.91,37.91,25.64,641643.14,29.42
826470.61,37.9,25.64,641636.25,29.43
826279.56,37.91,25.65,641384.32,29.43
826088.5,37.92,25.66,641235.89,29.44
826080.33,37.94,25.67,640610.51,29.42
825735.61,37.95,25.69,640216.36,29.43
825551.87,37.96,25.7,640691.33,29.46
825610.64,37.98,25.72,640758.89,29.48
825575.18,38.0,25.73,640926.21,29.5
825367.51,38.0,25.74,641130.55,29.52
825255.55,38.02,25.75,640893.26,29.52
825064.49,38.03,25.76,640758.59,29.53
825257.4,38.04,25.77,641538.88,29.57
825120.35,38.05,25.79,641059.61,29.56
825761.43,38.1,25.83,643095.4,29.67
825448.21,38.1,25.84,642714.4,29.67
825056.77,38.12,25.85,642842.07,29.7
824832.49,38.13,25.86,643074.17,29.72
824115.77,38.11,25.85,642357.44,29.7
824115.77,38.11,25.85,642357.44,29.7
824147.13,38.11,25.85,641993.86,29.69
824147.13,38.11,25.85,641993.86,29.69
824397.68,38.13,25.87,641933.07,29.69
824397.68,38.13,25.87,641933.07,29.69
824205.69,38.14,25.88,641293.38,29.68
824021.95,38.15,25.88,641285.49,29.69
823884.9,38.16,25.9,641331.8,29.71
823772.94,38.17,25.91,641099.41,29.71
823574.2,38.17,25.9,640878.25,29.7
823455.96,38.18,25.92,641665.47,29.75
823487.32,38.18,25.92,642527.71,29.79
823167.69,38.2,25.94,642615.17,29.82
822986.39,38.21,25.95,642512.94,29.83
822962.31,38.22,25.96,642040.72,29.82
823106.05,38.23,25.97,642144.2,29.83
822922.31,38.24,25.98,641596.12,29.81
823501.61,38.28,26.02,641428.43,29.82
823569.4,38.3,26.03,641014.92,29.81
822892.98,38.34,26.07,641222.93,29.88
822597.27,38.36,26.1,641250.22,29.9
822485.31,38.37,26.11,641015.19,29.91
822589.78,38.39,26.13,641154.84,29.92
823038.11,38.41,26.15,641210.82,29.93
822813.83,38.42,26.16,641383.44,29.95
823064.38,38.44,26.18,642291.83,30.0
823063.18,38.46,26.19,641696.9,29.98
823189.87,38.47,26.2,641510.71,29.98
823052.79,38.47,26.21,641596.14,29.99
822869.05,38.48,26.22,641157.13,29.98
823060.94,38.5,26.24,641887.93,30.03
823829.61,38.55,26.28,641891.81,30.03
823926.37,38.55,26.29,642061.7,30.04
