ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5079-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1003,5310,2038810,6212,2038810
1004,5312,2039620,6212,2039620
1004,5312,2040620,6212,2040620
1004,5312,2040940,6212,2040940
1005,5314,2041400,6212,2041400
1005,5314,2042210,6212,2042210
1005,5314,2043210,6212,2043210
1006,5322,2043210,6212,2043210
1006,5322,2044020,6212,2044020
1006,5322,2044020,6212,2044020
1006,5322,2044020,6212,2052020
1006,5322,2044480,6212,2052480
1006,5322,2045480,6212,2053480
1006,5322,2046480,6212,2054480
1006,5322,2047480,6212,2055480
1006,5322,2048480,6212,2056480
1006,5322,2048950,6212,2056950
1006,5322,2048950,6212,2056950
1006,5322,2048950,6212,2056950
1006,5322,2049950,6212,2057950
1006,5322,2053950,6212,2061950
1006,5322,2054600,6212,2062600
1006,5322,2054600,6212,2062600
1007,5324,2055600,6212,2063600
1007,5324,2057600,6212,2065600
1008,5326,2057600,6212,2065600
1008,5326,2058070,6212,2066070
1008,5326,2059070,6212,2067070
1009,5330,2060070,6212,2068070
1009,5330,2060880,6212,2068880
1010,5338,2061880,6212,2069880
1011,5346,2069880,6212,2077880
1011,5346,2069880,6212,2077880
1011,5346,2069880,6212,2077880
1011,5346,2070880,6212,2078880
1012,5348,2071880,6212,2079880
1013,5349,2072880,6212,2080880
1014,5357,2073880,6212,2081880
1014,5357,2074880,6212,2082880
1014,5357,2075880,6212,2083880
1015,5359,2077880,6212,2085880
1015,5359,2078880,6212,2086880
1015,5359,2079880,6212,2087880
1016,5367,2080690,6212,2088690
1016,5367,2080690,6212,2088690
1016,5367,2081690,6212,2089690
1016,5367,2082690,6212,2090690
1016,5367,2083690,6212,2091690
1016,5367,2084690,6212,2092690
1017,5375,2092690,6212,2100690
1018,5383,2093690,6212,2101690
1018,5383,2094500,6212,2102500
1018,5383,2094610,6212,2102610
1018,5383,2095610,6212,2103610
1018,5383,2096260,6212,2104260
1018,5383,2097260,6212,2105260
1018,5383,2099260,6212,2107260
1018,5383,2101260,6212,2109260
1018,5383,2101260,6212,2109260
1018,5383,2102260,6212,2110260
1019,5391,2103260,6212,2111260
1019,5391,2104260,6212,2112260
1020,5399,2108260,6212,2116260
1020,5399,2109260,6212,2117260
1021,5400,2110070,6212,2118070
1021,5400,2111070,6212,2119070
1021,5400,2111880,6212,2119880
1021,5400,2111880,6212,2119880
1022,5408,2112530,6212,2120530
1022,5408,2113000,6212,2121000
1022,5408,2114000,6212,2122000
1023,5416,2115000,6212,2123000
1024,5418,2116000,6212,2124000
1025,5426,2124000,6212,2132000
1025,5426,2125000,6212,2133000
1026,5434,2125470,6212,2133470
1026,5434,2126470,6212,2134470
1027,5436,2127470,6212,2135470
1027,5436,2127470,6212,2135470
1027,5436,2128470,6212,2136470
1027,5436,2128940,6212,2136940
1027,5436,2129750,6212,2137750
1027,5436,2133750,6212,2141750
1027,5436,2134750,6212,2142750
1027,5436,2135750,6212,2143750
1027,5436,2136560,6212,2144560
1027,5436,2137560,6212,2145560
1028,5438,2138370,6212,2146370
1028,5438,2139370,6212,2147370
1028,5438,2141370,6212,2149370
1029,5440,2141370,6212,2149370
1030,5442,2142370,6212,2150370
1030,5442,2143370,6212,2151370
1030,5442,2143370,6212,2151370
1030,5442,2145370,6212,2153370
1031,5444,2145830,6212,2153830
1031,5444,2145990,6212,2153990
1031,5444,2146990,6212,2154990
1031,5444,2147990,6212,2155990
1032,5452,2148580,6212,2156580
1033,5454,2149230,6212,2157230
1033,5454,2150230,6212,2158230
1033,5454,2151230,6212,2159230
1033,5454,2151340,6212,2159340
1034,5456,2152340,6212,2160340
1034,5456,2154340,6212,2162340
1034,5456,2155340,6212,2163340
1034,5456,2159340,6212,2167340
1034,5456,2160150,6212,2168150
1034,5456,2161150,6212,2169150
1034,5456,2161800,6212,2169800
1034,5456,2162450,6212,2170450
1034,5456,2163450,6212,2171450
1034,5456,2163770,6212,2171770
1034,5456,2165770,6212,2173770
1035,5458,2166770,6212,2174770
1035,5458,2167770,6212,2175770
1035,5458,2168420,6212,2176420
1035,5458,2168790,6212,2176790
1036,5460,2169250,6212,2177250
1036,5460,2169720,6212,2177720
1036,5460,2170720,6212,2178720
1036,5460,2170720,6212,2178720
1036,5460,2171720,6212,2179720
1036,5460,2172040,6212,2180040
1037,5468,2173040,6212,2181040
1038,5476,2173850,6212,2181850
1038,5476,2174850,6212,2182850
1038,5476,2175850,6212,2183850
1039,5478,2176320,6212,2184320
1039,5478,2177320,6212,2185320
1039,5478,2178320,6212,2186320
1039,5478,2178790,6212,2186790
1039,5478,2182790,6212,2190790
1039,5478,2183440,6212,2191440
1040,5486,2184250,6212,2192250
1041,5494,2185060,6212,2193060
1041,5494,2186060,6212,2194060
1041,5494,2186530,6212,2194530
1041,5494,2187530,6212,2195530
1041,5494,2188000,6212,2196000
1041,5494,2188550,6212,2196550
1041,5494,2189550,6212,2197550
1041,5494,2189770,6212,2197770
1041,5494,2190420,6212,2198420
1041,5494,2191420,6212,2199420
1042,5502,2192420,6212,2200420
1042,5502,2192890,6212,2200890
1042,5502,2193360,6212,2201360
1042,5502,2194360,6212,2202360
1042,5502,2195360,6212,2203360
1042,5502,2196170,6212,2204170
1042,5502,2197170,6212,2205170
1042,5502,2197640,6212,2205640
1042,5502,2198110,6212,2206110
1042,5502,2198920,6212,2206920
1042,5502,2199920,6212,2207920
1042,5502,2200920,6212,2208920
1042,5502,2200920,6212,2208920
1042,5502,2201920,6212,2209920
1043,5504,2202920,6212,2210920
1043,5504,2203920,6212,2211920
1043,5504,2204730,6212,2212730
1043,5504,2205730,6212,2213730
1043,5504,2206730,6212,2214730
1043,5504,2207730,6212,2215730
1043,5504,2208730,6212,2216730
1044,5512,2216730,6212,2224730
1044,5512,2216730,6212,2224730
1044,5512,2217730,6212,2225730
1044,5512,2218200,6212,2226200
1044,5512,2219200,6212,2227200
1045,5520,2220010,6212,2228010
1046,5528,2222010,6212,2230010
1046,5528,2223010,6212,2231010
1046,5528,2225010,6212,2233010
1046,5528,2225480,6212,2233480
1046,5528,2226480,6212,2234480
1046,5528,2226480,6212,2242480
1046,5528,2227290,6212,2243290
1046,5528,2228100,6212,2244100
1046,5528,2229100,6212,2245100
1046,5528,2229100,6212,2245100
1046,5528,2229100,6212,2245100
1046,5528,2230100,6212,2246100
1046,5528,2231100,6212,2247100
1046,5528,2232100,6212,2248100
1046,5528,2233100,6212,2249100
1046,5528,2233560,6212,2249560
1046,5528,2234210,6212,2250210
1047,5536,2242210,6212,2258210
1047,5536,2243210,6212,2259210
1047,5536,2243210,6212,2259210
1047,5536,2243860,6212,2259860
1048,5544,2244860,6212,2260860
1048,5544,2245860,6212,2261860
1049,5552,2246330,6212,2262330
1049,5552,2247140,6212,2263140
1050,5560,2247950,6212,2263950
1050,5560,2248950,6212,2264950
1050,5560,2249950,6212,2265950
1050,5560,2250950,6212,2266950
1050,5560,2250950,6212,2266950
1050,5560,2251950,6212,2267950
1050,5560,2252420,6212,2268420
1050,5560,2253230,6212,2269230
1050,5560,2253460,6212,2269460
1050,5560,2254460,6212,2270460
1050,5560,2255460,6212,2271460
1050,5560,2256460,6212,2272460
1050,5560,2257270,6212,2273270
1050,5560,2257270,6212,2281270
1050,5560,2258270,6212,2282270
1050,5560,2258270,6212,2282270
1051,5568,2266270,6212,2290270
1051,5568,2266740,6212,2290740
1052,5570,2267740,6212,2291740
1052,5570,2268390,6212,2292390
1053,5572,2269390,6212,2293390
1053,5572,2270390,6212,2294390
1053,5572,2271200,6212,2295200
1053,5572,2272200,6212,2296200
1053,5572,2272200,6212,2296200
1054,5580,2273200,6212,2297200
1054,5580,2274200,6212,2298200
1054,5580,2274670,6212,2298670
1054,5580,2274670,6212,2298670
1054,5580,2275670,6212,2299670
1054,5580,2276320,6212,2300320
1055,5588,2284320,6212,2308320
1055,5588,2284800,6212,2308800
1055,5588,2285270,6212,2309270
1056,5590,2286270,6212,2310270
1056,5590,2290270,6212,2314270
1056,5590,2290490,6212,2314490
1057,5591,2291300,6212,2315300
1057,5591,2291300,6212,2315300
1057,5591,2291300,6212,2315300
1057,5591,2292300,6212,2316300
1057,5591,2293300,6212,2317300
1058,5593,2293770,6212,2317770
1058,5593,2294770,6212,2318770
1058,5593,2295240,6212,2319240
1058,5593,2296050,6212,2320050
1058,5593,2296700,6212,2320700
1058,5593,2297510,6212,2321510
1058,5593,2298510,6212,2322510
1058,5593,2299510,6212,2323510
1058,5593,2299510,6212,2323510
1058,5593,2300160,6212,2324160
1058,5593,2301160,6212,2325160
1058,5593,2302160,6212,2326160
1058,5593,2303160,6212,2327160
1058,5593,2303160,6212,2327160
1058,5593,2303160,6212,2327160
1058,5593,2303160,6212,2327160
1058,5593,2303710,6212,2327710
1059,5601,2311710,6212,2335710
1059,5601,2311930,6212,2335930
1059,5601,2311930,6212,2335930
1059,5601,2312930,6212,2336930
1059,5601,2313740,6212,2337740
1059,5601,2314550,6212,2338550
1059,5601,2315550,6212,2339550
1059,5601,2316550,6212,2340550
1059,5601,2317550,6212,2341550
1059,5601,2318550,6212,2342550
1059,5601,2319550,6212,2343550
1059,5601,2320360,6212,2344360
1059,5601,2322360,6212,2346360
1059,5601,2322680,6212,2346680
1060,5603,2323680,6212,2347680
1060,5603,2324490,6212,2348490
1060,5603,2325490,6212,2349490
1060,5603,2326490,6212,2350490
1060,5603,2326960,6212,2350960
1061,5605,2327610,6212,2351610
1061,5605,2328090,6212,2352090
1061,5605,2329090,6212,2353090
1061,5605,2330090,6212,2354090
1061,5605,2330410,6212,2354410
1061,5605,2330410,6212,2354410
1061,5605,2330410,6212,2354410
1061,5605,2331410,6212,2355410
1061,5605,2331880,6212,2355880
1061,5605,2331990,6212,2355990
1062,5613,2332990,6212,2356990
1062,5613,2333990,6212,2357990
1062,5613,2334990,6212,2358990
1062,5613,2335990,6212,2359990
1063,5617,2336800,6212,2360800
1063,5617,2337800,6212,2361800
1064,5625,2337800,6212,2361800
1064,5625,2338270,6212,2362270
1064,5625,2339270,6212,2363270
1064,5625,2339730,6212,2363730
1064,5625,2340730,6212,2364730
1064,5625,2341730,6212,2365730
1064,5625,2342540,6212,2366540
1064,5625,2343540,6212,2367540
1064,5625,2351540,6212,2375540
1064,5625,2351540,6212,2375540
1065,5627,2352540,6212,2376540
1065,5627,2353540,6212,2377540
1065,5627,2354540,6212,2378540
1065,5627,2355540,6212,2379540
1065,5627,2356350,6212,2380350
1065,5627,2358350,6212,2382350
1066,5635,2362350,6212,2386350
1067,5643,2363350,6212,2387350
1068,5647,2364350,6212,2388350
1068,5647,2364820,6212,2388820
1068,5647,2368820,6212,2392820
1068,5647,2369630,6212,2393630
1069,5655,2370100,6212,2394100
1069,5655,2370910,6212,2394910
1070,5657,2372910,6212,2396910
1070,5657,2373140,6212,2397140
1070,5657,2373950,6212,2397950
1070,5657,2374950,6212,2398950
1070,5657,2374950,6212,2398950
1070,5657,2375430,6212,2399430
1070,5657,2375900,6212,2399900
1070,5657,2376220,6212,2400220
1070,5657,2377030,6212,2401030
1070,5657,2377380,6212,2401380
1070,5657,2378380,6212,2402380
1070,5657,2379190,6212,2403190
1070,5657,2380190,6212,2404190
1070,5657,2381190,6212,2405190
1070,5657,2382190,6212,2406190
1070,5657,2383190,6212,2407190
1070,5657,2383660,6212,2407660
1070,5657,2384310,6212,2408310
1071,5659,2384960,6212,2408960
1071,5659,2385180,6212,2409180
1072,5661,2386180,6212,2410180
1072,5661,2387180,6212,2411180
1072,5661,2387650,6212,2411650
1073,5669,2388650,6212,2412650
1073,5669,2392650,6212,2416650
1073,5669,2393120,6212,2417120
1073,5669,2394120,6212,2418120
1073,5669,2394930,6212,2418930
1073,5669,2395930,6212,2419930
1073,5669,2396930,6212,2420930
1073,5669,2397400,6212,2421400
1073,5669,2398210,6212,2422210
1073,5669,2399210,6212,2423210
1074,5677,2407210,6212,2431210
1075,5679,2408210,6212,2432210
1075,5679,2409210,6212,2433210
1075,5679,2410210,6212,2434210
1075,5679,2411210,6212,2435210
1075,5679,2411680,6212,2435680
1075,5679,2412270,6212,2436270
1075,5679,2413270,6212,2437270
1075,5679,2413270,6212,2437270
1075,5679,2414270,6212,2438270
1075,5679,2415270,6212,2439270
1075,5679,2416270,6212,2440270
1075,5679,2416270,6212,2440270
1075,5679,2417270,6212,2441270
1075,5679,2417490,6212,2441490
1075,5679,2421490,6212,2445490
1075,5679,2422490,6212,2446490
1075,5679,2423490,6212,2447490
1075,5679,2424080,6212,2448080
1075,5679,2425080,6212,2449080
1075,5679,2426080,6212,2450080
1076,5687,2434080,6212,2458080
1076,5687,2435080,6212,2459080
1076,5687,2436080,6212,2460080
1077,5695,2444080,6212,2468080
1077,5695,2444550,6212,2468550
1077,5695,2445550,6212,2469550
1077,5695,2446140,6212,2470140
1077,5695,2447140,6212,2471140
1077,5695,2448140,6212,2472140
1077,5695,2449140,6212,2473140
1077,5695,2450140,6212,2474140
1078,5697,2450460,6212,2474460
1078,5697,2451460,6212,2475460
1078,5697,2452460,6212,2476460
1079,5705,2456460,6212,2480460
1079,5705,2456460,6212,2480460
1080,5713,2457270,6212,2481270
1080,5713,2457920,6212,2481920
1080,5713,2458390,6212,2482390
1080,5713,2460390,6212,2484390
1081,5715,2460390,6212,2484390
1081,5715,2460710,6212,2484710
1082,5717,2460710,6212,2484710
1083,5725,2461710,6212,2485710
1083,5725,2462180,6212,2486180
1084,5727,2462180,6212,2486180
1084,5727,2462640,6212,2486640
1084,5727,2463640,6212,2487640
1084,5727,2464640,6212,2488640
1084,5727,2465640,6212,2489640
1085,5735,2466110,6212,2490110
1085,5735,2466920,6212,2490920
1085,5735,2467920,6212,2491920
1086,5743,2475920,6212,2499920
1086,5743,2476240,6212,2500240
1086,5743,2477240,6212,2501240
1086,5743,2478240,6212,2502240
1086,5743,2479240,6212,2503240
1086,5743,2480240,6212,2504240
1086,5743,2480240,6212,2504240
1086,5743,2481240,6212,2505240
1087,5745,2482050,6212,2506050
1087,5745,2490050,6212,2514050
1087,5745,2490050,6212,2514050
1088,5747,2490050,6212,2514050
1089,5755,2498050,6212,2522050
1089,5755,2499050,6212,2523050
1089,5755,2499520,6212,2523520
1089,5755,2499520,6212,2523520
1089,5755,2499520,6212,2523520
1089,5755,2500330,6212,2524330
1089,5755,2501330,6212,2525330
1089,5755,2502330,6212,2526330
1090,5763,2510330,6212,2534330
1090,5763,2511330,6212,2535330
1091,5771,2519330,6212,2543330
1092,5779,2520330,6212,2544330
1092,5779,2520790,6212,2544790
1092,5779,2521110,6212,2545110
1092,5779,2522110,6212,2546110
1092,5779,2522430,6212,2546430
1092,5779,2522430,6212,2546430
1092,5779,2524430,6212,2548430
1092,5779,2524750,6212,2548750
1092,5779,2525220,6212,2549220
1092,5779,2526220,6212,2550220
1092,5779,2526220,6212,2550220
1092,5779,2526590,6212,2550590
1092,5779,2527590,6212,2551590
1092,5779,2527590,6212,2551590
1093,5787,2528400,6212,2552400
1093,5787,2528400,6212,2552400
1093,5787,2529400,6212,2553400
1093,5787,2530400,6212,2554400
1093,5787,2530770,6212,2554770
1093,5787,2531770,6212,2555770
1094,5795,2539770,6212,2563770
1094,5795,2539770,6212,2563770
1094,5795,2539770,6212,2563770
1094,5795,2540580,6212,2564580
1094,5795,2540580,6212,2564580
1094,5795,2541580,6212,2565580
1095,5797,2542390,6212,2566390
1095,5797,2543390,6212,2567390
1095,5797,2543390,6212,2567390
1095,5797,2544200,6212,2568200
1096,5805,2544670,6212,2568670
1097,5813,2552670,6212,2576670
1098,5815,2553670,6212,2577670
1098,5815,2554480,6212,2578480
1099,5823,2555480,6212,2579480
1099,5823,2556480,6212,2580480
1099,5823,2557290,6212,2581290
1099,5823,2557290,6212,2581290
1100,5831,2565290,6212,2589290
1101,5839,2573290,6212,2597290
1101,5839,2575290,6212,2599290
1101,5839,2576290,6212,2600290
1101,5839,2577290,6212,2601290
1102,5847,2585290,6212,2609290
1102,5847,2586290,6212,2610290
1102,5847,2587290,6212,2611290
1102,5847,2588290,6212,2612290
1102,5847,2588290,6212,2612290
1102,5847,2589290,6212,2613290
1102,5847,2589290,6212,2613290
1102,5847,2590100,6212,2614100
1102,5847,2591100,6212,2615100
1102,5847,2591420,6212,2615420
1102,5847,2592420,6212,2616420
1103,5855,2600420,6212,2624420
1103,5855,2601420,6212,2625420
1103,5855,2601530,6212,2625530
1103,5855,2602530,6212,2626530
1103,5855,2603000,6212,2627000
1103,5855,2603000,6212,2627000
1104,5857,2603470,6212,2627470
1104,5857,2603940,6212,2627940
1104,5857,2604940,6212,2628940
1104,5857,2605750,6212,2629750
1104,5857,2606750,6212,2630750
1104,5857,2607750,6212,2631750
1104,5857,2608750,6212,2632750
1104,5857,2609750,6212,2633750
1105,5859,2610750,6212,2634750
1105,5859,2611750,6212,2635750
1105,5859,2612750,6212,2636750
1105,5859,2613750,6212,2637750
1106,5867,2613750,6212,2637750
1107,5869,2614750,6212,2638750
1107,5869,2618750,6212,2642750
1107,5869,2619750,6212,2643750
1107,5869,2619750,6212,2643750
1107,5869,2619750,6212,2643750
1107,5869,2620340,6212,2644340
1107,5869,2621340,6212,2645340
1107,5869,2622340,6212,2646340
1107,5869,2623340,6212,2647340
1107,5869,2624340,6212,2648340
1107,5869,2625340,6212,2649340
1107,5869,2625340,6212,2649340
1107,5869,2626340,6212,2650340
1107,5869,2627340,6212,2651340
1107,5869,2628340,6212,2652340
1107,5869,2629340,6212,2653340
1107,5869,2637340,6212,2661340
1108,5870,2638150,6212,2662150
1108,5870,2639150,6212,2663150
1108,5870,2639620,6212,2663620
1109,5872,2640090,6212,2664090
1109,5872,2640090,6212,2664090
1109,5872,2640900,6212,2664900
1109,5872,2641010,6212,2665010
1109,5872,2642010,6212,2666010
1109,5872,2643010,6212,2667010
1109,5872,2644010,6212,2668010
1109,5872,2645010,6212,2669010
1109,5872,2645820,6212,2669820
1110,5880,2653820,6212,2677820
1110,5880,2654820,6212,2678820
1110,5880,2655630,6212,2679630
1110,5880,2657630,6212,2681630
1111,5882,2658630,6212,2682630
1111,5882,2659440,6212,2683440
1111,5882,2660250,6212,2684250
1111,5882,2661250,6212,2685250
1112,5890,2669250,6212,2693250
1113,5898,2677250,6212,2701250
1113,5898,2678060,6212,2702060
1114,5902,2679060,6212,2703060
1115,5910,2679290,6212,2703290
1115,5910,2680290,6212,2704290
1115,5910,2681290,6212,2705290
1115,5910,2682290,6212,2706290
1115,5910,2682450,6212,2706450
1115,5910,2683260,6212,2707260
1115,5910,2683260,6212,2707260
1115,5910,2683730,6212,2707730
1115,5910,2684540,6212,2708540
1115,5910,2685540,6212,2709540
1115,5910,2686540,6212,2710540
1115,5910,2687540,6212,2711540
1115,5910,2688010,6212,2712010
1115,5910,2689010,6212,2713010
1115,5910,2690010,6212,2714010
1116,5914,2691010,6212,2715010
1116,5914,2691820,6212,2715820
1116,5914,2692820,6212,2716820
1116,5914,2692820,6212,2716820
1117,5922,2692820,6212,2716820
1117,5922,2693820,6212,2717820
1117,5922,2694050,6212,2718050
1117,5922,2694050,6212,2718050
1117,5922,2694700,6212,2718700
1117,5922,2695700,6212,2719700
1117,5922,2696700,6212,2720700
1117,5922,2697700,6212,2721700
1117,5922,2698700,6212,2722700
1117,5922,2698860,6212,2722860
1117,5922,2699860,6212,2723860
1117,5922,2700860,6212,2724860
1118,5924,2702860,6212,2726860
1118,5924,2703510,6212,2727510
1118,5924,2704510,6212,2728510
1118,5924,2704670,6212,2728670
1118,5924,2705670,6212,2729670
1118,5924,2706220,6212,2730220
1118,5924,2707220,6212,2731220
1118,5924,2708220,6212,2732220
1118,5924,2708870,6212,2732870
1118,5924,2709870,6212,2733870
1118,5924,2710680,6212,2734680
1118,5924,2711150,6212,2735150
1118,5924,2711620,6212,2735620
1118,5924,2711940,6212,2735940
1118,5924,2712260,6212,2736260
1118,5924,2713260,6212,2737260
1119,5925,2713810,6212,2737810
1119,5925,2714810,6212,2738810
1119,5925,2715810,6212,2739810
1120,5933,2723810,6212,2747810
1120,5933,2724460,6212,2748460
1120,5933,2725270,6212,2749270
1121,5935,2725270,6212,2749270
1122,5937,2726270,6212,2750270
1122,5937,2726270,6212,2750270
1122,5937,2727270,6212,2751270
1122,5937,2731270,6212,2755270
1122,5937,2731590,6212,2755590
1123,5945,2739590,6212,2763590
1123,5945,2740590,6212,2764590
1123,5945,2741060,6212,2765060
1123,5945,2742060,6212,2766060
1123,5945,2744060,6212,2768060
1124,5947,2746060,6212,2770060
1124,5947,2747060,6212,2771060
1124,5947,2747060,6212,2771060
1124,5947,2751060,6212,2775060
1124,5947,2752060,6212,2776060
1125,5949,2752870,6212,2776870
1125,5949,2753460,6212,2777460
1125,5949,2761460,6212,2785460
1125,5949,2761930,6212,2785930
1125,5949,2762400,6212,2786400
1125,5949,2763050,6212,2787050
1125,5949,2763280,6212,2787280
1125,5949,2764280,6212,2788280
1125,5949,2765090,6212,2789090
1125,5949,2766090,6212,2790090
1125,5949,2767090,6212,2791090
1125,5949,2767320,6212,2791320
1125,5949,2768320,6212,2792320
1125,5949,2769320,6212,2793320
1125,5949,2770320,6212,2794320
1125,5949,2771130,6212,2795130
1125,5949,2772130,6212,2796130
1125,5949,2773130,6212,2797130
1125,5949,2773350,6212,2797350
1126,5957,2774350,6212,2798350
1126,5957,2775350,6212,2799350
1126,5957,2776160,6212,2800160
1126,5957,2777160,6212,2801160
1126,5957,2777530,6212,2801530
1126,5957,2777760,6212,2801760
1126,5957,2781760,6212,2805760
1126,5957,2782760,6212,2806760
1126,5957,2783760,6212,2807760
1126,5957,2783760,6212,2807760
1126,5957,2784760,6212,2808760
1126,5957,2785760,6212,2809760
1126,5957,2786760,6212,2810760
1127,5959,2787080,6212,2811080
1127,5959,2788080,6212,2812080
1127,5959,2788890,6212,2812890
1127,5959,2789890,6212,2813890
1128,5961,2790890,6212,2814890
1128,5961,2791890,6212,2815890
1128,5961,2792890,6212,2816890
1128,5961,2793890,6212,2817890
1128,5961,2793890,6212,2817890
1128,5961,2793890,6212,2817890
1128,5961,2794350,6212,2818350
1128,5961,2794350,6212,2818350
1128,5961,2795350,6212,2819350
1128,5961,2795810,6212,2819810
1128,5961,2796620,6212,2820620
1128,5961,2797620,6212,2821620
1129,5963,2798620,6212,2822620
1129,5963,2798850,6212,2822850
1129,5963,2799080,6212,2823080
1130,5965,2799550,6212,2823550
1130,5965,2800550,6212,2824550
1130,5965,2801550,6212,2825550
1130,5965,2802550,6212,2826550
1130,5965,2803360,6212,2827360
1130,5965,2804360,6212,2828360
1130,5965,2805360,6212,2829360
1130,5965,2806360,6212,2830360
1131,5967,2807360,6212,2831360
1131,5967,2809360,6212,2833360
1131,5967,2809830,6212,2833830
1131,5967,2810830,6212,2834830
1131,5967,2811640,6212,2835640
1131,5967,2812450,6212,2836450
1131,5967,2812450,6212,2836450
1131,5967,2812450,6212,2836450
1131,5967,2812920,6212,2836920
1131,5967,2813080,6212,2837080
1131,5967,2814080,6212,2838080
1132,5975,2822080,6212,2846080
1132,5975,2823080,6212,2847080
1133,5983,2831080,6212,2855080
1133,5983,2832080,6212,2856080
1133,5983,2832670,6212,2856670
1133,5983,2832990,6212,2856990
1133,5983,2832990,6212,2856990
1134,5991,2840990,6212,2864990
1134,5991,2841210,6212,2865210
1134,5991,2849210,6212,2873210
1134,5991,2850020,6212,2874020
1135,5992,2850830,6212,2874830
1135,5992,2852830,6212,2876830
1135,5992,2853310,6212,2877310
1135,5992,2854310,6212,2878310
1135,5992,2855310,6212,2879310
1135,5992,2855310,6212,2879310
1135,5992,2855780,6212,2879780
1135,5992,2856590,6212,2880590
1135,5992,2857400,6212,2881400
1135,5992,2857870,6212,2881870
1136,6000,2865870,6212,2889870
1136,6000,2866870,6212,2890870
1136,6000,2866980,6212,2890980
1137,6002,2867450,6212,2891450
1137,6002,2868450,6212,2892450
1137,6002,2869260,6212,2893260
1137,6002,2869910,6212,2893910
1137,6002,2870140,6212,2894140
1137,6002,2870610,6212,2894610
1137,6002,2870610,6212,2894610
1137,6002,2871610,6212,2895610
1137,6002,2871610,6212,2895610
1137,6002,2872260,6212,2896260
1137,6002,2873070,6212,2897070
1137,6002,2873070,6212,2897070
1137,6002,2874070,6212,2898070
1137,6002,2875070,6212,2899070
1137,6002,2875540,6212,2899540
1137,6002,2876540,6212,2900540
1138,6004,2877190,6212,2901190
1138,6004,2878190,6212,2902190
1138,6004,2878190,6212,2902190
1138,6004,2879190,6212,2903190
1138,6004,2880190,6212,2904190
1138,6004,2881000,6212,2905000
1138,6004,2882000,6212,2906000
1138,6004,2883000,6212,2907000
1138,6004,2883000,6212,2907000
1138,6004,2883000,6212,2907000
1138,6004,2884000,6212,2908000
1138,6004,2885000,6212,2909000
1138,6004,2886000,6212,2910000
1138,6004,2887000,6212,2911000
1138,6004,2887220,6212,2911220
1138,6004,2888220,6212,2912220
1138,6004,2889220,6212,2913220
1138,6004,2889690,6212,2913690
1138,6004,2890690,6212,2914690
1138,6004,2890690,6212,2914690
1139,6012,2898690,6212,2922690
1139,6012,2899690,6212,2923690
1139,6012,2900060,6212,2924060
1139,6012,2901060,6212,2925060
1139,6012,2901060,6212,2933060
1139,6012,2901380,6212,2933380
1139,6012,2901700,6212,2933700
1139,6012,2902510,6212,2934510
1139,6012,2903160,6212,2935160
1140,6014,2904160,6212,2936160
1140,6014,2904390,6212,2936390
1140,6014,2904390,6212,2936390
1140,6014,2904710,6212,2936710
1140,6014,2904940,6212,2936940
1141,6016,2905940,6212,2937940
1141,6016,2906410,6212,2938410
1141,6016,2906410,6212,2938410
1141,6016,2907410,6212,2939410
1141,6016,2908410,6212,2940410
1141,6016,2909410,6212,2941410
1141,6016,2909460,6212,2941460
1141,6016,2910460,6212,2942460
1141,6016,2911460,6212,2943460
1141,6016,2912270,6212,2944270
1141,6016,2913270,6212,2945270
1141,6016,2914270,6212,2946270
1141,6016,2916270,6212,2948270
1141,6016,2916590,6212,2948590
1141,6016,2916590,6212,2948590
1142,6024,2924590,6212,2956590
1142,6024,2925400,6212,2957400
1142,6024,2926400,6212,2958400
1142,6024,2927400,6212,2959400
1143,6026,2928400,6212,2960400
1143,6026,2929400,6212,2961400
1143,6026,2930400,6212,2962400
1143,6026,2931400,6212,2963400
1143,6026,2931870,6212,2963870
1143,6026,2932870,6212,2964870
1143,6026,2933870,6212,2965870
1143,6026,2934870,6212,2966870
1143,6026,2935520,6212,2967520
1143,6026,2939520,6212,2971520
1143,6026,2940520,6212,2972520
1143,6026,2941520,6212,2973520
1143,6026,2942330,6212,2974330
1143,6026,2943330,6212,2975330
1143,6026,2944330,6212,2976330
1143,6026,2944330,6212,2976330
1143,6026,2944800,6212,2976800
1143,6026,2945800,6212,2977800
1143,6026,2946120,6212,2978120
1143,6026,2946590,6212,2978590
1143,6026,2947590,6212,2979590
1143,6026,2948590,6212,2980590
1143,6026,2948590,6212,2980590
1143,6026,2949590,6212,2981590
1143,6026,2950400,6212,2982400
1143,6026,2951400,6212,2983400
