ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
690,2028,1858270,6212,1858270
690,2028,1859270,6212,1859270
691,2036,1867270,6212,1867270
692,2044,1875270,6212,1875270
693,2052,1883270,6212,1883270
693,2052,1883920,6212,1883920
693,2052,1884920,6212,1884920
693,2052,1885390,6212,1885390
693,2052,1886390,6212,1886390
693,2052,1887390,6212,1887390
693,2052,1887390,6212,1887390
693,2052,1887620,6212,1887620
693,2052,1888620,6212,1888620
694,2060,1889620,6212,1889620
694,2060,1890620,6212,1890620
694,2060,1891620,6212,1891620
694,2060,1892620,6212,1892620
694,2060,1892620,6212,1892620
694,2060,1893620,6212,1893620
694,2060,1894090,6212,1894090
694,2060,1894090,6212,1894090
694,2060,1894320,6212,1894320
694,2060,1894320,6212,1894320
694,2060,1894690,6212,1894690
694,2060,1895500,6212,1895500
695,2068,1903500,6212,1903500
695,2068,1903960,6212,1903960
696,2076,1904770,6212,1904770
696,2076,1905770,6212,1905770
697,2084,1913770,6212,1913770
697,2084,1913770,6212,1913770
697,2084,1917770,6212,1917770
698,2092,1918770,6212,1918770
699,2100,1926770,6212,1926770
699,2100,1927580,6212,1927580
699,2100,1928390,6212,1928390
699,2100,1928860,6212,1928860
699,2100,1929860,6212,1929860
699,2100,1930860,6212,1930860
699,2100,1931860,6212,1931860
699,2100,1931860,6212,1931860
699,2100,1931860,6212,1931860
699,2100,1932860,6212,1932860
699,2100,1933860,6212,1933860
699,2100,1934330,6212,1934330
699,2100,1935330,6212,1935330
700,2108,1936330,6212,1936330
700,2108,1936800,6212,1936800
700,2108,1937800,6212,1937800
700,2108,1937800,6212,1937800
700,2108,1938800,6212,1938800
700,2108,1939610,6212,1939610
700,2108,1939770,6212,1939770
700,2108,1939770,6212,1939770
700,2108,1940770,6212,1940770
700,2108,1941770,6212,1941770
700,2108,1942580,6212,1942580
700,2108,1943050,6212,1943050
701,2116,1944050,6212,1944050
701,2116,1945050,6212,1945050
701,2116,1946050,6212,1946050
701,2116,1947050,6212,1947050
702,2124,1955050,6212,1955050
702,2124,1956050,6212,1956050
702,2124,1956860,6212,1956860
702,2124,1957510,6212,1957510
703,2132,1965510,6212,1965510
703,2132,1966510,6212,1966510
704,2140,1967510,6212,1967510
704,2140,1968510,6212,1968510
704,2140,1969160,6212,1969160
704,2140,1970160,6212,1970160
704,2140,1970270,6212,1970270
704,2140,1971270,6212,1971270
705,2148,1979270,6212,1979270
705,2148,1979270,6212,1979270
705,2148,1980270,6212,1980270
705,2148,1981270,6212,1981270
705,2148,1982270,6212,1982270
706,2156,1982920,6212,1982920
706,2156,1983920,6212,1983920
706,2156,1984390,6212,1984390
707,2164,1992390,6212,1992390
707,2164,1993200,6212,1993200
707,2164,1993520,6212,1993520
707,2164,1994520,6212,1994520
707,2164,1995520,6212,1995520
707,2164,1996330,6212,1996330
707,2164,1996790,6212,1996790
707,2164,1997790,6212,1997790
708,2172,1998790,6212,1998790
708,2172,1998790,6212,1998790
708,2172,1999260,6212,1999260
708,2172,2001260,6212,2001260
708,2172,2002070,6212,2002070
708,2172,2002540,6212,2002540
708,2172,2003010,6212,2003010
708,2172,2004010,6212,2004010
708,2172,2004330,6212,2004330
708,2172,2005330,6212,2005330
709,2180,2006330,6212,2006330
709,2180,2006560,6212,2006560
709,2180,2007560,6212,2007560
709,2180,2008370,6212,2008370
709,2180,2009370,6212,2009370
709,2180,2010370,6212,2010370
709,2180,2010370,6212,2010370
709,2180,2011180,6212,2011180
709,2180,2012180,6212,2012180
709,2180,2012650,6212,2012650
709,2180,2013650,6212,2013650
710,2188,2014460,6212,2014460
710,2188,2014680,6212,2014680
710,2188,2015490,6212,2015490
710,2188,2016490,6212,2016490
710,2188,2016490,6212,2016490
710,2188,2017490,6212,2017490
710,2188,2017960,6212,2017960
710,2188,2017960,6212,2017960
710,2188,2017960,6212,2017960
710,2188,2018610,6212,2018610
710,2188,2019610,6212,2019610
710,2188,2020420,6212,2020420
711,2196,2028420,6212,2028420
711,2196,2028740,6212,2028740
711,2196,2028740,6212,2028740
711,2196,2029060,6212,2029060
712,2204,2029870,6212,2029870
713,2212,2037870,6212,2037870
713,2212,2038870,6212,2038870
713,2212,2038870,6212,2038870
713,2212,2039870,6212,2039870
713,2212,2040870,6212,2040870
713,2212,2040870,6212,2040870
713,2212,2041870,6212,2041870
713,2212,2042870,6212,2042870
713,2212,2043680,6212,2043680
713,2212,2044680,6212,2044680
713,2212,2045000,6212,2045000
713,2212,2045320,6212,2045320
714,2220,2046130,6212,2046130
714,2220,2047130,6212,2047130
714,2220,2048130,6212,2048130
714,2220,2048600,6212,2048600
714,2220,2049600,6212,2049600
714,2220,2050410,6212,2050410
714,2220,2051410,6212,2051410
714,2220,2052220,6212,2052220
715,2228,2053030,6212,2053030
715,2228,2054030,6212,2054030
715,2228,2054840,6212,2054840
715,2228,2055390,6212,2055390
715,2228,2056390,6212,2056390
715,2228,2056860,6212,2056860
715,2228,2057860,6212,2057860
715,2228,2058330,6212,2058330
715,2228,2059330,6212,2059330
716,2236,2060330,6212,2060330
716,2236,2061140,6212,2061140
716,2236,2065140,6212,2065140
717,2244,2073140,6212,2073140
717,2244,2073610,6212,2073610
717,2244,2074420,6212,2074420
717,2244,2074420,6212,2074420
718,2252,2082420,6212,2082420
718,2252,2082420,6212,2082420
719,2260,2083420,6212,2083420
719,2260,2083890,6212,2083890
719,2260,2084890,6212,2084890
719,2260,2085890,6212,2085890
719,2260,2086360,6212,2086360
719,2260,2087360,6212,2087360
719,2260,2088010,6212,2088010
719,2260,2089010,6212,2089010
719,2260,2089010,6212,2089010
719,2260,2089010,6212,2089010
719,2260,2090010,6212,2090010
719,2260,2090330,6212,2090330
720,2268,2091330,6212,2091330
720,2268,2091980,6212,2091980
720,2268,2092790,6212,2092790
720,2268,2093790,6212,2093790
720,2268,2095790,6212,2095790
720,2268,2096110,6212,2096110
720,2268,2096660,6212,2096660
720,2268,2097660,6212,2097660
720,2268,2098660,6212,2098660
721,2276,2099660,6212,2099660
721,2276,2100660,6212,2100660
721,2276,2100880,6212,2100880
721,2276,2101100,6212,2101100
721,2276,2101100,6212,2101100
721,2276,2102100,6212,2102100
721,2276,2102420,6212,2102420
721,2276,2102420,6212,2102420
721,2276,2103420,6212,2103420
721,2276,2103420,6212,2103420
721,2276,2104420,6212,2104420
721,2276,2105230,6212,2105230
721,2276,2106230,6212,2106230
721,2276,2106230,6212,2106230
721,2276,2107230,6212,2107230
722,2284,2108230,6212,2108230
722,2284,2109230,6212,2109230
722,2284,2109450,6212,2109450
722,2284,2109920,6212,2109920
722,2284,2110920,6212,2110920
722,2284,2111920,6212,2111920
722,2284,2112920,6212,2112920
722,2284,2113730,6212,2113730
722,2284,2114730,6212,2114730
723,2292,2115730,6212,2115730
723,2292,2115960,6212,2115960
723,2292,2116280,6212,2116280
723,2292,2117090,6212,2117090
723,2292,2118090,6212,2118090
723,2292,2118410,6212,2118410
723,2292,2118640,6212,2118640
723,2292,2119640,6212,2119640
723,2292,2120190,6212,2120190
723,2292,2121190,6212,2121190
723,2292,2122190,6212,2122190
723,2292,2122190,6212,2122190
723,2292,2123190,6212,2123190
724,2300,2124190,6212,2124190
724,2300,2125190,6212,2125190
724,2300,2125190,6212,2125190
724,2300,2126190,6212,2126190
724,2300,2127190,6212,2127190
724,2300,2128190,6212,2128190
724,2300,2129000,6212,2129000
724,2300,2130000,6212,2130000
724,2300,2131000,6212,2131000
725,2308,2132000,6212,2132000
726,2316,2140000,6212,2140000
726,2316,2141000,6212,2141000
726,2316,2141590,6212,2141590
726,2316,2141700,6212,2141700
726,2316,2141700,6212,2141700
726,2316,2142700,6212,2142700
726,2316,2143700,6212,2143700
726,2316,2144700,6212,2144700
726,2316,2145020,6212,2145020
726,2316,2145340,6212,2145340
726,2316,2146340,6212,2146340
727,2324,2150340,6212,2150340
727,2324,2151340,6212,2151340
727,2324,2151660,6212,2151660
728,2332,2159660,6212,2159660
728,2332,2160660,6212,2160660
729,2340,2161660,6212,2161660
729,2340,2162660,6212,2162660
729,2340,2164660,6212,2164660
730,2348,2172660,6212,2172660
730,2348,2173660,6212,2173660
731,2356,2177660,6212,2177660
731,2356,2177660,6212,2177660
731,2356,2178470,6212,2178470
731,2356,2178940,6212,2178940
732,2364,2186940,6212,2186940
732,2364,2186940,6212,2186940
732,2364,2187590,6212,2187590
732,2364,2188400,6212,2188400
732,2364,2190400,6212,2190400
732,2364,2191400,6212,2191400
732,2364,2191720,6212,2191720
733,2372,2192720,6212,2192720
733,2372,2193530,6212,2193530
733,2372,2193530,6212,2193530
733,2372,2194340,6212,2194340
733,2372,2195340,6212,2195340
733,2372,2196340,6212,2196340
733,2372,2197340,6212,2197340
733,2372,2198340,6212,2198340
733,2372,2199340,6212,2199340
733,2372,2200150,6212,2200150
733,2372,2201150,6212,2201150
734,2380,2203150,6212,2203150
734,2380,2204150,6212,2204150
734,2380,2204620,6212,2204620
735,2388,2212620,6212,2212620
735,2388,2212850,6212,2212850
735,2388,2213660,6212,2213660
735,2388,2213660,6212,2213660
735,2388,2214130,6212,2214130
735,2388,2215130,6212,2215130
735,2388,2215290,6212,2215290
735,2388,2216290,6212,2216290
735,2388,2217100,6212,2217100
736,2396,2225100,6212,2225100
736,2396,2225100,6212,2225100
737,2404,2226100,6212,2226100
737,2404,2227100,6212,2227100
737,2404,2227910,6212,2227910
737,2404,2228560,6212,2228560
737,2404,2229370,6212,2229370
737,2404,2231370,6212,2231370
737,2404,2232370,6212,2232370
737,2404,2232690,6212,2232690
738,2412,2233340,6212,2233340
738,2412,2234340,6212,2234340
738,2412,2238340,6212,2238340
738,2412,2239340,6212,2239340
738,2412,2240340,6212,2240340
739,2420,2241340,6212,2241340
739,2420,2242340,6212,2242340
739,2420,2243340,6212,2243340
739,2420,2244340,6212,2244340
739,2420,2245340,6212,2245340
740,2428,2253340,6212,2253340
741,2436,2261340,6212,2261340
741,2436,2262340,6212,2262340
741,2436,2263150,6212,2263150
741,2436,2264150,6212,2264150
742,2444,2265150,6212,2265150
742,2444,2266150,6212,2266150
742,2444,2267150,6212,2267150
742,2444,2267150,6212,2267150
742,2444,2267620,6212,2267620
742,2444,2268620,6212,2268620
743,2452,2276620,6212,2276620
743,2452,2277620,6212,2277620
743,2452,2277620,6212,2277620
744,2460,2285620,6212,2285620
744,2460,2286430,6212,2286430
744,2460,2287430,6212,2287430
744,2460,2288430,6212,2288430
745,2468,2296430,6212,2296430
746,2476,2304430,6212,2304430
746,2476,2304430,6212,2304430
747,2484,2305430,6212,2305430
747,2484,2306430,6212,2306430
747,2484,2306590,6212,2306590
747,2484,2307590,6212,2307590
747,2484,2309590,6212,2309590
747,2484,2309810,6212,2309810
747,2484,2310810,6212,2310810
747,2484,2311460,6212,2311460
747,2484,2312460,6212,2312460
748,2492,2313460,6212,2313460
748,2492,2313930,6212,2313930
748,2492,2314390,6212,2314390
748,2492,2315390,6212,2315390
748,2492,2315710,6212,2315710
748,2492,2316520,6212,2316520
749,2500,2324520,6212,2324520
749,2500,2325520,6212,2325520
749,2500,2325520,6212,2325520
749,2500,2326520,6212,2326520
749,2500,2327520,6212,2327520
749,2500,2327990,6212,2327990
750,2508,2335990,6212,2335990
751,2516,2336800,6212,2336800
751,2516,2337800,6212,2337800
751,2516,2338800,6212,2338800
751,2516,2339800,6212,2339800
751,2516,2340610,6212,2340610
751,2516,2340960,6212,2340960
751,2516,2341960,6212,2341960
751,2516,2341960,6212,2341960
751,2516,2342960,6212,2342960
751,2516,2343430,6212,2343430
752,2524,2344240,6212,2344240
752,2524,2344240,6212,2344240
752,2524,2345240,6212,2345240
752,2524,2346050,6212,2346050
752,2524,2347050,6212,2347050
752,2524,2348050,6212,2348050
752,2524,2348860,6212,2348860
752,2524,2349860,6212,2349860
752,2524,2350090,6212,2350090
752,2524,2351090,6212,2351090
752,2524,2352090,6212,2352090
753,2532,2353090,6212,2353090
753,2532,2353090,6212,2353090
753,2532,2353090,6212,2353090
753,2532,2354090,6212,2354090
753,2532,2354360,6212,2354360
753,2532,2355360,6212,2355360
753,2532,2355360,6212,2355360
753,2532,2356170,6212,2356170
753,2532,2357170,6212,2357170
753,2532,2358170,6212,2358170
753,2532,2358400,6212,2358400
753,2532,2359400,6212,2359400
753,2532,2360400,6212,2360400
754,2540,2361400,6212,2361400
754,2540,2362400,6212,2362400
754,2540,2363400,6212,2363400
754,2540,2364210,6212,2364210
754,2540,2365210,6212,2365210
754,2540,2366020,6212,2366020
754,2540,2367020,6212,2367020
754,2540,2367020,6212,2367020
754,2540,2367490,6212,2367490
755,2548,2368300,6212,2368300
755,2548,2369110,6212,2369110
755,2548,2369480,6212,2369480
755,2548,2369480,6212,2369480
755,2548,2370480,6212,2370480
755,2548,2371480,6212,2371480
755,2548,2372480,6212,2372480
755,2548,2372480,6212,2372480
755,2548,2373480,6212,2373480
755,2548,2373950,6212,2373950
755,2548,2373950,6212,2373950
755,2548,2374760,6212,2374760
756,2556,2378760,6212,2378760
756,2556,2379760,6212,2379760
757,2564,2387760,6212,2387760
757,2564,2387990,6212,2387990
757,2564,2388990,6212,2388990
758,2572,2389990,6212,2389990
758,2572,2390990,6212,2390990
758,2572,2390990,6212,2390990
758,2572,2391990,6212,2391990
758,2572,2392990,6212,2392990
758,2572,2393990,6212,2393990
758,2572,2394800,6212,2394800
758,2572,2395030,6212,2395030
758,2572,2395030,6212,2395030
758,2572,2395260,6212,2395260
758,2572,2395730,6212,2395730
758,2572,2396200,6212,2396200
758,2572,2397200,6212,2397200
759,2580,2398200,6212,2398200
759,2580,2398670,6212,2398670
759,2580,2398670,6212,2398670
759,2580,2399670,6212,2399670
759,2580,2401670,6212,2401670
759,2580,2402670,6212,2402670
760,2588,2410670,6212,2410670
760,2588,2411480,6212,2411480
760,2588,2412480,6212,2412480
760,2588,2413480,6212,2413480
761,2596,2414480,6212,2414480
761,2596,2415290,6212,2415290
761,2596,2416290,6212,2416290
761,2596,2417100,6212,2417100
761,2596,2417570,6212,2417570
761,2596,2418040,6212,2418040
761,2596,2419040,6212,2419040
761,2596,2419500,6212,2419500
761,2596,2419500,6212,2419500
761,2596,2420150,6212,2420150
761,2596,2420800,6212,2420800
761,2596,2420800,6212,2420800
762,2604,2422800,6212,2422800
762,2604,2423260,6212,2423260
762,2604,2424260,6212,2424260
762,2604,2425260,6212,2425260
762,2604,2425910,6212,2425910
762,2604,2426720,6212,2426720
762,2604,2426950,6212,2426950
762,2604,2427950,6212,2427950
762,2604,2427950,6212,2427950
762,2604,2427950,6212,2427950
762,2604,2428420,6212,2428420
763,2612,2429070,6212,2429070
763,2612,2430070,6212,2430070
763,2612,2430540,6212,2430540
763,2612,2430540,6212,2430540
763,2612,2431010,6212,2431010
763,2612,2431660,6212,2431660
763,2612,2432660,6212,2432660
763,2612,2433470,6212,2433470
763,2612,2434470,6212,2434470
764,2620,2442470,6212,2442470
764,2620,2442790,6212,2442790
765,2628,2443790,6212,2443790
765,2628,2444790,6212,2444790
765,2628,2445020,6212,2445020
765,2628,2445240,6212,2445240
765,2628,2445560,6212,2445560
765,2628,2446370,6212,2446370
765,2628,2450370,6212,2450370
765,2628,2450370,6212,2450370
765,2628,2451370,6212,2451370
766,2636,2452370,6212,2452370
766,2636,2453370,6212,2453370
766,2636,2454370,6212,2454370
766,2636,2455180,6212,2455180
766,2636,2455500,6212,2455500
766,2636,2456150,6212,2456150
766,2636,2457150,6212,2457150
766,2636,2457960,6212,2457960
767,2644,2459960,6212,2459960
767,2644,2460430,6212,2460430
767,2644,2460800,6212,2460800
767,2644,2461030,6212,2461030
767,2644,2462030,6212,2462030
767,2644,2463030,6212,2463030
767,2644,2465030,6212,2465030
767,2644,2466030,6212,2466030
767,2644,2466840,6212,2466840
767,2644,2467160,6212,2467160
768,2652,2468160,6212,2468160
768,2652,2469160,6212,2469160
768,2652,2469160,6212,2469160
768,2652,2469970,6212,2469970
768,2652,2470970,6212,2470970
768,2652,2471200,6212,2471200
768,2652,2472200,6212,2472200
768,2652,2473200,6212,2473200
768,2652,2474200,6212,2474200
768,2652,2474520,6212,2474520
769,2660,2475520,6212,2475520
769,2660,2476330,6212,2476330
769,2660,2477330,6212,2477330
769,2660,2477650,6212,2477650
770,2668,2485650,6212,2485650
770,2668,2486650,6212,2486650
770,2668,2487650,6212,2487650
770,2668,2488460,6212,2488460
770,2668,2488690,6212,2488690
770,2668,2489010,6212,2489010
770,2668,2490010,6212,2490010
770,2668,2490010,6212,2490010
771,2676,2490820,6212,2490820
771,2676,2491820,6212,2491820
771,2676,2492820,6212,2492820
771,2676,2493140,6212,2493140
771,2676,2493140,6212,2493140
771,2676,2494140,6212,2494140
771,2676,2495140,6212,2495140
771,2676,2496140,6212,2496140
771,2676,2497140,6212,2497140
771,2676,2497610,6212,2497610
772,2684,2498080,6212,2498080
773,2692,2506080,6212,2506080
774,2700,2514080,6212,2514080
774,2700,2515080,6212,2515080
774,2700,2516080,6212,2516080
774,2700,2517080,6212,2517080
774,2700,2518080,6212,2518080
774,2700,2519080,6212,2519080
774,2700,2520080,6212,2520080
774,2700,2520080,6212,2520080
775,2708,2520730,6212,2520730
775,2708,2521730,6212,2521730
775,2708,2522730,6212,2522730
775,2708,2523730,6212,2523730
775,2708,2524730,6212,2524730
775,2708,2525200,6212,2525200
775,2708,2526200,6212,2526200
775,2708,2527200,6212,2527200
775,2708,2527200,6212,2527200
775,2708,2528200,6212,2528200
776,2716,2529200,6212,2529200
776,2716,2529670,6212,2529670
776,2716,2529830,6212,2529830
776,2716,2530830,6212,2530830
776,2716,2531640,6212,2531640
776,2716,2532450,6212,2532450
777,2724,2540450,6212,2540450
777,2724,2541450,6212,2541450
777,2724,2542450,6212,2542450
777,2724,2543260,6212,2543260
778,2732,2544070,6212,2544070
779,2740,2552070,6212,2552070
779,2740,2553070,6212,2553070
779,2740,2554070,6212,2554070
779,2740,2558070,6212,2558070
779,2740,2559070,6212,2559070
779,2740,2559070,6212,2559070
779,2740,2559300,6212,2559300
780,2748,2560300,6212,2560300
780,2748,2562300,6212,2562300
780,2748,2562770,6212,2562770
780,2748,2563580,6212,2563580
780,2748,2564050,6212,2564050
780,2748,2565050,6212,2565050
780,2748,2566050,6212,2566050
780,2748,2566600,6212,2566600
781,2756,2567410,6212,2567410
781,2756,2568410,6212,2568410
781,2756,2568410,6212,2568410
781,2756,2568410,6212,2568410
781,2756,2569410,6212,2569410
781,2756,2570220,6212,2570220
781,2756,2571030,6212,2571030
781,2756,2572030,6212,2572030
781,2756,2573030,6212,2573030
781,2756,2573030,6212,2573030
781,2756,2573500,6212,2573500
781,2756,2573730,6212,2573730
781,2756,2574540,6212,2574540
782,2764,2575190,6212,2575190
782,2764,2576000,6212,2576000
782,2764,2576000,6212,2576000
782,2764,2576810,6212,2576810
782,2764,2577810,6212,2577810
782,2764,2577810,6212,2577810
782,2764,2578810,6212,2578810
782,2764,2579280,6212,2579280
782,2764,2579280,6212,2579280
782,2764,2580090,6212,2580090
782,2764,2580900,6212,2580900
783,2772,2581710,6212,2581710
783,2772,2582180,6212,2582180
783,2772,2582340,6212,2582340
783,2772,2583340,6212,2583340
783,2772,2584340,6212,2584340
784,2780,2592340,6212,2592340
784,2780,2593150,6212,2593150
784,2780,2593370,6212,2593370
784,2780,2594370,6212,2594370
784,2780,2594370,6212,2594370
784,2780,2595370,6212,2595370
784,2780,2596370,6212,2596370
784,2780,2596840,6212,2596840
785,2788,2597650,6212,2597650
785,2788,2598650,6212,2598650
785,2788,2599110,6212,2599110
785,2788,2600110,6212,2600110
785,2788,2600110,6212,2600110
785,2788,2600920,6212,2600920
785,2788,2601470,6212,2601470
785,2788,2601790,6212,2601790
785,2788,2602790,6212,2602790
785,2788,2603600,6212,2603600
785,2788,2603600,6212,2603600
785,2788,2603820,6212,2603820
785,2788,2604820,6212,2604820
786,2796,2605630,6212,2605630
786,2796,2606280,6212,2606280
786,2796,2607280,6212,2607280
786,2796,2608090,6212,2608090
786,2796,2608900,6212,2608900
786,2796,2609710,6212,2609710
786,2796,2609710,6212,2609710
786,2796,2610710,6212,2610710
786,2796,2611710,6212,2611710
787,2804,2612520,6212,2612520
787,2804,2613520,6212,2613520
787,2804,2613990,6212,2613990
787,2804,2614800,6212,2614800
787,2804,2614800,6212,2614800
787,2804,2615800,6212,2615800
787,2804,2615800,6212,2615800
787,2804,2617800,6212,2617800
787,2804,2618270,6212,2618270
787,2804,2618270,6212,2618270
788,2812,2620270,6212,2620270
788,2812,2620740,6212,2620740
788,2812,2620900,6212,2620900
788,2812,2621220,6212,2621220
788,2812,2622220,6212,2622220
789,2820,2630220,6212,2630220
789,2820,2630440,6212,2630440
789,2820,2630670,6212,2630670
789,2820,2630670,6212,2630670
789,2820,2631670,6212,2631670
789,2820,2631670,6212,2631670
789,2820,2631990,6212,2631990
789,2820,2631990,6212,2631990
789,2820,2632800,6212,2632800
789,2820,2632800,6212,2632800
789,2820,2633800,6212,2633800
789,2820,2634800,6212,2634800
789,2820,2634800,6212,2634800
790,2828,2642800,6212,2642800
790,2828,2642800,6212,2642800
791,2836,2643800,6212,2643800
791,2836,2644800,6212,2644800
791,2836,2645800,6212,2645800
791,2836,2646800,6212,2646800
791,2836,2647270,6212,2647270
791,2836,2647270,6212,2647270
791,2836,2648080,6212,2648080
791,2836,2648240,6212,2648240
791,2836,2649240,6212,2649240
791,2836,2649710,6212,2649710
791,2836,2650710,6212,2650710
792,2844,2651710,6212,2651710
792,2844,2655710,6212,2655710
792,2844,2656710,6212,2656710
792,2844,2657180,6212,2657180
792,2844,2658180,6212,2658180
792,2844,2658180,6212,2658180
792,2844,2658400,6212,2658400
792,2844,2658870,6212,2658870
793,2852,2659870,6212,2659870
793,2852,2660460,6212,2660460
793,2852,2661460,6212,2661460
793,2852,2662270,6212,2662270
793,2852,2663270,6212,2663270
793,2852,2663590,6212,2663590
793,2852,2664590,6212,2664590
793,2852,2665060,6212,2665060
793,2852,2665870,6212,2665870
794,2860,2666870,6212,2666870
794,2860,2667330,6212,2667330
794,2860,2668330,6212,2668330
794,2860,2669140,6212,2669140
794,2860,2669300,6212,2669300
794,2860,2670300,6212,2670300
794,2860,2671300,6212,2671300
794,2860,2671300,6212,2671300
794,2860,2672300,6212,2672300
794,2860,2673300,6212,2673300
795,2868,2674110,6212,2674110
795,2868,2675110,6212,2675110
795,2868,2676110,6212,2676110
795,2868,2676430,6212,2676430
795,2868,2677240,6212,2677240
795,2868,2677240,6212,2677240
795,2868,2678240,6212,2678240
795,2868,2679240,6212,2679240
795,2868,2680050,6212,2680050
796,2876,2681050,6212,2681050
796,2876,2681520,6212,2681520
796,2876,2682520,6212,2682520
796,2876,2683330,6212,2683330
796,2876,2684330,6212,2684330
796,2876,2685330,6212,2685330
797,2884,2689330,6212,2689330
797,2884,2689800,6212,2689800
797,2884,2690800,6212,2690800
797,2884,2691610,6212,2691610
797,2884,2692610,6212,2692610
797,2884,2693420,6212,2693420
797,2884,2694420,6212,2694420
797,2884,2694890,6212,2694890
798,2892,2695700,6212,2695700
798,2892,2696700,6212,2696700
798,2892,2697700,6212,2697700
798,2892,2697700,6212,2697700
798,2892,2698700,6212,2698700
798,2892,2699700,6212,2699700
798,2892,2699700,6212,2699700
798,2892,2700700,6212,2700700
798,2892,2701170,6212,2701170
798,2892,2701980,6212,2701980
799,2900,2709980,6212,2709980
799,2900,2709980,6212,2709980
800,2908,2717980,6212,2717980
800,2908,2718450,6212,2718450
801,2916,2722450,6212,2722450
801,2916,2723450,6212,2723450
801,2916,2724450,6212,2724450
801,2916,2725260,6212,2725260
801,2916,2725480,6212,2725480
802,2924,2727480,6212,2727480
802,2924,2731480,6212,2731480
802,2924,2732480,6212,2732480
802,2924,2732480,6212,2732480
802,2924,2733290,6212,2733290
802,2924,2734290,6212,2734290
803,2932,2736290,6212,2736290
803,2932,2737290,6212,2737290
803,2932,2737760,6212,2737760
803,2932,2738760,6212,2738760
803,2932,2738760,6212,2738760
803,2932,2738760,6212,2738760
803,2932,2738760,6212,2738760
803,2932,2739410,6212,2739410
803,2932,2740410,6212,2740410
803,2932,2740780,6212,2740780
803,2932,2741780,6212,2741780
804,2940,2742780,6212,2742780
804,2940,2743780,6212,2743780
804,2940,2744780,6212,2744780
804,2940,2745780,6212,2745780
804,2940,2745780,6212,2745780
804,2940,2746780,6212,2746780
804,2940,2747780,6212,2747780
805,2948,2755780,6212,2755780
805,2948,2756780,6212,2756780
805,2948,2757250,6212,2757250
806,2956,2757900,6212,2757900
806,2956,2758900,6212,2758900
806,2956,2759710,6212,2759710
806,2956,2759710,6212,2759710
806,2956,2760710,6212,2760710
806,2956,2761710,6212,2761710
806,2956,2762710,6212,2762710
806,2956,2763710,6212,2763710
806,2956,2763710,6212,2763710
806,2956,2764520,6212,2764520
806,2956,2765520,6212,2765520
806,2956,2765520,6212,2765520
807,2964,2766520,6212,2766520
807,2964,2767520,6212,2767520
807,2964,2768330,6212,2768330
807,2964,2769330,6212,2769330
807,2964,2770330,6212,2770330
807,2964,2771330,6212,2771330
807,2964,2772330,6212,2772330
807,2964,2773330,6212,2773330
807,2964,2773650,6212,2773650
808,2972,2774110,6212,2774110
808,2972,2774920,6212,2774920
809,2980,2782920,6212,2782920
809,2980,2782920,6212,2782920
809,2980,2783390,6212,2783390
809,2980,2784390,6212,2784390
809,2980,2785200,6212,2785200
809,2980,2785430,6212,2785430
809,2980,2786430,6212,2786430
809,2980,2787430,6212,2787430
809,2980,2788430,6212,2788430
809,2980,2789430,6212,2789430
810,2988,2789660,6212,2789660
810,2988,2789660,6212,2789660
810,2988,2790660,6212,2790660
810,2988,2791310,6212,2791310
810,2988,2792310,6212,2792310
810,2988,2792310,6212,2792310
810,2988,2793120,6212,2793120
810,2988,2793590,6212,2793590
810,2988,2794400,6212,2794400
810,2988,2794950,6212,2794950
810,2988,2795950,6212,2795950
810,2988,2796420,6212,2796420
811,2996,2797420,6212,2797420
811,2996,2801420,6212,2801420
811,2996,2802420,6212,2802420
811,2996,2802420,6212,2802420
811,2996,2802890,6212,2802890
811,2996,2803890,6212,2803890
812,3004,2804890,6212,2804890
812,3004,2805210,6212,2805210
812,3004,2806210,6212,2806210
812,3004,2807020,6212,2807020
812,3004,2808020,6212,2808020
812,3004,2808020,6212,2808020
812,3004,2808490,6212,2808490
812,3004,2809300,6212,2809300
812,3004,2810300,6212,2810300
812,3004,2811300,6212,2811300
813,3012,2812300,6212,2812300
813,3012,2813110,6212,2813110
813,3012,2814110,6212,2814110
813,3012,2818110,6212,2818110
813,3012,2819110,6212,2819110
814,3020,2820110,6212,2820110
814,3020,2821110,6212,2821110
814,3020,2822110,6212,2822110
814,3020,2822920,6212,2822920
814,3020,2823920,6212,2823920
814,3020,2823920,6212,2823920
814,3020,2824570,6212,2824570
814,3020,2825570,6212,2825570
814,3020,2826380,6212,2826380
815,3028,2827380,6212,2827380
815,3028,2827750,6212,2827750
815,3028,2828750,6212,2828750
