ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
1005,4548,4300640,6212,4300640
1005,4548,4300640,6212,4300640
1005,4548,4301640,6212,4301640
1005,4548,4302640,6212,4302640
1006,4556,4310640,6212,4310640
1006,4556,4311450,6212,4311450
1007,4564,4312450,6212,4312450
1007,4564,4312920,6212,4312920
1007,4564,4312920,6212,4312920
1007,4564,4312920,6212,4312920
1007,4564,4313920,6212,4313920
1007,4564,4317920,6212,4317920
1007,4564,4318510,6212,4318510
1008,4572,4319320,6212,4319320
1008,4572,4319640,6212,4319640
1008,4572,4320640,6212,4320640
1008,4572,4320640,6212,4320640
1008,4572,4321640,6212,4321640
1008,4572,4322110,6212,4322110
1008,4572,4322920,6212,4322920
1008,4572,4322920,6212,4322920
1008,4572,4323730,6212,4323730
1008,4572,4324730,6212,4324730
1008,4572,4325730,6212,4325730
1008,4572,4326730,6212,4326730
1009,4580,4327730,6212,4327730
1009,4580,4328200,6212,4328200
1009,4580,4328200,6212,4328200
1009,4580,4329200,6212,4329200
1009,4580,4330200,6212,4330200
1009,4580,4330200,6212,4330200
1009,4580,4330670,6212,4330670
1009,4580,4331670,6212,4331670
1009,4580,4332670,6212,4332670
1010,4588,4340670,6212,4340670
1010,4588,4341320,6212,4341320
1010,4588,4341320,6212,4341320
1011,4596,4342320,6212,4342320
1011,4596,4343320,6212,4343320
1011,4596,4345320,6212,4345320
1011,4596,4346320,6212,4346320
1011,4596,4346320,6212,4346320
1011,4596,4346790,6212,4346790
1011,4596,4347790,6212,4347790
1011,4596,4348790,6212,4348790
1011,4596,4349790,6212,4349790
1012,4604,4350790,6212,4350790
1012,4604,4350790,6212,4350790
1012,4604,4350790,6212,4350790
1012,4604,4351600,6212,4351600
1012,4604,4352150,6212,4352150
1012,4604,4353150,6212,4353150
1012,4604,4354150,6212,4354150
1012,4604,4354260,6212,4354260
1012,4604,4355070,6212,4355070
1012,4604,4355720,6212,4355720
1012,4604,4356720,6212,4356720
1013,4612,4357530,6212,4357530
1013,4612,4358530,6212,4358530
1013,4612,4359530,6212,4359530
1013,4612,4360530,6212,4360530
1013,4612,4360530,6212,4360530
1013,4612,4360990,6212,4360990
1013,4612,4361990,6212,4361990
1013,4612,4362460,6212,4362460
1013,4612,4362930,6212,4362930
1014,4620,4363930,6212,4363930
1014,4620,4363930,6212,4363930
1014,4620,4364740,6212,4364740
1014,4620,4365740,6212,4365740
1014,4620,4366740,6212,4366740
1014,4620,4367550,6212,4367550
1014,4620,4368550,6212,4368550
1014,4620,4368550,6212,4368550
1014,4620,4369200,6212,4369200
1014,4620,4369850,6212,4369850
1015,4628,4370850,6212,4370850
1015,4628,4371660,6212,4371660
1015,4628,4372660,6212,4372660
1015,4628,4373660,6212,4373660
1015,4628,4374660,6212,4374660
1015,4628,4375660,6212,4375660
1015,4628,4376130,6212,4376130
1015,4628,4377130,6212,4377130
1016,4636,4378130,6212,4378130
1016,4636,4378290,6212,4378290
1016,4636,4379290,6212,4379290
1016,4636,4380290,6212,4380290
1016,4636,4380290,6212,4380290
1017,4644,4388290,6212,4388290
1017,4644,4389290,6212,4389290
1017,4644,4390100,6212,4390100
1017,4644,4392100,6212,4392100
1017,4644,4392570,6212,4392570
1017,4644,4393220,6212,4393220
1018,4652,4393770,6212,4393770
1018,4652,4394770,6212,4394770
1018,4652,4395770,6212,4395770
1018,4652,4396240,6212,4396240
1018,4652,4396240,6212,4396240
1018,4652,4396710,6212,4396710
1018,4652,4397520,6212,4397520
1018,4652,4398330,6212,4398330
1018,4652,4398810,6212,4398810
1019,4660,4406810,6212,4406810
1019,4660,4407810,6212,4407810
1019,4660,4408130,6212,4408130
1020,4668,4412130,6212,4412130
1020,4668,4412600,6212,4412600
1020,4668,4412600,6212,4412600
1020,4668,4413410,6212,4413410
1020,4668,4414410,6212,4414410
1020,4668,4415220,6212,4415220
1021,4676,4419220,6212,4419220
1021,4676,4419220,6212,4419220
1021,4676,4421220,6212,4421220
1021,4676,4422220,6212,4422220
1021,4676,4423220,6212,4423220
1021,4676,4424220,6212,4424220
1022,4684,4425220,6212,4425220
1022,4684,4427220,6212,4427220
1022,4684,4427220,6212,4427220
1022,4684,4427690,6212,4427690
1022,4684,4431690,6212,4431690
1023,4692,4432690,6212,4432690
1023,4692,4433690,6212,4433690
1023,4692,4434690,6212,4434690
1023,4692,4435690,6212,4435690
1023,4692,4435690,6212,4435690
1023,4692,4436500,6212,4436500
1023,4692,4437310,6212,4437310
1023,4692,4438310,6212,4438310
1023,4692,4438310,6212,4438310
1023,4692,4439310,6212,4439310
1024,4700,4440310,6212,4440310
1024,4700,4441120,6212,4441120
1024,4700,4441120,6212,4441120
1024,4700,4442120,6212,4442120
1024,4700,4443120,6212,4443120
1024,4700,4443440,6212,4443440
1024,4700,4447440,6212,4447440
1025,4708,4455440,6212,4455440
1026,4716,4456440,6212,4456440
1026,4716,4456760,6212,4456760
1026,4716,4456760,6212,4456760
1026,4716,4456760,6212,4456760
1026,4716,4457760,6212,4457760
1026,4716,4458570,6212,4458570
1026,4716,4459570,6212,4459570
1026,4716,4459570,6212,4459570
1026,4716,4460380,6212,4460380
1026,4716,4460970,6212,4460970
1026,4716,4461970,6212,4461970
1026,4716,4462970,6212,4462970
1026,4716,4462970,6212,4462970
1027,4724,4463970,6212,4463970
1027,4724,4464970,6212,4464970
1027,4724,4465970,6212,4465970
1027,4724,4465970,6212,4465970
1027,4724,4466440,6212,4466440
1027,4724,4466440,6212,4466440
1027,4724,4466910,6212,4466910
1027,4724,4467910,6212,4467910
1027,4724,4468910,6212,4468910
1027,4724,4469560,6212,4469560
1027,4724,4469560,6212,4469560
1027,4724,4470560,6212,4470560
1027,4724,4471030,6212,4471030
1028,4732,4471840,6212,4471840
1028,4732,4472840,6212,4472840
1028,4732,4473840,6212,4473840
1028,4732,4474840,6212,4474840
1028,4732,4475840,6212,4475840
1028,4732,4476310,6212,4476310
1028,4732,4476630,6212,4476630
1028,4732,4478630,6212,4478630
1028,4732,4478630,6212,4478630
1029,4740,4482630,6212,4482630
1029,4740,4483630,6212,4483630
1029,4740,4484630,6212,4484630
1029,4740,4485440,6212,4485440
1029,4740,4486250,6212,4486250
1030,4748,4487250,6212,4487250
1030,4748,4487570,6212,4487570
1030,4748,4488380,6212,4488380
1030,4748,4489380,6212,4489380
1030,4748,4489850,6212,4489850
1030,4748,4490850,6212,4490850
1030,4748,4491850,6212,4491850
1030,4748,4492660,6212,4492660
1030,4748,4493470,6212,4493470
1030,4748,4493470,6212,4493470
1030,4748,4494470,6212,4494470
1031,4756,4495470,6212,4495470
1031,4756,4495470,6212,4495470
1031,4756,4496470,6212,4496470
1031,4756,4497470,6212,4497470
1031,4756,4497700,6212,4497700
1031,4756,4498020,6212,4498020
1031,4756,4499020,6212,4499020
1031,4756,4500020,6212,4500020
1031,4756,4500830,6212,4500830
1031,4756,4501640,6212,4501640
1031,4756,4501870,6212,4501870
1031,4756,4501870,6212,4501870
1031,4756,4501870,6212,4501870
1031,4756,4502870,6212,4502870
1032,4764,4503330,6212,4503330
1032,4764,4504330,6212,4504330
1032,4764,4505330,6212,4505330
1032,4764,4506330,6212,4506330
1032,4764,4507140,6212,4507140
1032,4764,4508140,6212,4508140
1032,4764,4509140,6212,4509140
1032,4764,4510140,6212,4510140
1033,4772,4511140,6212,4511140
1033,4772,4512140,6212,4512140
1033,4772,4512140,6212,4512140
1033,4772,4513140,6212,4513140
1033,4772,4514140,6212,4514140
1033,4772,4514140,6212,4514140
1034,4780,4522140,6212,4522140
1034,4780,4522950,6212,4522950
1034,4780,4523950,6212,4523950
1034,4780,4524270,6212,4524270
1034,4780,4525270,6212,4525270
1035,4788,4533270,6212,4533270
1035,4788,4534270,6212,4534270
1035,4788,4534590,6212,4534590
1036,4796,4535590,6212,4535590
1036,4796,4535590,6212,4535590
1036,4796,4536590,6212,4536590
1036,4796,4537590,6212,4537590
1036,4796,4538590,6212,4538590
1036,4796,4538820,6212,4538820
1037,4804,4546820,6212,4546820
1037,4804,4547820,6212,4547820
1037,4804,4547820,6212,4547820
1037,4804,4548820,6212,4548820
1038,4812,4552820,6212,4552820
1038,4812,4553820,6212,4553820
1038,4812,4554820,6212,4554820
1038,4812,4555470,6212,4555470
1038,4812,4556280,6212,4556280
1038,4812,4556280,6212,4556280
1038,4812,4557280,6212,4557280
1038,4812,4558280,6212,4558280
1038,4812,4559280,6212,4559280
1039,4820,4559750,6212,4559750
1039,4820,4560220,6212,4560220
1039,4820,4561030,6212,4561030
1039,4820,4561680,6212,4561680
1039,4820,4562680,6212,4562680
1039,4820,4563680,6212,4563680
1039,4820,4564680,6212,4564680
1039,4820,4565490,6212,4565490
1039,4820,4566490,6212,4566490
1040,4828,4567490,6212,4567490
1040,4828,4568490,6212,4568490
1040,4828,4569490,6212,4569490
1040,4828,4569490,6212,4569490
1040,4828,4570490,6212,4570490
1041,4836,4578490,6212,4578490
1041,4836,4579490,6212,4579490
1041,4836,4580490,6212,4580490
1041,4836,4580950,6212,4580950
1041,4836,4581950,6212,4581950
1042,4844,4582760,6212,4582760
1043,4852,4590760,6212,4590760
1043,4852,4590920,6212,4590920
1043,4852,4591920,6212,4591920
1043,4852,4592240,6212,4592240
1043,4852,4593240,6212,4593240
1043,4852,4594240,6212,4594240
1043,4852,4594240,6212,4594240
1043,4852,4595240,6212,4595240
1043,4852,4595710,6212,4595710
1043,4852,4596710,6212,4596710
1043,4852,4597300,6212,4597300
1044,4860,4605300,6212,4605300
1044,4860,4605770,6212,4605770
1045,4868,4606770,6212,4606770
1045,4868,4607240,6212,4607240
1045,4868,4608050,6212,4608050
1045,4868,4608270,6212,4608270
1045,4868,4609270,6212,4609270
1045,4868,4610270,6212,4610270
1045,4868,4611270,6212,4611270
1045,4868,4612270,6212,4612270
1045,4868,4612740,6212,4612740
1045,4868,4613740,6212,4613740
1046,4876,4615740,6212,4615740
1046,4876,4616740,6212,4616740
1046,4876,4617550,6212,4617550
1046,4876,4617550,6212,4617550
1046,4876,4617870,6212,4617870
1046,4876,4618870,6212,4618870
1046,4876,4619680,6212,4619680
1046,4876,4620490,6212,4620490
1046,4876,4620960,6212,4620960
1046,4876,4620960,6212,4620960
1046,4876,4621960,6212,4621960
1047,4884,4622960,6212,4622960
1047,4884,4623960,6212,4623960
1047,4884,4624960,6212,4624960
1047,4884,4625960,6212,4625960
1047,4884,4626960,6212,4626960
1047,4884,4627430,6212,4627430
1048,4892,4635430,6212,4635430
1048,4892,4636430,6212,4636430
1048,4892,4637430,6212,4637430
1048,4892,4637430,6212,4637430
1049,4900,4638430,6212,4638430
1049,4900,4639430,6212,4639430
1049,4900,4640430,6212,4640430
1049,4900,4640660,6212,4640660
1049,4900,4641310,6212,4641310
1049,4900,4642120,6212,4642120
1049,4900,4642930,6212,4642930
1049,4900,4643410,6212,4643410
1049,4900,4644410,6212,4644410
1049,4900,4645410,6212,4645410
1050,4908,4646410,6212,4646410
1050,4908,4646410,6212,4646410
1050,4908,4647410,6212,4647410
1050,4908,4648410,6212,4648410
1050,4908,4649410,6212,4649410
1050,4908,4650000,6212,4650000
1050,4908,4650000,6212,4650000
1050,4908,4651000,6212,4651000
1050,4908,4652000,6212,4652000
1050,4908,4652000,6212,4652000
1050,4908,4652810,6212,4652810
1050,4908,4652810,6212,4652810
1051,4916,4653460,6212,4653460
1051,4916,4654460,6212,4654460
1052,4924,4662460,6212,4662460
1052,4924,4663460,6212,4663460
1052,4924,4664460,6212,4664460
1053,4932,4672460,6212,4672460
1053,4932,4673270,6212,4673270
1053,4932,4673740,6212,4673740
1053,4932,4673740,6212,4673740
1053,4932,4674740,6212,4674740
1053,4932,4675390,6212,4675390
1053,4932,4675860,6212,4675860
1054,4940,4676860,6212,4676860
1054,4940,4677180,6212,4677180
1054,4940,4677180,6212,4677180
1054,4940,4677830,6212,4677830
1054,4940,4678640,6212,4678640
1054,4940,4679450,6212,4679450
1054,4940,4680450,6212,4680450
1054,4940,4680450,6212,4680450
1054,4940,4680450,6212,4680450
1054,4940,4681260,6212,4681260
1054,4940,4681260,6212,4681260
1055,4948,4689260,6212,4689260
1055,4948,4689260,6212,4689260
1055,4948,4690260,6212,4690260
1055,4948,4690630,6212,4690630
1055,4948,4691630,6212,4691630
1056,4956,4692440,6212,4692440
1056,4956,4693440,6212,4693440
1056,4956,4694440,6212,4694440
1056,4956,4695250,6212,4695250
1056,4956,4696250,6212,4696250
1056,4956,4696250,6212,4696250
1056,4956,4697250,6212,4697250
1056,4956,4697250,6212,4697250
1056,4956,4698250,6212,4698250
1056,4956,4699250,6212,4699250
1057,4964,4700250,6212,4700250
1057,4964,4700480,6212,4700480
1057,4964,4701480,6212,4701480
1057,4964,4702480,6212,4702480
1057,4964,4702590,6212,4702590
1057,4964,4703050,6212,4703050
1057,4964,4703050,6212,4703050
1057,4964,4703050,6212,4703050
1057,4964,4704050,6212,4704050
1057,4964,4704050,6212,4704050
1057,4964,4704520,6212,4704520
1057,4964,4705520,6212,4705520
1058,4972,4713520,6212,4713520
1058,4972,4714520,6212,4714520
1059,4980,4715520,6212,4715520
1059,4980,4716520,6212,4716520
1059,4980,4717520,6212,4717520
1059,4980,4717520,6212,4717520
1059,4980,4718520,6212,4718520
1059,4980,4719110,6212,4719110
1059,4980,4720110,6212,4720110
1059,4980,4720340,6212,4720340
1059,4980,4720340,6212,4720340
1059,4980,4720340,6212,4720340
1059,4980,4721340,6212,4721340
1059,4980,4722340,6212,4722340
1059,4980,4722800,6212,4722800
1060,4988,4723800,6212,4723800
1060,4988,4724800,6212,4724800
1060,4988,4725800,6212,4725800
1060,4988,4726800,6212,4726800
1060,4988,4727800,6212,4727800
1060,4988,4727800,6212,4727800
1060,4988,4728270,6212,4728270
1060,4988,4728270,6212,4728270
1060,4988,4728270,6212,4728270
1060,4988,4729270,6212,4729270
1060,4988,4729920,6212,4729920
1061,4996,4731920,6212,4731920
1062,5004,4739920,6212,4739920
1062,5004,4739920,6212,4739920
1062,5004,4740920,6212,4740920
1062,5004,4741920,6212,4741920
1062,5004,4742920,6212,4742920
1062,5004,4743920,6212,4743920
1062,5004,4744920,6212,4744920
1062,5004,4744920,6212,4744920
1062,5004,4745390,6212,4745390
1062,5004,4745860,6212,4745860
1062,5004,4746180,6212,4746180
1062,5004,4746990,6212,4746990
1062,5004,4746990,6212,4746990
1062,5004,4747150,6212,4747150
1062,5004,4747150,6212,4747150
1063,5012,4747620,6212,4747620
1063,5012,4747940,6212,4747940
1063,5012,4748940,6212,4748940
1063,5012,4749940,6212,4749940
1063,5012,4750940,6212,4750940
1063,5012,4751940,6212,4751940
1063,5012,4752940,6212,4752940
1063,5012,4753940,6212,4753940
1063,5012,4754750,6212,4754750
1064,5020,4755750,6212,4755750
1064,5020,4756750,6212,4756750
1064,5020,4757750,6212,4757750
1064,5020,4757750,6212,4757750
1064,5020,4758750,6212,4758750
1064,5020,4759220,6212,4759220
1064,5020,4760220,6212,4760220
1064,5020,4761030,6212,4761030
1064,5020,4762030,6212,4762030
1064,5020,4762840,6212,4762840
1065,5028,4763650,6212,4763650
1065,5028,4764120,6212,4764120
1065,5028,4765120,6212,4765120
1066,5036,4773120,6212,4773120
1067,5044,4781120,6212,4781120
1067,5044,4782120,6212,4782120
1067,5044,4783120,6212,4783120
1067,5044,4783770,6212,4783770
1067,5044,4783770,6212,4783770
1067,5044,4784580,6212,4784580
1067,5044,4785580,6212,4785580
1068,5052,4786390,6212,4786390
1068,5052,4787390,6212,4787390
1068,5052,4788390,6212,4788390
1068,5052,4788860,6212,4788860
1068,5052,4789670,6212,4789670
1068,5052,4790320,6212,4790320
1068,5052,4791320,6212,4791320
1068,5052,4791480,6212,4791480
1068,5052,4791480,6212,4791480
1068,5052,4791700,6212,4791700
1068,5052,4792700,6212,4792700
1068,5052,4793700,6212,4793700
1069,5060,4794350,6212,4794350
1069,5060,4795350,6212,4795350
1069,5060,4796350,6212,4796350
1069,5060,4796820,6212,4796820
1069,5060,4796820,6212,4796820
1069,5060,4796820,6212,4796820
1069,5060,4797820,6212,4797820
1069,5060,4798820,6212,4798820
1069,5060,4799820,6212,4799820
1069,5060,4800820,6212,4800820
1070,5068,4804820,6212,4804820
1070,5068,4805820,6212,4805820
1070,5068,4806820,6212,4806820
1070,5068,4807820,6212,4807820
1070,5068,4808820,6212,4808820
1071,5076,4809820,6212,4809820
1071,5076,4810300,6212,4810300
1071,5076,4811300,6212,4811300
1071,5076,4811770,6212,4811770
1071,5076,4812770,6212,4812770
1071,5076,4813770,6212,4813770
1071,5076,4814320,6212,4814320
1071,5076,4815320,6212,4815320
1071,5076,4816130,6212,4816130
1072,5084,4817130,6212,4817130
1072,5084,4817600,6212,4817600
1072,5084,4818600,6212,4818600
1072,5084,4819600,6212,4819600
1072,5084,4820600,6212,4820600
1072,5084,4821600,6212,4821600
1073,5092,4822070,6212,4822070
1073,5092,4823070,6212,4823070
1073,5092,4824070,6212,4824070
1073,5092,4824880,6212,4824880
1073,5092,4825350,6212,4825350
1073,5092,4826350,6212,4826350
1073,5092,4827350,6212,4827350
1073,5092,4828160,6212,4828160
1073,5092,4828630,6212,4828630
1073,5092,4829630,6212,4829630
1073,5092,4829850,6212,4829850
1074,5100,4830850,6212,4830850
1074,5100,4830850,6212,4830850
1074,5100,4831660,6212,4831660
1074,5100,4832470,6212,4832470
1074,5100,4833280,6212,4833280
1074,5100,4833930,6212,4833930
1074,5100,4834930,6212,4834930
1074,5100,4835930,6212,4835930
1074,5100,4836250,6212,4836250
1075,5108,4840250,6212,4840250
1075,5108,4841250,6212,4841250
1075,5108,4842250,6212,4842250
1075,5108,4843250,6212,4843250
1075,5108,4843480,6212,4843480
1076,5116,4843960,6212,4843960
1076,5116,4844960,6212,4844960
1076,5116,4845430,6212,4845430
1076,5116,4846240,6212,4846240
1076,5116,4847240,6212,4847240
1076,5116,4848240,6212,4848240
1076,5116,4848710,6212,4848710
1076,5116,4848710,6212,4848710
1076,5116,4849180,6212,4849180
1076,5116,4850180,6212,4850180
1076,5116,4850180,6212,4850180
1076,5116,4851180,6212,4851180
1077,5124,4859180,6212,4859180
1077,5124,4859730,6212,4859730
1078,5132,4860730,6212,4860730
1078,5132,4860950,6212,4860950
1078,5132,4861760,6212,4861760
1078,5132,4862570,6212,4862570
1078,5132,4863030,6212,4863030
1078,5132,4864030,6212,4864030
1078,5132,4864030,6212,4864030
1078,5132,4864500,6212,4864500
1078,5132,4865500,6212,4865500
1079,5140,4873500,6212,4873500
1079,5140,4874500,6212,4874500
1079,5140,4874960,6212,4874960
1080,5148,4875960,6212,4875960
1080,5148,4879960,6212,4879960
1080,5148,4880960,6212,4880960
1080,5148,4881960,6212,4881960
1080,5148,4882120,6212,4882120
1080,5148,4883120,6212,4883120
1081,5156,4884120,6212,4884120
1081,5156,4884340,6212,4884340
1081,5156,4884340,6212,4884340
1081,5156,4885150,6212,4885150
1081,5156,4885620,6212,4885620
1081,5156,4886620,6212,4886620
1081,5156,4887090,6212,4887090
1081,5156,4888090,6212,4888090
1081,5156,4888090,6212,4888090
1081,5156,4888900,6212,4888900
1081,5156,4889550,6212,4889550
1081,5156,4890550,6212,4890550
1082,5164,4891360,6212,4891360
1082,5164,4892360,6212,4892360
1082,5164,4893010,6212,4893010
1082,5164,4893660,6212,4893660
1082,5164,4894660,6212,4894660
1082,5164,4895660,6212,4895660
1083,5172,4899660,6212,4899660
1083,5172,4900660,6212,4900660
1083,5172,4901250,6212,4901250
1083,5172,4902060,6212,4902060
1083,5172,4903060,6212,4903060
1083,5172,4903060,6212,4903060
1084,5180,4904060,6212,4904060
1084,5180,4905060,6212,4905060
1084,5180,4906060,6212,4906060
1084,5180,4907060,6212,4907060
1084,5180,4907530,6212,4907530
1084,5180,4908340,6212,4908340
1084,5180,4909340,6212,4909340
1084,5180,4909930,6212,4909930
1084,5180,4910930,6212,4910930
1084,5180,4911930,6212,4911930
1085,5188,4912410,6212,4912410
1085,5188,4912880,6212,4912880
1085,5188,4913880,6212,4913880
1085,5188,4914040,6212,4914040
1085,5188,4915040,6212,4915040
1085,5188,4915040,6212,4915040
1085,5188,4915510,6212,4915510
1085,5188,4915830,6212,4915830
1085,5188,4916640,6212,4916640
1085,5188,4917230,6212,4917230
1085,5188,4917550,6212,4917550
1085,5188,4918550,6212,4918550
1085,5188,4919360,6212,4919360
1085,5188,4919360,6212,4919360
1086,5196,4920360,6212,4920360
1086,5196,4920360,6212,4920360
1086,5196,4921360,6212,4921360
1086,5196,4922360,6212,4922360
1086,5196,4922830,6212,4922830
1086,5196,4926830,6212,4926830
1087,5204,4927830,6212,4927830
1087,5204,4928300,6212,4928300
1087,5204,4929300,6212,4929300
1087,5204,4930300,6212,4930300
1087,5204,4931300,6212,4931300
1087,5204,4932300,6212,4932300
1087,5204,4933300,6212,4933300
1087,5204,4933300,6212,4933300
1088,5212,4941300,6212,4941300
1088,5212,4942300,6212,4942300
1089,5220,4943300,6212,4943300
1089,5220,4944300,6212,4944300
1089,5220,4944770,6212,4944770
1089,5220,4945770,6212,4945770
1089,5220,4946770,6212,4946770
1089,5220,4947770,6212,4947770
1089,5220,4947770,6212,4947770
1089,5220,4948770,6212,4948770
1089,5220,4949420,6212,4949420
1090,5228,4950070,6212,4950070
1090,5228,4950230,6212,4950230
1091,5236,4958230,6212,4958230
1091,5236,4959230,6212,4959230
1091,5236,4959460,6212,4959460
1091,5236,4960270,6212,4960270
1091,5236,4961270,6212,4961270
1091,5236,4961270,6212,4961270
1091,5236,4961590,6212,4961590
1091,5236,4962400,6212,4962400
1091,5236,4963400,6212,4963400
1091,5236,4964400,6212,4964400
1091,5236,4964400,6212,4964400
1091,5236,4965050,6212,4965050
1091,5236,4966050,6212,4966050
1092,5244,4967050,6212,4967050
1092,5244,4967280,6212,4967280
1092,5244,4967750,6212,4967750
1092,5244,4968750,6212,4968750
1092,5244,4969070,6212,4969070
1092,5244,4969660,6212,4969660
1092,5244,4970660,6212,4970660
1092,5244,4970890,6212,4970890
1092,5244,4970890,6212,4970890
1092,5244,4971700,6212,4971700
1092,5244,4972510,6212,4972510
1092,5244,4973510,6212,4973510
1092,5244,4973510,6212,4973510
1093,5252,4974510,6212,4974510
1093,5252,4975510,6212,4975510
1093,5252,4976510,6212,4976510
1093,5252,4977320,6212,4977320
1093,5252,4978320,6212,4978320
1093,5252,4979130,6212,4979130
1093,5252,4979590,6212,4979590
1093,5252,4980590,6212,4980590
1094,5260,4981590,6212,4981590
1094,5260,4981590,6212,4981590
1094,5260,4981590,6212,4981590
1094,5260,4982590,6212,4982590
1094,5260,4983590,6212,4983590
1094,5260,4983910,6212,4983910
1094,5260,4984910,6212,4984910
1094,5260,4984910,6212,4984910
1095,5268,4992910,6212,4992910
1095,5268,4992910,6212,4992910
1095,5268,4993380,6212,4993380
1095,5268,4993380,6212,4993380
1095,5268,4993490,6212,4993490
1095,5268,4994490,6212,4994490
1095,5268,4995490,6212,4995490
1095,5268,4995720,6212,4995720
1096,5276,4996720,6212,4996720
1096,5276,4997530,6212,4997530
1096,5276,4998530,6212,4998530
1096,5276,4999530,6212,4999530
1096,5276,5000080,6212,5000080
1096,5276,5001080,6212,5001080
1096,5276,5002080,6212,5002080
1097,5284,5010080,6212,5010080
1097,5284,5011080,6212,5011080
1097,5284,5011890,6212,5011890
1098,5292,5012360,6212,5012360
1099,5300,5020360,6212,5020360
1100,5308,5028360,6212,5028360
1100,5308,5028360,6212,5028360
1100,5308,5028590,6212,5028590
1100,5308,5029140,6212,5029140
1100,5308,5029950,6212,5029950
1100,5308,5030760,6212,5030760
1100,5308,5031760,6212,5031760
1100,5308,5031760,6212,5031760
1100,5308,5032080,6212,5032080
1100,5308,5033080,6212,5033080
1100,5308,5034080,6212,5034080
1100,5308,5035080,6212,5035080
1101,5316,5037080,6212,5037080
1101,5316,5038080,6212,5038080
1101,5316,5039080,6212,5039080
1101,5316,5039890,6212,5039890
1101,5316,5040350,6212,5040350
1101,5316,5041350,6212,5041350
1101,5316,5042160,6212,5042160
1101,5316,5042160,6212,5042160
1101,5316,5043160,6212,5043160
1102,5324,5044160,6212,5044160
1102,5324,5044530,6212,5044530
1102,5324,5045530,6212,5045530
1102,5324,5045850,6212,5045850
1102,5324,5046660,6212,5046660
1102,5324,5047660,6212,5047660
1102,5324,5047980,6212,5047980
1102,5324,5048450,6212,5048450
1102,5324,5049450,6212,5049450
1102,5324,5050450,6212,5050450
1102,5324,5050450,6212,5050450
1102,5324,5051450,6212,5051450
1103,5332,5052260,6212,5052260
1103,5332,5052580,6212,5052580
1103,5332,5053580,6212,5053580
1103,5332,5054580,6212,5054580
1103,5332,5054810,6212,5054810
1103,5332,5055810,6212,5055810
1103,5332,5056620,6212,5056620
1103,5332,5056620,6212,5056620
1103,5332,5057620,6212,5057620
1103,5332,5057620,6212,5057620
1103,5332,5058270,6212,5058270
1103,5332,5058270,6212,5058270
1103,5332,5059270,6212,5059270
1104,5340,5060270,6212,5060270
1104,5340,5060920,6212,5060920
1104,5340,5060920,6212,5060920
1104,5340,5061920,6212,5061920
1104,5340,5061920,6212,5061920
1104,5340,5062730,6212,5062730
1104,5340,5063730,6212,5063730
1104,5340,5064730,6212,5064730
1104,5340,5065730,6212,5065730
1104,5340,5066730,6212,5066730
1105,5348,5067730,6212,5067730
1105,5348,5068730,6212,5068730
1105,5348,5069540,6212,5069540
1105,5348,5070540,6212,5070540
1105,5348,5071540,6212,5071540
1105,5348,5072190,6212,5072190
1105,5348,5072190,6212,5072190
1105,5348,5073190,6212,5073190
1105,5348,5073420,6212,5073420
1105,5348,5074420,6212,5074420
1106,5356,5082420,6212,5082420
1106,5356,5082650,6212,5082650
1107,5364,5083650,6212,5083650
1107,5364,5084650,6212,5084650
1107,5364,5085650,6212,5085650
1107,5364,5086650,6212,5086650
1107,5364,5086650,6212,5086650
1107,5364,5087650,6212,5087650
1107,5364,5088650,6212,5088650
1108,5372,5089650,6212,5089650
1108,5372,5090110,6212,5090110
1108,5372,5090580,6212,5090580
1108,5372,5091230,6212,5091230
1108,5372,5092230,6212,5092230
1108,5372,5092700,6212,5092700
1108,5372,5093700,6212,5093700
1108,5372,5093700,6212,5093700
1108,5372,5094170,6212,5094170
1108,5372,5094170,6212,5094170
1109,5380,5095170,6212,5095170
1109,5380,5095980,6212,5095980
1109,5380,5097980,6212,5097980
1109,5380,5098980,6212,5098980
1109,5380,5099300,6212,5099300
1109,5380,5100300,6212,5100300
1109,5380,5100300,6212,5100300
1109,5380,5101300,6212,5101300
1109,5380,5102300,6212,5102300
1109,5380,5103300,6212,5103300
1110,5388,5104300,6212,5104300
1110,5388,5104300,6212,5104300
1110,5388,5104620,6212,5104620
1110,5388,5105620,6212,5105620
1110,5388,5105620,6212,5105620
1110,5388,5106620,6212,5106620
1110,5388,5106620,6212,5106620
1110,5388,5107620,6212,5107620
1110,5388,5108080,6212,5108080
1110,5388,5108730,6212,5108730
1111,5396,5112730,6212,5112730
