ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1051,5427,1312470,6212,1312470
1051,5427,1313280,6212,1313280
1051,5427,1313600,6212,1313600
1051,5427,1313920,6212,1313920
1051,5427,1314730,6212,1314730
1052,5435,1315540,6212,1315540
1052,5435,1315540,6212,1315540
1052,5435,1316350,6212,1316350
1052,5435,1316820,6212,1316820
1053,5443,1317290,6212,1317290
1054,5451,1317400,6212,1317400
1054,5451,1317870,6212,1317870
1054,5451,1317870,6212,1317870
1054,5451,1318680,6212,1318680
1055,5459,1318910,6212,1318910
1055,5459,1319910,6212,1319910
1055,5459,1320230,6212,1320230
1055,5459,1320230,6212,1320230
1055,5459,1321230,6212,1321230
1055,5459,1321780,6212,1321780
1055,5459,1322780,6212,1322780
1056,5467,1323150,6212,1323150
1056,5467,1323740,6212,1323740
1056,5467,1324200,6212,1324200
1056,5467,1324200,6212,1324200
1056,5467,1324570,6212,1324570
1056,5467,1325040,6212,1325040
1056,5467,1325510,6212,1325510
1056,5467,1325980,6212,1325980
1056,5467,1326980,6212,1326980
1056,5467,1327300,6212,1327300
1057,5475,1328110,6212,1328110
1057,5475,1328110,6212,1328110
1057,5475,1328430,6212,1328430
1057,5475,1328900,6212,1328900
1057,5475,1329360,6212,1329360
1057,5475,1330360,6212,1330360
1057,5475,1330680,6212,1330680
1057,5475,1331150,6212,1331150
1057,5475,1331960,6212,1331960
1057,5475,1332550,6212,1332550
1057,5475,1333020,6212,1333020
1057,5475,1333340,6212,1333340
1057,5475,1333810,6212,1333810
1057,5475,1334460,6212,1334460
1057,5475,1334680,6212,1334680
1057,5475,1334680,6212,1334680
1058,5477,1335150,6212,1335150
1059,5485,1335620,6212,1335620
1059,5485,1335850,6212,1335850
1059,5485,1336850,6212,1336850
1059,5485,1337330,6212,1337330
1059,5485,1338140,6212,1338140
1059,5485,1338950,6212,1338950
1059,5485,1339420,6212,1339420
1059,5485,1339420,6212,1339420
1060,5493,1340230,6212,1340230
1060,5493,1341230,6212,1341230
1060,5493,1341880,6212,1341880
1060,5493,1342110,6212,1342110
1060,5493,1342580,6212,1342580
1061,5495,1342720,6212,1342720
1061,5495,1343180,6212,1343180
1061,5495,1343990,6212,1343990
1062,5497,1344460,6212,1344460
1062,5497,1344460,6212,1344460
1062,5497,1344930,6212,1344930
1062,5497,1345580,6212,1345580
1063,5505,1345580,6212,1345580
1063,5505,1345580,6212,1345580
1064,5513,1346580,6212,1346580
1064,5513,1346900,6212,1346900
1064,5513,1347370,6212,1347370
1064,5513,1348180,6212,1348180
1064,5513,1348990,6212,1348990
1064,5513,1349460,6212,1349460
1064,5513,1350270,6212,1350270
1064,5513,1350270,6212,1350270
1064,5513,1350740,6212,1350740
1065,5515,1351550,6212,1351550
1065,5515,1352020,6212,1352020
1065,5515,1352830,6212,1352830
1065,5515,1353300,6212,1353300
1065,5515,1353300,6212,1353300
1066,5519,1353770,6212,1353770
1066,5519,1353770,6212,1353770
1066,5519,1354240,6212,1354240
1066,5519,1354700,6212,1354700
1066,5519,1355160,6212,1355160
1066,5519,1355160,6212,1355160
1066,5519,1355630,6212,1355630
1066,5519,1356100,6212,1356100
1066,5519,1357100,6212,1357100
1067,5521,1357910,6212,1357910
1067,5521,1358720,6212,1358720
1067,5521,1359720,6212,1359720
1067,5521,1360530,6212,1360530
1067,5521,1361340,6212,1361340
1067,5521,1362150,6212,1362150
1067,5521,1362960,6212,1362960
1067,5521,1363770,6212,1363770
1067,5521,1364090,6212,1364090
1067,5521,1364900,6212,1364900
1068,5523,1365710,6212,1365710
1068,5523,1366520,6212,1366520
1068,5523,1367330,6212,1367330
1068,5523,1367650,6212,1367650
1068,5523,1368200,6212,1368200
1068,5523,1368660,6212,1368660
1068,5523,1369130,6212,1369130
1068,5523,1369600,6212,1369600
1069,5531,1369600,6212,1369600
1069,5531,1369710,6212,1369710
1069,5531,1370520,6212,1370520
1069,5531,1371330,6212,1371330
1069,5531,1371550,6212,1371550
1069,5531,1372360,6212,1372360
1069,5531,1373010,6212,1373010
1069,5531,1374010,6212,1374010
1069,5531,1374010,6212,1374010
1069,5531,1374480,6212,1374480
1069,5531,1374950,6212,1374950
1069,5531,1374950,6212,1374950
1069,5531,1375270,6212,1375270
1069,5531,1375920,6212,1375920
1069,5531,1376730,6212,1376730
1069,5531,1377200,6212,1377200
1069,5531,1377200,6212,1377200
1069,5531,1377200,6212,1377200
1069,5531,1377670,6212,1377670
1069,5531,1377990,6212,1377990
1070,5533,1378640,6212,1378640
1070,5533,1379110,6212,1379110
1070,5533,1380110,6212,1380110
1070,5533,1380580,6212,1380580
1071,5541,1381050,6212,1381050
1071,5541,1381860,6212,1381860
1072,5549,1382670,6212,1382670
1072,5549,1383480,6212,1383480
1072,5549,1383950,6212,1383950
1072,5549,1384760,6212,1384760
1073,5550,1385760,6212,1385760
1073,5550,1386230,6212,1386230
1073,5550,1387040,6212,1387040
1073,5550,1387850,6212,1387850
1073,5550,1388660,6212,1388660
1073,5550,1389470,6212,1389470
1073,5550,1389470,6212,1389470
1073,5550,1389790,6212,1389790
1074,5558,1390600,6212,1390600
1074,5558,1391070,6212,1391070
1074,5558,1391390,6212,1391390
1074,5558,1391710,6212,1391710
1074,5558,1392180,6212,1392180
1074,5558,1392640,6212,1392640
1074,5558,1393110,6212,1393110
1074,5558,1397110,6212,1397110
1075,5560,1397920,6212,1397920
1075,5560,1398570,6212,1398570
1075,5560,1399380,6212,1399380
1076,5562,1399850,6212,1399850
1076,5562,1400320,6212,1400320
1076,5562,1401320,6212,1401320
1076,5562,1401870,6212,1401870
1076,5562,1402340,6212,1402340
1076,5562,1402570,6212,1402570
1076,5562,1403220,6212,1403220
1076,5562,1404220,6212,1404220
1076,5562,1404770,6212,1404770
1076,5562,1405580,6212,1405580
1076,5562,1406580,6212,1406580
1076,5562,1407390,6212,1407390
1076,5562,1407760,6212,1407760
1076,5562,1407760,6212,1407760
1076,5562,1408230,6212,1408230
1076,5562,1409230,6212,1409230
1076,5562,1409700,6212,1409700
1076,5562,1410250,6212,1410250
1076,5562,1411060,6212,1411060
1077,5570,1411870,6212,1411870
1077,5570,1412330,6212,1412330
1078,5572,1413140,6212,1413140
1078,5572,1413610,6212,1413610
1078,5572,1414260,6212,1414260
1078,5572,1415070,6212,1415070
1078,5572,1415660,6212,1415660
1079,5580,1416660,6212,1416660
1079,5580,1417130,6212,1417130
1079,5580,1418130,6212,1418130
1079,5580,1418600,6212,1418600
1079,5580,1419410,6212,1419410
1079,5580,1419730,6212,1419730
1079,5580,1420540,6212,1420540
1079,5580,1420540,6212,1420540
1079,5580,1421350,6212,1421350
1079,5580,1422160,6212,1422160
1079,5580,1422630,6212,1422630
1080,5588,1423440,6212,1423440
1080,5588,1424250,6212,1424250
1080,5588,1425060,6212,1425060
1080,5588,1425870,6212,1425870
1080,5588,1426190,6212,1426190
1081,5590,1426510,6212,1426510
1081,5590,1426980,6212,1426980
1082,5598,1427790,6212,1427790
1082,5598,1428790,6212,1428790
1082,5598,1429600,6212,1429600
1083,5606,1429830,6212,1429830
1083,5606,1430640,6212,1430640
1083,5606,1431450,6212,1431450
1083,5606,1431920,6212,1431920
1083,5606,1432150,6212,1432150
1083,5606,1432150,6212,1432150
1083,5606,1432960,6212,1432960
1083,5606,1432960,6212,1432960
1083,5606,1433770,6212,1433770
1083,5606,1434420,6212,1434420
1083,5606,1435420,6212,1435420
1083,5606,1435900,6212,1435900
1083,5606,1436900,6212,1436900
1083,5606,1437270,6212,1437270
1083,5606,1437270,6212,1437270
1083,5606,1438080,6212,1438080
1083,5606,1439080,6212,1439080
1084,5614,1439080,6212,1439080
1084,5614,1440080,6212,1440080
1084,5614,1440540,6212,1440540
1084,5614,1440860,6212,1440860
1084,5614,1441330,6212,1441330
1085,5622,1441800,6212,1441800
1085,5622,1442610,6212,1442610
1085,5622,1443420,6212,1443420
1085,5622,1443970,6212,1443970
1085,5622,1444560,6212,1444560
1085,5622,1445370,6212,1445370
1085,5622,1445690,6212,1445690
1085,5622,1446500,6212,1446500
1085,5622,1446820,6212,1446820
1085,5622,1447820,6212,1447820
1085,5622,1447930,6212,1447930
1085,5622,1447930,6212,1447930
1085,5622,1448580,6212,1448580
1086,5630,1449390,6212,1449390
1086,5630,1449610,6212,1449610
1086,5630,1450080,6212,1450080
1086,5630,1450080,6212,1450080
1086,5630,1450550,6212,1450550
1086,5630,1451360,6212,1451360
1086,5630,1451590,6212,1451590
1086,5630,1452050,6212,1452050
1086,5630,1452520,6212,1452520
1087,5638,1452520,6212,1452520
1088,5646,1452740,6212,1452740
1088,5646,1453060,6212,1453060
1088,5646,1453430,6212,1453430
1088,5646,1453750,6212,1453750
1088,5646,1454220,6212,1454220
1088,5646,1454690,6212,1454690
1088,5646,1455340,6212,1455340
1088,5646,1455810,6212,1455810
1088,5646,1456280,6212,1456280
1088,5646,1457280,6212,1457280
1088,5646,1458090,6212,1458090
1088,5646,1458560,6212,1458560
1089,5648,1458930,6212,1458930
1089,5648,1459400,6212,1459400
1090,5656,1459870,6212,1459870
1090,5656,1460680,6212,1460680
1090,5656,1461150,6212,1461150
1090,5656,1461470,6212,1461470
1090,5656,1462280,6212,1462280
1090,5656,1462280,6212,1462280
1090,5656,1462650,6212,1462650
1090,5656,1463300,6212,1463300
1090,5656,1463770,6212,1463770
1090,5656,1463770,6212,1463770
1090,5656,1464580,6212,1464580
1090,5656,1465050,6212,1465050
1090,5656,1465700,6212,1465700
1090,5656,1466350,6212,1466350
1091,5658,1467160,6212,1467160
1091,5658,1467630,6212,1467630
1091,5658,1467950,6212,1467950
1091,5658,1468760,6212,1468760
1091,5658,1469230,6212,1469230
1091,5658,1469390,6212,1469390
1091,5658,1469390,6212,1469390
1091,5658,1469860,6212,1469860
1091,5658,1470330,6212,1470330
1091,5658,1470490,6212,1470490
1091,5658,1471300,6212,1471300
1091,5658,1472110,6212,1472110
1091,5658,1472430,6212,1472430
1091,5658,1472900,6212,1472900
1091,5658,1473370,6212,1473370
1091,5658,1473840,6212,1473840
1091,5658,1474840,6212,1474840
1091,5658,1475310,6212,1475310
1091,5658,1476120,6212,1476120
1091,5658,1476580,6212,1476580
1092,5666,1477390,6212,1477390
1092,5666,1477390,6212,1477390
1092,5666,1477860,6212,1477860
1092,5666,1478670,6212,1478670
1092,5666,1479480,6212,1479480
1092,5666,1480290,6212,1480290
1092,5666,1480760,6212,1480760
1092,5666,1481230,6212,1481230
1092,5666,1481700,6212,1481700
1092,5666,1482510,6212,1482510
1092,5666,1482830,6212,1482830
1092,5666,1483480,6212,1483480
1092,5666,1484290,6212,1484290
1092,5666,1484840,6212,1484840
1092,5666,1485310,6212,1485310
1092,5666,1485310,6212,1485310
1092,5666,1485780,6212,1485780
1092,5666,1485780,6212,1485780
1092,5666,1486590,6212,1486590
1092,5666,1486590,6212,1486590
1092,5666,1486910,6212,1486910
1092,5666,1487140,6212,1487140
1092,5666,1487460,6212,1487460
1092,5666,1487930,6212,1487930
1092,5666,1488520,6212,1488520
1092,5666,1488990,6212,1488990
1093,5670,1489580,6212,1489580
1093,5670,1490050,6212,1490050
1093,5670,1490860,6212,1490860
1093,5670,1491670,6212,1491670
1093,5670,1492480,6212,1492480
1093,5670,1492800,6212,1492800
1093,5670,1493270,6212,1493270
1093,5670,1494080,6212,1494080
1093,5670,1494730,6212,1494730
1093,5670,1495730,6212,1495730
1093,5670,1496730,6212,1496730
1093,5670,1497380,6212,1497380
1093,5670,1497850,6212,1497850
1093,5670,1498320,6212,1498320
1093,5670,1499130,6212,1499130
1093,5670,1499600,6212,1499600
1093,5670,1500070,6212,1500070
1093,5670,1500720,6212,1500720
1094,5678,1501040,6212,1501040
1094,5678,1501500,6212,1501500
1094,5678,1502500,6212,1502500
1094,5678,1503500,6212,1503500
1094,5678,1504500,6212,1504500
1094,5678,1505050,6212,1505050
1094,5678,1505860,6212,1505860
1094,5678,1506330,6212,1506330
1094,5678,1506880,6212,1506880
1094,5678,1506880,6212,1506880
1094,5678,1507690,6212,1507690
1094,5678,1508690,6212,1508690
1094,5678,1509010,6212,1509010
1094,5678,1509820,6212,1509820
1094,5678,1510630,6212,1510630
1095,5686,1510860,6212,1510860
1096,5688,1511510,6212,1511510
1096,5688,1511510,6212,1511510
1097,5696,1511510,6212,1511510
1097,5696,1511510,6212,1511510
1097,5696,1512320,6212,1512320
1097,5696,1512550,6212,1512550
1097,5696,1513360,6212,1513360
1097,5696,1514170,6212,1514170
1097,5696,1514170,6212,1514170
1097,5696,1515170,6212,1515170
1098,5704,1515640,6212,1515640
1098,5704,1515640,6212,1515640
1098,5704,1516450,6212,1516450
1098,5704,1516770,6212,1516770
1098,5704,1516770,6212,1516770
1098,5704,1517420,6212,1517420
1098,5704,1518230,6212,1518230
1098,5704,1519040,6212,1519040
1098,5704,1519360,6212,1519360
1098,5704,1519730,6212,1519730
1098,5704,1519730,6212,1519730
1098,5704,1519730,6212,1519730
1098,5704,1520200,6212,1520200
1099,5708,1520850,6212,1520850
1099,5708,1521660,6212,1521660
1099,5708,1522470,6212,1522470
1099,5708,1523280,6212,1523280
1099,5708,1523280,6212,1523280
1099,5708,1524280,6212,1524280
1099,5708,1524930,6212,1524930
1099,5708,1525090,6212,1525090
1099,5708,1525250,6212,1525250
1099,5708,1525710,6212,1525710
1099,5708,1526030,6212,1526030
1099,5708,1526350,6212,1526350
1099,5708,1526820,6212,1526820
1099,5708,1526820,6212,1526820
1099,5708,1526980,6212,1526980
1099,5708,1527440,6212,1527440
1099,5708,1527440,6212,1527440
1099,5708,1528440,6212,1528440
1099,5708,1528810,6212,1528810
1099,5708,1529620,6212,1529620
1099,5708,1530430,6212,1530430
1099,5708,1531240,6212,1531240
1099,5708,1532050,6212,1532050
1099,5708,1532700,6212,1532700
1100,5716,1533510,6212,1533510
1100,5716,1534160,6212,1534160
1100,5716,1534160,6212,1534160
1100,5716,1535160,6212,1535160
1100,5716,1535970,6212,1535970
1100,5716,1536340,6212,1536340
1100,5716,1537150,6212,1537150
1100,5716,1537800,6212,1537800
1100,5716,1537800,6212,1537800
1100,5716,1537800,6212,1537800
1100,5716,1538450,6212,1538450
1100,5716,1538770,6212,1538770
1100,5716,1538770,6212,1538770
1100,5716,1539580,6212,1539580
1100,5716,1540390,6212,1540390
1100,5716,1540390,6212,1540390
1100,5716,1541040,6212,1541040
1100,5716,1542040,6212,1542040
1100,5716,1542510,6212,1542510
1100,5716,1543320,6212,1543320
1100,5716,1543790,6212,1543790
1100,5716,1544600,6212,1544600
1101,5718,1545250,6212,1545250
1101,5718,1545250,6212,1545250
1101,5718,1545470,6212,1545470
1101,5718,1545940,6212,1545940
1101,5718,1546940,6212,1546940
1101,5718,1547410,6212,1547410
1101,5718,1547730,6212,1547730
1101,5718,1548200,6212,1548200
1101,5718,1548670,6212,1548670
1101,5718,1549140,6212,1549140
1101,5718,1549300,6212,1549300
1101,5718,1549300,6212,1549300
1102,5726,1549760,6212,1549760
1102,5726,1550230,6212,1550230
1102,5726,1550690,6212,1550690
1102,5726,1551690,6212,1551690
1102,5726,1552040,6212,1552040
1102,5726,1553040,6212,1553040
1102,5726,1553510,6212,1553510
1102,5726,1553830,6212,1553830
1102,5726,1553830,6212,1553830
1102,5726,1554300,6212,1554300
1102,5726,1554770,6212,1554770
1103,5728,1555240,6212,1555240
1103,5728,1556050,6212,1556050
1103,5728,1556520,6212,1556520
1103,5728,1556520,6212,1556520
1103,5728,1556520,6212,1556520
1103,5728,1556990,6212,1556990
1103,5728,1557360,6212,1557360
1103,5728,1557680,6212,1557680
1103,5728,1557680,6212,1557680
1103,5728,1558490,6212,1558490
1103,5728,1558490,6212,1558490
1103,5728,1558960,6212,1558960
1103,5728,1559960,6212,1559960
1103,5728,1559960,6212,1559960
1103,5728,1560430,6212,1560430
1103,5728,1561240,6212,1561240
1103,5728,1561240,6212,1561240
1103,5728,1562240,6212,1562240
1103,5728,1563050,6212,1563050
1103,5728,1563600,6212,1563600
1104,5730,1563600,6212,1563600
1104,5730,1564410,6212,1564410
1104,5730,1565000,6212,1565000
1104,5730,1565000,6212,1565000
1104,5730,1565000,6212,1565000
1104,5730,1565810,6212,1565810
1104,5730,1566620,6212,1566620
1104,5730,1567430,6212,1567430
1104,5730,1567890,6212,1567890
1104,5730,1568210,6212,1568210
1104,5730,1569020,6212,1569020
1104,5730,1569020,6212,1569020
1104,5730,1569340,6212,1569340
1104,5730,1570150,6212,1570150
1104,5730,1570620,6212,1570620
1104,5730,1571620,6212,1571620
1104,5730,1572430,6212,1572430
1104,5730,1572660,6212,1572660
1104,5730,1576660,6212,1576660
1104,5730,1577130,6212,1577130
1104,5730,1577600,6212,1577600
1104,5730,1578410,6212,1578410
1104,5730,1578730,6212,1578730
1104,5730,1578950,6212,1578950
1104,5730,1578950,6212,1578950
1104,5730,1579760,6212,1579760
1105,5732,1580310,6212,1580310
1105,5732,1581310,6212,1581310
1105,5732,1582120,6212,1582120
1105,5732,1582590,6212,1582590
1105,5732,1583590,6212,1583590
1105,5732,1584140,6212,1584140
1105,5732,1584950,6212,1584950
1105,5732,1585760,6212,1585760
1105,5732,1586410,6212,1586410
1105,5732,1587410,6212,1587410
1105,5732,1587730,6212,1587730
1105,5732,1588200,6212,1588200
1105,5732,1588670,6212,1588670
1105,5732,1588990,6212,1588990
1105,5732,1589800,6212,1589800
1105,5732,1590270,6212,1590270
1105,5732,1590500,6212,1590500
1105,5732,1590500,6212,1590500
1105,5732,1591310,6212,1591310
1106,5740,1591630,6212,1591630
1106,5740,1591630,6212,1591630
1106,5740,1592630,6212,1592630
1106,5740,1592850,6212,1592850
1106,5740,1593320,6212,1593320
1106,5740,1594130,6212,1594130
1106,5740,1595130,6212,1595130
1106,5740,1595130,6212,1595130
1106,5740,1595600,6212,1595600
1106,5740,1595600,6212,1595600
1106,5740,1596410,6212,1596410
1106,5740,1596520,6212,1596520
1106,5740,1596520,6212,1596520
1106,5740,1597330,6212,1597330
1106,5740,1597880,6212,1597880
1106,5740,1598470,6212,1598470
1106,5740,1598690,6212,1598690
1106,5740,1599160,6212,1599160
1106,5740,1599630,6212,1599630
1106,5740,1600100,6212,1600100
1106,5740,1600100,6212,1600100
1106,5740,1600330,6212,1600330
1106,5740,1600790,6212,1600790
1106,5740,1601260,6212,1601260
1106,5740,1602070,6212,1602070
1106,5740,1602070,6212,1602070
1106,5740,1602540,6212,1602540
1106,5740,1603350,6212,1603350
1106,5740,1603350,6212,1603350
1106,5740,1603820,6212,1603820
1106,5740,1604040,6212,1604040
1107,5748,1604510,6212,1604510
1107,5748,1604510,6212,1604510
1107,5748,1604880,6212,1604880
1107,5748,1605880,6212,1605880
1107,5748,1606880,6212,1606880
1107,5748,1607880,6212,1607880
1107,5748,1608530,6212,1608530
1107,5748,1609340,6212,1609340
1107,5748,1609930,6212,1609930
1107,5748,1610930,6212,1610930
1107,5748,1611930,6212,1611930
1107,5748,1612400,6212,1612400
1107,5748,1612870,6212,1612870
1107,5748,1613520,6212,1613520
1107,5748,1614330,6212,1614330
1107,5748,1614980,6212,1614980
1107,5748,1615450,6212,1615450
1107,5748,1616100,6212,1616100
1107,5748,1616560,6212,1616560
1107,5748,1617560,6212,1617560
1107,5748,1617560,6212,1617560
1107,5748,1618210,6212,1618210
1107,5748,1618210,6212,1618210
1107,5748,1618210,6212,1618210
1107,5748,1618210,6212,1618210
1107,5748,1618210,6212,1618210
1107,5748,1619210,6212,1619210
1107,5748,1620020,6212,1620020
1107,5748,1620390,6212,1620390
1107,5748,1620710,6212,1620710
1108,5750,1621180,6212,1621180
1108,5750,1621990,6212,1621990
1108,5750,1622990,6212,1622990
1109,5758,1623800,6212,1623800
1109,5758,1624030,6212,1624030
1109,5758,1624840,6212,1624840
1110,5766,1625390,6212,1625390
1110,5766,1625550,6212,1625550
1110,5766,1625550,6212,1625550
1110,5766,1626020,6212,1626020
1110,5766,1626830,6212,1626830
1110,5766,1627640,6212,1627640
1110,5766,1628110,6212,1628110
1110,5766,1628580,6212,1628580
1110,5766,1629050,6212,1629050
1110,5766,1630050,6212,1630050
1111,5768,1630210,6212,1630210
1111,5768,1630860,6212,1630860
1111,5768,1631330,6212,1631330
1111,5768,1631790,6212,1631790
1111,5768,1632260,6212,1632260
1112,5776,1632260,6212,1632260
1112,5776,1632580,6212,1632580
1112,5776,1633050,6212,1633050
1112,5776,1633370,6212,1633370
1112,5776,1634370,6212,1634370
1112,5776,1634850,6212,1634850
1112,5776,1635320,6212,1635320
1112,5776,1635780,6212,1635780
1112,5776,1635780,6212,1635780
1112,5776,1636100,6212,1636100
1112,5776,1636100,6212,1636100
1113,5778,1636260,6212,1636260
1113,5778,1636730,6212,1636730
1113,5778,1637320,6212,1637320
1114,5780,1637970,6212,1637970
1114,5780,1638620,6212,1638620
1114,5780,1639090,6212,1639090
1114,5780,1639900,6212,1639900
1114,5780,1640220,6212,1640220
1115,5788,1640540,6212,1640540
1115,5788,1641540,6212,1641540
1115,5788,1642540,6212,1642540
1115,5788,1643190,6212,1643190
1116,5790,1643660,6212,1643660
1117,5798,1643980,6212,1643980
1117,5798,1644210,6212,1644210
1117,5798,1644800,6212,1644800
1117,5798,1645350,6212,1645350
1117,5798,1646350,6212,1646350
1117,5798,1646820,6212,1646820
1117,5798,1646820,6212,1646820
1117,5798,1647470,6212,1647470
1117,5798,1647700,6212,1647700
1117,5798,1648510,6212,1648510
1117,5798,1649510,6212,1649510
1117,5798,1649980,6212,1649980
1117,5798,1650530,6212,1650530
1117,5798,1651340,6212,1651340
1117,5798,1652150,6212,1652150
1117,5798,1652470,6212,1652470
1117,5798,1653280,6212,1653280
1117,5798,1654090,6212,1654090
1117,5798,1655090,6212,1655090
1117,5798,1655560,6212,1655560
1117,5798,1655790,6212,1655790
1117,5798,1656790,6212,1656790
1117,5798,1657600,6212,1657600
1117,5798,1658070,6212,1658070
1117,5798,1658880,6212,1658880
1117,5798,1658880,6212,1658880
1117,5798,1659200,6212,1659200
1117,5798,1659670,6212,1659670
1117,5798,1659670,6212,1659670
1117,5798,1660670,6212,1660670
1117,5798,1661130,6212,1661130
1117,5798,1661130,6212,1661130
1117,5798,1661600,6212,1661600
1117,5798,1662070,6212,1662070
1117,5798,1662400,6212,1662400
1117,5798,1662720,6212,1662720
1117,5798,1663190,6212,1663190
1117,5798,1663190,6212,1663190
1117,5798,1663740,6212,1663740
1117,5798,1664210,6212,1664210
1118,5800,1664210,6212,1664210
1118,5800,1664680,6212,1664680
1118,5800,1664680,6212,1664680
1118,5800,1665330,6212,1665330
1118,5800,1665650,6212,1665650
1118,5800,1665810,6212,1665810
1118,5800,1666040,6212,1666040
1118,5800,1666510,6212,1666510
1118,5800,1667320,6212,1667320
1118,5800,1668130,6212,1668130
1118,5800,1668780,6212,1668780
1118,5800,1669590,6212,1669590
1118,5800,1669910,6212,1669910
1118,5800,1670230,6212,1670230
1118,5800,1670230,6212,1670230
1118,5800,1670450,6212,1670450
1118,5800,1671450,6212,1671450
1118,5800,1671450,6212,1671450
1119,5808,1671920,6212,1671920
1119,5808,1672390,6212,1672390
1119,5808,1673200,6212,1673200
1119,5808,1674010,6212,1674010
1119,5808,1674480,6212,1674480
1119,5808,1674480,6212,1674480
1119,5808,1674850,6212,1674850
1119,5808,1675170,6212,1675170
1119,5808,1675980,6212,1675980
1119,5808,1676790,6212,1676790
1119,5808,1676950,6212,1676950
1119,5808,1677410,6212,1677410
1119,5808,1678220,6212,1678220
1119,5808,1678690,6212,1678690
1119,5808,1679340,6212,1679340
1119,5808,1679810,6212,1679810
1119,5808,1680280,6212,1680280
1119,5808,1681280,6212,1681280
1119,5808,1681750,6212,1681750
1119,5808,1682560,6212,1682560
1119,5808,1683370,6212,1683370
1119,5808,1683840,6212,1683840
1119,5808,1684650,6212,1684650
1119,5808,1685110,6212,1685110
1119,5808,1685430,6212,1685430
1120,5816,1686240,6212,1686240
1120,5816,1686710,6212,1686710
1121,5818,1687710,6212,1687710
1121,5818,1688520,6212,1688520
1121,5818,1689170,6212,1689170
1121,5818,1690170,6212,1690170
1121,5818,1690820,6212,1690820
1121,5818,1691630,6212,1691630
1122,5826,1692440,6212,1692440
1122,5826,1692440,6212,1692440
1122,5826,1693250,6212,1693250
1122,5826,1694060,6212,1694060
1122,5826,1694710,6212,1694710
1122,5826,1695030,6212,1695030
1122,5826,1695840,6212,1695840
1122,5826,1695840,6212,1695840
1122,5826,1695840,6212,1695840
1122,5826,1696840,6212,1696840
1122,5826,1697060,6212,1697060
1123,5834,1697530,6212,1697530
1124,5836,1697850,6212,1697850
1124,5836,1698660,6212,1698660
1124,5836,1699120,6212,1699120
1124,5836,1699930,6212,1699930
1124,5836,1700250,6212,1700250
1124,5836,1701250,6212,1701250
1124,5836,1702060,6212,1702060
1124,5836,1702380,6212,1702380
1124,5836,1702850,6212,1702850
1124,5836,1703660,6212,1703660
1124,5836,1703890,6212,1703890
1125,5837,1704480,6212,1704480
1125,5837,1704700,6212,1704700
1125,5837,1705290,6212,1705290
1125,5837,1705520,6212,1705520
1125,5837,1705990,6212,1705990
1125,5837,1706800,6212,1706800
1125,5837,1707120,6212,1707120
1125,5837,1707930,6212,1707930
1125,5837,1708400,6212,1708400
1125,5837,1708630,6212,1708630
1125,5837,1709100,6212,1709100
1125,5837,1709570,6212,1709570
1126,5839,1710220,6212,1710220
1126,5839,1711030,6212,1711030
1126,5839,1711500,6212,1711500
1126,5839,1711970,6212,1711970
1126,5839,1712440,6212,1712440
1126,5839,1712900,6212,1712900
1126,5839,1713900,6212,1713900
1126,5839,1713900,6212,1713900
1126,5839,1714710,6212,1714710
1127,5841,1715300,6212,1715300
1127,5841,1715770,6212,1715770
1127,5841,1716580,6212,1716580
1127,5841,1717390,6212,1717390
1127,5841,1717860,6212,1717860
1127,5841,1718670,6212,1718670
1127,5841,1719140,6212,1719140
1127,5841,1720140,6212,1720140
1127,5841,1720790,6212,1720790
1127,5841,1721440,6212,1721440
1127,5841,1722440,6212,1722440
1127,5841,1723090,6212,1723090
1127,5841,1723560,6212,1723560
1127,5841,1723880,6212,1723880
1128,5843,1724690,6212,1724690
1128,5843,1725500,6212,1725500
1128,5843,1725970,6212,1725970
1129,5845,1726620,6212,1726620
1129,5845,1727090,6212,1727090
1130,5847,1727900,6212,1727900
1131,5849,1727900,6212,1727900
1131,5849,1727900,6212,1727900
1131,5849,1728360,6212,1728360
1131,5849,1729170,6212,1729170
1131,5849,1729630,6212,1729630
1131,5849,1729630,6212,1729630
1131,5849,1729950,6212,1729950
1131,5849,1730760,6212,1730760
1131,5849,1731570,6212,1731570
1131,5849,1732040,6212,1732040
1131,5849,1732850,6212,1732850
1132,5851,1733310,6212,1733310
1132,5851,1733310,6212,1733310
1132,5851,1733630,6212,1733630
1132,5851,1734440,6212,1734440
1132,5851,1734810,6212,1734810
1132,5851,1735810,6212,1735810
1132,5851,1735810,6212,1735810
1132,5851,1736280,6212,1736280
1132,5851,1737090,6212,1737090
