ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
964424.73,23.6,9.98,466732.55,11.42
964476.66,23.61,9.99,466764.5,11.43
964340.45,23.61,9.99,466764.5,11.43
964392.38,23.62,10.0,466949.39,11.44
964444.32,23.62,10.0,467835.86,11.46
964496.25,23.63,10.01,467835.97,11.46
964548.18,23.64,10.02,467835.59,11.46
964236.92,23.63,10.01,467496.82,11.46
964457.2,23.64,10.02,467496.82,11.46
964685.26,23.65,10.03,467501.13,11.46
964390.99,23.64,10.02,467496.82,11.46
964112.98,23.64,10.02,467564.56,11.46
964164.91,23.64,10.02,467564.56,11.47
964164.91,23.64,10.02,467518.25,11.46
964028.7,23.65,10.03,467539.66,11.47
964080.63,23.65,10.03,467539.66,11.47
963912.29,23.65,10.03,468152.92,11.49
964133.61,23.66,10.04,468202.31,11.49
964185.54,23.66,10.04,468817.01,11.51
963888.02,23.66,10.04,468624.23,11.5
964109.34,23.67,10.05,468623.97,11.5
964329.61,23.68,10.06,468623.97,11.51
964193.41,23.68,10.06,468608.93,11.51
964245.34,23.68,10.06,468608.93,11.51
964297.27,23.69,10.07,468620.9,11.51
964308.45,23.69,10.07,468661.97,11.51
964360.38,23.7,10.08,468678.61,11.52
964062.85,23.69,10.07,468650.0,11.52
964283.13,23.7,10.08,469339.06,11.54
964504.45,23.71,10.09,469505.27,11.54
964346.31,23.71,10.09,469351.8,11.54
964210.11,23.71,10.09,469415.37,11.54
964262.04,23.72,10.09,470183.03,11.56
964262.04,23.72,10.09,470183.03,11.56
964125.84,23.72,10.1,470116.93,11.56
963947.59,23.71,10.09,469538.45,11.55
963650.06,23.71,10.09,469892.38,11.56
963383.58,23.71,10.08,469591.97,11.55
963611.65,23.71,10.09,469591.71,11.56
963475.44,23.72,10.1,469819.26,11.56
963647.25,23.72,10.1,469819.26,11.57
963489.12,23.72,10.1,469666.69,11.56
963352.91,23.72,10.1,469435.29,11.56
963404.84,23.73,10.11,469435.29,11.56
963268.64,23.73,10.11,469435.03,11.57
962974.36,23.73,10.11,469456.2,11.57
962974.36,23.73,10.11,469503.57,11.57
962974.36,23.73,10.11,469456.2,11.57
962838.16,23.73,10.11,469456.2,11.57
963009.97,23.74,10.12,469442.88,11.57
962873.76,23.74,10.12,469478.6,11.58
963095.09,23.75,10.13,469470.75,11.58
962807.56,23.74,10.12,470076.5,11.59
963028.88,23.75,10.13,469893.46,11.59
962840.86,23.75,10.13,469619.95,11.58
962704.66,23.75,10.13,469604.34,11.59
962568.45,23.75,10.13,469696.44,11.59
962625.29,23.76,10.14,469653.85,11.59
962467.15,23.76,10.14,469501.78,11.59
962202.84,23.75,10.13,470718.92,11.62
962518.45,23.76,10.14,470937.93,11.63
962384.23,23.76,10.14,470755.17,11.62
962652.35,23.77,10.15,470754.91,11.62
962278.02,23.77,10.14,470754.91,11.63
962281.75,23.77,10.14,470810.4,11.63
962155.34,23.77,10.15,471487.77,11.65
962423.47,23.78,10.16,471497.64,11.65
962217.18,23.77,10.15,471505.44,11.65
962059.04,23.77,10.15,471352.86,11.65
961932.77,23.77,10.15,470778.53,11.64
961984.7,23.78,10.16,470771.65,11.64
961984.7,23.78,10.16,470771.65,11.64
961828.76,23.78,10.16,470556.38,11.63
962050.08,23.79,10.17,470552.53,11.64
961752.55,23.79,10.17,470545.6,11.64
961804.48,23.79,10.17,470545.6,11.64
962025.81,23.8,10.18,471269.42,11.66
962202.52,23.81,10.19,471455.57,11.67
962039.33,23.81,10.19,471966.43,11.68
961775.41,23.8,10.18,471552.79,11.67
961775.41,23.8,10.18,471552.79,11.67
962282.61,23.82,10.2,472158.33,11.69
962334.54,23.82,10.2,472158.45,11.69
962555.86,23.83,10.21,472158.07,11.69
962607.79,23.84,10.22,472158.07,11.69
962607.79,23.84,10.22,472158.07,11.69
962659.72,23.84,10.22,472158.07,11.69
962523.52,23.84,10.22,472157.81,11.7
962575.45,23.85,10.23,472251.82,11.7
962439.25,23.85,10.23,472251.82,11.7
962491.18,23.86,10.24,472403.46,11.71
962203.65,23.85,10.23,472195.62,11.71
962375.46,23.86,10.24,472301.53,11.71
962427.39,23.87,10.25,473640.74,11.75
962269.26,23.87,10.25,473487.28,11.74
962269.26,23.87,10.25,473487.28,11.74
962524.31,23.88,10.26,473487.02,11.74
962576.25,23.88,10.26,473487.02,11.75
962804.31,23.89,10.27,473488.88,11.75
962856.24,23.9,10.28,473487.72,11.75
962720.04,23.9,10.28,473494.04,11.75
962425.77,23.89,10.27,473493.33,11.76
962647.09,23.9,10.28,473493.33,11.76
962647.09,23.9,10.28,473493.33,11.76
962349.56,23.9,10.28,473493.33,11.76
962213.36,23.9,10.28,473633.93,11.76
962434.68,23.91,10.29,474533.67,11.79
962611.39,23.92,10.3,474733.22,11.8
962333.37,23.91,10.29,474427.12,11.79
962197.17,23.91,10.29,474395.79,11.79
962447.32,23.92,10.3,474643.09,11.8
962326.27,23.92,10.3,474460.37,11.79
962546.55,23.93,10.31,474460.11,11.8
962598.48,23.94,10.32,474460.11,11.8
962650.41,23.94,10.32,474460.11,11.8
962514.21,23.95,10.33,474429.39,11.8
962378.0,23.95,10.33,474429.13,11.81
962549.81,23.96,10.34,474455.8,11.81
962271.47,23.95,10.33,474894.88,11.82
962492.79,23.96,10.34,474893.53,11.82
962356.59,23.96,10.34,474915.58,11.83
962408.52,23.97,10.35,474960.08,11.83
962130.5,23.96,10.34,474890.26,11.83
962182.44,23.97,10.35,475941.72,11.86
961884.91,23.97,10.35,475753.17,11.85
961748.7,23.97,10.35,475748.48,11.86
961800.64,23.98,10.35,476107.1,11.87
961664.43,23.98,10.36,476104.09,11.87
961554.43,23.98,10.35,475994.09,11.87
961606.36,23.98,10.36,475994.21,11.87
961428.12,23.98,10.36,475983.17,11.87
961110.19,23.97,10.35,475670.23,11.86
961365.25,23.98,10.36,475669.85,11.87
961593.31,23.99,10.37,475671.72,11.87
961602.63,23.99,10.37,475823.57,11.87
961654.56,24.0,10.38,475822.41,11.87
961518.35,24.0,10.38,475808.06,11.88
961245.94,24.0,10.38,476166.14,11.89
960951.67,24.0,10.38,476165.43,11.89
961123.48,24.01,10.39,476165.43,11.89
961175.41,24.01,10.39,476883.11,11.91
961039.21,24.02,10.4,477001.44,11.92
960922.74,24.02,10.4,477217.51,11.93
961144.06,24.03,10.41,477325.73,11.93
960846.53,24.02,10.4,477003.44,11.93
961061.11,24.03,10.41,478265.07,11.96
961113.04,24.04,10.42,478265.18,11.96
960925.02,24.04,10.41,478060.87,11.96
960624.24,24.03,10.41,477727.27,11.95
960362.98,24.03,10.41,477419.08,11.94
960414.91,24.03,10.41,477418.7,11.95
960258.97,24.03,10.41,477084.3,11.94
960527.1,24.04,10.42,477084.3,11.94
960579.04,24.05,10.43,477099.65,11.94
960204.7,24.04,10.42,477087.89,11.95
960256.63,24.05,10.43,477089.6,11.95
960477.95,24.06,10.44,477084.3,11.95
960477.95,24.06,10.44,477276.1,11.95
960529.89,24.06,10.44,477276.1,11.96
960232.36,24.06,10.44,478398.72,11.99
960232.36,24.06,10.44,478396.24,11.99
960460.43,24.07,10.45,478502.27,11.99
960324.22,24.07,10.45,478502.01,11.99
960376.15,24.08,10.46,478502.12,12.0
960293.5,24.08,10.46,478575.96,12.0
960101.88,24.07,10.45,478332.31,11.99
960101.88,24.07,10.45,478332.31,11.99
960323.2,24.08,10.46,478331.93,11.99
960543.48,24.09,10.47,478331.93,12.0
960407.27,24.09,10.47,478331.93,12.0
960459.21,24.1,10.48,478343.9,12.0
960161.68,24.09,10.47,478333.97,12.0
960025.48,24.1,10.48,478398.7,12.01
959844.14,24.09,10.47,478104.14,12.0
959896.07,24.1,10.48,478102.27,12.0
959759.86,24.1,10.48,478082.92,12.01
960014.92,24.11,10.49,478771.14,12.03
960014.92,24.11,10.49,478771.14,12.03
960236.24,24.12,10.5,478959.64,12.03
959938.71,24.12,10.5,478569.76,12.02
959802.51,24.12,10.5,478554.32,12.03
959854.44,24.13,10.51,479343.2,12.05
959587.96,24.12,10.5,479416.22,12.05
959461.55,24.12,10.5,480026.13,12.07
959757.57,24.14,10.52,479964.5,12.07
959809.5,24.14,10.52,479964.61,12.07
959861.43,24.15,10.53,479964.23,12.08
959316.61,24.16,10.54,479963.97,12.09
959368.54,24.17,10.55,479963.97,12.09
959589.86,24.17,10.55,479963.97,12.09
959761.68,24.18,10.56,480031.13,12.1
959813.61,24.19,10.57,480120.9,12.1
960068.66,24.2,10.58,479990.76,12.1
960120.6,24.21,10.59,481926.62,12.15
959859.33,24.2,10.58,481627.94,12.14
959911.27,24.21,10.59,481628.06,12.15
959775.06,24.21,10.59,481628.06,12.15
959946.87,24.22,10.6,481627.68,12.15
959649.35,24.21,10.59,480992.24,12.14
959461.33,24.21,10.59,480823.59,12.13
959461.33,24.21,10.59,480823.59,12.13
959513.26,24.22,10.6,480823.59,12.14
959377.06,24.22,10.6,480987.67,12.14
959428.99,24.23,10.6,480987.67,12.14
959657.06,24.23,10.61,481009.34,12.15
959520.85,24.24,10.62,481009.85,12.15
959226.58,24.23,10.61,480993.76,12.15
958965.32,24.23,10.61,481083.35,12.15
958829.11,24.23,10.61,481085.29,12.16
958832.84,24.23,10.61,481098.09,12.16
959060.9,24.24,10.62,481092.5,12.16
959112.84,24.25,10.62,482200.67,12.19
959164.77,24.25,10.63,482660.73,12.2
959216.7,24.26,10.64,482660.84,12.21
958922.43,24.25,10.63,482321.46,12.2
959143.75,24.26,10.64,482321.08,12.2
958846.22,24.26,10.64,482321.08,12.2
958898.15,24.26,10.64,482321.08,12.2
959069.97,24.27,10.65,482371.82,12.21
959291.29,24.28,10.66,482353.59,12.21
958993.76,24.28,10.65,482332.12,12.21
959221.83,24.28,10.66,483084.42,12.23
959221.83,24.28,10.66,483130.73,12.23
958943.81,24.28,10.66,482900.26,12.23
958943.81,24.28,10.66,482853.95,12.23
958755.79,24.28,10.66,482368.31,12.21
958932.51,24.28,10.66,482214.93,12.21
958796.3,24.29,10.67,482212.49,12.21
958660.1,24.29,10.67,482212.49,12.22
958523.89,24.29,10.67,482574.16,12.23
958269.09,24.29,10.67,483807.24,12.26
958137.79,24.29,10.67,483487.88,12.26
958137.79,24.29,10.67,483487.88,12.26
958123.47,24.29,10.67,483326.5,12.25
957982.37,24.3,10.67,483284.19,12.26
958128.89,24.3,10.68,483292.47,12.26
958180.82,24.31,10.69,483292.59,12.26
958402.14,24.32,10.7,483292.21,12.26
958104.61,24.31,10.69,483292.21,12.26
958332.68,24.32,10.7,483313.1,12.27
958048.41,24.32,10.7,483295.14,12.27
958048.41,24.32,10.7,483346.34,12.27
958048.41,24.32,10.7,483537.39,12.27
957912.2,24.32,10.7,483537.13,12.28
957594.28,24.31,10.69,483224.66,12.27
957646.21,24.32,10.7,483228.06,12.27
957510.01,24.32,10.7,483480.87,12.28
957380.26,24.32,10.7,483454.66,12.28
957380.26,24.32,10.7,483449.17,12.28
957244.05,24.32,10.7,483383.38,12.28
957244.05,24.32,10.7,483592.24,12.29
957295.99,24.33,10.71,483585.91,12.29
957517.31,24.34,10.72,483995.31,12.3
959149.19,24.38,10.76,487524.54,12.39
959404.25,24.39,10.77,487513.0,12.4
959576.06,24.4,10.78,488213.42,12.42
959576.06,24.4,10.78,488210.41,12.42
959264.8,24.4,10.78,488551.86,12.43
959316.73,24.4,10.78,488551.97,12.43
959019.2,24.4,10.78,488229.24,12.42
958831.19,24.4,10.78,487976.9,12.42
958883.12,24.4,10.78,487976.52,12.42
958746.91,24.4,10.78,487976.26,12.42
958610.71,24.41,10.79,487976.26,12.42
958614.43,24.41,10.79,487989.05,12.42
958456.3,24.4,10.78,487861.82,12.42
958677.62,24.41,10.79,487861.82,12.42
958380.09,24.41,10.79,487861.82,12.43
958432.02,24.41,10.79,487905.78,12.43
958432.02,24.41,10.79,487898.17,12.43
958653.34,24.42,10.8,487891.71,12.43
958653.34,24.42,10.8,487938.48,12.43
958543.34,24.42,10.8,487828.48,12.43
958393.76,24.42,10.8,487790.98,12.43
958565.57,24.43,10.81,487790.98,12.43
958407.33,24.42,10.8,487638.4,12.43
958459.27,24.43,10.81,488950.03,12.46
958323.06,24.43,10.81,488981.7,12.47
958213.06,24.43,10.81,488871.7,12.46
958264.99,24.44,10.82,489047.41,12.47
957986.98,24.43,10.81,488674.31,12.46
957986.98,24.43,10.81,488627.54,12.46
957850.77,24.44,10.82,488378.59,12.46
958072.09,24.44,10.82,488378.33,12.46
958124.02,24.45,10.83,488378.33,12.46
958124.02,24.45,10.83,488427.93,12.46
958135.4,24.45,10.83,488429.61,12.46
958187.33,24.46,10.84,488429.61,12.47
958051.12,24.46,10.84,488410.57,12.47
958051.12,24.46,10.84,488410.92,12.47
958051.12,24.46,10.84,488393.4,12.47
957901.54,24.46,10.84,488393.4,12.47
958129.6,24.47,10.85,488425.83,12.47
958129.6,24.47,10.85,488447.65,12.47
957835.33,24.46,10.84,488434.04,12.47
957699.13,24.47,10.84,488422.15,12.48
957540.99,24.46,10.84,488264.01,12.47
957404.78,24.47,10.84,488782.34,12.49
957456.72,24.47,10.85,488769.6,12.49
957618.59,24.48,10.86,488660.96,12.49
957482.38,24.48,10.86,488660.96,12.5
957804.03,24.49,10.87,488654.87,12.5
957667.82,24.5,10.88,488654.87,12.5
957329.97,24.49,10.87,489475.1,12.52
956895.69,24.49,10.87,489064.68,12.52
956947.62,24.49,10.87,489372.54,12.53
957168.94,24.5,10.88,489529.05,12.53
957032.74,24.51,10.88,489529.05,12.53
956745.21,24.5,10.88,489472.24,12.53
956973.28,24.51,10.89,489471.98,12.54
956679.01,24.51,10.88,489471.98,12.54
956542.8,24.51,10.89,489471.98,12.54
956764.12,24.52,10.9,489471.98,12.54
956773.43,24.52,10.9,489595.79,12.55
956773.43,24.52,10.9,489438.77,12.54
956825.37,24.52,10.9,489455.21,12.54
956877.3,24.53,10.91,489441.15,12.55
956741.09,24.53,10.91,489493.01,12.55
956741.09,24.53,10.91,489672.02,12.56
956604.89,24.54,10.91,489620.17,12.56
956776.7,24.54,10.92,489617.79,12.56
956489.17,24.54,10.92,489890.97,12.57
956710.49,24.55,10.93,489864.82,12.57
956600.49,24.55,10.93,489754.82,12.57
956464.29,24.55,10.93,489947.22,12.57
956328.08,24.55,10.93,489754.82,12.57
956050.07,24.55,10.93,489507.79,12.57
955913.86,24.55,10.93,489511.5,12.57
955965.79,24.56,10.93,489511.5,12.57
956017.72,24.56,10.94,490789.07,12.61
955881.52,24.56,10.94,490786.23,12.61
955583.99,24.56,10.94,490472.45,12.61
955812.06,24.57,10.95,490472.19,12.61
955863.99,24.58,10.95,490472.19,12.61
955915.92,24.58,10.96,490472.19,12.61
955967.86,24.59,10.97,490472.19,12.62
955967.86,24.59,10.97,490472.19,12.62
955673.58,24.58,10.96,490482.63,12.62
955845.4,24.59,10.97,490477.78,12.62
955897.33,24.6,10.98,490472.19,12.62
955949.26,24.61,10.98,490615.91,12.63
955949.26,24.61,10.98,490615.91,12.63
955813.05,24.61,10.99,490621.78,12.63
955676.85,24.61,10.99,490718.47,12.64
955848.66,24.62,11.0,492169.16,12.68
955570.64,24.61,10.99,491616.13,12.66
955840.08,24.62,11.0,491615.87,12.66
955840.08,24.62,11.0,491662.18,12.67
955592.87,24.62,11.0,491662.18,12.67
955644.8,24.63,11.01,491662.18,12.67
955696.73,24.63,11.01,491672.31,12.67
955748.67,24.64,11.02,491669.41,12.68
955752.39,24.64,11.02,491671.0,12.68
955752.39,24.64,11.02,491630.54,12.67
955756.12,24.64,11.02,491680.17,12.68
955927.93,24.65,11.03,491692.45,12.68
955739.91,24.64,11.02,491808.05,12.68
955603.71,24.65,11.03,491793.46,12.68
955603.71,24.65,11.03,491793.46,12.68
955655.64,24.65,11.03,491773.94,12.69
955655.64,24.65,11.03,491767.61,12.69
955497.5,24.65,11.03,491614.14,12.68
955725.57,24.66,11.04,491614.14,12.68
955725.57,24.66,11.04,491614.14,12.68
955431.29,24.66,11.03,492741.89,12.72
955295.09,24.66,11.04,492727.61,12.72
955163.79,24.66,11.04,492938.76,12.73
955022.68,24.66,11.04,492652.8,12.72
954834.66,24.66,11.04,492207.89,12.71
954886.59,24.67,11.05,492635.24,12.73
955114.66,24.68,11.06,492634.98,12.73
954978.46,24.68,11.06,492634.72,12.73
954684.18,24.67,11.05,492634.72,12.73
954547.98,24.68,11.06,492643.03,12.74
954599.91,24.68,11.06,492643.03,12.74
954463.71,24.69,11.07,492726.93,12.74
954685.03,24.7,11.07,492759.86,12.75
954736.96,24.7,11.08,492746.73,12.75
954908.77,24.71,11.09,492733.78,12.75
954772.56,24.71,11.09,492656.15,12.75
954636.36,24.72,11.1,492644.39,12.75
954636.36,24.72,11.1,492644.69,12.75
954500.15,24.72,11.1,493135.7,12.77
954671.96,24.73,11.11,493128.85,12.77
954579.1,24.73,11.11,492790.7,12.77
954631.03,24.74,11.12,494065.11,12.8
954343.5,24.73,11.11,493701.66,12.8
954163.96,24.74,11.11,493545.98,12.79
953619.14,24.75,11.13,493568.54,12.81
953790.95,24.76,11.13,494032.57,12.82
953962.76,24.76,11.14,494032.31,12.82
954184.08,24.77,11.15,494032.31,12.83
953886.55,24.77,11.15,494032.31,12.83
954573.64,24.79,11.17,493316.05,12.81
954581.09,24.79,11.17,493349.38,12.81
954303.08,24.79,11.17,493364.8,12.81
954355.01,24.79,11.17,493422.7,12.82
954576.33,24.8,11.18,493394.26,12.82
954796.61,24.81,11.19,493364.8,12.82
954509.08,24.81,11.19,493900.64,12.84
954192.6,24.8,11.18,493527.04,12.83
954056.39,24.8,11.18,493526.78,12.83
953920.19,24.81,11.19,493526.78,12.83
953783.98,24.81,11.19,493539.19,12.84
954005.3,24.82,11.2,493498.14,12.84
953897.17,24.82,11.2,493395.56,12.84
953655.88,24.81,11.19,494916.32,12.88
953383.23,24.81,11.19,494528.75,12.87
953247.03,24.81,11.19,494522.04,12.87
953286.06,24.82,11.2,494135.41,12.86
953573.81,24.83,11.21,494163.21,12.87
953795.13,24.84,11.22,494162.95,12.87
953497.61,24.83,11.21,494162.95,12.87
953718.93,24.84,11.22,494162.95,12.87
953582.72,24.84,11.22,494157.25,12.87
953304.92,24.84,11.22,493954.4,12.87
952963.34,24.83,11.21,493711.29,12.87
953015.27,24.84,11.22,493762.31,12.87
952717.74,24.84,11.21,493774.19,12.87
952939.06,24.84,11.22,493773.83,12.87
952789.48,24.84,11.22,493711.29,12.87
953017.54,24.85,11.23,494864.67,12.9
952881.34,24.85,11.23,495030.47,12.91
952933.27,24.86,11.24,494767.14,12.91
952990.1,24.87,11.25,494731.74,12.91
952989.01,24.87,11.25,494951.11,12.92
953189.75,24.88,11.26,495551.85,12.93
953411.08,24.89,11.27,495551.59,12.93
953252.94,24.88,11.26,495399.01,12.93
953424.75,24.89,11.27,495399.01,12.93
953244.7,24.89,11.27,495135.83,12.93
953108.49,24.89,11.27,494970.02,12.93
952950.35,24.89,11.27,494817.45,12.92
953002.29,24.9,11.27,494817.45,12.93
953054.22,24.9,11.28,494817.45,12.93
952876.2,24.9,11.28,494844.02,12.93
952928.13,24.91,11.29,494823.36,12.93
952980.07,24.91,11.29,494817.45,12.94
952830.48,24.91,11.29,495515.53,12.95
952694.28,24.91,11.29,495515.53,12.96
952558.07,24.92,11.3,495515.27,12.96
952879.71,24.93,11.31,495162.25,12.95
952707.51,24.92,11.3,494817.18,12.95
952935.58,24.93,11.31,496558.36,12.99
952799.37,24.94,11.32,496558.36,13.0
952515.1,24.93,11.31,496208.76,12.99
952743.17,24.94,11.32,496208.5,12.99
952606.96,24.94,11.32,496227.97,12.99
952827.24,24.95,11.33,496227.97,13.0
952879.17,24.96,11.34,496230.41,13.0
952931.1,24.97,11.35,496232.28,13.0
952646.83,24.96,11.34,496227.97,13.0
952646.83,24.96,11.34,496227.97,13.0
952510.62,24.97,11.35,496216.44,13.01
952562.56,24.97,11.35,496216.44,13.01
952296.07,24.97,11.35,496216.44,13.01
952467.88,24.98,11.36,496779.95,13.03
952189.87,24.97,11.35,496334.65,13.02
952053.66,24.97,11.35,496326.72,13.02
952274.98,24.98,11.36,496393.91,13.02
952138.78,24.99,11.37,496653.59,13.03
952310.59,24.99,11.37,497887.45,13.07
952530.87,25.0,11.38,497887.19,13.07
952233.34,25.0,11.38,497564.52,13.06
952405.15,25.01,11.39,497570.67,13.07
952626.47,25.02,11.4,497583.12,13.07
952490.27,25.02,11.4,497360.85,13.06
952192.74,25.02,11.39,497348.14,13.07
952192.74,25.02,11.39,497427.45,13.07
952244.67,25.02,11.4,497428.57,13.07
952296.61,25.03,11.41,497421.56,13.07
951980.12,25.02,11.4,497616.1,13.08
952200.4,25.03,11.41,497426.68,13.08
952455.46,25.04,11.42,498878.07,13.12
952507.39,25.05,11.43,499153.67,13.13
952559.32,25.06,11.44,499153.79,13.13
952423.11,25.06,11.44,499116.39,13.13
952423.11,25.06,11.44,499087.48,13.13
952423.11,25.06,11.44,499087.48,13.13
952644.44,25.07,11.45,499087.11,13.13
952644.44,25.07,11.45,499139.16,13.13
952508.23,25.07,11.45,499138.9,13.14
952372.03,25.07,11.45,499138.9,13.14
952235.82,25.08,11.46,499185.25,13.15
952490.88,25.09,11.47,499185.25,13.15
952354.67,25.09,11.47,499145.23,13.15
952218.47,25.09,11.47,499138.9,13.15
952270.4,25.1,11.48,499160.16,13.16
952270.4,25.1,11.48,499123.07,13.16
951992.38,25.1,11.47,498803.6,13.15
951694.85,25.09,11.47,498790.48,13.15
951922.92,25.1,11.48,498782.34,13.15
952177.98,25.11,11.49,499318.94,13.17
951899.96,25.1,11.48,498730.71,13.15
951633.48,25.1,11.48,498756.18,13.15
951497.27,25.1,11.48,499053.89,13.17
951365.97,25.11,11.49,498924.42,13.17
951417.9,25.11,11.49,499437.97,13.18
951589.71,25.12,11.5,500123.71,13.2
951448.61,25.12,11.5,499955.47,13.2
951448.61,25.12,11.5,499997.32,13.2
951154.33,25.12,11.5,499691.3,13.2
950979.1,25.12,11.5,499521.64,13.19
950701.08,25.11,11.49,499638.7,13.2
950564.88,25.11,11.49,499638.44,13.2
950786.2,25.12,11.5,499638.18,13.2
950958.01,25.13,11.51,499638.18,13.2
951009.94,25.14,11.52,499638.18,13.21
951009.94,25.14,11.52,499638.18,13.21
951009.94,25.14,11.52,499684.95,13.21
950748.68,25.13,11.51,499314.78,13.2
950920.49,25.14,11.52,499369.06,13.2
951092.3,25.15,11.53,499353.1,13.21
950956.1,25.16,11.53,499422.3,13.21
951008.03,25.16,11.54,499467.35,13.21
950746.77,25.16,11.54,499277.96,13.21
950449.24,25.15,11.53,499194.59,13.21
950313.04,25.16,11.53,499146.39,13.21
950313.04,25.16,11.53,499099.62,13.21
950489.75,25.16,11.54,500996.16,13.26
950752.45,25.17,11.55,501339.47,13.27
950540.11,25.17,11.55,500853.21,13.26
950540.11,25.17,11.55,500899.89,13.26
950403.9,25.17,11.55,501377.25,13.28
950625.23,25.18,11.56,501376.99,13.28
950677.16,25.19,11.57,501376.99,13.28
950540.05,25.19,11.57,501351.45,13.29
950540.05,25.19,11.57,501304.76,13.28
950242.53,25.18,11.56,501304.76,13.29
950242.53,25.18,11.56,501358.66,13.29
950510.65,25.19,11.57,501389.36,13.29
950374.45,25.2,11.58,501012.53,13.28
950277.71,25.2,11.58,501732.67,13.31
950081.32,25.2,11.58,501715.85,13.31
950133.25,25.2,11.58,501856.85,13.31
950354.57,25.21,11.59,501909.91,13.32
950196.43,25.21,11.59,501751.78,13.31
950433.38,25.22,11.6,501537.19,13.31
950283.79,25.22,11.6,501329.25,13.31
950551.92,25.23,11.61,502780.79,13.35
950551.92,25.23,11.61,502780.79,13.35
950608.75,25.24,11.62,502657.6,13.35
950536.07,25.24,11.62,502182.89,13.33
950783.94,25.25,11.63,502761.04,13.35
950647.73,25.25,11.63,502760.78,13.35
950819.54,25.26,11.64,502760.52,13.36
950683.34,25.26,11.64,502760.52,13.36
950683.34,25.26,11.64,502728.56,13.36
950134.52,25.26,11.63,502101.47,13.35
950134.52,25.26,11.63,502101.47,13.35
949998.31,25.26,11.64,502147.82,13.35
949782.28,25.25,11.63,501852.32,13.34
950003.6,25.26,11.64,501852.32,13.35
950258.66,25.27,11.65,501898.58,13.35
950430.47,25.28,11.66,501874.0,13.35
950294.27,25.29,11.67,501874.87,13.35
950346.2,25.29,11.67,501866.28,13.36
950048.67,25.29,11.67,501856.57,13.36
950100.6,25.29,11.67,502939.57,13.39
949964.4,25.3,11.68,502964.35,13.39
949828.19,25.3,11.68,502967.17,13.4
950048.47,25.31,11.69,502909.77,13.4
949730.55,25.3,11.68,502591.67,13.39
949730.55,25.3,11.68,502543.38,13.39
949782.48,25.31,11.69,503202.16,13.41
949540.81,25.31,11.69,503327.9,13.41
949424.34,25.31,11.69,503464.08,13.42
949476.27,25.32,11.7,503464.19,13.42
949320.33,25.32,11.7,503253.21,13.42
949184.13,25.32,11.7,503252.94,13.43
949236.06,25.33,11.71,503252.57,13.43
948986.81,25.33,11.71,502965.04,13.42
948986.81,25.33,11.71,502983.72,13.42
948994.26,25.33,11.71,502994.11,13.42
949166.07,25.33,11.71,502994.11,13.43
949387.39,25.34,11.72,502994.11,13.43
949439.32,25.35,11.73,503100.7,13.43
949141.8,25.35,11.73,503022.01,13.43
949141.8,25.35,11.73,503121.37,13.44
949193.73,25.35,11.73,503144.91,13.44
949365.54,25.36,11.74,503093.47,13.44
949417.47,25.37,11.75,504728.11,13.49
949638.79,25.38,11.76,504727.85,13.49
949638.79,25.38,11.76,504727.85,13.49
949502.59,25.38,11.76,504727.85,13.49
949506.51,25.38,11.76,504729.44,13.49
949370.3,25.38,11.76,504748.62,13.5
949422.24,25.39,11.77,504748.62,13.5
949124.71,25.39,11.77,504748.62,13.5
949346.03,25.4,11.77,504811.34,13.5
949209.82,25.4,11.78,504792.9,13.51
949464.88,25.41,11.79,504740.63,13.51
949516.81,25.42,11.8,504731.24,13.51
949516.81,25.42,11.8,504731.24,13.51
949568.75,25.42,11.8,504730.18,13.51
949271.22,25.42,11.8,505465.05,13.53
949271.22,25.42,11.8,505465.05,13.53
949492.54,25.43,11.81,505617.02,13.54
949356.33,25.43,11.81,505616.28,13.54
949078.32,25.43,11.8,505268.99,13.54
949130.25,25.43,11.81,505757.72,13.55
948994.04,25.44,11.81,506025.73,13.56
948696.52,25.43,11.81,505721.39,13.56
948748.45,25.44,11.82,505721.51,13.56
948612.25,25.44,11.82,505616.43,13.56
948621.56,25.44,11.82,505719.52,13.56
948463.42,25.44,11.82,505565.19,13.56
948305.28,25.43,11.81,505412.61,13.56
948526.6,25.44,11.82,505412.24,13.56
948578.54,25.45,11.83,505412.24,13.56
948281.01,25.45,11.83,505412.24,13.56
948502.33,25.45,11.83,505569.23,13.57
948554.26,25.46,11.84,505532.48,13.57
948418.06,25.47,11.84,505369.55,13.57
948281.85,25.47,11.85,505369.29,13.57
948145.65,25.47,11.85,505369.29,13.58
