ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
856722.21,42.32,28.7,667882.88,32.99
856586.01,42.33,28.71,667882.88,33.01
856757.82,42.35,28.73,668045.4,33.03
856209.0,42.35,28.73,667496.58,33.01
856072.79,42.36,28.74,667516.61,33.03
855884.78,42.36,28.74,668300.68,33.07
855748.57,42.37,28.75,668286.25,33.09
855800.5,42.39,28.77,668717.77,33.12
855800.5,42.39,28.77,668717.77,33.12
855972.32,42.41,28.79,668717.51,33.14
856024.25,42.43,28.81,668717.51,33.15
855726.72,42.43,28.81,668354.22,33.14
855590.52,42.44,28.82,668348.63,33.15
855402.5,42.44,28.82,668328.06,33.16
855402.5,42.44,28.82,668328.06,33.16
855294.36,42.44,28.82,668224.59,33.15
855158.16,42.45,28.83,668429.63,33.18
854880.14,42.44,28.82,668429.63,33.19
854932.07,42.46,28.84,668444.84,33.2
855153.39,42.48,28.86,668430.54,33.21
855325.2,42.51,28.89,668429.77,33.22
855027.68,42.5,28.88,669001.32,33.25
854749.66,42.49,28.87,668675.83,33.24
854801.59,42.51,28.89,668718.39,33.26
854853.53,42.53,28.91,668858.51,33.28
855074.85,42.55,28.93,669241.48,33.31
854925.26,42.55,28.93,669517.5,33.32
855146.58,42.57,28.95,669517.24,33.33
855146.58,42.57,28.95,669517.24,33.33
854839.06,42.57,28.95,669517.24,33.34
854890.99,42.59,28.97,669517.24,33.35
854754.78,42.6,28.98,669312.2,33.36
854806.72,42.62,29.0,669312.2,33.37
854858.65,42.64,29.02,669312.2,33.39
854910.58,42.66,29.04,669472.43,33.41
855131.9,42.68,29.06,669511.74,33.42
855131.9,42.68,29.06,669511.74,33.42
854995.7,42.7,29.08,669511.74,33.44
855047.63,42.72,29.1,669837.8,33.47
855099.56,42.74,29.12,670458.57,33.51
854963.35,42.75,29.13,670458.31,33.53
854827.15,42.77,29.15,670556.17,33.55
854998.96,42.79,29.17,670555.91,33.56
854701.43,42.79,29.16,670477.03,33.56
854513.42,42.78,29.16,670477.03,33.57
854377.21,42.8,29.17,670424.68,33.58
854429.14,42.82,29.19,670424.68,33.59
854429.14,42.82,29.19,670424.68,33.59
854292.94,42.83,29.21,670395.57,33.61
854171.44,42.85,29.22,671157.3,33.67
854392.76,42.87,29.25,671187.57,33.67
854243.17,42.87,29.25,671168.07,33.68
854295.11,42.89,29.27,671163.89,33.69
854295.11,42.89,29.27,671163.89,33.69
854295.11,42.89,29.27,671163.89,33.69
854516.43,42.91,29.29,671157.3,33.7
854961.67,42.95,29.33,671636.17,33.74
854664.15,42.95,29.33,672182.0,33.78
854664.15,42.95,29.33,672182.0,33.78
854527.94,42.96,29.34,672181.74,33.79
854209.84,42.95,29.33,671875.21,33.78
854209.84,42.95,29.33,671875.21,33.78
854073.64,42.97,29.35,671934.17,33.8
854328.69,42.99,29.37,671647.89,33.8
853334.63,42.96,29.34,670653.82,33.77
853176.49,42.96,29.34,670501.24,33.76
853040.28,42.97,29.35,670455.22,33.78
852904.08,42.99,29.37,670676.29,33.8
852956.01,43.01,29.39,670791.9,33.82
852956.01,43.01,29.39,670791.9,33.82
853007.94,43.03,29.41,671649.82,33.88
853059.87,43.05,29.43,671649.93,33.89
853059.87,43.05,29.43,671649.93,33.89
853185.37,43.08,29.46,671391.03,33.9
853237.31,43.1,29.48,671390.66,33.91
853458.63,43.12,29.5,671390.66,33.92
853510.56,43.14,29.52,671390.66,33.93
853335.32,43.13,29.51,671517.55,33.94
853329.13,43.16,29.54,673352.73,34.05
853041.61,43.15,29.53,673363.17,34.06
852905.4,43.17,29.55,673362.91,34.08
853126.72,43.19,29.57,673352.47,34.09
852829.2,43.18,29.56,673352.47,34.1
853050.52,43.2,29.58,673352.47,34.1
853222.33,43.23,29.61,674397.91,34.17
852929.7,43.22,29.6,674090.86,34.16
853194.24,43.24,29.62,674868.93,34.21
853246.17,43.27,29.64,674869.05,34.22
853417.98,43.29,29.67,674868.67,34.23
853139.97,43.28,29.66,674143.62,34.2
852892.76,43.28,29.66,674300.64,34.22
853114.08,43.3,29.68,674300.64,34.22
853166.01,43.32,29.7,674300.64,34.24
853518.65,43.36,29.74,673407.18,34.21
853382.44,43.38,29.76,673407.18,34.23
853554.25,43.4,29.78,673480.83,34.24
853366.24,43.39,29.77,673407.18,34.24
853023.79,43.4,29.78,672936.46,34.24
852887.58,43.41,29.79,672979.98,34.26
852887.58,43.41,29.79,672979.98,34.26
852751.38,43.43,29.81,673065.41,34.28
852563.36,43.43,29.8,673065.41,34.28
852413.78,43.42,29.8,673511.42,34.31
852413.78,43.42,29.8,673511.42,34.31
852635.1,43.45,29.83,673503.48,34.32
852687.03,43.47,29.85,673580.52,34.34
852738.96,43.49,29.87,674067.27,34.38
852994.02,43.51,29.89,674067.0,34.39
852857.81,43.53,29.91,674050.27,34.4
852785.93,43.53,29.91,674538.18,34.43
852723.24,43.55,29.93,675530.12,34.5
852775.18,43.57,29.95,675530.12,34.51
852513.91,43.56,29.94,675530.12,34.52
852377.71,43.58,29.96,675529.86,34.54
852549.52,43.6,29.98,675541.07,34.55
852549.52,43.6,29.98,675541.07,34.55
852923.57,43.64,30.02,675156.9,34.55
852923.57,43.64,30.02,675156.9,34.55
852615.55,43.63,30.01,675167.15,34.55
852066.73,43.63,30.01,674462.14,34.54
852288.05,43.65,30.03,674454.25,34.54
852459.86,43.67,30.05,674440.68,34.55
852511.8,43.7,30.07,674440.68,34.57
852214.27,43.69,30.07,675228.5,34.62
852214.27,43.69,30.07,675228.5,34.62
851494.29,43.68,30.06,674508.52,34.6
851494.29,43.68,30.06,674508.52,34.6
851546.22,43.7,30.08,674683.97,34.62
851598.16,43.72,30.1,674900.24,34.65
851320.14,43.71,30.09,674594.26,34.64
851372.07,43.73,30.11,674594.38,34.65
851372.07,43.73,30.11,674594.38,34.65
851235.87,43.75,30.13,674616.06,34.67
851099.66,43.76,30.14,674596.07,34.69
850884.02,43.76,30.14,674323.4,34.68
850747.81,43.77,30.15,674321.71,34.69
850799.74,43.79,30.17,674321.33,34.71
850971.55,43.82,30.2,674321.33,34.72
851023.49,43.84,30.22,674321.33,34.74
851075.42,43.86,30.24,674505.26,34.76
850917.28,43.85,30.23,674352.98,34.75
850969.21,43.87,30.25,674588.86,34.78
851021.15,43.9,30.28,675007.39,34.82
851235.72,43.92,30.3,675875.1,34.87
851034.94,43.92,30.3,675388.95,34.85
851040.53,43.92,30.3,675471.81,34.86
851040.53,43.92,30.3,675471.81,34.86
850904.32,43.93,30.31,675596.34,34.88
850768.12,43.95,30.33,675481.28,34.89
850939.93,43.97,30.35,675481.02,34.9
850991.86,43.99,30.37,675481.02,34.92
851213.18,44.01,30.39,675481.02,34.93
851384.99,44.04,30.42,675564.67,34.94
851087.47,44.03,30.41,675563.7,34.95
850977.47,44.03,30.41,675453.7,34.95
850699.45,44.02,30.4,675538.0,34.96
850421.43,44.02,30.4,675455.32,34.96
850285.23,44.03,30.41,675662.78,34.99
850149.02,44.05,30.43,675445.85,35.0
850404.08,44.07,30.45,676128.06,35.04
850126.06,44.07,30.45,675762.09,35.03
850126.06,44.07,30.45,675846.26,35.03
850187.8,44.09,30.47,675679.94,35.04
850051.59,44.1,30.48,675679.68,35.06
850607.47,44.14,30.52,677560.95,35.16
850828.79,44.17,30.54,677560.69,35.17
850813.75,44.18,30.56,677225.53,35.16
850516.22,44.17,30.55,677225.53,35.17
850771.28,44.2,30.58,677255.39,35.18
850823.21,44.22,30.6,677241.47,35.2
850875.14,44.24,30.62,677233.67,35.21
850927.08,44.26,30.64,677242.45,35.23
850790.87,44.28,30.66,677242.45,35.25
850842.8,44.3,30.68,677255.76,35.26
850894.73,44.32,30.7,677290.93,35.28
850838.33,44.32,30.7,677252.94,35.28
850702.13,44.34,30.72,677272.97,35.3
850440.87,44.33,30.71,678056.46,35.35
850762.51,44.36,30.74,678083.13,35.35
850762.51,44.36,30.74,678083.13,35.35
850590.31,44.36,30.74,678618.11,35.39
850811.63,44.38,30.76,678617.85,35.4
850662.04,44.38,30.76,678617.85,35.4
850525.84,44.4,30.78,678604.78,35.42
850753.9,44.42,30.8,678623.11,35.43
850759.49,44.42,30.8,678625.74,35.43
850543.85,44.41,30.79,678344.28,35.42
850595.78,44.43,30.81,678336.19,35.44
850647.71,44.46,30.84,678325.95,35.45
850819.52,44.48,30.86,678325.95,35.46
850525.25,44.48,30.86,678679.74,35.49
850247.23,44.47,30.85,678453.73,35.48
850516.67,44.49,30.87,678325.95,35.48
850458.82,44.49,30.87,679160.19,35.53
850322.61,44.51,30.89,679156.62,35.55
850543.93,44.53,30.91,679178.39,35.56
850251.31,44.53,30.91,678655.82,35.54
850569.71,44.56,30.94,679954.25,35.62
850621.64,44.58,30.96,679954.37,35.63
850673.57,44.6,30.98,679953.99,35.65
850679.16,44.6,30.98,679955.62,35.65
850542.95,44.62,30.99,680233.95,35.68
850426.48,44.63,31.01,680009.37,35.69
850136.48,44.62,31.0,679719.37,35.68
849980.54,44.64,31.02,679662.23,35.69
849844.34,44.66,31.04,679661.97,35.71
849844.34,44.66,31.04,679661.97,35.71
849708.13,44.67,31.05,679661.97,35.73
849929.45,44.69,31.07,679661.97,35.74
849631.93,44.69,31.07,679661.97,35.75
849853.25,44.71,31.09,679707.56,35.76
849519.36,44.71,31.09,679288.45,35.75
849519.36,44.71,31.09,679288.45,35.75
849571.29,44.73,31.11,679287.55,35.76
849435.09,44.74,31.12,679306.74,35.78
849137.56,44.74,31.12,679278.24,35.79
849358.88,44.76,31.14,679262.04,35.8
849358.88,44.76,31.14,679262.04,35.8
849179.59,44.76,31.14,680090.44,35.85
849231.53,44.78,31.16,680316.5,35.88
849452.85,44.81,31.19,680464.07,35.89
849316.64,44.82,31.2,680453.15,35.91
849368.57,44.84,31.22,680453.26,35.93
849296.69,44.85,31.23,680597.15,35.94
849296.69,44.85,31.23,680597.15,35.94
849518.01,44.87,31.25,680596.78,35.95
849381.81,44.89,31.26,680588.51,35.97
849094.28,44.88,31.26,680588.51,35.97
849315.6,44.9,31.28,680626.7,35.99
848951.42,44.89,31.27,680258.65,35.97
849003.35,44.92,31.29,680233.53,35.99
849055.28,44.94,31.32,680226.29,36.0
849107.21,44.96,31.34,680220.46,36.02
848809.69,44.95,31.33,680220.46,36.03
848861.62,44.98,31.36,681400.81,36.1
849033.43,45.0,31.38,681545.04,36.12
848875.29,45.0,31.38,681392.78,36.12
848765.29,44.99,31.37,681282.78,36.12
848765.29,44.99,31.37,681282.78,36.12
848629.09,45.01,31.39,681496.27,36.15
848681.02,45.03,31.41,681496.27,36.16
848544.81,45.05,31.43,681442.62,36.18
848596.75,45.07,31.45,681442.62,36.19
848460.54,45.09,31.47,681282.78,36.2
848681.86,45.11,31.49,681282.78,36.21
848545.66,45.13,31.51,681282.52,36.23
848330.01,45.12,31.5,681028.56,36.22
848052.0,45.11,31.49,680693.43,36.21
847915.79,45.13,31.51,680693.43,36.23
847915.79,45.13,31.51,680693.43,36.23
847618.26,45.13,31.51,680693.43,36.24
847839.58,45.15,31.53,680701.15,36.25
847891.52,45.17,31.55,680720.22,36.27
847943.45,45.19,31.57,680786.58,36.29
847625.82,45.19,31.56,680473.82,36.27
847553.94,45.19,31.57,680984.47,36.31
847443.94,45.18,31.56,680876.68,36.3
847307.74,45.2,31.58,680876.68,36.32
847307.74,45.2,31.58,680876.68,36.32
847171.53,45.22,31.6,680982.77,36.35
847035.32,45.23,31.61,680889.08,36.36
847290.38,45.26,31.64,680900.75,36.37
847342.31,45.28,31.66,681575.81,36.42
847394.24,45.31,31.69,681538.1,36.44
847614.52,45.33,31.71,681505.84,36.45
847666.45,45.35,31.73,681505.84,36.46
847887.78,45.38,31.76,681916.16,36.5
847939.71,45.4,31.78,681793.66,36.5
847642.18,45.4,31.78,681700.43,36.51
847870.25,45.42,31.8,681639.75,36.51
847922.18,45.44,31.82,682960.25,36.6
847974.11,45.46,31.84,683171.14,36.63
847679.84,45.46,31.84,682822.84,36.62
847901.16,45.48,31.86,682822.58,36.63
847953.09,45.51,31.89,682822.58,36.64
848005.03,45.53,31.91,682822.58,36.66
848005.03,45.53,31.91,682822.58,36.66
847707.5,45.52,31.9,682822.58,36.67
847441.02,45.52,31.9,682636.19,36.67
847304.81,45.53,31.91,683008.74,36.71
847526.13,45.56,31.94,683165.73,36.72
847264.87,45.55,31.93,683280.64,36.74
847316.8,45.57,31.95,683243.9,36.75
847019.28,45.57,31.95,683208.25,36.76
846803.63,45.56,31.94,682925.24,36.75
846803.63,45.56,31.94,682925.24,36.75
847071.76,45.59,31.97,682840.65,36.75
846797.43,45.58,31.96,683597.18,36.8
846849.36,45.61,31.99,683812.47,36.83
847171.0,45.63,32.01,683780.37,36.83
847222.93,45.65,32.03,683780.48,36.85
846885.09,45.65,32.03,683968.61,36.87
846885.09,45.65,32.03,683968.61,36.87
846748.88,45.67,32.05,683621.07,36.87
846612.68,45.69,32.07,683583.66,36.89
846454.54,45.68,32.06,683429.19,36.88
846506.47,45.7,32.08,683428.82,36.9
846558.4,45.73,32.11,683428.82,36.92
846610.33,45.75,32.13,683428.82,36.93
846474.13,45.77,32.15,683428.56,36.95
846695.45,45.79,32.17,683428.56,36.96
846150.63,45.86,32.24,683451.12,37.04
846150.63,45.86,32.24,683451.12,37.04
846150.63,45.86,32.24,683451.12,37.04
846014.42,45.88,32.26,683451.12,37.06
845878.22,45.9,32.27,683598.4,37.09
845878.22,45.9,32.27,683598.4,37.09
845930.15,45.92,32.3,683945.24,37.13
845793.94,45.94,32.32,683916.75,37.14
845965.76,45.96,32.34,684212.28,37.17
845829.55,45.98,32.36,684212.26,37.19
845829.55,45.98,32.36,684258.45,37.2
845542.02,45.97,32.35,683616.08,37.17
845542.02,45.97,32.35,683569.89,37.17
845763.34,46.0,32.38,685179.75,37.26
845465.82,45.99,32.37,684920.39,37.26
845687.14,46.02,32.4,684920.13,37.27
845624.45,46.04,32.42,685804.05,37.34
845326.93,46.04,32.41,685804.05,37.35
845326.93,46.04,32.41,685850.62,37.35
845548.25,46.06,32.44,685850.62,37.36
845270.23,46.05,32.43,685489.57,37.35
844972.71,46.05,32.43,685714.04,37.37
844864.57,46.04,32.42,685642.0,37.37
845085.89,46.07,32.45,685729.7,37.38
844788.36,46.06,32.44,685737.64,37.39
844840.3,46.09,32.47,685611.77,37.4
844840.3,46.09,32.47,685579.41,37.4
845072.59,46.12,32.5,685256.37,37.4
845303.61,46.15,32.53,687437.18,37.53
845383.01,46.18,32.56,686975.37,37.53
845614.48,46.2,32.58,686515.64,37.51
845478.27,46.22,32.6,686515.38,37.53
845699.59,46.24,32.62,686515.12,37.54
845567.98,46.25,32.63,686545.3,37.56
845651.01,46.27,32.65,686463.24,37.56
845702.94,46.29,32.67,686463.24,37.58
845566.74,46.31,32.69,686485.3,37.6
845738.55,46.34,32.71,686485.3,37.61
845738.55,46.34,32.71,686485.3,37.61
845441.02,46.33,32.71,686586.56,37.63
845492.95,46.35,32.73,686569.15,37.64
845544.89,46.38,32.76,686534.95,37.66
845408.68,46.4,32.78,686514.47,37.68
845272.48,46.41,32.79,686521.61,37.7
845324.41,46.44,32.82,686553.56,37.72
845016.39,46.43,32.81,687068.49,37.75
844438.16,46.42,32.8,686388.84,37.73
844490.1,46.45,32.83,686742.13,37.77
844542.03,46.47,32.85,686937.57,37.8
844863.67,46.49,32.87,686937.31,37.8
844813.67,46.49,32.87,686887.31,37.8
844677.47,46.51,32.89,687228.02,37.84
844729.4,46.53,32.91,687228.02,37.86
844729.4,46.53,32.91,687267.7,37.86
844729.4,46.53,32.91,687267.7,37.86
844593.19,46.55,32.93,687033.4,37.87
844645.13,46.58,32.96,687033.4,37.88
844697.06,46.6,32.98,687033.4,37.9
844748.99,46.62,33.0,687079.17,37.92
844655.41,46.62,33.0,687034.34,37.92
844538.94,46.64,33.02,687253.05,37.96
844383.0,46.66,33.04,686919.22,37.96
844246.8,46.68,33.06,686918.96,37.98
843952.53,46.67,33.05,686918.01,37.99
843816.32,46.69,33.07,686918.01,38.01
843988.13,46.72,33.1,687501.87,38.06
844257.57,46.74,33.12,687266.11,38.05
844257.57,46.74,33.12,687266.11,38.05
843979.55,46.74,33.12,686918.01,38.04
843979.55,46.74,33.12,686918.01,38.04
843732.34,46.73,33.11,688036.37,38.11
843784.27,46.76,33.14,688112.53,38.13
843784.27,46.76,33.14,688112.53,38.13
843648.07,46.78,33.16,688178.14,38.16
843511.86,46.8,33.17,688113.85,38.17
843563.79,46.82,33.2,688113.97,38.19
843785.12,46.84,33.22,688113.59,38.2
843487.59,46.84,33.22,688113.59,38.21
843493.18,46.84,33.22,688137.83,38.21
843545.11,46.86,33.24,688137.83,38.23
843408.9,46.88,33.26,688568.0,38.28
843282.5,46.9,33.28,688452.19,38.29
843578.52,46.94,33.32,688856.06,38.33
843442.31,46.96,33.34,688855.8,38.36
843494.24,46.99,33.37,688899.76,38.37
843715.56,47.01,33.39,688893.3,38.38
843418.04,47.01,33.39,688940.39,38.4
843639.36,47.03,33.41,688976.24,38.41
843691.29,47.06,33.44,689335.21,38.45
843497.1,47.05,33.43,690084.88,38.5
843544.13,47.08,33.46,689952.21,38.51
843765.45,47.1,33.48,689951.95,38.52
843615.86,47.1,33.48,689951.95,38.52
843457.73,47.1,33.48,689824.08,38.52
843685.79,47.12,33.5,689851.83,38.53
843737.72,47.15,33.53,689844.94,38.55
843737.72,47.15,33.53,689844.94,38.55
843601.52,47.17,33.55,689844.94,38.57
843307.25,47.16,33.54,689832.73,38.58
843307.25,47.16,33.54,689832.73,38.58
843171.04,47.18,33.56,689881.81,38.6
843034.84,47.2,33.58,689840.54,38.62
843086.77,47.22,33.6,689831.89,38.64
843308.09,47.25,33.63,690315.05,38.68
842729.86,47.24,33.62,689595.49,38.66
842593.66,47.26,33.64,690021.61,38.7
842765.47,47.29,33.67,689991.58,38.72
842817.4,47.31,33.69,690069.76,38.74
842563.21,47.31,33.69,689783.6,38.73
842563.21,47.31,33.69,689783.6,38.73
842563.21,47.31,33.69,689783.6,38.73
842551.29,47.32,33.7,691103.2,38.81
842772.61,47.34,33.72,691102.94,38.82
842907.78,47.36,33.74,691028.71,38.83
842610.25,47.36,33.74,691028.71,38.84
842167.09,47.35,33.73,690608.19,38.83
842436.53,47.37,33.75,690632.01,38.83
842436.53,47.37,33.75,690632.01,38.83
842189.32,47.37,33.75,690624.42,38.84
842241.25,47.39,33.77,690615.76,38.86
842114.85,47.41,33.79,690555.6,38.88
842381.45,47.46,33.83,690882.45,38.92
842381.45,47.46,33.83,690882.45,38.92
842433.39,47.48,33.86,690874.88,38.94
842485.32,47.5,33.88,690874.88,38.96
842349.11,47.52,33.9,690874.62,38.98
842349.11,47.52,33.9,690874.62,38.98
842401.05,47.55,33.93,690874.62,39.0
842622.37,47.57,33.95,692057.45,39.07
842073.55,47.57,33.95,691356.84,39.06
841937.34,47.59,33.97,691387.74,39.08
841644.72,47.58,33.96,691433.99,39.09
841691.75,47.61,33.99,691301.32,39.1
841743.68,47.63,34.01,691301.32,39.12
842065.32,47.66,34.04,691301.32,39.13
842117.26,47.68,34.06,691301.32,39.14
841945.05,47.69,34.07,691302.2,39.15
842116.86,47.71,34.09,691301.32,39.17
842168.79,47.74,34.12,691301.32,39.19
842032.59,47.76,34.14,691274.18,39.21
842204.4,47.78,34.16,692014.28,39.26
842459.46,47.81,34.19,692133.9,39.28
842511.39,47.84,34.22,692894.69,39.34
842375.18,47.86,34.24,692891.09,39.37
842427.11,47.88,34.26,692891.09,39.38
842479.05,47.91,34.29,692891.09,39.4
842530.98,47.93,34.31,692891.09,39.42
842751.26,47.96,34.34,692934.57,39.44
842615.05,47.98,34.36,692934.42,39.46
842870.11,48.01,34.39,692895.1,39.47
842654.46,48.01,34.38,693145.21,39.49
842706.39,48.03,34.41,693159.08,39.51
842706.39,48.03,34.41,693159.08,39.51
842706.39,48.03,34.41,693159.08,39.51
842758.33,48.06,34.44,693219.08,39.53
842622.12,48.08,34.45,693479.42,39.57
842674.05,48.1,34.48,695291.52,39.69
842537.85,48.12,34.5,695185.76,39.7
842759.17,48.15,34.53,695185.5,39.72
842811.1,48.17,34.55,695185.5,39.73
842814.83,48.17,34.55,695187.09,39.73
842656.69,48.17,34.55,695033.62,39.73
842708.62,48.19,34.57,695033.62,39.75
842963.68,48.22,34.6,695042.37,39.76
842827.47,48.24,34.62,694887.77,39.77
842691.27,48.26,34.64,694887.51,39.8
842863.08,48.29,34.67,694878.77,39.81
842565.55,48.29,34.66,694878.77,39.82
842287.54,48.28,34.66,694487.42,39.81
842287.54,48.28,34.66,694487.42,39.81
842339.47,48.3,34.68,694487.42,39.82
842203.26,48.32,34.7,694487.42,39.85
842458.32,48.35,34.73,696034.93,39.95
842458.32,48.35,34.73,696148.41,39.96
842630.13,48.38,34.76,696236.07,39.98
842352.11,48.37,34.75,695739.38,39.95
842352.11,48.37,34.75,695739.38,39.95
842215.91,48.39,34.77,695744.68,39.98
842267.84,48.42,34.8,695744.79,40.0
842131.63,48.44,34.82,695739.5,40.02
841995.43,48.46,34.84,695739.5,40.04
842216.75,48.49,34.86,695739.12,40.05
842080.54,48.51,34.89,696054.94,40.09
841949.24,48.53,34.91,695781.43,40.1
842001.17,48.55,34.93,695781.43,40.12
841703.65,48.55,34.93,695781.43,40.13
841755.58,48.57,34.95,695863.71,40.15
841927.39,48.6,34.98,695831.08,40.17
841666.13,48.6,34.97,695854.06,40.18
841507.99,48.59,34.97,695700.66,40.17
841371.79,48.61,34.99,695700.4,40.19
841593.11,48.64,35.02,695660.68,40.2
841645.04,48.66,35.04,696601.49,40.28
841486.9,48.66,35.04,696478.0,40.27
841220.42,48.65,35.03,696100.92,40.26
841229.73,48.65,35.03,696103.65,40.26
840932.2,48.65,35.03,695783.82,40.25
840791.1,48.67,35.05,695741.51,40.27
840654.89,48.69,35.07,695810.71,40.3
840654.89,48.69,35.07,695810.71,40.3
840518.69,48.71,35.09,695784.21,40.32
840382.48,48.73,35.11,695748.69,40.34
840602.76,48.76,35.14,696676.16,40.41
840654.69,48.78,35.16,696676.28,40.43
840654.69,48.78,35.16,696676.28,40.43
840518.49,48.8,35.18,697565.6,40.5
840518.49,48.8,35.18,697565.6,40.5
840739.81,48.83,35.21,697565.23,40.52
840911.62,48.86,35.24,697565.23,40.53
840963.55,48.89,35.27,697565.23,40.55
842554.93,49.01,35.39,698668.72,40.64
842606.87,49.03,35.41,698775.3,40.66
842778.68,49.06,35.44,698808.51,40.68
842830.61,49.09,35.47,699080.64,40.72
842672.47,49.08,35.46,698928.06,40.71
842844.28,49.11,35.49,699775.93,40.77
842686.14,49.11,35.49,699617.8,40.77
842686.14,49.11,35.49,699611.25,40.77
842549.94,49.13,35.51,699610.99,40.79
842238.68,49.12,35.5,699391.26,40.79
842080.54,49.12,35.49,699236.93,40.78
842132.47,49.14,35.52,699237.04,40.8
842132.47,49.14,35.52,699354.94,40.81
842184.4,49.17,35.55,699354.56,40.83
842236.34,49.19,35.57,699354.56,40.85
842288.27,49.22,35.6,699354.56,40.87
842010.25,49.21,35.59,698982.35,40.85
842062.18,49.24,35.62,698982.35,40.87
842062.18,49.24,35.62,698982.35,40.87
841925.98,49.26,35.64,699036.67,40.9
842097.79,49.29,35.67,699456.48,40.94
842097.79,49.29,35.67,699456.48,40.94
842149.72,49.32,35.7,699875.01,40.98
842013.52,49.34,35.72,699842.59,41.01
841797.49,49.33,35.71,699632.34,41.0
841797.49,49.33,35.71,699632.34,41.0
841661.28,49.35,35.73,700102.55,41.05
841363.76,49.35,35.73,700639.68,41.09
841227.55,49.37,35.75,700474.03,41.11
841049.31,49.36,35.74,700259.49,41.1
841101.24,49.39,35.77,700670.8,41.14
841101.24,49.39,35.77,700670.8,41.14
841004.5,49.41,35.79,701215.12,41.2
841056.43,49.44,35.82,701215.23,41.22
841284.5,49.47,35.85,701214.86,41.23
841336.43,49.49,35.87,701214.86,41.25
841508.24,49.52,35.9,701234.62,41.27
841372.04,49.54,35.92,701234.62,41.29
841608.98,49.59,35.97,700990.93,41.3
841420.96,49.58,35.96,700657.82,41.29
841284.76,49.6,35.98,700657.82,41.31
841006.74,49.6,35.98,700225.25,41.3
840790.71,49.59,35.97,699890.39,41.28
840790.71,49.59,35.97,699890.39,41.28
840496.44,49.59,35.97,699881.0,41.29
840668.25,49.62,36.0,699870.63,41.31
840889.57,49.64,36.02,700844.55,41.38
840941.51,49.67,36.05,701095.9,41.41
840993.44,49.7,36.08,701580.06,41.46
840993.44,49.7,36.08,701580.06,41.46
841045.37,49.72,36.1,701578.01,41.48
841045.37,49.72,36.1,701450.23,41.47
840757.84,49.72,36.1,700990.79,41.46
840979.16,49.75,36.13,700992.58,41.47
841031.1,49.77,36.15,700997.03,41.49
841031.1,49.77,36.15,701135.45,41.5
840714.83,49.77,36.14,700823.82,41.48
840436.82,49.76,36.14,700790.49,41.49
840436.82,49.76,36.14,700836.68,41.49
840149.29,49.75,36.13,700922.76,41.51
839871.28,49.75,36.13,700904.51,41.52
840099.34,49.77,36.15,700822.18,41.52
840319.62,49.81,36.18,700810.16,41.54
840035.35,49.8,36.18,701246.11,41.57
839899.14,49.82,36.2,701246.77,41.6
839621.13,49.82,36.2,700950.54,41.59
839673.06,49.84,36.22,701003.81,41.61
839894.38,49.87,36.25,701055.47,41.63
839946.31,49.9,36.28,701579.77,41.68
839946.31,49.9,36.28,701537.55,41.68
839998.24,49.92,36.3,701537.67,41.7
839862.04,49.95,36.33,701537.02,41.72
839564.51,49.94,36.32,701804.91,41.75
839298.03,49.94,36.32,701521.2,41.74
839349.96,49.96,36.34,701520.82,41.76
839213.76,49.99,36.36,701520.81,41.78
839435.08,50.01,36.39,701520.81,41.8
839276.94,50.01,36.39,701367.34,41.79
839140.73,50.03,36.41,701520.46,41.82
839140.73,50.03,36.41,701569.74,41.83
838843.21,50.03,36.41,701569.74,41.84
838655.19,50.02,36.4,701754.32,41.86
838707.12,50.05,36.43,701836.61,41.88
838759.06,50.08,36.46,701887.09,41.9
838210.24,50.07,36.45,701260.0,41.89
838074.03,50.09,36.47,701236.81,41.92
838125.96,50.12,36.5,701386.45,41.94
837989.76,50.14,36.52,701256.52,41.96
838211.08,50.17,36.55,701461.43,41.99
838074.87,50.19,36.57,701469.39,42.01
838295.15,50.22,36.6,702653.53,42.1
838347.08,50.25,36.63,702653.64,42.12
838399.01,50.28,36.66,702653.26,42.14
838101.49,50.28,36.65,702358.3,42.13
837965.28,50.3,36.68,702351.81,42.16
838017.22,50.33,36.7,702351.81,42.18
838017.22,50.33,36.7,702351.81,42.18
837700.73,50.32,36.7,701964.79,42.16
837564.53,50.34,36.72,701963.54,42.19
837736.34,50.37,36.75,701984.19,42.21
837788.27,50.4,36.78,702005.27,42.23
837840.2,50.42,36.8,702103.07,42.26
838061.52,50.45,36.83,701963.54,42.26
837764.0,50.45,36.83,703205.67,42.35
837815.93,50.48,36.86,703441.57,42.38
