ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
1034537.21,21.46,2.55,181830.55,3.77
1034338.94,21.46,2.55,181907.84,3.77
1034555.47,21.47,2.56,181837.3,3.77
1034555.47,21.47,2.56,181837.3,3.77
1034357.2,21.47,2.56,181820.02,3.77
1034155.96,21.46,2.55,181639.77,3.77
1033957.69,21.46,2.56,182273.22,3.78
1033765.28,21.46,2.56,182225.25,3.78
1033793.7,21.47,2.56,182235.89,3.78
1033789.08,21.47,2.56,182214.0,3.78
1033596.49,21.47,2.56,182188.64,3.78
1033728.37,21.48,2.57,182237.47,3.79
1033535.78,21.48,2.57,182206.52,3.79
1032028.1,21.48,2.57,182147.69,3.79
1032023.47,21.49,2.58,182129.88,3.79
1032263.6,21.49,2.59,182117.71,3.79
1031974.97,21.49,2.58,181841.33,3.79
1031782.38,21.49,2.58,183129.93,3.81
1031515.46,21.48,2.58,182898.74,3.81
1031515.46,21.48,2.58,182898.74,3.81
1031355.92,21.49,2.58,182895.62,3.81
1031163.33,21.49,2.58,182869.87,3.81
1031163.33,21.49,2.58,182869.87,3.81
1031158.7,21.49,2.58,182861.35,3.81
1030795.98,21.48,2.58,182376.4,3.8
1030603.39,21.48,2.58,182532.85,3.81
1030851.68,21.49,2.58,182656.04,3.81
1030847.06,21.5,2.59,182558.69,3.81
1030476.18,21.49,2.58,182465.98,3.81
1030366.2,21.49,2.58,183155.62,3.82
1030095.07,21.49,2.58,182804.96,3.81
1030368.24,21.5,2.59,182810.34,3.81
1030175.65,21.5,2.59,182773.1,3.81
1029983.06,21.5,2.59,182899.45,3.82
1029790.46,21.5,2.59,182792.28,3.82
1029493.61,21.5,2.59,182520.51,3.81
1029301.02,21.5,2.59,182498.26,3.81
1029108.43,21.5,2.59,182977.61,3.82
1029108.43,21.5,2.59,182977.61,3.82
1028925.27,21.5,2.59,182922.29,3.82
1028911.22,21.5,2.59,182981.8,3.82
1028939.63,21.5,2.6,182992.44,3.82
1029187.92,21.51,2.6,182954.07,3.82
1029029.96,21.51,2.6,182796.11,3.82
1028837.37,21.51,2.6,182836.73,3.82
1028644.78,21.51,2.6,182807.8,3.82
1028536.57,21.51,2.6,182700.32,3.82
1028536.57,21.51,2.6,182700.32,3.82
1028531.95,21.51,2.6,182677.2,3.82
1028527.32,21.52,2.61,182670.38,3.82
1028334.73,21.52,2.61,183439.52,3.84
1028334.73,21.52,2.61,183424.36,3.84
1028142.14,21.52,2.61,183420.09,3.84
1028142.14,21.52,2.61,183420.09,3.84
1028170.56,21.52,2.61,183430.73,3.84
1027977.97,21.52,2.61,183406.36,3.84
1027973.34,21.52,2.62,183383.49,3.84
1027780.75,21.53,2.62,183427.13,3.84
1027780.75,21.53,2.62,183427.13,3.84
1027776.12,21.53,2.62,183397.65,3.84
1027583.53,21.53,2.62,183374.95,3.84
1027390.94,21.53,2.62,183986.31,3.86
1027198.35,21.53,2.62,183866.96,3.85
1027226.77,21.53,2.63,183877.6,3.85
1027226.77,21.53,2.63,183877.6,3.85
1027330.46,21.54,2.63,184208.97,3.86
1027570.59,21.54,2.64,184182.1,3.86
1027378.0,21.54,2.64,184205.93,3.86
1027379.47,21.54,2.64,184268.09,3.86
1027379.47,21.54,2.64,184268.09,3.86
1027186.88,21.54,2.64,184236.98,3.86
1026814.16,21.54,2.63,184219.63,3.86
1026621.57,21.54,2.63,184270.41,3.87
1026428.98,21.54,2.63,184278.64,3.87
1026428.98,21.54,2.63,184297.74,3.87
1026424.35,21.54,2.64,184226.7,3.87
1026424.35,21.54,2.64,184226.7,3.87
1026424.35,21.54,2.64,184226.7,3.87
1026231.76,21.54,2.64,184652.78,3.88
1026504.93,21.55,2.64,184658.11,3.88
1026312.34,21.55,2.64,184620.93,3.88
1026119.75,21.55,2.64,184708.49,3.88
1025927.16,21.55,2.64,184657.77,3.88
1025734.57,21.55,2.65,184610.05,3.88
1025541.98,21.55,2.65,185055.56,3.89
1025169.26,21.55,2.64,184841.26,3.89
1025069.48,21.55,2.64,184771.56,3.88
1024784.08,21.55,2.64,184653.95,3.88
1024784.08,21.55,2.64,184653.95,3.88
1024784.08,21.55,2.64,184653.95,3.88
1024784.08,21.55,2.64,184653.95,3.88
1024786.12,21.55,2.64,184656.3,3.88
1025059.29,21.56,2.65,184661.68,3.88
1024866.7,21.56,2.65,184637.9,3.88
1024674.11,21.56,2.65,184700.14,3.89
1024481.52,21.56,2.65,184651.0,3.89
1024288.93,21.56,2.65,184612.05,3.89
1024130.96,21.56,2.65,184453.09,3.88
1024316.3,21.56,2.65,184990.59,3.89
1024123.71,21.56,2.66,184902.93,3.89
1023829.23,21.56,2.65,184752.32,3.89
1023465.94,21.55,2.64,184362.85,3.88
1023465.94,21.55,2.64,184362.85,3.88
1023263.93,21.55,2.65,184731.99,3.89
1023292.35,21.56,2.65,184742.63,3.89
1023292.35,21.56,2.65,184713.97,3.89
1023287.72,21.56,2.65,184692.08,3.89
1023527.85,21.57,2.66,184668.91,3.89
1023335.25,21.57,2.66,184708.67,3.89
1022972.54,21.56,2.66,184674.33,3.89
1022972.54,21.56,2.66,184657.04,3.89
1022779.95,21.56,2.66,184641.45,3.89
1022587.36,21.56,2.66,184935.52,3.9
1022582.73,21.57,2.66,185141.31,3.91
1022822.86,21.58,2.67,185408.01,3.91
1022663.31,21.58,2.67,185407.11,3.91
1022470.72,21.58,2.67,185381.87,3.91
1022278.13,21.58,2.67,185369.83,3.91
1022278.13,21.58,2.67,185369.83,3.91
1022085.54,21.58,2.67,185561.16,3.92
1021892.95,21.58,2.67,185491.2,3.92
1021888.32,21.58,2.67,185358.23,3.91
1021705.15,21.58,2.67,185739.13,3.92
1021917.94,21.59,2.68,185871.87,3.93
1021545.22,21.58,2.68,185782.95,3.93
1021818.39,21.59,2.68,185788.33,3.93
1021824.5,21.59,2.68,185812.46,3.93
1021536.57,21.59,2.68,185518.36,3.92
1021537.55,21.59,2.68,185553.12,3.92
1021344.96,21.59,2.68,185515.88,3.92
1021152.37,21.59,2.68,185562.52,3.92
1020959.78,21.59,2.68,185536.29,3.92
1021091.67,21.6,2.69,185507.26,3.92
1020806.6,21.59,2.68,185300.69,3.92
1020806.6,21.59,2.68,185316.84,3.92
1020614.01,21.59,2.68,185816.74,3.93
1020421.42,21.59,2.68,185878.2,3.93
1020228.83,21.59,2.68,185944.71,3.94
1020257.24,21.6,2.69,185955.35,3.94
1020259.28,21.6,2.69,185960.12,3.94
1020066.69,21.6,2.69,185933.15,3.94
1020198.57,21.6,2.69,185913.53,3.94
1020420.78,21.61,2.7,185970.57,3.94
1020228.19,21.61,2.7,185948.51,3.94
1020228.19,21.61,2.7,185948.51,3.94
1020228.19,21.61,2.7,185964.66,3.94
1020230.23,21.61,2.7,185969.43,3.94
1020037.64,21.61,2.7,185934.3,3.94
1020039.94,21.61,2.7,185938.18,3.94
1019691.76,21.61,2.7,185700.79,3.93
1019499.16,21.61,2.7,186605.62,3.95
1019204.69,21.6,2.69,185747.48,3.94
1019444.82,21.61,2.7,186785.34,3.96
1019285.27,21.61,2.7,186788.61,3.96
1018918.42,21.6,2.7,186361.57,3.95
1019158.55,21.61,2.7,186333.89,3.95
1018785.83,21.61,2.7,186408.28,3.95
1018781.2,21.61,2.7,186364.7,3.95
1018588.61,21.61,2.7,186338.6,3.95
1018396.02,21.61,2.7,186312.91,3.95
1018396.02,21.61,2.7,186284.97,3.95
1018203.43,21.61,2.7,186641.68,3.96
1018049.82,21.61,2.7,186507.42,3.96
1018233.05,21.62,2.71,186944.8,3.97
1018073.5,21.62,2.71,186945.89,3.97
1017880.91,21.62,2.71,186910.76,3.97
1018129.2,21.63,2.72,186957.32,3.97
1018166.44,21.63,2.72,186984.06,3.97
1018166.44,21.63,2.72,186984.06,3.97
1017973.85,21.63,2.72,186947.9,3.97
1017973.85,21.63,2.72,186947.9,3.97
1017969.22,21.63,2.72,186932.58,3.97
1017598.34,21.63,2.72,186981.7,3.97
1017405.75,21.63,2.72,186947.42,3.97
1017067.12,21.62,2.71,186627.18,3.97
1016901.9,21.62,2.71,186617.26,3.97
1016901.9,21.62,2.71,186617.26,3.97
1016709.31,21.62,2.71,186634.92,3.97
1016949.43,21.63,2.72,187275.66,3.98
1017129.09,21.64,2.73,187304.05,3.98
1016930.82,21.64,2.73,187270.6,3.98
1016920.51,21.64,2.73,187254.75,3.98
1016920.51,21.64,2.73,187254.75,3.98
1016722.24,21.64,2.73,187241.62,3.99
1016588.76,21.64,2.73,187057.37,3.98
1016390.49,21.64,2.73,187459.16,3.99
1016171.26,21.64,2.73,187287.75,3.99
1016171.26,21.64,2.73,187287.75,3.99
1015972.99,21.64,2.73,187091.44,3.98
1015694.48,21.63,2.72,187339.27,3.99
1015486.79,21.63,2.72,187148.09,3.99
1015486.79,21.63,2.72,187148.09,3.99
1015327.24,21.63,2.73,187154.27,3.99
1015333.35,21.63,2.73,187190.32,3.99
1015140.76,21.63,2.73,187166.29,3.99
1014948.17,21.63,2.73,187222.41,3.99
1014943.54,21.64,2.73,187179.35,3.99
1014893.54,21.64,2.73,187129.35,3.99
1014700.95,21.64,2.73,187102.4,3.99
1015033.0,21.65,2.74,187087.17,3.99
1014840.41,21.65,2.74,187697.79,4.0
1014647.81,21.65,2.74,187751.09,4.01
1014488.27,21.65,2.74,187750.19,4.01
1014295.68,21.65,2.74,187717.04,4.01
1014103.09,21.65,2.74,187759.23,4.01
1013910.5,21.65,2.74,187722.89,4.01
1013910.5,21.65,2.74,187722.89,4.01
1013717.91,21.65,2.74,187949.92,4.01
1013525.32,21.65,2.74,187783.47,4.01
1013208.43,21.65,2.74,187493.29,4.01
1013617.63,21.66,2.75,187930.57,4.02
1013265.49,21.66,2.75,187940.24,4.02
1013267.53,21.66,2.75,187942.79,4.02
1013074.94,21.66,2.75,187985.98,4.02
1012882.35,21.66,2.75,187959.38,4.02
1012882.35,21.66,2.75,187959.38,4.02
1012689.75,21.66,2.75,187938.46,4.02
1012865.75,21.66,2.76,188144.56,4.02
1013197.8,21.67,2.76,188191.42,4.03
1013005.21,21.67,2.76,188157.28,4.03
1013000.58,21.68,2.77,188131.31,4.03
1013000.58,21.68,2.77,188749.47,4.04
1013077.9,21.68,2.77,188788.47,4.04
1013302.67,21.69,2.78,189234.44,4.05
1013575.84,21.69,2.78,189239.77,4.05
1013575.84,21.69,2.78,189239.77,4.05
1013383.25,21.69,2.78,189216.04,4.05
1013190.66,21.69,2.79,189276.36,4.05
1012573.38,21.68,2.78,188755.5,4.04
1012568.75,21.69,2.78,188710.12,4.04
1012376.16,21.69,2.78,188672.12,4.04
1012183.57,21.69,2.78,188666.58,4.04
1012073.59,21.69,2.78,189658.39,4.06
1011903.98,21.69,2.78,189667.57,4.07
1011726.59,21.69,2.79,189381.89,4.06
1012007.92,21.7,2.79,189379.8,4.06
1011815.33,21.7,2.79,189350.08,4.06
1011444.45,21.7,2.79,189421.51,4.06
1011684.58,21.7,2.8,189379.91,4.06
1011519.35,21.71,2.8,189386.09,4.06
1011514.73,21.71,2.8,189351.24,4.06
1011322.14,21.71,2.8,189948.24,4.08
1011322.14,21.71,2.8,189948.24,4.08
1011317.51,21.71,2.8,189665.55,4.07
1011217.73,21.72,2.81,189660.99,4.07
1011019.46,21.72,2.81,189623.66,4.07
1010946.65,21.72,2.81,190408.76,4.09
1010748.38,21.72,2.81,190525.96,4.09
1010874.58,21.72,2.82,190452.73,4.09
1010676.31,21.72,2.82,190394.92,4.09
1010855.97,21.73,2.82,190936.01,4.1
1010657.7,21.73,2.82,190890.97,4.1
1010647.4,21.74,2.83,191156.95,4.11
1010487.85,21.74,2.83,191153.39,4.11
1010492.14,21.74,2.83,191167.8,4.11
1010492.14,21.74,2.83,191167.8,4.11
1010492.14,21.74,2.83,191167.8,4.11
1010732.26,21.74,2.84,191139.5,4.11
1010954.47,21.75,2.84,191195.81,4.11
1011139.81,21.76,2.85,191148.77,4.11
1010947.22,21.76,2.85,191130.66,4.11
1010957.12,21.76,2.85,191286.11,4.12
1010957.12,21.76,2.85,191286.11,4.12
1010565.89,21.75,2.84,190869.26,4.11
1010561.26,21.76,2.85,191336.84,4.12
1010368.67,21.76,2.85,191532.82,4.12
1010176.08,21.76,2.85,191905.55,4.13
1009994.64,21.75,2.85,191692.19,4.13
1009835.09,21.76,2.85,191689.07,4.13
1009835.09,21.76,2.85,191689.07,4.13
1009677.13,21.75,2.85,191531.43,4.13
1009304.41,21.75,2.84,191530.76,4.13
1009114.45,21.74,2.84,191170.55,4.12
1008921.86,21.74,2.84,191144.81,4.12
1008917.23,21.75,2.84,191136.28,4.12
1008912.61,21.75,2.84,191202.88,4.12
1008720.02,21.75,2.84,191155.38,4.12
1008851.9,21.76,2.85,191126.12,4.12
1008889.89,21.76,2.85,191321.66,4.13
1008697.3,21.76,2.85,192087.8,4.14
1008697.3,21.76,2.85,192087.8,4.14
1008532.08,21.76,2.85,192091.06,4.14
1008339.49,21.76,2.85,191935.29,4.14
1008141.22,21.76,2.85,191911.88,4.14
1008141.22,21.76,2.85,191911.88,4.14
1007942.95,21.76,2.85,191893.85,4.14
1007744.68,21.76,2.86,192070.51,4.15
1007773.28,21.76,2.86,192177.96,4.15
1007575.01,21.76,2.86,192019.25,4.15
1007376.74,21.76,2.86,192425.19,4.16
1007712.53,21.77,2.87,192639.1,4.16
1007504.83,21.77,2.87,192450.64,4.16
1007533.25,21.78,2.87,192461.28,4.16
1007528.63,21.78,2.87,192439.4,4.16
1007219.96,21.78,2.87,192185.37,4.16
1006449.59,21.78,2.87,192154.81,4.16
1006257.0,21.78,2.87,192561.21,4.17
1006257.0,21.78,2.87,192561.21,4.17
1006388.89,21.79,2.88,192710.52,4.17
1006229.34,21.79,2.88,192706.96,4.17
1006229.34,21.79,2.88,192706.96,4.17
1006235.79,21.79,2.88,192848.13,4.18
1006235.79,21.79,2.88,192848.13,4.18
1006043.2,21.79,2.88,192817.65,4.18
1006043.2,21.79,2.88,192817.65,4.18
1006175.08,21.79,2.89,192861.65,4.18
1005982.49,21.79,2.89,192833.29,4.18
1006214.45,21.8,2.89,193006.18,4.18
1006021.86,21.8,2.89,192934.21,4.18
1005829.27,21.8,2.89,192870.59,4.18
1005464.14,21.8,2.89,193370.4,4.19
1005266.69,21.8,2.89,193167.72,4.19
1005107.15,21.8,2.89,193164.6,4.19
1005347.27,21.81,2.9,193136.3,4.19
1005347.27,21.81,2.9,193136.3,4.19
1005342.64,21.81,2.9,193203.18,4.19
1005177.42,21.81,2.9,193195.84,4.19
1005177.42,21.81,2.9,193195.84,4.19
1004804.7,21.8,2.9,193151.07,4.19
1004606.43,21.81,2.9,193125.75,4.19
1004606.43,21.81,2.9,193125.75,4.19
1004307.4,21.8,2.89,192830.9,4.19
1004302.77,21.8,2.9,192805.88,4.19
1004147.41,21.8,2.89,192648.02,4.18
1004142.78,21.81,2.9,192638.53,4.18
1003950.19,21.81,2.9,193147.11,4.2
1004198.48,21.81,2.91,193609.21,4.21
1004198.48,21.81,2.91,193609.21,4.21
1004005.89,21.81,2.91,193656.21,4.21
1004132.09,21.82,2.91,193720.92,4.21
1003933.82,21.82,2.91,193703.83,4.21
1003923.51,21.82,2.92,193659.14,4.21
1003725.24,21.82,2.92,193640.53,4.21
1003725.24,21.82,2.92,193640.53,4.21
1003526.97,21.82,2.92,194183.28,4.22
1003526.97,21.82,2.92,194183.28,4.22
1004356.27,21.84,2.94,195170.03,4.24
1004196.72,21.84,2.94,195171.12,4.25
1004328.6,21.85,2.94,195137.43,4.25
1004136.01,21.85,2.94,195184.79,4.25
1003943.42,21.85,2.94,195161.34,4.25
1003750.83,21.85,2.94,195133.5,4.25
1003558.24,21.85,2.95,195532.29,4.26
1003404.63,21.85,2.95,195224.73,4.25
1003473.09,21.86,2.95,195288.96,4.25
1003698.86,21.86,2.96,195999.4,4.27
1003539.32,21.86,2.96,195994.73,4.27
1002031.64,21.87,2.96,195935.9,4.28
1001839.04,21.87,2.96,195906.53,4.28
1001839.04,21.87,2.96,195906.53,4.28
1001839.04,21.87,2.96,195906.53,4.28
1001542.19,21.86,2.96,195602.62,4.27
1001349.6,21.86,2.96,195710.23,4.27
1001349.6,21.86,2.96,195710.23,4.27
1001157.01,21.87,2.96,195662.58,4.27
1001157.01,21.87,2.96,195662.58,4.27
1000964.42,21.87,2.96,195591.44,4.27
1000790.68,21.87,2.96,196176.59,4.29
1000507.45,21.86,2.96,195929.68,4.28
1000400.54,21.86,2.95,195821.56,4.28
1000712.14,21.87,2.96,195920.24,4.28
1000676.51,21.87,2.97,195902.81,4.28
1000516.96,21.87,2.97,195908.99,4.28
1000757.09,21.88,2.97,195884.41,4.28
1000752.46,21.89,2.98,195867.61,4.28
1000752.46,21.89,2.98,195867.61,4.28
1000559.87,21.89,2.98,195923.36,4.29
1000367.28,21.89,2.98,195887.92,4.29
1000367.28,21.89,2.98,195887.92,4.29
1000174.69,21.89,2.98,195856.28,4.29
999982.1,21.89,2.98,196352.85,4.3
999789.51,21.89,2.98,196369.1,4.3
999573.54,21.88,2.98,196153.14,4.29
999414.0,21.89,2.98,196143.22,4.3
999409.37,21.89,2.98,196125.25,4.3
999036.65,21.88,2.98,195846.26,4.29
999276.78,21.89,2.98,195904.6,4.29
999084.19,21.89,2.98,195835.12,4.29
998891.6,21.89,2.99,195830.69,4.29
999023.48,21.9,2.99,196426.96,4.31
998830.89,21.9,2.99,196390.58,4.31
998638.3,21.9,2.99,196781.59,4.32
998666.72,21.9,3.0,196792.23,4.32
998474.13,21.9,3.0,196762.58,4.32
998179.65,21.9,2.99,196347.08,4.31
997954.69,21.9,2.99,196223.33,4.31
997762.1,21.9,2.99,196204.95,4.31
997569.51,21.9,2.99,196232.99,4.31
997376.92,21.9,2.99,196197.91,4.31
997184.33,21.9,2.99,196193.17,4.31
997316.21,21.9,3.0,196688.79,4.32
997556.33,21.91,3.0,197038.39,4.33
997396.79,21.91,3.01,197033.96,4.33
997204.2,21.91,3.01,197004.34,4.33
997199.57,21.92,3.01,197085.48,4.33
997006.98,21.92,3.01,197024.57,4.33
996814.39,21.92,3.01,196995.9,4.33
996814.39,21.92,3.01,196995.9,4.33
996432.51,21.91,3.01,196566.62,4.32
996239.92,21.91,3.01,196643.16,4.33
996086.31,21.92,3.01,197021.35,4.33
996350.89,21.92,3.02,197221.48,4.34
996191.34,21.92,3.02,197227.66,4.34
996186.71,21.93,3.02,197207.75,4.34
996182.09,21.93,3.02,197184.87,4.34
995989.5,21.93,3.02,197230.23,4.34
995989.5,21.93,3.02,197231.41,4.34
995796.91,21.93,3.03,197204.9,4.34
995792.28,21.94,3.03,197174.45,4.34
995599.69,21.94,3.03,197808.7,4.36
995599.69,21.94,3.03,197808.7,4.36
995407.1,21.94,3.03,197669.53,4.36
995247.55,21.94,3.03,197665.96,4.36
995054.96,21.94,3.03,197638.7,4.36
994682.25,21.93,3.03,197277.02,4.35
994489.66,21.93,3.03,197346.12,4.35
994485.03,21.94,3.03,197273.57,4.35
994616.91,21.94,3.04,197434.34,4.36
994857.04,21.95,3.04,197442.16,4.36
994572.93,21.95,3.04,197170.96,4.35
994380.34,21.95,3.04,197888.23,4.37
994187.75,21.95,3.04,197763.57,4.37
994028.2,21.95,3.04,197759.14,4.37
994028.2,21.95,3.04,197759.14,4.37
993660.05,21.94,3.04,197535.67,4.36
993661.52,21.94,3.04,197597.83,4.36
993468.93,21.94,3.04,197568.21,4.36
993276.34,21.95,3.04,197673.25,4.37
993271.71,21.95,3.04,197601.88,4.37
993079.12,21.95,3.04,197594.01,4.37
992886.53,21.95,3.04,197555.29,4.37
992693.94,21.95,3.04,197868.83,4.38
992934.06,21.96,3.05,198079.21,4.38
992774.52,21.96,3.05,198080.3,4.38
992549.55,21.96,3.05,197940.99,4.38
992356.96,21.96,3.05,197905.86,4.38
992164.37,21.96,3.05,198057.86,4.38
992168.66,21.96,3.05,198061.38,4.38
992408.78,21.97,3.06,197954.88,4.38
992404.16,21.97,3.06,197899.96,4.38
992404.16,21.97,3.06,197899.96,4.38
992211.57,21.97,3.06,197895.83,4.38
992211.57,21.97,3.06,197895.83,4.38
992004.56,21.97,3.06,197703.55,4.38
991650.69,21.96,3.05,198600.37,4.4
991650.69,21.96,3.05,198600.37,4.4
991478.24,21.96,3.05,198039.06,4.39
991687.55,21.97,3.06,198405.58,4.4
991318.7,21.96,3.05,198012.32,4.39
991159.16,21.96,3.06,198004.98,4.39
991407.45,21.97,3.06,198039.54,4.39
991402.82,21.98,3.07,198010.54,4.39
991402.82,21.98,3.07,198093.31,4.39
991210.23,21.98,3.07,198060.61,4.39
991017.64,21.98,3.07,198051.67,4.39
990825.05,21.98,3.07,198429.1,4.4
990632.46,21.98,3.07,198401.22,4.4
990439.87,21.98,3.07,198550.76,4.41
990439.87,21.98,3.07,198550.76,4.41
990464.96,21.98,3.07,198712.71,4.41
990071.02,21.97,3.06,198296.26,4.4
990071.02,21.97,3.06,198296.26,4.4
990099.44,21.98,3.07,198306.9,4.4
989906.85,21.98,3.07,198275.67,4.4
989714.26,21.98,3.07,198321.85,4.4
989709.63,21.98,3.07,198286.59,4.4
989949.76,21.99,3.08,198268.26,4.4
989949.76,21.99,3.08,198268.26,4.4
989784.53,21.99,3.08,198267.37,4.41
989591.94,21.99,3.08,198248.56,4.41
989723.83,22.0,3.09,199274.47,4.43
989531.24,22.0,3.09,199180.07,4.43
989655.62,22.0,3.09,199495.62,4.44
989457.35,22.0,3.09,199470.38,4.44
989259.08,22.0,3.09,199574.92,4.44
989060.81,22.0,3.1,199517.8,4.44
988766.33,22.0,3.09,199218.82,4.43
989092.7,22.01,3.1,199154.01,4.43
988894.43,22.01,3.1,199539.97,4.44
988696.16,22.01,3.1,199447.74,4.44
988497.89,22.01,3.1,199584.97,4.44
988338.34,22.01,3.1,199581.14,4.44
988333.72,22.01,3.11,199558.7,4.44
988383.57,22.01,3.11,199726.74,4.45
988623.7,22.02,3.11,199777.64,4.45
988431.11,22.02,3.12,199744.91,4.45
988238.52,22.02,3.12,199709.55,4.45
988002.46,22.02,3.11,199432.62,4.44
987809.87,22.02,3.11,199877.55,4.46
987437.16,22.01,3.11,199735.91,4.45
987441.95,22.02,3.11,199490.68,4.45
987143.51,22.01,3.11,199193.31,4.44
987658.11,22.02,3.12,200338.31,4.47
987658.11,22.02,3.12,200338.31,4.47
987658.11,22.02,3.12,200338.31,4.47
986945.57,22.01,3.11,199559.89,4.45
986786.03,22.02,3.11,199563.15,4.45
986781.4,22.02,3.11,199543.56,4.45
986781.4,22.02,3.11,199543.56,4.45
986776.77,22.02,3.12,199523.28,4.45
986776.77,22.02,3.12,199523.28,4.45
987016.9,22.03,3.12,199572.76,4.45
987021.18,22.03,3.12,199575.74,4.45
986828.59,22.03,3.12,199541.37,4.45
986636.0,22.03,3.12,199516.06,4.46
986636.0,22.03,3.12,199516.06,4.46
986631.38,22.04,3.13,200362.16,4.47
986268.08,22.03,3.12,200063.8,4.47
986066.07,22.03,3.12,200112.25,4.47
986284.45,22.04,3.13,200107.17,4.47
986284.45,22.04,3.13,200107.17,4.47
986284.45,22.04,3.13,200107.17,4.47
986091.86,22.04,3.13,200079.9,4.47
985899.27,22.04,3.13,200115.43,4.47
985706.68,22.04,3.13,200087.44,4.47
985514.09,22.04,3.13,200067.5,4.47
985736.3,22.05,3.14,200457.89,4.48
985736.3,22.05,3.14,200457.89,4.48
985543.71,22.05,3.14,200615.15,4.49
985351.12,22.05,3.14,200723.59,4.49
985351.12,22.05,3.14,200723.59,4.49
985351.12,22.05,3.14,200723.59,4.49
985606.37,22.06,3.15,200716.17,4.49
985606.37,22.06,3.15,200716.17,4.49
985413.78,22.06,3.15,200691.4,4.49
985221.19,22.06,3.15,200731.65,4.49
985031.22,22.06,3.15,200660.05,4.49
985279.51,22.06,3.16,200628.47,4.49
985086.92,22.06,3.16,200609.64,4.49
985272.26,22.07,3.16,201067.05,4.5
985079.67,22.07,3.16,201280.59,4.51
984887.08,22.07,3.17,201527.46,4.52
984721.85,22.07,3.17,201523.9,4.52
984523.58,22.07,3.17,201493.41,4.52
984325.31,22.08,3.17,201536.94,4.52
984325.31,22.08,3.17,201536.94,4.52
984325.31,22.08,3.17,201536.94,4.52
984325.31,22.08,3.17,201536.94,4.52
984325.31,22.08,3.17,201488.08,4.52
984325.31,22.08,3.17,201553.98,4.52
984331.42,22.08,3.17,201575.78,4.52
983960.54,22.07,3.16,201526.12,4.52
983762.27,22.07,3.16,201502.08,4.52
983751.96,22.07,3.17,201482.74,4.52
983819.24,22.08,3.17,201528.1,4.52
983536.47,22.07,3.16,201232.48,4.52
983338.2,22.07,3.16,201217.17,4.52
983139.93,22.07,3.16,201531.85,4.52
982941.66,22.07,3.17,201376.12,4.52
982782.12,22.07,3.17,201372.29,4.52
982777.49,22.08,3.17,201349.85,4.52
982584.9,22.08,3.17,201440.37,4.53
982392.31,22.08,3.17,201391.86,4.53
982199.72,22.08,3.17,201459.53,4.53
982199.72,22.08,3.17,201459.53,4.53
982007.13,22.08,3.17,201326.34,4.53
982229.34,22.09,3.18,201945.09,4.54
982224.71,22.09,3.18,202083.72,4.55
982224.71,22.09,3.18,202103.12,4.55
982065.16,22.09,3.19,202093.62,4.55
982065.16,22.09,3.19,202089.93,4.55
981872.57,22.09,3.19,202066.94,4.55
981679.98,22.09,3.19,202071.02,4.55
981811.87,22.1,3.19,202346.35,4.55
981811.87,22.1,3.19,202329.97,4.55
981619.28,22.1,3.19,202129.93,4.55
981426.69,22.1,3.19,202033.93,4.55
981426.69,22.1,3.19,202053.46,4.55
981422.06,22.11,3.2,202575.13,4.56
981422.06,22.11,3.2,202486.56,4.56
981229.47,22.11,3.2,202419.98,4.56
980944.4,22.1,3.19,202248.75,4.56
980944.4,22.1,3.19,202248.75,4.56
980784.85,22.1,3.2,202245.19,4.56
979277.17,22.11,3.2,202186.36,4.56
979084.58,22.11,3.2,202157.43,4.57
979216.47,22.12,3.21,202256.23,4.57
979023.88,22.12,3.21,202174.77,4.57
979023.88,22.12,3.21,202174.77,4.57
978831.29,22.12,3.21,202146.03,4.57
978638.69,22.12,3.21,202665.37,4.58
978485.09,22.12,3.21,202586.61,4.58
978253.51,22.12,3.21,202456.26,4.58
978253.51,22.12,3.21,202456.26,4.58
978281.93,22.12,3.22,202466.9,4.58
978089.34,22.12,3.22,202439.93,4.58
977896.75,22.12,3.22,202418.87,4.58
977704.16,22.13,3.22,202488.98,4.58
977379.69,22.12,3.21,202209.57,4.58
977619.81,22.13,3.22,202154.89,4.58
977427.22,22.13,3.22,202129.56,4.58
977108.21,22.12,3.22,201810.72,4.57
977240.1,22.13,3.22,202655.51,4.59
976945.62,22.12,3.22,202129.91,4.58
976777.66,22.12,3.22,202496.63,4.59
976618.12,22.13,3.22,202486.71,4.59
976319.96,22.12,3.21,202166.18,4.58
976560.09,22.13,3.22,202144.25,4.58
976367.5,22.13,3.22,202268.12,4.58
976552.83,22.14,3.23,202158.59,4.58
