ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
1493245.73,36.74,11.17,614455.76,15.12
1492989.99,36.75,11.17,614805.5,15.13
1492734.25,36.75,11.18,614834.18,15.14
1492734.25,36.75,11.18,614834.18,15.14
1492478.51,36.75,11.18,614486.92,15.13
1492478.51,36.75,11.18,614486.92,15.13
1492644.29,36.76,11.19,615730.55,15.16
1492577.41,36.77,11.19,614635.8,15.14
1492737.74,36.78,11.2,614866.22,15.15
1492445.56,36.78,11.21,615445.76,15.17
1492445.56,36.78,11.21,615445.76,15.17
1492070.37,36.77,11.2,615754.47,15.18
1492070.37,36.77,11.2,615755.04,15.18
1492070.37,36.77,11.2,615800.22,15.18
1491814.63,36.78,11.2,615792.82,15.18
1492004.08,36.79,11.21,615792.82,15.18
1492004.08,36.79,11.21,615801.4,15.18
1491748.34,36.79,11.21,615930.73,15.19
1491492.6,36.79,11.22,615878.19,15.19
1491236.86,36.79,11.22,615811.79,15.19
1490851.67,36.79,11.22,616696.94,15.22
1490614.65,36.79,11.22,616546.62,15.22
1490377.97,36.8,11.22,615913.73,15.21
1490377.97,36.8,11.22,615908.0,15.21
1490033.92,36.79,11.22,615578.99,15.2
1489811.24,36.79,11.21,615354.71,15.19
1489811.24,36.79,11.21,615313.02,15.19
1489517.73,36.79,11.22,615260.68,15.2
1489707.18,36.8,11.22,615256.0,15.2
1489872.96,36.81,11.23,615253.29,15.2
1489578.91,36.8,11.23,615064.09,15.2
1489512.03,36.81,11.23,615131.38,15.2
1489512.03,36.81,11.23,615131.38,15.2
1489445.14,36.81,11.24,615096.61,15.2
1489189.4,36.82,11.24,615084.37,15.21
1489122.52,36.82,11.25,615064.09,15.21
1488831.01,36.82,11.24,614620.95,15.2
1488445.81,36.81,11.24,615266.14,15.22
1488451.77,36.81,11.24,615316.77,15.22
1488451.77,36.81,11.24,615316.77,15.22
1488196.03,36.82,11.24,615175.53,15.22
1488129.15,36.82,11.25,615536.41,15.23
1488062.27,36.83,11.25,615531.29,15.23
1487806.53,36.83,11.26,615529.01,15.24
1487995.98,36.84,11.27,615529.01,15.24
1487740.24,36.84,11.27,615642.25,15.25
1487740.24,36.84,11.27,615642.25,15.25
1487484.5,36.84,11.27,615529.01,15.25
1487417.62,36.85,11.28,615529.01,15.25
1487417.62,36.85,11.28,615529.01,15.25
1487417.62,36.85,11.28,615530.2,15.25
1487417.62,36.85,11.28,615530.2,15.25
1487161.88,36.85,11.28,616188.27,15.27
1486906.14,36.86,11.28,616177.84,15.27
1486530.95,36.85,11.28,615975.36,15.27
1486275.22,36.85,11.28,615970.48,15.27
1486275.22,36.85,11.28,615970.48,15.27
1486019.48,36.86,11.28,615967.96,15.28
1486020.62,36.86,11.28,615969.02,15.28
1485764.88,36.86,11.29,616077.84,15.28
1485764.88,36.86,11.29,616077.84,15.28
1485509.14,36.86,11.29,616068.41,15.29
1485509.14,36.86,11.29,616068.41,15.29
1485253.4,36.86,11.29,616179.44,15.29
1484997.66,36.87,11.29,616112.28,15.3
1484930.78,36.87,11.3,616372.58,15.31
1484675.04,36.88,11.3,616144.14,15.3
1484419.3,36.88,11.31,616139.26,15.31
1484608.76,36.89,11.31,616136.74,15.31
1484541.87,36.89,11.32,616136.74,15.31
1484474.99,36.9,11.33,616260.71,15.32
1484474.99,36.9,11.33,616260.71,15.32
1484099.8,36.89,11.32,616387.13,15.32
1484099.8,36.89,11.32,616387.26,15.32
1483844.06,36.9,11.32,616160.91,15.32
1483777.18,36.9,11.33,616137.61,15.32
1483710.3,36.91,11.34,616971.91,15.35
1483454.56,36.91,11.34,616931.41,15.35
1483198.82,36.91,11.34,616924.01,15.35
1482943.08,36.92,11.34,616924.01,15.36
1483132.53,36.93,11.35,617226.94,15.37
1482876.8,36.93,11.36,617320.72,15.37
1482876.8,36.93,11.36,617320.72,15.37
1482621.06,36.93,11.36,616966.04,15.37
1482713.64,36.94,11.37,618572.26,15.41
1482841.86,36.95,11.38,618488.13,15.41
1482586.12,36.96,11.38,618483.26,15.42
1482330.38,36.96,11.38,618480.74,15.42
1482519.83,36.97,11.39,618747.54,15.43
1482264.1,36.97,11.4,618700.28,15.43
1482264.1,36.97,11.4,618700.28,15.43
1482008.36,36.97,11.4,618765.48,15.44
1481985.15,36.98,11.4,618611.35,15.43
1481985.15,36.98,11.4,618611.35,15.43
1481748.13,36.98,11.41,619711.7,15.47
1481898.08,36.99,11.42,619530.9,15.47
1481462.3,36.99,11.42,619006.82,15.46
1481206.56,36.99,11.42,619001.99,15.46
1480865.05,36.99,11.41,618810.76,15.46
1480609.31,36.99,11.42,618808.19,15.46
1480542.42,37.0,11.42,618808.19,15.46
1480286.69,37.0,11.43,619029.15,15.47
1480286.69,37.0,11.43,618957.41,15.47
1480360.55,37.01,11.43,618854.38,15.47
1480360.55,37.01,11.43,618854.38,15.47
1480360.55,37.01,11.43,618952.87,15.47
1480104.81,37.01,11.44,619008.16,15.48
1480250.56,37.02,11.45,620113.82,15.51
1480035.32,37.02,11.45,619787.51,15.5
1479779.58,37.02,11.45,619780.12,15.51
1479779.58,37.02,11.45,619780.12,15.51
1479853.44,37.03,11.46,619780.12,15.51
1477807.53,37.05,11.48,619780.12,15.54
1477807.53,37.05,11.48,619780.12,15.54
1477257.09,37.05,11.47,619237.54,15.53
1476957.49,37.04,11.47,619422.98,15.54
1476957.49,37.04,11.47,619422.98,15.54
1476701.75,37.05,11.47,619368.85,15.54
1476504.62,37.04,11.47,619537.95,15.54
1476504.62,37.04,11.47,619537.95,15.54
1476578.48,37.05,11.48,620540.12,15.57
1476322.74,37.05,11.48,620304.01,15.57
1476085.72,37.06,11.48,619613.39,15.56
1476191.03,37.07,11.5,620503.6,15.58
1475966.64,37.07,11.49,620192.83,15.57
1475966.64,37.07,11.49,620192.83,15.57
1475966.64,37.07,11.49,620192.83,15.57
1475710.9,37.07,11.49,620187.95,15.58
1475455.16,37.07,11.5,620185.43,15.58
1475457.45,37.07,11.5,620186.4,15.58
1475013.61,37.07,11.49,619630.8,15.57
1475013.61,37.07,11.49,619630.8,15.57
1474757.87,37.07,11.5,619844.8,15.58
1474502.13,37.07,11.5,619838.2,15.58
1474691.59,37.08,11.51,619652.66,15.58
1474454.57,37.09,11.51,620857.87,15.62
1474418.65,37.09,11.52,620598.6,15.61
1474136.14,37.1,11.52,620266.71,15.61
1474136.14,37.1,11.52,620266.71,15.61
1473729.18,37.09,11.52,619880.8,15.6
1473662.3,37.1,11.52,619875.68,15.6
1473662.3,37.1,11.52,619868.79,15.6
1473595.41,37.1,11.53,619866.51,15.61
1473595.41,37.1,11.53,619866.51,15.61
1473339.68,37.1,11.53,619866.51,15.61
1473083.94,37.11,11.53,619907.68,15.62
1473083.94,37.11,11.53,619907.68,15.62
1473083.94,37.11,11.53,619907.68,15.62
1472828.2,37.11,11.54,619882.23,15.62
1472572.46,37.11,11.54,620154.36,15.63
1472505.58,37.12,11.54,620249.53,15.64
1472695.03,37.13,11.55,620509.18,15.64
1472439.29,37.13,11.56,620504.3,15.65
1472372.41,37.14,11.56,620501.78,15.65
1472116.67,37.14,11.57,620501.78,15.65
1471860.93,37.14,11.57,620636.85,15.66
1471860.93,37.14,11.57,620636.85,15.66
1471794.05,37.15,11.57,620565.85,15.66
1471727.17,37.15,11.58,620518.94,15.67
1471351.98,37.15,11.58,620510.09,15.67
1471351.98,37.15,11.58,620510.09,15.67
1471353.12,37.15,11.58,620521.34,15.67
1471353.12,37.15,11.58,620521.34,15.67
1471097.38,37.15,11.58,621090.41,15.69
1471097.38,37.15,11.58,621090.41,15.69
1470841.64,37.15,11.58,621049.83,15.69
1470585.9,37.16,11.58,621042.66,15.69
1470775.35,37.17,11.59,621042.43,15.69
1470708.47,37.17,11.6,621051.24,15.7
1470452.73,37.18,11.6,621050.75,15.7
1470385.85,37.18,11.61,621042.73,15.7
1469385.85,37.17,11.59,620042.73,15.68
1469130.11,37.17,11.6,620462.13,15.7
1468874.37,37.17,11.6,620371.1,15.7
1468663.11,37.17,11.59,620169.74,15.7
1468287.92,37.16,11.59,620425.5,15.7
1468032.18,37.17,11.59,620288.58,15.7
1468032.18,37.17,11.59,620288.58,15.7
1468398.25,37.18,11.6,620321.81,15.71
1468142.51,37.18,11.61,620284.86,15.71
1467886.77,37.18,11.61,620281.18,15.71
1467886.77,37.18,11.61,620281.18,15.71
1467567.4,37.18,11.61,620640.01,15.72
1467733.17,37.19,11.62,620306.36,15.72
1467733.17,37.19,11.62,620218.63,15.72
1467666.29,37.2,11.62,620193.45,15.72
1467740.16,37.2,11.63,621233.97,15.75
1467484.42,37.21,11.63,621231.8,15.75
1467152.26,37.2,11.63,621326.82,15.75
1466887.16,37.2,11.63,621084.64,15.75
1466631.42,37.21,11.63,621079.82,15.76
1466375.68,37.21,11.64,621077.24,15.76
1466565.13,37.22,11.65,621212.52,15.77
1466565.13,37.22,11.65,621321.89,15.77
1466179.94,37.21,11.64,621232.11,15.77
1466113.06,37.22,11.65,621209.09,15.77
1465857.32,37.22,11.65,621419.89,15.78
1465601.58,37.23,11.65,621362.52,15.78
1465345.85,37.23,11.65,621278.15,15.78
1465345.85,37.23,11.65,621278.15,15.78
1465345.85,37.23,11.65,621396.88,15.79
1465090.11,37.23,11.66,621553.12,15.8
1465023.22,37.24,11.66,621548.01,15.8
1465212.68,37.25,11.67,621545.72,15.8
1464956.94,37.25,11.68,621545.72,15.8
1464701.2,37.25,11.68,621795.66,15.81
1464775.06,37.26,11.69,621640.62,15.81
1464519.32,37.26,11.69,621545.72,15.81
1464272.95,37.27,11.69,622371.51,15.84
1463982.05,37.26,11.69,622090.32,15.83
1463739.87,37.27,11.69,622161.29,15.84
1463484.13,37.27,11.7,622156.47,15.84
1463228.39,37.27,11.7,622153.89,15.85
1462972.65,37.27,11.7,622519.51,15.86
1462905.77,37.28,11.71,622321.32,15.86
1462905.77,37.28,11.71,622321.32,15.86
1462979.63,37.29,11.72,622371.56,15.86
1461956.68,37.3,11.73,622488.94,15.88
1461889.79,37.31,11.73,622271.27,15.88
1461822.91,37.31,11.74,623251.47,15.91
1461822.91,37.31,11.74,623251.47,15.91
1461896.78,37.32,11.75,623390.01,15.91
1461829.89,37.33,11.75,623304.65,15.92
1461574.16,37.33,11.76,623265.23,15.92
1461507.27,37.34,11.76,623664.94,15.93
1461696.72,37.35,11.77,623942.96,15.94
1461310.16,37.34,11.77,623646.21,15.94
1461313.59,37.34,11.77,623647.48,15.94
1461057.85,37.34,11.77,623640.08,15.94
1460802.11,37.35,11.77,623640.08,15.94
1460546.37,37.35,11.78,623940.94,15.96
1460336.77,37.35,11.77,623841.57,15.95
1460081.03,37.35,11.78,623825.87,15.96
1460014.15,37.35,11.78,623541.56,15.95
1459947.27,37.36,11.79,623548.03,15.96
1459880.39,37.37,11.79,624265.85,15.98
1459624.65,37.37,11.8,624051.83,15.98
1459368.91,37.37,11.8,624044.43,15.98
1459113.17,37.38,11.8,624044.43,15.99
1458857.43,37.38,11.81,624338.69,16.0
1458857.43,37.38,11.81,624338.69,16.0
1458857.43,37.38,11.81,624338.69,16.0
1458857.43,37.38,11.81,624338.69,16.0
1458790.55,37.39,11.81,624143.38,16.0
1458534.81,37.39,11.81,624152.41,16.0
1458534.81,37.39,11.81,624152.41,16.0
1458534.81,37.39,11.81,624152.41,16.0
1458279.07,37.39,11.82,624082.61,16.0
1458279.07,37.39,11.82,624082.61,16.0
1458023.33,37.39,11.82,624379.0,16.01
1457956.45,37.4,11.83,624412.92,16.02
1457571.26,37.39,11.82,624168.31,16.01
1457315.52,37.4,11.82,624163.43,16.02
1457059.78,37.4,11.83,624160.91,16.02
1456804.04,37.4,11.83,624815.35,16.04
1456737.16,37.41,11.84,624540.82,16.04
1456481.42,37.41,11.84,624494.41,16.04
1456225.68,37.42,11.84,624804.3,16.05
1455926.08,37.41,11.84,624468.12,16.05
1455952.71,37.42,11.85,624497.61,16.05
1455955.0,37.42,11.85,624500.11,16.05
1455605.75,37.42,11.85,624187.78,16.05
1455350.01,37.42,11.85,624182.6,16.05
1455423.87,37.43,11.86,624180.38,16.05
1455621.72,37.44,11.87,624245.01,16.06
1455365.99,37.44,11.87,624211.76,16.06
1455110.25,37.45,11.87,624180.38,16.06
1454854.51,37.45,11.88,624814.06,16.08
1453854.51,37.43,11.86,623814.06,16.06
1453854.51,37.43,11.86,623814.06,16.06
1453598.77,37.44,11.86,623579.78,16.06
1453531.89,37.44,11.87,623811.37,16.07
1453276.15,37.45,11.87,623806.54,16.07
1452892.56,37.44,11.87,623759.3,16.07
1452966.42,37.45,11.88,623756.72,16.08
1452899.54,37.46,11.88,623756.72,16.08
1452643.8,37.46,11.88,623976.05,16.09
1452344.2,37.45,11.88,623641.14,16.08
1452044.6,37.45,11.88,623444.33,16.08
1451705.03,37.44,11.87,623114.13,16.07
1452063.13,37.46,11.88,623091.61,16.07
1451741.97,37.45,11.88,623853.97,16.09
1451931.42,37.46,11.89,623785.52,16.09
1451931.42,37.46,11.89,623785.52,16.09
1451873.9,37.47,11.89,623385.44,16.09
1451608.8,37.47,11.9,624265.78,16.11
1451353.06,37.47,11.9,624258.38,16.12
1451097.33,37.48,11.9,624258.38,16.12
1451225.64,37.49,11.91,624320.38,16.13
1451051.39,37.48,11.91,624086.88,16.12
1450892.53,37.48,11.91,623928.02,16.12
1450636.79,37.48,11.91,623889.35,16.12
1450381.05,37.49,11.91,623866.03,16.12
1450381.05,37.49,11.91,623866.03,16.12
1450125.31,37.49,11.92,624586.91,16.15
1450324.13,37.5,11.93,624714.5,16.15
1450110.74,37.5,11.93,624741.5,16.16
1449855.01,37.51,11.93,624736.63,16.16
1449599.27,37.51,11.94,624734.1,16.17
1449288.31,37.51,11.93,624428.63,16.16
1449288.31,37.51,11.93,624428.63,16.16
1449477.76,37.52,11.94,624866.85,16.17
1449477.76,37.52,11.94,624866.85,16.17
1449477.76,37.52,11.94,624866.85,16.17
1449222.02,37.52,11.94,624768.87,16.17
1448966.28,37.52,11.95,624669.36,16.18
1448710.54,37.52,11.95,625438.39,16.2
1448710.54,37.52,11.95,625438.39,16.2
1448526.9,37.53,11.96,625234.13,16.2
1448526.9,37.53,11.96,625234.13,16.2
1448384.27,37.53,11.96,625147.63,16.2
1448384.27,37.53,11.96,625147.63,16.2
1448101.77,37.53,11.96,624776.52,16.19
1448034.89,37.54,11.96,624771.4,16.2
1447779.15,37.54,11.97,624769.12,16.2
1447523.41,37.54,11.97,624769.12,16.2
1447267.67,37.55,11.97,624835.66,16.21
1447011.93,37.55,11.97,624769.12,16.21
1446756.19,37.55,11.98,625249.04,16.23
1446756.19,37.55,11.98,625249.04,16.23
1447042.55,37.56,11.99,625138.4,16.23
1446786.81,37.57,11.99,625299.52,16.24
1446583.74,37.56,11.99,625292.58,16.24
1446516.85,37.57,12.0,625287.46,16.24
1446261.11,37.57,12.0,625285.18,16.24
1446450.57,37.58,12.01,625285.18,16.25
1446194.83,37.58,12.01,625712.99,16.26
1446127.95,37.59,12.02,625580.01,16.26
1445104.99,37.6,12.03,625697.39,16.28
1444719.8,37.6,12.02,625610.91,16.28
1444464.06,37.6,12.03,625568.96,16.28
1444217.68,37.6,12.03,626100.55,16.3
1443952.58,37.61,12.03,625820.06,16.3
1443952.58,37.61,12.03,625820.06,16.3
1444142.03,37.62,12.04,625750.07,16.3
1444075.15,37.62,12.05,625695.28,16.3
1444075.15,37.62,12.05,625695.28,16.3
1444240.93,37.63,12.06,626490.55,16.32
1443985.19,37.64,12.06,626556.93,16.33
1443729.45,37.64,12.07,626549.54,16.33
1443473.72,37.64,12.07,626549.54,16.34
1443473.72,37.64,12.07,626549.54,16.34
1443274.7,37.64,12.07,626354.35,16.33
1443207.81,37.65,12.07,626430.3,16.34
1443281.68,37.65,12.08,626375.88,16.34
1443025.94,37.66,12.08,626354.35,16.35
1442770.2,37.66,12.09,626790.51,16.36
1442514.46,37.66,12.09,626355.99,16.35
1442447.58,37.67,12.1,627047.23,16.38
1442191.84,37.67,12.1,627047.23,16.38
1441892.24,37.67,12.09,626684.99,16.37
1441636.5,37.67,12.1,626684.99,16.38
1441527.64,37.67,12.1,626576.14,16.37
1441271.9,37.67,12.1,626579.61,16.38
1441271.9,37.67,12.1,626619.77,16.38
1441074.77,37.67,12.1,626595.89,16.38
1440819.03,37.67,12.1,626592.42,16.38
1440819.03,37.67,12.1,626552.26,16.38
1440433.84,37.67,12.09,626133.31,16.37
1440433.84,37.67,12.09,626175.06,16.37
1440178.1,37.67,12.1,626175.06,16.38
1440367.56,37.68,12.11,626395.08,16.39
1440367.56,37.68,12.11,626353.33,16.39
1440111.82,37.68,12.11,626282.35,16.39
1439856.08,37.69,12.11,626572.8,16.4
1439600.34,37.69,12.12,626567.93,16.4
1439344.6,37.69,12.12,626565.4,16.41
1439277.72,37.7,12.13,626565.4,16.41
1439021.98,37.7,12.13,626700.48,16.42
1438955.1,37.71,12.13,626629.48,16.42
1438718.64,37.71,12.13,626359.33,16.42
1438462.91,37.71,12.13,626295.26,16.42
1438536.77,37.72,12.14,627111.6,16.44
1438536.77,37.72,12.14,627159.65,16.44
1438281.03,37.72,12.15,627031.84,16.44
1438025.29,37.72,12.15,627026.66,16.45
1437769.55,37.73,12.15,627024.44,16.45
1437469.95,37.72,12.15,626676.56,16.45
1437214.21,37.73,12.15,626764.57,16.45
1436958.47,37.73,12.15,626739.86,16.46
1436958.47,37.73,12.15,626731.83,16.46
1436891.59,37.73,12.16,626690.91,16.46
1436824.71,37.74,12.17,626668.53,16.46
1436600.32,37.74,12.16,626497.48,16.46
1436533.44,37.74,12.17,627080.06,16.48
1436533.44,37.74,12.17,627119.49,16.48
1436731.29,37.75,12.18,627314.63,16.48
1436731.29,37.75,12.18,627287.94,16.48
1436347.7,37.75,12.17,627144.0,16.48
1436348.84,37.75,12.17,627153.72,16.48
1436093.1,37.75,12.18,627146.32,16.49
1435837.37,37.75,12.18,627146.32,16.49
1435770.48,37.76,12.19,627229.68,16.5
1435514.74,37.76,12.19,627197.22,16.5
1435259.01,37.77,12.19,627146.32,16.5
1435003.27,37.77,12.2,627146.32,16.51
1435289.62,37.78,12.21,627742.46,16.52
1435033.88,37.78,12.21,627771.14,16.53
1434778.14,37.79,12.21,627771.14,16.53
1434522.4,37.79,12.22,627775.92,16.54
1434266.66,37.79,12.22,627771.14,16.54
1434266.66,37.79,12.22,627803.01,16.54
1434010.92,37.8,12.22,627803.01,16.55
1433944.04,37.8,12.23,627803.01,16.55
1433688.3,37.81,12.23,627895.86,16.56
1433621.42,37.81,12.24,628024.05,16.56
1433554.54,37.82,12.25,628223.81,16.57
1433314.88,37.82,12.24,628085.22,16.57
1433504.34,37.83,12.25,628080.54,16.57
1433248.6,37.83,12.26,628077.82,16.58
1432863.41,37.82,12.25,628077.82,16.58
1432607.67,37.83,12.25,628396.32,16.59
1432797.12,37.84,12.26,628454.69,16.6
1432411.93,37.83,12.26,628358.79,16.6
1432345.05,37.84,12.26,629601.72,16.63
1432233.5,37.84,12.27,629429.58,16.63
1432401.57,37.86,12.29,629155.43,16.63
1432145.83,37.86,12.29,629148.03,16.63
1432145.83,37.86,12.29,629126.18,16.63
1431513.23,37.85,12.28,628548.57,16.62
1431257.5,37.86,12.28,628548.57,16.63
1431331.36,37.87,12.29,628966.34,16.64
1431497.14,37.88,12.3,628584.1,16.63
1431497.14,37.88,12.3,628584.1,16.63
1431686.59,37.89,12.31,628548.57,16.63
1431760.45,37.89,12.32,630235.92,16.68
1431872.09,37.9,12.33,630223.14,16.68
1431646.13,37.91,12.33,630466.37,16.69
1431646.13,37.91,12.33,630466.37,16.69
1431390.39,37.91,12.34,630461.55,16.7
1431134.65,37.91,12.34,630458.98,16.7
1430878.91,37.92,12.34,630622.13,16.71
1430623.17,37.92,12.35,630488.51,16.71
1430400.74,37.92,12.34,630220.01,16.71
1430145.0,37.92,12.35,630190.48,16.71
1429931.93,37.92,12.34,629982.68,16.71
1429694.92,37.92,12.35,630828.8,16.73
1429800.22,37.93,12.36,630687.15,16.73
1429800.22,37.93,12.36,630687.15,16.73
1429164.72,37.93,12.35,629982.68,16.72
1429165.86,37.93,12.35,630009.66,16.72
1428910.12,37.93,12.36,630004.48,16.72
1428983.99,37.94,12.37,630002.26,16.73
1428728.25,37.94,12.37,630109.34,16.73
1428917.7,37.95,12.38,630063.9,16.73
1428532.51,37.95,12.37,630002.26,16.74
1428532.51,37.95,12.37,630002.26,16.74
1428276.77,37.95,12.38,631546.85,16.78
1428228.61,37.96,12.38,630838.06,16.77
1428355.64,37.97,12.4,631340.08,16.78
1428099.9,37.97,12.4,631335.26,16.79
1428099.9,37.97,12.4,631335.26,16.79
1428099.9,37.97,12.4,631379.62,16.79
1428099.9,37.97,12.4,631371.5,16.79
1427974.66,37.97,12.4,631049.65,16.78
1427974.66,37.97,12.4,631062.0,16.78
1427234.21,37.96,12.39,630416.03,16.77
1427236.5,37.96,12.39,630515.49,16.77
1427522.85,37.97,12.4,630512.92,16.77
1427522.85,37.97,12.4,630561.46,16.77
1427522.85,37.97,12.4,630717.28,16.78
1427010.76,37.97,12.39,630836.37,16.78
1426755.02,37.97,12.4,630799.18,16.79
1426499.28,37.97,12.4,630717.28,16.79
1426697.13,37.98,12.41,631314.02,16.81
1426697.13,37.98,12.41,631314.02,16.81
1426441.4,37.99,12.41,630934.11,16.8
1426442.54,37.99,12.41,630935.3,16.8
1426442.54,37.99,12.41,630935.3,16.8
1426186.8,37.99,12.42,630723.3,16.8
1425950.83,37.99,12.41,631141.02,16.81
1426024.69,38.0,12.42,631222.73,16.82
1426287.82,38.01,12.43,631215.33,16.82
1426032.09,38.01,12.44,631215.33,16.82
1425776.35,38.01,12.44,631315.5,16.83
1425520.61,38.02,12.44,631242.02,16.83
1425453.73,38.02,12.45,631216.5,16.84
1425197.99,38.03,12.45,632036.61,16.86
1425131.11,38.03,12.46,631853.82,16.86
1424875.37,38.04,12.46,631909.86,16.87
1424875.37,38.04,12.46,631909.86,16.87
1424619.63,38.04,12.47,631904.68,16.87
1424363.89,38.04,12.47,631902.46,16.88
1424363.89,38.04,12.47,631902.46,16.88
1424108.15,38.05,12.47,631922.37,16.88
1423852.41,38.05,12.48,631902.47,16.89
1423596.67,38.05,12.48,631902.46,16.89
1423240.09,38.05,12.47,631747.93,16.89
1423173.21,38.05,12.48,631923.08,16.9
1423106.33,38.06,12.49,631972.16,16.9
1423295.78,38.07,12.5,632279.6,16.91
1422920.59,38.07,12.49,632189.19,16.91
1422664.85,38.07,12.49,632181.8,16.92
1422409.11,38.07,12.5,632181.8,16.92
1422342.23,38.08,12.5,632295.27,16.93
1422342.23,38.08,12.5,632295.27,16.93
1422275.35,38.08,12.51,632227.37,16.93
1422019.61,38.09,12.51,632183.02,16.93
1421952.72,38.09,12.52,632185.79,16.94
1422142.18,38.1,12.53,633058.14,16.96
1422142.18,38.1,12.53,633058.14,16.96
1421842.57,38.1,12.53,632830.72,16.96
1421683.72,38.1,12.52,632672.22,16.95
1421427.98,38.1,12.53,632733.18,16.96
1421361.1,38.11,12.53,632801.93,16.97
1421361.1,38.11,12.53,632801.93,16.97
1421105.36,38.11,12.54,632754.52,16.97
1420849.62,38.11,12.54,632727.94,16.97
1420593.88,38.12,12.54,633051.45,16.99
1420338.14,38.12,12.55,633025.27,16.99
1420051.99,38.12,12.54,632815.5,16.99
1420233.04,38.13,12.55,633126.24,17.0
1419977.3,38.13,12.56,632888.77,16.99
1419590.51,38.12,12.55,632600.58,16.99
1419334.77,38.13,12.55,632754.51,17.0
1419524.22,38.14,12.56,632749.83,17.0
1419268.48,38.14,12.57,632747.11,17.0
1419268.48,38.14,12.57,632787.71,17.01
1419201.6,38.15,12.57,632888.1,17.01
1418945.86,38.15,12.58,632916.04,17.02
1418690.12,38.15,12.58,632819.33,17.02
1418690.12,38.15,12.58,632819.33,17.02
1418623.24,38.16,12.59,632787.78,17.02
1418556.36,38.17,12.59,632787.71,17.03
1418300.62,38.17,12.6,633763.29,17.06
1418300.62,38.17,12.6,633763.29,17.06
1418044.88,38.17,12.6,633755.89,17.06
1417789.14,38.18,12.6,633755.89,17.07
1417552.69,38.17,12.6,633466.46,17.06
1417485.81,38.18,12.61,633620.66,17.07
1417230.07,38.18,12.61,633490.71,17.07
1417163.19,38.19,12.62,633466.46,17.07
1416907.45,38.19,12.62,633466.46,17.08
1416651.71,38.2,12.62,633903.41,17.09
1416395.97,38.2,12.63,633800.58,17.09
1416469.83,38.21,12.64,633793.18,17.1
1416469.83,38.21,12.64,633793.18,17.1
1416214.1,38.21,12.64,633793.18,17.1
1414168.18,38.24,12.67,633793.18,17.14
1414168.18,38.24,12.67,633792.68,17.14
1414101.3,38.25,12.67,633949.83,17.15
1413845.56,38.25,12.68,633880.99,17.15
1413845.56,38.25,12.68,633880.99,17.15
1413589.83,38.25,12.68,633817.61,17.15
1413589.83,38.25,12.68,633817.61,17.15
1413334.09,38.26,12.68,633965.9,17.16
1413553.63,38.27,12.7,635137.32,17.2
1413297.89,38.28,12.7,635132.45,17.2
1413038.41,38.28,12.7,634777.81,17.19
1412782.67,38.28,12.71,634775.28,17.2
1412783.82,38.28,12.71,634776.24,17.2
1412528.08,38.28,12.71,634776.24,17.2
1412528.08,38.28,12.71,634778.81,17.2
1412272.34,38.29,12.71,634847.18,17.21
1411760.86,38.29,12.72,634902.55,17.22
1411950.31,38.3,12.73,634983.46,17.23
1411565.12,38.3,12.72,634778.81,17.22
1411565.12,38.3,12.72,634818.24,17.22
1411309.38,38.3,12.73,634878.24,17.23
1411309.38,38.3,12.73,634868.91,17.23
1411242.5,38.31,12.73,634863.8,17.23
1410986.76,38.31,12.74,634861.52,17.24
1410731.02,38.31,12.74,634978.08,17.25
1411017.37,38.33,12.75,634861.55,17.24
1410761.64,38.33,12.75,634861.52,17.25
1410694.75,38.34,12.76,635278.78,17.26
1410439.01,38.34,12.76,635161.12,17.27
1410439.01,38.34,12.76,635179.56,17.27
1410183.28,38.34,12.77,635453.89,17.28
1410184.42,38.34,12.77,635455.03,17.28
1409851.07,38.34,12.76,635467.45,17.28
1410137.42,38.35,12.78,635460.06,17.28
1409919.79,38.35,12.77,635243.22,17.28
1409664.06,38.35,12.78,635243.22,17.28
1409424.4,38.35,12.77,635341.12,17.29
1409425.54,38.35,12.77,635342.31,17.29
1409425.54,38.35,12.77,635342.31,17.29
1409169.8,38.35,12.78,635296.41,17.29
1408914.07,38.35,12.78,635902.88,17.31
1408658.33,38.36,12.78,635783.95,17.31
1408421.31,38.36,12.79,635640.88,17.31
1408345.07,38.37,12.79,635360.75,17.31
1408089.33,38.37,12.8,635355.88,17.31
1407833.59,38.37,12.8,635353.35,17.32
1407833.59,38.37,12.8,635448.81,17.32
1407577.85,38.38,12.8,635448.81,17.33
1407577.85,38.38,12.8,635448.81,17.33
1407696.8,38.39,12.81,636219.15,17.35
1407696.8,38.39,12.81,636258.57,17.35
1407629.92,38.39,12.82,636462.62,17.36
