ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7614-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
1206829.3,44.33,18.76,687927.22,25.27
1206829.3,44.33,18.76,687927.22,25.27
1206573.56,44.34,18.76,687919.82,25.28
1206317.83,44.34,18.77,687919.82,25.29
1206317.83,44.34,18.77,687919.82,25.29
1206321.26,44.34,18.77,688043.7,25.29
1206321.26,44.34,18.77,688043.7,25.29
1206065.52,44.35,18.78,688277.25,25.31
1205809.78,44.36,18.78,688470.1,25.33
1205554.04,44.36,18.79,688293.11,25.33
1205554.04,44.36,18.79,688293.11,25.33
1205554.04,44.36,18.79,688333.26,25.33
1205168.85,44.36,18.78,688086.18,25.33
1205672.64,44.39,18.82,689500.02,25.39
1205129.85,44.39,18.81,688587.02,25.36
1204874.11,44.4,18.82,688582.15,25.37
1204874.11,44.4,18.82,688569.75,25.37
1204145.89,44.39,18.81,687819.5,25.35
1204145.89,44.39,18.81,687880.82,25.36
1204343.75,44.4,18.83,687878.3,25.36
1204088.01,44.41,18.83,687941.12,25.37
1203832.27,44.41,18.84,687879.77,25.38
1203576.53,44.42,18.85,687919.49,25.39
1203576.53,44.42,18.85,687979.5,25.39
1203320.79,44.43,18.85,688652.14,25.43
1202955.92,44.42,18.85,688646.79,25.43
1203167.31,44.45,18.87,688819.1,25.45
1202911.57,44.45,18.88,688814.28,25.45
1202655.83,44.46,18.89,688811.7,25.46
1202845.28,44.48,18.9,689045.43,25.48
1202589.54,44.48,18.91,688908.45,25.48
1202663.41,44.5,18.92,688811.7,25.48
1202407.67,44.5,18.93,689896.27,25.53
1202238.4,44.51,18.94,689637.29,25.53
1201957.17,44.52,18.94,689678.29,25.54
1201957.17,44.52,18.94,689690.54,25.55
1201957.17,44.52,18.94,689690.54,25.55
1201701.43,44.53,18.95,689683.14,25.55
1201701.43,44.53,18.95,689683.14,25.55
1201445.7,44.53,18.96,689683.14,25.56
1201446.84,44.53,18.96,689732.83,25.57
1201076.84,44.53,18.95,689362.83,25.56
1200335.25,44.51,18.94,688552.04,25.53
1200336.4,44.51,18.94,688553.54,25.53
1200080.66,44.52,18.95,688553.54,25.54
1199824.92,44.53,18.95,688946.46,25.57
1199827.2,44.53,18.95,688947.64,25.57
1200016.66,44.54,18.97,688795.46,25.57
1199949.77,44.55,18.98,689328.43,25.59
1200033.0,44.57,18.99,689367.71,25.6
1199790.81,44.58,19.0,689578.55,25.62
1199794.24,44.58,19.0,689582.28,25.62
1199407.68,44.57,19.0,689158.45,25.61
1199221.9,44.57,18.99,688941.87,25.6
1199225.33,44.57,18.99,688942.85,25.6
1198969.6,44.57,19.0,688937.98,25.61
1198713.86,44.58,19.01,688935.45,25.62
1198458.12,44.59,19.01,689210.51,25.64
1198458.12,44.59,19.01,689210.51,25.64
1198391.24,44.6,19.02,689001.56,25.64
1198324.35,44.61,19.04,688953.33,25.65
1198068.61,44.62,19.04,688935.45,25.66
1197812.88,44.62,19.05,689414.76,25.68
1197557.14,44.63,19.06,689274.64,25.69
1197301.4,44.64,19.06,689269.47,25.7
1197490.85,44.65,19.08,689267.24,25.7
1197235.11,44.66,19.09,689415.36,25.72
1197235.11,44.66,19.09,689415.36,25.72
1196979.37,44.67,19.09,689302.4,25.72
1196822.8,44.66,19.09,689145.83,25.72
1196822.8,44.66,19.09,689145.83,25.72
1196567.06,44.67,19.1,689129.36,25.73
1196311.32,44.68,19.1,689736.89,25.76
1195944.86,44.67,19.1,689754.24,25.76
1196050.16,44.69,19.12,689736.47,25.77
1196050.16,44.69,19.12,689776.97,25.77
1195794.42,44.7,19.13,689772.1,25.78
1195538.68,44.71,19.13,689769.57,25.79
1194903.18,44.7,19.13,689203.78,25.78
1195092.63,44.71,19.14,689203.78,25.79
1194836.89,44.72,19.15,689467.91,25.81
1194581.15,44.73,19.16,689358.11,25.81
1194655.02,44.74,19.17,690280.57,25.85
1194588.13,44.75,19.18,689986.07,25.85
1194716.45,44.77,19.19,690169.39,25.86
1194716.45,44.77,19.19,690158.67,25.86
1194716.45,44.77,19.19,690158.67,25.86
1194460.71,44.78,19.2,690158.67,25.87
1194589.02,44.79,19.22,690158.67,25.88
1194589.02,44.79,19.22,690128.89,25.88
1194590.16,44.79,19.22,690138.61,25.88
1194204.97,44.78,19.21,690157.97,25.88
1193949.23,44.79,19.22,690160.95,25.89
1193950.37,44.79,19.22,690210.68,25.89
1194139.83,44.81,19.23,690207.71,25.9
1193884.09,44.81,19.24,690207.71,25.91
1193508.9,44.81,19.23,690231.57,25.91
1193253.16,44.81,19.24,690231.41,25.92
1192997.42,44.82,19.25,690207.71,25.93
1192930.54,44.83,19.26,690828.79,25.96
1192930.54,44.83,19.26,690828.79,25.96
1192863.66,44.84,19.27,690823.67,25.97
1192937.52,44.86,19.28,690821.39,25.98
1192937.52,44.86,19.28,690821.39,25.98
1192681.78,44.86,19.29,691066.08,26.0
1192426.04,44.87,19.3,690842.5,26.0
1192106.04,44.87,19.29,690522.5,25.99
1191850.3,44.87,19.3,690501.39,26.0
1191850.3,44.87,19.3,690501.39,26.0
1191783.42,44.88,19.31,691023.76,26.02
1191527.68,44.89,19.32,690880.45,26.03
1191528.82,44.89,19.32,690894.77,26.03
1191273.09,44.9,19.32,691216.82,26.05
1191017.35,44.91,19.33,691288.86,26.06
1190950.46,44.92,19.34,691279.03,26.07
1190950.46,44.92,19.34,691267.13,26.07
1190694.73,44.92,19.35,691291.4,26.08
1190694.73,44.92,19.35,691289.36,26.08
1190884.18,44.94,19.37,691216.92,26.08
1190628.44,44.95,19.37,691228.01,26.09
1190561.56,44.96,19.38,691755.81,26.12
1190635.42,44.97,19.4,691790.58,26.13
1190379.68,44.98,19.41,692365.75,26.16
1190453.54,44.99,19.42,692358.36,26.17
1190453.54,44.99,19.42,692358.36,26.17
1190453.54,44.99,19.42,692358.36,26.17
1190197.81,45.0,19.43,692358.36,26.18
1189942.07,45.01,19.43,692655.56,26.2
1189942.07,45.01,19.43,692655.56,26.2
1189875.18,45.02,19.44,692391.88,26.2
1189875.18,45.02,19.44,692391.88,26.2
1189808.3,45.03,19.46,692363.01,26.2
1189552.56,45.04,19.46,693049.52,26.24
1189296.83,45.04,19.47,693036.88,26.25
1189041.09,45.05,19.48,692926.72,26.25
1189041.09,45.05,19.48,692926.72,26.25
1189041.09,45.05,19.48,692926.72,26.25
1188785.35,45.06,19.49,692921.85,26.26
1188859.21,45.07,19.5,692919.32,26.27
1188603.47,45.08,19.51,693154.83,26.29
1188606.9,45.08,19.51,693158.8,26.29
1188351.16,45.09,19.51,692987.97,26.29
1188095.42,45.1,19.52,692923.29,26.3
1188095.42,45.1,19.52,692920.51,26.3
1188223.74,45.11,19.54,693769.56,26.34
1188040.09,45.12,19.55,693848.28,26.35
1187720.41,45.13,19.55,693642.32,26.35
1187464.67,45.13,19.56,693637.44,26.36
1187464.67,45.13,19.56,693637.44,26.36
1187397.79,45.14,19.57,693634.92,26.37
1187397.79,45.14,19.57,693634.92,26.37
1187142.05,45.15,19.58,693720.25,26.39
1186886.31,45.16,19.59,693640.88,26.39
1186630.57,45.17,19.59,693635.39,26.4
1186374.84,45.17,19.6,693634.96,26.41
1186119.1,45.18,19.61,693662.18,26.42
1185819.49,45.18,19.6,693292.39,26.41
1185662.92,45.17,19.6,693136.24,26.41
1185596.04,45.18,19.61,693478.92,26.43
1185296.44,45.18,19.6,693108.45,26.42
1185229.56,45.19,19.62,693103.33,26.43
1184844.37,45.18,19.61,692677.02,26.41
1184777.48,45.19,19.62,692674.74,26.42
1184521.75,45.2,19.63,692674.74,26.43
1184521.75,45.2,19.63,692636.24,26.43
1184266.01,45.21,19.64,692699.77,26.44
1184056.41,45.21,19.63,692630.42,26.44
1183800.67,45.21,19.64,692566.9,26.45
1183800.67,45.21,19.64,692566.9,26.45
1183800.67,45.21,19.64,692546.67,26.45
1183544.93,45.22,19.65,692546.67,26.46
1183544.93,45.22,19.65,692546.67,26.46
1183544.93,45.22,19.65,692523.72,26.46
1183289.19,45.23,19.65,693036.65,26.49
1183033.45,45.24,19.66,692830.17,26.49
1182966.57,45.25,19.67,692825.05,26.5
1182710.83,45.25,19.68,692822.77,26.51
1182710.83,45.25,19.68,692809.31,26.51
1182710.83,45.25,19.68,692809.31,26.51
1182455.09,45.26,19.69,692809.31,26.52
1182199.35,45.27,19.7,692875.84,26.53
1182132.47,45.28,19.71,692840.7,26.54
1182065.59,45.29,19.72,692809.31,26.55
1181809.85,45.3,19.73,692859.11,26.56
1181742.97,45.31,19.74,693554.86,26.59
1181487.23,45.32,19.75,693547.46,26.6
1181167.23,45.31,19.74,693227.46,26.59
1181356.68,45.33,19.75,693227.46,26.6
1181289.8,45.34,19.77,693458.06,26.62
1181133.23,45.34,19.76,693299.03,26.61
1181066.34,45.35,19.77,693141.41,26.61
1180722.3,45.34,19.77,692844.3,26.61
1180466.56,45.35,19.77,692801.38,26.61
1180210.82,45.36,19.78,692771.31,26.62
1180210.82,45.36,19.78,692745.28,26.62
1179955.08,45.36,19.79,693598.37,26.67
1179699.34,45.37,19.8,693547.2,26.67
1179700.48,45.37,19.8,693595.59,26.68
1179700.48,45.37,19.8,693630.12,26.68
1179633.6,45.38,19.81,693625.0,26.69
1179248.41,45.38,19.8,693260.44,26.68
1179181.53,45.39,19.81,693258.16,26.68
1179181.53,45.39,19.81,693258.16,26.68
1179370.98,45.4,19.83,693258.16,26.69
1179373.27,45.4,19.83,693297.33,26.69
1179117.53,45.41,19.84,693522.79,26.71
1179117.53,45.41,19.84,693522.79,26.71
1179117.53,45.41,19.84,693522.79,26.71
1179117.53,45.41,19.84,693522.79,26.71
1179050.65,45.42,19.85,693321.9,26.71
1178983.76,45.43,19.86,693297.85,26.72
1178916.88,45.45,19.87,694333.19,26.77
1178916.88,45.45,19.87,694333.19,26.77
1178916.88,45.45,19.87,694333.19,26.77
1178635.08,45.44,19.87,694051.38,26.76
1178708.94,45.46,19.88,694534.81,26.78
1178642.06,45.47,19.89,694529.7,26.79
1178246.87,45.46,19.89,694316.37,26.79
1178253.73,45.46,19.89,694374.68,26.79
1178186.85,45.47,19.9,694372.4,26.8
1177931.11,45.48,19.91,694372.4,26.81
1177675.37,45.49,19.91,694416.44,26.82
1177419.63,45.49,19.92,694372.4,26.83
1177352.75,45.51,19.93,694372.4,26.84
1177097.01,45.51,19.94,694958.9,26.87
1176841.27,45.52,19.95,694883.76,26.88
1176585.53,45.53,19.96,694878.89,26.89
1176329.79,45.54,19.96,694876.36,26.9
1176403.66,45.55,19.98,695142.45,26.92
1176147.92,45.56,19.99,694908.26,26.92
1176081.03,45.57,20.0,694876.36,26.93
1176278.89,45.59,20.01,695531.93,26.96
1176283.58,45.59,20.01,695537.21,26.96
1176283.58,45.59,20.01,695481.64,26.95
1176027.84,45.59,20.02,695265.34,26.96
1175772.1,45.6,20.03,695821.2,26.99
1175516.36,45.61,20.04,695816.33,27.0
1175449.48,45.62,20.05,695813.8,27.01
1175065.89,45.62,20.04,695393.12,26.99
1174810.15,45.62,20.05,695393.12,27.01
1174999.6,45.64,20.07,695537.96,27.02
1174999.6,45.64,20.07,695530.7,27.02
1174614.41,45.63,20.06,695464.51,27.02
1174803.86,45.65,20.07,695385.86,27.02
1174548.13,45.66,20.08,696329.47,27.07
1174481.24,45.67,20.09,696088.51,27.07
1174271.64,45.66,20.09,695899.03,27.06
1174015.9,45.67,20.1,695852.92,27.07
1173633.0,45.66,20.09,695696.38,27.07
1173377.26,45.67,20.1,695688.98,27.08
1173121.52,45.68,20.11,695688.98,27.09
1172865.78,45.69,20.11,695989.84,27.11
1172610.04,45.7,20.12,695833.58,27.12
1172612.33,45.7,20.12,695896.04,27.12
1172454.62,45.69,20.12,695738.69,27.11
1172198.88,45.7,20.13,695821.48,27.13
1172116.08,45.72,20.14,696926.64,27.18
1172067.16,45.73,20.16,696272.89,27.17
1172067.16,45.73,20.16,696272.89,27.17
1171431.66,45.72,20.15,695594.09,27.15
1171175.92,45.73,20.16,695589.22,27.16
1171175.92,45.73,20.16,695589.22,27.16
1171365.37,45.75,20.17,695586.69,27.17
1171109.64,45.76,20.18,695687.72,27.18
1171109.64,45.76,20.18,695687.72,27.18
1171042.75,45.77,20.19,695636.77,27.19
1171042.75,45.77,20.19,695757.75,27.19
1170787.01,45.78,20.2,695709.89,27.2
1170531.28,45.78,20.21,696165.59,27.23
1170464.39,45.8,20.22,696199.77,27.24
1170208.66,45.8,20.23,696301.39,27.25
1170208.66,45.8,20.23,696301.39,27.25
1169952.92,45.81,20.24,696301.39,27.26
1169567.73,45.8,20.23,696144.99,27.26
1167521.82,45.87,20.29,696144.99,27.35
1167362.96,45.86,20.29,695986.5,27.34
1167491.27,45.88,20.31,695986.5,27.35
1167332.41,45.88,20.3,695827.94,27.35
1167012.41,45.87,20.3,695507.94,27.34
1166756.67,45.88,20.3,695508.34,27.35
1166756.67,45.88,20.3,695498.58,27.35
1166457.07,45.87,20.3,695212.39,27.34
1166390.19,45.88,20.31,695211.99,27.35
1166390.19,45.88,20.31,695211.99,27.35
1166579.64,45.9,20.33,695211.99,27.35
1166323.9,45.91,20.33,695446.95,27.37
1166068.16,45.92,20.34,695214.64,27.38
1165682.97,45.91,20.34,695746.05,27.4
1165427.23,45.92,20.34,695702.24,27.41
1165171.5,45.93,20.35,695694.84,27.42
1164915.76,45.93,20.36,695694.84,27.43
1164921.59,45.93,20.36,695744.46,27.43
1164665.85,45.94,20.37,695899.88,27.45
1164410.12,45.95,20.38,695853.03,27.46
1164343.23,45.96,20.39,695823.19,27.47
1164087.49,45.97,20.4,695787.22,27.48
1163882.36,45.97,20.39,695490.97,27.47
1163626.62,45.97,20.4,695815.68,27.49
1163370.88,45.98,20.41,695601.43,27.49
1163373.29,45.98,20.41,695602.57,27.49
1163562.74,46.0,20.42,695597.89,27.5
1163307.0,46.01,20.43,695595.17,27.51
1163307.0,46.01,20.43,695595.17,27.51
1163051.27,46.01,20.44,695595.17,27.52
1162795.53,46.02,20.45,695683.9,27.53
1162539.79,46.03,20.46,695595.66,27.54
1162284.05,46.04,20.47,696258.36,27.58
1162066.09,46.05,20.47,695919.5,27.58
1162032.88,46.06,20.48,696398.07,27.6
1161927.38,46.06,20.49,696195.17,27.6
1161671.64,46.07,20.49,696187.78,27.61
1161415.9,46.08,20.5,696187.78,27.62
1161605.36,46.09,20.52,696786.22,27.65
1161220.16,46.09,20.51,696592.11,27.65
1160964.43,46.09,20.52,696464.66,27.65
1160736.77,46.1,20.53,698066.68,27.73
1161212.48,46.14,20.57,697493.88,27.71
1160792.13,46.14,20.56,696958.61,27.7
1160793.27,46.14,20.56,696968.33,27.7
1160537.53,46.15,20.57,696963.51,27.71
1160281.79,46.15,20.58,696960.93,27.72
1160281.79,46.15,20.58,696960.93,27.72
1160282.94,46.15,20.58,696975.82,27.72
1160027.2,46.16,20.59,697250.88,27.75
1159771.46,46.17,20.6,697032.14,27.75
1159515.72,46.18,20.61,697808.07,27.79
1159515.72,46.18,20.61,697808.07,27.79
1159320.53,46.18,20.6,697747.96,27.79
1159083.51,46.18,20.61,697585.61,27.8
1159083.51,46.18,20.61,697658.2,27.8
1159083.51,46.18,20.61,697655.73,27.8
1159083.51,46.18,20.61,697655.73,27.8
1159091.42,46.2,20.63,697478.8,27.8
1159091.42,46.2,20.63,697478.8,27.8
1158618.48,46.2,20.63,697147.0,27.8
1158269.22,46.2,20.63,696842.87,27.8
1158269.22,46.2,20.63,696842.87,27.8
1158013.49,46.21,20.63,696838.0,27.81
1158013.49,46.21,20.63,696838.0,27.81
1158013.49,46.21,20.63,696828.74,27.81
1158299.84,46.23,20.65,696826.21,27.81
1158044.1,46.23,20.66,696969.9,27.83
1157926.74,46.23,20.66,696834.8,27.82
1157671.0,46.24,20.67,697169.15,27.85
1157415.26,46.25,20.68,697052.26,27.85
1157214.92,46.25,20.67,697449.43,27.87
1157404.37,46.26,20.69,697192.0,27.87
1157186.41,46.27,20.7,697848.51,27.9
1157186.41,46.27,20.7,697848.51,27.9
1157186.41,46.27,20.7,697848.51,27.9
1157186.41,46.27,20.7,697848.51,27.9
1157313.67,46.28,20.71,697707.64,27.9
1157057.93,46.29,20.72,697700.24,27.91
1157057.93,46.29,20.72,697700.24,27.91
1157187.58,46.3,20.73,698038.81,27.93
1157187.58,46.3,20.73,698038.81,27.93
1157377.03,46.32,20.74,698038.81,27.93
1157121.29,46.33,20.75,698457.32,27.96
1157121.29,46.33,20.75,698457.32,27.96
1156736.1,46.32,20.75,698259.9,27.96
1156480.36,46.33,20.75,698052.74,27.96
1156388.09,46.34,20.77,700165.32,28.06
1156588.98,46.37,20.79,699718.49,28.05
1156588.98,46.37,20.79,699718.49,28.05
1157000.0,46.39,20.82,699657.06,28.05
1157189.45,46.41,20.83,699652.38,28.06
1157189.45,46.41,20.83,699638.81,28.06
1156933.72,46.42,20.84,699636.1,28.07
1156677.98,46.42,20.85,699636.1,28.08
1156422.24,46.43,20.86,699810.22,28.1
1156166.5,46.44,20.87,699836.02,28.11
1155910.76,46.45,20.87,700692.89,28.16
1155692.8,46.46,20.88,699922.41,28.14
1155692.8,46.46,20.88,699943.63,28.14
1155692.8,46.46,20.88,699943.63,28.14
1155649.59,46.47,20.89,700451.36,28.16
1154827.0,46.45,20.88,699613.11,28.14
1154571.26,46.46,20.89,699608.24,28.15
1154315.52,46.47,20.89,699605.72,28.16
1154316.66,46.47,20.89,699607.43,28.16
1153681.16,46.46,20.89,698873.39,28.15
1153681.16,46.46,20.89,698873.39,28.15
1153681.16,46.46,20.89,698873.39,28.15
1153425.42,46.47,20.9,699065.03,28.16
1153358.54,46.48,20.91,699081.53,28.17
1153361.97,46.48,20.91,699083.61,28.17
1153106.23,46.49,20.92,698886.35,28.18
1153392.58,46.51,20.93,699073.46,28.19
1153325.7,46.52,20.95,699866.34,28.23
1153069.96,46.53,20.96,699716.43,28.24
1153003.08,46.54,20.97,699785.17,28.25
1152747.34,46.55,20.98,699753.89,28.26
1152491.6,46.56,20.98,699750.8,28.27
1152235.86,46.57,20.99,699728.78,28.28
1152168.98,46.58,21.01,699709.03,28.29
1152171.27,46.58,21.01,699751.33,28.29
1151915.53,46.59,21.01,700173.02,28.32
1151848.64,46.6,21.03,700212.95,28.33
1151592.91,46.61,21.04,700172.13,28.34
1151263.1,46.6,21.03,699921.17,28.33
1151007.36,46.61,21.04,699916.35,28.35
1151081.23,46.63,21.05,699913.77,28.35
1150825.49,46.64,21.06,700251.8,28.38
1150569.75,46.65,21.07,700000.88,28.38
1150569.75,46.65,21.07,700000.88,28.38
1150502.87,46.66,21.08,699913.77,28.38
1150247.13,46.67,21.09,700785.48,28.43
1150180.25,46.68,21.11,700605.1,28.43
1150180.25,46.68,21.11,700605.1,28.43
1150113.36,46.69,21.12,700682.53,28.45
1150114.51,46.69,21.12,700684.04,28.45
1150114.51,46.69,21.12,700684.04,28.45
1149858.77,46.7,21.13,700679.21,28.46
1147812.86,46.77,21.2,700671.81,28.55
1147557.12,46.78,21.2,700669.24,28.56
1147301.38,46.79,21.21,700791.15,28.58
1147045.64,46.8,21.22,700744.82,28.59
1147235.09,46.81,21.24,700669.24,28.59
1146979.35,46.82,21.25,701255.58,28.63
1146732.98,46.83,21.26,700872.95,28.62
1146490.79,46.84,21.27,701154.37,28.65
1146423.91,46.85,21.28,701149.25,28.65
1146168.17,46.86,21.29,701146.97,28.67
1146168.17,46.86,21.29,701146.97,28.67
1146168.17,46.86,21.29,701146.97,28.67
1146349.22,46.88,21.3,701204.6,28.67
1146093.48,46.89,21.31,701167.24,28.68
1146093.48,46.89,21.31,701167.24,28.68
1146167.35,46.9,21.33,701146.97,28.69
1146167.35,46.9,21.33,701146.97,28.69
1146100.47,46.91,21.34,701489.62,28.71
1145844.73,46.92,21.35,701611.45,28.73
1145588.99,46.93,21.36,701877.28,28.75
1145333.25,46.94,21.37,701816.44,28.76
1145077.51,46.95,21.38,701563.13,28.76
1145077.51,46.95,21.38,701563.13,28.76
1144821.77,46.96,21.38,701519.77,28.77
1144821.77,46.96,21.38,701519.77,28.77
1144664.06,46.95,21.38,701362.06,28.77
1144265.95,46.95,21.37,700946.92,28.76
1144265.95,46.95,21.37,700946.92,28.76
1142220.04,47.02,21.44,700939.52,28.85
1142220.04,47.02,21.44,700939.52,28.85
1141920.44,47.01,21.44,700769.51,28.85
1141920.44,47.01,21.44,700769.51,28.85
1141920.44,47.01,21.44,700771.33,28.85
1141533.65,47.0,21.43,700788.54,28.86
1141374.79,47.0,21.43,700630.11,28.85
1141374.79,47.0,21.43,700630.11,28.85
1141564.24,47.02,21.44,702591.0,28.94
1141536.83,47.04,21.46,702877.74,28.96
1141726.28,47.05,21.48,702873.06,28.97
1142235.6,47.09,21.52,702932.22,28.98
1141979.86,47.1,21.53,702929.5,28.99
1141979.86,47.1,21.53,702950.72,28.99
1141382.41,47.1,21.52,702014.27,28.97
1141126.67,47.11,21.53,702336.06,28.99
1140917.07,47.1,21.53,702032.08,28.98
1140284.47,47.09,21.52,701381.74,28.97
1140028.73,47.1,21.53,701158.99,28.97
1139772.99,47.11,21.54,701349.62,28.99
1139775.28,47.11,21.54,701352.01,28.99
1139775.28,47.11,21.54,701352.01,28.99
1139538.26,47.12,21.55,701449.07,29.0
1139538.26,47.12,21.55,701449.07,29.0
1139462.02,47.13,21.56,701998.29,29.04
1139245.35,47.14,21.57,701743.26,29.04
1138989.61,47.15,21.58,701735.86,29.05
1138922.73,47.16,21.59,701735.86,29.06
1138922.73,47.16,21.59,701735.86,29.06
1138922.73,47.16,21.59,701735.86,29.06
1138610.25,47.16,21.58,701424.94,29.05
1138501.4,47.16,21.58,701346.2,29.05
1138245.66,47.16,21.59,701440.95,29.07
1138245.66,47.16,21.59,701441.52,29.07
1138245.66,47.16,21.59,701441.52,29.07
1138245.66,47.16,21.59,701441.52,29.07
1138435.11,47.18,21.61,701385.39,29.07
1138179.37,47.19,21.62,701346.78,29.08
1138180.51,47.19,21.62,701359.56,29.08
1137795.32,47.18,21.61,701799.36,29.1
1137539.58,47.19,21.62,701528.86,29.1
1137737.43,47.21,21.64,702044.63,29.13
1137737.43,47.21,21.64,702044.63,29.13
1137670.55,47.22,21.65,702176.75,29.15
1137603.67,47.24,21.66,702171.63,29.16
1137451.43,47.23,21.66,702082.44,29.16
1137640.88,47.25,21.68,702080.16,29.16
1137574.0,47.26,21.69,702080.16,29.17
1137507.12,47.28,21.7,702116.06,29.18
1137251.38,47.29,21.71,702138.96,29.19
1136965.23,47.28,21.71,702463.26,29.21
1137154.68,47.3,21.73,702369.69,29.21
1136908.3,47.31,21.73,702255.43,29.22
1136995.72,47.33,21.75,703641.59,29.29
1136995.72,47.33,21.75,703641.59,29.29
1136739.98,47.33,21.76,703636.41,29.3
1136739.98,47.33,21.76,703636.41,29.3
1136484.24,47.34,21.77,703634.19,29.31
1136484.24,47.34,21.77,703634.19,29.31
1136484.24,47.34,21.77,703634.19,29.31
1136177.98,47.34,21.76,703250.44,29.3
1135922.24,47.35,21.77,703295.73,29.31
1136111.69,47.36,21.79,703250.44,29.32
1135855.95,47.37,21.8,703250.44,29.33
1135569.8,47.37,21.79,703534.17,29.35
1135314.06,47.38,21.8,703250.76,29.35
1135058.32,47.39,21.81,703597.58,29.37
1134802.58,47.4,21.82,703393.91,29.38
1134546.85,47.4,21.83,703386.52,29.39
1134291.11,47.41,21.84,703573.43,29.41
1134035.37,47.42,21.85,703916.72,29.44
1134035.37,47.42,21.85,704063.52,29.44
1134233.22,47.44,21.87,703545.2,29.43
1133977.48,47.45,21.88,704993.8,29.5
1133797.29,47.46,21.89,704875.22,29.51
1133797.29,47.46,21.89,704875.22,29.51
1133936.52,47.48,21.91,703935.52,29.47
1133680.79,47.49,21.91,703930.7,29.49
1133550.78,47.5,21.93,704621.86,29.53
1133295.04,47.51,21.93,704619.29,29.54
1133298.47,47.51,21.93,704621.69,29.54
1133042.73,47.52,21.94,704621.69,29.55
1132786.99,47.53,21.95,704776.75,29.57
1132275.51,47.55,21.97,705090.29,29.61
1132208.63,47.56,21.99,704895.12,29.61
1132208.63,47.56,21.99,704895.12,29.61
1132141.75,47.57,22.0,704928.14,29.62
1131886.01,47.58,22.01,704923.27,29.63
1131630.27,47.59,22.02,704920.74,29.65
1131374.53,47.6,22.03,705034.47,29.66
1130980.89,47.59,22.02,704583.51,29.65
1130725.15,47.6,22.03,704505.66,29.66
1130469.41,47.61,22.04,704470.02,29.67
1130213.67,47.62,22.05,704694.13,29.69
1130213.67,47.62,22.05,704694.13,29.69
1130213.67,47.62,22.05,704694.13,29.69
1129957.93,47.63,22.06,704525.64,29.7
1129702.19,47.64,22.07,704469.78,29.71
1129702.19,47.64,22.07,704469.78,29.71
1129891.64,47.66,22.08,704465.1,29.71
1129891.64,47.66,22.08,704465.1,29.71
1129824.76,47.67,22.1,704462.38,29.72
1129569.02,47.68,22.11,704462.38,29.74
1129357.67,47.68,22.1,704262.53,29.73
1129357.67,47.68,22.1,704262.53,29.73
1129101.93,47.68,22.11,704515.05,29.75
1129101.93,47.68,22.11,704515.05,29.75
1128846.19,47.69,22.12,704295.61,29.76
1128779.31,47.71,22.13,704262.53,29.77
1128523.57,47.72,22.14,705115.2,29.81
1128267.83,47.73,22.15,704954.26,29.82
1128200.95,47.74,22.17,704949.14,29.83
1127945.21,47.75,22.18,704946.86,29.84
1127689.48,47.76,22.18,705005.81,29.86
1127433.74,47.77,22.19,704975.69,29.87
1127433.74,47.77,22.19,704975.69,29.87
1127178.0,47.78,22.2,704948.38,29.88
1126922.26,47.79,22.21,705245.34,29.91
1126922.26,47.79,22.21,705245.34,29.91
1126666.52,47.8,22.22,705162.04,29.91
1126666.52,47.8,22.22,705162.04,29.91
1126410.78,47.81,22.23,705133.56,29.93
1126155.04,47.81,22.24,705126.16,29.94
1125899.3,47.82,22.25,705234.86,29.96
1125899.3,47.82,22.25,705234.86,29.96
1125643.56,47.83,22.26,705213.5,29.97
1125643.56,47.83,22.26,705213.5,29.97
1125643.56,47.83,22.26,705213.5,29.97
1125643.56,47.83,22.26,705213.5,29.97
1125387.83,47.84,22.27,705223.5,29.98
1125461.69,47.86,22.29,705126.16,29.99
1125224.67,47.87,22.3,706133.43,30.04
1125224.67,47.87,22.3,706133.43,30.04
1125224.67,47.87,22.3,706213.75,30.04
1125224.67,47.87,22.3,706213.75,30.04
1125148.43,47.88,22.31,705358.23,30.02
1124883.33,47.89,22.32,705613.74,30.04
1124816.45,47.91,22.33,705608.62,30.05
1124816.45,47.91,22.33,705608.62,30.05
1124560.71,47.92,22.34,705606.34,30.06
1124304.97,47.92,22.35,705697.23,30.08
1124306.11,47.92,22.35,705698.56,30.08
1124308.4,47.93,22.35,705717.99,30.08
1124308.4,47.93,22.35,705717.99,30.08
1124052.66,47.93,22.36,705652.93,30.09
1123796.92,47.94,22.37,705627.1,30.1
1123541.18,47.95,22.38,705824.31,30.13
1123285.44,47.96,22.39,705659.83,30.13
1123359.31,47.98,22.41,706138.91,30.16
