ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
716,2236,1947950,6212,1975340
716,2236,1948760,6212,1976150
717,2244,1949410,6212,1976800
717,2244,1950410,6212,1977800
717,2244,1951410,6212,1978800
717,2244,1952220,6212,1979610
717,2244,1952450,6212,1979840
717,2244,1953450,6212,1980840
717,2244,1954260,6212,1981650
718,2252,1962260,6212,1989650
718,2252,1963260,6212,1990650
718,2252,1964070,6212,1991460
719,2260,1965070,6212,1992460
719,2260,1965540,6212,1992930
719,2260,1966350,6212,1993740
719,2260,1967160,6212,1994550
719,2260,1967810,6212,1995200
720,2268,1968810,6212,1996200
720,2268,1968810,6212,1997200
720,2268,1969810,6212,1998200
720,2268,1970040,6212,1998430
720,2268,1971040,6212,1999430
720,2268,1971040,6212,2000430
720,2268,1971500,6212,2000890
720,2268,1971970,6212,2001360
720,2268,1972970,6212,2002360
720,2268,1973970,6212,2003360
720,2268,1974240,6212,2003630
720,2268,1974240,6212,2003630
720,2268,1975240,6212,2004630
720,2268,1975350,6212,2004740
720,2268,1975350,6212,2004740
721,2276,1976350,6212,2005740
721,2276,1977350,6212,2006740
721,2276,1978350,6212,2007740
721,2276,1978350,6212,2008210
721,2276,1979350,6212,2009210
721,2276,1980160,6212,2010020
721,2276,1981160,6212,2011020
721,2276,1981970,6212,2011830
721,2276,1982780,6212,2012640
722,2284,1983780,6212,2013640
722,2284,1984780,6212,2014640
722,2284,1985100,6212,2014960
722,2284,1985100,6212,2014960
722,2284,1986100,6212,2015960
722,2284,1986570,6212,2016430
722,2284,1987570,6212,2017430
722,2284,1988570,6212,2018430
722,2284,1989380,6212,2019240
722,2284,1989380,6212,2019240
722,2284,1990380,6212,2020240
723,2292,1991380,6212,2021240
723,2292,1991380,6212,2021240
723,2292,1992380,6212,2022240
723,2292,1993380,6212,2023240
723,2292,1994380,6212,2024240
723,2292,1994380,6212,2024240
723,2292,1995190,6212,2025050
723,2292,1996190,6212,2026050
723,2292,1997190,6212,2027050
723,2292,1998190,6212,2028050
724,2300,1999190,6212,2029050
724,2300,1999840,6212,2029700
724,2300,2000840,6212,2030700
724,2300,2001840,6212,2031700
724,2300,2002840,6212,2032700
724,2300,2003840,6212,2033700
724,2300,2003840,6212,2033700
724,2300,2004650,6212,2034510
724,2300,2005240,6212,2035100
725,2308,2006240,6212,2036100
725,2308,2007240,6212,2037100
725,2308,2008240,6212,2038100
725,2308,2008790,6212,2038650
725,2308,2009790,6212,2039650
725,2308,2010790,6212,2040650
725,2308,2011790,6212,2041650
725,2308,2011790,6212,2041650
725,2308,2012600,6212,2042460
725,2308,2013410,6212,2043270
725,2308,2013880,6212,2043740
726,2316,2014880,6212,2044740
726,2316,2015880,6212,2045740
726,2316,2016350,6212,2046210
726,2316,2016810,6212,2046670
726,2316,2017620,6212,2047480
726,2316,2018090,6212,2047950
726,2316,2018560,6212,2048420
726,2316,2019560,6212,2049420
727,2324,2020030,6212,2049890
727,2324,2021030,6212,2050890
727,2324,2021500,6212,2051360
727,2324,2021500,6212,2051360
727,2324,2022500,6212,2052360
727,2324,2022500,6212,2052360
727,2324,2023500,6212,2053360
727,2324,2024500,6212,2054360
727,2324,2025310,6212,2055170
727,2324,2026310,6212,2056170
727,2324,2026790,6212,2056650
728,2332,2027260,6212,2057120
728,2332,2027260,6212,2057120
728,2332,2028260,6212,2058120
728,2332,2028260,6212,2058120
728,2332,2032260,6212,2062120
728,2332,2032260,6212,2062120
728,2332,2032720,6212,2062580
728,2332,2032720,6212,2063580
728,2332,2033720,6212,2064580
728,2332,2034190,6212,2065050
729,2340,2034840,6212,2065700
729,2340,2035840,6212,2066700
729,2340,2036840,6212,2067700
729,2340,2037310,6212,2068170
729,2340,2038120,6212,2068980
729,2340,2038120,6212,2068980
729,2340,2038930,6212,2069790
729,2340,2038930,6212,2069790
729,2340,2039400,6212,2070260
729,2340,2040210,6212,2071070
729,2340,2041210,6212,2072070
729,2340,2042020,6212,2072880
729,2340,2042490,6212,2073350
730,2348,2042960,6212,2073820
730,2348,2043960,6212,2074820
730,2348,2044960,6212,2075820
730,2348,2045960,6212,2076820
730,2348,2046430,6212,2077290
730,2348,2046430,6212,2077290
730,2348,2046750,6212,2077610
730,2348,2047220,6212,2078080
730,2348,2047690,6212,2078550
730,2348,2048500,6212,2079360
730,2348,2048960,6212,2079820
730,2348,2049770,6212,2080630
730,2348,2050320,6212,2081180
731,2356,2051320,6212,2082180
731,2356,2052320,6212,2083180
731,2356,2053320,6212,2084180
731,2356,2053320,6212,2085180
731,2356,2054130,6212,2085990
731,2356,2054130,6212,2085990
731,2356,2054240,6212,2086100
731,2356,2054710,6212,2086570
731,2356,2055710,6212,2087570
731,2356,2056710,6212,2088570
731,2356,2057360,6212,2089220
731,2356,2058360,6212,2090220
731,2356,2058360,6212,2090220
731,2356,2058360,6212,2090220
731,2356,2058470,6212,2090330
732,2364,2059280,6212,2091140
732,2364,2059500,6212,2091360
732,2364,2060500,6212,2092360
732,2364,2060500,6212,2092360
732,2364,2060970,6212,2092830
732,2364,2061440,6212,2093300
732,2364,2062440,6212,2094300
732,2364,2063440,6212,2095300
732,2364,2064440,6212,2096300
732,2364,2065440,6212,2097300
732,2364,2066440,6212,2098300
732,2364,2067250,6212,2099110
733,2372,2068250,6212,2100110
733,2372,2069250,6212,2101110
733,2372,2069410,6212,2101270
733,2372,2069880,6212,2101740
733,2372,2070880,6212,2102740
733,2372,2070880,6212,2102740
733,2372,2071880,6212,2103740
733,2372,2071880,6212,2104390
733,2372,2071880,6212,2105200
733,2372,2072880,6212,2106200
733,2372,2072880,6212,2107200
733,2372,2073880,6212,2108200
734,2380,2074880,6212,2109200
734,2380,2075880,6212,2110200
734,2380,2076690,6212,2111010
734,2380,2077160,6212,2111480
734,2380,2077810,6212,2112130
734,2380,2078360,6212,2112680
734,2380,2078360,6212,2112910
734,2380,2079360,6212,2113910
734,2380,2080360,6212,2114910
735,2388,2088360,6212,2122910
735,2388,2089170,6212,2123720
736,2396,2090170,6212,2124720
736,2396,2091170,6212,2125720
736,2396,2091170,6212,2125720
736,2396,2092170,6212,2126720
736,2396,2093170,6212,2127720
736,2396,2094170,6212,2128720
736,2396,2094640,6212,2129190
736,2396,2095640,6212,2130190
736,2396,2095960,6212,2130510
736,2396,2096960,6212,2131510
737,2404,2097960,6212,2132510
737,2404,2098430,6212,2132980
737,2404,2099430,6212,2133980
737,2404,2100430,6212,2134980
737,2404,2101240,6212,2135790
737,2404,2102240,6212,2136790
737,2404,2103240,6212,2137790
737,2404,2103710,6212,2138260
737,2404,2103710,6212,2138260
737,2404,2104300,6212,2138850
737,2404,2105300,6212,2139850
738,2412,2105770,6212,2140320
738,2412,2105770,6212,2140320
738,2412,2106770,6212,2141320
738,2412,2107360,6212,2141910
738,2412,2108010,6212,2142560
738,2412,2108820,6212,2143370
738,2412,2108980,6212,2143530
738,2412,2108980,6212,2144180
738,2412,2108980,6212,2144180
738,2412,2109210,6212,2144410
738,2412,2110210,6212,2145410
738,2412,2110210,6212,2145410
738,2412,2110210,6212,2146410
738,2412,2110680,6212,2146880
738,2412,2111680,6212,2147880
738,2412,2112680,6212,2148880
738,2412,2113150,6212,2149350
738,2412,2113150,6212,2149670
738,2412,2113380,6212,2149900
738,2412,2113380,6212,2149900
738,2412,2113850,6212,2150370
738,2412,2113850,6212,2150370
739,2420,2114850,6212,2151370
739,2420,2115010,6212,2151530
739,2420,2116010,6212,2152530
739,2420,2116170,6212,2152690
739,2420,2116170,6212,2153340
739,2420,2117170,6212,2154340
739,2420,2117170,6212,2154340
739,2420,2117980,6212,2155150
739,2420,2118980,6212,2156150
739,2420,2119980,6212,2157150
739,2420,2120450,6212,2157620
740,2428,2121260,6212,2158430
740,2428,2122260,6212,2159430
740,2428,2123070,6212,2160240
741,2436,2124070,6212,2161240
741,2436,2125070,6212,2162240
741,2436,2126070,6212,2163240
741,2436,2127070,6212,2164240
741,2436,2127390,6212,2164560
741,2436,2128390,6212,2165560
741,2436,2128860,6212,2166030
741,2436,2129670,6212,2166840
741,2436,2129890,6212,2167060
741,2436,2130890,6212,2168060
741,2436,2130890,6212,2168060
741,2436,2131890,6212,2169060
741,2436,2132120,6212,2169290
741,2436,2132120,6212,2169290
742,2444,2133120,6212,2170290
742,2444,2133590,6212,2170760
742,2444,2133590,6212,2170760
742,2444,2134400,6212,2171570
742,2444,2134400,6212,2172570
742,2444,2135050,6212,2173220
742,2444,2135100,6212,2173270
742,2444,2136100,6212,2174270
742,2444,2136910,6212,2175080
742,2444,2137380,6212,2175550
742,2444,2138030,6212,2176200
742,2444,2138030,6212,2176200
742,2444,2139030,6212,2177200
742,2444,2139030,6212,2177200
742,2444,2140030,6212,2178200
742,2444,2141030,6212,2179200
742,2444,2141500,6212,2179670
742,2444,2142500,6212,2180670
742,2444,2143310,6212,2181480
743,2452,2144310,6212,2182480
743,2452,2145120,6212,2183290
743,2452,2146120,6212,2184290
743,2452,2147120,6212,2185290
743,2452,2147590,6212,2185760
743,2452,2147910,6212,2186080
743,2452,2148910,6212,2187080
743,2452,2149720,6212,2187890
743,2452,2150720,6212,2188890
744,2460,2151720,6212,2189890
744,2460,2152720,6212,2190890
744,2460,2152720,6212,2190890
744,2460,2153190,6212,2191360
744,2460,2154190,6212,2192360
744,2460,2155190,6212,2193360
744,2460,2155660,6212,2193830
744,2460,2155880,6212,2194050
744,2460,2156110,6212,2194280
744,2460,2157110,6212,2195280
744,2460,2157700,6212,2195870
744,2460,2158510,6212,2196680
745,2468,2159510,6212,2197680
745,2468,2159740,6212,2197910
745,2468,2160740,6212,2198910
745,2468,2161740,6212,2199910
745,2468,2162740,6212,2200910
745,2468,2163740,6212,2201910
745,2468,2163740,6212,2202910
745,2468,2163740,6212,2202910
745,2468,2164550,6212,2203720
745,2468,2165360,6212,2204530
745,2468,2166360,6212,2205530
745,2468,2166360,6212,2205530
746,2476,2167360,6212,2206530
746,2476,2167360,6212,2206530
746,2476,2168360,6212,2207530
746,2476,2168360,6212,2207530
746,2476,2169010,6212,2208180
746,2476,2169010,6212,2208180
746,2476,2170010,6212,2209180
746,2476,2170820,6212,2209990
746,2476,2171820,6212,2210990
746,2476,2172820,6212,2211990
746,2476,2173040,6212,2212210
746,2476,2174040,6212,2213210
747,2484,2175040,6212,2214210
747,2484,2176040,6212,2215210
747,2484,2177040,6212,2216210
747,2484,2177040,6212,2216210
747,2484,2177510,6212,2216680
747,2484,2178510,6212,2217680
747,2484,2178980,6212,2218150
747,2484,2179790,6212,2218960
747,2484,2180790,6212,2219960
747,2484,2180790,6212,2220960
747,2484,2181380,6212,2221550
748,2492,2182380,6212,2222550
748,2492,2183380,6212,2223550
748,2492,2184380,6212,2224550
748,2492,2185380,6212,2225550
748,2492,2186380,6212,2226550
748,2492,2186380,6212,2226550
748,2492,2187190,6212,2227360
749,2500,2188190,6212,2228360
749,2500,2188190,6212,2228360
749,2500,2189190,6212,2229360
749,2500,2190190,6212,2230360
749,2500,2190660,6212,2230830
749,2500,2191210,6212,2231380
749,2500,2192210,6212,2232380
749,2500,2193210,6212,2233380
749,2500,2194210,6212,2234380
750,2508,2194680,6212,2234850
750,2508,2195680,6212,2235850
750,2508,2196680,6212,2236850
750,2508,2197330,6212,2237500
750,2508,2197800,6212,2237970
750,2508,2197800,6212,2237970
750,2508,2198800,6212,2238970
750,2508,2199800,6212,2239970
751,2516,2200800,6212,2240970
751,2516,2201610,6212,2241780
751,2516,2201930,6212,2242100
751,2516,2202740,6212,2242910
751,2516,2202740,6212,2242910
751,2516,2203060,6212,2243230
751,2516,2204060,6212,2244230
751,2516,2204060,6212,2245230
751,2516,2204380,6212,2245550
751,2516,2204610,6212,2245780
751,2516,2204840,6212,2246010
751,2516,2205650,6212,2246820
751,2516,2206460,6212,2247630
751,2516,2207460,6212,2248630
751,2516,2207780,6212,2248950
751,2516,2208590,6212,2249760
751,2516,2209590,6212,2250760
751,2516,2210050,6212,2251220
752,2524,2211050,6212,2252220
752,2524,2211050,6212,2252220
752,2524,2212050,6212,2253220
752,2524,2212860,6212,2254030
752,2524,2213020,6212,2254190
752,2524,2214020,6212,2255190
752,2524,2214240,6212,2255410
752,2524,2215240,6212,2256410
752,2524,2215240,6212,2256410
752,2524,2215240,6212,2257410
752,2524,2215240,6212,2258060
752,2524,2216240,6212,2259060
752,2524,2216240,6212,2259060
752,2524,2217240,6212,2260060
752,2524,2218240,6212,2261060
753,2532,2219240,6212,2262060
753,2532,2219240,6212,2262060
753,2532,2219890,6212,2262710
753,2532,2220360,6212,2263180
753,2532,2221360,6212,2264180
753,2532,2222360,6212,2265180
753,2532,2222830,6212,2265650
753,2532,2223290,6212,2266110
753,2532,2223760,6212,2266580
753,2532,2224760,6212,2267580
754,2540,2225760,6212,2268580
754,2540,2226760,6212,2269580
754,2540,2227760,6212,2270580
754,2540,2227760,6212,2270580
754,2540,2228760,6212,2271580
754,2540,2228980,6212,2271800
754,2540,2228980,6212,2271800
754,2540,2229300,6212,2272120
754,2540,2230300,6212,2273120
754,2540,2230300,6212,2273120
754,2540,2230850,6212,2273670
754,2540,2231850,6212,2274670
754,2540,2232320,6212,2275140
755,2548,2233320,6212,2276140
755,2548,2234320,6212,2277140
755,2548,2235320,6212,2278140
755,2548,2235790,6212,2278610
755,2548,2236790,6212,2279610
755,2548,2237110,6212,2279930
755,2548,2238110,6212,2280930
755,2548,2238110,6212,2280930
756,2556,2239110,6212,2281930
756,2556,2239270,6212,2282090
756,2556,2239740,6212,2282560
756,2556,2240740,6212,2283560
756,2556,2240740,6212,2283560
756,2556,2240740,6212,2283560
756,2556,2241210,6212,2284030
756,2556,2242210,6212,2285030
756,2556,2242860,6212,2285680
756,2556,2243860,6212,2286680
756,2556,2244330,6212,2287150
756,2556,2245140,6212,2287960
757,2564,2246140,6212,2288960
757,2564,2246950,6212,2289770
757,2564,2247760,6212,2290580
757,2564,2248760,6212,2291580
757,2564,2249760,6212,2292580
757,2564,2250230,6212,2293050
757,2564,2251230,6212,2294050
757,2564,2252230,6212,2295050
758,2572,2252550,6212,2295370
758,2572,2252550,6212,2295370
758,2572,2253200,6212,2296020
758,2572,2254010,6212,2296830
758,2572,2254330,6212,2297150
758,2572,2255330,6212,2298150
758,2572,2256330,6212,2299150
758,2572,2257330,6212,2300150
758,2572,2258330,6212,2301150
758,2572,2258650,6212,2301470
758,2572,2258650,6212,2302470
758,2572,2258650,6212,2302470
758,2572,2259650,6212,2303470
758,2572,2259650,6212,2303470
758,2572,2260650,6212,2304470
759,2580,2261650,6212,2305470
759,2580,2262460,6212,2306280
759,2580,2263460,6212,2307280
759,2580,2264460,6212,2308280
759,2580,2264460,6212,2308280
759,2580,2264780,6212,2308600
759,2580,2265590,6212,2309410
759,2580,2266590,6212,2310410
759,2580,2267590,6212,2311410
760,2588,2268590,6212,2312410
760,2588,2269400,6212,2313220
760,2588,2269400,6212,2313220
760,2588,2270400,6212,2314220
760,2588,2270880,6212,2314700
760,2588,2271880,6212,2315700
760,2588,2272880,6212,2316700
760,2588,2273690,6212,2317510
760,2588,2274500,6212,2318320
760,2588,2275500,6212,2319320
761,2596,2276500,6212,2320320
761,2596,2277500,6212,2321320
761,2596,2278500,6212,2322320
761,2596,2279500,6212,2323320
761,2596,2280310,6212,2324130
761,2596,2280310,6212,2324130
761,2596,2281310,6212,2325130
761,2596,2282310,6212,2326130
761,2596,2283120,6212,2326940
762,2604,2284120,6212,2327940
762,2604,2284590,6212,2328410
762,2604,2284590,6212,2328410
762,2604,2285590,6212,2329410
762,2604,2286060,6212,2329880
762,2604,2287060,6212,2330880
762,2604,2287650,6212,2331470
762,2604,2287650,6212,2331470
762,2604,2288460,6212,2332280
762,2604,2289270,6212,2333090
762,2604,2289270,6212,2333090
762,2604,2289270,6212,2334090
762,2604,2289740,6212,2334560
762,2604,2289850,6212,2334670
762,2604,2290440,6212,2335260
763,2612,2291440,6212,2336260
763,2612,2292440,6212,2337260
763,2612,2292440,6212,2337260
763,2612,2293440,6212,2338260
763,2612,2294090,6212,2338910
763,2612,2294900,6212,2339720
763,2612,2295900,6212,2340720
763,2612,2296900,6212,2341720
763,2612,2297900,6212,2342720
764,2620,2298900,6212,2343720
764,2620,2299900,6212,2344720
764,2620,2300370,6212,2345190
764,2620,2301020,6212,2345840
765,2628,2305020,6212,2349840
765,2628,2305020,6212,2349840
765,2628,2305250,6212,2350070
765,2628,2305720,6212,2350540
765,2628,2306720,6212,2351540
765,2628,2306720,6212,2352540
765,2628,2306880,6212,2352700
765,2628,2307690,6212,2353510
765,2628,2308690,6212,2354510
765,2628,2308690,6212,2354980
765,2628,2309500,6212,2355790
765,2628,2310500,6212,2356790
765,2628,2310500,6212,2356790
765,2628,2311500,6212,2357790
766,2636,2312500,6212,2358790
766,2636,2312500,6212,2359250
766,2636,2313500,6212,2360250
766,2636,2313960,6212,2360710
766,2636,2314960,6212,2361710
766,2636,2314960,6212,2361710
766,2636,2315960,6212,2362710
766,2636,2316770,6212,2363520
766,2636,2316770,6212,2363520
766,2636,2317770,6212,2364520
766,2636,2318770,6212,2365520
766,2636,2319770,6212,2366520
766,2636,2320770,6212,2367520
766,2636,2321770,6212,2368520
766,2636,2321770,6212,2368520
767,2644,2322770,6212,2369520
767,2644,2322770,6212,2369520
767,2644,2322770,6212,2369520
767,2644,2323580,6212,2370330
767,2644,2324050,6212,2370800
767,2644,2324860,6212,2371610
767,2644,2325860,6212,2372610
767,2644,2326090,6212,2372840
767,2644,2326560,6212,2373310
767,2644,2326560,6212,2373310
767,2644,2326560,6212,2373780
767,2644,2327560,6212,2374780
767,2644,2328560,6212,2375780
767,2644,2329370,6212,2376590
768,2652,2330370,6212,2377590
768,2652,2331370,6212,2378590
768,2652,2332370,6212,2379590
768,2652,2333370,6212,2380590
768,2652,2333370,6212,2380590
768,2652,2333690,6212,2380910
768,2652,2334160,6212,2381380
768,2652,2334630,6212,2381850
768,2652,2335630,6212,2382850
768,2652,2335630,6212,2382850
768,2652,2336630,6212,2383850
768,2652,2337100,6212,2384320
768,2652,2337100,6212,2384320
769,2660,2337750,6212,2384970
769,2660,2338750,6212,2385970
769,2660,2339750,6212,2386970
769,2660,2340750,6212,2387970
769,2660,2341750,6212,2388970
769,2660,2342750,6212,2389970
769,2660,2343750,6212,2390970
769,2660,2343750,6212,2390970
770,2668,2344750,6212,2391970
770,2668,2344750,6212,2391970
770,2668,2345560,6212,2392780
770,2668,2346370,6212,2393590
770,2668,2347370,6212,2394590
770,2668,2348370,6212,2395590
770,2668,2348840,6212,2396060
770,2668,2349060,6212,2396280
770,2668,2350060,6212,2397280
770,2668,2350870,6212,2398090
770,2668,2350870,6212,2398090
770,2668,2350870,6212,2398320
770,2668,2351870,6212,2399320
771,2676,2352870,6212,2400320
771,2676,2353870,6212,2401320
771,2676,2354870,6212,2402320
771,2676,2355870,6212,2403320
771,2676,2356870,6212,2404320
771,2676,2357870,6212,2405320
771,2676,2357870,6212,2406130
771,2676,2358870,6212,2407130
771,2676,2358870,6212,2407600
771,2676,2359340,6212,2408070
772,2684,2360340,6212,2409070
772,2684,2360340,6212,2409070
772,2684,2360340,6212,2409070
772,2684,2360990,6212,2409720
772,2684,2361990,6212,2410720
772,2684,2362460,6212,2411190
772,2684,2363460,6212,2412190
772,2684,2364460,6212,2413190
772,2684,2364780,6212,2413510
772,2684,2365010,6212,2413740
772,2684,2366010,6212,2414740
772,2684,2367010,6212,2415740
772,2684,2367010,6212,2415740
773,2692,2368010,6212,2416740
773,2692,2369010,6212,2417740
773,2692,2369820,6212,2418550
773,2692,2370820,6212,2419550
773,2692,2371820,6212,2420550
773,2692,2372820,6212,2421550
773,2692,2373820,6212,2422550
773,2692,2374370,6212,2423100
774,2700,2375370,6212,2424100
774,2700,2376370,6212,2425100
774,2700,2376840,6212,2425570
774,2700,2376840,6212,2425570
774,2700,2377840,6212,2426570
774,2700,2378840,6212,2427570
774,2700,2378840,6212,2427570
774,2700,2379070,6212,2427800
774,2700,2380070,6212,2428800
774,2700,2380070,6212,2428800
774,2700,2380070,6212,2428800
774,2700,2380880,6212,2429610
774,2700,2381880,6212,2430610
775,2708,2382880,6212,2431610
775,2708,2383530,6212,2432260
775,2708,2383850,6212,2432580
775,2708,2383850,6212,2432580
775,2708,2384500,6212,2433230
775,2708,2385310,6212,2434040
775,2708,2385310,6212,2434040
775,2708,2386310,6212,2435040
775,2708,2386310,6212,2435040
775,2708,2386470,6212,2435200
775,2708,2387470,6212,2436200
775,2708,2387470,6212,2436200
775,2708,2387840,6212,2436570
775,2708,2387840,6212,2436570
775,2708,2388650,6212,2437380
775,2708,2388650,6212,2437380
775,2708,2388810,6212,2437540
775,2708,2389810,6212,2438540
775,2708,2390280,6212,2439010
775,2708,2390760,6212,2439490
776,2716,2391760,6212,2440490
776,2716,2392080,6212,2440810
777,2724,2393080,6212,2441810
777,2724,2393400,6212,2442130
777,2724,2393400,6212,2442940
777,2724,2394400,6212,2443940
777,2724,2394400,6212,2444940
777,2724,2395400,6212,2445940
777,2724,2396210,6212,2446750
777,2724,2397210,6212,2447750
777,2724,2398210,6212,2448750
777,2724,2399020,6212,2449560
777,2724,2399020,6212,2450370
777,2724,2399830,6212,2451180
777,2724,2400830,6212,2452180
777,2724,2400830,6212,2452770
777,2724,2401830,6212,2453770
777,2724,2402830,6212,2454770
777,2724,2403060,6212,2455000
777,2724,2404060,6212,2456000
777,2724,2404060,6212,2456000
777,2724,2404060,6212,2456000
777,2724,2404870,6212,2456810
778,2732,2405870,6212,2457810
778,2732,2406520,6212,2458460
778,2732,2406990,6212,2458930
778,2732,2407360,6212,2459300
778,2732,2408170,6212,2460110
778,2732,2408170,6212,2460430
778,2732,2409170,6212,2461430
778,2732,2409980,6212,2462240
778,2732,2410980,6212,2463240
778,2732,2411790,6212,2464050
778,2732,2412790,6212,2465050
778,2732,2413600,6212,2465860
778,2732,2413920,6212,2466180
779,2740,2414920,6212,2467180
779,2740,2415240,6212,2467500
779,2740,2416240,6212,2468500
779,2740,2416240,6212,2468500
779,2740,2416240,6212,2468500
779,2740,2416560,6212,2468820
779,2740,2417370,6212,2469630
779,2740,2417690,6212,2469950
779,2740,2418690,6212,2470950
779,2740,2419690,6212,2471950
779,2740,2420160,6212,2472420
779,2740,2420160,6212,2472420
779,2740,2421160,6212,2473420
779,2740,2421160,6212,2473890
780,2748,2422160,6212,2474890
780,2748,2423160,6212,2475890
780,2748,2423630,6212,2476360
780,2748,2424630,6212,2477360
780,2748,2425100,6212,2477830
780,2748,2426100,6212,2478830
780,2748,2426750,6212,2479480
780,2748,2427220,6212,2479950
780,2748,2427540,6212,2480270
780,2748,2428540,6212,2481270
781,2756,2429540,6212,2482270
781,2756,2429700,6212,2482430
781,2756,2430700,6212,2483430
781,2756,2431700,6212,2484430
781,2756,2432700,6212,2485430
781,2756,2433510,6212,2486240
781,2756,2434060,6212,2486790
781,2756,2435060,6212,2487790
781,2756,2436060,6212,2488790
781,2756,2436060,6212,2488790
781,2756,2437060,6212,2489790
782,2764,2438060,6212,2490790
782,2764,2438530,6212,2491260
782,2764,2439340,6212,2492070
782,2764,2439810,6212,2492540
782,2764,2440620,6212,2493350
782,2764,2440620,6212,2493350
782,2764,2441620,6212,2494350
782,2764,2442270,6212,2495000
782,2764,2443080,6212,2495810
782,2764,2444080,6212,2496810
783,2772,2444890,6212,2497620
783,2772,2445890,6212,2498620
783,2772,2446210,6212,2498940
783,2772,2447210,6212,2499940
783,2772,2447210,6212,2499940
783,2772,2447210,6212,2500940
783,2772,2448210,6212,2501940
783,2772,2449020,6212,2502750
783,2772,2449340,6212,2503070
783,2772,2450340,6212,2504070
783,2772,2451150,6212,2504880
783,2772,2451620,6212,2505350
783,2772,2452090,6212,2505820
784,2780,2452560,6212,2506290
784,2780,2452560,6212,2506290
784,2780,2453560,6212,2507290
784,2780,2454030,6212,2507760
784,2780,2455030,6212,2508760
784,2780,2455500,6212,2509230
784,2780,2456500,6212,2510230
784,2780,2456970,6212,2510700
784,2780,2456970,6212,2510700
784,2780,2456970,6212,2511250
784,2780,2457970,6212,2512250
784,2780,2458970,6212,2513250
785,2788,2459970,6212,2514250
785,2788,2460970,6212,2515250
785,2788,2461290,6212,2515570
785,2788,2462290,6212,2516570
785,2788,2462290,6212,2516570
785,2788,2462750,6212,2517030
785,2788,2463400,6212,2517680
785,2788,2464400,6212,2518680
785,2788,2465210,6212,2519490
785,2788,2466020,6212,2520300
785,2788,2466020,6212,2520300
786,2796,2467020,6212,2521300
786,2796,2467830,6212,2522110
786,2796,2468830,6212,2523110
786,2796,2469830,6212,2524110
786,2796,2470640,6212,2524920
786,2796,2471230,6212,2525510
786,2796,2472230,6212,2526510
786,2796,2473230,6212,2527510
787,2804,2474040,6212,2528320
787,2804,2475040,6212,2529320
787,2804,2476040,6212,2530320
787,2804,2477040,6212,2531320
787,2804,2477850,6212,2532130
787,2804,2478850,6212,2533130
787,2804,2479310,6212,2533590
787,2804,2480310,6212,2534590
788,2812,2481120,6212,2535400
788,2812,2481930,6212,2536210
788,2812,2482930,6212,2537210
788,2812,2482930,6212,2537210
788,2812,2482930,6212,2537210
788,2812,2483930,6212,2538210
789,2820,2484930,6212,2539210
789,2820,2485930,6212,2540210
789,2820,2486400,6212,2540680
789,2820,2487400,6212,2541680
789,2820,2488400,6212,2542680
789,2820,2488510,6212,2542790
789,2820,2489510,6212,2543790
789,2820,2490510,6212,2544790
789,2820,2491510,6212,2545790
789,2820,2492510,6212,2546790
789,2820,2492510,6212,2547790
789,2820,2492980,6212,2548260
789,2820,2493980,6212,2549260
789,2820,2494790,6212,2550070
789,2820,2494790,6212,2550440
789,2820,2494790,6212,2550910
789,2820,2495250,6212,2551370
789,2820,2495570,6212,2551690
789,2820,2495570,6212,2551690
789,2820,2495570,6212,2551690
789,2820,2495730,6212,2551850
789,2820,2495730,6212,2551850
789,2820,2496730,6212,2552850
789,2820,2496730,6212,2553660
790,2828,2497730,6212,2554660
790,2828,2498730,6212,2555660
790,2828,2498730,6212,2555660
790,2828,2498730,6212,2556660
790,2828,2499200,6212,2557130
790,2828,2500200,6212,2558130
790,2828,2500670,6212,2558600
790,2828,2500670,6212,2558600
790,2828,2500670,6212,2558600
790,2828,2501670,6212,2559600
790,2828,2502140,6212,2560070
790,2828,2502140,6212,2560070
790,2828,2502370,6212,2560300
791,2836,2503370,6212,2561300
791,2836,2503370,6212,2561300
791,2836,2504180,6212,2562110
791,2836,2505180,6212,2563110
791,2836,2505180,6212,2563430
791,2836,2505650,6212,2563900
791,2836,2506650,6212,2564900
791,2836,2506650,6212,2564900
791,2836,2507650,6212,2565900
791,2836,2508200,6212,2566450
791,2836,2508200,6212,2566450
791,2836,2508200,6212,2566450
791,2836,2508670,6212,2566920
791,2836,2508670,6212,2567920
791,2836,2508670,6212,2567920
791,2836,2509670,6212,2568920
792,2844,2510480,6212,2569730
792,2844,2510480,6212,2570540
792,2844,2510480,6212,2570540
