ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_622d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
698397.53,13.84,3.62,216005.55,4.28
698438.58,13.84,3.62,216883.67,4.3
699026.48,13.86,3.63,217575.94,4.31
698662.43,13.85,3.63,217186.49,4.31
698748.84,13.85,3.63,217186.49,4.31
698428.84,13.85,3.63,216866.49,4.3
698515.24,13.85,3.63,216866.49,4.3
698413.02,13.85,3.63,216866.49,4.3
698499.43,13.86,3.63,216866.49,4.3
698722.71,13.86,3.64,217746.76,4.32
698620.49,13.86,3.64,217746.76,4.32
698934.07,13.87,3.65,217746.76,4.32
698831.85,13.87,3.65,217865.28,4.32
698729.63,13.87,3.65,217746.76,4.32
698661.13,13.87,3.65,217898.11,4.33
699489.33,13.89,3.67,218111.07,4.33
699489.33,13.89,3.67,218111.07,4.33
699387.11,13.89,3.67,218111.07,4.33
699473.52,13.9,3.68,218111.07,4.33
699178.01,13.89,3.67,217765.14,4.33
698892.21,13.89,3.67,217997.38,4.33
698597.05,13.89,3.67,217159.02,4.32
698494.83,13.89,3.67,217159.02,4.32
698326.25,13.89,3.67,216912.81,4.31
698738.44,13.9,3.67,217010.82,4.32
698636.22,13.9,3.68,217131.7,4.32
698537.61,13.9,3.67,217492.97,4.33
698537.61,13.9,3.67,217492.97,4.33
698435.38,13.9,3.68,217372.08,4.33
698236.73,13.89,3.67,216827.65,4.31
698631.07,13.9,3.68,217712.22,4.33
698293.35,13.9,3.68,217340.03,4.33
698224.85,13.9,3.68,217491.38,4.33
698224.85,13.9,3.68,217620.75,4.33
698550.79,13.91,3.68,217617.33,4.33
698637.2,13.91,3.69,217486.21,4.33
698420.06,13.91,3.68,217300.37,4.33
700079.68,13.94,3.72,218267.12,4.35
699977.46,13.94,3.72,218752.63,4.36
699977.46,13.94,3.72,219328.52,4.37
699609.29,13.94,3.72,219927.99,4.38
699779.21,13.94,3.72,220213.75,4.39
699676.99,13.94,3.72,220213.75,4.39
699574.77,13.94,3.72,220213.75,4.39
699472.54,13.95,3.72,220254.59,4.39
700005.74,13.96,3.73,220732.22,4.4
699903.52,13.96,3.74,220724.06,4.4
700051.09,13.96,3.74,220776.01,4.4
699948.87,13.96,3.74,220743.34,4.4
699905.03,13.96,3.74,220683.11,4.4
699458.15,13.96,3.73,220360.17,4.4
699355.93,13.96,3.74,220801.28,4.41
699355.93,13.96,3.74,220801.28,4.41
699345.09,13.96,3.74,220501.6,4.4
699151.49,13.96,3.74,220360.17,4.4
700795.32,13.99,3.77,220360.81,4.4
700475.32,13.99,3.77,220040.81,4.39
700373.1,13.99,3.77,220040.81,4.4
700270.88,13.99,3.77,220040.81,4.4
699601.36,13.98,3.76,219281.32,4.38
699499.14,13.98,3.76,219281.32,4.38
699396.91,13.98,3.76,219374.7,4.39
699258.29,13.98,3.76,219236.08,4.38
700152.33,14.0,3.78,220130.12,4.4
699743.44,14.0,3.78,220130.12,4.4
701927.28,14.05,3.83,219997.93,4.4
702253.22,14.06,3.83,219997.93,4.4
702033.54,14.05,3.83,219997.93,4.4
701931.32,14.05,3.83,220008.82,4.4
701829.1,14.05,3.83,219904.55,4.4
701818.26,14.06,3.83,220240.09,4.41
701716.04,14.06,3.83,220240.09,4.41
702041.99,14.06,3.84,220244.13,4.41
701848.38,14.06,3.84,219908.59,4.41
701711.42,14.06,3.84,219904.55,4.41
701797.83,14.07,3.84,219904.55,4.41
701884.23,14.07,3.85,219904.55,4.41
701782.01,14.07,3.85,219904.55,4.41
701782.01,14.07,3.85,219904.55,4.41
701679.79,14.07,3.85,219942.65,4.41
701577.57,14.07,3.85,220982.48,4.43
701577.57,14.07,3.85,220982.48,4.43
701903.52,14.08,3.86,221115.74,4.44
702075.45,14.09,3.86,221517.05,4.44
703068.62,14.11,3.89,221611.8,4.45
705530.76,14.16,3.94,224858.13,4.51
705530.76,14.16,3.94,224858.13,4.51
705428.54,14.16,3.94,224858.13,4.51
705326.32,14.16,3.94,224858.13,4.52
705224.1,14.16,3.94,225015.68,4.52
705224.1,14.16,3.94,225015.68,4.52
705121.88,14.16,3.94,225023.9,4.52
704547.89,14.16,3.93,224449.91,4.51
704547.89,14.16,3.93,224449.91,4.51
704547.89,14.16,3.93,224449.91,4.51
704445.66,14.16,3.93,224370.04,4.51
704551.1,14.16,3.94,225472.16,4.53
705139.0,14.18,3.95,225284.14,4.53
706654.39,14.21,3.99,224514.68,4.51
706740.79,14.21,3.99,224658.88,4.52
706372.63,14.21,3.99,224381.42,4.51
706173.0,14.21,3.98,223476.28,4.5
706259.41,14.21,3.99,223476.28,4.5
706157.18,14.21,3.99,223476.28,4.5
706380.47,14.22,4.0,225114.53,4.53
706706.42,14.23,4.0,225114.53,4.53
706410.91,14.22,4.0,224740.31,4.52
706497.32,14.22,4.0,224740.31,4.52
706583.72,14.23,4.01,224740.31,4.53
706670.13,14.23,4.01,224746.98,4.53
706567.91,14.23,4.01,224746.98,4.53
706348.22,14.23,4.01,224740.31,4.53
706246.0,14.23,4.01,224740.31,4.53
706143.78,14.23,4.01,224840.55,4.53
706230.19,14.24,4.01,224840.55,4.53
706127.97,14.24,4.01,224750.15,4.53
706127.97,14.24,4.01,224750.15,4.53
706453.91,14.24,4.02,225297.48,4.54
706540.32,14.25,4.03,225700.86,4.55
706438.1,14.25,4.03,225754.42,4.55
706524.51,14.25,4.03,226342.2,4.57
706747.79,14.26,4.04,226342.2,4.57
706645.57,14.26,4.04,226451.02,4.57
706543.35,14.26,4.04,226278.8,4.57
706766.64,14.27,4.05,226278.8,4.57
706664.42,14.27,4.05,226278.8,4.57
706562.2,14.27,4.05,226278.8,4.57
706459.98,14.27,4.05,226342.86,4.57
706546.38,14.27,4.05,226355.73,4.57
706769.67,14.28,4.06,226347.16,4.57
706401.5,14.27,4.05,226064.35,4.57
706401.5,14.27,4.05,226064.35,4.57
706487.91,14.28,4.06,226060.05,4.57
706385.69,14.28,4.06,226001.74,4.57
706608.97,14.29,4.06,227219.06,4.59
706608.97,14.29,4.06,227219.06,4.59
706695.38,14.29,4.07,227570.56,4.6
706593.16,14.29,4.07,227564.81,4.6
706679.56,14.29,4.07,227959.9,4.61
706577.34,14.3,4.07,228209.84,4.62
706486.36,14.3,4.07,227999.78,4.61
706812.31,14.3,4.08,227999.78,4.61
706812.31,14.3,4.08,227999.78,4.61
706698.85,14.3,4.08,227959.9,4.61
706698.85,14.3,4.08,227959.9,4.61
706596.63,14.31,4.08,227959.9,4.62
706494.41,14.31,4.08,227959.9,4.62
706717.69,14.31,4.09,227959.9,4.62
706615.47,14.31,4.09,227978.83,4.62
706513.25,14.31,4.09,228060.34,4.62
706411.03,14.32,4.09,228576.34,4.63
706497.44,14.32,4.1,228576.34,4.63
706417.69,14.32,4.1,228599.13,4.63
706504.1,14.32,4.1,228608.89,4.64
706590.51,14.33,4.11,228601.52,4.64
707033.11,14.34,4.12,228631.81,4.64
706930.89,14.34,4.12,228584.81,4.64
706828.67,14.34,4.12,228586.99,4.64
706726.45,14.34,4.12,230117.05,4.67
706056.92,14.33,4.11,229447.53,4.66
705999.66,14.33,4.11,229723.03,4.66
707315.15,14.36,4.14,230037.5,4.67
707045.83,14.36,4.14,230035.11,4.67
707132.23,14.36,4.14,230759.6,4.69
706734.05,14.36,4.14,229993.98,4.67
707068.08,14.37,4.14,229906.48,4.67
706772.57,14.36,4.14,229518.41,4.66
706670.35,14.36,4.14,229518.41,4.66
706568.13,14.36,4.14,229518.41,4.67
706568.13,14.36,4.14,229518.41,4.67
706458.13,14.36,4.14,229408.41,4.66
706458.13,14.36,4.14,229408.41,4.66
706355.91,14.36,4.14,229429.97,4.66
705984.76,14.36,4.14,229058.82,4.66
705618.51,14.35,4.13,228421.83,4.65
705618.51,14.35,4.13,228421.83,4.65
705516.29,14.35,4.13,228431.31,4.65
705414.06,14.35,4.13,228400.27,4.65
705402.56,14.36,4.13,229249.28,4.67
705488.96,14.36,4.14,230737.62,4.7
705814.91,14.37,4.15,230737.62,4.7
705814.91,14.37,4.15,230837.38,4.7
705446.74,14.36,4.14,230837.38,4.7
705225.53,14.36,4.14,230698.9,4.7
705311.94,14.36,4.14,230698.9,4.7
705686.3,14.37,4.15,230588.38,4.7
705686.3,14.37,4.15,230607.17,4.7
705584.08,14.37,4.15,230607.17,4.7
705910.03,14.38,4.16,230653.93,4.7
705807.81,14.38,4.16,230653.93,4.7
705705.59,14.38,4.16,230653.93,4.7
705928.88,14.39,4.17,230624.63,4.7
706015.28,14.39,4.17,230607.17,4.7
705913.06,14.39,4.17,230700.65,4.7
705810.84,14.4,4.17,230632.0,4.7
707739.13,14.43,4.21,232782.65,4.75
707739.13,14.43,4.21,232782.65,4.75
707636.91,14.44,4.21,232757.82,4.75
707545.92,14.44,4.21,232962.15,4.75
707250.41,14.43,4.21,232625.17,4.75
707250.41,14.43,4.21,232625.17,4.75
707136.95,14.43,4.21,232420.83,4.74
707223.36,14.44,4.21,232420.83,4.74
707121.14,14.44,4.22,232427.57,4.75
707018.92,14.44,4.22,232420.83,4.75
706916.7,14.44,4.22,232465.4,4.75
706548.53,14.43,4.21,233332.3,4.77
705879.01,14.42,4.2,232593.81,4.75
705776.79,14.42,4.2,232670.14,4.75
705863.19,14.43,4.21,231867.09,4.74
706139.81,14.43,4.21,233396.24,4.77
707033.85,14.46,4.23,232768.52,4.76
708867.69,14.5,4.27,234602.35,4.8
708765.46,14.5,4.27,234621.45,4.8
708663.24,14.5,4.27,234621.45,4.8
708663.24,14.5,4.27,234621.45,4.8
709557.28,14.52,4.3,235515.49,4.82
709455.06,14.52,4.3,235515.49,4.82
709159.55,14.51,4.29,235419.14,4.82
709057.33,14.51,4.29,235553.93,4.82
709280.62,14.52,4.3,235554.4,4.82
709178.4,14.52,4.3,235566.55,4.82
709076.18,14.52,4.3,235559.04,4.82
709076.18,14.52,4.3,235559.04,4.82
708973.96,14.52,4.3,235860.46,4.83
709299.91,14.53,4.31,235860.01,4.83
708931.74,14.53,4.3,235859.99,4.83
708829.52,14.53,4.3,235777.83,4.83
708831.12,14.53,4.31,236069.98,4.84
709157.07,14.54,4.32,236123.97,4.84
709243.48,14.54,4.32,236084.72,4.84
709141.26,14.54,4.32,236084.72,4.84
709364.54,14.55,4.33,236069.98,4.84
709262.32,14.55,4.33,236081.1,4.84
709348.73,14.55,4.33,236081.1,4.84
709435.13,14.56,4.34,237580.44,4.88
709748.71,14.57,4.34,237711.14,4.88
709542.67,14.57,4.34,237361.72,4.87
709440.45,14.57,4.34,237361.07,4.87
709338.22,14.57,4.34,237361.32,4.87
709236.0,14.57,4.35,237980.77,4.89
708867.83,14.56,4.34,238143.34,4.89
708765.61,14.56,4.34,238143.34,4.89
708988.9,14.57,4.35,238143.34,4.89
708988.9,14.57,4.35,238143.34,4.89
710651.73,14.6,4.38,239874.14,4.93
710549.51,14.6,4.38,239888.72,4.93
710549.51,14.6,4.38,239888.72,4.93
710447.29,14.61,4.38,239882.09,4.93
710345.07,14.61,4.38,240553.97,4.95
710431.47,14.61,4.39,240553.97,4.95
710757.42,14.62,4.4,240553.97,4.95
710677.68,14.62,4.4,240263.22,4.94
710382.17,14.61,4.39,239849.99,4.93
710313.67,14.62,4.39,239908.21,4.94
710400.07,14.62,4.4,239928.66,4.94
710041.9,14.61,4.39,239912.14,4.94
710079.1,14.62,4.4,239424.03,4.93
710410.38,14.63,4.41,239760.94,4.94
710496.79,14.63,4.41,239757.0,4.94
710394.57,14.63,4.41,239757.0,4.94
710292.35,14.63,4.41,239757.0,4.94
710618.29,14.64,4.42,240396.36,4.95
710516.07,14.64,4.42,240420.08,4.95
710516.07,14.64,4.42,240420.08,4.95
710792.69,14.65,4.43,240344.34,4.95
710690.47,14.65,4.43,240345.65,4.95
710322.3,14.65,4.42,239782.03,4.94
710408.71,14.65,4.43,241382.14,4.98
710306.49,14.65,4.43,241357.11,4.98
710632.44,14.66,4.44,241357.11,4.98
710530.22,14.66,4.44,241704.15,4.99
710753.5,14.67,4.44,241704.15,4.99
710910.18,14.67,4.45,241701.24,4.99
710996.59,14.68,4.45,241701.24,4.99
710635.47,14.67,4.45,241357.11,4.98
710267.3,14.67,4.44,241357.66,4.98
710165.08,14.67,4.44,241357.66,4.98
710491.02,14.68,4.45,241371.85,4.99
710388.8,14.68,4.45,241371.85,4.99
710475.21,14.68,4.46,241357.11,4.99
710475.21,14.68,4.46,241357.11,4.99
710561.62,14.68,4.46,241992.3,5.0
710459.4,14.69,4.46,241992.3,5.0
710459.4,14.69,4.46,241992.3,5.0
710357.17,14.69,4.46,241992.3,5.0
710633.79,14.69,4.47,241917.9,5.0
710438.29,14.69,4.47,241829.31,5.0
710730.23,14.7,4.48,242338.87,5.01
710628.01,14.7,4.48,242338.87,5.01
710714.42,14.7,4.48,243266.99,5.03
712261.39,14.74,4.52,242852.41,5.03
711965.88,14.73,4.51,242424.08,5.02
711863.66,14.73,4.51,242731.34,5.02
712086.95,14.74,4.52,242731.34,5.03
712173.35,14.75,4.52,242731.34,5.03
712116.49,14.75,4.53,242627.79,5.02
712014.27,14.75,4.53,242627.79,5.03
712100.67,14.75,4.53,242627.79,5.03
712187.08,14.76,4.54,242634.5,5.03
712039.5,14.76,4.54,242430.79,5.02
711839.36,14.75,4.53,242353.66,5.02
711543.85,14.75,4.53,241853.69,5.01
711185.68,14.74,4.52,241960.63,5.02
711272.09,14.75,4.52,241955.01,5.02
711358.49,14.75,4.53,241953.92,5.02
711684.44,14.76,4.54,241953.92,5.02
711907.73,14.77,4.54,243978.25,5.06
711805.51,14.77,4.54,243978.25,5.06
711600.0,14.76,4.54,243950.25,5.06
711497.78,14.76,4.54,243950.25,5.06
711395.56,14.77,4.54,244219.41,5.07
713100.94,14.8,4.58,245775.89,5.1
712942.32,14.8,4.58,245644.34,5.1
712840.1,14.8,4.58,245602.54,5.1
712760.35,14.8,4.58,245486.77,5.1
712760.35,14.8,4.58,245448.81,5.1
712783.1,14.81,4.58,245738.02,5.1
713006.39,14.81,4.59,245738.02,5.11
712904.17,14.81,4.59,245738.02,5.11
712536.0,14.81,4.59,245307.37,5.1
712870.02,14.82,4.59,245307.37,5.1
712956.43,14.82,4.6,245315.86,5.1
712590.18,14.81,4.59,245311.97,5.1
712487.96,14.82,4.59,245311.97,5.1
712574.37,14.82,4.6,245307.37,5.1
712660.77,14.82,4.6,245307.37,5.1
712937.39,14.83,4.61,246150.5,5.12
712835.17,14.83,4.61,246150.5,5.12
712732.95,14.83,4.61,246273.31,5.13
712630.73,14.83,4.61,246244.59,5.13
712944.31,14.84,4.62,246199.61,5.13
712785.68,14.84,4.62,246043.66,5.12
713111.63,14.85,4.63,246924.94,5.14
712912.97,14.84,4.62,246717.89,5.14
712912.97,14.84,4.62,246757.47,5.14
712833.23,14.85,4.62,247159.48,5.15
712812.36,14.85,4.63,246969.13,5.14
714646.19,14.89,4.67,248802.97,5.18
714440.14,14.89,4.67,248497.22,5.18
714440.14,14.89,4.67,248491.73,5.18
714190.48,14.89,4.66,248090.93,5.17
714088.26,14.89,4.66,248090.93,5.17
713986.04,14.89,4.67,248090.93,5.17
713827.41,14.88,4.66,247935.53,5.17
713421.61,14.88,4.66,248052.63,5.17
713421.61,14.88,4.66,248029.72,5.17
713319.39,14.88,4.66,248029.72,5.17
713596.01,14.89,4.66,248029.72,5.17
713819.29,14.89,4.67,248029.72,5.17
713717.07,14.89,4.67,248066.65,5.18
713521.56,14.89,4.67,247860.25,5.17
713521.56,14.89,4.67,247860.25,5.17
713607.97,14.89,4.67,247860.25,5.17
713505.75,14.9,4.67,247893.16,5.18
713127.58,14.89,4.67,247511.52,5.17
713047.84,14.89,4.67,247541.21,5.17
713490.44,14.9,4.68,248111.19,5.18
713816.39,14.91,4.69,248111.19,5.18
713527.54,14.91,4.68,247776.56,5.18
713527.54,14.91,4.68,247776.56,5.18
713613.95,14.91,4.69,247776.56,5.18
713613.95,14.91,4.69,247776.56,5.18
713511.73,14.91,4.69,247776.56,5.18
713409.51,14.91,4.69,247776.56,5.18
713409.51,14.91,4.69,247776.56,5.18
713041.34,14.91,4.68,247776.56,5.18
712939.12,14.91,4.69,247776.56,5.18
712269.6,14.9,4.67,247107.04,5.17
712167.38,14.9,4.68,247412.29,5.18
712065.16,14.9,4.68,247322.1,5.17
711859.65,14.9,4.67,246953.21,5.17
711669.43,14.89,4.67,246915.48,5.17
711589.69,14.89,4.67,246873.99,5.17
711915.64,14.9,4.68,247490.05,5.18
712278.5,14.91,4.69,248024.46,5.19
712176.28,14.91,4.69,248024.46,5.19
712074.05,14.91,4.69,248024.46,5.19
712076.94,14.91,4.69,248034.14,5.2
712163.35,14.92,4.7,248523.18,5.21
711573.57,14.91,4.69,247815.2,5.19
711471.35,14.91,4.69,247835.92,5.19
711471.35,14.91,4.69,247835.92,5.19
711471.35,14.91,4.69,247835.92,5.19
711369.13,14.91,4.69,247829.19,5.19
711369.13,14.91,4.69,247829.19,5.19
711010.96,14.91,4.68,246724.1,5.17
710908.74,14.91,4.68,246833.72,5.18
710613.23,14.9,4.68,246408.72,5.17
710939.18,14.91,4.69,248238.44,5.21
710836.96,14.91,4.69,248230.09,5.21
710745.98,14.91,4.69,248319.16,5.21
710632.52,14.91,4.69,248114.83,5.21
710530.3,14.91,4.69,248114.83,5.21
710428.07,14.91,4.69,248114.83,5.21
710059.91,14.91,4.69,247684.32,5.2
710283.19,14.91,4.69,247684.32,5.2
710559.81,14.92,4.7,247684.32,5.2
710457.59,14.92,4.7,247684.32,5.2
710544.0,14.93,4.71,247687.3,5.2
710441.78,14.93,4.71,247855.14,5.21
710767.73,14.94,4.71,247852.16,5.21
710767.73,14.94,4.71,247852.16,5.21
710665.5,14.94,4.72,247898.05,5.21
710751.91,14.94,4.72,247898.05,5.21
710672.17,14.94,4.72,247809.17,5.21
710799.01,14.95,4.73,248150.75,5.22
710445.25,14.95,4.72,247684.32,5.21
710343.03,14.95,4.72,247684.32,5.21
710429.43,14.95,4.73,247684.32,5.21
710327.21,14.95,4.73,247684.32,5.21
710327.21,14.95,4.73,247684.32,5.21
710224.99,14.95,4.73,247684.32,5.21
710501.61,14.96,4.74,249422.49,5.25
710399.39,14.96,4.74,249541.76,5.26
710031.22,14.96,4.73,249032.83,5.25
710254.51,14.96,4.74,249570.43,5.26
710152.29,14.96,4.74,249692.98,5.26
709813.45,14.96,4.73,249476.42,5.26
709733.7,14.96,4.74,249314.33,5.25
710059.65,14.97,4.74,249314.33,5.26
710193.85,14.97,4.75,249708.23,5.26
710193.85,14.97,4.75,249708.23,5.26
709832.73,14.97,4.75,249234.59,5.26
709464.56,14.96,4.74,249234.59,5.26
709362.34,14.96,4.74,249234.59,5.26
709362.34,14.96,4.74,249234.59,5.26
709260.12,14.96,4.74,249234.59,5.26
709157.9,14.97,4.74,249234.71,5.26
708944.87,14.96,4.74,249017.13,5.26
709031.28,14.97,4.74,249017.13,5.26
708929.06,14.97,4.74,249017.01,5.26
709255.01,14.97,4.75,249063.77,5.26
709531.63,14.98,4.76,249021.27,5.26
709618.03,14.99,4.76,249017.01,5.26
709515.81,14.99,4.77,249017.01,5.26
709413.59,14.99,4.77,249111.96,5.26
709045.42,14.98,4.76,249374.83,5.27
709131.83,14.99,4.77,249434.59,5.27
709029.61,14.99,4.77,249339.65,5.27
709029.61,14.99,4.77,249488.21,5.27
708927.38,14.99,4.77,249488.21,5.28
708825.16,14.99,4.77,249488.21,5.28
709138.74,15.0,4.78,249165.58,5.27
709464.69,15.01,4.78,251108.72,5.31
709096.52,15.0,4.78,250666.27,5.3
709182.93,15.01,4.78,250666.27,5.3
709182.93,15.01,4.78,250666.27,5.3
709080.71,15.01,4.78,250666.27,5.3
708978.49,15.01,4.78,250666.27,5.31
709304.44,15.02,4.79,250666.27,5.31
708936.27,15.01,4.79,250666.27,5.31
708834.04,15.01,4.79,250739.23,5.31
708538.54,15.0,4.78,250326.15,5.3
708436.32,15.01,4.78,250339.6,5.3
708097.47,15.0,4.78,250175.13,5.3
708183.88,15.0,4.78,250186.18,5.3
707978.37,15.0,4.78,249817.64,5.29
707985.38,15.0,4.78,249845.01,5.29
707883.16,15.0,4.78,249821.35,5.29
707826.3,15.0,4.78,250029.11,5.3
708139.88,15.01,4.79,250018.06,5.3
708139.88,15.01,4.79,249989.67,5.3
708037.65,15.01,4.79,249989.67,5.3
708363.6,15.02,4.8,249989.67,5.3
708216.02,15.02,4.8,249719.17,5.3
708302.43,15.03,4.8,250369.58,5.31
708388.84,15.03,4.81,250766.37,5.32
708286.62,15.03,4.81,250766.37,5.32
708509.9,15.04,4.82,251310.47,5.33
708141.73,15.03,4.81,251147.86,5.33
708365.02,15.04,4.82,251147.86,5.33
708206.39,15.04,4.81,250993.2,5.33
708104.17,15.04,4.81,251026.12,5.33
708190.58,15.04,4.82,251026.12,5.33
708088.36,15.04,4.82,250997.32,5.33
707986.14,15.04,4.82,250993.21,5.33
708072.54,15.05,4.83,250993.21,5.33
707970.32,15.05,4.83,250993.2,5.34
707868.1,15.05,4.83,251165.42,5.34
707765.88,15.05,4.83,250993.2,5.34
707765.88,15.05,4.83,250993.2,5.34
707663.66,15.05,4.83,250993.2,5.34
707561.44,15.05,4.83,250993.2,5.34
707459.22,15.05,4.83,251051.39,5.34
707357.0,15.06,4.83,251007.03,5.34
707254.78,15.06,4.83,251757.24,5.36
708948.11,15.1,4.87,252993.2,5.39
708948.11,15.1,4.87,252994.36,5.39
708948.11,15.1,4.87,252994.36,5.39
709274.06,15.1,4.88,252994.38,5.39
709360.47,15.11,4.89,252994.39,5.39
709360.47,15.11,4.89,252994.39,5.39
709360.47,15.11,4.89,252994.39,5.39
709258.25,15.11,4.89,252994.39,5.39
708962.74,15.1,4.88,252923.36,5.39
708860.52,15.11,4.88,252923.36,5.39
708758.3,15.11,4.88,252984.59,5.39
708656.07,15.11,4.89,252938.12,5.39
708553.85,15.11,4.89,252925.02,5.39
708777.14,15.12,4.89,252924.99,5.39
708408.97,15.11,4.89,253668.12,5.41
708208.83,15.11,4.88,253354.48,5.4
708295.24,15.11,4.89,253724.32,5.41
708193.01,15.11,4.89,254065.72,5.42
707994.36,15.11,4.89,254026.25,5.42
707885.73,15.11,4.88,253946.9,5.42
707972.14,15.11,4.89,254299.27,5.43
708058.54,15.11,4.89,254299.27,5.43
708001.68,15.12,4.89,254200.64,5.43
707854.1,15.12,4.89,253956.22,5.42
707648.59,15.11,4.89,253945.24,5.42
707974.54,15.12,4.9,253945.24,5.42
707872.32,15.12,4.9,253945.24,5.43
707504.15,15.12,4.89,253945.24,5.43
707401.93,15.12,4.89,253945.24,5.43
707409.95,15.12,4.89,254003.89,5.43
706592.18,15.13,4.9,254003.89,5.44
706489.96,15.13,4.9,254012.95,5.44
706387.74,15.13,4.91,254011.57,5.44
706051.94,15.12,4.9,253609.69,5.43
705949.72,15.12,4.9,253609.46,5.43
706036.12,15.13,4.9,253617.09,5.43
705933.9,15.13,4.91,253669.9,5.44
705842.92,15.13,4.91,253821.09,5.44
705740.7,15.13,4.91,253821.09,5.44
705638.48,15.13,4.91,253821.09,5.44
705536.26,15.13,4.91,253948.38,5.45
705622.66,15.14,4.91,253942.28,5.45
705948.61,15.15,4.92,253940.75,5.45
705580.44,15.14,4.92,253940.75,5.45
705284.93,15.13,4.91,253819.68,5.45
705182.71,15.13,4.91,253816.41,5.45
705080.49,15.14,4.91,253786.71,5.45
704834.98,15.13,4.91,253552.23,5.44
705160.93,15.14,4.92,254146.37,5.46
705081.19,15.14,4.92,254822.24,5.47
705641.26,15.16,4.93,254839.04,5.47
705273.09,15.15,4.93,254413.25,5.47
705273.09,15.15,4.93,254413.25,5.47
705170.87,15.15,4.93,254382.52,5.47
705496.82,15.16,4.94,254279.46,5.46
705291.31,15.16,4.93,254375.68,5.47
705189.09,15.16,4.94,254344.84,5.47
704943.58,15.15,4.93,254081.22,5.46
704654.74,15.15,4.93,253653.1,5.45
704608.72,15.15,4.93,255064.88,5.48
705485.89,15.17,4.95,255128.62,5.49
705762.51,15.18,4.96,256628.47,5.52
705649.05,15.18,4.96,256417.02,5.52
705280.88,15.17,4.95,255971.5,5.51
705367.29,15.18,4.96,255971.5,5.51
705265.07,15.18,4.96,255971.5,5.51
705265.07,15.18,4.96,255971.5,5.51
705351.47,15.18,4.96,255971.5,5.51
704533.7,15.19,4.97,255971.5,5.52
704620.11,15.2,4.98,255971.5,5.52
705184.2,15.21,4.99,256714.87,5.54
705081.98,15.21,4.99,256714.87,5.54
704979.76,15.22,4.99,256720.16,5.54
705203.04,15.22,5.0,256726.87,5.54
705100.82,15.22,5.0,256737.39,5.54
704998.6,15.22,5.0,256721.58,5.54
705221.89,15.23,5.01,256718.37,5.54
704434.89,15.22,5.0,255931.38,5.53
704332.67,15.22,5.0,256364.33,5.54
704334.28,15.22,5.0,256256.18,5.54
704420.69,15.23,5.0,256252.68,5.54
704214.64,15.23,5.0,255927.88,5.53
704214.64,15.23,5.0,255927.88,5.53
704112.42,15.23,5.0,255927.88,5.53
704010.2,15.23,5.01,255927.88,5.54
703907.97,15.23,5.01,255927.88,5.54
703907.97,15.23,5.01,255927.88,5.54
703805.75,15.23,5.01,256244.37,5.54
703892.16,15.23,5.01,256244.37,5.55
703789.94,15.24,5.01,256049.68,5.54
703895.37,15.24,5.02,257129.72,5.57
704118.66,15.25,5.03,259075.52,5.61
704205.06,15.25,5.03,259075.52,5.61
704102.84,15.25,5.03,259075.52,5.61
704690.75,15.27,5.05,258873.67,5.61
704777.15,15.27,5.05,258873.67,5.61
704674.93,15.28,5.05,258873.67,5.61
704572.71,15.28,5.05,258883.61,5.61
704470.49,15.28,5.06,259176.28,5.62
704504.34,15.28,5.06,259799.69,5.64
706061.61,15.32,5.1,260873.67,5.66
705424.2,15.31,5.09,260424.24,5.65
705321.98,15.31,5.09,260424.24,5.65
705647.92,15.32,5.1,260424.24,5.65
705961.51,15.33,5.1,260431.29,5.65
706238.13,15.33,5.11,260424.24,5.65
706461.41,15.34,5.12,260424.24,5.66
706359.19,15.34,5.12,260424.24,5.66
706256.97,15.34,5.12,260574.61,5.66
706154.75,15.35,5.12,260524.11,5.66
706241.16,15.35,5.13,262312.69,5.7
705952.31,15.34,5.12,262071.28,5.7
705850.09,15.35,5.12,262061.08,5.7
705838.59,15.35,5.13,262155.73,5.7
706330.43,15.36,5.14,262758.41,5.71
706228.2,15.36,5.14,262758.41,5.72
706125.98,15.36,5.14,262758.41,5.72
706125.98,15.36,5.14,262758.41,5.72
706023.76,15.37,5.14,262780.74,5.72
705921.54,15.37,5.14,262786.01,5.72
705819.32,15.37,5.15,262765.33,5.72
705819.32,15.37,5.15,262765.33,5.72
705032.33,15.35,5.13,261978.34,5.71
704930.1,15.36,5.13,261972.39,5.71
704558.95,15.35,5.13,261202.93,5.69
704456.73,15.35,5.13,261363.12,5.7
704680.02,15.36,5.14,261908.02,5.71
704689.77,15.36,5.14,261942.16,5.71
704776.18,15.36,5.14,261942.16,5.71
704673.96,15.36,5.14,261781.0,5.71
