ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1213,6212,4025750,6212,4186200
1213,6212,4026220,6212,4186670
1213,6212,4027220,6212,4187670
1213,6212,4027220,6212,4188670
1213,6212,4027220,6212,4188670
1213,6212,4027690,6212,4189140
1213,6212,4028500,6212,4189950
1213,6212,4029500,6212,4190950
1213,6212,4029500,6212,4190950
1213,6212,4030500,6212,4191950
1213,6212,4031500,6212,4192950
1213,6212,4032500,6212,4193950
1213,6212,4032500,6212,4193950
1213,6212,4033500,6212,4194950
1213,6212,4034500,6212,4195950
1213,6212,4034820,6212,4196270
1213,6212,4035820,6212,4197270
1213,6212,4035820,6212,4197270
1213,6212,4036820,6212,4198270
1213,6212,4036820,6212,4199080
1213,6212,4036820,6212,4199080
1213,6212,4037820,6212,4200080
1213,6212,4038280,6212,4200540
1213,6212,4039280,6212,4201540
1213,6212,4040280,6212,4202540
1213,6212,4040280,6212,4203540
1213,6212,4040280,6212,4203540
1213,6212,4040280,6212,4203540
1213,6212,4041280,6212,4204540
1213,6212,4041930,6212,4205190
1213,6212,4042930,6212,4206190
1213,6212,4043930,6212,4207190
1213,6212,4044400,6212,4207660
1213,6212,4045400,6212,4208660
1213,6212,4046210,6212,4209470
1213,6212,4046860,6212,4210120
1213,6212,4047080,6212,4210340
1213,6212,4048080,6212,4211340
1213,6212,4049080,6212,4212340
1213,6212,4050080,6212,4213340
1213,6212,4050240,6212,4213500
1213,6212,4050240,6212,4214500
1213,6212,4050890,6212,4215150
1213,6212,4050890,6212,4215150
1213,6212,4051700,6212,4215960
1213,6212,4052170,6212,4216430
1213,6212,4053170,6212,4217430
1213,6212,4054170,6212,4218430
1213,6212,4054170,6212,4219430
1213,6212,4055170,6212,4220430
1213,6212,4055490,6212,4220750
1213,6212,4056490,6212,4221750
1213,6212,4057300,6212,4222560
1213,6212,4058300,6212,4223560
1213,6212,4059300,6212,4224560
1213,6212,4059300,6212,4225560
1213,6212,4059770,6212,4226030
1213,6212,4060770,6212,4227030
1213,6212,4061770,6212,4228030
1213,6212,4061990,6212,4228250
1213,6212,4062460,6212,4228720
1213,6212,4062930,6212,4229190
1213,6212,4063390,6212,4229650
1213,6212,4063390,6212,4229650
1213,6212,4064390,6212,4230650
1213,6212,4065390,6212,4231650
1213,6212,4065390,6212,4231650
1213,6212,4065940,6212,4232200
1213,6212,4065940,6212,4232850
1213,6212,4066750,6212,4233660
1213,6212,4067750,6212,4234660
1213,6212,4067750,6212,4235120
1213,6212,4068750,6212,4236120
1213,6212,4068750,6212,4237120
1213,6212,4068910,6212,4237280
1213,6212,4068910,6212,4237280
1213,6212,4069720,6212,4238090
1213,6212,4070720,6212,4239090
1213,6212,4071180,6212,4239550
1213,6212,4071990,6212,4240360
1213,6212,4072990,6212,4241360
1213,6212,4073990,6212,4242360
1213,6212,4073990,6212,4243170
1213,6212,4074990,6212,4244170
1213,6212,4075310,6212,4244490
1213,6212,4076310,6212,4245490
1213,6212,4077310,6212,4246490
1213,6212,4077960,6212,4247140
1213,6212,4078960,6212,4248140
1213,6212,4079960,6212,4249140
1213,6212,4080960,6212,4250140
1213,6212,4081280,6212,4250460
1213,6212,4081750,6212,4250930
1213,6212,4082560,6212,4251740
1213,6212,4083370,6212,4252550
1213,6212,4084180,6212,4253360
1213,6212,4084990,6212,4254170
1213,6212,4084990,6212,4254170
1213,6212,4085220,6212,4254400
1213,6212,4086220,6212,4255400
1213,6212,4086690,6212,4255870
1213,6212,4086690,6212,4255870
1213,6212,4087690,6212,4256870
1213,6212,4088690,6212,4257870
1213,6212,4089340,6212,4258520
1213,6212,4089660,6212,4258840
1213,6212,4090470,6212,4259650
1213,6212,4091470,6212,4260650
1213,6212,4091470,6212,4260650
1213,6212,4092470,6212,4261650
1213,6212,4093280,6212,4262460
1213,6212,4094280,6212,4263460
1213,6212,4095280,6212,4264460
1213,6212,4095280,6212,4264460
1213,6212,4096280,6212,4265460
1213,6212,4097280,6212,4266460
1213,6212,4098280,6212,4267460
1213,6212,4099280,6212,4268460
1213,6212,4099600,6212,4268780
1213,6212,4100410,6212,4269590
1213,6212,4100730,6212,4269910
1213,6212,4101730,6212,4270910
1213,6212,4102730,6212,4271910
1213,6212,4103540,6212,4272720
1213,6212,4104010,6212,4273190
1213,6212,4105010,6212,4274190
1213,6212,4106010,6212,4275190
1213,6212,4106330,6212,4275510
1213,6212,4107330,6212,4276510
1213,6212,4107800,6212,4276980
1213,6212,4108800,6212,4277980
1213,6212,4108800,6212,4278980
1213,6212,4109800,6212,4279980
1213,6212,4109800,6212,4279980
1213,6212,4110800,6212,4280980
1213,6212,4111800,6212,4281980
1213,6212,4112270,6212,4282450
1213,6212,4112270,6212,4283450
1213,6212,4112270,6212,4284100
1213,6212,4113080,6212,4284910
1213,6212,4114080,6212,4285910
1213,6212,4114080,6212,4285910
1213,6212,4114080,6212,4285910
1213,6212,4115080,6212,4286910
1213,6212,4115890,6212,4287720
1213,6212,4116700,6212,4288530
1213,6212,4117020,6212,4288850
1213,6212,4118020,6212,4289850
1213,6212,4118020,6212,4289850
1213,6212,4118480,6212,4290310
1213,6212,4118480,6212,4290310
1213,6212,4119480,6212,4291310
1213,6212,4119950,6212,4291780
1213,6212,4120760,6212,4292590
1213,6212,4121760,6212,4293590
1213,6212,4122570,6212,4294400
1213,6212,4123570,6212,4295400
1213,6212,4124570,6212,4296400
1213,6212,4124570,6212,4296400
1213,6212,4125570,6212,4297400
1213,6212,4126570,6212,4298400
1213,6212,4126570,6212,4298400
1213,6212,4127570,6212,4299400
1213,6212,4127570,6212,4300400
1213,6212,4128570,6212,4301400
1213,6212,4128570,6212,4301400
1213,6212,4128570,6212,4301400
1213,6212,4129570,6212,4302400
1213,6212,4130570,6212,4303400
1213,6212,4130570,6212,4303400
1213,6212,4131570,6212,4304400
1213,6212,4131570,6212,4305050
1213,6212,4131570,6212,4306050
1213,6212,4132570,6212,4307050
1213,6212,4133570,6212,4308050
1213,6212,4134570,6212,4309050
1213,6212,4134570,6212,4309050
1213,6212,4135570,6212,4310050
1213,6212,4136570,6212,4311050
1213,6212,4137570,6212,4312050
1213,6212,4138380,6212,4312860
1213,6212,4138380,6212,4312860
1213,6212,4139380,6212,4313860
1213,6212,4139380,6212,4314670
1213,6212,4140380,6212,4315670
1213,6212,4141380,6212,4316670
1213,6212,4142380,6212,4317670
1213,6212,4143380,6212,4318670
1213,6212,4143700,6212,4318990
1213,6212,4144700,6212,4319990
1213,6212,4145510,6212,4320800
1213,6212,4146510,6212,4321800
1213,6212,4147510,6212,4322800
1213,6212,4148510,6212,4323800
1213,6212,4148510,6212,4324800
1213,6212,4149510,6212,4325800
1213,6212,4150510,6212,4326800
1213,6212,4150830,6212,4327120
1213,6212,4150830,6212,4335120
1213,6212,4151300,6212,4335590
1213,6212,4151520,6212,4335810
1213,6212,4151520,6212,4336810
1213,6212,4151520,6212,4344810
1213,6212,4152520,6212,4345810
1213,6212,4152520,6212,4353810
1213,6212,4153520,6212,4354810
1213,6212,4154520,6212,4355810
1213,6212,4154840,6212,4356130
1213,6212,4155840,6212,4357130
1213,6212,4155840,6212,4357130
1213,6212,4156840,6212,4358130
1213,6212,4157310,6212,4358600
1213,6212,4157780,6212,4359070
1213,6212,4158250,6212,4359540
1213,6212,4159060,6212,4360350
1213,6212,4160060,6212,4361350
1213,6212,4161060,6212,4362350
1213,6212,4161540,6212,4362830
1213,6212,4162350,6212,4363640
1213,6212,4163350,6212,4364640
1213,6212,4164350,6212,4365640
1213,6212,4165350,6212,4366640
1213,6212,4166160,6212,4367450
1213,6212,4167160,6212,4368450
1213,6212,4167810,6212,4369100
1213,6212,4168460,6212,4369750
1213,6212,4169460,6212,4370750
1213,6212,4170460,6212,4371750
1213,6212,4171460,6212,4372750
1213,6212,4172460,6212,4373750
1213,6212,4172930,6212,4374220
1213,6212,4173930,6212,4375220
1213,6212,4174930,6212,4376220
1213,6212,4175740,6212,4377030
1213,6212,4175740,6212,4377030
1213,6212,4176060,6212,4377350
1213,6212,4176380,6212,4377670
1213,6212,4176970,6212,4378260
1213,6212,4177190,6212,4378480
1213,6212,4178190,6212,4379480
1213,6212,4178420,6212,4379710
1213,6212,4178420,6212,4380710
1213,6212,4179420,6212,4381710
1213,6212,4179420,6212,4381710
1213,6212,4180420,6212,4382710
1213,6212,4181420,6212,4383710
1213,6212,4181420,6212,4384710
1213,6212,4182420,6212,4385710
1213,6212,4183230,6212,4386520
1213,6212,4184230,6212,4387520
1213,6212,4184230,6212,4388520
1213,6212,4184230,6212,4388850
1213,6212,4184230,6212,4389660
1213,6212,4185040,6212,4390470
1213,6212,4186040,6212,4391470
1213,6212,4186040,6212,4391470
1213,6212,4187040,6212,4392470
1213,6212,4187510,6212,4392940
1213,6212,4188320,6212,4393750
1213,6212,4188790,6212,4394220
1213,6212,4189790,6212,4395220
1213,6212,4189790,6212,4395540
1213,6212,4190600,6212,4396350
1213,6212,4191410,6212,4397160
1213,6212,4191570,6212,4397320
1213,6212,4191570,6212,4398320
1213,6212,4191570,6212,4398970
1213,6212,4191800,6212,4399200
1213,6212,4192120,6212,4399520
1213,6212,4193120,6212,4400520
1213,6212,4193350,6212,4400750
1213,6212,4194160,6212,4401560
1213,6212,4195160,6212,4402560
1213,6212,4196160,6212,4403560
1213,6212,4196630,6212,4404030
1213,6212,4197630,6212,4405030
1213,6212,4198100,6212,4405500
1213,6212,4199100,6212,4406500
1213,6212,4199100,6212,4406500
1213,6212,4200100,6212,4407500
1213,6212,4200100,6212,4415500
1213,6212,4201100,6212,4416500
1213,6212,4201100,6212,4416500
1213,6212,4201560,6212,4416960
1213,6212,4202030,6212,4417430
1213,6212,4203030,6212,4418430
1213,6212,4203250,6212,4418650
1213,6212,4204250,6212,4419650
1213,6212,4204250,6212,4419650
1213,6212,4205060,6212,4420460
1213,6212,4205060,6212,4420460
1213,6212,4205060,6212,4421460
1213,6212,4205870,6212,4422270
1213,6212,4206870,6212,4423270
1213,6212,4206870,6212,4424270
1213,6212,4207870,6212,4425270
1213,6212,4207870,6212,4425270
1213,6212,4208870,6212,4426270
1213,6212,4209190,6212,4426590
1213,6212,4209660,6212,4427060
1213,6212,4210660,6212,4428060
1213,6212,4210660,6212,4429060
1213,6212,4211660,6212,4430060
1213,6212,4212660,6212,4431060
1213,6212,4212980,6212,4431380
1213,6212,4213790,6212,4432190
1213,6212,4214790,6212,4433190
1213,6212,4215260,6212,4433660
1213,6212,4216260,6212,4434660
1213,6212,4216260,6212,4435470
1213,6212,4217070,6212,4436280
1213,6212,4217070,6212,4436280
1213,6212,4218070,6212,4437280
1213,6212,4218070,6212,4437280
1213,6212,4218070,6212,4438280
1213,6212,4218070,6212,4439280
1213,6212,4218880,6212,4440090
1213,6212,4218880,6212,4441090
1213,6212,4218880,6212,4441090
1213,6212,4218880,6212,4441310
1213,6212,4219880,6212,4442310
1213,6212,4220200,6212,4442630
1213,6212,4221200,6212,4443630
1213,6212,4222200,6212,4444630
1213,6212,4223200,6212,4445630
1213,6212,4223520,6212,4445950
1213,6212,4224520,6212,4446950
1213,6212,4224520,6212,4447950
1213,6212,4225520,6212,4448950
1213,6212,4225890,6212,4449320
1213,6212,4226480,6212,4449910
1213,6212,4227480,6212,4450910
1213,6212,4227940,6212,4451370
1213,6212,4227940,6212,4451370
1213,6212,4228940,6212,4452370
1213,6212,4229750,6212,4453180
1213,6212,4230750,6212,4454180
1213,6212,4231750,6212,4455180
1213,6212,4232070,6212,4455500
1213,6212,4232070,6212,4455500
1213,6212,4232070,6212,4456500
1213,6212,4232880,6212,4457310
1213,6212,4233340,6212,4457770
1213,6212,4233800,6212,4458230
1213,6212,4233800,6212,4458880
1213,6212,4233800,6212,4459880
1213,6212,4234270,6212,4460350
1213,6212,4235270,6212,4461350
1213,6212,4235270,6212,4461350
1213,6212,4235270,6212,4461350
1213,6212,4236270,6212,4462350
1213,6212,4236270,6212,4462350
1213,6212,4237270,6212,4463350
1213,6212,4238270,6212,4464350
1213,6212,4238270,6212,4464350
1213,6212,4238270,6212,4464350
1213,6212,4239270,6212,4465350
1213,6212,4239270,6212,4466350
1213,6212,4240080,6212,4467160
1213,6212,4241080,6212,4468160
1213,6212,4242080,6212,4469160
1213,6212,4242550,6212,4469630
1213,6212,4243360,6212,4470440
1213,6212,4244360,6212,4471440
1213,6212,4245360,6212,4472440
1213,6212,4246360,6212,4473440
1213,6212,4246520,6212,4473600
1213,6212,4246520,6212,4474600
1213,6212,4247520,6212,4475600
1213,6212,4248520,6212,4476600
1213,6212,4248520,6212,4476600
1213,6212,4248520,6212,4477600
1213,6212,4248740,6212,4477820
1213,6212,4249060,6212,4478140
1213,6212,4249060,6212,4478950
1213,6212,4250060,6212,4479950
1213,6212,4250060,6212,4480760
1213,6212,4251060,6212,4481760
1213,6212,4251060,6212,4481760
1213,6212,4251060,6212,4482230
1213,6212,4251060,6212,4482230
1213,6212,4251060,6212,4483040
1213,6212,4251060,6212,4483040
1213,6212,4251060,6212,4484040
1213,6212,4251060,6212,4484040
1213,6212,4251870,6212,4484850
1213,6212,4252870,6212,4485850
1213,6212,4253870,6212,4486850
1213,6212,4254340,6212,4487320
1213,6212,4255340,6212,4488320
1213,6212,4256340,6212,4489320
1213,6212,4256340,6212,4489320
1213,6212,4256340,6212,4490320
1213,6212,4256340,6212,4490320
1213,6212,4257340,6212,4491320
1213,6212,4257340,6212,4492320
1213,6212,4258340,6212,4493320
1213,6212,4258990,6212,4493970
1213,6212,4258990,6212,4494780
1213,6212,4259990,6212,4495780
1213,6212,4259990,6212,4495780
1213,6212,4260460,6212,4496250
1213,6212,4261270,6212,4497060
1213,6212,4262270,6212,4498060
1213,6212,4262270,6212,4498060
1213,6212,4262270,6212,4498060
1213,6212,4262270,6212,4499060
1213,6212,4263080,6212,4499870
1213,6212,4264080,6212,4500870
1213,6212,4265080,6212,4501870
1213,6212,4265080,6212,4502870
1213,6212,4266080,6212,4503870
1213,6212,4266890,6212,4504680
1213,6212,4266890,6212,4512680
1213,6212,4267890,6212,4513680
1213,6212,4268890,6212,4514680
1213,6212,4269890,6212,4515680
1213,6212,4270700,6212,4516490
1213,6212,4271700,6212,4517490
1213,6212,4272700,6212,4518490
1213,6212,4273510,6212,4519300
1213,6212,4273510,6212,4519300
1213,6212,4273510,6212,4519300
1213,6212,4274060,6212,4519850
1213,6212,4274060,6212,4519850
1213,6212,4275060,6212,4520850
1213,6212,4275170,6212,4520960
1213,6212,4276170,6212,4521960
1213,6212,4277170,6212,4522960
1213,6212,4278170,6212,4523960
1213,6212,4278170,6212,4523960
1213,6212,4278980,6212,4524770
1213,6212,4279570,6212,4525360
1213,6212,4280570,6212,4526360
1213,6212,4281220,6212,4527010
1213,6212,4282220,6212,4528010
1213,6212,4283220,6212,4529010
1213,6212,4284220,6212,4530010
1213,6212,4285220,6212,4531010
1213,6212,4286220,6212,4532010
1213,6212,4287220,6212,4533010
1213,6212,4288030,6212,4533820
1213,6212,4289030,6212,4534820
1213,6212,4290030,6212,4535820
1213,6212,4290030,6212,4536470
1213,6212,4290030,6212,4536470
1213,6212,4291030,6212,4537470
1213,6212,4291580,6212,4538020
1213,6212,4292580,6212,4539020
1213,6212,4293580,6212,4540020
1213,6212,4294230,6212,4540670
1213,6212,4294230,6212,4541480
1213,6212,4295230,6212,4542480
1213,6212,4295230,6212,4542480
1213,6212,4296230,6212,4543480
1213,6212,4297230,6212,4544480
1213,6212,4297700,6212,4544950
1213,6212,4298350,6212,4545600
1213,6212,4299160,6212,4546410
1213,6212,4300160,6212,4547410
1213,6212,4300630,6212,4547880
1213,6212,4300630,6212,4547880
1213,6212,4301280,6212,4548530
1213,6212,4302280,6212,4549530
1213,6212,4302280,6212,4549530
1213,6212,4303280,6212,4550530
1213,6212,4304090,6212,4551340
1213,6212,4304090,6212,4552150
1213,6212,4304410,6212,4552470
1213,6212,4304410,6212,4553470
1213,6212,4305220,6212,4554280
1213,6212,4306220,6212,4555280
1213,6212,4306220,6212,4555280
1213,6212,4307220,6212,4556280
1213,6212,4308220,6212,4557280
1213,6212,4309220,6212,4558280
1213,6212,4309680,6212,4558740
1213,6212,4310680,6212,4559740
1213,6212,4311680,6212,4560740
1213,6212,4312230,6212,4561290
1213,6212,4312880,6212,4561940
1213,6212,4313200,6212,4562260
1213,6212,4314200,6212,4563260
1213,6212,4314200,6212,4563260
1213,6212,4314200,6212,4563260
1213,6212,4315200,6212,4564260
1213,6212,4316200,6212,4565260
1213,6212,4317200,6212,4566260
1213,6212,4318200,6212,4567260
1213,6212,4318200,6212,4567260
1213,6212,4318670,6212,4567730
1213,6212,4318990,6212,4568050
1213,6212,4318990,6212,4568700
1213,6212,4318990,6212,4569700
1213,6212,4318990,6212,4570700
1213,6212,4319460,6212,4571170
1213,6212,4319460,6212,4579170
1213,6212,4319460,6212,4579170
1213,6212,4320460,6212,4580170
1213,6212,4321460,6212,4581170
1213,6212,4321780,6212,4581490
1213,6212,4322780,6212,4582490
1213,6212,4323590,6212,4583300
1213,6212,4324590,6212,4584300
1213,6212,4324590,6212,4584300
1213,6212,4324590,6212,4584300
1213,6212,4324590,6212,4584300
1213,6212,4325590,6212,4585300
1213,6212,4325590,6212,4585300
1213,6212,4326590,6212,4586300
1213,6212,4326590,6212,4587300
1213,6212,4327060,6212,4587770
1213,6212,4327060,6212,4587770
1213,6212,4327060,6212,4587770
1213,6212,4327870,6212,4588580
1213,6212,4327870,6212,4588580
1213,6212,4328870,6212,4589580
1213,6212,4329870,6212,4590580
1213,6212,4330340,6212,4591050
1213,6212,4331340,6212,4592050
1213,6212,4331340,6212,4593050
1213,6212,4332340,6212,4594050
1213,6212,4332610,6212,4594320
1213,6212,4333420,6212,4595130
1213,6212,4333420,6212,4595130
1213,6212,4334420,6212,4596130
1213,6212,4334420,6212,4597130
1213,6212,4335420,6212,4598130
1213,6212,4336420,6212,4599130
1213,6212,4337420,6212,4600130
1213,6212,4337420,6212,4600600
1213,6212,4338230,6212,4601410
1213,6212,4338230,6212,4601410
1213,6212,4339040,6212,4602220
1213,6212,4340040,6212,4603220
1213,6212,4340040,6212,4603220
1213,6212,4341040,6212,4604220
1213,6212,4341850,6212,4605030
1213,6212,4342850,6212,4606030
1213,6212,4343850,6212,4607030
1213,6212,4344850,6212,4608030
1213,6212,4345850,6212,4609030
1213,6212,4346660,6212,4609840
1213,6212,4346660,6212,4610650
1213,6212,4347470,6212,4611460
1213,6212,4348470,6212,4612460
1213,6212,4348470,6212,4612460
1213,6212,4348470,6212,4612460
1213,6212,4349470,6212,4613460
1213,6212,4349470,6212,4613460
1213,6212,4350470,6212,4614460
1213,6212,4350700,6212,4614690
1213,6212,4351700,6212,4615690
1213,6212,4352290,6212,4616280
1213,6212,4352940,6212,4616930
1213,6212,4353940,6212,4617930
1213,6212,4354400,6212,4618390
1213,6212,4355210,6212,4619200
1213,6212,4356210,6212,4620200
1213,6212,4357210,6212,4621200
1213,6212,4357210,6212,4622200
1213,6212,4358210,6212,4623200
1213,6212,4358440,6212,4623430
1213,6212,4358440,6212,4624240
1213,6212,4358670,6212,4624470
1213,6212,4359670,6212,4625470
1213,6212,4359670,6212,4625470
1213,6212,4359670,6212,4625470
1213,6212,4360670,6212,4626470
1213,6212,4360670,6212,4626470
1213,6212,4361480,6212,4627280
1213,6212,4362480,6212,4628280
1213,6212,4362480,6212,4629280
1213,6212,4362800,6212,4629600
1213,6212,4363800,6212,4630600
1213,6212,4363800,6212,4631600
1213,6212,4364800,6212,4632600
1213,6212,4364800,6212,4633600
1213,6212,4365800,6212,4634600
1213,6212,4366800,6212,4635600
1213,6212,4366800,6212,4636410
1213,6212,4367800,6212,4637410
1213,6212,4368610,6212,4638220
1213,6212,4368770,6212,4638380
1213,6212,4368770,6212,4639380
1213,6212,4369240,6212,4639850
1213,6212,4370240,6212,4640850
1213,6212,4371240,6212,4641850
1213,6212,4372240,6212,4642850
1213,6212,4373240,6212,4643850
1213,6212,4373710,6212,4644320
1213,6212,4373710,6212,4644800
1213,6212,4374710,6212,4645800
1213,6212,4375710,6212,4646800
1213,6212,4376710,6212,4647800
1213,6212,4377030,6212,4648120
1213,6212,4378030,6212,4649120
1213,6212,4378030,6212,4649580
1213,6212,4378030,6212,4649580
1213,6212,4378030,6212,4649580
1213,6212,4379030,6212,4650580
1213,6212,4379030,6212,4651580
1213,6212,4379500,6212,4652050
1213,6212,4380500,6212,4653050
1213,6212,4381310,6212,4653860
1213,6212,4381310,6212,4653860
1213,6212,4382310,6212,4654860
1213,6212,4383310,6212,4655860
1213,6212,4384310,6212,4656860
1213,6212,4384310,6212,4657510
1213,6212,4385310,6212,4658510
1213,6212,4385310,6212,4658510
1213,6212,4386310,6212,4659510
1213,6212,4386310,6212,4660510
1213,6212,4387310,6212,4661510
1213,6212,4388310,6212,4662510
1213,6212,4389310,6212,4663510
1213,6212,4389310,6212,4663510
1213,6212,4390310,6212,4664510
1213,6212,4391310,6212,4665510
1213,6212,4391960,6212,4666160
1213,6212,4391960,6212,4666160
1213,6212,4392610,6212,4666810
1213,6212,4392610,6212,4667620
1213,6212,4393420,6212,4668430
1213,6212,4394420,6212,4669430
1213,6212,4394420,6212,4669430
1213,6212,4394740,6212,4669750
1213,6212,4395740,6212,4670750
1213,6212,4396740,6212,4671750
1213,6212,4396740,6212,4671750
1213,6212,4397390,6212,4672400
1213,6212,4398390,6212,4673400
1213,6212,4398390,6212,4673400
1213,6212,4398390,6212,4673400
1213,6212,4399390,6212,4674400
1213,6212,4400040,6212,4675050
1213,6212,4401040,6212,4676050
1213,6212,4402040,6212,4677050
1213,6212,4403040,6212,4678050
1213,6212,4403510,6212,4678520
1213,6212,4403880,6212,4678890
1213,6212,4404880,6212,4679890
1213,6212,4405880,6212,4680890
1213,6212,4406350,6212,4681360
1213,6212,4406350,6212,4681360
1213,6212,4406820,6212,4681830
1213,6212,4407820,6212,4682830
1213,6212,4408820,6212,4683830
1213,6212,4409470,6212,4684480
1213,6212,4410280,6212,4685290
1213,6212,4410280,6212,4685290
1213,6212,4410280,6212,4685290
1213,6212,4411280,6212,4686290
1213,6212,4412280,6212,4687290
1213,6212,4413280,6212,4688290
1213,6212,4413280,6212,4688290
1213,6212,4413280,6212,4696290
1213,6212,4414280,6212,4697290
1213,6212,4415280,6212,4698290
1213,6212,4415280,6212,4698290
1213,6212,4415280,6212,4698290
1213,6212,4415280,6212,4698290
1213,6212,4415280,6212,4699290
1213,6212,4416280,6212,4700290
1213,6212,4416280,6212,4700290
1213,6212,4416750,6212,4700760
1213,6212,4417070,6212,4701080
1213,6212,4418070,6212,4702080
1213,6212,4419070,6212,4703080
1213,6212,4419880,6212,4703890
1213,6212,4420350,6212,4704360
1213,6212,4420350,6212,4712360
1213,6212,4420350,6212,4713360
1213,6212,4420350,6212,4713360
1213,6212,4421350,6212,4714360
1213,6212,4421820,6212,4714830
1213,6212,4421820,6212,4715830
1213,6212,4422630,6212,4716640
1213,6212,4422630,6212,4717640
1213,6212,4423630,6212,4718640
1213,6212,4424630,6212,4719640
1213,6212,4425630,6212,4720640
1213,6212,4425630,6212,4720640
1213,6212,4426630,6212,4721640
1213,6212,4427630,6212,4722640
1213,6212,4428630,6212,4723640
1213,6212,4429630,6212,4724640
1213,6212,4429630,6212,4724640
1213,6212,4430440,6212,4725450
1213,6212,4431250,6212,4726260
1213,6212,4432250,6212,4727260
1213,6212,4433250,6212,4728260
1213,6212,4433720,6212,4728730
1213,6212,4433720,6212,4729730
1213,6212,4434190,6212,4730200
1213,6212,4435190,6212,4731200
1213,6212,4435420,6212,4731430
1213,6212,4436420,6212,4732430
1213,6212,4436420,6212,4733080
1213,6212,4437420,6212,4734080
1213,6212,4438230,6212,4734890
1213,6212,4438230,6212,4735890
1213,6212,4438700,6212,4736360
1213,6212,4438700,6212,4737360
1213,6212,4439700,6212,4738360
1213,6212,4440020,6212,4738680
1213,6212,4440020,6212,4739680
1213,6212,4440490,6212,4740150
1213,6212,4440960,6212,4740620
1213,6212,4441960,6212,4741620
1213,6212,4442960,6212,4742620
1213,6212,4443960,6212,4743620
1213,6212,4444960,6212,4744620
1213,6212,4445960,6212,4745620
1213,6212,4445960,6212,4745620
1213,6212,4446960,6212,4746620
1213,6212,4447960,6212,4747620
1213,6212,4447960,6212,4747620
1213,6212,4448960,6212,4748620
1213,6212,4449430,6212,4749090
1213,6212,4450430,6212,4750090
1213,6212,4451430,6212,4751090
1213,6212,4452240,6212,4751900
1213,6212,4452710,6212,4752370
1213,6212,4453710,6212,4753370
1213,6212,4453710,6212,4753370
1213,6212,4454030,6212,4753690
1213,6212,4454350,6212,4754010
1213,6212,4455350,6212,4755010
1213,6212,4455350,6212,4755820
1213,6212,4455350,6212,4756820
1213,6212,4455580,6212,4757050
1213,6212,4456580,6212,4758050
1213,6212,4457050,6212,4758520
1213,6212,4458050,6212,4759520
1213,6212,4459050,6212,4760520
1213,6212,4459210,6212,4760680
1213,6212,4460210,6212,4761680
1213,6212,4461210,6212,4762680
1213,6212,4461210,6212,4763680
1213,6212,4462210,6212,4764680
1213,6212,4463210,6212,4765680
1213,6212,4464210,6212,4766680
1213,6212,4465020,6212,4767490
1213,6212,4465340,6212,4767810
1213,6212,4465340,6212,4768280
1213,6212,4466340,6212,4769280
1213,6212,4467340,6212,4770280
1213,6212,4468340,6212,4771280
1213,6212,4469340,6212,4772280
1213,6212,4469340,6212,4772280
1213,6212,4469340,6212,4772510
1213,6212,4470340,6212,4773510
1213,6212,4470340,6212,4774510
1213,6212,4471340,6212,4775510
1213,6212,4471340,6212,4776510
1213,6212,4471660,6212,4776830
1213,6212,4471660,6212,4777420
1213,6212,4472130,6212,4777890
1213,6212,4473130,6212,4778890
1213,6212,4474130,6212,4779890
1213,6212,4474600,6212,4780360
1213,6212,4475600,6212,4781360
1213,6212,4475920,6212,4781680
1213,6212,4475920,6212,4781680
1213,6212,4476920,6212,4782680
1213,6212,4477920,6212,4783680
1213,6212,4478920,6212,4784680
1213,6212,4479920,6212,4785680
1213,6212,4480390,6212,4786150
1213,6212,4480940,6212,4786700
1213,6212,4480940,6212,4787700
1213,6212,4480940,6212,4788510
1213,6212,4480940,6212,4789160
1213,6212,4480940,6212,4790160
1213,6212,4481160,6212,4790380
1213,6212,4481160,6212,4790380
1213,6212,4481160,6212,4790380
1213,6212,4481160,6212,4790380
1213,6212,4482160,6212,4791380
1213,6212,4482160,6212,4791380
1213,6212,4482160,6212,4791380
1213,6212,4483160,6212,4792380
1213,6212,4484160,6212,4793380
1213,6212,4488160,6212,4797380
1213,6212,4488160,6212,4798380
1213,6212,4488630,6212,4798850
1213,6212,4489440,6212,4799660
1213,6212,4490440,6212,4800660
1213,6212,4491440,6212,4801660
1213,6212,4492440,6212,4802660
1213,6212,4493440,6212,4803660
1213,6212,4494440,6212,4804660
1213,6212,4494440,6212,4804660
1213,6212,4494440,6212,4804660
1213,6212,4495440,6212,4805660
1213,6212,4496440,6212,4806660
