ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1063,5385,1707950,6212,1707950
1063,5385,1708950,6212,1708950
1064,5393,1709950,6212,1709950
1064,5393,1709950,6212,1709950
1064,5393,1710420,6212,1710420
1064,5393,1710420,6212,1710420
1065,5401,1711420,6212,1711420
1065,5401,1712420,6212,1712420
1065,5401,1713230,6212,1713230
1066,5403,1714230,6212,1714230
1066,5403,1715230,6212,1715230
1067,5411,1716230,6212,1716230
1067,5411,1716700,6212,1716700
1067,5411,1717700,6212,1717700
1067,5411,1718020,6212,1718020
1067,5411,1719020,6212,1719020
1067,5411,1720020,6212,1720020
1067,5411,1720020,6212,1720020
1067,5411,1720490,6212,1720490
1067,5411,1721300,6212,1721300
1067,5411,1721300,6212,1721300
1067,5411,1722300,6212,1722300
1067,5411,1722770,6212,1722770
1067,5411,1723000,6212,1723000
1067,5411,1723470,6212,1723470
1067,5411,1723470,6212,1723470
1067,5411,1724470,6212,1724470
1068,5412,1724930,6212,1724930
1069,5420,1725400,6212,1725400
1069,5420,1726400,6212,1726400
1069,5420,1726860,6212,1726860
1069,5420,1727670,6212,1727670
1069,5420,1727670,6212,1727670
1069,5420,1728670,6212,1728670
1069,5420,1729670,6212,1729670
1069,5420,1730670,6212,1730670
1069,5420,1731670,6212,1731670
1069,5420,1732670,6212,1732670
1069,5420,1732670,6212,1732670
1069,5420,1732670,6212,1732670
1069,5420,1733140,6212,1733140
1069,5420,1733140,6212,1733140
1069,5420,1733950,6212,1733950
1069,5420,1734950,6212,1734950
1069,5420,1735950,6212,1735950
1069,5420,1736760,6212,1736760
1069,5420,1737230,6212,1737230
1069,5420,1738040,6212,1738040
1069,5420,1739040,6212,1739040
1069,5420,1740040,6212,1740040
1069,5420,1740690,6212,1740690
1069,5420,1741690,6212,1741690
1069,5420,1741690,6212,1741690
1069,5420,1742690,6212,1742690
1069,5420,1743690,6212,1743690
1070,5424,1744690,6212,1744690
1070,5424,1745010,6212,1745010
1071,5432,1745330,6212,1745330
1071,5432,1746330,6212,1746330
1071,5432,1747330,6212,1747330
1071,5432,1748330,6212,1748330
1071,5432,1749330,6212,1749330
1071,5432,1750140,6212,1750140
1071,5432,1750140,6212,1750140
1071,5432,1750610,6212,1750610
1071,5432,1751610,6212,1751610
1071,5432,1752610,6212,1752610
1071,5432,1752930,6212,1752930
1071,5432,1753930,6212,1753930
1072,5434,1754400,6212,1754400
1072,5434,1755210,6212,1755210
1073,5436,1755530,6212,1755530
1073,5436,1755530,6212,1755530
1073,5436,1755530,6212,1755530
1073,5436,1755530,6212,1755530
1073,5436,1756530,6212,1756530
1074,5444,1757530,6212,1757530
1074,5444,1758340,6212,1758340
1074,5444,1758340,6212,1758340
1074,5444,1759150,6212,1759150
1074,5444,1759150,6212,1759150
1074,5444,1759620,6212,1759620
1074,5444,1759620,6212,1759620
1074,5444,1760620,6212,1760620
1074,5444,1761620,6212,1761620
1074,5444,1761620,6212,1761620
1074,5444,1762430,6212,1762430
1075,5452,1762900,6212,1762900
1075,5452,1763900,6212,1763900
1076,5460,1764490,6212,1764490
1076,5460,1764810,6212,1764810
1076,5460,1764810,6212,1764810
1076,5460,1765810,6212,1765810
1076,5460,1766810,6212,1766810
1076,5460,1767810,6212,1767810
1076,5460,1768810,6212,1768810
1076,5460,1769360,6212,1769360
1076,5460,1769360,6212,1769360
1077,5468,1770360,6212,1770360
1078,5470,1771360,6212,1771360
1079,5472,1771360,6212,1771360
1079,5472,1771360,6212,1771360
1079,5472,1771910,6212,1771910
1079,5472,1772910,6212,1772910
1079,5472,1773910,6212,1773910
1079,5472,1774910,6212,1774910
1079,5472,1775130,6212,1775130
1079,5472,1775590,6212,1775590
1079,5472,1776590,6212,1776590
1079,5472,1777180,6212,1777180
1079,5472,1778180,6212,1778180
1079,5472,1779180,6212,1779180
1079,5472,1780180,6212,1780180
1080,5480,1781180,6212,1781180
1080,5480,1782180,6212,1782180
1080,5480,1782500,6212,1782500
1080,5480,1782500,6212,1782500
1081,5482,1783090,6212,1783090
1081,5482,1783090,6212,1783090
1081,5482,1783090,6212,1783090
1081,5482,1783090,6212,1783090
1081,5482,1783560,6212,1783560
1082,5490,1784560,6212,1784560
1082,5490,1785370,6212,1785370
1082,5490,1785370,6212,1785370
1082,5490,1785690,6212,1785690
1082,5490,1786690,6212,1786690
1082,5490,1787690,6212,1787690
1082,5490,1788690,6212,1788690
1082,5490,1789690,6212,1789690
1082,5490,1790500,6212,1790500
1082,5490,1791500,6212,1791500
1082,5490,1792500,6212,1792500
1082,5490,1793500,6212,1793500
1082,5490,1794500,6212,1794500
1082,5490,1795500,6212,1795500
1082,5490,1796050,6212,1796050
1082,5490,1796860,6212,1796860
1082,5490,1796860,6212,1796860
1083,5492,1797860,6212,1797860
1083,5492,1797860,6212,1797860
1083,5492,1798860,6212,1798860
1083,5492,1799860,6212,1799860
1083,5492,1800510,6212,1800510
1083,5492,1800510,6212,1800510
1083,5492,1801510,6212,1801510
1083,5492,1802510,6212,1802510
1083,5492,1802510,6212,1802510
1083,5492,1803320,6212,1803320
1083,5492,1803320,6212,1803320
1083,5492,1804320,6212,1804320
1083,5492,1804640,6212,1804640
1083,5492,1805640,6212,1805640
1083,5492,1806640,6212,1806640
1084,5500,1814640,6212,1814640
1084,5500,1815640,6212,1815640
1084,5500,1816290,6212,1816290
1085,5502,1817290,6212,1817290
1085,5502,1817290,6212,1817290
1085,5502,1818290,6212,1818290
1085,5502,1819290,6212,1819290
1085,5502,1820290,6212,1820290
1085,5502,1821290,6212,1821290
1085,5502,1821290,6212,1821290
1085,5502,1822100,6212,1822100
1085,5502,1823100,6212,1823100
1086,5510,1824100,6212,1824100
1086,5510,1825100,6212,1825100
1086,5510,1825450,6212,1825450
1086,5510,1825920,6212,1825920
1086,5510,1826920,6212,1826920
1087,5512,1827240,6212,1827240
1088,5520,1827890,6212,1827890
1088,5520,1828210,6212,1828210
1088,5520,1829210,6212,1829210
1089,5528,1830210,6212,1830210
1089,5528,1830580,6212,1830580
1089,5528,1831050,6212,1831050
1090,5530,1832050,6212,1832050
1090,5530,1832640,6212,1832640
1090,5530,1833450,6212,1833450
1090,5530,1833450,6212,1833450
1090,5530,1834450,6212,1834450
1090,5530,1835450,6212,1835450
1090,5530,1836450,6212,1836450
1090,5530,1837260,6212,1837260
1090,5530,1838260,6212,1838260
1090,5530,1839260,6212,1839260
1090,5530,1840260,6212,1840260
1090,5530,1840910,6212,1840910
1090,5530,1841910,6212,1841910
1090,5530,1842910,6212,1842910
1090,5530,1843910,6212,1843910
1090,5530,1844380,6212,1844380
1090,5530,1845380,6212,1845380
1090,5530,1846380,6212,1846380
1090,5530,1847380,6212,1847380
1090,5530,1847380,6212,1847380
1090,5530,1848380,6212,1848380
1090,5530,1849190,6212,1849190
1091,5532,1850190,6212,1850190
1091,5532,1851000,6212,1851000
1091,5532,1851810,6212,1851810
1092,5540,1851810,6212,1851810
1092,5540,1852810,6212,1852810
1092,5540,1853810,6212,1853810
1093,5548,1854460,6212,1854460
1093,5548,1855460,6212,1855460
1093,5548,1856270,6212,1856270
1093,5548,1856740,6212,1856740
1093,5548,1857060,6212,1857060
1093,5548,1857290,6212,1857290
1093,5548,1858290,6212,1858290
1093,5548,1859290,6212,1859290
1093,5548,1860100,6212,1860100
1093,5548,1861100,6212,1861100
1093,5548,1861910,6212,1861910
1093,5548,1861910,6212,1861910
1093,5548,1862910,6212,1862910
1093,5548,1863560,6212,1863560
1093,5548,1863560,6212,1863560
1093,5548,1863560,6212,1863560
1093,5548,1864030,6212,1864030
1093,5548,1864490,6212,1864490
1093,5548,1864810,6212,1864810
1094,5550,1865810,6212,1865810
1094,5550,1866620,6212,1866620
1094,5550,1867620,6212,1867620
1094,5550,1868090,6212,1868090
1094,5550,1869090,6212,1869090
1094,5550,1869740,6212,1869740
1094,5550,1870740,6212,1870740
1094,5550,1871740,6212,1871740
1094,5550,1872740,6212,1872740
1094,5550,1873550,6212,1873550
1094,5550,1874360,6212,1874360
1094,5550,1875360,6212,1875360
1094,5550,1876360,6212,1876360
1094,5550,1876690,6212,1876690
1094,5550,1877690,6212,1877690
1094,5550,1878690,6212,1878690
1094,5550,1879690,6212,1879690
1094,5550,1879690,6212,1879690
1094,5550,1880690,6212,1880690
1094,5550,1881690,6212,1881690
1094,5550,1882500,6212,1882500
1094,5550,1883500,6212,1883500
1095,5552,1884500,6212,1884500
1095,5552,1884660,6212,1884660
1095,5552,1885660,6212,1885660
1095,5552,1886470,6212,1886470
1095,5552,1887470,6212,1887470
1095,5552,1887470,6212,1887470
1095,5552,1888470,6212,1888470
1096,5560,1889470,6212,1889470
1097,5568,1890470,6212,1890470
1098,5576,1891470,6212,1891470
1099,5584,1891470,6212,1891470
1099,5584,1891790,6212,1891790
1099,5584,1892110,6212,1892110
1099,5584,1893110,6212,1893110
1099,5584,1893110,6212,1893110
1099,5584,1893110,6212,1893110
1100,5592,1893330,6212,1893330
1100,5592,1893920,6212,1893920
1100,5592,1894920,6212,1894920
1101,5600,1895920,6212,1895920
1101,5600,1896730,6212,1896730
1101,5600,1897380,6212,1897380
1101,5600,1898030,6212,1898030
1101,5600,1898840,6212,1898840
1101,5600,1898840,6212,1898840
1101,5600,1899840,6212,1899840
1102,5608,1900840,6212,1900840
1103,5610,1901310,6212,1901310
1103,5610,1902120,6212,1902120
1103,5610,1902120,6212,1902120
1103,5610,1902350,6212,1902350
1104,5618,1903350,6212,1903350
1104,5618,1903350,6212,1903350
1104,5618,1904160,6212,1904160
1104,5618,1905160,6212,1905160
1104,5618,1905640,6212,1905640
1104,5618,1906100,6212,1906100
1104,5618,1906910,6212,1906910
1104,5618,1907720,6212,1907720
1104,5618,1908530,6212,1908530
1104,5618,1909530,6212,1909530
1104,5618,1910530,6212,1910530
1104,5618,1911530,6212,1911530
1105,5626,1912530,6212,1912530
1105,5626,1913530,6212,1913530
1105,5626,1914530,6212,1914530
1105,5626,1914690,6212,1914690
1105,5626,1915500,6212,1915500
1105,5626,1916500,6212,1916500
1105,5626,1916960,6212,1916960
1105,5626,1917960,6212,1917960
1105,5626,1918960,6212,1918960
1106,5628,1919960,6212,1919960
1106,5628,1920550,6212,1920550
1107,5630,1921550,6212,1921550
1107,5630,1922360,6212,1922360
1107,5630,1923360,6212,1923360
1107,5630,1923590,6212,1923590
1107,5630,1923590,6212,1923590
1107,5630,1923910,6212,1923910
1107,5630,1924720,6212,1924720
1108,5638,1925720,6212,1925720
1108,5638,1926040,6212,1926040
1108,5638,1926410,6212,1926410
1108,5638,1926730,6212,1926730
1108,5638,1926730,6212,1926730
1108,5638,1926730,6212,1926730
1108,5638,1927200,6212,1927200
1108,5638,1927200,6212,1927200
1108,5638,1928200,6212,1928200
1108,5638,1929200,6212,1929200
1108,5638,1930200,6212,1930200
1109,5646,1930670,6212,1930670
1109,5646,1931670,6212,1931670
1110,5648,1932140,6212,1932140
1110,5648,1933140,6212,1933140
1110,5648,1934140,6212,1934140
1110,5648,1934610,6212,1934610
1110,5648,1935610,6212,1935610
1110,5648,1936610,6212,1936610
1110,5648,1937610,6212,1937610
1110,5648,1938610,6212,1938610
1110,5648,1938610,6212,1938610
1110,5648,1938610,6212,1938610
1110,5648,1939610,6212,1939610
1110,5648,1940260,6212,1940260
1110,5648,1941260,6212,1941260
1110,5648,1942260,6212,1942260
1110,5648,1943260,6212,1943260
1110,5648,1943260,6212,1943260
1110,5648,1943260,6212,1943260
1110,5648,1943260,6212,1943260
1110,5648,1944070,6212,1944070
1111,5656,1944530,6212,1944530
1111,5656,1945340,6212,1945340
1111,5656,1946340,6212,1946340
1111,5656,1947340,6212,1947340
1111,5656,1947930,6212,1947930
1111,5656,1948400,6212,1948400
1111,5656,1948400,6212,1948400
1112,5664,1948860,6212,1948860
1112,5664,1949670,6212,1949670
1112,5664,1950670,6212,1950670
1112,5664,1951140,6212,1951140
1112,5664,1951950,6212,1951950
1112,5664,1952950,6212,1952950
1112,5664,1953950,6212,1953950
1112,5664,1954950,6212,1954950
1112,5664,1955420,6212,1955420
1112,5664,1956420,6212,1956420
1112,5664,1957420,6212,1957420
1112,5664,1958070,6212,1958070
1112,5664,1959070,6212,1959070
1112,5664,1960070,6212,1960070
1112,5664,1960530,6212,1960530
1112,5664,1961530,6212,1961530
1112,5664,1962000,6212,1962000
1112,5664,1962230,6212,1962230
1112,5664,1962880,6212,1962880
1112,5664,1963880,6212,1963880
1112,5664,1964880,6212,1964880
1112,5664,1965530,6212,1965530
1113,5672,1966340,6212,1966340
1114,5680,1967340,6212,1967340
1115,5688,1975340,6212,1975340
1115,5688,1976150,6212,1976150
1115,5688,1976800,6212,1976800
1115,5688,1977800,6212,1977800
1115,5688,1978800,6212,1978800
1115,5688,1979610,6212,1979610
1115,5688,1979840,6212,1979840
1115,5688,1980840,6212,1980840
1116,5696,1981650,6212,1981650
1117,5704,1989650,6212,1989650
1117,5704,1990650,6212,1990650
1117,5704,1991460,6212,1991460
1117,5704,1992460,6212,1992460
1117,5704,1992930,6212,1992930
1118,5706,1993740,6212,1993740
1118,5706,1994550,6212,1994550
1119,5714,1995200,6212,1995200
1119,5714,1996200,6212,1996200
1119,5714,1997200,6212,1997200
1120,5716,1998200,6212,1998200
1120,5716,1998430,6212,1998430
1120,5716,1999430,6212,1999430
1121,5717,2000430,6212,2000430
1121,5717,2000890,6212,2000890
1121,5717,2001360,6212,2001360
1122,5725,2002360,6212,2002360
1122,5725,2003360,6212,2003360
1122,5725,2003630,6212,2003630
1122,5725,2003630,6212,2003630
1122,5725,2004630,6212,2004630
1122,5725,2004740,6212,2004740
1123,5729,2004740,6212,2004740
1124,5737,2005740,6212,2005740
1124,5737,2006740,6212,2006740
1124,5737,2007740,6212,2007740
1124,5737,2008210,6212,2008210
1124,5737,2009210,6212,2009210
1124,5737,2010020,6212,2010020
1124,5737,2011020,6212,2011020
1124,5737,2011830,6212,2011830
1124,5737,2012640,6212,2012640
1124,5737,2013640,6212,2013640
1124,5737,2014640,6212,2014640
1124,5737,2014960,6212,2014960
1124,5737,2014960,6212,2014960
1124,5737,2015960,6212,2015960
1124,5737,2016430,6212,2016430
1124,5737,2017430,6212,2017430
1124,5737,2018430,6212,2018430
1124,5737,2019240,6212,2019240
1125,5739,2019240,6212,2019240
1125,5739,2020240,6212,2020240
1125,5739,2021240,6212,2021240
1125,5739,2021240,6212,2021240
1125,5739,2022240,6212,2022240
1125,5739,2023240,6212,2023240
1125,5739,2024240,6212,2024240
1125,5739,2024240,6212,2024240
1125,5739,2025050,6212,2025050
1125,5739,2026050,6212,2026050
1125,5739,2027050,6212,2027050
1125,5739,2028050,6212,2028050
1125,5739,2029050,6212,2029050
1125,5739,2029700,6212,2029700
1125,5739,2030700,6212,2030700
1125,5739,2031700,6212,2031700
1125,5739,2032700,6212,2032700
1125,5739,2033700,6212,2033700
1125,5739,2033700,6212,2033700
1125,5739,2034510,6212,2034510
1126,5740,2035100,6212,2035100
1127,5748,2036100,6212,2036100
1127,5748,2037100,6212,2037100
1127,5748,2038100,6212,2038100
1127,5748,2038650,6212,2038650
1127,5748,2039650,6212,2039650
1127,5748,2040650,6212,2040650
1127,5748,2041650,6212,2041650
1127,5748,2041650,6212,2041650
1127,5748,2042460,6212,2042460
1127,5748,2043270,6212,2043270
1127,5748,2043740,6212,2043740
1127,5748,2044740,6212,2044740
1127,5748,2045740,6212,2045740
1127,5748,2046210,6212,2046210
1127,5748,2046670,6212,2046670
1127,5748,2047480,6212,2047480
1127,5748,2047950,6212,2047950
1127,5748,2048420,6212,2048420
1127,5748,2049420,6212,2049420
1127,5748,2049890,6212,2049890
1127,5748,2050890,6212,2050890
1128,5756,2051360,6212,2051360
1128,5756,2051360,6212,2051360
1128,5756,2052360,6212,2052360
1128,5756,2052360,6212,2052360
1128,5756,2053360,6212,2053360
1128,5756,2054360,6212,2054360
1129,5764,2055170,6212,2055170
1129,5764,2056170,6212,2056170
1129,5764,2056650,6212,2056650
1129,5764,2057120,6212,2057120
1129,5764,2057120,6212,2057120
1129,5764,2058120,6212,2058120
1129,5764,2058120,6212,2058120
1129,5764,2062120,6212,2062120
1129,5764,2062120,6212,2062120
1130,5772,2062580,6212,2062580
1130,5772,2063580,6212,2063580
1130,5772,2064580,6212,2064580
1130,5772,2065050,6212,2065050
1130,5772,2065700,6212,2065700
1130,5772,2066700,6212,2066700
1130,5772,2067700,6212,2067700
1130,5772,2068170,6212,2068170
1130,5772,2068980,6212,2068980
1130,5772,2068980,6212,2068980
1130,5772,2069790,6212,2069790
1130,5772,2069790,6212,2069790
1130,5772,2070260,6212,2070260
1131,5780,2071070,6212,2071070
1131,5780,2072070,6212,2072070
1131,5780,2072880,6212,2072880
1131,5780,2073350,6212,2073350
1131,5780,2073820,6212,2073820
1131,5780,2074820,6212,2074820
1131,5780,2075820,6212,2075820
1131,5780,2076820,6212,2076820
1131,5780,2077290,6212,2077290
1131,5780,2077290,6212,2077290
1131,5780,2077610,6212,2077610
1131,5780,2078080,6212,2078080
1131,5780,2078550,6212,2078550
1131,5780,2079360,6212,2079360
1132,5788,2079820,6212,2079820
1132,5788,2080630,6212,2080630
1133,5796,2081180,6212,2081180
1133,5796,2082180,6212,2082180
1134,5798,2083180,6212,2083180
1134,5798,2084180,6212,2084180
1134,5798,2085180,6212,2085180
1134,5798,2085990,6212,2085990
1134,5798,2085990,6212,2085990
1134,5798,2086100,6212,2086100
1134,5798,2086570,6212,2086570
1134,5798,2087570,6212,2087570
1134,5798,2088570,6212,2088570
1134,5798,2089220,6212,2089220
1134,5798,2090220,6212,2090220
1134,5798,2090220,6212,2090220
1134,5798,2090220,6212,2090220
1134,5798,2090330,6212,2090330
1135,5800,2091140,6212,2091140
1135,5800,2091360,6212,2091360
1135,5800,2092360,6212,2092360
1135,5800,2092360,6212,2092360
1135,5800,2092830,6212,2092830
1135,5800,2093300,6212,2093300
1135,5800,2094300,6212,2094300
1135,5800,2095300,6212,2095300
1135,5800,2096300,6212,2096300
1136,5808,2097300,6212,2097300
1136,5808,2098300,6212,2098300
1136,5808,2099110,6212,2099110
1136,5808,2100110,6212,2100110
1136,5808,2101110,6212,2101110
1136,5808,2101270,6212,2101270
1136,5808,2101740,6212,2101740
1136,5808,2102740,6212,2102740
1136,5808,2102740,6212,2102740
1136,5808,2103740,6212,2103740
1136,5808,2104390,6212,2104390
1136,5808,2105200,6212,2105200
1136,5808,2106200,6212,2106200
1136,5808,2107200,6212,2107200
1136,5808,2108200,6212,2108200
1136,5808,2109200,6212,2109200
1136,5808,2110200,6212,2110200
1136,5808,2111010,6212,2111010
1136,5808,2111480,6212,2111480
1136,5808,2112130,6212,2112130
1136,5808,2112680,6212,2112680
1136,5808,2112910,6212,2112910
1136,5808,2113910,6212,2113910
1136,5808,2114910,6212,2114910
1137,5816,2122910,6212,2122910
1137,5816,2123720,6212,2123720
1137,5816,2124720,6212,2124720
1137,5816,2125720,6212,2125720
1137,5816,2125720,6212,2125720
1137,5816,2126720,6212,2126720
1137,5816,2127720,6212,2127720
1137,5816,2128720,6212,2128720
1138,5818,2129190,6212,2129190
1138,5818,2130190,6212,2130190
1138,5818,2130510,6212,2130510
1138,5818,2131510,6212,2131510
1138,5818,2132510,6212,2132510
1138,5818,2132980,6212,2132980
1138,5818,2133980,6212,2133980
1138,5818,2134980,6212,2134980
1138,5818,2135790,6212,2135790
1138,5818,2136790,6212,2136790
1138,5818,2137790,6212,2137790
1138,5818,2138260,6212,2138260
1138,5818,2138260,6212,2138260
1138,5818,2138850,6212,2138850
1138,5818,2139850,6212,2139850
1138,5818,2140320,6212,2140320
1138,5818,2140320,6212,2140320
1139,5820,2141320,6212,2141320
1139,5820,2141910,6212,2141910
1139,5820,2142560,6212,2142560
1139,5820,2143370,6212,2143370
1139,5820,2143530,6212,2143530
1139,5820,2144180,6212,2144180
1139,5820,2144180,6212,2144180
1139,5820,2144410,6212,2144410
1140,5822,2145410,6212,2145410
1140,5822,2145410,6212,2145410
1140,5822,2146410,6212,2146410
1140,5822,2146880,6212,2146880
1141,5824,2147880,6212,2147880
1141,5824,2148880,6212,2148880
1141,5824,2149350,6212,2149350
1141,5824,2149670,6212,2149670
1142,5825,2149900,6212,2149900
1142,5825,2149900,6212,2149900
1142,5825,2150370,6212,2150370
1142,5825,2150370,6212,2150370
1142,5825,2151370,6212,2151370
1142,5825,2151530,6212,2151530
1142,5825,2152530,6212,2152530
1142,5825,2152690,6212,2152690
1142,5825,2153340,6212,2153340
1142,5825,2154340,6212,2154340
1142,5825,2154340,6212,2154340
1142,5825,2155150,6212,2155150
1143,5827,2156150,6212,2156150
1143,5827,2157150,6212,2157150
1144,5835,2157620,6212,2157620
1144,5835,2158430,6212,2158430
1144,5835,2159430,6212,2159430
1144,5835,2160240,6212,2160240
1144,5835,2161240,6212,2161240
1144,5835,2162240,6212,2162240
1144,5835,2163240,6212,2163240
1144,5835,2164240,6212,2164240
1144,5835,2164560,6212,2164560
1144,5835,2165560,6212,2165560
1145,5837,2166030,6212,2166030
1145,5837,2166840,6212,2166840
1146,5838,2167060,6212,2167060
1146,5838,2168060,6212,2168060
1147,5846,2168060,6212,2168060
1147,5846,2169060,6212,2169060
1147,5846,2169290,6212,2169290
1147,5846,2169290,6212,2169290
1147,5846,2170290,6212,2170290
1147,5846,2170760,6212,2170760
1147,5846,2170760,6212,2170760
1147,5846,2171570,6212,2171570
1147,5846,2172570,6212,2172570
1147,5846,2173220,6212,2173220
1147,5846,2173270,6212,2173270
1147,5846,2174270,6212,2174270
1147,5846,2175080,6212,2175080
1147,5846,2175550,6212,2175550
1147,5846,2176200,6212,2176200
1147,5846,2176200,6212,2176200
1147,5846,2177200,6212,2177200
1147,5846,2177200,6212,2177200
1147,5846,2178200,6212,2178200
1147,5846,2179200,6212,2179200
1147,5846,2179670,6212,2179670
1147,5846,2180670,6212,2180670
1147,5846,2181480,6212,2181480
1148,5854,2182480,6212,2182480
1148,5854,2183290,6212,2183290
1149,5856,2184290,6212,2184290
1149,5856,2185290,6212,2185290
1149,5856,2185760,6212,2185760
1149,5856,2186080,6212,2186080
1150,5864,2187080,6212,2187080
1151,5872,2187890,6212,2187890
1151,5872,2188890,6212,2188890
1151,5872,2189890,6212,2189890
1151,5872,2190890,6212,2190890
1151,5872,2190890,6212,2190890
1151,5872,2191360,6212,2191360
1151,5872,2192360,6212,2192360
1151,5872,2193360,6212,2193360
1151,5872,2193830,6212,2193830
1151,5872,2194050,6212,2194050
1151,5872,2194280,6212,2194280
1151,5872,2195280,6212,2195280
1151,5872,2195870,6212,2195870
1151,5872,2196680,6212,2196680
1151,5872,2197680,6212,2197680
1151,5872,2197910,6212,2197910
1152,5880,2198910,6212,2198910
1152,5880,2199910,6212,2199910
1152,5880,2200910,6212,2200910
1152,5880,2201910,6212,2201910
1152,5880,2202910,6212,2202910
1152,5880,2202910,6212,2202910
1152,5880,2203720,6212,2203720
1152,5880,2204530,6212,2204530
1153,5882,2205530,6212,2205530
1153,5882,2205530,6212,2205530
1153,5882,2206530,6212,2206530
1153,5882,2206530,6212,2206530
1153,5882,2207530,6212,2207530
1153,5882,2207530,6212,2207530
1153,5882,2208180,6212,2208180
1153,5882,2208180,6212,2208180
1154,5890,2209180,6212,2209180
1154,5890,2209990,6212,2209990
1154,5890,2210990,6212,2210990
1154,5890,2211990,6212,2211990
1154,5890,2212210,6212,2212210
1154,5890,2213210,6212,2213210
1155,5892,2214210,6212,2214210
1155,5892,2215210,6212,2215210
1155,5892,2216210,6212,2216210
1156,5900,2216210,6212,2216210
1156,5900,2216680,6212,2216680
1156,5900,2217680,6212,2217680
1156,5900,2218150,6212,2218150
1156,5900,2218960,6212,2218960
1156,5900,2219960,6212,2219960
1157,5908,2220960,6212,2220960
1157,5908,2221550,6212,2221550
1157,5908,2222550,6212,2222550
1157,5908,2223550,6212,2223550
1157,5908,2224550,6212,2224550
1157,5908,2225550,6212,2225550
1157,5908,2226550,6212,2226550
1158,5910,2226550,6212,2226550
1158,5910,2227360,6212,2227360
1158,5910,2228360,6212,2228360
1158,5910,2228360,6212,2228360
1159,5918,2229360,6212,2229360
1159,5918,2230360,6212,2230360
1159,5918,2230830,6212,2230830
1160,5919,2231380,6212,2231380
1160,5919,2232380,6212,2232380
1160,5919,2233380,6212,2233380
1160,5919,2234380,6212,2234380
1160,5919,2234850,6212,2234850
1160,5919,2235850,6212,2235850
1160,5919,2236850,6212,2236850
1160,5919,2237500,6212,2237500
1160,5919,2237970,6212,2237970
1160,5919,2237970,6212,2237970
1160,5919,2238970,6212,2238970
1160,5919,2239970,6212,2239970
1160,5919,2240970,6212,2240970
1161,5921,2241780,6212,2241780
1161,5921,2242100,6212,2242100
1161,5921,2242910,6212,2242910
1161,5921,2242910,6212,2242910
1161,5921,2243230,6212,2243230
1161,5921,2244230,6212,2244230
1161,5921,2245230,6212,2245230
1161,5921,2245550,6212,2245550
1161,5921,2245780,6212,2245780
1162,5923,2246010,6212,2246010
1162,5923,2246820,6212,2246820
1162,5923,2247630,6212,2247630
1162,5923,2248630,6212,2248630
1162,5923,2248950,6212,2248950
1162,5923,2249760,6212,2249760
1162,5923,2250760,6212,2250760
1162,5923,2251220,6212,2251220
1162,5923,2252220,6212,2252220
1162,5923,2252220,6212,2252220
1162,5923,2253220,6212,2253220
1162,5923,2254030,6212,2254030
1162,5923,2254190,6212,2254190
1162,5923,2255190,6212,2255190
1162,5923,2255410,6212,2255410
1162,5923,2256410,6212,2256410
1162,5923,2256410,6212,2256410
1162,5923,2257410,6212,2257410
1162,5923,2258060,6212,2258060
1162,5923,2259060,6212,2259060
1162,5923,2259060,6212,2259060
1162,5923,2260060,6212,2260060
1162,5923,2261060,6212,2261060
1162,5923,2262060,6212,2262060
1162,5923,2262060,6212,2262060
1162,5923,2262710,6212,2262710
1162,5923,2263180,6212,2263180
1162,5923,2264180,6212,2264180
1162,5923,2265180,6212,2265180
1162,5923,2265650,6212,2265650
1162,5923,2266110,6212,2266110
1162,5923,2266580,6212,2266580
1162,5923,2267580,6212,2267580
1162,5923,2268580,6212,2268580
1162,5923,2269580,6212,2269580
1162,5923,2270580,6212,2270580
1162,5923,2270580,6212,2270580
1162,5923,2271580,6212,2271580
1162,5923,2271800,6212,2271800
1162,5923,2271800,6212,2271800
1162,5923,2272120,6212,2272120
1163,5925,2273120,6212,2273120
1163,5925,2273120,6212,2273120
1163,5925,2273670,6212,2273670
1163,5925,2274670,6212,2274670
1163,5925,2275140,6212,2275140
1163,5925,2276140,6212,2276140
1163,5925,2277140,6212,2277140
1163,5925,2278140,6212,2278140
1163,5925,2278610,6212,2278610
1163,5925,2279610,6212,2279610
1163,5925,2279930,6212,2279930
1164,5927,2280930,6212,2280930
1164,5927,2280930,6212,2280930
1164,5927,2281930,6212,2281930
1164,5927,2282090,6212,2282090
1165,5935,2282560,6212,2282560
1166,5943,2283560,6212,2283560
1167,5951,2283560,6212,2283560
1167,5951,2283560,6212,2283560
