ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9dac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1342085.75,35.2,9.22,364064.48,9.55
1341821.19,35.2,9.22,364037.36,9.55
1341615.0,35.21,9.23,364129.91,9.56
1341349.28,35.21,9.23,364104.98,9.56
1341071.03,35.21,9.23,364173.42,9.56
1340806.48,35.21,9.23,364144.78,9.56
1340545.4,35.22,9.23,364066.73,9.56
1340469.15,35.22,9.24,364094.84,9.57
1340236.62,35.22,9.24,364091.67,9.57
1340415.08,35.23,9.25,364074.4,9.57
1340642.6,35.24,9.26,364495.03,9.58
1340378.04,35.25,9.26,364549.93,9.59
1340378.04,35.25,9.26,364527.91,9.59
1340378.04,35.25,9.26,364589.37,9.59
1340381.51,35.25,9.27,364639.75,9.59
1340116.95,35.25,9.27,364679.5,9.59
1340295.42,35.26,9.28,364616.77,9.59
1340030.86,35.27,9.28,364628.05,9.6
1339766.3,35.27,9.29,364610.32,9.6
1339726.8,35.27,9.29,364562.63,9.6
1340074.66,35.28,9.3,364282.19,9.59
1339351.9,35.27,9.29,363511.87,9.57
1339087.34,35.27,9.29,363488.73,9.57
1339087.34,35.27,9.29,363515.53,9.58
1338813.89,35.28,9.3,363400.21,9.58
1338548.17,35.28,9.3,363290.82,9.57
1338470.76,35.28,9.3,363280.46,9.58
1338264.56,35.29,9.31,363316.45,9.58
1337606.98,35.28,9.3,362599.45,9.56
1337345.9,35.28,9.3,362818.67,9.57
1337139.71,35.29,9.3,362816.5,9.57
1337038.0,35.29,9.3,362975.8,9.58
1336831.8,35.29,9.31,362952.51,9.58
1336567.24,35.29,9.31,362850.12,9.58
1336189.76,35.29,9.3,362433.22,9.57
1336189.76,35.29,9.3,362402.48,9.57
1335925.2,35.29,9.31,362371.98,9.57
1335660.65,35.29,9.31,362333.58,9.57
1335660.65,35.29,9.31,362443.04,9.58
1335460.18,35.29,9.31,362224.54,9.57
1335195.62,35.29,9.31,362315.34,9.58
1335195.62,35.29,9.31,362266.93,9.58
1336215.79,35.32,9.33,365214.64,9.65
1336139.54,35.33,9.34,365202.98,9.66
1335874.98,35.33,9.34,365170.85,9.66
1335613.91,35.33,9.34,365164.06,9.66
1335676.35,35.34,9.35,365131.75,9.66
1335952.63,35.35,9.36,365062.88,9.66
1335952.63,35.35,9.36,365050.92,9.66
1336071.17,35.36,9.37,365291.11,9.67
1335994.92,35.36,9.38,365280.45,9.67
1335994.92,35.36,9.38,365148.78,9.67
1335730.37,35.37,9.38,365093.99,9.67
1335730.37,35.37,9.38,365277.18,9.67
1336062.66,35.38,9.39,365210.5,9.67
1335775.63,35.38,9.39,365177.78,9.67
1335775.63,35.38,9.39,365162.09,9.67
1336027.77,35.39,9.4,365132.48,9.67
1336027.77,35.39,9.4,364978.89,9.67
1335951.52,35.39,9.41,364943.75,9.67
1335951.52,35.39,9.41,364902.66,9.67
1335793.21,35.39,9.4,365309.1,9.68
1335587.01,35.39,9.41,365836.98,9.7
1335765.48,35.4,9.42,365810.9,9.7
1335935.58,35.41,9.42,365851.38,9.7
1335671.03,35.41,9.43,365821.62,9.7
1335924.84,35.42,9.44,365776.68,9.7
1335660.28,35.43,9.44,365857.39,9.7
1335991.96,35.44,9.45,365003.89,9.68
1335448.19,35.43,9.44,364495.25,9.67
1335199.13,35.43,9.45,364479.94,9.67
1334850.9,35.43,9.45,364220.32,9.67
1334670.79,35.44,9.45,363292.8,9.65
1334594.54,35.45,9.46,363273.75,9.65
1334388.34,35.45,9.46,363263.29,9.65
1334127.27,35.45,9.46,364401.32,9.68
1334109.11,35.46,9.47,364449.09,9.69
1334036.34,35.46,9.47,364417.07,9.69
1334018.18,35.47,9.48,364567.48,9.69
1333739.94,35.47,9.48,364535.09,9.7
1333156.96,35.46,9.47,363952.82,9.68
1332882.21,35.47,9.48,363859.01,9.68
1334745.99,35.52,9.53,368796.71,9.82
1335093.85,35.54,9.55,368771.86,9.82
1334861.31,35.54,9.55,368762.83,9.82
1334861.31,35.54,9.55,368762.83,9.82
1334861.31,35.54,9.55,368762.83,9.82
1334762.6,35.54,9.55,368747.17,9.82
1334501.53,35.55,9.56,368792.66,9.82
1334563.97,35.55,9.56,368548.58,9.82
1334791.49,35.57,9.57,368871.38,9.83
1334567.04,35.56,9.57,368694.34,9.82
1334494.28,35.57,9.58,368915.95,9.83
1334268.39,35.57,9.57,368822.41,9.83
1333988.99,35.57,9.58,368718.95,9.83
1333912.73,35.57,9.58,368698.62,9.83
1333648.18,35.58,9.58,368757.5,9.84
1333552.95,35.58,9.59,368791.75,9.84
1333346.75,35.58,9.59,368969.14,9.85
1333270.5,35.59,9.6,368949.28,9.85
1333044.61,35.59,9.59,368856.55,9.85
1332761.07,35.59,9.6,368882.08,9.85
1332556.58,35.59,9.59,368961.83,9.85
1332290.86,35.59,9.6,369254.11,9.86
1332290.86,35.59,9.6,369208.09,9.86
1332290.86,35.59,9.6,369332.86,9.87
1332063.26,35.59,9.59,369178.83,9.86
1331987.01,35.59,9.6,369094.61,9.86
1332263.29,35.6,9.61,369148.06,9.86
1331985.04,35.6,9.61,369801.26,9.88
1331778.85,35.61,9.61,369727.05,9.89
1331957.31,35.62,9.62,369701.17,9.89
1331957.31,35.62,9.62,369704.98,9.89
1331692.75,35.62,9.63,369683.37,9.89
1331870.06,35.63,9.64,370258.86,9.9
1331605.5,35.63,9.64,370340.25,9.91
1331340.94,35.63,9.64,370328.6,9.91
1331519.41,35.64,9.65,370302.79,9.91
1331254.85,35.65,9.65,370353.77,9.92
1331433.32,35.66,9.66,370375.6,9.92
1331172.25,35.66,9.66,370345.94,9.92
1331234.69,35.67,9.67,370317.36,9.92
1330860.97,35.66,9.67,369951.32,9.91
1331137.25,35.67,9.68,370007.88,9.92
1330865.98,35.67,9.68,369577.29,9.91
1330601.42,35.68,9.68,369623.8,9.91
1330906.08,35.69,9.69,369912.78,9.92
1330641.52,35.69,9.69,369896.51,9.92
1330376.96,35.69,9.7,370213.22,9.93
1330170.76,35.69,9.7,370082.95,9.93
1330152.6,35.7,9.7,370403.5,9.94
1330338.52,35.71,9.71,370397.49,9.94
1330060.27,35.71,9.72,370459.86,9.95
1329799.2,35.72,9.72,370425.39,9.95
1329799.2,35.72,9.72,370439.4,9.95
1329538.13,35.72,9.72,370817.45,9.96
1329273.57,35.72,9.73,371498.38,9.98
1328890.55,35.72,9.72,371469.33,9.98
1328814.3,35.72,9.73,371446.62,9.99
1328442.4,35.72,9.72,371084.59,9.98
1328366.15,35.72,9.72,371131.02,9.98
1328366.15,35.72,9.72,371131.02,9.98
1328101.59,35.72,9.73,371107.5,9.98
1328220.13,35.73,9.74,371367.03,9.99
1328201.97,35.74,9.74,371523.38,10.0
1327937.41,35.74,9.74,371486.95,10.0
1327861.16,35.75,9.75,371431.45,10.0
1327596.6,35.75,9.75,371397.31,10.0
1327557.1,35.75,9.75,371349.62,10.0
1327308.03,35.76,9.76,371335.3,10.0
1327308.03,35.76,9.76,371937.02,10.02
1327043.48,35.76,9.76,371905.63,10.02
1326782.4,35.76,9.76,371879.55,10.02
1326706.15,35.77,9.77,371865.37,10.03
1326507.71,35.77,9.77,371678.71,10.02
1326243.15,35.77,9.77,371625.85,10.02
1326165.74,35.77,9.77,372007.3,10.03
1326344.2,35.78,9.78,372124.15,10.04
1326027.56,35.78,9.78,372146.99,10.04
1325652.03,35.77,9.77,371783.48,10.03
1325652.03,35.77,9.77,371823.73,10.03
1325537.11,35.78,9.78,372001.7,10.04
1325715.58,35.79,9.79,371996.8,10.04
1325451.02,35.79,9.79,372025.59,10.05
1325628.33,35.8,9.8,372364.38,10.06
1325362.61,35.8,9.8,372959.22,10.08
1325541.07,35.81,9.81,373078.61,10.08
1325777.74,35.82,9.82,375823.24,10.15
1325931.63,35.83,9.83,375856.73,10.16
1325667.08,35.83,9.83,375806.34,10.16
1325402.52,35.83,9.83,375862.12,10.16
1325136.8,35.84,9.84,375810.65,10.16
1325096.13,35.84,9.85,378028.35,10.23
1324870.24,35.84,9.84,377781.72,10.22
1324997.94,35.86,9.86,377598.25,10.22
1324997.94,35.86,9.86,377598.25,10.22
1325184.76,35.86,9.86,377552.5,10.22
1325247.2,35.87,9.87,377520.46,10.22
1324986.13,35.88,9.88,377512.75,10.22
1324909.88,35.88,9.88,377493.82,10.22
1324823.43,35.89,9.89,377474.0,10.22
1324823.43,35.89,9.89,377451.98,10.22
1324536.41,35.89,9.89,377482.41,10.23
1324460.15,35.89,9.9,377475.8,10.23
1324173.13,35.9,9.9,377514.97,10.23
1323908.57,35.9,9.9,377513.81,10.24
1323831.16,35.9,9.91,377492.31,10.24
1323289.1,35.9,9.9,376957.8,10.23
1323024.54,35.9,9.9,376684.71,10.22
1322818.34,35.9,9.9,376661.42,10.22
1322742.09,35.91,9.91,376644.3,10.22
1322477.54,35.91,9.91,376619.23,10.23
1322212.98,35.91,9.91,376664.59,10.23
1321966.11,35.92,9.92,376673.09,10.23
1321889.86,35.92,9.92,376649.81,10.24
1321611.61,35.92,9.93,376979.18,10.25
1321303.79,35.92,9.92,376638.2,10.24
1321039.23,35.92,9.92,376603.65,10.24
1320498.86,35.92,9.92,377317.01,10.26
1320480.7,35.92,9.92,377467.42,10.27
1320251.78,35.93,9.93,378785.25,10.31
1320251.78,35.93,9.93,378718.34,10.31
1320251.78,35.93,9.93,378744.11,10.31
1319986.06,35.93,9.93,378801.85,10.31
1319753.52,35.93,9.93,378792.82,10.31
1319488.96,35.94,9.93,378783.08,10.32
1319115.24,35.93,9.93,378540.99,10.31
1318850.69,35.93,9.93,379214.12,10.33
1318644.49,35.94,9.93,379208.96,10.33
1318970.57,35.95,9.94,379235.45,10.34
1318704.85,35.95,9.95,379752.93,10.35
1318440.29,35.95,9.95,379721.07,10.35
1318207.5,35.96,9.95,381024.91,10.39
1318001.3,35.96,9.95,380901.79,10.39
1317736.74,35.96,9.96,380877.0,10.39
1317435.22,35.96,9.95,380685.6,10.39
1317170.66,35.96,9.96,380642.18,10.39
1316723.73,35.96,9.95,380026.06,10.38
1316821.85,35.96,9.96,380238.85,10.38
1317000.32,35.97,9.97,380244.65,10.39
1317187.15,35.98,9.98,380249.73,10.39
1316961.58,35.98,9.97,380130.62,10.39
1316961.58,35.98,9.97,380104.81,10.38
1316961.58,35.98,9.97,380126.9,10.39
1317267.4,35.99,9.98,380565.69,10.4
1317267.4,35.99,9.98,380648.01,10.4
1317061.2,35.99,9.99,380576.94,10.4
1316988.44,36.0,9.99,380922.74,10.41
1316782.24,36.0,9.99,380851.67,10.41
1316516.52,36.01,10.0,380548.9,10.41
1316516.52,36.01,10.0,380536.45,10.41
1316310.32,36.01,10.0,380646.87,10.41
1316488.79,36.02,10.01,380674.97,10.42
1316224.23,36.02,10.01,380707.85,10.42
1316402.7,36.03,10.02,380670.53,10.42
1316402.7,36.03,10.02,380631.24,10.42
1316402.7,36.03,10.02,380631.24,10.42
1316114.51,36.03,10.02,381236.93,10.44
1316342.03,36.05,10.03,381657.24,10.45
1316342.03,36.05,10.03,381633.69,10.45
1316726.43,36.06,10.05,381061.48,10.44
1316461.87,36.06,10.05,381072.96,10.44
1318762.59,36.12,10.11,381981.55,10.46
1318686.34,36.13,10.12,381947.92,10.46
1318402.8,36.13,10.12,381930.38,10.47
1318682.57,36.14,10.13,383228.38,10.5
1318893.06,36.15,10.14,383233.94,10.51
1318614.81,36.16,10.15,383201.95,10.51
1318614.81,36.16,10.15,383201.95,10.51
1318408.62,36.16,10.15,383079.89,10.51
1318297.74,36.16,10.15,382839.61,10.5
1318297.74,36.16,10.15,382803.91,10.5
1318408.91,36.16,10.15,382140.93,10.48
1318587.38,36.17,10.16,382618.93,10.5
1318322.82,36.18,10.17,382676.26,10.5
1318322.82,36.18,10.17,383816.03,10.53
1318058.26,36.18,10.17,383791.41,10.53
1317759.56,36.18,10.17,383581.23,10.53
1317957.11,36.19,10.18,385572.63,10.59
1318584.78,36.21,10.2,386722.42,10.62
1318323.7,36.21,10.2,386717.86,10.62
1318059.15,36.22,10.21,386687.88,10.62
1317685.43,36.21,10.2,386393.68,10.62
1317419.71,36.21,10.2,386245.72,10.62
1317155.15,36.22,10.2,386762.36,10.63
1317337.1,36.23,10.21,387351.09,10.65
1317337.1,36.23,10.21,387466.15,10.65
1317613.39,36.24,10.22,387529.19,10.66
1317613.39,36.24,10.22,387529.19,10.66
1317676.91,36.24,10.23,388837.4,10.69
1317586.97,36.24,10.23,388813.49,10.7
1317757.08,36.25,10.24,388856.63,10.7
1318104.94,36.26,10.25,388816.05,10.7
1317840.39,36.27,10.26,388781.56,10.7
1317840.39,36.27,10.26,388829.27,10.7
1317575.83,36.27,10.26,388879.47,10.71
1317311.27,36.27,10.26,388867.79,10.71
1317212.65,36.27,10.26,388691.13,10.7
1316980.11,36.28,10.26,388693.74,10.71
1316998.96,36.28,10.26,388618.78,10.7
1317185.79,36.29,10.27,388573.03,10.7
1317257.78,36.29,10.28,388576.33,10.71
1316993.22,36.3,10.29,388588.47,10.71
1316816.93,36.3,10.29,388448.72,10.71
1316739.51,36.3,10.29,388933.5,10.72
1316663.26,36.31,10.3,388710.31,10.72
1316663.26,36.31,10.3,388688.29,10.72
1316847.64,36.32,10.31,390166.83,10.76
1316583.08,36.33,10.32,390201.78,10.77
1316317.36,36.33,10.32,390526.28,10.78
1316030.34,36.33,10.32,390564.85,10.78
1315765.78,36.33,10.32,390743.83,10.79
1315501.22,36.34,10.33,390680.01,10.79
1315679.69,36.35,10.34,390786.54,10.8
1315620.48,36.35,10.34,390519.96,10.79
1315355.92,36.36,10.35,390462.98,10.79
1315094.85,36.36,10.35,390486.7,10.8
1314820.09,36.36,10.35,390458.61,10.8
1314820.09,36.36,10.35,390440.26,10.8
1314594.21,36.36,10.35,390196.18,10.79
1314877.56,36.37,10.36,390222.12,10.79
1314613.0,36.37,10.36,390182.72,10.79
1314337.86,36.37,10.36,389176.39,10.77
1314337.86,36.37,10.36,389215.52,10.77
1317174.86,36.46,10.45,389630.48,10.78
1317174.86,36.46,10.45,389755.99,10.79
1316910.3,36.46,10.45,389794.77,10.79
1317087.6,36.47,10.46,389702.33,10.79
1316823.05,36.47,10.46,389669.78,10.79
1316558.49,36.48,10.47,389626.47,10.79
1316482.24,36.48,10.47,389663.01,10.8
1316217.68,36.48,10.47,389555.47,10.8
1316257.65,36.49,10.48,389534.94,10.8
1314063.72,36.51,10.51,389479.83,10.82
1313799.16,36.51,10.51,389551.69,10.83
1313520.92,36.52,10.51,390171.34,10.85
1313520.92,36.52,10.51,390132.2,10.85
1313256.36,36.52,10.51,390108.91,10.85
1313256.36,36.52,10.51,390108.91,10.85
1312991.81,36.52,10.52,390154.43,10.85
1313268.09,36.53,10.53,390119.0,10.85
1312636.45,36.53,10.52,389439.14,10.84
1312636.45,36.53,10.52,389439.14,10.84
1312607.4,36.54,10.53,389198.44,10.83
1312607.4,36.54,10.53,389388.06,10.84
1312401.2,36.54,10.53,389382.9,10.84
1312140.13,36.54,10.54,389766.49,10.85
1311533.44,36.54,10.53,389195.18,10.84
1311533.44,36.54,10.53,389254.37,10.84
1311533.44,36.54,10.53,389230.46,10.84
1312627.68,36.57,10.56,389724.34,10.86
1312363.12,36.57,10.56,389701.61,10.86
1312363.12,36.57,10.56,389690.07,10.86
1312363.12,36.57,10.56,389846.26,10.86
1312290.36,36.58,10.57,389825.92,10.87
1312084.16,36.58,10.57,389699.55,10.86
1311858.27,36.58,10.57,389518.67,10.86
1311349.78,36.57,10.56,389108.77,10.85
1311626.06,36.58,10.57,389112.99,10.85
1311553.3,36.59,10.58,389092.48,10.85
1311288.74,36.59,10.58,389060.58,10.86
1311024.18,36.59,10.58,389069.04,10.86
1311207.3,36.6,10.59,389277.83,10.87
1310942.74,36.61,10.6,389259.95,10.87
1311121.21,36.62,10.61,389223.15,10.87
1311121.21,36.62,10.61,391185.9,10.92
1311087.01,36.62,10.61,392033.34,10.95
1310880.81,36.62,10.61,392226.91,10.96
1310789.72,36.63,10.61,393625.62,11.0
1310712.3,36.63,10.62,393197.24,10.99
1310827.84,36.64,10.63,394057.31,11.02
1310757.73,36.65,10.64,394283.17,11.02
1310757.73,36.65,10.64,394329.12,11.03
1310551.53,36.66,10.64,394255.05,11.03
1310475.28,36.66,10.65,394232.64,11.03
1310475.28,36.66,10.65,394197.56,11.03
1310187.09,36.66,10.65,394169.4,11.03
1307922.92,36.68,10.67,394117.26,11.05
1307690.39,36.69,10.68,394109.34,11.06
1307614.14,36.69,10.68,394145.87,11.06
1307349.58,36.7,10.69,394143.18,11.06
1307423.69,36.7,10.69,394331.75,11.07
1307423.69,36.7,10.69,394361.77,11.07
1307484.97,36.71,10.7,394383.24,11.07
1307326.93,36.7,10.69,394237.71,11.07
1307706.3,36.72,10.71,398054.37,11.18
1307441.74,36.72,10.71,398027.2,11.18
1307481.72,36.73,10.72,398044.86,11.18
1307220.65,36.73,10.72,397991.13,11.18
1307220.65,36.73,10.72,397969.1,11.18
1306954.93,36.74,10.73,397687.84,11.18
1306571.9,36.73,10.72,397780.16,11.18
1306880.21,36.74,10.73,397776.85,11.18
1306619.13,36.74,10.74,398628.12,11.21
1306358.06,36.75,10.74,398621.94,11.21
1306096.99,36.75,10.74,398711.64,11.22
1305832.43,36.75,10.75,398685.04,11.22
1306112.2,36.76,10.76,398963.92,11.23
1305825.18,36.77,10.76,398995.75,11.23
1305351.43,36.76,10.75,398488.66,11.22
1305275.18,36.77,10.76,398471.52,11.22
1304986.99,36.77,10.76,398456.41,11.23
1304625.09,36.76,10.75,398203.56,11.22
1304625.09,36.76,10.75,398163.63,11.22
1304359.37,36.77,10.76,399033.6,11.25
1304739.88,36.78,10.77,399091.34,11.25
1304475.32,36.78,10.77,399051.03,11.25
1304210.77,36.78,10.77,399122.45,11.26
1303837.05,36.78,10.77,398811.01,11.25
1303572.49,36.78,10.77,398789.07,11.25
1303307.93,36.78,10.77,398771.18,11.25
1303043.38,36.79,10.78,398811.97,11.26
1303388.09,36.8,10.79,397414.97,11.22
1303123.53,36.8,10.79,397462.68,11.22
1302890.73,36.81,10.8,397701.88,11.23
1303281.37,36.82,10.81,398716.18,11.26
1302898.35,36.82,10.81,398692.29,11.27
1302692.15,36.82,10.81,398618.08,11.27
1302427.59,36.82,10.81,398592.38,11.27
1302351.34,36.83,10.82,398558.14,11.27
1302090.27,36.83,10.82,398635.19,11.28
1302295.85,36.84,10.83,398506.32,11.27
1302008.83,36.85,10.84,398483.62,11.28
1301900.21,36.84,10.83,398438.95,11.28
1301694.02,36.85,10.84,398364.74,11.28
1301428.3,36.85,10.84,398684.27,11.29
1301163.74,36.86,10.84,398862.65,11.3
1301440.02,36.87,10.85,398892.97,11.3
1301440.02,36.87,10.85,398892.97,11.3
1301207.48,36.87,10.86,398889.01,11.3
1301001.28,36.87,10.86,398814.95,11.3
1300736.73,36.88,10.86,398780.83,11.31
1300472.17,36.88,10.87,398757.54,11.31
1300207.61,36.88,10.87,398728.51,11.31
1299943.05,36.89,10.87,398698.68,11.31
1299681.98,36.89,10.88,399230.35,11.33
1299605.73,36.9,10.88,399267.78,11.34
1299341.17,36.9,10.89,399244.52,11.34
1299066.42,36.9,10.89,399349.5,11.34
1299119.82,36.91,10.9,399229.04,11.34
1298854.1,36.91,10.9,399319.1,11.35
1299096.82,36.92,10.91,399379.54,11.35
1299740.25,36.95,10.94,399709.23,11.36
1299447.9,36.94,10.93,401352.21,11.41
1299241.71,36.95,10.93,401230.63,11.41
1299165.46,36.95,10.94,401286.77,11.41
1298904.38,36.96,10.94,401556.5,11.43
1298638.66,36.96,10.95,401383.35,11.42
1298232.26,36.96,10.94,401259.36,11.42
1297967.7,36.96,10.95,401308.26,11.43
1297590.22,36.95,10.94,401070.83,11.42
1297423.16,36.95,10.94,400728.59,11.41
1297216.96,36.96,10.94,400988.47,11.42
1297216.96,36.96,10.94,400957.57,11.42
1297216.96,36.96,10.94,401020.02,11.43
1296952.4,36.96,10.94,401052.45,11.43
1297130.87,36.97,10.95,401028.65,11.43
1296776.7,36.97,10.96,401107.06,11.44
1296570.51,36.98,10.96,400979.81,11.44
1295836.74,36.97,10.95,400235.28,11.42
1296015.21,36.98,10.96,400219.32,11.42
1295750.65,36.98,10.96,400254.6,11.42
1295486.09,36.98,10.96,400234.8,11.43
1295274.47,36.99,10.97,401130.66,11.45
1295009.92,36.99,10.97,401236.56,11.46
1294748.84,36.99,10.97,402123.5,11.49
1294484.29,36.99,10.98,402094.27,11.49
1294385.57,37.0,10.98,402075.98,11.49
1294070.07,37.0,10.98,401732.29,11.49
1294132.51,37.01,10.99,401793.55,11.49
1293867.95,37.01,10.99,401764.66,11.49
1293606.88,37.01,10.99,401958.2,11.5
1293606.88,37.01,10.99,402016.4,11.5
1293944.72,37.02,11.01,401999.53,11.5
1293709.83,37.02,11.0,402048.41,11.5
1293709.83,37.02,11.0,402026.39,11.5
1293444.11,37.02,11.01,402543.71,11.52
1293237.91,37.03,11.01,402469.5,11.52
1293536.12,37.04,11.02,402735.43,11.53
1293271.56,37.04,11.02,402758.57,11.54
1293195.31,37.05,11.03,402764.4,11.54
1293493.85,37.06,11.04,403688.83,11.57
1293302.25,37.07,11.05,403803.49,11.57
1293368.17,37.08,11.06,404068.91,11.58
1293295.41,37.08,11.06,404744.55,11.61
1292923.51,37.08,11.06,404453.67,11.6
1292658.95,37.08,11.06,404267.42,11.6
1293006.81,37.09,11.07,404228.79,11.6
1292968.26,37.1,11.08,405813.17,11.64
1293150.22,37.11,11.09,406107.5,11.65
1293073.97,37.12,11.1,406087.52,11.66
1293055.81,37.13,11.1,406408.06,11.67
1292983.04,37.13,11.11,406511.99,11.67
1292717.32,37.13,11.11,406364.78,11.67
1292717.32,37.13,11.11,407655.16,11.71
1292835.86,37.15,11.12,407643.7,11.71
1292603.32,37.15,11.13,407646.31,11.72
1292337.6,37.15,11.13,407793.45,11.72
1292238.89,37.16,11.14,407783.47,11.73
1291974.33,37.16,11.14,407837.25,11.73
1291708.61,37.16,11.14,407796.76,11.73
1291444.05,37.17,11.15,407923.38,11.74
1291237.86,37.17,11.15,407917.98,11.74
1290972.14,37.17,11.15,407908.85,11.75
1291247.26,37.19,11.16,408308.38,11.76
1290982.7,37.19,11.17,408283.24,11.76
1291597.68,37.21,11.19,408595.02,11.77
1291336.61,37.22,11.19,408632.44,11.78
1291075.54,37.22,11.2,409141.37,11.79
1291057.38,37.23,11.2,409630.52,11.81
1290782.62,37.23,11.21,409608.51,11.81
1290965.73,37.24,11.22,409601.33,11.82
1290701.17,37.24,11.22,409562.07,11.82
1290436.62,37.25,11.22,409542.29,11.82
1290359.2,37.25,11.23,409443.2,11.82
1290094.65,37.26,11.23,409647.56,11.83
1290281.47,37.27,11.24,409872.83,11.84
1291902.06,37.32,11.3,409424.43,11.83
1291442.48,37.32,11.29,408808.32,11.81
1291718.76,37.33,11.3,408805.42,11.81
1291457.69,37.33,11.31,409368.65,11.83
1291380.28,37.34,11.31,409630.12,11.84
1291304.02,37.34,11.32,409611.19,11.85
1291227.77,37.35,11.33,409603.37,11.85
1290994.98,37.36,11.33,409909.44,11.86
1290613.6,37.35,11.33,409886.95,11.86
1290349.04,37.35,11.33,409932.97,11.87
1289805.27,37.35,11.32,409378.43,11.85
1289760.41,37.35,11.33,409357.73,11.85
1289684.16,37.36,11.33,409334.22,11.86
1289125.16,37.35,11.32,408809.44,11.84
1289919.48,37.38,11.36,410935.4,11.91
1289761.44,37.38,11.36,410781.86,11.91
1289108.24,37.37,11.35,410070.26,11.89
1289286.71,37.38,11.36,410619.86,11.91
1289209.3,37.39,11.36,410390.1,11.9
1289329.12,37.4,11.38,410183.38,11.9
1289395.04,37.41,11.39,410170.31,11.9
1289457.48,37.42,11.4,410110.74,11.9
1288913.72,37.41,11.39,409556.2,11.89
1289262.85,37.42,11.4,409725.58,11.89
1289056.65,37.43,11.4,409975.21,11.9
1288781.89,37.43,11.41,409569.98,11.9
1289219.72,37.45,11.43,410336.23,11.92
1288955.16,37.46,11.43,410560.71,11.93
1288425.1,37.45,11.43,409962.4,11.92
1288771.8,37.46,11.44,410300.82,11.93
1288524.29,37.47,11.44,410644.61,11.94
1288259.73,37.47,11.45,410675.27,11.95
1287994.01,37.47,11.45,410507.92,11.94
1287731.26,37.48,11.45,410500.72,11.95
1287180.2,37.47,11.45,409911.04,11.93
1286885.46,37.47,11.44,409626.78,11.93
1286635.11,37.47,11.44,411466.55,11.98
1286532.26,37.47,11.45,410652.47,11.96
1286266.54,37.48,11.45,410989.01,11.97
1286190.29,37.48,11.46,411021.7,11.98
1285984.09,37.49,11.46,411271.87,11.99
1285477.87,37.48,11.46,410730.22,11.98
1285459.71,37.49,11.46,410817.67,11.98
1285199.8,37.49,11.47,411056.76,11.99
1284920.4,37.5,11.47,410977.02,11.99
1284642.15,37.5,11.47,410919.43,12.0
1284376.43,37.5,11.48,410683.64,11.99
1284563.26,37.51,11.49,410719.02,11.99
1284847.86,37.53,11.5,411159.76,12.01
1284771.61,37.53,11.51,411187.87,12.01
1284950.07,37.54,11.52,411108.88,12.01
1284656.26,37.54,11.51,410903.38,12.01
1284656.26,37.54,11.51,412379.12,12.05
1284932.54,37.55,11.53,412228.8,12.05
1285114.49,37.56,11.54,412234.18,12.05
1284849.93,37.57,11.54,412206.38,12.05
1284585.37,37.57,11.54,412266.31,12.06
1284207.89,37.56,11.54,411881.51,12.05
1283942.17,37.57,11.54,411705.02,12.05
1283676.45,37.57,11.54,411688.05,12.05
1283676.45,37.57,11.54,411498.58,12.04
1283577.74,37.58,11.55,411526.9,12.05
1283313.18,37.58,11.55,411574.31,12.05
1283693.06,37.59,11.57,411575.53,12.05
1283755.5,37.6,11.58,411631.66,12.06
1283942.33,37.61,11.59,411446.55,12.05
1283736.13,37.62,11.59,411766.55,12.07
1283471.57,37.62,11.59,411724.25,12.07
1283215.28,37.62,11.6,411710.49,12.07
1282855.32,37.63,11.6,411337.55,12.06
1282918.84,37.63,11.6,413650.45,12.13
1282586.13,37.62,11.6,413627.5,12.13
1282509.62,37.63,11.6,412941.31,12.12
1282303.43,37.63,11.61,412952.22,12.12
1282227.18,37.64,11.61,412942.03,12.12
1281943.64,37.64,11.62,412928.4,12.13
1281737.44,37.65,11.62,412828.98,12.13
1281531.24,37.65,11.62,412705.25,12.13
1281022.75,37.65,11.61,412197.81,12.11
1280758.2,37.65,11.62,412154.4,12.12
1280740.04,37.66,11.62,412426.4,12.13
1280451.85,37.66,11.63,412405.12,12.13
1280187.29,37.67,11.63,412449.47,12.13
1280253.22,37.67,11.64,412613.99,12.14
1280253.22,37.67,11.64,412400.98,12.14
1280175.81,37.68,11.65,412128.09,12.13
1280103.04,37.69,11.65,411964.31,12.13
1280103.04,37.69,11.65,411950.86,12.13
1280379.32,37.7,11.67,411918.51,12.13
1280562.03,37.71,11.67,412008.19,12.13
1280562.03,37.71,11.67,412117.38,12.14
1280745.55,37.72,11.69,411609.37,12.12
1280745.55,37.72,11.69,411934.42,12.13
