ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
758,2572,2305160,6212,2305160
758,2572,2305160,6212,2305160
759,2580,2305630,6212,2305630
759,2580,2306630,6212,2306630
759,2580,2307440,6212,2307440
759,2580,2307440,6212,2307440
759,2580,2308250,6212,2308250
759,2580,2309250,6212,2309250
759,2580,2310250,6212,2310250
759,2580,2311250,6212,2311250
759,2580,2312250,6212,2312250
759,2580,2312250,6212,2312250
759,2580,2312900,6212,2312900
759,2580,2312900,6212,2312900
759,2580,2312900,6212,2312900
759,2580,2312900,6212,2312900
759,2580,2313220,6212,2313220
760,2588,2314220,6212,2314220
760,2588,2314220,6212,2314220
760,2588,2314690,6212,2314690
760,2588,2315690,6212,2315690
760,2588,2316160,6212,2316160
760,2588,2316160,6212,2316160
760,2588,2317160,6212,2317160
760,2588,2317630,6212,2317630
760,2588,2318630,6212,2318630
760,2588,2319440,6212,2319440
761,2596,2320250,6212,2320250
761,2596,2321250,6212,2321250
761,2596,2321900,6212,2321900
761,2596,2322900,6212,2322900
761,2596,2323900,6212,2323900
761,2596,2324710,6212,2324710
761,2596,2325180,6212,2325180
761,2596,2325770,6212,2325770
762,2604,2326770,6212,2326770
762,2604,2326770,6212,2326770
762,2604,2327770,6212,2327770
762,2604,2328770,6212,2328770
762,2604,2329770,6212,2329770
762,2604,2330770,6212,2330770
762,2604,2330770,6212,2330770
762,2604,2331770,6212,2331770
762,2604,2332770,6212,2332770
762,2604,2333580,6212,2333580
762,2604,2333580,6212,2333580
762,2604,2333810,6212,2333810
762,2604,2333810,6212,2333810
762,2604,2334280,6212,2334280
763,2612,2335280,6212,2335280
763,2612,2336280,6212,2336280
763,2612,2336750,6212,2336750
763,2612,2336800,6212,2336800
763,2612,2337800,6212,2337800
763,2612,2338800,6212,2338800
763,2612,2339450,6212,2339450
763,2612,2339820,6212,2339820
763,2612,2339820,6212,2339820
763,2612,2340630,6212,2340630
763,2612,2341100,6212,2341100
764,2620,2342100,6212,2342100
764,2620,2343100,6212,2343100
764,2620,2343100,6212,2343100
764,2620,2343100,6212,2343100
764,2620,2344100,6212,2344100
764,2620,2344750,6212,2344750
764,2620,2345750,6212,2345750
764,2620,2346750,6212,2346750
764,2620,2347120,6212,2347120
764,2620,2348120,6212,2348120
764,2620,2348440,6212,2348440
764,2620,2349250,6212,2349250
764,2620,2349250,6212,2349250
765,2628,2350250,6212,2350250
765,2628,2350720,6212,2350720
765,2628,2351370,6212,2351370
765,2628,2351370,6212,2351370
765,2628,2352180,6212,2352180
765,2628,2352650,6212,2352650
765,2628,2353650,6212,2353650
765,2628,2353880,6212,2353880
765,2628,2354200,6212,2354200
765,2628,2355010,6212,2355010
765,2628,2355820,6212,2355820
765,2628,2355820,6212,2355820
765,2628,2355820,6212,2355820
765,2628,2356630,6212,2356630
766,2636,2357630,6212,2357630
766,2636,2358630,6212,2358630
766,2636,2358900,6212,2358900
766,2636,2359900,6212,2359900
766,2636,2359900,6212,2359900
766,2636,2360900,6212,2360900
766,2636,2361370,6212,2361370
766,2636,2362370,6212,2362370
766,2636,2363370,6212,2363370
766,2636,2364370,6212,2364370
767,2644,2364960,6212,2364960
767,2644,2365430,6212,2365430
767,2644,2366430,6212,2366430
767,2644,2366750,6212,2366750
767,2644,2367750,6212,2367750
767,2644,2368750,6212,2368750
767,2644,2368750,6212,2368750
767,2644,2369750,6212,2369750
767,2644,2370560,6212,2370560
767,2644,2370560,6212,2370560
767,2644,2371560,6212,2371560
767,2644,2372030,6212,2372030
768,2652,2372680,6212,2372680
768,2652,2373680,6212,2373680
768,2652,2374490,6212,2374490
768,2652,2375490,6212,2375490
768,2652,2376490,6212,2376490
768,2652,2377490,6212,2377490
768,2652,2378490,6212,2378490
768,2652,2378960,6212,2378960
768,2652,2379960,6212,2379960
769,2660,2380430,6212,2380430
769,2660,2381430,6212,2381430
769,2660,2381430,6212,2381430
769,2660,2382240,6212,2382240
769,2660,2383240,6212,2383240
769,2660,2383470,6212,2383470
769,2660,2384470,6212,2384470
769,2660,2385280,6212,2385280
769,2660,2386280,6212,2386280
769,2660,2386280,6212,2386280
769,2660,2386610,6212,2386610
769,2660,2387610,6212,2387610
770,2668,2388080,6212,2388080
770,2668,2388080,6212,2388080
770,2668,2388890,6212,2388890
770,2668,2388890,6212,2388890
770,2668,2389890,6212,2389890
770,2668,2390890,6212,2390890
770,2668,2391890,6212,2391890
770,2668,2391890,6212,2391890
770,2668,2392890,6212,2392890
770,2668,2393700,6212,2393700
770,2668,2394700,6212,2394700
771,2676,2395700,6212,2395700
771,2676,2395700,6212,2395700
771,2676,2396700,6212,2396700
771,2676,2397700,6212,2397700
771,2676,2398700,6212,2398700
771,2676,2399510,6212,2399510
771,2676,2400510,6212,2400510
771,2676,2401510,6212,2401510
771,2676,2402510,6212,2402510
772,2684,2403510,6212,2403510
772,2684,2403510,6212,2403510
772,2684,2403510,6212,2403510
772,2684,2404510,6212,2404510
772,2684,2404510,6212,2404510
772,2684,2404510,6212,2404510
772,2684,2405510,6212,2405510
772,2684,2405510,6212,2405510
772,2684,2406320,6212,2406320
772,2684,2406320,6212,2406320
772,2684,2407320,6212,2407320
772,2684,2408320,6212,2408320
772,2684,2408790,6212,2408790
772,2684,2408790,6212,2408790
772,2684,2409260,6212,2409260
772,2684,2409580,6212,2409580
772,2684,2410050,6212,2410050
773,2692,2410860,6212,2410860
773,2692,2411860,6212,2411860
773,2692,2412510,6212,2412510
773,2692,2413510,6212,2413510
773,2692,2413510,6212,2413510
773,2692,2413510,6212,2413510
773,2692,2414510,6212,2414510
773,2692,2415510,6212,2415510
773,2692,2415510,6212,2415510
773,2692,2415510,6212,2415510
773,2692,2416510,6212,2416510
773,2692,2417510,6212,2417510
774,2700,2418510,6212,2418510
774,2700,2419510,6212,2419510
774,2700,2420320,6212,2420320
774,2700,2420320,6212,2420320
774,2700,2420320,6212,2420320
774,2700,2420790,6212,2420790
774,2700,2421790,6212,2421790
774,2700,2421790,6212,2421790
774,2700,2422160,6212,2422160
774,2700,2422160,6212,2422160
774,2700,2423160,6212,2423160
774,2700,2423160,6212,2423160
774,2700,2423970,6212,2423970
774,2700,2424970,6212,2424970
774,2700,2424970,6212,2424970
775,2708,2425780,6212,2425780
775,2708,2426780,6212,2426780
775,2708,2427590,6212,2427590
776,2716,2435590,6212,2435590
776,2716,2436060,6212,2436060
776,2716,2436870,6212,2436870
776,2716,2437340,6212,2437340
776,2716,2438340,6212,2438340
776,2716,2439340,6212,2439340
776,2716,2439930,6212,2439930
776,2716,2439930,6212,2439930
777,2724,2440740,6212,2440740
777,2724,2441210,6212,2441210
777,2724,2441210,6212,2441210
777,2724,2442210,6212,2442210
777,2724,2443210,6212,2443210
777,2724,2444210,6212,2444210
777,2724,2444210,6212,2444210
777,2724,2444320,6212,2444320
777,2724,2445130,6212,2445130
777,2724,2446130,6212,2446130
777,2724,2446940,6212,2446940
777,2724,2447940,6212,2447940
777,2724,2447940,6212,2447940
778,2732,2448940,6212,2448940
778,2732,2449750,6212,2449750
778,2732,2450070,6212,2450070
778,2732,2450390,6212,2450390
778,2732,2451040,6212,2451040
778,2732,2451040,6212,2451040
778,2732,2451850,6212,2451850
778,2732,2452500,6212,2452500
778,2732,2453500,6212,2453500
778,2732,2454310,6212,2454310
778,2732,2454780,6212,2454780
779,2740,2455590,6212,2455590
779,2740,2456180,6212,2456180
779,2740,2456640,6212,2456640
779,2740,2457640,6212,2457640
779,2740,2458640,6212,2458640
779,2740,2459450,6212,2459450
779,2740,2460260,6212,2460260
779,2740,2461260,6212,2461260
779,2740,2461260,6212,2461260
779,2740,2462070,6212,2462070
780,2748,2462540,6212,2462540
780,2748,2463540,6212,2463540
780,2748,2464540,6212,2464540
780,2748,2464540,6212,2464540
780,2748,2465010,6212,2465010
780,2748,2466010,6212,2466010
780,2748,2466820,6212,2466820
780,2748,2467630,6212,2467630
780,2748,2468630,6212,2468630
780,2748,2469090,6212,2469090
781,2756,2470090,6212,2470090
781,2756,2471090,6212,2471090
781,2756,2472090,6212,2472090
781,2756,2472900,6212,2472900
781,2756,2473710,6212,2473710
781,2756,2474710,6212,2474710
781,2756,2475710,6212,2475710
781,2756,2476170,6212,2476170
781,2756,2476980,6212,2476980
782,2764,2477980,6212,2477980
782,2764,2478980,6212,2478980
782,2764,2479980,6212,2479980
782,2764,2479980,6212,2479980
782,2764,2480980,6212,2480980
782,2764,2481980,6212,2481980
782,2764,2482980,6212,2482980
782,2764,2482980,6212,2482980
782,2764,2483980,6212,2483980
782,2764,2484980,6212,2484980
782,2764,2484980,6212,2484980
783,2772,2485980,6212,2485980
783,2772,2486980,6212,2486980
783,2772,2487980,6212,2487980
783,2772,2488450,6212,2488450
783,2772,2489450,6212,2489450
783,2772,2490450,6212,2490450
783,2772,2490920,6212,2490920
783,2772,2491730,6212,2491730
783,2772,2491890,6212,2491890
783,2772,2491890,6212,2491890
784,2780,2492890,6212,2492890
784,2780,2492890,6212,2492890
784,2780,2493890,6212,2493890
784,2780,2494700,6212,2494700
784,2780,2494700,6212,2494700
784,2780,2495170,6212,2495170
784,2780,2496170,6212,2496170
784,2780,2496170,6212,2496170
784,2780,2497170,6212,2497170
784,2780,2497820,6212,2497820
784,2780,2497820,6212,2497820
784,2780,2497820,6212,2497820
784,2780,2497820,6212,2497820
784,2780,2498820,6212,2498820
784,2780,2499820,6212,2499820
785,2788,2500630,6212,2500630
785,2788,2501100,6212,2501100
785,2788,2502100,6212,2502100
785,2788,2502650,6212,2502650
785,2788,2503650,6212,2503650
785,2788,2504650,6212,2504650
785,2788,2505460,6212,2505460
785,2788,2505460,6212,2505460
785,2788,2505460,6212,2505460
785,2788,2505920,6212,2505920
785,2788,2506920,6212,2506920
785,2788,2507390,6212,2507390
786,2796,2508390,6212,2508390
786,2796,2509390,6212,2509390
786,2796,2509550,6212,2509550
786,2796,2510360,6212,2510360
787,2804,2518360,6212,2518360
787,2804,2519010,6212,2519010
787,2804,2520010,6212,2520010
787,2804,2520480,6212,2520480
787,2804,2520950,6212,2520950
788,2812,2521600,6212,2521600
788,2812,2521600,6212,2521600
788,2812,2521600,6212,2521600
788,2812,2522070,6212,2522070
788,2812,2522070,6212,2522070
788,2812,2522720,6212,2522720
788,2812,2522950,6212,2522950
788,2812,2523950,6212,2523950
788,2812,2523950,6212,2523950
788,2812,2523950,6212,2523950
788,2812,2524600,6212,2524600
788,2812,2524600,6212,2524600
788,2812,2525600,6212,2525600
788,2812,2526600,6212,2526600
788,2812,2527600,6212,2527600
788,2812,2528600,6212,2528600
789,2820,2529600,6212,2529600
789,2820,2529600,6212,2529600
789,2820,2530600,6212,2530600
789,2820,2531600,6212,2531600
789,2820,2532600,6212,2532600
789,2820,2533410,6212,2533410
789,2820,2534410,6212,2534410
789,2820,2535410,6212,2535410
789,2820,2536220,6212,2536220
789,2820,2536690,6212,2536690
790,2828,2537690,6212,2537690
790,2828,2537690,6212,2537690
790,2828,2538500,6212,2538500
790,2828,2539500,6212,2539500
790,2828,2540310,6212,2540310
790,2828,2540780,6212,2540780
790,2828,2541250,6212,2541250
790,2828,2542060,6212,2542060
791,2836,2550060,6212,2550060
791,2836,2550060,6212,2550060
791,2836,2550060,6212,2550060
791,2836,2550870,6212,2550870
791,2836,2550870,6212,2550870
791,2836,2551870,6212,2551870
792,2844,2552680,6212,2552680
792,2844,2553490,6212,2553490
792,2844,2553490,6212,2553490
792,2844,2554490,6212,2554490
792,2844,2555490,6212,2555490
792,2844,2555490,6212,2555490
792,2844,2556490,6212,2556490
792,2844,2557490,6212,2557490
792,2844,2558300,6212,2558300
793,2852,2566300,6212,2566300
793,2852,2567300,6212,2567300
793,2852,2567760,6212,2567760
793,2852,2567760,6212,2567760
793,2852,2567760,6212,2567760
794,2860,2568760,6212,2568760
794,2860,2569570,6212,2569570
794,2860,2570570,6212,2570570
794,2860,2571570,6212,2571570
794,2860,2572570,6212,2572570
794,2860,2573570,6212,2573570
794,2860,2573570,6212,2573570
794,2860,2574570,6212,2574570
794,2860,2575380,6212,2575380
794,2860,2575380,6212,2575380
794,2860,2575380,6212,2575380
795,2868,2576190,6212,2576190
795,2868,2577190,6212,2577190
795,2868,2577510,6212,2577510
795,2868,2578160,6212,2578160
795,2868,2578970,6212,2578970
795,2868,2579970,6212,2579970
795,2868,2580520,6212,2580520
795,2868,2581520,6212,2581520
795,2868,2582520,6212,2582520
796,2876,2583330,6212,2583330
796,2876,2583980,6212,2583980
796,2876,2583980,6212,2583980
796,2876,2584980,6212,2584980
796,2876,2584980,6212,2584980
796,2876,2584980,6212,2584980
796,2876,2585980,6212,2585980
796,2876,2586790,6212,2586790
796,2876,2587790,6212,2587790
796,2876,2588600,6212,2588600
796,2876,2589190,6212,2589190
797,2884,2590190,6212,2590190
797,2884,2590510,6212,2590510
797,2884,2591320,6212,2591320
798,2892,2599320,6212,2599320
798,2892,2600320,6212,2600320
798,2892,2601320,6212,2601320
798,2892,2602320,6212,2602320
798,2892,2602320,6212,2602320
798,2892,2603130,6212,2603130
798,2892,2604130,6212,2604130
798,2892,2604130,6212,2604130
798,2892,2605130,6212,2605130
799,2900,2606130,6212,2606130
799,2900,2607130,6212,2607130
799,2900,2608130,6212,2608130
799,2900,2608600,6212,2608600
799,2900,2608600,6212,2608600
799,2900,2609410,6212,2609410
799,2900,2610410,6212,2610410
799,2900,2610880,6212,2610880
799,2900,2611350,6212,2611350
799,2900,2611810,6212,2611810
799,2900,2612620,6212,2612620
799,2900,2612620,6212,2612620
799,2900,2612940,6212,2612940
799,2900,2613590,6212,2613590
800,2908,2614590,6212,2614590
800,2908,2615060,6212,2615060
800,2908,2616060,6212,2616060
800,2908,2616530,6212,2616530
800,2908,2617340,6212,2617340
800,2908,2618340,6212,2618340
800,2908,2618810,6212,2618810
800,2908,2619810,6212,2619810
800,2908,2620810,6212,2620810
801,2916,2621810,6212,2621810
801,2916,2622810,6212,2622810
801,2916,2623810,6212,2623810
801,2916,2624810,6212,2624810
801,2916,2625810,6212,2625810
801,2916,2626620,6212,2626620
801,2916,2627620,6212,2627620
801,2916,2628620,6212,2628620
802,2924,2629620,6212,2629620
802,2924,2630620,6212,2630620
802,2924,2631620,6212,2631620
802,2924,2632620,6212,2632620
802,2924,2633620,6212,2633620
802,2924,2634620,6212,2634620
802,2924,2635620,6212,2635620
802,2924,2636090,6212,2636090
802,2924,2637090,6212,2637090
803,2932,2638090,6212,2638090
803,2932,2638320,6212,2638320
803,2932,2638640,6212,2638640
803,2932,2639100,6212,2639100
803,2932,2640100,6212,2640100
803,2932,2640910,6212,2640910
803,2932,2641910,6212,2641910
803,2932,2641910,6212,2641910
803,2932,2641910,6212,2641910
803,2932,2641910,6212,2641910
803,2932,2642560,6212,2642560
803,2932,2643030,6212,2643030
803,2932,2643500,6212,2643500
803,2932,2644500,6212,2644500
804,2940,2645500,6212,2645500
804,2940,2645500,6212,2645500
804,2940,2646500,6212,2646500
804,2940,2646500,6212,2646500
804,2940,2647500,6212,2647500
804,2940,2647820,6212,2647820
804,2940,2647820,6212,2647820
804,2940,2647820,6212,2647820
804,2940,2647980,6212,2647980
804,2940,2648980,6212,2648980
804,2940,2648980,6212,2648980
804,2940,2650980,6212,2650980
804,2940,2651440,6212,2651440
804,2940,2652250,6212,2652250
805,2948,2652720,6212,2652720
805,2948,2652720,6212,2652720
805,2948,2653720,6212,2653720
805,2948,2654720,6212,2654720
805,2948,2655720,6212,2655720
805,2948,2656040,6212,2656040
805,2948,2656040,6212,2656040
805,2948,2657040,6212,2657040
805,2948,2657040,6212,2657040
805,2948,2657040,6212,2657040
805,2948,2657040,6212,2657040
805,2948,2657510,6212,2657510
805,2948,2658320,6212,2658320
805,2948,2658320,6212,2658320
805,2948,2659130,6212,2659130
805,2948,2659290,6212,2659290
805,2948,2659840,6212,2659840
806,2956,2660840,6212,2660840
806,2956,2661840,6212,2661840
806,2956,2662840,6212,2662840
806,2956,2663310,6212,2663310
806,2956,2664310,6212,2664310
806,2956,2665310,6212,2665310
806,2956,2665310,6212,2665310
806,2956,2666310,6212,2666310
806,2956,2667310,6212,2667310
807,2964,2668310,6212,2668310
807,2964,2668310,6212,2668310
807,2964,2669310,6212,2669310
807,2964,2670310,6212,2670310
807,2964,2671310,6212,2671310
807,2964,2672310,6212,2672310
807,2964,2673310,6212,2673310
807,2964,2674310,6212,2674310
807,2964,2675310,6212,2675310
807,2964,2675310,6212,2675310
808,2972,2676310,6212,2676310
808,2972,2677310,6212,2677310
808,2972,2678310,6212,2678310
808,2972,2679310,6212,2679310
808,2972,2679780,6212,2679780
808,2972,2680250,6212,2680250
808,2972,2680710,6212,2680710
808,2972,2681520,6212,2681520
808,2972,2681750,6212,2681750
808,2972,2682220,6212,2682220
809,2980,2683220,6212,2683220
809,2980,2683380,6212,2683380
809,2980,2684380,6212,2684380
809,2980,2684380,6212,2684380
809,2980,2684380,6212,2684380
809,2980,2685380,6212,2685380
809,2980,2686380,6212,2686380
809,2980,2687380,6212,2687380
809,2980,2688380,6212,2688380
809,2980,2688380,6212,2688380
809,2980,2689380,6212,2689380
809,2980,2689430,6212,2689430
810,2988,2690430,6212,2690430
810,2988,2691430,6212,2691430
810,2988,2691900,6212,2691900
810,2988,2691900,6212,2691900
810,2988,2692710,6212,2692710
810,2988,2693180,6212,2693180
810,2988,2693730,6212,2693730
810,2988,2694200,6212,2694200
810,2988,2694670,6212,2694670
810,2988,2694670,6212,2694670
810,2988,2695670,6212,2695670
810,2988,2696670,6212,2696670
811,2996,2697670,6212,2697670
811,2996,2698140,6212,2698140
811,2996,2699140,6212,2699140
811,2996,2699360,6212,2699360
811,2996,2699360,6212,2699360
811,2996,2700360,6212,2700360
811,2996,2700830,6212,2700830
811,2996,2700830,6212,2700830
811,2996,2701830,6212,2701830
811,2996,2702830,6212,2702830
811,2996,2703830,6212,2703830
811,2996,2704830,6212,2704830
812,3004,2705830,6212,2705830
812,3004,2706830,6212,2706830
812,3004,2707150,6212,2707150
812,3004,2707150,6212,2707150
812,3004,2708150,6212,2708150
812,3004,2708380,6212,2708380
812,3004,2708380,6212,2708380
812,3004,2709380,6212,2709380
812,3004,2710190,6212,2710190
812,3004,2711190,6212,2711190
812,3004,2712190,6212,2712190
812,3004,2712190,6212,2712190
812,3004,2713190,6212,2713190
813,3012,2713660,6212,2713660
813,3012,2717660,6212,2717660
813,3012,2717660,6212,2717660
813,3012,2717660,6212,2717660
813,3012,2718660,6212,2718660
813,3012,2719660,6212,2719660
813,3012,2719950,6212,2719950
813,3012,2720950,6212,2720950
814,3020,2721600,6212,2721600
814,3020,2722600,6212,2722600
814,3020,2723600,6212,2723600
814,3020,2724070,6212,2724070
814,3020,2724070,6212,2724070
814,3020,2725070,6212,2725070
814,3020,2725530,6212,2725530
814,3020,2725640,6212,2725640
814,3020,2726450,6212,2726450
814,3020,2727450,6212,2727450
814,3020,2728450,6212,2728450
815,3028,2729450,6212,2729450
815,3028,2730450,6212,2730450
815,3028,2731450,6212,2731450
815,3028,2732450,6212,2732450
815,3028,2732450,6212,2732450
815,3028,2733450,6212,2733450
815,3028,2734450,6212,2734450
815,3028,2734920,6212,2734920
815,3028,2735920,6212,2735920
815,3028,2736390,6212,2736390
816,3036,2737200,6212,2737200
816,3036,2737430,6212,2737430
816,3036,2737430,6212,2737430
816,3036,2738430,6212,2738430
816,3036,2739430,6212,2739430
817,3044,2747430,6212,2747430
817,3044,2748430,6212,2748430
817,3044,2749430,6212,2749430
817,3044,2750430,6212,2750430
817,3044,2750430,6212,2750430
817,3044,2750430,6212,2750430
817,3044,2750800,6212,2750800
817,3044,2751800,6212,2751800
818,3052,2752800,6212,2752800
818,3052,2753800,6212,2753800
818,3052,2754800,6212,2754800
818,3052,2755800,6212,2755800
818,3052,2756120,6212,2756120
818,3052,2756930,6212,2756930
818,3052,2756930,6212,2756930
818,3052,2757740,6212,2757740
819,3060,2765740,6212,2765740
819,3060,2765740,6212,2765740
819,3060,2766550,6212,2766550
819,3060,2767020,6212,2767020
820,3068,2768020,6212,2768020
820,3068,2768830,6212,2768830
820,3068,2769480,6212,2769480
820,3068,2769800,6212,2769800
820,3068,2769800,6212,2769800
820,3068,2770800,6212,2770800
820,3068,2771610,6212,2771610
820,3068,2772610,6212,2772610
820,3068,2773610,6212,2773610
820,3068,2774610,6212,2774610
821,3076,2775610,6212,2775610
821,3076,2776610,6212,2776610
821,3076,2777610,6212,2777610
821,3076,2778160,6212,2778160
821,3076,2779160,6212,2779160
821,3076,2779970,6212,2779970
821,3076,2780440,6212,2780440
821,3076,2781250,6212,2781250
822,3084,2782250,6212,2782250
822,3084,2782720,6212,2782720
822,3084,2783720,6212,2783720
822,3084,2784720,6212,2784720
822,3084,2785270,6212,2785270
822,3084,2786270,6212,2786270
822,3084,2787080,6212,2787080
822,3084,2787890,6212,2787890
822,3084,2788210,6212,2788210
822,3084,2788370,6212,2788370
822,3084,2789370,6212,2789370
823,3092,2789840,6212,2789840
823,3092,2790840,6212,2790840
823,3092,2791840,6212,2791840
823,3092,2792840,6212,2792840
823,3092,2793650,6212,2793650
823,3092,2793870,6212,2793870
823,3092,2794340,6212,2794340
823,3092,2795340,6212,2795340
823,3092,2795570,6212,2795570
823,3092,2796570,6212,2796570
823,3092,2797030,6212,2797030
824,3100,2797680,6212,2797680
825,3108,2805680,6212,2805680
825,3108,2806490,6212,2806490
825,3108,2806960,6212,2806960
825,3108,2807960,6212,2807960
825,3108,2808960,6212,2808960
825,3108,2809960,6212,2809960
825,3108,2810960,6212,2810960
825,3108,2811960,6212,2811960
825,3108,2812960,6212,2812960
825,3108,2812960,6212,2812960
826,3116,2813960,6212,2813960
826,3116,2814960,6212,2814960
826,3116,2815960,6212,2815960
826,3116,2816960,6212,2816960
826,3116,2817960,6212,2817960
826,3116,2818960,6212,2818960
826,3116,2819960,6212,2819960
826,3116,2820960,6212,2820960
826,3116,2820960,6212,2820960
826,3116,2821280,6212,2821280
826,3116,2821280,6212,2821280
827,3124,2821750,6212,2821750
827,3124,2821750,6212,2821750
827,3124,2821750,6212,2821750
827,3124,2822560,6212,2822560
827,3124,2823370,6212,2823370
827,3124,2823370,6212,2823370
827,3124,2823600,6212,2823600
827,3124,2824410,6212,2824410
827,3124,2825410,6212,2825410
827,3124,2826410,6212,2826410
827,3124,2826880,6212,2826880
827,3124,2826880,6212,2826880
827,3124,2826880,6212,2826880
827,3124,2826880,6212,2826880
827,3124,2827530,6212,2827530
827,3124,2828530,6212,2828530
828,3132,2829530,6212,2829530
828,3132,2830340,6212,2830340
828,3132,2831340,6212,2831340
828,3132,2831340,6212,2831340
828,3132,2832340,6212,2832340
828,3132,2833340,6212,2833340
828,3132,2834340,6212,2834340
828,3132,2834810,6212,2834810
828,3132,2835810,6212,2835810
829,3140,2836810,6212,2836810
829,3140,2837810,6212,2837810
829,3140,2837810,6212,2837810
829,3140,2838620,6212,2838620
829,3140,2839430,6212,2839430
829,3140,2840240,6212,2840240
829,3140,2841240,6212,2841240
829,3140,2841240,6212,2841240
829,3140,2842240,6212,2842240
829,3140,2842240,6212,2842240
829,3140,2843240,6212,2843240
830,3148,2844240,6212,2844240
830,3148,2844240,6212,2844240
830,3148,2845240,6212,2845240
830,3148,2846240,6212,2846240
830,3148,2846240,6212,2846240
830,3148,2846240,6212,2846240
830,3148,2847240,6212,2847240
830,3148,2848240,6212,2848240
830,3148,2848700,6212,2848700
830,3148,2848700,6212,2848700
830,3148,2849020,6212,2849020
830,3148,2850020,6212,2850020
831,3156,2850480,6212,2850480
831,3156,2851290,6212,2851290
831,3156,2852290,6212,2852290
831,3156,2853290,6212,2853290
831,3156,2854290,6212,2854290
831,3156,2855100,6212,2855100
831,3156,2856100,6212,2856100
831,3156,2857100,6212,2857100
831,3156,2858100,6212,2858100
831,3156,2858100,6212,2858100
831,3156,2858570,6212,2858570
832,3164,2859570,6212,2859570
832,3164,2859570,6212,2859570
832,3164,2859890,6212,2859890
832,3164,2860890,6212,2860890
832,3164,2860890,6212,2860890
832,3164,2860890,6212,2860890
832,3164,2861890,6212,2861890
832,3164,2862890,6212,2862890
832,3164,2863890,6212,2863890
832,3164,2863890,6212,2863890
832,3164,2864890,6212,2864890
833,3172,2865890,6212,2865890
833,3172,2866890,6212,2866890
833,3172,2867700,6212,2867700
833,3172,2867700,6212,2867700
833,3172,2868510,6212,2868510
833,3172,2868730,6212,2868730
833,3172,2868730,6212,2868730
833,3172,2869050,6212,2869050
833,3172,2870050,6212,2870050
833,3172,2871050,6212,2871050
833,3172,2871510,6212,2871510
833,3172,2872510,6212,2872510
833,3172,2872510,6212,2872510
833,3172,2872510,6212,2872510
833,3172,2873320,6212,2873320
834,3180,2874320,6212,2874320
834,3180,2875320,6212,2875320
834,3180,2876320,6212,2876320
834,3180,2877320,6212,2877320
834,3180,2877320,6212,2877320
834,3180,2877780,6212,2877780
834,3180,2878780,6212,2878780
834,3180,2879780,6212,2879780
835,3188,2880780,6212,2880780
835,3188,2881430,6212,2881430
835,3188,2882240,6212,2882240
835,3188,2882830,6212,2882830
835,3188,2882830,6212,2882830
835,3188,2883300,6212,2883300
835,3188,2884300,6212,2884300
835,3188,2884300,6212,2884300
835,3188,2884300,6212,2884300
835,3188,2884300,6212,2884300
835,3188,2885110,6212,2885110
835,3188,2885110,6212,2885110
835,3188,2885480,6212,2885480
835,3188,2885950,6212,2885950
835,3188,2886420,6212,2886420
835,3188,2887420,6212,2887420
836,3196,2888420,6212,2888420
836,3196,2889420,6212,2889420
836,3196,2890420,6212,2890420
836,3196,2891420,6212,2891420
836,3196,2892230,6212,2892230
836,3196,2893230,6212,2893230
836,3196,2894230,6212,2894230
837,3204,2895230,6212,2895230
837,3204,2895700,6212,2895700
837,3204,2896510,6212,2896510
837,3204,2896980,6212,2896980
837,3204,2897790,6212,2897790
837,3204,2897790,6212,2897790
837,3204,2898440,6212,2898440
837,3204,2898440,6212,2898440
837,3204,2898910,6212,2898910
837,3204,2898910,6212,2898910
837,3204,2899130,6212,2899130
837,3204,2899940,6212,2899940
837,3204,2899940,6212,2899940
837,3204,2900940,6212,2900940
837,3204,2901410,6212,2901410
837,3204,2901880,6212,2901880
837,3204,2901880,6212,2901880
837,3204,2901880,6212,2901880
838,3212,2902880,6212,2902880
838,3212,2903880,6212,2903880
838,3212,2904880,6212,2904880
838,3212,2905880,6212,2905880
838,3212,2906880,6212,2906880
838,3212,2907880,6212,2907880
838,3212,2908880,6212,2908880
839,3220,2909880,6212,2909880
839,3220,2909880,6212,2909880
839,3220,2910880,6212,2910880
839,3220,2911200,6212,2911200
839,3220,2912200,6212,2912200
839,3220,2913200,6212,2913200
839,3220,2913200,6212,2913200
840,3228,2921200,6212,2921200
840,3228,2921200,6212,2921200
840,3228,2922200,6212,2922200
840,3228,2923200,6212,2923200
840,3228,2924010,6212,2924010
840,3228,2924480,6212,2924480
840,3228,2924960,6212,2924960
841,3236,2925610,6212,2925610
841,3236,2925610,6212,2925610
841,3236,2926610,6212,2926610
