ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
1213,6212,5743110,6212,6823050
1213,6212,5743110,6212,6824050
1213,6212,5743110,6212,6824860
1213,6212,5743110,6212,6825090
1213,6212,5743110,6212,6826090
1213,6212,5743110,6212,6826090
1213,6212,5743270,6212,6826250
1213,6212,5743270,6212,6827250
1213,6212,5743270,6212,6828250
1213,6212,5743270,6212,6829250
1213,6212,5743270,6212,6830060
1213,6212,5743270,6212,6831060
1213,6212,5743270,6212,6831060
1213,6212,5743270,6212,6832060
1213,6212,5743270,6212,6833060
1213,6212,5743270,6212,6834060
1213,6212,5743270,6212,6834710
1213,6212,5743270,6212,6835520
1213,6212,5743270,6212,6836070
1213,6212,5743270,6212,6837070
1213,6212,5743270,6212,6837070
1213,6212,5743270,6212,6837880
1213,6212,5743270,6212,6838690
1213,6212,5743270,6212,6838690
1213,6212,5743270,6212,6839160
1213,6212,5743270,6212,6840160
1213,6212,5743270,6212,6840630
1213,6212,5743270,6212,6840630
1213,6212,5743270,6212,6841100
1213,6212,5743270,6212,6842100
1213,6212,5743270,6212,6842570
1213,6212,5743270,6212,6843380
1213,6212,5743270,6212,6844380
1213,6212,5743270,6212,6844380
1213,6212,5743270,6212,6845380
1213,6212,5743270,6212,6846190
1213,6212,5743270,6212,6847190
1213,6212,5743270,6212,6847190
1213,6212,5743270,6212,6848190
1213,6212,5743270,6212,6848660
1213,6212,5743590,6212,6848980
1213,6212,5743590,6212,6849790
1213,6212,5743590,6212,6850790
1213,6212,5743590,6212,6850790
1213,6212,5743590,6212,6851600
1213,6212,5743590,6212,6852600
1213,6212,5743590,6212,6852600
1213,6212,5743590,6212,6853600
1213,6212,5743590,6212,6853600
1213,6212,5743590,6212,6853920
1213,6212,5743590,6212,6854390
1213,6212,5743590,6212,6854390
1213,6212,5743590,6212,6855390
1213,6212,5743590,6212,6855620
1213,6212,5743590,6212,6856090
1213,6212,5743590,6212,6856090
1213,6212,5743590,6212,6856090
1213,6212,5743590,6212,6857090
1213,6212,5743590,6212,6858090
1213,6212,5743590,6212,6858900
1213,6212,5743590,6212,6858900
1213,6212,5743590,6212,6859900
1213,6212,5743590,6212,6860900
1213,6212,5743590,6212,6861710
1213,6212,5743590,6212,6861930
1213,6212,5743590,6212,6861930
1213,6212,5743590,6212,6862930
1213,6212,5743590,6212,6863400
1213,6212,5743590,6212,6864400
1213,6212,5743590,6212,6865400
1213,6212,5743590,6212,6866400
1213,6212,5743590,6212,6867400
1213,6212,5743590,6212,6867870
1213,6212,5743590,6212,6868870
1213,6212,5743590,6212,6869090
1213,6212,5743590,6212,6870090
1213,6212,5743590,6212,6871090
1213,6212,5743590,6212,6872090
1213,6212,5743590,6212,6873090
1213,6212,5743590,6212,6873740
1213,6212,5743590,6212,6874740
1213,6212,5743590,6212,6874960
1213,6212,5743590,6212,6875960
1213,6212,5743590,6212,6875960
1213,6212,5743590,6212,6875960
1213,6212,5743590,6212,6876960
1213,6212,5743590,6212,6877510
1213,6212,5743590,6212,6877740
1213,6212,5743590,6212,6878550
1213,6212,5743590,6212,6879550
1213,6212,5743590,6212,6879870
1213,6212,5743590,6212,6880870
1213,6212,5743590,6212,6881340
1213,6212,5743590,6212,6882340
1213,6212,5743590,6212,6882800
1213,6212,5743590,6212,6883280
1213,6212,5743590,6212,6884280
1213,6212,5743590,6212,6885280
1213,6212,5743590,6212,6886280
1213,6212,5743590,6212,6887280
1213,6212,5743590,6212,6887750
1213,6212,5743590,6212,6888230
1213,6212,5743590,6212,6888230
1213,6212,5743590,6212,6889230
1213,6212,5743590,6212,6889700
1213,6212,5743590,6212,6889700
1213,6212,5743590,6212,6890020
1213,6212,5743590,6212,6891020
1213,6212,5743590,6212,6891020
1213,6212,5743590,6212,6891670
1213,6212,5743590,6212,6892670
1213,6212,5743590,6212,6893670
1213,6212,5743590,6212,6894260
1213,6212,5743590,6212,6895260
1213,6212,5743590,6212,6896260
1213,6212,5743590,6212,6897260
1213,6212,5743590,6212,6897850
1213,6212,5743590,6212,6898660
1213,6212,5743590,6212,6899660
1213,6212,5743590,6212,6900660
1213,6212,5743590,6212,6901660
1213,6212,5743590,6212,6902120
1213,6212,5743590,6212,6902120
1213,6212,5743590,6212,6902590
1213,6212,5743590,6212,6903590
1213,6212,5743590,6212,6904050
1213,6212,5743590,6212,6905050
1213,6212,5743590,6212,6905600
1213,6212,5743590,6212,6905600
1213,6212,5743590,6212,6905930
1213,6212,5743590,6212,6906930
1213,6212,5743590,6212,6907930
1213,6212,5743750,6212,6908090
1213,6212,5743750,6212,6908560
1213,6212,5743750,6212,6908560
1213,6212,5743750,6212,6909560
1213,6212,5744750,6212,6910560
1213,6212,5744750,6212,6911560
1213,6212,5744750,6212,6912030
1213,6212,5744750,6212,6912500
1213,6212,5744750,6212,6912970
1213,6212,5744750,6212,6913440
1213,6212,5744750,6212,6914250
1213,6212,5744750,6212,6914720
1213,6212,5744750,6212,6915190
1213,6212,5744750,6212,6916190
1213,6212,5744750,6212,6917000
1213,6212,5744750,6212,6917810
1213,6212,5744750,6212,6918810
1213,6212,5744750,6212,6919810
1213,6212,5744750,6212,6920810
1213,6212,5744750,6212,6921810
1213,6212,5744750,6212,6922620
1213,6212,5744750,6212,6923270
1213,6212,5744750,6212,6924270
1213,6212,5744750,6212,6924270
1213,6212,5744750,6212,6924500
1213,6212,5744750,6212,6925310
1213,6212,5744750,6212,6926310
1213,6212,5744750,6212,6927310
1213,6212,5744750,6212,6928310
1213,6212,5744750,6212,6929310
1213,6212,5745750,6212,6930310
1213,6212,5745750,6212,6931310
1213,6212,5745750,6212,6931310
1213,6212,5745750,6212,6932310
1213,6212,5745750,6212,6932630
1213,6212,5745750,6212,6933440
1213,6212,5745750,6212,6934250
1213,6212,5745750,6212,6934250
1213,6212,5745750,6212,6935060
1213,6212,5745750,6212,6935060
1213,6212,5745750,6212,6935650
1213,6212,5745750,6212,6936650
1213,6212,5745750,6212,6937110
1213,6212,5745750,6212,6937430
1213,6212,5745750,6212,6937890
1213,6212,5745750,6212,6938700
1213,6212,5745750,6212,6939510
1213,6212,5745750,6212,6940510
1213,6212,5745750,6212,6940830
1213,6212,5745750,6212,6941640
1213,6212,5745750,6212,6942640
1213,6212,5745750,6212,6943640
1213,6212,5745750,6212,6944640
1213,6212,5745750,6212,6944640
1213,6212,5745750,6212,6944960
1213,6212,5745750,6212,6945960
1213,6212,5745750,6212,6946960
1213,6212,5745750,6212,6947960
1213,6212,5745750,6212,6947960
1213,6212,5745750,6212,6948280
1213,6212,5745750,6212,6948280
1213,6212,5745750,6212,6948280
1213,6212,5745750,6212,6949090
1213,6212,5745750,6212,6950090
1213,6212,5745750,6212,6950900
1213,6212,5745750,6212,6951900
1213,6212,5745750,6212,6952900
1213,6212,5745750,6212,6953220
1213,6212,5745750,6212,6953680
1213,6212,5745750,6212,6954490
1213,6212,5745750,6212,6954960
1213,6212,5745750,6212,6955960
1213,6212,5745750,6212,6956430
1213,6212,5745750,6212,6957430
1213,6212,5745750,6212,6957900
1213,6212,5745750,6212,6957900
1213,6212,5745750,6212,6958130
1213,6212,5745750,6212,6958720
1213,6212,5745750,6212,6959040
1213,6212,5745750,6212,6960040
1213,6212,5745750,6212,6961040
1213,6212,5745750,6212,6961040
1213,6212,5745750,6212,6961040
1213,6212,5745750,6212,6961040
1213,6212,5745750,6212,6963040
1213,6212,5745750,6212,6964040
1213,6212,5745750,6212,6964040
1213,6212,5745750,6212,6964270
1213,6212,5745750,6212,6964270
1213,6212,5745750,6212,6965080
1213,6212,5745750,6212,6965080
1213,6212,5745750,6212,6966080
1213,6212,5745750,6212,6967080
1213,6212,5745750,6212,6967080
1213,6212,5745750,6212,6968080
1213,6212,5745750,6212,6968890
1213,6212,5745750,6212,6969890
1213,6212,5745750,6212,6970890
1213,6212,5745750,6212,6971890
1213,6212,5745750,6212,6972700
1213,6212,5745750,6212,6973700
1213,6212,5745750,6212,6974160
1213,6212,5745750,6212,6975160
1213,6212,5745750,6212,6976160
1213,6212,5745750,6212,6977160
1213,6212,5745750,6212,6978160
1213,6212,5745750,6212,6979160
1213,6212,5745750,6212,6979970
1213,6212,5745750,6212,6980440
1213,6212,5745750,6212,6981250
1213,6212,5745750,6212,6981250
1213,6212,5745750,6212,6981250
1213,6212,5745750,6212,6982250
1213,6212,5745750,6212,6983250
1213,6212,5745750,6212,6983800
1213,6212,5745750,6212,6984800
1213,6212,5745750,6212,6985270
1213,6212,5745750,6212,6985270
1213,6212,5745750,6212,6986270
1213,6212,5745750,6212,6987080
1213,6212,5745750,6212,6988080
1213,6212,5745750,6212,6989080
1213,6212,5745750,6212,6989080
1213,6212,5745750,6212,6990080
1213,6212,5745750,6212,6990080
1213,6212,5745750,6212,6990550
1213,6212,5745750,6212,6991010
1213,6212,5745750,6212,6991010
1213,6212,5745750,6212,6992010
1213,6212,5745750,6212,6993010
1213,6212,5745750,6212,6994010
1213,6212,5745750,6212,6995010
1213,6212,5745750,6212,6996010
1213,6212,5745750,6212,6996820
1213,6212,5745750,6212,6997820
1213,6212,5745860,6212,6997930
1213,6212,5745860,6212,6998930
1213,6212,5745860,6212,6999930
1213,6212,5745860,6212,7000250
1213,6212,5745860,6212,7000900
1213,6212,5745860,6212,7001900
1213,6212,5745860,6212,7001900
1213,6212,5745860,6212,7001900
1213,6212,5745860,6212,7002220
1213,6212,5745860,6212,7002440
1213,6212,5745860,6212,7002440
1213,6212,5745860,6212,7002910
1213,6212,5745860,6212,7002910
1213,6212,5745860,6212,7003720
1213,6212,5745860,6212,7004720
1213,6212,5745860,6212,7005720
1213,6212,5745860,6212,7005720
1213,6212,5745860,6212,7006530
1213,6212,5745860,6212,7007530
1213,6212,5745860,6212,7008000
1213,6212,5745860,6212,7009000
1213,6212,5745860,6212,7009550
1213,6212,5745860,6212,7010550
1213,6212,5745860,6212,7010550
1213,6212,5745860,6212,7011550
1213,6212,5745860,6212,7012550
1213,6212,5745860,6212,7012550
1213,6212,5745860,6212,7012870
1213,6212,5745860,6212,7012870
1213,6212,5745860,6212,7012870
1213,6212,5745860,6212,7013870
1213,6212,5745860,6212,7013870
1213,6212,5745860,6212,7013870
1213,6212,5745860,6212,7015870
1213,6212,5745860,6212,7016870
1213,6212,5745970,6212,7016980
1213,6212,5745970,6212,7017980
1213,6212,5745970,6212,7018980
1213,6212,5745970,6212,7019980
1213,6212,5745970,6212,7020980
1213,6212,5745970,6212,7021980
1213,6212,5745970,6212,7022440
1213,6212,5745970,6212,7022440
1213,6212,5745970,6212,7023440
1213,6212,5745970,6212,7024250
1213,6212,5745970,6212,7024710
1213,6212,5745970,6212,7025710
1213,6212,5745970,6212,7025710
1213,6212,5746290,6212,7026030
1213,6212,5746290,6212,7027030
1213,6212,5746290,6212,7028030
1213,6212,5746290,6212,7028680
1213,6212,5746290,6212,7028680
1213,6212,5746290,6212,7029490
1213,6212,5746290,6212,7030490
1213,6212,5746290,6212,7030810
1213,6212,5746290,6212,7031810
1213,6212,5746290,6212,7032810
1213,6212,5746290,6212,7033810
1213,6212,5746290,6212,7034810
1213,6212,5746290,6212,7035810
1213,6212,5746290,6212,7036620
1213,6212,5746290,6212,7037620
1213,6212,5746290,6212,7038430
1213,6212,5746290,6212,7039430
1213,6212,5746290,6212,7039800
1213,6212,5746290,6212,7040800
1213,6212,5746290,6212,7041800
1213,6212,5746290,6212,7042450
1213,6212,5746290,6212,7042800
1213,6212,5746290,6212,7042800
1213,6212,5746290,6212,7042800
1213,6212,5746290,6212,7042800
1213,6212,5746290,6212,7043800
1213,6212,5746290,6212,7044800
1213,6212,5746290,6212,7045610
1213,6212,5746290,6212,7045610
1213,6212,5746290,6212,7046610
1213,6212,5746290,6212,7047610
1213,6212,5746290,6212,7048610
1213,6212,5746290,6212,7049420
1213,6212,5746290,6212,7050420
1213,6212,5746290,6212,7050890
1213,6212,5746290,6212,7051440
1213,6212,5746290,6212,7052440
1213,6212,5746290,6212,7052760
1213,6212,5746290,6212,7053760
1213,6212,5746290,6212,7054760
1213,6212,5746290,6212,7062760
1213,6212,5746290,6212,7063230
1213,6212,5746290,6212,7064040
1213,6212,5746290,6212,7064270
1213,6212,5746290,6212,7064270
1213,6212,5746290,6212,7065270
1213,6212,5746290,6212,7065270
1213,6212,5746290,6212,7065270
1213,6212,5746290,6212,7066270
1213,6212,5746290,6212,7066740
1213,6212,5746290,6212,7067740
1213,6212,5746290,6212,7067740
1213,6212,5746290,6212,7068740
1213,6212,5746290,6212,7069740
1213,6212,5746290,6212,7070740
1213,6212,5746290,6212,7071740
1213,6212,5746290,6212,7071740
1213,6212,5746290,6212,7072740
1213,6212,5746290,6212,7073210
1213,6212,5746290,6212,7073680
1213,6212,5746290,6212,7074680
1213,6212,5746290,6212,7075680
1213,6212,5746290,6212,7075680
1213,6212,5746290,6212,7076490
1213,6212,5746290,6212,7077490
1213,6212,5746290,6212,7078300
1213,6212,5746290,6212,7079110
1213,6212,5746290,6212,7081110
1213,6212,5746290,6212,7081920
1213,6212,5746290,6212,7082730
1213,6212,5746290,6212,7082730
1213,6212,5746290,6212,7083730
1213,6212,5746290,6212,7084730
1213,6212,5746290,6212,7085730
1213,6212,5746290,6212,7086730
1213,6212,5746290,6212,7087730
1213,6212,5746290,6212,7088730
1213,6212,5746290,6212,7089050
1213,6212,5746290,6212,7090050
1213,6212,5746290,6212,7091050
1213,6212,5746290,6212,7091050
1213,6212,5746290,6212,7091860
1213,6212,5746290,6212,7092670
1213,6212,5746290,6212,7093140
1213,6212,5746290,6212,7094140
1213,6212,5746290,6212,7094140
1213,6212,5746290,6212,7095140
1213,6212,5746290,6212,7096140
1213,6212,5746290,6212,7097140
1213,6212,5746290,6212,7098140
1213,6212,5746290,6212,7098510
1213,6212,5746290,6212,7098510
1213,6212,5746290,6212,7099510
1213,6212,5746290,6212,7100510
1213,6212,5746290,6212,7101510
1213,6212,5746290,6212,7101510
1213,6212,5746290,6212,7102510
1213,6212,5746290,6212,7103510
1213,6212,5746290,6212,7103740
1213,6212,5746290,6212,7104740
1213,6212,5746290,6212,7105740
1213,6212,5746290,6212,7106740
1213,6212,5746290,6212,7106740
1213,6212,5746290,6212,7107740
1213,6212,5746290,6212,7108210
1213,6212,5746290,6212,7109210
1213,6212,5746290,6212,7110020
1213,6212,5746290,6212,7110020
1213,6212,5746290,6212,7110830
1213,6212,5746290,6212,7111420
1213,6212,5746290,6212,7111420
1213,6212,5746290,6212,7112420
1213,6212,5746290,6212,7113420
1213,6212,5746290,6212,7114070
1213,6212,5746290,6212,7115070
1213,6212,5746290,6212,7116070
1213,6212,5746290,6212,7116540
1213,6212,5746290,6212,7117350
1213,6212,5746290,6212,7118350
1213,6212,5746290,6212,7118350
1213,6212,5746290,6212,7119350
1213,6212,5746290,6212,7119350
1213,6212,5746290,6212,7119350
1213,6212,5747290,6212,7120350
1213,6212,5747290,6212,7121160
1213,6212,5747290,6212,7121160
1213,6212,5747290,6212,7122160
1213,6212,5747290,6212,7122480
1213,6212,5747290,6212,7123480
1213,6212,5747290,6212,7123950
1213,6212,5747290,6212,7123950
1213,6212,5747290,6212,7131950
1213,6212,5747290,6212,7132950
1213,6212,5747290,6212,7133950
1213,6212,5747290,6212,7134950
1213,6212,5747290,6212,7135950
1213,6212,5747290,6212,7136760
1213,6212,5747290,6212,7137760
1213,6212,5747290,6212,7138760
1213,6212,5747290,6212,7139570
1213,6212,5747290,6212,7139570
1213,6212,5747290,6212,7140570
1213,6212,5747290,6212,7141570
1213,6212,5747290,6212,7141890
1213,6212,5747290,6212,7142890
1213,6212,5747290,6212,7143540
1213,6212,5747290,6212,7144540
1213,6212,5747290,6212,7145540
1213,6212,5747290,6212,7146540
1213,6212,5747290,6212,7146540
1213,6212,5747290,6212,7147350
1213,6212,5747290,6212,7147810
1213,6212,5747290,6212,7148280
1213,6212,5747290,6212,7149280
1213,6212,5747290,6212,7150280
1213,6212,5747290,6212,7151280
1213,6212,5747290,6212,7152280
1213,6212,5747290,6212,7153280
1213,6212,5747290,6212,7153280
1213,6212,5747450,6212,7153440
1213,6212,5747450,6212,7154440
1213,6212,5747450,6212,7154440
1213,6212,5747450,6212,7155440
1213,6212,5747450,6212,7155440
1213,6212,5747450,6212,7156250
1213,6212,5747450,6212,7157250
1213,6212,5747450,6212,7158250
1213,6212,5747450,6212,7159250
1213,6212,5747450,6212,7160060
1213,6212,5747450,6212,7160060
1213,6212,5747450,6212,7160870
1213,6212,5747450,6212,7161870
1213,6212,5747450,6212,7162330
1213,6212,5747450,6212,7163140
1213,6212,5747450,6212,7163610
1213,6212,5747450,6212,7164420
1213,6212,5747450,6212,7165420
1213,6212,5747450,6212,7166420
1213,6212,5747450,6212,7167420
1213,6212,5747450,6212,7168420
1213,6212,5747450,6212,7168890
1213,6212,5747450,6212,7169890
1213,6212,5747450,6212,7170890
1213,6212,5747450,6212,7171360
1213,6212,5747450,6212,7172360
1213,6212,5747450,6212,7172680
1213,6212,5747450,6212,7172910
1213,6212,5747450,6212,7173910
1213,6212,5747450,6212,7174910
1213,6212,5747450,6212,7174910
1213,6212,5747450,6212,7174910
1213,6212,5747450,6212,7174910
1213,6212,5747450,6212,7175910
1213,6212,5747450,6212,7176380
1213,6212,5747450,6212,7176850
1213,6212,5747450,6212,7177850
1213,6212,5747450,6212,7177850
1213,6212,5747450,6212,7178320
1213,6212,5747450,6212,7179130
1213,6212,5747820,6212,7179500
1213,6212,5747820,6212,7179500
1213,6212,5747820,6212,7179500
1213,6212,5747820,6212,7179500
1213,6212,5747820,6212,7180500
1213,6212,5747820,6212,7181310
1213,6212,5747820,6212,7181310
1213,6212,5747820,6212,7181310
1213,6212,5747820,6212,7181310
1213,6212,5747820,6212,7182310
1213,6212,5747820,6212,7183310
1213,6212,5747820,6212,7184310
1213,6212,5747820,6212,7185310
1213,6212,5747820,6212,7185770
1213,6212,5747820,6212,7186240
1213,6212,5747820,6212,7186890
1213,6212,5747820,6212,7187890
1213,6212,5747820,6212,7188360
1213,6212,5747820,6212,7189360
1213,6212,5747820,6212,7190360
1213,6212,5747820,6212,7191360
1213,6212,5747820,6212,7191830
1213,6212,5747820,6212,7192830
1213,6212,5747820,6212,7192830
1213,6212,5747820,6212,7193830
1213,6212,5747820,6212,7193830
1213,6212,5747820,6212,7197830
1213,6212,5747820,6212,7197830
1213,6212,5747820,6212,7198420
1213,6212,5747820,6212,7198420
1213,6212,5747820,6212,7199420
1213,6212,5747820,6212,7200420
1213,6212,5747820,6212,7201420
1213,6212,5748140,6212,7201740
1213,6212,5748140,6212,7202550
1213,6212,5748140,6212,7210550
1213,6212,5748140,6212,7211020
1213,6212,5748140,6212,7211670
1213,6212,5748140,6212,7212140
1213,6212,5748140,6212,7213140
1213,6212,5748140,6212,7213140
1213,6212,5748140,6212,7213140
1213,6212,5748140,6212,7221140
1213,6212,5748140,6212,7221950
1213,6212,5748140,6212,7222270
1213,6212,5748140,6212,7222270
1213,6212,5748140,6212,7223270
1213,6212,5748140,6212,7224270
1213,6212,5748140,6212,7225270
1213,6212,5748140,6212,7225270
1213,6212,5748140,6212,7226270
1213,6212,5748140,6212,7227270
1213,6212,5748140,6212,7227270
1213,6212,5748140,6212,7228080
1213,6212,5748140,6212,7228550
1213,6212,5748140,6212,7232550
1213,6212,5748140,6212,7233550
1213,6212,5748140,6212,7234550
1213,6212,5748140,6212,7234550
1213,6212,5748140,6212,7235550
1213,6212,5748140,6212,7236550
1213,6212,5748140,6212,7237200
1213,6212,5748140,6212,7237200
1213,6212,5748140,6212,7237200
1213,6212,5748140,6212,7237670
1213,6212,5748140,6212,7237990
1213,6212,5748140,6212,7245990
1213,6212,5748140,6212,7246460
1213,6212,5748140,6212,7247460
1213,6212,5748140,6212,7248270
1213,6212,5748140,6212,7249080
1213,6212,5748140,6212,7249550
1213,6212,5748140,6212,7249550
1213,6212,5748140,6212,7249550
1213,6212,5748140,6212,7250360
1213,6212,5748140,6212,7250360
1213,6212,5748140,6212,7250360
1213,6212,5748140,6212,7251170
1213,6212,5748140,6212,7252170
1213,6212,5748140,6212,7252490
1213,6212,5748140,6212,7253490
1213,6212,5748140,6212,7254490
1213,6212,5748140,6212,7255490
1213,6212,5748140,6212,7256490
1213,6212,5748140,6212,7257300
1213,6212,5748140,6212,7258300
1213,6212,5748140,6212,7259300
1213,6212,5748140,6212,7260110
1213,6212,5748140,6212,7261110
1213,6212,5748140,6212,7261920
1213,6212,5748140,6212,7262920
1213,6212,5748140,6212,7263920
1213,6212,5748140,6212,7264510
1213,6212,5748140,6212,7264980
1213,6212,5748140,6212,7265450
1213,6212,5748140,6212,7265920
1213,6212,5748140,6212,7266920
1213,6212,5748140,6212,7267920
1213,6212,5748140,6212,7267920
1213,6212,5748140,6212,7267920
1213,6212,5748140,6212,7268920
1213,6212,5748140,6212,7269920
1213,6212,5748140,6212,7270920
1213,6212,5748140,6212,7270920
1213,6212,5748140,6212,7271570
1213,6212,5748140,6212,7272570
1213,6212,5748140,6212,7273380
1213,6212,5748140,6212,7274380
1213,6212,5748140,6212,7274700
1213,6212,5748140,6212,7275700
1213,6212,5748140,6212,7276020
1213,6212,5748140,6212,7276020
1213,6212,5748140,6212,7276490
1213,6212,5748140,6212,7277490
1213,6212,5748140,6212,7277960
1213,6212,5748140,6212,7278430
1213,6212,5748140,6212,7279430
1213,6212,5748140,6212,7280430
1213,6212,5748140,6212,7281430
1213,6212,5748140,6212,7281430
1213,6212,5748140,6212,7281430
1213,6212,5748140,6212,7282430
1213,6212,5748140,6212,7283430
1213,6212,5748140,6212,7284430
1213,6212,5748140,6212,7284660
1213,6212,5748140,6212,7285310
1213,6212,5748140,6212,7286310
1213,6212,5748140,6212,7286310
1213,6212,5748140,6212,7286310
1213,6212,5748140,6212,7286630
1213,6212,5748140,6212,7286630
1213,6212,5748140,6212,7286630
1213,6212,5748140,6212,7286630
1213,6212,5748140,6212,7287440
1213,6212,5748460,6212,7287760
1213,6212,5748460,6212,7287760
1213,6212,5748460,6212,7287760
1213,6212,5748460,6212,7288760
1213,6212,5748460,6212,7288760
1213,6212,5748460,6212,7289350
1213,6212,5748460,6212,7290350
1213,6212,5748460,6212,7290350
1213,6212,5748460,6212,7290350
1213,6212,5748460,6212,7290350
1213,6212,5748460,6212,7290350
1213,6212,5748460,6212,7291350
1213,6212,5748460,6212,7292160
1213,6212,5748460,6212,7292810
1213,6212,5748460,6212,7293810
1213,6212,5748460,6212,7294620
1213,6212,5748460,6212,7294620
1213,6212,5748460,6212,7295620
1213,6212,5748460,6212,7296620
1213,6212,5748460,6212,7296940
1213,6212,5748460,6212,7297410
1213,6212,5748460,6212,7298410
1213,6212,5748460,6212,7298730
1213,6212,5748460,6212,7299730
1213,6212,5748460,6212,7300320
1213,6212,5748460,6212,7300640
1213,6212,5748460,6212,7301640
1213,6212,5748460,6212,7302640
1213,6212,5748460,6212,7303640
1213,6212,5748460,6212,7304110
1213,6212,5748460,6212,7304580
1213,6212,5748460,6212,7304900
1213,6212,5748460,6212,7304900
1213,6212,5748460,6212,7305900
1213,6212,5748460,6212,7306900
1213,6212,5748460,6212,7307900
1213,6212,5748460,6212,7308900
1213,6212,5748460,6212,7309900
1213,6212,5748460,6212,7310900
1213,6212,5748460,6212,7311900
1213,6212,5748460,6212,7312370
1213,6212,5748460,6212,7312370
1213,6212,5748460,6212,7313370
1213,6212,5748460,6212,7313690
1213,6212,5748460,6212,7313690
1213,6212,5748460,6212,7314010
1213,6212,5748460,6212,7314660
1213,6212,5748460,6212,7314660
1213,6212,5748460,6212,7314980
1213,6212,5748460,6212,7315980
1213,6212,5748460,6212,7316980
1213,6212,5748460,6212,7317980
1213,6212,5748460,6212,7318450
1213,6212,5748460,6212,7319450
1213,6212,5748460,6212,7320450
1213,6212,5748460,6212,7321450
1213,6212,5748460,6212,7321450
1213,6212,5748460,6212,7329450
1213,6212,5748460,6212,7330450
1213,6212,5748460,6212,7330920
1213,6212,5748460,6212,7331920
1213,6212,5748460,6212,7332920
1213,6212,5748460,6212,7333390
1213,6212,5748460,6212,7333860
1213,6212,5748460,6212,7334860
1213,6212,5748460,6212,7335450
1213,6212,5748460,6212,7336450
1213,6212,5748460,6212,7337260
1213,6212,5748460,6212,7338260
1213,6212,5748460,6212,7338260
1213,6212,5748460,6212,7339070
1213,6212,5748460,6212,7339540
1213,6212,5748460,6212,7339540
1213,6212,5748460,6212,7340540
1213,6212,5748460,6212,7341540
1213,6212,5748460,6212,7342540
1213,6212,5748460,6212,7343010
1213,6212,5748460,6212,7343480
1213,6212,5748460,6212,7343950
1213,6212,5748460,6212,7343950
1213,6212,5748460,6212,7344760
1213,6212,5748460,6212,7345220
1213,6212,5748460,6212,7345450
1213,6212,5748460,6212,7346450
1213,6212,5748460,6212,7346450
1213,6212,5748460,6212,7347450
1213,6212,5748460,6212,7347770
1213,6212,5748460,6212,7348770
1213,6212,5748460,6212,7349420
1213,6212,5748460,6212,7350230
1213,6212,5748460,6212,7351230
1213,6212,5748460,6212,7351700
1213,6212,5748460,6212,7352020
1213,6212,5748460,6212,7353020
1213,6212,5748460,6212,7353490
1213,6212,5748460,6212,7353720
1213,6212,5748460,6212,7354720
1213,6212,5748460,6212,7355720
1213,6212,5748460,6212,7356720
1213,6212,5748460,6212,7357720
1213,6212,5748460,6212,7358190
1213,6212,5748460,6212,7359190
1213,6212,5748460,6212,7360190
1213,6212,5748460,6212,7361190
1213,6212,5748460,6212,7362190
1213,6212,5748460,6212,7363190
1213,6212,5748780,6212,7363510
1213,6212,5748780,6212,7364320
1213,6212,5748780,6212,7364320
1213,6212,5748780,6212,7365320
1213,6212,5748780,6212,7365970
1213,6212,5748780,6212,7366290
1213,6212,5748780,6212,7367290
1213,6212,5748780,6212,7368290
1213,6212,5748780,6212,7368290
1213,6212,5748780,6212,7369290
1213,6212,5748780,6212,7369660
1213,6212,5748780,6212,7370660
1213,6212,5748780,6212,7370660
1213,6212,5748780,6212,7370980
1213,6212,5748780,6212,7371980
1213,6212,5748780,6212,7372790
1213,6212,5748780,6212,7372790
1213,6212,5748780,6212,7372790
1213,6212,5748780,6212,7373260
1213,6212,5748780,6212,7374260
1213,6212,5748780,6212,7375260
1213,6212,5748780,6212,7376260
1213,6212,5748780,6212,7376260
1213,6212,5748780,6212,7376260
1213,6212,5748780,6212,7376260
1213,6212,5748780,6212,7377260
1213,6212,5748780,6212,7377580
1213,6212,5748780,6212,7378230
1213,6212,5748780,6212,7378230
1213,6212,5748780,6212,7378230
1213,6212,5748780,6212,7379230
1213,6212,5748780,6212,7380230
1213,6212,5748780,6212,7381040
1213,6212,5748780,6212,7382040
1213,6212,5748780,6212,7383040
1213,6212,5748780,6212,7384040
1213,6212,5748780,6212,7385040
1213,6212,5748780,6212,7386040
1213,6212,5748780,6212,7386360
1213,6212,5748780,6212,7387360
1213,6212,5748780,6212,7388360
1213,6212,5748780,6212,7389170
1213,6212,5748780,6212,7390170
1213,6212,5748780,6212,7391170
1213,6212,5748780,6212,7392170
