ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
879689.9,14.16,1.47,585174.14,9.42
879058.41,14.16,1.46,584434.98,9.41
878956.92,14.15,1.46,584225.82,9.41
878763.41,14.15,1.46,584040.38,9.41
878581.92,14.15,1.46,583751.21,9.4
878839.13,14.16,1.47,583505.79,9.4
879081.92,14.17,1.47,583191.78,9.4
878364.37,14.16,1.46,582420.06,9.39
878364.37,14.16,1.46,582198.71,9.38
878195.38,14.16,1.46,582075.31,9.38
878464.92,14.16,1.47,582101.08,9.38
877761.79,14.15,1.46,581397.95,9.37
877568.28,14.15,1.46,581257.16,9.37
876936.79,14.14,1.45,580518.0,9.36
876574.29,14.14,1.45,580253.8,9.36
876894.49,14.15,1.45,580317.83,9.36
876889.74,14.15,1.46,580532.21,9.37
876730.98,14.15,1.45,580496.39,9.37
876099.49,14.14,1.45,579887.13,9.36
875431.7,14.14,1.44,579281.67,9.35
875185.76,14.13,1.44,578928.06,9.35
875016.77,14.13,1.44,578735.7,9.35
874823.26,14.13,1.44,578663.87,9.35
874380.54,14.13,1.44,578113.47,9.34
874637.75,14.13,1.44,577868.04,9.34
874832.94,14.14,1.44,582959.51,9.42
874663.95,14.14,1.44,582852.33,9.42
874221.23,14.13,1.44,582301.93,9.41
874027.72,14.13,1.44,582144.92,9.41
873310.17,14.12,1.43,581373.21,9.4
873141.18,14.12,1.43,581266.03,9.4
872762.66,14.12,1.42,580887.5,9.4
872319.94,14.11,1.42,580337.11,9.39
872218.44,14.11,1.42,580127.94,9.38
871972.51,14.11,1.42,579774.34,9.38
871779.0,14.11,1.41,579617.33,9.38
871784.52,14.11,1.41,579667.47,9.38
872054.06,14.11,1.42,579693.24,9.38
871422.56,14.1,1.41,578954.08,9.37
871253.57,14.1,1.41,578846.89,9.37
871060.06,14.1,1.41,578689.89,9.37
875121.6,14.17,1.48,580380.83,9.4
874826.05,14.17,1.47,580085.27,9.39
873810.66,14.17,1.47,579601.8,9.4
873179.17,14.16,1.47,578862.64,9.39
873010.18,14.16,1.47,578659.3,9.38
871994.8,14.16,1.47,578175.83,9.39
871801.29,14.16,1.47,578109.24,9.39
872087.82,14.16,1.47,578240.63,9.39
871709.3,14.16,1.47,578021.25,9.39
871077.81,14.15,1.46,577412.0,9.38
871077.81,14.15,1.46,577412.0,9.38
870062.43,14.15,1.46,576928.52,9.38
869430.94,14.15,1.45,576189.36,9.37
869261.94,14.14,1.45,575991.75,9.37
869261.94,14.14,1.45,575991.75,9.37
869257.2,14.15,1.45,576165.9,9.38
869063.69,14.15,1.45,576099.31,9.38
869333.23,14.15,1.46,576125.08,9.38
868701.74,14.14,1.45,575385.92,9.37
868976.74,14.15,1.46,575104.12,9.36
868614.24,14.15,1.46,574839.93,9.36
868318.68,14.14,1.45,574544.37,9.36
868352.33,14.15,1.45,574315.35,9.36
868595.12,14.15,1.46,574001.33,9.35
868365.23,14.15,1.46,574062.1,9.35
867629.9,14.14,1.45,573326.76,9.34
867460.91,14.14,1.45,573219.58,9.34
867705.92,14.14,1.45,573428.07,9.35
867512.41,14.14,1.45,573271.07,9.35
867512.41,14.14,1.45,576061.18,9.39
867133.89,14.14,1.45,575765.63,9.39
866771.39,14.14,1.44,575501.43,9.39
865756.0,14.14,1.45,575043.47,9.39
866196.39,14.15,1.45,576115.72,9.41
866027.4,14.14,1.45,575918.12,9.41
865833.89,14.14,1.45,575851.53,9.41
866439.91,14.16,1.46,575895.05,9.41
866979.58,14.17,1.47,575877.91,9.41
867138.59,14.17,1.48,575850.97,9.41
870954.93,14.23,1.54,577219.59,9.43
870785.94,14.23,1.54,577021.98,9.43
870592.43,14.23,1.54,576955.4,9.43
870405.42,14.23,1.54,576746.0,9.43
869879.06,14.22,1.53,576225.34,9.42
870104.83,14.23,1.54,576745.38,9.43
870104.83,14.23,1.54,576745.38,9.43
869935.84,14.23,1.53,576553.02,9.43
869742.33,14.23,1.53,576481.18,9.43
869742.33,14.23,1.53,576481.18,9.43
868726.94,14.23,1.54,575997.71,9.43
868726.94,14.23,1.54,575997.71,9.43
868996.48,14.23,1.54,576023.48,9.43
868827.49,14.23,1.54,575900.08,9.43
868827.49,14.23,1.54,575900.08,9.43
868176.53,14.23,1.54,575485.89,9.43
867837.25,14.23,1.53,575077.0,9.43
867832.5,14.23,1.54,575291.38,9.43
867129.38,14.22,1.53,574588.25,9.42
866935.87,14.22,1.53,574447.46,9.42
866766.88,14.22,1.53,574340.27,9.42
866324.16,14.21,1.52,573789.88,9.41
866324.16,14.21,1.52,573789.88,9.41
866130.65,14.21,1.52,573632.87,9.41
865961.66,14.21,1.52,573509.47,9.41
865768.15,14.21,1.52,573368.67,9.41
865599.16,14.21,1.52,573174.0,9.41
865405.65,14.21,1.52,573104.48,9.41
864774.16,14.2,1.51,572365.32,9.4
864605.16,14.2,1.51,572258.13,9.4
864226.64,14.2,1.5,571998.51,9.4
864033.13,14.2,1.5,571841.51,9.39
863864.14,14.19,1.5,571734.32,9.39
863864.14,14.19,1.5,571734.32,9.39
863670.63,14.19,1.5,571577.31,9.39
863039.14,14.19,1.49,570838.15,9.38
862870.15,14.19,1.49,570730.96,9.38
861854.77,14.19,1.5,570247.49,9.39
861661.26,14.19,1.49,570090.48,9.39
860645.87,14.19,1.5,569607.01,9.39
860014.38,14.18,1.49,568867.85,9.38
859716.38,14.18,1.48,568629.46,9.38
860256.05,14.19,1.5,568612.32,9.38
860010.11,14.18,1.49,568258.71,9.37
859300.98,14.18,1.49,566977.18,9.36
858938.48,14.18,1.49,566712.99,9.36
859208.01,14.19,1.49,566737.29,9.36
858829.49,14.18,1.49,566519.38,9.35
858623.93,14.18,1.49,566313.82,9.35
858454.94,14.18,1.49,566206.63,9.35
858261.43,14.18,1.49,566049.63,9.35
857898.93,14.18,1.48,565785.43,9.35
857729.94,14.18,1.48,565587.82,9.35
857725.2,14.18,1.49,565761.39,9.35
857725.2,14.18,1.49,565761.39,9.35
857531.69,14.18,1.48,565694.8,9.35
857801.22,14.18,1.49,565719.1,9.35
857632.23,14.18,1.49,565524.42,9.35
857402.34,14.18,1.49,565316.5,9.35
857208.83,14.18,1.49,565246.98,9.35
857434.6,14.18,1.49,565789.75,9.36
857265.61,14.18,1.49,565665.38,9.36
857265.61,14.18,1.49,565665.38,9.36
857072.1,14.18,1.49,565525.56,9.36
856903.11,14.18,1.49,565418.37,9.36
857537.51,14.19,1.5,565551.45,9.36
857344.0,14.19,1.5,565394.45,9.36
856328.61,14.19,1.5,564910.97,9.36
856598.15,14.2,1.51,564936.74,9.36
856429.16,14.2,1.51,564742.07,9.36
856235.65,14.2,1.51,564672.55,9.36
856510.65,14.21,1.51,564390.75,9.36
856103.09,14.2,1.51,563917.61,9.35
855934.1,14.2,1.51,563720.0,9.35
855555.57,14.19,1.5,563500.62,9.35
855800.59,14.2,1.51,563927.17,9.36
855607.08,14.2,1.51,563860.58,9.36
855626.85,14.2,1.51,563855.84,9.36
855248.33,14.2,1.5,563478.71,9.35
855079.34,14.2,1.5,563281.86,9.35
854885.83,14.19,1.5,563214.52,9.35
854150.49,14.18,1.49,562479.18,9.34
853787.99,14.18,1.49,562214.99,9.34
853787.99,14.18,1.49,562214.99,9.34
853976.49,14.19,1.5,562519.29,9.35
853634.48,14.18,1.49,562154.85,9.34
853465.49,14.18,1.49,561960.17,9.34
853263.65,14.18,1.49,561707.24,9.33
853070.14,14.18,1.49,561637.72,9.34
853339.67,14.18,1.49,561662.03,9.34
853289.67,14.18,1.49,561612.03,9.34
853289.67,14.18,1.49,561612.03,9.34
853284.93,14.19,1.49,561827.88,9.34
853115.94,14.19,1.49,561631.03,9.34
853115.94,14.19,1.49,561631.03,9.34
852922.43,14.18,1.49,561563.68,9.34
852753.44,14.18,1.49,561440.28,9.34
852374.92,14.18,1.49,561180.08,9.34
852181.41,14.18,1.49,561039.29,9.33
852450.94,14.18,1.49,561065.06,9.34
852292.17,14.18,1.49,560910.33,9.33
852123.18,14.18,1.49,560715.28,9.33
852123.18,14.18,1.49,560715.28,9.33
851107.8,14.18,1.49,560231.81,9.34
850914.29,14.18,1.49,560162.66,9.34
850745.3,14.18,1.49,559965.06,9.33
850971.07,14.19,1.49,560531.03,9.34
850777.56,14.19,1.49,560464.44,9.35
850608.57,14.19,1.49,560357.26,9.34
850415.06,14.18,1.49,560200.25,9.34
850623.51,14.19,1.5,559494.09,9.33
850880.72,14.2,1.5,559248.66,9.33
850711.73,14.2,1.5,559056.31,9.33
850518.22,14.19,1.5,558984.47,9.33
849800.67,14.19,1.49,558212.76,9.32
849513.5,14.18,1.49,557935.68,9.31
849344.51,14.18,1.49,557828.5,9.31
849151.0,14.18,1.49,557671.49,9.31
848982.01,14.18,1.49,557476.81,9.31
848788.5,14.18,1.49,557407.3,9.31
848426.0,14.18,1.48,557143.1,9.31
848517.21,14.18,1.49,557592.12,9.32
848536.99,14.18,1.49,557587.38,9.32
848335.15,14.18,1.49,557256.8,9.31
848469.64,14.18,1.49,557505.59,9.32
848300.65,14.18,1.49,557398.41,9.32
848107.14,14.18,1.49,557241.4,9.32
847738.61,14.18,1.48,556997.56,9.31
847738.61,14.18,1.48,556997.56,9.31
847565.05,14.18,1.48,556346.24,9.31
847278.28,14.17,1.48,555980.42,9.3
847298.05,14.18,1.48,555975.68,9.3
847129.06,14.18,1.48,555783.32,9.3
846935.55,14.18,1.48,555711.48,9.3
846637.55,14.17,1.48,555393.89,9.3
846975.29,14.18,1.48,555703.7,9.3
846612.79,14.18,1.48,555439.51,9.3
846612.79,14.18,1.48,555439.51,9.3
846870.0,14.18,1.49,555194.08,9.3
846701.01,14.18,1.49,554999.41,9.3
846507.5,14.18,1.49,554929.89,9.3
846782.5,14.19,1.5,554648.09,9.29
846281.25,14.18,1.49,554293.67,9.29
845265.87,14.18,1.49,553810.2,9.29
844548.32,14.17,1.48,553038.49,9.28
844379.33,14.17,1.48,552931.31,9.28
844185.82,14.17,1.48,552774.3,9.28
844185.82,14.17,1.48,552774.3,9.28
844201.03,14.17,1.48,552301.45,9.27
844032.04,14.17,1.48,552103.84,9.27
844032.04,14.17,1.48,552103.84,9.27
843934.03,14.17,1.48,551928.64,9.27
843740.52,14.17,1.48,551862.05,9.27
843953.54,14.18,1.49,551691.74,9.27
843784.55,14.18,1.49,551499.39,9.27
843591.04,14.18,1.48,551427.55,9.27
843848.25,14.18,1.49,551182.12,9.26
844093.26,14.19,1.5,551905.47,9.28
844252.27,14.19,1.5,551878.52,9.28
844247.53,14.2,1.5,552149.51,9.28
843512.19,14.19,1.49,551414.17,9.27
844051.86,14.2,1.5,551397.04,9.27
843882.87,14.2,1.5,551273.64,9.27
842867.48,14.2,1.51,550790.17,9.28
842673.97,14.2,1.51,550649.37,9.28
842504.98,14.2,1.5,550454.69,9.28
842311.47,14.2,1.5,550385.18,9.28
842331.25,14.2,1.51,550380.44,9.28
842162.26,14.2,1.51,550182.83,9.28
841783.73,14.19,1.5,549743.86,9.27
841590.22,14.19,1.5,549677.27,9.27
841590.22,14.19,1.5,549677.27,9.27
840872.68,14.18,1.49,548905.56,9.26
841129.89,14.19,1.5,548660.14,9.26
840960.9,14.19,1.5,548462.53,9.25
840960.9,14.19,1.5,548462.53,9.25
840960.9,14.19,1.5,548462.53,9.25
840910.9,14.19,1.5,548412.53,9.25
840193.35,14.18,1.49,547640.82,9.24
839999.84,14.18,1.48,547574.23,9.24
839707.83,14.17,1.48,547345.97,9.24
839538.84,14.17,1.48,547238.79,9.24
839345.33,14.17,1.48,547081.78,9.24
839602.54,14.18,1.49,546836.35,9.23
839602.54,14.18,1.49,546836.35,9.23
839597.8,14.18,1.49,546906.2,9.24
839597.8,14.18,1.49,546906.2,9.24
839439.16,14.18,1.49,546752.53,9.23
839270.17,14.18,1.49,546673.83,9.23
839270.17,14.18,1.49,546673.83,9.23
839289.95,14.18,1.49,546669.09,9.24
839289.95,14.18,1.49,546669.09,9.24
838274.56,14.18,1.49,546185.62,9.24
837623.6,14.18,1.49,545771.42,9.24
836906.05,14.17,1.48,544999.71,9.23
836906.05,14.17,1.48,544999.71,9.23
837040.54,14.17,1.48,545177.78,9.23
836678.04,14.17,1.48,544913.58,9.23
836678.04,14.17,1.48,544913.58,9.23
836697.82,14.18,1.48,544908.84,9.23
836504.31,14.17,1.48,544723.34,9.23
836504.31,14.17,1.48,544723.34,9.23
836335.32,14.17,1.48,544530.99,9.23
836335.32,14.17,1.48,544530.99,9.23
836141.81,14.17,1.48,544459.15,9.23
836276.3,14.18,1.48,544637.22,9.23
836107.31,14.18,1.48,544444.86,9.23
835913.8,14.18,1.48,544373.02,9.23
835744.81,14.18,1.48,544265.84,9.23
835446.81,14.17,1.48,543948.25,9.23
835716.34,14.18,1.48,543974.02,9.23
835850.83,14.18,1.49,544300.47,9.23
835642.83,14.18,1.49,544165.7,9.23
835264.31,14.17,1.48,543930.18,9.23
835070.8,14.17,1.48,543773.17,9.23
834419.84,14.17,1.48,543358.98,9.23
834435.05,14.17,1.48,542886.12,9.22
834646.67,14.18,1.48,543018.92,9.22
834284.17,14.18,1.48,542754.72,9.22
834115.18,14.17,1.48,542631.32,9.22
833752.68,14.17,1.48,542367.13,9.22
833895.95,14.18,1.49,542073.46,9.22
833992.35,14.18,1.49,542049.99,9.22
834012.12,14.18,1.49,542045.25,9.22
833818.61,14.18,1.49,541904.46,9.22
834063.63,14.19,1.5,542149.35,9.22
833894.64,14.19,1.49,541956.99,9.22
833516.11,14.18,1.49,541697.37,9.22
833322.6,14.18,1.49,541625.54,9.22
832671.64,14.18,1.49,541211.34,9.22
832373.64,14.18,1.48,540988.67,9.21
832204.65,14.17,1.48,540796.32,9.21
831987.22,14.17,1.48,540584.8,9.21
831793.71,14.17,1.48,540512.96,9.21
831793.71,14.17,1.48,540512.96,9.21
831620.15,14.17,1.48,539861.64,9.2
831620.15,14.17,1.48,539861.64,9.2
831333.37,14.17,1.48,539495.82,9.19
831602.91,14.17,1.48,539520.12,9.2
831433.91,14.17,1.48,539391.24,9.19
831055.39,14.17,1.48,539173.32,9.19
830861.88,14.17,1.47,539032.29,9.19
830861.88,14.17,1.47,539032.29,9.19
830692.89,14.17,1.47,538925.1,9.19
830499.38,14.17,1.47,538768.09,9.19
830052.21,14.16,1.47,538331.02,9.18
829754.21,14.15,1.46,538040.11,9.18
828738.83,14.16,1.46,537556.64,9.18
827723.44,14.16,1.47,537098.68,9.19
828263.11,14.17,1.48,537081.54,9.19
828094.12,14.17,1.48,536883.93,9.19
828094.12,14.17,1.48,536883.93,9.19
827900.61,14.17,1.48,536817.34,9.19
826885.22,14.17,1.48,536333.87,9.19
825869.84,14.17,1.48,535875.91,9.2
825700.85,14.17,1.48,535678.3,9.19
825945.86,14.18,1.49,536104.85,9.2
825752.35,14.18,1.48,536038.26,9.2
825752.35,14.18,1.48,536038.26,9.2
825373.83,14.17,1.48,535661.13,9.2
825373.83,14.17,1.48,535661.13,9.2
825373.83,14.17,1.48,535661.13,9.2
825373.83,14.17,1.48,535661.13,9.2
825204.84,14.17,1.48,535553.95,9.2
825011.33,14.17,1.48,535396.94,9.2
824842.34,14.17,1.48,535289.75,9.2
824648.83,14.17,1.48,535132.75,9.19
824479.84,14.17,1.48,535025.56,9.19
824638.84,14.17,1.48,534998.61,9.19
824883.86,14.18,1.49,535377.79,9.2
824883.86,14.18,1.49,535377.79,9.2
824690.35,14.18,1.48,535220.78,9.2
824311.83,14.17,1.48,534985.26,9.2
824581.36,14.18,1.49,535011.04,9.2
824202.84,14.17,1.48,534791.65,9.2
824033.84,14.17,1.48,534596.97,9.19
824278.86,14.18,1.48,535024.19,9.2
824085.35,14.18,1.48,534954.67,9.2
823069.97,14.18,1.49,534471.2,9.21
823089.74,14.18,1.49,534466.46,9.21
822920.75,14.18,1.49,534274.1,9.21
822622.75,14.18,1.48,533983.2,9.2
822429.24,14.17,1.48,533911.36,9.2
822255.69,14.17,1.48,533175.12,9.19
822025.8,14.17,1.48,532913.97,9.19
821739.02,14.17,1.48,532633.08,9.18
821570.03,14.17,1.48,532435.47,9.18
821376.52,14.17,1.47,532368.88,9.18
820361.13,14.17,1.48,531910.92,9.19
820361.13,14.17,1.48,531910.92,9.19
820614.42,14.17,1.48,532162.82,9.19
820445.43,14.17,1.48,531970.46,9.19
820604.44,14.18,1.49,531943.51,9.19
820599.7,14.18,1.49,532143.78,9.2
820406.19,14.18,1.49,532071.95,9.2
820237.2,14.18,1.49,531947.58,9.2
820043.69,14.18,1.49,531807.75,9.19
820063.47,14.18,1.49,531803.01,9.2
819894.47,14.18,1.49,531678.64,9.2
819889.73,14.18,1.49,531748.49,9.2
819696.22,14.18,1.49,531608.67,9.2
819527.23,14.18,1.49,531411.06,9.2
819333.72,14.18,1.49,531344.47,9.2
819164.73,14.18,1.49,531152.12,9.19
819179.94,14.18,1.49,530679.27,9.19
818803.14,14.18,1.48,530422.47,9.18
818705.13,14.18,1.48,530247.27,9.18
817689.75,14.18,1.49,529763.8,9.19
817959.28,14.18,1.49,529788.1,9.19
817765.77,14.18,1.49,529716.27,9.19
817596.78,14.18,1.49,529609.08,9.19
817403.27,14.18,1.49,529452.07,9.19
817105.27,14.18,1.49,529229.4,9.18
817105.27,14.18,1.49,529229.4,9.18
817105.27,14.18,1.49,529229.4,9.18
817100.53,14.18,1.49,529445.25,9.19
817120.31,14.18,1.49,529440.51,9.19
816751.78,14.18,1.48,529190.08,9.19
816582.79,14.18,1.48,529065.7,9.18
816827.81,14.18,1.49,529310.6,9.19
816634.3,14.18,1.49,529170.78,9.19
816487.87,14.18,1.49,529140.33,9.19
816487.87,14.18,1.49,529140.33,9.19
816318.88,14.18,1.49,529033.14,9.19
816125.37,14.18,1.49,528876.13,9.19
816140.58,14.18,1.49,528403.28,9.18
816385.04,14.19,1.49,528579.0,9.18
816991.07,14.2,1.5,528622.52,9.19
817530.73,14.21,1.52,528605.38,9.19
817004.37,14.2,1.51,528084.72,9.18
817004.37,14.2,1.51,528084.72,9.18
817261.58,14.21,1.52,527828.01,9.18
817876.35,14.22,1.53,527790.5,9.18
817490.03,14.22,1.52,527486.82,9.17
817505.24,14.22,1.53,527013.97,9.17
817407.22,14.22,1.53,526838.77,9.16
817238.23,14.22,1.53,526646.41,9.16
817016.13,14.21,1.52,526426.42,9.16
816000.75,14.22,1.52,525942.95,9.16
816385.77,14.22,1.53,525511.39,9.16
816385.77,14.22,1.53,525511.39,9.16
816192.26,14.22,1.53,525439.56,9.16
816192.26,14.22,1.53,525439.56,9.16
816023.27,14.22,1.53,525247.2,9.16
816023.27,14.22,1.53,525247.2,9.16
815829.76,14.22,1.53,525175.36,9.16
815829.76,14.22,1.53,525175.36,9.16
815592.44,14.22,1.53,525210.16,9.16
815607.65,14.22,1.53,524737.31,9.15
814890.11,14.21,1.52,523976.89,9.14
814721.12,14.21,1.52,523869.71,9.14
814527.61,14.21,1.52,523712.7,9.14
814527.61,14.21,1.52,523712.7,9.14
814592.06,14.21,1.52,523708.41,9.14
814592.06,14.21,1.52,523708.41,9.14
814423.07,14.21,1.52,523513.36,9.14
814692.6,14.22,1.53,523537.66,9.14
814499.09,14.22,1.53,523468.52,9.14
814741.88,14.23,1.53,523154.51,9.13
814737.14,14.23,1.54,523370.36,9.14
814994.35,14.23,1.54,523124.93,9.14
814343.39,14.23,1.54,522710.74,9.14
814174.4,14.23,1.54,522587.34,9.14
814174.4,14.23,1.54,522587.34,9.14
813159.01,14.23,1.54,522103.87,9.14
812965.5,14.23,1.54,521963.07,9.14
812297.72,14.23,1.54,521357.6,9.13
811919.19,14.23,1.53,521097.99,9.13
811750.2,14.23,1.53,520990.8,9.13
811556.69,14.23,1.53,520833.79,9.13
811387.7,14.22,1.53,520639.11,9.13
811170.27,14.22,1.53,520473.78,9.12
810976.76,14.22,1.53,520404.27,9.13
810807.77,14.22,1.53,520211.91,9.12
810827.54,14.22,1.53,520026.96,9.12
810124.42,14.21,1.52,519323.83,9.11
809930.91,14.21,1.52,519251.99,9.11
809213.36,14.2,1.51,518480.28,9.1
809044.37,14.2,1.51,518282.68,9.1
808850.86,14.2,1.51,518216.09,9.1
808649.02,14.2,1.5,518000.93,9.09
808644.27,14.2,1.51,518294.03,9.1
808664.05,14.2,1.51,518289.29,9.1
808659.31,14.2,1.51,518359.14,9.1
808008.35,14.2,1.51,517944.94,9.1
807839.36,14.2,1.51,517748.1,9.1
808201.62,14.21,1.52,517595.77,9.1
807879.0,14.2,1.51,517835.56,9.1
807460.22,14.2,1.51,517429.6,9.1
807266.71,14.2,1.5,517362.26,9.1
806251.32,14.2,1.51,516878.79,9.1
806077.76,14.2,1.51,516142.54,9.09
805790.99,14.2,1.5,515861.65,9.09
805622.0,14.2,1.5,515669.29,9.09
805617.25,14.2,1.51,515699.31,9.09
805617.25,14.2,1.51,515699.31,9.09
805423.74,14.2,1.5,515627.48,9.09
805851.75,14.2,1.51,515260.24,9.08
805682.76,14.2,1.51,515062.63,9.08
805320.26,14.2,1.51,514798.44,9.08
805741.92,14.21,1.52,515458.54,9.09
805548.41,14.21,1.52,515391.95,9.09
805805.62,14.22,1.53,515146.52,9.09
805636.63,14.22,1.52,514948.92,9.09
805914.44,14.22,1.53,514851.62,9.09
805720.93,14.22,1.53,514785.03,9.09
805003.38,14.21,1.52,514013.32,9.07
804626.58,14.21,1.51,514092.3,9.08
804621.84,14.21,1.52,514100.99,9.08
804879.05,14.22,1.52,513855.56,9.08
804161.5,14.21,1.51,513083.85,9.06
804767.53,14.22,1.53,513127.37,9.07
805024.74,14.22,1.53,512881.94,9.06
804855.75,14.22,1.53,512689.59,9.06
804662.24,14.22,1.53,512617.75,9.06
804135.87,14.22,1.52,512097.09,9.05
803966.88,14.22,1.52,511904.73,9.05
804236.42,14.22,1.53,511930.5,9.05
803857.89,14.22,1.52,511711.12,9.05
804083.66,14.22,1.53,512069.05,9.06
803890.15,14.22,1.53,511997.21,9.06
803721.16,14.22,1.53,511796.8,9.06
803721.16,14.22,1.53,511796.8,9.06
803934.18,14.23,1.53,511626.5,9.05
803740.67,14.22,1.53,511556.98,9.05
803740.67,14.22,1.53,511556.98,9.05
803420.67,14.22,1.53,511236.98,9.05
803420.67,14.22,1.53,511236.98,9.05
803665.69,14.23,1.53,511960.32,9.06
803496.7,14.22,1.53,511853.13,9.06
803118.17,14.22,1.53,511414.17,9.05
803137.95,14.22,1.53,511409.42,9.06
803137.95,14.22,1.53,511409.42,9.06
802944.44,14.22,1.53,511252.42,9.05
803189.45,14.23,1.53,511497.31,9.06
803209.23,14.23,1.54,511492.57,9.06
802491.68,14.22,1.53,510720.86,9.05
802322.69,14.22,1.53,510526.18,9.05
802033.41,14.21,1.52,510287.67,9.04
801654.89,14.21,1.52,510028.05,9.04
800639.5,14.21,1.52,509544.58,9.04
800446.0,14.21,1.52,509475.07,9.04
800277.0,14.21,1.52,509363.72,9.04
800118.24,14.21,1.51,509208.99,9.04
799924.73,14.21,1.51,509050.41,9.04
800169.74,14.21,1.52,509295.31,9.05
800169.74,14.21,1.52,509295.31,9.05
800000.75,14.21,1.52,509171.91,9.04
800020.53,14.21,1.52,509167.17,9.05
799827.02,14.21,1.52,509026.37,9.04
799658.03,14.21,1.52,508828.77,9.04
799366.02,14.21,1.51,508600.51,9.04
799172.51,14.21,1.51,508533.92,9.04
799003.52,14.21,1.51,508337.07,9.04
798810.01,14.2,1.51,508269.72,9.04
798159.05,14.2,1.51,507855.53,9.04
798159.05,14.2,1.51,507855.53,9.04
797990.06,14.2,1.51,507657.92,9.04
796974.67,14.21,1.51,507174.45,9.04
796974.67,14.21,1.51,507174.45,9.04
796265.54,14.2,1.51,505892.92,9.02
796072.03,14.2,1.51,505826.33,9.02
796329.24,14.21,1.52,505580.91,9.02
795611.69,14.2,1.51,504809.2,9.01
795442.7,14.2,1.51,504611.59,9.01
795437.96,14.2,1.51,504681.44,9.01
794787.0,14.2,1.51,504267.25,9.01
794806.77,14.2,1.51,504262.5,9.01
794613.26,14.2,1.51,504195.92,9.01
794383.38,14.2,1.5,504073.24,9.01
794214.39,14.2,1.5,503875.64,9.01
794020.88,14.2,1.5,503809.05,9.01
793851.89,14.19,1.5,503616.69,9.01
793658.38,14.19,1.5,503544.86,9.01
793489.39,14.19,1.5,503350.18,9.0
793295.88,14.19,1.5,503280.66,9.0
793126.89,14.19,1.5,503088.31,9.0
792933.38,14.19,1.5,503016.47,9.0
792933.38,14.19,1.5,503016.47,9.0
793208.38,14.2,1.51,502734.67,9.0
793039.39,14.2,1.51,502539.99,9.0
793034.64,14.2,1.51,502609.84,9.0
792841.13,14.2,1.51,502540.33,9.0
792672.14,14.2,1.51,502461.39,9.0
792672.14,14.2,1.51,502461.39,9.0
792672.14,14.2,1.51,502461.39,9.0
792478.63,14.2,1.51,502276.13,9.0
792158.63,14.19,1.5,501956.13,8.99
792158.63,14.19,1.5,501956.13,8.99
792178.41,14.2,1.5,501951.39,8.99
792495.03,14.2,1.51,502391.27,9.0
792326.04,14.2,1.51,502284.09,9.0
792132.53,14.2,1.51,502127.08,9.0
792132.53,14.2,1.51,502127.08,9.0
792738.56,14.21,1.52,502170.6,9.0
792569.57,14.21,1.52,502063.41,9.0
792376.06,14.21,1.52,501906.41,9.0
791640.73,14.2,1.51,501171.07,8.99
791103.47,14.19,1.5,500415.59,8.98
790934.48,14.19,1.5,500292.19,8.98
790740.97,14.19,1.5,500151.4,8.98
790740.97,14.19,1.5,500151.4,8.98
791015.97,14.2,1.51,499869.6,8.97
790298.42,14.19,1.5,499152.05,8.96
790573.42,14.2,1.5,498870.25,8.96
790404.43,14.2,1.5,498758.9,8.96
790404.43,14.2,1.5,498758.9,8.96
789389.04,14.2,1.51,498300.93,8.96
789195.53,14.2,1.51,498142.36,8.96
789026.54,14.2,1.5,498035.17,8.96
789185.55,14.2,1.51,498008.22,8.96
788977.26,14.2,1.51,497732.27,8.96
788450.89,14.19,1.5,497211.61,8.95
788257.38,14.19,1.5,497054.6,8.95
788502.4,14.2,1.5,497433.78,8.96
787767.06,14.19,1.49,496698.44,8.94
787598.07,14.19,1.49,496500.84,8.94
786862.74,14.17,1.48,495765.5,8.93
786669.23,14.17,1.48,495698.91,8.93
786669.23,14.17,1.48,495698.91,8.93
786882.25,14.18,1.49,495528.61,8.93
787139.46,14.19,1.49,495283.18,8.93
786970.47,14.19,1.49,495159.78,8.93
786776.96,14.18,1.49,495018.98,8.92
786607.97,14.18,1.49,494826.63,8.92
786742.46,14.19,1.5,495451.39,8.93
786548.95,14.19,1.49,495379.56,8.94
786379.96,14.19,1.49,495182.71,8.93
785662.41,14.18,1.48,494411.0,8.92
785662.41,14.18,1.48,494411.0,8.92
785468.9,14.18,1.48,494343.65,8.92
785100.37,14.17,1.48,494067.52,8.92
785640.04,14.18,1.49,494050.38,8.92
785471.05,14.18,1.49,493926.98,8.92
786247.32,14.2,1.5,494189.2,8.92
785730.71,14.19,1.5,493629.85,8.91
