ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
334257.28,5.46,0.29,165001.38,2.7
334407.96,5.46,0.29,164642.02,2.69
334598.01,5.47,0.3,164725.77,2.69
334546.29,5.47,0.3,164197.19,2.68
334494.57,5.47,0.3,164197.19,2.68
334442.84,5.47,0.3,164446.26,2.69
334178.2,5.46,0.29,165027.41,2.7
334075.59,5.46,0.29,164759.59,2.69
333694.08,5.46,0.28,164388.3,2.69
333642.36,5.46,0.28,164388.3,2.69
333590.63,5.46,0.29,164446.84,2.69
333961.35,5.46,0.29,164461.41,2.69
333909.63,5.46,0.29,164443.14,2.69
333909.63,5.46,0.29,164443.14,2.69
334046.45,5.47,0.29,164297.63,2.69
333994.73,5.47,0.29,164297.63,2.69
333667.9,5.46,0.29,165530.08,2.71
333511.05,5.46,0.29,165240.17,2.71
333459.32,5.46,0.29,165240.17,2.71
333407.6,5.46,0.29,165240.17,2.71
333355.88,5.46,0.29,165341.31,2.71
333504.57,5.46,0.29,165323.52,2.71
333440.98,5.46,0.29,165666.75,2.71
333389.25,5.46,0.29,165678.72,2.71
333389.25,5.46,0.29,165678.72,2.71
333539.93,5.47,0.29,165319.35,2.71
333379.99,5.46,0.29,165053.11,2.71
333328.26,5.46,0.29,165053.11,2.71
333465.09,5.47,0.3,165065.24,2.71
333413.37,5.47,0.3,164992.59,2.71
333361.64,5.47,0.3,164992.59,2.71
333309.92,5.47,0.3,165051.3,2.71
333258.19,5.47,0.3,165059.39,2.71
333206.47,5.47,0.3,165035.24,2.71
333142.87,5.47,0.3,164316.3,2.7
333091.15,5.47,0.3,164316.3,2.7
333227.98,5.47,0.3,164233.53,2.7
333227.98,5.47,0.3,164233.53,2.7
333610.57,5.48,0.3,164909.86,2.71
333924.06,5.48,0.31,165066.67,2.71
333872.33,5.48,0.31,165066.67,2.71
333820.61,5.48,0.31,165051.71,2.71
333768.89,5.48,0.31,165181.2,2.71
333410.62,5.48,0.31,164958.36,2.71
333410.62,5.48,0.31,164958.36,2.71
333547.44,5.48,0.31,164982.53,2.71
333495.72,5.48,0.31,164982.53,2.71
333768.12,5.49,0.31,165045.39,2.71
333563.99,5.48,0.31,164985.96,2.71
333924.97,5.49,0.32,166422.0,2.74
334295.69,5.5,0.32,166418.56,2.74
334420.64,5.5,0.33,165856.41,2.73
334093.82,5.49,0.32,167101.12,2.75
334218.77,5.5,0.32,166561.76,2.74
334355.6,5.5,0.33,166561.76,2.74
334303.87,5.5,0.33,166561.76,2.74
334252.15,5.5,0.33,166561.76,2.74
334622.87,5.51,0.33,166622.76,2.74
334571.14,5.51,0.33,166581.17,2.74
334571.14,5.51,0.33,166581.17,2.74
334519.42,5.51,0.33,167232.02,2.75
334656.24,5.51,0.34,167193.95,2.75
334793.07,5.51,0.34,167571.22,2.76
334741.35,5.51,0.34,167571.22,2.76
334689.62,5.51,0.34,167571.22,2.76
334689.62,5.51,0.34,167571.22,2.76
334826.45,5.52,0.34,167571.22,2.76
334774.72,5.52,0.34,167573.6,2.76
334911.55,5.52,0.35,167571.87,2.76
334859.82,5.52,0.35,167571.22,2.76
334996.65,5.52,0.35,168207.33,2.77
334944.93,5.52,0.35,168107.39,2.77
335217.33,5.53,0.35,168171.28,2.77
335354.16,5.53,0.36,168466.44,2.78
335302.43,5.53,0.36,168466.44,2.78
335250.71,5.53,0.36,168466.44,2.78
335198.99,5.53,0.36,168466.44,2.78
335335.81,5.53,0.36,168468.47,2.78
335284.09,5.53,0.36,168467.06,2.78
335420.91,5.54,0.36,168466.44,2.78
335369.19,5.54,0.36,168466.44,2.78
335641.6,5.54,0.37,169170.21,2.79
335279.15,5.54,0.36,168779.44,2.79
335227.43,5.54,0.36,168779.44,2.79
335175.71,5.54,0.36,168779.44,2.79
335123.98,5.54,0.36,168804.47,2.79
335260.81,5.54,0.37,168784.32,2.79
335397.63,5.54,0.37,168781.61,2.79
335534.46,5.54,0.37,168779.44,2.79
335482.74,5.54,0.37,168779.44,2.79
335431.01,5.54,0.37,169347.53,2.8
335801.73,5.55,0.38,169476.7,2.8
335750.01,5.55,0.38,169675.93,2.81
335698.28,5.55,0.38,169675.93,2.81
335646.56,5.55,0.38,169675.93,2.81
335594.83,5.55,0.38,169675.93,2.81
335543.11,5.55,0.38,169719.59,2.81
335180.67,5.55,0.37,169338.09,2.8
335180.67,5.55,0.37,169338.09,2.8
334976.54,5.54,0.37,169173.76,2.8
335248.94,5.55,0.38,169184.99,2.8
334954.81,5.54,0.37,168872.57,2.79
334903.09,5.54,0.37,169255.99,2.8
334903.09,5.54,0.37,169254.38,2.8
335305.52,5.55,0.38,170274.73,2.82
335253.79,5.55,0.38,170274.73,2.82
335202.07,5.55,0.38,170274.73,2.82
335150.35,5.55,0.38,170274.73,2.82
335098.62,5.55,0.38,170308.24,2.82
335046.9,5.55,0.38,170039.71,2.82
335183.72,5.55,0.38,170354.56,2.82
335132.0,5.55,0.38,170390.09,2.82
335282.68,5.56,0.38,170030.73,2.82
335230.95,5.56,0.38,170030.73,2.82
335601.01,5.56,0.39,170294.48,2.82
335549.29,5.56,0.39,170225.45,2.82
335931.88,5.57,0.4,170733.85,2.83
335880.15,5.57,0.4,170733.85,2.83
336152.56,5.58,0.4,170764.52,2.83
336100.83,5.58,0.4,170736.67,2.83
336225.79,5.58,0.41,170839.55,2.83
336174.06,5.58,0.41,170854.53,2.84
336122.34,5.58,0.41,170741.43,2.83
335965.24,5.58,0.4,170584.33,2.83
335913.52,5.58,0.4,171159.5,2.84
336062.21,5.58,0.41,171142.38,2.84
335858.08,5.58,0.4,170966.42,2.84
335568.27,5.57,0.4,170665.79,2.83
335504.68,5.57,0.4,170584.46,2.83
335866.83,5.58,0.41,171007.72,2.84
335815.11,5.58,0.41,170978.23,2.84
335951.93,5.58,0.41,171073.34,2.84
336088.76,5.58,0.41,170960.24,2.84
335726.32,5.58,0.41,170594.46,2.83
335674.59,5.58,0.41,170780.63,2.84
335622.87,5.58,0.41,170780.63,2.84
335571.14,5.58,0.41,170780.63,2.84
335519.42,5.58,0.41,170780.63,2.84
335467.7,5.58,0.41,170857.88,2.84
335415.97,5.58,0.41,170849.66,2.84
335364.25,5.58,0.41,170849.66,2.84
335758.71,5.59,0.41,170845.7,2.84
335706.98,5.59,0.41,170845.7,2.84
335706.98,5.59,0.41,170845.7,2.84
335979.39,5.59,0.42,170845.7,2.84
335927.67,5.59,0.42,170899.0,2.84
335875.94,5.59,0.42,170849.16,2.84
336226.22,5.6,0.43,171751.51,2.86
336351.18,5.6,0.43,171835.84,2.86
336299.45,5.6,0.43,172161.88,2.87
336247.73,5.6,0.43,172158.63,2.87
336196.01,5.6,0.43,172048.77,2.87
336144.28,5.6,0.43,172048.77,2.87
336092.56,5.6,0.43,172048.77,2.87
335954.01,5.6,0.43,171910.91,2.86
335902.28,5.6,0.43,171971.08,2.87
335850.56,5.6,0.43,171972.25,2.87
335798.84,5.6,0.43,171661.45,2.86
335747.11,5.6,0.43,171970.15,2.87
335695.39,5.6,0.43,171959.82,2.87
335337.52,5.59,0.42,171559.01,2.86
335285.8,5.59,0.42,171559.22,2.86
335234.08,5.59,0.42,171559.38,2.86
335027.18,5.59,0.42,171703.0,2.87
334975.46,5.59,0.42,171685.38,2.87
335324.99,5.6,0.43,170883.58,2.85
335225.35,5.6,0.43,171808.55,2.87
335066.8,5.6,0.42,171649.77,2.87
334783.89,5.59,0.42,171303.07,2.86
334654.08,5.59,0.42,171196.35,2.86
334602.35,5.59,0.42,171069.97,2.86
334550.63,5.59,0.42,171069.97,2.86
334389.24,5.59,0.42,170676.84,2.85
334227.85,5.59,0.42,170364.0,2.85
334622.31,5.59,0.42,170378.06,2.85
334894.71,5.6,0.43,170378.06,2.85
334842.99,5.6,0.43,170395.3,2.85
335213.71,5.61,0.43,170387.89,2.85
335161.98,5.61,0.43,170378.55,2.85
335110.26,5.61,0.43,171325.52,2.87
335058.53,5.61,0.43,171296.02,2.87
335006.81,5.61,0.43,171212.41,2.87
334955.09,5.61,0.43,171212.41,2.87
334903.36,5.61,0.43,171212.41,2.87
334851.64,5.61,0.43,171212.74,2.87
334557.51,5.6,0.43,170936.54,2.86
334505.78,5.6,0.43,170936.29,2.86
334654.48,5.61,0.43,170812.7,2.86
334779.43,5.61,0.44,170945.41,2.86
334420.55,5.6,0.43,170761.82,2.86
334557.38,5.61,0.43,170761.75,2.86
334392.56,5.6,0.43,170825.35,2.86
334108.68,5.6,0.43,170532.09,2.86
334245.51,5.6,0.43,170532.09,2.86
334193.78,5.6,0.43,170993.73,2.87
334554.76,5.61,0.44,169893.14,2.85
334503.04,5.61,0.44,169788.94,2.85
334451.31,5.61,0.44,169723.95,2.85
334588.14,5.61,0.44,169854.56,2.85
334536.41,5.61,0.44,169851.32,2.85
334484.69,5.61,0.44,169741.46,2.85
334757.1,5.62,0.45,169805.36,2.85
334705.37,5.62,0.45,169953.65,2.85
334653.65,5.62,0.45,169953.65,2.85
334790.47,5.62,0.45,169953.65,2.85
334633.62,5.62,0.45,171104.41,2.87
334906.03,5.62,0.45,171115.44,2.87
334854.3,5.62,0.45,171107.96,2.87
334802.58,5.62,0.45,171115.94,2.87
334750.86,5.62,0.45,171104.41,2.87
334700.86,5.62,0.45,171054.41,2.87
334649.13,5.62,0.45,171633.96,2.88
335019.85,5.63,0.46,171950.14,2.89
334660.97,5.62,0.45,171616.17,2.88
334933.38,5.63,0.46,171616.17,2.88
334881.65,5.63,0.46,171616.17,2.88
335252.37,5.64,0.46,171619.38,2.89
335524.78,5.64,0.47,171617.57,2.89
335473.05,5.64,0.47,171616.17,2.89
335421.33,5.64,0.47,172266.76,2.9
335558.15,5.64,0.47,172535.08,2.9
335506.43,5.64,0.47,172694.21,2.91
335454.71,5.64,0.47,172694.21,2.91
335402.98,5.64,0.47,172694.21,2.91
335539.81,5.65,0.48,172694.21,2.91
335539.81,5.65,0.48,172701.41,2.91
335488.08,5.65,0.48,172701.41,2.91
335125.64,5.64,0.47,172548.1,2.91
335073.92,5.64,0.47,172572.2,2.91
335022.19,5.64,0.47,172548.88,2.91
334735.19,5.64,0.47,172277.94,2.9
334683.46,5.64,0.47,172567.57,2.91
334631.74,5.64,0.47,172455.89,2.91
334981.27,5.64,0.47,171922.3,2.9
334929.54,5.64,0.47,171919.06,2.9
334877.82,5.64,0.47,171809.2,2.9
334826.1,5.64,0.47,171809.2,2.9
335098.5,5.65,0.48,171809.2,2.9
335046.78,5.65,0.48,171809.2,2.9
334947.15,5.65,0.48,172489.82,2.91
334895.42,5.65,0.48,172489.86,2.91
334843.7,5.65,0.48,172489.82,2.91
334791.97,5.65,0.48,172489.82,2.91
334791.97,5.65,0.48,172473.59,2.91
335162.69,5.66,0.48,173106.95,2.92
334800.25,5.65,0.48,172749.22,2.92
334937.08,5.65,0.48,172998.21,2.92
334885.35,5.65,0.48,172998.21,2.92
334833.63,5.65,0.48,172998.21,2.92
334781.9,5.65,0.48,172998.21,2.92
334932.58,5.66,0.48,172638.84,2.92
335302.64,5.66,0.49,172902.6,2.92
335439.46,5.67,0.49,172907.27,2.92
335576.29,5.67,0.5,172909.63,2.92
335713.12,5.67,0.5,172918.49,2.92
335661.39,5.67,0.5,172915.03,2.92
335609.67,5.67,0.5,173470.15,2.93
335760.34,5.68,0.5,173110.79,2.93
335787.5,5.68,0.51,173027.72,2.93
335924.33,5.68,0.51,173150.34,2.93
335630.2,5.68,0.5,172812.02,2.92
336008.89,5.68,0.51,173120.4,2.93
335648.47,5.68,0.51,172833.52,2.92
335234.68,5.68,0.51,172833.52,2.93
335596.83,5.68,0.51,172833.52,2.93
335545.11,5.69,0.51,172833.52,2.93
335681.94,5.69,0.52,173436.41,2.94
335630.21,5.69,0.52,173389.05,2.94
335426.08,5.69,0.51,173181.65,2.94
335796.8,5.69,0.52,173296.59,2.94
335434.36,5.69,0.51,173068.55,2.93
335571.18,5.69,0.52,173315.88,2.94
335519.46,5.69,0.52,173202.77,2.94
335890.18,5.7,0.52,173644.28,2.94
335838.45,5.7,0.52,173663.22,2.95
335786.73,5.7,0.52,173531.17,2.94
335735.0,5.7,0.52,173501.13,2.94
335683.28,5.7,0.52,173417.52,2.94
335631.56,5.7,0.52,173417.52,2.94
335768.38,5.7,0.53,173417.52,2.94
335905.21,5.7,0.53,173417.52,2.94
335542.77,5.7,0.52,173036.02,2.94
335491.04,5.7,0.52,173036.02,2.94
335491.04,5.7,0.52,173067.76,2.94
335439.32,5.7,0.52,173067.76,2.94
335025.52,5.7,0.53,173067.76,2.94
334973.8,5.7,0.53,173067.76,2.94
335344.52,5.7,0.53,173735.22,2.96
335292.79,5.7,0.53,173746.02,2.96
335429.62,5.71,0.54,173868.63,2.96
335377.9,5.71,0.54,173811.64,2.96
335015.45,5.7,0.53,173571.1,2.95
334963.73,5.7,0.53,173571.1,2.95
334912.01,5.7,0.53,173571.1,2.96
334860.28,5.7,0.53,173575.64,2.96
334808.56,5.7,0.53,173574.16,2.96
335179.28,5.71,0.54,173572.72,2.96
335127.55,5.71,0.54,173832.85,2.96
335477.08,5.72,0.54,173237.43,2.95
335381.62,5.72,0.54,173888.13,2.96
335329.9,5.72,0.54,173976.22,2.97
335466.72,5.72,0.55,174173.0,2.97
335415.0,5.72,0.55,174173.0,2.97
335363.27,5.72,0.55,174173.0,2.97
335000.83,5.71,0.54,173874.45,2.97
334949.11,5.71,0.54,173874.45,2.97
334535.32,5.71,0.54,173874.45,2.97
334483.59,5.71,0.54,173944.92,2.97
334196.5,5.71,0.54,173670.21,2.97
334144.78,5.71,0.54,173611.15,2.97
334417.18,5.71,0.54,173599.75,2.97
334417.18,5.71,0.54,173581.62,2.97
334365.46,5.71,0.54,173468.52,2.96
334502.29,5.72,0.55,174029.46,2.97
334873.0,5.72,0.55,174357.06,2.98
334510.56,5.72,0.55,174046.04,2.98
334458.84,5.72,0.55,174046.04,2.98
334407.11,5.72,0.55,174046.04,2.98
334355.39,5.72,0.55,174046.04,2.98
334355.39,5.72,0.55,174062.99,2.98
334303.67,5.72,0.55,174062.99,2.98
334251.94,5.72,0.55,174071.58,2.98
334200.22,5.72,0.55,174120.44,2.98
334148.49,5.72,0.55,174118.09,2.98
334096.77,5.72,0.55,174118.09,2.98
334045.05,5.72,0.55,174118.09,2.98
334427.63,5.73,0.55,174102.34,2.98
334427.63,5.73,0.55,174121.34,2.98
334375.91,5.73,0.55,174130.51,2.98
334086.1,5.72,0.55,173829.88,2.98
334226.77,5.73,0.55,174543.46,2.99
334377.44,5.73,0.56,174184.1,2.98
334217.5,5.73,0.55,173917.85,2.98
334217.5,5.73,0.55,173913.74,2.98
334217.5,5.73,0.55,173913.74,2.98
334165.78,5.73,0.55,173906.5,2.98
334114.05,5.73,0.55,173907.99,2.98
334062.33,5.73,0.55,173843.0,2.98
334010.6,5.73,0.55,173794.89,2.98
333958.88,5.73,0.55,173794.89,2.98
333907.16,5.73,0.55,174142.68,2.99
333855.43,5.73,0.56,174142.68,2.99
333855.43,5.73,0.56,174160.05,2.99
334192.67,5.73,0.56,173845.11,2.98
334129.07,5.73,0.56,174194.95,2.99
333834.28,5.73,0.56,173891.97,2.98
333782.56,5.73,0.56,173891.97,2.98
333919.38,5.73,0.56,173892.34,2.99
333867.66,5.73,0.56,173894.59,2.99
333815.93,5.73,0.56,173893.18,2.99
333764.21,5.73,0.56,174219.33,2.99
333764.21,5.73,0.56,174217.49,2.99
333764.21,5.73,0.56,174209.17,2.99
333712.49,5.73,0.56,174065.07,2.99
333660.76,5.73,0.56,174065.07,2.99
333609.04,5.73,0.56,174065.07,2.99
333414.91,5.73,0.56,173869.78,2.99
333551.73,5.73,0.56,174157.91,2.99
333922.45,5.74,0.57,174406.42,3.0
334059.28,5.74,0.57,174406.42,3.0
334007.55,5.74,0.57,174406.42,3.0
334007.55,5.74,0.57,174406.42,3.0
333955.83,5.74,0.57,174406.42,3.0
333904.1,5.74,0.57,174415.09,3.0
333617.02,5.74,0.57,175289.2,3.02
333254.57,5.73,0.56,174999.89,3.01
333048.33,5.73,0.56,174808.13,3.01
333373.7,5.74,0.56,174799.47,3.01
333510.52,5.74,0.57,174799.46,3.01
333458.8,5.74,0.57,175538.22,3.02
333595.62,5.74,0.57,175718.41,3.02
333966.34,5.75,0.58,175718.41,3.02
333603.9,5.74,0.57,175718.41,3.03
333974.62,5.75,0.58,175941.99,3.03
333922.89,5.75,0.58,176062.0,3.03
334059.72,5.75,0.58,176299.78,3.04
333725.84,5.75,0.58,176011.42,3.03
333674.12,5.75,0.58,176011.42,3.03
333479.99,5.74,0.57,175755.2,3.03
333428.26,5.74,0.57,175755.2,3.03
333700.67,5.75,0.58,175759.71,3.03
333542.12,5.75,0.58,175601.16,3.03
333179.68,5.74,0.57,175327.93,3.02
333127.95,5.74,0.57,175326.36,3.02
333076.23,5.74,0.57,175323.43,3.02
333438.38,5.75,0.58,175874.51,3.03
333575.21,5.75,0.58,176137.66,3.04
333523.48,5.75,0.58,176196.45,3.04
333471.76,5.75,0.58,176196.45,3.04
333420.04,5.75,0.58,176196.45,3.04
333368.31,5.75,0.58,176222.22,3.04
333739.03,5.76,0.59,176222.01,3.04
333739.03,5.76,0.59,176222.01,3.04
333376.59,5.75,0.58,176214.18,3.04
333648.99,5.76,0.59,176278.07,3.04
333490.44,5.76,0.58,176119.52,3.04
333438.72,5.76,0.58,176248.56,3.04
333387.0,5.76,0.58,176248.56,3.04
333523.82,5.76,0.59,176275.83,3.04
333472.1,5.76,0.59,176275.83,3.04
333866.56,5.77,0.59,177275.16,3.06
333814.83,5.77,0.59,177288.83,3.06
333763.11,5.77,0.59,177289.0,3.06
333482.74,5.76,0.59,176781.97,3.05
333861.43,5.77,0.6,176768.83,3.05
333809.71,5.77,0.6,177141.93,3.06
333515.58,5.77,0.59,176882.2,3.06
333463.85,5.77,0.59,176817.2,3.06
333127.18,5.76,0.59,176869.83,3.06
333075.46,5.76,0.59,176821.72,3.06
333023.73,5.76,0.59,176792.23,3.06
333174.41,5.76,0.59,176456.59,3.05
333015.92,5.76,0.59,176764.93,3.06
332964.19,5.76,0.59,176681.32,3.06
333334.91,5.77,0.6,176810.5,3.06
333283.19,5.77,0.6,177009.72,3.06
333231.46,5.77,0.6,177006.48,3.06
333179.74,5.77,0.6,176896.62,3.06
333128.01,5.77,0.6,176896.62,3.06
333076.29,5.77,0.6,176896.62,3.06
332662.5,5.77,0.6,176896.62,3.07
332799.32,5.77,0.6,176896.62,3.07
332747.6,5.77,0.6,176899.42,3.07
332695.87,5.77,0.6,176897.2,3.07
332644.15,5.77,0.6,177350.22,3.08
332592.43,5.77,0.6,177237.12,3.08
332941.96,5.78,0.61,177435.65,3.08
332783.41,5.78,0.61,177277.1,3.08
332716.69,5.78,0.61,177132.13,3.08
332664.96,5.78,0.61,177132.13,3.08
332458.07,5.78,0.61,177132.13,3.08
332406.34,5.78,0.61,177111.82,3.08
332678.75,5.78,0.61,177344.32,3.08
332316.31,5.78,0.61,176962.82,3.08
332122.17,5.77,0.6,176816.5,3.07
332070.45,5.77,0.6,176855.43,3.08
332018.73,5.77,0.6,176877.79,3.08
332018.73,5.77,0.6,176877.79,3.08
331967.0,5.77,0.6,176852.41,3.08
331915.28,5.78,0.6,176816.5,3.08
331915.28,5.78,0.6,176815.45,3.08
331863.55,5.78,0.6,176812.21,3.08
332012.25,5.78,0.61,176849.35,3.08
331948.66,5.78,0.61,176725.13,3.08
331896.93,5.78,0.61,176186.67,3.07
331602.8,5.77,0.6,175879.21,3.06
331551.08,5.77,0.6,175769.35,3.06
331499.35,5.77,0.6,175656.24,3.06
331447.63,5.77,0.6,175656.24,3.06
331160.54,5.77,0.6,175360.13,3.06
331054.89,5.77,0.6,175261.44,3.05
331003.17,5.77,0.6,175261.71,3.05
330951.44,5.77,0.6,175262.33,3.05
331322.16,5.77,0.6,175261.48,3.05
331322.16,5.77,0.6,175270.49,3.05
331270.44,5.77,0.6,175417.05,3.06
331595.8,5.78,0.61,175881.76,3.07
331544.08,5.78,0.61,175893.74,3.07
331388.43,5.78,0.61,175734.96,3.06
331025.98,5.77,0.6,175694.85,3.06
330738.89,5.77,0.6,175396.72,3.06
331109.61,5.78,0.6,175525.9,3.06
331057.89,5.78,0.6,175725.12,3.07
331330.3,5.78,0.61,175789.02,3.07
331278.57,5.78,0.61,175918.05,3.07
331615.81,5.79,0.61,175535.13,3.06
331876.34,5.79,0.62,176407.46,3.08
331876.34,5.79,0.62,176407.46,3.08
331824.62,5.79,0.62,176387.14,3.08
331772.89,5.79,0.62,176294.35,3.08
331721.17,5.79,0.62,176291.11,3.08
331669.45,5.79,0.62,176181.25,3.08
331941.85,5.8,0.63,176181.25,3.08
331890.13,5.8,0.63,176181.25,3.08
331838.4,5.8,0.63,176209.85,3.08
331786.68,5.8,0.63,176213.39,3.08
331937.36,5.8,0.63,175854.03,3.07
331777.42,5.8,0.63,175587.79,3.07
331914.24,5.8,0.63,175577.84,3.07
332051.07,5.81,0.63,175557.36,3.07
