ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
324987.94,6.47,1.29,190105.79,3.78
325124.77,6.47,1.3,190060.19,3.78
325261.6,6.47,1.3,190287.23,3.79
325640.28,6.48,1.31,191042.65,3.8
325588.56,6.48,1.31,191042.65,3.8
325725.39,6.49,1.31,191042.65,3.8
325997.79,6.49,1.32,191053.68,3.81
326134.62,6.5,1.32,191045.0,3.81
325774.21,6.49,1.32,190609.22,3.8
325722.48,6.49,1.32,190609.66,3.8
325587.38,6.49,1.32,189904.5,3.78
325427.59,6.49,1.31,189597.97,3.78
325375.86,6.49,1.31,189597.75,3.78
325240.76,6.49,1.31,189174.87,3.77
325189.04,6.49,1.31,189174.87,3.77
325030.66,6.48,1.31,188869.2,3.77
324978.94,6.48,1.31,189581.56,3.78
325328.04,6.49,1.32,190354.86,3.8
325464.87,6.5,1.32,190509.96,3.8
325413.15,6.5,1.32,190509.96,3.8
325361.42,6.5,1.32,190564.58,3.8
325067.29,6.49,1.32,190330.84,3.8
325015.57,6.49,1.32,190287.38,3.8
324963.84,6.49,1.32,190328.23,3.8
324769.71,6.49,1.32,190155.65,3.8
324717.99,6.49,1.32,190152.41,3.8
324666.26,6.49,1.32,190042.55,3.8
324401.25,6.48,1.31,189282.4,3.78
324795.71,6.49,1.32,190207.08,3.8
324743.99,6.49,1.32,190142.09,3.8
324692.26,6.49,1.32,190093.98,3.8
324964.67,6.5,1.33,190093.98,3.8
324771.36,6.5,1.32,189688.52,3.79
324719.63,6.5,1.32,189688.52,3.79
325090.35,6.5,1.33,189688.52,3.8
325153.97,6.51,1.33,189307.65,3.79
324859.84,6.5,1.33,189318.23,3.79
324699.9,6.5,1.33,189387.88,3.79
324648.17,6.5,1.33,189387.82,3.79
324596.45,6.5,1.33,189377.3,3.79
324544.73,6.5,1.33,190013.85,3.81
324544.73,6.5,1.33,190026.71,3.81
324206.03,6.49,1.32,189959.17,3.8
324154.3,6.49,1.32,189929.13,3.8
324621.53,6.5,1.33,190723.0,3.82
324569.8,6.5,1.33,190639.39,3.82
324468.47,6.5,1.33,190286.2,3.81
324839.19,6.51,1.34,190286.2,3.81
324494.03,6.5,1.33,189955.22,3.81
324335.48,6.5,1.33,189798.63,3.8
324121.44,6.5,1.33,189798.63,3.81
324069.71,6.5,1.33,189798.63,3.81
324206.54,6.5,1.33,189805.19,3.81
324154.81,6.5,1.33,189800.58,3.81
324525.53,6.51,1.34,189798.63,3.81
324153.09,6.5,1.33,189975.61,3.81
324101.37,6.5,1.33,189864.28,3.81
324238.19,6.51,1.34,189821.35,3.81
324186.47,6.51,1.34,190437.08,3.82
324027.92,6.5,1.33,190283.9,3.82
323976.19,6.51,1.33,190283.9,3.82
324113.02,6.51,1.34,190283.9,3.82
324483.74,6.52,1.34,190286.28,3.82
324163.74,6.51,1.34,189966.28,3.82
324112.01,6.51,1.34,189964.54,3.82
323759.57,6.5,1.33,189963.9,3.82
323707.85,6.51,1.33,189993.57,3.82
323844.67,6.51,1.34,190057.73,3.82
323792.95,6.51,1.34,189963.9,3.82
323929.77,6.51,1.34,190601.41,3.83
323878.05,6.51,1.34,190601.41,3.83
324150.46,6.52,1.35,190601.41,3.83
324475.82,6.53,1.35,190603.58,3.83
324846.54,6.53,1.36,190602.42,3.83
325118.95,6.54,1.37,190601.41,3.83
325067.22,6.54,1.37,191354.09,3.85
324873.09,6.54,1.37,191343.77,3.85
324821.37,6.54,1.37,191442.56,3.85
324664.27,6.54,1.36,191289.38,3.85
324612.54,6.54,1.36,191526.27,3.86
324560.82,6.54,1.36,191526.27,3.86
324509.09,6.54,1.36,191526.27,3.86
324457.37,6.54,1.36,191526.27,3.86
324405.65,6.54,1.36,191526.95,3.86
324556.32,6.54,1.37,191167.59,3.85
324193.88,6.53,1.36,191011.56,3.85
324221.04,6.54,1.36,190928.5,3.85
324169.31,6.54,1.36,190929.63,3.85
324117.59,6.54,1.36,190927.82,3.85
324065.87,6.54,1.36,191077.12,3.85
324014.14,6.54,1.36,190927.82,3.85
323962.42,6.54,1.36,190927.82,3.85
323910.69,6.54,1.36,190927.82,3.85
324047.52,6.54,1.37,190936.73,3.85
324184.35,6.55,1.37,190930.4,3.85
324132.62,6.55,1.37,190929.08,3.86
324080.9,6.55,1.37,190927.82,3.86
324217.72,6.55,1.38,191585.8,3.87
324166.0,6.55,1.38,191481.52,3.87
324536.72,6.56,1.39,191481.52,3.87
324673.54,6.56,1.39,191481.52,3.87
324621.82,6.56,1.39,191481.52,3.87
324570.09,6.56,1.39,191491.04,3.87
324518.37,6.56,1.39,191490.66,3.87
324466.65,6.56,1.39,191484.08,3.87
324414.92,6.56,1.39,192044.36,3.89
324414.92,6.56,1.39,192044.36,3.89
324127.83,6.56,1.39,191732.06,3.88
323972.18,6.55,1.38,191576.41,3.88
323920.46,6.55,1.38,191511.41,3.88
323868.74,6.56,1.38,191553.4,3.88
323710.19,6.55,1.38,191395.38,3.87
323982.59,6.56,1.39,191672.57,3.88
323930.87,6.56,1.39,191672.57,3.88
323879.14,6.56,1.39,191672.57,3.88
323827.42,6.56,1.39,191672.57,3.88
323775.7,6.56,1.39,191779.58,3.89
323723.97,6.56,1.39,191715.11,3.88
323672.25,6.56,1.39,191711.58,3.89
323620.52,6.56,1.39,191708.34,3.89
323892.93,6.57,1.39,191904.51,3.89
324029.76,6.57,1.4,191890.42,3.89
323766.09,6.57,1.39,191634.31,3.89
323714.37,6.57,1.39,191797.92,3.89
323662.64,6.57,1.39,191794.68,3.89
323610.92,6.57,1.39,191684.82,3.89
323883.33,6.57,1.4,191684.82,3.89
324034.0,6.58,1.4,191325.46,3.88
323982.28,6.58,1.41,191325.46,3.88
324352.34,6.59,1.41,191589.21,3.89
324624.74,6.59,1.42,191615.45,3.89
324420.61,6.59,1.42,191405.73,3.89
324557.44,6.59,1.42,191387.28,3.89
324505.72,6.59,1.42,191387.83,3.89
324876.43,6.6,1.43,191426.86,3.89
325013.26,6.6,1.43,192761.51,3.92
324961.53,6.6,1.43,192734.75,3.92
324909.81,6.61,1.43,192734.75,3.92
325046.64,6.61,1.44,192734.75,3.92
325183.46,6.61,1.44,192734.75,3.92
324875.66,6.61,1.43,192519.49,3.92
325012.48,6.61,1.44,192520.09,3.92
325383.2,6.62,1.45,192519.5,3.92
325331.48,6.62,1.45,192519.49,3.92
325279.75,6.62,1.45,193357.71,3.94
324927.31,6.61,1.44,192803.54,3.92
325298.03,6.62,1.45,193407.74,3.94
325434.86,6.63,1.45,193530.03,3.94
325383.13,6.63,1.45,193480.32,3.94
325331.41,6.63,1.45,193480.32,3.94
325279.68,6.63,1.45,193480.32,3.94
324917.24,6.62,1.45,193290.44,3.94
324865.52,6.62,1.45,193384.11,3.94
325227.67,6.63,1.46,193293.2,3.94
325175.95,6.63,1.46,193290.44,3.94
325175.95,6.63,1.46,193290.44,3.94
325124.22,6.63,1.46,193768.69,3.95
324830.09,6.62,1.45,193473.41,3.94
324671.54,6.62,1.45,193325.69,3.94
324377.41,6.61,1.44,193049.66,3.94
324325.69,6.61,1.44,192812.02,3.93
324053.68,6.61,1.44,192870.25,3.93
323990.08,6.61,1.44,192701.41,3.93
323938.36,6.61,1.44,192701.41,3.93
324075.19,6.61,1.44,192701.41,3.93
324445.9,6.62,1.45,192701.41,3.93
324582.73,6.63,1.45,192705.33,3.93
324220.29,6.62,1.45,192705.87,3.93
324357.11,6.62,1.45,192701.41,3.93
324305.39,6.62,1.45,192701.41,3.94
324684.08,6.63,1.46,193608.43,3.95
324632.35,6.63,1.46,193738.03,3.96
324281.94,6.63,1.45,193379.1,3.95
324230.22,6.63,1.45,193379.1,3.95
324178.49,6.63,1.45,193379.1,3.95
324315.32,6.63,1.46,193379.1,3.95
324686.04,6.64,1.47,193380.16,3.95
324634.31,6.64,1.47,193379.72,3.95
324475.76,6.64,1.46,193221.71,3.95
324424.04,6.64,1.46,193464.62,3.96
324061.6,6.63,1.46,193260.08,3.95
324009.87,6.63,1.46,193260.08,3.95
324380.59,6.64,1.47,193247.39,3.95
324030.02,6.63,1.46,193704.09,3.96
323966.42,6.63,1.46,193525.52,3.96
323914.7,6.63,1.46,193525.52,3.96
323862.98,6.63,1.46,193547.87,3.96
323449.18,6.63,1.46,193547.87,3.97
323397.46,6.63,1.46,193527.05,3.97
323345.73,6.63,1.46,193705.96,3.97
323799.11,6.64,1.47,193606.93,3.97
323935.94,6.65,1.48,193551.42,3.97
323532.71,6.64,1.47,193958.55,3.98
323469.11,6.64,1.47,193800.5,3.98
323831.27,6.65,1.48,193800.5,3.98
323779.54,6.65,1.48,193800.5,3.98
324150.26,6.66,1.49,193803.53,3.98
324098.54,6.66,1.49,193804.56,3.98
324046.81,6.66,1.49,193803.99,3.98
323888.26,6.66,1.48,193643.62,3.98
323836.54,6.66,1.48,194379.37,3.99
323784.81,6.66,1.48,194398.52,4.0
323518.19,6.65,1.48,194514.44,4.0
323466.46,6.65,1.48,194382.18,4.0
323617.14,6.66,1.48,194022.82,3.99
323455.75,6.65,1.48,193753.16,3.99
323404.02,6.65,1.48,193753.16,3.99
323352.3,6.65,1.48,193753.16,3.99
323300.58,6.65,1.48,193753.16,3.99
323248.85,6.65,1.48,193766.6,3.99
323197.13,6.65,1.48,194367.31,4.0
323591.59,6.66,1.49,194539.67,4.01
323591.59,6.66,1.49,194539.67,4.01
323724.03,6.67,1.5,194000.32,4.0
323580.87,6.67,1.49,194360.47,4.0
323529.15,6.67,1.49,194360.47,4.0
323477.43,6.67,1.49,194360.47,4.01
323614.25,6.67,1.5,194364.64,4.01
323562.53,6.67,1.5,194363.62,4.01
323510.8,6.67,1.5,194361.69,4.01
323459.08,6.67,1.5,194360.47,4.01
323731.49,6.68,1.51,194917.79,4.02
323679.76,6.68,1.51,194840.11,4.02
324050.48,6.69,1.51,194840.11,4.02
323998.75,6.69,1.51,194840.11,4.02
323947.03,6.69,1.51,194842.32,4.02
323895.31,6.69,1.52,194840.98,4.02
323843.58,6.69,1.52,194840.11,4.02
323791.86,6.69,1.52,194840.11,4.02
323740.13,6.69,1.52,194727.01,4.02
323876.96,6.69,1.52,195280.59,4.04
323825.24,6.69,1.52,195273.62,4.04
323773.51,6.69,1.52,195273.62,4.04
323421.07,6.69,1.51,194984.83,4.03
323262.52,6.68,1.51,194827.47,4.03
323210.8,6.68,1.51,194827.47,4.03
323347.62,6.69,1.52,194827.47,4.03
323143.49,6.68,1.51,194656.52,4.03
323091.77,6.68,1.51,194656.52,4.03
323040.04,6.68,1.51,194685.89,4.03
322849.05,6.68,1.51,194470.12,4.02
322797.32,6.68,1.51,194442.62,4.02
322745.6,6.68,1.51,194835.68,4.03
322745.6,6.68,1.51,194835.68,4.03
322693.87,6.68,1.51,194660.93,4.03
322830.7,6.69,1.51,194807.24,4.03
323201.42,6.69,1.52,194936.42,4.04
323201.42,6.69,1.52,194936.42,4.04
323149.69,6.69,1.52,195089.17,4.04
323097.97,6.69,1.52,195089.17,4.04
323046.25,6.69,1.52,195089.17,4.04
322683.8,6.69,1.52,194754.14,4.04
322632.08,6.69,1.52,194778.88,4.04
322632.08,6.69,1.52,194778.88,4.04
322632.08,6.69,1.52,194778.88,4.04
322904.49,6.69,1.52,194770.72,4.04
322852.76,6.7,1.52,194766.56,4.04
322801.04,6.7,1.52,194754.51,4.04
322749.31,6.7,1.52,195149.61,4.05
322886.14,6.7,1.53,195249.11,4.05
322834.41,6.7,1.53,195219.62,4.05
323196.57,6.71,1.54,195559.27,4.06
323144.84,6.71,1.54,195559.27,4.06
323093.12,6.71,1.54,195559.27,4.06
323041.4,6.71,1.54,195572.5,4.06
322747.27,6.7,1.53,195287.51,4.06
322695.54,6.7,1.53,195284.86,4.06
322856.28,6.71,1.54,195532.38,4.06
322804.55,6.71,1.54,195527.36,4.06
322903.64,6.71,1.54,195183.03,4.06
322531.28,6.7,1.53,194932.12,4.05
322479.56,6.71,1.53,194932.12,4.05
322841.71,6.71,1.54,195392.17,4.06
322841.71,6.71,1.54,195392.17,4.06
322789.99,6.71,1.54,195392.17,4.06
322738.27,6.71,1.54,195663.28,4.07
322686.54,6.71,1.54,195458.66,4.07
322634.82,6.71,1.54,195458.66,4.07
322583.09,6.72,1.54,195458.66,4.07
322531.37,6.72,1.54,195458.66,4.07
322668.2,6.72,1.55,195586.07,4.07
322940.6,6.73,1.55,195866.08,4.08
323213.01,6.73,1.56,195884.87,4.08
323349.83,6.74,1.56,195870.04,4.08
323298.11,6.74,1.56,195867.81,4.08
323246.39,6.74,1.56,195866.08,4.08
323383.21,6.74,1.57,196569.84,4.1
323753.93,6.75,1.58,196569.84,4.1
323702.21,6.75,1.58,196569.84,4.1
323650.48,6.75,1.58,196581.65,4.1
323598.76,6.75,1.58,196580.29,4.1
323236.32,6.74,1.57,196571.93,4.1
323615.0,6.75,1.58,196812.63,4.11
323254.59,6.75,1.57,196701.39,4.1
323202.87,6.75,1.57,196701.39,4.11
323151.14,6.75,1.57,196701.39,4.11
323099.42,6.75,1.57,196701.39,4.11
323493.88,6.76,1.58,196638.26,4.11
323864.6,6.76,1.59,196661.76,4.11
324137.0,6.77,1.6,197439.44,4.12
324073.41,6.77,1.6,198019.79,4.14
324073.41,6.77,1.6,198019.79,4.14
324198.36,6.77,1.6,198109.79,4.14
324146.64,6.77,1.6,198109.79,4.14
324094.92,6.77,1.6,198109.79,4.14
324043.19,6.78,1.6,198110.75,4.14
324193.87,6.78,1.61,197751.39,4.14
323831.42,6.77,1.6,197389.72,4.13
323779.7,6.77,1.6,197398.15,4.13
323727.98,6.77,1.6,197397.44,4.13
323568.04,6.77,1.6,197131.19,4.13
323704.86,6.78,1.6,196883.57,4.12
323653.14,6.78,1.6,197107.96,4.13
323801.83,6.78,1.61,197169.87,4.13
323643.28,6.78,1.6,197021.15,4.13
323424.71,6.77,1.6,196763.14,4.12
323246.02,6.77,1.6,197195.68,4.13
323194.29,6.77,1.6,197195.68,4.13
323142.57,6.77,1.6,196978.09,4.13
323279.39,6.78,1.6,197149.12,4.13
323227.67,6.78,1.6,197149.12,4.13
323227.67,6.78,1.6,197149.12,4.13
323175.95,6.78,1.6,197169.68,4.13
323124.22,6.78,1.6,197161.52,4.13
323072.5,6.78,1.6,197149.12,4.14
323072.5,6.78,1.6,197149.12,4.14
322658.7,6.78,1.61,197149.12,4.14
322795.53,6.78,1.61,197149.12,4.14
323067.94,6.79,1.62,197213.02,4.14
323204.76,6.79,1.62,197702.26,4.16
323575.48,6.8,1.63,197949.16,4.16
323523.76,6.8,1.63,198097.46,4.17
323674.43,6.81,1.63,197738.09,4.16
323701.59,6.81,1.64,197655.03,4.16
323417.71,6.8,1.63,197361.77,4.15
323365.99,6.8,1.63,197358.53,4.15
323365.99,6.8,1.63,197358.53,4.15
323314.27,6.8,1.63,197248.67,4.15
323262.54,6.8,1.63,197248.67,4.15
323262.54,6.8,1.63,197248.67,4.15
323210.82,6.8,1.63,197248.67,4.15
323159.09,6.81,1.63,197257.48,4.15
323107.37,6.81,1.63,197253.08,4.15
323055.64,6.81,1.63,197253.31,4.16
323003.92,6.81,1.63,197385.36,4.16
322720.04,6.8,1.63,197161.66,4.15
322425.91,6.79,1.62,196843.56,4.15
322374.19,6.8,1.62,196833.12,4.15
322736.34,6.8,1.63,197131.38,4.16
322684.62,6.8,1.63,197131.38,4.16
322835.29,6.81,1.64,196772.01,4.15
322783.57,6.81,1.64,196772.01,4.15
322623.63,6.81,1.63,196505.77,4.15
322760.45,6.81,1.64,196507.35,4.15
322398.01,6.8,1.63,196203.31,4.14
322768.73,6.81,1.64,196202.87,4.14
322919.41,6.82,1.64,195843.51,4.13
322546.96,6.81,1.64,195856.91,4.13
322387.02,6.81,1.64,195590.67,4.13
322335.3,6.81,1.64,195615.73,4.13
322706.02,6.82,1.64,195576.12,4.13
322654.29,6.82,1.64,196209.26,4.15
322602.57,6.82,1.64,196191.57,4.15
322550.84,6.82,1.64,196191.57,4.15
322499.12,6.82,1.65,196191.57,4.15
322447.4,6.82,1.65,196250.15,4.15
322395.67,6.82,1.65,196197.74,4.15
322061.79,6.81,1.64,195853.23,4.14
321699.35,6.8,1.63,195527.14,4.14
321699.35,6.8,1.63,195527.14,4.14
321647.63,6.81,1.63,195528.88,4.14
321436.2,6.8,1.63,195328.69,4.13
321384.47,6.8,1.63,195648.04,4.14
321332.75,6.8,1.63,195583.04,4.14
321332.75,6.8,1.63,195583.04,4.14
321038.62,6.8,1.62,195287.75,4.13
321409.33,6.8,1.63,195634.68,4.14
321357.61,6.8,1.63,195634.68,4.14
321305.89,6.81,1.63,195634.68,4.14
320933.44,6.8,1.63,195289.65,4.14
321294.42,6.81,1.63,196791.18,4.17
321419.38,6.81,1.64,196235.18,4.16
321568.07,6.81,1.64,196213.9,4.16
321504.48,6.81,1.64,196094.51,4.16
321452.75,6.82,1.64,196130.63,4.16
321401.03,6.82,1.64,196101.69,4.16
321673.44,6.82,1.65,196094.9,4.16
322044.15,6.83,1.66,196789.96,4.17
321992.43,6.83,1.66,196789.96,4.17
322331.64,6.84,1.67,196162.66,4.16
322037.51,6.83,1.66,195699.71,4.15
321985.79,6.83,1.66,195699.71,4.15
321857.31,6.83,1.66,195921.4,4.16
321805.59,6.83,1.66,195985.11,4.16
321753.86,6.83,1.66,195950.95,4.16
321902.56,6.84,1.67,195763.46,4.16
322027.51,6.84,1.67,196571.56,4.18
321665.07,6.83,1.66,196180.01,4.17
321613.35,6.83,1.66,196170.93,4.17
321561.62,6.83,1.66,196187.96,4.17
321509.9,6.84,1.66,196187.96,4.17
321458.18,6.84,1.66,196187.96,4.17
321406.45,6.84,1.66,196231.72,4.17
321354.73,6.84,1.66,196246.64,4.17
320940.93,6.84,1.67,196246.64,4.18
320889.21,6.84,1.67,196196.59,4.18
320837.49,6.84,1.67,196220.48,4.18
320974.31,6.84,1.67,196506.82,4.19
320922.59,6.84,1.67,196364.34,4.19
321059.41,6.85,1.68,196370.38,4.19
321196.24,6.85,1.68,196841.46,4.2
321566.96,6.86,1.69,197092.13,4.21
321566.96,6.86,1.69,197092.13,4.21
321515.23,6.86,1.69,197092.32,4.21
321463.51,6.86,1.69,197118.56,4.21
321331.78,6.86,1.69,197054.17,4.21
321280.06,6.86,1.69,197024.67,4.21
321228.33,6.86,1.69,196941.06,4.21
321365.16,6.86,1.69,198177.37,4.23
321313.44,6.86,1.69,198064.58,4.23
321261.71,6.86,1.69,198063.72,4.23
321209.99,6.87,1.69,197950.62,4.23
321158.26,6.87,1.69,197950.62,4.23
320947.55,6.86,1.69,197719.93,4.23
321219.95,6.87,1.7,197783.27,4.23
321168.23,6.87,1.7,197931.9,4.23
321046.27,6.87,1.7,197142.71,4.22
320994.54,6.87,1.7,197142.71,4.22
320942.82,6.87,1.7,197142.71,4.22
320891.1,6.87,1.7,197142.71,4.22
320891.1,6.87,1.7,197142.71,4.22
320839.37,6.87,1.7,197142.71,4.22
320787.65,6.87,1.7,197144.93,4.22
320924.47,6.87,1.7,196596.18,4.21
320872.75,6.87,1.7,196838.25,4.22
320821.03,6.87,1.7,196838.25,4.22
320971.7,6.88,1.71,196478.88,4.21
320811.76,6.88,1.7,196212.64,4.21
320760.04,6.88,1.7,196212.64,4.21
320708.31,6.88,1.7,196219.2,4.21
320656.59,6.88,1.71,196221.25,4.21
320793.41,6.88,1.71,196238.35,4.21
321172.1,6.89,1.72,196531.17,4.22
321120.38,6.89,1.72,196532.01,4.22
321068.65,6.89,1.72,196550.26,4.22
321205.48,6.9,1.72,196849.55,4.23
320845.07,6.89,1.72,196553.36,4.22
320793.34,6.89,1.72,196409.61,4.22
321164.06,6.9,1.73,196409.61,4.22
321112.34,6.9,1.73,196409.61,4.22
321060.61,6.9,1.73,196409.61,4.22
321008.89,6.9,1.73,196456.18,4.22
321281.3,6.91,1.73,196436.62,4.22
321229.57,6.91,1.73,196459.71,4.22
321177.85,6.91,1.73,196459.71,4.22
321314.67,6.91,1.74,196438.28,4.22
321262.95,6.91,1.74,197379.75,4.25
321211.23,6.91,1.74,197379.75,4.25
321483.63,6.92,1.75,197379.75,4.25
321431.91,6.92,1.75,197380.0,4.25
321227.78,6.91,1.74,197174.38,4.24
321176.05,6.91,1.74,197174.13,4.24
321176.05,6.91,1.74,197174.13,4.24
321312.88,6.92,1.75,197174.13,4.25
321261.15,6.92,1.75,197701.05,4.26
320908.71,6.91,1.74,197289.53,4.25
321045.54,6.92,1.74,197448.4,4.25
320993.81,6.92,1.74,197336.16,4.25
320942.09,6.92,1.74,197335.3,4.25
320890.37,6.92,1.75,197222.2,4.25
320838.64,6.92,1.75,197222.2,4.25
320786.92,6.92,1.75,197192.7,4.25
320735.19,6.92,1.75,197109.09,4.25
320683.47,6.92,1.75,197109.09,4.25
320389.34,6.91,1.74,196807.09,4.25
320337.61,6.91,1.74,196807.09,4.25
320337.61,6.91,1.74,196807.09,4.25
320285.89,6.91,1.74,196832.79,4.25
320436.57,6.92,1.75,196473.43,4.24
320276.63,6.92,1.74,196207.18,4.24
320224.9,6.92,1.74,196204.48,4.24
320224.9,6.92,1.74,196204.48,4.24
319930.77,6.91,1.74,195933.65,4.23
320301.49,6.92,1.75,195931.01,4.23
320007.36,6.91,1.74,195630.88,4.23
319955.63,6.91,1.74,195517.78,4.23
319903.91,6.91,1.74,195534.68,4.23
319852.18,6.91,1.74,195534.68,4.23
319800.46,6.92,1.74,195514.36,4.23
320072.87,6.92,1.75,195746.86,4.23
319778.74,6.92,1.74,195451.57,4.23
319727.01,6.92,1.74,195451.57,4.23
319675.29,6.92,1.74,195841.51,4.24
319623.56,6.92,1.74,195816.69,4.24
319571.84,6.92,1.75,195816.69,4.24
319520.12,6.92,1.75,195816.69,4.24
319670.79,6.92,1.75,195457.32,4.23
319548.75,6.92,1.75,195357.78,4.23
319575.91,6.92,1.75,195274.72,4.23
319848.32,6.93,1.76,195276.6,4.23
319985.15,6.93,1.76,195274.9,4.23
319935.15,6.93,1.76,195224.9,4.23
319883.42,6.93,1.76,195670.34,4.24
319831.7,6.93,1.76,195641.31,4.24
320202.42,6.94,1.77,196037.05,4.25
320150.69,6.94,1.77,195923.95,4.25
319856.56,6.94,1.76,195776.77,4.25
319856.56,6.94,1.76,195776.77,4.25
319804.84,6.94,1.76,195776.77,4.25
319442.4,6.93,1.76,195389.48,4.24
319442.4,6.93,1.76,195389.48,4.24
319813.11,6.94,1.77,195518.66,4.24
319761.39,6.94,1.77,195718.09,4.25
319398.95,6.93,1.76,195336.38,4.24
319347.22,6.93,1.76,195336.38,4.24
319295.5,6.93,1.76,195336.38,4.24
319243.77,6.93,1.76,195336.39,4.24
319394.45,6.94,1.76,194977.03,4.23
319233.06,6.93,1.76,194709.33,4.23
319012.65,6.93,1.76,194486.5,4.23
318960.93,6.93,1.76,194493.48,4.23
318909.21,6.93,1.76,194500.91,4.23
319303.67,6.94,1.77,195423.59,4.25
319674.38,6.95,1.78,195423.59,4.25
319542.66,6.95,1.77,195423.59,4.25
319913.37,6.96,1.78,195427.71,4.25
319550.93,6.95,1.78,195425.35,4.25
319499.21,6.95,1.78,195425.76,4.25
319447.48,6.95,1.78,195483.97,4.25
319395.76,6.95,1.78,195480.73,4.25
319237.21,6.95,1.77,195322.66,4.25
319362.17,6.95,1.78,195059.85,4.25
319310.44,6.95,1.78,194949.99,4.24
319258.72,6.95,1.78,194949.99,4.24
319206.99,6.95,1.78,194949.99,4.25
319143.4,6.95,1.78,194825.88,4.24
318780.96,6.94,1.77,194523.79,4.24
318729.23,6.94,1.77,194533.02,4.24
319099.95,6.95,1.78,194529.78,4.24
318737.51,6.95,1.77,194529.52,4.24
319009.91,6.95,1.78,195130.33,4.25
319146.74,6.96,1.79,194826.98,4.25
319095.02,6.96,1.79,194826.98,4.25
319043.29,6.96,1.79,194826.98,4.25
318991.57,6.96,1.79,194649.78,4.25
318939.84,6.96,1.79,195102.52,4.26
319310.56,6.97,1.8,195122.09,4.26
319447.39,6.97,1.8,195111.36,4.26
319094.94,6.97,1.79,195102.66,4.26
319231.77,6.97,1.8,195102.53,4.26
319180.05,6.97,1.8,195537.89,4.27
319128.32,6.97,1.8,195540.6,4.27
319076.6,6.97,1.8,195536.47,4.27
319024.87,6.97,1.8,195536.47,4.27
319024.87,6.97,1.8,195536.47,4.27
319395.59,6.98,1.81,195536.47,4.27
319343.87,6.98,1.81,195562.57,4.27
319292.14,6.98,1.81,195571.61,4.28
319240.42,6.98,1.81,195675.71,4.28
319377.25,6.99,1.81,195682.43,4.28
319014.8,6.98,1.81,195544.5,4.28
319151.63,6.98,1.81,195556.41,4.28
319099.91,6.98,1.81,195974.59,4.29
318989.91,6.98,1.81,195864.59,4.29
319360.62,6.99,1.82,195864.59,4.29
319308.9,6.99,1.82,195864.59,4.29
318946.46,6.98,1.81,195864.59,4.29
319325.15,6.99,1.82,195872.85,4.29
319273.42,6.99,1.82,195872.53,4.29
319221.7,6.99,1.82,195864.59,4.29
319358.52,7.0,1.82,195864.59,4.29
319064.39,6.99,1.82,195560.84,4.28
319012.67,6.99,1.82,196214.42,4.3
318960.94,6.99,1.82,196168.53,4.3
318909.22,6.99,1.82,196055.42,4.3
318857.5,6.99,1.82,196055.42,4.3
318805.77,6.99,1.82,196055.42,4.3
318445.36,6.99,1.81,195766.52,4.29
318393.63,6.99,1.81,195766.52,4.3
318275.85,6.98,1.81,195097.51,4.28
318412.68,6.99,1.82,194704.24,4.27
318360.95,6.99,1.82,194423.42,4.27
318731.67,7.0,1.82,194423.42,4.27
318880.37,7.0,1.83,194405.63,4.27
318816.77,7.0,1.83,194748.9,4.28
318685.05,7.0,1.83,194810.34,4.28
318633.32,7.0,1.83,194749.31,4.28
318581.6,7.0,1.83,194750.77,4.28
318854.0,7.01,1.83,194750.77,4.28
318802.28,7.01,1.83,194750.77,4.28
318750.56,7.01,1.84,195332.82,4.29
318698.83,7.01,1.84,195343.34,4.3
318647.11,7.01,1.84,195412.27,4.3
319017.83,7.02,1.85,195475.49,4.3
319017.83,7.02,1.85,195475.49,4.3
319166.52,7.02,1.85,195471.19,4.3
318752.73,7.03,1.85,195471.19,4.31
318425.9,7.02,1.85,195426.13,4.31
318362.3,7.02,1.85,195316.29,4.31
318362.3,7.02,1.85,195316.29,4.31
318310.58,7.02,1.85,195203.18,4.3
318258.86,7.02,1.85,195203.18,4.31
318207.13,7.02,1.85,195203.18,4.31
317996.42,7.02,1.84,195001.34,4.3
317944.69,7.02,1.84,195001.34,4.3
317881.1,7.02,1.84,195838.32,4.32
317829.37,7.02,1.84,195897.04,4.32
317777.65,7.02,1.84,195896.71,4.33
317725.93,7.02,1.85,195881.06,4.33
318128.36,7.03,1.85,195903.65,4.33
317963.53,7.02,1.85,197037.48,4.35
318100.36,7.03,1.86,197160.1,4.36
318048.64,7.03,1.86,197103.1,4.36
317996.91,7.03,1.86,196990.0,4.35
318133.74,7.03,1.86,197177.06,4.36
318504.46,7.04,1.87,197306.23,4.36
318452.73,7.04,1.87,197458.98,4.37
