ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b15-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
292,1422,1337350,6212,1337350
292,1422,1338350,6212,1338350
292,1422,1338670,6212,1338670
292,1422,1339480,6212,1339480
292,1422,1340070,6212,1340070
292,1422,1341070,6212,1341070
293,1430,1341620,6212,1341620
293,1430,1342620,6212,1342620
293,1430,1343090,6212,1343090
293,1430,1344090,6212,1344090
293,1430,1345090,6212,1345090
293,1430,1345250,6212,1345250
293,1430,1346250,6212,1346250
294,1432,1347250,6212,1347250
294,1432,1347720,6212,1347720
294,1432,1348720,6212,1348720
295,1434,1349530,6212,1349530
295,1434,1350530,6212,1350530
296,1442,1351530,6212,1351530
296,1442,1352530,6212,1352530
296,1442,1353530,6212,1353530
296,1442,1354530,6212,1354530
296,1442,1355530,6212,1355530
296,1442,1356000,6212,1356000
296,1442,1356000,6212,1356000
296,1442,1356810,6212,1356810
296,1442,1357810,6212,1357810
297,1450,1358810,6212,1358810
297,1450,1359810,6212,1359810
297,1450,1360620,6212,1360620
297,1450,1361620,6212,1361620
297,1450,1362620,6212,1362620
297,1450,1363620,6212,1363620
297,1450,1364270,6212,1364270
297,1450,1365270,6212,1365270
298,1458,1365740,6212,1365740
298,1458,1366740,6212,1366740
298,1458,1367740,6212,1367740
298,1458,1368740,6212,1368740
298,1458,1369740,6212,1369740
298,1458,1370740,6212,1370740
299,1460,1371740,6212,1371740
299,1460,1372550,6212,1372550
299,1460,1373550,6212,1373550
299,1460,1374550,6212,1374550
299,1460,1375010,6212,1375010
299,1460,1375170,6212,1375170
300,1468,1376170,6212,1376170
300,1468,1376980,6212,1376980
300,1468,1377210,6212,1377210
300,1468,1378210,6212,1378210
300,1468,1379210,6212,1379210
300,1468,1379430,6212,1379430
300,1468,1380430,6212,1380430
300,1468,1381430,6212,1381430
300,1468,1381430,6212,1381430
300,1468,1382430,6212,1382430
300,1468,1383240,6212,1383240
301,1470,1383710,6212,1383710
301,1470,1383710,6212,1383710
301,1470,1384710,6212,1384710
302,1478,1385710,6212,1385710
302,1478,1386710,6212,1386710
302,1478,1387180,6212,1387180
302,1478,1388180,6212,1388180
302,1478,1388180,6212,1388180
302,1478,1388180,6212,1388180
302,1478,1388830,6212,1388830
302,1478,1389830,6212,1389830
302,1478,1390830,6212,1390830
302,1478,1391830,6212,1391830
302,1478,1392640,6212,1392640
303,1480,1393640,6212,1393640
303,1480,1394190,6212,1394190
304,1488,1395190,6212,1395190
304,1488,1396190,6212,1396190
304,1488,1397190,6212,1397190
304,1488,1397510,6212,1397510
304,1488,1398510,6212,1398510
304,1488,1398980,6212,1398980
304,1488,1399980,6212,1399980
304,1488,1400790,6212,1400790
304,1488,1401600,6212,1401600
305,1496,1402600,6212,1402600
305,1496,1403150,6212,1403150
305,1496,1403150,6212,1403150
305,1496,1404150,6212,1404150
305,1496,1405150,6212,1405150
305,1496,1406150,6212,1406150
306,1504,1407150,6212,1407150
306,1504,1408150,6212,1408150
306,1504,1409150,6212,1409150
306,1504,1409960,6212,1409960
306,1504,1410610,6212,1410610
306,1504,1411260,6212,1411260
306,1504,1412070,6212,1412070
306,1504,1413070,6212,1413070
306,1504,1414070,6212,1414070
306,1504,1414880,6212,1414880
307,1512,1415350,6212,1415350
307,1512,1416350,6212,1416350
307,1512,1417350,6212,1417350
307,1512,1418350,6212,1418350
307,1512,1418820,6212,1418820
307,1512,1419280,6212,1419280
307,1512,1419750,6212,1419750
308,1520,1420750,6212,1420750
308,1520,1421750,6212,1421750
308,1520,1422750,6212,1422750
308,1520,1423220,6212,1423220
308,1520,1423690,6212,1423690
308,1520,1424340,6212,1424340
308,1520,1425340,6212,1425340
308,1520,1425340,6212,1425340
308,1520,1426150,6212,1426150
309,1528,1427150,6212,1427150
309,1528,1428150,6212,1428150
309,1528,1429150,6212,1429150
310,1530,1429960,6212,1429960
310,1530,1430430,6212,1430430
310,1530,1431430,6212,1431430
310,1530,1432430,6212,1432430
310,1530,1433430,6212,1433430
310,1530,1434240,6212,1434240
310,1530,1435240,6212,1435240
310,1530,1436050,6212,1436050
310,1530,1436210,6212,1436210
310,1530,1436680,6212,1436680
310,1530,1437680,6212,1437680
311,1538,1438680,6212,1438680
311,1538,1439680,6212,1439680
311,1538,1440490,6212,1440490
311,1538,1441490,6212,1441490
311,1538,1441490,6212,1441490
311,1538,1442490,6212,1442490
311,1538,1443490,6212,1443490
311,1538,1444490,6212,1444490
311,1538,1444490,6212,1444490
312,1546,1452490,6212,1452490
312,1546,1453300,6212,1453300
313,1548,1453950,6212,1453950
313,1548,1454760,6212,1454760
313,1548,1455230,6212,1455230
313,1548,1456230,6212,1456230
314,1550,1457040,6212,1457040
314,1550,1457850,6212,1457850
314,1550,1458170,6212,1458170
315,1552,1459170,6212,1459170
315,1552,1459170,6212,1459170
315,1552,1460170,6212,1460170
316,1560,1461170,6212,1461170
316,1560,1461170,6212,1461170
316,1560,1462170,6212,1462170
316,1560,1463170,6212,1463170
316,1560,1464170,6212,1464170
316,1560,1465170,6212,1465170
316,1560,1466170,6212,1466170
316,1560,1466490,6212,1466490
316,1560,1466810,6212,1466810
316,1560,1467810,6212,1467810
316,1560,1468360,6212,1468360
317,1568,1469360,6212,1469360
318,1570,1470170,6212,1470170
318,1570,1471170,6212,1471170
318,1570,1472170,6212,1472170
318,1570,1472980,6212,1472980
318,1570,1473450,6212,1473450
318,1570,1473920,6212,1473920
319,1572,1474730,6212,1474730
319,1572,1475210,6212,1475210
319,1572,1476210,6212,1476210
319,1572,1477210,6212,1477210
319,1572,1477680,6212,1477680
319,1572,1478680,6212,1478680
319,1572,1479680,6212,1479680
320,1580,1480680,6212,1480680
320,1580,1481680,6212,1481680
320,1580,1482680,6212,1482680
320,1580,1483680,6212,1483680
320,1580,1484050,6212,1484050
320,1580,1484520,6212,1484520
320,1580,1484520,6212,1484520
320,1580,1485520,6212,1485520
320,1580,1485740,6212,1485740
320,1580,1486740,6212,1486740
321,1582,1487740,6212,1487740
321,1582,1487740,6212,1487740
321,1582,1488060,6212,1488060
321,1582,1488530,6212,1488530
322,1590,1489530,6212,1489530
322,1590,1490530,6212,1490530
322,1590,1491010,6212,1491010
322,1590,1491600,6212,1491600
322,1590,1492410,6212,1492410
322,1590,1493220,6212,1493220
322,1590,1494220,6212,1494220
322,1590,1495220,6212,1495220
322,1590,1496220,6212,1496220
322,1590,1496870,6212,1496870
322,1590,1497340,6212,1497340
323,1598,1498340,6212,1498340
324,1600,1498930,6212,1498930
324,1600,1499250,6212,1499250
324,1600,1500250,6212,1500250
324,1600,1501250,6212,1501250
324,1600,1502250,6212,1502250
324,1600,1503250,6212,1503250
324,1600,1504060,6212,1504060
324,1600,1504870,6212,1504870
324,1600,1505340,6212,1505340
324,1600,1506340,6212,1506340
324,1600,1507340,6212,1507340
325,1608,1508340,6212,1508340
325,1608,1509340,6212,1509340
325,1608,1510340,6212,1510340
325,1608,1511340,6212,1511340
326,1616,1519340,6212,1519340
326,1616,1520340,6212,1520340
327,1624,1521340,6212,1521340
327,1624,1522150,6212,1522150
327,1624,1523150,6212,1523150
327,1624,1523960,6212,1523960
327,1624,1524770,6212,1524770
327,1624,1525240,6212,1525240
327,1624,1525240,6212,1525240
327,1624,1526240,6212,1526240
327,1624,1527240,6212,1527240
327,1624,1527470,6212,1527470
328,1626,1528470,6212,1528470
328,1626,1529470,6212,1529470
328,1626,1530280,6212,1530280
329,1628,1531280,6212,1531280
329,1628,1532280,6212,1532280
330,1630,1533280,6212,1533280
330,1630,1534280,6212,1534280
330,1630,1534500,6212,1534500
331,1632,1535150,6212,1535150
331,1632,1536150,6212,1536150
331,1632,1537150,6212,1537150
332,1640,1538150,6212,1538150
332,1640,1539150,6212,1539150
332,1640,1540150,6212,1540150
332,1640,1540150,6212,1540150
332,1640,1541150,6212,1541150
332,1640,1542150,6212,1542150
332,1640,1542960,6212,1542960
332,1640,1543960,6212,1543960
333,1648,1544960,6212,1544960
334,1650,1545770,6212,1545770
334,1650,1546770,6212,1546770
334,1650,1547770,6212,1547770
334,1650,1548770,6212,1548770
334,1650,1549770,6212,1549770
334,1650,1550580,6212,1550580
334,1650,1551040,6212,1551040
334,1650,1552040,6212,1552040
334,1650,1553040,6212,1553040
334,1650,1553850,6212,1553850
334,1650,1554320,6212,1554320
334,1650,1555320,6212,1555320
335,1658,1555790,6212,1555790
335,1658,1556790,6212,1556790
335,1658,1557790,6212,1557790
335,1658,1558790,6212,1558790
335,1658,1559440,6212,1559440
335,1658,1560440,6212,1560440
336,1666,1561440,6212,1561440
336,1666,1562250,6212,1562250
336,1666,1563250,6212,1563250
336,1666,1564250,6212,1564250
336,1666,1564900,6212,1564900
336,1666,1565900,6212,1565900
336,1666,1566130,6212,1566130
336,1666,1567130,6212,1567130
336,1666,1567130,6212,1567130
336,1666,1567940,6212,1567940
336,1666,1568940,6212,1568940
336,1666,1569400,6212,1569400
336,1666,1570210,6212,1570210
337,1668,1571210,6212,1571210
337,1668,1572210,6212,1572210
338,1670,1573210,6212,1573210
338,1670,1574210,6212,1574210
339,1672,1575210,6212,1575210
339,1672,1576210,6212,1576210
340,1680,1577210,6212,1577210
340,1680,1577530,6212,1577530
340,1680,1578530,6212,1578530
340,1680,1578530,6212,1578530
340,1680,1579530,6212,1579530
341,1682,1580340,6212,1580340
341,1682,1581340,6212,1581340
341,1682,1582340,6212,1582340
341,1682,1582340,6212,1582340
341,1682,1582660,6212,1582660
341,1682,1583130,6212,1583130
341,1682,1583450,6212,1583450
342,1684,1584450,6212,1584450
342,1684,1585450,6212,1585450
342,1684,1586450,6212,1586450
343,1686,1587450,6212,1587450
343,1686,1588100,6212,1588100
343,1686,1588420,6212,1588420
344,1694,1589420,6212,1589420
344,1694,1590420,6212,1590420
344,1694,1591420,6212,1591420
344,1694,1592420,6212,1592420
344,1694,1593420,6212,1593420
345,1696,1594230,6212,1594230
345,1696,1594450,6212,1594450
345,1696,1595260,6212,1595260
345,1696,1595910,6212,1595910
345,1696,1596720,6212,1596720
345,1696,1596770,6212,1596770
345,1696,1597770,6212,1597770
345,1696,1598770,6212,1598770
345,1696,1599240,6212,1599240
346,1698,1600240,6212,1600240
346,1698,1600560,6212,1600560
346,1698,1600560,6212,1600560
346,1698,1601560,6212,1601560
346,1698,1602030,6212,1602030
346,1698,1602030,6212,1602030
347,1700,1602500,6212,1602500
347,1700,1603500,6212,1603500
347,1700,1603970,6212,1603970
348,1708,1604970,6212,1604970
348,1708,1605970,6212,1605970
348,1708,1606970,6212,1606970
349,1710,1607780,6212,1607780
349,1710,1608780,6212,1608780
349,1710,1609010,6212,1609010
349,1710,1610010,6212,1610010
349,1710,1611010,6212,1611010
349,1710,1611480,6212,1611480
350,1718,1611950,6212,1611950
350,1718,1612180,6212,1612180
350,1718,1612650,6212,1612650
350,1718,1613120,6212,1613120
350,1718,1614120,6212,1614120
350,1718,1615120,6212,1615120
351,1720,1616120,6212,1616120
351,1720,1616280,6212,1616280
351,1720,1617090,6212,1617090
351,1720,1618090,6212,1618090
352,1728,1619090,6212,1619090
352,1728,1620090,6212,1620090
352,1728,1621090,6212,1621090
352,1728,1621560,6212,1621560
352,1728,1622560,6212,1622560
352,1728,1623030,6212,1623030
352,1728,1623500,6212,1623500
352,1728,1624150,6212,1624150
352,1728,1624960,6212,1624960
353,1736,1625960,6212,1625960
353,1736,1626960,6212,1626960
353,1736,1627960,6212,1627960
353,1736,1628960,6212,1628960
353,1736,1629430,6212,1629430
353,1736,1630240,6212,1630240
353,1736,1630700,6212,1630700
353,1736,1631510,6212,1631510
353,1736,1632510,6212,1632510
353,1736,1633510,6212,1633510
353,1736,1634510,6212,1634510
354,1744,1635510,6212,1635510
354,1744,1635510,6212,1635510
354,1744,1635980,6212,1635980
354,1744,1636980,6212,1636980
354,1744,1637980,6212,1637980
354,1744,1638980,6212,1638980
354,1744,1639790,6212,1639790
354,1744,1640260,6212,1640260
354,1744,1641070,6212,1641070
354,1744,1642070,6212,1642070
354,1744,1642180,6212,1642180
355,1752,1642650,6212,1642650
355,1752,1643650,6212,1643650
355,1752,1644120,6212,1644120
355,1752,1644580,6212,1644580
355,1752,1645580,6212,1645580
355,1752,1646580,6212,1646580
355,1752,1647390,6212,1647390
355,1752,1647710,6212,1647710
355,1752,1648710,6212,1648710
355,1752,1649710,6212,1649710
356,1754,1650710,6212,1650710
356,1754,1651710,6212,1651710
357,1762,1652710,6212,1652710
357,1762,1653180,6212,1653180
357,1762,1654180,6212,1654180
357,1762,1654500,6212,1654500
358,1766,1655310,6212,1655310
358,1766,1656310,6212,1656310
358,1766,1656780,6212,1656780
358,1766,1657590,6212,1657590
358,1766,1658590,6212,1658590
358,1766,1658820,6212,1658820
358,1766,1659820,6212,1659820
358,1766,1660820,6212,1660820
359,1774,1661470,6212,1661470
359,1774,1662470,6212,1662470
359,1774,1663470,6212,1663470
359,1774,1664470,6212,1664470
359,1774,1665470,6212,1665470
359,1774,1665940,6212,1665940
359,1774,1665940,6212,1665940
359,1774,1666750,6212,1666750
360,1782,1674750,6212,1674750
360,1782,1675220,6212,1675220
360,1782,1676220,6212,1676220
360,1782,1676220,6212,1676220
361,1784,1677220,6212,1677220
361,1784,1678220,6212,1678220
362,1792,1679220,6212,1679220
362,1792,1679440,6212,1679440
362,1792,1680440,6212,1680440
362,1792,1681440,6212,1681440
362,1792,1682440,6212,1682440
362,1792,1683440,6212,1683440
362,1792,1684440,6212,1684440
362,1792,1684900,6212,1684900
362,1792,1685370,6212,1685370
363,1794,1686180,6212,1686180
363,1794,1687180,6212,1687180
364,1796,1688180,6212,1688180
364,1796,1688990,6212,1688990
365,1798,1689460,6212,1689460
365,1798,1690460,6212,1690460
365,1798,1690930,6212,1690930
366,1806,1691740,6212,1691740
366,1806,1693740,6212,1693740
366,1806,1694740,6212,1694740
366,1806,1695060,6212,1695060
366,1806,1695870,6212,1695870
366,1806,1696680,6212,1696680
366,1806,1696680,6212,1696680
366,1806,1696680,6212,1696680
366,1806,1697490,6212,1697490
366,1806,1697490,6212,1697490
366,1806,1697960,6212,1697960
366,1806,1698960,6212,1698960
366,1806,1698960,6212,1698960
366,1806,1699430,6212,1699430
366,1806,1699900,6212,1699900
367,1808,1700900,6212,1700900
367,1808,1701900,6212,1701900
368,1816,1702900,6212,1702900
368,1816,1702900,6212,1702900
368,1816,1703710,6212,1703710
368,1816,1704030,6212,1704030
368,1816,1705030,6212,1705030
368,1816,1706030,6212,1706030
368,1816,1707030,6212,1707030
368,1816,1707840,6212,1707840
368,1816,1708840,6212,1708840
368,1816,1709840,6212,1709840
368,1816,1710320,6212,1710320
368,1816,1711320,6212,1711320
369,1818,1712130,6212,1712130
369,1818,1712940,6212,1712940
370,1826,1713750,6212,1713750
370,1826,1714750,6212,1714750
370,1826,1715400,6212,1715400
370,1826,1715630,6212,1715630
370,1826,1715950,6212,1715950
370,1826,1716760,6212,1716760
370,1826,1717760,6212,1717760
370,1826,1718760,6212,1718760
370,1826,1719130,6212,1719130
370,1826,1720130,6212,1720130
370,1826,1720130,6212,1720130
371,1828,1721130,6212,1721130
371,1828,1722130,6212,1722130
371,1828,1722360,6212,1722360
371,1828,1722680,6212,1722680
371,1828,1723270,6212,1723270
371,1828,1723590,6212,1723590
372,1836,1724590,6212,1724590
372,1836,1725590,6212,1725590
372,1836,1726400,6212,1726400
372,1836,1727210,6212,1727210
372,1836,1727680,6212,1727680
372,1836,1728680,6212,1728680
372,1836,1728680,6212,1728680
372,1836,1729490,6212,1729490
372,1836,1730490,6212,1730490
373,1844,1731300,6212,1731300
373,1844,1732300,6212,1732300
373,1844,1733300,6212,1733300
373,1844,1734300,6212,1734300
373,1844,1735300,6212,1735300
373,1844,1736300,6212,1736300
373,1844,1737110,6212,1737110
373,1844,1737920,6212,1737920
373,1844,1738380,6212,1738380
374,1852,1739380,6212,1739380
374,1852,1739610,6212,1739610
374,1852,1740070,6212,1740070
374,1852,1740540,6212,1740540
374,1852,1741130,6212,1741130
374,1852,1742130,6212,1742130
374,1852,1742600,6212,1742600
374,1852,1743600,6212,1743600
374,1852,1744600,6212,1744600
374,1852,1745600,6212,1745600
374,1852,1746070,6212,1746070
374,1852,1747070,6212,1747070
374,1852,1748070,6212,1748070
374,1852,1748390,6212,1748390
375,1854,1749390,6212,1749390
375,1854,1750390,6212,1750390
375,1854,1751390,6212,1751390
376,1856,1752390,6212,1752390
376,1856,1753390,6212,1753390
377,1858,1754390,6212,1754390
377,1858,1754390,6212,1754390
377,1858,1755040,6212,1755040
378,1860,1755690,6212,1755690
378,1860,1756690,6212,1756690
379,1868,1757690,6212,1757690
379,1868,1758690,6212,1758690
379,1868,1759690,6212,1759690
379,1868,1760340,6212,1760340
379,1868,1761340,6212,1761340
379,1868,1761660,6212,1761660
379,1868,1762660,6212,1762660
380,1876,1763660,6212,1763660
380,1876,1764470,6212,1764470
380,1876,1765470,6212,1765470
380,1876,1765930,6212,1765930
380,1876,1766250,6212,1766250
380,1876,1767250,6212,1767250
380,1876,1768250,6212,1768250
380,1876,1769250,6212,1769250
381,1878,1769900,6212,1769900
381,1878,1770060,6212,1770060
381,1878,1770520,6212,1770520
381,1878,1770520,6212,1770520
381,1878,1771520,6212,1771520
381,1878,1772520,6212,1772520
381,1878,1773520,6212,1773520
382,1886,1774330,6212,1774330
382,1886,1775140,6212,1775140
382,1886,1776140,6212,1776140
382,1886,1776610,6212,1776610
382,1886,1777610,6212,1777610
382,1886,1778610,6212,1778610
382,1886,1779610,6212,1779610
382,1886,1779610,6212,1779610
382,1886,1780610,6212,1780610
383,1894,1781610,6212,1781610
383,1894,1782080,6212,1782080
383,1894,1782400,6212,1782400
383,1894,1783400,6212,1783400
383,1894,1784400,6212,1784400
383,1894,1785050,6212,1785050
383,1894,1786050,6212,1786050
383,1894,1787050,6212,1787050
383,1894,1787860,6212,1787860
383,1894,1788180,6212,1788180
383,1894,1788650,6212,1788650
384,1896,1789650,6212,1789650
384,1896,1790650,6212,1790650
385,1898,1791460,6212,1791460
385,1898,1791570,6212,1791570
385,1898,1792220,6212,1792220
386,1900,1793220,6212,1793220
386,1900,1794030,6212,1794030
387,1902,1795030,6212,1795030
387,1902,1795500,6212,1795500
388,1910,1796500,6212,1796500
388,1910,1796820,6212,1796820
388,1910,1797820,6212,1797820
388,1910,1798820,6212,1798820
388,1910,1799820,6212,1799820
388,1910,1800820,6212,1800820
389,1918,1801820,6212,1801820
389,1918,1802630,6212,1802630
389,1918,1802630,6212,1802630
389,1918,1803630,6212,1803630
389,1918,1804630,6212,1804630
389,1918,1805630,6212,1805630
390,1920,1806630,6212,1806630
390,1920,1807100,6212,1807100
390,1920,1808100,6212,1808100
391,1928,1809100,6212,1809100
391,1928,1809100,6212,1809100
391,1928,1810100,6212,1810100
391,1928,1810910,6212,1810910
391,1928,1811910,6212,1811910
391,1928,1812560,6212,1812560
391,1928,1812790,6212,1812790
391,1928,1813600,6212,1813600
391,1928,1814600,6212,1814600
391,1928,1815600,6212,1815600
391,1928,1816150,6212,1816150
392,1936,1817150,6212,1817150
392,1936,1817520,6212,1817520
392,1936,1818330,6212,1818330
392,1936,1819140,6212,1819140
392,1936,1819300,6212,1819300
392,1936,1820300,6212,1820300
393,1944,1828300,6212,1828300
393,1944,1829110,6212,1829110
393,1944,1830110,6212,1830110
393,1944,1831110,6212,1831110
393,1944,1832110,6212,1832110
394,1946,1833110,6212,1833110
394,1946,1833580,6212,1833580
395,1954,1834580,6212,1834580
395,1954,1835580,6212,1835580
395,1954,1836130,6212,1836130
395,1954,1837130,6212,1837130
395,1954,1837780,6212,1837780
395,1954,1838100,6212,1838100
395,1954,1839100,6212,1839100
395,1954,1840100,6212,1840100
395,1954,1841100,6212,1841100
395,1954,1841570,6212,1841570
395,1954,1842040,6212,1842040
395,1954,1842850,6212,1842850
396,1956,1843850,6212,1843850
396,1956,1844850,6212,1844850
397,1958,1845850,6212,1845850
397,1958,1846850,6212,1846850
398,1960,1847850,6212,1847850
398,1960,1848660,6212,1848660
399,1962,1849660,6212,1849660
399,1962,1850130,6212,1850130
399,1962,1850600,6212,1850600
400,1970,1851600,6212,1851600
400,1970,1852600,6212,1852600
400,1970,1853600,6212,1853600
400,1970,1854600,6212,1854600
400,1970,1854820,6212,1854820
400,1970,1854820,6212,1854820
400,1970,1855820,6212,1855820
400,1970,1856140,6212,1856140
400,1970,1856140,6212,1856140
400,1970,1856140,6212,1856140
401,1978,1857140,6212,1857140
401,1978,1858140,6212,1858140
401,1978,1859140,6212,1859140
401,1978,1860140,6212,1860140
401,1978,1861140,6212,1861140
401,1978,1862140,6212,1862140
402,1986,1863140,6212,1863140
402,1986,1864140,6212,1864140
402,1986,1865140,6212,1865140
402,1986,1865790,6212,1865790
402,1986,1866790,6212,1866790
402,1986,1867790,6212,1867790
403,1988,1868600,6212,1868600
403,1988,1869600,6212,1869600
403,1988,1870600,6212,1870600
404,1996,1871600,6212,1871600
404,1996,1872600,6212,1872600
404,1996,1872600,6212,1872600
404,1996,1873600,6212,1873600
404,1996,1874410,6212,1874410
404,1996,1874410,6212,1874410
404,1996,1875410,6212,1875410
404,1996,1876410,6212,1876410
404,1996,1876880,6212,1876880
404,1996,1877880,6212,1877880
404,1996,1878880,6212,1878880
405,1998,1879880,6212,1879880
405,1998,1880880,6212,1880880
406,2006,1881880,6212,1881880
406,2006,1882530,6212,1882530
406,2006,1883000,6212,1883000
406,2006,1883810,6212,1883810
406,2006,1884620,6212,1884620
406,2006,1884990,6212,1884990
406,2006,1885990,6212,1885990
406,2006,1886450,6212,1886450
406,2006,1887100,6212,1887100
407,2008,1888100,6212,1888100
407,2008,1888910,6212,1888910
407,2008,1889910,6212,1889910
407,2008,1890910,6212,1890910
408,2016,1891910,6212,1891910
408,2016,1892910,6212,1892910
408,2016,1893380,6212,1893380
408,2016,1893380,6212,1893380
408,2016,1894380,6212,1894380
408,2016,1895190,6212,1895190
408,2016,1896190,6212,1896190
408,2016,1896190,6212,1896190
408,2016,1897190,6212,1897190
408,2016,1898000,6212,1898000
408,2016,1898810,6212,1898810
409,2024,1899810,6212,1899810
409,2024,1900810,6212,1900810
409,2024,1901130,6212,1901130
409,2024,1902130,6212,1902130
409,2024,1903130,6212,1903130
409,2024,1903940,6212,1903940
409,2024,1904940,6212,1904940
410,2032,1905940,6212,1905940
410,2032,1906940,6212,1906940
410,2032,1907260,6212,1907260
410,2032,1908070,6212,1908070
410,2032,1909070,6212,1909070
410,2032,1909390,6212,1909390
410,2032,1910200,6212,1910200
410,2032,1911010,6212,1911010
410,2032,1912010,6212,1912010
410,2032,1912240,6212,1912240
410,2032,1914240,6212,1914240
410,2032,1915240,6212,1915240
410,2032,1916240,6212,1916240
410,2032,1917240,6212,1917240
411,2040,1917470,6212,1917470
411,2040,1917630,6212,1917630
411,2040,1918630,6212,1918630
411,2040,1919630,6212,1919630
411,2040,1920100,6212,1920100
411,2040,1921100,6212,1921100
411,2040,1922100,6212,1922100
411,2040,1922320,6212,1922320
412,2048,1923320,6212,1923320
412,2048,1924320,6212,1924320
412,2048,1925320,6212,1925320
412,2048,1925790,6212,1925790
412,2048,1926440,6212,1926440
412,2048,1926660,6212,1926660
413,2056,1927660,6212,1927660
413,2056,1928130,6212,1928130
413,2056,1929130,6212,1929130
413,2056,1929780,6212,1929780
413,2056,1930780,6212,1930780
413,2056,1931780,6212,1931780
413,2056,1932250,6212,1932250
413,2056,1933060,6212,1933060
413,2056,1934060,6212,1934060
414,2064,1935060,6212,1935060
414,2064,1935710,6212,1935710
414,2064,1936520,6212,1936520
414,2064,1937330,6212,1937330
414,2064,1938330,6212,1938330
414,2064,1939330,6212,1939330
414,2064,1940330,6212,1940330
415,2072,1940980,6212,1940980
415,2072,1940980,6212,1940980
415,2072,1941790,6212,1941790
415,2072,1942790,6212,1942790
415,2072,1943600,6212,1943600
415,2072,1944410,6212,1944410
415,2072,1944410,6212,1944410
415,2072,1945220,6212,1945220
415,2072,1946220,6212,1946220
415,2072,1947220,6212,1947220
415,2072,1948030,6212,1948030
415,2072,1949030,6212,1949030
415,2072,1949190,6212,1949190
415,2072,1950190,6212,1950190
416,2080,1951190,6212,1951190
416,2080,1952190,6212,1952190
416,2080,1953190,6212,1953190
416,2080,1953510,6212,1953510
416,2080,1954320,6212,1954320
416,2080,1955320,6212,1955320
416,2080,1956130,6212,1956130
416,2080,1957130,6212,1957130
416,2080,1957500,6212,1957500
416,2080,1958500,6212,1958500
416,2080,1959500,6212,1959500
416,2080,1960090,6212,1960090
416,2080,1961090,6212,1961090
417,2088,1962090,6212,1962090
417,2088,1962410,6212,1962410
417,2088,1963410,6212,1963410
417,2088,1964060,6212,1964060
417,2088,1964530,6212,1964530
417,2088,1964530,6212,1964530
417,2088,1965340,6212,1965340
418,2096,1966340,6212,1966340
418,2096,1967340,6212,1967340
418,2096,1968340,6212,1968340
418,2096,1968800,6212,1968800
418,2096,1969800,6212,1969800
418,2096,1969800,6212,1969800
418,2096,1970610,6212,1970610
418,2096,1970610,6212,1970610
418,2096,1971610,6212,1971610
418,2096,1972420,6212,1972420
418,2096,1972880,6212,1972880
418,2096,1973530,6212,1973530
419,2098,1974530,6212,1974530
419,2098,1975530,6212,1975530
419,2098,1975850,6212,1975850
419,2098,1976660,6212,1976660
419,2098,1977660,6212,1977660
420,2106,1978660,6212,1978660
420,2106,1979470,6212,1979470
420,2106,1980470,6212,1980470
420,2106,1981280,6212,1981280
420,2106,1982280,6212,1982280
420,2106,1983280,6212,1983280
420,2106,1983750,6212,1983750
420,2106,1983750,6212,1983750
420,2106,1984070,6212,1984070
420,2106,1985070,6212,1985070
420,2106,1986070,6212,1986070
421,2114,1986880,6212,1986880
421,2114,1987880,6212,1987880
421,2114,1988690,6212,1988690
421,2114,1989500,6212,1989500
421,2114,1989970,6212,1989970
421,2114,1990970,6212,1990970
421,2114,1991970,6212,1991970
421,2114,1992620,6212,1992620
421,2114,1993170,6212,1993170
421,2114,1993980,6212,1993980
422,2116,1994980,6212,1994980
422,2116,1995980,6212,1995980
423,2120,1996980,6212,1996980
423,2120,1997450,6212,1997450
423,2120,1997920,6212,1997920
423,2120,1998920,6212,1998920
423,2120,1999730,6212,1999730
423,2120,2000200,6212,2000200
424,2122,2001200,6212,2001200
424,2122,2002200,6212,2002200
425,2130,2002670,6212,2002670
425,2130,2002990,6212,2002990
425,2130,2003990,6212,2003990
425,2130,2004460,6212,2004460
425,2130,2004460,6212,2004460
425,2130,2005460,6212,2005460
425,2130,2005930,6212,2005930
425,2130,2006160,6212,2006160
426,2134,2006710,6212,2006710
426,2134,2007710,6212,2007710
427,2142,2008710,6212,2008710
427,2142,2009180,6212,2009180
427,2142,2009400,6212,2009400
427,2142,2010400,6212,2010400
427,2142,2011400,6212,2011400
427,2142,2012400,6212,2012400
427,2142,2012870,6212,2012870
427,2142,2013190,6212,2013190
427,2142,2014190,6212,2014190
427,2142,2015190,6212,2015190
427,2142,2015510,6212,2015510
427,2142,2016510,6212,2016510
