ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_acac-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
133,678,116110,6212,116110
134,680,116760,6212,116760
135,682,117760,6212,117760
136,690,118760,6212,118760
137,698,118760,6212,118760
138,706,119760,6212,119760
139,714,120760,6212,120760
140,722,120760,6212,120760
141,730,120760,6212,120760
142,738,121080,6212,121080
143,740,121890,6212,121890
144,748,122360,6212,122360
145,756,123360,6212,123360
146,764,124360,6212,124360
147,772,125360,6212,125360
148,774,127360,6212,127360
149,776,128360,6212,128360
150,778,129360,6212,129360
151,786,133360,6212,133360
152,788,133830,6212,133830
153,790,134300,6212,134300
154,798,135300,6212,135300
155,806,135300,6212,135300
156,814,143300,6212,143300
157,816,144300,6212,144300
158,824,145300,6212,145300
159,832,146300,6212,146300
160,834,147300,6212,147300
161,838,148300,6212,148300
162,846,149110,6212,149110
163,854,150110,6212,150110
164,862,151110,6212,151110
165,870,151270,6212,151270
166,872,151820,6212,151820
167,880,152820,6212,152820
168,882,153820,6212,153820
169,884,154820,6212,154820
170,892,155820,6212,155820
171,896,156820,6212,156820
172,904,157820,6212,157820
173,908,158820,6212,158820
174,916,158820,6212,158820
174,916,159820,6212,159820
174,916,160820,6212,160820
175,924,161630,6212,161630
176,932,162630,6212,162630
177,934,163630,6212,163630
178,942,164100,6212,164100
179,944,164570,6212,164570
180,946,165570,6212,165570
181,954,173570,6212,173570
182,958,174570,6212,174570
182,958,175570,6212,175570
183,966,176570,6212,176570
184,968,176800,6212,176800
185,976,177610,6212,177610
186,984,178610,6212,178610
186,984,178610,6212,178610
187,992,179610,6212,179610
188,1000,179610,6212,179610
189,1008,180610,6212,180610
190,1016,181610,6212,181610
191,1024,182610,6212,182610
192,1026,183610,6212,183610
193,1034,183610,6212,183610
193,1034,184610,6212,184610
194,1042,185610,6212,185610
195,1044,186420,6212,186420
196,1052,186420,6212,186420
197,1060,187420,6212,187420
198,1068,188420,6212,188420
199,1070,189420,6212,189420
200,1071,189890,6212,189890
201,1079,189890,6212,189890
202,1081,190890,6212,190890
203,1089,198890,6212,198890
204,1097,199890,6212,199890
204,1097,200890,6212,200890
205,1105,201700,6212,201700
206,1113,201700,6212,201700
207,1115,202020,6212,202020
208,1123,203020,6212,203020
208,1123,204020,6212,204020
209,1125,205020,6212,205020
210,1127,206020,6212,206020
211,1129,206180,6212,206180
212,1137,207180,6212,207180
212,1137,207770,6212,207770
213,1141,208770,6212,208770
214,1149,216770,6212,216770
214,1149,217770,6212,217770
215,1157,217770,6212,217770
215,1157,218770,6212,218770
216,1159,219580,6212,219580
217,1161,220390,6212,220390
218,1169,220390,6212,220390
219,1171,221390,6212,221390
220,1175,222390,6212,222390
220,1175,222390,6212,222390
221,1177,222940,6212,222940
222,1185,223940,6212,223940
223,1187,224940,6212,224940
224,1189,225940,6212,225940
225,1191,225940,6212,225940
226,1199,226940,6212,226940
227,1203,227940,6212,227940
228,1205,228940,6212,228940
229,1213,229940,6212,229940
230,1221,230940,6212,230940
231,1229,231940,6212,231940
232,1237,232400,6212,232400
232,1237,233400,6212,233400
233,1239,233400,6212,233400
234,1247,233870,6212,233870
234,1247,233870,6212,233870
235,1249,234680,6212,234680
236,1253,234680,6212,234680
237,1255,235000,6212,235000
237,1255,235470,6212,235470
237,1255,236470,6212,236470
238,1257,236470,6212,236470
238,1257,236790,6212,236790
239,1259,237600,6212,237600
240,1267,238600,6212,238600
241,1269,239250,6212,239250
242,1277,240250,6212,240250
243,1285,241250,6212,241250
244,1287,241900,6212,241900
245,1289,241900,6212,241900
246,1297,242900,6212,242900
247,1305,243370,6212,243370
248,1307,243370,6212,243370
249,1309,243530,6212,243530
249,1309,244530,6212,244530
250,1311,245000,6212,245000
251,1313,246000,6212,246000
252,1315,246810,6212,246810
252,1315,247810,6212,247810
253,1323,247810,6212,247810
254,1325,247810,6212,247810
254,1325,248810,6212,248810
255,1327,249810,6212,249810
256,1335,250810,6212,250810
257,1343,250810,6212,250810
257,1343,251280,6212,251280
258,1345,251280,6212,251280
258,1345,251830,6212,251830
259,1353,259830,6212,259830
260,1361,260150,6212,260150
261,1363,261150,6212,261150
262,1365,261310,6212,261310
263,1367,262310,6212,262310
264,1369,262780,6212,262780
265,1371,263590,6212,263590
266,1379,264590,6212,264590
267,1380,264910,6212,264910
267,1380,265500,6212,265500
268,1382,266310,6212,266310
269,1384,266960,6212,266960
270,1386,267960,6212,267960
271,1394,268420,6212,268420
272,1396,269420,6212,269420
273,1404,269880,6212,269880
274,1412,270530,6212,270530
275,1414,271530,6212,271530
275,1414,272000,6212,272000
276,1416,272590,6212,272590
277,1424,273240,6212,273240
278,1432,273560,6212,273560
278,1432,273560,6212,273560
279,1434,274030,6212,274030
280,1442,275030,6212,275030
281,1450,276030,6212,276030
281,1450,276840,6212,276840
282,1452,277490,6212,277490
283,1460,278490,6212,278490
284,1464,279490,6212,279490
285,1466,280490,6212,280490
285,1466,280650,6212,280650
286,1474,281650,6212,281650
287,1476,282650,6212,282650
288,1484,283650,6212,283650
288,1484,283650,6212,283650
289,1486,284650,6212,284650
290,1488,285650,6212,285650
291,1496,285980,6212,285980
292,1498,286980,6212,286980
293,1506,287790,6212,287790
294,1508,288790,6212,288790
295,1516,289790,6212,289790
296,1518,289900,6212,289900
297,1526,290370,6212,290370
298,1528,291370,6212,291370
299,1536,299370,6212,299370
300,1544,300020,6212,300020
301,1546,300670,6212,300670
301,1546,301670,6212,301670
301,1546,302670,6212,302670
302,1554,303320,6212,303320
302,1554,304320,6212,304320
303,1562,305130,6212,305130
303,1562,305450,6212,305450
304,1570,306450,6212,306450
304,1570,306450,6212,306450
305,1578,307450,6212,307450
306,1586,308260,6212,308260
307,1588,309260,6212,309260
308,1596,310070,6212,310070
308,1596,311070,6212,311070
309,1598,311880,6212,311880
310,1600,312350,6212,312350
311,1602,313160,6212,313160
311,1602,314160,6212,314160
312,1610,315160,6212,315160
313,1618,316160,6212,316160
314,1620,317160,6212,317160
315,1622,318160,6212,318160
316,1624,319160,6212,319160
317,1626,320160,6212,320160
318,1634,321160,6212,321160
319,1636,321390,6212,321390
320,1638,322390,6212,322390
321,1646,322390,6212,322390
322,1654,322390,6212,322390
323,1656,322390,6212,322390
323,1656,323390,6212,323390
324,1660,324200,6212,324200
325,1664,325200,6212,325200
325,1664,326010,6212,326010
326,1666,327010,6212,327010
327,1668,328010,6212,328010
328,1670,329010,6212,329010
329,1678,329470,6212,329470
330,1680,329470,6212,329470
331,1682,329790,6212,329790
331,1682,330790,6212,330790
332,1690,331380,6212,331380
333,1698,332190,6212,332190
334,1706,333190,6212,333190
334,1706,333660,6212,333660
334,1706,334660,6212,334660
335,1708,335660,6212,335660
335,1708,336660,6212,336660
336,1710,337660,6212,337660
337,1712,338660,6212,338660
338,1716,339660,6212,339660
338,1716,339660,6212,339660
338,1716,340660,6212,340660
339,1724,341660,6212,341660
339,1724,342470,6212,342470
340,1732,342840,6212,342840
341,1734,343000,6212,343000
341,1734,344000,6212,344000
342,1742,345000,6212,345000
343,1750,346000,6212,346000
343,1750,346230,6212,346230
344,1752,346230,6212,346230
345,1760,346550,6212,346550
345,1760,347550,6212,347550
346,1768,348550,6212,348550
347,1770,349550,6212,349550
348,1772,350550,6212,350550
348,1772,351010,6212,351010
348,1772,355010,6212,355010
349,1780,356010,6212,356010
350,1782,357010,6212,357010
350,1782,357480,6212,357480
351,1790,358070,6212,358070
352,1798,358540,6212,358540
352,1798,359540,6212,359540
353,1806,360540,6212,360540
353,1806,361540,6212,361540
354,1814,362540,6212,362540
354,1814,362860,6212,362860
354,1814,363860,6212,363860
354,1814,364670,6212,364670
355,1816,364900,6212,364900
356,1824,365900,6212,365900
357,1826,366710,6212,366710
357,1826,367180,6212,367180
357,1826,367650,6212,367650
358,1834,368650,6212,368650
358,1834,368650,6212,368650
359,1842,369650,6212,369650
360,1844,370300,6212,370300
360,1844,370770,6212,370770
361,1846,371580,6212,371580
361,1846,371580,6212,371580
361,1846,372580,6212,372580
362,1848,373580,6212,373580
363,1856,374580,6212,374580
364,1858,375580,6212,375580
365,1866,375580,6212,375580
366,1868,376580,6212,376580
367,1870,377050,6212,377050
367,1870,378050,6212,378050
367,1870,378860,6212,378860
368,1878,378860,6212,378860
369,1886,379860,6212,379860
370,1894,380670,6212,380670
371,1896,380670,6212,380670
371,1896,381670,6212,381670
372,1904,382670,6212,382670
373,1906,383670,6212,383670
374,1914,384670,6212,384670
374,1914,385140,6212,385140
374,1914,386140,6212,386140
375,1922,386610,6212,386610
376,1924,387610,6212,387610
376,1924,387610,6212,387610
377,1932,387930,6212,387930
378,1940,388930,6212,388930
379,1948,389930,6212,389930
380,1950,390930,6212,390930
381,1958,391930,6212,391930
382,1960,392740,6212,392740
383,1962,393210,6212,393210
384,1964,394210,6212,394210
385,1972,394680,6212,394680
386,1980,395680,6212,395680
387,1988,396680,6212,396680
388,1990,397680,6212,397680
389,1998,398680,6212,398680
389,1998,399680,6212,399680
390,2000,400150,6212,400150
390,2000,400610,6212,400610
391,2002,401610,6212,401610
391,2002,402610,6212,402610
392,2010,403610,6212,403610
392,2010,404610,6212,404610
393,2018,405080,6212,405080
394,2026,405080,6212,405080
395,2034,406080,6212,406080
396,2042,407080,6212,407080
397,2044,407080,6212,407080
398,2052,407890,6212,407890
399,2060,408890,6212,408890
400,2068,409700,6212,409700
401,2070,410510,6212,410510
401,2070,411510,6212,411510
401,2070,412510,6212,412510
401,2070,413510,6212,413510
402,2074,414510,6212,414510
403,2076,415320,6212,415320
404,2080,416320,6212,416320
405,2082,416970,6212,416970
406,2090,417970,6212,417970
407,2098,418970,6212,418970
408,2106,419970,6212,419970
409,2114,420520,6212,420520
409,2114,421520,6212,421520
410,2116,422520,6212,422520
411,2118,422840,6212,422840
412,2126,423310,6212,423310
413,2134,424310,6212,424310
414,2136,425310,6212,425310
415,2144,425310,6212,425310
415,2144,425630,6212,425630
416,2152,426440,6212,426440
416,2152,426440,6212,426440
417,2154,427440,6212,427440
417,2154,428090,6212,428090
417,2154,428900,6212,428900
418,2162,429710,6212,429710
419,2170,437710,6212,437710
420,2172,438710,6212,438710
421,2180,439710,6212,439710
421,2180,439710,6212,439710
422,2182,440520,6212,440520
423,2190,440750,6212,440750
424,2192,441340,6212,441340
425,2200,442340,6212,442340
426,2202,443340,6212,443340
427,2210,443810,6212,443810
427,2210,444810,6212,444810
428,2218,444810,6212,444810
429,2226,445280,6212,445280
430,2228,446280,6212,446280
431,2230,447280,6212,447280
432,2232,448090,6212,448090
432,2232,448560,6212,448560
433,2240,449370,6212,449370
433,2240,449840,6212,449840
433,2240,450840,6212,450840
433,2240,451160,6212,451160
434,2248,451160,6212,451160
435,2250,451970,6212,451970
436,2258,452970,6212,452970
437,2266,453970,6212,453970
437,2266,453970,6212,453970
438,2274,454520,6212,454520
439,2276,455330,6212,455330
440,2278,456330,6212,456330
441,2280,457330,6212,457330
442,2288,458330,6212,458330
442,2288,459330,6212,459330
442,2288,460330,6212,460330
442,2288,461140,6212,461140
442,2288,461950,6212,461950
443,2290,462950,6212,462950
443,2290,463950,6212,463950
444,2298,464950,6212,464950
444,2298,465950,6212,465950
445,2300,466760,6212,466760
445,2300,467230,6212,467230
446,2308,468230,6212,468230
447,2316,469230,6212,469230
448,2318,469230,6212,469230
449,2326,469230,6212,469230
449,2326,470040,6212,470040
450,2334,470150,6212,470150
451,2336,470960,6212,470960
451,2336,471960,6212,471960
452,2338,472770,6212,472770
452,2338,473770,6212,473770
453,2340,474580,6212,474580
454,2342,475390,6212,475390
455,2350,475710,6212,475710
456,2352,476710,6212,476710
457,2354,477710,6212,477710
458,2362,478520,6212,478520
459,2364,479070,6212,479070
460,2372,479070,6212,479070
461,2380,480070,6212,480070
462,2388,481070,6212,481070
463,2396,482070,6212,482070
464,2398,484070,6212,484070
464,2398,484070,6212,484070
465,2400,484530,6212,484530
466,2408,485530,6212,485530
466,2408,485530,6212,485530
466,2408,486530,6212,486530
467,2410,487530,6212,487530
468,2412,487530,6212,487530
469,2420,488530,6212,488530
470,2428,488530,6212,488530
471,2430,488850,6212,488850
472,2438,489850,6212,489850
473,2440,489850,6212,489850
474,2448,490850,6212,490850
475,2456,498850,6212,498850
476,2464,499850,6212,499850
476,2464,500500,6212,500500
476,2464,501500,6212,501500
477,2466,502500,6212,502500
478,2468,503310,6212,503310
479,2476,504310,6212,504310
479,2476,504780,6212,504780
480,2478,505780,6212,505780
481,2486,506780,6212,506780
482,2490,507780,6212,507780
482,2490,508590,6212,508590
483,2498,509590,6212,509590
484,2500,509590,6212,509590
485,2502,510590,6212,510590
486,2506,511590,6212,511590
487,2514,512400,6212,512400
488,2518,513400,6212,513400
488,2518,514210,6212,514210
489,2520,515020,6212,515020
489,2520,515670,6212,515670
490,2522,516670,6212,516670
491,2526,517480,6212,517480
491,2526,518480,6212,518480
491,2526,518940,6212,518940
492,2534,518940,6212,518940
493,2542,519940,6212,519940
493,2542,520490,6212,520490
494,2550,520490,6212,520490
494,2550,520490,6212,520490
495,2552,521300,6212,521300
495,2552,521770,6212,521770
496,2554,522770,6212,522770
497,2562,523580,6212,523580
497,2562,524050,6212,524050
497,2562,524050,6212,524050
498,2570,525050,6212,525050
499,2578,525860,6212,525860
499,2578,526330,6212,526330
500,2586,526800,6212,526800
500,2586,527120,6212,527120
500,2586,527440,6212,527440
500,2586,527440,6212,527440
500,2586,528440,6212,528440
500,2586,528760,6212,528760
501,2594,529570,6212,529570
502,2602,530570,6212,530570
502,2602,531040,6212,531040
503,2610,531040,6212,531040
504,2612,533040,6212,533040
504,2612,533590,6212,533590
504,2612,534240,6212,534240
504,2612,535240,6212,535240
505,2614,535710,6212,535710
506,2622,536710,6212,536710
507,2630,536710,6212,536710
508,2638,536710,6212,536710
508,2638,536710,6212,536710
509,2646,536940,6212,536940
510,2648,537260,6212,537260
511,2650,538260,6212,538260
512,2654,538260,6212,538260
513,2662,546260,6212,546260
514,2664,546580,6212,546580
514,2664,546580,6212,546580
514,2664,546900,6212,546900
514,2664,547710,6212,547710
515,2672,547710,6212,547710
516,2680,547940,6212,547940
517,2681,548940,6212,548940
517,2681,549410,6212,549410
518,2689,550410,6212,550410
518,2689,551410,6212,551410
519,2691,552060,6212,552060
520,2693,553060,6212,553060
521,2701,561060,6212,561060
522,2703,561060,6212,561060
523,2704,562060,6212,562060
524,2706,562060,6212,562060
525,2714,562870,6212,562870
526,2722,563870,6212,563870
527,2724,564090,6212,564090
528,2732,565090,6212,565090
528,2732,565090,6212,565090
529,2734,566090,6212,566090
530,2742,567090,6212,567090
530,2742,567900,6212,567900
531,2744,568370,6212,568370
532,2752,569020,6212,569020
533,2760,569020,6212,569020
533,2760,570020,6212,570020
533,2760,570490,6212,570490
533,2760,570810,6212,570810
534,2768,570810,6212,570810
535,2776,571810,6212,571810
535,2776,572810,6212,572810
535,2776,573810,6212,573810
535,2776,574810,6212,574810
536,2784,575810,6212,575810
536,2784,576810,6212,576810
536,2784,577810,6212,577810
537,2792,578810,6212,578810
538,2800,579620,6212,579620
538,2800,580620,6212,580620
538,2800,581430,6212,581430
538,2800,581900,6212,581900
539,2808,581900,6212,581900
540,2810,582710,6212,582710
540,2810,583710,6212,583710
541,2812,583760,6212,583760
542,2820,584760,6212,584760
543,2822,585570,6212,585570
543,2822,585890,6212,585890
544,2824,586700,6212,586700
544,2824,587350,6212,587350
544,2824,588350,6212,588350
545,2826,589350,6212,589350
545,2826,590350,6212,590350
546,2834,591350,6212,591350
546,2834,592350,6212,592350
546,2834,592350,6212,592350
546,2834,593350,6212,593350
547,2842,594160,6212,594160
547,2842,594970,6212,594970
547,2842,594970,6212,594970
547,2842,594970,6212,594970
548,2850,595970,6212,595970
548,2850,596780,6212,596780
549,2858,597780,6212,597780
549,2858,598780,6212,598780
549,2858,599250,6212,599250
549,2858,600250,6212,600250
549,2858,601250,6212,601250
550,2860,601250,6212,601250
550,2860,601720,6212,601720
551,2862,602530,6212,602530
552,2864,602760,6212,602760
552,2864,602760,6212,602760
553,2866,603570,6212,603570
554,2874,604380,6212,604380
555,2878,605380,6212,605380
556,2880,606380,6212,606380
557,2888,607380,6212,607380
558,2890,608380,6212,608380
559,2892,608840,6212,608840
560,2894,609840,6212,609840
560,2894,609840,6212,609840
561,2902,617840,6212,617840
561,2902,618300,6212,618300
561,2902,618760,6212,618760
562,2910,619230,6212,619230
563,2912,619460,6212,619460
564,2920,619460,6212,619460
564,2920,619460,6212,619460
565,2928,619830,6212,619830
565,2928,620830,6212,620830
565,2928,621480,6212,621480
566,2936,622480,6212,622480
566,2936,623480,6212,623480
566,2936,624480,6212,624480
566,2936,624950,6212,624950
567,2944,625950,6212,625950
568,2946,626420,6212,626420
568,2946,627420,6212,627420
568,2946,628230,6212,628230
568,2946,628550,6212,628550
568,2946,629550,6212,629550
569,2948,630550,6212,630550
570,2950,630550,6212,630550
571,2958,631200,6212,631200
572,2966,632200,6212,632200
572,2966,632670,6212,632670
572,2966,633670,6212,633670
573,2974,634670,6212,634670
574,2982,635670,6212,635670
575,2984,636670,6212,636670
576,2986,637670,6212,637670
577,2994,638480,6212,638480
578,3002,639480,6212,639480
578,3002,640290,6212,640290
579,3010,641290,6212,641290
579,3010,642100,6212,642100
579,3010,642100,6212,642100
580,3018,643100,6212,643100
581,3020,644100,6212,644100
581,3020,644570,6212,644570
581,3020,645040,6212,645040
582,3022,646040,6212,646040
582,3022,646360,6212,646360
582,3022,647170,6212,647170
582,3022,647170,6212,647170
583,3030,647980,6212,647980
583,3030,648980,6212,648980
584,3032,649980,6212,649980
585,3034,650980,6212,650980
586,3036,650980,6212,650980
586,3036,651570,6212,651570
586,3036,652380,6212,652380
586,3036,652850,6212,652850
586,3036,653320,6212,653320
587,3038,653320,6212,653320
587,3038,653790,6212,653790
588,3046,654790,6212,654790
589,3054,655790,6212,655790
590,3056,656790,6212,656790
590,3056,657600,6212,657600
590,3056,658070,6212,658070
591,3064,658070,6212,658070
592,3072,658620,6212,658620
592,3072,659090,6212,659090
593,3080,660090,6212,660090
593,3080,660410,6212,660410
594,3082,661410,6212,661410
595,3084,662410,6212,662410
595,3084,663410,6212,663410
595,3084,664220,6212,664220
595,3084,665220,6212,665220
595,3084,666220,6212,666220
595,3084,666220,6212,666220
595,3084,666540,6212,666540
596,3092,667540,6212,667540
597,3100,668130,6212,668130
598,3102,669130,6212,669130
599,3104,670130,6212,670130
600,3106,670450,6212,670450
601,3114,671450,6212,671450
602,3116,672450,6212,672450
602,3116,672920,6212,672920
602,3116,673920,6212,673920
602,3116,673920,6212,673920
603,3118,674730,6212,674730
603,3118,675200,6212,675200
603,3118,675200,6212,675200
604,3126,676200,6212,676200
605,3134,676670,6212,676670
606,3142,677130,6212,677130
607,3150,678130,6212,678130
608,3152,679130,6212,679130
608,3152,680130,6212,680130
608,3152,680130,6212,680130
608,3152,681130,6212,681130
609,3154,682130,6212,682130
610,3156,683130,6212,683130
610,3156,683130,6212,683130
610,3156,684130,6212,684130
611,3164,685130,6212,685130
612,3172,693130,6212,693130
613,3180,693130,6212,693130
614,3184,694130,6212,694130
615,3192,694780,6212,694780
616,3200,695780,6212,695780
617,3202,696590,6212,696590
617,3202,697590,6212,697590
617,3202,697910,6212,697910
617,3202,697910,6212,697910
618,3204,698720,6212,698720
618,3204,699720,6212,699720
618,3204,699720,6212,699720
619,3212,700720,6212,700720
619,3212,701530,6212,701530
619,3212,702180,6212,702180
619,3212,702990,6212,702990
620,3220,703990,6212,703990
621,3222,704990,6212,704990
622,3224,705990,6212,705990
622,3224,705990,6212,705990
623,3226,706310,6212,706310
624,3228,706780,6212,706780
624,3228,707590,6212,707590
624,3228,708400,6212,708400
624,3228,708870,6212,708870
625,3236,709340,6212,709340
625,3236,709340,6212,709340
626,3237,709810,6212,709810
627,3245,710810,6212,710810
628,3247,711810,6212,711810
628,3247,712810,6212,712810
629,3249,713810,6212,713810
629,3249,713810,6212,713810
629,3249,713810,6212,713810
629,3249,714810,6212,714810
630,3251,715810,6212,715810
630,3251,716810,6212,716810
630,3251,717810,6212,717810
631,3259,718620,6212,718620
631,3259,719620,6212,719620
632,3261,720620,6212,720620
633,3263,721620,6212,721620
633,3263,722620,6212,722620
634,3271,723430,6212,723430
635,3279,724430,6212,724430
636,3287,725430,6212,725430
637,3289,726430,6212,726430
637,3289,727240,6212,727240
638,3293,727240,6212,727240
638,3293,728240,6212,728240
639,3295,729240,6212,729240
639,3295,729710,6212,729710
640,3303,730300,6212,730300
641,3305,731300,6212,731300
642,3307,731300,6212,731300
643,3315,732300,6212,732300
643,3315,733300,6212,733300
643,3315,734300,6212,734300
643,3315,734300,6212,734300
643,3315,735110,6212,735110
643,3315,735110,6212,735110
643,3315,735110,6212,735110
643,3315,735110,6212,735110
643,3315,735570,6212,735570
643,3315,736570,6212,736570
644,3323,737570,6212,737570
645,3325,737790,6212,737790
646,3327,738260,6212,738260
647,3331,738260,6212,738260
648,3339,738730,6212,738730
649,3347,739730,6212,739730
650,3355,739730,6212,739730
651,3357,740730,6212,740730
652,3365,741730,6212,741730
652,3365,741730,6212,741730
653,3367,742730,6212,742730
654,3371,742840,6212,742840
654,3371,743840,6212,743840
655,3373,744840,6212,744840
655,3373,744840,6212,744840
656,3375,745840,6212,745840
656,3375,746310,6212,746310
657,3383,746310,6212,746310
658,3384,747310,6212,747310
659,3392,748120,6212,748120
659,3392,748120,6212,748120
659,3392,748930,6212,748930
660,3400,749930,6212,749930
661,3402,750930,6212,750930
662,3410,750930,6212,750930
662,3410,751400,6212,751400
663,3418,752400,6212,752400
664,3420,752400,6212,752400
664,3420,752400,6212,752400
665,3428,753400,6212,753400
665,3428,753870,6212,753870
665,3428,754870,6212,754870
666,3430,755190,6212,755190
667,3438,756000,6212,756000
668,3446,757000,6212,757000
669,3454,757000,6212,757000
669,3454,758000,6212,758000
670,3456,758650,6212,758650
671,3458,759460,6212,759460
672,3460,760460,6212,760460
673,3468,760570,6212,760570
673,3468,761570,6212,761570
673,3468,761570,6212,761570
674,3470,761570,6212,761570
674,3470,762570,6212,762570
674,3470,763380,6212,763380
675,3472,764380,6212,764380
676,3474,764850,6212,764850
677,3478,764850,6212,764850
677,3478,765320,6212,765320
678,3480,766320,6212,766320
678,3480,766970,6212,766970
679,3482,766970,6212,766970
679,3482,767320,6212,767320
680,3484,767790,6212,767790
680,3484,768340,6212,768340
681,3486,769340,6212,769340
681,3486,770340,6212,770340
681,3486,771340,6212,771340
681,3486,771670,6212,771670
682,3494,772670,6212,772670
682,3494,773480,6212,773480
682,3494,773950,6212,773950
682,3494,774270,6212,774270
683,3502,774740,6212,774740
684,3510,775740,6212,775740
685,3512,776740,6212,776740
685,3512,777390,6212,777390
