ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1209457.03,52.1,31.6,941100.15,40.54
1209457.03,52.1,31.6,941079.94,40.54
1209252.06,52.11,31.61,941054.18,40.55
1208953.85,52.11,31.61,940653.14,40.54
1208629.81,52.1,31.6,940408.84,40.54
1210467.52,52.2,31.7,941582.53,40.6
1210701.95,52.22,31.72,941988.45,40.63
1210496.98,52.23,31.73,941825.68,40.64
1210939.7,52.26,31.77,942668.63,40.69
1211154.3,52.29,31.79,943748.16,40.74
1211272.81,52.29,31.79,943943.95,40.75
1211067.84,52.3,31.81,943678.71,40.76
1211302.27,52.33,31.83,944577.86,40.8
1211302.27,52.33,31.83,945195.12,40.83
1211097.29,52.34,31.84,945181.85,40.85
1210892.32,52.35,31.86,945177.76,40.86
1210687.34,52.37,31.87,946229.88,40.93
1210687.34,52.37,31.87,946199.03,40.93
1210397.77,52.37,31.88,945519.67,40.91
1210192.8,52.39,31.89,945354.19,40.92
1210218.86,52.41,31.91,947512.9,41.03
1210013.89,52.42,31.93,947465.34,41.05
1209808.91,52.44,31.94,947293.13,41.06
1209603.94,52.45,31.95,947550.29,41.09
1209838.37,52.47,31.98,947620.9,41.1
1209653.39,52.49,31.99,947490.3,41.11
1211530.07,52.59,32.09,950423.21,41.26
1211530.07,52.59,32.09,950409.65,41.26
1211530.07,52.59,32.09,950413.06,41.26
1211772.79,52.61,32.12,950413.27,41.27
1211756.6,52.63,32.13,950570.66,41.29
1212014.82,52.65,32.15,950401.58,41.29
1212269.32,52.67,32.17,953051.24,41.41
1212064.35,52.69,32.19,953541.24,41.45
1211859.37,52.7,32.2,953499.02,41.46
1211494.82,52.7,32.2,953654.84,41.48
1211494.82,52.7,32.2,953542.07,41.48
1211289.84,52.71,32.21,953489.38,41.49
1211273.64,52.73,32.23,953496.07,41.51
1211068.67,52.74,32.25,953215.65,41.51
1210863.69,52.76,32.26,953680.4,41.55
1210658.72,52.77,32.27,953679.52,41.57
1209954.77,52.76,32.27,952881.64,41.55
1210982.01,52.83,32.34,952779.98,41.57
1210965.81,52.85,32.35,952779.98,41.58
1210965.81,52.85,32.35,952779.98,41.58
1210778.33,52.85,32.35,952602.49,41.58
1210573.35,52.86,32.36,952595.23,41.6
1210659.08,52.88,32.38,952818.81,41.61
1210494.1,52.89,32.39,952387.93,41.61
1210477.91,52.91,32.41,952385.93,41.63
1211734.54,52.97,32.47,953505.24,41.68
1212357.33,53.02,32.52,953128.27,41.68
1212958.16,53.06,32.57,953196.26,41.7
1212324.19,53.06,32.56,952829.88,41.7
1212447.42,53.08,32.58,954397.89,41.78
1212068.02,53.08,32.58,954418.52,41.79
1211943.74,53.09,32.6,954018.06,41.79
1212713.87,53.15,32.65,953889.4,41.81
1212832.3,53.17,32.68,956210.36,41.92
1213138.61,53.2,32.7,956721.52,41.95
1212973.99,53.21,32.71,956640.4,41.97
1213912.96,53.26,32.77,958249.1,42.05
1214753.75,53.32,32.83,960930.12,42.18
1214989.89,53.35,32.85,961752.63,42.23
1214678.88,53.34,32.85,962063.21,42.25
1214268.93,53.37,32.88,962457.33,42.3
1215359.55,53.44,32.95,962534.9,42.33
1215359.55,53.44,32.95,962534.9,42.33
1215359.55,53.44,32.95,962563.74,42.33
1215029.65,53.45,32.95,961874.66,42.31
1215013.45,53.47,32.97,962049.89,42.34
1214808.47,53.48,32.98,962976.5,42.39
1214603.5,53.5,33.0,962983.76,42.41
1214398.52,53.51,33.01,962878.64,42.43
1214398.52,53.51,33.01,962878.64,42.43
1214233.9,53.53,33.03,962686.54,42.44
1214028.92,53.54,33.04,962918.89,42.47
1214028.92,53.54,33.04,962870.69,42.46
1215583.02,53.61,33.11,966603.82,42.63
1215059.69,53.61,33.11,966584.19,42.64
1215043.49,53.62,33.13,967135.94,42.68
1214838.52,53.64,33.14,967169.37,42.7
1214961.75,53.66,33.16,967547.09,42.73
1214961.75,53.66,33.16,967660.95,42.74
1215227.82,53.7,33.2,967744.5,42.76
1215022.85,53.71,33.21,967904.01,42.79
1214495.0,53.71,33.21,967108.41,42.77
1214290.02,53.73,33.23,967350.09,42.8
1214085.04,53.74,33.24,967294.62,42.82
1214262.35,53.76,33.26,967939.25,42.86
1214603.57,53.8,33.3,967842.79,42.87
1215251.29,53.85,33.36,968160.89,42.9
1215689.63,53.88,33.39,970775.16,43.03
1216919.33,53.96,33.46,973601.66,43.17
1216714.35,53.98,33.48,974217.83,43.22
1216509.38,53.99,33.49,974174.07,43.24
1216304.4,54.01,33.51,974410.2,43.27
1216099.43,54.02,33.52,974496.14,43.29
1215894.45,54.04,33.54,974238.44,43.3
1215689.48,54.05,33.55,974311.21,43.32
1215320.07,54.05,33.55,973893.51,43.31
1215303.87,54.06,33.57,973617.68,43.31
1214893.62,54.07,33.57,973485.42,43.32
1214893.62,54.07,33.57,973485.42,43.32
1215516.41,54.12,33.62,973441.69,43.34
1215103.84,54.12,33.63,972380.81,43.31
1214979.57,54.14,33.64,972972.82,43.36
1214774.59,54.16,33.66,972774.23,43.37
1214450.56,54.15,33.66,972416.03,43.36
1214450.56,54.15,33.66,972419.02,43.36
1214094.85,54.16,33.66,971621.14,43.35
1213889.87,54.18,33.68,971605.35,43.36
1213684.89,54.19,33.69,971491.24,43.38
1213479.92,54.21,33.71,973001.9,43.47
1216291.76,54.33,33.84,973973.01,43.51
1216291.76,54.33,33.84,974080.2,43.51
1215937.07,54.34,33.84,973477.83,43.5
1215920.87,54.36,33.86,973235.34,43.51
1215715.9,54.37,33.87,973355.04,43.53
1216633.09,54.41,33.91,974344.7,43.58
1216633.09,54.41,33.91,974313.98,43.57
1216633.09,54.41,33.91,974313.98,43.57
1216428.12,54.43,33.93,974219.36,43.59
1216223.14,54.44,33.94,974185.16,43.61
1216028.17,54.46,33.96,974167.34,43.63
1215673.48,54.45,33.96,973776.46,43.62
1215549.8,54.47,33.98,974266.19,43.66
1215332.2,54.48,33.99,974905.57,43.7
1215137.23,54.5,34.0,975012.67,43.73
1215137.23,54.5,34.0,974961.39,43.73
1214932.25,54.51,34.02,975234.76,43.76
1215973.91,54.58,34.09,976610.61,43.84
1216097.15,54.61,34.11,976852.39,43.86
1215892.17,54.62,34.12,976828.52,43.88
1215687.2,54.64,34.14,977607.42,43.94
1215482.22,54.65,34.15,977140.79,43.94
1215331.34,54.67,34.17,976810.23,43.94
1215454.57,54.69,34.19,977839.99,44.0
1215454.57,54.69,34.19,977803.92,44.0
1215689.0,54.71,34.22,977605.1,44.0
1215672.81,54.73,34.24,978303.5,44.05
1215514.0,54.74,34.24,977815.67,44.04
1215309.02,54.76,34.26,977758.27,44.05
1215114.04,54.77,34.28,977369.07,44.06
1215114.04,54.77,34.28,977369.07,44.06
1214909.07,54.79,34.29,977367.69,44.08
1214704.09,54.8,34.31,977367.69,44.1
1214499.12,54.82,34.32,977350.49,44.12
1214834.76,54.86,34.36,978427.63,44.18
1214649.78,54.88,34.38,979664.26,44.26
1215263.72,54.92,34.42,979801.99,44.28
1214939.69,54.92,34.42,979621.28,44.28
1214923.49,54.94,34.44,979793.95,44.3
1214440.3,54.93,34.43,979133.16,44.29
1214377.8,54.95,34.45,978467.56,44.27
1214147.05,54.95,34.45,978209.16,44.27
1213722.7,54.94,34.44,977905.75,44.27
1213722.7,54.94,34.44,977909.64,44.27
1213517.73,54.96,34.46,977961.95,44.29
1212817.05,54.95,34.45,977230.72,44.28
1212924.33,54.98,34.48,979143.7,44.38
1212719.36,54.99,34.5,979097.21,44.4
1213047.07,55.02,34.52,979552.88,44.43
1213030.87,55.04,34.54,979340.95,44.43
1212528.18,55.03,34.53,978880.92,44.43
1212528.18,55.03,34.53,978916.27,44.43
1212323.21,55.05,34.55,979239.69,44.46
1212671.57,55.07,34.57,979098.63,44.46
1213712.75,55.13,34.63,978953.27,44.46
1213696.55,55.14,34.65,978686.25,44.47
1213716.55,55.15,34.65,979885.26,44.52
1215026.64,55.21,34.72,982602.05,44.65
1215052.71,55.24,34.74,982211.48,44.65
1214847.73,55.26,34.76,982144.96,44.67
1214642.76,55.27,34.77,982092.69,44.69
1214672.76,55.27,34.77,982129.99,44.69
1214672.76,55.27,34.77,982129.99,44.69
1214467.78,55.29,34.79,982096.44,44.71
1216459.59,55.4,34.91,985189.13,44.87
1216254.61,55.42,34.92,985645.08,44.91
1216049.63,55.44,34.94,985886.36,44.94
1216251.4,55.45,34.95,988620.3,45.07
1216251.4,55.45,34.95,988653.16,45.07
1217039.31,55.48,34.98,989156.65,45.09
1216834.33,55.5,35.0,989131.27,45.11
1216834.33,55.5,35.0,990728.92,45.18
1216750.41,55.52,35.02,990666.17,45.2
1216545.44,55.53,35.04,990941.02,45.24
1216113.94,55.54,35.04,990134.25,45.22
1216441.65,55.56,35.07,990489.85,45.24
1216415.46,55.58,35.09,990398.66,45.26
1216399.26,55.6,35.1,990393.34,45.27
1216194.28,55.62,35.12,990405.06,45.29
1216428.71,55.64,35.14,990663.66,45.31
1216428.71,55.64,35.14,990663.66,45.31
1216428.71,55.64,35.14,990663.66,45.31
1216428.71,55.64,35.14,990663.66,45.31
1216223.74,55.66,35.16,990429.2,45.32
1215854.49,55.66,35.16,989975.51,45.32
1217930.91,55.78,35.28,990273.79,45.35
1217914.71,55.8,35.3,990939.58,45.4
1217914.71,55.8,35.3,990787.01,45.4
1217898.51,55.82,35.32,991321.62,45.44
1217898.51,55.82,35.32,991321.62,45.44
1217713.54,55.84,35.34,991305.62,45.46
1217508.56,55.85,35.36,991835.58,45.5
1217129.15,55.85,35.35,991871.25,45.51
1216883.83,55.86,35.37,991535.37,45.52
1216598.9,55.88,35.38,991134.11,45.52
1216833.33,55.9,35.4,991353.98,45.54
1216628.35,55.92,35.42,991023.27,45.55
1216423.38,55.93,35.43,990762.03,45.56
1216495.51,55.96,35.46,993202.67,45.69
1216577.71,55.98,35.48,993249.8,45.7
1216372.74,55.99,35.5,993160.24,45.72
1216197.76,56.01,35.51,992828.28,45.72
1215710.71,56.01,35.51,992088.48,45.71
1215341.31,56.0,35.51,993013.16,45.76
1216365.5,56.08,35.58,992560.64,45.76
1216359.3,56.1,35.6,992212.84,45.76
1216157.08,56.09,35.6,991946.26,45.75
1216140.89,56.11,35.62,991771.25,45.76
1216418.0,56.13,35.63,994672.49,45.9
1216418.0,56.13,35.63,994672.49,45.9
1216418.0,56.13,35.63,994672.49,45.9
1216213.02,56.14,35.65,994598.59,45.91
1216611.23,56.17,35.67,994595.53,45.92
1216420.74,56.19,35.69,994743.23,45.95
1216420.74,56.19,35.69,994743.23,45.95
1216655.17,56.21,35.71,995406.68,45.99
1216450.19,56.22,35.73,995406.68,46.01
1216245.22,56.24,35.74,995406.68,46.03
1216245.22,56.24,35.74,995660.93,46.04
1216281.48,56.27,35.77,994775.71,46.02
1216076.5,56.29,35.79,994765.77,46.04
1215871.53,56.3,35.8,995055.4,46.08
1215871.53,56.3,35.8,994964.16,46.07
1215871.53,56.3,35.8,994962.14,46.07
1215666.55,56.32,35.82,994984.19,46.1
1215461.58,56.34,35.84,994984.63,46.12
1215638.88,56.36,35.86,995631.65,46.16
1215622.68,56.38,35.88,995600.16,46.18
1215417.71,56.4,35.9,995557.95,46.19
1215212.73,56.41,35.92,995504.59,46.21
1215007.76,56.43,35.93,995672.73,46.24
1215212.36,56.45,35.96,997455.35,46.34
1214920.81,56.45,35.95,997149.68,46.33
1214715.83,56.47,35.97,996942.74,46.34
1214801.39,56.47,35.97,996967.23,46.34
1214596.41,56.49,35.99,996974.74,46.37
1214596.41,56.49,35.99,996961.44,46.36
1214169.47,56.52,36.02,996288.1,46.38
1214403.9,56.54,36.04,996365.93,46.39
1214408.05,56.56,36.07,995841.69,46.38
1214203.08,56.58,36.08,996505.12,46.44
1214055.85,56.58,36.08,996477.3,46.44
1213521.89,56.58,36.08,995889.69,46.43
1213316.91,56.59,36.1,995886.74,46.45
1213111.94,56.61,36.11,996607.89,46.51
1212906.96,56.63,36.13,996939.05,46.54
1212527.56,56.62,36.12,996448.68,46.53
1212322.58,56.64,36.14,996687.73,46.56
1212117.61,56.65,36.16,996623.61,46.58
1211912.63,56.67,36.17,996610.17,46.6
1211912.63,56.67,36.17,996673.13,46.61
1212521.27,56.73,36.23,996511.7,46.62
1212521.27,56.73,36.23,996543.13,46.62
1212316.29,56.74,36.25,996555.82,46.64
1212086.06,56.74,36.24,996289.12,46.64
1211938.44,56.74,36.24,996183.55,46.64
1211938.44,56.74,36.24,995966.69,46.63
1211733.46,56.76,36.26,995848.04,46.65
1211967.89,56.78,36.28,996419.98,46.68
1211762.92,56.8,36.3,996486.11,46.71
1211650.31,56.82,36.32,996663.6,46.74
1211722.44,56.85,36.35,999218.51,46.88
1211343.04,56.84,36.35,998840.93,46.87
1211056.76,56.86,36.36,999016.02,46.9
1211300.66,56.87,36.37,999610.72,46.93
1211095.69,56.89,36.39,1000884.53,47.01
1211423.4,56.91,36.41,1003112.98,47.12
1211423.4,56.91,36.41,1003112.98,47.12
1211327.03,56.93,36.43,1003029.93,47.14
1211310.83,56.95,36.46,1002870.66,47.15
1210959.54,56.95,36.45,1002480.32,47.14
1210911.56,56.97,36.47,1001985.25,47.14
1210579.09,56.97,36.48,1001377.36,47.13
1210404.11,56.99,36.5,1001466.96,47.15
1211050.04,57.05,36.55,1002268.96,47.21
1211033.84,57.07,36.57,1002238.11,47.23
1211033.84,57.07,36.57,1002216.18,47.23
1211462.16,57.12,36.62,1002023.85,47.24
1211435.97,57.14,36.64,1002664.33,47.29
1210435.97,57.12,36.62,1001664.33,47.27
1210230.99,57.14,36.64,1002365.12,47.32
1210230.99,57.14,36.64,1002340.79,47.32
1210230.99,57.14,36.64,1002344.59,47.32
1210107.32,57.16,36.66,1001673.98,47.31
1210107.32,57.16,36.66,1002846.06,47.37
1209902.34,57.17,36.68,1002861.4,47.39
1209697.36,57.19,36.69,1003557.01,47.45
1209681.17,57.21,36.72,1003589.35,47.47
1209386.18,57.21,36.71,1003351.69,47.46
1209373.51,57.22,36.72,1003454.03,47.47
1209188.54,57.23,36.74,1004540.66,47.55
1209342.77,57.27,36.77,1004887.73,47.59
1210010.46,57.31,36.81,1005823.51,47.64
1209886.19,57.33,36.84,1007861.03,47.76
1209720.17,57.35,36.86,1007713.34,47.78
1209515.2,57.37,36.87,1007721.73,47.8
1209310.22,57.39,36.89,1007768.39,47.82
1209310.22,57.39,36.89,1007768.39,47.82
1209105.24,57.41,36.91,1007459.78,47.83
1209089.05,57.43,36.93,1007595.03,47.86
1209303.65,57.45,36.95,1007339.07,47.86
1209830.55,57.49,36.99,1007322.31,47.86
1209814.36,57.51,37.01,1008665.87,47.95
1209609.38,57.52,37.03,1008835.83,47.98
1209404.4,57.54,37.04,1009290.29,48.02
1209404.4,57.54,37.04,1009322.1,48.02
1208904.51,57.55,37.05,1008718.94,48.02
1208136.34,57.62,37.12,1008401.38,48.09
1208687.58,57.67,37.17,1010150.87,48.2
1208522.95,57.69,37.19,1009751.8,48.2
1208522.95,57.69,37.19,1009805.89,48.2
1208757.38,57.71,37.21,1012129.35,48.32
1208757.38,57.71,37.21,1012095.96,48.32
1208456.12,57.71,37.21,1012077.86,48.33
1208232.33,57.72,37.22,1011263.89,48.31
1207729.64,57.72,37.22,1010716.13,48.3
1209769.71,57.82,37.32,1010954.49,48.32
1209753.52,57.84,37.35,1011163.06,48.35
1209548.54,57.86,37.36,1011369.5,48.38
1209725.84,57.89,37.39,1012177.22,48.43
1209728.29,57.89,37.39,1012193.86,48.43
1209523.31,57.9,37.41,1013945.76,48.54
1209523.31,57.9,37.41,1014137.36,48.55
1209318.34,57.92,37.42,1015232.72,48.63
1208938.93,57.92,37.42,1015052.61,48.63
1208614.9,57.91,37.42,1015304.77,48.65
1208614.9,57.91,37.42,1015304.77,48.65
1208614.9,57.91,37.42,1015038.96,48.64
1208409.92,57.93,37.43,1014964.39,48.66
1208204.94,57.95,37.45,1015563.3,48.71
1208188.75,57.97,37.47,1016323.84,48.77
1207983.77,57.99,37.49,1016322.01,48.79
1207778.8,58.01,37.51,1016322.01,48.81
1207762.6,58.03,37.53,1015888.45,48.81
1207696.65,58.05,37.55,1015533.78,48.81
1207680.45,58.07,37.57,1015665.25,48.84
1207415.59,58.08,37.58,1015263.7,48.84
1207415.59,58.08,37.58,1015263.7,48.84
1207036.19,58.08,37.58,1015286.51,48.85
1206851.21,58.09,37.6,1015216.8,48.87
1206428.97,58.09,37.59,1014920.42,48.87
1206736.44,58.13,37.64,1014635.73,48.88
1206531.47,58.15,37.65,1014681.14,48.91
1206326.49,58.17,37.67,1014770.9,48.93
1206326.49,58.17,37.67,1014770.9,48.93
1206541.09,58.2,37.7,1015843.38,49.0
1207559.07,58.25,37.75,1016660.22,49.04
1207559.07,58.25,37.75,1017242.8,49.07
1207354.09,58.26,37.77,1017219.51,49.09
1207528.71,58.27,37.77,1019386.83,49.19
1207716.49,58.29,37.8,1019634.2,49.22
1207531.51,58.31,37.82,1021055.04,49.31
1207535.67,58.34,37.84,1022262.51,49.39
1209041.66,58.43,37.93,1022645.02,49.42
1208836.68,58.45,37.95,1022596.38,49.44
1208508.49,58.44,37.95,1022322.01,49.44
1208492.3,58.47,37.97,1022408.65,49.46
1208492.3,58.47,37.97,1022302.79,49.46
1208287.32,58.48,37.99,1022452.47,49.49
1208082.34,58.5,38.0,1022539.6,49.52
1207704.65,58.5,38.0,1022130.18,49.51
1207509.08,58.49,38.0,1021453.19,49.48
1207531.09,58.52,38.02,1020579.64,49.46
1207326.11,58.54,38.04,1020573.61,49.48
1207121.14,58.55,38.06,1021179.78,49.54
1207121.14,58.55,38.06,1021179.78,49.54
1207298.44,58.58,38.08,1020922.69,49.54
1207586.88,58.6,38.11,1020811.37,49.54
1207168.02,58.61,38.11,1020419.86,49.54
1207168.02,58.61,38.11,1020385.91,49.54
1207044.35,58.63,38.13,1020382.49,49.56
1206839.37,58.65,38.15,1020302.46,49.58
1207053.97,58.67,38.18,1020437.42,49.6
1207712.34,58.73,38.24,1020244.19,49.62
1208060.7,58.75,38.26,1020503.01,49.63
1207855.73,58.77,38.28,1020097.09,49.64
1207650.75,58.79,38.29,1019765.42,49.65
1208774.44,58.88,38.38,1019174.38,49.64
1208569.46,58.89,38.4,1019091.83,49.66
1207861.0,58.89,38.39,1018437.31,49.65
1208831.21,58.94,38.45,1020593.36,49.77
1208815.01,58.97,38.47,1021011.14,49.81
1208610.04,58.99,38.49,1021148.38,49.84
1208405.06,59.01,38.51,1021113.63,49.86
1208824.53,59.04,38.54,1021880.44,49.91
1208824.53,59.04,38.54,1021880.44,49.91
1209058.96,59.06,38.57,1021858.97,49.92
1209042.76,59.09,38.59,1021745.19,49.93
1208837.79,59.11,38.61,1022986.4,50.02
1208632.81,59.12,38.63,1022880.63,50.04
1208632.81,59.12,38.63,1022880.63,50.04
1211146.08,59.28,38.78,1025060.09,50.17
1210941.11,59.3,38.8,1026898.04,50.28
1210736.13,59.31,38.82,1026784.07,50.3
1210770.65,59.34,38.84,1025993.44,50.28
1210754.45,59.36,38.86,1025833.33,50.3
1210905.02,59.39,38.9,1026804.38,50.36
1210927.46,59.42,38.93,1026937.67,50.39
1210736.87,59.44,38.95,1026750.63,50.41
1210491.54,59.46,38.96,1027029.98,50.45
1210889.75,59.49,38.99,1028978.04,50.55
1210889.75,59.49,38.99,1029008.75,50.55
1210684.78,59.51,39.01,1028894.56,50.57
1210479.8,59.53,39.03,1029039.95,50.6
1211627.52,59.61,39.11,1031545.9,50.75
1211422.54,59.63,39.13,1031976.25,50.8
1211422.54,59.63,39.13,1031976.25,50.8
1211320.65,59.65,39.16,1032266.31,50.84
1211191.23,59.68,39.18,1032441.08,50.87
1211314.47,59.7,39.21,1032334.41,50.88
1213254.05,59.83,39.33,1033300.7,50.95
1212955.84,59.82,39.32,1033067.73,50.95
1212800.35,59.82,39.32,1032951.01,50.95
1212595.37,59.84,39.34,1032977.5,50.98
1212650.04,59.85,39.35,1032949.98,50.98
1212633.84,59.87,39.38,1032874.24,51.0
1212633.84,59.87,39.38,1032826.94,51.0
1214943.88,59.99,39.49,1034001.08,51.05
1214738.91,60.01,39.51,1035169.16,51.14
1214738.91,60.01,39.51,1035136.7,51.14
1214738.91,60.01,39.51,1035136.7,51.14
1214574.28,60.03,39.53,1034733.37,51.14
1214574.28,60.03,39.53,1034733.37,51.14
1214369.31,60.05,39.55,1035466.33,51.2
1215584.02,60.11,39.61,1037490.8,51.3
1215379.04,60.13,39.63,1037463.01,51.33
1215760.46,60.18,39.68,1036829.55,51.32
1215760.46,60.18,39.68,1036829.55,51.32
1215744.26,60.2,39.7,1036519.72,51.33
1215539.28,60.22,39.72,1036496.49,51.35
1214719.38,60.3,39.8,1037165.64,51.48
1214719.38,60.3,39.8,1037199.61,51.49
1214514.41,60.32,39.82,1037354.33,51.52
1214514.41,60.32,39.82,1037328.53,51.52
1214696.81,60.33,39.83,1037798.42,51.54
1214520.94,60.35,39.85,1038168.37,51.59
1214775.36,60.38,39.88,1037820.39,51.58
1214570.39,60.4,39.9,1038498.04,51.64
1214570.39,60.4,39.9,1038498.04,51.64
1214804.82,60.42,39.92,1039343.22,51.69
1214599.84,60.44,39.94,1039098.65,51.71
1214630.14,60.47,39.97,1038729.57,51.71
1214208.28,60.48,39.98,1038330.67,51.72
1214328.82,60.49,40.0,1038093.56,51.71
1214495.75,60.52,40.02,1039135.94,51.78
1214305.26,60.54,40.04,1039245.45,51.81
1214100.28,60.56,40.06,1039202.72,51.83
1216208.24,60.66,40.16,1039942.06,51.87
1216192.05,60.68,40.19,1040328.33,51.91
1215987.07,60.7,40.21,1040767.45,51.96
1215874.47,60.73,40.23,1040535.68,51.97
1216108.9,60.76,40.26,1041141.79,52.01
1215903.92,60.78,40.28,1041069.11,52.04
1215658.59,60.79,40.3,1040857.01,52.05
1215658.59,60.79,40.3,1041132.77,52.07
1215453.62,60.81,40.32,1041058.48,52.09
1215437.42,60.84,40.34,1041374.38,52.13
1215232.44,60.86,40.36,1042157.33,52.19
1215206.25,60.88,40.38,1041679.38,52.19
1215001.27,60.9,40.4,1041569.22,52.21
1215001.27,60.9,40.4,1041569.22,52.21
1214985.08,60.93,40.43,1041619.98,52.23
1214780.1,60.95,40.45,1041559.77,52.26
1215088.58,60.99,40.49,1041320.24,52.27
1214709.17,60.99,40.49,1041019.47,52.27
1214709.17,60.99,40.49,1040899.21,52.26
1214504.19,61.01,40.51,1040902.54,52.29
1214299.22,61.03,40.53,1040918.22,52.31
1214094.24,61.05,40.55,1040860.61,52.34
1213919.26,61.07,40.57,1043318.91,52.49
1213919.26,61.07,40.57,1043387.76,52.49
1213714.29,61.09,40.59,1043316.73,52.51
1214042.0,61.12,40.62,1043895.56,52.55
1214021.76,61.15,40.65,1046257.9,52.7
1213732.19,61.14,40.64,1045652.47,52.68
1214555.66,61.21,40.72,1045731.86,52.71
1214351.67,61.22,40.72,1045528.18,52.71
1214351.67,61.22,40.72,1045421.64,52.7
1214146.69,61.24,40.74,1046616.12,52.79
1213941.72,61.26,40.76,1047446.82,52.86
1214723.21,61.33,40.83,1047026.81,52.86
1214203.54,61.33,40.83,1046507.13,52.86
1214531.24,61.36,40.86,1047569.18,52.92
1214531.24,61.36,40.86,1047713.34,52.93
1214346.27,61.38,40.88,1048464.81,52.99
1215019.64,61.44,40.94,1048439.8,53.02
1215003.44,61.47,40.97,1048496.27,53.04
1215372.69,61.5,41.0,1048279.23,53.04
1216012.21,61.55,41.06,1047145.06,53.01
1215834.88,61.58,41.08,1047387.92,53.04
1215629.9,61.6,41.1,1047670.97,53.09
1215827.45,61.61,41.12,1047294.78,53.07
1215811.26,61.64,41.14,1047862.31,53.12
1215811.26,61.64,41.14,1047853.12,53.12
1215646.28,61.66,41.16,1046984.6,53.11
1215441.3,61.68,41.18,1047720.69,53.17
1215061.89,61.68,41.18,1047724.89,53.18
1215045.7,61.7,41.2,1047722.64,53.2
1215924.82,61.78,41.28,1047727.41,53.23
1215719.84,61.8,41.3,1047606.62,53.25
1215719.84,61.8,41.3,1047724.44,53.26
1215739.18,61.82,41.33,1047116.55,53.25
1215973.61,61.85,41.35,1047962.06,53.31
1216250.72,61.87,41.37,1051345.4,53.48
1216250.72,61.87,41.37,1051177.21,53.47
1216045.74,61.89,41.39,1051277.24,53.5
1216373.45,61.91,41.42,1050785.17,53.48
1216373.45,61.91,41.42,1050785.17,53.48
1216607.88,61.94,41.44,1050768.63,53.5
1216443.26,61.96,41.47,1050817.61,53.53
1216453.26,61.96,41.47,1050824.9,53.53
1216278.28,61.99,41.49,1051682.74,53.6
1216318.27,61.99,41.49,1052545.8,53.64
1216971.05,62.05,41.56,1053135.47,53.7
1217344.66,62.1,41.6,1052496.87,53.69
1217139.69,62.12,41.62,1052417.49,53.71
1217007.08,62.14,41.65,1052222.51,53.73
1217334.79,62.17,41.67,1051810.31,53.72
1217149.81,62.19,41.7,1051131.89,53.71
1216412.14,62.28,41.79,1052523.46,53.89
1216395.94,62.31,41.81,1052580.04,53.92
1216175.96,62.32,41.83,1051919.07,53.91
1216113.97,62.33,41.84,1054176.02,54.03
1216441.68,62.36,41.86,1054391.65,54.05
1217829.49,62.43,41.94,1055759.06,54.12
1217624.51,62.45,41.96,1055800.87,54.15
1217608.32,62.48,41.98,1055766.58,54.17
1217443.69,62.5,42.01,1055610.6,54.19
1217427.5,62.53,42.03,1055389.52,54.21
1217604.8,62.56,42.06,1055534.86,54.23
1217604.8,62.56,42.06,1055534.86,54.23
1217922.51,62.58,42.09,1055788.4,54.25
1217474.59,62.59,42.09,1055340.48,54.26
1218605.56,62.68,42.18,1055075.91,54.27
1218360.23,62.7,42.2,1054796.71,54.28
1218639.96,62.75,42.25,1054700.61,54.31
1218434.99,62.77,42.27,1054177.97,54.31
1218280.0,62.79,42.3,1054522.9,54.35
1218126.52,62.82,42.32,1054460.92,54.38
1218828.26,62.89,42.39,1054731.3,54.42
1219234.3,62.92,42.42,1055036.29,54.44
1219039.33,62.94,42.44,1055746.01,54.51
1218728.32,62.94,42.44,1055372.02,54.5
1218523.34,62.96,42.46,1055767.99,54.55
1218318.37,62.98,42.48,1055747.64,54.58
1217994.33,62.98,42.48,1055617.37,54.58
1217994.33,62.98,42.48,1055589.02,54.58
1217768.92,62.99,42.5,1054981.13,54.57
1217538.17,62.99,42.5,1054851.42,54.58
1217333.19,63.02,42.52,1054703.22,54.6
1217128.22,63.04,42.54,1054998.95,54.64
1216928.49,63.04,42.54,1055568.83,54.68
1216723.51,63.06,42.56,1055502.01,54.7
1217370.77,63.13,42.63,1055547.99,54.73
1217386.18,63.13,42.64,1055439.42,54.74
1217418.32,63.17,42.67,1055630.58,54.77
1217023.78,63.16,42.67,1055239.05,54.77
1218613.83,63.25,42.75,1057047.02,54.86
1218408.86,63.27,42.77,1057370.17,54.91
1218408.86,63.27,42.77,1057370.17,54.91
1218408.86,63.27,42.77,1057370.17,54.91
1218280.9,63.29,42.8,1058897.56,55.01
