ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e813-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1250788.09,25.42,4.93,251997.8,5.12
1250583.12,25.42,4.93,251997.8,5.12
1250583.12,25.42,4.93,251940.4,5.12
1250566.92,25.43,4.93,251938.37,5.12
1250361.94,25.43,4.93,251938.37,5.12
1250760.15,25.44,4.94,251935.13,5.12
1250555.18,25.44,4.94,251933.94,5.13
1250350.2,25.44,4.94,251933.87,5.13
1250145.23,25.44,4.94,251156.72,5.11
1250129.03,25.45,4.95,251411.53,5.12
1250129.03,25.45,4.95,251406.2,5.12
1249924.06,25.45,4.95,251417.74,5.12
1249719.08,25.45,4.95,251417.74,5.12
1249702.88,25.45,4.95,251416.14,5.12
1249497.91,25.45,4.95,251497.92,5.12
1249825.62,25.46,4.96,252020.18,5.13
1249620.64,25.46,4.96,252018.98,5.14
1249415.66,25.46,4.97,252018.98,5.14
1249210.69,25.46,4.97,252107.62,5.14
1249005.71,25.46,4.97,252105.55,5.14
1249005.71,25.46,4.97,252105.55,5.14
1249005.71,25.46,4.97,252102.32,5.14
1249005.71,25.46,4.97,252613.54,5.15
1249220.31,25.47,4.97,252641.56,5.15
1249015.34,25.47,4.98,252657.9,5.15
1248810.36,25.47,4.98,252657.9,5.15
1249138.07,25.48,4.98,252654.66,5.15
1248933.09,25.48,4.99,252654.66,5.16
1248728.12,25.48,4.99,252651.43,5.16
1248523.14,25.49,4.99,252643.57,5.16
1248318.17,25.49,4.99,252642.37,5.16
1248113.19,25.49,4.99,252638.31,5.16
1247908.22,25.49,4.99,252635.07,5.16
1247892.02,25.49,4.99,252725.92,5.16
1247875.82,25.5,5.0,252679.93,5.16
1247859.63,25.5,5.0,252679.93,5.16
1247855.09,25.5,5.01,252196.35,5.15
1247855.09,25.5,5.01,252138.95,5.15
1247650.12,25.51,5.01,252137.09,5.15
1247623.92,25.51,5.01,251552.79,5.14
1247418.95,25.51,5.01,251552.79,5.14
1247213.97,25.51,5.01,251552.59,5.15
1247448.4,25.52,5.02,251643.19,5.15
1247432.21,25.52,5.02,251643.19,5.15
1247227.23,25.52,5.03,251665.53,5.15
1247227.23,25.52,5.03,251665.53,5.15
1247554.94,25.53,5.03,251665.53,5.15
1247349.96,25.53,5.04,253097.6,5.18
1247144.99,25.53,5.04,253097.6,5.18
1247128.79,25.54,5.04,253097.6,5.18
1246923.82,25.54,5.04,253096.23,5.18
1247158.25,25.55,5.05,253520.53,5.19
1246953.27,25.55,5.05,253586.98,5.2
1246748.29,25.55,5.05,253586.98,5.2
1246573.32,25.55,5.05,253509.16,5.2
1246807.75,25.56,5.06,253507.59,5.2
1246397.79,25.56,5.06,254140.05,5.21
1246632.22,25.57,5.07,254411.83,5.22
1246427.25,25.57,5.07,254413.42,5.22
1246427.25,25.57,5.07,254410.25,5.22
1246411.05,25.57,5.07,254309.61,5.22
1246206.08,25.57,5.07,254308.21,5.22
1246439.38,25.58,5.08,254053.57,5.21
1246837.59,25.59,5.09,254144.63,5.22
1246632.62,25.59,5.1,254144.63,5.22
1246427.64,25.59,5.1,254080.17,5.22
1246222.67,25.59,5.1,254080.17,5.22
1246457.1,25.6,5.1,254080.17,5.22
1246252.12,25.6,5.11,254080.17,5.22
1246047.15,25.6,5.11,254082.66,5.22
1245842.17,25.61,5.11,254082.66,5.22
1246248.21,25.61,5.12,254458.59,5.23
1246043.24,25.62,5.12,254458.59,5.23
1246370.95,25.62,5.13,254458.59,5.23
1246165.97,25.63,5.13,254399.6,5.23
1245961.0,25.63,5.13,254425.99,5.23
1245756.02,25.63,5.13,254424.61,5.23
1245551.05,25.63,5.13,254424.61,5.24
1245546.51,25.63,5.13,253941.03,5.23
1245341.54,25.63,5.14,254073.02,5.23
1245136.56,25.63,5.14,254071.19,5.23
1244838.35,25.63,5.13,253885.37,5.23
1244822.15,25.63,5.14,253976.21,5.23
1244805.96,25.64,5.14,253950.78,5.23
1244805.96,25.64,5.14,253950.78,5.23
1244789.76,25.64,5.14,253949.3,5.23
1244789.76,25.64,5.14,253949.3,5.23
1244773.56,25.65,5.15,253946.03,5.23
1245007.99,25.65,5.16,253946.03,5.23
1245335.7,25.66,5.16,254004.58,5.23
1245570.13,25.67,5.17,254004.58,5.23
1245570.13,25.67,5.17,255296.3,5.26
1245693.37,25.68,5.18,255292.83,5.26
1245488.39,25.68,5.18,255532.46,5.27
1245472.2,25.68,5.18,255534.22,5.27
1245456.0,25.68,5.19,255532.19,5.27
1245251.02,25.69,5.19,255547.47,5.27
1245234.83,25.69,5.19,255594.1,5.27
1245029.85,25.69,5.19,255594.1,5.27
1244705.82,25.69,5.19,255788.54,5.28
1245033.53,25.69,5.2,255800.92,5.28
1245017.33,25.7,5.2,256005.28,5.28
1245017.33,25.7,5.2,255874.94,5.28
1244812.35,25.7,5.2,255874.94,5.28
1244627.38,25.7,5.2,256690.13,5.3
1244627.38,25.7,5.2,256765.78,5.3
1244627.38,25.7,5.2,256765.78,5.3
1244627.38,25.7,5.2,256765.78,5.3
1244422.4,25.7,5.2,256763.71,5.3
1244656.83,25.71,5.21,256763.71,5.3
1244451.85,25.71,5.21,256763.71,5.3
1244435.66,25.71,5.22,256763.71,5.31
1244230.68,25.72,5.22,257285.14,5.32
1243806.34,25.71,5.21,257294.52,5.32
1244204.55,25.72,5.22,258092.14,5.34
1244188.35,25.72,5.23,258240.16,5.34
1244422.78,25.73,5.23,258281.08,5.34
1244657.21,25.74,5.24,258360.69,5.34
1244452.24,25.74,5.24,258336.12,5.34
1244247.26,25.74,5.24,258304.14,5.34
1244231.07,25.74,5.25,258398.38,5.35
1244214.87,25.75,5.25,258396.34,5.35
1244009.89,25.75,5.25,258423.59,5.35
1243804.92,25.75,5.25,258423.59,5.35
1243599.94,25.75,5.25,258739.5,5.36
1243394.97,25.75,5.25,258741.08,5.36
1243528.39,25.76,5.26,258428.15,5.35
1243856.1,25.77,5.27,258653.97,5.36
1243839.91,25.77,5.27,258742.39,5.36
1243634.93,25.77,5.28,258740.56,5.36
1244033.14,25.78,5.28,258772.67,5.36
1244267.57,25.79,5.29,258814.84,5.36
1244062.6,25.79,5.29,258755.86,5.36
1243857.62,25.79,5.29,258755.86,5.37
1243652.64,25.79,5.3,258754.03,5.37
1243652.64,25.79,5.3,258754.03,5.37
1243636.45,25.8,5.3,258752.63,5.37
1243471.82,25.8,5.3,258584.3,5.37
1243266.85,25.8,5.3,258582.92,5.37
1243266.85,25.8,5.3,259331.04,5.38
1243250.65,25.8,5.31,259487.38,5.39
1243234.46,25.81,5.31,259758.18,5.39
1243234.46,25.81,5.31,259841.96,5.39
1243029.48,25.81,5.31,259841.96,5.4
1243276.71,25.82,5.32,259547.61,5.39
1243682.76,25.83,5.33,259647.2,5.39
1243917.19,25.84,5.34,259647.2,5.39
1244151.62,25.84,5.35,259629.45,5.39
1243946.64,25.85,5.35,259673.63,5.4
1244069.88,25.85,5.35,260074.84,5.4
1244053.68,25.86,5.36,260169.08,5.41
1244381.39,25.86,5.37,260193.28,5.41
1244709.1,25.87,5.37,260135.88,5.41
1244504.12,25.87,5.38,260179.31,5.41
1244504.12,25.87,5.38,260121.91,5.41
1244299.15,25.87,5.38,260121.91,5.41
1244282.95,25.88,5.38,260471.43,5.42
1244077.97,25.88,5.38,260476.25,5.42
1243873.0,25.88,5.38,260550.47,5.42
1243668.02,25.88,5.38,260658.1,5.42
1243801.45,25.89,5.39,260345.17,5.42
1244207.5,25.9,5.4,260350.52,5.42
1244022.87,25.9,5.4,259732.97,5.41
1244022.87,25.9,5.4,259732.97,5.41
1243817.9,25.9,5.4,259732.97,5.41
1243642.92,25.9,5.41,259696.11,5.41
1243626.72,25.91,5.41,259694.07,5.41
1243513.61,25.91,5.41,259628.11,5.41
1243308.64,25.91,5.41,259624.88,5.41
1242948.68,25.91,5.41,262327.25,5.47
1242743.71,25.91,5.41,262306.76,5.47
1242743.71,25.91,5.41,262306.76,5.47
1242446.36,25.91,5.41,262046.79,5.46
1242241.38,25.91,5.41,262044.96,5.47
1242066.41,25.91,5.42,261725.2,5.46
1242050.21,25.92,5.42,261773.35,5.46
1241760.63,25.91,5.42,261390.77,5.45
1241995.06,25.92,5.42,260976.1,5.45
1241886.5,25.92,5.43,260790.8,5.44
1241681.52,25.92,5.43,260762.89,5.44
1241681.52,25.92,5.43,260810.96,5.45
1241476.55,25.93,5.43,260859.6,5.45
1241460.35,25.93,5.43,260857.57,5.45
1241255.37,25.93,5.43,260855.73,5.45
1241050.4,25.93,5.43,260871.02,5.45
1240926.13,25.93,5.44,260719.0,5.45
1240909.93,25.94,5.44,261079.97,5.46
1241087.23,25.95,5.45,261097.12,5.46
1240882.26,25.95,5.45,261115.82,5.46
1240916.77,25.95,5.45,260098.51,5.44
1240711.79,25.95,5.46,260149.75,5.44
1240506.82,25.95,5.46,260137.28,5.44
1240741.25,25.96,5.46,260134.05,5.44
1240536.27,25.96,5.47,260076.65,5.44
1240331.3,25.96,5.47,260181.75,5.45
1240126.32,25.96,5.47,260184.66,5.45
1239921.35,25.97,5.47,260199.95,5.45
1240249.05,25.97,5.48,260142.55,5.45
1240249.05,25.97,5.48,260173.77,5.45
1240044.08,25.98,5.48,260173.77,5.45
1240442.29,25.99,5.49,260173.77,5.45
1240619.59,25.99,5.49,260149.58,5.45
1240619.59,25.99,5.49,260092.18,5.45
1240414.62,25.99,5.5,260107.47,5.45
1240209.64,25.99,5.5,260107.47,5.45
1240444.07,26.0,5.5,260105.72,5.45
1240444.07,26.0,5.5,260225.35,5.45
1240444.07,26.0,5.5,260348.46,5.46
1240444.07,26.0,5.5,260347.69,5.46
1240239.1,26.0,5.51,260347.69,5.46
1240239.1,26.0,5.51,260679.98,5.47
1240566.81,26.01,5.51,260702.15,5.47
1240391.83,26.01,5.52,260006.78,5.45
1240186.85,26.01,5.52,260005.38,5.45
1240310.09,26.02,5.52,260216.86,5.46
1240105.11,26.02,5.52,260216.86,5.46
1240088.91,26.03,5.53,260397.55,5.47
1239883.94,26.03,5.53,260395.72,5.47
1239863.7,26.03,5.53,260405.64,5.47
1239658.73,26.03,5.54,260829.97,5.48
1239453.75,26.03,5.54,261007.28,5.48
1239851.96,26.04,5.55,261028.4,5.48
1239851.96,26.04,5.55,261028.4,5.48
1239646.99,26.05,5.55,260915.8,5.48
1239646.99,26.05,5.55,260959.75,5.48
1239630.79,26.05,5.55,261053.99,5.49
1239630.79,26.05,5.55,261052.79,5.49
1239522.22,26.05,5.55,260863.54,5.48
1239317.25,26.05,5.56,260860.31,5.48
1239551.68,26.06,5.56,260885.63,5.48
1239346.7,26.06,5.56,260847.21,5.49
1239330.51,26.07,5.57,260828.22,5.49
1239453.74,26.07,5.57,260744.67,5.48
1239248.77,26.07,5.58,260741.44,5.49
1238510.88,26.06,5.57,260003.55,5.47
1239065.1,26.07,5.58,265907.07,5.6
1239048.9,26.08,5.58,265907.07,5.6
1238843.92,26.08,5.58,265905.22,5.6
1238638.95,26.08,5.58,265847.82,5.6
1238473.97,26.08,5.59,265011.65,5.58
1238268.99,26.08,5.59,265010.25,5.58
1238064.02,26.09,5.59,265389.93,5.59
1237859.04,26.09,5.59,265414.01,5.59
1237678.54,26.09,5.59,265346.86,5.59
1237473.57,26.09,5.59,265346.86,5.59
1237268.59,26.09,5.59,265369.13,5.6
1237063.62,26.09,5.59,265346.97,5.6
1237063.62,26.09,5.59,265346.97,5.6
1236739.58,26.09,5.59,264987.32,5.59
1236723.39,26.09,5.59,265135.35,5.59
1236518.41,26.09,5.6,265135.26,5.59
1236502.21,26.1,5.6,265127.03,5.6
1236297.24,26.1,5.6,265125.83,5.6
1236092.26,26.1,5.6,265107.28,5.6
1236048.3,26.1,5.6,265009.68,5.6
1236032.1,26.1,5.61,265905.32,5.62
1236266.53,26.11,5.61,265903.94,5.62
1236061.56,26.11,5.62,265846.54,5.62
1235856.58,26.11,5.62,265844.74,5.62
1235856.58,26.11,5.62,265844.74,5.62
1235840.39,26.12,5.62,265087.91,5.6
1235824.19,26.12,5.62,265087.91,5.6
1236058.62,26.13,5.63,266233.5,5.63
1236464.66,26.14,5.64,266846.41,5.64
1236259.69,26.14,5.64,266847.23,5.64
1236054.71,26.14,5.64,266847.23,5.64
1236038.52,26.15,5.65,267317.6,5.65
1235833.54,26.15,5.65,269203.89,5.7
1235833.54,26.15,5.65,269203.89,5.7
1235833.54,26.15,5.65,269215.42,5.7
1235628.57,26.15,5.65,269215.42,5.7
1235832.51,26.16,5.66,269737.63,5.71
1234192.7,26.17,5.67,269734.4,5.72
1234427.13,26.17,5.68,270042.84,5.73
1234222.16,26.18,5.68,270041.44,5.73
1234218.94,26.18,5.68,270006.12,5.73
1234218.94,26.18,5.68,270373.07,5.74
1234013.97,26.18,5.68,270497.88,5.74
1233808.99,26.18,5.69,270497.88,5.74
1233604.01,26.18,5.69,270440.48,5.74
1233399.04,26.19,5.69,270381.5,5.74
1233426.76,26.19,5.69,270402.57,5.74
1233446.76,26.19,5.69,270678.76,5.75
1233241.78,26.19,5.69,270641.34,5.75
1233036.81,26.19,5.69,270641.34,5.75
1233020.61,26.19,5.7,270707.86,5.75
1233348.32,26.2,5.7,270739.49,5.75
1233143.34,26.2,5.71,270739.43,5.75
1233266.58,26.21,5.71,270767.77,5.75
1233250.38,26.21,5.72,270773.74,5.76
1233598.74,26.22,5.72,270977.81,5.76
1233996.95,26.23,5.73,271240.4,5.77
1234120.19,26.24,5.74,271538.21,5.77
1233915.21,26.24,5.74,271553.5,5.77
1233915.21,26.24,5.74,272388.11,5.79
1233710.23,26.24,5.74,272701.9,5.8
1233505.26,26.24,5.74,272872.11,5.81
1233300.28,26.24,5.74,273002.11,5.81
1233095.31,26.24,5.75,273000.31,5.81
1233079.11,26.25,5.75,273000.31,5.81
1232874.14,26.25,5.75,273000.31,5.81
1233108.57,26.26,5.76,273422.96,5.82
1232903.59,26.26,5.76,275003.12,5.86
1233026.83,26.26,5.77,275398.85,5.87
1232821.85,26.27,5.77,275462.29,5.87
1232805.65,26.27,5.77,275262.37,5.87
1232600.68,26.27,5.77,275334.55,5.87
1232723.91,26.28,5.78,275469.15,5.87
1232242.28,26.27,5.77,275050.56,5.86
1232532.7,26.28,5.78,275211.55,5.87
1232327.73,26.28,5.78,275187.37,5.87
1232122.75,26.28,5.78,275351.92,5.87
1232122.75,26.28,5.78,275653.44,5.88
1232122.75,26.28,5.78,275653.44,5.88
1231917.78,26.28,5.79,276042.43,5.89
1231712.8,26.28,5.79,276042.43,5.89
1231696.6,26.29,5.79,276043.09,5.89
1231696.6,26.29,5.79,276043.09,5.89
1231680.41,26.29,5.79,276211.38,5.9
1231475.43,26.29,5.8,276171.79,5.9
1231718.15,26.3,5.8,276476.17,5.9
1231841.39,26.31,5.81,277318.09,5.92
1232075.82,26.32,5.82,277747.91,5.93
1232075.82,26.32,5.82,277668.72,5.93
1232424.18,26.32,5.83,277719.14,5.93
1233198.61,26.35,5.85,277997.59,5.94
1233198.61,26.35,5.85,277966.88,5.94
1232993.63,26.35,5.85,277965.02,5.94
1232788.66,26.35,5.85,277963.62,5.94
1232583.68,26.35,5.85,277960.39,5.94
1232378.71,26.35,5.85,277958.99,5.94
1232378.71,26.35,5.85,278034.45,5.94
1232173.73,26.35,5.85,278034.45,5.95
1231968.75,26.35,5.86,278101.66,5.95
1232366.97,26.36,5.87,278100.46,5.95
1232601.4,26.37,5.87,278395.97,5.96
1232601.4,26.37,5.87,278395.97,5.96
1232290.39,26.37,5.87,278231.67,5.95
1232085.41,26.37,5.87,278228.44,5.95
1232286.78,26.38,5.88,278356.22,5.96
1232286.78,26.38,5.88,278204.58,5.95
1232270.58,26.38,5.88,278203.47,5.96
1231946.55,26.37,5.88,277846.29,5.95
1231741.57,26.38,5.88,277836.85,5.95
1232069.28,26.39,5.89,277836.78,5.95
1231864.3,26.39,5.89,277833.55,5.95
1231864.3,26.39,5.89,277833.55,5.95
1231848.11,26.39,5.89,277831.52,5.95
1231831.91,26.39,5.9,277829.48,5.95
1231831.91,26.39,5.9,277746.41,5.95
1231626.93,26.4,5.9,277982.43,5.96
1231861.36,26.4,5.91,277991.86,5.96
1231845.17,26.41,5.91,277966.84,5.96
1232079.6,26.42,5.92,278031.53,5.96
1231874.62,26.42,5.92,278030.13,5.96
1231874.62,26.42,5.92,278141.32,5.96
1231874.62,26.42,5.92,278141.32,5.96
1231669.65,26.42,5.92,278324.1,5.97
1231669.65,26.42,5.92,278347.72,5.97
1231464.67,26.42,5.92,278318.77,5.97
1231259.7,26.42,5.92,278312.37,5.97
1230711.81,26.41,5.92,277764.48,5.96
1230506.83,26.41,5.92,277786.34,5.96
1230506.83,26.41,5.92,277786.2,5.96
1230301.86,26.42,5.92,277847.64,5.97
1230096.88,26.42,5.92,277774.96,5.97
1230096.88,26.42,5.92,277795.86,5.97
1229891.9,26.42,5.92,277795.86,5.97
1229891.9,26.42,5.92,277795.86,5.97
1229891.9,26.42,5.92,277794.2,5.97
1229686.93,26.42,5.92,277794.2,5.97
1229481.95,26.42,5.92,277794.2,5.97
1229880.16,26.43,5.93,278139.64,5.98
1228240.36,26.44,5.94,278136.41,5.99
1228240.36,26.44,5.94,278134.75,5.99
1228474.79,26.45,5.95,278133.0,5.99
1228589.3,26.46,5.96,276357.38,5.95
1228712.54,26.46,5.97,276673.38,5.96
1228507.56,26.46,5.97,276811.81,5.96
1228057.61,26.46,5.96,276399.23,5.96
1227678.2,26.45,5.96,277958.1,5.99
1227678.2,26.45,5.96,277958.1,5.99
1227678.2,26.45,5.96,277956.73,5.99
1227662.0,26.46,5.96,277956.73,5.99
1227645.81,26.46,5.97,277846.5,5.99
1227440.83,26.46,5.97,277843.26,5.99
1227235.85,26.47,5.97,278159.88,6.0
1228612.72,26.5,6.0,279871.43,6.04
1228596.52,26.51,6.01,279632.22,6.03
1228580.33,26.51,6.01,279632.22,6.03
1228375.35,26.51,6.01,279632.22,6.03
1228170.37,26.51,6.01,279632.22,6.04
1227965.4,26.51,6.02,279631.02,6.04
1227949.2,26.52,6.02,280748.02,6.06
1227933.01,26.52,6.02,280745.99,6.06
1227728.03,26.52,6.03,280673.3,6.06
1227348.62,26.52,6.02,280373.91,6.06
1227143.65,26.52,6.02,280316.51,6.06
1226938.67,26.52,6.02,280187.11,6.06
1227173.1,26.53,6.03,280277.71,6.06
1227173.1,26.53,6.03,280277.71,6.06
1227156.91,26.53,6.03,280277.71,6.06
1226951.93,26.53,6.04,280344.57,6.06
1226951.93,26.53,6.04,280344.57,6.06
1226951.93,26.53,6.04,280287.17,6.06
1227186.36,26.54,6.04,280287.17,6.06
1227142.79,26.55,6.05,279906.17,6.06
1226937.82,26.55,6.05,280558.54,6.07
1226921.62,26.55,6.05,280600.25,6.07
1226716.65,26.55,6.06,280541.27,6.07
1227270.87,26.57,6.07,284967.9,6.17
1227254.67,26.57,6.07,285399.81,6.18
1227049.69,26.57,6.07,285401.39,6.18
1227377.4,26.58,6.08,286035.53,6.19
1227172.43,26.58,6.08,286032.3,6.2
1226967.45,26.58,6.08,286032.3,6.2
1226967.45,26.58,6.08,286032.3,6.2
1225327.65,26.59,6.1,286032.3,6.21
1225122.67,26.59,6.1,286573.54,6.22
1224917.7,26.6,6.1,286766.34,6.23
1224712.72,26.6,6.1,286707.36,6.23
1224507.74,26.6,6.1,286888.21,6.23
1224742.17,26.61,6.11,287048.35,6.24
1224742.17,26.61,6.11,287048.35,6.24
1224537.2,26.61,6.11,287048.35,6.24
1224332.22,26.61,6.11,287047.18,6.24
1225064.24,26.63,6.13,288128.34,6.26
1224859.26,26.63,6.13,288127.18,6.26
1224654.29,26.63,6.13,288127.18,6.27
1224449.31,26.63,6.13,288105.02,6.27
1224244.34,26.63,6.13,288105.02,6.27
1224039.36,26.63,6.14,288105.02,6.27
1224141.47,26.64,6.14,288207.13,6.27
1223936.5,26.64,6.14,288207.04,6.27
1223731.52,26.64,6.14,288320.45,6.28
1223526.54,26.64,6.14,288318.59,6.28
1223321.57,26.64,6.14,288315.36,6.28
1223305.37,26.65,6.15,288313.99,6.28
1223305.37,26.65,6.15,288313.86,6.28
1222996.27,26.64,6.15,288313.86,6.28
1222996.27,26.64,6.15,288313.86,6.28
1222980.07,26.65,6.15,288311.83,6.28
1223209.72,26.66,6.16,288528.45,6.29
1223004.75,26.66,6.16,288527.81,6.29
1222799.77,26.66,6.16,288524.58,6.29
1222799.77,26.66,6.16,288524.58,6.29
1222594.8,26.66,6.16,288524.58,6.29
1222594.8,26.66,6.16,288524.58,6.29
1222594.8,26.66,6.16,288719.61,6.3
1224121.76,26.7,6.2,289750.59,6.32
1224121.76,26.7,6.2,289994.49,6.32
1224356.19,26.7,6.21,289894.07,6.32
1224683.9,26.71,6.21,290316.68,6.33
1224478.92,26.71,6.22,290257.69,6.33
1224273.94,26.71,6.22,290216.48,6.33
1224257.75,26.72,6.22,290222.24,6.33
1224052.77,26.72,6.22,290149.55,6.33
1223847.8,26.72,6.22,290149.55,6.34
1223847.8,26.72,6.22,290147.43,6.34
1223642.82,26.72,6.23,290096.74,6.34
1223642.82,26.72,6.23,289945.1,6.33
1223804.23,26.73,6.23,290909.92,6.35
1223599.25,26.73,6.23,291250.35,6.36
1223926.96,26.74,6.24,291590.61,6.37
1223721.99,26.74,6.24,291625.14,6.37
1223517.01,26.74,6.24,291598.24,6.37
1223145.74,26.73,6.24,291401.94,6.37
1222940.76,26.74,6.24,291463.57,6.37
1222735.79,26.74,6.24,291462.38,6.37
1222530.81,26.74,6.24,291441.21,6.37
1222530.81,26.74,6.24,291383.81,6.37
1222858.52,26.75,6.25,291480.08,6.38
1222653.54,26.75,6.25,291480.08,6.38
1222448.57,26.75,6.25,291480.08,6.38
1222243.59,26.75,6.25,291524.13,6.38
1222038.62,26.75,6.26,291524.13,6.38
1221833.64,26.75,6.26,291528.67,6.38
1221628.67,26.76,6.26,291365.5,6.38
1221628.67,26.76,6.26,291314.55,6.38
1221423.69,26.76,6.26,291418.62,6.38
1221423.69,26.76,6.26,291418.62,6.38
1223259.43,26.8,6.31,290919.81,6.37
1223054.45,26.8,6.31,290915.18,6.38
1223202.53,26.81,6.32,290484.29,6.37
1222928.57,26.81,6.31,290156.69,6.36
1222723.59,26.81,6.31,290156.69,6.36
1222958.02,26.82,6.32,290581.97,6.37
1222753.04,26.82,6.32,290581.97,6.37
1222538.07,26.82,6.33,289813.0,6.36
1222333.09,26.82,6.33,289813.0,6.36
1222249.18,26.83,6.33,288971.08,6.34
1222055.87,26.83,6.33,288309.76,6.33
1221850.89,26.83,6.33,288349.91,6.33
1221850.89,26.83,6.33,288315.16,6.33
1221850.89,26.83,6.33,288313.5,6.33
1221645.91,26.83,6.34,288313.5,6.33
1221645.91,26.83,6.34,288447.31,6.34
1221440.94,26.83,6.34,288450.82,6.34
1221235.96,26.84,6.34,288456.43,6.34
1221359.2,26.84,6.34,288456.69,6.34
1221429.19,26.84,6.35,288919.17,6.35
1221224.21,26.84,6.35,289037.76,6.35
1221224.21,26.84,6.35,289039.49,6.35
1222371.94,26.88,6.38,291760.49,6.41
1222881.28,26.89,6.4,291728.25,6.42
1222676.3,26.89,6.4,291773.86,6.42
1222660.11,26.9,6.4,291868.1,6.42
1222643.91,26.9,6.41,291868.1,6.42
1222858.51,26.91,6.41,291894.12,6.42
1223019.92,26.92,6.42,295151.28,6.5
1223019.92,26.92,6.42,295148.14,6.5
1223019.92,26.92,6.42,295148.14,6.5
1222814.94,26.92,6.42,295146.77,6.5
1222798.75,26.92,6.42,295146.77,6.5
1222798.75,26.92,6.42,295145.29,6.5
1222593.77,26.92,6.42,295145.29,6.5
1222828.2,26.93,6.43,295005.76,6.5
1222623.23,26.93,6.43,295004.28,6.5
1222418.25,26.93,6.44,294982.12,6.5
1222549.52,26.94,6.44,295006.72,6.5
1222533.32,26.94,6.44,295005.34,6.5
1222533.32,26.94,6.44,295003.86,6.5
1222767.75,26.95,6.45,295285.65,6.51
1222562.77,26.95,6.45,295266.26,6.51
1222797.21,26.96,6.46,295266.26,6.51
1222974.51,26.97,6.47,295266.26,6.51
1222974.51,26.97,6.47,295350.67,6.51
1222766.16,26.96,6.47,295116.9,6.51
1222561.18,26.97,6.47,293864.15,6.48
1222396.2,26.97,6.47,294734.44,6.5
1222573.51,26.98,6.48,295666.84,6.52
1222573.51,26.98,6.48,295666.84,6.52
1222368.53,26.98,6.48,295804.91,6.53
1221820.64,26.97,6.47,295257.03,6.52
1221900.63,26.97,6.47,300868.97,6.64
1221705.54,26.97,6.47,300808.94,6.64
1221500.56,26.97,6.47,300808.94,6.64
1221484.36,26.98,6.48,300840.62,6.64
1221286.15,26.97,6.47,300676.96,6.64
1221055.4,26.97,6.47,300930.17,6.65
1220850.42,26.97,6.47,300927.27,6.65
1220850.42,26.97,6.47,301127.74,6.65
1220539.42,26.97,6.47,300882.51,6.65
1220539.42,26.97,6.47,300882.51,6.65
1220334.44,26.97,6.47,300825.11,6.65
1220129.46,26.97,6.47,300823.3,6.65
1220363.89,26.98,6.48,301508.27,6.67
1220158.92,26.98,6.48,301486.2,6.67
1219953.94,26.98,6.48,301589.25,6.67
1219953.94,26.98,6.48,301633.2,6.67
1220077.18,26.99,6.49,302060.22,6.68
1220303.32,26.99,6.5,302350.95,6.69
1220303.32,26.99,6.5,302350.95,6.69
1220303.32,26.99,6.5,302453.07,6.69
1220098.34,27.0,6.5,302405.23,6.69
1220098.34,27.0,6.5,302257.24,6.69
1220341.06,27.0,6.51,302257.24,6.69
1220464.3,27.01,6.51,303240.21,6.71
1220259.32,27.01,6.51,303348.3,6.72
1220054.35,27.01,6.52,304392.83,6.74
1219849.37,27.02,6.52,304387.5,6.74
1219849.37,27.02,6.52,304387.52,6.74
1220197.73,27.02,6.53,304387.52,6.74
1220012.75,27.03,6.53,304771.77,6.75
1220439.37,27.04,6.54,305124.81,6.76
1220439.37,27.04,6.54,305124.81,6.76
1220234.39,27.04,6.54,305125.37,6.76
1220357.63,27.04,6.55,305104.46,6.76
1220755.84,27.05,6.56,305162.59,6.76
1220755.84,27.05,6.56,305162.59,6.76
1220990.27,27.06,6.56,305160.84,6.76
1220795.29,27.06,6.57,305235.74,6.77
1220795.29,27.06,6.57,305643.4,6.78
1220795.29,27.06,6.57,305796.83,6.78
1220590.32,27.06,6.57,305871.66,6.78
1220837.55,27.08,6.58,305577.3,6.78
1221208.85,27.08,6.59,306197.37,6.79
1221451.57,27.09,6.6,306196.18,6.79
1221435.37,27.1,6.6,306489.7,6.8
1221994.02,27.11,6.61,307268.26,6.82
1221994.02,27.11,6.61,307781.56,6.83
1221977.82,27.12,6.62,307555.06,6.82
1221961.63,27.12,6.62,307734.12,6.83
1221756.65,27.12,6.62,307874.04,6.83
1222123.53,27.13,6.63,307988.52,6.84
1221918.55,27.13,6.64,307987.35,6.84
1221918.55,27.13,6.64,308398.17,6.85
1222266.91,27.14,6.64,308444.86,6.85
1222266.91,27.14,6.64,308444.86,6.85
1222250.71,27.15,6.65,308422.27,6.85
