ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
657,1764,1605400,6212,1605400
657,1764,1605950,6212,1605950
657,1764,1606760,6212,1606760
657,1764,1606760,6212,1606760
657,1764,1607760,6212,1607760
657,1764,1608230,6212,1608230
657,1764,1608700,6212,1608700
657,1764,1609170,6212,1609170
658,1772,1610170,6212,1610170
658,1772,1610170,6212,1610170
658,1772,1611170,6212,1611170
658,1772,1611170,6212,1611170
658,1772,1611820,6212,1611820
658,1772,1612630,6212,1612630
658,1772,1613630,6212,1613630
658,1772,1614100,6212,1614100
658,1772,1615100,6212,1615100
658,1772,1616100,6212,1616100
658,1772,1616910,6212,1616910
659,1780,1617910,6212,1617910
659,1780,1618720,6212,1618720
659,1780,1618720,6212,1618720
659,1780,1619720,6212,1619720
659,1780,1619720,6212,1619720
659,1780,1620310,6212,1620310
659,1780,1620770,6212,1620770
659,1780,1620770,6212,1620770
659,1780,1621770,6212,1621770
659,1780,1622580,6212,1622580
659,1780,1623580,6212,1623580
660,1788,1624390,6212,1624390
660,1788,1625200,6212,1625200
660,1788,1626200,6212,1626200
660,1788,1627200,6212,1627200
660,1788,1628200,6212,1628200
660,1788,1628670,6212,1628670
660,1788,1629670,6212,1629670
661,1796,1637670,6212,1637670
661,1796,1638480,6212,1638480
661,1796,1639480,6212,1639480
662,1804,1640480,6212,1640480
662,1804,1641480,6212,1641480
662,1804,1642290,6212,1642290
662,1804,1642760,6212,1642760
662,1804,1643760,6212,1643760
662,1804,1644760,6212,1644760
662,1804,1645760,6212,1645760
662,1804,1646760,6212,1646760
663,1812,1647760,6212,1647760
663,1812,1648760,6212,1648760
663,1812,1649080,6212,1649080
663,1812,1650080,6212,1650080
663,1812,1650890,6212,1650890
663,1812,1651890,6212,1651890
663,1812,1652890,6212,1652890
663,1812,1652890,6212,1652890
663,1812,1653480,6212,1653480
663,1812,1654290,6212,1654290
663,1812,1654290,6212,1654290
663,1812,1654760,6212,1654760
663,1812,1655080,6212,1655080
663,1812,1655400,6212,1655400
664,1820,1656400,6212,1656400
664,1820,1656400,6212,1656400
664,1820,1660400,6212,1660400
664,1820,1661210,6212,1661210
664,1820,1661580,6212,1661580
664,1820,1662130,6212,1662130
664,1820,1663130,6212,1663130
665,1828,1664130,6212,1664130
665,1828,1665130,6212,1665130
665,1828,1666130,6212,1666130
665,1828,1666600,6212,1666600
665,1828,1667600,6212,1667600
666,1836,1675600,6212,1675600
666,1836,1676600,6212,1676600
666,1836,1677070,6212,1677070
666,1836,1677070,6212,1677070
666,1836,1677070,6212,1677070
666,1836,1677070,6212,1677070
666,1836,1678070,6212,1678070
666,1836,1678390,6212,1678390
667,1844,1678860,6212,1678860
668,1852,1686860,6212,1686860
668,1852,1687860,6212,1687860
668,1852,1689860,6212,1689860
669,1860,1693860,6212,1693860
669,1860,1694860,6212,1694860
669,1860,1694860,6212,1694860
669,1860,1695860,6212,1695860
669,1860,1696670,6212,1696670
669,1860,1696670,6212,1696670
669,1860,1697140,6212,1697140
669,1860,1697140,6212,1697140
669,1860,1698140,6212,1698140
669,1860,1698950,6212,1698950
669,1860,1698950,6212,1698950
669,1860,1699180,6212,1699180
669,1860,1700180,6212,1700180
670,1868,1702180,6212,1702180
670,1868,1702990,6212,1702990
670,1868,1703990,6212,1703990
670,1868,1704460,6212,1704460
670,1868,1704460,6212,1704460
670,1868,1705460,6212,1705460
670,1868,1705460,6212,1705460
670,1868,1705780,6212,1705780
670,1868,1706590,6212,1706590
670,1868,1707400,6212,1707400
670,1868,1707990,6212,1707990
670,1868,1707990,6212,1707990
670,1868,1708220,6212,1708220
670,1868,1709030,6212,1709030
671,1876,1710030,6212,1710030
671,1876,1710030,6212,1710030
671,1876,1710840,6212,1710840
671,1876,1711840,6212,1711840
671,1876,1712650,6212,1712650
671,1876,1713650,6212,1713650
671,1876,1713650,6212,1713650
671,1876,1714460,6212,1714460
671,1876,1715010,6212,1715010
671,1876,1715010,6212,1715010
671,1876,1716010,6212,1716010
672,1884,1717010,6212,1717010
672,1884,1718010,6212,1718010
672,1884,1719010,6212,1719010
672,1884,1720010,6212,1720010
672,1884,1720480,6212,1720480
672,1884,1720800,6212,1720800
672,1884,1721800,6212,1721800
672,1884,1722800,6212,1722800
672,1884,1723800,6212,1723800
673,1892,1724800,6212,1724800
673,1892,1725610,6212,1725610
673,1892,1725610,6212,1725610
673,1892,1725610,6212,1725610
673,1892,1726420,6212,1726420
673,1892,1727420,6212,1727420
673,1892,1728420,6212,1728420
673,1892,1729420,6212,1729420
673,1892,1730420,6212,1730420
673,1892,1730890,6212,1730890
673,1892,1731120,6212,1731120
673,1892,1732120,6212,1732120
674,1900,1733120,6212,1733120
674,1900,1734120,6212,1734120
674,1900,1736120,6212,1736120
674,1900,1737120,6212,1737120
674,1900,1738120,6212,1738120
674,1900,1738120,6212,1738120
674,1900,1739120,6212,1739120
674,1900,1739930,6212,1739930
674,1900,1739930,6212,1739930
675,1908,1740740,6212,1740740
675,1908,1741740,6212,1741740
675,1908,1742060,6212,1742060
675,1908,1743060,6212,1743060
675,1908,1744060,6212,1744060
675,1908,1744380,6212,1744380
675,1908,1745380,6212,1745380
675,1908,1746380,6212,1746380
675,1908,1747380,6212,1747380
675,1908,1748380,6212,1748380
676,1916,1749190,6212,1749190
676,1916,1750190,6212,1750190
676,1916,1751190,6212,1751190
676,1916,1752190,6212,1752190
676,1916,1752190,6212,1752190
676,1916,1756190,6212,1756190
677,1924,1757000,6212,1757000
677,1924,1757810,6212,1757810
677,1924,1758810,6212,1758810
677,1924,1759810,6212,1759810
677,1924,1760810,6212,1760810
677,1924,1761130,6212,1761130
677,1924,1762130,6212,1762130
677,1924,1762940,6212,1762940
678,1932,1763940,6212,1763940
678,1932,1764940,6212,1764940
678,1932,1765410,6212,1765410
678,1932,1765570,6212,1765570
678,1932,1766380,6212,1766380
678,1932,1767380,6212,1767380
678,1932,1767850,6212,1767850
678,1932,1768440,6212,1768440
678,1932,1769250,6212,1769250
678,1932,1769250,6212,1769250
678,1932,1770250,6212,1770250
679,1940,1771250,6212,1771250
679,1940,1772250,6212,1772250
679,1940,1773250,6212,1773250
679,1940,1773720,6212,1773720
679,1940,1774530,6212,1774530
679,1940,1774530,6212,1774530
679,1940,1775530,6212,1775530
679,1940,1776000,6212,1776000
679,1940,1777000,6212,1777000
680,1948,1778000,6212,1778000
680,1948,1778650,6212,1778650
680,1948,1779650,6212,1779650
680,1948,1779880,6212,1779880
680,1948,1780880,6212,1780880
680,1948,1781690,6212,1781690
680,1948,1782690,6212,1782690
680,1948,1783160,6212,1783160
680,1948,1783160,6212,1783160
681,1956,1787160,6212,1787160
681,1956,1787750,6212,1787750
681,1956,1788750,6212,1788750
681,1956,1789400,6212,1789400
681,1956,1790400,6212,1790400
681,1956,1791400,6212,1791400
681,1956,1792400,6212,1792400
681,1956,1792870,6212,1792870
681,1956,1793340,6212,1793340
682,1964,1794340,6212,1794340
682,1964,1795340,6212,1795340
682,1964,1795340,6212,1795340
682,1964,1796340,6212,1796340
682,1964,1796570,6212,1796570
682,1964,1797220,6212,1797220
682,1964,1798220,6212,1798220
682,1964,1799030,6212,1799030
682,1964,1800030,6212,1800030
682,1964,1800350,6212,1800350
682,1964,1800820,6212,1800820
682,1964,1800820,6212,1800820
683,1972,1801290,6212,1801290
683,1972,1802290,6212,1802290
683,1972,1803290,6212,1803290
683,1972,1804290,6212,1804290
683,1972,1805290,6212,1805290
683,1972,1805290,6212,1805290
683,1972,1806290,6212,1806290
684,1980,1808290,6212,1808290
684,1980,1808520,6212,1808520
684,1980,1808520,6212,1808520
684,1980,1810520,6212,1810520
684,1980,1811520,6212,1811520
684,1980,1812330,6212,1812330
684,1980,1813330,6212,1813330
684,1980,1814330,6212,1814330
684,1980,1814650,6212,1814650
684,1980,1815650,6212,1815650
685,1988,1816650,6212,1816650
685,1988,1817650,6212,1817650
685,1988,1818460,6212,1818460
685,1988,1819460,6212,1819460
685,1988,1820460,6212,1820460
685,1988,1821460,6212,1821460
685,1988,1822270,6212,1822270
685,1988,1822270,6212,1822270
685,1988,1823270,6212,1823270
686,1996,1824080,6212,1824080
686,1996,1825080,6212,1825080
686,1996,1825080,6212,1825080
686,1996,1825670,6212,1825670
686,1996,1826670,6212,1826670
686,1996,1827670,6212,1827670
686,1996,1828670,6212,1828670
686,1996,1829480,6212,1829480
686,1996,1830480,6212,1830480
686,1996,1831480,6212,1831480
687,2004,1832480,6212,1832480
687,2004,1833480,6212,1833480
687,2004,1834480,6212,1834480
687,2004,1835480,6212,1835480
687,2004,1835950,6212,1835950
687,2004,1836170,6212,1836170
687,2004,1836980,6212,1836980
687,2004,1837980,6212,1837980
687,2004,1838980,6212,1838980
687,2004,1838980,6212,1838980
688,2012,1839980,6212,1839980
688,2012,1840210,6212,1840210
688,2012,1840760,6212,1840760
688,2012,1841080,6212,1841080
688,2012,1843080,6212,1843080
688,2012,1844080,6212,1844080
688,2012,1844550,6212,1844550
688,2012,1845550,6212,1845550
688,2012,1846550,6212,1846550
688,2012,1846550,6212,1846550
689,2020,1847550,6212,1847550
689,2020,1847780,6212,1847780
689,2020,1848780,6212,1848780
689,2020,1848780,6212,1848780
689,2020,1849780,6212,1849780
689,2020,1850780,6212,1850780
689,2020,1851780,6212,1851780
689,2020,1851780,6212,1851780
689,2020,1852590,6212,1852590
689,2020,1853590,6212,1853590
690,2028,1857590,6212,1857590
690,2028,1858590,6212,1858590
690,2028,1859590,6212,1859590
691,2036,1860590,6212,1860590
691,2036,1861400,6212,1861400
691,2036,1862400,6212,1862400
691,2036,1863400,6212,1863400
691,2036,1864400,6212,1864400
691,2036,1866400,6212,1866400
691,2036,1867400,6212,1867400
691,2036,1867400,6212,1867400
691,2036,1868210,6212,1868210
692,2044,1869210,6212,1869210
692,2044,1869680,6212,1869680
692,2044,1869840,6212,1869840
692,2044,1870840,6212,1870840
692,2044,1871840,6212,1871840
692,2044,1875840,6212,1875840
693,2052,1876840,6212,1876840
693,2052,1877310,6212,1877310
693,2052,1877780,6212,1877780
693,2052,1878590,6212,1878590
693,2052,1878590,6212,1878590
693,2052,1879060,6212,1879060
693,2052,1880060,6212,1880060
693,2052,1880870,6212,1880870
693,2052,1880870,6212,1880870
693,2052,1881870,6212,1881870
693,2052,1881870,6212,1881870
693,2052,1882340,6212,1882340
693,2052,1883340,6212,1883340
693,2052,1884340,6212,1884340
693,2052,1885340,6212,1885340
694,2060,1886340,6212,1886340
694,2060,1886810,6212,1886810
694,2060,1887810,6212,1887810
694,2060,1888280,6212,1888280
694,2060,1890280,6212,1890280
694,2060,1890600,6212,1890600
694,2060,1891410,6212,1891410
694,2060,1891880,6212,1891880
694,2060,1892350,6212,1892350
694,2060,1893160,6212,1893160
695,2068,1894160,6212,1894160
695,2068,1895160,6212,1895160
695,2068,1896160,6212,1896160
695,2068,1897160,6212,1897160
695,2068,1897810,6212,1897810
695,2068,1898810,6212,1898810
695,2068,1899810,6212,1899810
695,2068,1900810,6212,1900810
696,2076,1908810,6212,1908810
696,2076,1909130,6212,1909130
697,2084,1909780,6212,1909780
697,2084,1910780,6212,1910780
697,2084,1911150,6212,1911150
697,2084,1912150,6212,1912150
697,2084,1912960,6212,1912960
697,2084,1913960,6212,1913960
697,2084,1914280,6212,1914280
697,2084,1915280,6212,1915280
697,2084,1915930,6212,1915930
697,2084,1916930,6212,1916930
698,2092,1917740,6212,1917740
698,2092,1918740,6212,1918740
699,2100,1926740,6212,1926740
699,2100,1927740,6212,1927740
699,2100,1928210,6212,1928210
699,2100,1928210,6212,1928210
699,2100,1928210,6212,1928210
699,2100,1929210,6212,1929210
699,2100,1930020,6212,1930020
699,2100,1930490,6212,1930490
699,2100,1931490,6212,1931490
700,2108,1933490,6212,1933490
700,2108,1934490,6212,1934490
700,2108,1935490,6212,1935490
700,2108,1936490,6212,1936490
700,2108,1937490,6212,1937490
700,2108,1938490,6212,1938490
700,2108,1938810,6212,1938810
700,2108,1939620,6212,1939620
700,2108,1940270,6212,1940270
701,2116,1941270,6212,1941270
701,2116,1942270,6212,1942270
701,2116,1943270,6212,1943270
701,2116,1947270,6212,1947270
701,2116,1948080,6212,1948080
702,2124,1949080,6212,1949080
702,2124,1949400,6212,1949400
702,2124,1949720,6212,1949720
702,2124,1949720,6212,1949720
702,2124,1950040,6212,1950040
702,2124,1951040,6212,1951040
702,2124,1952040,6212,1952040
702,2124,1953040,6212,1953040
702,2124,1953040,6212,1953040
702,2124,1954040,6212,1954040
703,2132,1955040,6212,1955040
703,2132,1955040,6212,1955040
703,2132,1956040,6212,1956040
703,2132,1957040,6212,1957040
703,2132,1957850,6212,1957850
703,2132,1958850,6212,1958850
703,2132,1959850,6212,1959850
703,2132,1960850,6212,1960850
703,2132,1960850,6212,1960850
703,2132,1961850,6212,1961850
703,2132,1962070,6212,1962070
703,2132,1963070,6212,1963070
703,2132,1963540,6212,1963540
704,2140,1964540,6212,1964540
704,2140,1965540,6212,1965540
704,2140,1966350,6212,1966350
704,2140,1967350,6212,1967350
704,2140,1968350,6212,1968350
704,2140,1969350,6212,1969350
704,2140,1969810,6212,1969810
704,2140,1969810,6212,1969810
704,2140,1969810,6212,1969810
704,2140,1970810,6212,1970810
705,2148,1971810,6212,1971810
705,2148,1972280,6212,1972280
705,2148,1972600,6212,1972600
705,2148,1973600,6212,1973600
705,2148,1974600,6212,1974600
705,2148,1975410,6212,1975410
705,2148,1976410,6212,1976410
705,2148,1977220,6212,1977220
705,2148,1978220,6212,1978220
706,2156,1979030,6212,1979030
706,2156,1979840,6212,1979840
706,2156,1980650,6212,1980650
706,2156,1981650,6212,1981650
706,2156,1982650,6212,1982650
706,2156,1983650,6212,1983650
706,2156,1984120,6212,1984120
706,2156,1985120,6212,1985120
706,2156,1986120,6212,1986120
707,2164,1987120,6212,1987120
707,2164,1987590,6212,1987590
708,2172,1995590,6212,1995590
708,2172,1996240,6212,1996240
708,2172,1997240,6212,1997240
708,2172,1998050,6212,1998050
708,2172,1999050,6212,1999050
708,2172,2000050,6212,2000050
708,2172,2001050,6212,2001050
708,2172,2001050,6212,2001050
709,2180,2002050,6212,2002050
709,2180,2002860,6212,2002860
709,2180,2003330,6212,2003330
709,2180,2003560,6212,2003560
709,2180,2003780,6212,2003780
709,2180,2004590,6212,2004590
709,2180,2005590,6212,2005590
709,2180,2005910,6212,2005910
709,2180,2006910,6212,2006910
709,2180,2007140,6212,2007140
709,2180,2008140,6212,2008140
709,2180,2008610,6212,2008610
709,2180,2009070,6212,2009070
710,2188,2009880,6212,2009880
711,2196,2017880,6212,2017880
711,2196,2018880,6212,2018880
711,2196,2018880,6212,2018880
711,2196,2019880,6212,2019880
711,2196,2020690,6212,2020690
711,2196,2021690,6212,2021690
711,2196,2021690,6212,2021690
711,2196,2022340,6212,2022340
711,2196,2023340,6212,2023340
711,2196,2024150,6212,2024150
712,2204,2024620,6212,2024620
712,2204,2025620,6212,2025620
712,2204,2026620,6212,2026620
712,2204,2027620,6212,2027620
712,2204,2028430,6212,2028430
712,2204,2028430,6212,2028430
712,2204,2029430,6212,2029430
712,2204,2030240,6212,2030240
712,2204,2031240,6212,2031240
713,2212,2032240,6212,2032240
713,2212,2033240,6212,2033240
714,2220,2041240,6212,2041240
714,2220,2042240,6212,2042240
714,2220,2042560,6212,2042560
714,2220,2043560,6212,2043560
714,2220,2044560,6212,2044560
714,2220,2045560,6212,2045560
714,2220,2046370,6212,2046370
714,2220,2047370,6212,2047370
715,2228,2048370,6212,2048370
715,2228,2049370,6212,2049370
715,2228,2050370,6212,2050370
715,2228,2050690,6212,2050690
716,2236,2058690,6212,2058690
716,2236,2059500,6212,2059500
717,2244,2067500,6212,2067500
717,2244,2068500,6212,2068500
718,2252,2072500,6212,2072500
718,2252,2072500,6212,2072500
718,2252,2073500,6212,2073500
718,2252,2074500,6212,2074500
718,2252,2075310,6212,2075310
718,2252,2076310,6212,2076310
718,2252,2077120,6212,2077120
718,2252,2078120,6212,2078120
718,2252,2078930,6212,2078930
719,2260,2079740,6212,2079740
719,2260,2080740,6212,2080740
719,2260,2081740,6212,2081740
719,2260,2082740,6212,2082740
719,2260,2083550,6212,2083550
719,2260,2083870,6212,2083870
719,2260,2084870,6212,2084870
719,2260,2084870,6212,2084870
719,2260,2085870,6212,2085870
720,2268,2086870,6212,2086870
720,2268,2087870,6212,2087870
720,2268,2088870,6212,2088870
720,2268,2089100,6212,2089100
720,2268,2090100,6212,2090100
720,2268,2091100,6212,2091100
720,2268,2092100,6212,2092100
721,2276,2100100,6212,2100100
721,2276,2101100,6212,2101100
721,2276,2102100,6212,2102100
722,2284,2103100,6212,2103100
722,2284,2103100,6212,2103100
722,2284,2103100,6212,2103100
722,2284,2103910,6212,2103910
722,2284,2104910,6212,2104910
722,2284,2105560,6212,2105560
722,2284,2106560,6212,2106560
722,2284,2106560,6212,2106560
722,2284,2107560,6212,2107560
722,2284,2108370,6212,2108370
722,2284,2108370,6212,2108370
722,2284,2109370,6212,2109370
723,2292,2110370,6212,2110370
723,2292,2110740,6212,2110740
723,2292,2111330,6212,2111330
723,2292,2112330,6212,2112330
723,2292,2113330,6212,2113330
723,2292,2114330,6212,2114330
723,2292,2115330,6212,2115330
723,2292,2116140,6212,2116140
723,2292,2117140,6212,2117140
723,2292,2117140,6212,2117140
723,2292,2117460,6212,2117460
724,2300,2118460,6212,2118460
724,2300,2119270,6212,2119270
724,2300,2119590,6212,2119590
724,2300,2120400,6212,2120400
724,2300,2121400,6212,2121400
724,2300,2122400,6212,2122400
724,2300,2122860,6212,2122860
724,2300,2123670,6212,2123670
724,2300,2123990,6212,2123990
724,2300,2124990,6212,2124990
724,2300,2124990,6212,2124990
725,2308,2125990,6212,2125990
725,2308,2125990,6212,2125990
725,2308,2126990,6212,2126990
725,2308,2127640,6212,2127640
726,2316,2135640,6212,2135640
726,2316,2136640,6212,2136640
726,2316,2136960,6212,2136960
726,2316,2137280,6212,2137280
726,2316,2137750,6212,2137750
726,2316,2138400,6212,2138400
726,2316,2138720,6212,2138720
726,2316,2138720,6212,2138720
726,2316,2138720,6212,2138720
726,2316,2139720,6212,2139720
726,2316,2140190,6212,2140190
727,2324,2141000,6212,2141000
727,2324,2141000,6212,2141000
727,2324,2141470,6212,2141470
727,2324,2142280,6212,2142280
727,2324,2143280,6212,2143280
727,2324,2143750,6212,2143750
727,2324,2144220,6212,2144220
727,2324,2144220,6212,2144220
727,2324,2144540,6212,2144540
727,2324,2145350,6212,2145350
727,2324,2146350,6212,2146350
728,2332,2154350,6212,2154350
728,2332,2154830,6212,2154830
729,2340,2155640,6212,2155640
729,2340,2156640,6212,2156640
729,2340,2157450,6212,2157450
729,2340,2157450,6212,2157450
729,2340,2158450,6212,2158450
729,2340,2159450,6212,2159450
729,2340,2160260,6212,2160260
729,2340,2161260,6212,2161260
729,2340,2162260,6212,2162260
730,2348,2170260,6212,2170260
731,2356,2171260,6212,2171260
731,2356,2172260,6212,2172260
731,2356,2172720,6212,2172720
731,2356,2173190,6212,2173190
731,2356,2174190,6212,2174190
731,2356,2174660,6212,2174660
731,2356,2175130,6212,2175130
732,2364,2183130,6212,2183130
732,2364,2183130,6212,2183130
732,2364,2183600,6212,2183600
732,2364,2183600,6212,2183600
732,2364,2184190,6212,2184190
732,2364,2185190,6212,2185190
732,2364,2185660,6212,2185660
732,2364,2186660,6212,2186660
733,2372,2187660,6212,2187660
733,2372,2188660,6212,2188660
733,2372,2189470,6212,2189470
733,2372,2190470,6212,2190470
733,2372,2191470,6212,2191470
733,2372,2191790,6212,2191790
734,2380,2199790,6212,2199790
734,2380,2201790,6212,2201790
734,2380,2202600,6212,2202600
734,2380,2203070,6212,2203070
735,2388,2204070,6212,2204070
735,2388,2206070,6212,2206070
735,2388,2206300,6212,2206300
735,2388,2206300,6212,2206300
735,2388,2207300,6212,2207300
735,2388,2207300,6212,2207300
735,2388,2207300,6212,2207300
735,2388,2208110,6212,2208110
735,2388,2208580,6212,2208580
735,2388,2209580,6212,2209580
735,2388,2209740,6212,2209740
735,2388,2210290,6212,2210290
736,2396,2211290,6212,2211290
736,2396,2212290,6212,2212290
736,2396,2213290,6212,2213290
736,2396,2214290,6212,2214290
736,2396,2215100,6212,2215100
736,2396,2216100,6212,2216100
736,2396,2217100,6212,2217100
736,2396,2217100,6212,2217100
736,2396,2217570,6212,2217570
737,2404,2218380,6212,2218380
737,2404,2219380,6212,2219380
737,2404,2220380,6212,2220380
737,2404,2221190,6212,2221190
737,2404,2221650,6212,2221650
737,2404,2222650,6212,2222650
738,2412,2230650,6212,2230650
738,2412,2231300,6212,2231300
738,2412,2232300,6212,2232300
739,2420,2233300,6212,2233300
739,2420,2233770,6212,2233770
739,2420,2234770,6212,2234770
739,2420,2235770,6212,2235770
739,2420,2236770,6212,2236770
739,2420,2236770,6212,2236770
739,2420,2237140,6212,2237140
739,2420,2237950,6212,2237950
739,2420,2238500,6212,2238500
739,2420,2239500,6212,2239500
739,2420,2240310,6212,2240310
740,2428,2241310,6212,2241310
740,2428,2241780,6212,2241780
740,2428,2245780,6212,2245780
740,2428,2245780,6212,2245780
740,2428,2245780,6212,2245780
740,2428,2246590,6212,2246590
740,2428,2247590,6212,2247590
740,2428,2247590,6212,2247590
741,2436,2248400,6212,2248400
741,2436,2249210,6212,2249210
741,2436,2249210,6212,2249210
742,2444,2257210,6212,2257210
742,2444,2258210,6212,2258210
742,2444,2259210,6212,2259210
742,2444,2259210,6212,2259210
742,2444,2259760,6212,2259760
742,2444,2260760,6212,2260760
742,2444,2261760,6212,2261760
742,2444,2262760,6212,2262760
742,2444,2262920,6212,2262920
742,2444,2263920,6212,2263920
743,2452,2264730,6212,2264730
743,2452,2265540,6212,2265540
743,2452,2266540,6212,2266540
743,2452,2267540,6212,2267540
743,2452,2268540,6212,2268540
743,2452,2269540,6212,2269540
743,2452,2270350,6212,2270350
743,2452,2270570,6212,2270570
743,2452,2271040,6212,2271040
744,2460,2272040,6212,2272040
744,2460,2272850,6212,2272850
744,2460,2273850,6212,2273850
744,2460,2274850,6212,2274850
744,2460,2275850,6212,2275850
744,2460,2276850,6212,2276850
744,2460,2277850,6212,2277850
744,2460,2278170,6212,2278170
744,2460,2278170,6212,2278170
744,2460,2278980,6212,2278980
745,2468,2279980,6212,2279980
745,2468,2280980,6212,2280980
745,2468,2281570,6212,2281570
745,2468,2282380,6212,2282380
745,2468,2283380,6212,2283380
745,2468,2284190,6212,2284190
745,2468,2284190,6212,2284190
745,2468,2285000,6212,2285000
745,2468,2286000,6212,2286000
746,2476,2286810,6212,2286810
746,2476,2287810,6212,2287810
746,2476,2288810,6212,2288810
746,2476,2289620,6212,2289620
746,2476,2289840,6212,2289840
746,2476,2290060,6212,2290060
746,2476,2290650,6212,2290650
746,2476,2290650,6212,2290650
746,2476,2291460,6212,2291460
746,2476,2292460,6212,2292460
747,2484,2300460,6212,2300460
747,2484,2301050,6212,2301050
748,2492,2302050,6212,2302050
748,2492,2303050,6212,2303050
748,2492,2304050,6212,2304050
748,2492,2305050,6212,2305050
748,2492,2305700,6212,2305700
748,2492,2305700,6212,2305700
748,2492,2306700,6212,2306700
748,2492,2307700,6212,2307700
748,2492,2308170,6212,2308170
749,2500,2309170,6212,2309170
749,2500,2309640,6212,2309640
749,2500,2310640,6212,2310640
749,2500,2311640,6212,2311640
749,2500,2312640,6212,2312640
749,2500,2312960,6212,2312960
749,2500,2313960,6212,2313960
749,2500,2314190,6212,2314190
749,2500,2314660,6212,2314660
749,2500,2315660,6212,2315660
750,2508,2323660,6212,2323660
751,2516,2324660,6212,2324660
751,2516,2325660,6212,2325660
751,2516,2325820,6212,2325820
751,2516,2326820,6212,2326820
751,2516,2326820,6212,2326820
751,2516,2326820,6212,2326820
751,2516,2326820,6212,2326820
751,2516,2327820,6212,2327820
751,2516,2328470,6212,2328470
751,2516,2329280,6212,2329280
751,2516,2329750,6212,2329750
751,2516,2330750,6212,2330750
751,2516,2331750,6212,2331750
752,2524,2332750,6212,2332750
752,2524,2333750,6212,2333750
752,2524,2334400,6212,2334400
752,2524,2335210,6212,2335210
752,2524,2336210,6212,2336210
752,2524,2337210,6212,2337210
752,2524,2337760,6212,2337760
752,2524,2338570,6212,2338570
752,2524,2338570,6212,2338570
753,2532,2339380,6212,2339380
753,2532,2340380,6212,2340380
753,2532,2341190,6212,2341190
753,2532,2342190,6212,2342190
753,2532,2343000,6212,2343000
753,2532,2344000,6212,2344000
753,2532,2345000,6212,2345000
753,2532,2345220,6212,2345220
753,2532,2346220,6212,2346220
754,2540,2346810,6212,2346810
754,2540,2347810,6212,2347810
754,2540,2348810,6212,2348810
754,2540,2349810,6212,2349810
754,2540,2350810,6212,2350810
754,2540,2351810,6212,2351810
754,2540,2352620,6212,2352620
754,2540,2353620,6212,2353620
755,2548,2354620,6212,2354620
755,2548,2355620,6212,2355620
755,2548,2356430,6212,2356430
755,2548,2356750,6212,2356750
755,2548,2357750,6212,2357750
755,2548,2358750,6212,2358750
755,2548,2359750,6212,2359750
755,2548,2360220,6212,2360220
755,2548,2360870,6212,2360870
755,2548,2361190,6212,2361190
755,2548,2361190,6212,2361190
756,2556,2362190,6212,2362190
756,2556,2362190,6212,2362190
756,2556,2364190,6212,2364190
756,2556,2364190,6212,2364190
756,2556,2365190,6212,2365190
756,2556,2366000,6212,2366000
756,2556,2367000,6212,2367000
756,2556,2367470,6212,2367470
756,2556,2367470,6212,2367470
756,2556,2368470,6212,2368470
756,2556,2369470,6212,2369470
756,2556,2370470,6212,2370470
757,2564,2371280,6212,2371280
757,2564,2372280,6212,2372280
757,2564,2373090,6212,2373090
757,2564,2373560,6212,2373560
757,2564,2374110,6212,2374110
757,2564,2374110,6212,2374110
757,2564,2375110,6212,2375110
757,2564,2375110,6212,2375110
757,2564,2376110,6212,2376110
757,2564,2377110,6212,2377110
758,2572,2377920,6212,2377920
758,2572,2378390,6212,2378390
758,2572,2379390,6212,2379390
758,2572,2379390,6212,2379390
758,2572,2380390,6212,2380390
758,2572,2380860,6212,2380860
758,2572,2381860,6212,2381860
758,2572,2382860,6212,2382860
758,2572,2383320,6212,2383320
758,2572,2383790,6212,2383790
758,2572,2384260,6212,2384260
758,2572,2384490,6212,2384490
758,2572,2385040,6212,2385040
759,2580,2385510,6212,2385510
759,2580,2386100,6212,2386100
759,2580,2387100,6212,2387100
759,2580,2388100,6212,2388100
759,2580,2389100,6212,2389100
760,2588,2397100,6212,2397100
760,2588,2397100,6212,2397100
760,2588,2398100,6212,2398100
760,2588,2399100,6212,2399100
760,2588,2400100,6212,2400100
760,2588,2400100,6212,2400100
761,2596,2400570,6212,2400570
761,2596,2401040,6212,2401040
761,2596,2403040,6212,2403040
761,2596,2404040,6212,2404040
761,2596,2404850,6212,2404850
761,2596,2405850,6212,2405850
761,2596,2406660,6212,2406660
761,2596,2407130,6212,2407130
762,2604,2408130,6212,2408130
762,2604,2408130,6212,2408130
762,2604,2408130,6212,2408130
762,2604,2408450,6212,2408450
