ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
970,4268,4004240,6212,4004240
970,4268,4004400,6212,4004400
970,4268,4005400,6212,4005400
970,4268,4006210,6212,4006210
970,4268,4006210,6212,4006210
971,4276,4007020,6212,4007020
971,4276,4008020,6212,4008020
972,4284,4016020,6212,4016020
972,4284,4016490,6212,4016490
972,4284,4017490,6212,4017490
972,4284,4017960,6212,4017960
972,4284,4018770,6212,4018770
972,4284,4019770,6212,4019770
972,4284,4020770,6212,4020770
973,4292,4021770,6212,4021770
973,4292,4022000,6212,4022000
973,4292,4022470,6212,4022470
973,4292,4023020,6212,4023020
973,4292,4023020,6212,4023020
973,4292,4023830,6212,4023830
973,4292,4024830,6212,4024830
973,4292,4025830,6212,4025830
973,4292,4026060,6212,4026060
973,4292,4026380,6212,4026380
974,4300,4034380,6212,4034380
974,4300,4035380,6212,4035380
974,4300,4035850,6212,4035850
974,4300,4036400,6212,4036400
975,4308,4037400,6212,4037400
975,4308,4037720,6212,4037720
975,4308,4038720,6212,4038720
975,4308,4042720,6212,4042720
975,4308,4043720,6212,4043720
975,4308,4044190,6212,4044190
976,4316,4044840,6212,4044840
976,4316,4045840,6212,4045840
976,4316,4046840,6212,4046840
976,4316,4047840,6212,4047840
977,4324,4055840,6212,4055840
977,4324,4056160,6212,4056160
977,4324,4057160,6212,4057160
977,4324,4057630,6212,4057630
977,4324,4058630,6212,4058630
977,4324,4059440,6212,4059440
978,4332,4060440,6212,4060440
978,4332,4061440,6212,4061440
978,4332,4061440,6212,4061440
978,4332,4061670,6212,4061670
978,4332,4061670,6212,4061670
978,4332,4062670,6212,4062670
978,4332,4063670,6212,4063670
978,4332,4064670,6212,4064670
979,4340,4072670,6212,4072670
979,4340,4073670,6212,4073670
979,4340,4074670,6212,4074670
979,4340,4075670,6212,4075670
979,4340,4075830,6212,4075830
979,4340,4076300,6212,4076300
980,4348,4077300,6212,4077300
980,4348,4078110,6212,4078110
980,4348,4079110,6212,4079110
980,4348,4079580,6212,4079580
980,4348,4079580,6212,4079580
980,4348,4079580,6212,4079580
980,4348,4080580,6212,4080580
980,4348,4081050,6212,4081050
980,4348,4081860,6212,4081860
980,4348,4082330,6212,4082330
980,4348,4082800,6212,4082800
981,4356,4083270,6212,4083270
981,4356,4083270,6212,4083270
981,4356,4084270,6212,4084270
981,4356,4085080,6212,4085080
981,4356,4085890,6212,4085890
981,4356,4086260,6212,4086260
981,4356,4087260,6212,4087260
981,4356,4088260,6212,4088260
981,4356,4089260,6212,4089260
981,4356,4089580,6212,4089580
981,4356,4090050,6212,4090050
981,4356,4090860,6212,4090860
982,4364,4091330,6212,4091330
982,4364,4092330,6212,4092330
982,4364,4093330,6212,4093330
982,4364,4094330,6212,4094330
982,4364,4095330,6212,4095330
982,4364,4096330,6212,4096330
982,4364,4097330,6212,4097330
983,4372,4098330,6212,4098330
983,4372,4099330,6212,4099330
983,4372,4100330,6212,4100330
983,4372,4100980,6212,4100980
983,4372,4101210,6212,4101210
983,4372,4101680,6212,4101680
983,4372,4101910,6212,4101910
983,4372,4101910,6212,4101910
983,4372,4101910,6212,4101910
983,4372,4101910,6212,4101910
983,4372,4102230,6212,4102230
983,4372,4103230,6212,4103230
984,4380,4104230,6212,4104230
984,4380,4104230,6212,4104230
984,4380,4105230,6212,4105230
984,4380,4105230,6212,4105230
984,4380,4106230,6212,4106230
984,4380,4107230,6212,4107230
984,4380,4108230,6212,4108230
984,4380,4109040,6212,4109040
984,4380,4109510,6212,4109510
984,4380,4110510,6212,4110510
984,4380,4110510,6212,4110510
984,4380,4111510,6212,4111510
984,4380,4112510,6212,4112510
984,4380,4112740,6212,4112740
985,4388,4113550,6212,4113550
985,4388,4114020,6212,4114020
985,4388,4114490,6212,4114490
985,4388,4115490,6212,4115490
985,4388,4116490,6212,4116490
985,4388,4117300,6212,4117300
985,4388,4118300,6212,4118300
985,4388,4119300,6212,4119300
985,4388,4119670,6212,4119670
985,4388,4119670,6212,4119670
986,4396,4120670,6212,4120670
986,4396,4121670,6212,4121670
986,4396,4123670,6212,4123670
986,4396,4124670,6212,4124670
986,4396,4125140,6212,4125140
986,4396,4125600,6212,4125600
986,4396,4125600,6212,4125600
986,4396,4125600,6212,4125600
986,4396,4125920,6212,4125920
986,4396,4126730,6212,4126730
986,4396,4127540,6212,4127540
986,4396,4127760,6212,4127760
987,4404,4135760,6212,4135760
987,4404,4135920,6212,4135920
988,4412,4136390,6212,4136390
988,4412,4137390,6212,4137390
988,4412,4137850,6212,4137850
988,4412,4138660,6212,4138660
988,4412,4139130,6212,4139130
988,4412,4139940,6212,4139940
988,4412,4140400,6212,4140400
989,4420,4148400,6212,4148400
989,4420,4149400,6212,4149400
989,4420,4150400,6212,4150400
989,4420,4151210,6212,4151210
990,4428,4151800,6212,4151800
990,4428,4152240,6212,4152240
990,4428,4153240,6212,4153240
990,4428,4154240,6212,4154240
990,4428,4158240,6212,4158240
991,4436,4159050,6212,4159050
991,4436,4160050,6212,4160050
991,4436,4160860,6212,4160860
991,4436,4161330,6212,4161330
991,4436,4162330,6212,4162330
991,4436,4163330,6212,4163330
991,4436,4163800,6212,4163800
991,4436,4164800,6212,4164800
991,4436,4165350,6212,4165350
992,4444,4166000,6212,4166000
992,4444,4167000,6212,4167000
992,4444,4167000,6212,4167000
992,4444,4167470,6212,4167470
992,4444,4168470,6212,4168470
992,4444,4169280,6212,4169280
992,4444,4170280,6212,4170280
992,4444,4171280,6212,4171280
992,4444,4171280,6212,4171280
992,4444,4171280,6212,4171280
992,4444,4172090,6212,4172090
992,4444,4172200,6212,4172200
992,4444,4173200,6212,4173200
993,4452,4174200,6212,4174200
993,4452,4175200,6212,4175200
993,4452,4176200,6212,4176200
993,4452,4176670,6212,4176670
993,4452,4176670,6212,4176670
993,4452,4176890,6212,4176890
993,4452,4177360,6212,4177360
993,4452,4177680,6212,4177680
993,4452,4178680,6212,4178680
994,4460,4179680,6212,4179680
994,4460,4180490,6212,4180490
994,4460,4181140,6212,4181140
994,4460,4181950,6212,4181950
995,4468,4189950,6212,4189950
995,4468,4190950,6212,4190950
995,4468,4191950,6212,4191950
995,4468,4192950,6212,4192950
995,4468,4193420,6212,4193420
995,4468,4193420,6212,4193420
995,4468,4193420,6212,4193420
995,4468,4193890,6212,4193890
996,4476,4194890,6212,4194890
996,4476,4195360,6212,4195360
996,4476,4195830,6212,4195830
996,4476,4196830,6212,4196830
996,4476,4197300,6212,4197300
996,4476,4198300,6212,4198300
996,4476,4199110,6212,4199110
997,4484,4207110,6212,4207110
997,4484,4207920,6212,4207920
997,4484,4207920,6212,4207920
997,4484,4208730,6212,4208730
997,4484,4209200,6212,4209200
997,4484,4210200,6212,4210200
998,4492,4211200,6212,4211200
998,4492,4212200,6212,4212200
998,4492,4212570,6212,4212570
998,4492,4213040,6212,4213040
998,4492,4214040,6212,4214040
998,4492,4215040,6212,4215040
998,4492,4216040,6212,4216040
998,4492,4216510,6212,4216510
998,4492,4217510,6212,4217510
998,4492,4218510,6212,4218510
999,4500,4219510,6212,4219510
999,4500,4219980,6212,4219980
999,4500,4220980,6212,4220980
999,4500,4221630,6212,4221630
999,4500,4222630,6212,4222630
999,4500,4223100,6212,4223100
999,4500,4223570,6212,4223570
999,4500,4224570,6212,4224570
999,4500,4225570,6212,4225570
1000,4508,4226220,6212,4226220
1000,4508,4227030,6212,4227030
1000,4508,4228030,6212,4228030
1000,4508,4229030,6212,4229030
1000,4508,4230030,6212,4230030
1000,4508,4231030,6212,4231030
1000,4508,4232030,6212,4232030
1000,4508,4232840,6212,4232840
1000,4508,4232840,6212,4232840
1000,4508,4233310,6212,4233310
1001,4516,4234120,6212,4234120
1001,4516,4234120,6212,4234120
1001,4516,4234710,6212,4234710
1001,4516,4234710,6212,4234710
1001,4516,4235520,6212,4235520
1001,4516,4236520,6212,4236520
1001,4516,4237520,6212,4237520
1001,4516,4237990,6212,4237990
1001,4516,4238990,6212,4238990
1001,4516,4238990,6212,4238990
1001,4516,4239990,6212,4239990
1001,4516,4240990,6212,4240990
1001,4516,4240990,6212,4240990
1002,4524,4241800,6212,4241800
1002,4524,4242030,6212,4242030
1002,4524,4242840,6212,4242840
1002,4524,4243840,6212,4243840
1002,4524,4244060,6212,4244060
1002,4524,4244280,6212,4244280
1002,4524,4245280,6212,4245280
1002,4524,4246280,6212,4246280
1002,4524,4247280,6212,4247280
1002,4524,4248280,6212,4248280
1002,4524,4249090,6212,4249090
1002,4524,4249090,6212,4249090
1003,4532,4250090,6212,4250090
1003,4532,4251090,6212,4251090
1003,4532,4251560,6212,4251560
1003,4532,4251560,6212,4251560
1003,4532,4252370,6212,4252370
1003,4532,4253370,6212,4253370
1003,4532,4253840,6212,4253840
1003,4532,4254490,6212,4254490
1003,4532,4255490,6212,4255490
1003,4532,4256490,6212,4256490
1004,4540,4257490,6212,4257490
1004,4540,4257810,6212,4257810
1004,4540,4258030,6212,4258030
1004,4540,4258030,6212,4258030
1004,4540,4259030,6212,4259030
1004,4540,4260030,6212,4260030
1004,4540,4261030,6212,4261030
1004,4540,4262030,6212,4262030
1004,4540,4263030,6212,4263030
1004,4540,4264030,6212,4264030
1004,4540,4264350,6212,4264350
1005,4548,4265350,6212,4265350
1005,4548,4265350,6212,4265350
1005,4548,4266350,6212,4266350
1005,4548,4267350,6212,4267350
1005,4548,4268350,6212,4268350
1005,4548,4268820,6212,4268820
1005,4548,4269820,6212,4269820
1005,4548,4270630,6212,4270630
1005,4548,4270630,6212,4270630
1005,4548,4271630,6212,4271630
1006,4556,4272630,6212,4272630
1006,4556,4272950,6212,4272950
1006,4556,4273950,6212,4273950
1006,4556,4274950,6212,4274950
1006,4556,4275170,6212,4275170
1006,4556,4276170,6212,4276170
1007,4564,4277170,6212,4277170
1007,4564,4277820,6212,4277820
1007,4564,4278290,6212,4278290
1007,4564,4278940,6212,4278940
1007,4564,4279940,6212,4279940
1007,4564,4280940,6212,4280940
1007,4564,4281410,6212,4281410
1007,4564,4282410,6212,4282410
1007,4564,4283410,6212,4283410
1007,4564,4283880,6212,4283880
1008,4572,4284350,6212,4284350
1008,4572,4285350,6212,4285350
1008,4572,4286350,6212,4286350
1008,4572,4286810,6212,4286810
1008,4572,4287400,6212,4287400
1009,4580,4295400,6212,4295400
1009,4580,4295400,6212,4295400
1009,4580,4295990,6212,4295990
1009,4580,4296800,6212,4296800
1009,4580,4297800,6212,4297800
1009,4580,4298350,6212,4298350
1010,4588,4298820,6212,4298820
1011,4596,4306820,6212,4306820
1011,4596,4307290,6212,4307290
1011,4596,4308290,6212,4308290
1011,4596,4309290,6212,4309290
1011,4596,4310290,6212,4310290
1011,4596,4311100,6212,4311100
1011,4596,4312100,6212,4312100
1011,4596,4312570,6212,4312570
1011,4596,4312790,6212,4312790
1011,4596,4313790,6212,4313790
1011,4596,4314260,6212,4314260
1012,4604,4314740,6212,4314740
1012,4604,4315550,6212,4315550
1012,4604,4316550,6212,4316550
1012,4604,4316870,6212,4316870
1012,4604,4317870,6212,4317870
1012,4604,4317870,6212,4317870
1012,4604,4318870,6212,4318870
1012,4604,4319870,6212,4319870
1012,4604,4320870,6212,4320870
1012,4604,4321870,6212,4321870
1013,4612,4322870,6212,4322870
1013,4612,4323870,6212,4323870
1013,4612,4324870,6212,4324870
1013,4612,4325870,6212,4325870
1013,4612,4325870,6212,4325870
1013,4612,4326870,6212,4326870
1013,4612,4327190,6212,4327190
1013,4612,4327660,6212,4327660
1013,4612,4328470,6212,4328470
1013,4612,4329470,6212,4329470
1013,4612,4329470,6212,4329470
1014,4620,4330470,6212,4330470
1014,4620,4330790,6212,4330790
1014,4620,4331790,6212,4331790
1014,4620,4332790,6212,4332790
1014,4620,4334790,6212,4334790
1014,4620,4335260,6212,4335260
1014,4620,4335260,6212,4335260
1015,4628,4336260,6212,4336260
1015,4628,4336260,6212,4336260
1015,4628,4336260,6212,4336260
1015,4628,4336910,6212,4336910
1015,4628,4337910,6212,4337910
1015,4628,4338140,6212,4338140
1015,4628,4339140,6212,4339140
1015,4628,4343140,6212,4343140
1016,4636,4344140,6212,4344140
1016,4636,4345140,6212,4345140
1016,4636,4346140,6212,4346140
1016,4636,4347140,6212,4347140
1016,4636,4348140,6212,4348140
1016,4636,4349140,6212,4349140
1016,4636,4349950,6212,4349950
1016,4636,4350950,6212,4350950
1017,4644,4351950,6212,4351950
1017,4644,4352600,6212,4352600
1017,4644,4353600,6212,4353600
1017,4644,4354600,6212,4354600
1017,4644,4355600,6212,4355600
1017,4644,4356070,6212,4356070
1017,4644,4357070,6212,4357070
1017,4644,4358070,6212,4358070
1017,4644,4358070,6212,4358070
1018,4652,4359070,6212,4359070
1019,4660,4367070,6212,4367070
1019,4660,4368070,6212,4368070
1019,4660,4368530,6212,4368530
1019,4660,4369340,6212,4369340
1019,4660,4370340,6212,4370340
1019,4660,4371150,6212,4371150
1019,4660,4372150,6212,4372150
1019,4660,4372960,6212,4372960
1019,4660,4374960,6212,4374960
1020,4668,4375960,6212,4375960
1020,4668,4375960,6212,4375960
1020,4668,4375960,6212,4375960
1020,4668,4375960,6212,4375960
1020,4668,4376770,6212,4376770
1020,4668,4377580,6212,4377580
1020,4668,4378390,6212,4378390
1020,4668,4379390,6212,4379390
1020,4668,4380390,6212,4380390
1020,4668,4380860,6212,4380860
1020,4668,4381670,6212,4381670
1020,4668,4382140,6212,4382140
1021,4676,4383140,6212,4383140
1021,4676,4383790,6212,4383790
1021,4676,4384790,6212,4384790
1021,4676,4385790,6212,4385790
1021,4676,4385790,6212,4385790
1021,4676,4386790,6212,4386790
1021,4676,4387790,6212,4387790
1021,4676,4387790,6212,4387790
1021,4676,4388790,6212,4388790
1022,4684,4389790,6212,4389790
1022,4684,4390260,6212,4390260
1022,4684,4391260,6212,4391260
1022,4684,4392260,6212,4392260
1022,4684,4393260,6212,4393260
1022,4684,4394260,6212,4394260
1022,4684,4394730,6212,4394730
1022,4684,4395540,6212,4395540
1022,4684,4396540,6212,4396540
1022,4684,4396860,6212,4396860
1023,4692,4397860,6212,4397860
1023,4692,4398860,6212,4398860
1024,4700,4406860,6212,4406860
1024,4700,4407860,6212,4407860
1024,4700,4408860,6212,4408860
1025,4708,4416860,6212,4416860
1025,4708,4417670,6212,4417670
1025,4708,4417900,6212,4417900
1025,4708,4418710,6212,4418710
1025,4708,4418710,6212,4418710
1026,4716,4426710,6212,4426710
1026,4716,4427710,6212,4427710
1026,4716,4428180,6212,4428180
1027,4724,4428770,6212,4428770
1027,4724,4429240,6212,4429240
1027,4724,4430240,6212,4430240
1028,4732,4438240,6212,4438240
1028,4732,4439240,6212,4439240
1028,4732,4439700,6212,4439700
1028,4732,4439700,6212,4439700
1028,4732,4440700,6212,4440700
1028,4732,4441510,6212,4441510
1028,4732,4441510,6212,4441510
1028,4732,4442510,6212,4442510
1028,4732,4443510,6212,4443510
1029,4740,4444510,6212,4444510
1029,4740,4444510,6212,4444510
1029,4740,4444510,6212,4444510
1029,4740,4445510,6212,4445510
1029,4740,4446510,6212,4446510
1029,4740,4447510,6212,4447510
1029,4740,4448320,6212,4448320
1029,4740,4449320,6212,4449320
1029,4740,4450320,6212,4450320
1029,4740,4451320,6212,4451320
1030,4748,4459320,6212,4459320
1030,4748,4459640,6212,4459640
1031,4756,4460640,6212,4460640
1031,4756,4461640,6212,4461640
1031,4756,4462640,6212,4462640
1031,4756,4462640,6212,4462640
1031,4756,4463450,6212,4463450
1031,4756,4465450,6212,4465450
1031,4756,4466450,6212,4466450
1031,4756,4467260,6212,4467260
1032,4764,4468260,6212,4468260
1032,4764,4468580,6212,4468580
1032,4764,4469580,6212,4469580
1032,4764,4470580,6212,4470580
1032,4764,4470580,6212,4470580
1032,4764,4470580,6212,4470580
1032,4764,4471390,6212,4471390
1032,4764,4473390,6212,4473390
1032,4764,4473860,6212,4473860
1032,4764,4474860,6212,4474860
1033,4772,4475860,6212,4475860
1033,4772,4476860,6212,4476860
1033,4772,4477860,6212,4477860
1033,4772,4478020,6212,4478020
1033,4772,4479020,6212,4479020
1033,4772,4479340,6212,4479340
1033,4772,4479890,6212,4479890
1033,4772,4480890,6212,4480890
1033,4772,4481890,6212,4481890
1033,4772,4482890,6212,4482890
1034,4780,4483700,6212,4483700
1034,4780,4485700,6212,4485700
1034,4780,4486700,6212,4486700
1034,4780,4487160,6212,4487160
1034,4780,4487160,6212,4487160
1034,4780,4487810,6212,4487810
1034,4780,4488810,6212,4488810
1034,4780,4489620,6212,4489620
1034,4780,4489620,6212,4489620
1035,4788,4490620,6212,4490620
1035,4788,4490620,6212,4490620
1035,4788,4490620,6212,4490620
1035,4788,4490850,6212,4490850
1035,4788,4491220,6212,4491220
1035,4788,4491220,6212,4491220
1035,4788,4491220,6212,4491220
1035,4788,4492030,6212,4492030
1035,4788,4493030,6212,4493030
1035,4788,4497030,6212,4497030
1036,4796,4505030,6212,4505030
1036,4796,4506030,6212,4506030
1037,4804,4507030,6212,4507030
1037,4804,4508030,6212,4508030
1037,4804,4508500,6212,4508500
1037,4804,4509500,6212,4509500
1037,4804,4510500,6212,4510500
1037,4804,4511150,6212,4511150
1037,4804,4512150,6212,4512150
1038,4812,4513150,6212,4513150
1038,4812,4513150,6212,4513150
1038,4812,4513380,6212,4513380
1038,4812,4514030,6212,4514030
1038,4812,4514030,6212,4514030
1038,4812,4515030,6212,4515030
1038,4812,4516030,6212,4516030
1038,4812,4516030,6212,4516030
1038,4812,4517030,6212,4517030
1038,4812,4517500,6212,4517500
1038,4812,4518500,6212,4518500
1039,4820,4519500,6212,4519500
1039,4820,4520500,6212,4520500
1039,4820,4520500,6212,4520500
1039,4820,4521500,6212,4521500
1039,4820,4523500,6212,4523500
1039,4820,4524500,6212,4524500
1039,4820,4525500,6212,4525500
1039,4820,4525500,6212,4525500
1039,4820,4526500,6212,4526500
1039,4820,4527500,6212,4527500
1040,4828,4527970,6212,4527970
1040,4828,4528430,6212,4528430
1040,4828,4528900,6212,4528900
1040,4828,4529130,6212,4529130
1040,4828,4529480,6212,4529480
1040,4828,4530130,6212,4530130
1040,4828,4532130,6212,4532130
1041,4836,4540130,6212,4540130
1041,4836,4540940,6212,4540940
1041,4836,4541940,6212,4541940
1041,4836,4542410,6212,4542410
1041,4836,4542730,6212,4542730
1041,4836,4543730,6212,4543730
1042,4844,4544730,6212,4544730
1042,4844,4545730,6212,4545730
1042,4844,4545730,6212,4545730
1042,4844,4546730,6212,4546730
1042,4844,4547730,6212,4547730
1042,4844,4548730,6212,4548730
1042,4844,4549730,6212,4549730
1042,4844,4550730,6212,4550730
1043,4852,4551730,6212,4551730
1043,4852,4552730,6212,4552730
1043,4852,4552960,6212,4552960
1043,4852,4553960,6212,4553960
1043,4852,4554440,6212,4554440
1043,4852,4554910,6212,4554910
1043,4852,4555380,6212,4555380
1043,4852,4556190,6212,4556190
1043,4852,4557190,6212,4557190
1043,4852,4558190,6212,4558190
1043,4852,4559190,6212,4559190
1044,4860,4560190,6212,4560190
1044,4860,4561190,6212,4561190
1044,4860,4562190,6212,4562190
1044,4860,4563190,6212,4563190
1044,4860,4563420,6212,4563420
1044,4860,4563890,6212,4563890
1044,4860,4564890,6212,4564890
1044,4860,4565890,6212,4565890
1044,4860,4566350,6212,4566350
1044,4860,4566670,6212,4566670
1044,4860,4566670,6212,4566670
1044,4860,4567670,6212,4567670
1044,4860,4567670,6212,4567670
1045,4868,4568140,6212,4568140
1045,4868,4568140,6212,4568140
1045,4868,4568950,6212,4568950
1045,4868,4569180,6212,4569180
1045,4868,4570180,6212,4570180
1045,4868,4571180,6212,4571180
1045,4868,4572180,6212,4572180
1045,4868,4573180,6212,4573180
1045,4868,4573340,6212,4573340
1045,4868,4574340,6212,4574340
1045,4868,4574340,6212,4574340
1045,4868,4574990,6212,4574990
1046,4876,4575450,6212,4575450
1046,4876,4575920,6212,4575920
1046,4876,4576290,6212,4576290
1046,4876,4576290,6212,4576290
1046,4876,4576940,6212,4576940
1046,4876,4577940,6212,4577940
1046,4876,4578940,6212,4578940
1047,4884,4586940,6212,4586940
1047,4884,4587940,6212,4587940
1047,4884,4588170,6212,4588170
1047,4884,4588170,6212,4588170
1048,4892,4589170,6212,4589170
1048,4892,4589330,6212,4589330
1048,4892,4589650,6212,4589650
1048,4892,4590650,6212,4590650
1049,4900,4598650,6212,4598650
1049,4900,4599120,6212,4599120
1049,4900,4599770,6212,4599770
1049,4900,4600090,6212,4600090
1049,4900,4601090,6212,4601090
1049,4900,4602090,6212,4602090
1049,4900,4602410,6212,4602410
1049,4900,4602410,6212,4602410
1049,4900,4603410,6212,4603410
1049,4900,4604410,6212,4604410
1049,4900,4605410,6212,4605410
1050,4908,4606410,6212,4606410
1050,4908,4607220,6212,4607220
1050,4908,4607220,6212,4607220
1050,4908,4608220,6212,4608220
1050,4908,4608540,6212,4608540
1050,4908,4609540,6212,4609540
1050,4908,4610540,6212,4610540
1050,4908,4611010,6212,4611010
1050,4908,4611480,6212,4611480
1051,4916,4612480,6212,4612480
1051,4916,4612950,6212,4612950
1051,4916,4613760,6212,4613760
1051,4916,4614230,6212,4614230
1051,4916,4615230,6212,4615230
1051,4916,4615700,6212,4615700
1051,4916,4616700,6212,4616700
1051,4916,4617510,6212,4617510
1051,4916,4618510,6212,4618510
1051,4916,4619510,6212,4619510
1051,4916,4620510,6212,4620510
1051,4916,4620510,6212,4620510
1052,4924,4620980,6212,4620980
1052,4924,4621980,6212,4621980
1052,4924,4622450,6212,4622450
1052,4924,4623100,6212,4623100
1052,4924,4624100,6212,4624100
1052,4924,4624100,6212,4624100
1052,4924,4625100,6212,4625100
1052,4924,4626100,6212,4626100
1053,4932,4634100,6212,4634100
1053,4932,4634100,6212,4634100
1054,4940,4638100,6212,4638100
1054,4940,4638570,6212,4638570
1054,4940,4639570,6212,4639570
1054,4940,4639570,6212,4639570
1054,4940,4640570,6212,4640570
1054,4940,4641030,6212,4641030
1054,4940,4641190,6212,4641190
1054,4940,4642190,6212,4642190
1054,4940,4643000,6212,4643000
1054,4940,4644000,6212,4644000
1055,4948,4644810,6212,4644810
1055,4948,4644810,6212,4644810
1055,4948,4645810,6212,4645810
1055,4948,4645810,6212,4645810
1055,4948,4646460,6212,4646460
1055,4948,4647460,6212,4647460
1055,4948,4648460,6212,4648460
1055,4948,4649010,6212,4649010
1055,4948,4650010,6212,4650010
1055,4948,4651010,6212,4651010
1056,4956,4651470,6212,4651470
1056,4956,4651470,6212,4651470
1056,4956,4651470,6212,4651470
1056,4956,4651470,6212,4651470
1056,4956,4651470,6212,4651470
1056,4956,4651940,6212,4651940
1056,4956,4655940,6212,4655940
1056,4956,4656940,6212,4656940
1056,4956,4657940,6212,4657940
1056,4956,4658940,6212,4658940
1057,4964,4659940,6212,4659940
1057,4964,4660170,6212,4660170
1057,4964,4661170,6212,4661170
1057,4964,4662170,6212,4662170
1057,4964,4662170,6212,4662170
1057,4964,4662170,6212,4662170
1057,4964,4662400,6212,4662400
1057,4964,4662870,6212,4662870
1057,4964,4663870,6212,4663870
1057,4964,4663870,6212,4663870
1057,4964,4664870,6212,4664870
1057,4964,4665420,6212,4665420
1057,4964,4666230,6212,4666230
1058,4972,4667230,6212,4667230
1058,4972,4668040,6212,4668040
1058,4972,4668040,6212,4668040
1058,4972,4669040,6212,4669040
1058,4972,4669850,6212,4669850
1058,4972,4670850,6212,4670850
1058,4972,4670850,6212,4670850
1058,4972,4670850,6212,4670850
1058,4972,4671850,6212,4671850
1058,4972,4672850,6212,4672850
1058,4972,4673170,6212,4673170
1058,4972,4674170,6212,4674170
1059,4980,4675170,6212,4675170
1060,4988,4683170,6212,4683170
1060,4988,4684170,6212,4684170
1060,4988,4686170,6212,4686170
1060,4988,4686820,6212,4686820
1060,4988,4687290,6212,4687290
1060,4988,4687760,6212,4687760
1060,4988,4687920,6212,4687920
1060,4988,4688920,6212,4688920
1060,4988,4689920,6212,4689920
1061,4996,4690920,6212,4690920
1061,4996,4691920,6212,4691920
1061,4996,4692920,6212,4692920
1061,4996,4693240,6212,4693240
1061,4996,4694240,6212,4694240
1061,4996,4695240,6212,4695240
1061,4996,4696240,6212,4696240
1061,4996,4696710,6212,4696710
1061,4996,4697520,6212,4697520
1061,4996,4697840,6212,4697840
1062,5004,4698840,6212,4698840
1062,5004,4699840,6212,4699840
1062,5004,4700840,6212,4700840
1062,5004,4700840,6212,4700840
1062,5004,4701840,6212,4701840
1062,5004,4701840,6212,4701840
1062,5004,4702650,6212,4702650
1062,5004,4702650,6212,4702650
1063,5012,4710650,6212,4710650
1063,5012,4710650,6212,4710650
1063,5012,4710650,6212,4710650
1063,5012,4711120,6212,4711120
1063,5012,4711930,6212,4711930
1063,5012,4711930,6212,4711930
1063,5012,4712930,6212,4712930
1064,5020,4720930,6212,4720930
1064,5020,4721930,6212,4721930
1065,5028,4722930,6212,4722930
1065,5028,4723930,6212,4723930
1065,5028,4724930,6212,4724930
1065,5028,4725400,6212,4725400
1065,5028,4726400,6212,4726400
1065,5028,4727210,6212,4727210
1065,5028,4727210,6212,4727210
1065,5028,4728210,6212,4728210
1065,5028,4728670,6212,4728670
1065,5028,4728670,6212,4728670
1065,5028,4728900,6212,4728900
1065,5028,4729010,6212,4729010
1066,5036,4730010,6212,4730010
1066,5036,4731010,6212,4731010
1066,5036,4732010,6212,4732010
1066,5036,4733010,6212,4733010
1066,5036,4733820,6212,4733820
1066,5036,4734280,6212,4734280
1066,5036,4734280,6212,4734280
1066,5036,4735090,6212,4735090
1066,5036,4735090,6212,4735090
1066,5036,4736090,6212,4736090
1066,5036,4737090,6212,4737090
1066,5036,4737090,6212,4737090
1066,5036,4737090,6212,4737090
1067,5044,4737410,6212,4737410
1067,5044,4738410,6212,4738410
1067,5044,4738880,6212,4738880
1067,5044,4739880,6212,4739880
1067,5044,4740880,6212,4740880
1067,5044,4741880,6212,4741880
1067,5044,4742880,6212,4742880
1067,5044,4743350,6212,4743350
1068,5052,4744350,6212,4744350
1068,5052,4745160,6212,4745160
1068,5052,4745160,6212,4745160
1068,5052,4746160,6212,4746160
1068,5052,4747160,6212,4747160
1068,5052,4747160,6212,4747160
1068,5052,4747630,6212,4747630
1068,5052,4747630,6212,4747630
1068,5052,4748100,6212,4748100
1068,5052,4749100,6212,4749100
1068,5052,4749570,6212,4749570
1068,5052,4750570,6212,4750570
1068,5052,4750570,6212,4750570
1068,5052,4750570,6212,4750570
1068,5052,4751570,6212,4751570
1068,5052,4752570,6212,4752570
1069,5060,4753380,6212,4753380
1069,5060,4753850,6212,4753850
1069,5060,4754850,6212,4754850
1069,5060,4755330,6212,4755330
1069,5060,4755330,6212,4755330
1069,5060,4755800,6212,4755800
1069,5060,4756800,6212,4756800
1069,5060,4757610,6212,4757610
1070,5068,4765610,6212,4765610
1070,5068,4766610,6212,4766610
1070,5068,4767080,6212,4767080
1070,5068,4767550,6212,4767550
1071,5076,4768550,6212,4768550
1072,5084,4776550,6212,4776550
1072,5084,4777200,6212,4777200
