ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0d71-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
780577.61,15.45,2.39,344578.22,6.82
780577.61,15.45,2.39,344578.22,6.82
780289.23,15.45,2.38,344380.0,6.82
779671.64,15.45,2.38,344125.58,6.82
779505.36,15.45,2.38,344325.21,6.82
778460.21,15.45,2.39,343992.23,6.83
778304.82,15.45,2.39,343866.21,6.83
778138.54,15.45,2.39,343810.09,6.83
777994.57,15.45,2.38,343626.93,6.82
777839.18,15.45,2.38,343552.39,6.82
777861.64,15.45,2.39,343608.7,6.83
777706.25,15.45,2.39,343462.19,6.82
777539.98,15.45,2.39,343426.56,6.82
777539.98,15.45,2.39,343426.56,6.82
777820.43,15.46,2.39,343495.57,6.83
777842.89,15.46,2.4,343742.44,6.83
776797.73,15.46,2.4,343409.46,6.84
776831.07,15.47,2.4,343453.85,6.84
776664.8,15.47,2.4,343398.91,6.84
776927.79,15.47,2.41,343268.43,6.84
776950.24,15.48,2.41,343819.13,6.85
777213.24,15.48,2.42,343688.66,6.85
777235.69,15.49,2.42,344239.36,6.86
777235.69,15.49,2.42,344239.36,6.86
777407.66,15.49,2.43,344252.29,6.86
777407.66,15.49,2.43,344252.29,6.86
777659.76,15.5,2.43,344813.38,6.87
777447.89,15.5,2.43,344640.7,6.87
777447.89,15.5,2.43,344640.7,6.87
777292.5,15.5,2.43,344565.62,6.87
776994.12,15.49,2.43,344268.53,6.86
776827.85,15.49,2.43,344161.46,6.86
776861.19,15.49,2.43,344205.86,6.86
776485.35,15.49,2.42,343951.68,6.86
776319.07,15.49,2.42,343910.8,6.86
776163.69,15.49,2.42,343836.26,6.86
775997.41,15.49,2.42,343728.66,6.86
776030.75,15.49,2.43,343773.05,6.86
775864.48,15.49,2.43,343732.41,6.86
775709.09,15.49,2.43,343657.34,6.86
775731.55,15.49,2.43,343714.18,6.86
775576.16,15.49,2.43,343639.1,6.86
775409.88,15.49,2.43,343532.04,6.86
775254.5,15.49,2.43,343406.02,6.86
775532.29,15.5,2.44,343795.08,6.87
774487.13,15.5,2.44,343477.74,6.88
774251.66,15.5,2.44,343237.39,6.87
774285.0,15.5,2.44,343281.78,6.87
774285.0,15.5,2.44,343281.78,6.87
774307.46,15.51,2.44,343383.06,6.88
774152.07,15.51,2.44,343308.52,6.88
774421.64,15.51,2.45,343567.52,6.88
774266.25,15.51,2.45,343422.62,6.88
774266.25,15.51,2.45,343422.62,6.88
774099.98,15.51,2.45,343385.38,6.88
773734.13,15.51,2.44,343088.78,6.88
773578.75,15.51,2.44,343013.7,6.88
773412.47,15.51,2.44,342906.64,6.88
773257.08,15.51,2.44,342831.56,6.88
773049.73,15.5,2.44,342610.12,6.87
773210.81,15.51,2.44,342824.48,6.88
773491.26,15.52,2.45,342893.5,6.88
773324.99,15.52,2.45,343078.18,6.88
773169.6,15.52,2.45,342932.08,6.88
773003.33,15.52,2.45,342896.04,6.88
772847.94,15.52,2.45,342770.01,6.88
772681.66,15.51,2.45,342713.89,6.88
772526.27,15.51,2.45,342567.8,6.88
772360.0,15.51,2.45,342531.75,6.88
772393.34,15.52,2.45,342576.15,6.88
772227.07,15.52,2.45,342536.27,6.88
772071.68,15.52,2.45,342461.73,6.88
771905.41,15.52,2.45,342354.12,6.88
771529.56,15.51,2.45,341978.29,6.88
771374.18,15.51,2.45,341852.27,6.87
771374.18,15.51,2.45,341852.27,6.87
771207.9,15.51,2.45,341796.15,6.87
771207.9,15.51,2.45,341796.15,6.87
771052.51,15.51,2.45,341721.07,6.87
770886.24,15.51,2.45,341614.0,6.87
770919.58,15.51,2.45,341658.4,6.88
770753.31,15.51,2.45,341617.18,6.88
769708.15,15.52,2.45,341299.84,6.88
768662.99,15.52,2.46,340966.86,6.89
768507.6,15.52,2.46,340908.48,6.89
768341.33,15.52,2.46,340784.72,6.88
768621.78,15.53,2.46,340853.74,6.89
768621.78,15.53,2.46,340853.74,6.89
768420.77,15.53,2.46,340610.52,6.88
768254.49,15.53,2.46,340795.29,6.89
767209.33,15.53,2.46,340477.95,6.89
767050.4,15.53,2.46,340321.89,6.89
766684.56,15.52,2.46,339955.96,6.88
766529.17,15.52,2.46,339809.45,6.88
766529.17,15.52,2.46,339809.45,6.88
766529.17,15.52,2.46,339809.45,6.88
766362.9,15.52,2.46,339773.82,6.88
766534.86,15.53,2.46,339786.75,6.88
766368.59,15.53,2.46,339913.58,6.89
766401.93,15.53,2.46,339957.98,6.89
766235.66,15.53,2.46,339895.35,6.89
766269.0,15.53,2.47,339939.75,6.89
766102.73,15.53,2.47,339877.12,6.89
765805.37,15.53,2.46,339585.21,6.88
765649.98,15.53,2.46,339510.67,6.88
765483.71,15.53,2.46,339403.07,6.88
765328.32,15.53,2.46,339256.56,6.88
765162.05,15.53,2.46,339220.93,6.88
765006.66,15.53,2.46,339162.54,6.88
765221.57,15.53,2.47,339416.44,6.89
764901.57,15.53,2.46,339096.44,6.88
764746.18,15.53,2.46,339038.06,6.88
764768.64,15.53,2.47,339078.21,6.89
764801.98,15.53,2.47,339122.61,6.89
764635.71,15.53,2.47,339081.39,6.89
764480.32,15.53,2.47,339023.01,6.89
764480.32,15.53,2.47,339023.01,6.89
764502.78,15.54,2.47,339063.16,6.89
764347.39,15.54,2.47,338918.26,6.89
764369.84,15.54,2.47,339066.34,6.89
764541.81,15.54,2.48,339079.26,6.89
764375.54,15.54,2.48,339206.38,6.9
764655.99,15.55,2.49,339275.4,6.9
764678.44,15.55,2.49,339522.26,6.91
764523.06,15.55,2.49,339447.19,6.91
764157.22,15.55,2.48,339202.76,6.9
763990.94,15.55,2.48,339095.7,6.9
764024.28,15.55,2.49,339140.09,6.9
762979.13,15.56,2.49,338807.11,6.91
762812.85,15.56,2.49,338744.48,6.91
762657.46,15.56,2.49,338618.46,6.91
762679.92,15.56,2.49,338749.0,6.91
762358.26,15.56,2.49,338566.86,6.91
762202.87,15.56,2.49,338420.34,6.91
762036.59,15.56,2.49,338384.71,6.91
762036.59,15.56,2.49,338384.71,6.91
761926.59,15.56,2.49,338274.71,6.91
761771.21,15.56,2.49,338200.17,6.91
761771.21,15.56,2.49,338200.17,6.91
761986.12,15.56,2.5,338470.53,6.91
761830.73,15.56,2.5,338325.83,6.91
761664.46,15.56,2.5,338288.39,6.91
761509.07,15.56,2.5,338143.49,6.91
761342.79,15.56,2.5,338106.25,6.91
761187.41,15.56,2.5,337962.63,6.91
761187.41,15.56,2.5,337962.63,6.91
761209.86,15.56,2.5,338109.43,6.91
761054.47,15.56,2.5,337962.92,6.91
761054.47,15.56,2.5,337962.92,6.91
760888.2,15.56,2.5,337927.29,6.91
760732.81,15.56,2.5,337852.75,6.91
760732.81,15.56,2.5,337852.75,6.91
760755.27,15.57,2.5,337909.05,6.91
760457.91,15.56,2.5,337616.86,6.91
760738.37,15.57,2.51,337685.88,6.91
760572.09,15.57,2.51,337870.56,6.92
760416.71,15.57,2.51,337725.86,6.91
760250.43,15.57,2.5,337688.42,6.92
760095.04,15.57,2.5,337613.34,6.92
760117.5,15.57,2.51,337670.18,6.92
759741.66,15.57,2.5,337294.35,6.91
759586.27,15.57,2.5,337168.32,6.91
759419.99,15.57,2.5,337112.2,6.91
758802.4,15.57,2.5,336857.79,6.91
758835.74,15.57,2.5,336902.19,6.91
758538.39,15.56,2.5,336610.76,6.91
758216.73,15.56,2.5,336428.62,6.91
758486.29,15.57,2.51,336700.1,6.91
758346.29,15.57,2.5,336560.1,6.91
758346.29,15.57,2.5,336560.1,6.91
757970.45,15.56,2.5,336305.93,6.9
757815.06,15.56,2.5,336159.41,6.9
757648.79,15.56,2.5,336123.78,6.9
756603.63,15.57,2.5,335806.44,6.91
756603.63,15.57,2.5,335806.44,6.91
756281.97,15.57,2.5,335624.3,6.91
756453.94,15.57,2.51,335637.23,6.91
756162.75,15.57,2.5,335349.57,6.9
755996.47,15.57,2.5,335475.83,6.91
755841.08,15.57,2.5,335401.29,6.91
755863.54,15.57,2.51,335457.6,6.91
756035.51,15.58,2.51,335470.52,6.91
756305.07,15.58,2.52,335884.15,6.92
756338.42,15.59,2.52,335928.55,6.92
756172.14,15.59,2.52,335865.92,6.92
756016.75,15.59,2.52,335839.23,6.92
755850.48,15.59,2.52,335683.77,6.92
755850.48,15.59,2.52,335683.77,6.92
755695.09,15.59,2.52,335537.26,6.92
755856.17,15.59,2.53,335822.96,6.93
755700.78,15.59,2.53,335696.94,6.93
755700.78,15.59,2.53,335696.94,6.93
755915.7,15.6,2.53,336018.53,6.93
755618.34,15.59,2.53,335727.2,6.93
755462.95,15.59,2.53,335583.58,6.93
755485.41,15.59,2.53,335730.38,6.93
755330.02,15.59,2.53,335655.84,6.93
754712.43,15.6,2.53,335401.43,6.93
754927.34,15.6,2.54,335671.79,6.94
754771.96,15.6,2.54,335613.41,6.94
754396.11,15.6,2.53,335385.47,6.93
754418.57,15.6,2.53,335425.62,6.94
754699.02,15.61,2.54,335479.69,6.94
754532.75,15.61,2.54,335610.08,6.94
754532.75,15.61,2.54,335610.08,6.94
754566.09,15.61,2.54,335654.47,6.94
754399.82,15.61,2.54,335591.84,6.94
754399.82,15.61,2.54,335591.84,6.94
754023.98,15.6,2.54,335285.24,6.94
753868.59,15.6,2.54,335210.7,6.94
753702.31,15.6,2.54,335103.1,6.94
753735.66,15.61,2.54,335147.5,6.94
753118.06,15.61,2.54,334893.08,6.94
753332.98,15.61,2.55,335228.72,6.95
753177.59,15.61,2.55,335083.82,6.95
753338.67,15.62,2.55,335367.94,6.95
753619.12,15.62,2.56,335422.01,6.95
753452.85,15.62,2.56,335621.64,6.96
753131.18,15.62,2.56,335439.5,6.96
752964.91,15.62,2.56,335286.82,6.96
752688.0,15.62,2.55,335007.05,6.95
752688.0,15.62,2.55,335007.05,6.95
752688.0,15.62,2.55,335007.05,6.95
752710.45,15.62,2.56,335025.7,6.95
752575.36,15.62,2.56,334910.44,6.95
752414.52,15.62,2.56,334831.66,6.95
752259.14,15.62,2.56,334925.95,6.96
752281.59,15.63,2.56,334942.62,6.96
752281.59,15.63,2.56,334935.2,6.96
751236.44,15.63,2.57,334602.21,6.96
751236.44,15.63,2.57,334602.21,6.96
751236.44,15.63,2.57,334627.04,6.96
751101.34,15.63,2.57,334523.75,6.96
750940.51,15.63,2.57,334433.0,6.96
750785.12,15.63,2.57,334528.8,6.96
750618.84,15.63,2.57,334372.62,6.96
750483.74,15.63,2.57,334281.62,6.96
750276.39,15.63,2.56,334080.86,6.96
750496.75,15.63,2.57,333990.2,6.96
750496.75,15.63,2.57,333990.2,6.96
750341.36,15.63,2.57,334345.26,6.97
750341.36,15.63,2.57,334345.26,6.97
750363.82,15.64,2.57,334461.61,6.97
750363.82,15.64,2.57,334461.61,6.97
750363.82,15.64,2.57,334461.61,6.97
750363.82,15.64,2.57,334461.61,6.97
750417.45,15.64,2.58,334386.61,6.97
749799.86,15.64,2.58,334132.2,6.97
749639.03,15.64,2.58,334018.89,6.97
749397.84,15.64,2.57,333798.17,6.96
749242.45,15.64,2.57,334030.38,6.97
749076.17,15.64,2.57,333895.97,6.97
748941.08,15.64,2.57,333795.24,6.97
747895.92,15.64,2.58,333462.26,6.97
748170.93,15.65,2.58,333387.14,6.97
748170.93,15.65,2.58,333387.14,6.97
748015.54,15.65,2.58,333699.12,6.98
747649.7,15.64,2.58,333346.7,6.97
747483.42,15.64,2.58,333378.57,6.98
747766.7,15.65,2.59,333273.18,6.97
747174.84,15.65,2.59,333032.94,6.98
747045.19,15.65,2.59,334255.95,7.0
747762.75,15.67,2.6,334266.37,7.0
747601.91,15.67,2.6,334464.07,7.01
747446.53,15.67,2.6,334372.45,7.01
747113.3,15.67,2.6,333603.08,6.99
746947.02,15.66,2.6,333767.85,7.0
746919.03,15.67,2.6,333790.09,7.0
747208.69,15.67,2.61,334057.44,7.01
746208.69,15.66,2.59,333057.44,6.99
746054.29,15.66,2.59,332736.78,6.98
745765.92,15.65,2.59,332446.91,6.98
745468.56,15.65,2.58,332155.54,6.97
745346.33,15.65,2.58,331950.9,6.97
744301.17,15.65,2.59,331617.92,6.97
744294.62,15.66,2.59,334002.13,7.03
745592.95,15.69,2.62,333791.92,7.02
745001.09,15.69,2.62,334325.67,7.04
744871.44,15.69,2.62,334258.39,7.04
744952.04,15.69,2.63,333527.14,7.03
744952.04,15.69,2.63,333527.14,7.03
744952.04,15.69,2.63,333527.14,7.03
745753.24,15.71,2.65,334674.8,7.05
745598.84,15.71,2.65,334421.11,7.05
745598.84,15.71,2.65,334421.11,7.05
745598.84,15.71,2.65,334421.11,7.05
745880.29,15.72,2.65,334263.07,7.04
745394.81,15.71,2.65,333666.25,7.03
745429.15,15.71,2.65,333589.9,7.03
744383.99,15.72,2.65,333256.92,7.04
744040.31,15.71,2.65,336056.02,7.1
744626.98,15.73,2.66,336451.16,7.11
746587.43,15.77,2.71,336721.05,7.11
746868.87,15.78,2.72,336545.76,7.11
746714.47,15.78,2.72,336252.22,7.11
746394.47,15.77,2.71,335932.22,7.1
746097.12,15.77,2.7,335640.89,7.09
746097.12,15.77,2.7,335640.89,7.09
746026.85,15.77,2.71,339146.77,7.17
747562.12,15.81,2.74,339451.81,7.18
747597.75,15.81,2.75,339445.27,7.18
747879.2,15.82,2.75,339291.53,7.18
747813.56,15.82,2.76,338366.64,7.16
747659.16,15.82,2.76,338695.0,7.17
747504.77,15.82,2.76,338585.77,7.17
747128.92,15.81,2.75,338360.82,7.16
747128.92,15.81,2.75,338360.82,7.16
747025.0,15.81,2.75,339687.54,7.19
746556.87,15.81,2.74,338710.37,7.17
746853.4,15.82,2.75,339236.41,7.18
746870.91,15.82,2.75,338586.45,7.17
747222.88,15.83,2.76,338610.82,7.17
746177.72,15.83,2.77,338277.84,7.18
746649.2,15.85,2.78,338320.17,7.18
746494.8,15.85,2.78,338131.77,7.18
746340.4,15.85,2.78,338336.84,7.18
746050.9,15.85,2.78,338237.77,7.18
746050.9,15.85,2.78,338237.77,7.18
745005.75,15.85,2.79,337904.79,7.19
744852.6,15.85,2.78,337826.77,7.19
744691.77,15.85,2.78,337715.16,7.19
744536.38,15.85,2.78,337652.88,7.19
744370.1,15.85,2.78,337982.41,7.2
744405.73,15.85,2.79,337998.96,7.2
744405.73,15.85,2.79,337998.96,7.2
744251.33,15.85,2.79,337791.95,7.2
744096.94,15.85,2.79,337972.84,7.2
744131.27,15.86,2.79,337874.44,7.2
743996.17,15.86,2.79,337800.07,7.2
743835.34,15.86,2.79,337945.67,7.2
743679.95,15.86,2.79,337834.3,7.2
743702.41,15.86,2.8,337977.24,7.21
743738.04,15.86,2.8,337981.52,7.21
743583.64,15.86,2.8,337786.78,7.21
743429.24,15.86,2.8,338008.31,7.21
743274.84,15.86,2.8,337852.12,7.21
743274.84,15.86,2.8,337852.12,7.21
742954.84,15.86,2.79,337532.12,7.2
742727.6,15.86,2.79,337272.27,7.2
742592.5,15.86,2.79,337154.96,7.2
742431.67,15.86,2.79,337494.37,7.21
742318.22,15.86,2.79,337233.85,7.2
742209.49,15.85,2.79,337125.12,7.2
742001.28,15.85,2.79,336955.67,7.2
742225.64,15.86,2.8,336872.82,7.2
742225.64,15.86,2.8,336872.82,7.2
742225.64,15.86,2.8,336923.94,7.2
742071.24,15.86,2.8,337069.74,7.2
742105.57,15.86,2.8,336962.47,7.2
741951.17,15.86,2.8,336861.39,7.2
741816.07,15.87,2.8,336775.84,7.2
741655.24,15.87,2.8,337173.06,7.21
740610.09,15.87,2.81,336840.07,7.22
740454.7,15.87,2.81,336674.81,7.22
740454.7,15.87,2.81,336674.81,7.22
740477.15,15.87,2.81,336853.0,7.22
740259.79,15.87,2.81,336681.5,7.22
740295.42,15.87,2.81,336659.98,7.22
740137.96,15.87,2.81,336501.05,7.22
739983.57,15.87,2.81,336332.11,7.21
740265.01,15.88,2.81,336567.79,7.22
740110.61,15.88,2.81,336416.16,7.22
740110.61,15.88,2.81,336416.16,7.22
740164.24,15.88,2.82,336357.3,7.22
740164.24,15.88,2.82,336357.3,7.22
740192.14,15.89,2.82,336277.43,7.22
739816.3,15.88,2.82,336664.52,7.23
739849.64,15.88,2.82,336784.07,7.23
739849.64,15.88,2.82,336784.07,7.23
739683.37,15.88,2.82,336733.07,7.23
739490.91,15.88,2.82,336522.77,7.23
739526.54,15.88,2.82,336504.55,7.23
739334.08,15.88,2.82,336298.43,7.22
739179.68,15.88,2.82,336126.2,7.22
739025.29,15.88,2.82,336686.67,7.23
738870.89,15.88,2.82,336341.57,7.23
738735.79,15.88,2.82,336074.24,7.22
739081.58,15.89,2.83,336766.09,7.24
738968.13,15.89,2.83,336715.37,7.24
738823.83,15.89,2.83,336554.21,7.24
739295.3,15.9,2.84,336594.71,7.24
738697.01,15.9,2.84,336327.78,7.24
738536.17,15.9,2.84,336625.53,7.25
738380.79,15.9,2.84,336691.64,7.25
738214.51,15.9,2.84,336627.18,7.25
737683.98,15.89,2.83,336096.65,7.24
737308.14,15.89,2.82,335750.69,7.23
737149.54,15.88,2.82,335612.0,7.23
737373.9,15.89,2.83,335675.24,7.23
737219.51,15.89,2.83,335516.89,7.23
737500.95,15.9,2.84,335414.89,7.23
737346.55,15.9,2.84,335616.22,7.24
736970.71,15.89,2.83,335493.6,7.24
737271.45,15.9,2.84,335393.12,7.23
737299.35,15.91,2.84,335957.96,7.25
737154.36,15.91,2.84,336185.17,7.25
737305.04,15.91,2.85,336410.84,7.26
737340.67,15.92,2.85,336379.94,7.26
737186.27,15.92,2.85,336226.84,7.26
737031.88,15.92,2.85,336443.37,7.27
736759.96,15.91,2.85,336263.05,7.26
736794.3,15.91,2.85,336137.05,7.26
736659.2,15.91,2.85,335993.84,7.26
736934.21,15.92,2.86,336602.95,7.27
736778.82,15.92,2.86,336250.56,7.27
736390.08,15.92,2.85,335839.06,7.26
736223.8,15.92,2.85,336115.89,7.27
736259.43,15.92,2.86,336132.45,7.27
736105.03,15.92,2.86,335934.23,7.27
735950.64,15.92,2.86,336136.67,7.27
735796.24,15.92,2.86,335974.35,7.27
735796.24,15.92,2.86,335974.35,7.27
734751.08,15.92,2.86,335641.37,7.27
734615.98,15.93,2.86,335540.49,7.27
734455.15,15.93,2.86,335919.2,7.28
734299.76,15.93,2.86,335606.78,7.28
734133.49,15.93,2.86,335449.93,7.28
733989.52,15.92,2.86,335250.36,7.27
733939.52,15.92,2.86,335200.36,7.27
733820.75,15.93,2.86,335082.93,7.27
733666.35,15.93,2.86,334986.15,7.27
733930.33,15.93,2.87,335183.02,7.28
733983.97,15.94,2.87,335087.83,7.28
733983.97,15.94,2.87,335087.83,7.28
733823.13,15.94,2.87,334955.52,7.27
734103.59,15.95,2.88,335829.74,7.29
733727.75,15.94,2.87,335424.37,7.29
733997.31,15.95,2.88,335762.3,7.29
734032.94,15.95,2.89,335766.58,7.3
734036.75,15.95,2.89,335853.1,7.3
733882.35,15.95,2.89,335660.76,7.3
733882.35,15.95,2.89,335714.67,7.3
734055.31,15.96,2.89,336002.97,7.3
734089.64,15.96,2.9,335853.99,7.3
733954.54,15.96,2.9,335802.2,7.3
733582.71,15.95,2.89,335650.33,7.3
733421.88,15.95,2.89,336055.63,7.31
733276.88,15.96,2.89,335948.58,7.31
733288.95,15.96,2.89,336031.45,7.31
733324.58,15.96,2.9,336048.01,7.31
733358.91,15.97,2.9,335936.34,7.31
733358.91,15.97,2.9,335936.34,7.31
733204.51,15.97,2.9,336041.77,7.32
733204.51,15.97,2.9,336041.77,7.32
733431.3,15.97,2.91,335883.36,7.32
733740.27,15.98,2.92,336050.0,7.32
733740.27,15.98,2.92,336023.08,7.32
733579.44,15.98,2.92,335889.77,7.32
733612.78,15.98,2.92,335990.24,7.32
733446.51,15.98,2.92,336866.38,7.34
733670.87,15.99,2.93,336929.62,7.34
733705.2,16.0,2.93,336809.19,7.34
733550.8,16.0,2.93,336675.25,7.34
733396.4,16.0,2.93,336864.9,7.35
733261.3,16.0,2.93,336734.66,7.35
732887.24,15.99,2.93,336290.42,7.34
732726.41,15.99,2.93,336161.0,7.34
731681.25,16.0,2.93,335828.02,7.34
731714.59,16.0,2.93,336428.49,7.36
731548.32,16.0,2.93,336291.41,7.35
731583.95,16.0,2.94,336241.87,7.36
731429.55,16.0,2.94,336103.28,7.35
731463.88,16.01,2.94,336326.08,7.36
731745.33,16.01,2.95,336199.33,7.36
731610.23,16.02,2.95,336070.72,7.36
731449.4,16.02,2.95,336417.82,7.37
731294.01,16.02,2.95,336414.13,7.37
731127.73,16.02,2.95,336482.28,7.37
731163.37,16.02,2.95,336525.5,7.37
731008.97,16.02,2.96,336398.13,7.37
730717.85,16.01,2.95,336095.09,7.37
730563.45,16.01,2.95,335965.02,7.36
730597.78,16.02,2.95,336133.95,7.37
730462.69,16.02,2.95,336041.85,7.37
730301.85,16.02,2.95,335949.34,7.37
730301.85,16.02,2.95,335949.34,7.37
730527.66,16.03,2.96,336472.44,7.38
730550.11,16.03,2.96,336585.57,7.38
730550.11,16.03,2.96,336585.57,7.38
730174.27,16.02,2.96,336310.01,7.38
729876.92,16.02,2.95,336104.83,7.38
729585.73,16.01,2.95,335889.09,7.37
729621.36,16.02,2.95,335877.34,7.37
729621.36,16.02,2.95,335877.34,7.37
729023.06,16.02,2.95,335778.15,7.38
729050.96,16.02,2.96,335686.15,7.38
728709.77,16.01,2.95,335361.54,7.37
728972.77,16.02,2.96,335289.94,7.37
728806.49,16.02,2.96,335835.04,7.38
728842.12,16.03,2.96,335878.25,7.39
728687.72,16.03,2.96,335733.08,7.38
728533.32,16.03,2.96,335620.82,7.38
728814.77,16.03,2.97,336203.68,7.4
728679.67,16.03,2.97,336057.73,7.39
727634.51,16.04,2.98,335724.74,7.4
727494.47,16.04,2.98,335362.51,7.39
727307.91,16.04,2.97,336481.99,7.42
727309.18,16.04,2.97,336483.7,7.42
727309.18,16.04,2.97,336483.7,7.42
727311.72,16.04,2.97,336488.99,7.42
727779.99,16.05,2.99,336236.06,7.42
727491.61,16.05,2.98,335908.59,7.41
727963.08,16.06,2.99,335950.92,7.41
726917.92,16.06,3.0,335617.94,7.42
726763.52,16.06,3.0,335439.28,7.41
726454.73,16.06,3.0,335554.72,7.42
726027.16,16.07,3.0,336065.13,7.44
725892.07,16.07,3.01,335946.7,7.44
725892.07,16.07,3.01,335946.7,7.44
725756.97,16.07,3.01,335821.51,7.44
725805.65,16.07,3.01,335530.43,7.43
725805.65,16.07,3.01,335530.43,7.43
725429.81,16.07,3.0,335435.9,7.43
725429.81,16.07,3.0,335434.76,7.43
725268.98,16.07,3.0,335752.79,7.44
725323.48,16.07,3.01,335475.46,7.43
725323.48,16.07,3.01,335518.34,7.43
725101.6,16.07,3.0,335292.41,7.43
725045.81,16.07,3.01,335170.99,7.43
724927.04,16.07,3.01,335053.56,7.43
724849.9,16.08,3.01,335007.19,7.43
724695.51,16.08,3.01,335120.01,7.43
724976.95,16.08,3.02,335013.45,7.43
724976.95,16.08,3.02,335013.45,7.43
724841.85,16.08,3.02,334917.09,7.43
724841.85,16.08,3.02,334948.05,7.43
724550.66,16.08,3.01,334660.09,7.43
724531.18,16.08,3.02,335072.3,7.44
724559.08,16.08,3.02,335028.95,7.44
724784.88,16.09,3.03,335827.72,7.46
724786.15,16.09,3.03,335828.79,7.46
724583.76,16.09,3.02,335284.07,7.44
724606.21,16.09,3.03,335701.86,7.46
724641.84,16.1,3.03,335695.32,7.46
724703.48,16.1,3.03,336014.42,7.46
724737.81,16.1,3.04,335900.43,7.46
724583.41,16.1,3.04,335811.26,7.46
724617.75,16.1,3.04,336019.47,7.47
724482.65,16.11,3.04,335902.13,7.47
724482.65,16.11,3.04,335902.13,7.47
724510.55,16.11,3.04,335815.79,7.47
724773.54,16.12,3.05,336676.51,7.49
724773.54,16.12,3.05,336676.51,7.49
724607.26,16.12,3.05,336628.79,7.49
724642.89,16.12,3.06,336615.12,7.49
724488.49,16.12,3.06,336468.82,7.49
724334.1,16.12,3.06,336625.45,7.49
724179.7,16.12,3.06,336484.63,7.49
724480.44,16.13,3.07,336402.37,7.49
724196.71,16.12,3.06,336099.33,7.48
724035.87,16.12,3.06,336442.04,7.49
723880.49,16.12,3.06,336229.22,7.49
723714.21,16.12,3.06,336378.38,7.49
723749.84,16.13,3.06,336371.84,7.5
723784.17,16.13,3.07,336257.85,7.5
723785.44,16.13,3.07,336265.25,7.5
723785.44,16.13,3.07,336265.25,7.5
723819.78,16.14,3.07,336180.59,7.49
723665.38,16.14,3.07,336384.29,7.5
723530.28,16.14,3.07,336177.05,7.5
723369.45,16.14,3.07,336124.64,7.5
723214.06,16.14,3.07,336555.85,7.51
722838.22,16.13,3.07,336230.23,7.5
722637.2,16.13,3.06,336073.47,7.5
722470.93,16.13,3.06,335911.86,7.5
722506.56,16.13,3.07,335955.08,7.5
722352.16,16.13,3.07,335784.53,7.5
722043.36,16.13,3.07,336139.49,7.51
721908.26,16.13,3.07,336002.4,7.51
721768.22,16.13,3.07,335876.26,7.51
721768.22,16.13,3.07,335876.26,7.51
721633.98,16.13,3.07,335892.49,7.51
721614.5,16.14,3.07,335763.27,7.51
721614.5,16.14,3.07,335763.27,7.51
721838.86,16.14,3.08,335826.51,7.51
721684.46,16.14,3.08,335668.16,7.51
721396.08,16.14,3.07,335341.84,7.5
721241.69,16.14,3.07,335227.25,7.5
721087.29,16.14,3.07,335251.11,7.5
720798.91,16.13,3.07,334924.8,7.5
720663.81,16.13,3.07,335066.48,7.5
720502.98,16.13,3.07,334968.56,7.5
720347.59,16.13,3.07,334822.01,7.5
720181.32,16.13,3.07,334964.7,7.5
720405.68,16.14,3.08,335027.94,7.51
720251.28,16.14,3.08,334816.64,7.5
720096.88,16.14,3.08,334964.61,7.51
719942.48,16.14,3.08,334820.52,7.51
719942.48,16.14,3.08,334820.52,7.51
719324.89,16.14,3.08,334818.7,7.51
719549.25,16.15,3.09,334881.94,7.52
719583.59,16.16,3.09,334761.51,7.52
719429.19,16.16,3.09,334613.51,7.51
719274.79,16.16,3.09,334792.48,7.52
719139.69,16.16,3.09,334659.84,7.52
719505.75,16.17,3.1,335117.75,7.53
719350.36,16.17,3.1,335114.29,7.53
719372.82,16.17,3.1,335335.8,7.54
719408.45,16.17,3.11,335329.26,7.54
719254.05,16.17,3.11,335174.15,7.54
718935.76,16.17,3.1,335101.79,7.54
718777.03,16.17,3.1,334943.52,7.53
718811.36,16.17,3.1,334895.47,7.53
718656.96,16.17,3.1,335262.25,7.54
718957.7,16.18,3.11,335233.68,7.54
719178.06,16.18,3.12,334978.97,7.54
719211.4,16.19,3.12,335937.03,7.56
719211.4,16.19,3.12,335937.03,7.56
719045.13,16.19,3.12,335837.79,7.56
719080.76,16.19,3.13,335842.07,7.56
718926.36,16.19,3.13,335685.47,7.56
718771.96,16.19,3.13,335823.94,7.57
718396.12,16.19,3.12,335581.63,7.56
718430.45,16.19,3.13,335381.97,7.56
718436.39,16.19,3.13,335361.26,7.56
718301.29,16.19,3.13,335344.86,7.56
718576.3,16.2,3.13,335767.09,7.57
