ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0f5d-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
655837.15,15.81,3.54,550874.48,13.28
655725.19,15.81,3.54,550620.79,13.27
655405.56,15.81,3.54,550133.92,13.27
655405.56,15.81,3.54,550133.92,13.27
655656.11,15.81,3.55,551347.12,13.3
655459.13,15.81,3.55,551764.74,13.31
655267.14,15.81,3.55,551420.88,13.31
655231.68,15.81,3.55,551565.61,13.31
654997.65,15.81,3.55,551236.79,13.31
653980.23,15.82,3.55,550425.39,13.31
653980.23,15.82,3.55,550467.62,13.32
653980.23,15.82,3.55,550438.19,13.31
654248.98,15.83,3.56,550422.23,13.32
654065.24,15.83,3.56,550001.21,13.31
653881.5,15.83,3.56,550408.19,13.32
653697.76,15.83,3.56,550140.69,13.32
653585.8,15.83,3.56,549924.77,13.32
653378.13,15.83,3.56,550075.46,13.33
652962.8,15.83,3.56,549905.42,13.33
652771.75,15.82,3.56,549662.11,13.32
652547.47,15.82,3.56,549456.75,13.32
653005.04,15.84,3.57,549606.86,13.33
653005.04,15.84,3.57,549606.86,13.33
653273.8,15.85,3.58,549673.76,13.33
653090.06,15.85,3.58,549369.88,13.33
652906.32,15.85,3.58,549100.91,13.33
652747.66,15.85,3.58,549087.67,13.33
651730.24,15.85,3.59,548276.27,13.34
651593.19,15.85,3.59,548239.1,13.34
651598.26,15.86,3.59,547957.51,13.33
651489.45,15.85,3.59,547851.7,13.33
651281.79,15.85,3.59,548056.5,13.34
651426.79,15.86,3.59,547726.63,13.33
651235.73,15.86,3.59,547402.09,13.33
651320.75,15.87,3.6,547151.64,13.33
650978.35,15.87,3.6,547331.04,13.34
650978.35,15.87,3.6,547366.21,13.34
650754.08,15.87,3.6,547230.91,13.34
651022.84,15.88,3.61,547230.33,13.34
650839.1,15.88,3.61,546786.05,13.34
650556.64,15.88,3.62,546402.44,13.34
650372.9,15.88,3.62,546886.29,13.36
650377.96,15.89,3.62,547411.11,13.37
650219.31,15.89,3.62,547129.32,13.37
650296.16,15.89,3.63,546940.16,13.37
650296.16,15.89,3.63,546940.16,13.37
650417.23,15.9,3.63,546594.06,13.36
650035.63,15.89,3.62,546089.87,13.35
649898.58,15.89,3.63,545798.95,13.34
649690.91,15.89,3.62,545967.35,13.35
649509.61,15.89,3.62,545684.49,13.35
648492.19,15.89,3.63,544873.09,13.35
648258.16,15.89,3.63,544709.85,13.35
648508.71,15.9,3.64,544674.1,13.35
648777.46,15.91,3.65,544779.33,13.36
648593.72,15.91,3.65,544267.8,13.35
648593.72,15.91,3.65,544267.8,13.35
648409.98,15.91,3.65,544700.09,13.37
648028.38,15.9,3.64,545958.37,13.4
647992.91,15.9,3.64,546042.1,13.4
647257.95,15.9,3.64,545614.3,13.4
647099.3,15.9,3.64,545389.31,13.4
646962.25,15.9,3.64,545033.08,13.4
647419.82,15.92,3.65,545183.19,13.4
647212.15,15.92,3.65,545410.87,13.41
647217.22,15.92,3.65,545129.28,13.41
647026.16,15.92,3.65,544872.85,13.41
646681.45,15.92,3.65,544302.53,13.4
646681.45,15.92,3.65,544302.53,13.4
646457.17,15.92,3.65,544075.11,13.4
646725.93,15.93,3.66,544045.38,13.4
646725.93,15.93,3.66,544045.38,13.4
646310.6,15.92,3.66,543875.34,13.4
646576.8,15.93,3.67,543557.09,13.39
646417.99,15.93,3.66,543403.05,13.39
646234.25,15.93,3.66,542987.93,13.38
646050.51,15.93,3.66,543456.38,13.4
646249.72,15.94,3.67,544022.9,13.41
646466.5,15.94,3.68,543780.89,13.41
646307.85,15.94,3.68,543493.25,13.41
646170.8,15.94,3.68,543210.53,13.4
646061.99,15.94,3.68,543101.72,13.4
645854.32,15.94,3.68,543344.79,13.41
645563.5,15.94,3.68,542601.78,13.4
645382.2,15.94,3.68,542367.85,13.4
645099.73,15.95,3.68,541984.24,13.4
645080.88,15.95,3.69,541664.9,13.39
644846.85,15.95,3.69,541391.13,13.39
644984.53,15.96,3.69,542928.53,13.43
645089.0,15.96,3.7,543239.46,13.44
645357.75,15.97,3.71,543306.37,13.45
645059.01,15.97,3.7,543180.26,13.44
644749.61,15.97,3.7,544170.7,13.48
644565.87,15.97,3.7,543866.82,13.47
644382.13,15.96,3.7,543597.85,13.47
644979.62,15.98,3.72,543635.83,13.47
644639.31,15.98,3.71,543233.56,13.46
644269.37,15.97,3.7,543079.29,13.46
644527.24,15.98,3.71,542650.22,13.45
644368.58,15.98,3.71,543158.95,13.47
644368.58,15.98,3.71,543158.95,13.47
644231.53,15.98,3.71,542917.94,13.46
643932.79,15.97,3.71,542407.16,13.45
643735.81,15.97,3.7,542082.06,13.45
643740.88,15.97,3.71,542694.4,13.47
643578.51,15.97,3.71,542810.64,13.47
643847.27,15.98,3.72,542668.94,13.47
643465.67,15.98,3.71,542320.28,13.46
643281.93,15.98,3.71,542024.23,13.46
643098.19,15.97,3.71,542485.75,13.48
643381.14,15.98,3.72,542147.34,13.47
642646.18,15.98,3.72,541719.54,13.47
642837.87,15.99,3.72,542683.13,13.5
642819.01,15.99,3.73,542785.52,13.5
642816.76,15.99,3.73,542758.07,13.51
642658.11,15.99,3.73,542480.35,13.5
642286.26,15.99,3.72,541606.31,13.48
642149.21,15.99,3.72,541381.73,13.48
642380.67,16.0,3.73,542739.32,13.51
643069.74,16.01,3.75,542670.72,13.51
642862.08,16.01,3.75,542588.46,13.52
642649.96,16.01,3.74,542425.64,13.51
642794.96,16.02,3.75,542098.26,13.51
642531.31,16.01,3.75,541733.93,13.5
642340.26,16.01,3.75,541755.14,13.5
641980.86,16.01,3.74,541337.48,13.5
642238.73,16.01,3.75,542000.52,13.51
642014.45,16.01,3.75,541728.7,13.51
642283.21,16.02,3.76,541776.67,13.52
642288.28,16.03,3.76,541507.58,13.51
642104.54,16.03,3.76,541192.36,13.51
641722.93,16.02,3.75,540845.81,13.5
642052.58,16.03,3.76,540789.2,13.5
642033.72,16.03,3.77,541696.91,13.53
641849.98,16.03,3.77,541954.5,13.54
641691.33,16.03,3.77,541587.83,13.53
641691.33,16.03,3.77,541587.83,13.53
641554.28,16.03,3.77,541407.81,13.53
641346.61,16.03,3.76,541653.4,13.54
641165.31,16.03,3.76,541323.27,13.53
641163.06,16.03,3.77,541421.17,13.54
640929.03,16.03,3.77,541250.66,13.54
641197.79,16.04,3.78,541266.21,13.54
641014.05,16.04,3.78,540913.29,13.54
640830.31,16.04,3.77,540744.71,13.53
639812.89,16.05,3.78,539933.31,13.54
639812.89,16.05,3.78,539933.31,13.54
639654.24,16.05,3.78,540121.37,13.55
639272.63,16.04,3.77,539219.11,13.53
639135.58,16.04,3.77,539012.25,13.53
639100.11,16.04,3.78,539922.4,13.55
638876.65,16.04,3.78,538899.76,13.53
638699.19,16.04,3.78,539448.08,13.55
638784.2,16.05,3.79,539197.63,13.55
639494.57,16.07,3.81,539303.2,13.56
639283.07,16.07,3.81,538732.21,13.54
638301.88,16.08,3.82,537992.92,13.55
638306.95,16.08,3.82,537886.31,13.55
638312.02,16.09,3.82,538040.06,13.56
638077.99,16.09,3.82,537776.07,13.56
638077.99,16.09,3.82,537776.07,13.56
638077.99,16.09,3.82,537776.07,13.56
638346.75,16.1,3.83,537775.5,13.56
638163.01,16.1,3.83,537331.22,13.55
638010.63,16.1,3.83,538324.52,13.58
637820.61,16.09,3.83,537733.6,13.57
637449.01,16.09,3.82,537703.06,13.57
637619.1,16.09,3.83,537399.51,13.56
636601.67,16.1,3.84,536588.11,13.57
636509.92,16.1,3.84,537471.52,13.6
636509.92,16.1,3.84,537471.52,13.6
636701.61,16.11,3.85,537194.32,13.59
637466.77,16.13,3.87,537307.37,13.6
637735.52,16.14,3.88,537238.7,13.6
637969.46,16.15,3.89,538494.42,13.63
637967.22,16.16,3.89,538303.87,13.63
637931.75,16.16,3.89,538549.11,13.64
637748.01,16.16,3.89,538183.85,13.64
637564.27,16.16,3.89,538644.3,13.65
637405.62,16.16,3.89,538135.77,13.64
637405.62,16.16,3.89,538135.77,13.64
637268.57,16.16,3.89,538070.05,13.64
636886.96,16.15,3.89,537967.2,13.64
637344.53,16.16,3.9,538117.31,13.65
637135.79,16.16,3.9,538136.77,13.65
636517.44,16.15,3.88,537209.57,13.63
636399.2,16.15,3.89,537970.41,13.65
636667.96,16.16,3.9,537969.83,13.66
636673.03,16.16,3.9,537688.24,13.65
635691.84,16.17,3.91,536948.95,13.66
635903.81,16.18,3.92,536693.5,13.66
635903.81,16.18,3.92,536693.5,13.66
634886.39,16.19,3.92,535882.09,13.66
635144.25,16.2,3.93,535563.22,13.66
634998.14,16.2,3.93,535156.58,13.65
635143.14,16.2,3.94,535730.91,13.67
634953.13,16.2,3.94,536469.22,13.69
634763.12,16.2,3.94,536169.8,13.69
634839.96,16.21,3.94,535973.06,13.68
634748.21,16.21,3.95,535657.51,13.68
634748.21,16.21,3.95,535657.51,13.68
635513.37,16.23,3.97,536864.52,13.71
635782.12,16.24,3.98,536842.31,13.72
635400.52,16.24,3.97,536474.81,13.71
635400.52,16.24,3.97,536474.81,13.71
635216.78,16.24,3.97,536055.46,13.7
635337.85,16.24,3.98,536915.95,13.73
634320.43,16.25,3.98,536104.54,13.73
634562.65,16.26,3.99,536531.25,13.75
634179.38,16.25,3.98,536063.06,13.74
633995.64,16.25,3.98,536506.85,13.75
633713.17,16.26,3.99,536123.24,13.75
633514.43,16.25,3.99,535761.96,13.75
633478.97,16.26,3.99,535906.78,13.75
633478.97,16.26,3.99,535906.78,13.75
633478.97,16.26,3.99,535906.78,13.75
633320.31,16.26,3.99,535385.36,13.74
633183.26,16.26,3.99,535375.33,13.75
633893.63,16.28,4.01,535480.89,13.75
633078.53,16.26,4.0,534642.69,13.73
632696.92,16.25,3.99,534241.04,13.72
632701.99,16.26,3.99,534107.54,13.72
632846.99,16.26,4.0,534409.71,13.73
632877.15,16.27,4.0,534179.95,13.73
632680.17,16.27,4.0,534562.8,13.74
632517.8,16.27,4.0,534083.48,13.73
632517.8,16.27,4.0,534083.48,13.73
632709.49,16.27,4.01,534774.55,13.76
632445.84,16.27,4.01,534588.83,13.75
632714.6,16.28,4.02,534694.07,13.76
632530.86,16.28,4.02,534364.82,13.76
632530.86,16.28,4.02,534364.82,13.76
632530.86,16.28,4.02,534364.82,13.76
632530.86,16.28,4.02,534364.82,13.76
632743.51,16.29,4.03,533811.54,13.74
631726.08,16.3,4.03,533000.13,13.75
631527.34,16.29,4.03,532950.02,13.75
631527.34,16.29,4.03,532950.02,13.75
630810.62,16.28,4.01,532180.96,13.73
630808.37,16.28,4.02,532137.71,13.74
630772.91,16.28,4.02,533187.36,13.77
630589.17,16.28,4.02,532905.43,13.76
630430.51,16.28,4.02,533481.88,13.78
630309.49,16.29,4.02,533005.43,13.77
630175.23,16.29,4.02,532948.87,13.77
629472.44,16.27,4.01,531986.43,13.75
629930.01,16.29,4.02,532136.54,13.76
629587.61,16.29,4.02,532315.93,13.77
629288.87,16.28,4.02,532202.53,13.77
629514.77,16.29,4.03,532656.43,13.78
629519.84,16.29,4.03,532374.83,13.78
629788.6,16.31,4.04,532374.25,13.78
629604.86,16.3,4.04,531929.98,13.78
629862.73,16.31,4.05,531611.11,13.77
630007.73,16.32,4.05,532173.51,13.79
629616.12,16.31,4.05,532099.62,13.79
629463.74,16.31,4.05,532382.41,13.8
629273.73,16.31,4.05,532131.56,13.79
628974.99,16.3,4.04,531761.68,13.78
628974.99,16.3,4.04,531761.68,13.78
628974.99,16.3,4.04,531761.68,13.78
628853.97,16.31,4.04,532584.36,13.81
629183.61,16.32,4.05,532387.6,13.81
629074.8,16.31,4.05,532282.46,13.8
628344.14,16.3,4.03,531510.37,13.79
628312.31,16.3,4.04,530892.27,13.78
628705.11,16.32,4.05,531289.21,13.79
628973.87,16.33,4.06,531356.12,13.79
628955.01,16.33,4.07,531059.91,13.79
628771.27,16.33,4.07,530548.15,13.78
628771.27,16.33,4.07,530548.15,13.78
628389.67,16.32,4.06,531240.58,13.8
628237.29,16.32,4.06,531706.28,13.82
628496.17,16.33,4.07,531460.93,13.81
628306.16,16.33,4.07,531211.25,13.81
628169.11,16.33,4.07,530915.34,13.8
628133.64,16.33,4.07,531362.27,13.82
627956.17,16.33,4.07,531991.64,13.84
626938.75,16.34,4.08,531180.24,13.85
626938.75,16.34,4.08,531180.24,13.85
627207.51,16.35,4.09,531179.66,13.85
627061.4,16.35,4.09,530773.02,13.84
627064.88,16.36,4.09,530302.02,13.83
626874.87,16.36,4.09,530932.21,13.85
627332.44,16.37,4.11,531082.32,13.86
626725.24,16.37,4.1,530404.18,13.85
626467.86,16.38,4.11,529995.55,13.85
626277.85,16.37,4.11,529590.62,13.85
625547.19,16.36,4.1,528787.83,13.83
625167.25,16.35,4.09,528797.39,13.83
624909.88,16.36,4.1,528388.76,13.84
624914.94,16.37,4.1,528107.16,13.83
625172.81,16.37,4.11,527788.29,13.82
625177.88,16.38,4.11,528336.16,13.84
624833.16,16.38,4.11,527800.97,13.83
624624.42,16.37,4.11,527499.86,13.83
624701.27,16.38,4.11,527323.35,13.83
624580.25,16.38,4.12,527301.01,13.83
624580.25,16.38,4.12,527301.01,13.83
624188.64,16.37,4.11,527327.98,13.83
624422.58,16.38,4.12,527094.55,13.83
624123.84,16.37,4.11,527002.0,13.83
624121.59,16.38,4.11,526881.78,13.83
623801.28,16.37,4.11,526562.21,13.82
623607.78,16.37,4.1,526830.54,13.83
623572.32,16.37,4.11,527646.99,13.85
623123.3,16.36,4.1,527201.95,13.85
623320.52,16.37,4.11,527041.41,13.84
623589.27,16.39,4.12,526997.67,13.85
622946.53,16.37,4.11,526282.76,13.83
622564.93,16.36,4.1,526302.66,13.83
623162.43,16.38,4.12,526340.64,13.84
623307.43,16.39,4.12,525900.57,13.83
623108.69,16.39,4.12,525436.83,13.82
622924.95,16.38,4.12,525034.24,13.81
622741.21,16.38,4.12,525446.71,13.82
622999.07,16.39,4.13,526153.68,13.84
622840.42,16.39,4.13,525875.82,13.84
622105.46,16.39,4.13,525448.02,13.84
621755.21,16.38,4.12,525078.9,13.84
621618.16,16.38,4.12,524832.8,13.83
621616.96,16.39,4.12,524419.08,13.83
621409.29,16.39,4.12,524630.53,13.83
621218.24,16.39,4.12,524271.3,13.83
621522.79,16.4,4.13,525247.0,13.86
621503.93,16.4,4.13,524892.76,13.85
621279.66,16.4,4.13,524785.49,13.85
620262.24,16.41,4.14,523974.09,13.86
620531.0,16.42,4.15,524022.05,13.86
620347.26,16.42,4.15,523538.6,13.85
620163.52,16.42,4.15,523946.83,13.87
619979.78,16.42,4.15,523627.82,13.86
619608.86,16.41,4.14,523185.37,13.85
619799.82,16.42,4.15,524448.81,13.89
619687.86,16.42,4.15,524523.27,13.9
619687.86,16.42,4.15,524523.27,13.9
619480.2,16.42,4.15,524225.34,13.89
619289.14,16.41,4.15,524085.3,13.89
619064.86,16.41,4.15,523983.67,13.89
619064.86,16.41,4.15,523983.67,13.89
619333.62,16.42,4.16,524031.64,13.9
619134.88,16.42,4.16,524062.01,13.9
618877.51,16.43,4.17,523653.37,13.9
618693.77,16.43,4.17,523230.11,13.9
618510.03,16.43,4.17,523099.46,13.9
618658.95,16.44,4.17,523030.58,13.9
618500.3,16.44,4.17,523385.88,13.91
618363.25,16.44,4.17,523160.91,13.91
617345.82,16.45,4.18,522349.5,13.91
617138.16,16.44,4.18,522083.76,13.91
616947.1,16.44,4.18,522177.93,13.92
615929.68,16.45,4.19,521366.52,13.93
616640.04,16.47,4.21,521472.09,13.93
616415.77,16.47,4.21,521207.89,13.93
616614.98,16.48,4.21,520714.89,13.92
616883.74,16.49,4.23,520781.79,13.92
616700.0,16.49,4.23,520424.41,13.92
616547.62,16.49,4.23,520811.8,13.93
616357.61,16.49,4.22,520443.78,13.92
616058.87,16.48,4.22,519957.08,13.91
615921.82,16.48,4.22,519682.52,13.91
615724.84,16.48,4.22,519985.52,13.92
615442.37,16.49,4.23,519601.91,13.92
615442.37,16.49,4.23,519601.91,13.92
615447.44,16.5,4.23,520181.75,13.94
615592.44,16.5,4.24,519771.7,13.93
615235.92,16.5,4.23,519515.42,13.93
614820.59,16.49,4.23,519310.27,13.93
614820.59,16.49,4.23,519310.27,13.93
614527.64,16.49,4.22,519198.14,13.93
614527.64,16.49,4.22,519198.14,13.93
614365.27,16.49,4.22,518956.8,13.93
614669.83,16.5,4.23,519734.43,13.95
614669.83,16.5,4.23,519734.43,13.95
614298.22,16.49,4.22,519223.13,13.94
614566.98,16.5,4.24,519222.56,13.94
614303.33,16.5,4.23,518895.16,13.94
614119.59,16.5,4.23,518523.63,13.93
614353.53,16.51,4.24,518348.31,13.93
614351.28,16.51,4.25,519644.76,13.96
614198.9,16.51,4.25,519542.29,13.97
613181.48,16.52,4.25,518730.88,13.97
612882.74,16.51,4.25,518740.31,13.98
612692.73,16.51,4.25,519283.94,13.99
612571.71,16.51,4.25,519102.76,13.99
612378.21,16.51,4.25,519187.77,14.0
612649.41,16.52,4.26,519120.21,14.0
612649.41,16.52,4.26,519120.21,14.0
612918.16,16.54,4.27,519187.12,14.01
612882.7,16.54,4.27,519297.87,14.01
611865.28,16.55,4.28,518486.47,14.02
611865.28,16.55,4.28,518486.47,14.02
611865.28,16.55,4.28,518486.47,14.02
610847.86,16.55,4.29,517675.07,14.03
610664.12,16.55,4.29,517371.18,14.02
610282.51,16.55,4.28,516819.96,14.01
610282.51,16.55,4.28,516819.96,14.01
610282.51,16.55,4.28,516819.96,14.01
610740.08,16.56,4.3,516970.07,14.02
610587.7,16.56,4.3,517320.45,14.03
610397.68,16.56,4.3,516862.81,14.02
609380.26,16.57,4.3,516051.4,14.03
609243.21,16.57,4.31,515868.73,14.03
608225.79,16.58,4.31,515057.32,14.04
608028.81,16.58,4.31,515451.97,14.05
608295.01,16.59,4.32,514945.58,14.04
607996.27,16.58,4.32,514839.09,14.04
607884.65,16.58,4.32,514452.88,14.03
607591.7,16.58,4.31,514149.35,14.03
607591.7,16.58,4.31,514149.35,14.03
607676.72,16.59,4.32,513947.11,14.03
607377.98,16.58,4.32,513514.79,14.02
606998.04,16.57,4.31,514077.2,14.04
607266.8,16.58,4.32,513972.08,14.04
607266.8,16.58,4.32,513972.08,14.04
606926.49,16.58,4.31,513754.36,14.03
606209.76,16.56,4.3,513037.64,14.02
606209.76,16.56,4.3,513037.64,14.02
606214.83,16.57,4.3,512789.02,14.01
606214.83,16.57,4.3,512789.02,14.01
605900.43,16.56,4.3,512496.1,14.01
605716.69,16.56,4.3,512156.38,14.0
605373.74,16.55,4.29,512071.19,14.0
605190.0,16.55,4.29,512515.45,14.02
604172.57,16.56,4.3,511704.04,14.03
604172.57,16.56,4.3,511704.04,14.03
604178.53,16.56,4.3,511767.64,14.03
604183.6,16.56,4.3,511526.22,14.02
604183.6,16.56,4.3,511526.22,14.02
604024.95,16.56,4.3,511095.62,14.02
604101.79,16.57,4.31,510918.9,14.01
603964.74,16.57,4.31,510793.75,14.02
603964.74,16.57,4.31,510793.75,14.02
603945.89,16.57,4.31,511438.4,14.04
604196.43,16.58,4.32,511411.76,14.04
603179.01,16.59,4.33,510600.35,14.05
603001.54,16.59,4.33,511321.18,14.07
602966.08,16.59,4.33,511588.76,14.08
603237.28,16.61,4.34,511381.55,14.08
603506.03,16.62,4.35,511486.78,14.08
603963.6,16.63,4.37,511636.89,14.09
603967.17,16.63,4.37,511638.99,14.09
602949.75,16.64,4.38,510827.58,14.1
601932.33,16.65,4.39,510016.18,14.11
601564.85,16.65,4.39,510076.4,14.12
600848.13,16.64,4.37,509307.73,14.1
600664.39,16.64,4.37,508796.2,14.09
599646.96,16.64,4.38,507984.8,14.1
598646.96,16.62,4.36,506984.8,14.08
598494.58,16.62,4.36,507507.8,14.09
598304.57,16.62,4.36,507153.42,14.09
598304.57,16.62,4.36,507153.42,14.09
598167.52,16.62,4.36,506885.7,14.09
598167.52,16.62,4.36,506885.7,14.09
598172.59,16.63,4.36,506604.11,14.08
597964.92,16.62,4.36,506818.23,14.09
597672.54,16.62,4.35,506449.78,14.08
597491.24,16.62,4.35,506189.7,14.08
596473.82,16.63,4.36,505378.3,14.09
596239.79,16.62,4.36,505118.24,14.08
596130.98,16.62,4.36,505013.76,14.08
596399.74,16.63,4.37,504982.31,14.08
596018.13,16.63,4.36,505007.22,14.09
596018.13,16.63,4.36,505007.22,14.09
596276.0,16.63,4.37,504688.36,14.08
595894.39,16.63,4.36,505230.44,14.1
595710.65,16.63,4.36,505460.51,14.11
595715.72,16.63,4.36,505155.57,14.1
595563.34,16.63,4.37,504907.21,14.1
595373.33,16.63,4.36,504496.49,14.09
595236.28,16.63,4.37,504796.42,14.1
595028.61,16.63,4.36,504546.06,14.1
594837.56,16.63,4.36,504280.86,14.1
594613.28,16.63,4.36,504145.55,14.1
594882.04,16.64,4.37,504076.88,14.1
594698.3,16.64,4.37,503700.7,14.09
594698.3,16.64,4.37,503700.7,14.09
594545.92,16.64,4.37,504335.55,14.11
594288.54,16.65,4.39,503926.92,14.12
594098.53,16.65,4.38,503657.55,14.11
594098.53,16.65,4.38,503657.55,14.11
594098.53,16.65,4.38,503657.55,14.11
594369.52,16.66,4.4,503402.82,14.11
594248.5,16.66,4.4,503064.69,14.1
594894.96,16.68,4.42,504348.27,14.14
595163.71,16.7,4.43,504306.01,14.15
594979.97,16.7,4.43,503903.41,14.14
594694.49,16.69,4.43,503225.92,14.13
594694.49,16.69,4.43,503225.92,14.13
594510.75,16.69,4.43,503709.77,14.14
594352.1,16.69,4.43,503344.7,14.14
594215.05,16.69,4.43,503153.07,14.13
594096.81,16.69,4.43,503898.43,14.16
593079.39,16.7,4.44,503087.03,14.17
593060.54,16.71,4.44,503811.51,14.19
593286.44,16.72,4.45,503503.11,14.19
593536.98,16.73,4.46,503523.44,14.19
593155.38,16.72,4.45,502667.88,14.17
593155.38,16.72,4.45,502667.88,14.17
593119.91,16.72,4.46,503876.52,14.21
593009.91,16.72,4.45,503766.52,14.2
593278.67,16.73,4.47,503871.76,14.21
592548.01,16.72,4.45,503141.09,14.19
592364.27,16.71,4.45,502629.56,14.18
592211.89,16.72,4.45,503162.28,14.2
592669.45,16.73,4.47,503312.39,14.21
591652.03,16.74,4.48,502500.99,14.22
591462.02,16.74,4.48,502324.58,14.22
591467.09,16.74,4.48,502042.99,14.21
591147.46,16.74,4.48,501568.66,14.21
591010.41,16.75,4.48,501794.36,14.22
591015.48,16.75,4.48,501696.01,14.22
591020.55,16.75,4.49,501405.24,14.21
590823.57,16.75,4.49,500882.31,14.2
589806.15,16.76,4.5,500070.91,14.21
588788.72,16.77,4.51,499259.5,14.22
588865.57,16.78,4.51,499774.75,14.24
588663.83,16.78,4.51,499445.86,14.23
588459.75,16.77,4.51,499251.57,14.23
588235.47,16.77,4.5,499116.26,14.23
588504.23,16.78,4.52,499183.17,14.24
588320.49,16.78,4.52,498780.85,14.23
588161.68,16.78,4.51,498627.69,14.22
588142.82,16.78,4.52,498470.05,14.22
588142.82,16.78,4.52,498470.05,14.22
588393.37,16.79,4.53,498280.66,14.22
588357.91,16.79,4.53,499160.31,14.25
588174.17,16.79,4.53,499480.46,14.26
587990.43,16.79,4.53,499015.73,14.25
587878.46,16.79,4.53,498975.84,14.25
587496.86,16.79,4.52,499015.26,14.26
587289.19,16.78,4.52,499108.07,14.26
587098.14,16.78,4.52,498936.22,14.26
586873.86,16.78,4.52,498723.75,14.26
587331.43,16.8,4.53,498873.86,14.27
587600.18,16.81,4.55,498979.09,14.28
587600.18,16.81,4.55,498979.09,14.28
587602.57,16.81,4.55,498980.1,14.28
587418.83,16.81,4.55,498526.19,14.27
587842.32,16.82,4.56,498677.06,14.27
587842.32,16.82,4.56,498677.06,14.27
587355.09,16.81,4.55,498545.45,14.27
587202.71,16.81,4.55,498419.54,14.27
587012.7,16.81,4.55,498814.76,14.29
586875.65,16.81,4.55,498404.26,14.28
586678.67,16.81,4.55,498330.81,14.28
586519.86,16.81,4.55,498176.33,14.28
586357.49,16.81,4.55,498148.61,14.28
586093.84,16.81,4.54,497928.24,14.28
585678.51,16.81,4.54,497733.19,14.28
585823.51,16.81,4.55,497399.49,14.27
586092.27,16.82,4.56,497357.23,14.28
585933.46,16.82,4.56,497233.33,14.27
585749.72,16.82,4.56,496830.74,14.27
585986.29,16.83,4.57,496495.84,14.26
585802.55,16.83,4.56,496952.51,14.28
585643.9,16.83,4.57,496667.47,14.27
585860.68,16.84,4.57,497479.3,14.3
585723.63,16.84,4.58,497234.81,14.3
585704.77,16.84,4.58,497013.18,14.29
585955.32,16.85,4.59,496803.46,14.29
585573.71,16.84,4.58,497900.22,14.32
585298.05,16.84,4.57,497656.84,14.32
584999.31,16.83,4.57,496919.73,14.3
584821.84,16.83,4.57,496931.62,14.3
585017.88,16.84,4.57,497677.13,14.32
585289.08,16.85,4.59,498088.26,14.34
585557.83,16.86,4.6,498193.5,14.35
584540.41,16.87,4.61,497382.09,14.36
585137.91,16.89,4.63,497420.07,14.36
585142.98,16.9,4.63,497089.17,14.36
585142.98,16.9,4.63,497089.17,14.36
584959.24,16.9,4.63,496759.92,14.35
584959.24,16.9,4.63,496759.92,14.35
584242.51,16.88,4.62,496043.2,14.33
583507.55,16.88,4.62,495615.4,14.34
583208.81,16.87,4.61,495140.04,14.33
582191.39,16.88,4.62,494328.64,14.33
582007.65,16.88,4.62,494046.71,14.33
582265.52,16.89,4.63,494592.96,14.35
582106.87,16.89,4.63,494607.45,14.35
582191.88,16.9,4.64,494357.0,14.35
581849.49,16.9,4.64,494536.39,14.37
581712.44,16.91,4.64,494479.98,14.37
581712.44,16.91,4.64,494479.98,14.37
581429.98,16.92,4.65,493971.82,14.37
581233.0,16.92,4.65,494274.99,14.39
581238.07,16.92,4.66,494133.7,14.38
581509.06,16.93,4.67,493815.78,14.38
580491.63,16.94,4.68,493004.37,14.39
580110.03,16.93,4.67,492771.15,14.38
580343.97,16.94,4.68,493703.42,14.41
580481.65,16.95,4.68,492815.59,14.39
580282.62,16.94,4.68,492767.22,14.39
580080.88,16.94,4.68,492417.71,14.38
580045.41,16.95,4.68,493763.39,14.43
579821.14,16.94,4.68,493546.19,14.42
580089.9,16.96,4.69,493530.24,14.43
579890.68,16.95,4.69,493316.15,14.42
579706.94,16.95,4.69,492936.82,14.41
579523.2,16.95,4.69,493408.71,14.43
579364.55,16.95,4.69,493089.32,14.43
579822.12,16.97,4.7,493239.43,14.44
579685.07,16.97,4.71,492929.14,14.43
579477.4,16.97,4.7,493135.74,14.44
579278.66,16.96,4.7,493308.45,14.45
579087.6,16.96,4.7,493070.16,14.44
578863.33,16.96,4.7,492843.52,14.44
578868.4,16.97,4.7,492561.93,14.44
579137.16,16.98,4.71,492667.16,14.44
578794.2,16.97,4.71,491982.37,14.43
578609.35,16.97,4.7,492135.88,14.43
577874.39,16.97,4.7,491832.65,14.44
577690.65,16.96,4.7,491460.16,14.43
577506.91,16.96,4.7,491717.75,14.44
577506.91,16.96,4.7,491717.75,14.44
