ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
762441.31,32.99,19.39,515221.65,22.29
762178.22,32.99,19.39,515221.65,22.3
762447.04,33.0,19.41,515221.65,22.3
762498.73,33.02,19.42,515221.65,22.31
762498.73,33.02,19.42,515221.65,22.31
762382.75,33.02,19.42,515221.65,22.31
761382.75,32.99,19.39,514221.65,22.28
761246.79,33.0,19.4,514222.97,22.29
761110.83,33.0,19.41,514221.65,22.3
761379.65,33.02,19.43,514221.65,22.3
761243.69,33.03,19.43,515064.14,22.35
761107.73,33.04,19.44,515251.28,22.37
760971.77,33.05,19.45,515251.09,22.38
760971.77,33.05,19.45,515039.55,22.37
761005.35,33.05,19.45,515384.32,22.38
760869.39,33.06,19.46,515400.01,22.39
760733.43,33.07,19.47,515391.77,22.4
760733.43,33.07,19.47,515455.68,22.4
760456.53,33.06,19.46,515124.14,22.39
760320.57,33.07,19.47,515239.76,22.41
761931.48,33.14,19.54,518450.3,22.55
761936.18,33.14,19.54,518452.32,22.55
761800.22,33.15,19.55,518452.12,22.56
761664.26,33.15,19.56,518452.12,22.57
761582.05,33.16,19.57,517058.87,22.52
761699.5,33.18,19.59,517244.6,22.53
761563.54,33.19,19.6,517291.82,22.55
761832.37,33.21,19.61,517258.22,22.55
761487.58,33.2,19.61,517244.6,22.55
761539.28,33.22,19.62,517244.6,22.56
761403.32,33.22,19.63,517849.84,22.6
761335.08,33.24,19.64,517770.48,22.6
761199.12,33.24,19.65,517770.28,22.61
760995.44,33.25,19.65,517491.31,22.61
760997.78,33.25,19.65,517500.72,22.61
760861.82,33.26,19.66,517500.72,22.62
760725.86,33.27,19.67,517546.08,22.63
760589.9,33.28,19.68,517500.78,22.64
760589.9,33.28,19.68,517593.68,22.64
760641.6,33.29,19.69,517619.82,22.65
760369.68,33.31,19.71,517883.57,22.69
760369.68,33.31,19.71,517883.57,22.69
760772.41,33.32,19.73,518178.62,22.7
760636.45,33.33,19.74,518178.42,22.71
760500.49,33.34,19.75,518185.17,22.72
760364.53,33.35,19.75,518187.82,22.73
760548.24,33.37,19.77,518992.1,22.77
760500.59,33.37,19.77,518944.08,22.77
760504.25,33.37,19.78,518996.17,22.78
760288.94,33.37,19.77,518794.85,22.77
760318.81,33.37,19.77,519521.91,22.8
760251.86,33.38,19.78,518257.76,22.76
760358.65,33.4,19.8,519687.71,22.83
761040.24,33.43,19.84,519724.65,22.83
761040.24,33.43,19.84,519724.65,22.83
760495.43,33.42,19.83,519051.18,22.81
760547.12,33.44,19.84,519051.36,22.82
760411.16,33.45,19.85,519050.98,22.83
760679.98,33.47,19.87,519050.98,22.84
760731.67,33.48,19.88,519083.65,22.85
760783.37,33.49,19.9,519069.13,22.85
760585.99,33.49,19.89,519050.98,22.86
760769.7,33.51,19.91,519789.13,22.89
760633.74,33.52,19.92,519720.52,22.9
760497.78,33.53,19.93,520032.96,22.93
760766.6,33.54,19.95,520032.77,22.93
760630.64,33.55,19.96,520032.77,22.94
760682.34,33.57,19.97,520032.77,22.95
760918.1,33.59,19.99,520059.69,22.96
760958.07,33.59,19.99,520207.72,22.96
760623.29,33.58,19.98,520394.61,22.97
760487.33,33.59,19.99,520373.92,22.98
760763.79,33.61,20.01,521269.7,23.03
760605.38,33.6,20.01,521111.37,23.02
760360.04,33.6,20.0,521302.96,23.04
760623.77,33.63,20.03,521115.7,23.04
760807.49,33.64,20.05,521115.51,23.04
759719.81,33.72,20.12,521115.51,23.13
759988.63,33.73,20.14,521115.51,23.13
759551.14,33.73,20.13,520930.46,23.13
759266.52,33.72,20.12,520632.27,23.12
759502.29,33.74,20.14,520646.6,23.13
759686.0,33.76,20.16,520641.3,23.13
759341.22,33.75,20.15,520632.27,23.14
759610.04,33.77,20.17,521419.25,23.18
759474.08,33.78,20.18,521186.54,23.18
759533.24,33.79,20.2,521001.15,23.18
759423.38,33.8,20.21,522445.24,23.25
759287.43,33.81,20.21,522445.05,23.26
759151.47,33.82,20.22,522454.23,23.27
759015.51,33.83,20.23,522455.99,23.29
758738.42,33.82,20.23,522063.02,23.27
758738.42,33.82,20.23,522063.02,23.27
758602.46,33.83,20.24,522063.06,23.28
758796.62,33.84,20.24,524871.84,23.41
760886.81,33.94,20.35,525386.98,23.44
760778.62,33.95,20.35,524772.07,23.42
760830.31,33.96,20.37,524772.25,23.43
760694.35,33.97,20.38,524771.88,23.44
760746.05,33.99,20.39,524771.88,23.44
760610.09,34.0,20.4,524775.79,23.46
760474.13,34.01,20.41,524774.67,23.47
760525.82,34.02,20.42,524775.17,23.47
760802.28,34.04,20.44,525481.28,23.51
760666.32,34.05,20.45,525651.17,23.53
760530.36,34.06,20.46,525650.98,23.54
760539.13,34.06,20.46,525678.85,23.54
760539.13,34.06,20.46,525678.85,23.54
760186.7,34.05,20.45,525419.65,23.53
760050.74,34.06,20.46,525419.65,23.54
760319.57,34.08,20.48,525454.01,23.55
759974.78,34.07,20.47,525431.64,23.55
760026.48,34.08,20.49,525426.76,23.56
760078.17,34.1,20.5,525419.65,23.57
759942.21,34.11,20.51,525820.56,23.6
759942.21,34.11,20.51,525820.56,23.6
760211.03,34.13,20.53,525889.59,23.61
760211.03,34.13,20.53,525889.59,23.61
760075.07,34.14,20.54,526271.81,23.64
759939.11,34.15,20.55,526271.61,23.65
759990.8,34.16,20.56,526271.61,23.66
759854.84,34.17,20.57,526271.61,23.67
759906.54,34.18,20.59,526300.31,23.68
759958.23,34.2,20.6,526299.84,23.68
760009.92,34.21,20.62,526350.69,23.7
760095.03,34.22,20.62,526446.72,23.7
760095.03,34.22,20.62,526413.09,23.7
760363.85,34.24,20.64,526334.02,23.7
760227.89,34.25,20.65,527477.66,23.76
760091.93,34.26,20.66,527477.46,23.77
760091.93,34.26,20.66,527518.62,23.77
759955.97,34.27,20.67,527518.62,23.79
760007.66,34.28,20.68,527533.83,23.79
759871.7,34.29,20.69,527632.06,23.81
759958.33,34.29,20.7,527714.45,23.81
759822.37,34.3,20.71,527710.0,23.82
761299.39,34.37,20.77,529605.28,23.91
761568.21,34.39,20.79,529605.09,23.91
761432.25,34.4,20.8,529605.09,23.93
761296.29,34.41,20.81,529653.74,23.94
761160.33,34.42,20.82,529629.11,23.95
760999.91,34.42,20.83,529809.74,23.96
760863.95,34.43,20.84,529785.72,23.97
760521.82,34.43,20.83,529170.81,23.96
762155.82,34.5,20.91,532456.19,24.1
762155.82,34.5,20.91,532456.19,24.1
762162.86,34.5,20.91,532458.57,24.1
762436.2,34.53,20.93,531893.19,24.09
762300.24,34.54,20.94,531892.99,24.1
762164.28,34.55,20.95,531892.99,24.11
762433.11,34.57,20.97,531899.9,24.12
762297.15,34.58,20.98,531900.36,24.13
762348.84,34.59,21.0,531892.99,24.13
762212.88,34.6,21.0,532443.91,24.17
762264.57,34.62,21.02,532451.6,24.18
762128.61,34.63,21.03,532498.25,24.19
762364.38,34.65,21.05,532498.25,24.2
762228.42,34.66,21.06,532498.06,24.21
762092.46,34.66,21.07,532498.06,24.22
761747.68,34.66,21.06,532329.8,24.22
761752.38,34.66,21.06,532332.8,24.22
761804.07,34.67,21.08,532332.82,24.23
761668.11,34.68,21.09,532332.8,24.24
761668.11,34.68,21.09,532332.8,24.24
761719.8,34.7,21.1,532332.8,24.25
761719.8,34.7,21.1,532332.8,24.25
761583.84,34.71,21.11,532332.8,24.26
761852.66,34.73,21.13,533175.29,24.3
761904.36,34.74,21.14,533593.18,24.33
761904.36,34.74,21.14,533593.18,24.33
761904.36,34.74,21.14,533593.18,24.33
761599.16,34.73,21.14,533264.99,24.32
761440.75,34.73,21.13,533106.83,24.31
761304.79,34.74,21.14,533106.83,24.33
761168.83,34.75,21.15,533309.9,24.35
761032.87,34.76,21.16,533396.93,24.36
760688.09,34.75,21.15,532938.08,24.34
760956.91,34.77,21.17,532854.42,24.35
760918.03,34.78,21.19,534077.08,24.41
760782.07,34.79,21.2,534076.88,24.42
760500.05,34.78,21.19,533810.86,24.42
760836.31,34.81,21.21,533764.87,24.42
761232.44,34.83,21.23,533936.66,24.43
760666.27,34.82,21.22,533321.75,24.41
760717.96,34.83,21.24,533321.75,24.42
760986.79,34.85,21.26,533350.76,24.43
760642.0,34.84,21.25,533340.47,24.43
760506.04,34.85,21.26,533346.64,24.44
760774.87,34.87,21.28,533321.75,24.45
760704.83,34.89,21.29,534800.1,24.53
760942.4,34.91,21.31,534248.68,24.51
760738.72,34.91,21.32,534410.0,24.53
760602.76,34.92,21.33,534409.81,24.54
760466.8,34.93,21.34,534409.81,24.55
760138.84,34.93,21.33,533994.23,24.53
760139.6,34.93,21.33,533995.28,24.54
760139.6,34.93,21.33,533995.28,24.54
760003.64,34.94,21.34,534043.83,24.55
759867.68,34.95,21.35,534003.52,24.56
760136.51,34.97,21.37,534003.39,24.56
760000.55,34.97,21.38,534485.74,24.6
760052.24,34.99,21.39,534096.63,24.59
759949.85,35.0,21.41,534573.63,24.62
759813.89,35.01,21.42,534573.44,24.63
760082.72,35.03,21.44,534573.44,24.64
760134.41,35.05,21.45,534573.44,24.65
759998.45,35.06,21.46,534631.54,24.66
759726.53,35.08,21.48,534894.01,24.7
758638.85,35.16,21.56,534893.82,24.79
758502.89,35.17,21.57,534772.36,24.79
758191.07,35.16,21.56,534676.4,24.79
757815.06,35.15,21.55,534348.05,24.78
757646.9,35.16,21.56,534492.79,24.8
757698.59,35.17,21.58,534492.97,24.81
757562.63,35.18,21.59,534492.6,24.82
757276.42,35.18,21.58,534229.93,24.82
757140.46,35.19,21.59,534237.23,24.83
757004.5,35.2,21.6,534234.96,24.84
756868.54,35.21,21.61,534348.18,24.86
756732.58,35.22,21.62,534311.7,24.87
756604.09,35.23,21.63,534634.6,24.89
756873.08,35.25,21.65,534715.47,24.9
756737.12,35.26,21.66,534722.06,24.91
756601.16,35.27,21.67,534722.96,24.92
756652.85,35.28,21.69,534715.44,24.93
756516.89,35.29,21.7,534715.28,24.95
756402.9,35.29,21.7,534721.21,24.95
756402.9,35.29,21.7,534721.21,24.95
756266.94,35.3,21.71,534970.34,24.97
756130.98,35.31,21.72,534835.89,24.98
756407.27,35.33,21.74,534800.81,24.98
756440.87,35.34,21.74,535625.32,25.02
756440.87,35.34,21.74,535625.32,25.02
756565.65,35.35,21.76,535587.39,25.03
756801.42,35.37,21.78,535587.39,25.03
756665.46,35.38,21.79,535587.2,25.05
756529.5,35.39,21.8,535587.2,25.06
756393.54,35.4,21.81,535594.3,25.07
756445.23,35.42,21.82,535590.44,25.08
755795.23,35.4,21.8,534940.44,25.06
755846.92,35.42,21.82,534944.35,25.07
756123.38,35.44,21.84,534937.2,25.07
756175.08,35.45,21.86,535681.82,25.11
756039.12,35.46,21.87,535824.24,25.13
756090.81,35.48,21.88,535824.24,25.14
756142.5,35.49,21.9,535824.24,25.15
755800.08,35.49,21.89,535482.27,25.14
755983.79,35.51,21.91,535482.27,25.15
755847.83,35.52,21.92,535482.27,25.16
755711.87,35.53,21.93,535482.27,25.17
755718.92,35.53,21.93,535577.2,25.18
755902.63,35.55,21.95,536867.02,25.25
756171.45,35.57,21.97,537264.6,25.27
756035.49,35.58,21.98,537264.4,25.28
756087.19,35.59,22.0,537264.4,25.29
755797.51,35.58,21.99,536644.23,25.27
755507.84,35.58,21.98,536779.91,25.28
755371.88,35.59,21.99,536782.83,25.29
755423.57,35.6,22.01,536786.01,25.3
755078.79,35.59,22.0,536391.96,25.29
754942.83,35.6,22.01,536385.85,25.3
754942.83,35.6,22.01,536385.85,25.3
754806.87,35.61,22.02,536385.85,25.31
754858.56,35.63,22.03,536385.85,25.32
755127.38,35.65,22.06,537364.16,25.37
755127.38,35.65,22.06,537364.16,25.37
754991.42,35.66,22.07,537363.97,25.38
754855.46,35.67,22.08,537363.97,25.39
755091.23,35.69,22.1,537503.82,25.41
755142.93,35.71,22.11,537443.8,25.41
755006.97,35.72,22.12,537363.99,25.42
754871.01,35.73,22.13,537973.61,25.46
754735.05,35.74,22.14,537781.86,25.47
754786.74,35.76,22.16,538002.31,25.49
754629.67,35.75,22.16,537845.49,25.48
754493.71,35.76,22.17,537845.3,25.49
754765.74,35.79,22.19,537845.3,25.5
754659.09,35.78,22.19,537736.64,25.5
754659.09,35.78,22.19,537736.64,25.5
754710.78,35.8,22.2,537743.66,25.51
754710.78,35.8,22.2,537817.61,25.51
754762.47,35.81,22.22,537818.21,25.52
754626.51,35.82,22.23,537818.42,25.53
754678.21,35.84,22.25,537810.58,25.54
754522.9,35.84,22.24,537656.39,25.54
754386.94,35.85,22.25,538646.72,25.6
754042.16,35.84,22.24,538275.62,25.58
753906.2,35.85,22.25,538195.81,25.59
753770.24,35.86,22.26,538195.61,25.6
754039.06,35.88,22.28,538195.61,25.61
753845.11,35.88,22.28,537984.41,25.6
753520.87,35.87,22.27,537688.23,25.59
753384.91,35.88,22.28,537688.23,25.61
753040.12,35.87,22.27,537748.53,25.61
752904.16,35.88,22.28,537688.47,25.62
752955.85,35.9,22.3,537688.23,25.63
752819.89,35.91,22.31,538057.76,25.66
752683.93,35.92,22.32,538001.13,25.67
752735.63,35.93,22.34,538099.39,25.69
752787.32,35.95,22.35,538099.57,25.7
752839.01,35.97,22.37,538099.19,25.71
753107.83,35.99,22.39,538099.19,25.71
753107.83,35.99,22.39,538099.19,25.71
752763.05,35.98,22.38,538128.9,25.72
752627.09,35.99,22.39,538106.62,25.73
752895.91,36.01,22.41,538099.19,25.74
752759.95,36.02,22.42,539014.95,25.79
752522.25,36.02,22.42,539559.27,25.82
752240.52,36.01,22.41,539386.62,25.82
753172.28,36.06,22.47,539771.45,25.84
753172.28,36.06,22.47,539771.45,25.84
753172.28,36.06,22.47,539771.45,25.84
753441.1,36.08,22.49,539771.26,25.85
753305.14,36.09,22.5,539771.26,25.86
752729.08,36.08,22.48,539156.35,25.84
752593.12,36.09,22.49,539411.67,25.87
752457.16,36.1,22.51,539488.91,25.88
752137.16,36.09,22.5,539168.91,25.87
752001.2,36.1,22.51,540010.08,25.93
751880.18,36.11,22.52,539252.27,25.9
752329.68,36.15,22.56,539859.64,25.94
751718.54,36.14,22.55,539366.35,25.93
751770.23,36.16,22.56,539366.53,25.94
751770.23,36.16,22.56,539365.02,25.94
751551.81,36.15,22.56,539133.78,25.93
751273.81,36.14,22.55,538845.58,25.92
751325.5,36.16,22.56,538845.2,25.93
751189.54,36.17,22.57,538845.2,25.95
751053.58,36.18,22.59,538846.73,25.96
751330.05,36.2,22.61,539212.03,25.98
751174.99,36.2,22.6,539057.72,25.98
751226.68,36.22,22.62,538983.55,25.98
751032.73,36.21,22.61,538977.71,25.99
750896.77,36.22,22.62,539008.25,26.0
750602.88,36.21,22.62,538845.94,26.0
750466.92,36.23,22.63,538852.53,26.01
750282.43,36.23,22.64,539329.36,26.05
750146.47,36.25,22.65,539327.59,26.06
750010.51,36.26,22.66,539323.64,26.07
750407.31,36.28,22.68,539337.62,26.07
750052.32,36.27,22.68,539322.58,26.08
750321.15,36.29,22.7,539322.58,26.09
750328.19,36.29,22.7,539400.26,26.09
750379.88,36.31,22.71,539686.7,26.12
749379.88,36.28,22.68,538686.7,26.08
749431.57,36.3,22.7,538931.74,26.1
749295.61,36.31,22.71,539084.55,26.12
749347.31,36.32,22.73,539084.73,26.13
749399.0,36.34,22.75,539084.35,26.14
749450.69,36.36,22.76,539084.35,26.15
749314.73,36.37,22.77,539084.35,26.17
749178.77,36.38,22.78,539091.08,26.18
749362.48,36.4,22.8,539084.35,26.19
749226.52,36.41,22.82,539996.56,26.24
749090.56,36.42,22.83,539865.36,26.25
749142.26,36.44,22.84,539865.36,26.26
749193.95,36.46,22.86,539865.36,26.27
748849.16,36.45,22.85,539795.96,26.27
748900.85,36.46,22.87,539795.96,26.28
748952.55,36.48,22.89,539795.96,26.29
749221.37,36.5,22.91,539795.96,26.3
748886.59,36.5,22.9,539864.97,26.31
749214.43,36.52,22.92,539795.96,26.31
749214.43,36.52,22.92,539795.96,26.31
749078.47,36.53,22.93,540727.72,26.37
748942.51,36.54,22.94,540713.6,26.38
748952.15,36.54,22.94,540715.66,26.38
748646.37,36.53,22.94,540772.91,26.39
748446.7,36.53,22.93,540675.91,26.39
748498.39,36.55,22.95,540676.09,26.4
748362.43,36.56,22.96,540675.72,26.41
748631.25,36.58,22.98,540675.72,26.42
748495.29,36.59,22.99,540684.8,26.43
748546.99,36.61,23.01,540675.75,26.44
748411.03,36.62,23.02,540675.72,26.45
748275.07,36.63,23.03,541328.62,26.5
748077.69,36.62,23.03,541085.61,26.49
748346.51,36.65,23.05,541420.65,26.51
748210.55,36.66,23.06,541420.46,26.53
747963.79,36.65,23.06,541419.86,26.53
748015.48,36.67,23.07,541419.86,26.54
748017.0,36.67,23.07,541447.37,26.54
747967.0,36.67,23.07,541397.69,26.54
747831.04,36.68,23.08,541397.69,26.55
747695.08,36.69,23.09,541451.32,26.57
747559.12,36.7,23.11,541407.49,26.58
747794.89,36.72,23.13,541880.16,26.61
747666.4,36.74,23.14,541812.13,26.62
747522.97,36.75,23.15,541965.16,26.64
747563.59,36.75,23.15,541997.69,26.64
747427.63,36.76,23.16,541997.49,26.66
747291.67,36.77,23.18,541997.49,26.67
747568.13,36.79,23.2,542023.26,26.68
747432.17,36.8,23.21,542009.3,26.69
747483.86,36.82,23.23,542006.69,26.7
747347.9,36.83,23.24,542324.6,26.73
747005.48,36.83,23.23,542106.25,26.72
747057.17,36.84,23.25,542095.95,26.73
747460.89,36.87,23.27,543018.41,26.78
747463.24,36.87,23.27,543028.17,26.78
747221.99,36.86,23.27,542715.55,26.77
747229.03,36.86,23.27,542738.34,26.78
747280.72,36.88,23.28,542738.52,26.79
747549.55,36.9,23.31,542738.14,26.79
747413.59,36.91,23.32,542738.14,26.81
747465.28,36.93,23.34,542743.54,26.82
747120.49,36.92,23.33,542738.71,26.82
747455.03,36.95,23.35,542738.14,26.83
747319.07,36.96,23.36,543135.99,26.86
747100.64,36.95,23.35,542955.41,26.85
746958.96,36.95,23.35,542677.72,26.84
746670.15,36.94,23.34,542650.16,26.85
746541.66,36.95,23.36,543245.77,26.89
746585.88,36.97,23.37,543218.31,26.9
746449.92,36.98,23.39,543218.12,26.91
746313.96,36.99,23.4,543218.12,26.93
746365.65,37.01,23.41,543254.81,26.94
746229.69,37.02,23.43,543242.18,26.95
746093.73,37.03,23.44,543222.68,26.96
746362.56,37.06,23.46,543218.12,26.97
745362.56,37.02,23.43,542218.12,26.93
745369.6,37.02,23.43,542220.39,26.93
745233.64,37.04,23.44,542764.2,26.97
745097.68,37.05,23.45,542738.41,26.99
744752.9,37.04,23.44,542467.3,26.98
744616.94,37.05,23.46,542467.3,26.99
745013.74,37.08,23.48,542467.3,27.0
745065.44,37.09,23.5,542467.31,27.01
744929.48,37.1,23.51,542467.34,27.02
744516.71,37.1,23.5,542467.3,27.03
744568.4,37.11,23.52,542467.3,27.04
744432.44,37.13,23.53,542771.1,27.07
744766.98,37.15,23.55,542664.98,27.07
744631.02,37.16,23.56,543424.82,27.12
744568.17,37.16,23.56,543356.14,27.12
744619.86,37.18,23.58,543356.32,27.13
744803.57,37.2,23.6,543355.94,27.14
744803.57,37.2,23.6,543336.97,27.14
744855.27,37.22,23.62,543336.97,27.15
744719.31,37.23,23.63,543365.92,27.16
744955.08,37.25,23.66,543342.75,27.17
745223.9,37.27,23.68,543336.97,27.18
745087.94,37.29,23.69,543523.84,27.2
745094.99,37.29,23.69,543533.09,27.2
744918.38,37.28,23.69,543256.01,27.19
744782.42,37.29,23.7,544226.13,27.25
744646.46,37.3,23.71,544225.93,27.26
744374.97,37.3,23.7,544268.95,27.27
744239.01,37.31,23.72,544268.95,27.29
744103.05,37.32,23.73,544284.53,27.3
744103.05,37.32,23.73,544284.53,27.3
744154.74,37.34,23.75,544276.43,27.31
744018.78,37.35,23.76,544268.95,27.33
743882.82,37.37,23.77,544456.71,27.35
743746.86,37.38,23.78,544419.5,27.36
743798.55,37.4,23.8,544592.59,27.38
744067.38,37.42,23.82,544592.4,27.39
743732.59,37.41,23.81,544592.4,27.39
744067.13,37.43,23.84,544612.33,27.4
743931.17,37.44,23.85,544606.38,27.41
743795.21,37.46,23.86,544592.4,27.42
743795.21,37.46,23.86,544592.4,27.42
743540.52,37.45,23.86,545010.38,27.45
743809.35,37.47,23.88,544901.38,27.45
744008.0,37.5,23.9,544763.14,27.46
743802.26,37.5,23.9,546468.7,27.55
744418.75,37.53,23.94,546027.16,27.53
744687.58,37.56,23.96,546026.97,27.54
744342.79,37.55,23.95,546026.97,27.54
744058.03,37.55,23.95,545950.95,27.55
744241.74,37.57,23.97,545950.95,27.56
744105.78,37.58,23.99,546177.62,27.59
744157.48,37.6,24.0,546027.98,27.59
744157.48,37.6,24.0,546006.51,27.59
744157.48,37.6,24.0,546059.31,27.59
744021.52,37.61,24.02,545982.28,27.6
743885.56,37.62,24.03,546687.69,27.65
743937.25,37.64,24.05,546187.27,27.64
743988.94,37.66,24.06,546780.71,27.68
743767.9,37.65,24.06,546667.77,27.68
743274.79,37.64,24.04,546239.02,27.66
743543.61,37.66,24.07,546238.83,27.67
743198.83,37.65,24.06,546238.83,27.68
743198.83,37.65,24.06,546186.85,27.67
743062.87,37.67,24.07,546186.85,27.69
743114.56,37.68,24.09,546256.29,27.7
742978.6,37.7,24.1,546255.86,27.72
743030.29,37.71,24.12,546186.93,27.72
743034.99,37.71,24.12,546190.49,27.72
743311.45,37.74,24.14,546676.37,27.75
743175.49,37.75,24.15,546542.63,27.76
742830.53,37.74,24.15,546902.0,27.79
742687.11,37.75,24.16,546672.31,27.79
742955.93,37.78,24.18,546672.12,27.8
743007.62,37.79,24.2,546672.12,27.81
742807.95,37.79,24.19,546619.84,27.81
742691.96,37.79,24.19,546629.37,27.81
742556.0,37.8,24.2,546624.49,27.83
742824.83,37.82,24.23,546628.24,27.83
742827.1,37.82,24.23,546625.81,27.83
742827.1,37.82,24.23,546610.45,27.83
742691.14,37.83,24.24,546602.05,27.85
742742.84,37.85,24.26,547233.26,27.89
742606.88,37.87,24.27,547286.41,27.91
742606.88,37.87,24.27,547241.0,27.9
742606.88,37.87,24.27,547295.62,27.91
742329.81,37.86,24.26,546842.23,27.89
742669.82,37.88,24.29,547942.77,27.95
742938.64,37.91,24.31,547942.58,27.96
742394.8,37.96,24.36,548071.48,28.02
742578.52,37.98,24.38,548081.49,28.03
742124.83,37.97,24.37,547548.99,28.01
741790.05,37.96,24.36,547410.07,28.01
741661.55,37.97,24.38,547975.82,28.05
741837.8,37.99,24.4,548095.01,28.07
741701.84,38.01,24.41,548095.01,28.08
741753.53,38.02,24.43,548095.01,28.1
741617.57,38.04,24.44,548095.81,28.11
741669.26,38.05,24.46,548096.23,28.12
741720.96,38.07,24.48,548095.74,28.13
741506.85,38.07,24.47,547896.73,28.13
741370.89,38.08,24.48,547896.0,28.14
741639.72,38.1,24.51,548612.31,28.19
741691.41,38.12,24.52,548989.79,28.22
741555.45,38.13,24.54,548989.6,28.23
741419.49,38.15,24.55,548989.6,28.25
741283.53,38.16,24.56,549013.41,28.26
741335.22,38.18,24.58,549000.96,28.27
741386.91,38.2,24.6,548989.6,28.28
741570.63,38.22,24.62,549594.16,28.32
741582.0,38.22,24.62,549676.63,28.33
741633.69,38.24,24.64,549839.6,28.35
741497.73,38.25,24.65,549821.62,28.36
741769.77,38.28,24.68,549821.42,28.37
741424.98,38.27,24.67,549426.01,28.36
741476.67,38.29,24.69,549426.01,28.37
741340.71,38.3,24.7,549436.89,28.38
741204.75,38.31,24.71,549427.42,28.4
741473.58,38.33,24.74,549426.35,28.41
741337.62,38.35,24.75,549971.86,28.45
741201.66,38.36,24.76,550059.7,28.47
741065.7,38.37,24.78,550204.2,28.49
740929.74,38.39,24.79,550204.01,28.5
740743.85,38.38,24.78,550049.09,28.5
740607.89,38.39,24.8,550049.09,28.51
740471.93,38.41,24.81,550249.97,28.54
740476.63,38.41,24.81,550252.27,28.54
740340.67,38.42,24.82,550072.99,28.55
739995.88,38.41,24.81,549968.16,28.55
740264.71,38.43,24.84,549957.39,28.55
740128.75,38.45,24.85,550393.39,28.59
740180.44,38.47,24.87,550383.22,28.6
739980.77,38.46,24.86,550320.38,28.6
739844.81,38.47,24.88,550362.6,28.62
739551.35,38.46,24.87,550062.58,28.61
739360.8,38.46,24.86,549852.14,28.6
739224.84,38.47,24.88,549851.95,28.62
739027.46,38.47,24.87,549770.1,28.62
738891.5,38.48,24.88,549770.1,28.63
738755.54,38.49,24.9,549795.36,28.65
738619.58,38.51,24.91,549771.84,28.66
738671.27,38.53,24.93,550128.74,28.69
738550.25,38.54,24.94,550132.92,28.71
738594.47,38.56,24.96,549831.93,28.7
738452.56,38.57,24.97,550148.76,28.73
738454.83,38.57,24.97,550146.28,28.73
738318.87,38.58,24.99,550146.08,28.75
738103.78,38.58,24.98,549933.16,28.74
738155.47,38.6,25.0,549933.16,28.75
738019.51,38.61,25.01,549935.25,28.77
738288.34,38.63,25.04,549933.35,28.78
737943.55,38.62,25.03,549933.16,28.78
737793.19,38.62,25.02,549775.14,28.78
737657.23,38.63,25.04,549871.57,28.8
737708.92,38.65,25.06,549882.87,28.81
737572.96,38.66,25.07,549867.99,28.82
737969.77,38.69,25.09,550776.16,28.88
738021.46,38.71,25.11,550776.34,28.89
737901.6,38.71,25.11,550420.92,28.87
737851.6,38.71,25.11,550370.92,28.87
737903.29,38.72,25.13,550370.54,28.88
737767.33,38.74,25.14,550370.54,28.9
737951.05,38.76,25.17,550382.86,28.91
737951.05,38.76,25.17,550340.96,28.91
737815.09,38.77,25.18,550338.49,28.92
737866.78,38.79,25.2,550342.01,28.93
737730.82,38.81,25.21,550328.64,28.95
737397.91,38.8,25.2,550199.83,28.95
737397.91,38.8,25.2,550246.72,28.95
737261.95,38.81,25.22,551118.1,29.01
737538.42,38.84,25.24,551117.9,29.02
737402.46,38.85,25.25,551117.9,29.04
737266.5,38.86,25.27,551142.07,29.05
737113.54,38.86,25.26,550991.34,29.05
736977.58,38.87,25.28,550973.86,29.06
736927.58,38.87,25.27,550926.77,29.06
736927.58,38.87,25.27,550905.7,29.06
736791.62,38.88,25.29,550899.01,29.07
736459.2,38.87,25.28,551021.39,29.09
736728.02,38.9,25.3,550997.04,29.09
736779.72,38.92,25.32,551006.55,29.11
736434.93,38.91,25.31,551378.28,29.13
736298.97,38.92,25.33,551192.38,29.14
736163.01,38.94,25.34,551192.19,29.15
736027.05,38.95,25.35,551192.19,29.17
735891.09,38.96,25.37,551213.91,29.18
735755.13,38.98,25.38,551208.87,29.2
735619.17,38.99,25.39,551418.39,29.23
735619.17,38.99,25.39,551365.38,29.22
735483.21,39.0,25.41,551139.18,29.23
735752.04,39.03,25.43,551196.31,29.24
735935.75,39.05,25.45,551898.0,29.29
735987.44,39.07,25.47,551898.18,29.3
735851.48,39.08,25.49,551897.81,29.31
735715.52,39.1,25.5,551897.81,29.33
735715.52,39.1,25.5,551894.6,29.33
735579.56,39.11,25.51,551902.17,29.34
