ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3d6d-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
838994.48,20.29,6.7,316565.04,7.66
838858.52,20.29,6.7,316683.48,7.66
838722.56,20.3,6.7,316566.97,7.66
838507.78,20.29,6.7,316404.94,7.66
838779.82,20.3,6.71,316969.39,7.67
838831.51,20.31,6.71,317162.58,7.68
838695.55,20.31,6.71,317185.05,7.68
838747.24,20.31,6.72,317185.23,7.68
838402.46,20.31,6.71,317113.83,7.68
838678.92,20.32,6.72,317113.45,7.68
838862.63,20.32,6.73,317135.83,7.68
838726.67,20.33,6.73,317124.12,7.69
838726.67,20.33,6.73,317142.03,7.69
838590.71,20.33,6.73,317131.48,7.69
838590.71,20.33,6.73,317131.48,7.69
838590.71,20.33,6.73,317286.44,7.69
838590.71,20.33,6.73,317856.43,7.7
840232.23,20.37,6.77,321050.39,7.78
840096.27,20.37,6.77,321050.19,7.78
839960.31,20.37,6.77,321050.19,7.79
840261.17,20.38,6.79,320556.12,7.78
840529.99,20.39,6.79,320603.59,7.78
840240.32,20.39,6.79,320240.18,7.77
840104.36,20.39,6.79,320210.94,7.77
839968.4,20.39,6.79,320199.14,7.77
839810.75,20.39,6.79,319936.99,7.77
839674.79,20.39,6.79,320461.35,7.78
839865.97,20.4,6.8,320761.79,7.79
839722.54,20.4,6.8,320602.7,7.79
839387.76,20.39,6.79,320326.32,7.78
839387.76,20.39,6.79,320442.27,7.78
839439.45,20.4,6.8,320442.45,7.79
839491.14,20.4,6.81,320442.08,7.79
839355.18,20.4,6.81,320442.08,7.79
839219.22,20.4,6.81,320453.79,7.79
839488.04,20.41,6.82,320466.43,7.79
839723.81,20.42,6.83,320442.08,7.79
839587.85,20.42,6.83,321393.98,7.82
839451.89,20.43,6.83,321548.02,7.82
839315.93,20.43,6.83,321548.02,7.83
839179.97,20.43,6.83,321547.82,7.83
839044.01,20.43,6.83,321547.82,7.83
838908.05,20.43,6.84,321613.84,7.83
838938.38,20.43,6.84,321638.08,7.83
838802.42,20.43,6.84,321572.06,7.83
838666.46,20.44,6.84,321579.24,7.84
838530.5,20.44,6.84,322052.92,7.85
838402.01,20.44,6.84,321633.3,7.84
838057.23,20.43,6.84,321224.59,7.83
838101.45,20.44,6.84,321350.72,7.84
837917.37,20.44,6.84,321120.83,7.83
837960.34,20.44,6.84,321273.61,7.84
837852.69,20.43,6.84,321211.27,7.83
837852.69,20.43,6.84,321202.74,7.83
837716.73,20.44,6.84,321202.55,7.84
837768.42,20.44,6.85,321202.55,7.84
837820.11,20.45,6.85,321202.55,7.84
837871.8,20.45,6.86,321202.55,7.84
837735.84,20.45,6.86,321250.47,7.84
837599.88,20.46,6.86,321225.96,7.84
837868.71,20.46,6.87,321202.55,7.85
837732.75,20.47,6.87,322148.51,7.87
837596.79,20.47,6.87,322148.51,7.87
837460.83,20.47,6.87,322375.47,7.88
837324.87,20.47,6.88,322150.31,7.88
837211.31,20.47,6.88,322282.92,7.88
837593.18,20.48,6.89,323698.95,7.92
837618.61,20.49,6.89,323178.42,7.91
837482.65,20.49,6.9,323178.23,7.91
837458.73,20.49,6.9,322879.29,7.9
837113.95,20.49,6.89,322516.08,7.89
836977.99,20.49,6.89,322516.08,7.9
837029.68,20.5,6.9,322580.89,7.9
837029.68,20.5,6.9,322558.22,7.9
836893.72,20.5,6.9,322586.43,7.9
836757.76,20.5,6.9,322610.08,7.9
836809.45,20.5,6.91,322493.41,7.9
836680.96,20.51,6.91,323088.43,7.92
836537.53,20.51,6.91,322859.66,7.91
836401.57,20.51,6.91,322859.47,7.92
836453.26,20.51,6.92,322859.47,7.92
836079.6,20.51,6.91,322568.49,7.91
835943.64,20.51,6.91,322617.45,7.92
835807.68,20.51,6.92,322625.98,7.92
835671.72,20.51,6.92,322569.76,7.92
835550.7,20.52,6.92,323424.35,7.94
835802.53,20.53,6.93,323377.6,7.94
835453.01,20.52,6.93,322947.15,7.93
835317.05,20.52,6.93,322947.15,7.93
835181.09,20.53,6.93,322946.96,7.94
835364.8,20.53,6.94,322946.96,7.94
835314.8,20.53,6.94,322896.96,7.94
835317.15,20.53,6.94,322899.58,7.94
835368.85,20.54,6.94,322948.89,7.94
835552.56,20.55,6.95,322931.22,7.94
835552.56,20.55,6.95,322997.62,7.94
835416.6,20.55,6.95,322965.99,7.94
835280.64,20.55,6.95,323481.23,7.96
835295.57,20.55,6.95,324020.24,7.97
835967.1,20.57,6.97,324166.8,7.98
836235.92,20.58,6.98,324166.6,7.98
836099.96,20.58,6.98,324166.6,7.98
835812.22,20.58,6.98,324543.93,7.99
835676.26,20.58,6.98,324543.93,7.99
835676.26,20.58,6.98,324539.65,7.99
835540.3,20.58,6.98,324589.14,7.99
835591.99,20.58,6.99,324549.45,8.0
835591.99,20.58,6.99,324549.45,8.0
835456.03,20.59,6.99,324539.65,8.0
835456.03,20.59,6.99,325246.68,8.01
835177.16,20.58,6.99,325380.41,8.02
835841.67,20.6,7.01,325789.65,8.03
835705.71,20.6,7.01,325789.46,8.03
835757.4,20.61,7.01,325789.46,8.03
835621.44,20.61,7.02,325789.46,8.04
835463.79,20.61,7.01,325642.48,8.03
835327.83,20.61,7.01,325708.5,8.04
835191.87,20.61,7.02,325663.78,8.04
835055.91,20.61,7.02,325642.48,8.04
833968.23,20.63,7.03,325642.29,8.05
833898.19,20.63,7.04,326531.97,8.08
833898.19,20.63,7.04,326531.97,8.08
833780.57,20.63,7.03,326333.84,8.07
834071.02,20.64,7.05,326131.51,8.07
834071.02,20.64,7.05,326131.51,8.07
833935.07,20.64,7.05,326131.51,8.07
833306.77,20.63,7.04,325444.16,8.06
833170.81,20.64,7.04,325444.75,8.06
833439.63,20.64,7.05,325444.25,8.06
833303.67,20.65,7.05,325444.16,8.06
833303.67,20.65,7.05,325444.16,8.06
833355.36,20.65,7.06,326020.38,8.08
833202.41,20.65,7.05,325868.17,8.08
833066.45,20.65,7.05,326010.68,8.08
832869.07,20.65,7.05,325794.43,8.08
832920.76,20.65,7.06,325794.61,8.08
832784.8,20.65,7.06,325794.24,8.08
832836.49,20.66,7.06,325794.24,8.08
832700.53,20.66,7.07,325798.14,8.08
832564.57,20.66,7.07,325798.97,8.09
832428.61,20.66,7.07,325794.24,8.09
832742.39,20.67,7.08,326360.41,8.1
832606.43,20.68,7.08,326563.25,8.11
832334.47,20.67,7.08,326271.18,8.1
832386.16,20.68,7.08,326271.36,8.1
832437.85,20.68,7.09,326270.99,8.11
832165.93,20.69,7.09,326283.37,8.11
832029.97,20.69,7.09,326278.14,8.11
832298.8,20.7,7.1,326270.99,8.11
831954.01,20.69,7.09,326700.95,8.13
832222.84,20.7,7.1,326752.42,8.13
832086.88,20.7,7.11,326916.15,8.13
831950.92,20.7,7.11,326915.96,8.14
831814.96,20.71,7.11,326915.96,8.14
831617.58,20.7,7.11,326918.51,8.14
831481.62,20.7,7.11,326918.83,8.14
831345.66,20.71,7.11,326996.68,8.14
831209.7,20.71,7.11,327034.02,8.15
831073.74,20.71,7.11,327279.22,8.16
831078.43,20.71,7.11,327292.97,8.16
831380.22,20.72,7.12,327459.33,8.16
831281.92,20.72,7.13,327407.67,8.16
831550.75,20.73,7.13,327407.48,8.16
831734.46,20.74,7.14,327407.48,8.16
831598.5,20.74,7.14,327471.21,8.17
831598.5,20.74,7.14,327551.25,8.17
831598.5,20.74,7.14,327551.25,8.17
831462.54,20.74,7.15,327504.62,8.17
831172.87,20.74,7.14,327487.52,8.17
831408.64,20.75,7.15,327878.7,8.18
831003.23,20.74,7.14,327473.29,8.17
830725.99,20.73,7.14,327230.45,8.17
830590.03,20.73,7.14,327109.68,8.17
830641.72,20.74,7.14,327079.27,8.17
830364.66,20.74,7.14,327850.1,8.19
830201.6,20.74,7.14,327529.27,8.18
830470.42,20.75,7.15,327529.07,8.18
830334.46,20.75,7.15,327529.07,8.18
830198.5,20.75,7.15,327563.44,8.19
830250.2,20.75,7.16,327545.82,8.19
830522.23,20.76,7.17,327529.07,8.19
830705.94,20.77,7.18,328097.49,8.2
830361.16,20.77,7.17,327801.92,8.2
830225.2,20.77,7.17,327605.61,8.2
830089.24,20.77,7.17,328543.0,8.22
830358.06,20.78,7.18,328542.81,8.22
830068.39,20.77,7.18,328173.35,8.21
829932.43,20.78,7.18,328173.35,8.22
829654.44,20.77,7.17,327935.9,8.21
829518.48,20.77,7.18,327967.16,8.21
829382.52,20.77,7.18,327948.65,8.21
829037.73,20.77,7.17,327935.9,8.21
828901.77,20.77,7.17,328245.8,8.22
828953.46,20.77,7.18,328146.47,8.22
829005.16,20.78,7.18,328257.28,8.23
829339.69,20.79,7.19,328600.38,8.24
829203.73,20.79,7.2,328600.18,8.24
829062.04,20.79,7.19,328696.45,8.24
828926.08,20.79,7.2,328696.45,8.24
828790.12,20.79,7.2,328696.45,8.25
828797.05,20.79,7.2,328699.47,8.25
828661.09,20.8,7.2,328780.55,8.25
828929.91,20.81,7.21,328699.47,8.25
828585.13,20.8,7.2,329345.78,8.27
828820.89,20.81,7.21,328871.41,8.26
828717.89,20.81,7.21,328822.51,8.26
828736.63,20.82,7.22,329330.7,8.27
828788.32,20.82,7.22,329330.88,8.27
828840.01,20.83,7.23,329330.51,8.28
828704.05,20.83,7.23,329330.51,8.28
828887.76,20.84,7.24,329359.22,8.28
828751.8,20.84,7.24,329337.29,8.28
828615.84,20.84,7.24,329330.51,8.28
828327.04,20.83,7.24,328996.49,8.27
828191.08,20.84,7.24,329719.11,8.3
828459.9,20.85,7.25,330024.05,8.3
828265.95,20.84,7.25,329807.26,8.3
827976.28,20.84,7.24,329404.92,8.29
827778.9,20.83,7.24,329394.14,8.29
827642.94,20.83,7.24,329393.95,8.29
827506.98,20.84,7.24,329393.95,8.29
827841.51,20.85,7.25,329393.95,8.29
827848.8,20.85,7.25,329396.23,8.29
827850.32,20.85,7.25,329448.16,8.3
827595.63,20.84,7.25,329476.4,8.3
827647.32,20.85,7.25,329464.16,8.3
827831.04,20.86,7.26,329459.74,8.3
827831.04,20.86,7.26,329463.05,8.3
827882.73,20.86,7.27,329451.46,8.3
827934.42,20.87,7.27,330517.95,8.33
828203.25,20.88,7.28,330863.72,8.34
827868.46,20.87,7.27,330437.28,8.33
828052.17,20.88,7.28,330437.09,8.33
827916.21,20.88,7.28,330437.09,8.33
827916.21,20.88,7.28,330631.36,8.34
827967.91,20.89,7.29,330631.36,8.34
827831.95,20.89,7.29,330699.07,8.34
827695.99,20.89,7.29,330674.91,8.35
827560.03,20.89,7.3,330631.36,8.35
827564.6,20.89,7.3,330646.91,8.35
827428.64,20.89,7.3,331233.61,8.36
827292.68,20.9,7.3,331093.47,8.36
827476.39,20.9,7.31,331093.28,8.36
827340.43,20.91,7.31,331093.28,8.37
827050.76,20.9,7.3,330765.03,8.36
826914.8,20.9,7.31,330765.03,8.36
826966.49,20.91,7.31,330813.58,8.36
826646.82,20.9,7.3,330554.67,8.36
826510.86,20.9,7.31,330521.8,8.36
826510.86,20.9,7.31,330638.3,8.36
826513.21,20.9,7.31,330635.37,8.36
825513.21,20.88,7.29,329635.37,8.34
825762.85,20.89,7.3,331164.32,8.38
826060.88,20.91,7.31,331060.94,8.38
825624.54,20.9,7.3,330505.61,8.37
825676.23,20.9,7.31,330505.79,8.37
825540.27,20.91,7.31,330505.41,8.37
825540.27,20.91,7.31,330505.41,8.37
825937.08,20.92,7.32,330505.41,8.37
826120.79,20.93,7.33,330530.7,8.37
826172.48,20.93,7.33,330518.27,8.37
826036.52,20.93,7.34,330510.66,8.38
825746.85,20.93,7.33,330505.41,8.38
825610.89,20.93,7.33,330913.1,8.39
825453.24,20.93,7.33,330759.98,8.39
825722.06,20.94,7.34,330808.8,8.39
825586.1,20.94,7.34,330977.5,8.39
825656.73,20.94,7.34,331260.42,8.4
825708.42,20.94,7.35,331260.6,8.4
825892.13,20.95,7.36,331260.22,8.4
825943.83,20.96,7.36,331267.64,8.41
825807.87,20.96,7.36,331264.72,8.41
825807.87,20.96,7.36,331264.72,8.41
826076.69,20.97,7.37,331260.24,8.41
825731.91,20.96,7.37,331260.22,8.41
826008.37,20.97,7.38,332033.09,8.43
825879.88,20.97,7.38,332011.15,8.43
825879.88,20.97,7.38,332011.15,8.43
825640.2,20.97,7.37,332369.08,8.44
825496.77,20.97,7.38,332146.38,8.44
825360.81,20.97,7.38,332146.19,8.44
825164.2,20.97,7.37,331996.48,8.44
825028.24,20.97,7.38,331996.48,8.44
825079.93,20.98,7.38,332013.7,8.44
824943.97,20.98,7.38,331998.03,8.44
824808.01,20.98,7.39,331996.51,8.45
825076.84,20.99,7.39,332188.69,8.45
824940.88,20.99,7.4,332229.44,8.45
824992.57,21.0,7.4,332567.76,8.46
825044.26,21.0,7.41,332567.94,8.47
824908.3,21.01,7.41,332567.57,8.47
824563.52,21.0,7.4,332426.44,8.47
824615.21,21.01,7.41,332426.44,8.47
824479.25,21.01,7.41,332449.75,8.47
824343.29,21.01,7.41,332431.21,8.47
824527.0,21.02,7.42,332426.44,8.47
824327.33,21.01,7.42,332823.15,8.48
824596.15,21.02,7.43,332920.52,8.49
824647.85,21.03,7.43,333192.34,8.5
824450.47,21.03,7.43,333319.32,8.5
824314.51,21.03,7.43,333319.12,8.5
824178.55,21.03,7.43,333319.12,8.5
824042.59,21.03,7.43,333357.61,8.51
823906.63,21.03,7.44,333335.02,8.51
824178.66,21.04,7.45,333319.12,8.51
824230.35,21.05,7.45,333767.77,8.52
824499.18,21.06,7.46,333878.52,8.53
824363.22,21.06,7.46,334097.32,8.54
824227.26,21.06,7.47,334097.32,8.54
824091.3,21.06,7.47,334097.36,8.54
823955.34,21.07,7.47,334097.32,8.54
823819.38,21.07,7.47,334097.32,8.54
823683.42,21.07,7.47,334224.53,8.55
823683.42,21.07,7.47,334224.53,8.55
823328.43,21.06,7.47,334097.32,8.55
823328.43,21.06,7.47,334070.5,8.55
823192.47,21.07,7.47,334345.3,8.56
823056.51,21.07,7.47,334223.81,8.55
822920.55,21.07,7.47,334230.64,8.56
822784.59,21.07,7.47,334223.61,8.56
822648.63,21.07,7.48,334231.2,8.56
822920.67,21.08,7.49,334372.37,8.57
823192.7,21.09,7.5,334233.85,8.56
823056.74,21.09,7.5,334223.61,8.57
822928.25,21.1,7.5,335214.88,8.59
822593.47,21.09,7.49,335110.79,8.59
822637.69,21.1,7.5,335154.9,8.59
822689.38,21.1,7.51,335155.08,8.6
822553.42,21.1,7.51,335154.71,8.6
822822.25,21.11,7.52,335178.27,8.6
822873.94,21.12,7.52,335170.68,8.6
822529.15,21.11,7.52,335154.71,8.6
822580.85,21.12,7.52,335154.71,8.6
822632.54,21.12,7.53,335686.36,8.62
822496.58,21.13,7.53,335154.71,8.61
822360.62,21.13,7.53,335853.09,8.63
822224.66,21.13,7.53,335852.89,8.63
822276.35,21.14,7.54,335852.89,8.63
822140.39,21.14,7.54,335857.86,8.64
822192.08,21.14,7.55,335854.6,8.64
822460.91,21.15,7.56,335858.38,8.64
822324.95,21.15,7.56,335852.89,8.64
822369.3,21.16,7.56,335888.79,8.64
822420.99,21.16,7.57,336659.96,8.66
822285.03,21.16,7.57,336723.47,8.67
822007.04,21.16,7.56,336319.7,8.66
822018.27,21.16,7.56,336357.86,8.66
821882.31,21.16,7.56,336357.66,8.66
821690.13,21.16,7.56,336262.17,8.66
821554.17,21.16,7.56,336262.17,8.66
821418.21,21.16,7.56,336448.49,8.67
821469.9,21.17,7.57,336390.57,8.67
821333.94,21.17,7.57,336382.9,8.67
821197.98,21.17,7.57,336668.13,8.68
821249.67,21.18,7.58,336717.33,8.68
820904.89,21.17,7.57,336442.72,8.68
820956.58,21.18,7.58,336494.31,8.68
820820.62,21.18,7.58,336494.11,8.68
820684.66,21.18,7.58,336524.72,8.68
820684.66,21.18,7.58,336456.88,8.68
820736.35,21.19,7.59,336426.26,8.68
820972.12,21.19,7.6,336426.46,8.69
821023.81,21.2,7.6,336426.26,8.69
821292.64,21.21,7.61,336970.77,8.7
821302.03,21.21,7.61,337092.39,8.71
821537.8,21.22,7.62,337096.38,8.71
821401.84,21.22,7.63,337698.55,8.72
821404.19,21.22,7.63,337700.9,8.72
821676.22,21.23,7.64,337700.7,8.73
821540.26,21.23,7.64,337700.7,8.73
821346.31,21.23,7.63,337889.15,8.73
821210.35,21.23,7.64,337914.28,8.74
820865.56,21.23,7.63,337498.27,8.73
820729.6,21.23,7.63,337621.89,8.73
820593.64,21.23,7.63,337601.61,8.73
820457.69,21.23,7.64,338155.43,8.75
820693.45,21.24,7.64,337886.93,8.74
820745.15,21.25,7.65,338321.57,8.76
820609.19,21.25,7.65,338321.38,8.76
820792.9,21.26,7.66,338321.38,8.76
820844.59,21.26,7.67,338321.38,8.76
820896.28,21.27,7.67,338351.93,8.77
820760.32,21.27,7.67,338341.12,8.77
820812.01,21.28,7.68,338321.38,8.77
820676.06,21.28,7.68,339240.27,8.8
820540.1,21.28,7.68,339139.75,8.8
820404.14,21.28,7.69,339139.56,8.8
820268.18,21.28,7.69,339139.56,8.8
820503.94,21.29,7.7,339155.67,8.8
820772.77,21.3,7.71,339146.98,8.8
820824.46,21.31,7.71,339139.56,8.8
820688.5,21.31,7.71,339562.13,8.82
820343.72,21.3,7.71,339279.55,8.81
820395.41,21.31,7.71,339296.83,8.81
820400.11,21.31,7.71,339333.49,8.81
820583.82,21.32,7.72,340323.09,8.84
820592.12,21.32,7.72,340408.18,8.84
820775.84,21.33,7.73,340407.99,8.85
820639.88,21.33,7.73,340407.99,8.85
820503.92,21.33,7.74,340407.99,8.85
820772.74,21.34,7.74,340568.58,8.86
820824.43,21.35,7.75,340497.52,8.86
820688.47,21.35,7.75,340407.99,8.86
820552.51,21.35,7.75,341230.85,8.88
820604.21,21.36,7.76,341482.24,8.89
820468.25,21.36,7.76,341482.04,8.89
820123.46,21.35,7.76,341051.43,8.88
819987.5,21.35,7.76,341051.43,8.88
820039.19,21.36,7.76,341051.43,8.88
819903.23,21.36,7.77,341196.02,8.89
819767.27,21.36,7.77,341193.0,8.89
819818.97,21.37,7.77,341072.88,8.89
819604.67,21.37,7.77,340852.08,8.89
819656.37,21.37,7.78,340830.63,8.89
819520.41,21.37,7.78,341395.84,8.9
819789.23,21.38,7.79,341395.64,8.9
819653.27,21.39,7.79,341395.64,8.91
819704.96,21.39,7.8,341395.64,8.91
819547.31,21.39,7.79,341312.61,8.91
819599.0,21.39,7.8,341328.33,8.91
819254.22,21.39,7.79,341320.86,8.91
819254.22,21.39,7.79,341388.74,8.91
819118.26,21.39,7.79,341383.61,8.91
818982.3,21.39,7.8,341807.14,8.93
819033.99,21.4,7.8,341984.13,8.93
819302.82,21.41,7.81,342152.03,8.94
819166.86,21.41,7.81,342151.83,8.94
819030.9,21.41,7.82,342151.83,8.94
818894.94,21.41,7.82,342344.95,8.95
818901.64,21.41,7.82,342471.97,8.96
818765.68,21.42,7.82,342293.9,8.95
818765.68,21.42,7.82,342256.73,8.95
818482.56,21.41,7.81,341958.54,8.94
818754.6,21.42,7.82,341943.5,8.95
818409.81,21.41,7.82,341859.54,8.94
818409.81,21.41,7.82,341905.28,8.95
818678.64,21.42,7.83,342392.37,8.96
818542.68,21.43,7.83,342462.26,8.96
818230.85,21.42,7.82,342029.9,8.95
818393.45,21.43,7.83,342743.47,8.97
818199.5,21.42,7.83,342679.13,8.97
818063.54,21.43,7.83,342678.93,8.98
817927.58,21.43,7.83,342678.93,8.98
817979.27,21.43,7.84,342678.93,8.98
817843.31,21.44,7.84,342736.37,8.98
817627.5,21.43,7.84,342508.68,8.98
817491.54,21.43,7.84,342451.24,8.98
817543.23,21.44,7.84,342451.24,8.98
817407.27,21.44,7.85,342955.8,9.0
817271.31,21.44,7.85,342789.07,8.99
817280.96,21.44,7.85,342864.04,9.0
817549.78,21.45,7.86,342863.85,9.0
817205.0,21.45,7.85,342863.85,9.0
816927.0,21.44,7.85,342538.1,8.99
817195.82,21.45,7.86,342538.1,8.99
817059.86,21.45,7.86,342557.58,8.99
817111.56,21.46,7.86,342546.1,9.0
816975.6,21.46,7.87,342538.1,9.0
816854.57,21.46,7.87,343844.0,9.03
816854.57,21.46,7.87,343828.16,9.03
816854.57,21.46,7.87,343850.67,9.04
816736.64,21.47,7.87,343223.99,9.02
816454.01,21.46,7.86,343005.62,9.02
816318.05,21.46,7.87,343005.43,9.02
816219.76,21.47,7.87,343025.87,9.02
816083.8,21.47,7.87,343025.87,9.02
816083.8,21.47,7.87,343010.09,9.02
816086.02,21.47,7.87,343030.06,9.02
815950.06,21.47,7.87,343260.83,9.03
816133.77,21.48,7.88,343441.76,9.04
816185.47,21.48,7.89,343275.52,9.04
816049.51,21.49,7.89,343052.99,9.03
816318.33,21.5,7.9,343937.38,9.06
816041.27,21.49,7.9,343824.21,9.06
816220.26,21.5,7.9,343980.06,9.06
816271.95,21.51,7.91,343980.24,9.06
816082.28,21.5,7.91,343625.23,9.05
816082.28,21.5,7.91,343625.23,9.05
815898.2,21.5,7.9,343590.89,9.05
815606.53,21.49,7.9,343290.23,9.05
815875.35,21.5,7.91,343289.85,9.05
816059.07,21.51,7.92,343289.85,9.05
816066.11,21.51,7.92,343291.89,9.05
816073.16,21.51,7.92,343294.36,9.05
815937.2,21.51,7.92,343377.34,9.05
815944.24,21.51,7.92,343379.76,9.05
815995.93,21.52,7.92,343359.35,9.06
816179.65,21.53,7.93,343411.59,9.06
816179.65,21.53,7.93,343471.63,9.06
816231.34,21.53,7.94,343356.82,9.06
816231.34,21.53,7.94,343353.0,9.06
815886.55,21.53,7.93,344698.3,9.1
815750.59,21.53,7.93,344550.21,9.09
815614.63,21.53,7.94,344550.02,9.1
815478.67,21.53,7.94,344550.02,9.1
815530.37,21.54,7.94,344623.48,9.1
815394.41,21.54,7.95,344577.05,9.1
815394.41,21.54,7.95,344616.35,9.1
815134.89,21.54,7.94,344318.16,9.1
814998.93,21.54,7.94,344291.97,9.1
815267.76,21.55,7.95,344813.64,9.11
815319.45,21.55,7.96,344864.85,9.12
815056.39,21.55,7.95,344625.19,9.11
814920.43,21.55,7.96,344656.72,9.11
814784.47,21.55,7.96,344656.53,9.12
814648.51,21.56,7.96,344656.53,9.12
814648.51,21.56,7.96,344642.39,9.12
814700.2,21.56,7.97,344644.28,9.12
814355.42,21.56,7.96,344477.04,9.12
814624.24,21.57,7.97,344657.7,9.12
814624.24,21.57,7.97,344657.7,9.12
814488.28,21.57,7.97,344622.83,9.13
814143.5,21.56,7.97,344650.91,9.13
814073.46,21.56,7.97,345610.31,9.16
813968.4,21.56,7.97,345502.29,9.15
814152.11,21.57,7.98,345502.09,9.15
814335.83,21.58,7.98,345502.09,9.16
814199.87,21.58,7.99,345561.37,9.16
814199.87,21.58,7.99,345561.37,9.16
814482.97,21.59,8.0,344961.62,9.15
814347.01,21.59,8.0,344914.77,9.15
814161.13,21.59,8.0,344821.72,9.14
813974.71,21.59,7.99,344621.69,9.14
813838.75,21.59,7.99,344609.26,9.14
813625.8,21.59,7.99,344747.22,9.15
813677.49,21.6,8.0,345433.21,9.17
813729.19,21.6,8.01,345630.63,9.18
813998.01,21.61,8.02,345818.06,9.18
813708.34,21.61,8.01,345920.82,9.18
813367.34,21.6,8.0,345524.28,9.18
813178.58,21.6,8.0,345347.22,9.17
813178.58,21.6,8.0,345347.22,9.17
813042.62,21.6,8.0,345347.02,9.17
813311.44,21.61,8.01,345347.02,9.17
813715.16,21.62,8.02,345347.02,9.18
813517.78,21.62,8.02,345347.02,9.18
813786.61,21.63,8.03,345398.95,9.18
813631.31,21.62,8.03,345240.92,9.17
813286.52,21.62,8.02,345228.08,9.18
813338.21,21.62,8.03,345223.28,9.18
813202.25,21.62,8.03,345192.69,9.18
813478.72,21.63,8.04,346065.3,9.2
813530.41,21.64,8.04,345976.72,9.2
813531.88,21.64,8.04,346017.03,9.2
813583.58,21.65,8.05,346340.28,9.21
813767.29,21.66,8.06,346340.08,9.22
813818.98,21.66,8.07,346340.08,9.22
813712.16,21.66,8.06,346231.42,9.22
813467.64,21.65,8.06,346126.49,9.21
813331.68,21.66,8.06,346126.49,9.22
813195.72,21.66,8.06,346225.71,9.22
813198.07,21.66,8.06,346237.28,9.22
813062.11,21.66,8.07,346155.71,9.22
812941.08,21.66,8.07,347289.92,9.25
813010.8,21.67,8.07,347018.98,9.25
813029.53,21.68,8.08,346956.44,9.25
813305.99,21.69,8.09,346956.25,9.25
813170.03,21.69,8.09,346956.25,9.25
813221.72,21.69,8.1,346975.55,9.26
812879.3,21.69,8.09,346967.8,9.26
812743.34,21.69,8.09,347011.99,9.26
813071.18,21.7,8.1,347362.56,9.27
812935.22,21.7,8.11,347245.47,9.27
812644.38,21.7,8.1,347064.68,9.27
812651.43,21.7,8.1,347085.3,9.27
812655.22,21.7,8.1,347080.81,9.27
813372.69,21.72,8.13,348392.38,9.3
813131.43,21.72,8.12,348392.38,9.31
812995.47,21.72,8.13,348392.38,9.31
812859.51,21.72,8.13,348392.38,9.31
813095.28,21.73,8.14,348392.38,9.31
813367.32,21.74,8.15,348493.68,9.32
813636.14,21.75,8.16,348512.83,9.32
813500.18,21.76,8.16,349533.83,9.35
813364.22,21.76,8.16,349742.55,9.36
813415.91,21.76,8.17,349742.73,9.36
813279.95,21.77,8.17,349742.35,9.36
813331.64,21.77,8.18,349763.92,9.36
813383.34,21.78,8.18,349759.32,9.36
813435.03,21.78,8.19,349763.57,9.37
813486.72,21.79,8.19,349780.5,9.37
813350.76,21.79,8.2,349779.85,9.37
813350.76,21.79,8.2,349779.85,9.37
813214.8,21.79,8.2,350681.18,9.4
812870.02,21.79,8.19,350278.96,9.39
813138.84,21.8,8.2,350278.77,9.39
813002.88,21.8,8.2,350278.77,9.39
812866.92,21.8,8.21,350299.87,9.4
812918.61,21.81,8.21,350292.87,9.4
812927.91,21.81,8.21,350552.47,9.4
812791.95,21.81,8.22,350545.9,9.41
813063.99,21.82,8.23,350948.01,9.42
813115.68,21.83,8.23,351213.95,9.43
812968.23,21.83,8.23,351006.4,9.42
812768.56,21.82,8.23,350876.05,9.42
812820.25,21.83,8.23,351419.75,9.44
812485.46,21.82,8.23,351237.14,9.43
812537.16,21.83,8.23,351237.32,9.44
812537.16,21.83,8.23,351237.32,9.44
812588.85,21.83,8.24,351236.94,9.44
812857.67,21.84,8.25,351236.94,9.44
812579.68,21.84,8.24,350884.81,9.43
812443.72,21.84,8.24,350907.07,9.43
812443.72,21.84,8.24,350883.88,9.43
812246.34,21.84,8.24,350863.51,9.43
811158.66,21.85,8.26,350863.32,9.45
811001.01,21.85,8.26,350706.29,9.45
810865.05,21.85,8.26,350709.65,9.45
810916.74,21.86,8.26,350712.45,9.45
811313.54,21.87,8.28,351680.51,9.48
811059.95,21.87,8.27,351771.26,9.48
811328.78,21.88,8.28,352072.5,9.49
810983.99,21.87,8.28,351680.77,9.48
810983.99,21.87,8.28,351762.77,9.49
811219.76,21.88,8.28,351762.77,9.49
811083.8,21.88,8.29,351762.77,9.49
810947.84,21.89,8.29,351762.87,9.49
