ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
657705.93,10.59,0.37,177784.26,2.86
657792.34,10.59,0.37,177784.26,2.86
657878.74,10.59,0.37,177784.26,2.86
657776.52,10.59,0.37,177784.26,2.86
657674.3,10.59,0.37,177784.26,2.86
657572.08,10.59,0.37,177692.57,2.86
657658.49,10.6,0.37,177692.57,2.86
658146.33,10.61,0.38,178050.98,2.87
658540.67,10.61,0.39,178050.98,2.87
659245.52,10.63,0.4,178159.26,2.87
659143.3,10.63,0.4,178166.04,2.87
659229.7,10.63,0.41,178166.04,2.87
659229.7,10.63,0.41,178166.04,2.87
659127.48,10.63,0.41,178166.04,2.87
659127.48,10.63,0.41,178166.04,2.87
659127.48,10.63,0.41,178074.36,2.87
659025.26,10.63,0.41,178074.36,2.87
659025.26,10.63,0.41,178074.36,2.87
658923.04,10.63,0.41,178074.36,2.87
659022.56,10.63,0.41,177675.52,2.87
658920.34,10.63,0.41,177583.83,2.87
658818.11,10.63,0.41,177553.27,2.87
659702.51,10.65,0.42,178076.3,2.87
659600.29,10.65,0.42,178083.08,2.87
660350.6,10.66,0.44,178311.52,2.88
660282.09,10.66,0.44,178462.87,2.88
660368.5,10.66,0.44,178576.71,2.88
660266.28,10.66,0.44,178576.71,2.88
661016.58,10.68,0.45,178805.15,2.89
661342.53,10.68,0.46,178918.0,2.89
661676.56,10.69,0.47,178918.0,2.89
661574.34,10.69,0.47,178918.0,2.89
661660.75,10.69,0.47,178918.0,2.89
661558.52,10.69,0.47,178909.48,2.89
661456.3,10.69,0.47,178909.48,2.89
661354.08,10.69,0.47,178817.79,2.89
661251.86,10.69,0.47,178817.79,2.89
661351.38,10.69,0.47,178418.95,2.88
661249.16,10.69,0.47,178418.95,2.89
661249.16,10.69,0.47,178418.95,2.89
661575.11,10.7,0.48,178531.8,2.89
661472.89,10.7,0.48,178531.8,2.89
661370.66,10.7,0.48,178566.77,2.89
661370.66,10.7,0.48,178566.77,2.89
661268.44,10.7,0.48,178550.02,2.89
661166.22,10.7,0.48,178550.02,2.89
661064.0,10.7,0.48,178458.33,2.89
661506.69,10.71,0.49,178458.52,2.89
661404.47,10.71,0.49,178450.0,2.89
661404.47,10.71,0.49,178450.0,2.89
661627.75,10.71,0.49,178514.75,2.89
661525.53,10.71,0.49,178521.53,2.89
662005.81,10.72,0.5,178523.26,2.89
661916.7,10.72,0.5,177926.93,2.88
661814.48,10.72,0.5,177918.41,2.88
661712.26,10.72,0.5,177918.41,2.88
661988.88,10.73,0.5,177918.41,2.88
662739.18,10.74,0.52,178146.85,2.89
662636.96,10.74,0.52,178138.33,2.89
662534.74,10.74,0.52,178042.89,2.89
662634.26,10.74,0.52,177644.05,2.88
662565.76,10.74,0.52,177513.94,2.88
662497.25,10.74,0.52,177665.29,2.88
662395.03,10.74,0.52,177573.6,2.88
662807.22,10.75,0.53,177857.71,2.88
662705.0,10.75,0.53,177857.71,2.89
662602.78,10.75,0.53,177857.71,2.89
662500.56,10.75,0.53,177767.06,2.88
662826.51,10.76,0.54,177879.91,2.89
662826.51,10.76,0.54,177790.83,2.89
662724.29,10.76,0.54,177790.83,2.89
662622.07,10.76,0.54,177790.83,2.89
662708.47,10.76,0.54,177790.83,2.89
662606.25,10.76,0.54,177790.83,2.89
662504.03,10.76,0.54,177790.83,2.89
662838.06,10.77,0.54,177790.83,2.89
662924.46,10.77,0.55,177790.83,2.89
663314.88,10.78,0.56,177644.97,2.89
663314.88,10.78,0.56,177644.97,2.89
663727.08,10.79,0.56,178006.71,2.89
663813.48,10.79,0.57,178006.71,2.89
663711.26,10.79,0.57,178006.71,2.89
664037.21,10.79,0.57,178119.56,2.9
664449.4,10.8,0.58,178223.27,2.9
664449.4,10.8,0.58,178131.58,2.9
664775.35,10.81,0.59,178131.58,2.9
664673.13,10.81,0.59,178123.06,2.9
664759.53,10.81,0.59,178123.06,2.9
665073.11,10.82,0.59,178123.06,2.9
665399.06,10.82,0.6,178235.91,2.9
665811.26,10.83,0.61,178236.09,2.9
665709.03,10.83,0.61,178144.4,2.9
665606.81,10.83,0.61,178144.4,2.9
665504.59,10.83,0.61,178135.88,2.9
665591.0,10.83,0.61,178249.72,2.9
665981.42,10.84,0.62,178103.87,2.9
665981.42,10.84,0.62,178103.87,2.9
665879.2,10.84,0.62,178095.35,2.9
665879.2,10.84,0.62,178095.35,2.9
666205.15,10.85,0.63,178095.35,2.9
666102.92,10.85,0.63,178095.35,2.9
666326.21,10.85,0.63,178095.35,2.9
666223.99,10.85,0.63,178095.35,2.9
666121.77,10.85,0.63,178095.35,2.9
666208.18,10.86,0.63,178209.19,2.9
666105.96,10.86,0.63,178209.19,2.9
666192.36,10.86,0.64,178323.04,2.91
666123.86,10.86,0.64,178418.8,2.91
666021.64,10.86,0.64,178388.24,2.91
666021.64,10.86,0.64,178299.15,2.91
665919.42,10.86,0.64,178290.63,2.91
665953.27,10.86,0.64,178442.92,2.91
665851.04,10.86,0.64,178351.23,2.91
665761.94,10.86,0.64,177661.0,2.9
665659.72,10.86,0.64,177661.0,2.9
665557.49,10.86,0.64,177661.0,2.9
665455.27,10.86,0.64,177586.06,2.9
665353.05,10.86,0.64,177586.06,2.9
665699.32,10.87,0.65,178425.88,2.91
665597.1,10.87,0.65,178425.88,2.91
665494.88,10.87,0.65,178425.88,2.91
665820.83,10.87,0.65,178538.73,2.92
666559.93,10.89,0.67,178706.89,2.92
666893.96,10.89,0.67,178706.89,2.92
666791.73,10.89,0.67,178706.89,2.92
667203.93,10.9,0.68,178707.07,2.92
667303.44,10.9,0.68,178308.23,2.91
667201.22,10.9,0.68,178308.23,2.91
667099.0,10.9,0.68,178308.23,2.91
667424.95,10.91,0.69,178308.23,2.91
667322.73,10.91,0.69,178308.23,2.92
667220.51,10.91,0.69,178216.54,2.91
667118.29,10.91,0.69,178216.54,2.91
667016.07,10.91,0.69,178216.54,2.92
667428.14,10.92,0.7,178125.43,2.91
668178.45,10.93,0.71,178353.87,2.92
668076.22,10.93,0.71,178258.43,2.92
667974.0,10.93,0.71,178258.43,2.92
667974.0,10.93,0.71,178258.43,2.92
667974.0,10.93,0.71,178169.34,2.92
667871.78,10.93,0.71,178077.65,2.91
667769.56,10.93,0.71,177985.96,2.91
668095.51,10.94,0.72,177985.96,2.91
667993.29,10.94,0.72,177985.96,2.91
668079.69,10.94,0.72,177985.96,2.91
667977.47,10.94,0.72,177949.64,2.91
667875.25,10.94,0.72,177949.64,2.92
668287.44,10.95,0.73,178053.35,2.92
668185.22,10.95,0.73,178053.35,2.92
668083.0,10.95,0.73,178053.35,2.92
668083.0,10.95,0.73,178053.35,2.92
668408.95,10.95,0.73,178053.35,2.92
668306.73,10.96,0.73,178053.35,2.92
668204.51,10.96,0.73,178053.35,2.92
667998.46,10.95,0.73,177757.95,2.91
667896.24,10.95,0.73,177757.95,2.92
667982.65,10.96,0.73,177757.95,2.92
667880.43,10.96,0.73,177757.95,2.92
668103.71,10.96,0.74,177824.91,2.92
668001.49,10.96,0.74,177794.35,2.92
667899.27,10.96,0.74,177801.14,2.92
668273.64,10.97,0.75,177578.93,2.91
668599.58,10.98,0.75,177689.78,2.92
668497.36,10.98,0.75,177598.09,2.92
668395.14,10.98,0.75,177598.09,2.92
668807.33,10.98,0.76,177701.8,2.92
668705.11,10.98,0.76,177701.8,2.92
668602.89,10.98,0.76,177701.8,2.92
668602.89,10.98,0.76,177610.11,2.92
668602.89,10.98,0.76,177610.11,2.92
668500.67,10.98,0.76,177610.11,2.92
668398.45,10.98,0.76,177610.11,2.92
668878.72,10.99,0.77,177610.11,2.92
669204.67,11.0,0.78,177865.75,2.92
669102.45,11.0,0.78,177865.75,2.92
669000.23,11.0,0.78,177865.75,2.92
669086.64,11.0,0.78,177979.59,2.93
669498.83,11.01,0.79,177979.59,2.93
669498.83,11.01,0.79,177979.59,2.93
669775.45,11.01,0.79,177979.59,2.93
670101.4,11.02,0.8,178090.43,2.93
670828.72,11.03,0.81,178126.01,2.93
670726.5,11.03,0.81,178095.45,2.93
670812.91,11.04,0.81,178209.3,2.93
670912.43,11.04,0.82,177810.46,2.93
670810.21,11.04,0.82,177801.94,2.93
671289.63,11.05,0.83,177802.12,2.93
671680.05,11.06,0.83,177656.27,2.92
672092.24,11.06,0.84,177656.27,2.92
672426.27,11.07,0.85,177656.27,2.92
672752.22,11.08,0.85,177656.27,2.92
672975.5,11.08,0.86,177656.27,2.93
672873.28,11.08,0.86,177656.27,2.93
673353.56,11.09,0.87,177656.27,2.93
673648.18,11.1,0.87,177337.33,2.92
673545.96,11.1,0.87,177320.58,2.92
673443.74,11.1,0.87,177320.58,2.92
673443.74,11.1,0.87,177228.9,2.92
673443.74,11.1,0.87,177133.45,2.92
673341.52,11.1,0.87,177124.93,2.92
673427.92,11.1,0.88,177033.25,2.92
673325.7,11.1,0.88,177040.03,2.92
673223.48,11.1,0.88,177040.03,2.92
673928.32,11.11,0.89,177148.3,2.92
673826.1,11.11,0.89,177148.3,2.92
673912.51,11.12,0.89,177148.3,2.92
674302.93,11.12,0.9,177002.45,2.92
674200.71,11.12,0.9,176910.76,2.92
674200.71,11.12,0.9,176947.12,2.92
674098.49,11.12,0.9,176916.56,2.92
673996.27,11.12,0.9,176916.56,2.92
673894.05,11.13,0.9,176916.56,2.92
673980.45,11.13,0.91,177030.41,2.92
674066.86,11.13,0.91,177144.26,2.93
674153.26,11.13,0.91,177144.26,2.93
674153.26,11.13,0.91,177144.26,2.93
674903.57,11.15,0.93,177372.7,2.93
674903.57,11.15,0.93,177281.01,2.93
675315.64,11.15,0.93,177583.22,2.93
675247.14,11.15,0.93,177678.97,2.94
675247.14,11.15,0.93,177678.97,2.94
675144.92,11.16,0.93,177642.65,2.94
675231.32,11.16,0.94,177753.71,2.94
675317.73,11.16,0.94,177753.71,2.94
675215.51,11.16,0.94,177753.71,2.94
675113.29,11.16,0.94,177753.71,2.94
675011.07,11.16,0.94,177736.97,2.94
675491.34,11.17,0.95,177736.97,2.94
675389.12,11.17,0.95,177736.97,2.94
675286.9,11.17,0.95,177736.97,2.94
675184.68,11.17,0.95,177720.22,2.94
675184.68,11.17,0.95,177720.22,2.94
675082.46,11.17,0.95,177720.22,2.94
675408.41,11.18,0.95,177720.22,2.94
675306.19,11.18,0.95,177624.78,2.94
675392.59,11.18,0.96,177624.78,2.94
675290.37,11.18,0.96,177533.1,2.94
675188.15,11.18,0.96,177533.1,2.94
675085.93,11.18,0.96,177533.1,2.94
675085.93,11.18,0.96,177533.1,2.94
674983.71,11.18,0.96,177533.1,2.94
674881.49,11.18,0.96,177516.35,2.94
675271.91,11.19,0.97,177370.5,2.94
675605.94,11.2,0.97,177395.53,2.94
676018.13,11.2,0.98,177679.64,2.94
676344.08,11.21,0.99,177679.64,2.94
676241.85,11.21,0.99,177686.42,2.95
676139.63,11.21,0.99,177677.9,2.95
676037.41,11.21,0.99,177677.9,2.95
676449.6,11.22,0.99,177677.9,2.95
676347.38,11.22,0.99,177594.74,2.95
676245.16,11.22,1.0,177577.99,2.95
676521.78,11.22,1.0,177957.31,2.95
676896.15,11.23,1.01,177735.11,2.95
677376.42,11.24,1.02,177830.7,2.95
677462.83,11.24,1.02,177830.7,2.95
677943.1,11.25,1.03,177830.7,2.95
677943.1,11.25,1.03,177830.7,2.95
678317.47,11.26,1.04,177608.49,2.95
678707.89,11.27,1.05,177462.64,2.95
678605.67,11.27,1.05,177462.64,2.95
678503.45,11.27,1.05,177454.12,2.95
678589.85,11.27,1.05,177567.96,2.95
678487.63,11.27,1.05,177567.96,2.95
678385.41,11.27,1.05,177574.75,2.95
678828.1,11.28,1.06,177810.54,2.95
679154.05,11.28,1.06,178123.4,2.96
679051.82,11.28,1.06,178123.4,2.96
679377.77,11.29,1.07,178414.23,2.97
679464.18,11.29,1.07,178528.08,2.97
679790.13,11.3,1.08,178640.93,2.97
679687.91,11.3,1.08,178640.74,2.97
679585.69,11.3,1.08,178640.74,2.97
679808.97,11.31,1.08,178707.7,2.97
679808.97,11.31,1.08,178707.7,2.97
679808.97,11.31,1.08,178616.01,2.97
679706.75,11.31,1.08,178616.01,2.97
680614.99,11.32,1.1,178996.49,2.98
680512.77,11.32,1.1,178904.8,2.98
680410.55,11.32,1.1,178904.8,2.98
680308.33,11.32,1.1,178904.8,2.98
680394.74,11.33,1.1,178904.8,2.98
680394.74,11.33,1.1,178806.33,2.98
680481.14,11.33,1.11,178806.33,2.98
680378.92,11.33,1.11,178806.33,2.98
680465.33,11.33,1.11,178917.4,2.98
680363.11,11.33,1.11,179103.9,2.98
680260.89,11.33,1.11,179103.9,2.98
680260.89,11.33,1.11,179012.21,2.98
680158.66,11.33,1.11,179012.21,2.98
680245.07,11.33,1.11,179299.04,2.99
680142.85,11.34,1.11,179299.04,2.99
680040.63,11.34,1.11,179305.82,2.99
680452.82,11.34,1.12,179305.82,2.99
680350.6,11.34,1.12,179305.82,2.99
680762.79,11.35,1.13,179305.82,2.99
681039.41,11.36,1.13,179305.82,2.99
681039.41,11.36,1.13,179290.41,2.99
681451.49,11.36,1.14,179199.3,2.99
682643.99,11.38,1.16,179614.26,3.0
682969.94,11.39,1.17,179614.26,3.0
682867.72,11.39,1.17,179614.26,3.0
682765.5,11.39,1.17,179522.58,3.0
682765.5,11.39,1.17,179430.89,2.99
682851.9,11.39,1.17,179430.89,2.99
682749.68,11.39,1.17,179430.89,2.99
682647.46,11.39,1.17,179400.33,2.99
682545.24,11.39,1.17,179400.33,2.99
682545.24,11.39,1.17,179400.33,2.99
682443.02,11.39,1.17,179308.64,2.99
682529.42,11.4,1.18,179422.49,3.0
682752.71,11.4,1.18,179422.49,3.0
682650.49,11.4,1.18,179471.91,3.0
682650.49,11.4,1.18,179471.91,3.0
682736.9,11.41,1.18,179585.76,3.0
682634.68,11.41,1.18,179495.11,3.0
682532.46,11.41,1.18,179403.42,3.0
682618.86,11.41,1.19,179517.27,3.0
682516.64,11.41,1.19,179517.27,3.0
682842.59,11.42,1.19,179517.27,3.0
682740.37,11.42,1.19,179517.27,3.0
683034.99,11.42,1.2,179198.33,3.0
682830.55,11.42,1.2,179199.83,3.0
683156.5,11.43,1.21,179846.51,3.01
683054.27,11.43,1.21,179754.82,3.01
683534.55,11.44,1.22,180315.15,3.02
683432.33,11.44,1.22,180335.86,3.02
683857.63,11.45,1.22,180192.05,3.02
684269.82,11.45,1.23,180295.76,3.02
684167.6,11.45,1.23,180287.24,3.02
684444.22,11.46,1.24,180287.24,3.02
684342.0,11.46,1.24,180195.55,3.02
684239.78,11.46,1.24,180187.03,3.02
684239.78,11.46,1.24,180187.03,3.02
684651.97,11.47,1.25,180187.03,3.02
684651.97,11.47,1.25,180187.03,3.02
684795.38,11.47,1.25,179597.28,3.01
684693.16,11.47,1.25,179604.07,3.01
685019.1,11.48,1.26,179604.07,3.01
685499.38,11.49,1.26,179604.07,3.01
685911.57,11.49,1.27,179604.07,3.01
686323.76,11.5,1.28,179604.07,3.01
686410.17,11.5,1.28,179717.91,3.01
686633.46,11.51,1.29,179717.91,3.01
686531.24,11.51,1.29,179701.17,3.01
686429.02,11.51,1.29,179701.17,3.01
686326.79,11.51,1.29,179692.65,3.01
686224.57,11.51,1.29,179692.65,3.01
686614.99,11.52,1.3,179546.79,3.01
686940.94,11.53,1.3,179981.76,3.02
686838.72,11.53,1.3,180196.35,3.02
687164.67,11.53,1.31,180309.2,3.03
687062.45,11.53,1.31,180160.47,3.02
687062.45,11.53,1.31,180068.78,3.02
687388.4,11.54,1.32,180068.78,3.02
687286.18,11.54,1.32,180068.78,3.02
687183.96,11.54,1.32,179977.09,3.02
687081.73,11.54,1.32,179363.16,3.01
686979.51,11.54,1.32,179271.47,3.01
687065.92,11.54,1.32,178785.14,3.0
687108.28,11.54,1.32,178708.1,3.0
687194.69,11.55,1.32,178821.94,3.0
687092.47,11.55,1.32,178808.35,3.0
686274.7,11.55,1.33,178808.35,3.01
686600.65,11.56,1.33,178921.2,3.01
686498.43,11.56,1.33,178927.99,3.01
686396.21,11.56,1.33,178927.99,3.01
686808.28,11.56,1.34,178928.17,3.01
686706.06,11.56,1.34,178928.17,3.01
686603.84,11.56,1.34,178928.17,3.01
686827.13,11.57,1.35,178995.13,3.01
686724.91,11.57,1.35,178995.13,3.02
686622.69,11.57,1.35,178995.13,3.02
686520.46,11.57,1.35,179006.12,3.02
686418.24,11.57,1.35,179006.12,3.02
686316.02,11.57,1.35,179006.12,3.02
686213.8,11.57,1.35,179006.12,3.02
686111.58,11.57,1.35,179006.12,3.02
686485.94,11.58,1.36,178783.91,3.02
686383.72,11.58,1.36,178783.91,3.02
686470.13,11.58,1.36,178783.91,3.02
686367.91,11.58,1.36,178783.91,3.02
686265.69,11.58,1.36,178708.97,3.02
686248.27,11.58,1.36,178586.88,3.01
686248.27,11.58,1.36,178495.2,3.01
686574.22,11.59,1.37,178495.2,3.01
687279.06,11.6,1.38,178603.47,3.02
687189.95,11.6,1.38,178007.14,3.01
687087.73,11.6,1.38,178007.14,3.01
686985.51,11.6,1.38,178007.14,3.01
686883.29,11.6,1.38,178007.14,3.01
686781.07,11.6,1.38,178007.14,3.01
686678.85,11.61,1.38,178007.14,3.01
686678.85,11.61,1.38,177915.46,3.01
687004.79,11.61,1.39,177915.46,3.01
687004.79,11.61,1.39,177915.46,3.01
686902.57,11.61,1.39,177915.46,3.01
687382.85,11.62,1.4,177915.46,3.01
687280.63,11.62,1.4,177915.46,3.01
687280.63,11.62,1.4,177823.77,3.01
687178.41,11.62,1.4,177823.77,3.01
687666.25,11.63,1.41,177823.94,3.01
687564.03,11.63,1.41,177823.94,3.01
687898.05,11.64,1.41,177823.94,3.01
687984.46,11.64,1.42,177809.15,3.01
688374.88,11.65,1.43,177663.3,3.01
688461.29,11.65,1.43,177966.82,3.01
688787.23,11.66,1.44,178313.37,3.02
688685.01,11.66,1.44,178296.62,3.02
688771.42,11.66,1.44,178296.62,3.02
688669.2,11.66,1.44,178296.62,3.02
688669.2,11.66,1.44,178204.93,3.02
688669.2,11.66,1.44,178204.93,3.02
688566.98,11.66,1.44,178211.72,3.02
688464.76,11.66,1.44,178120.03,3.02
688362.54,11.66,1.44,178120.03,3.02
688294.03,11.66,1.44,178172.89,3.02
688517.32,11.67,1.45,178239.85,3.02
688448.81,11.67,1.45,178391.2,3.02
688346.59,11.67,1.45,178374.46,3.02
688244.37,11.67,1.45,178355.43,3.02
688578.4,11.68,1.45,178355.43,3.02
688489.29,11.68,1.45,177759.1,3.01
688387.07,11.68,1.45,177759.1,3.02
688284.85,11.68,1.45,177759.1,3.02
688284.85,11.68,1.45,177759.1,3.02
688182.63,11.68,1.45,177759.1,3.02
688508.58,11.68,1.46,177871.95,3.02
688406.36,11.68,1.46,177871.95,3.02
688200.31,11.68,1.46,177564.46,3.01
688612.5,11.69,1.47,177564.46,3.01
688938.45,11.7,1.47,177564.46,3.01
689264.4,11.7,1.48,177564.46,3.01
689658.74,11.71,1.49,177564.46,3.01
689758.26,11.71,1.49,177165.62,3.01
690084.21,11.72,1.5,177165.62,3.01
689981.99,11.72,1.5,177165.62,3.01
689981.99,11.72,1.5,177165.62,3.01
689879.77,11.72,1.5,177165.62,3.01
689966.17,11.72,1.5,177165.62,3.01
689966.17,11.72,1.5,177073.94,3.01
690292.12,11.73,1.51,177186.79,3.01
690189.9,11.73,1.51,177187.18,3.01
690564.26,11.74,1.52,176964.98,3.01
690462.04,11.74,1.52,176965.19,3.01
690787.99,11.75,1.52,177078.04,3.01
691275.83,11.75,1.53,176986.36,3.01
691173.61,11.75,1.53,176986.36,3.01
691071.39,11.75,1.53,176986.36,3.01
691071.39,11.75,1.53,176980.42,3.01
691071.39,11.75,1.53,176980.42,3.01
690969.17,11.75,1.53,176980.42,3.01
690866.95,11.75,1.53,176980.42,3.01
690662.27,11.75,1.53,176677.54,3.01
691052.69,11.76,1.54,176531.68,3.0
691139.1,11.77,1.54,176531.68,3.01
691473.13,11.77,1.55,176531.68,3.01
691370.91,11.77,1.55,176439.99,3.0
694962.02,11.83,1.61,179558.1,3.06
694859.8,11.83,1.61,180085.04,3.07
695347.64,11.84,1.62,180085.42,3.07
695624.26,11.85,1.63,180085.42,3.07
695624.26,11.85,1.63,180085.42,3.07
695710.67,11.85,1.63,180085.42,3.07
695608.45,11.85,1.63,180085.42,3.07
695608.45,11.85,1.63,180265.96,3.07
695506.23,11.85,1.63,180265.96,3.07
695404.0,11.85,1.63,180265.96,3.07
695490.41,11.86,1.63,180265.96,3.07
695808.28,11.86,1.64,180266.12,3.07
695706.06,11.86,1.64,180270.29,3.07
695603.84,11.86,1.64,180270.29,3.07
695827.13,11.87,1.65,180337.25,3.08
695724.91,11.87,1.65,180241.81,3.07
696136.98,11.87,1.65,180241.98,3.07
696549.17,11.88,1.66,180345.69,3.08
696446.95,11.88,1.66,180337.17,3.08
696344.73,11.88,1.66,180337.17,3.08
696344.73,11.88,1.66,180435.72,3.08
696242.51,11.88,1.66,180344.03,3.08
696242.51,11.88,1.66,180344.03,3.08
696654.58,11.89,1.67,180802.7,3.09
697066.66,11.9,1.68,181104.91,3.09
697153.06,11.9,1.68,181104.91,3.09
697050.84,11.9,1.68,181111.69,3.09
697137.25,11.9,1.68,181225.54,3.09
697035.03,11.9,1.68,181217.01,3.1
696932.8,11.91,1.68,181223.8,3.1
696830.58,11.91,1.68,181223.8,3.1
696916.99,11.91,1.69,181223.8,3.1
696814.77,11.91,1.69,181125.33,3.1
697140.72,11.92,1.69,181125.33,3.1
697038.5,11.92,1.69,181033.64,3.09
696936.28,11.92,1.69,181033.64,3.1
697022.68,11.92,1.7,181147.48,3.1
696920.46,11.92,1.7,181147.48,3.1
696818.24,11.92,1.7,181130.74,3.1
697144.19,11.93,1.7,181130.74,3.1
697041.97,11.93,1.7,181130.74,3.1
697128.37,11.93,1.71,181216.78,3.1
697026.15,11.93,1.71,181216.78,3.1
696923.93,11.93,1.71,181216.78,3.1
696923.93,11.93,1.71,181216.78,3.1
696821.71,11.93,1.71,181216.78,3.1
696719.49,11.93,1.71,181216.78,3.1
696719.49,11.93,1.71,181216.78,3.1
696617.27,11.93,1.71,181216.78,3.1
696548.76,11.93,1.71,181269.64,3.11
696446.54,11.93,1.71,181269.64,3.11
696344.32,11.93,1.71,181269.64,3.11
696242.1,11.93,1.71,181269.64,3.11
696729.94,11.94,1.72,181269.64,3.11
696627.72,11.94,1.72,181960.2,3.12
695942.14,11.93,1.71,181214.33,3.11
695839.92,11.93,1.71,181203.39,3.11
695737.7,11.93,1.71,181194.87,3.11
695737.7,11.93,1.71,181194.87,3.11
695635.48,11.93,1.71,181194.87,3.11
695533.26,11.93,1.71,181194.87,3.11
695431.04,11.93,1.71,181750.65,3.12
695328.82,11.93,1.71,181720.09,3.12
695771.5,11.94,1.72,181720.09,3.12
695857.91,11.95,1.72,181720.09,3.12
695755.69,11.95,1.72,181726.88,3.12
695653.47,11.95,1.72,181795.98,3.12
695551.25,11.95,1.72,181795.98,3.12
695551.25,11.95,1.72,181795.98,3.12
696256.09,11.96,1.74,181904.25,3.12
696342.5,11.96,1.74,181904.25,3.13
696668.45,11.97,1.75,182017.1,3.13
696754.85,11.97,1.75,182130.95,3.13
696978.14,11.98,1.76,182322.21,3.13
696875.92,11.98,1.76,182322.21,3.13
696773.7,11.98,1.76,182322.21,3.13
697168.04,11.99,1.76,182636.02,3.14
697267.56,11.99,1.77,182237.18,3.13
697165.34,11.99,1.77,182237.18,3.13
697251.74,11.99,1.77,182237.18,3.13
697251.74,11.99,1.77,182237.18,3.13
697149.52,11.99,1.77,182237.18,3.14
697149.52,11.99,1.77,182154.01,3.13
697047.3,11.99,1.77,182154.01,3.13
696945.08,11.99,1.77,182160.8,3.13
696842.86,11.99,1.77,182160.8,3.14
696740.64,11.99,1.77,182160.8,3.14
697228.48,12.0,1.78,182160.8,3.14
697554.43,12.01,1.79,182450.28,3.14
697640.83,12.01,1.79,182450.28,3.14
697538.61,12.01,1.79,182450.28,3.14
697436.39,12.01,1.79,182450.28,3.14
697522.8,12.02,1.79,182450.28,3.14
697609.21,12.02,1.8,182583.16,3.15
697506.98,12.02,1.8,182698.92,3.15
697404.76,12.02,1.8,182698.92,3.15
697404.76,12.02,1.8,182609.83,3.15
697302.54,12.02,1.8,182609.83,3.15
697200.32,12.02,1.8,182609.83,3.15
697635.21,12.03,1.81,183100.76,3.16
698385.51,12.04,1.82,183329.2,3.16
698283.29,12.04,1.82,183329.2,3.16
698369.7,12.05,1.82,183443.05,3.16
698456.1,12.05,1.83,183443.05,3.16
698542.51,12.05,1.83,183443.05,3.17
699466.64,12.07,1.85,184084.94,3.18
699792.59,12.08,1.85,184093.55,3.18
700118.54,12.08,1.86,184206.4,3.18
700016.32,12.08,1.86,184206.4,3.18
700102.72,12.09,1.86,184206.4,3.18
700514.91,12.09,1.87,184310.11,3.18
700695.14,12.1,1.88,184370.92,3.18
700592.92,12.1,1.88,184279.23,3.18
700906.5,12.1,1.88,184279.23,3.18
700700.45,12.1,1.88,183971.74,3.18
700700.45,12.1,1.88,183971.74,3.18
700598.23,12.1,1.88,183978.53,3.18
700496.01,12.1,1.88,183985.31,3.18
700870.87,12.11,1.89,184408.99,3.19
700957.28,12.11,1.89,184408.99,3.19
700855.06,12.11,1.89,184408.99,3.19
700941.47,12.12,1.9,184408.99,3.19
700839.24,12.12,1.9,184362.43,3.19
701157.11,12.12,1.9,184610.17,3.19
701547.53,12.13,1.91,184464.31,3.19
701445.31,12.13,1.91,184372.62,3.19
701343.09,12.13,1.91,184372.62,3.19
701240.87,12.13,1.91,184372.62,3.19
701240.87,12.13,1.91,184372.62,3.19
701138.65,12.13,1.91,184433.37,3.19
701036.43,12.13,1.91,184433.37,3.19
701362.38,12.14,1.92,184433.37,3.19
701362.38,12.14,1.92,184433.37,3.19
700953.49,12.14,1.92,185019.35,3.21
700851.27,12.14,1.92,185010.83,3.21
700851.27,12.14,1.92,185010.83,3.21
700937.68,12.15,1.92,185124.68,3.21
700835.46,12.15,1.92,185088.35,3.21
701161.41,12.15,1.93,185201.2,3.21
701059.19,12.15,1.93,185109.51,3.21
700956.96,12.15,1.93,185109.51,3.21
700854.74,12.15,1.93,185109.51,3.21
700854.74,12.15,1.93,184903.98,3.21
700752.52,12.15,1.93,184820.81,3.21
700650.3,12.16,1.93,184777.57,3.21
701062.49,12.16,1.94,184777.57,3.21
700960.27,12.16,1.94,184769.05,3.21
701440.55,12.17,1.95,185390.5,3.22
701526.95,12.18,1.95,185390.5,3.22
701424.73,12.18,1.95,185397.29,3.22
701511.14,12.18,1.96,185397.29,3.22
701408.92,12.18,1.96,185388.76,3.22
701889.19,12.19,1.97,185388.76,3.22
702112.48,12.19,1.97,185412.82,3.22
702112.48,12.19,1.97,185412.82,3.22
702524.67,12.2,1.98,185516.53,3.22
702456.17,12.2,1.98,185612.29,3.22
702456.17,12.2,1.98,185523.2,3.22
701770.59,12.19,1.97,184777.33,3.21
