ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
1113253.86,48.5,34.94,922986.03,40.21
1113017.88,48.5,34.94,922986.03,40.22
1113178.2,48.52,34.95,923202.19,40.24
1113229.73,48.54,34.97,923184.95,40.25
1113140.65,48.54,34.98,923056.99,40.25
1113192.18,48.56,35.0,922986.03,40.26
1113346.44,48.58,35.02,924404.82,40.34
1113346.44,48.58,35.02,924373.32,40.34
1113506.76,48.6,35.03,924581.38,40.35
1113558.29,48.62,35.05,924581.16,40.37
1113609.82,48.64,35.07,924580.78,40.38
1113481.98,48.64,35.07,924238.15,40.37
1113533.51,48.66,35.09,924238.15,40.39
1113533.51,48.66,35.09,924238.15,40.39
1113693.83,48.68,35.11,924238.15,40.4
1113490.09,48.67,35.11,924223.93,40.4
1113264.11,48.67,35.11,924307.49,40.41
1113424.43,48.69,35.12,924282.78,40.42
1113475.96,48.71,35.14,924355.2,40.44
1113630.22,48.73,35.16,924468.82,40.45
1113421.69,48.73,35.16,924369.47,40.45
1113473.22,48.75,35.18,924927.88,40.49
1113313.29,48.74,35.18,925521.93,40.52
1113467.56,48.76,35.2,925521.33,40.53
1113519.09,48.78,35.22,925521.33,40.55
1113570.62,48.8,35.24,925521.33,40.56
1113724.88,48.82,35.26,925521.33,40.57
1113776.41,48.84,35.28,925883.16,40.6
1113776.41,48.84,35.28,925883.16,40.6
1113540.43,48.84,35.28,925558.85,40.6
1113280.5,48.84,35.27,925342.21,40.59
1113440.82,48.86,35.29,925270.11,40.6
1113671.68,48.88,35.31,926444.75,40.66
1113825.94,48.9,35.33,926846.69,40.69
1113683.08,48.9,35.33,926689.05,40.69
1113881.36,48.92,35.35,926688.45,40.7
1113621.43,48.91,35.35,925940.49,40.67
1113621.43,48.91,35.35,925973.91,40.67
1113775.7,48.93,35.37,925973.91,40.68
1113539.72,48.93,35.37,926479.36,40.71
1113591.25,48.95,35.39,926479.36,40.73
1113331.32,48.95,35.38,926149.85,40.72
1113382.85,48.97,35.4,926298.49,40.74
1113537.11,48.99,35.42,926343.58,40.75
1113537.11,48.99,35.42,926412.96,40.76
1113697.43,49.01,35.44,926299.62,40.76
1113711.47,49.01,35.44,926403.15,40.76
1113763.0,49.03,35.46,928374.11,40.87
1113877.1,49.04,35.48,928529.51,40.88
1113611.06,49.05,35.48,928059.31,40.88
1113374.54,49.04,35.48,927819.11,40.87
1113374.54,49.04,35.48,927793.76,40.87
1113319.46,49.05,35.48,927687.83,40.87
1113370.99,49.07,35.5,927687.61,40.88
1113422.52,49.09,35.52,927687.23,40.9
1113474.05,49.11,35.54,927687.23,40.91
1113525.58,49.13,35.56,927687.23,40.93
1113679.84,49.15,35.58,927799.09,40.94
1113679.84,49.15,35.58,927824.94,40.95
1113840.16,49.16,35.6,927797.51,40.95
1113994.42,49.19,35.62,927713.09,40.96
1114148.69,49.21,35.64,928702.42,41.02
1113888.76,49.2,35.64,929360.0,41.05
1113940.29,49.22,35.66,929359.78,41.07
1113991.82,49.24,35.68,929359.41,41.08
1114222.68,49.26,35.7,929359.41,41.09
1114274.21,49.28,35.72,929359.41,41.1
1114629.33,49.3,35.73,929715.62,41.12
1114680.86,49.32,35.75,930046.1,41.15
1114732.39,49.34,35.77,930337.79,41.18
1114732.39,49.34,35.77,930311.93,41.18
1114783.92,49.36,35.79,930748.4,41.21
1114835.45,49.38,35.81,931172.18,41.24
1114995.77,49.4,35.83,931171.97,41.25
1114995.77,49.4,35.83,931171.97,41.25
1114759.79,49.4,35.83,931171.58,41.26
1114759.79,49.4,35.83,931199.14,41.26
1114811.32,49.42,35.85,931199.14,41.28
1114574.8,49.41,35.85,930957.1,41.27
1114574.8,49.41,35.85,930943.81,41.27
1114626.33,49.43,35.87,930943.81,41.29
1114786.64,49.45,35.88,931033.08,41.3
1114550.66,49.45,35.88,930993.05,41.31
1114704.93,49.47,35.9,931014.97,41.32
1114935.79,49.49,35.93,931999.53,41.37
1115101.69,49.51,35.94,931848.34,41.37
1114870.12,49.51,35.94,931792.97,41.38
1114921.65,49.53,35.96,932060.9,41.41
1114751.73,49.53,35.96,932208.23,41.42
1114515.2,49.53,35.96,931938.89,41.41
1114713.48,49.55,35.98,931938.29,41.42
1114713.48,49.55,35.98,932145.3,41.43
1114716.29,49.55,35.98,932164.12,41.43
1114870.55,49.57,36.0,932164.12,41.44
1115030.87,49.59,36.02,932164.12,41.45
1114860.94,49.58,36.02,932199.32,41.46
1114860.94,49.58,36.02,932166.61,41.46
1114860.94,49.58,36.02,932190.38,41.46
1115015.21,49.6,36.04,932186.56,41.47
1114779.23,49.6,36.04,932247.52,41.48
1114939.55,49.62,36.06,932321.71,41.49
1114991.08,49.64,36.08,933648.75,41.57
1114697.14,49.64,36.07,932612.61,41.53
1115092.52,49.67,36.1,932929.14,41.56
1115588.51,49.7,36.14,934322.38,41.63
1115780.34,49.72,36.15,934322.8,41.63
1115532.85,49.72,36.15,934321.79,41.64
1115742.62,49.73,36.17,934350.36,41.65
1115794.15,49.75,36.19,934339.5,41.66
1115845.68,49.77,36.21,934337.05,41.68
1115702.52,49.77,36.21,934195.52,41.67
1115702.52,49.77,36.21,934306.75,41.68
1115388.37,49.76,36.2,934000.28,41.67
1119236.07,49.94,36.37,939101.1,41.9
1119236.07,49.94,36.37,939101.1,41.9
1119396.38,49.95,36.39,939100.9,41.91
1119160.4,49.95,36.39,939100.51,41.92
1119110.4,49.95,36.39,939050.51,41.92
1119264.67,49.97,36.41,939050.51,41.93
1119454.69,49.99,36.42,939091.55,41.94
1119279.0,49.99,36.43,939200.86,41.95
1119439.32,50.01,36.45,939300.11,41.96
1119490.85,50.03,36.47,939228.67,41.98
1119220.92,50.03,36.46,939695.58,42.0
1119220.92,50.03,36.46,939695.58,42.0
1118984.94,50.03,36.46,939549.8,42.01
1119199.2,50.04,36.48,939174.26,41.99
1119703.13,50.06,36.5,941716.45,42.11
1120890.76,50.13,36.56,941840.51,42.12
1120890.76,50.13,36.56,941840.51,42.12
1121051.08,50.15,36.58,941840.3,42.13
1120962.0,50.15,36.58,941839.91,42.14
1120962.0,50.15,36.58,941839.91,42.14
1120962.0,50.15,36.58,941839.91,42.14
1121122.31,50.17,36.6,941839.91,42.14
1121033.23,50.17,36.6,941899.24,42.15
1121187.5,50.19,36.62,941902.4,42.17
1121041.53,50.19,36.62,941759.69,42.16
1121201.85,50.21,36.64,941768.57,42.17
1120965.87,50.21,36.64,941816.62,42.18
1120675.94,50.2,36.63,942446.05,42.22
1120675.94,50.2,36.63,942446.05,42.22
1120830.21,50.22,36.66,942524.72,42.23
1120830.21,50.22,36.66,942524.72,42.23
1120881.74,50.24,36.68,942322.54,42.24
1120933.27,50.26,36.7,942382.15,42.26
1120984.8,50.28,36.72,942757.81,42.29
1121145.11,50.3,36.74,942757.6,42.3
1120909.13,50.3,36.74,942757.21,42.31
1121099.15,50.32,36.75,942757.21,42.31
1120931.11,50.32,36.76,942803.59,42.33
1120614.86,50.31,36.75,942495.87,42.32
1120666.39,50.34,36.77,942470.54,42.33
1120496.47,50.33,36.77,942577.34,42.34
1120706.23,50.35,36.78,942563.54,42.34
1120706.23,50.35,36.78,942563.54,42.34
1120573.57,50.35,36.79,942780.69,42.36
1120625.1,50.37,36.81,942823.79,42.38
1120794.49,50.39,36.82,942637.1,42.38
1120846.02,50.41,36.84,942735.65,42.4
1120897.55,50.43,36.86,943144.64,42.43
1120949.08,50.45,36.89,943144.41,42.45
1120942.24,50.46,36.89,944027.13,42.5
1120993.77,50.48,36.91,944026.76,42.51
1121154.08,50.5,36.93,944026.76,42.52
1120918.1,50.5,36.93,944026.76,42.53
1120918.1,50.5,36.93,944026.76,42.53
1120969.63,50.52,36.95,944026.76,42.54
1120969.63,50.52,36.95,944824.77,42.58
1121123.9,50.54,36.97,944727.87,42.59
1121354.76,50.56,37.0,946470.97,42.68
1121096.55,50.56,36.99,946201.13,42.67
1120956.79,50.56,36.99,946043.5,42.67
1122347.98,50.63,37.06,946556.43,42.7
1122399.51,50.65,37.08,946556.2,42.72
1122559.82,50.67,37.1,946555.83,42.72
1122611.35,50.69,37.12,946555.83,42.74
1122385.37,50.69,37.12,946555.83,42.75
1122436.9,50.71,37.14,946639.38,42.77
1122224.14,50.71,37.14,946452.3,42.76
1122384.46,50.72,37.16,946410.76,42.77
1122435.99,50.74,37.18,946368.74,42.78
1122634.26,50.77,37.2,947308.36,42.84
1122634.26,50.77,37.2,947119.94,42.83
1122685.79,50.79,37.22,947635.93,42.87
1122737.32,50.81,37.24,947635.7,42.88
1122935.6,50.83,37.27,947635.7,42.9
1122987.13,50.85,37.29,947635.7,42.91
1122987.13,50.85,37.29,947626.49,42.91
1123038.66,50.87,37.31,947626.49,42.93
1122802.68,50.87,37.31,947537.49,42.93
1122854.21,50.89,37.33,947537.49,42.95
1122697.61,50.89,37.33,947616.95,42.96
1122857.93,50.91,37.34,947779.5,42.97
1122621.95,50.91,37.34,947721.36,42.98
1122673.48,50.93,37.37,947879.14,43.0
1122833.8,50.95,37.38,947868.28,43.01
1122688.42,50.95,37.38,947710.64,43.01
1122541.67,50.95,37.38,948438.23,43.04
1122593.2,50.97,37.4,948839.88,43.08
1122444.43,50.96,37.4,948682.25,43.07
1122444.43,50.96,37.4,948682.25,43.07
1122436.99,50.97,37.4,948502.26,43.07
1122488.52,50.99,37.42,948501.89,43.09
1122540.05,51.01,37.44,948501.89,43.1
1122591.58,51.03,37.47,948501.89,43.12
1122591.58,51.03,37.47,948501.89,43.12
1122643.11,51.05,37.49,948501.89,43.13
1122485.91,51.05,37.48,948344.7,43.13
1122684.19,51.07,37.51,948993.82,43.17
1122485.66,51.07,37.5,949064.72,43.18
1122329.06,51.07,37.5,948588.68,43.16
1122483.32,51.09,37.52,948415.6,43.17
1122313.39,51.09,37.52,949691.93,43.23
1122473.71,51.1,37.54,949812.19,43.24
1122473.71,51.1,37.54,949421.77,43.23
1122473.71,51.1,37.54,949375.25,43.22
1122254.43,51.11,37.54,949679.08,43.25
1122305.96,51.13,37.56,949678.86,43.26
1122466.27,51.15,37.58,949678.49,43.27
1122517.8,51.17,37.6,949678.49,43.29
1122428.72,51.17,37.6,949678.49,43.29
1122582.99,51.19,37.63,949736.31,43.31
1122743.3,51.21,37.64,949725.81,43.32
1122483.37,51.21,37.64,949678.49,43.32
1122345.03,51.21,37.64,950194.04,43.35
1122201.87,51.21,37.64,950036.66,43.35
1122371.27,51.22,37.65,949740.51,43.34
1122371.27,51.22,37.65,949799.67,43.35
1122422.8,51.24,37.68,949916.51,43.37
1122415.95,51.25,37.68,949580.26,43.36
1122576.27,51.27,37.7,951124.78,43.44
1122340.29,51.27,37.7,950872.89,43.44
1122172.08,51.27,37.7,950641.01,43.43
1122223.61,51.29,37.72,950640.79,43.45
1122383.92,51.3,37.74,950640.41,43.45
1122435.45,51.33,37.76,950640.41,43.47
1122119.21,51.32,37.75,950337.2,43.46
1122030.13,51.32,37.76,950337.2,43.47
1122081.66,51.34,37.78,950378.78,43.49
1122241.98,51.36,37.8,950383.46,43.5
1122440.26,51.39,37.82,950337.2,43.51
1122440.26,51.39,37.82,950324.01,43.51
1122440.26,51.39,37.82,951139.09,43.54
1122491.79,51.41,37.84,951376.95,43.57
1122255.81,51.41,37.84,951287.73,43.58
1121961.86,51.4,37.84,951715.01,43.6
1122013.39,51.42,37.86,951578.23,43.61
1122064.92,51.45,37.88,951578.0,43.63
1122116.45,51.47,37.9,951577.63,43.64
1122282.36,51.49,37.92,951577.63,43.65
1122436.62,51.51,37.94,951577.63,43.67
1122590.89,51.53,37.96,951660.82,43.68
1122359.32,51.53,37.96,951586.65,43.69
1122410.85,51.55,37.99,951577.63,43.71
1122462.38,51.57,38.01,952934.59,43.78
1122622.7,51.59,38.03,953074.25,43.8
1122362.77,51.59,38.02,952378.11,43.77
1122102.84,51.58,38.02,952770.25,43.8
1122154.37,51.61,38.04,952770.03,43.82
1122205.9,51.63,38.06,952769.66,43.83
1121969.92,51.63,38.06,952522.14,43.83
1122021.45,51.65,38.08,952522.14,43.85
1122072.98,51.67,38.1,952522.14,43.86
1122086.87,51.67,38.1,952621.39,43.87
1122138.4,51.69,38.13,952621.39,43.88
1122138.4,51.69,38.13,952621.39,43.88
1122298.72,51.71,38.14,953193.12,43.92
1122452.98,51.73,38.17,953362.18,43.94
1122193.05,51.73,38.16,952621.39,43.91
1121957.07,51.73,38.16,953742.6,43.97
1122117.39,51.75,38.18,953846.94,43.99
1122028.31,51.75,38.19,953683.34,43.99
1122188.63,51.77,38.2,953683.14,44.0
1121962.65,51.77,38.2,953682.75,44.01
1122128.55,51.79,38.22,953697.61,44.02
1122180.08,51.81,38.25,953695.69,44.03
1122180.08,51.81,38.25,953682.86,44.03
1122231.61,51.83,38.27,953681.82,44.05
1122000.04,51.83,38.27,953676.19,44.06
1122160.36,51.85,38.29,953669.91,44.07
1122211.89,51.87,38.31,953669.91,44.08
1122263.42,51.9,38.33,954717.17,44.15
1122027.44,51.9,38.33,954591.69,44.15
1122078.97,51.92,38.35,954741.75,44.18
1122096.11,51.92,38.35,954929.79,44.18
1122147.64,51.94,38.37,954929.57,44.2
1122199.17,51.96,38.4,954929.19,44.22
1122365.07,51.98,38.42,954929.32,44.23
1122133.51,51.98,38.42,954929.19,44.24
1122287.77,52.0,38.44,954929.19,44.25
1122448.09,52.02,38.46,955542.35,44.29
1122602.35,52.05,38.48,955566.69,44.3
1122800.63,52.07,38.5,955364.08,44.31
1122852.16,52.09,38.53,955978.1,44.35
1122692.23,52.09,38.52,956751.66,44.39
1122692.23,52.09,38.52,956751.66,44.39
1122692.23,52.09,38.52,956742.51,44.39
1122535.04,52.09,38.52,956589.95,44.39
1122586.57,52.11,38.54,956589.72,44.4
1122488.8,52.12,38.55,956354.5,44.4
1122488.8,52.12,38.55,956354.5,44.4
1122649.11,52.13,38.57,956354.13,44.41
1122700.64,52.16,38.59,956354.13,44.43
1122464.66,52.16,38.59,956354.13,44.44
1122516.19,52.18,38.61,956354.13,44.45
1122747.05,52.2,38.64,956450.55,44.47
1122747.05,52.2,38.64,956593.93,44.48
1122798.58,52.22,38.66,956483.85,44.49
1122952.85,52.25,38.68,958249.48,44.58
1122847.6,52.25,38.69,957651.96,44.56
1123001.86,52.27,38.71,957651.37,44.58
1122978.24,52.28,38.71,958030.74,44.6
1123132.5,52.3,38.74,958030.74,44.61
1123292.82,52.32,38.75,958030.74,44.62
1123447.09,52.34,38.78,958341.57,44.65
1123211.1,52.34,38.78,958288.0,44.66
1123427.69,52.36,38.8,958292.87,44.67
1123479.22,52.38,38.82,958184.0,44.68
1122910.63,52.37,38.81,957621.92,44.66
1122962.16,52.39,38.83,957516.01,44.68
1123122.47,52.41,38.85,959381.65,44.77
1122810.82,52.41,38.84,959064.33,44.76
1123009.1,52.43,38.86,959031.69,44.77
1122773.12,52.43,38.86,958805.4,44.77
1122927.85,52.45,38.88,958805.4,44.78
1122664.67,52.45,38.88,958519.88,44.78
1122518.7,52.44,38.88,958402.27,44.78
1122672.97,52.47,38.9,958401.68,44.79
1122833.29,52.49,38.92,958401.68,44.8
1122833.29,52.49,38.92,958435.52,44.8
1122884.82,52.51,38.94,958435.52,44.82
1122648.84,52.51,38.94,958435.52,44.83
1122879.69,52.53,38.97,958493.49,44.84
1122769.69,52.53,38.96,958383.49,44.84
1122930.01,52.55,38.98,958417.59,44.85
1122981.54,52.57,39.01,958419.11,44.87
1123585.2,52.6,39.03,959668.22,44.93
1125691.7,52.7,39.14,962672.85,45.07
1125743.23,52.73,39.16,962672.85,45.09
1125502.83,52.73,39.16,962672.85,45.1
1125554.36,52.75,39.18,962672.85,45.12
1125714.68,52.77,39.2,962672.85,45.13
1125488.7,52.77,39.2,962888.6,45.15
1125702.95,52.79,39.22,962726.66,45.14
1125754.48,52.81,39.24,962849.35,45.17
1125618.64,52.81,39.25,963751.69,45.22
1125537.87,52.82,39.25,963745.27,45.22
1125589.4,52.84,39.27,963903.34,45.25
1125640.93,52.86,39.3,963903.11,45.27
1125692.46,52.88,39.32,963902.74,45.28
1125861.85,52.9,39.33,963902.74,45.29
1125913.38,52.92,39.36,963902.74,45.31
1125964.91,52.95,39.38,963902.74,45.32
1125689.85,52.95,39.38,964082.87,45.35
1125888.13,52.97,39.41,964132.91,45.36
1126042.4,53.0,39.43,964262.82,45.38
1126208.3,53.02,39.45,965571.45,45.45
1126259.83,53.04,39.47,965571.23,45.47
1126116.97,53.04,39.47,965413.59,45.47
1126168.5,53.06,39.49,965413.22,45.48
1126220.03,53.08,39.51,965413.22,45.5
1126050.1,53.08,39.51,964981.86,45.49
1126101.63,53.1,39.53,964981.86,45.5
1125870.07,53.1,39.54,964739.86,45.5
1126035.97,53.12,39.56,964739.86,45.51
1126234.25,53.15,39.58,964935.95,45.53
1126285.78,53.17,39.6,965223.43,45.57
1126337.31,53.19,39.62,965870.95,45.61
1126388.84,53.21,39.65,965870.72,45.63
1126400.06,53.21,39.65,965910.42,45.63
1126168.5,53.22,39.65,965879.04,45.64
1126168.5,53.22,39.65,966200.99,45.66
1126220.03,53.24,39.67,966200.62,45.67
1126232.04,53.24,39.67,966175.18,45.67
1125937.32,53.23,39.67,965903.31,45.67
1125693.37,53.23,39.66,966085.45,45.68
1125693.37,53.23,39.66,966043.02,45.68
1125853.69,53.25,39.68,966043.02,45.69
1125542.96,53.24,39.68,965735.38,45.68
1125542.96,53.24,39.68,965793.35,45.69
1125542.96,53.24,39.68,965793.35,45.69
1125306.98,53.24,39.68,965793.35,45.7
1125315.4,53.24,39.68,965808.27,45.7
1125366.93,53.27,39.7,965808.27,45.71
1125418.46,53.29,39.72,966034.64,45.74
1125469.99,53.31,39.75,966228.53,45.77
1125624.26,53.34,39.77,966395.18,45.79
1125624.26,53.34,39.77,965808.27,45.76
1125454.33,53.33,39.77,967073.21,45.83
1125614.65,53.35,39.79,967141.93,45.84
1125666.18,53.38,39.81,967141.7,45.86
1125666.18,53.38,39.81,967141.7,45.86
1125717.71,53.4,39.83,967141.33,45.88
1125700.95,53.4,39.84,967211.4,45.89
1125700.95,53.4,39.84,967008.11,45.88
1125855.22,53.43,39.86,967008.11,45.89
1126009.48,53.45,39.89,967008.11,45.9
1126169.8,53.47,39.91,967192.52,45.92
1125943.82,53.47,39.91,967641.49,45.95
1126104.14,53.49,39.93,967645.61,45.97
1126138.95,53.49,39.93,967671.89,45.97
1125879.02,53.49,39.92,967253.9,45.95
1126033.28,53.51,39.95,967210.21,45.97
1125819.21,53.51,39.94,967237.55,45.97
1125930.59,53.54,39.97,968814.84,46.06
1125982.12,53.56,39.99,968814.62,46.08
1125982.12,53.56,39.99,968814.62,46.08
1125809.01,53.56,40.0,968479.57,46.08
1125969.33,53.58,40.02,968479.2,46.09
1125969.33,53.58,40.02,968479.2,46.09
1126179.1,53.6,40.03,968479.2,46.09
1126230.63,53.62,40.05,968479.2,46.11
1126282.16,53.64,40.08,968479.2,46.13
1126333.69,53.67,40.1,968479.2,46.15
1126097.71,53.67,40.1,968705.56,46.17
1126251.97,53.69,40.13,968787.16,46.19
1126412.29,53.71,40.15,968782.04,46.2
1126176.31,53.71,40.15,968479.2,46.19
1126336.63,53.73,40.17,969909.63,46.27
1126388.16,53.76,40.19,969909.41,46.29
1126542.42,53.78,40.21,969909.03,46.3
1126316.44,53.78,40.21,969427.55,46.29
1126470.71,53.8,40.24,969427.55,46.3
1126522.24,53.83,40.26,969427.55,46.32
1126262.31,53.82,40.26,969347.68,46.32
1126416.57,53.85,40.28,969665.24,46.35
1126576.89,53.87,40.3,969579.61,46.36
1126731.15,53.89,40.33,969821.62,46.39
1126885.42,53.92,40.35,971728.07,46.49
1126700.7,53.92,40.35,971494.5,46.49
1126721.79,53.93,40.36,971494.5,46.5
1126721.79,53.93,40.36,971494.5,46.5
1126721.79,53.93,40.36,971464.36,46.5
1126435.27,53.92,40.36,971464.36,46.51
1126486.8,53.95,40.38,971464.37,46.52
1126538.33,53.97,40.4,971464.37,46.54
1126381.13,53.97,40.4,971341.97,46.54
1126432.66,53.99,40.42,971341.97,46.56
1126484.19,54.01,40.45,971341.97,46.58
1126407.22,54.02,40.45,971049.53,46.57
1126458.75,54.04,40.48,971049.53,46.59
1126458.75,54.04,40.48,971049.53,46.59
1126309.98,54.04,40.47,970904.01,46.58
1126361.51,54.06,40.5,970904.01,46.6
1126521.82,54.08,40.52,972372.66,46.68
1126720.1,54.11,40.54,972372.66,46.7
1126874.37,54.13,40.57,972372.06,46.71
1126785.29,54.14,40.57,972299.04,46.71
1126836.82,54.16,40.59,972299.04,46.73
1126997.13,54.18,40.61,972299.04,46.74
1127048.66,54.2,40.64,972299.04,46.76
1127100.19,54.23,40.66,972299.04,46.78
1127254.46,54.25,40.68,972578.95,46.81
1127305.99,54.27,40.71,972871.33,46.84
1127466.31,54.29,40.73,972852.5,46.85
1127466.31,54.29,40.73,972852.5,46.85
1127697.16,54.32,40.75,973356.02,46.89
1127527.24,54.32,40.75,974099.95,46.93
1127283.29,54.31,40.75,973612.59,46.91
1127283.29,54.31,40.75,973612.59,46.91
1127334.82,54.34,40.77,973612.59,46.93
1127489.09,54.36,40.8,973689.68,46.95
1127540.62,54.39,40.82,973750.5,46.97
1127386.86,54.39,40.82,973164.16,46.95
1127438.39,54.41,40.84,973336.49,46.97
1127349.31,54.41,40.85,973979.85,47.01
1127400.84,54.44,40.87,974266.09,47.04
1127452.37,54.46,40.89,974718.04,47.08
1127452.37,54.46,40.89,974718.04,47.08
1127216.39,54.46,40.9,974854.12,47.1
1127383.17,54.48,40.91,974857.9,47.11
1127383.17,54.48,40.91,974857.9,47.11
1127170.73,54.48,40.92,974856.32,47.12
1126910.8,54.48,40.91,974975.96,47.13
1127071.12,54.5,40.93,974974.66,47.14
1127122.65,54.52,40.96,974978.08,47.16
1127122.65,54.52,40.96,974978.08,47.16
1127174.18,54.55,40.98,974989.29,47.18
1126938.2,54.55,40.98,975083.42,47.2
1126989.73,54.57,41.01,974979.7,47.21
1126729.8,54.57,41.0,974717.97,47.21
1126890.12,54.59,41.02,974711.44,47.22
1126941.65,54.61,41.05,975446.41,47.27
1126952.87,54.61,41.05,975557.33,47.28
1126795.68,54.61,41.04,975404.77,47.27
1126949.95,54.63,41.07,975493.27,47.29
1127001.48,54.66,41.09,975493.05,47.31
1127001.48,54.66,41.09,975493.05,47.31
1127053.01,54.68,41.12,975492.67,47.33
1127104.54,54.71,41.14,975492.67,47.35
1126868.56,54.71,41.14,975920.78,47.38
1126920.09,54.73,41.16,975920.78,47.4
1126971.62,54.75,41.19,975920.78,47.42
1127131.93,54.77,41.21,976462.82,47.45
1126895.95,54.78,41.21,976341.03,47.46
1126947.48,54.8,41.23,976696.97,47.49
1126687.56,54.8,41.23,976430.26,47.49
1126841.82,54.82,41.25,976727.76,47.52
1126687.43,54.82,41.25,976570.12,47.51
1126698.66,54.82,41.25,976585.25,47.51
1126547.08,54.82,41.25,976437.8,47.51
1126598.61,54.84,41.27,976437.58,47.53
1126650.14,54.86,41.3,976437.21,47.55
1126701.67,54.89,41.32,976437.21,47.57
1126753.2,54.91,41.35,976437.21,47.59
1126804.73,54.94,41.37,976437.21,47.6
1126965.05,54.96,41.39,976979.25,47.64
1127016.58,54.98,41.41,977375.25,47.68
1126770.6,54.98,41.42,977636.08,47.7
1126930.92,55.0,41.44,977672.49,47.72
1126760.99,55.0,41.43,977904.33,47.73
1126671.91,55.0,41.44,977858.44,47.74
1126832.23,55.02,41.46,977858.23,47.75
1126986.49,55.05,41.48,977857.84,47.76
1127038.02,55.07,41.51,977857.84,47.78
1127089.55,55.1,41.53,977857.84,47.8
1127103.59,55.1,41.53,977885.41,47.8
1126877.61,55.1,41.53,977945.05,47.82
1126929.14,55.12,41.56,977984.78,47.84
1126980.67,55.15,41.58,978122.79,47.86
1126336.09,55.13,41.57,977487.91,47.85
1126166.17,55.13,41.57,977250.52,47.84
1126326.48,55.15,41.59,978332.93,47.91
1126326.48,55.15,41.59,978309.28,47.91
1126524.76,55.18,41.61,978524.34,47.93
1126538.8,55.18,41.61,978557.02,47.93
1126590.33,55.2,41.64,978556.8,47.95
1126346.38,55.2,41.63,978587.41,47.96
1126346.38,55.2,41.63,978536.1,47.96
1126110.4,55.2,41.64,978183.52,47.95
1126270.72,55.22,41.66,978183.15,47.96
1126034.74,55.22,41.66,978183.15,47.97
1126195.06,55.24,41.68,978183.15,47.98
1125959.08,55.25,41.68,978332.38,48.0
1126189.94,55.27,41.71,978189.76,48.01
1126350.25,55.29,41.73,978183.15,48.02
1126192.91,55.29,41.72,978059.26,48.02
1125956.93,55.29,41.72,979598.19,48.1
1125803.18,55.29,41.72,978874.33,48.07
1125803.18,55.29,41.72,978996.47,48.08
1125590.41,55.28,41.72,978306.94,48.05
1126609.3,55.35,41.78,980751.35,48.18
1127379.53,55.39,41.83,980758.72,48.19
1127379.53,55.39,41.83,980691.21,48.19
1127431.06,55.42,41.85,980690.98,48.21
1127596.96,55.44,41.87,980690.61,48.22
1127613.8,55.44,41.87,980823.9,48.22
1127503.8,55.44,41.87,980713.9,48.22
1127415.0,55.44,41.88,980713.9,48.23
1127305.0,55.44,41.87,980603.9,48.22
1127356.53,55.46,41.9,980603.9,48.24
1127356.53,55.46,41.9,980802.32,48.25
1127516.85,55.48,41.92,980836.91,48.27
1127516.85,55.48,41.92,980805.63,48.26
1127280.87,55.49,41.92,980780.77,48.27
1127332.4,55.51,41.94,980776.38,48.29
1127542.17,55.53,41.96,980771.04,48.3
1127475.96,55.54,41.97,981729.9,48.36
1127636.28,55.56,41.99,981752.25,48.37
1127636.28,55.56,41.99,981741.77,48.37
1127687.81,55.58,42.02,982135.95,48.41
1127739.34,55.61,42.04,982135.72,48.43
1127937.62,55.63,42.07,982135.72,48.44
1127701.64,55.63,42.07,981925.62,48.44
1127861.96,55.65,42.09,981925.25,48.45
1128060.24,55.68,42.11,981925.25,48.47
1127824.26,55.68,42.12,981971.23,48.48
1127580.31,55.68,42.11,981936.29,48.49
1127734.58,55.7,42.14,981931.76,48.5
1127786.11,55.73,42.16,981925.25,48.52
1127786.11,55.73,42.16,984263.27,48.64
1127645.76,55.73,42.16,984124.84,48.63
1128591.65,55.79,42.22,984773.53,48.68
1128434.45,55.78,42.22,984601.19,48.67
1128434.45,55.78,42.22,984532.91,48.67
1129346.05,55.84,42.27,984643.33,48.68
1129136.83,55.83,42.27,984639.63,48.69
1129150.42,55.83,42.27,984654.7,48.69
1129310.74,55.85,42.29,984654.7,48.7
1129465.0,55.88,42.31,984654.7,48.72
1129229.02,55.88,42.31,984667.02,48.73
1128969.09,55.88,42.31,984654.7,48.73
1129020.62,55.9,42.34,984654.7,48.75
1129180.94,55.92,42.36,984654.7,48.77
1129232.47,55.95,42.38,984654.7,48.78
1129284.0,55.97,42.41,985521.2,48.85
1129335.53,56.0,42.43,985960.86,48.89
1129178.93,56.0,42.43,985517.92,48.87
1129200.5,56.0,42.43,985615.64,48.88
