ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_53d2-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
1056914.22,22.18,8.61,470737.59,9.88
1056727.49,22.18,8.61,470702.36,9.88
1056779.02,22.18,8.62,470702.13,9.88
1056944.92,22.19,8.62,470701.76,9.88
1056996.45,22.19,8.63,470701.76,9.88
1057047.98,22.2,8.63,470701.76,9.88
1057202.25,22.2,8.64,470863.73,9.89
1057356.51,22.21,8.64,470875.76,9.89
1057124.95,22.21,8.64,470701.76,9.89
1057031.79,22.21,8.64,470611.11,9.89
1057083.32,22.21,8.65,470611.11,9.89
1056913.39,22.21,8.64,471797.1,9.91
1056964.92,22.21,8.65,471979.03,9.92
1057119.19,22.22,8.65,471987.91,9.92
1057170.72,22.23,8.66,471994.6,9.92
1057368.99,22.23,8.67,471994.72,9.92
1057199.07,22.23,8.66,471697.25,9.92
1057353.8,22.24,8.67,471726.53,9.92
1057113.4,22.23,8.67,471696.18,9.92
1057130.25,22.23,8.67,471698.79,9.92
1057290.56,22.24,8.67,471689.86,9.92
1057304.6,22.24,8.67,471879.41,9.93
1057304.6,22.24,8.67,471803.85,9.92
1057304.6,22.24,8.67,472312.79,9.93
1057304.6,22.24,8.67,474572.87,9.98
1059769.17,22.29,8.73,475823.66,10.01
1059929.49,22.3,8.73,475823.45,10.01
1059912.73,22.3,8.73,475823.06,10.01
1060067.0,22.31,8.74,475823.06,10.01
1060297.86,22.31,8.75,475893.49,10.01
1060349.39,22.32,8.75,475896.77,10.02
1060140.16,22.31,8.75,475830.08,10.02
1060300.48,22.32,8.75,475823.06,10.02
1060064.5,22.32,8.75,476639.32,10.03
1060218.76,22.32,8.76,476711.86,10.04
1060061.13,22.32,8.75,476702.45,10.04
1060215.39,22.33,8.76,476956.48,10.04
1060215.39,22.33,8.76,476956.48,10.04
1060226.73,22.33,8.76,477915.07,10.06
1060387.05,22.33,8.77,477914.87,10.07
1060361.13,22.33,8.77,477871.86,10.07
1060265.07,22.34,8.77,477502.74,10.06
1060175.99,22.34,8.77,477502.35,10.06
1060227.52,22.34,8.77,477502.35,10.06
1059910.94,22.33,8.77,477193.95,10.06
1060071.26,22.34,8.77,477193.95,10.06
1059845.28,22.34,8.77,477218.28,10.06
1060014.67,22.34,8.78,477195.79,10.06
1059739.62,22.34,8.77,477193.95,10.06
1059899.93,22.35,8.78,477948.09,10.08
1059899.93,22.35,8.78,478203.4,10.08
1060207.76,22.35,8.79,479050.97,10.1
1061771.75,22.39,8.82,480258.15,10.13
1061823.28,22.39,8.83,480257.93,10.13
1061874.81,22.4,8.83,480257.56,10.13
1061926.34,22.4,8.84,480257.56,10.13
1062092.24,22.41,8.84,480257.56,10.13
1061860.68,22.41,8.84,480359.88,10.14
1061860.68,22.41,8.84,480359.88,10.14
1062030.07,22.41,8.85,480285.89,10.14
1062030.07,22.41,8.85,480285.89,10.14
1062081.6,22.42,8.85,480317.4,10.14
1062133.13,22.42,8.86,480437.87,10.14
1061975.94,22.42,8.85,480281.56,10.14
1062027.47,22.42,8.86,480692.72,10.15
1061752.41,22.42,8.86,481326.96,10.16
1061906.68,22.43,8.86,481326.36,10.17
1061706.38,22.43,8.86,480992.28,10.16
1061757.91,22.43,8.86,480992.28,10.16
1061918.23,22.44,8.87,480992.28,10.16
1062072.49,22.44,8.88,481156.42,10.17
1061846.51,22.44,8.87,481014.92,10.17
1062006.83,22.45,8.88,481026.78,10.17
1062058.36,22.45,8.88,481854.49,10.19
1062109.89,22.46,8.89,482064.06,10.19
1061873.91,22.45,8.89,481840.16,10.19
1062034.23,22.46,8.89,481903.73,10.19
1061808.25,22.46,8.89,482401.96,10.2
1061859.78,22.46,8.89,482401.74,10.2
1062090.64,22.47,8.9,482401.37,10.21
1062090.64,22.47,8.9,482397.34,10.2
1062250.95,22.47,8.91,482397.34,10.21
1062302.48,22.48,8.91,482397.34,10.21
1062354.01,22.48,8.92,482567.08,10.21
1062584.87,22.49,8.92,482513.26,10.21
1062335.2,22.49,8.92,482197.45,10.21
1062163.44,22.48,8.92,482023.58,10.2
1061937.46,22.48,8.92,481907.66,10.2
1061988.99,22.49,8.92,483314.57,10.23
1062040.52,22.49,8.93,483629.94,10.24
1061804.0,22.49,8.92,483207.05,10.23
1061855.53,22.49,8.93,483206.82,10.24
1061619.01,22.49,8.92,483172.67,10.24
1061670.54,22.5,8.93,483172.3,10.24
1061830.85,22.5,8.93,483172.3,10.24
1061882.38,22.51,8.94,483172.3,10.24
1061933.91,22.51,8.94,483172.3,10.24
1061985.44,22.52,8.95,483714.34,10.26
1061749.46,22.51,8.95,483647.27,10.26
1061749.46,22.51,8.95,483517.16,10.25
1061909.78,22.52,8.95,483540.26,10.25
1061961.31,22.52,8.96,484052.41,10.27
1061961.31,22.52,8.96,484193.83,10.27
1062012.84,22.53,8.96,484193.61,10.27
1061996.09,22.53,8.96,484376.03,10.28
1061996.09,22.53,8.96,484664.36,10.28
1062165.48,22.53,8.97,484663.98,10.28
1062067.32,22.53,8.97,484663.98,10.28
1062236.72,22.54,8.97,484697.79,10.28
1062229.87,22.54,8.97,484674.65,10.29
1062281.4,22.55,8.98,484674.36,10.29
1062295.44,22.55,8.98,484677.81,10.29
1062037.22,22.54,8.98,484667.43,10.29
1062088.75,22.55,8.98,484667.43,10.29
1062126.37,22.55,8.98,484686.47,10.29
1061986.31,22.55,8.98,484547.3,10.29
1061986.31,22.55,8.98,485157.0,10.3
1062140.58,22.55,8.99,485151.61,10.3
1062306.48,22.56,8.99,486270.08,10.33
1062358.01,22.56,9.0,486174.54,10.33
1062136.7,22.56,8.99,485897.09,10.32
1061880.85,22.56,8.99,485657.3,10.32
1062035.11,22.56,9.0,485656.7,10.32
1062201.02,22.57,9.0,485656.7,10.32
1062252.55,22.57,9.01,485656.7,10.32
1062304.08,22.58,9.01,485656.7,10.32
1062072.51,22.58,9.01,485716.35,10.32
1062232.83,22.58,9.02,485694.4,10.33
1062232.83,22.58,9.02,485872.24,10.33
1062540.66,22.59,9.02,488700.59,10.39
1062694.92,22.6,9.03,488699.99,10.39
1062694.92,22.6,9.03,488699.99,10.39
1063570.82,22.62,9.05,489022.62,10.4
1063769.81,22.62,9.06,488476.1,10.39
1063457.16,22.62,9.05,488158.78,10.38
1063617.48,22.63,9.06,488158.78,10.38
1063357.55,22.62,9.06,488158.78,10.38
1063357.55,22.62,9.06,488158.78,10.38
1063409.08,22.63,9.06,488197.95,10.39
1063401.63,22.63,9.06,488158.78,10.39
1063453.16,22.63,9.07,488158.78,10.39
1063619.06,22.64,9.07,488408.41,10.4
1063670.59,22.64,9.08,488549.36,10.4
1063722.12,22.65,9.08,488882.19,10.41
1063773.65,22.65,9.09,489408.46,10.42
1063456.58,22.65,9.08,489100.65,10.42
1063248.04,22.64,9.08,489194.35,10.42
1063299.57,22.65,9.08,489194.13,10.42
1063530.43,22.66,9.09,489193.76,10.42
1063441.63,22.66,9.09,489086.11,10.42
1063493.16,22.66,9.1,489086.11,10.42
1063544.69,22.67,9.1,489086.11,10.42
1063229.12,22.66,9.1,488768.78,10.42
1062992.6,22.66,9.09,488848.66,10.42
1063152.91,22.66,9.1,488819.67,10.42
1063204.44,22.67,9.1,488881.0,10.42
1063115.36,22.67,9.1,488768.78,10.42
1063275.68,22.67,9.11,489927.73,10.45
1063132.52,22.67,9.11,489786.05,10.44
1063043.44,22.67,9.11,489652.32,10.44
1063212.83,22.68,9.11,489249.87,10.43
1062937.77,22.67,9.11,489959.08,10.45
1062989.3,22.68,9.11,489958.85,10.45
1062953.19,22.68,9.11,489926.73,10.45
1063004.72,22.68,9.12,489926.36,10.45
1063165.04,22.69,9.12,489926.36,10.46
1063165.04,22.69,9.12,489802.56,10.45
1062929.06,22.69,9.12,489802.56,10.45
1062980.59,22.69,9.13,489802.56,10.46
1062685.64,22.69,9.12,489512.21,10.45
1062895.41,22.69,9.13,489612.29,10.45
1062946.94,22.7,9.13,489664.03,10.46
1062946.94,22.7,9.13,489825.14,10.46
1062968.21,22.7,9.13,489832.09,10.46
1062924.34,22.7,9.13,489680.26,10.46
1062692.78,22.7,9.13,489680.26,10.46
1062862.17,22.7,9.13,489954.48,10.46
1062913.7,22.71,9.14,490231.05,10.47
1062965.23,22.71,9.14,490230.83,10.47
1062958.39,22.71,9.15,491046.51,10.49
1063009.92,22.72,9.15,491046.14,10.49
1063061.45,22.72,9.16,491046.14,10.5
1063215.71,22.73,9.16,491046.14,10.5
1063376.03,22.73,9.17,491266.03,10.5
1063140.05,22.73,9.16,491201.17,10.5
1063300.37,22.74,9.17,491135.83,10.5
1063454.63,22.74,9.18,491046.14,10.5
1063685.49,22.75,9.18,492967.73,10.54
1063449.51,22.75,9.18,492715.84,10.54
1063603.78,22.75,9.19,492715.24,10.54
1063655.31,22.76,9.19,492715.24,10.54
1063815.62,22.77,9.2,492715.24,10.54
1063589.64,22.76,9.2,492779.7,10.55
1063749.96,22.77,9.2,492793.1,10.55
1063513.98,22.77,9.2,492819.27,10.55
1063255.77,22.76,9.2,492553.27,10.54
1063410.03,22.77,9.2,492599.01,10.55
1063461.56,22.77,9.21,493712.87,10.57
1063615.83,22.78,9.21,493929.54,10.58
1063958.13,22.79,9.22,494212.75,10.59
1064118.44,22.8,9.23,494212.54,10.59
1063802.2,22.79,9.22,493878.4,10.58
1063566.22,22.79,9.22,493878.01,10.58
1063726.54,22.79,9.23,493878.01,10.58
1063466.61,22.79,9.22,493296.76,10.57
1063206.68,22.79,9.22,493350.1,10.57
1063258.21,22.79,9.22,493350.1,10.57
1063258.21,22.79,9.22,493353.07,10.57
1063021.69,22.79,9.22,493078.29,10.57
1063073.22,22.79,9.23,493235.4,10.57
1063056.47,22.79,9.23,493078.8,10.57
1063216.78,22.8,9.23,493700.74,10.59
1063268.31,22.8,9.24,493760.28,10.59
1063032.33,22.8,9.23,493589.25,10.59
1063263.19,22.81,9.24,493169.2,10.58
1063423.51,22.81,9.25,494775.66,10.61
1063475.04,22.82,9.25,494775.44,10.62
1063526.57,22.82,9.26,494775.06,10.62
1063578.1,22.83,9.26,494775.06,10.62
1063342.12,22.83,9.26,494496.07,10.62
1063393.65,22.83,9.27,494496.07,10.62
1063445.18,22.84,9.27,494496.07,10.62
1063324.1,22.83,9.27,494345.02,10.62
1063375.63,22.84,9.27,494345.02,10.62
1063427.16,22.85,9.28,495684.36,10.65
1063295.03,22.84,9.28,495640.86,10.65
1063464.42,22.85,9.28,495683.52,10.65
1063515.95,22.85,9.29,495683.29,10.65
1063567.48,22.86,9.29,495682.92,10.65
1063567.48,22.86,9.29,495671.15,10.65
1063567.48,22.86,9.29,495671.15,10.65
1063469.32,22.86,9.29,495597.47,10.65
1063520.85,22.86,9.3,495597.47,10.65
1063572.38,22.87,9.3,495597.47,10.66
1063572.38,22.87,9.3,495597.47,10.66
1063623.91,22.87,9.31,495597.47,10.66
1063675.44,22.88,9.31,495597.47,10.66
1063840.35,22.89,9.32,496564.91,10.68
1063891.88,22.89,9.32,497098.99,10.7
1063788.35,22.89,9.32,497039.87,10.7
1063948.67,22.9,9.33,497039.66,10.7
1063948.67,22.9,9.33,497039.66,10.7
1063859.59,22.9,9.33,497039.27,10.7
1063911.12,22.9,9.33,497039.27,10.7
1064065.38,22.91,9.34,497087.07,10.7
1064225.7,22.91,9.35,497081.3,10.7
1064243.13,22.91,9.35,497101.09,10.7
1064473.99,22.92,9.36,497059.07,10.7
1064704.85,22.93,9.36,497878.92,10.72
1064756.38,22.93,9.37,498310.28,10.73
1064954.66,22.94,9.37,498664.47,10.74
1065108.92,22.95,9.38,498663.87,10.74
1064872.94,22.95,9.38,498712.62,10.75
1065033.26,22.95,9.38,498712.62,10.75
1065084.79,22.96,9.39,498712.62,10.75
1064848.81,22.95,9.39,498712.62,10.75
1064848.81,22.95,9.39,498712.62,10.75
1064848.81,22.95,9.39,499250.16,10.76
1065009.13,22.96,9.39,499483.84,10.77
1065163.39,22.97,9.4,499428.15,10.77
1065214.92,22.97,9.4,499309.95,10.77
1065266.45,22.98,9.41,499360.28,10.77
1065317.98,22.98,9.41,500213.09,10.79
1065548.84,22.99,9.42,500212.49,10.79
1065548.84,22.99,9.42,500199.06,10.79
1065600.37,22.99,9.43,500199.06,10.79
1065651.9,23.0,9.43,500199.06,10.8
1065703.43,23.0,9.44,500199.06,10.8
1065754.96,23.01,9.44,500529.54,10.81
1065806.49,23.01,9.45,500821.23,10.81
1065570.51,23.01,9.45,501353.45,10.83
1065448.95,23.01,9.44,500938.69,10.82
1065424.8,23.01,9.44,501032.41,10.82
1065476.33,23.02,9.45,501468.88,10.83
1065496.83,23.02,9.45,501419.31,10.83
1065657.15,23.02,9.46,501785.79,10.84
1065708.68,23.03,9.46,501785.56,10.84
1065472.16,23.02,9.46,501121.47,10.83
1065670.44,23.03,9.46,501121.47,10.83
1065670.44,23.03,9.46,501337.73,10.83
1065581.36,23.03,9.46,502041.81,10.85
1065747.26,23.04,9.47,502041.81,10.85
1065907.58,23.04,9.48,502041.44,10.85
1065671.6,23.04,9.47,502041.44,10.85
1065671.6,23.04,9.47,502033.56,10.85
1065831.91,23.05,9.48,502033.56,10.85
1065883.44,23.05,9.48,502122.83,10.86
1066081.72,23.06,9.49,502063.1,10.86
1066235.99,23.06,9.5,502033.56,10.86
1066434.27,23.07,9.51,503369.63,10.89
1066198.28,23.07,9.5,503244.12,10.89
1066249.82,23.07,9.51,503605.9,10.9
1065989.89,23.07,9.5,503136.33,10.89
1065678.24,23.06,9.5,502833.28,10.88
1065559.11,23.06,9.5,502737.7,10.88
1065610.64,23.07,9.5,502737.7,10.88
1065662.17,23.07,9.51,502772.75,10.89
1065440.6,23.07,9.5,502737.7,10.89
1065492.13,23.08,9.51,502737.7,10.89
1065543.66,23.08,9.52,502737.7,10.89
1065595.19,23.09,9.52,502737.7,10.89
1065749.46,23.09,9.53,504380.09,10.93
1065455.52,23.09,9.52,504371.47,10.93
1065653.79,23.1,9.53,504370.87,10.93
1065359.85,23.09,9.53,503995.94,10.92
1065411.38,23.1,9.53,503995.94,10.93
1065571.7,23.1,9.54,503995.94,10.93
1065623.23,23.11,9.54,503995.94,10.93
1065777.49,23.11,9.55,504097.37,10.93
1065517.57,23.11,9.54,503744.51,10.93
1065569.1,23.12,9.55,503869.67,10.93
1065333.12,23.11,9.55,503754.75,10.93
1065089.18,23.11,9.54,503442.22,10.92
1065255.08,23.11,9.55,503330.55,10.92
1064961.14,23.11,9.54,504311.23,10.94
1065012.67,23.12,9.55,504647.23,10.95
1064771.1,23.11,9.55,504514.82,10.95
1064931.42,23.12,9.55,504514.61,10.95
1064695.44,23.12,9.55,504514.22,10.95
1064746.97,23.12,9.55,504514.22,10.96
1064769.72,23.12,9.55,504537.51,10.96
1064930.04,23.13,9.56,504537.51,10.96
1064998.41,23.13,9.56,504612.64,10.96
1064772.43,23.13,9.56,504644.88,10.96
1064932.75,23.13,9.57,504619.37,10.96
1064843.67,23.13,9.57,504612.64,10.96
1065053.44,23.14,9.57,505145.94,10.97
1064987.23,23.14,9.57,505188.1,10.98
1065153.13,23.14,9.58,504800.08,10.97
1065064.33,23.14,9.58,506217.83,11.0
1065465.77,23.15,9.59,506612.93,11.01
1065443.66,23.16,9.59,505694.08,10.99
1065176.93,23.15,9.59,506012.64,11.0
1065228.46,23.16,9.59,506012.42,11.0
1065279.99,23.16,9.6,506012.04,11.0
1065449.38,23.17,9.6,506012.04,11.0
1065351.22,23.17,9.6,506012.04,11.01
1065505.49,23.18,9.61,506085.0,11.01
1065557.02,23.18,9.62,506117.6,11.01
1065608.55,23.19,9.62,506156.94,11.01
1065762.81,23.19,9.63,506620.58,11.03
1065923.13,23.2,9.63,506942.18,11.03
1065974.66,23.21,9.64,506941.96,11.04
1065714.73,23.2,9.63,507539.27,11.05
1065488.75,23.2,9.63,507232.0,11.04
1065540.28,23.2,9.64,507231.63,11.05
1065706.18,23.21,9.64,507231.63,11.05
1065757.71,23.21,9.65,507231.63,11.05
1065526.15,23.21,9.65,507333.95,11.05
1065526.15,23.21,9.65,507481.01,11.06
1065577.68,23.22,9.65,507576.08,11.06
1065738.0,23.22,9.66,507511.1,11.06
1065586.42,23.22,9.65,507364.1,11.06
1065586.42,23.22,9.65,507442.38,11.06
1065350.44,23.22,9.65,507320.14,11.06
1065510.75,23.22,9.66,507309.96,11.06
1065562.28,23.23,9.66,508683.8,11.09
1065613.81,23.23,9.67,508683.58,11.09
1065665.34,23.24,9.67,508683.21,11.09
1065863.62,23.25,9.68,508683.21,11.09
1065915.15,23.25,9.69,508683.21,11.1
1065763.57,23.25,9.68,508525.71,11.09
1065527.59,23.25,9.68,508286.43,11.09
1065687.91,23.25,9.69,508429.64,11.09
1065739.44,23.26,9.69,508578.93,11.1
1065790.97,23.26,9.7,508865.43,11.11
1065805.01,23.26,9.7,508870.87,11.11
1065766.49,23.26,9.7,508810.96,11.11
1065530.51,23.26,9.69,508658.24,11.1
1065582.04,23.27,9.7,509324.87,11.12
1065742.35,23.27,9.71,509324.67,11.12
1065742.35,23.27,9.71,509317.18,11.12
1065793.88,23.28,9.71,509316.79,11.12
1065845.41,23.28,9.72,509316.79,11.13
1065845.41,23.28,9.72,509317.31,11.13
1065896.94,23.29,9.72,509317.31,11.13
1066095.22,23.29,9.73,509460.52,11.13
1065869.24,23.29,9.73,509348.54,11.13
1066029.56,23.3,9.73,509317.31,11.13
1065875.17,23.3,9.73,509171.95,11.13
1066029.44,23.3,9.74,510372.26,11.16
1065793.46,23.3,9.73,510310.31,11.16
1065947.72,23.31,9.74,510569.32,11.16
1066101.99,23.31,9.75,510568.72,11.16
1066153.52,23.32,9.75,510568.72,11.17
1066205.05,23.32,9.76,510568.72,11.17
1066256.58,23.33,9.76,510568.72,11.17
1066308.11,23.33,9.77,510568.72,11.17
1066359.64,23.34,9.77,511343.89,11.19
1066411.17,23.34,9.78,511759.08,11.2
1066462.7,23.35,9.78,512083.06,11.21
1066623.02,23.36,9.79,512082.86,11.21
1066674.55,23.36,9.79,512082.47,11.21
1066726.08,23.37,9.8,512082.47,11.22
1066490.1,23.36,9.8,512082.47,11.22
1066320.17,23.36,9.79,512180.49,11.22
1066371.7,23.37,9.8,512180.49,11.22
1066532.02,23.37,9.81,512379.42,11.23
1066583.55,23.38,9.81,512433.21,11.23
1066635.08,23.38,9.82,512668.7,11.24
1066341.13,23.38,9.81,512146.87,11.23
1066341.13,23.38,9.81,511658.67,11.22
1066539.41,23.39,9.82,513274.19,11.25
1066539.41,23.39,9.82,513077.98,11.25
1066387.91,23.38,9.82,513094.41,11.25
1066153.81,23.38,9.81,513129.84,11.25
1066205.34,23.39,9.82,513129.61,11.25
1066056.41,23.38,9.82,512932.51,11.25
1066216.73,23.39,9.82,512932.14,11.25
1066447.59,23.4,9.83,512932.14,11.25
1066601.85,23.4,9.84,512980.18,11.26
1066375.87,23.4,9.84,512939.17,11.26
1066427.4,23.41,9.84,512932.14,11.26
1066270.8,23.4,9.84,513201.89,11.26
1065984.28,23.4,9.83,513201.89,11.27
1066144.6,23.41,9.84,513898.09,11.28
1066298.86,23.41,9.85,514097.75,11.29
1066350.39,23.42,9.85,514098.98,11.29
1066401.92,23.42,9.86,514098.75,11.29
1066232.0,23.42,9.85,514655.41,11.3
1065928.53,23.42,9.85,514357.88,11.3
1065692.55,23.41,9.85,514087.36,11.29
1065852.87,23.42,9.85,514086.99,11.3
1065904.4,23.42,9.86,514086.99,11.3
1065955.93,23.43,9.86,514086.99,11.3
1066007.46,23.43,9.87,514086.99,11.3
1066205.73,23.44,9.88,514454.4,11.31
1066257.26,23.45,9.88,514834.19,11.32
1066257.26,23.45,9.88,514838.59,11.32
1066021.28,23.44,9.88,514688.02,11.32
1066072.81,23.45,9.88,515184.3,11.33
1065812.89,23.45,9.88,514917.33,11.33
1065978.79,23.45,9.89,514916.73,11.33
1066030.32,23.46,9.89,514916.73,11.33
1065770.39,23.45,9.89,514557.79,11.32
1065968.67,23.46,9.89,514557.79,11.32
1065968.67,23.46,9.89,514476.93,11.32
1065737.1,23.46,9.89,514493.8,11.32
1065737.1,23.46,9.89,514691.27,11.33
1065590.36,23.46,9.89,514973.04,11.34
1065641.89,23.46,9.9,514971.53,11.34
1065802.2,23.47,9.9,514962.67,11.34
1065802.2,23.47,9.9,515003.29,11.34
1065853.73,23.47,9.91,514996.79,11.34
1065697.13,23.47,9.9,515522.98,11.35
1065851.4,23.48,9.91,515693.31,11.36
1065553.78,23.47,9.91,515375.98,11.35
1065605.31,23.48,9.91,515913.21,11.37
1065447.97,23.47,9.91,515804.03,11.36
1065309.62,23.47,9.91,516006.74,11.37
1065163.66,23.47,9.91,515863.29,11.37
1065215.19,23.48,9.91,515863.06,11.37
1065381.09,23.48,9.92,515862.69,11.37
1065149.52,23.48,9.91,515862.69,11.37
1065201.05,23.49,9.92,515862.69,11.37
1064941.13,23.48,9.92,515609.68,11.37
1065101.44,23.49,9.92,515644.28,11.37
1065101.44,23.49,9.92,515631.3,11.37
1064865.46,23.48,9.92,515615.08,11.37
1064916.99,23.49,9.92,515601.84,11.37
1064968.52,23.5,9.93,515596.7,11.38
1065128.84,23.5,9.93,516616.69,11.4
1065180.37,23.51,9.94,516894.23,11.41
1065231.9,23.51,9.95,516894.01,11.41
1064995.92,23.51,9.94,516654.99,11.4
1065150.19,23.52,9.95,516654.61,11.41
1065150.19,23.52,9.95,516618.88,11.41
1065169.84,23.52,9.95,516669.94,11.41
1065379.6,23.52,9.96,516669.94,11.41
1065431.13,23.53,9.96,516669.94,11.41
1065482.66,23.53,9.97,516669.94,11.41
1065167.09,23.53,9.96,516352.61,11.41
1065218.62,23.53,9.97,516352.61,11.41
1065218.62,23.53,9.97,516266.49,11.41
1065218.62,23.53,9.97,516344.66,11.41
1065372.89,23.54,9.97,516979.5,11.42
1065112.96,23.54,9.97,516349.02,11.41
1065164.49,23.54,9.97,516344.66,11.41
1065216.02,23.55,9.98,517772.3,11.45
1065083.35,23.55,9.98,517772.3,11.45
1065243.67,23.55,9.99,517772.94,11.45
1065295.2,23.56,9.99,517774.41,11.45
1065449.46,23.56,10.0,517772.3,11.45
1065213.48,23.56,10.0,517772.3,11.45
1065213.48,23.56,10.0,517726.58,11.45
1064953.55,23.56,9.99,517498.41,11.45
1065119.46,23.56,10.0,517647.6,11.45
1064985.38,23.56,10.0,517498.41,11.45
1064725.45,23.56,9.99,517498.41,11.45
1064745.1,23.56,9.99,517518.5,11.45
1064761.35,23.56,9.99,517621.18,11.45
1064930.75,23.56,10.0,517991.73,11.46
1064944.78,23.56,10.0,517995.05,11.46
1064669.73,23.56,10.0,517876.77,11.46
1064721.26,23.57,10.0,518167.62,11.47
1064738.1,23.57,10.0,518213.87,11.47
1064898.41,23.57,10.01,518271.11,11.47
1064898.41,23.57,10.01,518840.81,11.49
1064662.43,23.57,10.0,518594.09,11.48
1064817.17,23.58,10.01,518594.09,11.48
1064868.7,23.58,10.02,518594.09,11.48
1065022.96,23.59,10.02,518599.04,11.49
1064853.03,23.59,10.02,518594.09,11.49
1064904.56,23.59,10.03,518594.09,11.49
1064904.56,23.59,10.03,518566.93,11.49
1064956.09,23.6,10.03,518566.93,11.49
1064715.7,23.59,10.03,518566.93,11.49
1064925.47,23.6,10.03,518947.59,11.5
1064977.0,23.61,10.04,519297.04,11.51
1065028.53,23.61,10.04,519815.2,11.52
1065080.06,23.62,10.05,519814.97,11.53
1065013.85,23.62,10.05,519695.73,11.52
1064804.63,23.61,10.05,519739.33,11.53
1064804.63,23.61,10.05,519596.77,11.52
1064964.94,23.62,10.05,519596.4,11.52
1064809.01,23.62,10.05,519485.43,11.52
1064860.54,23.62,10.06,519485.43,11.52
1064860.54,23.62,10.06,519709.04,11.53
1064624.56,23.62,10.05,519709.04,11.53
1064778.82,23.63,10.06,519781.49,11.53
1064731.63,23.63,10.06,519735.4,11.53
1064891.95,23.63,10.07,519768.37,11.53
1064943.48,23.64,10.07,519778.2,11.54
1064707.5,23.63,10.07,519662.94,11.54
1064867.82,23.64,10.07,520925.01,11.56
1064867.82,23.64,10.07,521124.19,11.57
1065057.55,23.65,10.08,520682.73,11.56
1065217.87,23.65,10.09,520682.52,11.56
1065009.17,23.65,10.08,520467.31,11.56
1065108.09,23.65,10.09,521144.76,11.57
1065019.01,23.65,10.09,521144.37,11.57
1065179.33,23.66,10.09,521144.37,11.58
1065230.86,23.67,10.1,521144.37,11.58
1065385.12,23.67,10.11,521171.19,11.58
1065436.65,23.68,10.11,521181.36,11.58
1065488.18,23.68,10.12,521231.26,11.59
1065252.2,23.68,10.11,521144.37,11.59
1065303.73,23.69,10.12,521144.37,11.59
1065303.73,23.69,10.12,522554.95,11.62
1065355.26,23.69,10.13,522615.77,11.62
1065406.79,23.7,10.13,522615.55,11.62
1065458.32,23.7,10.14,522615.18,11.63
1065509.85,23.71,10.14,522615.18,11.63
1065664.12,23.71,10.15,522615.18,11.63
1065894.98,23.72,10.16,522811.6,11.64
1065946.51,23.73,10.16,523039.87,11.64
1065998.04,23.73,10.17,523470.54,11.65
1066152.3,23.74,10.17,524040.72,11.67
1066306.57,23.75,10.18,524040.12,11.67
1066046.64,23.74,10.18,523735.15,11.66
1066066.44,23.74,10.18,523737.8,11.66
1066117.97,23.75,10.18,523737.8,11.67
1066169.5,23.75,10.19,523737.8,11.67
1066221.03,23.76,10.19,523737.8,11.67
1066381.35,23.77,10.2,523971.01,11.68
1066432.88,23.77,10.2,524152.74,11.68
1066206.89,23.77,10.2,523975.19,11.68
1066258.42,23.77,10.21,524325.34,11.69
1066258.42,23.77,10.21,524406.31,11.69
1066309.96,23.78,10.21,524899.39,11.71
1066464.22,23.79,10.22,524898.79,11.71
1066515.75,23.79,10.23,524898.79,11.71
1066375.7,23.79,10.22,524760.65,11.71
1066427.23,23.79,10.23,524760.65,11.71
1066625.5,23.8,10.24,524909.29,11.71
1066677.03,23.81,10.24,525054.71,11.72
1066417.11,23.8,10.24,525201.66,11.72
1066577.42,23.81,10.24,525134.19,11.72
1066628.95,23.82,10.25,525455.08,11.73
1066680.48,23.82,10.25,526118.92,11.75
1066444.5,23.82,10.25,526109.13,11.75
1066461.64,23.82,10.25,526111.74,11.75
1066461.64,23.82,10.25,526642.14,11.76
1066659.92,23.83,10.26,526641.55,11.76
1066890.78,23.83,10.27,526641.55,11.77
1066942.31,23.84,10.27,526662.82,11.77
1066782.38,23.84,10.27,526063.29,11.75
1066522.45,23.83,10.27,525823.96,11.75
1066285.93,23.83,10.26,525938.53,11.75
1066116.0,23.83,10.26,526176.15,11.76
1065959.4,23.82,10.26,526033.59,11.76
1065807.82,23.82,10.26,525887.33,11.75
1065859.35,23.83,10.26,525919.82,11.76
1065910.88,23.83,10.27,526004.9,11.76
1065962.41,23.84,10.27,526206.17,11.77
1066013.94,23.84,10.28,526614.8,11.78
1066065.47,23.85,10.28,527232.25,11.79
1066219.74,23.86,10.29,527231.65,11.8
1065975.8,23.85,10.29,527430.24,11.8
1065992.49,23.85,10.29,527443.66,11.8
