ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
843319.3,16.17,2.57,158317.89,3.04
843615.32,16.17,2.58,158428.07,3.04
843479.34,16.17,2.58,158598.51,3.04
843479.34,16.17,2.58,158598.51,3.04
843343.36,16.17,2.58,158604.74,3.04
843207.38,16.18,2.58,158519.2,3.04
843207.38,16.18,2.58,158519.2,3.04
843207.38,16.18,2.58,158519.2,3.04
842835.39,16.17,2.57,158219.27,3.04
842699.41,16.17,2.57,158209.37,3.04
842402.98,16.17,2.57,157993.36,3.03
842181.44,16.16,2.56,157812.61,3.03
842022.76,16.16,2.56,157659.21,3.03
841886.78,16.16,2.56,157589.8,3.02
840886.78,16.14,2.55,156589.8,3.01
840750.81,16.14,2.55,156510.48,3.01
840750.81,16.14,2.55,156510.48,3.01
841046.83,16.15,2.55,156941.55,3.01
841099.53,16.16,2.56,157052.63,3.02
841343.56,16.16,2.56,157423.76,3.02
841207.59,16.16,2.56,157401.07,3.02
841398.04,16.17,2.57,157664.89,3.03
841126.08,16.17,2.57,157585.58,3.03
840990.11,16.17,2.57,157506.27,3.03
840854.13,16.17,2.57,157506.27,3.03
840718.15,16.17,2.57,157512.5,3.03
840582.17,16.17,2.57,157426.96,3.03
840446.2,16.17,2.57,157347.65,3.03
840310.22,16.17,2.57,157347.65,3.03
840174.24,16.17,2.57,157353.88,3.03
839854.24,16.17,2.57,157033.88,3.02
839310.33,16.17,2.57,157033.88,3.03
839174.36,16.17,2.57,156948.34,3.02
839038.38,16.17,2.57,156984.09,3.03
839228.83,16.18,2.58,157147.87,3.03
839228.83,16.18,2.58,157147.87,3.03
839092.85,16.18,2.58,157137.97,3.03
838956.88,16.18,2.58,157068.56,3.03
839009.58,16.18,2.58,157179.64,3.03
839062.28,16.18,2.59,157314.93,3.03
838926.3,16.18,2.59,157305.04,3.03
838926.3,16.18,2.59,157305.04,3.03
838554.3,16.18,2.58,156933.97,3.03
838418.33,16.18,2.58,156864.55,3.03
838211.9,16.18,2.58,156705.72,3.02
838075.92,16.18,2.58,156695.82,3.02
837939.94,16.18,2.58,156626.41,3.02
837803.96,16.18,2.58,156547.1,3.02
837667.99,16.18,2.58,156547.1,3.02
837532.01,16.18,2.58,156537.2,3.02
837396.03,16.18,2.58,156467.79,3.02
837260.06,16.18,2.58,156474.01,3.02
837124.08,16.18,2.58,156388.47,3.02
837124.08,16.18,2.58,156388.47,3.02
837124.08,16.18,2.58,156388.47,3.02
837176.78,16.18,2.59,156499.55,3.03
837176.78,16.18,2.59,156499.55,3.03
837229.48,16.19,2.59,156634.85,3.03
837093.5,16.19,2.59,156641.08,3.03
836957.53,16.19,2.59,156555.54,3.03
836957.53,16.19,2.59,156555.54,3.03
836798.85,16.19,2.59,156402.14,3.03
836502.42,16.18,2.58,156111.7,3.02
836366.44,16.18,2.58,156101.8,3.02
836366.44,16.18,2.58,156101.8,3.02
836230.46,16.18,2.58,156032.39,3.02
836094.49,16.18,2.58,155953.07,3.02
835958.51,16.18,2.58,155953.07,3.02
835668.5,16.18,2.58,155631.53,3.01
835532.52,16.18,2.58,155621.64,3.01
835396.54,16.18,2.58,155552.22,3.01
835449.24,16.18,2.58,155663.3,3.02
835313.27,16.18,2.59,155657.99,3.02
835365.97,16.19,2.59,155769.07,3.02
835229.99,16.19,2.59,155763.67,3.02
835094.01,16.19,2.59,155753.77,3.02
834958.04,16.19,2.59,155684.36,3.02
835148.49,16.19,2.6,155751.99,3.02
835012.51,16.19,2.6,155924.82,3.02
835065.21,16.2,2.6,156035.9,3.03
835065.21,16.2,2.6,156035.9,3.03
835255.66,16.2,2.61,156275.71,3.03
835119.69,16.2,2.61,156265.82,3.03
834983.71,16.2,2.61,156196.4,3.03
834847.73,16.21,2.61,156186.51,3.03
834711.75,16.21,2.61,156117.09,3.03
834764.46,16.21,2.61,156228.17,3.03
835060.48,16.22,2.62,156526.74,3.04
834924.5,16.22,2.62,156447.43,3.04
834788.52,16.22,2.62,156447.43,3.04
834841.22,16.22,2.62,156558.51,3.04
834841.22,16.22,2.62,156558.51,3.04
834705.25,16.22,2.62,156553.11,3.04
834757.95,16.23,2.63,156664.19,3.05
835039.06,16.23,2.63,157073.95,3.05
834742.63,16.23,2.63,156784.18,3.05
834606.65,16.23,2.63,156706.22,3.05
834606.65,16.23,2.63,156706.22,3.05
834470.67,16.23,2.63,156704.87,3.05
833470.67,16.21,2.61,155704.87,3.03
833334.7,16.21,2.62,155625.56,3.03
833198.72,16.21,2.62,155625.56,3.03
832826.72,16.21,2.61,155380.0,3.02
832690.74,16.21,2.61,155300.69,3.02
832554.77,16.21,2.61,155300.69,3.02
832607.47,16.21,2.61,155411.77,3.03
832471.49,16.21,2.61,155384.22,3.03
832335.51,16.21,2.62,155374.32,3.03
832388.21,16.22,2.62,155467.75,3.03
832252.24,16.22,2.62,155457.86,3.03
832252.24,16.22,2.62,155457.86,3.03
832116.26,16.22,2.62,155388.44,3.03
831980.28,16.22,2.62,155365.75,3.03
831844.3,16.22,2.62,155309.13,3.03
831708.33,16.22,2.62,155299.23,3.03
832004.35,16.23,2.63,155589.75,3.03
831868.37,16.23,2.63,155595.98,3.04
832058.82,16.23,2.64,155789.28,3.04
831922.85,16.23,2.64,155709.97,3.04
831786.87,16.23,2.64,155709.97,3.04
831490.44,16.23,2.63,155461.13,3.03
831543.14,16.23,2.64,155572.21,3.04
831407.16,16.23,2.64,155567.26,3.04
831407.16,16.23,2.64,155567.26,3.04
831271.19,16.23,2.64,155557.37,3.04
831271.19,16.23,2.64,155557.37,3.04
831135.21,16.23,2.64,155487.95,3.04
831187.91,16.24,2.64,155599.03,3.04
831051.93,16.24,2.64,155593.84,3.04
831051.93,16.24,2.64,155593.84,3.04
830915.96,16.24,2.64,155600.07,3.04
830543.96,16.23,2.64,155300.14,3.04
830596.66,16.24,2.64,155377.44,3.04
830596.66,16.24,2.64,155377.44,3.04
830460.68,16.24,2.64,155383.67,3.04
830324.7,16.24,2.64,155298.13,3.04
830377.41,16.24,2.64,155409.21,3.04
830430.11,16.25,2.65,155544.51,3.04
830620.56,16.25,2.65,155612.14,3.04
830673.26,16.25,2.66,155895.4,3.05
830725.96,16.26,2.66,156006.48,3.05
830725.96,16.26,2.66,156006.48,3.05
830725.96,16.26,2.66,156006.48,3.05
830589.98,16.26,2.66,155978.93,3.05
830589.98,16.26,2.66,155978.93,3.05
830293.56,16.25,2.66,155762.92,3.05
830157.58,16.25,2.66,155799.33,3.05
830021.6,16.25,2.66,155683.61,3.05
829885.62,16.26,2.66,155604.3,3.05
829938.32,16.26,2.66,155789.33,3.05
829802.35,16.26,2.66,155795.55,3.05
830046.38,16.27,2.67,156085.86,3.06
830046.38,16.27,2.67,156085.86,3.06
830046.38,16.27,2.67,156085.86,3.06
829910.41,16.27,2.67,156007.9,3.06
829774.43,16.27,2.67,156006.55,3.06
829774.43,16.27,2.67,156006.55,3.06
829638.45,16.27,2.67,155927.24,3.06
829502.47,16.27,2.67,155927.24,3.06
829162.46,16.26,2.66,155591.39,3.05
828956.03,16.26,2.66,155464.05,3.05
828820.05,16.26,2.66,155470.28,3.05
828684.08,16.26,2.66,155384.74,3.05
828736.78,16.26,2.67,155440.3,3.05
828927.23,16.27,2.67,155604.17,3.05
828927.23,16.27,2.67,155604.17,3.05
828979.93,16.27,2.68,155604.17,3.05
829032.63,16.28,2.68,155604.17,3.06
828896.66,16.28,2.68,155604.17,3.06
829262.26,16.29,2.69,156475.97,3.07
829262.26,16.29,2.69,156475.97,3.07
829126.28,16.29,2.69,156475.97,3.07
828783.59,16.28,2.68,156106.84,3.07
828647.61,16.28,2.68,156195.32,3.07
828647.61,16.28,2.68,156195.32,3.07
828511.63,16.28,2.68,156178.07,3.07
828375.66,16.28,2.69,156106.84,3.07
828239.68,16.28,2.69,156106.84,3.07
827952.59,16.28,2.68,155780.95,3.06
827816.61,16.28,2.68,155780.95,3.06
826816.61,16.26,2.67,154780.95,3.04
826680.64,16.26,2.67,154898.12,3.05
826733.34,16.27,2.67,154951.47,3.05
826536.91,16.26,2.67,154802.63,3.05
826921.57,16.27,2.67,154802.63,3.05
826974.27,16.28,2.68,154802.63,3.05
826662.17,16.27,2.67,155041.97,3.05
826526.2,16.27,2.67,155018.93,3.05
826390.22,16.27,2.67,155194.06,3.06
826686.24,16.28,2.68,155194.06,3.06
826550.26,16.28,2.68,155194.06,3.06
826178.26,16.27,2.68,155298.23,3.06
826042.29,16.28,2.68,155286.91,3.06
825906.31,16.28,2.68,155254.06,3.06
825959.01,16.28,2.68,155254.06,3.06
826255.03,16.29,2.69,155254.06,3.06
826307.73,16.29,2.69,155254.06,3.06
826084.28,16.29,2.69,155745.54,3.07
826136.98,16.29,2.69,155922.58,3.07
826001.0,16.29,2.69,155922.58,3.08
826053.7,16.29,2.7,155922.58,3.08
825917.72,16.3,2.7,155922.58,3.08
825781.75,16.3,2.7,156107.83,3.08
826242.97,16.31,2.71,156107.83,3.08
826106.99,16.31,2.71,156276.67,3.08
826159.7,16.31,2.71,156497.67,3.09
825942.51,16.31,2.71,156117.54,3.08
825833.83,16.3,2.71,156012.29,3.08
825833.83,16.3,2.71,156012.29,3.08
825697.85,16.31,2.71,156564.18,3.09
825561.87,16.31,2.71,156564.18,3.09
825425.89,16.31,2.71,156646.73,3.09
825289.92,16.31,2.71,156564.18,3.09
825153.94,16.31,2.71,156564.18,3.09
825017.96,16.31,2.71,156564.18,3.09
824881.99,16.31,2.71,156564.18,3.1
824746.01,16.31,2.71,156680.82,3.1
824610.03,16.31,2.71,156564.18,3.1
824474.05,16.31,2.71,156564.18,3.1
824338.08,16.31,2.71,156564.18,3.1
824634.1,16.32,2.72,156900.14,3.1
824344.08,16.31,2.72,156578.52,3.1
824396.79,16.32,2.72,156836.32,3.1
824396.79,16.32,2.72,156836.32,3.1
824587.24,16.32,2.73,156836.32,3.1
824587.24,16.32,2.73,156836.32,3.1
824451.26,16.32,2.73,156836.32,3.11
824451.26,16.32,2.73,156836.32,3.11
824315.28,16.32,2.73,157172.47,3.11
824179.31,16.32,2.73,157139.2,3.11
823882.88,16.32,2.72,156866.32,3.11
824073.33,16.33,2.73,156866.32,3.11
824317.36,16.33,2.73,157232.91,3.12
824370.07,16.34,2.74,157509.11,3.12
823998.07,16.33,2.73,157129.61,3.11
824050.77,16.33,2.74,157388.43,3.12
823754.34,16.33,2.73,157261.94,3.12
823618.36,16.33,2.73,157261.94,3.12
823482.38,16.33,2.73,157261.94,3.12
823142.37,16.32,2.73,156872.51,3.11
823438.39,16.33,2.73,157209.14,3.12
823491.09,16.34,2.74,157466.27,3.12
823360.35,16.33,2.74,157355.81,3.12
823224.38,16.33,2.74,157276.13,3.12
823088.4,16.33,2.74,157276.79,3.12
822952.42,16.34,2.74,159055.43,3.16
822859.71,16.34,2.74,159300.74,3.16
822859.71,16.34,2.74,159300.74,3.16
823996.98,16.36,2.76,158908.75,3.16
823825.11,16.36,2.76,159141.37,3.16
823689.13,16.36,2.76,159102.18,3.16
824073.79,16.37,2.77,159041.34,3.16
823761.69,16.37,2.77,160536.13,3.19
823843.98,16.37,2.77,161815.72,3.22
825735.42,16.41,2.81,162435.77,3.23
825735.42,16.41,2.81,162435.77,3.23
825735.42,16.41,2.81,162435.77,3.23
825925.88,16.42,2.82,162367.84,3.23
825789.9,16.42,2.82,162335.74,3.23
825672.33,16.42,2.82,161865.86,3.22
825067.33,16.41,2.81,161280.16,3.21
824931.35,16.41,2.81,163933.82,3.26
824969.98,16.41,2.82,163348.22,3.25
824969.98,16.41,2.82,163348.22,3.25
826676.58,16.45,2.85,163860.53,3.26
826625.03,16.45,2.85,163980.16,3.26
826836.9,16.46,2.86,163795.72,3.26
826700.92,16.46,2.86,163709.04,3.26
827085.58,16.47,2.87,163695.69,3.26
826773.48,16.46,2.87,164417.68,3.27
826637.51,16.46,2.87,163937.97,3.27
826501.53,16.46,2.87,163885.82,3.26
826398.0,16.47,2.87,165365.19,3.29
827157.46,16.48,2.89,165415.82,3.3
827157.46,16.48,2.89,165415.82,3.3
827157.46,16.48,2.89,165415.82,3.3
827021.49,16.48,2.89,165454.51,3.3
826707.72,16.48,2.88,164710.74,3.28
826203.1,16.47,2.88,164324.38,3.28
826067.12,16.47,2.88,164185.67,3.27
826067.12,16.47,2.88,164185.67,3.27
826067.12,16.47,2.88,164185.67,3.27
825985.23,16.48,2.88,166982.72,3.33
826359.07,16.48,2.89,166134.17,3.31
826464.17,16.49,2.89,164765.05,3.29
827996.27,16.52,2.92,167370.25,3.34
827801.26,16.52,2.92,166735.67,3.33
827665.28,16.52,2.92,166656.26,3.33
827529.31,16.52,2.92,166859.69,3.33
828043.59,16.53,2.94,170827.04,3.41
828229.82,16.54,2.94,170124.58,3.4
830963.44,16.6,3.0,170885.64,3.41
830827.46,16.6,3.0,170885.33,3.41
830668.79,16.59,3.0,170761.06,3.41
830668.79,16.59,3.0,170761.06,3.41
830912.82,16.6,3.0,170761.06,3.41
830776.84,16.6,3.0,170777.98,3.41
831072.87,16.61,3.01,170767.95,3.41
830782.85,16.6,3.01,170761.06,3.41
830646.87,16.6,3.01,171138.41,3.42
830510.9,16.61,3.01,170878.11,3.42
830374.92,16.61,3.01,170824.68,3.42
830238.94,16.61,3.01,171306.06,3.43
830291.64,16.61,3.01,171306.12,3.43
830155.67,16.61,3.01,171305.74,3.43
829783.67,16.61,3.01,170910.75,3.42
830064.78,16.61,3.01,170915.68,3.42
829928.8,16.61,3.02,170917.22,3.42
829928.8,16.61,3.02,170917.22,3.42
829792.82,16.61,3.02,170910.75,3.42
829792.82,16.61,3.02,170910.75,3.42
829656.85,16.61,3.02,171422.75,3.43
829520.87,16.61,3.02,171360.13,3.43
829384.89,16.62,3.02,171448.64,3.43
829680.91,16.62,3.03,171448.33,3.44
829680.91,16.62,3.03,171448.33,3.44
829487.34,16.62,3.02,171324.41,3.43
829677.79,16.63,3.03,171324.41,3.43
829677.79,16.63,3.03,171324.41,3.43
829730.49,16.63,3.03,171324.41,3.43
829594.52,16.63,3.03,171519.59,3.44
829647.22,16.63,3.04,171404.33,3.44
829511.24,16.63,3.04,171452.24,3.44
829701.69,16.64,3.04,172687.68,3.46
829565.71,16.64,3.04,172813.59,3.47
829846.82,16.65,3.05,172813.28,3.47
829484.83,16.64,3.05,172283.23,3.46
829348.85,16.64,3.05,172283.23,3.46
829212.87,16.64,3.05,172300.38,3.46
829262.66,16.65,3.05,172491.26,3.46
829126.68,16.65,3.05,172484.66,3.46
828990.7,16.65,3.05,172474.1,3.46
828854.72,16.65,3.05,173104.44,3.48
828762.4,16.65,3.05,172751.27,3.47
828615.68,16.65,3.05,172924.1,3.47
828668.38,16.65,3.05,172924.17,3.48
828532.41,16.65,3.06,172923.79,3.48
827444.59,16.66,3.06,172923.48,3.48
827740.61,16.67,3.07,172923.48,3.48
827581.93,16.66,3.07,172762.17,3.48
827445.95,16.66,3.07,172787.9,3.48
827309.97,16.66,3.07,172767.79,3.48
827174.0,16.66,3.07,172762.17,3.48
827038.02,16.67,3.07,173279.52,3.49
826902.04,16.67,3.07,173354.95,3.49
826530.04,16.66,3.06,172985.77,3.49
826394.07,16.66,3.06,172985.46,3.49
826258.09,16.66,3.06,172985.46,3.49
826122.11,16.66,3.06,173027.36,3.49
825986.13,16.66,3.06,173024.34,3.49
826370.8,16.67,3.07,172985.46,3.49
826217.28,16.67,3.07,172832.79,3.49
826269.98,16.67,3.07,172832.79,3.49
826134.01,16.67,3.08,173402.36,3.5
825949.12,16.67,3.07,173119.07,3.49
826001.82,16.67,3.08,173422.34,3.5
826297.85,16.68,3.08,173422.02,3.5
826161.87,16.68,3.08,173422.02,3.5
826214.57,16.69,3.09,173422.02,3.5
826078.59,16.69,3.09,173476.44,3.5
825942.62,16.69,3.09,173705.52,3.51
826133.07,16.69,3.1,173647.84,3.51
826040.74,16.7,3.1,174630.47,3.53
826049.79,16.7,3.1,174359.64,3.52
825913.81,16.7,3.1,174359.34,3.53
825777.84,16.7,3.1,174359.33,3.53
825572.08,16.7,3.1,174274.62,3.52
825436.1,16.7,3.1,174274.62,3.53
825164.15,16.7,3.1,174395.99,3.53
825216.85,16.7,3.1,174304.29,3.53
825106.85,16.7,3.1,174194.29,3.53
824970.87,16.7,3.1,174209.06,3.53
824834.9,16.7,3.1,174353.27,3.53
824698.92,16.7,3.1,174352.96,3.53
824477.66,16.7,3.1,174101.07,3.53
824341.68,16.7,3.1,174101.07,3.53
824205.71,16.7,3.1,174526.96,3.54
824069.73,16.7,3.1,174508.07,3.54
824122.43,16.7,3.11,174304.11,3.53
824008.09,16.7,3.11,174941.32,3.55
824289.31,16.71,3.12,174928.36,3.55
824289.31,16.71,3.12,174964.13,3.55
824153.33,16.71,3.12,174963.82,3.55
824017.36,16.72,3.12,174963.82,3.55
823631.22,16.71,3.11,174513.88,3.54
823495.24,16.71,3.11,174807.29,3.55
823359.27,16.71,3.11,174797.28,3.55
823223.29,16.71,3.11,174634.54,3.55
823698.49,16.72,3.12,175565.84,3.56
823504.79,16.72,3.12,175485.2,3.56
823347.43,16.72,3.12,175327.84,3.56
823347.43,16.72,3.12,175352.5,3.56
823211.45,16.72,3.12,175352.2,3.56
823049.46,16.72,3.12,174595.31,3.55
823434.12,16.73,3.13,174595.31,3.55
823298.15,16.73,3.13,174595.31,3.55
823250.93,16.73,3.13,174864.82,3.55
823114.95,16.73,3.13,174943.01,3.56
822842.99,16.73,3.13,175202.58,3.56
822895.7,16.74,3.14,175290.01,3.56
822759.72,16.74,3.14,175445.12,3.57
822759.72,16.74,3.14,175446.07,3.57
822759.72,16.74,3.14,175446.07,3.57
822759.72,16.74,3.14,175412.4,3.57
822623.74,16.74,3.14,175412.56,3.57
822487.76,16.74,3.14,175412.09,3.57
822351.79,16.74,3.14,175462.8,3.57
822215.81,16.74,3.14,175440.75,3.57
822215.81,16.74,3.14,175457.08,3.57
821943.85,16.74,3.14,175591.43,3.58
821807.88,16.74,3.14,175561.32,3.58
821671.9,16.74,3.14,175428.42,3.57
821535.92,16.74,3.14,175428.11,3.57
821399.94,16.74,3.14,175428.11,3.58
821087.85,16.74,3.14,175246.58,3.57
821383.87,16.75,3.15,175313.06,3.57
821436.57,16.75,3.15,175270.87,3.57
821213.11,16.75,3.15,175246.58,3.57
821213.11,16.75,3.15,175246.58,3.57
821213.11,16.75,3.15,175226.89,3.57
821077.13,16.75,3.15,175870.41,3.59
821077.13,16.75,3.15,175870.41,3.59
820941.16,16.75,3.15,175406.95,3.58
820993.86,16.75,3.15,175286.27,3.58
821447.43,16.76,3.16,176439.22,3.6
821500.13,16.76,3.17,176439.28,3.6
821552.83,16.77,3.17,176438.91,3.6
820465.01,16.77,3.18,176438.6,3.61
820465.01,16.77,3.18,176438.6,3.61
820329.03,16.77,3.18,176438.6,3.61
820381.73,16.78,3.18,176438.6,3.61
820245.76,16.78,3.18,176478.37,3.61
820109.78,16.78,3.18,176478.42,3.61
819973.8,16.78,3.18,176438.6,3.61
819824.41,16.78,3.18,176035.87,3.6
819688.43,16.78,3.18,176600.07,3.61
819552.45,16.78,3.18,176599.76,3.62
819416.47,16.78,3.18,176599.76,3.62
819416.47,16.78,3.18,176599.76,3.62
819697.58,16.79,3.19,176658.92,3.62
819697.58,16.79,3.19,176658.92,3.62
819561.61,16.79,3.19,176635.31,3.62
819614.31,16.79,3.19,176599.76,3.62
819478.33,16.79,3.19,177337.14,3.63
819353.17,16.79,3.2,177323.0,3.63
819206.38,16.79,3.2,177177.71,3.63
819206.38,16.79,3.2,177218.71,3.63
819070.4,16.79,3.2,177218.41,3.63
819123.1,16.8,3.2,177218.4,3.63
818762.95,16.79,3.19,177077.47,3.63
818815.65,16.8,3.2,177077.47,3.63
818815.65,16.8,3.2,177077.47,3.63
819006.1,16.8,3.2,177103.42,3.63
819058.81,16.81,3.21,177086.1,3.63
819058.81,16.81,3.21,177074.45,3.63
818922.83,16.81,3.21,177071.08,3.63
818786.85,16.81,3.21,177065.83,3.63
818650.87,16.81,3.21,177945.26,3.65
818378.92,16.81,3.21,177944.95,3.66
818242.94,16.81,3.21,178064.31,3.66
818106.96,16.81,3.21,177988.06,3.66
817970.99,16.81,3.21,177952.38,3.66
817972.31,16.81,3.21,177967.18,3.66
817923.63,16.81,3.22,178840.64,3.68
817924.95,16.81,3.22,178842.38,3.68
817788.98,16.81,3.22,178842.08,3.68
817841.68,16.82,3.22,178842.07,3.68
817705.7,16.82,3.22,178842.07,3.68
817569.72,16.82,3.22,178914.5,3.68
817433.75,16.82,3.22,178915.2,3.68
817297.77,16.82,3.22,178953.76,3.68
817300.55,16.82,3.22,178954.99,3.68
817596.57,16.83,3.23,178907.53,3.68
817596.57,16.83,3.23,178907.56,3.68
817460.59,16.83,3.23,179473.08,3.69
817088.6,16.82,3.23,179073.86,3.69
816952.62,16.82,3.23,179073.55,3.69
817005.32,16.83,3.23,179073.55,3.69
816819.55,16.83,3.23,178915.6,3.69
816819.55,16.83,3.23,178881.04,3.68
816683.58,16.83,3.23,178893.99,3.69
816684.9,16.83,3.23,178913.47,3.69
816548.92,16.83,3.23,178909.42,3.69
816412.94,16.83,3.23,178900.51,3.69
816276.97,16.83,3.23,179322.09,3.7
816140.99,16.83,3.23,179088.19,3.69
816193.69,16.83,3.23,179240.39,3.7
815105.87,16.84,3.24,179240.08,3.7
814969.89,16.84,3.24,179239.77,3.7
815265.92,16.85,3.25,179239.77,3.7
815129.94,16.85,3.25,179309.33,3.71
814771.18,16.84,3.24,179156.21,3.7
814823.89,16.85,3.25,179111.34,3.7
814687.91,16.85,3.25,179113.44,3.7
814315.91,16.84,3.24,179086.64,3.7
814179.93,16.84,3.24,179739.85,3.72
814434.78,16.85,3.25,179261.5,3.71
814614.42,16.85,3.26,180073.09,3.73
814478.44,16.85,3.26,180072.78,3.73
814342.47,16.86,3.26,180072.78,3.73
814638.49,16.86,3.27,180128.57,3.73
815056.6,16.89,3.29,181602.78,3.76
814920.62,16.89,3.29,181602.47,3.76
814784.65,16.89,3.29,181602.47,3.76
813696.83,16.89,3.29,181602.16,3.77
813560.85,16.89,3.3,181602.16,3.77
813424.87,16.89,3.3,181652.62,3.77
813615.33,16.9,3.3,181631.12,3.77
813805.78,16.91,3.31,181602.16,3.77
813858.48,16.91,3.31,182489.11,3.79
813722.5,16.91,3.31,182411.82,3.79
813586.52,16.91,3.31,182411.5,3.79
813586.52,16.91,3.31,182411.5,3.79
813450.55,16.91,3.31,182411.5,3.79
813453.19,16.91,3.31,182451.24,3.79
813505.89,16.92,3.32,182488.3,3.79
813505.89,16.92,3.32,182488.3,3.79
813369.91,16.92,3.32,182498.25,3.8
813422.62,16.92,3.32,182464.62,3.8
813286.64,16.92,3.32,182451.24,3.8
813567.75,16.93,3.33,183261.36,3.81
813863.77,16.94,3.34,183591.01,3.82
813727.79,16.94,3.34,183590.7,3.82
813525.16,16.93,3.34,183334.44,3.82
813389.19,16.94,3.34,183334.44,3.82
813253.21,16.94,3.34,183622.98,3.82
813305.91,16.94,3.34,183454.98,3.82
813358.61,16.94,3.35,183442.86,3.82
813222.63,16.94,3.35,183423.31,3.82
813423.9,16.95,3.35,184225.98,3.84
813280.35,16.95,3.35,184034.29,3.84
812192.54,16.96,3.36,184033.98,3.84
812245.24,16.96,3.36,184034.04,3.84
811873.24,16.95,3.36,183656.03,3.84
811576.21,16.95,3.35,183366.17,3.83
811440.23,16.95,3.35,183365.8,3.83
811153.14,16.95,3.35,183172.92,3.83
811153.14,16.95,3.35,183172.92,3.83
811017.16,16.95,3.35,183172.92,3.83
810881.19,16.95,3.35,183218.67,3.83
810881.19,16.95,3.35,183257.67,3.83
810933.89,16.95,3.35,183221.47,3.83
811238.06,16.96,3.36,183211.92,3.83
811102.08,16.96,3.36,183893.25,3.85
810741.93,16.95,3.36,183776.34,3.84
810794.64,16.96,3.36,183851.13,3.85
811090.66,16.97,3.37,183850.82,3.85
810954.68,16.97,3.37,183850.82,3.85
810818.7,16.97,3.37,183985.84,3.85
810446.7,16.96,3.36,183947.72,3.85
810310.73,16.96,3.36,184002.43,3.85
810207.2,16.96,3.37,185408.55,3.88
810126.08,16.96,3.37,184492.93,3.86
809833.58,16.96,3.36,184222.74,3.86
809697.6,16.96,3.36,184222.44,3.86
809561.63,16.96,3.36,184222.43,3.86
809425.65,16.96,3.36,184222.43,3.86
809289.67,16.96,3.36,184404.1,3.87
809354.99,16.97,3.37,183988.95,3.86
809307.77,16.97,3.37,184200.87,3.86
809611.94,16.98,3.38,184056.58,3.86
809453.27,16.97,3.38,183897.9,3.86
809317.29,16.97,3.38,183860.52,3.86
809192.13,16.98,3.38,184446.03,3.87
809082.13,16.97,3.38,184336.03,3.87
809082.13,16.97,3.38,184391.76,3.87
809124.01,16.98,3.38,184439.2,3.87
809176.71,16.98,3.38,184439.26,3.87
809040.74,16.98,3.38,184438.89,3.87
809040.74,16.98,3.38,184395.58,3.87
808904.76,16.98,3.39,184413.42,3.87
808698.33,16.98,3.38,184266.18,3.87
808751.03,16.98,3.39,184251.42,3.87
808615.05,16.98,3.39,184253.21,3.87
808667.76,16.99,3.39,184248.34,3.87
808531.78,16.99,3.39,184883.11,3.88
808632.95,16.99,3.39,184980.17,3.89
808685.65,17.0,3.4,185092.0,3.89
808549.67,17.0,3.4,185091.7,3.89
808413.7,17.0,3.4,185091.69,3.89
808277.72,17.0,3.4,185366.86,3.9
808330.42,17.0,3.4,185243.31,3.9
808383.12,17.01,3.41,185200.75,3.9
808383.12,17.01,3.41,185208.86,3.9
808679.14,17.01,3.42,185208.47,3.9
808543.17,17.01,3.42,185902.98,3.91
808546.92,17.01,3.42,185904.26,3.91
808410.94,17.01,3.42,185910.55,3.91
808274.97,17.02,3.42,185910.24,3.91
807902.97,17.01,3.41,185537.72,3.91
807766.99,17.01,3.41,185545.15,3.91
807631.01,17.01,3.41,185546.08,3.91
807631.01,17.01,3.41,185498.66,3.91
807683.71,17.01,3.42,185490.3,3.91
807547.74,17.02,3.42,185567.28,3.91
807600.44,17.02,3.42,185527.67,3.91
807464.46,17.02,3.42,185490.3,3.91
807760.48,17.03,3.43,186296.18,3.93
807624.51,17.03,3.43,186295.87,3.93
807488.53,17.03,3.43,186295.87,3.93
807352.55,17.03,3.43,186371.72,3.93
807216.57,17.03,3.43,186307.97,3.93
807080.6,17.03,3.43,186299.0,3.93
806708.6,17.03,3.43,185886.66,3.92
806572.62,17.03,3.43,185958.21,3.93
806447.46,17.03,3.43,186125.14,3.93
806447.46,17.03,3.43,186183.79,3.93
806300.67,17.03,3.43,185942.18,3.93
806300.67,17.03,3.43,185942.18,3.93
806304.77,17.03,3.43,185943.51,3.93
806600.79,17.04,3.44,185943.2,3.93
806464.81,17.04,3.44,185943.2,3.93
806328.83,17.04,3.44,185996.15,3.93
806192.86,17.04,3.44,185993.39,3.93
806056.88,17.04,3.44,185943.2,3.93
805898.2,17.04,3.44,185785.08,3.93
806142.24,17.04,3.45,186357.83,3.94
806006.26,17.04,3.45,186320.39,3.94
