ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
1605509.88,25.85,0.39,213537.82,3.44
1605041.07,25.84,0.39,213009.32,3.43
1604834.87,25.84,0.39,212938.25,3.43
1604543.58,25.84,0.39,212818.52,3.43
1604252.3,25.84,0.39,212698.78,3.43
1603797.43,25.84,0.39,212313.11,3.42
1603669.85,25.84,0.39,212126.1,3.42
1603730.1,25.84,0.39,212110.47,3.42
1603711.94,25.84,0.39,212288.84,3.42
1604099.27,25.85,0.4,212302.21,3.42
1604081.11,25.85,0.4,212806.33,3.43
1603815.13,25.85,0.4,213055.86,3.43
1603511.65,25.85,0.4,212929.19,3.43
1603392.81,25.85,0.4,212750.93,3.43
1603392.81,25.85,0.4,212749.96,3.43
1603126.83,25.85,0.4,212672.33,3.43
1603021.93,25.85,0.4,212636.9,3.43
1602903.09,25.85,0.4,212458.64,3.43
1602245.51,25.84,0.39,211741.64,3.42
1601979.53,25.84,0.39,211736.42,3.42
1601979.53,25.84,0.39,211714.4,3.42
1602176.33,25.85,0.4,211719.96,3.42
1602176.33,25.85,0.4,211745.59,3.42
1601707.52,25.85,0.39,211217.09,3.41
1601549.48,25.84,0.39,211059.94,3.41
1601549.48,25.84,0.39,211059.94,3.41
1600891.89,25.84,0.39,210342.94,3.39
1600659.36,25.84,0.39,210344.31,3.4
1600190.54,25.83,0.38,209815.81,3.39
1599924.57,25.83,0.38,209741.0,3.39
1599822.56,25.83,0.38,209642.17,3.39
1599558.0,25.83,0.38,209613.46,3.39
1599558.0,25.83,0.38,209882.53,3.39
1599174.98,25.83,0.38,209853.48,3.39
1598910.42,25.83,0.38,209846.08,3.39
1598650.51,25.83,0.38,209826.27,3.39
1598372.26,25.83,0.38,209895.97,3.39
1598094.02,25.83,0.38,209849.43,3.39
1597815.78,25.83,0.38,209813.15,3.39
1597984.04,25.83,0.38,210754.85,3.41
1597984.04,25.83,0.38,210709.67,3.41
1597777.85,25.83,0.38,210638.84,3.41
1597777.85,25.83,0.38,210687.45,3.41
1597522.84,25.83,0.38,210689.3,3.41
1597226.61,25.83,0.38,210402.55,3.4
1596939.59,25.83,0.38,210372.57,3.4
1596939.59,25.83,0.38,210338.19,3.4
1596729.1,25.83,0.38,209893.56,3.39
1596071.51,25.82,0.37,209176.56,3.38
1595602.7,25.82,0.37,208648.06,3.38
1595602.7,25.82,0.37,208688.19,3.38
1595568.61,25.82,0.37,208594.03,3.38
1595281.58,25.82,0.37,208622.74,3.38
1594994.56,25.82,0.37,208598.31,3.38
1594336.97,25.81,0.36,207881.31,3.37
1594317.59,25.81,0.36,207795.93,3.36
1594034.06,25.81,0.36,207783.13,3.36
1593745.87,25.81,0.36,207850.86,3.37
1593088.29,25.8,0.36,207133.86,3.35
1592619.47,25.8,0.35,206605.36,3.35
1591975.83,25.79,0.35,206031.18,3.34
1591318.25,25.79,0.34,205314.18,3.33
1591636.21,25.79,0.35,205833.43,3.34
1591348.02,25.79,0.35,205758.71,3.33
1590690.44,25.79,0.34,205041.71,3.32
1590402.25,25.78,0.34,205033.2,3.32
1590147.25,25.78,0.34,205038.78,3.32
1590147.25,25.78,0.34,204954.56,3.32
1589860.22,25.78,0.34,204923.65,3.32
1589573.2,25.78,0.34,204949.45,3.32
1589256.87,25.78,0.34,204713.38,3.32
1588788.06,25.78,0.33,204184.88,3.31
1588501.04,25.78,0.33,204164.53,3.31
1588217.5,25.78,0.33,204147.76,3.31
1587748.69,25.77,0.33,203619.26,3.31
1587748.69,25.77,0.33,203601.28,3.3
1587460.5,25.77,0.33,203690.17,3.31
1587172.31,25.77,0.33,203682.85,3.31
1586807.57,25.77,0.33,203044.68,3.3
1585691.49,25.77,0.33,203008.55,3.3
1585691.49,25.77,0.33,203029.15,3.3
1585148.96,25.76,0.32,202577.76,3.29
1585148.96,25.76,0.32,202577.76,3.29
1584784.21,25.76,0.32,201939.59,3.28
1584578.01,25.76,0.32,201868.96,3.28
1583845.48,25.75,0.31,201227.57,3.27
1583845.48,25.75,0.31,201227.57,3.27
1583746.24,25.75,0.31,200839.99,3.27
1583458.06,25.75,0.31,200742.93,3.26
1583251.86,25.75,0.31,200737.32,3.27
1582968.32,25.75,0.31,200755.12,3.27
1582762.13,25.75,0.31,200752.95,3.27
1582800.94,25.76,0.32,200736.89,3.27
1582701.06,25.76,0.32,200727.1,3.27
1582412.87,25.76,0.32,201217.45,3.28
1582206.68,25.76,0.32,201143.38,3.27
1582378.18,25.76,0.32,201562.78,3.28
1582081.18,25.76,0.32,201251.5,3.28
1582081.18,25.76,0.32,201251.5,3.28
1582063.02,25.76,0.32,201347.89,3.28
1581971.92,25.77,0.33,200824.67,3.27
1582124.65,25.77,0.33,201839.14,3.29
1582033.55,25.77,0.33,201630.35,3.28
1582033.55,25.77,0.33,201630.35,3.28
1582033.55,25.77,0.33,201630.35,3.28
1581767.58,25.77,0.33,201552.91,3.28
1581535.04,25.77,0.33,201547.71,3.28
1581270.48,25.77,0.33,201520.57,3.28
1581187.52,25.77,0.34,201414.31,3.28
1580899.98,25.77,0.34,201899.21,3.29
1580522.49,25.77,0.33,201531.76,3.29
1580257.94,25.77,0.33,201640.18,3.29
1579993.38,25.77,0.33,201582.08,3.29
1579902.28,25.77,0.33,201058.86,3.28
1579641.21,25.77,0.33,201012.59,3.28
1579394.34,25.77,0.33,201753.43,3.29
1579188.14,25.77,0.33,201764.34,3.29
1579188.14,25.77,0.33,201764.34,3.29
1579188.14,25.77,0.33,201763.37,3.29
1579188.14,25.77,0.33,201762.4,3.29
1579188.14,25.77,0.33,201762.4,3.29
1578922.16,25.77,0.33,201757.0,3.29
1578675.94,25.77,0.33,201754.39,3.29
1578469.74,25.77,0.33,201752.36,3.29
1578451.58,25.78,0.34,201839.67,3.3
1578451.58,25.78,0.34,201839.67,3.3
1578451.58,25.78,0.34,201839.67,3.3
1578196.58,25.78,0.34,201845.25,3.3
1578196.58,25.78,0.34,201845.25,3.3
1578196.58,25.78,0.34,201845.25,3.3
1578196.58,25.78,0.34,201845.25,3.3
1578236.55,25.78,0.34,201812.95,3.3
1578137.84,25.78,0.34,201846.87,3.3
1578137.84,25.78,0.34,201846.87,3.3
1577905.3,25.78,0.34,201850.96,3.3
1577618.28,25.78,0.34,201827.52,3.3
1577777.76,25.79,0.35,201812.64,3.3
1577513.2,25.79,0.35,201790.08,3.3
1577225.02,25.79,0.35,202055.15,3.3
1577125.14,25.79,0.35,201781.71,3.3
1576836.95,25.79,0.35,202874.2,3.32
1576630.76,25.79,0.35,202803.37,3.32
1576630.76,25.79,0.35,203154.58,3.32
1576691.01,25.79,0.35,203138.95,3.32
1576426.45,25.79,0.35,203075.09,3.32
1576426.45,25.79,0.35,203075.09,3.32
1575818.24,25.78,0.35,202473.47,3.31
1575435.22,25.78,0.34,202043.02,3.31
1575229.02,25.78,0.34,202037.61,3.31
1575139.08,25.78,0.35,202013.63,3.31
1575049.15,25.78,0.35,202007.15,3.31
1574770.9,25.78,0.35,202052.76,3.31
1574684.45,25.79,0.35,202025.57,3.31
1574424.54,25.79,0.35,201925.5,3.31
1574588.16,25.79,0.35,201902.64,3.31
1574341.29,25.79,0.36,201216.52,3.3
1574135.61,25.79,0.36,200846.64,3.29
1573979.31,25.79,0.36,201231.11,3.3
1573699.9,25.79,0.36,201978.08,3.31
1573403.67,25.79,0.35,202054.08,3.31
1573542.72,25.79,0.36,202325.37,3.32
1573287.71,25.79,0.36,202330.96,3.32
1573000.69,25.79,0.36,202302.24,3.32
1572627.67,25.79,0.35,202310.76,3.32
1572340.64,25.79,0.35,202334.41,3.32
1572241.93,25.79,0.36,202318.69,3.32
1571958.39,25.79,0.36,202298.23,3.32
1571670.2,25.79,0.36,202409.72,3.32
1571381.52,25.79,0.35,202112.6,3.32
1571093.33,25.79,0.35,201990.8,3.32
1570796.33,25.78,0.35,201776.02,3.31
1570508.15,25.78,0.35,201953.67,3.32
1570219.46,25.78,0.35,201563.85,3.31
1570219.46,25.78,0.35,201562.89,3.31
1569975.3,25.78,0.35,200968.14,3.3
1569975.3,25.78,0.35,200968.14,3.3
1569669.17,25.78,0.35,200793.98,3.3
1569462.97,25.78,0.35,200791.95,3.3
1569371.87,25.78,0.35,200583.16,3.3
1569125.65,25.78,0.35,200588.48,3.3
1569125.65,25.78,0.35,200588.48,3.3
1568847.41,25.78,0.35,200565.93,3.3
1569012.19,25.79,0.35,200550.18,3.3
1568994.03,25.79,0.36,200637.49,3.3
1568715.78,25.79,0.36,200877.03,3.3
1568768.02,25.79,0.36,200824.32,3.3
1568768.02,25.79,0.36,200824.32,3.3
1568768.02,25.79,0.36,200824.32,3.3
1568560.81,25.79,0.36,200634.2,3.3
1568325.91,25.79,0.36,201482.11,3.31
1568600.22,25.79,0.36,201268.45,3.31
1568488.15,25.79,0.36,201262.57,3.31
1568233.15,25.79,0.36,201263.09,3.31
1568142.05,25.8,0.37,200802.17,3.3
1568142.05,25.8,0.37,200802.17,3.3
1568142.05,25.8,0.37,200802.56,3.3
1567855.02,25.8,0.37,200776.71,3.3
1567772.06,25.8,0.37,201249.58,3.31
1567772.06,25.8,0.37,201245.41,3.31
1567772.06,25.8,0.37,201244.44,3.31
1567672.83,25.8,0.37,201252.36,3.31
1567433.91,25.8,0.37,201076.49,3.31
1567146.89,25.8,0.37,201102.44,3.31
1566859.86,25.8,0.37,201077.53,3.31
1566576.33,25.8,0.37,201090.01,3.31
1566615.14,25.8,0.37,201070.71,3.31
1566408.94,25.8,0.37,200999.64,3.31
1566309.06,25.8,0.37,200986.55,3.31
1566309.06,25.8,0.37,200964.15,3.31
1566020.88,25.8,0.37,201457.61,3.32
1565774.65,25.8,0.37,201462.94,3.32
1565516.81,25.8,0.37,200794.55,3.31
1565356.89,25.8,0.38,200722.97,3.31
1565655.1,25.81,0.38,201221.65,3.32
1565309.04,25.8,0.38,200853.82,3.31
1565102.84,25.81,0.38,200782.75,3.31
1565267.62,25.81,0.38,200756.86,3.31
1564989.38,25.81,0.38,200744.44,3.31
1564711.14,25.81,0.38,200970.12,3.31
1564328.11,25.81,0.38,200865.5,3.31
1564053.35,25.81,0.38,200852.68,3.31
1563970.39,25.81,0.38,200746.42,3.31
1563952.23,25.81,0.38,200924.8,3.32
1563664.69,25.81,0.38,201408.87,3.32
1563664.69,25.81,0.38,201431.34,3.32
1563401.55,25.81,0.38,202134.18,3.34
1563598.35,25.82,0.39,202139.75,3.34
1563320.11,25.81,0.39,202105.2,3.34
1562937.08,25.81,0.38,202165.59,3.34
1563175.53,25.82,0.39,202109.03,3.34
1562897.29,25.82,0.39,202097.84,3.34
1562810.84,25.82,0.39,202294.41,3.34
1562719.74,25.82,0.39,202190.11,3.34
1562371.53,25.82,0.39,202092.55,3.34
1562280.43,25.82,0.39,202915.13,3.35
1562328.03,25.82,0.4,203072.45,3.36
1562118.64,25.82,0.39,202859.86,3.35
1562118.64,25.82,0.39,202837.38,3.35
1562118.64,25.82,0.39,202837.38,3.35
1562118.64,25.82,0.39,202859.67,3.35
1561863.63,25.82,0.39,202858.49,3.35
1561764.92,25.82,0.4,202835.21,3.35
1560619.14,25.82,0.4,202935.1,3.36
1560330.96,25.82,0.4,202813.68,3.36
1560098.42,25.82,0.4,202813.53,3.36
1559810.23,25.82,0.4,202991.59,3.36
1559545.68,25.82,0.4,202959.98,3.36
1559281.12,25.82,0.4,203518.36,3.37
1559464.23,25.82,0.4,203464.69,3.37
1559185.99,25.82,0.4,203639.68,3.37
1558939.77,25.82,0.4,203630.52,3.37
1558704.97,25.82,0.4,203437.76,3.37
1558498.77,25.82,0.4,203435.59,3.37
1558227.5,25.82,0.4,203355.71,3.37
1558136.4,25.82,0.4,205651.16,3.41
1557858.15,25.82,0.4,205705.09,3.41
1558022.93,25.83,0.41,205655.67,3.41
1557765.09,25.83,0.41,204987.29,3.4
1557486.85,25.83,0.41,204954.95,3.4
1557138.62,25.83,0.41,204695.33,3.4
1556863.86,25.83,0.41,205272.88,3.41
1556657.67,25.83,0.41,205198.82,3.4
1556284.64,25.82,0.4,204812.86,3.4
1556026.8,25.82,0.4,204144.47,3.39
1556026.8,25.82,0.4,204129.3,3.39
1555678.57,25.82,0.4,203869.67,3.38
1555423.57,25.82,0.4,203877.98,3.38
1555157.59,25.82,0.4,203764.76,3.38
1554860.6,25.82,0.4,203450.36,3.38
1554769.5,25.82,0.4,203336.93,3.38
1554686.53,25.82,0.4,203865.45,3.39
1554817.44,25.83,0.41,203977.83,3.39
1554973.44,25.83,0.41,203951.95,3.39
1554973.44,25.83,0.41,203977.12,3.39
1555360.78,25.84,0.42,203990.49,3.39
1554977.75,25.83,0.42,204019.81,3.39
1554780.52,25.83,0.41,203952.51,3.39
1554522.68,25.83,0.41,203284.12,3.38
1554362.76,25.83,0.42,203212.54,3.38
1554075.73,25.83,0.42,203190.06,3.38
1553977.02,25.83,0.42,203177.14,3.38
1553977.02,25.83,0.42,203177.14,3.38
1553673.53,25.83,0.41,203409.72,3.38
1553389.99,25.83,0.41,203433.09,3.38
1553101.81,25.83,0.41,203401.53,3.38
1553001.93,25.83,0.42,203388.68,3.38
1552713.74,25.83,0.42,203810.87,3.39
1552466.87,25.83,0.42,201477.79,3.35
1552635.14,25.84,0.42,201453.72,3.35
1552355.73,25.84,0.42,201359.43,3.35
1552272.77,25.84,0.42,201968.04,3.36
1551998.01,25.84,0.42,201936.1,3.36
1551689.1,25.83,0.42,201640.83,3.36
1551689.1,25.83,0.42,201637.65,3.36
1551515.75,25.84,0.42,201641.45,3.36
1551424.66,25.84,0.42,201118.22,3.35
1551424.66,25.84,0.42,201137.63,3.35
1551161.52,25.84,0.42,201047.49,3.35
1550955.32,25.84,0.42,200973.12,3.35
1550735.28,25.84,0.42,200795.3,3.35
1550193.25,25.83,0.42,200806.94,3.35
1550193.25,25.83,0.42,200806.94,3.35
1550102.15,25.84,0.42,200598.15,3.34
1550102.15,25.84,0.42,200598.15,3.34
1549815.13,25.84,0.42,200573.57,3.34
1549528.1,25.84,0.42,200551.05,3.34
1549445.14,25.84,0.43,200444.79,3.34
1549162.68,25.84,0.43,200933.1,3.35
1548879.14,25.84,0.43,200950.59,3.35
1548590.95,25.84,0.43,200932.37,3.35
1548521.42,25.84,0.43,200493.98,3.35
1548232.73,25.84,0.43,200333.28,3.34
1548072.81,25.84,0.43,200210.67,3.34
1547784.63,25.84,0.43,200318.27,3.34
1547496.44,25.84,0.43,200194.7,3.34
1547496.44,25.84,0.43,200194.7,3.34
1547290.24,25.84,0.43,200192.53,3.34
1547342.48,25.84,0.43,200139.8,3.34
1547342.48,25.84,0.43,200161.83,3.34
1547079.35,25.84,0.43,200947.41,3.36
1546507.83,25.84,0.43,201279.41,3.36
1546358.46,25.84,0.43,200724.34,3.35
1546546.48,25.84,0.43,201001.3,3.36
1546288.63,25.84,0.43,200332.91,3.35
1546270.47,25.85,0.44,200420.36,3.35
1545922.25,25.84,0.44,200160.74,3.35
1545656.27,25.84,0.44,200083.13,3.35
1545390.29,25.84,0.44,200077.89,3.35
1545307.33,25.85,0.44,199895.85,3.34
1545307.33,25.85,0.44,199894.89,3.34
1545133.98,25.85,0.44,200169.85,3.35
1544550.49,25.84,0.43,199587.01,3.34
1544402.36,25.84,0.43,198706.32,3.32
1544144.52,25.84,0.43,198037.93,3.31
1544144.52,25.84,0.43,198015.91,3.31
1544144.52,25.84,0.43,198039.73,3.31
1544326.29,25.84,0.44,198310.11,3.32
1544235.19,25.85,0.44,197786.88,3.31
1544235.19,25.85,0.44,197770.18,3.31
1543977.35,25.85,0.44,197101.79,3.3
1544285.89,25.85,0.44,197545.83,3.31
1544030.88,25.85,0.45,197551.42,3.31
1543743.86,25.85,0.45,197529.66,3.31
1543456.84,25.85,0.45,197513.71,3.31
1543456.84,25.85,0.45,197512.74,3.31
1543250.07,25.85,0.44,197259.07,3.3
1543406.07,25.85,0.45,197288.16,3.3
1543199.88,25.85,0.45,197285.99,3.31
1543199.88,25.85,0.45,197305.39,3.31
1543243.34,25.86,0.45,197290.98,3.31
1543143.46,25.86,0.45,197272.26,3.31
1541059.02,25.86,0.45,197215.91,3.31
1540826.48,25.86,0.46,197212.22,3.31
1540538.29,25.86,0.46,197873.49,3.32
1540250.11,25.86,0.46,197980.42,3.32
1540368.65,25.86,0.46,198220.6,3.33
1540104.09,25.86,0.46,198297.27,3.33
1539721.07,25.86,0.46,198077.47,3.33
1539456.51,25.86,0.46,197993.87,3.33
1539191.95,25.86,0.46,197964.16,3.33
1538930.88,25.86,0.46,198729.16,3.34
1538675.88,25.86,0.46,198760.54,3.34
1538420.87,25.86,0.46,198754.49,3.34
1538215.92,25.86,0.45,198543.27,3.34
1537928.89,25.86,0.45,198521.2,3.34
1537641.87,25.86,0.45,198550.06,3.34
1537550.77,25.86,0.46,198341.27,3.34
1537532.61,25.86,0.46,198271.18,3.33
1537688.61,25.87,0.46,198254.07,3.33
1537405.07,25.86,0.46,198237.96,3.34
1537116.89,25.86,0.46,198508.71,3.34
1536910.69,25.87,0.46,198686.34,3.34
1536622.5,25.86,0.46,198542.31,3.34
1536622.5,25.86,0.46,198561.42,3.34
1536836.5,25.87,0.47,198541.63,3.34
1536526.17,25.87,0.47,198815.44,3.35
1536514.48,25.87,0.47,198804.31,3.35
1536514.48,25.87,0.47,198785.19,3.35
1536259.47,25.87,0.47,198816.57,3.35
1535981.23,25.87,0.47,198817.48,3.35
1535898.27,25.87,0.47,198711.22,3.35
1536053.75,25.88,0.48,199648.02,3.36
1535821.21,25.88,0.48,199642.82,3.36
1535563.37,25.88,0.48,198974.44,3.35
1535215.14,25.88,0.48,198714.82,3.35
1535125.21,25.88,0.48,198618.31,3.35
1534878.34,25.88,0.48,198174.95,3.34
1532793.9,25.88,0.48,198118.6,3.34
1532703.96,25.88,0.48,198075.2,3.34
1532497.76,25.88,0.48,198064.34,3.34
1532707.11,25.89,0.49,198798.16,3.36
1532442.55,25.89,0.49,198771.02,3.36
1532164.31,25.89,0.49,199586.58,3.37
1531786.36,25.88,0.48,199198.09,3.37
1531521.81,25.88,0.48,199251.09,3.37
1531435.35,25.88,0.49,198776.53,3.36
1531497.79,25.89,0.49,198740.63,3.36
1531291.6,25.89,0.49,198798.47,3.36
1531030.53,25.89,0.49,198774.65,3.36
1530764.81,25.89,0.49,199232.54,3.37
1530517.29,25.89,0.49,199188.84,3.37
1530254.15,25.89,0.49,198960.04,3.37
1529951.38,25.89,0.49,198666.07,3.36
1529685.66,25.89,0.49,198414.75,3.36
1529419.94,25.89,0.49,198515.62,3.36
1529607.96,25.89,0.49,198792.58,3.37
1529361.74,25.89,0.5,198783.55,3.37
1529361.74,25.89,0.5,198783.55,3.37
1529083.49,25.89,0.5,198761.48,3.37
1529083.49,25.89,0.5,198761.48,3.37
1528877.29,25.89,0.5,198690.48,3.37
1528599.05,25.89,0.5,199111.16,3.37
1528599.05,25.89,0.5,199110.19,3.37
1528392.85,25.89,0.5,199104.96,3.37
1528193.64,25.89,0.49,198924.67,3.37
1527915.4,25.89,0.49,198886.45,3.37
1527649.42,25.89,0.49,198808.76,3.37
1527649.42,25.89,0.49,198830.39,3.37
1527649.42,25.89,0.49,198857.46,3.37
1527498.73,25.89,0.49,199900.09,3.39
1527223.98,25.89,0.49,199624.68,3.38
1527132.88,25.89,0.49,199101.46,3.38
1527132.88,25.89,0.49,199082.62,3.38
1526875.03,25.89,0.49,198388.35,3.36
1526658.7,25.89,0.49,198116.07,3.36
1526310.47,25.89,0.49,197882.34,3.36
1526219.37,25.89,0.49,197673.55,3.35
1525941.13,25.89,0.49,197629.5,3.35
1526120.89,25.9,0.5,198062.08,3.36
1526037.92,25.9,0.5,197955.82,3.36
1525968.39,25.9,0.5,197517.42,3.35
1525971.85,25.9,0.51,197567.81,3.35
1525684.31,25.9,0.51,198053.72,3.36
1525485.1,25.9,0.5,197913.22,3.36
1525230.1,25.9,0.5,197913.03,3.36
1524964.12,25.9,0.5,197835.34,3.36
1524677.1,25.9,0.5,197807.41,3.36
1524390.07,25.9,0.5,197836.4,3.36
1524014.34,25.89,0.5,197468.66,3.36
1524185.84,25.9,0.5,197888.03,3.36
1523898.82,25.9,0.5,197859.07,3.36
1523692.62,25.9,0.5,197788.44,3.36
1523409.08,25.9,0.5,197780.86,3.36
1523120.9,25.9,0.5,197840.44,3.36
1522823.9,25.9,0.5,197545.69,3.36
1522535.71,25.89,0.5,197545.46,3.36
1522435.83,25.9,0.5,197631.15,3.36
1522345.9,25.9,0.51,197571.61,3.36
1522090.89,25.9,0.51,197553.13,3.36
1521803.87,25.9,0.51,197584.44,3.36
1521516.85,25.9,0.51,197562.37,3.36
1521418.13,25.9,0.51,197547.91,3.36
1521322.9,25.9,0.51,197537.42,3.36
1521034.71,25.9,0.51,197725.25,3.37
1521262.23,25.91,0.52,198142.25,3.37
1520974.05,25.91,0.52,198015.02,3.37
1520974.05,25.91,0.52,198009.03,3.37
1520974.05,25.91,0.52,198031.15,3.37
1520685.86,25.91,0.52,198320.82,3.38
1520685.86,25.91,0.52,198298.79,3.38
1520430.86,25.91,0.52,198304.38,3.38
1520430.86,25.91,0.52,198328.85,3.38
1520412.7,25.91,0.52,198425.23,3.38
1520125.67,25.91,0.52,198403.48,3.38
1519918.46,25.91,0.52,198202.13,3.38
1519631.44,25.91,0.52,198219.33,3.38
1519532.72,25.91,0.52,198203.25,3.38
1519437.49,25.91,0.52,198192.29,3.38
1519437.49,25.91,0.52,198192.29,3.38
1519149.3,25.91,0.52,198375.42,3.38
1518893.73,25.91,0.52,198126.7,3.38
1518605.54,25.91,0.52,197992.42,3.38
1518317.35,25.91,0.52,198289.08,3.38
1518317.35,25.91,0.52,198286.32,3.38
1517998.61,25.9,0.51,197967.58,3.38
1517743.61,25.9,0.52,197973.16,3.38
1517511.07,25.9,0.52,197967.76,3.38
1517511.07,25.9,0.52,197944.83,3.38
1517224.05,25.9,0.52,197916.11,3.38
1516959.49,25.9,0.52,198067.35,3.38
1516889.95,25.9,0.52,197628.95,3.37
1516542.19,25.9,0.52,197327.84,3.37
1516542.19,25.9,0.52,197327.84,3.37
1516255.17,25.9,0.52,197350.11,3.37
1515968.14,25.9,0.52,197332.77,3.37
1515684.61,25.9,0.52,197314.33,3.37
1515307.13,25.9,0.51,196949.8,3.37
1515100.93,25.9,0.51,196961.04,3.37
1514812.74,25.9,0.51,197025.39,3.37
1514712.86,25.9,0.51,197118.17,3.37
1514643.33,25.9,0.52,196679.78,3.36
1514296.8,25.9,0.52,196380.16,3.36
1514296.8,25.9,0.52,196277.76,3.36
1514296.8,25.9,0.52,196262.59,3.36
1514018.55,25.9,0.52,196226.41,3.36
1514366.41,25.91,0.52,196173.02,3.36
1514160.22,25.91,0.52,196102.02,3.36
1513872.03,25.91,0.52,196090.91,3.36
1513782.09,25.91,0.53,196916.91,3.37
1513842.35,25.91,0.53,196901.28,3.37
1513842.35,25.91,0.53,196901.28,3.37
1513583.73,25.91,0.53,196307.74,3.36
1513377.53,25.91,0.53,196302.51,3.36
1513065.94,25.91,0.53,196994.19,3.37
1512937.79,25.91,0.53,196983.78,3.37
1512677.88,25.91,0.53,196909.45,3.37
1512427.52,25.91,0.53,196835.64,3.37
1512181.3,25.91,0.53,196827.72,3.37
1511903.06,25.91,0.53,196880.41,3.37
1511803.82,25.91,0.53,196260.83,3.36
1511803.82,25.91,0.53,196259.86,3.36
1511525.58,25.91,0.53,196349.43,3.37
1511259.86,25.91,0.53,195867.19,3.36
1511004.86,25.91,0.53,195127.52,3.35
1511174.28,25.92,0.54,195144.63,3.35
1510896.04,25.92,0.54,195072.74,3.35
1510608.5,25.92,0.54,195590.64,3.36
1510608.5,25.92,0.54,195589.67,3.36
1510330.26,25.92,0.54,195525.29,3.36
1510239.16,25.92,0.54,196696.86,3.38
1510032.71,25.92,0.54,196846.68,3.38
1509800.17,25.92,0.54,196850.77,3.38
1509553.3,25.92,0.54,197577.26,3.39
1509278.16,25.92,0.54,197002.49,3.38
1509004.17,25.92,0.54,196992.72,3.38
1508839.23,25.92,0.54,197457.69,3.39
1508574.67,25.92,0.54,197426.26,3.39
1508310.11,25.92,0.54,197586.8,3.39
1508045.55,25.92,0.54,197424.67,3.39
1507784.48,25.92,0.54,197525.07,3.4
1507694.54,25.92,0.54,198832.27,3.42
1507447.68,25.92,0.54,199413.83,3.43
1507192.67,25.92,0.54,199445.21,3.43
1506859.68,25.92,0.54,199052.07,3.42
1507204.42,25.92,0.55,198612.93,3.42
1507204.42,25.92,0.55,198725.0,3.42
1506929.66,25.92,0.55,198764.36,3.42
1506823.93,25.93,0.55,199057.26,3.42
1506568.92,25.93,0.55,198787.1,3.42
1506302.95,25.93,0.55,198673.09,3.42
1506070.45,25.92,0.55,198511.93,3.42
1505824.22,25.92,0.55,198517.26,3.42
1505824.22,25.92,0.55,198517.26,3.42
1505545.98,25.92,0.55,198494.7,3.42
1505460.69,25.92,0.55,197862.58,3.41
1505617.16,25.93,0.55,198416.95,3.42
1505617.16,25.93,0.55,198416.95,3.42
1505459.09,25.93,0.55,198260.25,3.41
1505510.5,25.93,0.55,198245.68,3.41
1505046.07,25.93,0.55,197919.3,3.41
1505234.1,25.93,0.56,197705.07,3.41
1504955.85,25.93,0.56,197687.19,3.41
1504856.62,25.93,0.56,197363.39,3.4
1505084.14,25.94,0.56,197427.11,3.4
1504720.42,25.93,0.56,197462.54,3.4
1504514.22,25.94,0.56,197357.15,3.4
1504235.98,25.94,0.56,197362.19,3.4
1503961.22,25.93,0.56,197763.53,3.41
1503744.89,25.93,0.56,197552.29,3.41
1503744.89,25.93,0.56,197547.68,3.41
1503481.75,25.93,0.56,197434.89,3.41
1501217.58,25.93,0.56,197382.76,3.41
1500973.42,25.93,0.56,196800.99,3.4
1500955.26,25.93,0.56,196897.38,3.4
1500955.26,25.93,0.56,196916.47,3.4
1500649.13,25.93,0.56,196788.85,3.4
1500416.59,25.93,0.56,196792.94,3.4
1500811.63,25.94,0.57,197409.68,3.41
1500340.16,25.93,0.56,196892.34,3.4
1500075.6,25.93,0.56,196867.87,3.4
1499811.04,25.93,0.56,196994.58,3.41
1499604.84,25.94,0.56,196923.75,3.41
1499667.28,25.94,0.57,196892.03,3.41
1499568.05,25.94,0.57,196356.17,3.4
1499306.98,25.94,0.57,196242.52,3.4
1499378.97,25.95,0.57,196268.79,3.4
1499575.13,25.95,0.58,197643.15,3.42
1499575.13,25.95,0.58,197665.69,3.42
1499556.97,25.95,0.58,197843.82,3.42
1499331.98,25.95,0.58,197768.29,3.42
1499520.0,25.96,0.59,198045.24,3.43
1499359.32,25.96,0.58,197511.29,3.42
1499363.64,25.96,0.59,199322.92,3.45
1499242.72,25.96,0.59,198825.78,3.44
1498987.71,25.96,0.59,198831.37,3.44
1498913.05,25.96,0.59,200087.53,3.47
1498626.03,25.96,0.59,200065.78,3.47
1498163.47,25.96,0.59,199592.02,3.46
1498319.47,25.96,0.59,199578.19,3.46
