ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6fa8-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
399,1838,1638710,6212,1646710
400,1846,1639710,6212,1647710
401,1854,1647710,6212,1655710
401,1854,1648710,6212,1656710
401,1854,1648710,6212,1656710
401,1854,1648710,6212,1656710
401,1854,1649030,6212,1657030
401,1854,1650030,6212,1658030
401,1854,1650030,6212,1658030
401,1854,1651030,6212,1659030
401,1854,1651030,6212,1659030
401,1854,1652030,6212,1660030
401,1854,1653030,6212,1661030
401,1854,1653350,6212,1661350
401,1854,1653460,6212,1661460
402,1862,1654460,6212,1662460
402,1862,1654780,6212,1662780
402,1862,1655780,6212,1663780
403,1864,1656250,6212,1664250
403,1864,1657060,6212,1665060
403,1864,1657060,6212,1665060
403,1864,1658060,6212,1666060
403,1864,1659060,6212,1667060
403,1864,1659060,6212,1667060
403,1864,1660060,6212,1668060
403,1864,1661060,6212,1669060
403,1864,1662060,6212,1670060
403,1864,1662280,6212,1670280
403,1864,1663280,6212,1671280
403,1864,1664090,6212,1672090
404,1866,1664560,6212,1672560
404,1866,1665030,6212,1673030
405,1868,1666030,6212,1674030
405,1868,1667030,6212,1675030
405,1868,1667680,6212,1675680
405,1868,1668680,6212,1676680
406,1876,1669680,6212,1677680
406,1876,1670490,6212,1678490
406,1876,1671490,6212,1679490
406,1876,1671810,6212,1679810
406,1876,1672130,6212,1680130
406,1876,1673130,6212,1681130
406,1876,1674130,6212,1682130
406,1876,1675130,6212,1683130
406,1876,1676130,6212,1684130
406,1876,1676780,6212,1684780
406,1876,1677250,6212,1685250
407,1884,1678250,6212,1686250
407,1884,1679250,6212,1687250
407,1884,1680060,6212,1688060
407,1884,1681060,6212,1689060
407,1884,1682060,6212,1690060
407,1884,1682870,6212,1690870
408,1886,1683330,6212,1691330
408,1886,1684330,6212,1692330
408,1886,1685330,6212,1693330
408,1886,1685800,6212,1693800
408,1886,1686800,6212,1694800
409,1894,1687610,6212,1695610
409,1894,1688420,6212,1696420
409,1894,1689420,6212,1697420
409,1894,1689420,6212,1697420
409,1894,1690420,6212,1698420
409,1894,1691230,6212,1699230
410,1896,1692230,6212,1700230
410,1896,1692230,6212,1700230
410,1896,1693230,6212,1701230
410,1896,1694230,6212,1702230
410,1896,1695230,6212,1703230
410,1896,1695700,6212,1703700
410,1896,1696700,6212,1704700
411,1904,1697510,6212,1705510
411,1904,1698160,6212,1706160
411,1904,1698630,6212,1706630
411,1904,1698950,6212,1706950
411,1904,1699950,6212,1707950
412,1906,1700950,6212,1708950
412,1906,1701950,6212,1709950
412,1906,1701950,6212,1709950
412,1906,1702420,6212,1710420
412,1906,1702420,6212,1710420
412,1906,1703420,6212,1711420
413,1914,1704420,6212,1712420
413,1914,1705230,6212,1713230
413,1914,1706230,6212,1714230
413,1914,1707230,6212,1715230
413,1914,1708230,6212,1716230
413,1914,1708700,6212,1716700
413,1914,1709700,6212,1717700
413,1914,1710020,6212,1718020
413,1914,1711020,6212,1719020
414,1916,1712020,6212,1720020
414,1916,1712020,6212,1720020
414,1916,1712490,6212,1720490
414,1916,1713300,6212,1721300
414,1916,1713300,6212,1721300
414,1916,1714300,6212,1722300
414,1916,1714770,6212,1722770
414,1916,1715000,6212,1723000
415,1924,1715470,6212,1723470
415,1924,1715470,6212,1723470
415,1924,1716470,6212,1724470
415,1924,1716930,6212,1724930
415,1924,1717400,6212,1725400
415,1924,1718400,6212,1726400
415,1924,1718860,6212,1726860
415,1924,1719670,6212,1727670
415,1924,1719670,6212,1727670
415,1924,1720670,6212,1728670
415,1924,1721670,6212,1729670
415,1924,1722670,6212,1730670
415,1924,1723670,6212,1731670
416,1926,1724670,6212,1732670
416,1926,1724670,6212,1732670
416,1926,1724670,6212,1732670
416,1926,1725140,6212,1733140
416,1926,1725140,6212,1733140
416,1926,1725950,6212,1733950
417,1934,1726950,6212,1734950
417,1934,1727950,6212,1735950
417,1934,1728760,6212,1736760
417,1934,1729230,6212,1737230
417,1934,1730040,6212,1738040
418,1936,1731040,6212,1739040
418,1936,1731040,6212,1740040
418,1936,1731690,6212,1740690
418,1936,1732690,6212,1741690
418,1936,1732690,6212,1741690
418,1936,1733690,6212,1742690
419,1944,1734690,6212,1743690
419,1944,1735690,6212,1744690
419,1944,1736010,6212,1745010
419,1944,1736330,6212,1745330
419,1944,1737330,6212,1746330
419,1944,1738330,6212,1747330
419,1944,1739330,6212,1748330
420,1946,1740330,6212,1749330
420,1946,1741140,6212,1750140
420,1946,1741140,6212,1750140
420,1946,1741610,6212,1750610
420,1946,1742610,6212,1751610
420,1946,1743610,6212,1752610
420,1946,1743930,6212,1752930
420,1946,1744930,6212,1753930
421,1954,1745400,6212,1754400
421,1954,1746210,6212,1755210
421,1954,1746530,6212,1755530
421,1954,1746530,6212,1755530
421,1954,1746530,6212,1755530
421,1954,1746530,6212,1755530
421,1954,1747530,6212,1756530
421,1954,1748530,6212,1757530
421,1954,1749340,6212,1758340
421,1954,1749340,6212,1758340
421,1954,1750150,6212,1759150
421,1954,1750150,6212,1759150
421,1954,1750620,6212,1759620
421,1954,1750620,6212,1759620
421,1954,1751620,6212,1760620
422,1962,1752620,6212,1761620
422,1962,1752620,6212,1761620
422,1962,1753430,6212,1762430
422,1962,1753900,6212,1762900
422,1962,1754900,6212,1763900
422,1962,1755490,6212,1764490
422,1962,1755810,6212,1764810
422,1962,1755810,6212,1764810
422,1962,1756810,6212,1765810
422,1962,1757810,6212,1766810
422,1962,1758810,6212,1767810
422,1962,1759810,6212,1768810
422,1962,1760360,6212,1769360
422,1962,1760360,6212,1769360
422,1962,1761360,6212,1770360
422,1962,1762360,6212,1771360
422,1962,1762360,6212,1771360
422,1962,1762360,6212,1771360
422,1962,1762910,6212,1771910
423,1970,1763910,6212,1772910
423,1970,1764910,6212,1773910
423,1970,1765910,6212,1774910
423,1970,1766130,6212,1775130
424,1972,1766590,6212,1775590
424,1972,1767590,6212,1776590
424,1972,1768180,6212,1777180
424,1972,1769180,6212,1778180
424,1972,1770180,6212,1779180
424,1972,1771180,6212,1780180
424,1972,1772180,6212,1781180
425,1974,1773180,6212,1782180
425,1974,1773500,6212,1782500
425,1974,1773500,6212,1782500
425,1974,1774090,6212,1783090
425,1974,1774090,6212,1783090
425,1974,1774090,6212,1783090
425,1974,1774090,6212,1783090
425,1974,1774560,6212,1783560
426,1982,1775560,6212,1784560
426,1982,1776370,6212,1785370
426,1982,1776370,6212,1785370
426,1982,1776690,6212,1785690
426,1982,1777690,6212,1786690
426,1982,1778690,6212,1787690
426,1982,1779690,6212,1788690
426,1982,1780690,6212,1789690
426,1982,1781500,6212,1790500
426,1982,1782500,6212,1791500
427,1990,1783500,6212,1792500
427,1990,1784500,6212,1793500
427,1990,1785500,6212,1794500
427,1990,1786500,6212,1795500
427,1990,1787050,6212,1796050
427,1990,1787860,6212,1796860
427,1990,1787860,6212,1796860
427,1990,1788860,6212,1797860
427,1990,1788860,6212,1797860
427,1990,1789860,6212,1798860
427,1990,1790860,6212,1799860
428,1998,1791510,6212,1800510
428,1998,1791510,6212,1800510
428,1998,1792510,6212,1801510
428,1998,1793510,6212,1802510
428,1998,1793510,6212,1802510
428,1998,1794320,6212,1803320
428,1998,1794320,6212,1803320
428,1998,1795320,6212,1804320
428,1998,1795640,6212,1804640
428,1998,1796640,6212,1805640
428,1998,1797640,6212,1806640
429,2006,1805640,6212,1814640
429,2006,1806640,6212,1815640
429,2006,1807290,6212,1816290
430,2014,1808290,6212,1817290
430,2014,1808290,6212,1817290
430,2014,1809290,6212,1818290
430,2014,1810290,6212,1819290
430,2014,1811290,6212,1820290
430,2014,1812290,6212,1821290
430,2014,1812290,6212,1821290
430,2014,1813100,6212,1822100
430,2014,1814100,6212,1823100
430,2014,1815100,6212,1824100
430,2014,1816100,6212,1825100
431,2016,1816450,6212,1825450
431,2016,1816920,6212,1825920
432,2024,1817920,6212,1826920
432,2024,1818240,6212,1827240
432,2024,1818890,6212,1827890
432,2024,1819210,6212,1828210
432,2024,1820210,6212,1829210
432,2024,1821210,6212,1830210
432,2024,1821580,6212,1830580
432,2024,1822050,6212,1831050
432,2024,1823050,6212,1832050
432,2024,1823640,6212,1832640
433,2032,1824450,6212,1833450
433,2032,1824450,6212,1833450
434,2034,1825450,6212,1834450
434,2034,1826450,6212,1835450
434,2034,1827450,6212,1836450
434,2034,1828260,6212,1837260
434,2034,1829260,6212,1838260
434,2034,1830260,6212,1839260
434,2034,1831260,6212,1840260
434,2034,1831910,6212,1840910
435,2042,1832910,6212,1841910
435,2042,1833910,6212,1842910
435,2042,1834910,6212,1843910
436,2044,1835380,6212,1844380
436,2044,1836380,6212,1845380
436,2044,1837380,6212,1846380
436,2044,1838380,6212,1847380
436,2044,1838380,6212,1847380
436,2044,1839380,6212,1848380
436,2044,1840190,6212,1849190
436,2044,1841190,6212,1850190
436,2044,1842000,6212,1851000
436,2044,1842810,6212,1851810
436,2044,1842810,6212,1851810
436,2044,1843810,6212,1852810
436,2044,1843810,6212,1853810
437,2052,1844460,6212,1854460
437,2052,1845460,6212,1855460
437,2052,1846270,6212,1856270
437,2052,1846740,6212,1856740
437,2052,1847060,6212,1857060
437,2052,1847290,6212,1857290
437,2052,1848290,6212,1858290
437,2052,1849290,6212,1859290
437,2052,1850100,6212,1860100
437,2052,1851100,6212,1861100
437,2052,1851910,6212,1861910
437,2052,1851910,6212,1861910
438,2054,1852910,6212,1862910
438,2054,1853560,6212,1863560
438,2054,1853560,6212,1863560
438,2054,1853560,6212,1863560
439,2062,1854030,6212,1864030
439,2062,1854490,6212,1864490
439,2062,1854810,6212,1864810
439,2062,1855810,6212,1865810
439,2062,1856620,6212,1866620
439,2062,1857620,6212,1867620
439,2062,1858090,6212,1868090
439,2062,1859090,6212,1869090
439,2062,1859740,6212,1869740
439,2062,1860740,6212,1870740
439,2062,1861740,6212,1871740
440,2064,1862740,6212,1872740
440,2064,1863550,6212,1873550
441,2072,1864360,6212,1874360
441,2072,1865360,6212,1875360
441,2072,1866360,6212,1876360
441,2072,1866690,6212,1876690
441,2072,1867690,6212,1877690
441,2072,1868690,6212,1878690
442,2074,1869690,6212,1879690
442,2074,1869690,6212,1879690
442,2074,1870690,6212,1880690
443,2082,1871690,6212,1881690
443,2082,1872500,6212,1882500
443,2082,1873500,6212,1883500
443,2082,1874500,6212,1884500
443,2082,1874660,6212,1884660
443,2082,1875660,6212,1885660
444,2084,1876470,6212,1886470
444,2084,1877470,6212,1887470
444,2084,1877470,6212,1887470
444,2084,1878470,6212,1888470
444,2084,1879470,6212,1889470
445,2092,1880470,6212,1890470
445,2092,1881470,6212,1891470
445,2092,1881470,6212,1891470
445,2092,1881790,6212,1891790
445,2092,1882110,6212,1892110
445,2092,1883110,6212,1893110
445,2092,1883110,6212,1893110
445,2092,1883110,6212,1893110
445,2092,1883330,6212,1893330
446,2094,1883920,6212,1893920
446,2094,1884920,6212,1894920
446,2094,1885920,6212,1895920
446,2094,1886730,6212,1896730
446,2094,1887380,6212,1897380
446,2094,1888030,6212,1898030
446,2094,1888840,6212,1898840
446,2094,1888840,6212,1898840
446,2094,1889840,6212,1899840
446,2094,1890840,6212,1900840
447,2102,1891310,6212,1901310
447,2102,1892120,6212,1902120
447,2102,1892120,6212,1902120
447,2102,1892350,6212,1902350
447,2102,1893350,6212,1903350
447,2102,1893350,6212,1903350
448,2104,1894160,6212,1904160
448,2104,1895160,6212,1905160
448,2104,1895640,6212,1905640
448,2104,1896100,6212,1906100
448,2104,1896910,6212,1906910
448,2104,1897720,6212,1907720
448,2104,1898530,6212,1908530
448,2104,1899530,6212,1909530
448,2104,1900530,6212,1910530
448,2104,1901530,6212,1911530
449,2112,1902530,6212,1912530
449,2112,1903530,6212,1913530
449,2112,1904530,6212,1914530
449,2112,1904690,6212,1914690
449,2112,1905500,6212,1915500
450,2114,1906500,6212,1916500
450,2114,1906960,6212,1916960
450,2114,1907960,6212,1917960
450,2114,1908960,6212,1918960
450,2114,1909960,6212,1919960
450,2114,1910550,6212,1920550
450,2114,1911550,6212,1921550
450,2114,1912360,6212,1922360
451,2122,1913360,6212,1923360
452,2124,1913590,6212,1923590
452,2124,1913590,6212,1923590
452,2124,1913910,6212,1923910
452,2124,1914720,6212,1924720
452,2124,1915720,6212,1925720
452,2124,1916040,6212,1926040
452,2124,1916410,6212,1926410
452,2124,1916730,6212,1926730
452,2124,1916730,6212,1926730
452,2124,1916730,6212,1926730
452,2124,1917200,6212,1927200
452,2124,1917200,6212,1927200
452,2124,1918200,6212,1928200
452,2124,1919200,6212,1929200
452,2124,1920200,6212,1930200
452,2124,1920670,6212,1930670
453,2126,1921670,6212,1931670
454,2128,1922140,6212,1932140
454,2128,1923140,6212,1933140
454,2128,1924140,6212,1934140
454,2128,1924610,6212,1934610
455,2136,1925610,6212,1935610
455,2136,1926610,6212,1936610
455,2136,1927610,6212,1937610
455,2136,1928610,6212,1938610
455,2136,1928610,6212,1938610
455,2136,1928610,6212,1938610
455,2136,1929610,6212,1939610
455,2136,1930260,6212,1940260
456,2144,1931260,6212,1941260
456,2144,1932260,6212,1942260
456,2144,1933260,6212,1943260
456,2144,1933260,6212,1943260
456,2144,1933260,6212,1943260
456,2144,1933260,6212,1943260
456,2144,1934070,6212,1944070
456,2144,1934530,6212,1944530
456,2144,1935340,6212,1945340
456,2144,1936340,6212,1946340
457,2146,1937340,6212,1947340
457,2146,1937930,6212,1947930
457,2146,1938400,6212,1948400
457,2146,1938400,6212,1948400
457,2146,1938860,6212,1948860
457,2146,1939670,6212,1949670
457,2146,1940670,6212,1950670
457,2146,1941140,6212,1951140
458,2148,1941950,6212,1951950
458,2148,1942950,6212,1952950
459,2156,1943950,6212,1953950
459,2156,1944950,6212,1954950
459,2156,1945420,6212,1955420
459,2156,1946420,6212,1956420
459,2156,1947420,6212,1957420
459,2156,1948070,6212,1958070
459,2156,1949070,6212,1959070
459,2156,1950070,6212,1960070
459,2156,1950530,6212,1960530
459,2156,1951530,6212,1961530
459,2156,1952000,6212,1962000
459,2156,1952230,6212,1962230
459,2156,1952880,6212,1962880
460,2164,1953880,6212,1963880
460,2164,1954880,6212,1964880
460,2164,1955530,6212,1965530
460,2164,1956340,6212,1966340
460,2164,1957340,6212,1967340
461,2172,1965340,6212,1975340
462,2174,1966150,6212,1976150
463,2176,1966800,6212,1976800
463,2176,1967800,6212,1977800
463,2176,1968800,6212,1978800
463,2176,1969610,6212,1979610
463,2176,1969840,6212,1979840
464,2184,1970840,6212,1980840
464,2184,1971650,6212,1981650
465,2192,1979650,6212,1989650
465,2192,1980650,6212,1990650
465,2192,1981460,6212,1991460
465,2192,1982460,6212,1992460
465,2192,1982930,6212,1992930
466,2194,1983740,6212,1993740
466,2194,1984550,6212,1994550
466,2194,1985200,6212,1995200
466,2194,1986200,6212,1996200
466,2194,1987200,6212,1997200
466,2194,1988200,6212,1998200
466,2194,1988430,6212,1998430
467,2202,1989430,6212,1999430
467,2202,1990430,6212,2000430
468,2204,1990890,6212,2000890
468,2204,1991360,6212,2001360
468,2204,1992360,6212,2002360
468,2204,1992360,6212,2003360
468,2204,1992630,6212,2003630
468,2204,1992630,6212,2003630
468,2204,1993630,6212,2004630
468,2204,1993740,6212,2004740
468,2204,1993740,6212,2004740
468,2204,1994740,6212,2005740
468,2204,1995740,6212,2006740
468,2204,1996740,6212,2007740
468,2204,1997210,6212,2008210
468,2204,1998210,6212,2009210
468,2204,1999020,6212,2010020
468,2204,2000020,6212,2011020
468,2204,2000830,6212,2011830
468,2204,2001640,6212,2012640
469,2212,2002640,6212,2013640
469,2212,2003640,6212,2014640
469,2212,2003960,6212,2014960
469,2212,2003960,6212,2014960
469,2212,2004960,6212,2015960
469,2212,2005430,6212,2016430
470,2214,2006430,6212,2017430
470,2214,2007430,6212,2018430
470,2214,2008240,6212,2019240
470,2214,2008240,6212,2019240
470,2214,2009240,6212,2020240
470,2214,2010240,6212,2021240
470,2214,2010240,6212,2021240
471,2222,2011240,6212,2022240
471,2222,2012240,6212,2023240
471,2222,2013240,6212,2024240
471,2222,2013240,6212,2024240
471,2222,2014050,6212,2025050
471,2222,2015050,6212,2026050
471,2222,2016050,6212,2027050
472,2224,2017050,6212,2028050
472,2224,2018050,6212,2029050
472,2224,2018700,6212,2029700
472,2224,2019700,6212,2030700
473,2232,2020700,6212,2031700
473,2232,2021700,6212,2032700
473,2232,2022700,6212,2033700
473,2232,2022700,6212,2033700
473,2232,2023510,6212,2034510
473,2232,2024100,6212,2035100
473,2232,2025100,6212,2036100
473,2232,2026100,6212,2037100
473,2232,2027100,6212,2038100
473,2232,2027650,6212,2038650
474,2240,2028650,6212,2039650
474,2240,2029650,6212,2040650
474,2240,2030650,6212,2041650
474,2240,2030650,6212,2041650
474,2240,2031460,6212,2042460
474,2240,2032270,6212,2043270
474,2240,2032740,6212,2043740
474,2240,2033740,6212,2044740
474,2240,2034740,6212,2045740
474,2240,2035210,6212,2046210
474,2240,2035670,6212,2046670
474,2240,2036480,6212,2047480
474,2240,2036950,6212,2047950
474,2240,2037420,6212,2048420
474,2240,2038420,6212,2049420
475,2248,2038890,6212,2049890
475,2248,2039890,6212,2050890
475,2248,2040360,6212,2051360
475,2248,2040360,6212,2051360
475,2248,2041360,6212,2052360
475,2248,2041360,6212,2052360
475,2248,2042360,6212,2053360
476,2256,2043360,6212,2054360
476,2256,2044170,6212,2055170
476,2256,2045170,6212,2056170
476,2256,2045650,6212,2056650
477,2258,2046120,6212,2057120
477,2258,2046120,6212,2057120
477,2258,2047120,6212,2058120
477,2258,2047120,6212,2058120
477,2258,2051120,6212,2062120
477,2258,2051120,6212,2062120
477,2258,2051580,6212,2062580
477,2258,2052580,6212,2063580
477,2258,2053580,6212,2064580
478,2266,2054050,6212,2065050
478,2266,2054700,6212,2065700
478,2266,2055700,6212,2066700
478,2266,2056700,6212,2067700
478,2266,2057170,6212,2068170
479,2268,2057980,6212,2068980
479,2268,2057980,6212,2068980
479,2268,2058790,6212,2069790
479,2268,2058790,6212,2069790
479,2268,2059260,6212,2070260
479,2268,2060070,6212,2071070
479,2268,2061070,6212,2072070
479,2268,2061880,6212,2072880
479,2268,2062350,6212,2073350
479,2268,2062820,6212,2073820
479,2268,2063820,6212,2074820
480,2276,2064820,6212,2075820
481,2278,2065820,6212,2076820
481,2278,2066290,6212,2077290
481,2278,2066290,6212,2077290
481,2278,2066610,6212,2077610
481,2278,2067080,6212,2078080
481,2278,2067550,6212,2078550
481,2278,2068360,6212,2079360
481,2278,2068820,6212,2079820
481,2278,2069630,6212,2080630
481,2278,2070180,6212,2081180
481,2278,2071180,6212,2082180
482,2280,2072180,6212,2083180
482,2280,2073180,6212,2084180
482,2280,2074180,6212,2085180
482,2280,2074990,6212,2085990
482,2280,2074990,6212,2085990
482,2280,2075100,6212,2086100
482,2280,2075570,6212,2086570
483,2288,2076570,6212,2087570
483,2288,2077570,6212,2088570
483,2288,2078220,6212,2089220
483,2288,2079220,6212,2090220
483,2288,2079220,6212,2090220
483,2288,2079220,6212,2090220
483,2288,2079330,6212,2090330
484,2290,2080140,6212,2091140
484,2290,2080360,6212,2091360
484,2290,2081360,6212,2092360
484,2290,2081360,6212,2092360
484,2290,2081830,6212,2092830
484,2290,2082300,6212,2093300
485,2298,2083300,6212,2094300
485,2298,2084300,6212,2095300
485,2298,2085300,6212,2096300
485,2298,2086300,6212,2097300
485,2298,2087300,6212,2098300
486,2300,2088110,6212,2099110
486,2300,2089110,6212,2100110
486,2300,2090110,6212,2101110
486,2300,2090270,6212,2101270
486,2300,2090740,6212,2101740
487,2308,2091740,6212,2102740
487,2308,2091740,6212,2102740
488,2310,2092740,6212,2103740
488,2310,2093390,6212,2104390
489,2312,2094200,6212,2105200
489,2312,2095200,6212,2106200
489,2312,2096200,6212,2107200
489,2312,2097200,6212,2108200
489,2312,2097200,6212,2109200
489,2312,2098200,6212,2110200
489,2312,2099010,6212,2111010
490,2314,2099480,6212,2111480
490,2314,2100130,6212,2112130
490,2314,2100680,6212,2112680
490,2314,2100910,6212,2112910
491,2316,2101910,6212,2113910
491,2316,2102910,6212,2114910
492,2324,2110910,6212,2122910
492,2324,2111720,6212,2123720
492,2324,2112720,6212,2124720
492,2324,2113720,6212,2125720
492,2324,2113720,6212,2125720
492,2324,2114720,6212,2126720
493,2332,2115720,6212,2127720
493,2332,2116720,6212,2128720
493,2332,2117190,6212,2129190
493,2332,2118190,6212,2130190
493,2332,2118510,6212,2130510
493,2332,2119510,6212,2131510
493,2332,2120510,6212,2132510
493,2332,2120980,6212,2132980
494,2340,2121980,6212,2133980
494,2340,2122980,6212,2134980
494,2340,2123790,6212,2135790
494,2340,2124790,6212,2136790
494,2340,2125790,6212,2137790
494,2340,2126260,6212,2138260
494,2340,2126260,6212,2138260
494,2340,2126850,6212,2138850
494,2340,2127850,6212,2139850
494,2340,2128320,6212,2140320
494,2340,2128320,6212,2140320
495,2342,2129320,6212,2141320
495,2342,2129910,6212,2141910
495,2342,2130560,6212,2142560
495,2342,2131370,6212,2143370
495,2342,2131530,6212,2143530
495,2342,2132180,6212,2144180
495,2342,2132180,6212,2144180
495,2342,2132410,6212,2144410
495,2342,2133410,6212,2145410
495,2342,2133410,6212,2145410
496,2350,2134410,6212,2146410
496,2350,2134880,6212,2146880
496,2350,2135880,6212,2147880
496,2350,2136880,6212,2148880
496,2350,2137350,6212,2149350
496,2350,2137670,6212,2149670
496,2350,2137900,6212,2149900
496,2350,2137900,6212,2149900
496,2350,2138370,6212,2150370
496,2350,2138370,6212,2150370
496,2350,2139370,6212,2151370
496,2350,2139530,6212,2151530
497,2352,2140530,6212,2152530
497,2352,2140690,6212,2152690
497,2352,2141340,6212,2153340
497,2352,2142340,6212,2154340
497,2352,2142340,6212,2154340
497,2352,2143150,6212,2155150
497,2352,2144150,6212,2156150
498,2360,2145150,6212,2157150
498,2360,2145620,6212,2157620
498,2360,2146430,6212,2158430
498,2360,2147430,6212,2159430
498,2360,2148240,6212,2160240
498,2360,2149240,6212,2161240
498,2360,2150240,6212,2162240
498,2360,2151240,6212,2163240
498,2360,2152240,6212,2164240
498,2360,2152560,6212,2164560
498,2360,2153560,6212,2165560
499,2368,2154030,6212,2166030
499,2368,2154840,6212,2166840
499,2368,2155060,6212,2167060
499,2368,2156060,6212,2168060
499,2368,2156060,6212,2168060
500,2370,2157060,6212,2169060
500,2370,2157290,6212,2169290
500,2370,2157290,6212,2169290
500,2370,2158290,6212,2170290
501,2372,2158760,6212,2170760
501,2372,2158760,6212,2170760
501,2372,2159570,6212,2171570
501,2372,2160570,6212,2172570
501,2372,2161220,6212,2173220
501,2372,2161270,6212,2173270
502,2374,2162270,6212,2174270
502,2374,2163080,6212,2175080
502,2374,2163550,6212,2175550
502,2374,2164200,6212,2176200
502,2374,2164200,6212,2176200
502,2374,2165200,6212,2177200
502,2374,2165200,6212,2177200
503,2382,2166200,6212,2178200
503,2382,2167200,6212,2179200
503,2382,2167670,6212,2179670
503,2382,2168670,6212,2180670
503,2382,2169480,6212,2181480
503,2382,2170480,6212,2182480
503,2382,2171290,6212,2183290
503,2382,2172290,6212,2184290
504,2390,2173290,6212,2185290
504,2390,2173760,6212,2185760
504,2390,2174080,6212,2186080
504,2390,2175080,6212,2187080
504,2390,2175890,6212,2187890
504,2390,2176890,6212,2188890
504,2390,2177890,6212,2189890
505,2398,2178890,6212,2190890
505,2398,2178890,6212,2190890
505,2398,2179360,6212,2191360
505,2398,2180360,6212,2192360
505,2398,2181360,6212,2193360
505,2398,2181830,6212,2193830
505,2398,2182050,6212,2194050
506,2400,2182280,6212,2194280
506,2400,2183280,6212,2195280
506,2400,2183870,6212,2195870
506,2400,2184680,6212,2196680
506,2400,2184680,6212,2197680
506,2400,2184910,6212,2197910
506,2400,2185910,6212,2198910
507,2408,2186910,6212,2199910
507,2408,2187910,6212,2200910
507,2408,2188910,6212,2201910
507,2408,2189910,6212,2202910
507,2408,2189910,6212,2202910
507,2408,2190720,6212,2203720
507,2408,2191530,6212,2204530
508,2410,2192530,6212,2205530
508,2410,2192530,6212,2205530
508,2410,2193530,6212,2206530
508,2410,2193530,6212,2206530
508,2410,2194530,6212,2207530
508,2410,2194530,6212,2207530
508,2410,2195180,6212,2208180
508,2410,2195180,6212,2208180
508,2410,2196180,6212,2209180
508,2410,2196990,6212,2209990
508,2410,2197990,6212,2210990
508,2410,2198990,6212,2211990
508,2410,2199210,6212,2212210
508,2410,2200210,6212,2213210
509,2412,2201210,6212,2214210
510,2420,2202210,6212,2215210
510,2420,2203210,6212,2216210
510,2420,2203210,6212,2216210
510,2420,2203680,6212,2216680
510,2420,2204680,6212,2217680
510,2420,2205150,6212,2218150
510,2420,2205960,6212,2218960
510,2420,2206960,6212,2219960
510,2420,2207960,6212,2220960
510,2420,2208550,6212,2221550
510,2420,2209550,6212,2222550
511,2428,2210550,6212,2223550
511,2428,2211550,6212,2224550
511,2428,2212550,6212,2225550
511,2428,2213550,6212,2226550
511,2428,2213550,6212,2226550
511,2428,2214360,6212,2227360
512,2436,2215360,6212,2228360
512,2436,2215360,6212,2228360
512,2436,2216360,6212,2229360
512,2436,2217360,6212,2230360
512,2436,2217830,6212,2230830
512,2436,2218380,6212,2231380
512,2436,2219380,6212,2232380
512,2436,2219380,6212,2233380
512,2436,2220380,6212,2234380
512,2436,2220850,6212,2234850
513,2438,2221850,6212,2235850
513,2438,2222850,6212,2236850
514,2446,2223500,6212,2237500
515,2448,2223970,6212,2237970
515,2448,2223970,6212,2237970
515,2448,2224970,6212,2238970
515,2448,2225970,6212,2239970
515,2448,2226970,6212,2240970
515,2448,2227780,6212,2241780
515,2448,2228100,6212,2242100
515,2448,2228910,6212,2242910
515,2448,2228910,6212,2242910
515,2448,2229230,6212,2243230
516,2450,2230230,6212,2244230
516,2450,2231230,6212,2245230
516,2450,2231550,6212,2245550
516,2450,2231780,6212,2245780
516,2450,2232010,6212,2246010
517,2458,2232820,6212,2246820
517,2458,2233630,6212,2247630
517,2458,2234630,6212,2248630
517,2458,2234950,6212,2248950
517,2458,2235760,6212,2249760
517,2458,2236760,6212,2250760
517,2458,2237220,6212,2251220
517,2458,2238220,6212,2252220
517,2458,2238220,6212,2252220
517,2458,2239220,6212,2253220
518,2466,2240030,6212,2254030
518,2466,2240190,6212,2254190
518,2466,2241190,6212,2255190
518,2466,2241410,6212,2255410
519,2468,2242410,6212,2256410
519,2468,2242410,6212,2256410
519,2468,2243410,6212,2257410
519,2468,2244060,6212,2258060
519,2468,2245060,6212,2259060
519,2468,2245060,6212,2259060
519,2468,2245060,6212,2260060
519,2468,2246060,6212,2261060
519,2468,2247060,6212,2262060
519,2468,2247060,6212,2262060
519,2468,2247710,6212,2262710
519,2468,2248180,6212,2263180
519,2468,2249180,6212,2264180
520,2476,2250180,6212,2265180
520,2476,2250650,6212,2265650
520,2476,2251110,6212,2266110
520,2476,2251580,6212,2266580
520,2476,2252580,6212,2267580
520,2476,2253580,6212,2268580
