ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
76,282,247670,6212,247670
76,282,247670,6212,247670
76,282,248670,6212,248670
76,282,249480,6212,249480
76,282,249950,6212,249950
76,282,250950,6212,250950
76,282,251950,6212,251950
76,282,252110,6212,252110
76,282,252110,6212,252110
76,282,252920,6212,252920
76,282,253730,6212,253730
77,284,254730,6212,254730
77,284,255730,6212,255730
77,284,256730,6212,256730
77,284,257730,6212,257730
77,284,258200,6212,258200
78,292,259200,6212,259200
78,292,259850,6212,259850
78,292,260850,6212,260850
78,292,261850,6212,261850
78,292,262850,6212,262850
78,292,263850,6212,263850
79,296,264850,6212,264850
80,298,265850,6212,265850
80,298,266320,6212,266320
80,298,267320,6212,267320
80,298,267320,6212,267320
80,298,268130,6212,268130
80,298,269130,6212,269130
80,298,270130,6212,270130
80,298,270130,6212,270130
80,298,271130,6212,271130
80,298,271130,6212,271130
81,306,272130,6212,272130
81,306,273130,6212,273130
81,306,273130,6212,273130
81,306,273130,6212,273130
82,314,281130,6212,281130
82,314,282130,6212,282130
82,314,283130,6212,283130
82,314,283130,6212,283130
82,314,284130,6212,284130
82,314,284780,6212,284780
83,322,292780,6212,292780
83,322,293590,6212,293590
83,322,294400,6212,294400
84,324,294870,6212,294870
84,324,295190,6212,295190
84,324,296190,6212,296190
84,324,296190,6212,296190
85,326,297000,6212,297000
85,326,297470,6212,297470
85,326,298470,6212,298470
85,326,298470,6212,298470
85,326,298470,6212,298470
86,328,298940,6212,298940
86,328,299940,6212,299940
87,336,300750,6212,300750
87,336,301750,6212,301750
87,336,302750,6212,302750
87,336,303220,6212,303220
87,336,303540,6212,303540
87,336,303860,6212,303860
87,336,304860,6212,304860
87,336,304860,6212,304860
87,336,305860,6212,305860
87,336,306860,6212,306860
87,336,307670,6212,307670
87,336,308670,6212,308670
88,344,309140,6212,309140
88,344,310140,6212,310140
88,344,310790,6212,310790
88,344,311120,6212,311120
88,344,311930,6212,311930
88,344,312740,6212,312740
88,344,313740,6212,313740
88,344,314740,6212,314740
88,344,315740,6212,315740
88,344,315740,6212,315740
89,352,316740,6212,316740
89,352,317740,6212,317740
89,352,317740,6212,317740
89,352,318740,6212,318740
89,352,318740,6212,318740
89,352,319740,6212,319740
89,352,319740,6212,319740
89,352,320740,6212,320740
89,352,320740,6212,320740
89,352,321740,6212,321740
89,352,322210,6212,322210
90,354,323210,6212,323210
90,354,324210,6212,324210
90,354,325210,6212,325210
90,354,325210,6212,325210
90,354,326020,6212,326020
90,354,326020,6212,326020
91,356,327020,6212,327020
91,356,327670,6212,327670
92,364,328670,6212,328670
92,364,329140,6212,329140
92,364,329620,6212,329620
92,364,329620,6212,329620
92,364,330620,6212,330620
92,364,331430,6212,331430
92,364,332240,6212,332240
92,364,333050,6212,333050
92,364,334050,6212,334050
92,364,334600,6212,334600
93,366,335070,6212,335070
93,366,336070,6212,336070
94,368,337070,6212,337070
94,368,338070,6212,338070
95,376,338880,6212,338880
95,376,339430,6212,339430
95,376,339590,6212,339590
95,376,340590,6212,340590
95,376,341400,6212,341400
95,376,342400,6212,342400
95,376,342720,6212,342720
95,376,343370,6212,343370
95,376,344370,6212,344370
95,376,344840,6212,344840
95,376,345650,6212,345650
95,376,345650,6212,345650
96,378,346650,6212,346650
97,380,347650,6212,347650
97,380,348460,6212,348460
97,380,349460,6212,349460
98,382,350270,6212,350270
98,382,351270,6212,351270
99,384,351740,6212,351740
99,384,352550,6212,352550
100,386,353200,6212,353200
100,386,353200,6212,353200
100,386,354200,6212,354200
101,394,355010,6212,355010
101,394,355010,6212,355010
101,394,356010,6212,356010
101,394,356820,6212,356820
101,394,356820,6212,356820
101,394,357820,6212,357820
101,394,358820,6212,358820
101,394,359290,6212,359290
101,394,359290,6212,359290
101,394,360290,6212,360290
101,394,361290,6212,361290
101,394,361290,6212,361290
101,394,362290,6212,362290
101,394,363290,6212,363290
101,394,363290,6212,363290
102,396,363760,6212,363760
102,396,364760,6212,364760
102,396,365080,6212,365080
103,398,365890,6212,365890
103,398,366700,6212,366700
103,398,367170,6212,367170
104,406,368170,6212,368170
104,406,368640,6212,368640
104,406,368800,6212,368800
104,406,369270,6212,369270
104,406,369730,6212,369730
104,406,370730,6212,370730
104,406,371540,6212,371540
104,406,372350,6212,372350
104,406,372900,6212,372900
104,406,373550,6212,373550
105,408,374360,6212,374360
105,408,375360,6212,375360
105,408,375360,6212,375360
106,416,376360,6212,376360
106,416,377170,6212,377170
106,416,378170,6212,378170
106,416,378490,6212,378490
106,416,379490,6212,379490
106,416,379810,6212,379810
106,416,380810,6212,380810
106,416,380810,6212,380810
106,416,381810,6212,381810
106,416,382280,6212,382280
107,418,382930,6212,382930
107,418,382930,6212,382930
107,418,382930,6212,382930
107,418,382930,6212,382930
107,418,382930,6212,382930
107,418,383930,6212,383930
107,418,384740,6212,384740
107,418,385550,6212,385550
108,420,386550,6212,386550
109,424,387550,6212,387550
109,424,387550,6212,387550
109,424,388550,6212,388550
110,432,389020,6212,389020
110,432,389830,6212,389830
110,432,389830,6212,389830
110,432,390830,6212,390830
110,432,391830,6212,391830
110,432,392300,6212,392300
110,432,393300,6212,393300
110,432,393760,6212,393760
110,432,394570,6212,394570
110,432,395570,6212,395570
111,440,396570,6212,396570
111,440,397380,6212,397380
111,440,397850,6212,397850
111,440,398850,6212,398850
111,440,399850,6212,399850
111,440,400660,6212,400660
111,440,400890,6212,400890
111,440,400890,6212,400890
111,440,401890,6212,401890
111,440,402890,6212,402890
111,440,403890,6212,403890
111,440,403890,6212,403890
112,448,404700,6212,404700
112,448,405510,6212,405510
112,448,406510,6212,406510
112,448,407510,6212,407510
112,448,408510,6212,408510
112,448,409510,6212,409510
112,448,410510,6212,410510
112,448,411510,6212,411510
113,450,412320,6212,412320
113,450,412320,6212,412320
113,450,413320,6212,413320
114,458,414320,6212,414320
114,458,414320,6212,414320
114,458,414800,6212,414800
114,458,414800,6212,414800
114,458,414800,6212,414800
114,458,415800,6212,415800
114,458,415800,6212,415800
114,458,416800,6212,416800
114,458,416800,6212,416800
114,458,416800,6212,416800
114,458,417120,6212,417120
114,458,417120,6212,417120
114,458,418120,6212,418120
114,458,418120,6212,418120
114,458,418120,6212,418120
114,458,419120,6212,419120
114,458,419930,6212,419930
114,458,419930,6212,419930
114,458,420740,6212,420740
115,466,421740,6212,421740
115,466,422210,6212,422210
115,466,422680,6212,422680
115,466,423160,6212,423160
115,466,424160,6212,424160
115,466,424480,6212,424480
115,466,424480,6212,424480
115,466,424480,6212,424480
115,466,425480,6212,425480
115,466,426480,6212,426480
115,466,427480,6212,427480
116,474,428480,6212,428480
116,474,428480,6212,428480
116,474,428800,6212,428800
116,474,429260,6212,429260
116,474,429730,6212,429730
116,474,429730,6212,429730
116,474,430730,6212,430730
116,474,431730,6212,431730
116,474,431950,6212,431950
116,474,432950,6212,432950
116,474,432950,6212,432950
116,474,432950,6212,432950
116,474,432950,6212,432950
116,474,433420,6212,433420
116,474,434230,6212,434230
116,474,434340,6212,434340
116,474,435340,6212,435340
116,474,436340,6212,436340
116,474,436690,6212,436690
116,474,436850,6212,436850
117,476,437850,6212,437850
117,476,438170,6212,438170
117,476,439170,6212,439170
117,476,439170,6212,439170
118,484,440170,6212,440170
118,484,440400,6212,440400
118,484,441400,6212,441400
118,484,442400,6212,442400
119,486,443210,6212,443210
119,486,443680,6212,443680
119,486,444680,6212,444680
119,486,444680,6212,444680
119,486,444680,6212,444680
119,486,445150,6212,445150
119,486,445620,6212,445620
120,494,446620,6212,446620
120,494,447430,6212,447430
120,494,448430,6212,448430
120,494,449430,6212,449430
120,494,450430,6212,450430
120,494,451430,6212,451430
120,494,451430,6212,451430
120,494,452430,6212,452430
120,494,452430,6212,452430
120,494,452750,6212,452750
120,494,453750,6212,453750
120,494,453980,6212,453980
121,502,454980,6212,454980
121,502,455980,6212,455980
121,502,456980,6212,456980
121,502,456980,6212,456980
121,502,457980,6212,457980
121,502,458980,6212,458980
121,502,459450,6212,459450
121,502,459450,6212,459450
121,502,460450,6212,460450
121,502,460450,6212,460450
121,502,461450,6212,461450
122,504,462450,6212,462450
122,504,463450,6212,463450
123,512,464450,6212,464450
123,512,465260,6212,465260
123,512,465580,6212,465580
123,512,465580,6212,465580
123,512,465580,6212,465580
123,512,465800,6212,465800
123,512,466610,6212,466610
123,512,467610,6212,467610
123,512,467610,6212,467610
123,512,468080,6212,468080
123,512,469080,6212,469080
123,512,469550,6212,469550
124,520,470550,6212,470550
124,520,471020,6212,471020
124,520,472020,6212,472020
124,520,473020,6212,473020
124,520,473020,6212,473020
125,528,473490,6212,473490
125,528,474490,6212,474490
125,528,475300,6212,475300
125,528,475300,6212,475300
125,528,475780,6212,475780
125,528,476780,6212,476780
125,528,477430,6212,477430
125,528,478430,6212,478430
125,528,479430,6212,479430
125,528,480240,6212,480240
125,528,481050,6212,481050
125,528,482050,6212,482050
125,528,482050,6212,482050
126,536,482520,6212,482520
126,536,483520,6212,483520
126,536,484330,6212,484330
126,536,484330,6212,484330
126,536,484330,6212,484330
126,536,484330,6212,484330
126,536,484330,6212,484330
126,536,485330,6212,485330
126,536,485330,6212,485330
126,536,486330,6212,486330
127,538,487330,6212,487330
127,538,487330,6212,487330
127,538,487800,6212,487800
127,538,488800,6212,488800
127,538,489800,6212,489800
128,540,490800,6212,490800
128,540,491610,6212,491610
128,540,491610,6212,491610
128,540,491610,6212,491610
128,540,492200,6212,492200
128,540,493200,6212,493200
128,540,493200,6212,493200
128,540,493200,6212,493200
129,544,494200,6212,494200
129,544,495200,6212,495200
130,552,496200,6212,496200
130,552,497010,6212,497010
130,552,497820,6212,497820
130,552,497820,6212,497820
130,552,498140,6212,498140
130,552,499140,6212,499140
130,552,499950,6212,499950
130,552,499950,6212,499950
130,552,499950,6212,499950
130,552,500420,6212,500420
130,552,501230,6212,501230
130,552,501700,6212,501700
130,552,501700,6212,501700
130,552,502700,6212,502700
130,552,503510,6212,503510
130,552,503980,6212,503980
130,552,505980,6212,505980
130,552,506790,6212,506790
130,552,507110,6212,507110
130,552,507920,6212,507920
131,560,508920,6212,508920
131,560,509920,6212,509920
131,560,510920,6212,510920
132,562,511730,6212,511730
132,562,512100,6212,512100
132,562,512570,6212,512570
132,562,512570,6212,512570
132,562,513570,6212,513570
132,562,514570,6212,514570
132,562,515380,6212,515380
132,562,516190,6212,516190
132,562,517190,6212,517190
132,562,517190,6212,517190
133,564,518000,6212,518000
133,564,518000,6212,518000
133,564,519000,6212,519000
133,564,519000,6212,519000
134,566,519810,6212,519810
134,566,520810,6212,520810
134,566,521040,6212,521040
135,574,521850,6212,521850
135,574,522850,6212,522850
135,574,523850,6212,523850
135,574,524850,6212,524850
135,574,525850,6212,525850
135,574,526850,6212,526850
135,574,526850,6212,526850
135,574,527660,6212,527660
135,574,528130,6212,528130
135,574,528600,6212,528600
136,582,529600,6212,529600
136,582,530600,6212,530600
136,582,530830,6212,530830
136,582,531830,6212,531830
136,582,532640,6212,532640
136,582,532640,6212,532640
136,582,533450,6212,533450
136,582,534260,6212,534260
136,582,535260,6212,535260
136,582,535730,6212,535730
137,590,536730,6212,536730
137,590,537730,6212,537730
137,590,538380,6212,538380
137,590,539380,6212,539380
137,590,540380,6212,540380
137,590,540840,6212,540840
137,590,540840,6212,540840
138,598,541840,6212,541840
138,598,542840,6212,542840
138,598,543390,6212,543390
138,598,543620,6212,543620
138,598,544620,6212,544620
138,598,545620,6212,545620
138,598,546620,6212,546620
139,606,547620,6212,547620
139,606,548620,6212,548620
139,606,549620,6212,549620
139,606,549620,6212,549620
139,606,549940,6212,549940
139,606,550940,6212,550940
140,608,551750,6212,551750
140,608,552750,6212,552750
140,608,553750,6212,553750
140,608,554070,6212,554070
140,608,554070,6212,554070
140,608,554070,6212,554070
140,608,554070,6212,554070
140,608,554070,6212,554070
140,608,554390,6212,554390
140,608,554390,6212,554390
140,608,555390,6212,555390
140,608,556390,6212,556390
140,608,556390,6212,556390
140,608,556860,6212,556860
140,608,557180,6212,557180
140,608,557180,6212,557180
140,608,558180,6212,558180
140,608,558180,6212,558180
141,616,558650,6212,558650
141,616,558650,6212,558650
141,616,558650,6212,558650
141,616,558650,6212,558650
141,616,559650,6212,559650
141,616,559650,6212,559650
141,616,560240,6212,560240
141,616,561050,6212,561050
141,616,561050,6212,561050
141,616,562050,6212,562050
141,616,562520,6212,562520
141,616,562520,6212,562520
141,616,563520,6212,563520
141,616,564520,6212,564520
141,616,565520,6212,565520
141,616,566330,6212,566330
141,616,567140,6212,567140
141,616,567950,6212,567950
141,616,568950,6212,568950
141,616,568950,6212,568950
142,624,569760,6212,569760
142,624,570220,6212,570220
142,624,570440,6212,570440
142,624,571440,6212,571440
142,624,572440,6212,572440
142,624,572760,6212,572760
142,624,573760,6212,573760
142,624,574220,6212,574220
142,624,574870,6212,574870
142,624,575870,6212,575870
142,624,575870,6212,575870
142,624,576870,6212,576870
142,624,577330,6212,577330
142,624,577800,6212,577800
143,632,578800,6212,578800
143,632,578800,6212,578800
143,632,579800,6212,579800
143,632,580800,6212,580800
143,632,581450,6212,581450
143,632,582450,6212,582450
143,632,583450,6212,583450
143,632,584450,6212,584450
144,640,584920,6212,584920
144,640,585920,6212,585920
144,640,586920,6212,586920
144,640,587390,6212,587390
144,640,588390,6212,588390
144,640,588390,6212,588390
144,640,589200,6212,589200
144,640,590200,6212,590200
144,640,591200,6212,591200
144,640,592010,6212,592010
144,640,592010,6212,592010
144,640,593010,6212,593010
145,648,593480,6212,593480
145,648,593940,6212,593940
146,650,594940,6212,594940
146,650,595410,6212,595410
146,650,595880,6212,595880
146,650,596880,6212,596880
146,650,596880,6212,596880
146,650,597350,6212,597350
146,650,598350,6212,598350
146,650,598350,6212,598350
146,650,599350,6212,599350
146,650,600160,6212,600160
146,650,600320,6212,600320
147,658,601320,6212,601320
147,658,602130,6212,602130
147,658,603130,6212,603130
147,658,603130,6212,603130
147,658,604130,6212,604130
147,658,605130,6212,605130
147,658,606130,6212,606130
147,658,607130,6212,607130
147,658,607130,6212,607130
147,658,607130,6212,607130
147,658,608130,6212,608130
147,658,608600,6212,608600
147,658,609600,6212,609600
148,660,610600,6212,610600
148,660,611410,6212,611410
149,662,612410,6212,612410
149,662,612410,6212,612410
149,662,612880,6212,612880
149,662,613880,6212,613880
150,664,614880,6212,614880
150,664,615880,6212,615880
150,664,615880,6212,615880
151,672,616880,6212,616880
151,672,617880,6212,617880
151,672,617880,6212,617880
151,672,618530,6212,618530
151,672,618990,6212,618990
151,672,619460,6212,619460
151,672,620270,6212,620270
152,680,621270,6212,621270
152,680,621500,6212,621500
152,680,621970,6212,621970
152,680,621970,6212,621970
152,680,621970,6212,621970
152,680,622200,6212,622200
152,680,623200,6212,623200
152,680,624010,6212,624010
152,680,624480,6212,624480
152,680,624950,6212,624950
152,680,625760,6212,625760
152,680,626230,6212,626230
152,680,627230,6212,627230
152,680,628230,6212,628230
153,688,629230,6212,629230
153,688,630040,6212,630040
153,688,630850,6212,630850
153,688,631850,6212,631850
153,688,632660,6212,632660
153,688,633660,6212,633660
153,688,634660,6212,634660
153,688,634880,6212,634880
153,688,634880,6212,634880
153,688,635880,6212,635880
154,690,636880,6212,636880
154,690,636880,6212,636880
154,690,637880,6212,637880
154,690,638690,6212,638690
154,690,639690,6212,639690
155,698,640340,6212,640340
155,698,641340,6212,641340
155,698,642340,6212,642340
155,698,642660,6212,642660
155,698,643470,6212,643470
155,698,643940,6212,643940
155,698,644310,6212,644310
155,698,645310,6212,645310
155,698,645310,6212,645310
155,698,646310,6212,646310
156,706,647310,6212,647310
156,706,647780,6212,647780
156,706,647780,6212,647780
156,706,648430,6212,648430
156,706,649430,6212,649430
156,706,650430,6212,650430
156,706,650900,6212,650900
156,706,651220,6212,651220
156,706,651380,6212,651380
156,706,651380,6212,651380
156,706,651380,6212,651380
156,706,652380,6212,652380
156,706,652850,6212,652850
157,710,653850,6212,653850
157,710,654170,6212,654170
157,710,654640,6212,654640
157,710,654640,6212,654640
157,710,655640,6212,655640
157,710,656640,6212,656640
158,718,657290,6212,657290
158,718,658290,6212,658290
158,718,659100,6212,659100
158,718,660100,6212,660100
158,718,661100,6212,661100
158,718,661100,6212,661100
159,726,669100,6212,669100
159,726,670100,6212,670100
159,726,671100,6212,671100
159,726,671330,6212,671330
159,726,672330,6212,672330
159,726,672330,6212,672330
160,730,673330,6212,673330
160,730,674140,6212,674140
160,730,675140,6212,675140
160,730,676140,6212,676140
160,730,676610,6212,676610
160,730,676610,6212,676610
160,730,676610,6212,676610
160,730,677080,6212,677080
160,730,678080,6212,678080
160,730,679080,6212,679080
160,730,679080,6212,679080
161,732,680080,6212,680080
161,732,680080,6212,680080
162,734,680730,6212,680730
162,734,681730,6212,681730
162,734,682730,6212,682730
163,742,683730,6212,683730
163,742,684200,6212,684200
163,742,685200,6212,685200
163,742,686200,6212,686200
164,744,687200,6212,687200
164,744,687200,6212,687200
164,744,688200,6212,688200
164,744,688670,6212,688670
164,744,688670,6212,688670
165,746,689670,6212,689670
165,746,690140,6212,690140
166,754,690950,6212,690950
166,754,691110,6212,691110
166,754,691110,6212,691110
166,754,692110,6212,692110
166,754,693110,6212,693110
166,754,693920,6212,693920
166,754,694570,6212,694570
166,754,695570,6212,695570
166,754,696570,6212,696570
166,754,697570,6212,697570
166,754,697570,6212,697570
167,762,698570,6212,698570
167,762,699570,6212,699570
167,762,699570,6212,699570
167,762,700570,6212,700570
167,762,700570,6212,700570
167,762,701570,6212,701570
167,762,702570,6212,702570
167,762,703380,6212,703380
167,762,703380,6212,703380
