ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_813c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
1281182.6,20.77,0.28,202460.7,3.28
1280977.62,20.77,0.28,202457.38,3.28
1280527.67,20.77,0.27,201900.76,3.27
1280322.69,20.77,0.27,201879.71,3.27
1280117.72,20.77,0.27,202083.76,3.28
1279912.74,20.77,0.27,201956.66,3.28
1279707.77,20.77,0.27,201906.56,3.28
1279522.79,20.77,0.27,202676.85,3.29
1279317.81,20.77,0.27,202692.14,3.29
1278867.86,20.77,0.27,202135.52,3.28
1278867.86,20.77,0.27,202135.52,3.28
1278669.65,20.76,0.27,201949.52,3.28
1278669.65,20.76,0.27,201949.52,3.28
1278669.65,20.76,0.27,201949.52,3.28
1278464.67,20.76,0.27,201876.83,3.28
1278014.72,20.76,0.26,201320.21,3.27
1278014.72,20.76,0.26,201320.21,3.27
1278249.15,20.76,0.27,201410.8,3.27
1277869.74,20.76,0.26,201262.81,3.27
1278104.17,20.76,0.27,201746.45,3.28
1277899.2,20.76,0.27,201689.05,3.28
1277899.2,20.76,0.27,201689.05,3.28
1277694.22,20.76,0.27,201689.05,3.28
1277489.24,20.76,0.27,201692.45,3.28
1277040.51,20.76,0.26,201281.09,3.27
1276661.1,20.76,0.26,200917.45,3.27
1276895.54,20.76,0.26,200893.46,3.27
1276895.54,20.76,0.26,200893.46,3.27
1276526.13,20.76,0.26,200945.51,3.27
1276321.15,20.76,0.26,200932.79,3.27
1276321.15,20.76,0.26,200932.79,3.27
1276719.36,20.76,0.27,201254.68,3.27
1276165.86,20.76,0.26,200439.54,3.26
1275888.39,20.76,0.26,199900.44,3.25
1275577.38,20.75,0.26,199900.99,3.25
1275043.42,20.75,0.25,199367.03,3.24
1274838.45,20.75,0.25,199204.35,3.24
1274633.47,20.75,0.25,199219.64,3.24
1274428.5,20.75,0.25,199146.95,3.24
1274662.93,20.75,0.26,199237.55,3.24
1273023.12,20.75,0.26,199213.18,3.25
1272653.72,20.75,0.25,199225.24,3.25
1272806.95,20.75,0.26,199266.01,3.25
1272806.95,20.75,0.26,199266.01,3.25
1272806.95,20.75,0.26,199266.01,3.25
1272684.76,20.75,0.25,200536.2,3.27
1272668.57,20.75,0.26,199736.31,3.26
1272463.59,20.75,0.26,199646.24,3.26
1272258.62,20.75,0.26,199513.63,3.25
1272053.64,20.75,0.26,199410.6,3.25
1271889.02,20.76,0.26,198987.5,3.25
1271872.82,20.76,0.26,198460.73,3.24
1271627.49,20.76,0.26,198291.17,3.24
1271517.49,20.76,0.26,198181.17,3.24
1269877.69,20.76,0.26,198156.8,3.24
1269672.71,20.76,0.26,198099.4,3.24
1269907.67,20.76,0.26,197418.94,3.23
1269692.76,20.76,0.26,197730.69,3.23
1269487.79,20.76,0.26,197730.69,3.23
1269483.26,20.76,0.27,197247.1,3.23
1269187.13,20.76,0.27,196888.45,3.22
1268982.16,20.76,0.27,196807.59,3.22
1268491.5,20.76,0.26,195775.35,3.2
1268725.93,20.77,0.27,195649.71,3.2
1268520.96,20.77,0.27,195665.0,3.2
1268091.01,20.77,0.27,194867.85,3.19
1267973.86,20.77,0.27,193963.41,3.18
1267973.86,20.77,0.27,193963.41,3.18
1267758.88,20.77,0.27,193194.66,3.16
1267758.88,20.77,0.27,193194.66,3.16
1267758.88,20.77,0.27,193194.66,3.16
1267752.68,20.77,0.27,193521.51,3.17
1267537.71,20.77,0.27,193266.35,3.17
1267537.71,20.77,0.27,193266.35,3.17
1267332.73,20.77,0.27,193193.66,3.17
1267332.73,20.77,0.27,193193.66,3.17
1267034.03,20.77,0.27,194122.31,3.18
1267512.45,20.77,0.28,194755.61,3.19
1267307.47,20.77,0.28,194753.76,3.19
1267068.16,20.77,0.28,194305.01,3.19
1267068.16,20.77,0.28,194305.01,3.19
1266863.18,20.77,0.28,194303.63,3.19
1266669.87,20.77,0.28,193637.7,3.18
1266433.66,20.77,0.27,193379.27,3.17
1266433.66,20.77,0.27,193379.27,3.17
1266136.32,20.77,0.27,193037.43,3.17
1265931.34,20.77,0.27,193347.21,3.17
1265726.37,20.77,0.27,193220.18,3.17
1265521.39,20.77,0.27,193683.85,3.18
1265316.42,20.77,0.27,193710.63,3.18
1265131.44,20.77,0.27,193666.32,3.18
1264838.6,20.77,0.27,193385.88,3.18
1265073.03,20.77,0.27,193368.11,3.17
1264753.03,20.77,0.27,193048.11,3.17
1264548.05,20.77,0.27,193045.28,3.17
1264548.05,20.77,0.27,193045.28,3.17
1264521.86,20.77,0.27,192578.61,3.16
1264306.88,20.77,0.27,192631.64,3.16
1264101.91,20.77,0.27,192376.34,3.16
1264101.91,20.77,0.27,192376.34,3.16
1263937.28,20.77,0.27,192595.97,3.16
1263691.95,20.77,0.27,192259.22,3.16
1263675.76,20.77,0.27,192255.45,3.16
1263470.78,20.77,0.27,192297.63,3.16
1263265.81,20.77,0.27,192266.7,3.16
1263389.04,20.78,0.28,192789.47,3.17
1263184.07,20.78,0.28,192637.33,3.17
1262979.09,20.78,0.28,192950.39,3.17
1262774.11,20.78,0.28,192953.79,3.17
1262569.14,20.78,0.28,192952.28,3.18
1262189.73,20.77,0.27,192828.38,3.17
1261984.76,20.77,0.27,192802.11,3.17
1261984.76,20.77,0.27,192802.11,3.17
1261984.76,20.77,0.27,192802.11,3.17
1262219.19,20.78,0.28,192884.41,3.18
1262433.79,20.78,0.29,192814.15,3.17
1262228.81,20.78,0.29,192802.11,3.17
1262023.84,20.78,0.29,193656.74,3.19
1261818.86,20.78,0.29,193485.7,3.19
1261802.66,20.79,0.29,193579.94,3.19
1261453.68,20.78,0.28,193406.35,3.19
1261248.71,20.78,0.28,193435.26,3.19
1261043.73,20.78,0.28,193413.12,3.19
1261027.53,20.78,0.29,193410.89,3.19
1260822.56,20.78,0.29,193445.61,3.19
1260524.35,20.78,0.28,193110.78,3.18
1260319.37,20.78,0.28,193098.1,3.18
1260114.4,20.78,0.28,193076.06,3.18
1260114.4,20.78,0.28,193076.06,3.18
1260348.83,20.79,0.29,193620.7,3.19
1260348.83,20.79,0.29,193620.7,3.19
1259969.42,20.78,0.28,193334.61,3.19
1259764.45,20.78,0.28,193316.51,3.19
1259764.45,20.78,0.28,193316.51,3.19
1259764.45,20.78,0.28,193316.51,3.19
1259748.25,20.78,0.29,193137.15,3.19
1259543.27,20.78,0.29,193496.74,3.19
1259666.51,20.79,0.29,193490.47,3.19
1259461.53,20.79,0.29,193689.68,3.2
1259163.32,20.78,0.29,193523.57,3.19
1258958.35,20.78,0.29,193490.47,3.19
1259192.78,20.79,0.29,194758.15,3.22
1259007.8,20.79,0.29,194264.32,3.21
1258788.07,20.79,0.29,194661.21,3.21
1258788.07,20.79,0.29,194661.21,3.21
1259022.5,20.79,0.3,194751.81,3.22
1259022.5,20.79,0.3,194751.81,3.22
1259006.9,20.8,0.3,194295.56,3.21
1258627.49,20.79,0.29,194147.56,3.21
1258959.46,20.8,0.3,194396.8,3.21
1258959.46,20.8,0.3,194396.8,3.21
1258754.48,20.8,0.3,194456.8,3.21
1258877.72,20.8,0.3,194440.61,3.21
1258861.52,20.8,0.31,194434.32,3.21
1258335.53,20.8,0.3,193940.59,3.21
1258319.33,20.8,0.3,193938.7,3.21
1258114.36,20.8,0.3,194037.21,3.21
1258114.36,20.8,0.3,194037.21,3.21
1257909.38,20.8,0.3,194031.78,3.21
1257893.19,20.8,0.31,193966.93,3.21
1257893.19,20.8,0.31,193966.93,3.21
1258016.42,20.81,0.31,195162.89,3.23
1257808.21,20.8,0.31,195047.86,3.23
1257610.0,20.8,0.3,195009.78,3.23
1257927.71,20.81,0.31,195191.39,3.23
1257911.51,20.81,0.31,195191.39,3.23
1257911.51,20.81,0.31,195191.39,3.23
1257596.29,20.81,0.31,194966.46,3.23
1257378.83,20.8,0.31,194743.5,3.22
1257173.85,20.8,0.31,194743.5,3.22
1257075.07,20.8,0.31,198857.25,3.29
1257289.67,20.81,0.31,198857.25,3.29
1257289.67,20.81,0.31,198857.25,3.29
1257084.69,20.81,0.31,198857.25,3.29
1257068.49,20.81,0.31,198857.25,3.29
1256863.52,20.81,0.31,199182.95,3.3
1256863.52,20.81,0.31,199182.95,3.3
1256658.54,20.81,0.31,199335.88,3.3
1256658.54,20.81,0.31,199335.88,3.3
1256901.26,20.82,0.32,199712.25,3.31
1256696.29,20.82,0.32,199713.84,3.31
1256696.29,20.82,0.32,199713.84,3.31
1256491.31,20.82,0.32,199654.85,3.31
1256286.34,20.82,0.32,199597.45,3.31
1256081.36,20.82,0.32,199597.45,3.31
1255922.58,20.82,0.32,199445.78,3.31
1255717.61,20.82,0.32,199461.07,3.31
1255717.61,20.82,0.32,199461.07,3.31
1255512.63,20.82,0.32,199388.38,3.31
1255307.66,20.82,0.32,199330.98,3.31
1255102.68,20.82,0.32,199330.98,3.31
1254734.98,20.81,0.31,199338.19,3.31
1254734.98,20.81,0.31,199338.19,3.31
1254541.67,20.81,0.31,198676.87,3.3
1254433.11,20.81,0.31,198487.62,3.29
1254228.13,20.81,0.32,198487.85,3.29
1254351.37,20.82,0.32,198463.25,3.29
1254351.37,20.82,0.32,198463.25,3.29
1254565.96,20.82,0.32,198618.36,3.3
1254561.43,20.83,0.33,198134.77,3.29
1254264.09,20.82,0.33,197767.79,3.28
1254264.09,20.82,0.33,197767.79,3.28
1254264.09,20.82,0.33,197767.79,3.28
1254264.09,20.82,0.33,197767.79,3.28
1254264.09,20.82,0.33,197767.79,3.28
1254264.09,20.82,0.33,197767.79,3.28
1254059.11,20.82,0.33,197808.28,3.28
1253854.14,20.82,0.33,197623.66,3.28
1253745.36,20.82,0.32,197515.2,3.28
1253745.36,20.82,0.32,197484.49,3.28
1253745.36,20.82,0.32,197484.49,3.28
1253745.36,20.82,0.32,197519.34,3.28
1253979.79,20.83,0.33,198775.33,3.3
1253784.81,20.83,0.33,198790.68,3.3
1253579.84,20.83,0.33,198794.08,3.3
1253553.64,20.83,0.33,198676.59,3.3
1253264.06,20.83,0.33,198313.89,3.3
1253059.09,20.83,0.33,198312.38,3.3
1253042.89,20.83,0.33,198286.12,3.3
1252837.92,20.83,0.33,198336.99,3.3
1252465.37,20.82,0.33,198205.85,3.3
1252260.39,20.82,0.33,198164.62,3.3
1252055.42,20.82,0.33,198154.97,3.3
1252055.42,20.82,0.33,198138.89,3.3
1251850.44,20.82,0.33,198407.35,3.3
1251834.24,20.83,0.33,198497.05,3.3
1252068.67,20.83,0.34,198479.29,3.3
1251853.7,20.83,0.34,197730.77,3.29
1251648.72,20.83,0.34,197727.94,3.29
1251648.72,20.83,0.34,197727.94,3.29
1251101.3,20.83,0.33,197180.51,3.28
1251101.3,20.83,0.33,197180.51,3.28
1250896.32,20.83,0.33,197176.74,3.28
1250622.9,20.82,0.32,196873.05,3.28
1250417.93,20.82,0.33,197132.94,3.28
1250212.95,20.82,0.33,197118.98,3.28
1249833.55,20.82,0.32,196888.47,3.28
1249628.57,20.82,0.32,197333.71,3.29
1249423.59,20.82,0.32,196979.09,3.28
1249218.62,20.82,0.32,196933.05,3.28
1249013.64,20.82,0.32,196948.34,3.28
1248808.67,20.82,0.32,196875.65,3.28
1248603.69,20.82,0.32,196853.81,3.28
1248398.72,20.82,0.32,196851.28,3.28
1248193.74,20.82,0.32,197049.41,3.29
1247988.77,20.82,0.32,197029.24,3.29
1247783.79,20.82,0.32,196851.28,3.28
1247767.59,20.82,0.32,196851.28,3.28
1247562.62,20.82,0.32,197220.19,3.29
1247357.64,20.82,0.32,197011.56,3.29
1247357.64,20.82,0.32,197011.56,3.29
1247152.67,20.82,0.32,196990.31,3.29
1246947.69,20.82,0.32,196988.92,3.29
1245307.89,20.82,0.32,196964.55,3.29
1245102.91,20.82,0.32,196962.82,3.29
1244897.93,20.82,0.32,197389.52,3.3
1244897.93,20.82,0.32,197389.52,3.3
1244692.96,20.82,0.32,197310.77,3.3
1244507.98,20.82,0.32,197092.8,3.3
1244491.78,20.82,0.33,197272.61,3.3
1244286.81,20.82,0.33,197185.24,3.3
1244081.83,20.82,0.33,197236.72,3.3
1243897.21,20.83,0.33,197443.48,3.31
1244131.64,20.83,0.33,197706.32,3.31
1244131.64,20.83,0.33,197704.52,3.31
1243752.24,20.83,0.33,197392.8,3.31
1243695.69,20.83,0.33,197237.73,3.3
1243490.71,20.83,0.33,197216.41,3.3
1243285.74,20.83,0.33,197217.78,3.3
1243080.76,20.83,0.33,197291.85,3.31
1242875.79,20.83,0.33,197232.0,3.31
1243110.22,20.83,0.34,197215.43,3.31
1243110.22,20.83,0.34,197215.43,3.31
1242730.81,20.83,0.33,197936.49,3.32
1242525.83,20.83,0.33,197914.65,3.32
1242320.86,20.83,0.33,197912.12,3.32
1242320.86,20.83,0.33,197912.12,3.32
1242115.88,20.83,0.33,197423.53,3.31
1242099.69,20.83,0.33,197257.73,3.31
1242334.12,20.84,0.34,197888.37,3.32
1242129.14,20.84,0.34,198232.67,3.33
1241924.16,20.84,0.34,198197.96,3.33
1241765.39,20.84,0.34,198081.75,3.32
1241765.39,20.84,0.34,198081.75,3.32
1241749.19,20.84,0.34,197786.42,3.32
1241732.99,20.84,0.34,198391.03,3.33
1241528.02,20.84,0.34,198333.63,3.33
1241333.04,20.84,0.34,198152.66,3.33
1241118.07,20.84,0.34,198093.73,3.33
1240913.09,20.84,0.34,198093.73,3.33
1240533.68,20.84,0.34,197702.36,3.32
1240328.71,20.84,0.34,197705.76,3.32
1240451.94,20.84,0.34,197697.76,3.32
1240246.97,20.84,0.34,197805.87,3.32
1240041.99,20.84,0.34,197779.88,3.32
1239837.02,20.84,0.34,197677.99,3.32
1239652.04,20.84,0.34,198802.33,3.34
1239447.06,20.84,0.34,198802.13,3.34
1239253.75,20.84,0.34,198140.81,3.33
1239455.12,20.85,0.35,198268.6,3.33
1239270.5,20.85,0.35,197652.57,3.32
1239270.5,20.85,0.35,197652.57,3.32
1239213.95,20.85,0.35,197593.31,3.32
1239008.97,20.85,0.35,197593.31,3.32
1238803.99,20.85,0.35,197705.86,3.33
1238803.99,20.85,0.35,197795.57,3.33
1238599.02,20.85,0.35,197683.02,3.33
1238599.02,20.85,0.35,197683.02,3.33
1238394.04,20.85,0.35,197679.7,3.33
1238189.07,20.85,0.35,197683.53,3.33
1238189.07,20.85,0.35,197682.31,3.33
1238189.07,20.85,0.35,197682.31,3.33
1236549.26,20.85,0.35,197657.94,3.33
1236344.29,20.85,0.35,197726.07,3.33
1236139.31,20.85,0.35,197651.61,3.33
1236139.31,20.85,0.35,197651.61,3.33
1235934.34,20.85,0.35,197634.15,3.33
1236057.57,20.85,0.36,198067.28,3.34
1234417.77,20.85,0.36,198042.91,3.35
1234401.57,20.86,0.36,198072.41,3.35
1234385.37,20.86,0.36,198183.75,3.35
1234619.8,20.87,0.37,198274.35,3.35
1234331.1,20.86,0.36,197985.64,3.35
1234126.12,20.86,0.36,198168.41,3.35
1234126.12,20.86,0.36,198168.41,3.35
1234109.92,20.86,0.37,198262.65,3.35
1233730.52,20.86,0.36,197991.88,3.35
1233525.54,20.86,0.36,198020.79,3.35
1233525.54,20.86,0.36,198020.79,3.35
1233525.54,20.86,0.36,198020.79,3.35
1233759.97,20.87,0.37,198111.38,3.35
1233555.0,20.87,0.37,198294.16,3.35
1233538.8,20.87,0.37,198276.28,3.35
1233333.82,20.87,0.37,198269.79,3.35
1233128.85,20.87,0.37,198366.79,3.36
1232749.44,20.86,0.37,198096.02,3.35
1232451.23,20.86,0.36,197865.56,3.35
1232153.02,20.86,0.36,197696.89,3.35
1231948.04,20.86,0.36,197615.4,3.35
1231948.04,20.86,0.36,197615.4,3.35
1231743.07,20.86,0.36,197599.89,3.35
1231538.09,20.86,0.36,198184.93,3.36
1231521.9,20.86,0.36,198021.25,3.35
1231316.92,20.86,0.36,197937.1,3.35
1231551.35,20.86,0.37,197929.56,3.35
1231346.38,20.86,0.37,197916.2,3.35
1231469.61,20.87,0.37,198082.56,3.36
1231161.4,20.86,0.37,198188.81,3.36
1231145.2,20.87,0.37,198047.99,3.36
1231129.01,20.87,0.37,197938.22,3.36
1230924.03,20.87,0.37,198718.37,3.37
1230729.05,20.87,0.37,198602.54,3.37
1230538.56,20.87,0.37,198691.95,3.37
1230538.56,20.87,0.37,198691.95,3.37
1230333.58,20.87,0.37,198695.35,3.37
1230128.61,20.87,0.37,198693.84,3.37
1230128.61,20.87,0.37,198693.84,3.37
1229923.63,20.87,0.37,198682.7,3.37
1229923.63,20.87,0.37,198682.7,3.37
1229718.65,20.87,0.37,198913.58,3.38
1229718.65,20.87,0.37,198913.58,3.38
1229513.68,20.87,0.37,198913.66,3.38
1229513.68,20.87,0.37,198928.83,3.38
1229308.7,20.87,0.37,198821.6,3.38
1228907.26,20.87,0.37,198502.37,3.37
1228702.29,20.87,0.37,198444.97,3.37
1228537.66,20.87,0.37,198642.87,3.37
1228292.34,20.87,0.37,198306.13,3.37
1228292.34,20.87,0.37,198296.15,3.37
1228276.14,20.87,0.37,198476.7,3.37
1228276.14,20.87,0.37,198476.7,3.37
1228071.16,20.87,0.37,198419.3,3.37
1228194.4,20.87,0.37,198735.78,3.38
1227989.42,20.87,0.37,198714.53,3.38
1228223.85,20.88,0.38,198711.41,3.38
1227834.45,20.87,0.38,198743.16,3.38
1227834.45,20.87,0.38,198743.16,3.38
1227629.47,20.87,0.38,198711.65,3.38
1227613.27,20.88,0.38,198711.89,3.38
1227597.08,20.88,0.38,198711.41,3.38
1227580.88,20.88,0.38,199003.19,3.39
1227375.91,20.88,0.38,198855.29,3.38
1227590.5,20.89,0.39,199732.61,3.4
1227824.94,20.89,0.39,199823.21,3.4
1227619.96,20.89,0.39,200100.85,3.41
1227414.98,20.89,0.39,200102.44,3.41
1227210.01,20.89,0.39,200043.45,3.41
1227193.81,20.9,0.4,200025.58,3.41
1227408.41,20.9,0.4,200019.08,3.41
1227249.63,20.9,0.4,199880.48,3.4
1227044.66,20.9,0.4,199891.64,3.4
1227028.46,20.9,0.4,199881.87,3.4
1226823.48,20.9,0.4,199880.48,3.41
1226525.27,20.9,0.4,199593.99,3.4
1226648.51,20.9,0.4,200063.02,3.41
1226443.53,20.9,0.4,200242.93,3.41
1226064.13,20.9,0.4,199877.29,3.41
1226047.93,20.9,0.4,200224.91,3.41
1226047.93,20.9,0.4,200224.91,3.41
1225842.95,20.9,0.4,200167.51,3.41
1225649.64,20.9,0.4,199506.19,3.4
1225541.08,20.9,0.4,199316.94,3.4
1225336.1,20.9,0.4,199316.94,3.4
1225319.9,20.9,0.41,199411.18,3.4
1225114.93,20.9,0.41,199441.32,3.4
1225349.36,20.91,0.41,199531.92,3.4
1225333.16,20.91,0.41,199833.27,3.41
1225456.4,20.92,0.42,199900.76,3.41
1225456.4,20.92,0.42,199900.76,3.41
1225251.42,20.92,0.42,200094.18,3.42
1225235.23,20.92,0.42,200076.31,3.42
1225235.23,20.92,0.42,200076.31,3.42
1225030.25,20.92,0.42,200069.81,3.42
1225014.05,20.92,0.42,200162.44,3.42
1225014.05,20.92,0.42,200190.94,3.42
1224809.08,20.92,0.42,200190.19,3.42
1224604.1,20.92,0.42,200259.06,3.42
1224224.7,20.92,0.42,200048.21,3.42
1224224.7,20.92,0.42,200079.49,3.42
1224019.72,20.92,0.42,200054.23,3.42
1223824.74,20.92,0.42,200550.18,3.43
1223824.74,20.92,0.42,200550.18,3.43
1223609.77,20.92,0.42,200265.28,3.42
1222609.77,20.9,0.41,199265.28,3.41
1222609.77,20.9,0.41,199234.0,3.41
1222844.2,20.91,0.41,199324.59,3.41
1222639.22,20.91,0.41,199507.37,3.41
1222349.65,20.91,0.41,199162.12,3.41
1222345.12,20.91,0.41,198678.53,3.4
1222236.55,20.91,0.41,198493.23,3.4
1221857.14,20.9,0.41,198222.46,3.39
1221652.17,20.9,0.41,198206.36,3.39
1221886.6,20.91,0.41,198198.09,3.39
1221727.82,20.91,0.41,198027.04,3.39
1221348.41,20.9,0.41,198137.48,3.39
1221591.14,20.91,0.41,198043.98,3.39
1221386.16,20.91,0.41,198027.04,3.39
1221369.96,20.91,0.41,198459.7,3.4
1221353.77,20.91,0.42,198284.59,3.4
1221568.37,20.92,0.42,198027.04,3.39
1221691.6,20.92,0.43,199683.73,3.42
1221675.4,20.93,0.43,199777.97,3.42
1221470.43,20.93,0.43,199806.88,3.42
1221470.43,20.93,0.43,199841.36,3.42
1221265.45,20.93,0.43,199838.04,3.42
1221249.26,20.93,0.43,199819.83,3.42
1221044.28,20.93,0.43,199816.99,3.43
1220754.71,20.93,0.43,199824.36,3.43
1220549.73,20.93,0.43,200035.27,3.43
1220251.52,20.92,0.43,199607.03,3.42
1220046.54,20.92,0.43,199396.11,3.42
1220046.54,20.92,0.43,199372.07,3.42
1219841.57,20.92,0.43,200104.3,3.43
1219463.87,20.92,0.42,199690.62,3.43
1219587.11,20.92,0.42,199758.12,3.43
1219587.11,20.92,0.42,199786.61,3.43
1219587.11,20.92,0.42,199786.61,3.43
1219587.11,20.92,0.42,199786.61,3.43
1219587.11,20.92,0.42,199786.61,3.43
1219382.13,20.92,0.43,199977.45,3.43
1219375.93,20.93,0.43,199750.67,3.43
1219349.74,20.93,0.43,199726.07,3.43
1219144.76,20.93,0.43,199668.67,3.43
1218969.78,20.93,0.43,199590.85,3.43
1218969.78,20.93,0.43,199590.85,3.43
1218764.81,20.93,0.43,199590.85,3.43
1218999.24,20.93,0.44,199573.09,3.43
1218983.04,20.94,0.44,199567.8,3.43
1218983.04,20.94,0.44,199567.8,3.43
1218778.06,20.94,0.44,199611.8,3.43
1218573.09,20.94,0.44,199572.99,3.43
1218193.68,20.93,0.43,199566.48,3.43
1217988.71,20.93,0.43,199732.54,3.43
1218231.43,20.94,0.44,199598.0,3.43
1218215.23,20.94,0.44,199566.48,3.43
1218010.26,20.94,0.44,200461.19,3.45
1217805.28,20.94,0.44,200439.94,3.45
1217789.08,20.94,0.45,200437.85,3.45
1217411.39,20.94,0.44,200030.8,3.44
1217206.41,20.94,0.44,200029.77,3.44
1217001.44,20.94,0.44,200053.18,3.44
1216985.24,20.94,0.44,200040.29,3.44
1216777.03,20.94,0.44,199841.97,3.44
1216777.03,20.94,0.44,199841.97,3.44
1216572.05,20.94,0.44,199838.86,3.44
1216367.08,20.94,0.44,199833.42,3.44
1216162.1,20.94,0.44,200203.26,3.45
1216162.1,20.94,0.44,200203.26,3.45
1216145.9,20.94,0.44,200185.39,3.45
1216129.71,20.94,0.45,200179.95,3.45
1215924.73,20.94,0.45,200178.89,3.45
1215719.76,20.94,0.45,200221.06,3.45
1215514.78,20.94,0.45,200178.89,3.45
1215309.8,20.94,0.45,200178.89,3.45
1215104.83,20.94,0.45,200654.98,3.46
1214899.85,20.94,0.45,200543.85,3.46
1214883.66,20.95,0.45,200638.09,3.46
1214883.66,20.95,0.45,200638.09,3.46
1214678.68,20.95,0.45,200636.28,3.46
1214473.71,20.95,0.45,200639.68,3.46
1214473.71,20.95,0.45,200639.68,3.46
1214699.85,20.95,0.46,200631.15,3.46
1214699.85,20.95,0.46,200631.15,3.46
1214699.85,20.95,0.46,200631.15,3.46
1214494.87,20.95,0.46,200614.77,3.46
1214494.87,20.95,0.46,200614.77,3.46
1214289.89,20.95,0.46,200611.91,3.46
1214289.89,20.95,0.46,200611.91,3.46
1214289.89,20.95,0.46,200611.91,3.46
1214000.32,20.95,0.45,200341.33,3.46
1214000.32,20.95,0.45,200341.33,3.46
1213795.34,20.95,0.45,200528.7,3.46
1213795.34,20.95,0.45,200528.7,3.46
1213795.34,20.95,0.45,200528.7,3.46
1213590.37,20.95,0.45,200574.64,3.46
1213574.17,20.95,0.45,200435.37,3.46
1213574.17,20.95,0.45,200436.24,3.46
1213557.97,20.95,0.46,201142.1,3.47
