ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
824949.92,30.16,11.26,392695.19,14.36
824577.21,30.15,11.25,393521.95,14.39
823839.89,30.17,11.26,393477.54,14.41
823647.3,30.17,11.27,393503.0,14.41
823647.3,30.17,11.27,393503.0,14.41
823454.71,30.17,11.27,393392.79,14.42
823454.71,30.17,11.27,393392.79,14.42
823450.08,30.18,11.28,393598.82,14.43
823445.45,30.19,11.29,393356.31,14.42
823777.5,30.21,11.31,394046.24,14.45
823777.5,30.21,11.31,394046.24,14.45
823805.92,30.22,11.32,394056.09,14.45
823647.95,30.21,11.31,393913.32,14.45
823438.72,30.21,11.31,393757.79,14.44
823434.09,30.22,11.31,393735.42,14.45
823241.5,30.22,11.32,393752.92,14.45
822746.86,30.21,11.31,393462.47,14.45
822986.99,30.22,11.32,393438.26,14.45
822986.99,30.22,11.32,393438.26,14.45
822614.27,30.22,11.31,393416.62,14.45
822854.4,30.23,11.33,393628.36,14.46
822661.81,30.23,11.33,393522.49,14.46
822661.81,30.23,11.33,393522.49,14.46
822469.22,30.24,11.34,393426.45,14.46
822469.22,30.24,11.34,393426.45,14.46
822464.59,30.25,11.34,394439.17,14.51
822493.01,30.26,11.35,394449.03,14.51
822493.01,30.26,11.35,394449.03,14.51
822120.29,30.25,11.35,394048.24,14.5
822115.67,30.26,11.35,394025.86,14.5
822115.67,30.26,11.35,394025.86,14.5
821923.08,30.26,11.36,393999.99,14.51
821730.49,30.26,11.36,394031.8,14.51
821537.9,30.27,11.37,394007.04,14.52
821345.31,30.27,11.37,394219.1,14.53
821152.71,30.28,11.37,394055.48,14.53
821152.71,30.28,11.37,394055.48,14.53
820960.12,30.28,11.38,394348.72,14.55
820800.58,30.29,11.38,394354.13,14.55
820607.99,30.29,11.39,394313.02,14.55
820607.99,30.29,11.39,394313.02,14.55
820607.99,30.29,11.39,394313.02,14.55
820415.4,30.29,11.39,394369.83,14.56
820747.44,30.31,11.41,394326.11,14.56
820554.85,30.31,11.41,394669.15,14.58
820362.26,30.32,11.42,394553.17,14.58
819945.59,30.31,11.41,394456.33,14.58
820198.08,30.33,11.43,395095.43,14.61
820198.08,30.33,11.43,395095.43,14.61
820160.51,30.33,11.43,394995.56,14.61
820000.97,30.34,11.44,394990.88,14.61
819996.34,30.35,11.45,394966.71,14.62
819996.34,30.35,11.45,394966.71,14.62
820328.39,30.36,11.46,395003.23,14.62
820323.76,30.37,11.47,394981.18,14.62
820131.17,30.38,11.47,394960.81,14.63
820126.54,30.39,11.48,394948.16,14.63
819809.66,30.38,11.48,395404.99,14.65
819617.07,30.38,11.48,395420.89,14.66
819949.11,30.4,11.5,396210.73,14.69
819640.44,30.39,11.49,395776.55,14.68
819995.47,30.41,11.51,395783.29,14.68
819678.58,30.4,11.5,395750.51,14.68
819663.88,30.41,11.51,395792.26,14.68
819461.22,30.42,11.51,395760.63,14.69
819446.53,30.42,11.52,395741.79,14.69
819243.87,30.43,11.53,395768.95,14.7
819473.93,30.44,11.54,395742.6,14.7
819314.38,30.45,11.55,395737.34,14.71
819111.72,30.45,11.55,395724.23,14.71
818953.76,30.45,11.55,395570.75,14.71
818751.1,30.45,11.55,396551.88,14.75
818558.51,30.45,11.55,396524.52,14.75
818558.51,30.45,11.55,396524.52,14.75
818365.92,30.46,11.56,396517.14,14.76
818173.33,30.46,11.56,396692.05,14.77
818173.33,30.46,11.56,396692.05,14.77
818015.36,30.46,11.56,396581.57,14.77
817822.77,30.46,11.56,396567.85,14.77
817649.03,30.47,11.57,397201.59,14.8
817649.03,30.47,11.57,397201.59,14.8
817479.8,30.47,11.57,396619.2,14.78
817432.97,30.48,11.58,396559.7,14.79
817432.97,30.48,11.58,396559.7,14.79
817432.97,30.48,11.58,396559.7,14.79
817461.38,30.49,11.59,396569.56,14.79
817296.16,30.5,11.6,396565.73,14.8
817103.57,30.5,11.6,396529.5,14.8
816910.98,30.5,11.6,396545.66,14.81
816718.39,30.51,11.61,396517.59,14.81
816850.27,30.52,11.62,396538.99,14.82
816982.15,30.53,11.63,397594.21,14.86
816609.44,30.52,11.62,397204.34,14.85
816614.23,30.53,11.63,397096.56,14.85
816600.18,30.54,11.64,397163.43,14.85
816401.91,30.55,11.65,397133.81,14.86
816391.61,30.56,11.66,397166.41,14.86
816193.34,30.56,11.66,397139.27,14.87
816193.34,30.56,11.66,397139.27,14.87
815995.07,30.56,11.66,397121.92,14.87
816121.27,30.58,11.68,397419.57,14.89
816121.27,30.58,11.68,397405.53,14.89
815923.0,30.58,11.68,397477.8,14.9
815724.73,30.58,11.68,397538.27,14.9
815565.19,30.59,11.69,397543.68,14.91
815565.19,30.59,11.69,397543.68,14.91
815565.19,30.59,11.69,397560.43,14.91
815372.59,30.59,11.69,397521.87,14.92
815504.48,30.61,11.71,397641.18,14.92
815311.89,30.61,11.71,397512.99,14.92
815119.3,30.61,11.72,397507.71,14.93
814945.55,30.62,11.72,398432.74,14.97
815187.9,30.63,11.74,397643.5,14.94
815187.9,30.63,11.74,397643.5,14.94
814956.32,30.64,11.74,398266.11,14.97
814796.78,30.64,11.74,398268.63,14.98
814796.78,30.64,11.74,398268.63,14.98
814796.78,30.64,11.74,398268.63,14.98
813801.04,30.62,11.72,397271.23,14.95
814041.16,30.63,11.73,397242.98,14.95
813668.45,30.62,11.72,397305.96,14.95
813475.86,30.63,11.73,397283.78,14.96
813471.23,30.64,11.74,397248.97,14.96
813278.64,30.64,11.74,397227.62,14.97
813278.64,30.64,11.74,397227.62,14.97
813086.05,30.65,11.75,397634.59,14.99
812902.88,30.65,11.75,397567.49,14.99
812700.87,30.65,11.75,397448.92,14.99
812496.15,30.65,11.75,397399.59,14.99
812751.4,30.66,11.77,397390.87,14.99
812558.81,30.67,11.77,397415.78,15.0
812366.22,30.67,11.77,397394.13,15.0
812173.63,30.68,11.78,397373.57,15.01
811981.04,30.68,11.78,397353.39,15.01
811788.45,30.69,11.79,397623.24,15.03
811788.45,30.69,11.79,397623.24,15.03
811595.86,30.69,11.79,397347.93,15.03
811403.26,30.69,11.8,397755.56,15.05
811403.26,30.69,11.8,397755.56,15.05
811243.72,30.7,11.8,397751.17,15.05
811051.13,30.7,11.81,397723.58,15.06
811051.13,30.7,11.81,397723.58,15.06
810858.54,30.71,11.81,397781.1,15.06
810693.31,30.71,11.82,397784.36,15.07
810500.72,30.72,11.82,397739.06,15.07
810308.13,30.72,11.82,397716.4,15.08
810200.17,30.72,11.82,397613.97,15.08
810195.54,30.73,11.83,397608.45,15.08
810327.42,30.74,11.84,398176.52,15.11
810322.8,30.75,11.85,398269.68,15.11
810124.53,30.76,11.86,398240.28,15.12
809830.05,30.75,11.85,397891.09,15.11
809625.33,30.74,11.84,397628.96,15.1
809427.06,30.75,11.85,397656.14,15.11
809416.75,30.76,11.86,397613.6,15.11
809218.48,30.76,11.86,397610.78,15.11
809208.18,30.77,11.87,397606.1,15.12
809009.91,30.77,11.88,398029.09,15.14
808811.64,30.78,11.88,397919.17,15.14
808652.09,30.78,11.89,397921.69,15.15
808892.22,30.8,11.9,397893.44,15.15
808892.22,30.8,11.9,397893.44,15.15
808892.22,30.8,11.9,397893.44,15.15
808892.22,30.8,11.9,397893.44,15.15
808597.74,30.79,11.89,397582.76,15.14
808405.15,30.79,11.9,397656.13,15.15
808405.15,30.79,11.9,397656.13,15.15
808032.44,30.79,11.89,397609.82,15.15
807839.85,30.79,11.89,397564.12,15.15
807535.37,30.78,11.89,397325.72,15.15
807371.05,30.79,11.89,398650.45,15.2
807416.12,30.8,11.9,398219.07,15.19
807416.14,30.81,11.91,397683.64,15.17
807145.01,30.81,11.91,397748.95,15.18
806985.46,30.82,11.92,397740.69,15.19
807207.67,30.83,11.93,397771.24,15.19
807015.08,30.84,11.94,397738.95,15.2
807255.21,30.85,11.95,397711.42,15.2
807062.62,30.85,11.96,398042.38,15.22
806870.03,30.86,11.96,397855.07,15.22
806870.03,30.86,11.96,397855.07,15.22
806870.03,30.86,11.96,397855.07,15.22
806677.44,30.86,11.97,397695.99,15.22
806672.81,30.87,11.98,398725.19,15.26
806300.09,30.86,11.97,398290.41,15.25
806573.26,30.88,11.98,398295.06,15.25
806573.26,30.88,11.98,398295.06,15.25
806568.64,30.89,11.99,398273.24,15.25
806568.64,30.89,11.99,398273.24,15.25
806376.05,30.89,12.0,398253.45,15.26
806183.46,30.9,12.0,398268.09,15.26
806183.46,30.9,12.0,398268.09,15.26
805990.86,30.9,12.01,398247.13,15.27
805833.96,30.9,12.0,398090.22,15.26
805548.89,30.89,11.99,397829.59,15.26
805356.3,30.9,12.0,397822.96,15.26
805578.51,30.91,12.01,398658.09,15.3
805293.44,30.9,12.01,398357.43,15.29
805293.44,30.9,12.01,398357.43,15.29
805100.85,30.91,12.01,398480.7,15.3
805100.85,30.91,12.01,398480.7,15.3
804947.17,30.9,12.01,398323.33,15.29
804748.34,30.9,12.0,398184.35,15.29
804588.79,30.91,12.01,398178.47,15.29
804396.2,30.91,12.01,398147.99,15.3
804391.57,30.92,12.02,398197.65,15.31
804028.86,30.91,12.01,397902.91,15.3
803836.27,30.92,12.02,397870.34,15.3
803831.64,30.92,12.03,397857.29,15.31
803639.05,30.93,12.03,398239.13,15.33
803639.05,30.93,12.03,398239.13,15.33
803879.18,30.94,12.05,398285.62,15.33
803686.58,30.95,12.05,398639.63,15.35
803715.0,30.96,12.06,398649.49,15.36
803715.0,30.96,12.06,398649.49,15.36
803522.41,30.96,12.07,398621.97,15.36
803522.41,30.96,12.07,398621.97,15.36
803517.79,30.97,12.08,398601.24,15.37
803513.16,30.98,12.08,398641.98,15.37
803140.44,30.97,12.08,398234.17,15.36
802855.38,30.97,12.07,397916.81,15.35
803256.86,30.99,12.09,397882.9,15.35
803064.27,30.99,12.09,398219.7,15.37
802871.68,30.99,12.1,398401.19,15.38
802679.09,31.0,12.1,398682.54,15.4
802707.51,31.01,12.11,398692.4,15.4
802514.92,31.01,12.12,398667.45,15.41
802322.32,31.02,12.12,398643.73,15.41
802317.7,31.03,12.13,398677.81,15.42
802125.11,31.03,12.13,398658.08,15.42
801650.79,31.02,12.12,398512.99,15.42
801650.79,31.02,12.12,398512.99,15.42
801458.2,31.03,12.13,398489.66,15.43
801265.6,31.03,12.13,398530.97,15.43
801095.99,31.04,12.14,398540.15,15.44
801227.87,31.05,12.15,399182.78,15.47
801025.21,31.05,12.16,399146.3,15.47
801010.52,31.06,12.17,399139.73,15.48
800807.86,31.07,12.17,399159.17,15.49
800605.2,31.07,12.17,399140.18,15.49
800402.54,31.08,12.18,399126.96,15.5
800402.54,31.08,12.18,399126.96,15.5
800199.88,31.08,12.18,399379.09,15.51
800429.94,31.09,12.2,399639.97,15.52
800429.94,31.09,12.2,399639.97,15.52
800135.47,31.09,12.19,399306.43,15.51
799762.75,31.08,12.18,399027.41,15.51
799791.17,31.09,12.19,399037.27,15.51
799598.58,31.09,12.2,398998.65,15.52
799593.95,31.1,12.21,398989.03,15.52
799593.95,31.1,12.21,398989.03,15.52
799834.08,31.12,12.22,399029.42,15.52
799599.22,31.11,12.22,399035.72,15.53
799599.22,31.11,12.22,399035.72,15.53
799383.25,31.11,12.21,398963.92,15.53
799190.66,31.11,12.22,398912.28,15.53
799322.54,31.13,12.23,399480.46,15.56
799322.54,31.13,12.23,399480.46,15.56
799562.67,31.14,12.24,399669.12,15.57
799370.08,31.14,12.25,399923.46,15.58
799370.08,31.14,12.25,399923.46,15.58
799370.08,31.14,12.25,399923.46,15.58
799200.46,31.15,12.25,399916.54,15.59
798997.81,31.15,12.26,399892.42,15.59
798888.05,31.15,12.26,399782.67,15.59
798873.36,31.16,12.27,399813.35,15.6
798873.36,31.16,12.27,399813.35,15.6
798670.7,31.17,12.27,399790.7,15.6
798468.04,31.17,12.28,399771.06,15.61
797730.72,31.19,12.29,399726.64,15.63
797726.1,31.2,12.3,399842.29,15.64
797353.38,31.19,12.3,399779.08,15.64
797593.51,31.21,12.31,399802.78,15.64
797299.03,31.2,12.3,399499.82,15.63
797083.06,31.19,12.3,399277.55,15.62
796890.47,31.2,12.3,399275.6,15.63
796890.47,31.2,12.3,399275.6,15.63
796697.88,31.2,12.31,399741.31,15.66
796495.22,31.21,12.31,399959.77,15.67
796292.56,31.21,12.32,399782.26,15.67
795919.85,31.2,12.31,399391.63,15.66
795717.19,31.21,12.31,399525.15,15.67
795717.19,31.21,12.31,399525.15,15.67
795557.64,31.21,12.32,399520.88,15.67
795557.64,31.21,12.32,399520.88,15.67
795557.64,31.21,12.32,399520.88,15.67
794561.9,31.18,12.29,398525.14,15.64
794561.9,31.18,12.29,398525.14,15.64
794369.31,31.19,12.3,398494.59,15.65
794364.69,31.2,12.31,398544.45,15.65
794364.69,31.2,12.31,398544.45,15.65
794172.1,31.2,12.31,398509.75,15.66
793979.51,31.21,12.32,398495.23,15.66
793786.91,31.21,12.32,398479.5,15.67
793786.91,31.21,12.32,398479.5,15.67
793782.29,31.22,12.33,398898.31,15.69
793777.66,31.23,12.34,399014.86,15.7
793618.12,31.24,12.35,399009.6,15.71
793618.12,31.24,12.35,399009.6,15.71
793425.53,31.24,12.35,398979.13,15.71
793232.94,31.25,12.35,399098.29,15.72
793040.34,31.25,12.36,398992.87,15.72
792847.75,31.26,12.36,398966.11,15.73
792655.16,31.26,12.37,399053.27,15.74
792650.54,31.27,12.38,399295.73,15.75
792457.95,31.28,12.38,399124.96,15.75
792739.28,31.29,12.4,399121.8,15.76
792420.27,31.28,12.39,398803.7,15.74
792227.68,31.29,12.4,398773.38,15.75
792227.68,31.29,12.4,398773.38,15.75
792035.09,31.29,12.4,398805.41,15.76
792035.09,31.29,12.4,398805.41,15.76
792035.09,31.29,12.4,398805.41,15.76
791890.88,31.29,12.4,398778.35,15.76
790895.13,31.26,12.37,397780.85,15.72
790895.13,31.26,12.37,397780.85,15.72
790702.54,31.27,12.38,397814.24,15.73
790942.67,31.28,12.39,397784.57,15.73
790938.04,31.29,12.4,397762.95,15.74
790938.04,31.29,12.4,397762.95,15.74
790745.45,31.3,12.41,398545.6,15.78
790372.74,31.29,12.4,398145.98,15.76
790214.55,31.29,12.39,397988.59,15.76
790026.13,31.29,12.4,398142.68,15.77
790054.55,31.3,12.41,398152.53,15.77
790186.43,31.32,12.42,398118.34,15.78
790426.56,31.33,12.44,398166.64,15.78
790426.56,31.33,12.44,398166.64,15.78
790233.97,31.34,12.44,398145.01,15.79
790041.38,31.34,12.45,398158.08,15.79
789848.79,31.34,12.45,398094.21,15.8
789656.2,31.35,12.46,398984.63,15.84
789788.08,31.36,12.47,399257.11,15.85
789628.53,31.37,12.48,399252.84,15.86
789435.94,31.37,12.48,399221.9,15.87
789227.14,31.37,12.47,399010.05,15.86
789227.14,31.37,12.47,399010.05,15.86
789359.03,31.38,12.49,399065.07,15.87
789166.44,31.39,12.49,399016.33,15.87
788973.85,31.39,12.5,398998.32,15.88
788781.26,31.4,12.5,399264.57,15.89
788588.67,31.4,12.51,399088.34,15.89
788396.07,31.41,12.51,399309.28,15.91
788424.49,31.42,12.52,399319.14,15.91
788231.9,31.42,12.53,399280.52,15.92
788039.31,31.43,12.53,399270.09,15.92
787846.72,31.43,12.54,399301.06,15.93
787654.13,31.44,12.54,399269.38,15.94
787654.13,31.44,12.54,399291.91,15.94
787654.13,31.44,12.54,399271.36,15.94
787461.54,31.44,12.55,399690.15,15.96
787461.54,31.44,12.55,399710.46,15.96
787307.93,31.45,12.55,399399.53,15.95
787264.32,31.46,12.56,399618.79,15.97
787292.74,31.47,12.57,399628.64,15.97
787292.74,31.47,12.57,399606.36,15.97
787293.23,31.47,12.57,399633.36,15.97
787100.64,31.47,12.58,399594.16,15.98
787322.85,31.49,12.59,399628.32,15.98
787130.26,31.49,12.6,399599.15,15.99
786860.41,31.49,12.59,399466.82,15.98
786667.82,31.49,12.6,399445.06,15.99
786475.23,31.5,12.6,399806.41,16.01
786475.23,31.5,12.6,399806.41,16.01
786475.23,31.5,12.6,399806.41,16.01
786282.64,31.5,12.61,399664.33,16.01
786090.05,31.51,12.61,400033.54,16.03
785930.51,31.51,12.62,400028.72,16.04
786170.63,31.53,12.63,400000.01,16.04
785978.04,31.53,12.64,400065.92,16.05
785973.41,31.54,12.65,400023.3,16.05
785780.82,31.55,12.65,399989.38,16.06
785588.23,31.55,12.66,399983.63,16.07
785588.23,31.55,12.66,399946.87,16.06
785405.07,31.56,12.66,400650.26,16.1
785552.15,31.57,12.68,400827.05,16.11
785392.61,31.58,12.68,400822.78,16.12
785200.02,31.58,12.69,400791.77,16.12
785007.43,31.59,12.69,400821.81,16.13
785007.43,31.59,12.69,400821.81,16.13
784814.84,31.59,12.7,400796.26,16.13
784622.25,31.6,12.7,400778.3,16.14
784623.72,31.6,12.7,400840.45,16.14
784402.43,31.59,12.7,400575.0,16.13
784534.31,31.61,12.71,400748.11,16.15
784239.84,31.6,12.71,400452.94,16.14
784239.84,31.6,12.71,400452.94,16.14
784047.25,31.6,12.71,400494.77,16.14
783854.66,31.61,12.71,400542.04,16.15
783854.66,31.61,12.71,400536.91,16.15
784019.59,31.62,12.73,400535.83,16.16
784019.59,31.62,12.73,400530.64,16.16
784020.57,31.62,12.73,400532.22,16.16
784020.57,31.62,12.73,400532.22,16.16
783827.98,31.63,12.73,400499.1,16.16
784068.1,31.64,12.75,400557.39,16.17
784068.1,31.64,12.75,400557.39,16.17
784290.31,31.66,12.77,400495.52,16.17
783917.59,31.65,12.76,400492.23,16.17
783725.0,31.66,12.76,400877.42,16.19
783725.0,31.66,12.76,400877.42,16.19
783725.0,31.66,12.76,400877.42,16.19
783532.41,31.66,12.77,400707.92,16.19
783382.03,31.67,12.77,401529.75,16.23
783272.28,31.67,12.77,401420.0,16.23
783037.48,31.67,12.77,401150.01,16.22
783202.41,31.68,12.79,401148.93,16.23
783197.78,31.69,12.8,401125.67,16.23
782993.06,31.69,12.79,400969.2,16.23
782800.47,31.69,12.8,400981.82,16.23
782795.84,31.7,12.81,400961.4,16.24
782603.25,31.71,12.81,401091.18,16.25
782221.86,31.7,12.8,400792.86,16.24
782227.97,31.7,12.81,400863.94,16.25
782035.38,31.7,12.81,400922.02,16.25
781852.21,31.71,12.82,400859.74,16.26
781650.2,31.71,12.82,401411.49,16.29
781490.65,31.72,12.83,401406.24,16.29
781298.06,31.73,12.83,401375.81,16.3
781300.35,31.73,12.83,401386.54,16.3
781107.76,31.73,12.84,401455.46,16.31
780915.16,31.74,12.84,401401.74,16.31
780756.71,31.73,12.84,401243.29,16.31
780564.12,31.74,12.84,401327.32,16.32
780390.37,31.74,12.85,401896.68,16.35
779653.06,31.76,12.87,401886.23,16.37
779947.88,31.79,12.89,401872.82,16.38
779755.29,31.79,12.9,401868.94,16.39
779562.7,31.8,12.9,401830.97,16.39
779370.11,31.81,12.91,402000.71,16.41
778671.26,31.79,12.89,401320.06,16.38
778666.63,31.8,12.9,401318.27,16.39
778666.63,31.8,12.9,401363.91,16.39
778379.19,31.79,12.9,401095.86,16.38
778223.82,31.79,12.89,400938.01,16.38
778496.99,31.81,12.91,400942.7,16.38
778492.36,31.82,12.92,400920.84,16.38
778492.36,31.82,12.92,400920.84,16.38
778288.62,31.81,12.92,400712.5,16.38
777915.91,31.8,12.91,400694.96,16.38
777723.32,31.81,12.91,400795.56,16.39
777723.32,31.81,12.91,400749.93,16.39
777438.25,31.8,12.9,400430.32,16.38
777245.66,31.8,12.91,400347.33,16.38
776953.83,31.8,12.9,400047.77,16.37
776761.24,31.8,12.91,400017.14,16.38
776761.24,31.8,12.91,400017.14,16.38
777162.72,31.82,12.93,400518.18,16.4
776970.13,31.83,12.93,400580.82,16.41
776970.13,31.83,12.93,400580.82,16.41
776965.51,31.84,12.94,400797.79,16.42
776665.57,31.83,12.93,400519.98,16.41
776506.02,31.83,12.94,400514.1,16.42
776506.02,31.83,12.94,400565.6,16.42
776506.02,31.83,12.94,400558.05,16.42
776506.02,31.83,12.94,400558.05,16.42
776510.09,31.83,12.94,400571.19,16.42
776317.5,31.84,12.94,400540.8,16.43
776124.91,31.85,12.95,400577.65,16.44
775932.32,31.85,12.95,400587.35,16.44
775739.73,31.86,12.96,400528.32,16.45
775560.45,31.85,12.96,400590.49,16.45
775555.83,31.86,12.97,400814.23,16.47
775363.24,31.87,12.97,400650.22,16.47
775170.65,31.87,12.98,400746.67,16.48
775443.82,31.89,12.99,400751.32,16.48
775251.23,31.9,13.0,400727.24,16.49
775058.64,31.9,13.01,400776.92,16.5
774866.04,31.91,13.01,400729.5,16.5
774673.45,31.91,13.02,400703.72,16.51
774480.86,31.92,13.02,401002.44,16.53
774288.27,31.92,13.03,400996.79,16.53
774283.65,31.93,13.04,401194.06,16.55
774312.07,31.94,13.05,401203.91,16.55
774119.47,31.95,13.05,401178.96,16.56
773926.88,31.95,13.06,401224.85,16.57
773734.29,31.96,13.06,401197.89,16.57
773361.58,31.95,13.05,400936.28,16.56
773168.99,31.96,13.06,400890.74,16.57
773168.99,31.96,13.06,400890.74,16.57
773417.28,31.97,13.08,401452.83,16.6
773234.11,31.98,13.08,401487.49,16.6
773057.19,31.98,13.09,401547.75,16.61
772897.64,31.99,13.09,401553.17,16.62
772897.64,31.99,13.09,401553.17,16.62
773029.53,32.0,13.11,401519.26,16.62
772836.94,32.01,13.11,401633.92,16.64
772832.31,32.02,13.12,401571.15,16.64
772639.72,32.03,13.13,401503.0,16.64
772879.84,32.04,13.15,402092.51,16.67
772687.25,32.05,13.15,402085.98,16.68
772682.63,32.06,13.16,402374.64,16.69
772682.63,32.06,13.16,402374.64,16.69
772523.08,32.06,13.17,402377.16,16.7
772274.69,32.06,13.16,402124.07,16.69
771901.97,32.05,13.15,402005.0,16.69
771897.34,32.06,13.16,401984.82,16.7
771897.34,32.06,13.16,401984.82,16.7
771704.75,32.06,13.17,401963.29,16.7
771512.16,32.07,13.17,401978.13,16.71
771512.16,32.07,13.17,401978.13,16.71
771752.29,32.09,13.19,401959.78,16.71
771559.7,32.09,13.2,401952.58,16.72
771367.11,32.1,13.2,402491.44,16.75
771174.52,32.1,13.21,402533.0,16.76
770780.58,32.09,13.2,402116.55,16.74
770621.03,32.1,13.2,402111.73,16.75
770248.32,32.09,13.19,401749.25,16.74
770248.32,32.09,13.19,401749.25,16.74
770055.72,32.09,13.2,401718.31,16.74
769863.13,32.1,13.2,401869.31,16.76
769670.54,32.11,13.21,401732.08,16.76
769376.07,32.1,13.2,401428.08,16.75
769326.07,32.1,13.2,401378.08,16.75
769574.36,32.11,13.22,401353.55,16.75
769706.24,32.13,13.23,401978.28,16.78
769354.21,32.12,13.22,401976.89,16.78
769530.12,32.13,13.24,402300.34,16.8
769195.32,32.12,13.23,401912.75,16.79
769003.22,32.13,13.23,401724.77,16.78
768843.67,32.14,13.24,401730.18,16.79
769091.96,32.15,13.26,401691.28,16.79
768721.08,32.14,13.25,401767.83,16.8
768969.37,32.16,13.26,401712.57,16.8
768969.37,32.16,13.26,401712.57,16.8
769154.71,32.18,13.28,401805.26,16.81
769154.71,32.18,13.28,401805.26,16.81
768783.83,32.17,13.27,401751.76,16.81
768783.83,32.17,13.27,401751.76,16.81
768591.24,32.17,13.28,401811.18,16.82
768287.76,32.16,13.27,401516.38,16.81
768301.98,32.18,13.28,402449.4,16.85
768251.98,32.17,13.28,402399.4,16.85
768471.16,32.2,13.3,402441.94,16.86
768311.62,32.2,13.31,402436.06,16.87
768119.03,32.21,13.31,402408.79,16.87
767733.85,32.22,13.32,402418.34,16.89
767674.75,32.22,13.33,402565.23,16.9
767482.15,32.23,13.33,402541.07,16.9
767477.53,32.24,13.34,402691.81,16.92
767472.9,32.25,13.35,402550.62,16.92
767468.28,32.26,13.37,403088.54,16.94
767496.69,32.27,13.38,403073.31,16.95
767304.1,32.28,13.38,403106.06,16.96
767304.1,32.28,13.38,403106.06,16.96
767299.48,32.29,13.39,403078.23,16.96
767299.48,32.29,13.39,403078.23,16.96
767106.89,32.3,13.4,403053.34,16.97
767238.77,32.31,13.41,403196.12,16.98
767034.05,32.3,13.41,403063.5,16.98
766841.46,32.31,13.41,403037.72,16.98
766841.46,32.31,13.41,403037.72,16.98
767250.66,32.33,13.43,403947.03,17.02
767246.03,32.34,13.44,404252.95,17.04
767086.48,32.35,13.45,404247.69,17.05
766893.89,32.35,13.46,404219.28,17.05
766889.27,32.36,13.47,404293.66,17.06
766696.68,32.37,13.47,404259.24,17.07
766394.12,32.36,13.47,403896.85,17.06
766201.53,32.37,13.47,403843.07,17.06
766386.87,32.39,13.49,404273.88,17.08
766386.87,32.39,13.49,404295.89,17.08
766203.7,32.39,13.49,404259.87,17.09
766189.65,32.4,13.5,404499.32,17.11
766189.65,32.4,13.5,404499.32,17.11
766030.11,32.41,13.51,404504.74,17.11
766025.48,32.42,13.52,404484.23,17.12
765640.3,32.43,13.53,404482.64,17.13
765447.71,32.44,13.54,404455.01,17.14
765255.12,32.44,13.54,404667.4,17.16
765255.12,32.44,13.54,404645.39,17.15
765062.53,32.45,13.55,404663.28,17.16
764869.94,32.45,13.56,404585.05,17.17
764869.94,32.45,13.56,404585.05,17.17
764710.39,32.46,13.56,404581.04,17.17
764517.8,32.47,13.57,404549.73,17.18
764229.87,32.46,13.56,404368.66,17.17
764470.0,32.47,13.58,404365.68,17.18
764277.41,32.48,13.58,404551.9,17.19
764272.78,32.49,13.59,404364.51,17.19
764272.78,32.49,13.59,404388.05,17.19
764268.15,32.5,13.6,404378.4,17.2
763895.44,32.49,13.6,404985.72,17.23
764212.88,32.51,13.62,405329.07,17.24
763993.65,32.51,13.61,405233.86,17.24
764049.87,32.52,13.62,405292.14,17.25
764049.87,32.52,13.62,405290.58,17.25
763890.33,32.52,13.63,405295.99,17.26
762382.65,32.57,13.67,405234.85,17.31
762382.65,32.57,13.67,405234.85,17.31
762190.06,32.58,13.68,405210.07,17.32
762190.06,32.58,13.68,405210.07,17.32
761680.64,32.56,13.67,404877.9,17.31
761488.05,32.57,13.67,404857.27,17.32
761336.08,32.57,13.67,404705.94,17.31
761331.46,32.58,13.68,404783.58,17.32
761326.83,32.59,13.69,404736.66,17.32
761326.83,32.59,13.69,404736.66,17.32
761566.96,32.61,13.71,404753.01,17.33
761566.96,32.61,13.71,404753.01,17.33
761562.33,32.62,13.72,404693.47,17.33
761562.33,32.62,13.72,404693.47,17.33
761369.74,32.62,13.72,405664.31,17.38
761144.77,32.62,13.72,405376.8,17.37
760985.23,32.62,13.73,405371.54,17.38
760792.64,32.63,13.73,405341.16,17.38
761032.76,32.65,13.75,405422.63,17.39
760840.17,32.65,13.75,405364.94,17.4
760840.17,32.65,13.75,405364.94,17.4
760647.58,32.66,13.76,405344.86,17.4
760454.99,32.66,13.77,405357.72,17.41
760262.4,32.67,13.77,405771.25,17.44
760069.81,32.68,13.78,405722.33,17.44
760325.06,32.69,13.8,405713.61,17.45
760155.45,32.7,13.8,405713.49,17.45
760155.45,32.7,13.8,405713.49,17.45
759860.4,32.69,13.8,405743.52,17.46
