ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
991512.76,25.41,6.5,337060.56,8.64
991310.1,25.41,6.5,337172.7,8.64
991144.88,25.42,6.51,337169.14,8.65
991144.88,25.42,6.51,337169.14,8.65
990942.22,25.42,6.51,337036.63,8.65
990546.42,25.41,6.5,336602.9,8.64
990343.76,25.41,6.5,336598.77,8.64
990343.76,25.41,6.5,336576.76,8.64
990145.49,25.41,6.5,336549.5,8.64
990135.18,25.42,6.51,336542.94,8.64
990135.18,25.42,6.51,336565.21,8.64
989936.91,25.42,6.51,336619.52,8.64
989738.64,25.42,6.51,336605.29,8.65
989540.37,25.42,6.51,336562.12,8.65
989342.1,25.42,6.52,336548.69,8.65
989143.83,25.43,6.52,336729.0,8.66
989143.83,25.43,6.52,336713.84,8.66
988984.28,25.43,6.52,336716.37,8.66
988984.28,25.43,6.52,336735.0,8.66
988986.32,25.43,6.52,336737.8,8.66
988981.69,25.43,6.52,336717.62,8.66
989221.82,25.44,6.53,336698.33,8.66
989217.19,25.45,6.54,336738.07,8.66
989024.6,25.45,6.54,336710.21,8.66
988819.88,25.45,6.54,336510.5,8.66
988447.16,25.44,6.53,336490.1,8.66
988447.16,25.44,6.53,336490.1,8.66
988447.16,25.44,6.53,336490.1,8.66
988254.57,25.44,6.53,336899.99,8.67
988071.41,25.44,6.53,336791.44,8.67
988057.36,25.45,6.54,337033.35,8.68
987897.81,25.45,6.54,337023.58,8.68
987705.22,25.45,6.54,337072.01,8.69
987512.63,25.45,6.54,337039.85,8.69
987320.04,25.46,6.55,336992.23,8.69
987320.04,25.46,6.55,336992.23,8.69
987025.56,25.45,6.54,336720.87,8.68
987265.69,25.46,6.55,337156.0,8.69
986892.97,25.45,6.54,336989.96,8.69
986719.23,25.45,6.55,336859.26,8.69
986719.23,25.45,6.55,336859.26,8.69
986910.92,25.47,6.56,337449.17,8.71
986843.7,25.47,6.56,337289.17,8.7
986843.7,25.47,6.56,337289.17,8.7
987008.63,25.48,6.57,337288.09,8.71
986816.03,25.48,6.57,337254.89,8.71
986623.44,25.48,6.57,337573.29,8.72
986430.85,25.48,6.57,337516.71,8.72
986238.26,25.48,6.57,337377.17,8.72
986123.64,25.49,6.58,338443.08,8.75
986381.59,25.5,6.59,338272.71,8.74
986381.59,25.5,6.59,338272.71,8.74
986222.04,25.5,6.59,338275.23,8.75
986222.04,25.5,6.59,338275.23,8.75
985715.48,25.49,6.58,337769.02,8.74
985710.85,25.5,6.59,337748.84,8.74
985518.26,25.5,6.59,337858.52,8.74
985325.67,25.5,6.59,337730.9,8.74
985565.79,25.51,6.6,337729.38,8.74
985375.83,25.51,6.6,337371.61,8.73
985183.24,25.51,6.6,338066.92,8.75
985178.61,25.52,6.61,337959.97,8.75
985178.61,25.52,6.61,337959.97,8.75
985178.61,25.52,6.61,337959.97,8.75
985010.65,25.52,6.61,338204.06,8.76
984851.11,25.52,6.61,338195.46,8.76
984658.52,25.52,6.61,338168.29,8.77
984465.92,25.52,6.61,338209.1,8.77
984273.33,25.52,6.62,338188.5,8.77
984080.74,25.53,6.62,338158.74,8.77
983888.15,25.53,6.62,338486.21,8.78
983888.15,25.53,6.62,338486.21,8.78
983704.99,25.53,6.62,338203.23,8.78
983704.99,25.53,6.62,338203.23,8.78
983960.32,25.54,6.63,338615.64,8.79
983800.77,25.54,6.63,338621.06,8.79
983800.77,25.54,6.63,338621.06,8.79
983800.77,25.54,6.63,338698.98,8.79
983932.65,25.55,6.64,338665.08,8.79
983740.06,25.55,6.64,338760.86,8.8
983980.19,25.56,6.65,338701.99,8.8
983787.6,25.56,6.65,338796.89,8.8
983595.01,25.56,6.65,339602.72,8.83
983319.38,25.56,6.65,339186.42,8.82
983119.52,25.56,6.65,339143.5,8.82
982917.51,25.56,6.65,338669.04,8.81
982811.27,25.56,6.65,339147.91,8.82
982811.27,25.56,6.65,339147.91,8.82
982651.73,25.56,6.65,339143.91,8.82
982459.14,25.56,6.66,339112.15,8.82
982454.51,25.57,6.66,339387.01,8.83
982261.92,25.57,6.66,339306.39,8.83
982069.33,25.57,6.66,339103.3,8.83
981876.74,25.58,6.67,339704.18,8.85
981776.96,25.58,6.67,339536.73,8.85
981906.36,25.59,6.68,339702.38,8.85
981746.81,25.59,6.68,339702.7,8.85
981554.22,25.59,6.68,339666.61,8.86
981794.35,25.6,6.69,339719.49,8.86
981794.35,25.6,6.69,339697.85,8.86
981601.76,25.6,6.69,339672.01,8.86
981409.16,25.6,6.69,339634.53,8.86
981409.16,25.6,6.69,339625.05,8.86
981242.72,25.6,6.69,339427.95,8.86
981050.13,25.6,6.69,339723.33,8.87
981050.13,25.6,6.69,339701.33,8.87
981050.13,25.6,6.69,339727.18,8.87
981045.5,25.61,6.7,339821.94,8.87
980852.91,25.61,6.7,339924.32,8.88
980693.37,25.61,6.7,339919.64,8.88
980825.25,25.62,6.71,339890.12,8.88
980530.78,25.61,6.7,339943.61,8.88
980536.88,25.61,6.7,339972.96,8.88
980668.77,25.62,6.71,339940.73,8.88
980664.14,25.63,6.72,339911.41,8.88
980664.14,25.63,6.72,339912.06,8.88
980471.55,25.63,6.72,340174.88,8.89
980475.87,25.63,6.72,340192.17,8.89
980317.41,25.63,6.72,340034.45,8.89
980143.67,25.63,6.72,340140.87,8.89
980143.67,25.63,6.72,340163.33,8.89
979809.36,25.62,6.71,339815.57,8.89
979809.36,25.62,6.71,339815.57,8.89
979824.87,25.63,6.72,339573.77,8.88
979824.87,25.63,6.72,339551.66,8.88
979666.42,25.62,6.71,339393.45,8.88
979463.45,25.63,6.72,340006.24,8.9
979090.73,25.62,6.71,339745.69,8.89
978683.38,25.61,6.7,339322.96,8.88
978523.84,25.61,6.7,339328.38,8.88
978239.26,25.61,6.7,339030.17,8.88
978057.51,25.61,6.7,338999.34,8.88
978389.56,25.62,6.71,338969.03,8.88
978389.56,25.62,6.71,338969.03,8.88
978196.97,25.62,6.71,338956.8,8.88
978196.97,25.62,6.71,338956.8,8.88
978004.38,25.63,6.71,338972.53,8.88
977999.75,25.63,6.72,338962.64,8.88
977807.16,25.63,6.72,339293.75,8.89
977614.57,25.63,6.72,339223.11,8.89
977609.94,25.64,6.73,339628.41,8.91
977609.94,25.64,6.73,339628.41,8.91
977599.64,25.64,6.73,339609.97,8.91
977401.37,25.65,6.74,339866.92,8.92
977401.37,25.65,6.74,339866.92,8.92
977203.1,25.65,6.74,339763.94,8.92
977004.83,25.65,6.74,339711.63,8.92
976788.0,25.64,6.73,339502.25,8.91
977595.8,25.67,6.76,341246.5,8.96
977595.8,25.67,6.76,341268.77,8.96
977595.8,25.67,6.76,341246.5,8.96
977100.22,25.67,6.76,340479.35,8.94
976940.67,25.67,6.76,340474.67,8.95
976446.04,25.66,6.75,340184.22,8.94
976686.16,25.67,6.76,340155.47,8.94
976317.33,25.66,6.75,339786.63,8.93
976312.7,25.67,6.76,339843.54,8.93
976312.7,25.67,6.76,339843.54,8.93
976120.11,25.67,6.76,339797.84,8.94
976115.48,25.67,6.76,339787.28,8.94
975922.89,25.68,6.77,340073.44,8.95
975918.27,25.68,6.77,340271.54,8.95
975725.67,25.68,6.77,340494.11,8.96
975200.68,25.67,6.76,339954.42,8.95
974975.71,25.67,6.76,339989.13,8.95
974816.17,25.67,6.76,339984.31,8.95
975148.21,25.68,6.77,339956.24,8.95
974955.62,25.69,6.78,340007.85,8.96
974955.62,25.69,6.78,340031.79,8.96
974955.62,25.69,6.78,340014.96,8.96
974764.73,25.68,6.77,339976.0,8.96
974760.11,25.69,6.78,339957.6,8.96
974466.36,25.68,6.77,340039.36,8.96
974273.77,25.68,6.77,340007.8,8.96
974081.18,25.69,6.78,339944.31,8.96
974330.73,25.7,6.79,340687.73,8.98
974330.73,25.7,6.79,340733.36,8.99
974153.34,25.7,6.79,340658.08,8.99
974153.34,25.7,6.79,340658.08,8.99
973993.8,25.7,6.79,340660.61,8.99
973801.21,25.7,6.79,340635.95,8.99
974041.33,25.71,6.8,340620.33,8.99
973848.74,25.71,6.8,340688.78,9.0
973453.43,25.71,6.8,340301.43,8.99
973260.84,25.71,6.8,340244.89,8.99
973392.72,25.72,6.81,340221.51,8.99
973020.01,25.71,6.8,340735.48,9.0
972725.54,25.7,6.79,340382.75,8.99
972571.93,25.71,6.8,340585.32,9.0
972412.38,25.71,6.8,340590.74,9.0
972254.42,25.71,6.8,340432.77,9.0
972061.83,25.71,6.8,340407.99,9.0
971830.25,25.71,6.8,340122.26,9.0
971637.66,25.71,6.8,340194.41,9.0
971633.04,25.71,6.8,340157.29,9.0
971855.24,25.72,6.81,340095.88,9.0
971662.65,25.73,6.82,340659.61,9.02
971479.49,25.73,6.82,340571.91,9.02
971481.52,25.73,6.82,340593.35,9.02
971285.37,25.73,6.82,340722.55,9.03
971125.83,25.73,6.82,340725.08,9.03
971365.95,25.74,6.83,340696.86,9.03
971361.33,25.75,6.84,340685.6,9.03
970988.61,25.74,6.83,340788.45,9.03
970983.99,25.75,6.84,340705.88,9.03
970983.99,25.75,6.84,340761.27,9.04
970791.4,25.75,6.84,340733.97,9.04
970923.28,25.76,6.85,341509.19,9.06
970918.65,25.76,6.85,341515.0,9.06
970726.06,25.76,6.85,341597.63,9.07
970754.48,25.77,6.86,341607.48,9.07
970561.89,25.77,6.86,341571.25,9.07
970267.42,25.77,6.86,341348.78,9.06
970074.83,25.77,6.86,341411.6,9.07
970074.83,25.77,6.86,341510.35,9.07
970074.83,25.77,6.86,341510.35,9.07
969882.23,25.77,6.86,341456.5,9.07
969877.61,25.77,6.86,341447.53,9.07
969588.98,25.77,6.86,341146.89,9.07
969396.39,25.77,6.86,341121.96,9.07
969391.76,25.78,6.87,341766.4,9.09
969631.89,25.79,6.88,341998.39,9.09
969259.17,25.78,6.87,341689.67,9.09
969532.34,25.79,6.88,341694.33,9.09
969534.38,25.79,6.88,341696.68,9.09
969341.79,25.79,6.88,341659.35,9.09
968969.07,25.78,6.87,341748.82,9.09
968776.48,25.79,6.88,341663.36,9.09
969016.6,25.8,6.89,341649.85,9.09
968824.01,25.8,6.89,342644.76,9.12
968568.25,25.79,6.88,342961.87,9.13
968568.25,25.79,6.88,342916.24,9.13
968568.25,25.79,6.88,342916.24,9.13
968423.93,25.8,6.89,341916.65,9.11
968869.27,25.82,6.91,342702.75,9.13
968709.72,25.82,6.91,342698.75,9.13
968517.13,25.82,6.91,342666.98,9.14
968849.18,25.83,6.92,342754.3,9.14
968656.58,25.83,6.92,342730.77,9.14
968660.9,25.83,6.92,342735.18,9.14
968352.23,25.83,6.92,342663.6,9.14
968484.12,25.84,6.93,343434.78,9.16
968310.37,25.84,6.93,343454.55,9.16
968325.88,25.84,6.93,342959.33,9.15
968282.27,25.85,6.94,343454.99,9.17
968286.35,25.85,6.94,343512.08,9.17
968126.8,25.85,6.94,343507.7,9.17
968122.17,25.86,6.95,343483.45,9.17
967929.58,25.86,6.95,343533.38,9.18
967736.99,25.86,6.95,343478.41,9.18
967732.37,25.87,6.96,343466.68,9.18
967917.7,25.87,6.96,343916.1,9.19
967725.11,25.88,6.97,344038.69,9.2
967532.52,25.88,6.97,344205.2,9.21
967560.94,25.88,6.97,344215.05,9.21
967368.35,25.89,6.98,344178.82,9.21
967175.76,25.89,6.98,344245.42,9.21
966983.17,25.89,6.98,344201.12,9.22
966978.54,25.9,6.98,344185.17,9.22
966785.95,25.9,6.99,344738.52,9.23
967043.66,25.91,7.0,344476.82,9.23
966866.74,25.91,7.0,345010.26,9.25
966895.16,25.92,7.01,345020.11,9.25
966890.54,25.92,7.01,344997.74,9.25
966697.95,25.92,7.01,344971.87,9.25
966699.98,25.92,7.01,344974.8,9.25
966699.98,25.92,7.01,344997.64,9.25
966507.39,25.93,7.01,345028.95,9.25
966337.78,25.93,7.02,345023.7,9.26
966145.19,25.93,7.02,345000.94,9.26
965753.28,25.92,7.01,344584.74,9.25
965560.69,25.92,7.01,344564.18,9.25
965368.1,25.93,7.01,344559.13,9.25
965258.35,25.92,7.01,344466.12,9.25
965065.76,25.93,7.01,344832.07,9.26
964863.1,25.93,7.02,344806.28,9.27
964660.44,25.93,7.02,344845.69,9.27
964457.78,25.93,7.02,344819.8,9.27
964457.78,25.93,7.02,344819.8,9.27
964687.84,25.94,7.03,344796.31,9.27
964485.18,25.94,7.03,345051.46,9.28
964470.49,25.95,7.04,345170.21,9.29
964470.49,25.95,7.04,345170.21,9.29
964470.49,25.95,7.04,345170.21,9.29
964107.77,25.94,7.03,344786.7,9.28
963813.3,25.93,7.02,344604.34,9.27
963821.44,25.93,7.02,344606.0,9.27
963821.44,25.93,7.02,344585.23,9.27
963665.51,25.93,7.02,344427.97,9.27
963665.51,25.93,7.02,344452.1,9.27
963462.85,25.93,7.02,344702.88,9.28
963462.85,25.93,7.02,344702.88,9.28
963303.3,25.94,7.03,344694.29,9.28
963110.71,25.94,7.03,344667.12,9.28
963112.75,25.94,7.03,344669.46,9.28
963112.75,25.94,7.03,344669.46,9.28
963352.87,25.95,7.04,344998.66,9.29
963160.28,25.95,7.04,344958.25,9.29
962787.57,25.94,7.03,344812.84,9.29
962787.57,25.94,7.03,344812.84,9.29
962787.57,25.94,7.03,344812.84,9.29
962873.41,25.95,7.04,346870.17,9.35
963944.13,25.98,7.07,346914.98,9.35
963944.13,25.98,7.07,346914.98,9.35
963744.27,25.98,7.07,346657.55,9.34
963584.72,25.98,7.07,346690.11,9.35
963584.72,25.98,7.07,346690.11,9.35
963580.1,25.99,7.08,346659.94,9.35
963387.51,25.99,7.08,346629.76,9.35
963387.51,25.99,7.08,346629.76,9.35
963627.63,26.0,7.09,346616.27,9.35
963435.04,26.0,7.09,346715.34,9.36
963435.04,26.0,7.09,346715.34,9.36
963242.45,26.0,7.09,346796.49,9.36
963464.66,26.01,7.1,346696.7,9.36
963464.66,26.01,7.1,346696.7,9.36
963464.66,26.01,7.1,346696.7,9.36
963091.94,26.01,7.1,347278.21,9.38
963091.94,26.01,7.1,347278.21,9.38
963091.94,26.01,7.1,347278.21,9.38
962899.35,26.01,7.1,347231.95,9.38
962927.77,26.01,7.11,347241.81,9.38
962927.77,26.01,7.11,347241.81,9.38
962927.77,26.01,7.11,347241.81,9.38
962735.18,26.02,7.11,347216.86,9.38
962542.59,26.02,7.11,347192.76,9.38
962782.71,26.03,7.12,347230.82,9.39
962590.12,26.03,7.12,347198.24,9.39
962397.53,26.03,7.12,347182.05,9.39
962024.82,26.02,7.12,347459.4,9.4
962024.82,26.02,7.12,347459.4,9.4
961739.75,26.02,7.11,347200.44,9.39
961739.75,26.02,7.11,347200.44,9.39
961739.75,26.02,7.11,347200.44,9.39
961735.12,26.02,7.12,347305.01,9.4
961967.08,26.03,7.13,347759.2,9.41
961967.08,26.03,7.13,347759.2,9.41
961807.54,26.04,7.13,347754.52,9.41
961807.54,26.04,7.13,347721.34,9.41
961614.95,26.04,7.13,347690.73,9.41
961422.36,26.04,7.13,347732.96,9.42
961264.29,26.04,7.13,347612.51,9.42
961264.29,26.04,7.13,347612.51,9.42
961272.43,26.04,7.13,347615.56,9.42
960907.88,26.03,7.12,347211.8,9.41
960907.88,26.03,7.12,347211.8,9.41
960907.88,26.03,7.12,347211.8,9.41
961156.17,26.04,7.13,347229.4,9.41
961151.54,26.05,7.14,347194.88,9.41
961146.91,26.05,7.14,347168.42,9.41
961146.91,26.05,7.14,347168.42,9.41
960954.32,26.05,7.14,347151.66,9.41
960761.73,26.06,7.15,347945.82,9.44
960602.19,26.06,7.15,347951.23,9.44
960409.6,26.06,7.15,347922.87,9.44
960217.01,26.06,7.15,347905.82,9.44
960024.41,26.06,7.15,347922.09,9.45
959653.53,26.06,7.15,347519.23,9.44
959648.91,26.06,7.15,347497.95,9.44
959456.32,26.07,7.16,347653.61,9.44
959263.73,26.07,7.16,347486.83,9.44
959071.14,26.07,7.16,347666.99,9.45
959071.14,26.07,7.16,347666.99,9.45
959436.23,26.08,7.17,347670.1,9.45
959277.77,26.08,7.17,347511.65,9.45
959085.18,26.08,7.17,347483.65,9.45
958892.59,26.08,7.17,347514.45,9.45
958892.59,26.08,7.17,347514.45,9.45
958397.95,26.07,7.16,347486.01,9.45
958397.95,26.07,7.16,347486.01,9.45
958205.36,26.07,7.16,347465.84,9.46
958445.49,26.08,7.17,347721.59,9.46
958252.9,26.09,7.18,347609.86,9.46
958069.73,26.09,7.18,348031.03,9.48
958055.68,26.09,7.18,348081.96,9.48
957896.14,26.1,7.19,348076.08,9.48
958028.02,26.1,7.2,348047.05,9.48
956520.34,26.12,7.21,347985.91,9.5
956327.75,26.12,7.21,348106.99,9.51
956135.16,26.12,7.21,348175.47,9.51
956135.16,26.12,7.21,348175.47,9.51
955942.57,26.13,7.22,348098.92,9.51
955942.57,26.13,7.22,348098.92,9.51
955827.94,26.13,7.22,349138.26,9.54
955620.73,26.13,7.22,348928.82,9.54
955666.03,26.14,7.23,348525.27,9.53
955666.03,26.14,7.23,348525.27,9.53
955506.49,26.14,7.23,348519.7,9.53
955506.49,26.14,7.23,348519.7,9.53
955313.9,26.14,7.23,348492.91,9.54
955121.31,26.14,7.23,348547.72,9.54
954525.59,26.13,7.22,348012.13,9.53
954525.59,26.13,7.22,348012.13,9.53
954525.59,26.13,7.22,348012.13,9.53
954525.59,26.13,7.22,348012.13,9.53
954333.0,26.13,7.22,348000.71,9.53
954333.0,26.13,7.22,348000.71,9.53
954333.0,26.13,7.22,348000.71,9.53
954328.38,26.14,7.23,347974.35,9.53
954135.79,26.14,7.23,347939.6,9.53
953910.82,26.14,7.23,347699.23,9.53
953906.19,26.14,7.23,348179.88,9.54
954238.24,26.16,7.25,348383.8,9.55
954266.66,26.16,7.25,348393.65,9.55
954074.07,26.16,7.25,348355.04,9.55
953881.48,26.17,7.26,348407.95,9.56
953881.48,26.17,7.26,348407.95,9.56
953688.89,26.17,7.26,348360.92,9.56
953372.0,26.16,7.25,348251.69,9.56
953372.0,26.16,7.25,348227.37,9.56
953264.04,26.16,7.25,348124.21,9.55
953071.44,26.16,7.25,348099.12,9.56
953066.82,26.17,7.26,348506.06,9.57
953062.19,26.17,7.26,348642.39,9.57
953062.19,26.17,7.26,348642.39,9.57
952869.6,26.18,7.26,348591.64,9.58
952869.6,26.18,7.26,348591.64,9.58
952710.06,26.18,7.27,348586.07,9.58
952705.43,26.18,7.27,348562.3,9.58
952705.43,26.18,7.27,348586.92,9.58
952512.84,26.19,7.28,348637.76,9.58
950924.61,26.2,7.29,348581.93,9.6
950732.02,26.2,7.29,348541.33,9.61
950727.39,26.21,7.3,348514.9,9.61
950534.8,26.21,7.3,348513.23,9.61
950534.8,26.21,7.3,348496.47,9.61
950534.8,26.21,7.3,348517.57,9.61
950666.69,26.22,7.31,349286.26,9.63
950508.72,26.21,7.31,349128.29,9.63
950748.85,26.22,7.32,349455.08,9.64
950589.3,26.23,7.32,349457.6,9.64
950721.18,26.24,7.33,349424.02,9.64
950528.59,26.24,7.33,349478.88,9.65
950530.84,26.24,7.33,349481.47,9.65
950338.25,26.24,7.33,349438.71,9.65
949995.13,26.23,7.32,349119.31,9.64
949700.66,26.23,7.32,349093.77,9.64
949508.07,26.23,7.32,349337.02,9.65
949315.48,26.23,7.32,349199.13,9.65
949122.89,26.23,7.32,349285.82,9.65
948930.3,26.24,7.33,349107.12,9.65
949295.39,26.25,7.34,349110.23,9.65
949102.8,26.25,7.34,349082.23,9.65
948608.16,26.24,7.33,349134.75,9.66
948603.54,26.25,7.34,349100.31,9.66
948410.94,26.25,7.34,349082.69,9.66
948410.94,26.25,7.34,349082.69,9.66
948410.94,26.25,7.34,349082.69,9.66
948218.35,26.25,7.34,349059.28,9.66
948168.35,26.25,7.34,349009.28,9.66
947975.76,26.25,7.34,349477.2,9.68
947783.17,26.25,7.34,349209.92,9.67
948023.3,26.26,7.35,349546.74,9.68
947863.75,26.27,7.36,349542.35,9.69
947671.16,26.27,7.36,349511.33,9.69
947478.57,26.27,7.36,349599.37,9.69
947253.61,26.27,7.36,349475.62,9.69
947061.01,26.27,7.36,349415.71,9.69
946868.42,26.27,7.36,349377.22,9.69
947108.55,26.28,7.37,349911.72,9.71
946813.8,26.28,7.37,349572.59,9.7
947049.5,26.29,7.38,350083.34,9.72
946889.96,26.29,7.38,350075.08,9.72
946379.56,26.28,7.37,349601.56,9.71
946186.97,26.29,7.38,349575.31,9.71
946427.1,26.3,7.39,349661.85,9.72
946234.5,26.3,7.39,349621.0,9.72
946091.37,26.3,7.39,349570.61,9.72
945898.78,26.3,7.39,350130.19,9.73
945725.04,26.3,7.39,349936.47,9.73
945606.41,26.3,7.39,350211.39,9.74
945895.5,26.31,7.41,350347.4,9.75
945895.5,26.31,7.41,350347.4,9.75
945735.96,26.32,7.41,350342.58,9.75
945543.37,26.32,7.41,350312.12,9.75
945350.78,26.32,7.41,350374.12,9.76
945158.19,26.32,7.41,350335.39,9.76
945158.19,26.32,7.41,350335.39,9.76
944965.59,26.33,7.42,350305.14,9.76
944773.0,26.33,7.42,350655.34,9.77
944768.38,26.33,7.42,350551.41,9.77
944575.79,26.33,7.43,350460.44,9.77
944416.24,26.34,7.43,350460.76,9.77
944548.12,26.35,7.44,350426.15,9.77
944548.12,26.35,7.44,350426.15,9.77
944194.05,26.34,7.43,350137.43,9.77
944434.17,26.35,7.44,350192.9,9.77
944434.17,26.35,7.44,350192.9,9.77
944241.58,26.35,7.44,350152.94,9.77
944236.96,26.36,7.45,350127.38,9.77
944044.37,26.36,7.45,350496.33,9.79
943851.77,26.36,7.45,350444.62,9.79
943847.15,26.37,7.46,350951.44,9.8
943687.6,26.37,7.46,350946.62,9.81
943314.89,26.36,7.45,350858.58,9.81
943020.41,26.36,7.45,350522.73,9.8
942827.82,26.36,7.45,350497.21,9.8
942827.82,26.36,7.45,350475.2,9.8
942827.82,26.36,7.45,350497.21,9.8
942635.23,26.36,7.45,350545.15,9.8
942875.36,26.37,7.46,350509.03,9.8
942682.77,26.37,7.46,350482.26,9.81
942490.18,26.38,7.47,350751.48,9.82
942297.58,26.38,7.47,350589.46,9.81
941924.87,26.37,7.46,350688.68,9.82
941732.28,26.37,7.46,350526.41,9.82
941732.28,26.37,7.46,350526.41,9.82
941572.73,26.38,7.47,350522.4,9.82
941380.14,26.38,7.47,350490.64,9.82
941380.14,26.38,7.47,350490.64,9.82
941187.55,26.38,7.47,350723.58,9.83
941182.93,26.39,7.48,350539.12,9.83
941431.21,26.4,7.49,350480.67,9.83
941431.21,26.4,7.49,350480.67,9.83
941238.62,26.4,7.49,351192.25,9.85
941085.02,26.4,7.49,351149.25,9.85
941085.02,26.4,7.49,351149.51,9.85
940927.05,26.4,7.49,350995.79,9.85
940927.05,26.4,7.49,350995.79,9.85
940927.05,26.4,7.49,350995.79,9.85
940695.48,26.4,7.49,350961.24,9.85
940535.93,26.4,7.49,350963.76,9.85
940263.23,26.4,7.49,350661.87,9.84
940070.64,26.4,7.49,350626.61,9.85
940066.01,26.4,7.49,350620.16,9.85
940306.14,26.41,7.51,350665.11,9.85
940113.55,26.42,7.51,350639.06,9.85
940245.43,26.43,7.52,350610.89,9.85
940240.81,26.43,7.52,351533.63,9.88
939868.09,26.42,7.51,351108.32,9.87
939675.5,26.43,7.52,351360.36,9.88
939470.78,26.42,7.51,351111.58,9.87
939499.2,26.43,7.52,351121.44,9.88
939739.32,26.44,7.53,351094.41,9.88
939734.69,26.45,7.54,351075.44,9.88
939730.07,26.45,7.54,351116.61,9.88
939725.44,26.46,7.55,351088.76,9.88
939532.85,26.46,7.55,351064.25,9.89
939532.85,26.46,7.55,351064.25,9.89
939664.73,26.47,7.56,352203.47,9.92
939472.14,26.47,7.56,352452.17,9.93
939312.6,26.47,7.56,352454.69,9.93
939307.97,26.48,7.57,352434.51,9.93
939115.38,26.48,7.57,352413.99,9.94
938922.79,26.48,7.57,352447.36,9.94
938730.2,26.48,7.57,352405.37,9.94
938537.61,26.49,7.58,352400.62,9.95
938345.02,26.49,7.58,352692.98,9.96
938050.54,26.48,7.57,352172.16,9.94
937857.95,26.48,7.57,352038.77,9.94
937485.24,26.48,7.57,351999.39,9.94
937325.69,26.48,7.57,351999.71,9.94
937133.1,26.48,7.57,351963.62,9.95
937128.48,26.49,7.58,352028.74,9.95
936935.88,26.49,7.58,352012.69,9.95
937176.01,26.5,7.59,351972.11,9.95
936983.42,26.5,7.59,352823.95,9.98
936983.42,26.5,7.59,352823.95,9.98
936988.22,26.51,7.6,352638.33,9.98
936850.12,26.51,7.6,352786.57,9.98
937131.46,26.52,7.61,352783.42,9.99
937131.46,26.52,7.61,352783.42,9.99
937126.83,26.53,7.62,352757.35,9.99
936844.27,26.52,7.61,352499.02,9.98
936651.68,26.53,7.62,352531.68,9.98
936647.05,26.53,7.62,352510.88,9.99
936642.42,26.54,7.63,352494.54,9.99
936637.8,26.54,7.63,352480.73,9.99
936445.21,26.55,7.64,353346.49,10.02
936074.33,26.54,7.63,352939.69,10.01
935881.73,26.54,7.63,353172.39,10.02
935910.15,26.55,7.64,353182.25,10.02
936150.28,26.56,7.65,353155.22,10.02
936145.65,26.56,7.65,353136.24,10.02
936141.03,26.57,7.66,353168.54,10.02
935948.44,26.57,7.66,353147.36,10.03
935789.98,26.57,7.66,352988.9,10.02
935597.39,26.57,7.66,352965.94,10.02
935224.67,26.56,7.65,353380.74,10.04
935220.05,26.57,7.66,353603.35,10.05
935027.46,26.57,7.66,353661.89,10.05
935192.39,26.58,7.67,353660.81,10.05
935324.27,26.59,7.68,353629.08,10.05
935319.64,26.6,7.69,353686.03,10.06
935319.64,26.6,7.69,353782.73,10.06
935127.05,26.6,7.69,353738.12,10.06
934934.46,26.6,7.69,353715.22,10.06
934741.87,26.6,7.69,354196.16,10.08
934549.28,26.61,7.69,354178.83,10.08
934544.65,26.61,7.7,354585.19,10.1
934339.93,26.61,7.7,354511.36,10.1
934180.39,26.61,7.7,354507.09,10.1
933987.8,26.61,7.7,354476.08,10.1
933795.2,26.61,7.7,354538.07,10.1
933602.61,26.62,7.71,354507.5,10.11
933597.99,26.62,7.71,354489.58,10.11
933278.98,26.62,7.71,354171.12,10.1
933086.39,26.62,7.71,354146.93,10.1
933081.76,26.62,7.71,354596.73,10.12
932889.17,26.63,7.72,354462.7,10.12
932917.59,26.63,7.72,354472.56,10.12
932725.0,26.64,7.72,354429.1,10.12
932720.38,26.64,7.73,354474.88,10.12
932720.38,26.64,7.73,354474.88,10.12
932527.78,26.64,7.73,354446.85,10.13
932335.19,26.65,7.73,354430.06,10.13
932142.6,26.65,7.74,354411.5,10.13
931950.01,26.65,7.74,354864.19,10.15
932198.3,26.66,7.75,355213.9,10.16
931827.42,26.65,7.74,354801.43,10.15
931855.84,26.66,7.75,354811.28,10.15
932095.97,26.67,7.76,354784.26,10.15
931733.25,26.66,7.75,354814.97,10.15
931733.25,26.66,7.75,354797.1,10.15
931438.78,26.66,7.75,354453.39,10.14
931678.9,26.67,7.76,354425.58,10.15
931486.31,26.67,7.76,354404.54,10.15
