ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9a36-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
873282.51,14.06,1.0,446604.12,7.19
541432.11,8.72,1.35,578234.26,9.31
541295.26,8.72,1.35,578043.63,9.31
541158.42,8.72,1.35,577853.0,9.31
541109.47,8.72,1.35,577684.58,9.31
541014.74,8.72,1.35,577528.56,9.3
540877.89,8.72,1.35,577404.71,9.3
540783.16,8.72,1.35,577293.01,9.3
540394.21,8.71,1.34,576784.59,9.3
539815.26,8.7,1.33,576086.17,9.29
539705.26,8.7,1.33,575976.17,9.29
539316.32,8.7,1.33,575521.75,9.28
539179.47,8.7,1.33,575353.58,9.28
538790.53,8.69,1.32,574845.16,9.27
538695.79,8.69,1.32,574628.44,9.27
538306.84,8.68,1.32,574120.02,9.26
537917.89,8.68,1.31,573611.6,9.26
537781.05,8.68,1.31,573548.45,9.26
537392.11,8.67,1.31,573040.03,9.25
537286.84,8.67,1.3,572830.06,9.25
537181.58,8.67,1.3,572462.37,9.24
537348.32,8.68,1.31,572509.63,9.24
536590.42,8.67,1.31,571859.28,9.25
536495.68,8.67,1.31,571747.58,9.24
536546.74,8.68,1.31,571679.16,9.24
536546.74,8.68,1.31,571679.16,9.24
536125.68,8.67,1.31,571262.27,9.24
536125.68,8.67,1.31,571262.27,9.24
535535.68,8.67,1.3,570672.27,9.23
535486.74,8.67,1.3,570503.85,9.23
535097.79,8.66,1.29,569995.43,9.23
535097.79,8.66,1.29,569995.43,9.23
534518.84,8.65,1.28,569297.01,9.22
534129.89,8.65,1.28,568788.59,9.21
533993.05,8.65,1.28,568620.42,9.21
533993.05,8.65,1.28,568620.42,9.21
533414.11,8.64,1.27,567922.0,9.2
533590.53,8.64,1.27,567995.37,9.2
533495.79,8.64,1.27,567883.67,9.2
533200.11,8.64,1.27,567587.98,9.19
533071.16,8.64,1.27,567393.56,9.19
532682.21,8.63,1.26,566885.14,9.19
532884.32,8.64,1.27,567055.73,9.19
532884.32,8.64,1.27,567055.73,9.19
532305.37,8.63,1.26,566411.31,9.18
531715.89,8.63,1.26,565932.11,9.18
531621.16,8.63,1.26,565776.09,9.18
531484.32,8.63,1.26,565652.24,9.18
531389.58,8.63,1.26,565540.53,9.18
531000.63,8.62,1.25,565032.11,9.18
530863.79,8.62,1.25,564863.94,9.17
530769.05,8.62,1.25,564752.24,9.17
530971.16,8.63,1.26,564922.83,9.18
530739.58,8.63,1.26,564642.96,9.18
530286.95,8.62,1.25,563751.14,9.16
529581.68,8.61,1.24,563013.87,9.15
529832.74,8.61,1.25,562792.57,9.15
529738.0,8.61,1.25,562680.87,9.15
529738.0,8.61,1.25,562680.87,9.15
530041.89,8.62,1.25,562914.39,9.15
529892.95,8.62,1.25,562765.63,9.15
529512.21,8.61,1.24,562423.94,9.15
529417.47,8.61,1.24,562267.92,9.15
529280.63,8.61,1.24,562144.07,9.15
528691.68,8.6,1.23,561556.28,9.14
528808.0,8.6,1.24,560959.76,9.13
529154.0,8.61,1.24,560972.87,9.13
528773.26,8.61,1.24,560746.84,9.13
528541.68,8.6,1.24,560466.96,9.12
528726.95,8.61,1.24,560792.65,9.13
528590.11,8.61,1.24,560785.7,9.13
528495.37,8.61,1.24,560674.0,9.13
528506.42,8.61,1.24,560223.78,9.13
528285.37,8.61,1.24,559879.16,9.12
528148.53,8.61,1.24,559710.99,9.12
528053.79,8.61,1.24,559599.29,9.12
528366.0,8.61,1.24,559840.38,9.12
527986.95,8.61,1.24,559501.12,9.12
527892.21,8.61,1.24,559389.42,9.12
528196.11,8.61,1.24,559622.93,9.12
528101.37,8.61,1.24,559467.58,9.12
527964.53,8.61,1.24,559343.06,9.12
527975.58,8.61,1.24,558892.84,9.12
527880.84,8.61,1.24,558676.12,9.11
527679.26,8.61,1.24,558462.12,9.11
527458.21,8.61,1.24,558117.51,9.11
527321.37,8.61,1.24,558054.35,9.11
526940.63,8.6,1.23,557712.67,9.1
526845.89,8.6,1.23,557600.96,9.1
526709.05,8.6,1.23,557432.8,9.1
526614.32,8.6,1.23,557321.09,9.1
526305.37,8.59,1.23,557012.33,9.1
526126.42,8.59,1.22,556312.26,9.09
525536.95,8.59,1.23,555833.05,9.09
525505.89,8.59,1.23,555738.29,9.09
525369.05,8.59,1.23,555570.12,9.09
525380.11,8.6,1.23,555119.9,9.08
525159.05,8.59,1.22,554775.28,9.08
525170.11,8.59,1.23,554325.06,9.07
524949.05,8.59,1.22,553980.44,9.07
524949.05,8.59,1.22,553980.44,9.07
502301.68,8.22,0.85,419117.49,6.86
502301.68,8.22,0.85,419117.49,6.86
502206.95,8.22,0.85,419061.18,6.86
502112.21,8.22,0.85,418998.35,6.86
502341.68,8.23,0.86,418921.65,6.86
502246.95,8.23,0.86,418887.93,6.86
502152.21,8.23,0.86,418769.14,6.86
502180.32,8.23,0.86,418314.57,6.85
501963.26,8.23,0.86,418002.05,6.85
501868.53,8.23,0.86,417953.23,6.85
501773.79,8.23,0.86,417873.34,6.85
501679.05,8.23,0.86,416947.73,6.84
501584.32,8.23,0.86,416884.97,6.84
501489.58,8.23,0.86,416781.07,6.84
501517.68,8.23,0.86,416326.5,6.83
501300.63,8.22,0.86,416013.98,6.83
501106.42,8.22,0.85,416186.74,6.83
501134.53,8.22,0.85,415732.16,6.82
500545.05,8.22,0.86,415407.73,6.83
500510.0,8.22,0.86,415273.21,6.82
500872.74,8.23,0.86,415221.84,6.82
500778.0,8.23,0.86,415106.1,6.82
500620.11,8.23,0.86,414459.31,6.81
500399.05,8.23,0.86,414149.02,6.81
500001.58,8.22,0.85,414316.47,6.81
499906.84,8.22,0.85,414260.16,6.81
499812.11,8.22,0.85,414164.65,6.81
500212.53,8.23,0.86,414027.05,6.81
500113.16,8.23,0.86,413887.56,6.81
500513.58,8.24,0.87,413749.96,6.81
500418.84,8.23,0.87,413633.63,6.81
500233.58,8.23,0.86,413401.09,6.8
500261.68,8.23,0.87,412946.52,6.8
500040.63,8.23,0.86,412630.01,6.79
499945.89,8.23,0.86,412580.05,6.79
499851.16,8.23,0.86,412475.63,6.79
499467.05,8.23,0.86,412098.68,6.79
499495.16,8.23,0.86,411644.11,6.78
499495.16,8.23,0.86,411644.11,6.78
499278.11,8.23,0.86,411331.59,6.78
499183.37,8.23,0.86,411269.74,6.78
498993.89,8.23,0.86,411070.09,6.78
499478.53,8.23,0.87,411111.89,6.78
499099.58,8.23,0.86,410154.81,6.76
498983.79,8.23,0.86,410498.0,6.77
498825.89,8.23,0.86,409851.21,6.76
498604.84,8.23,0.86,409540.91,6.76
498510.11,8.23,0.86,409431.81,6.76
498352.21,8.22,0.86,408785.02,6.75
498131.16,8.22,0.85,408474.73,6.74
498036.42,8.22,0.85,408571.42,6.74
498064.53,8.22,0.86,408116.85,6.74
497475.05,8.22,0.86,407792.41,6.74
497333.58,8.22,0.85,407591.45,6.74
497298.53,8.22,0.85,407456.93,6.74
497326.63,8.22,0.86,407002.36,6.73
497326.63,8.22,0.86,407002.36,6.73
497459.58,8.23,0.86,407039.84,6.73
497364.84,8.23,0.86,406954.46,6.73
497727.58,8.23,0.87,406891.35,6.73
497632.84,8.23,0.87,406837.69,6.73
497632.84,8.23,0.87,406837.69,6.73
497660.95,8.24,0.87,406383.12,6.73
497263.47,8.23,0.86,406540.94,6.73
497228.42,8.23,0.86,406406.42,6.73
497133.68,8.23,0.86,406336.13,6.73
497038.95,8.23,0.86,406279.82,6.73
497067.05,8.23,0.86,405825.25,6.72
496850.0,8.23,0.86,405512.73,6.72
496850.0,8.23,0.86,405512.73,6.72
496850.0,8.23,0.86,405512.73,6.72
496804.0,8.23,0.86,405466.73,6.72
496709.26,8.23,0.86,405317.41,6.71
496737.37,8.23,0.86,404862.84,6.71
496450.53,8.23,0.86,404609.16,6.7
496731.58,8.23,0.86,404788.74,6.71
496636.84,8.23,0.86,404703.36,6.71
496664.95,8.23,0.86,404248.79,6.7
496447.89,8.23,0.86,403936.28,6.7
496353.16,8.23,0.86,403854.05,6.7
496675.26,8.24,0.87,404187.64,6.7
496904.74,8.24,0.87,404115.6,6.7
496810.0,8.24,0.87,404011.7,6.7
496715.26,8.24,0.87,403982.44,6.7
496557.37,8.24,0.87,403362.92,6.69
496557.37,8.24,0.87,403362.92,6.69
496336.32,8.24,0.87,403025.35,6.69
496241.58,8.24,0.87,402932.91,6.69
496146.84,8.24,0.87,402817.17,6.69
496052.11,8.24,0.87,402721.66,6.69
495957.37,8.24,0.87,402665.35,6.69
495862.63,8.24,0.87,402560.92,6.69
495767.89,8.24,0.87,402499.07,6.69
495610.0,8.23,0.87,401852.28,6.68
495388.95,8.23,0.86,401541.99,6.67
495618.42,8.24,0.87,401469.94,6.67
495460.53,8.24,0.87,400823.15,6.66
495304.53,8.23,0.86,400667.15,6.66
495014.53,8.23,0.86,400377.15,6.66
494793.47,8.23,0.86,400066.86,6.65
680574.95,11.32,0.79,461064.37,7.67
680448.63,11.31,0.79,459635.24,7.64
680322.32,11.31,0.79,459424.21,7.64
680196.0,11.31,0.79,459403.16,7.64
680069.68,11.31,0.79,459313.99,7.64
680282.32,11.32,0.79,459471.74,7.64
680602.32,11.33,0.8,459576.43,7.65
680476.0,11.32,0.8,459632.71,7.65
680476.0,11.32,0.8,459475.05,7.65
680349.68,11.32,0.8,459264.02,7.64
680223.37,11.32,0.8,459242.97,7.65
679837.05,11.32,0.79,458909.91,7.64
679900.74,11.32,0.8,458966.48,7.64
679964.42,11.32,0.8,459057.83,7.65
680177.05,11.33,0.8,459175.75,7.65
680177.05,11.33,0.8,458982.62,7.64
679334.95,11.33,0.8,458982.62,7.65
679208.63,11.33,0.8,458934.73,7.66
679082.32,11.33,0.8,458790.59,7.65
679082.32,11.33,0.8,458790.59,7.65
679402.32,11.34,0.81,459093.18,7.66
679466.0,11.34,0.81,459149.75,7.66
679339.68,11.34,0.81,459051.1,7.66
679403.37,11.34,0.81,459107.67,7.66
679277.05,11.34,0.81,459009.02,7.66
678890.74,11.33,0.81,458678.49,7.66
678764.42,11.33,0.81,458467.47,7.66
678654.42,11.33,0.81,458357.47,7.65
678867.05,11.34,0.81,458670.32,7.66
678740.74,11.34,0.81,458578.81,7.66
678740.74,11.34,0.81,458436.63,7.66
678953.37,11.34,0.82,458598.16,7.66
678827.05,11.34,0.82,458506.78,7.66
678890.74,11.34,0.82,458556.08,7.66
678764.42,11.34,0.82,458464.58,7.66
678638.11,11.34,0.82,458324.0,7.66
678701.79,11.35,0.82,458380.58,7.66
679021.79,11.35,0.83,458622.45,7.67
679021.79,11.35,0.83,458622.45,7.67
678712.84,11.35,0.82,458350.35,7.66
678586.53,11.35,0.82,458258.19,7.66
678460.21,11.35,0.82,458118.27,7.66
678523.89,11.35,0.82,458174.84,7.66
678397.58,11.35,0.82,458076.19,7.66
678610.21,11.36,0.83,458194.1,7.67
678223.89,11.35,0.82,457913.57,7.66
678223.89,11.35,0.82,457704.96,7.66
678097.58,11.35,0.82,457658.02,7.66
677788.63,11.35,0.82,457385.91,7.66
677662.32,11.34,0.82,457174.89,7.65
677536.0,11.34,0.82,457153.83,7.65
677856.0,11.35,0.82,457247.18,7.66
677919.68,11.35,0.83,456656.17,7.65
677983.37,11.36,0.83,456181.23,7.64
677823.37,11.35,0.83,456021.23,7.64
677697.05,11.35,0.83,455004.1,7.62
677570.74,11.35,0.83,454641.05,7.62
677570.74,11.35,0.83,454641.05,7.62
677570.74,11.35,0.83,454483.39,7.62
677184.42,11.35,0.82,454180.28,7.61
677184.42,11.35,0.82,454180.28,7.61
677258.63,11.35,0.82,453864.46,7.61
676332.32,11.35,0.82,453131.33,7.6
676195.47,11.35,0.82,453618.7,7.61
676069.16,11.35,0.82,453656.38,7.62
675942.84,11.35,0.82,453564.23,7.62
675816.53,11.35,0.82,453424.3,7.61
675890.74,11.35,0.83,453755.8,7.62
675753.89,11.35,0.83,453530.09,7.62
675627.58,11.35,0.83,453437.94,7.62
675840.21,11.36,0.83,453600.12,7.62
675903.89,11.36,0.83,453656.69,7.62
675777.58,11.36,0.83,453558.04,7.62
675468.63,11.35,0.83,453254.13,7.62
675468.63,11.35,0.83,453061.01,7.62
675342.32,11.35,0.83,452969.5,7.62
675216.0,11.35,0.83,452828.93,7.61
675089.68,11.35,0.83,452737.42,7.61
674963.37,11.35,0.83,452596.85,7.61
675283.37,11.36,0.83,452690.19,7.61
675157.05,11.36,0.83,452760.35,7.62
675220.74,11.36,0.84,452705.79,7.62
675094.42,11.36,0.84,452631.29,7.62
674968.11,11.36,0.84,452539.78,7.62
674581.79,11.36,0.83,452204.2,7.61
674455.47,11.36,0.83,452063.63,7.61
674519.16,11.36,0.83,451472.63,7.6
674392.84,11.36,0.83,451380.47,7.6
674266.53,11.36,0.83,451240.55,7.6
674586.53,11.36,0.84,451343.43,7.6
674460.21,11.36,0.84,451454.1,7.61
674151.26,11.36,0.83,451181.99,7.6
674024.95,11.36,0.83,451090.61,7.6
673898.63,11.36,0.83,450949.91,7.6
673772.32,11.36,0.83,451059.85,7.6
673836.0,11.36,0.83,450584.91,7.6
673449.68,11.36,0.83,450198.12,7.59
673523.89,11.36,0.83,449882.31,7.59
673387.05,11.36,0.83,450369.68,7.6
673450.74,11.36,0.83,449778.67,7.59
1298769.47,21.91,0.86,476088.24,8.03
1298527.37,21.91,0.86,475189.45,8.02
1298285.26,21.91,0.86,474615.73,8.01
1298043.16,21.91,0.86,474155.85,8.0
1297883.16,21.91,0.86,473995.85,8.0
1297651.58,21.91,0.86,473831.12,8.0
1297398.95,21.91,0.86,473782.37,8.0
1297398.95,21.91,0.86,473782.37,8.0
1297398.95,21.91,0.86,473782.37,8.0
1297398.95,21.91,0.86,473782.37,8.0
1297357.37,21.91,0.86,473824.73,8.0
1297556.63,21.92,0.86,474031.19,8.01
1297164.74,21.91,0.86,473818.88,8.0
1297268.42,21.92,0.86,473839.68,8.0
1296963.16,21.91,0.86,473543.08,8.0
1296710.53,21.91,0.86,473551.13,8.0
1296930.84,21.92,0.86,473620.45,8.0
1296678.21,21.92,0.86,473680.49,8.01
1296678.21,21.92,0.86,473680.49,8.01
1296436.11,21.92,0.86,473354.43,8.0
1295895.37,21.91,0.86,472790.33,7.99
1295653.26,21.91,0.86,472125.58,7.98
1295411.16,21.91,0.86,471736.91,7.98
1295179.58,21.91,0.86,471663.28,7.98
1295179.58,21.91,0.86,471663.28,7.98
1293495.37,21.91,0.86,471322.65,7.98
1293578.0,21.91,0.86,471509.4,7.99
1293536.42,21.91,0.86,471551.76,7.99
1293283.79,21.91,0.86,471485.91,7.99
1293434.42,21.92,0.87,470797.88,7.98
1292508.11,21.92,0.87,468915.48,7.95
1292466.53,21.92,0.87,468957.84,7.95
1292213.89,21.92,0.87,468891.99,7.95
1292213.89,21.92,0.87,468891.99,7.95
1290445.47,21.92,0.87,468088.51,7.95
1290445.47,21.92,0.87,468088.51,7.95
1290053.58,21.91,0.86,467805.67,7.95
1289822.0,21.91,0.86,467727.09,7.95
1289822.0,21.91,0.86,467727.09,7.95
1289616.74,21.91,0.86,467530.03,7.94
1289616.74,21.91,0.86,467530.03,7.94
1289824.53,21.92,0.86,467844.87,7.95
1289592.95,21.92,0.86,467754.31,7.95
1289340.32,21.92,0.86,467631.39,7.95
1289444.0,21.92,0.87,467680.67,7.95
1289191.37,21.92,0.87,467744.51,7.95
1289191.37,21.92,0.87,467744.51,7.95
1288733.68,21.91,0.86,467277.98,7.95
1288502.11,21.91,0.86,467199.41,7.95
1288249.47,21.91,0.86,467064.5,7.94
1287948.42,21.91,0.86,466758.25,7.94
1287906.84,21.91,0.86,466800.62,7.94
1287601.58,21.91,0.86,466569.04,7.94
1287348.95,21.91,0.85,466503.19,7.94
1287307.37,21.91,0.86,466545.55,7.94
1287002.11,21.91,0.85,466248.95,7.94
1286611.68,21.9,0.85,465869.19,7.93
1286611.68,21.9,0.85,465869.19,7.93
1286359.05,21.9,0.85,465803.34,7.93
1286127.47,21.9,0.85,465570.92,7.93
1286326.74,21.9,0.85,466094.53,7.94
1286095.16,21.9,0.85,465953.23,7.94
1286177.79,21.91,0.86,466208.57,7.94
1286177.79,21.91,0.86,466208.57,7.94
1285946.21,21.91,0.86,466134.95,7.94
1285693.58,21.91,0.86,465995.09,7.94
1285301.68,21.9,0.85,465602.63,7.93
1285301.68,21.9,0.85,465602.63,7.93
1285070.11,21.9,0.85,465509.18,7.93
1285269.37,21.91,0.86,465710.23,7.94
1285269.37,21.91,0.86,465710.23,7.94
1285037.79,21.91,0.85,465614.57,7.94
1284785.16,21.91,0.85,465474.65,7.94
1284785.16,21.91,0.85,465474.65,7.94
1284785.16,21.91,0.85,465474.65,7.94
1284553.58,21.91,0.85,465384.09,7.94
1284006.21,21.9,0.85,464219.35,7.92
1283753.58,21.9,0.85,464096.43,7.92
1283522.0,21.9,0.85,463925.05,7.92
1283269.37,21.9,0.85,463882.94,7.92
1283269.37,21.9,0.85,463882.94,7.92
1283037.79,21.9,0.85,463712.32,7.92
1282785.16,21.9,0.85,463669.46,7.92
1282785.16,21.9,0.85,463669.46,7.92
1282743.58,21.9,0.85,463711.82,7.92
1282680.95,21.91,0.85,463835.97,7.92
1282639.37,21.91,0.86,463878.34,7.92
1282386.74,21.91,0.86,463812.48,7.92
1282386.74,21.91,0.86,463812.48,7.92
1281994.84,21.9,0.85,463532.17,7.92
1281763.26,21.9,0.85,463441.61,7.92
1281763.26,21.9,0.85,463441.61,7.92
1281700.63,21.91,0.85,463508.68,7.92
1281469.05,21.91,0.85,463337.3,7.92
1281163.79,21.9,0.85,463040.69,7.92
1280911.16,21.9,0.85,462998.59,7.92
1280679.58,21.9,0.85,462857.29,7.92
1280616.95,21.9,0.85,462975.1,7.92
1280385.37,21.9,0.85,462888.91,7.92
1280584.63,21.91,0.85,463090.86,7.92
895872.11,15.33,0.59,312200.41,5.34
895900.21,15.33,0.59,311891.02,5.34
895479.16,15.33,0.59,310877.59,5.32
895310.74,15.33,0.59,310204.12,5.31
895058.11,15.33,0.59,309864.16,5.31
894900.21,15.33,0.59,309843.55,5.31
894742.32,15.33,0.59,310616.02,5.32
894770.42,15.33,0.59,310070.48,5.31
894633.58,15.33,0.59,309571.82,5.3
894280.84,15.32,0.59,309385.84,5.3
894468.74,15.33,0.59,309376.07,5.3
894082.42,15.32,0.59,308991.65,5.3
894100.0,15.33,0.59,309308.42,5.3
893973.68,15.33,0.59,308645.68,5.29
893973.68,15.33,0.59,308601.59,5.29
893826.32,15.33,0.59,308561.94,5.29
893657.89,15.33,0.59,308440.99,5.29
893501.89,15.32,0.59,308288.84,5.29
893501.89,15.32,0.59,308288.84,5.29
893501.89,15.32,0.59,308288.84,5.29
893540.53,15.33,0.59,308389.88,5.29
893372.11,15.33,0.59,308310.46,5.29
893671.05,15.33,0.6,308438.87,5.29
893502.63,15.33,0.6,308520.59,5.29
893355.26,15.33,0.6,308437.0,5.29
893372.84,15.34,0.6,308517.99,5.3
893411.47,15.34,0.6,308619.03,5.3
893243.05,15.34,0.6,308539.61,5.3
893087.05,15.34,0.6,308387.39,5.3
892939.68,15.34,0.6,308310.84,5.3
892634.42,15.33,0.6,308010.24,5.29
892466.0,15.33,0.6,307926.19,5.29
892466.0,15.33,0.6,307926.19,5.29
892339.68,15.33,0.6,307847.66,5.29
892378.32,15.34,0.6,307948.7,5.29
891992.0,15.33,0.59,307637.96,5.29
891823.58,15.33,0.59,307558.54,5.29
891676.21,15.33,0.59,307474.94,5.29
891954.11,15.34,0.6,307841.43,5.29
891954.11,15.34,0.6,307841.43,5.29
891992.74,15.34,0.6,307942.47,5.3
892010.32,15.34,0.6,308048.97,5.3
892048.95,15.34,0.61,308150.01,5.3
891880.53,15.34,0.61,308071.55,5.3
891733.16,15.34,0.61,308031.9,5.3
891564.74,15.34,0.61,307910.95,5.3
891178.42,15.34,0.6,307527.45,5.29
891031.05,15.34,0.6,307389.45,5.29
891031.05,15.34,0.6,307389.45,5.29
890862.63,15.34,0.6,307366.85,5.29
890715.26,15.34,0.6,307327.2,5.29
890732.84,15.34,0.6,307388.47,5.29
890771.47,15.34,0.61,307489.5,5.3
890603.05,15.34,0.61,307410.08,5.3
890455.68,15.34,0.61,307333.53,5.3
890733.58,15.35,0.61,307693.43,5.3
890586.21,15.35,0.61,307653.46,5.3
890417.79,15.35,0.61,307532.83,5.3
890270.42,15.35,0.61,307493.18,5.3
889884.11,15.34,0.61,307109.23,5.3
889715.68,15.34,0.61,306988.28,5.29
889715.68,15.34,0.61,306988.28,5.29
890014.63,15.35,0.61,307116.68,5.3
889709.37,15.35,0.61,306901.57,5.29
889553.37,15.34,0.61,306749.35,5.29
889384.95,15.34,0.61,306828.55,5.29
889413.05,15.35,0.61,306309.06,5.28
889244.63,15.35,0.61,305635.6,5.27
888992.0,15.34,0.61,305295.64,5.27
888844.63,15.34,0.61,305255.66,5.27
888676.21,15.34,0.61,305135.03,5.27
888528.84,15.34,0.61,305095.39,5.27
888360.42,15.34,0.61,304974.43,5.27
888192.0,15.34,0.61,304300.97,5.26
887939.37,15.34,0.6,303961.0,5.25
887553.05,15.34,0.6,303652.79,5.25
887553.05,15.34,0.6,303652.79,5.25
887553.05,15.34,0.6,303652.79,5.25
887405.68,15.34,0.6,303613.15,5.25
887572.53,15.34,0.6,303823.32,5.25
887572.53,15.34,0.6,303823.32,5.25
887435.68,15.34,0.6,303222.66,5.24
887474.32,15.34,0.61,303323.7,5.24
887305.89,15.34,0.61,303244.27,5.24
887305.89,15.34,0.61,303244.27,5.24
886126.95,15.34,0.61,303055.73,5.25
885958.53,15.34,0.61,302290.07,5.24
886223.16,15.35,0.61,302572.2,5.24
886075.79,15.35,0.61,302488.61,5.24
886353.68,15.36,0.62,302855.1,5.25
886353.68,15.36,0.62,302855.1,5.25
886185.26,15.36,0.62,302181.63,5.24
885932.63,15.35,0.62,301841.67,5.23
885785.26,15.35,0.62,301801.7,5.23
885398.95,15.35,0.61,301418.2,5.23
885093.68,15.34,0.61,301117.07,5.22
884925.26,15.34,0.61,300996.44,5.22
884963.89,15.35,0.61,301097.48,5.22
884981.47,15.35,0.61,301203.97,5.22
884981.47,15.35,0.61,301203.97,5.22
727440.0,12.62,1.04,321619.83,5.58
727303.16,12.62,1.04,321449.06,5.58
727145.26,12.62,1.04,321406.95,5.58
727145.79,12.62,1.04,320880.85,5.57
727402.11,12.62,1.04,321046.41,5.57
727265.26,12.62,1.04,320896.29,5.57
727107.37,12.62,1.04,320833.52,5.57
726970.53,12.62,1.04,320750.32,5.57
726781.05,12.62,1.04,320026.85,5.56
726623.16,12.62,1.04,319897.17,5.56
726486.32,12.62,1.04,319729.05,5.55
726486.32,12.62,1.04,319729.05,5.55
726054.74,12.61,1.03,319288.21,5.55
725781.05,12.61,1.03,318931.14,5.54
725813.16,12.61,1.03,319076.37,5.55
725676.32,12.61,1.03,318993.17,5.54
725518.42,12.61,1.03,318863.49,5.54
725381.58,12.61,1.03,318780.24,5.54
725223.68,12.61,1.03,318650.61,5.54
725034.21,12.61,1.03,317927.14,5.53
724760.53,12.61,1.03,317570.07,5.52
725064.42,12.61,1.04,317656.64,5.53
724906.53,12.61,1.04,317744.23,5.53
724525.79,12.61,1.03,317417.18,5.52
724336.32,12.61,1.03,316602.95,5.51
724199.47,12.61,1.03,316452.83,5.51
723894.21,12.6,1.02,316110.05,5.5
723736.32,12.6,1.02,316047.28,5.5
723462.63,12.6,1.02,315780.97,5.5
723462.63,12.6,1.02,315780.97,5.5
723661.05,12.6,1.03,315711.38,5.5
723693.16,12.61,1.03,316022.82,5.51
723693.16,12.61,1.03,316022.82,5.51
723187.89,12.61,1.03,315797.32,5.51
723051.05,12.61,1.03,315714.06,5.5
723051.05,12.61,1.03,315714.06,5.5
722835.79,12.6,1.02,315569.33,5.5
722572.63,12.6,1.02,315358.74,5.5
722414.74,12.6,1.02,315229.11,5.5
722277.89,12.6,1.02,315145.9,5.5
722455.26,12.6,1.02,315347.53,5.5
722318.42,12.6,1.02,315264.32,5.5
722601.26,12.61,1.03,315521.7,5.51
722464.42,12.61,1.03,315435.4,5.51
722464.42,12.61,1.03,315435.4,5.51
722274.95,12.61,1.03,314711.93,5.49
721894.21,12.6,1.02,314384.88,5.49
721620.53,12.6,1.02,314027.8,5.48
721462.63,12.6,1.02,313901.22,5.48
721665.89,12.6,1.02,313606.33,5.48
721582.21,12.6,1.03,313400.89,5.47
721445.37,12.6,1.03,313317.68,5.47
721140.11,12.6,1.02,313016.38,5.47
720950.63,12.6,1.02,312292.91,5.46
720024.32,12.6,1.02,312118.97,5.46
719750.63,12.6,1.02,311761.89,5.46
719592.74,12.6,1.02,311632.22,5.46
719896.63,12.6,1.02,311706.53,5.46
719738.74,12.6,1.02,311805.65,5.46
719601.89,12.6,1.02,311722.44,5.46
719444.0,12.6,1.02,311592.77,5.46
719063.26,12.6,1.02,311266.45,5.45
719367.16,12.6,1.02,311353.02,5.45
718986.42,12.6,1.02,311113.36,5.45
719018.53,12.6,1.02,311303.57,5.45
719018.53,12.6,1.02,311303.57,5.45
718881.68,12.6,1.02,311220.31,5.45
718913.79,12.6,1.02,311280.69,5.46
718776.95,12.6,1.02,311129.01,5.45
718619.05,12.6,1.02,311067.8,5.45
718459.05,12.6,1.02,310907.8,5.45
718459.05,12.6,1.02,310907.8,5.45
718322.21,12.6,1.02,310737.02,5.45
718354.32,12.6,1.02,310884.92,5.45
718001.58,12.59,1.02,310534.71,5.45
717812.11,12.59,1.01,309811.24,5.44
717538.42,12.59,1.01,309454.17,5.43
717401.58,12.59,1.01,309370.96,5.43
717433.68,12.59,1.01,309431.28,5.43
717296.84,12.59,1.01,309348.03,5.43
717296.84,12.59,1.01,309348.03,5.43
717138.95,12.59,1.01,309218.4,5.43
717139.47,12.59,1.02,308692.3,5.42
717373.47,12.6,1.02,308827.54,5.42
717677.37,12.61,1.03,308901.85,5.43
717519.47,12.61,1.03,308994.03,5.43
717014.21,12.61,1.03,308768.52,5.43
716877.37,12.61,1.03,308600.4,5.43
716719.47,12.6,1.03,308555.64,5.43
716421.79,12.6,1.02,308265.95,5.42
716284.95,12.6,1.02,308182.7,5.42
716284.95,12.6,1.02,308182.7,5.42
716317.05,12.6,1.02,308243.07,5.42
716180.21,12.6,1.02,308156.77,5.42
716180.21,12.6,1.02,308156.77,5.42
716022.32,12.6,1.02,308030.19,5.42
715885.47,12.6,1.02,307946.98,5.42
715548.63,12.6,1.02,307102.41,5.41
715390.74,12.6,1.02,306972.73,5.41
715390.74,12.6,1.02,306972.73,5.41
1164238.42,20.51,0.51,277628.95,4.89
1163817.37,20.51,0.51,277045.09,4.88
1163606.84,20.51,0.51,276699.51,4.88
1163230.53,20.5,0.5,276326.23,4.87
1163210.0,20.51,0.51,275687.6,4.86
1162999.47,20.5,0.5,274875.88,4.85
1162788.95,20.5,0.5,275039.55,4.85
1162578.42,20.5,0.5,274699.85,4.84
1162367.89,20.5,0.5,274863.52,4.85
