ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7be2-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1607480.51,25.88,0.31,205853.2,3.31
1607224.78,25.88,0.31,205845.8,3.31
1606969.04,25.88,0.31,205840.92,3.31
1606969.04,25.88,0.31,205797.15,3.31
1606713.3,25.88,0.31,205753.38,3.31
1606457.56,25.88,0.31,205709.61,3.31
1606201.82,25.88,0.31,205704.74,3.31
1605946.08,25.88,0.31,205699.92,3.31
1605946.08,25.88,0.31,205695.4,3.31
1605690.34,25.88,0.31,205690.23,3.32
1605976.69,25.89,0.31,205761.85,3.32
1606166.15,25.89,0.32,205847.78,3.32
1606364.0,25.9,0.32,205840.38,3.32
1606364.0,25.9,0.32,205796.61,3.32
1606119.18,25.9,0.32,205021.78,3.31
1605863.44,25.9,0.32,205079.14,3.31
1606031.04,25.9,0.33,204727.79,3.3
1605775.3,25.9,0.33,204735.71,3.3
1605775.3,25.9,0.33,204731.2,3.3
1605775.3,25.9,0.33,204726.69,3.3
1606038.43,25.91,0.33,204719.29,3.3
1606227.88,25.91,0.34,204714.61,3.3
1605972.14,25.91,0.34,204728.2,3.3
1605716.4,25.91,0.34,204723.33,3.3
1605994.78,25.92,0.35,204893.42,3.31
1605739.04,25.92,0.35,204830.69,3.31
1605483.3,25.92,0.35,204786.92,3.31
1605227.57,25.92,0.35,204779.52,3.31
1604971.83,25.92,0.35,204735.75,3.31
1604971.83,25.92,0.35,204772.86,3.31
1605287.73,25.93,0.35,204765.46,3.31
1605287.73,25.93,0.35,204721.69,3.31
1605031.99,25.93,0.35,204716.82,3.31
1604776.25,25.93,0.35,204711.99,3.31
1604776.25,25.93,0.35,204668.22,3.31
1604904.56,25.93,0.36,204660.83,3.31
1604904.56,25.93,0.36,204851.13,3.31
1604837.68,25.93,0.36,204846.01,3.31
1605027.13,25.94,0.36,204912.18,3.31
1605027.13,25.94,0.36,204904.92,3.31
1605155.44,25.94,0.37,204897.52,3.31
1605088.56,25.94,0.37,204892.4,3.31
1605088.56,25.94,0.37,204928.47,3.31
1604832.82,25.94,0.37,204923.64,3.31
1604577.08,25.94,0.37,204916.24,3.31
1604510.2,25.95,0.37,205005.37,3.32
1604510.2,25.95,0.37,205005.37,3.32
1604254.46,25.95,0.37,204997.97,3.32
1603998.72,25.95,0.37,204993.1,3.32
1604188.17,25.95,0.38,204988.41,3.32
1604377.62,25.96,0.38,205074.34,3.32
1604377.62,25.96,0.38,205035.94,3.32
1604310.74,25.96,0.39,205033.42,3.32
1604508.59,25.96,0.39,205039.41,3.32
1604252.85,25.96,0.39,205037.81,3.32
1603997.11,25.96,0.39,205032.63,3.32
1603741.38,25.96,0.39,205032.78,3.32
1603485.64,25.96,0.39,205027.6,3.32
1603229.9,25.96,0.39,205020.21,3.32
1602974.16,25.96,0.39,205033.8,3.32
1603128.72,25.97,0.4,204719.63,3.32
1603415.07,25.98,0.4,204719.93,3.32
1603159.33,25.98,0.4,204712.53,3.32
1603313.89,25.98,0.41,204398.36,3.31
1603313.89,25.98,0.41,204475.54,3.31
1603592.27,25.99,0.42,204478.01,3.31
1603336.53,25.99,0.42,204470.61,3.31
1603336.53,25.99,0.42,204466.14,3.31
1603410.39,25.99,0.42,204487.82,3.32
1603410.39,25.99,0.42,204444.05,3.31
1603154.65,25.99,0.42,204439.22,3.31
1603154.65,25.99,0.42,204439.22,3.31
1602898.91,25.99,0.42,204452.81,3.32
1602898.91,25.99,0.42,204403.38,3.31
1602643.18,25.99,0.42,204394.41,3.32
1602576.29,26.0,0.42,204394.41,3.32
1602576.29,26.0,0.42,204350.64,3.31
1602320.55,26.0,0.42,204345.46,3.32
1602064.82,26.0,0.42,204338.06,3.32
1601809.08,26.0,0.42,204294.29,3.32
1601553.34,26.0,0.42,204307.88,3.32
1601742.79,26.0,0.43,204303.2,3.32
1601487.05,26.0,0.43,204259.43,3.32
1601487.05,26.0,0.43,204215.66,3.32
1601773.4,26.01,0.43,204171.89,3.32
1601847.27,26.01,0.44,204193.57,3.32
1601591.53,26.01,0.44,204149.8,3.32
1601591.53,26.01,0.44,204106.03,3.31
1601591.53,26.01,0.44,204101.51,3.31
1601591.53,26.01,0.44,204097.05,3.31
1602004.5,26.02,0.45,203991.07,3.31
1601748.76,26.02,0.45,203985.9,3.31
1601748.76,26.02,0.45,203981.43,3.31
1601493.02,26.02,0.45,203995.02,3.31
1601237.28,26.02,0.45,203992.74,3.32
1601523.63,26.03,0.46,203948.97,3.31
1601597.5,26.03,0.46,203970.65,3.32
1601341.76,26.03,0.46,203963.25,3.32
1601114.1,26.03,0.46,203801.38,3.31
1601279.88,26.04,0.46,203757.61,3.31
1601279.88,26.04,0.46,203834.8,3.31
1601595.78,26.04,0.47,203827.4,3.31
1601986.54,26.05,0.48,203830.87,3.31
1602175.99,26.06,0.48,203826.19,3.31
1601920.25,26.06,0.48,203823.47,3.32
1602074.81,26.06,0.49,203498.84,3.31
1601819.07,26.06,0.49,203491.44,3.31
1602185.14,26.07,0.5,203447.67,3.31
1602259.0,26.07,0.5,203469.34,3.31
1602801.88,26.08,0.51,203547.64,3.31
1602875.74,26.09,0.51,203540.24,3.31
1602620.0,26.09,0.52,203947.5,3.32
1602620.0,26.09,0.52,203942.99,3.32
1602620.0,26.09,0.52,203899.22,3.32
1602809.46,26.09,0.52,203951.81,3.32
1602809.46,26.09,0.52,203947.3,3.32
1602809.46,26.09,0.52,203903.53,3.32
1602553.72,26.09,0.52,203917.12,3.32
1602486.83,26.1,0.52,203912.0,3.32
1602419.95,26.1,0.52,203906.88,3.32
1602164.21,26.1,0.52,203902.01,3.32
1602238.08,26.1,0.53,203894.61,3.32
1602607.1,26.11,0.54,203541.78,3.32
1602607.1,26.11,0.54,203537.31,3.32
1602607.1,26.11,0.54,203532.84,3.32
1602607.1,26.11,0.54,203610.03,3.32
1602607.1,26.11,0.54,203605.51,3.32
1602351.36,26.11,0.54,203561.74,3.32
1602709.46,26.12,0.54,203554.35,3.32
1602453.72,26.12,0.54,203549.52,3.32
1602453.72,26.12,0.54,203550.34,3.32
1602197.98,26.12,0.54,203506.57,3.32
1602387.43,26.12,0.55,203501.89,3.32
1602131.69,26.12,0.55,203458.12,3.32
1601875.95,26.12,0.55,203453.29,3.32
1602065.4,26.13,0.55,203453.29,3.32
1602065.4,26.13,0.55,203409.52,3.32
1601809.67,26.13,0.55,203404.65,3.32
1602546.24,26.14,0.57,203876.39,3.33
1602832.59,26.15,0.57,203948.01,3.33
1602359.65,26.14,0.57,203375.0,3.32
1602103.91,26.14,0.57,203372.43,3.32
1602103.91,26.14,0.57,203328.66,3.32
1601848.17,26.14,0.57,203323.78,3.32
1601592.43,26.14,0.57,203280.01,3.32
1601336.69,26.14,0.57,203272.61,3.32
1601336.69,26.14,0.57,203269.28,3.32
1601080.95,26.14,0.57,203270.15,3.32
1601270.4,26.15,0.57,203265.47,3.32
1601270.4,26.15,0.57,203342.65,3.32
1601270.4,26.15,0.57,203298.88,3.32
1601014.66,26.15,0.57,203312.47,3.32
1601014.66,26.15,0.57,203270.3,3.32
1600758.93,26.15,0.57,203262.9,3.32
1600503.19,26.15,0.57,203258.03,3.32
1600247.45,26.15,0.57,203258.03,3.32
1599991.71,26.15,0.57,203250.63,3.32
1599735.97,26.15,0.57,203243.23,3.32
1599480.23,26.15,0.57,203240.71,3.32
1599480.23,26.15,0.57,203196.94,3.32
1599413.35,26.15,0.58,203191.82,3.32
1599157.61,26.15,0.58,203186.99,3.32
1599347.06,26.15,0.58,203186.99,3.32
1599280.18,26.16,0.58,203276.12,3.32
1599024.44,26.16,0.58,203268.72,3.33
1599024.44,26.16,0.58,203261.45,3.33
1599024.44,26.16,0.58,203217.68,3.32
1599213.89,26.16,0.59,203213.0,3.32
1599213.89,26.16,0.59,203208.49,3.32
1598958.15,26.16,0.59,203203.31,3.32
1599244.51,26.17,0.59,203195.91,3.32
1599244.51,26.17,0.59,203273.09,3.33
1598988.77,26.17,0.59,203273.09,3.33
1598733.03,26.17,0.59,203265.92,3.33
1599048.93,26.17,0.6,203876.52,3.34
1599364.83,26.18,0.61,203869.12,3.34
1599109.09,26.18,0.61,203877.04,3.34
1599109.09,26.18,0.61,203872.53,3.34
1598853.35,26.18,0.61,203828.76,3.34
1598853.35,26.18,0.61,203826.48,3.34
1598853.35,26.18,0.61,203782.71,3.34
1599042.8,26.19,0.61,203868.64,3.34
1599240.65,26.19,0.62,204110.92,3.34
1598984.91,26.19,0.62,204103.52,3.34
1598984.91,26.19,0.62,204207.0,3.34
1598984.91,26.19,0.62,204199.74,3.34
1598984.91,26.19,0.62,204195.27,3.34
1598729.18,26.19,0.62,204151.5,3.34
1598473.44,26.19,0.62,204146.63,3.34
1598217.7,26.19,0.62,204141.45,3.35
1597961.96,26.19,0.62,204134.05,3.35
1597706.22,26.19,0.62,204134.05,3.35
1597450.48,26.19,0.62,204126.65,3.35
1597194.74,26.19,0.62,204121.83,3.35
1597194.74,26.19,0.62,204078.06,3.35
1596939.0,26.19,0.62,204070.66,3.35
1597128.46,26.2,0.62,204065.98,3.35
1596872.72,26.2,0.62,204058.58,3.35
1596946.58,26.2,0.63,204080.25,3.35
1596879.7,26.2,0.63,204169.38,3.35
1596812.82,26.21,0.63,204474.36,3.36
1596812.82,26.21,0.63,204430.59,3.36
1596812.82,26.21,0.63,204426.12,3.35
1596745.93,26.21,0.63,204515.24,3.36
1596819.8,26.21,0.64,204759.09,3.36
1596574.98,26.21,0.64,204047.7,3.35
1596764.43,26.22,0.64,204047.7,3.35
1596918.99,26.22,0.65,203723.07,3.35
1597331.96,26.24,0.66,203617.1,3.34
1598390.13,26.25,0.68,204359.32,3.36
1598390.13,26.25,0.68,204436.5,3.36
1598323.24,26.26,0.68,204431.38,3.36
1598256.36,26.26,0.68,204520.51,3.36
1598070.31,26.26,0.69,204537.37,3.36
1598070.31,26.26,0.69,204537.37,3.36
1597814.58,26.26,0.69,204493.6,3.36
1597558.84,26.26,0.69,204507.19,3.36
1597748.29,26.26,0.69,204507.19,3.36
1598909.98,26.29,0.71,205509.45,3.38
1598909.98,26.29,0.71,205465.68,3.38
1598909.98,26.29,0.71,205461.17,3.38
1598909.98,26.29,0.71,205495.62,3.38
1598909.98,26.29,0.71,205451.85,3.38
1598909.98,26.29,0.71,205447.34,3.38
1598654.24,26.29,0.71,205460.93,3.38
1598587.36,26.29,0.72,205458.35,3.38
1598785.21,26.3,0.72,204719.21,3.37
1598529.47,26.3,0.72,204675.44,3.37
1598462.59,26.3,0.72,204670.32,3.37
1598206.85,26.3,0.72,204670.32,3.37
1598139.97,26.3,0.73,204436.38,3.36
1598139.97,26.3,0.73,204436.38,3.36
1598329.42,26.31,0.73,204431.7,3.36
1598615.77,26.31,0.74,204503.32,3.37
1598813.62,26.32,0.74,204495.92,3.37
1598968.18,26.32,0.75,204181.75,3.36
1598712.44,26.32,0.75,204137.98,3.36
1598712.44,26.32,0.75,204133.47,3.36
1598712.44,26.32,0.75,204210.65,3.36
1598712.44,26.32,0.75,204166.88,3.36
1598712.44,26.32,0.75,204166.88,3.36
1598645.56,26.33,0.75,204164.36,3.36
1599014.58,26.33,0.76,203811.53,3.36
1598758.84,26.33,0.76,203767.76,3.36
1598503.1,26.33,0.76,203762.88,3.36
1598503.1,26.33,0.76,203840.07,3.36
1598436.22,26.34,0.76,204131.02,3.36
1598805.24,26.34,0.77,203778.19,3.36
1598805.24,26.34,0.77,203734.42,3.36
1598933.55,26.35,0.77,203727.02,3.36
1598677.81,26.35,0.77,203669.66,3.36
1598422.07,26.35,0.77,203664.79,3.36
1598422.07,26.35,0.77,203621.02,3.36
1598166.33,26.35,0.77,203616.14,3.36
1598355.78,26.35,0.78,203612.08,3.36
1598642.14,26.36,0.79,203612.08,3.36
1598642.14,26.36,0.79,203612.08,3.36
1598831.59,26.36,0.79,203699.81,3.36
1598575.85,26.37,0.79,203698.21,3.36
1598508.97,26.37,0.79,203693.1,3.36
1598508.97,26.37,0.79,203770.28,3.36
1598795.32,26.37,0.8,203762.88,3.36
1598795.32,26.37,0.8,203758.41,3.36
1598984.77,26.38,0.8,203753.73,3.36
1599150.55,26.38,0.81,203753.73,3.36
1599340.0,26.39,0.82,203819.9,3.36
1599273.12,26.39,0.82,203814.79,3.36
1599559.47,26.4,0.82,203807.39,3.36
1599563.15,26.4,0.83,204439.11,3.37
1599307.41,26.4,0.83,204439.11,3.37
1599051.67,26.4,0.83,204452.7,3.38
1599051.67,26.4,0.83,204529.88,3.38
1599125.53,26.41,0.83,204522.49,3.38
1599125.53,26.41,0.83,204517.97,3.38
1598869.79,26.41,0.83,204517.91,3.38
1598614.06,26.41,0.83,204513.04,3.38
1598358.32,26.41,0.83,204469.27,3.38
1598291.43,26.41,0.84,204469.27,3.38
1598291.43,26.41,0.84,204465.94,3.38
1598480.89,26.41,0.84,204538.29,3.38
1598480.89,26.41,0.84,204494.52,3.38
1598225.15,26.41,0.84,204489.34,3.38
1597969.41,26.41,0.84,204445.57,3.38
1597969.41,26.41,0.84,204438.3,3.38
1597713.67,26.41,0.84,204431.13,3.38
1597457.93,26.42,0.84,204444.73,3.38
1597202.19,26.42,0.84,204443.13,3.38
1596946.45,26.42,0.84,204443.13,3.38
1596946.45,26.42,0.84,204399.36,3.38
1596946.45,26.42,0.84,204355.59,3.38
1596690.71,26.42,0.84,204308.03,3.38
1596434.98,26.42,0.84,204303.16,3.38
1596179.24,26.42,0.84,204300.44,3.38
1595923.5,26.42,0.84,204293.04,3.38
1595667.76,26.42,0.84,204293.04,3.38
1596017.68,26.42,0.85,204400.38,3.38
1596091.55,26.43,0.85,204392.98,3.38
1596377.9,26.43,0.86,204910.31,3.39
1596122.16,26.43,0.86,204923.9,3.39
1596122.16,26.43,0.86,204880.13,3.39
1595866.42,26.43,0.86,204822.77,3.39
1595866.42,26.43,0.86,204818.25,3.39
1596224.52,26.44,0.87,204875.73,3.39
1596157.64,26.44,0.87,204870.62,3.39
1596347.09,26.45,0.87,204865.93,3.39
1596091.35,26.45,0.87,204860.75,3.39
1595835.61,26.45,0.87,204853.36,3.4
1596335.62,26.46,0.88,204829.13,3.39
1596335.62,26.46,0.88,204906.31,3.4
1596525.07,26.46,0.89,204861.56,3.4
1596269.33,26.46,0.89,204854.39,3.4
1596769.34,26.48,0.9,204830.16,3.4
1597440.3,26.49,0.91,205021.81,3.4
1597629.75,26.49,0.92,205017.13,3.4
1599042.72,26.52,0.94,205911.16,3.41
1599232.17,26.52,0.95,205906.47,3.41
1599421.62,26.53,0.95,205901.79,3.42
1599165.88,26.53,0.95,205858.02,3.41
1598910.14,26.53,0.95,205858.02,3.42
1598654.41,26.53,0.95,205773.44,3.41
1598398.67,26.53,0.95,205771.84,3.42
1598398.67,26.53,0.95,205764.58,3.42
1598398.67,26.53,0.95,205764.58,3.42
1598142.93,26.53,0.95,205777.92,3.42
1599555.9,26.55,0.98,206671.95,3.43
1600614.07,26.57,1.0,207414.17,3.44
1600547.19,26.57,1.0,207409.05,3.44
1600701.74,26.58,1.0,207084.42,3.44
1600446.0,26.58,1.01,207040.65,3.44
1600190.27,26.58,1.01,206996.88,3.44
1599934.53,26.58,1.01,206713.26,3.43
1599867.64,26.58,1.01,206710.37,3.43
1599611.91,26.58,1.01,206653.01,3.43
1599779.5,26.59,1.02,206301.66,3.43
1599523.76,26.59,1.02,206296.49,3.43
1599268.02,26.59,1.02,206289.09,3.43
1599268.02,26.59,1.02,206289.9,3.43
1599554.37,26.6,1.02,206287.62,3.43
1599554.37,26.6,1.02,206287.62,3.43
1599298.64,26.6,1.02,206243.85,3.43
1599042.9,26.6,1.02,206243.85,3.43
1598815.24,26.6,1.02,206081.99,3.43
1598559.5,26.6,1.02,206074.59,3.43
1598633.36,26.6,1.03,206071.71,3.43
1599691.53,26.62,1.04,206813.93,3.44
1599691.53,26.62,1.04,206809.42,3.44
1599624.65,26.62,1.05,206898.54,3.44
1599624.65,26.62,1.05,206854.77,3.44
1599368.91,26.62,1.05,206854.77,3.44
1599302.03,26.62,1.05,206854.77,3.44
1599235.15,26.63,1.05,206921.58,3.45
1598979.41,26.63,1.05,206914.18,3.45
1599168.86,26.63,1.06,206986.53,3.45
1598913.12,26.63,1.06,206981.35,3.45
1598846.24,26.63,1.06,206976.23,3.45
1598184.44,26.63,1.05,206214.36,3.44
1597928.7,26.63,1.05,206222.29,3.44
1597861.82,26.63,1.06,206311.41,3.44
1598016.38,26.64,1.06,205997.24,3.43
1598016.38,26.64,1.06,205994.96,3.43
1597949.49,26.64,1.07,206084.08,3.44
1597693.75,26.64,1.07,206078.91,3.44
1598357.98,26.65,1.08,206008.94,3.44
1598102.24,26.65,1.08,206001.54,3.44
1597846.5,26.65,1.08,206015.13,3.44
1598109.63,26.66,1.08,205971.36,3.44
1597853.89,26.66,1.09,205966.49,3.44
1597598.15,26.66,1.09,205959.09,3.44
1597342.41,26.66,1.09,205972.68,3.44
1597086.67,26.66,1.09,205972.68,3.44
1596830.93,26.66,1.09,205965.29,3.44
1594785.02,26.66,1.09,205957.89,3.44
1594785.02,26.66,1.09,205914.12,3.44
1594529.28,26.66,1.09,205912.52,3.44
1594529.28,26.66,1.09,205865.39,3.44
1594273.55,26.66,1.09,205860.57,3.44
1594017.81,26.66,1.09,205816.8,3.44
1594017.81,26.66,1.09,205893.98,3.44
1594017.81,26.66,1.09,205894.8,3.44
1593950.92,26.66,1.09,205889.68,3.44
1593950.92,26.66,1.09,205885.17,3.44
1593950.92,26.66,1.09,205880.7,3.44
1593695.19,26.66,1.09,205875.82,3.44
1593628.3,26.67,1.09,205964.95,3.45
1593628.3,26.67,1.09,205960.48,3.45
1593372.57,26.67,1.09,205916.71,3.45
1593305.68,26.67,1.1,205919.0,3.45
1593049.94,26.67,1.1,205875.23,3.45
1592983.06,26.67,1.1,205870.11,3.45
1592727.32,26.67,1.1,205862.71,3.45
1592916.78,26.68,1.1,205858.03,3.45
1592514.28,26.68,1.11,205641.17,3.45
1592514.28,26.68,1.11,205718.35,3.45
1592514.28,26.68,1.11,205715.83,3.45
1592447.4,26.68,1.11,205710.71,3.45
1592636.85,26.69,1.11,205783.06,3.45
1593014.86,26.69,1.12,206568.61,3.46
1592759.12,26.69,1.12,206563.74,3.46
1592233.45,26.69,1.12,205798.93,3.45
1591977.71,26.69,1.12,205791.53,3.45
1591977.71,26.69,1.12,205791.53,3.45
1591977.71,26.69,1.12,205868.71,3.45
1592343.78,26.7,1.12,205824.94,3.45
1592417.65,26.7,1.13,205822.72,3.45
1592161.91,26.7,1.13,206113.61,3.46
1592095.03,26.7,1.13,206108.49,3.46
1592284.48,26.71,1.13,206529.15,3.46
1592284.48,26.71,1.13,206524.63,3.46
1592028.74,26.71,1.14,206480.86,3.46
1592028.74,26.71,1.14,206558.05,3.47
1592028.74,26.71,1.14,206514.28,3.46
1591773.0,26.71,1.14,206511.7,3.47
1591773.0,26.71,1.14,206508.82,3.47
1591773.0,26.71,1.14,206504.31,3.47
1591517.26,26.71,1.14,206517.9,3.47
1591272.44,26.71,1.14,205743.06,3.45
1592360.26,26.73,1.16,206230.27,3.46
1592293.38,26.73,1.16,206230.27,3.46
1592037.64,26.73,1.16,206225.39,3.46
1591781.9,26.73,1.16,206181.62,3.46
1591526.16,26.73,1.16,206174.23,3.46
1591298.51,26.73,1.16,206070.89,3.46
1591042.77,26.73,1.16,206066.07,3.46
1591042.77,26.73,1.16,206016.99,3.46
1591042.77,26.73,1.16,205975.12,3.46
1591232.22,26.74,1.16,205972.54,3.46
1591165.34,26.74,1.17,205967.42,3.46
1590909.6,26.74,1.17,205962.55,3.46
1590653.86,26.74,1.17,205960.27,3.46
1590727.72,26.75,1.17,205952.87,3.46
1590471.98,26.75,1.17,205868.29,3.46
1590471.98,26.75,1.17,205847.55,3.46
1590490.18,26.75,1.17,205910.88,3.46
1590234.44,26.75,1.17,205867.11,3.46
1590234.44,26.75,1.17,205944.29,3.46
1590362.75,26.75,1.18,205942.01,3.46
1590107.02,26.75,1.18,205937.19,3.46
1589851.28,26.75,1.18,205930.02,3.47
1589851.28,26.75,1.18,206037.11,3.47
1589851.28,26.75,1.18,205993.34,3.47
1589851.28,26.75,1.18,206070.53,3.47
1589595.54,26.75,1.18,206067.64,3.47
1589595.54,26.75,1.18,206065.12,3.47
1589350.72,26.75,1.18,205290.28,3.46
1587304.81,26.76,1.18,205290.15,3.46
1587494.26,26.76,1.19,205711.73,3.47
1587238.52,26.76,1.19,205757.87,3.47
1586982.78,26.76,1.19,205771.46,3.47
1587172.24,26.77,1.19,205772.74,3.47
1587172.24,26.77,1.19,205849.92,3.47
1586916.5,26.77,1.19,205845.05,3.47
1586660.76,26.77,1.19,205630.92,3.47
1586405.02,26.77,1.19,205628.03,3.47
1585893.54,26.77,1.19,205556.42,3.47
1585826.66,26.77,1.2,205505.27,3.47
1585570.92,26.77,1.2,205513.2,3.47
1585315.18,26.77,1.2,205526.79,3.47
1585248.3,26.77,1.2,205705.82,3.47
1585248.3,26.77,1.2,205783.0,3.48
1584992.56,26.77,1.2,205739.23,3.48
1584736.82,26.77,1.2,205737.01,3.48
1584736.82,26.77,1.2,205814.2,3.48
1584481.08,26.77,1.2,205805.23,3.48
1584414.2,26.78,1.2,205805.23,3.48
1584414.2,26.78,1.2,205761.46,3.48
1584414.2,26.78,1.2,205756.99,3.48
1584488.06,26.78,1.21,205749.59,3.48
1584421.18,26.78,1.21,205744.47,3.48
1584354.3,26.79,1.21,205744.22,3.48
1584543.75,26.79,1.22,206002.17,3.48
1584288.01,26.79,1.22,205958.4,3.48
1584288.01,26.79,1.22,206035.58,3.48
1584032.27,26.79,1.22,206030.71,3.48
1584173.46,26.8,1.22,205652.96,3.48
1584173.46,26.8,1.22,205609.19,3.48
1583917.72,26.8,1.22,205622.78,3.48
1583917.72,26.8,1.22,205579.01,3.48
1583661.98,26.8,1.22,205577.41,3.48
1583735.85,26.8,1.23,205570.01,3.48
1583480.11,26.8,1.23,205526.24,3.48
1583766.46,26.81,1.24,205797.57,3.48
1583766.46,26.81,1.24,205793.06,3.48
1583983.99,26.81,1.24,205964.47,3.49
1583983.99,26.81,1.24,205920.7,3.49
1583728.25,26.82,1.24,205913.3,3.49
1583842.01,26.82,1.24,206308.95,3.49
1583586.27,26.82,1.24,206316.32,3.49
1583775.73,26.82,1.25,206316.32,3.49
1583708.84,26.83,1.25,206311.21,3.49
1583898.3,26.83,1.26,206306.52,3.49
1583642.56,26.83,1.26,206314.45,3.5
1583840.41,26.84,1.26,206307.05,3.5
1583773.53,26.84,1.27,206301.93,3.5
1583517.79,26.84,1.27,206297.06,3.5
1583707.24,26.85,1.27,206294.84,3.5
1583451.5,26.85,1.27,206294.69,3.5
1583195.76,26.85,1.27,206290.82,3.5
1583336.95,26.85,1.28,205913.07,3.49
1583504.54,26.86,1.29,205561.72,3.49
1584917.51,26.88,1.31,206455.75,3.5
1585106.96,26.89,1.32,206455.75,3.5
1584851.23,26.89,1.32,206394.91,3.5
1584595.49,26.89,1.32,206351.14,3.5
1584813.02,26.9,1.32,206522.56,3.5
1584813.02,26.9,1.32,206480.68,3.5
1584746.14,26.9,1.32,205794.93,3.49
1584746.14,26.9,1.32,205790.42,3.49
1584935.59,26.9,1.33,205785.74,3.49
1584679.85,26.9,1.33,205785.74,3.49
1584424.11,26.9,1.33,205780.86,3.49
1584424.11,26.9,1.33,205817.97,3.49
1584613.56,26.91,1.34,205877.93,3.5
1584357.82,26.91,1.34,205872.75,3.5
1584555.68,26.92,1.34,205928.8,3.5
1584299.94,26.92,1.34,205928.8,3.5
1584489.39,26.92,1.35,205928.8,3.5
1585225.96,26.93,1.36,206400.54,3.51
1585159.08,26.94,1.36,206395.42,3.51
1585092.2,26.94,1.36,206395.42,3.51
1585378.55,26.94,1.37,206388.02,3.51
1585452.41,26.95,1.38,206409.7,3.51
1585452.41,26.95,1.38,208276.3,3.54
1585699.65,26.95,1.38,208507.65,3.54
1585443.91,26.95,1.38,208506.05,3.54
1585443.91,26.95,1.38,208810.46,3.55
1585188.17,26.96,1.38,208805.58,3.55
1585316.48,26.96,1.39,208761.81,3.55
1585602.84,26.97,1.39,208833.44,3.55
1585347.1,26.97,1.39,208828.56,3.55
1585091.36,26.97,1.39,208821.17,3.55
1586470.9,26.99,1.42,209666.16,3.57
1586786.8,27.0,1.42,209622.39,3.57
1587152.87,27.0,1.43,209622.39,3.57
1587152.87,27.0,1.43,209578.62,3.57
1587226.73,27.01,1.43,209576.29,3.57
1587226.73,27.01,1.43,209653.47,3.57
1588122.88,27.02,1.45,210358.29,3.58
1587867.14,27.02,1.45,210875.98,3.59
1587611.4,27.02,1.45,210775.21,3.59
1587544.52,27.03,1.45,210541.27,3.58
1587288.78,27.03,1.45,210538.74,3.58
1587486.63,27.03,1.46,210544.73,3.59
1587230.89,27.03,1.46,210558.07,3.59
1587230.89,27.03,1.46,210553.6,3.59
1587420.34,27.04,1.46,210508.85,3.59
1587420.34,27.04,1.46,210465.08,3.58
1586397.39,27.04,1.46,210531.9,3.59
1586397.39,27.04,1.46,210488.13,3.59
1586595.24,27.04,1.47,211353.69,3.6
1586339.5,27.04,1.47,211302.0,3.6
1586083.76,27.04,1.47,211302.0,3.6
1585828.02,27.04,1.47,211302.0,3.6
1585572.28,27.04,1.47,211299.68,3.6
1585316.55,27.05,1.47,211564.31,3.61
1585632.44,27.05,1.48,211622.64,3.61
1585632.44,27.05,1.48,211578.87,3.61
1586690.61,27.07,1.5,212321.09,3.62
1586434.87,27.07,1.5,212884.75,3.63
1586179.14,27.07,1.5,212881.82,3.63
1586584.7,27.08,1.5,213670.05,3.65
1586328.97,27.08,1.5,213626.28,3.65
1586073.23,27.08,1.5,213618.88,3.65
1585561.75,27.08,1.51,213618.88,3.65
1585561.75,27.08,1.51,213575.11,3.65
1586087.16,27.09,1.52,213457.63,3.65
1585831.42,27.09,1.52,213413.86,3.65
1585831.42,27.09,1.52,213370.09,3.64
1585575.68,27.09,1.52,213365.27,3.65
1585508.8,27.09,1.52,213360.15,3.65
1585253.06,27.09,1.52,213357.63,3.65
1584997.32,27.09,1.52,213355.05,3.65
1584741.58,27.09,1.52,213347.88,3.65
1584485.85,27.09,1.52,213340.48,3.65
1584772.2,27.1,1.53,213412.11,3.65
1584772.2,27.1,1.53,213407.59,3.65
1584516.46,27.1,1.53,213402.77,3.65
1584705.91,27.11,1.53,213398.09,3.65
1584779.77,27.11,1.54,213390.69,3.65
1584969.23,27.12,1.54,213387.8,3.65
1584713.49,27.12,1.54,213380.4,3.65
1584902.94,27.12,1.55,213375.72,3.65
1584647.2,27.12,1.55,213374.13,3.65
1584721.06,27.13,1.55,213366.73,3.65
1584910.51,27.13,1.56,213452.66,3.65
1584925.89,27.13,1.56,213468.03,3.65
1584670.15,27.13,1.56,213468.03,3.66
1584414.41,27.13,1.56,213465.51,3.66
1584158.67,27.13,1.56,213421.74,3.66
1584158.67,27.13,1.56,213385.48,3.65
1584158.67,27.13,1.56,213385.48,3.65
