ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
986,4396,4055600,6212,4055600
986,4396,4056600,6212,4056600
986,4396,4057070,6212,4057070
986,4396,4057440,6212,4057440
986,4396,4058440,6212,4058440
986,4396,4058600,6212,4058600
986,4396,4059600,6212,4059600
987,4404,4060600,6212,4060600
987,4404,4060920,6212,4060920
987,4404,4060920,6212,4060920
987,4404,4061920,6212,4061920
987,4404,4062920,6212,4062920
987,4404,4063730,6212,4063730
987,4404,4064730,6212,4064730
987,4404,4064950,6212,4064950
987,4404,4065600,6212,4065600
987,4404,4066410,6212,4066410
987,4404,4067220,6212,4067220
988,4412,4068220,6212,4068220
988,4412,4068380,6212,4068380
988,4412,4069380,6212,4069380
988,4412,4070380,6212,4070380
988,4412,4071380,6212,4071380
988,4412,4072380,6212,4072380
988,4412,4072380,6212,4072380
988,4412,4073380,6212,4073380
988,4412,4074190,6212,4074190
988,4412,4074190,6212,4074190
988,4412,4074840,6212,4074840
989,4420,4075310,6212,4075310
989,4420,4076310,6212,4076310
989,4420,4076530,6212,4076530
989,4420,4077340,6212,4077340
989,4420,4078340,6212,4078340
989,4420,4078570,6212,4078570
989,4420,4078570,6212,4078570
989,4420,4079040,6212,4079040
989,4420,4080040,6212,4080040
989,4420,4080850,6212,4080850
989,4420,4081320,6212,4081320
989,4420,4081610,6212,4081610
989,4420,4082610,6212,4082610
990,4428,4083610,6212,4083610
990,4428,4083930,6212,4083930
990,4428,4084930,6212,4084930
990,4428,4085930,6212,4085930
990,4428,4086740,6212,4086740
990,4428,4086740,6212,4086740
990,4428,4086900,6212,4086900
990,4428,4087710,6212,4087710
990,4428,4088710,6212,4088710
990,4428,4089710,6212,4089710
991,4436,4090710,6212,4090710
991,4436,4091710,6212,4091710
991,4436,4092710,6212,4092710
991,4436,4093710,6212,4093710
991,4436,4094260,6212,4094260
991,4436,4094730,6212,4094730
991,4436,4095730,6212,4095730
991,4436,4096200,6212,4096200
991,4436,4096520,6212,4096520
991,4436,4097520,6212,4097520
992,4444,4098520,6212,4098520
992,4444,4098840,6212,4098840
992,4444,4099490,6212,4099490
992,4444,4100490,6212,4100490
992,4444,4100960,6212,4100960
992,4444,4101770,6212,4101770
992,4444,4102360,6212,4102360
992,4444,4102910,6212,4102910
992,4444,4103910,6212,4103910
992,4444,4104380,6212,4104380
992,4444,4105380,6212,4105380
993,4452,4106380,6212,4106380
993,4452,4107380,6212,4107380
993,4452,4108190,6212,4108190
993,4452,4108420,6212,4108420
993,4452,4109420,6212,4109420
993,4452,4109420,6212,4109420
993,4452,4110420,6212,4110420
993,4452,4111420,6212,4111420
993,4452,4111890,6212,4111890
993,4452,4112890,6212,4112890
993,4452,4113360,6212,4113360
994,4460,4114010,6212,4114010
994,4460,4114280,6212,4114280
994,4460,4114600,6212,4114600
994,4460,4115600,6212,4115600
994,4460,4116600,6212,4116600
994,4460,4117600,6212,4117600
994,4460,4118600,6212,4118600
994,4460,4119410,6212,4119410
994,4460,4119730,6212,4119730
994,4460,4120200,6212,4120200
994,4460,4121200,6212,4121200
995,4468,4121670,6212,4121670
995,4468,4122260,6212,4122260
995,4468,4122730,6212,4122730
995,4468,4123540,6212,4123540
995,4468,4124540,6212,4124540
995,4468,4124540,6212,4124540
995,4468,4125350,6212,4125350
995,4468,4126160,6212,4126160
995,4468,4127160,6212,4127160
995,4468,4128160,6212,4128160
996,4476,4129160,6212,4129160
996,4476,4130160,6212,4130160
996,4476,4131160,6212,4131160
996,4476,4131160,6212,4131160
996,4476,4132160,6212,4132160
996,4476,4132390,6212,4132390
996,4476,4132710,6212,4132710
996,4476,4133710,6212,4133710
996,4476,4134710,6212,4134710
996,4476,4135710,6212,4135710
997,4484,4136030,6212,4136030
997,4484,4137030,6212,4137030
997,4484,4138030,6212,4138030
998,4492,4146030,6212,4146030
998,4492,4147030,6212,4147030
998,4492,4148030,6212,4148030
998,4492,4149030,6212,4149030
998,4492,4149030,6212,4149030
998,4492,4149030,6212,4149030
998,4492,4150030,6212,4150030
998,4492,4150500,6212,4150500
998,4492,4151310,6212,4151310
999,4500,4152310,6212,4152310
999,4500,4153310,6212,4153310
999,4500,4153630,6212,4153630
999,4500,4153950,6212,4153950
999,4500,4154420,6212,4154420
999,4500,4155230,6212,4155230
999,4500,4155700,6212,4155700
999,4500,4156700,6212,4156700
999,4500,4157510,6212,4157510
999,4500,4158320,6212,4158320
999,4500,4158550,6212,4158550
1000,4508,4159550,6212,4159550
1000,4508,4160550,6212,4160550
1000,4508,4161550,6212,4161550
1000,4508,4162360,6212,4162360
1000,4508,4162830,6212,4162830
1000,4508,4163640,6212,4163640
1000,4508,4164640,6212,4164640
1000,4508,4164960,6212,4164960
1000,4508,4165960,6212,4165960
1001,4516,4166960,6212,4166960
1001,4516,4167960,6212,4167960
1001,4516,4168960,6212,4168960
1001,4516,4169960,6212,4169960
1001,4516,4170430,6212,4170430
1001,4516,4170900,6212,4170900
1001,4516,4170900,6212,4170900
1001,4516,4171450,6212,4171450
1002,4524,4172450,6212,4172450
1002,4524,4172450,6212,4172450
1002,4524,4173450,6212,4173450
1002,4524,4173450,6212,4173450
1002,4524,4174450,6212,4174450
1002,4524,4175450,6212,4175450
1003,4532,4183450,6212,4183450
1003,4532,4184450,6212,4184450
1003,4532,4185450,6212,4185450
1003,4532,4185770,6212,4185770
1003,4532,4186770,6212,4186770
1003,4532,4187770,6212,4187770
1003,4532,4188770,6212,4188770
1004,4540,4189770,6212,4189770
1004,4540,4190090,6212,4190090
1004,4540,4191090,6212,4191090
1004,4540,4191410,6212,4191410
1004,4540,4192220,6212,4192220
1004,4540,4193030,6212,4193030
1004,4540,4194030,6212,4194030
1004,4540,4194840,6212,4194840
1004,4540,4195840,6212,4195840
1005,4548,4196840,6212,4196840
1005,4548,4197840,6212,4197840
1005,4548,4198840,6212,4198840
1005,4548,4199430,6212,4199430
1005,4548,4200430,6212,4200430
1005,4548,4201430,6212,4201430
1005,4548,4201750,6212,4201750
1005,4548,4202560,6212,4202560
1005,4548,4203560,6212,4203560
1006,4556,4204560,6212,4204560
1006,4556,4205370,6212,4205370
1006,4556,4206370,6212,4206370
1006,4556,4206840,6212,4206840
1006,4556,4207310,6212,4207310
1006,4556,4208310,6212,4208310
1006,4556,4208540,6212,4208540
1006,4556,4209540,6212,4209540
1006,4556,4210540,6212,4210540
1007,4564,4211540,6212,4211540
1007,4564,4212540,6212,4212540
1007,4564,4212700,6212,4212700
1007,4564,4213350,6212,4213350
1007,4564,4214350,6212,4214350
1007,4564,4214830,6212,4214830
1007,4564,4214830,6212,4214830
1007,4564,4215830,6212,4215830
1007,4564,4216830,6212,4216830
1007,4564,4217830,6212,4217830
1007,4564,4218060,6212,4218060
1007,4564,4218390,6212,4218390
1007,4564,4218870,6212,4218870
1008,4572,4219870,6212,4219870
1008,4572,4220100,6212,4220100
1008,4572,4220570,6212,4220570
1008,4572,4221040,6212,4221040
1008,4572,4222040,6212,4222040
1008,4572,4223040,6212,4223040
1008,4572,4223270,6212,4223270
1008,4572,4224270,6212,4224270
1009,4580,4225270,6212,4225270
1009,4580,4225500,6212,4225500
1009,4580,4226310,6212,4226310
1009,4580,4226780,6212,4226780
1009,4580,4227430,6212,4227430
1009,4580,4228430,6212,4228430
1009,4580,4229430,6212,4229430
1009,4580,4229900,6212,4229900
1009,4580,4230900,6212,4230900
1009,4580,4231900,6212,4231900
1009,4580,4232900,6212,4232900
1009,4580,4233710,6212,4233710
1010,4588,4234190,6212,4234190
1010,4588,4234560,6212,4234560
1010,4588,4234560,6212,4234560
1010,4588,4235210,6212,4235210
1010,4588,4236210,6212,4236210
1010,4588,4237020,6212,4237020
1010,4588,4238020,6212,4238020
1010,4588,4238570,6212,4238570
1010,4588,4239120,6212,4239120
1010,4588,4240120,6212,4240120
1011,4596,4240590,6212,4240590
1011,4596,4241400,6212,4241400
1011,4596,4241870,6212,4241870
1011,4596,4242870,6212,4242870
1011,4596,4243340,6212,4243340
1011,4596,4243340,6212,4243340
1011,4596,4243710,6212,4243710
1011,4596,4244710,6212,4244710
1011,4596,4245710,6212,4245710
1011,4596,4246710,6212,4246710
1012,4604,4247710,6212,4247710
1012,4604,4248710,6212,4248710
1012,4604,4249710,6212,4249710
1012,4604,4250710,6212,4250710
1012,4604,4251710,6212,4251710
1012,4604,4252710,6212,4252710
1012,4604,4253710,6212,4253710
1012,4604,4254180,6212,4254180
1013,4612,4255180,6212,4255180
1013,4612,4255400,6212,4255400
1013,4612,4256400,6212,4256400
1013,4612,4257400,6212,4257400
1013,4612,4258400,6212,4258400
1013,4612,4259400,6212,4259400
1013,4612,4259720,6212,4259720
1013,4612,4260720,6212,4260720
1013,4612,4261370,6212,4261370
1013,4612,4262370,6212,4262370
1013,4612,4263370,6212,4263370
1014,4620,4264370,6212,4264370
1014,4620,4265180,6212,4265180
1014,4620,4265650,6212,4265650
1014,4620,4266300,6212,4266300
1014,4620,4267300,6212,4267300
1014,4620,4268300,6212,4268300
1014,4620,4269110,6212,4269110
1014,4620,4269570,6212,4269570
1014,4620,4270570,6212,4270570
1015,4628,4271380,6212,4271380
1015,4628,4271850,6212,4271850
1015,4628,4272850,6212,4272850
1015,4628,4273850,6212,4273850
1015,4628,4274850,6212,4274850
1015,4628,4275850,6212,4275850
1015,4628,4276850,6212,4276850
1015,4628,4277660,6212,4277660
1016,4636,4278660,6212,4278660
1016,4636,4279470,6212,4279470
1016,4636,4279940,6212,4279940
1016,4636,4280590,6212,4280590
1016,4636,4281060,6212,4281060
1016,4636,4282060,6212,4282060
1016,4636,4283060,6212,4283060
1016,4636,4284060,6212,4284060
1016,4636,4285060,6212,4285060
1017,4644,4286060,6212,4286060
1017,4644,4286380,6212,4286380
1017,4644,4287380,6212,4287380
1017,4644,4288380,6212,4288380
1017,4644,4289380,6212,4289380
1017,4644,4289850,6212,4289850
1017,4644,4290850,6212,4290850
1017,4644,4291320,6212,4291320
1018,4652,4299320,6212,4299320
1018,4652,4300130,6212,4300130
1019,4660,4300600,6212,4300600
1019,4660,4301600,6212,4301600
1019,4660,4302600,6212,4302600
1019,4660,4302830,6212,4302830
1019,4660,4303300,6212,4303300
1019,4660,4304300,6212,4304300
1019,4660,4304300,6212,4304300
1019,4660,4305300,6212,4305300
1019,4660,4306300,6212,4306300
1019,4660,4307300,6212,4307300
1019,4660,4307620,6212,4307620
1019,4660,4308270,6212,4308270
1020,4668,4309270,6212,4309270
1020,4668,4309270,6212,4309270
1020,4668,4309590,6212,4309590
1020,4668,4310590,6212,4310590
1020,4668,4311590,6212,4311590
1020,4668,4312590,6212,4312590
1020,4668,4313590,6212,4313590
1020,4668,4314590,6212,4314590
1020,4668,4315060,6212,4315060
1020,4668,4315290,6212,4315290
1020,4668,4316100,6212,4316100
1020,4668,4316580,6212,4316580
1021,4676,4317580,6212,4317580
1021,4676,4318580,6212,4318580
1021,4676,4319580,6212,4319580
1021,4676,4320580,6212,4320580
1021,4676,4320580,6212,4320580
1021,4676,4321580,6212,4321580
1021,4676,4322580,6212,4322580
1021,4676,4323050,6212,4323050
1022,4684,4324050,6212,4324050
1022,4684,4324860,6212,4324860
1022,4684,4325860,6212,4325860
1022,4684,4326860,6212,4326860
1022,4684,4327860,6212,4327860
1022,4684,4328670,6212,4328670
1022,4684,4329670,6212,4329670
1022,4684,4330480,6212,4330480
1022,4684,4331480,6212,4331480
1022,4684,4331800,6212,4331800
1023,4692,4332800,6212,4332800
1023,4692,4333800,6212,4333800
1023,4692,4334800,6212,4334800
1023,4692,4335800,6212,4335800
1023,4692,4336450,6212,4336450
1023,4692,4337450,6212,4337450
1023,4692,4338450,6212,4338450
1023,4692,4339450,6212,4339450
1024,4700,4340450,6212,4340450
1024,4700,4341450,6212,4341450
1024,4700,4342450,6212,4342450
1024,4700,4343450,6212,4343450
1024,4700,4344450,6212,4344450
1024,4700,4345450,6212,4345450
1024,4700,4346450,6212,4346450
1024,4700,4347450,6212,4347450
1024,4700,4347770,6212,4347770
1024,4700,4347880,6212,4347880
1025,4708,4348880,6212,4348880
1025,4708,4349200,6212,4349200
1025,4708,4350010,6212,4350010
1025,4708,4351010,6212,4351010
1025,4708,4352010,6212,4352010
1025,4708,4353010,6212,4353010
1025,4708,4353820,6212,4353820
1025,4708,4354820,6212,4354820
1025,4708,4355470,6212,4355470
1026,4716,4356470,6212,4356470
1026,4716,4357120,6212,4357120
1026,4716,4357930,6212,4357930
1026,4716,4358250,6212,4358250
1026,4716,4359060,6212,4359060
1026,4716,4360060,6212,4360060
1026,4716,4360530,6212,4360530
1026,4716,4361530,6212,4361530
1026,4716,4362000,6212,4362000
1026,4716,4363000,6212,4363000
1027,4724,4371000,6212,4371000
1027,4724,4371220,6212,4371220
1028,4732,4372220,6212,4372220
1028,4732,4372440,6212,4372440
1028,4732,4372910,6212,4372910
1028,4732,4373910,6212,4373910
1028,4732,4374910,6212,4374910
1028,4732,4375720,6212,4375720
1028,4732,4376720,6212,4376720
1028,4732,4377720,6212,4377720
1028,4732,4378720,6212,4378720
1029,4740,4379530,6212,4379530
1029,4740,4380530,6212,4380530
1029,4740,4381000,6212,4381000
1029,4740,4381320,6212,4381320
1029,4740,4382320,6212,4382320
1029,4740,4383130,6212,4383130
1029,4740,4383600,6212,4383600
1029,4740,4384600,6212,4384600
1029,4740,4385600,6212,4385600
1030,4748,4386410,6212,4386410
1030,4748,4387220,6212,4387220
1030,4748,4388220,6212,4388220
1030,4748,4389220,6212,4389220
1030,4748,4390220,6212,4390220
1030,4748,4391220,6212,4391220
1030,4748,4392220,6212,4392220
1030,4748,4393220,6212,4393220
1031,4756,4394220,6212,4394220
1031,4756,4395220,6212,4395220
1031,4756,4396030,6212,4396030
1031,4756,4397030,6212,4397030
1031,4756,4397500,6212,4397500
1031,4756,4398500,6212,4398500
1031,4756,4399150,6212,4399150
1031,4756,4400150,6212,4400150
1031,4756,4401150,6212,4401150
1032,4764,4402150,6212,4402150
1032,4764,4406150,6212,4406150
1032,4764,4407150,6212,4407150
1032,4764,4407620,6212,4407620
1032,4764,4408620,6212,4408620
1033,4772,4409430,6212,4409430
1034,4780,4417430,6212,4417430
1034,4780,4418430,6212,4418430
1034,4780,4419080,6212,4419080
1034,4780,4420080,6212,4420080
1034,4780,4421080,6212,4421080
1034,4780,4421080,6212,4421080
1034,4780,4421550,6212,4421550
1034,4780,4422020,6212,4422020
1034,4780,4422490,6212,4422490
1034,4780,4423040,6212,4423040
1034,4780,4423510,6212,4423510
1034,4780,4423510,6212,4423510
1035,4788,4424510,6212,4424510
1035,4788,4425510,6212,4425510
1035,4788,4426510,6212,4426510
1035,4788,4426980,6212,4426980
1035,4788,4427980,6212,4427980
1035,4788,4428790,6212,4428790
1035,4788,4429110,6212,4429110
1035,4788,4430110,6212,4430110
1035,4788,4431110,6212,4431110
1035,4788,4432110,6212,4432110
1036,4796,4432580,6212,4432580
1036,4796,4433580,6212,4433580
1036,4796,4434580,6212,4434580
1036,4796,4435580,6212,4435580
1036,4796,4436580,6212,4436580
1036,4796,4437050,6212,4437050
1036,4796,4437860,6212,4437860
1036,4796,4437860,6212,4437860
1036,4796,4438860,6212,4438860
1036,4796,4439090,6212,4439090
1036,4796,4439900,6212,4439900
1037,4804,4440900,6212,4440900
1037,4804,4441270,6212,4441270
1037,4804,4441740,6212,4441740
1037,4804,4442740,6212,4442740
1037,4804,4443740,6212,4443740
1037,4804,4444740,6212,4444740
1037,4804,4445330,6212,4445330
1037,4804,4446330,6212,4446330
1037,4804,4446800,6212,4446800
1037,4804,4446800,6212,4446800
1037,4804,4447800,6212,4447800
1038,4812,4448450,6212,4448450
1038,4812,4449450,6212,4449450
1039,4820,4457450,6212,4457450
1039,4820,4458450,6212,4458450
1039,4820,4458770,6212,4458770
1039,4820,4459580,6212,4459580
1039,4820,4461580,6212,4461580
1039,4820,4462580,6212,4462580
1039,4820,4463580,6212,4463580
1040,4828,4464390,6212,4464390
1040,4828,4465390,6212,4465390
1040,4828,4465860,6212,4465860
1040,4828,4465860,6212,4465860
1040,4828,4466860,6212,4466860
1040,4828,4467670,6212,4467670
1040,4828,4468220,6212,4468220
1040,4828,4469220,6212,4469220
1040,4828,4470220,6212,4470220
1040,4828,4471030,6212,4471030
1040,4828,4471350,6212,4471350
1041,4836,4472160,6212,4472160
1041,4836,4472320,6212,4472320
1041,4836,4473320,6212,4473320
1041,4836,4474320,6212,4474320
1041,4836,4475320,6212,4475320
1041,4836,4475970,6212,4475970
1041,4836,4476970,6212,4476970
1041,4836,4477970,6212,4477970
1041,4836,4478780,6212,4478780
1041,4836,4478780,6212,4478780
1042,4844,4479590,6212,4479590
1042,4844,4480060,6212,4480060
1042,4844,4480380,6212,4480380
1042,4844,4481380,6212,4481380
1042,4844,4482380,6212,4482380
1042,4844,4483380,6212,4483380
1042,4844,4484380,6212,4484380
1042,4844,4485380,6212,4485380
1042,4844,4486380,6212,4486380
1042,4844,4486850,6212,4486850
1043,4852,4487660,6212,4487660
1043,4852,4488130,6212,4488130
1043,4852,4488290,6212,4488290
1043,4852,4489290,6212,4489290
1043,4852,4490290,6212,4490290
1043,4852,4490760,6212,4490760
1043,4852,4491760,6212,4491760
1043,4852,4492760,6212,4492760
1043,4852,4493570,6212,4493570
1043,4852,4493730,6212,4493730
1043,4852,4494200,6212,4494200
1043,4852,4495010,6212,4495010
1044,4860,4495820,6212,4495820
1044,4860,4496820,6212,4496820
1044,4860,4497290,6212,4497290
1044,4860,4497940,6212,4497940
1045,4868,4505940,6212,4505940
1045,4868,4506940,6212,4506940
1045,4868,4507590,6212,4507590
1045,4868,4508070,6212,4508070
1045,4868,4508070,6212,4508070
1045,4868,4509070,6212,4509070
1045,4868,4510070,6212,4510070
1045,4868,4510420,6212,4510420
1046,4876,4511420,6212,4511420
1046,4876,4512420,6212,4512420
1046,4876,4512890,6212,4512890
1046,4876,4513890,6212,4513890
1046,4876,4514890,6212,4514890
1046,4876,4515890,6212,4515890
1046,4876,4516360,6212,4516360
1046,4876,4516820,6212,4516820
1046,4876,4517140,6212,4517140
1046,4876,4517460,6212,4517460
1046,4876,4518460,6212,4518460
1046,4876,4519270,6212,4519270
1047,4884,4520080,6212,4520080
1047,4884,4520730,6212,4520730
1047,4884,4521540,6212,4521540
1047,4884,4522540,6212,4522540
1047,4884,4523540,6212,4523540
1048,4892,4531540,6212,4531540
1048,4892,4532010,6212,4532010
1048,4892,4533010,6212,4533010
1048,4892,4533660,6212,4533660
1048,4892,4533980,6212,4533980
1048,4892,4533980,6212,4533980
1048,4892,4534980,6212,4534980
1049,4900,4535790,6212,4535790
1049,4900,4536790,6212,4536790
1049,4900,4537790,6212,4537790
1049,4900,4538600,6212,4538600
1049,4900,4539190,6212,4539190
1049,4900,4539660,6212,4539660
1049,4900,4540660,6212,4540660
1049,4900,4541660,6212,4541660
1049,4900,4541980,6212,4541980
1049,4900,4542300,6212,4542300
1050,4908,4543110,6212,4543110
1050,4908,4544110,6212,4544110
1050,4908,4545110,6212,4545110
1050,4908,4546110,6212,4546110
1050,4908,4546920,6212,4546920
1050,4908,4547730,6212,4547730
1050,4908,4548730,6212,4548730
1050,4908,4549730,6212,4549730
1051,4916,4550540,6212,4550540
1051,4916,4550540,6212,4550540
1051,4916,4551010,6212,4551010
1051,4916,4551820,6212,4551820
1051,4916,4552630,6212,4552630
1051,4916,4553440,6212,4553440
1051,4916,4553440,6212,4553440
1051,4916,4554440,6212,4554440
1051,4916,4555250,6212,4555250
1051,4916,4555720,6212,4555720
1051,4916,4556720,6212,4556720
1051,4916,4557190,6212,4557190
1052,4924,4557650,6212,4557650
1052,4924,4558650,6212,4558650
1052,4924,4558650,6212,4558650
1052,4924,4559120,6212,4559120
1052,4924,4560120,6212,4560120
1052,4924,4561120,6212,4561120
1052,4924,4561710,6212,4561710
1052,4924,4562710,6212,4562710
1053,4932,4563710,6212,4563710
1053,4932,4564710,6212,4564710
1053,4932,4565520,6212,4565520
1053,4932,4566520,6212,4566520
1053,4932,4567520,6212,4567520
1053,4932,4568520,6212,4568520
1053,4932,4569520,6212,4569520
1053,4932,4569520,6212,4569520
1053,4932,4570520,6212,4570520
1053,4932,4571330,6212,4571330
1054,4940,4571880,6212,4571880
1054,4940,4572350,6212,4572350
1054,4940,4573350,6212,4573350
1054,4940,4574350,6212,4574350
1054,4940,4574820,6212,4574820
1054,4940,4575820,6212,4575820
1054,4940,4576820,6212,4576820
1054,4940,4577820,6212,4577820
1054,4940,4578470,6212,4578470
1055,4948,4579470,6212,4579470
1055,4948,4580470,6212,4580470
1055,4948,4580790,6212,4580790
1055,4948,4581020,6212,4581020
1055,4948,4582020,6212,4582020
1055,4948,4583020,6212,4583020
1055,4948,4584020,6212,4584020
1055,4948,4585020,6212,4585020
1055,4948,4585830,6212,4585830
1055,4948,4586830,6212,4586830
1055,4948,4587830,6212,4587830
1056,4956,4588640,6212,4588640
1056,4956,4589640,6212,4589640
1056,4956,4590640,6212,4590640
1056,4956,4591450,6212,4591450
1056,4956,4592450,6212,4592450
1056,4956,4593450,6212,4593450
1056,4956,4593450,6212,4593450
1056,4956,4593560,6212,4593560
1056,4956,4594560,6212,4594560
1056,4956,4595560,6212,4595560
1057,4964,4596560,6212,4596560
1057,4964,4597560,6212,4597560
1057,4964,4598370,6212,4598370
1057,4964,4599370,6212,4599370
1057,4964,4600180,6212,4600180
1057,4964,4600650,6212,4600650
1057,4964,4601650,6212,4601650
1057,4964,4602650,6212,4602650
1058,4972,4603650,6212,4603650
1058,4972,4604650,6212,4604650
1058,4972,4604650,6212,4604650
1058,4972,4605300,6212,4605300
1058,4972,4605850,6212,4605850
1059,4980,4613850,6212,4613850
1059,4980,4614850,6212,4614850
1059,4980,4614850,6212,4614850
1059,4980,4615660,6212,4615660
1059,4980,4616660,6212,4616660
1059,4980,4617660,6212,4617660
1060,4988,4618470,6212,4618470
1060,4988,4618790,6212,4618790
1060,4988,4619790,6212,4619790
1060,4988,4620790,6212,4620790
1060,4988,4622790,6212,4622790
1060,4988,4623600,6212,4623600
1060,4988,4624600,6212,4624600
1060,4988,4625600,6212,4625600
1061,4996,4626600,6212,4626600
1061,4996,4627600,6212,4627600
1061,4996,4627830,6212,4627830
1061,4996,4628830,6212,4628830
1061,4996,4629300,6212,4629300
1061,4996,4630300,6212,4630300
1061,4996,4630520,6212,4630520
1061,4996,4630520,6212,4630520
1061,4996,4631520,6212,4631520
1061,4996,4631520,6212,4631520
1061,4996,4632520,6212,4632520
1061,4996,4633520,6212,4633520
1061,4996,4633520,6212,4633520
1061,4996,4633990,6212,4633990
1061,4996,4634310,6212,4634310
1062,5004,4635310,6212,4635310
1062,5004,4636310,6212,4636310
1062,5004,4637120,6212,4637120
1062,5004,4638120,6212,4638120
1062,5004,4638350,6212,4638350
1062,5004,4638820,6212,4638820
1062,5004,4639820,6212,4639820
1062,5004,4639820,6212,4639820
1062,5004,4640290,6212,4640290
1062,5004,4640290,6212,4640290
1062,5004,4641100,6212,4641100
1062,5004,4641260,6212,4641260
1062,5004,4642260,6212,4642260
1062,5004,4642420,6212,4642420
1062,5004,4643070,6212,4643070
1062,5004,4644070,6212,4644070
1063,5012,4644880,6212,4644880
1063,5012,4645690,6212,4645690
1063,5012,4646160,6212,4646160
1063,5012,4647160,6212,4647160
1063,5012,4648160,6212,4648160
1063,5012,4649160,6212,4649160
1063,5012,4650160,6212,4650160
1063,5012,4651160,6212,4651160
1063,5012,4652160,6212,4652160
1064,5020,4653160,6212,4653160
1064,5020,4654160,6212,4654160
1064,5020,4654630,6212,4654630
1064,5020,4655630,6212,4655630
1064,5020,4656630,6212,4656630
1064,5020,4657630,6212,4657630
1064,5020,4658440,6212,4658440
1064,5020,4658670,6212,4658670
1064,5020,4659670,6212,4659670
1065,5028,4660670,6212,4660670
1065,5028,4661670,6212,4661670
1065,5028,4662150,6212,4662150
1065,5028,4663150,6212,4663150
1065,5028,4664150,6212,4664150
1065,5028,4665150,6212,4665150
1065,5028,4666150,6212,4666150
1065,5028,4667150,6212,4667150
1065,5028,4667150,6212,4667150
1066,5036,4668150,6212,4668150
1066,5036,4668150,6212,4668150
1066,5036,4669150,6212,4669150
1066,5036,4670150,6212,4670150
1066,5036,4670620,6212,4670620
1066,5036,4671620,6212,4671620
1066,5036,4671620,6212,4671620
1066,5036,4672090,6212,4672090
1066,5036,4673090,6212,4673090
1066,5036,4673410,6212,4673410
1066,5036,4674410,6212,4674410
1067,5044,4675410,6212,4675410
1067,5044,4676410,6212,4676410
1067,5044,4676410,6212,4676410
1067,5044,4677220,6212,4677220
1067,5044,4678220,6212,4678220
1067,5044,4678540,6212,4678540
1067,5044,4679540,6212,4679540
1067,5044,4680540,6212,4680540
1067,5044,4680860,6212,4680860
1067,5044,4681860,6212,4681860
1067,5044,4682510,6212,4682510
1067,5044,4683320,6212,4683320
1068,5052,4684320,6212,4684320
1068,5052,4685130,6212,4685130
1068,5052,4685940,6212,4685940
1068,5052,4686940,6212,4686940
1068,5052,4687940,6212,4687940
1068,5052,4688940,6212,4688940
1068,5052,4689940,6212,4689940
1068,5052,4690750,6212,4690750
1069,5060,4691750,6212,4691750
1069,5060,4692750,6212,4692750
1069,5060,4693750,6212,4693750
1069,5060,4694750,6212,4694750
1069,5060,4695750,6212,4695750
1069,5060,4696750,6212,4696750
1069,5060,4697560,6212,4697560
1069,5060,4698370,6212,4698370
1070,5068,4699370,6212,4699370
1070,5068,4699530,6212,4699530
1070,5068,4700530,6212,4700530
1070,5068,4701530,6212,4701530
1070,5068,4702530,6212,4702530
1070,5068,4703530,6212,4703530
1070,5068,4704340,6212,4704340
1070,5068,4705340,6212,4705340
1070,5068,4706340,6212,4706340
1070,5068,4706930,6212,4706930
1071,5076,4707930,6212,4707930
1071,5076,4708400,6212,4708400
1071,5076,4709400,6212,4709400
1071,5076,4710210,6212,4710210
1071,5076,4711210,6212,4711210
1071,5076,4712210,6212,4712210
1071,5076,4713020,6212,4713020
1071,5076,4713830,6212,4713830
1072,5084,4714640,6212,4714640
1072,5084,4715110,6212,4715110
1072,5084,4716110,6212,4716110
1072,5084,4716110,6212,4716110
1072,5084,4717110,6212,4717110
1072,5084,4721110,6212,4721110
1072,5084,4722110,6212,4722110
1073,5092,4723110,6212,4723110
1073,5092,4723580,6212,4723580
1073,5092,4724580,6212,4724580
1073,5092,4725050,6212,4725050
1073,5092,4726050,6212,4726050
1073,5092,4726860,6212,4726860
1073,5092,4727860,6212,4727860
1073,5092,4728860,6212,4728860
1073,5092,4729670,6212,4729670
1074,5100,4730150,6212,4730150
1074,5100,4730960,6212,4730960
1074,5100,4731960,6212,4731960
1074,5100,4732770,6212,4732770
1074,5100,4733770,6212,4733770
1074,5100,4733990,6212,4733990
1074,5100,4734800,6212,4734800
1074,5100,4735270,6212,4735270
1074,5100,4736270,6212,4736270
1074,5100,4737270,6212,4737270
1074,5100,4738270,6212,4738270
1075,5108,4739270,6212,4739270
1075,5108,4740270,6212,4740270
1075,5108,4740590,6212,4740590
