ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
677,1924,1722130,6212,1722130
677,1924,1722360,6212,1722360
677,1924,1722680,6212,1722680
677,1924,1723270,6212,1723270
677,1924,1723590,6212,1723590
677,1924,1724590,6212,1724590
678,1932,1725590,6212,1725590
678,1932,1726400,6212,1726400
678,1932,1727210,6212,1727210
678,1932,1727680,6212,1727680
678,1932,1728680,6212,1728680
678,1932,1728680,6212,1728680
678,1932,1729490,6212,1729490
678,1932,1730490,6212,1730490
678,1932,1731300,6212,1731300
679,1940,1732300,6212,1732300
679,1940,1733300,6212,1733300
679,1940,1734300,6212,1734300
679,1940,1735300,6212,1735300
679,1940,1736300,6212,1736300
679,1940,1737110,6212,1737110
679,1940,1737920,6212,1737920
679,1940,1738380,6212,1738380
679,1940,1739380,6212,1739380
680,1948,1739610,6212,1739610
680,1948,1740070,6212,1740070
680,1948,1740540,6212,1740540
680,1948,1741130,6212,1741130
680,1948,1742130,6212,1742130
680,1948,1742600,6212,1742600
680,1948,1743600,6212,1743600
680,1948,1744600,6212,1744600
680,1948,1745600,6212,1745600
680,1948,1746070,6212,1746070
681,1956,1747070,6212,1747070
681,1956,1748070,6212,1748070
681,1956,1748390,6212,1748390
681,1956,1749390,6212,1749390
681,1956,1750390,6212,1750390
681,1956,1751390,6212,1751390
681,1956,1752390,6212,1752390
681,1956,1753390,6212,1753390
681,1956,1754390,6212,1754390
681,1956,1754390,6212,1754390
682,1964,1755040,6212,1755040
682,1964,1755690,6212,1755690
682,1964,1756690,6212,1756690
682,1964,1757690,6212,1757690
682,1964,1758690,6212,1758690
682,1964,1759690,6212,1759690
682,1964,1760340,6212,1760340
682,1964,1761340,6212,1761340
682,1964,1761660,6212,1761660
683,1972,1762660,6212,1762660
683,1972,1763660,6212,1763660
683,1972,1764470,6212,1764470
683,1972,1765470,6212,1765470
683,1972,1765930,6212,1765930
683,1972,1766250,6212,1766250
683,1972,1767250,6212,1767250
683,1972,1768250,6212,1768250
683,1972,1769250,6212,1769250
684,1980,1769900,6212,1769900
684,1980,1770060,6212,1770060
684,1980,1770520,6212,1770520
684,1980,1770520,6212,1770520
684,1980,1771520,6212,1771520
684,1980,1772520,6212,1772520
684,1980,1773520,6212,1773520
684,1980,1774330,6212,1774330
684,1980,1775140,6212,1775140
684,1980,1776140,6212,1776140
684,1980,1776610,6212,1776610
685,1988,1777610,6212,1777610
685,1988,1778610,6212,1778610
685,1988,1779610,6212,1779610
685,1988,1779610,6212,1779610
685,1988,1780610,6212,1780610
685,1988,1781610,6212,1781610
685,1988,1782080,6212,1782080
685,1988,1782400,6212,1782400
685,1988,1783400,6212,1783400
686,1996,1784400,6212,1784400
686,1996,1785050,6212,1785050
686,1996,1786050,6212,1786050
686,1996,1787050,6212,1787050
686,1996,1787860,6212,1787860
686,1996,1788180,6212,1788180
686,1996,1788650,6212,1788650
686,1996,1789650,6212,1789650
686,1996,1790650,6212,1790650
686,1996,1791460,6212,1791460
686,1996,1791570,6212,1791570
686,1996,1792220,6212,1792220
687,2004,1793220,6212,1793220
687,2004,1794030,6212,1794030
687,2004,1795030,6212,1795030
687,2004,1795500,6212,1795500
687,2004,1796500,6212,1796500
687,2004,1796820,6212,1796820
687,2004,1797820,6212,1797820
687,2004,1798820,6212,1798820
687,2004,1799820,6212,1799820
688,2012,1800820,6212,1800820
688,2012,1801820,6212,1801820
688,2012,1802630,6212,1802630
688,2012,1802630,6212,1802630
688,2012,1803630,6212,1803630
688,2012,1804630,6212,1804630
688,2012,1805630,6212,1805630
688,2012,1806630,6212,1806630
688,2012,1807100,6212,1807100
689,2020,1808100,6212,1808100
689,2020,1809100,6212,1809100
689,2020,1809100,6212,1809100
689,2020,1810100,6212,1810100
689,2020,1810910,6212,1810910
689,2020,1811910,6212,1811910
689,2020,1812560,6212,1812560
689,2020,1812790,6212,1812790
689,2020,1813600,6212,1813600
689,2020,1814600,6212,1814600
690,2028,1815600,6212,1815600
690,2028,1816150,6212,1816150
690,2028,1817150,6212,1817150
690,2028,1817520,6212,1817520
690,2028,1818330,6212,1818330
690,2028,1819140,6212,1819140
690,2028,1819300,6212,1819300
690,2028,1820300,6212,1820300
691,2036,1828300,6212,1828300
691,2036,1829110,6212,1829110
691,2036,1830110,6212,1830110
692,2044,1831110,6212,1831110
692,2044,1832110,6212,1832110
692,2044,1833110,6212,1833110
692,2044,1833580,6212,1833580
692,2044,1834580,6212,1834580
692,2044,1835580,6212,1835580
692,2044,1836130,6212,1836130
693,2052,1837130,6212,1837130
693,2052,1837780,6212,1837780
693,2052,1838100,6212,1838100
693,2052,1839100,6212,1839100
693,2052,1840100,6212,1840100
693,2052,1841100,6212,1841100
693,2052,1841570,6212,1841570
693,2052,1842040,6212,1842040
693,2052,1842850,6212,1842850
693,2052,1843850,6212,1843850
693,2052,1844850,6212,1844850
694,2060,1845850,6212,1845850
694,2060,1846850,6212,1846850
694,2060,1847850,6212,1847850
694,2060,1848660,6212,1848660
694,2060,1849660,6212,1849660
694,2060,1850130,6212,1850130
694,2060,1850600,6212,1850600
694,2060,1851600,6212,1851600
694,2060,1852600,6212,1852600
695,2068,1853600,6212,1853600
695,2068,1854600,6212,1854600
695,2068,1854820,6212,1854820
695,2068,1854820,6212,1854820
695,2068,1855820,6212,1855820
695,2068,1856140,6212,1856140
695,2068,1856140,6212,1856140
695,2068,1856140,6212,1856140
695,2068,1857140,6212,1857140
695,2068,1858140,6212,1858140
695,2068,1859140,6212,1859140
696,2076,1860140,6212,1860140
696,2076,1861140,6212,1861140
696,2076,1862140,6212,1862140
696,2076,1863140,6212,1863140
696,2076,1864140,6212,1864140
696,2076,1865140,6212,1865140
696,2076,1865790,6212,1865790
696,2076,1866790,6212,1866790
697,2084,1867790,6212,1867790
697,2084,1868600,6212,1868600
697,2084,1869600,6212,1869600
697,2084,1870600,6212,1870600
697,2084,1871600,6212,1871600
697,2084,1872600,6212,1872600
697,2084,1872600,6212,1872600
697,2084,1873600,6212,1873600
697,2084,1874410,6212,1874410
697,2084,1874410,6212,1874410
698,2092,1875410,6212,1875410
698,2092,1876410,6212,1876410
698,2092,1876880,6212,1876880
698,2092,1877880,6212,1877880
698,2092,1878880,6212,1878880
698,2092,1879880,6212,1879880
698,2092,1880880,6212,1880880
698,2092,1881880,6212,1881880
699,2100,1882530,6212,1882530
699,2100,1883000,6212,1883000
699,2100,1883810,6212,1883810
699,2100,1884620,6212,1884620
699,2100,1884990,6212,1884990
699,2100,1885990,6212,1885990
699,2100,1886450,6212,1886450
699,2100,1887100,6212,1887100
699,2100,1888100,6212,1888100
699,2100,1888910,6212,1888910
700,2108,1889910,6212,1889910
700,2108,1890910,6212,1890910
700,2108,1891910,6212,1891910
700,2108,1892910,6212,1892910
700,2108,1893380,6212,1893380
700,2108,1893380,6212,1893380
700,2108,1894380,6212,1894380
700,2108,1895190,6212,1895190
700,2108,1896190,6212,1896190
700,2108,1896190,6212,1896190
701,2116,1897190,6212,1897190
701,2116,1898000,6212,1898000
701,2116,1898810,6212,1898810
701,2116,1899810,6212,1899810
701,2116,1900810,6212,1900810
701,2116,1901130,6212,1901130
701,2116,1902130,6212,1902130
701,2116,1903130,6212,1903130
701,2116,1903940,6212,1903940
702,2124,1904940,6212,1904940
702,2124,1905940,6212,1905940
702,2124,1906940,6212,1906940
702,2124,1907260,6212,1907260
702,2124,1908070,6212,1908070
702,2124,1909070,6212,1909070
702,2124,1909390,6212,1909390
702,2124,1910200,6212,1910200
702,2124,1911010,6212,1911010
702,2124,1912010,6212,1912010
702,2124,1912240,6212,1912240
703,2132,1914240,6212,1914240
703,2132,1915240,6212,1915240
703,2132,1916240,6212,1916240
703,2132,1917240,6212,1917240
703,2132,1917470,6212,1917470
703,2132,1917630,6212,1917630
703,2132,1918630,6212,1918630
703,2132,1919630,6212,1919630
703,2132,1920100,6212,1920100
704,2140,1921100,6212,1921100
704,2140,1922100,6212,1922100
704,2140,1922320,6212,1922320
704,2140,1923320,6212,1923320
704,2140,1924320,6212,1924320
704,2140,1925320,6212,1925320
704,2140,1925790,6212,1925790
704,2140,1926440,6212,1926440
704,2140,1926660,6212,1926660
705,2148,1927660,6212,1927660
705,2148,1928130,6212,1928130
705,2148,1929130,6212,1929130
705,2148,1929780,6212,1929780
705,2148,1930780,6212,1930780
705,2148,1931780,6212,1931780
705,2148,1932250,6212,1932250
705,2148,1933060,6212,1933060
705,2148,1934060,6212,1934060
706,2156,1935060,6212,1935060
706,2156,1935710,6212,1935710
706,2156,1936520,6212,1936520
706,2156,1937330,6212,1937330
706,2156,1938330,6212,1938330
706,2156,1939330,6212,1939330
706,2156,1940330,6212,1940330
706,2156,1940980,6212,1940980
706,2156,1940980,6212,1940980
706,2156,1941790,6212,1941790
706,2156,1942790,6212,1942790
707,2164,1943600,6212,1943600
707,2164,1944410,6212,1944410
707,2164,1944410,6212,1944410
707,2164,1945220,6212,1945220
707,2164,1946220,6212,1946220
707,2164,1947220,6212,1947220
707,2164,1948030,6212,1948030
707,2164,1949030,6212,1949030
707,2164,1949190,6212,1949190
707,2164,1950190,6212,1950190
708,2172,1951190,6212,1951190
708,2172,1952190,6212,1952190
708,2172,1953190,6212,1953190
708,2172,1953510,6212,1953510
708,2172,1954320,6212,1954320
708,2172,1955320,6212,1955320
708,2172,1956130,6212,1956130
708,2172,1957130,6212,1957130
708,2172,1957500,6212,1957500
709,2180,1958500,6212,1958500
709,2180,1959500,6212,1959500
709,2180,1960090,6212,1960090
709,2180,1961090,6212,1961090
709,2180,1962090,6212,1962090
709,2180,1962410,6212,1962410
709,2180,1963410,6212,1963410
709,2180,1964060,6212,1964060
709,2180,1964530,6212,1964530
709,2180,1964530,6212,1964530
709,2180,1965340,6212,1965340
710,2188,1966340,6212,1966340
710,2188,1967340,6212,1967340
710,2188,1968340,6212,1968340
710,2188,1968800,6212,1968800
710,2188,1969800,6212,1969800
710,2188,1969800,6212,1969800
710,2188,1970610,6212,1970610
710,2188,1970610,6212,1970610
710,2188,1971610,6212,1971610
710,2188,1972420,6212,1972420
710,2188,1972880,6212,1972880
711,2196,1973530,6212,1973530
711,2196,1974530,6212,1974530
711,2196,1975530,6212,1975530
711,2196,1975850,6212,1975850
711,2196,1976660,6212,1976660
711,2196,1977660,6212,1977660
711,2196,1978660,6212,1978660
711,2196,1979470,6212,1979470
711,2196,1980470,6212,1980470
712,2204,1981280,6212,1981280
712,2204,1982280,6212,1982280
712,2204,1983280,6212,1983280
712,2204,1983750,6212,1983750
712,2204,1983750,6212,1983750
712,2204,1984070,6212,1984070
712,2204,1985070,6212,1985070
712,2204,1986070,6212,1986070
712,2204,1986880,6212,1986880
712,2204,1987880,6212,1987880
713,2212,1988690,6212,1988690
713,2212,1989500,6212,1989500
713,2212,1989970,6212,1989970
713,2212,1990970,6212,1990970
713,2212,1991970,6212,1991970
713,2212,1992620,6212,1992620
713,2212,1993170,6212,1993170
713,2212,1993980,6212,1993980
713,2212,1994980,6212,1994980
714,2220,1995980,6212,1995980
714,2220,1996980,6212,1996980
714,2220,1997450,6212,1997450
714,2220,1997920,6212,1997920
714,2220,1998920,6212,1998920
714,2220,1999730,6212,1999730
714,2220,2000200,6212,2000200
714,2220,2001200,6212,2001200
715,2228,2002200,6212,2002200
715,2228,2002670,6212,2002670
715,2228,2002990,6212,2002990
715,2228,2003990,6212,2003990
715,2228,2004460,6212,2004460
715,2228,2004460,6212,2004460
715,2228,2005460,6212,2005460
715,2228,2005930,6212,2005930
715,2228,2006160,6212,2006160
715,2228,2006710,6212,2006710
715,2228,2007710,6212,2007710
716,2236,2008710,6212,2008710
716,2236,2009180,6212,2009180
716,2236,2009400,6212,2009400
716,2236,2010400,6212,2010400
716,2236,2011400,6212,2011400
716,2236,2012400,6212,2012400
716,2236,2012870,6212,2012870
716,2236,2013190,6212,2013190
716,2236,2014190,6212,2014190
716,2236,2015190,6212,2015190
716,2236,2015510,6212,2015510
716,2236,2016510,6212,2016510
717,2244,2017510,6212,2017510
717,2244,2018510,6212,2018510
717,2244,2019320,6212,2019320
717,2244,2019320,6212,2019320
717,2244,2019970,6212,2019970
717,2244,2020780,6212,2020780
717,2244,2021100,6212,2021100
717,2244,2021420,6212,2021420
717,2244,2022230,6212,2022230
717,2244,2023040,6212,2023040
717,2244,2024040,6212,2024040
717,2244,2025040,6212,2025040
718,2252,2025590,6212,2025590
718,2252,2026590,6212,2026590
718,2252,2027590,6212,2027590
718,2252,2028590,6212,2028590
718,2252,2029590,6212,2029590
718,2252,2030240,6212,2030240
718,2252,2031240,6212,2031240
718,2252,2032240,6212,2032240
719,2260,2033240,6212,2033240
719,2260,2033470,6212,2033470
719,2260,2033940,6212,2033940
719,2260,2034940,6212,2034940
719,2260,2035750,6212,2035750
719,2260,2035980,6212,2035980
719,2260,2036980,6212,2036980
719,2260,2037790,6212,2037790
719,2260,2038790,6212,2038790
719,2260,2039790,6212,2039790
720,2268,2040790,6212,2040790
720,2268,2041790,6212,2041790
720,2268,2042790,6212,2042790
720,2268,2043790,6212,2043790
720,2268,2044790,6212,2044790
720,2268,2045790,6212,2045790
720,2268,2046250,6212,2046250
720,2268,2046900,6212,2046900
720,2268,2047900,6212,2047900
721,2276,2048370,6212,2048370
721,2276,2048420,6212,2048420
721,2276,2048890,6212,2048890
721,2276,2049210,6212,2049210
721,2276,2050210,6212,2050210
721,2276,2051210,6212,2051210
721,2276,2051860,6212,2051860
721,2276,2052860,6212,2052860
721,2276,2053180,6212,2053180
721,2276,2054180,6212,2054180
721,2276,2054990,6212,2054990
722,2284,2055990,6212,2055990
722,2284,2056640,6212,2056640
722,2284,2057450,6212,2057450
722,2284,2058100,6212,2058100
722,2284,2059100,6212,2059100
722,2284,2059690,6212,2059690
722,2284,2060040,6212,2060040
722,2284,2060850,6212,2060850
722,2284,2061850,6212,2061850
722,2284,2062080,6212,2062080
722,2284,2062730,6212,2062730
723,2292,2063540,6212,2063540
723,2292,2064540,6212,2064540
724,2300,2072540,6212,2072540
724,2300,2072770,6212,2072770
724,2300,2073000,6212,2073000
724,2300,2073590,6212,2073590
724,2300,2074590,6212,2074590
724,2300,2075590,6212,2075590
724,2300,2076400,6212,2076400
724,2300,2077400,6212,2077400
724,2300,2078210,6212,2078210
725,2308,2079210,6212,2079210
725,2308,2080210,6212,2080210
725,2308,2081210,6212,2081210
725,2308,2082210,6212,2082210
725,2308,2083020,6212,2083020
725,2308,2084020,6212,2084020
725,2308,2085020,6212,2085020
725,2308,2085480,6212,2085480
726,2316,2086130,6212,2086130
726,2316,2087130,6212,2087130
726,2316,2087600,6212,2087600
726,2316,2088600,6212,2088600
726,2316,2089600,6212,2089600
726,2316,2090600,6212,2090600
726,2316,2091600,6212,2091600
726,2316,2092190,6212,2092190
726,2316,2093000,6212,2093000
726,2316,2093000,6212,2093000
727,2324,2094000,6212,2094000
727,2324,2095000,6212,2095000
727,2324,2096000,6212,2096000
727,2324,2097000,6212,2097000
727,2324,2098000,6212,2098000
727,2324,2099000,6212,2099000
727,2324,2099810,6212,2099810
727,2324,2100810,6212,2100810
728,2332,2101810,6212,2101810
728,2332,2102810,6212,2102810
728,2332,2103620,6212,2103620
728,2332,2104620,6212,2104620
728,2332,2105170,6212,2105170
728,2332,2106170,6212,2106170
728,2332,2106490,6212,2106490
728,2332,2107490,6212,2107490
728,2332,2108490,6212,2108490
729,2340,2109490,6212,2109490
729,2340,2110490,6212,2110490
729,2340,2111490,6212,2111490
729,2340,2112490,6212,2112490
729,2340,2112950,6212,2112950
729,2340,2113950,6212,2113950
729,2340,2114950,6212,2114950
729,2340,2115950,6212,2115950
730,2348,2116950,6212,2116950
730,2348,2117950,6212,2117950
730,2348,2118420,6212,2118420
730,2348,2119420,6212,2119420
730,2348,2120420,6212,2120420
730,2348,2121420,6212,2121420
730,2348,2122230,6212,2122230
730,2348,2123040,6212,2123040
730,2348,2123040,6212,2123040
730,2348,2124040,6212,2124040
731,2356,2125040,6212,2125040
731,2356,2126040,6212,2126040
731,2356,2127040,6212,2127040
731,2356,2127510,6212,2127510
731,2356,2128320,6212,2128320
731,2356,2129320,6212,2129320
731,2356,2130320,6212,2130320
731,2356,2131320,6212,2131320
732,2364,2132320,6212,2132320
732,2364,2132790,6212,2132790
732,2364,2133250,6212,2133250
732,2364,2134250,6212,2134250
732,2364,2134800,6212,2134800
732,2364,2135020,6212,2135020
732,2364,2135670,6212,2135670
732,2364,2136670,6212,2136670
732,2364,2137670,6212,2137670
732,2364,2138670,6212,2138670
733,2372,2139480,6212,2139480
733,2372,2139940,6212,2139940
733,2372,2140940,6212,2140940
733,2372,2141590,6212,2141590
733,2372,2142590,6212,2142590
733,2372,2143590,6212,2143590
733,2372,2144060,6212,2144060
733,2372,2144530,6212,2144530
733,2372,2144900,6212,2144900
733,2372,2145900,6212,2145900
733,2372,2146900,6212,2146900
734,2380,2147900,6212,2147900
734,2380,2148710,6212,2148710
734,2380,2149520,6212,2149520
734,2380,2150520,6212,2150520
734,2380,2150840,6212,2150840
734,2380,2151840,6212,2151840
734,2380,2152840,6212,2152840
734,2380,2153840,6212,2153840
734,2380,2154310,6212,2154310
734,2380,2154310,6212,2154310
735,2388,2162310,6212,2162310
736,2396,2163310,6212,2163310
736,2396,2163770,6212,2163770
736,2396,2164420,6212,2164420
736,2396,2165420,6212,2165420
736,2396,2166420,6212,2166420
736,2396,2167420,6212,2167420
736,2396,2168420,6212,2168420
736,2396,2168890,6212,2168890
736,2396,2169440,6212,2169440
737,2404,2170440,6212,2170440
737,2404,2171440,6212,2171440
737,2404,2171910,6212,2171910
737,2404,2172910,6212,2172910
737,2404,2173720,6212,2173720
737,2404,2174720,6212,2174720
737,2404,2175530,6212,2175530
738,2412,2183530,6212,2183530
738,2412,2184530,6212,2184530
739,2420,2185180,6212,2185180
739,2420,2186180,6212,2186180
739,2420,2186500,6212,2186500
739,2420,2187500,6212,2187500
739,2420,2188500,6212,2188500
739,2420,2189500,6212,2189500
739,2420,2190500,6212,2190500
739,2420,2191500,6212,2191500
740,2428,2192500,6212,2192500
740,2428,2193500,6212,2193500
740,2428,2194500,6212,2194500
740,2428,2194970,6212,2194970
740,2428,2195970,6212,2195970
740,2428,2195970,6212,2195970
740,2428,2197970,6212,2197970
740,2428,2198440,6212,2198440
741,2436,2199440,6212,2199440
741,2436,2200440,6212,2200440
741,2436,2201440,6212,2201440
741,2436,2202440,6212,2202440
741,2436,2202440,6212,2202440
741,2436,2203250,6212,2203250
741,2436,2204250,6212,2204250
741,2436,2205250,6212,2205250
741,2436,2205250,6212,2205250
741,2436,2206250,6212,2206250
742,2444,2206900,6212,2206900
742,2444,2207370,6212,2207370
743,2452,2215370,6212,2215370
743,2452,2215690,6212,2215690
743,2452,2216690,6212,2216690
743,2452,2217150,6212,2217150
743,2452,2217610,6212,2217610
743,2452,2217930,6212,2217930
743,2452,2218930,6212,2218930
743,2452,2219930,6212,2219930
743,2452,2220740,6212,2220740
743,2452,2221740,6212,2221740
744,2460,2222740,6212,2222740
744,2460,2223740,6212,2223740
744,2460,2224740,6212,2224740
744,2460,2225200,6212,2225200
744,2460,2226200,6212,2226200
744,2460,2227200,6212,2227200
744,2460,2228200,6212,2228200
744,2460,2229200,6212,2229200
744,2460,2230200,6212,2230200
744,2460,2231010,6212,2231010
745,2468,2232010,6212,2232010
745,2468,2233010,6212,2233010
745,2468,2233820,6212,2233820
745,2468,2234820,6212,2234820
745,2468,2235820,6212,2235820
745,2468,2236820,6212,2236820
745,2468,2237820,6212,2237820
746,2476,2241820,6212,2241820
746,2476,2242820,6212,2242820
746,2476,2243820,6212,2243820
747,2484,2244820,6212,2244820
747,2484,2245820,6212,2245820
748,2492,2253820,6212,2253820
748,2492,2254290,6212,2254290
748,2492,2254760,6212,2254760
748,2492,2255570,6212,2255570
748,2492,2256570,6212,2256570
748,2492,2257380,6212,2257380
748,2492,2258190,6212,2258190
748,2492,2258660,6212,2258660
748,2492,2259660,6212,2259660
748,2492,2260470,6212,2260470
748,2492,2261470,6212,2261470
749,2500,2262470,6212,2262470
749,2500,2263470,6212,2263470
749,2500,2263580,6212,2263580
749,2500,2264580,6212,2264580
749,2500,2265230,6212,2265230
749,2500,2265390,6212,2265390
749,2500,2265860,6212,2265860
749,2500,2266860,6212,2266860
750,2508,2274860,6212,2274860
750,2508,2275860,6212,2275860
750,2508,2276670,6212,2276670
751,2516,2277670,6212,2277670
751,2516,2278140,6212,2278140
751,2516,2279140,6212,2279140
751,2516,2280140,6212,2280140
751,2516,2280950,6212,2280950
751,2516,2281950,6212,2281950
751,2516,2282950,6212,2282950
751,2516,2283760,6212,2283760
751,2516,2284760,6212,2284760
752,2524,2285570,6212,2285570
752,2524,2286030,6212,2286030
752,2524,2286840,6212,2286840
752,2524,2287650,6212,2287650
752,2524,2288460,6212,2288460
752,2524,2289460,6212,2289460
752,2524,2290460,6212,2290460
752,2524,2291270,6212,2291270
752,2524,2292270,6212,2292270
753,2532,2293270,6212,2293270
753,2532,2294270,6212,2294270
753,2532,2294270,6212,2294270
753,2532,2295270,6212,2295270
753,2532,2297270,6212,2297270
753,2532,2298080,6212,2298080
753,2532,2298550,6212,2298550
753,2532,2299550,6212,2299550
754,2540,2300550,6212,2300550
754,2540,2301550,6212,2301550
754,2540,2302100,6212,2302100
754,2540,2302910,6212,2302910
754,2540,2303720,6212,2303720
754,2540,2304310,6212,2304310
754,2540,2305310,6212,2305310
754,2540,2305780,6212,2305780
754,2540,2306250,6212,2306250
755,2548,2307250,6212,2307250
755,2548,2308060,6212,2308060
755,2548,2309060,6212,2309060
755,2548,2309530,6212,2309530
755,2548,2310530,6212,2310530
755,2548,2311530,6212,2311530
755,2548,2312530,6212,2312530
755,2548,2313000,6212,2313000
755,2548,2314000,6212,2314000
756,2556,2315000,6212,2315000
756,2556,2315000,6212,2315000
756,2556,2316000,6212,2316000
756,2556,2317000,6212,2317000
756,2556,2318000,6212,2318000
756,2556,2318220,6212,2318220
756,2556,2318540,6212,2318540
756,2556,2318910,6212,2318910
756,2556,2319720,6212,2319720
756,2556,2320720,6212,2320720
756,2556,2320720,6212,2320720
756,2556,2321720,6212,2321720
756,2556,2322720,6212,2322720
757,2564,2323370,6212,2323370
757,2564,2324370,6212,2324370
757,2564,2325370,6212,2325370
757,2564,2326180,6212,2326180
757,2564,2327180,6212,2327180
757,2564,2328180,6212,2328180
757,2564,2328180,6212,2328180
757,2564,2328340,6212,2328340
757,2564,2329340,6212,2329340
757,2564,2330340,6212,2330340
758,2572,2331150,6212,2331150
758,2572,2331960,6212,2331960
758,2572,2332960,6212,2332960
758,2572,2333960,6212,2333960
758,2572,2334610,6212,2334610
758,2572,2335420,6212,2335420
758,2572,2336420,6212,2336420
758,2572,2337420,6212,2337420
759,2580,2337880,6212,2337880
759,2580,2338200,6212,2338200
759,2580,2338660,6212,2338660
759,2580,2339660,6212,2339660
759,2580,2340660,6212,2340660
759,2580,2341660,6212,2341660
759,2580,2342660,6212,2342660
759,2580,2343130,6212,2343130
759,2580,2343940,6212,2343940
759,2580,2344940,6212,2344940
760,2588,2345750,6212,2345750
760,2588,2346750,6212,2346750
760,2588,2347400,6212,2347400
760,2588,2347720,6212,2347720
760,2588,2348720,6212,2348720
760,2588,2349530,6212,2349530
760,2588,2350340,6212,2350340
760,2588,2351340,6212,2351340
760,2588,2352340,6212,2352340
760,2588,2352660,6212,2352660
761,2596,2353660,6212,2353660
761,2596,2354660,6212,2354660
761,2596,2355310,6212,2355310
761,2596,2356310,6212,2356310
761,2596,2357310,6212,2357310
761,2596,2357630,6212,2357630
761,2596,2358630,6212,2358630
762,2604,2359630,6212,2359630
762,2604,2360630,6212,2360630
762,2604,2360950,6212,2360950
762,2604,2361950,6212,2361950
762,2604,2362950,6212,2362950
762,2604,2363950,6212,2363950
762,2604,2364950,6212,2364950
762,2604,2364950,6212,2364950
762,2604,2365950,6212,2365950
762,2604,2366760,6212,2366760
762,2604,2367570,6212,2367570
762,2604,2367890,6212,2367890
763,2612,2368700,6212,2368700
763,2612,2369020,6212,2369020
763,2612,2370020,6212,2370020
763,2612,2371020,6212,2371020
763,2612,2371830,6212,2371830
763,2612,2372830,6212,2372830
763,2612,2373150,6212,2373150
763,2612,2373470,6212,2373470
763,2612,2374470,6212,2374470
763,2612,2374700,6212,2374700
763,2612,2375700,6212,2375700
764,2620,2376510,6212,2376510
764,2620,2377510,6212,2377510
764,2620,2378510,6212,2378510
764,2620,2378830,6212,2378830
764,2620,2378830,6212,2378830
764,2620,2379830,6212,2379830
764,2620,2380830,6212,2380830
764,2620,2381830,6212,2381830
764,2620,2382290,6212,2382290
764,2620,2383290,6212,2383290
764,2620,2383760,6212,2383760
765,2628,2384760,6212,2384760
765,2628,2385410,6212,2385410
765,2628,2385880,6212,2385880
765,2628,2386880,6212,2386880
765,2628,2387880,6212,2387880
765,2628,2388880,6212,2388880
766,2636,2389880,6212,2389880
766,2636,2390470,6212,2390470
766,2636,2391470,6212,2391470
766,2636,2391940,6212,2391940
766,2636,2392750,6212,2392750
766,2636,2393750,6212,2393750
766,2636,2394220,6212,2394220
766,2636,2395030,6212,2395030
766,2636,2395840,6212,2395840
766,2636,2396840,6212,2396840
766,2636,2397840,6212,2397840
767,2644,2398650,6212,2398650
767,2644,2399650,6212,2399650
767,2644,2400650,6212,2400650
767,2644,2401650,6212,2401650
767,2644,2402650,6212,2402650
767,2644,2403650,6212,2403650
767,2644,2404120,6212,2404120
767,2644,2404930,6212,2404930
767,2644,2405400,6212,2405400
768,2652,2406400,6212,2406400
768,2652,2407400,6212,2407400
768,2652,2407870,6212,2407870
768,2652,2408680,6212,2408680
768,2652,2409680,6212,2409680
768,2652,2410150,6212,2410150
768,2652,2411150,6212,2411150
768,2652,2411610,6212,2411610
768,2652,2412610,6212,2412610
769,2660,2413610,6212,2413610
769,2660,2414610,6212,2414610
769,2660,2415260,6212,2415260
769,2660,2416260,6212,2416260
769,2660,2416910,6212,2416910
769,2660,2417230,6212,2417230
769,2660,2418230,6212,2418230
769,2660,2419230,6212,2419230
769,2660,2420230,6212,2420230
769,2660,2421230,6212,2421230
770,2668,2422230,6212,2422230
770,2668,2423230,6212,2423230
770,2668,2424040,6212,2424040
770,2668,2424850,6212,2424850
770,2668,2425660,6212,2425660
770,2668,2425980,6212,2425980
770,2668,2426980,6212,2426980
770,2668,2427210,6212,2427210
770,2668,2428020,6212,2428020
770,2668,2429020,6212,2429020
771,2676,2429830,6212,2429830
771,2676,2430830,6212,2430830
771,2676,2431830,6212,2431830
771,2676,2432640,6212,2432640
771,2676,2433640,6212,2433640
771,2676,2434450,6212,2434450
771,2676,2434920,6212,2434920
771,2676,2435920,6212,2435920
771,2676,2436240,6212,2436240
772,2684,2437240,6212,2437240
772,2684,2438240,6212,2438240
772,2684,2438710,6212,2438710
772,2684,2439710,6212,2439710
772,2684,2440710,6212,2440710
772,2684,2441710,6212,2441710
772,2684,2442520,6212,2442520
772,2684,2443520,6212,2443520
