ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
423626.29,10.14,4.97,217545.78,5.21
423574.56,10.14,4.97,217545.78,5.21
423711.39,10.15,4.97,217572.78,5.21
423514.5,10.14,4.97,217406.67,5.21
423462.77,10.14,4.97,217384.85,5.21
423599.6,10.15,4.98,217380.69,5.21
423547.87,10.15,4.98,217379.67,5.21
423496.15,10.15,4.98,218190.3,5.23
423444.43,10.15,4.98,218190.3,5.23
423392.7,10.15,4.98,218190.3,5.23
423340.98,10.15,4.98,218192.27,5.23
423289.25,10.16,4.98,218190.31,5.23
423237.53,10.16,4.98,218191.32,5.24
423185.81,10.16,4.99,218323.43,5.24
422833.36,10.15,4.98,217936.09,5.23
423105.77,10.16,4.99,217983.42,5.23
423054.05,10.16,4.99,218113.83,5.24
423424.76,10.17,5.0,218113.83,5.24
423374.76,10.17,5.0,218063.83,5.24
423012.32,10.16,4.99,218063.83,5.24
422718.19,10.15,4.98,217782.96,5.23
422666.47,10.16,4.98,217782.96,5.23
422614.74,10.16,4.98,217922.61,5.24
422887.15,10.17,4.99,217801.17,5.24
422871.04,10.17,4.99,217899.12,5.24
422870.29,10.17,5.0,219941.1,5.29
423452.83,10.18,5.01,219337.41,5.28
423225.6,10.18,5.01,218616.15,5.26
423173.88,10.18,5.01,218616.15,5.26
422874.4,10.18,5.0,218412.96,5.26
423011.22,10.18,5.01,218412.96,5.26
423283.63,10.19,5.02,218414.58,5.26
423231.91,10.19,5.02,218415.15,5.26
423557.27,10.2,5.03,218412.96,5.26
423233.14,10.19,5.02,218503.84,5.26
423369.97,10.2,5.03,218413.28,5.26
423318.24,10.2,5.03,219201.85,5.28
423131.65,10.2,5.02,218677.23,5.27
423392.19,10.2,5.03,219302.05,5.29
423529.01,10.21,5.04,219302.05,5.29
423477.29,10.21,5.04,219302.05,5.29
423063.49,10.22,5.05,219302.05,5.3
422859.36,10.22,5.04,219087.77,5.29
423379.59,10.23,5.06,219088.33,5.29
422986.27,10.22,5.05,219087.77,5.29
422934.54,10.22,5.05,219087.77,5.3
422882.82,10.22,5.05,219132.97,5.3
423019.64,10.23,5.06,219234.51,5.3
422967.92,10.23,5.06,219192.15,5.3
423104.75,10.24,5.06,219793.25,5.32
423053.02,10.24,5.06,219793.25,5.32
423001.3,10.24,5.07,219793.25,5.32
422949.57,10.24,5.07,219795.49,5.32
422897.85,10.24,5.07,219795.82,5.32
423034.67,10.25,5.07,219794.02,5.32
422982.95,10.25,5.07,219799.76,5.32
422931.23,10.25,5.08,220113.1,5.33
423309.92,10.26,5.09,220347.46,5.34
423582.32,10.27,5.09,220347.46,5.34
423530.6,10.27,5.1,220347.46,5.34
423170.19,10.26,5.09,220051.27,5.34
423118.46,10.26,5.09,220154.98,5.34
423066.74,10.26,5.09,220069.96,5.34
423015.01,10.26,5.09,220129.55,5.34
422987.03,10.27,5.09,220875.49,5.36
423300.52,10.27,5.1,220221.19,5.35
423425.48,10.28,5.11,220893.73,5.36
423425.48,10.28,5.11,220893.73,5.36
423373.75,10.28,5.11,220893.73,5.36
423322.03,10.28,5.11,220893.73,5.37
423270.31,10.28,5.11,220893.73,5.37
423218.58,10.28,5.11,220896.74,5.37
423166.86,10.29,5.11,220894.42,5.37
423115.13,10.29,5.11,221033.77,5.37
423251.96,10.29,5.12,221140.37,5.38
423200.24,10.29,5.12,221075.08,5.38
423148.51,10.3,5.12,221075.08,5.38
423096.79,10.3,5.12,221075.08,5.38
423233.61,10.3,5.13,221075.08,5.38
423181.89,10.3,5.13,221076.77,5.38
423544.04,10.31,5.14,221076.09,5.38
423492.32,10.31,5.14,221466.82,5.39
423198.19,10.31,5.14,221231.32,5.39
423146.46,10.31,5.14,221159.27,5.39
423094.74,10.31,5.14,221452.47,5.4
423043.02,10.31,5.14,221452.47,5.4
422991.29,10.31,5.14,221452.47,5.4
422939.57,10.31,5.14,221462.98,5.4
422887.84,10.32,5.14,221460.44,5.4
423266.53,10.33,5.15,221452.47,5.4
423214.81,10.33,5.15,221780.82,5.41
423163.08,10.33,5.16,221663.5,5.41
423111.36,10.33,5.16,221911.11,5.42
423059.64,10.33,5.16,221911.11,5.42
423007.91,10.33,5.16,221911.11,5.42
422647.5,10.32,5.15,221522.47,5.41
422595.77,10.33,5.15,221526.34,5.41
422544.05,10.33,5.15,221526.59,5.41
422492.33,10.33,5.16,221526.27,5.42
422629.15,10.33,5.16,221765.23,5.42
422765.98,10.34,5.17,221962.89,5.43
422765.98,10.34,5.17,221962.89,5.43
422714.25,10.34,5.17,221885.17,5.43
422662.53,10.34,5.17,221885.17,5.43
422610.81,10.34,5.17,221885.17,5.43
422559.08,10.34,5.17,221885.17,5.43
422929.8,10.35,5.18,221947.12,5.43
423066.63,10.36,5.19,221898.64,5.43
423014.9,10.36,5.19,221893.85,5.44
422963.18,10.36,5.19,222418.58,5.45
422911.45,10.36,5.19,222487.24,5.45
422859.73,10.37,5.19,222487.24,5.45
422497.29,10.36,5.18,222126.31,5.45
422875.98,10.37,5.2,222126.31,5.45
422824.25,10.37,5.2,222129.79,5.45
423186.4,10.38,5.21,222126.31,5.45
422969.42,10.37,5.2,221909.76,5.44
423241.83,10.38,5.21,221909.76,5.44
423190.1,10.38,5.21,222684.1,5.46
423150.25,10.39,5.21,222829.13,5.47
423086.65,10.39,5.21,222933.7,5.47
423223.48,10.39,5.22,222933.7,5.47
422873.07,10.38,5.21,222764.22,5.47
422821.34,10.39,5.21,222764.22,5.47
423093.75,10.39,5.22,222765.85,5.47
423042.03,10.4,5.22,222772.09,5.47
422990.3,10.4,5.22,222767.53,5.48
423361.02,10.41,5.23,222806.74,5.48
423022.32,10.4,5.23,223796.74,5.5
422685.23,10.39,5.22,223447.8,5.49
422621.64,10.39,5.22,222960.2,5.48
422585.36,10.4,5.22,223015.28,5.49
422533.64,10.4,5.22,223015.28,5.49
422670.46,10.4,5.23,223015.28,5.49
422807.29,10.41,5.24,223015.28,5.49
422755.56,10.41,5.24,223016.15,5.49
422466.01,10.4,5.23,222682.43,5.48
422414.29,10.4,5.23,222681.59,5.48
422362.56,10.41,5.23,222681.77,5.49
422310.84,10.41,5.23,223156.68,5.5
422681.56,10.42,5.24,223435.39,5.51
422681.56,10.42,5.24,223435.39,5.51
422267.76,10.43,5.25,223435.39,5.52
422216.04,10.43,5.26,223435.39,5.52
421863.6,10.42,5.25,223130.06,5.51
422136.0,10.43,5.26,223130.06,5.51
422084.28,10.43,5.26,223200.38,5.52
422032.56,10.43,5.26,223210.94,5.52
421980.83,10.43,5.26,223188.01,5.52
422122.16,10.44,5.27,224482.13,5.55
422964.01,10.46,5.29,224694.04,5.56
422831.53,10.46,5.29,224460.06,5.55
422779.8,10.46,5.29,224460.06,5.55
422728.08,10.46,5.29,224460.06,5.56
423098.8,10.47,5.3,224460.06,5.56
423047.07,10.47,5.3,224469.26,5.56
423183.9,10.48,5.31,224464.28,5.56
423132.18,10.48,5.31,224460.06,5.56
423269.0,10.49,5.31,224460.06,5.56
422855.21,10.5,5.32,224460.06,5.57
422803.49,10.5,5.33,225275.48,5.59
423075.89,10.51,5.33,225275.48,5.59
423024.17,10.51,5.34,225275.48,5.6
422730.04,10.5,5.33,225292.56,5.6
422678.31,10.5,5.33,225294.37,5.6
422626.59,10.5,5.33,225303.6,5.6
422574.86,10.51,5.33,225341.15,5.6
423070.06,10.52,5.35,226602.01,5.63
422980.6,10.52,5.35,225924.55,5.62
422928.88,10.52,5.35,225924.55,5.62
422367.97,10.51,5.34,225305.48,5.61
422316.24,10.51,5.34,225305.48,5.61
421953.8,10.5,5.33,224910.04,5.6
421902.08,10.51,5.33,225008.43,5.6
421902.08,10.51,5.33,225008.43,5.6
421834.24,10.51,5.34,226293.32,5.64
423429.18,10.55,5.38,226992.66,5.66
423377.46,10.55,5.38,226992.66,5.66
422896.75,10.54,5.37,226095.81,5.64
422845.02,10.54,5.37,226095.81,5.64
422793.3,10.54,5.37,226222.47,5.64
422793.3,10.54,5.37,226222.47,5.64
422208.28,10.53,5.36,225756.69,5.63
422156.56,10.53,5.36,225694.0,5.63
422140.45,10.54,5.36,225761.32,5.63
422140.45,10.54,5.36,225761.32,5.63
423285.45,10.57,5.39,227386.53,5.68
423557.85,10.58,5.4,227386.88,5.68
423928.57,10.59,5.41,227386.53,5.68
423514.78,10.6,5.42,227386.53,5.69
423220.65,10.59,5.42,227386.61,5.69
423168.92,10.59,5.42,227387.63,5.69
422816.48,10.58,5.41,227386.53,5.69
423195.17,10.59,5.42,227482.0,5.7
422911.29,10.59,5.42,227174.56,5.69
422859.57,10.59,5.42,227143.4,5.69
422807.84,10.59,5.42,227115.64,5.69
422662.06,10.59,5.42,226549.15,5.68
422658.24,10.59,5.42,227236.41,5.69
422606.52,10.59,5.42,227236.41,5.7
422569.47,10.6,5.42,227096.88,5.69
422517.74,10.6,5.42,227096.88,5.7
422104.75,10.59,5.42,226692.59,5.69
422053.03,10.59,5.42,226720.69,5.69
422001.3,10.59,5.42,226695.45,5.69
421949.58,10.59,5.42,226692.59,5.69
421897.85,10.59,5.42,226845.28,5.7
421846.13,10.59,5.42,226803.14,5.7
421982.96,10.6,5.43,226873.95,5.7
421931.23,10.6,5.43,226873.95,5.7
421879.51,10.6,5.43,226873.95,5.7
422016.33,10.61,5.44,226873.95,5.7
421964.61,10.61,5.44,226883.11,5.7
421912.89,10.61,5.44,226886.93,5.71
421861.16,10.61,5.44,226873.95,5.71
421821.31,10.61,5.44,227222.53,5.72
421614.41,10.62,5.45,227617.3,5.73
421550.82,10.62,5.45,227450.07,5.73
421499.09,10.62,5.45,227110.6,5.72
421447.37,10.62,5.45,227110.6,5.72
421395.64,10.62,5.45,227110.6,5.73
420981.85,10.64,5.46,227110.6,5.74
421352.57,10.65,5.47,227130.06,5.74
420990.13,10.64,5.47,227121.36,5.74
421150.7,10.64,5.47,227333.28,5.75
421098.97,10.65,5.47,227327.48,5.75
421259.96,10.65,5.48,227145.5,5.74
421348.88,10.66,5.48,227628.95,5.76
421719.6,10.67,5.5,228749.02,5.79
421850.75,10.67,5.5,228935.42,5.79
422315.39,10.69,5.51,229019.52,5.8
421814.4,10.68,5.5,228336.07,5.78
421762.67,10.68,5.51,228336.07,5.78
421710.95,10.68,5.51,228336.07,5.78
421600.95,10.68,5.51,228226.07,5.78
421549.22,10.68,5.51,228226.07,5.78
421821.63,10.69,5.52,228276.18,5.78
421663.08,10.68,5.51,228114.68,5.78
422033.8,10.69,5.52,228153.02,5.78
421982.07,10.7,5.52,228104.46,5.78
421568.28,10.71,5.54,228104.46,5.79
421613.08,10.71,5.54,229151.84,5.82
421682.44,10.72,5.54,229065.99,5.82
421630.72,10.72,5.54,229065.99,5.82
421266.53,10.71,5.54,228664.57,5.81
421214.81,10.71,5.54,228664.57,5.81
421163.09,10.71,5.54,228679.24,5.82
421299.91,10.72,5.54,228665.69,5.82
421248.19,10.72,5.55,228664.57,5.82
421196.46,10.72,5.55,228888.28,5.83
421333.29,10.73,5.55,229093.73,5.83
421281.57,10.73,5.55,229022.01,5.83
421418.39,10.73,5.56,229022.01,5.83
421005.98,10.72,5.55,228629.92,5.82
421142.81,10.73,5.56,228629.92,5.82
421279.63,10.74,5.56,228629.92,5.83
421416.46,10.74,5.57,228629.92,5.83
421364.73,10.74,5.57,228715.95,5.83
421313.01,10.74,5.57,228817.86,5.83
421449.84,10.75,5.58,229188.64,5.85
421398.11,10.75,5.58,229576.33,5.86
421346.39,10.75,5.58,229576.33,5.86
421294.66,10.75,5.58,229576.33,5.86
421294.66,10.75,5.58,229576.33,5.86
421242.94,10.75,5.58,229694.3,5.86
421139.49,10.76,5.59,229583.45,5.86
421276.32,10.76,5.59,229945.13,5.88
421658.91,10.77,5.6,230064.31,5.88
421624.37,10.78,5.6,230182.26,5.88
421572.65,10.78,5.61,230182.26,5.88
421520.92,10.78,5.61,230182.26,5.89
421883.08,10.79,5.62,230182.26,5.89
422019.9,10.8,5.62,230194.01,5.89
422156.73,10.8,5.63,230186.25,5.89
422482.09,10.81,5.64,230182.26,5.89
422430.37,10.81,5.64,231331.4,5.92
422040.32,10.8,5.63,230975.46,5.91
422411.03,10.82,5.64,231401.06,5.92
422359.31,10.82,5.64,231401.06,5.93
422496.14,10.82,5.65,231401.06,5.93
422444.41,10.82,5.65,231401.06,5.93
422081.97,10.82,5.64,230972.74,5.92
422030.25,10.82,5.64,230991.31,5.92
421978.52,10.82,5.65,230986.1,5.92
421926.8,10.82,5.65,231008.89,5.92
422345.42,10.83,5.66,231078.96,5.93
422316.2,10.83,5.66,231673.37,5.94
422264.47,10.84,5.66,231673.37,5.94
422264.47,10.84,5.66,231673.37,5.94
422212.75,10.84,5.66,231673.37,5.95
422161.03,10.84,5.67,231673.37,5.95
422109.3,10.84,5.67,231683.93,5.95
421920.76,10.84,5.66,231589.03,5.95
421632.31,10.83,5.66,231308.28,5.94
421298.43,10.82,5.65,230937.98,5.93
421435.25,10.83,5.66,230928.66,5.93
421383.53,10.83,5.66,231275.52,5.94
421383.53,10.83,5.66,231275.52,5.94
421379.71,10.83,5.66,231064.62,5.94
421281.53,10.83,5.66,231117.42,5.94
421553.94,10.84,5.67,231117.42,5.94
421502.21,10.84,5.67,231117.42,5.94
421450.49,10.84,5.67,231126.47,5.95
421587.32,10.85,5.68,231119.66,5.95
421535.59,10.85,5.68,231119.98,5.95
421483.87,10.85,5.68,231117.42,5.95
421483.87,10.85,5.68,231117.42,5.95
421325.32,10.85,5.68,230960.16,5.95
421273.59,10.85,5.68,231536.9,5.96
421221.87,10.85,5.68,231445.22,5.96
421358.7,10.86,5.68,231432.18,5.96
421495.52,10.86,5.69,231427.51,5.96
421443.8,10.86,5.69,231426.29,5.97
421392.07,10.87,5.69,231494.8,5.97
421664.48,10.87,5.7,231492.21,5.97
421801.31,10.88,5.71,231432.39,5.97
421761.45,10.88,5.71,231475.67,5.97
421697.86,10.88,5.71,232325.37,6.0
422076.55,10.89,5.72,232325.37,6.0
421786.77,10.89,5.72,232026.29,5.99
421436.35,10.88,5.71,232026.29,5.99
421384.63,10.88,5.71,232029.14,5.99
421332.9,10.88,5.71,232027.46,5.99
421281.18,10.88,5.71,232026.29,5.99
421229.46,10.89,5.71,232026.29,6.0
421623.92,10.9,5.73,233027.41,6.02
421748.87,10.9,5.73,232756.17,6.02
421746.69,10.91,5.73,232756.64,6.02
421883.52,10.91,5.74,232756.64,6.02
421831.8,10.91,5.74,232756.64,6.02
422104.2,10.92,5.75,232756.64,6.02
421784.2,10.91,5.74,232436.64,6.02
421732.48,10.92,5.74,232440.09,6.02
421869.3,10.92,5.75,232439.42,6.02
422006.13,10.93,5.76,232448.8,6.02
421954.41,10.93,5.76,232436.64,6.02
421902.68,10.93,5.76,233329.92,6.05
421608.55,10.92,5.75,233009.34,6.04
421556.83,10.93,5.75,233009.34,6.04
421505.1,10.93,5.75,233009.34,6.04
421777.51,10.94,5.76,233039.84,6.04
421725.79,10.94,5.77,233032.48,6.04
421674.06,10.94,5.77,233019.78,6.05
421379.93,10.93,5.76,233769.85,6.07
421511.08,10.94,5.77,233800.96,6.07
421459.35,10.94,5.77,233800.96,6.07
421823.97,10.95,5.78,233679.8,6.07
422277.34,10.97,5.79,233679.8,6.07
422225.62,10.97,5.79,233687.74,6.07
422173.89,10.97,5.8,233689.26,6.07
422122.17,10.97,5.8,233697.27,6.07
422094.19,10.97,5.8,233748.73,6.08
422094.19,10.97,5.8,233748.73,6.08
422128.39,10.98,5.8,234587.53,6.1
421666.0,10.97,5.79,234135.4,6.09
421753.23,10.97,5.8,234005.31,6.09
421459.1,10.96,5.79,233738.57,6.08
421595.92,10.97,5.8,233738.57,6.08
421314.52,10.96,5.79,233437.94,6.07
421262.8,10.96,5.79,233437.94,6.08
421211.07,10.97,5.79,233437.94,6.08
421347.9,10.97,5.8,233439.17,6.08
421296.18,10.97,5.8,233442.54,6.08
421023.76,10.97,5.8,233192.19,6.07
420820.05,10.96,5.79,232964.54,6.07
420768.33,10.96,5.79,232959.94,6.07
421288.56,10.98,5.81,233730.61,6.09
421236.83,10.98,5.81,233896.74,6.1
421373.66,10.99,5.81,233896.74,6.1
421321.93,10.99,5.82,233896.74,6.1
421270.21,10.99,5.82,233896.74,6.1
421112.14,10.99,5.81,233680.38,6.1
421112.14,10.99,5.81,233680.38,6.1
421060.41,10.99,5.82,233681.26,6.1
421008.69,10.99,5.82,233682.72,6.1
420956.96,10.99,5.82,233680.38,6.1
421335.65,11.0,5.83,234234.3,6.12
421283.93,11.0,5.83,234234.59,6.12
420923.52,11.0,5.82,233938.4,6.11
420871.79,11.0,5.82,233938.4,6.11
421144.2,11.01,5.83,233938.4,6.11
421514.92,11.02,5.84,234100.27,6.12
421463.19,11.02,5.85,234037.67,6.12
421447.08,11.02,5.85,234042.19,6.12
422352.06,11.05,5.87,236332.85,6.18
422300.34,11.05,5.88,236332.85,6.18
422301.75,11.05,5.88,235632.67,6.17
422250.02,11.05,5.88,235632.67,6.17
422620.74,11.06,5.89,235632.67,6.17
422167.34,11.05,5.88,235314.66,6.16
422115.62,11.06,5.88,235359.3,6.16
421753.18,11.05,5.87,235378.15,6.17
421890.0,11.05,5.88,235323.26,6.17
422026.83,11.06,5.89,235314.66,6.17
421975.11,11.06,5.89,235870.66,6.18
421923.38,11.06,5.89,235734.64,6.18
422060.21,11.07,5.9,235734.64,6.18
422008.48,11.07,5.9,235734.64,6.18
421956.76,11.07,5.9,235734.64,6.19
421905.04,11.07,5.9,235734.7,6.19
421853.31,11.07,5.9,235870.24,6.19
421801.59,11.08,5.9,235767.02,6.19
422172.3,11.09,5.91,235758.46,6.19
422309.13,11.09,5.92,236550.76,6.21
421946.69,11.08,5.91,236156.79,6.2
421894.96,11.09,5.91,236156.79,6.21
421843.24,11.09,5.92,236156.79,6.21
422213.96,11.1,5.93,236156.79,6.21
422350.78,11.1,5.93,236186.59,6.21
422299.06,11.11,5.93,236165.84,6.21
421936.62,11.1,5.93,236169.0,6.21
421884.89,11.1,5.93,236674.69,6.23
422275.45,11.11,5.94,236500.14,6.22
422241.47,11.11,5.94,236821.64,6.23
422189.74,11.11,5.94,236821.64,6.23
422138.02,11.12,5.94,236821.64,6.24
422410.43,11.13,5.95,236835.1,6.24
422358.7,11.13,5.95,236824.85,6.24
422631.11,11.14,5.96,236821.64,6.24
422336.98,11.13,5.96,237094.31,6.25
422285.25,11.13,5.96,237028.46,6.25
422343.2,11.14,5.96,237005.93,6.25
421343.2,11.11,5.94,236005.93,6.22
421207.68,11.11,5.94,236201.64,6.23
421155.95,11.11,5.94,236201.64,6.23
421104.23,11.11,5.94,236201.64,6.23
421241.05,11.12,5.95,236203.04,6.24
421377.88,11.13,5.95,236202.38,6.24
421514.7,11.13,5.96,236201.64,6.24
421230.83,11.13,5.95,235988.25,6.23
421179.1,11.13,5.96,236512.19,6.25
421030.53,11.12,5.95,236407.34,6.25
421167.36,11.13,5.96,236658.66,6.25
421115.63,11.13,5.96,236608.82,6.25
421252.46,11.14,5.97,236608.82,6.26
421200.73,11.14,5.97,236608.82,6.26
421149.01,11.14,5.97,236608.82,6.26
421285.84,11.15,5.97,236609.52,6.26
421234.11,11.15,5.98,236609.61,6.26
421370.94,11.15,5.98,236608.82,6.26
421741.65,11.17,5.99,236608.82,6.26
421689.93,11.17,5.99,237608.42,6.29
421475.89,11.16,5.99,237353.32,6.29
421424.16,11.16,5.99,237353.32,6.29
421372.44,11.17,5.99,237353.32,6.29
421743.16,11.18,6.0,237359.3,6.29
421691.43,11.18,6.01,237358.56,6.29
421639.71,11.18,6.01,237354.93,6.29
421587.98,11.18,6.01,237618.08,6.3
421724.81,11.19,6.02,237811.03,6.31
421673.09,11.19,6.02,237899.94,6.31
421621.36,11.19,6.02,237900.12,6.31
421258.92,11.18,6.01,237601.52,6.31
421207.19,11.18,6.01,237601.56,6.31
421155.47,11.19,6.01,237602.03,6.31
421103.75,11.19,6.02,237601.42,6.31
421474.46,11.2,6.03,237762.12,6.32
421315.91,11.2,6.02,237590.82,6.31
421184.19,11.19,6.02,237449.5,6.31
421321.01,11.2,6.03,237430.03,6.31
421281.16,11.2,6.03,238038.06,6.33
421669.07,11.21,6.04,238338.66,6.34
422039.79,11.22,6.05,238338.66,6.34
421988.06,11.22,6.05,238338.66,6.34
421936.34,11.23,6.05,238341.83,6.34
421573.9,11.22,6.05,238340.58,6.34
421522.17,11.22,6.05,238341.01,6.34
421659.0,11.23,6.05,238339.79,6.35
421607.27,11.23,6.06,238667.85,6.36
421744.1,11.23,6.06,238848.45,6.36
421692.38,11.24,6.06,238758.64,6.36
421640.65,11.24,6.06,238758.64,6.36
421588.93,11.24,6.07,238758.64,6.36
421537.2,11.24,6.07,238762.52,6.37
421809.61,11.25,6.08,238760.25,6.37
421757.89,11.25,6.08,238758.64,6.37
421706.16,11.25,6.08,239091.23,6.38
421654.44,11.25,6.08,239052.24,6.38
421602.71,11.26,6.08,239069.51,6.38
421739.54,11.26,6.09,239069.51,6.38
421687.82,11.26,6.09,239069.51,6.39
421687.82,11.26,6.09,239069.51,6.39
421395.09,11.26,6.08,238804.36,6.38
421531.92,11.26,6.09,238804.36,6.38
421857.28,11.27,6.1,238805.7,6.38
421994.11,11.28,6.11,238805.81,6.38
422364.82,11.29,6.12,238804.36,6.38
422313.1,11.29,6.12,239968.93,6.42
422261.38,11.29,6.12,240153.02,6.42
422209.65,11.3,6.12,240153.02,6.42
422346.48,11.3,6.13,240153.02,6.43
422294.75,11.3,6.13,240153.02,6.43
422243.03,11.31,6.13,240165.75,6.43
422226.92,11.31,6.14,241563.04,6.47
423157.95,11.34,6.16,241796.39,6.48
423106.23,11.34,6.16,241796.39,6.48
422840.85,11.33,6.16,241074.71,6.46
423113.26,11.34,6.17,241074.71,6.46
423061.53,11.34,6.17,241098.97,6.46
423009.81,11.35,6.17,241106.0,6.47
423282.22,11.35,6.18,241074.71,6.47
423254.23,11.36,6.18,242409.67,6.5
422901.79,11.35,6.18,241972.41,6.49
423432.66,11.37,6.19,242049.42,6.5
423803.37,11.38,6.21,242049.42,6.5
423751.65,11.38,6.21,242049.42,6.5
423431.65,11.37,6.2,241729.42,6.49
422956.66,11.36,6.19,241377.73,6.48
422594.22,11.35,6.18,241396.68,6.49
422131.83,11.34,6.17,240817.99,6.47
422080.11,11.34,6.17,240835.67,6.47
422216.94,11.35,6.18,240809.55,6.47
422165.21,11.35,6.18,240807.64,6.48
422165.21,11.35,6.18,240807.64,6.48
422113.49,11.35,6.18,241292.04,6.49
422660.97,11.37,6.2,241707.48,6.5
422609.25,11.37,6.2,241707.48,6.5
422146.87,11.36,6.19,241235.68,6.49
422095.14,11.37,6.19,241235.68,6.5
422367.55,11.37,6.2,241235.76,6.5
422504.37,11.38,6.21,241235.68,6.5
422452.65,11.38,6.21,241305.65,6.5
422400.93,11.38,6.21,241255.44,6.5
422763.08,11.4,6.22,241254.26,6.5
422763.08,11.4,6.22,241254.26,6.5
422711.36,11.4,6.22,242192.04,6.53
422659.63,11.4,6.23,242192.04,6.53
422796.46,11.41,6.23,242192.04,6.53
422744.73,11.41,6.23,242192.04,6.53
422693.01,11.41,6.24,242209.85,6.54
422641.28,11.41,6.24,242212.72,6.54
422589.56,11.41,6.24,242222.37,6.54
422634.36,11.42,6.24,242676.01,6.56
422487.56,11.42,6.24,242382.04,6.55
422624.39,11.42,6.25,242382.04,6.55
422624.39,11.42,6.25,242382.04,6.55
422761.21,11.43,6.26,242382.04,6.55
422709.49,11.43,6.26,242382.04,6.55
422415.36,11.42,6.25,242101.17,6.55
422552.18,11.43,6.26,242101.17,6.55
422500.46,11.43,6.26,242156.83,6.55
422448.74,11.43,6.26,242101.95,6.55
422819.45,11.44,6.27,242101.17,6.55
422635.52,11.44,6.27,241927.89,6.55
422583.8,11.44,6.27,242929.45,6.58
422221.35,11.43,6.26,242529.23,6.57
422111.35,11.43,6.26,242419.23,6.56
422490.04,11.44,6.27,242419.45,6.56
422438.32,11.44,6.27,242419.85,6.57
422386.59,11.44,6.27,242421.72,6.57
422334.87,11.45,6.27,242419.24,6.57
422040.74,11.44,6.27,242053.72,6.56
421989.01,11.44,6.27,242154.0,6.57
421937.29,11.44,6.27,242067.67,6.56
421885.57,11.44,6.27,242053.71,6.57
421697.03,11.44,6.27,241969.48,6.56
421645.3,11.44,6.27,242424.73,6.58
421782.13,11.45,6.28,242424.73,6.58
421730.41,11.45,6.28,242424.73,6.58
421678.68,11.45,6.28,242424.73,6.58
421626.96,11.45,6.28,242426.78,6.59
421306.96,11.45,6.27,242106.78,6.58
421255.23,11.45,6.27,242107.16,6.58
421203.51,11.45,6.28,242104.73,6.58
420919.63,11.44,6.27,241862.4,6.57
420867.91,11.44,6.27,242152.47,6.58
420816.18,11.45,6.27,242041.12,6.58
420764.46,11.45,6.28,242041.12,6.59
420901.28,11.45,6.28,242041.12,6.59
421038.11,11.46,6.29,242041.12,6.59
421174.94,11.47,6.29,242042.65,6.59
420814.52,11.46,6.29,241657.4,6.58
420762.8,11.46,6.29,241655.95,6.58
421133.52,11.47,6.3,241655.87,6.58
421270.34,11.48,6.3,241655.87,6.58
421056.3,11.47,6.3,242662.69,6.61
421328.71,11.48,6.31,242841.33,6.62
421276.98,11.48,6.31,242841.33,6.62
421082.85,11.48,6.31,242752.93,6.62
421082.85,11.48,6.31,242752.93,6.62
420669.06,11.49,6.32,242752.93,6.63
420617.33,11.49,6.32,242752.93,6.63
420754.16,11.5,6.33,242757.66,6.64
420702.43,11.5,6.33,242757.11,6.64
420650.71,11.5,6.33,242752.93,6.64
420598.99,11.51,6.33,242754.05,6.64
420559.13,11.51,6.34,242845.05,6.65
420495.54,11.51,6.34,242941.48,6.65
420443.81,11.51,6.34,242941.48,6.65
420392.09,11.51,6.34,242941.48,6.65
420340.37,11.51,6.34,242941.48,6.66
420711.08,11.53,6.35,242942.46,6.66
420348.64,11.52,6.35,242942.11,6.66
420296.92,11.52,6.35,243197.93,6.67
420245.19,11.52,6.35,243000.58,6.66
420607.35,11.53,6.36,242962.39,6.66
420978.07,11.54,6.37,243876.44,6.69
420694.19,11.54,6.37,243491.65,6.68
420642.46,11.54,6.37,243491.65,6.68
420779.29,11.55,6.37,243491.65,6.68
420416.85,11.54,6.37,243191.48,6.67
420365.12,11.54,6.37,243191.48,6.68
420313.4,11.54,6.37,243195.75,6.68
420450.22,11.55,6.38,243192.27,6.68
420587.05,11.55,6.38,243191.48,6.68
420535.33,11.56,6.38,243191.48,6.68
420672.15,11.56,6.39,243948.59,6.7
420258.36,11.58,6.4,243948.59,6.72
420206.64,11.58,6.41,243948.59,6.72
420154.91,11.58,6.41,243948.59,6.72
420103.19,11.58,6.41,243958.35,6.73
420051.46,11.58,6.41,243953.07,6.73
419999.74,11.58,6.41,243948.59,6.73
419948.01,11.59,6.41,244279.34,6.74
420005.96,11.59,6.42,244210.61,6.74
420194.57,11.6,6.43,244298.59,6.74
420142.84,11.6,6.43,244298.59,6.75
