ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4c47-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
339288.18,5.54,0.37,159849.83,2.61
339560.59,5.55,0.38,159913.73,2.61
339508.87,5.55,0.38,160062.02,2.62
339457.14,5.55,0.38,159948.92,2.61
339405.42,5.55,0.38,159948.92,2.62
339042.97,5.54,0.37,159613.89,2.61
338991.25,5.54,0.37,159593.57,2.61
339369.94,5.55,0.38,159951.83,2.62
339318.22,5.55,0.38,159838.73,2.61
339266.49,5.55,0.38,159838.73,2.61
338906.08,5.54,0.37,159457.69,2.61
338854.35,5.54,0.37,159427.64,2.61
338854.35,5.54,0.37,159427.64,2.61
338991.18,5.55,0.38,159522.76,2.61
338939.46,5.55,0.38,159409.65,2.61
339310.17,5.55,0.38,159851.37,2.62
338957.73,5.55,0.38,159479.65,2.61
338906.01,5.55,0.38,159476.41,2.61
338854.28,5.55,0.38,159366.55,2.61
338802.56,5.55,0.38,159363.31,2.61
338939.39,5.55,0.38,159432.17,2.61
338372.68,5.54,0.37,158739.6,2.6
338320.96,5.54,0.37,158626.5,2.6
338320.96,5.54,0.37,158626.5,2.6
338457.78,5.55,0.37,158812.68,2.6
338406.06,5.55,0.37,158809.43,2.6
338354.33,5.55,0.37,158699.57,2.6
337976.18,5.54,0.37,158195.56,2.59
337924.46,5.54,0.37,158130.01,2.59
337872.73,5.54,0.37,158081.9,2.59
337821.01,5.54,0.37,158078.66,2.59
337769.28,5.54,0.37,157968.8,2.59
338237.91,5.55,0.38,157884.77,2.59
337570.02,5.54,0.37,157153.19,2.58
337518.29,5.54,0.37,157088.19,2.58
337655.12,5.54,0.37,157218.81,2.58
337655.12,5.54,0.37,157218.81,2.58
337618.42,5.54,0.37,157056.24,2.58
337432.97,5.54,0.37,156744.94,2.57
337381.25,5.54,0.37,156741.5,2.57
337329.52,5.54,0.37,156631.28,2.57
336762.82,5.53,0.36,156067.97,2.56
337133.54,5.54,0.37,156197.15,2.57
337133.54,5.54,0.37,156197.15,2.57
337270.36,5.54,0.37,156491.52,2.57
337218.64,5.54,0.37,156462.02,2.57
337491.05,5.55,0.37,156703.7,2.58
337286.91,5.54,0.37,156517.68,2.57
337612.28,5.55,0.38,156404.57,2.57
337249.84,5.54,0.37,156115.26,2.57
337386.66,5.55,0.37,156686.78,2.58
337757.38,5.55,0.38,156815.95,2.58
337894.21,5.56,0.38,157110.32,2.58
338031.03,5.56,0.39,157232.93,2.59
337979.31,5.56,0.39,157183.4,2.59
338447.94,5.57,0.4,157099.37,2.58
338085.49,5.56,0.39,156810.05,2.58
338033.77,5.56,0.39,156696.95,2.58
338033.77,5.56,0.39,156696.95,2.58
337982.04,5.56,0.39,156696.95,2.58
337504.15,5.56,0.38,156155.38,2.57
337640.98,5.56,0.39,156041.72,2.57
337589.26,5.56,0.39,156227.93,2.57
337537.53,5.56,0.39,156198.44,2.57
337537.53,5.56,0.39,156198.44,2.57
337674.36,5.56,0.39,156293.55,2.57
338163.9,5.57,0.4,156217.16,2.57
337665.09,5.56,0.39,155667.94,2.56
338154.63,5.57,0.4,155541.14,2.56
337655.83,5.57,0.39,155042.33,2.56
337604.1,5.57,0.39,155012.84,2.56
337876.51,5.57,0.4,155241.41,2.56
338027.18,5.57,0.4,154882.05,2.55
337867.24,5.57,0.4,154615.8,2.55
337815.52,5.57,0.4,154612.56,2.55
337763.8,5.57,0.4,154502.7,2.55
337914.47,5.58,0.4,154143.34,2.54
337753.08,5.57,0.4,153873.68,2.54
337889.91,5.58,0.4,153995.98,2.54
337838.18,5.58,0.4,153938.75,2.54
338110.59,5.58,0.41,154002.65,2.54
338481.31,5.59,0.42,154481.55,2.55
338429.58,5.59,0.42,154416.0,2.55
338377.86,5.59,0.42,154367.89,2.55
338867.4,5.6,0.42,154291.5,2.55
338368.59,5.59,0.42,153742.28,2.54
338505.42,5.59,0.42,153864.9,2.54
338642.25,5.6,0.42,153986.63,2.54
338590.52,5.6,0.42,153983.38,2.54
338538.8,5.6,0.42,153873.52,2.54
338176.36,5.59,0.42,153603.66,2.54
338124.63,5.59,0.42,153490.56,2.54
338072.91,5.59,0.42,153490.56,2.54
338021.18,5.59,0.42,153377.46,2.54
337969.46,5.59,0.42,153377.46,2.54
337917.73,5.59,0.42,153374.22,2.54
338288.45,5.6,0.42,153659.39,2.54
338288.45,5.6,0.42,153659.39,2.54
338084.32,5.59,0.42,153453.35,2.54
338901.56,5.61,0.44,153681.3,2.54
338607.43,5.6,0.43,153386.01,2.54
339059.09,5.61,0.44,153221.34,2.54
339059.09,5.61,0.44,153552.88,2.54
338706.65,5.61,0.43,153227.86,2.54
338654.93,5.61,0.43,153207.54,2.54
338603.2,5.61,0.43,153114.75,2.54
338551.48,5.61,0.43,153111.51,2.54
338499.75,5.61,0.43,153001.65,2.53
337833.25,5.6,0.42,152308.09,2.52
337370.87,5.59,0.42,151845.71,2.52
337319.15,5.59,0.42,151780.71,2.52
337455.97,5.59,0.42,151911.33,2.52
338256.71,5.61,0.43,152095.72,2.52
338627.43,5.61,0.44,152224.9,2.52
338575.7,5.61,0.44,152377.65,2.53
338213.26,5.61,0.44,152042.62,2.52
338681.89,5.62,0.44,151958.59,2.52
338954.29,5.62,0.45,152021.93,2.52
338902.57,5.62,0.45,152170.66,2.52
338424.68,5.61,0.44,151629.08,2.52
338372.95,5.62,0.44,151608.76,2.52
338321.23,5.62,0.44,151515.98,2.51
338162.68,5.61,0.44,151359.8,2.51
338110.96,5.61,0.44,151251.48,2.51
338247.78,5.62,0.44,151433.01,2.51
338043.65,5.61,0.44,151227.72,2.51
337749.52,5.61,0.44,150945.54,2.51
338218.15,5.62,0.44,150861.51,2.51
338000.25,5.61,0.44,150579.93,2.5
337948.53,5.61,0.44,150550.44,2.5
338085.36,5.62,0.44,150645.55,2.5
338399.82,5.62,0.45,150204.64,2.5
338606.09,5.63,0.45,150549.95,2.5
338554.37,5.63,0.45,150436.84,2.5
338502.64,5.63,0.45,150436.84,2.5
338971.27,5.64,0.46,150352.81,2.5
338919.54,5.64,0.46,150287.81,2.5
338867.82,5.64,0.46,150239.71,2.5
339336.45,5.64,0.47,150155.68,2.5
339284.72,5.64,0.47,150152.44,2.5
339655.44,5.65,0.48,150437.6,2.5
339603.72,5.65,0.48,150434.36,2.5
339603.72,5.65,0.48,150251.91,2.5
339876.12,5.66,0.48,150448.08,2.5
339824.4,5.66,0.48,150444.84,2.5
339772.68,5.66,0.48,150334.98,2.5
339554.78,5.65,0.48,150053.4,2.5
339076.89,5.65,0.47,149511.83,2.49
339025.17,5.65,0.47,149508.58,2.49
338973.44,5.65,0.47,149398.72,2.49
338921.72,5.65,0.47,149285.62,2.49
338870.0,5.65,0.47,149285.62,2.49
338818.27,5.65,0.47,149256.13,2.49
338678.27,5.64,0.47,149116.13,2.49
338626.55,5.64,0.47,149032.52,2.48
338574.82,5.64,0.47,149012.2,2.48
338523.1,5.64,0.47,148919.42,2.48
338471.38,5.64,0.47,148806.32,2.48
338419.65,5.64,0.47,148806.32,2.48
338057.21,5.64,0.47,148471.29,2.48
338005.48,5.64,0.47,148490.54,2.48
337953.76,5.64,0.47,148358.19,2.48
337746.86,5.64,0.47,148358.19,2.48
338215.49,5.65,0.48,148274.15,2.48
337957.6,5.64,0.47,147952.58,2.47
337905.87,5.64,0.47,147844.26,2.47
337747.32,5.64,0.47,147685.71,2.47
337453.19,5.64,0.47,147389.67,2.46
337294.64,5.63,0.46,147232.03,2.46
337242.92,5.64,0.46,147227.25,2.46
337732.46,5.64,0.47,147100.44,2.46
337043.65,5.63,0.46,146411.64,2.45
336991.93,5.63,0.46,146298.54,2.45
337362.65,5.64,0.47,146739.9,2.45
337635.06,5.65,0.47,146803.8,2.45
337583.33,5.65,0.47,146952.09,2.46
337220.89,5.64,0.47,146570.72,2.45
337169.16,5.64,0.47,146541.23,2.45
337117.44,5.64,0.47,146457.62,2.45
337065.72,5.64,0.47,146427.58,2.45
337013.99,5.64,0.47,146343.97,2.45
337482.62,5.65,0.48,146259.93,2.45
336814.73,5.64,0.47,145528.36,2.44
336763.0,5.64,0.47,145416.12,2.43
336468.87,5.63,0.46,145120.39,2.43
336417.15,5.63,0.46,145119.53,2.43
336553.97,5.64,0.47,145242.15,2.43
336690.8,5.64,0.47,145363.88,2.44
337061.52,5.65,0.47,145493.05,2.44
337198.34,5.65,0.48,145787.42,2.44
336835.9,5.64,0.47,145498.1,2.44
336541.77,5.64,0.47,145222.07,2.43
336692.45,5.64,0.47,144862.71,2.43
336532.51,5.64,0.47,144596.46,2.42
336857.87,5.65,0.48,144482.81,2.42
336806.15,5.65,0.48,144865.88,2.43
336754.42,5.65,0.48,144800.89,2.43
336891.25,5.65,0.48,144931.5,2.43
337359.87,5.66,0.49,144847.47,2.43
337308.15,5.66,0.49,144844.23,2.43
337580.56,5.66,0.49,145040.4,2.43
336912.67,5.65,0.48,144308.82,2.42
336860.94,5.65,0.48,144243.82,2.42
336997.77,5.66,0.49,144374.44,2.42
337376.46,5.66,0.49,144391.56,2.42
337648.86,5.67,0.5,145041.03,2.44
337610.99,5.67,0.5,144476.54,2.43
337449.6,5.67,0.5,144225.42,2.42
337939.14,5.68,0.51,144098.62,2.42
337889.14,5.68,0.5,144048.62,2.42
337837.42,5.68,0.5,144028.31,2.42
337477.0,5.67,0.5,143615.84,2.41
337847.72,5.68,0.51,143918.09,2.42
338664.95,5.69,0.52,144146.04,2.42
337976.15,5.68,0.51,143457.23,2.41
337613.71,5.68,0.5,143122.21,2.41
337886.11,5.68,0.51,143186.1,2.41
337834.39,5.68,0.51,143321.28,2.41
338323.93,5.69,0.52,143244.89,2.41
337847.43,5.68,0.51,142741.33,2.4
338299.1,5.69,0.52,142576.66,2.4
337610.29,5.68,0.51,141837.44,2.39
337558.57,5.68,0.51,141817.12,2.39
337097.63,5.67,0.5,141356.19,2.38
337097.63,5.67,0.5,145928.14,2.46
337045.91,5.67,0.5,145835.35,2.46
337864.85,5.69,0.52,146099.52,2.46
337339.49,5.68,0.51,145512.6,2.45
337287.77,5.68,0.51,145483.1,2.45
336993.64,5.68,0.5,145187.81,2.45
336941.91,5.68,0.5,145104.2,2.44
336890.19,5.68,0.5,145083.74,2.44
337215.56,5.68,0.51,145373.62,2.45
337163.83,5.68,0.51,145370.38,2.45
337112.11,5.68,0.51,145260.52,2.45
337060.38,5.68,0.51,145257.08,2.45
337332.79,5.69,0.52,145452.89,2.45
337281.07,5.69,0.52,145449.65,2.45
337229.34,5.69,0.52,145339.79,2.45
337697.97,5.7,0.52,145255.76,2.45
337646.24,5.7,0.52,145235.44,2.45
337594.52,5.7,0.52,145142.66,2.45
337594.52,5.7,0.52,145142.66,2.45
337965.24,5.7,0.53,145271.83,2.45
337602.8,5.7,0.53,145029.56,2.45
337124.9,5.69,0.52,144487.98,2.44
337073.18,5.69,0.52,144547.98,2.44
337035.31,5.69,0.52,143983.49,2.43
336873.91,5.69,0.52,143732.37,2.43
337010.74,5.69,0.52,143854.99,2.43
337381.46,5.7,0.53,144155.91,2.44
337518.28,5.7,0.53,144278.53,2.44
337655.11,5.71,0.53,144400.26,2.44
337805.79,5.71,0.54,144040.89,2.43
337645.85,5.71,0.53,143774.65,2.43
337594.12,5.71,0.53,143661.55,2.43
337730.95,5.71,0.54,143847.72,2.43
337867.77,5.71,0.54,143970.34,2.43
338004.6,5.72,0.54,144092.06,2.44
337710.47,5.71,0.54,143816.03,2.43
337358.03,5.71,0.53,143536.61,2.43
337728.74,5.71,0.54,143665.79,2.43
337314.95,5.71,0.54,143665.79,2.43
337677.1,5.72,0.55,144287.97,2.44
337625.38,5.72,0.55,144258.48,2.44
337762.21,5.72,0.55,144353.59,2.45
337710.48,5.72,0.55,144288.59,2.45
337506.35,5.72,0.55,144111.36,2.44
337143.91,5.71,0.54,143689.58,2.44
337514.63,5.72,0.55,144036.5,2.44
337651.45,5.72,0.55,144159.12,2.44
337599.73,5.72,0.55,144109.58,2.44
337237.29,5.72,0.55,143774.55,2.44
337185.56,5.72,0.55,143794.34,2.44
337133.84,5.72,0.55,143661.45,2.44
337082.11,5.72,0.55,143631.95,2.44
337030.39,5.72,0.55,143548.34,2.44
336978.67,5.72,0.55,143435.24,2.43
337115.49,5.72,0.55,143621.42,2.44
337252.32,5.73,0.55,143744.03,2.44
337623.04,5.73,0.56,144044.96,2.45
337571.31,5.73,0.56,144024.64,2.45
337954.58,5.74,0.57,143404.97,2.44
337902.85,5.74,0.57,143312.19,2.43
337489.06,5.74,0.57,143312.19,2.44
337437.34,5.74,0.57,143199.09,2.44
337074.9,5.73,0.56,142909.77,2.43
337023.17,5.73,0.56,142909.77,2.43
337160.0,5.74,0.56,143032.39,2.43
337108.27,5.74,0.57,142975.39,2.43
337478.99,5.74,0.57,143104.57,2.44
337427.27,5.74,0.57,143303.66,2.44
337375.54,5.74,0.57,143190.56,2.44
337323.82,5.74,0.57,143190.56,2.44
337272.09,5.74,0.57,143161.06,2.44
336909.65,5.74,0.57,142779.69,2.43
336857.93,5.74,0.57,142696.08,2.43
337183.29,5.75,0.57,142582.98,2.43
337131.57,5.75,0.57,142965.98,2.44
337079.84,5.75,0.57,142962.74,2.44
337216.67,5.75,0.58,143031.6,2.44
337164.95,5.75,0.58,142918.5,2.44
337113.22,5.75,0.58,142918.5,2.44
337483.94,5.76,0.58,143047.67,2.44
337432.22,5.76,0.58,143200.42,2.44
337018.42,5.76,0.58,143200.42,2.45
336966.7,5.76,0.58,143087.32,2.44
336672.57,5.75,0.58,142805.14,2.44
336620.84,5.75,0.58,142805.14,2.44
336893.25,5.76,0.58,142869.04,2.44
341606.65,5.84,0.67,144435.4,2.47
341554.92,5.84,0.67,144583.7,2.47
341705.6,5.84,0.67,144224.33,2.47
341343.16,5.84,0.66,143889.31,2.46
340910.31,5.83,0.66,143456.46,2.45
340750.37,5.83,0.65,143190.21,2.45
340698.64,5.83,0.65,143186.97,2.45
340646.92,5.83,0.65,143077.11,2.45
340646.92,5.83,0.65,143077.11,2.45
340595.2,5.83,0.65,143047.62,2.45
340543.47,5.83,0.65,142964.01,2.45
340491.75,5.83,0.65,142983.95,2.45
340440.02,5.83,0.65,142850.91,2.45
340388.3,5.83,0.66,142737.8,2.44
340336.57,5.83,0.66,142737.8,2.44
340707.29,5.83,0.66,142866.98,2.45
340802.26,5.84,0.66,147262.37,2.52
340750.54,5.84,0.66,147461.46,2.53
340456.41,5.83,0.66,147185.43,2.52
340093.96,5.83,0.65,146804.06,2.51
340230.79,5.83,0.66,146926.68,2.52
340179.07,5.83,0.66,146869.68,2.52
342271.77,5.86,0.69,148777.89,2.55
346064.88,5.93,0.76,152050.52,2.61
346013.15,5.93,0.76,151941.64,2.6
345961.43,5.93,0.76,151936.86,2.6
345909.7,5.93,0.76,151871.86,2.6
345857.98,5.93,0.76,151823.76,2.6
345806.26,5.93,0.76,151794.27,2.6
345754.53,5.93,0.76,151710.66,2.6
345716.66,5.93,0.76,151146.17,2.59
345716.66,5.93,0.76,151146.17,2.59
345932.36,5.94,0.76,151281.16,2.6
345880.63,5.94,0.76,151251.67,2.6
345586.5,5.93,0.76,150956.38,2.59
345534.78,5.93,0.76,150872.77,2.59
345685.45,5.93,0.76,150513.41,2.58
345525.51,5.93,0.76,150247.16,2.58
345473.79,5.93,0.76,150182.17,2.58
345422.06,5.93,0.76,150134.06,2.58
349020.71,5.99,0.82,150030.58,2.58
349020.71,5.99,0.82,150030.58,2.58
349489.33,6.0,0.83,149946.55,2.58
348821.44,5.99,0.82,149214.97,2.56
348769.72,5.99,0.82,149185.48,2.56
348559.0,5.99,0.82,148973.77,2.56
348695.83,5.99,0.82,149068.88,2.56
349066.55,6.0,0.83,149198.06,2.56
349203.37,6.0,0.83,149492.42,2.57
349151.65,6.0,0.83,149379.32,2.57
349151.65,6.0,0.83,149379.32,2.57
349099.92,6.0,0.83,149379.32,2.57
349589.47,6.01,0.84,149302.93,2.57
349269.47,6.01,0.84,148982.93,2.56
348907.02,6.0,0.83,148693.61,2.56
348708.56,6.0,0.83,148470.13,2.55
348429.75,5.99,0.82,148140.91,2.55
348566.58,6.0,0.83,148263.53,2.55
348514.86,6.0,0.83,148214.88,2.55
348651.68,6.0,0.83,148337.5,2.55
349022.4,6.01,0.84,148638.42,2.56
348659.96,6.0,0.83,148349.1,2.55
349030.68,6.01,0.84,148464.04,2.56
348978.95,6.01,0.84,148631.03,2.56
349129.63,6.01,0.84,148271.67,2.55
348792.54,6.01,0.83,147928.59,2.55
348632.6,6.01,0.83,147662.35,2.54
348444.06,6.0,0.83,147457.99,2.54
348392.33,6.0,0.83,147345.75,2.54
348664.74,6.01,0.84,147670.3,2.54
348506.19,6.01,0.83,147521.58,2.54
348143.75,6.0,0.83,147186.55,2.54
348092.03,6.0,0.83,147166.23,2.54
348040.3,6.0,0.83,147073.45,2.54
348402.45,6.01,0.83,146960.35,2.53
348539.28,6.01,0.84,147571.28,2.54
348487.56,6.01,0.84,147458.17,2.54
348435.83,6.01,0.84,147458.17,2.54
348904.46,6.02,0.85,147374.14,2.54
348852.73,6.02,0.85,147370.9,2.54
349223.45,6.03,0.85,147656.07,2.55
349223.45,6.03,0.85,147656.07,2.55
348861.01,6.02,0.85,147321.04,2.54
349133.42,6.03,0.85,147384.94,2.54
348974.87,6.02,0.85,147228.76,2.54
348923.14,6.02,0.85,147357.79,2.54
348871.42,6.02,0.85,147337.48,2.54
348393.53,6.02,0.84,146795.9,2.54
348341.8,6.02,0.84,146703.12,2.53
348712.52,6.02,0.85,146818.06,2.54
348660.8,6.02,0.85,147031.38,2.54
349129.42,6.03,0.86,146947.35,2.54
348776.98,6.03,0.85,146575.98,2.53
349155.67,6.03,0.86,146593.1,2.53
349103.95,6.03,0.86,146913.92,2.54
348809.81,6.03,0.86,146618.51,2.53
348758.09,6.03,0.86,146553.51,2.53
348397.68,6.02,0.85,146172.47,2.53
347729.79,6.01,0.84,145440.9,2.52
347678.06,6.01,0.84,145392.79,2.51
347814.89,6.02,0.84,145515.41,2.52
347763.16,6.02,0.84,145458.41,2.52
347711.44,6.02,0.84,145455.17,2.52
348082.16,6.02,0.85,145740.34,2.52
348449.6,6.03,0.86,145488.04,2.52
348918.22,6.04,0.87,145404.01,2.52
348866.5,6.04,0.87,145400.76,2.52
348814.78,6.04,0.87,145290.9,2.52
348248.07,6.03,0.86,144727.6,2.51
347834.28,6.03,0.86,144727.6,2.51
347356.39,6.03,0.85,144186.02,2.5
347304.66,6.03,0.85,144182.78,2.5
347252.94,6.03,0.85,144072.92,2.5
347201.21,6.03,0.85,143959.82,2.5
347149.49,6.03,0.85,143959.82,2.5
347474.85,6.03,0.86,143846.72,2.5
347316.3,6.03,0.86,143690.54,2.49
347264.58,6.03,0.86,144073.58,2.5
347212.86,6.03,0.86,144044.08,2.5
347005.96,6.03,0.86,144044.08,2.5
346954.24,6.03,0.86,143960.47,2.5
347226.64,6.04,0.86,144024.37,2.5
346864.2,6.03,0.86,143689.34,2.5
346670.07,6.03,0.86,143513.31,2.5
346618.35,6.03,0.86,143661.61,2.5
346566.62,6.03,0.86,143641.29,2.5
346566.62,6.03,0.86,143641.29,2.5
346514.9,6.03,0.86,143548.5,2.5
346983.52,6.04,0.86,143464.47,2.5
346983.52,6.04,0.86,143464.47,2.5
346931.8,6.04,0.86,143461.23,2.5
346453.91,6.03,0.86,142919.65,2.49
346402.18,6.03,0.86,142809.79,2.49
346350.46,6.03,0.86,142697.56,2.48
346056.33,6.03,0.85,142402.27,2.48
346004.6,6.03,0.85,142401.4,2.48
345952.88,6.03,0.85,142288.3,2.48
345901.16,6.03,0.85,142288.3,2.48
345617.28,6.02,0.85,142035.62,2.47
345507.28,6.02,0.85,141925.62,2.47
345455.55,6.02,0.85,141945.41,2.47
345403.83,6.02,0.85,141812.52,2.47
345774.55,6.03,0.85,141941.69,2.47
345774.55,6.03,0.85,141941.69,2.47
345722.82,6.03,0.85,142094.44,2.48
346048.19,6.03,0.86,141981.34,2.48
345996.46,6.03,0.86,142364.34,2.48
345837.91,6.03,0.86,142215.61,2.48
345475.47,6.02,0.85,141880.59,2.47
345188.38,6.02,0.85,141587.59,2.47
345559.1,6.03,0.85,141716.77,2.47
345507.38,6.03,0.85,141915.86,2.48
346324.61,6.04,0.87,142143.81,2.48
346272.89,6.04,0.87,142140.57,2.48
346016.39,6.04,0.87,141857.01,2.48
346288.79,6.04,0.87,142053.18,2.48
346288.79,6.04,0.87,142053.18,2.48
346237.07,6.04,0.87,142032.86,2.48
346185.35,6.04,0.87,141940.07,2.48
346653.97,6.05,0.88,141856.04,2.48
345986.08,6.04,0.87,141124.47,2.46
346258.49,6.05,0.88,141188.36,2.47
346206.76,6.05,0.88,141317.39,2.47
346155.04,6.05,0.88,141314.15,2.47
346103.32,6.05,0.88,141204.29,2.47
346240.14,6.05,0.88,141326.91,2.47
346188.42,6.05,0.88,141269.91,2.47
346325.24,6.06,0.88,141392.53,2.47
346462.07,6.06,0.89,141514.25,2.47
346124.98,6.05,0.88,141168.14,2.47
