ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
613,1532,1258950,6212,1286910
614,1540,1259950,6212,1287910
615,1542,1260950,6212,1288910
615,1542,1261270,6212,1289230
615,1542,1262270,6212,1290230
616,1544,1263080,6212,1291040
616,1544,1264080,6212,1292040
617,1546,1266080,6212,1294040
618,1548,1266890,6212,1294850
618,1548,1267890,6212,1295850
618,1548,1267890,6212,1295850
618,1548,1267890,6212,1295850
618,1548,1267890,6212,1295850
619,1550,1268890,6212,1296850
619,1550,1269890,6212,1297850
620,1552,1270890,6212,1298850
620,1552,1271890,6212,1299850
620,1552,1271890,6212,1299850
621,1554,1273890,6212,1301850
622,1556,1274890,6212,1302850
622,1556,1275890,6212,1303850
623,1558,1276890,6212,1304850
623,1558,1277890,6212,1305850
623,1558,1278360,6212,1306320
624,1562,1278830,6212,1306790
625,1564,1279640,6212,1307600
625,1564,1279960,6212,1307920
625,1564,1279960,6212,1307920
625,1564,1279960,6212,1307920
625,1564,1280960,6212,1308920
625,1564,1280960,6212,1308920
626,1566,1281960,6212,1309920
626,1566,1282770,6212,1310730
626,1566,1283000,6212,1310960
626,1566,1283810,6212,1311770
626,1566,1284620,6212,1312580
627,1574,1292620,6212,1320580
627,1574,1292620,6212,1320580
627,1574,1293620,6212,1321580
628,1576,1294430,6212,1322390
628,1576,1295430,6212,1323390
629,1578,1296430,6212,1324390
629,1578,1297430,6212,1325390
629,1578,1297660,6212,1325620
630,1580,1298660,6212,1326620
630,1580,1299660,6212,1327620
631,1582,1300660,6212,1328620
631,1582,1300660,6212,1328620
631,1582,1301210,6212,1329170
631,1582,1301210,6212,1329170
632,1584,1302210,6212,1330170
632,1584,1303020,6212,1330980
633,1586,1304020,6212,1331980
633,1586,1305020,6212,1332980
633,1586,1306020,6212,1333980
633,1586,1306020,6212,1333980
634,1588,1307020,6212,1334980
634,1588,1307830,6212,1335790
634,1588,1308290,6212,1336250
635,1592,1309100,6212,1337060
635,1592,1309100,6212,1337060
635,1592,1309750,6212,1337710
635,1592,1310560,6212,1338520
635,1592,1310560,6212,1338520
635,1592,1311560,6212,1339520
636,1596,1312560,6212,1340520
636,1596,1313560,6212,1341520
636,1596,1315560,6212,1343520
636,1596,1315560,6212,1344520
636,1596,1316560,6212,1345520
636,1596,1316560,6212,1346520
636,1596,1316560,6212,1346520
636,1596,1317560,6212,1347520
636,1596,1317560,6212,1347520
636,1596,1318560,6212,1348520
636,1596,1319370,6212,1349330
636,1596,1319370,6212,1350330
636,1596,1319370,6212,1351330
636,1596,1320370,6212,1352330
636,1596,1321370,6212,1353330
636,1596,1321370,6212,1353330
636,1596,1321370,6212,1353800
636,1596,1321370,6212,1353800
636,1596,1322370,6212,1354800
636,1596,1322840,6212,1355270
636,1596,1323840,6212,1356270
636,1596,1323840,6212,1357080
636,1596,1324060,6212,1357300
636,1596,1324060,6212,1357300
636,1596,1325060,6212,1358300
636,1596,1325060,6212,1358300
636,1596,1326060,6212,1359300
636,1596,1327060,6212,1360300
636,1596,1328060,6212,1361300
636,1596,1329060,6212,1362300
636,1596,1329870,6212,1363110
637,1604,1337870,6212,1371110
637,1604,1338870,6212,1372110
637,1604,1338870,6212,1372580
637,1604,1339870,6212,1373580
637,1604,1340330,6212,1374040
637,1604,1341140,6212,1374850
637,1604,1342140,6212,1375850
637,1604,1342610,6212,1376320
638,1612,1343610,6212,1377320
638,1612,1344200,6212,1377910
638,1612,1344200,6212,1378560
638,1612,1345200,6212,1379560
638,1612,1346200,6212,1380560
638,1612,1346670,6212,1381030
639,1620,1350670,6212,1385030
639,1620,1350670,6212,1386030
639,1620,1351670,6212,1387030
640,1628,1359670,6212,1395030
640,1628,1359670,6212,1396030
640,1628,1360670,6212,1397030
640,1628,1360670,6212,1397680
640,1628,1360670,6212,1398330
640,1628,1361480,6212,1399140
640,1628,1362480,6212,1400140
641,1636,1363480,6212,1401140
641,1636,1363480,6212,1401140
642,1644,1364480,6212,1402140
642,1644,1364480,6212,1402140
642,1644,1365290,6212,1402950
642,1644,1365290,6212,1402950
642,1644,1366290,6212,1403950
642,1644,1367100,6212,1404760
642,1644,1368100,6212,1405760
642,1644,1368650,6212,1406310
642,1644,1368650,6212,1406780
642,1644,1369650,6212,1407780
642,1644,1369880,6212,1408010
642,1644,1370880,6212,1409010
642,1644,1371880,6212,1410010
642,1644,1371880,6212,1410820
642,1644,1371880,6212,1411630
643,1652,1372880,6212,1412630
643,1652,1373530,6212,1413280
643,1652,1373530,6212,1414280
644,1660,1381530,6212,1422280
644,1660,1381530,6212,1423090
644,1660,1381530,6212,1423560
644,1660,1381850,6212,1423880
644,1660,1382850,6212,1424880
644,1660,1383170,6212,1425200
644,1660,1383170,6212,1425200
644,1660,1383170,6212,1426200
644,1660,1384170,6212,1427200
644,1660,1384170,6212,1427200
644,1660,1384980,6212,1428010
644,1660,1385440,6212,1428470
644,1660,1386440,6212,1429470
644,1660,1386900,6212,1429930
644,1660,1386900,6212,1430740
644,1660,1386900,6212,1431210
644,1660,1386900,6212,1432210
644,1660,1386900,6212,1433210
644,1660,1387370,6212,1433680
644,1660,1388370,6212,1434680
644,1660,1389370,6212,1435680
644,1660,1390370,6212,1436680
644,1660,1390690,6212,1437000
644,1660,1391690,6212,1438000
645,1668,1392690,6212,1439000
645,1668,1393690,6212,1440000
645,1668,1394690,6212,1441000
645,1668,1395500,6212,1441810
645,1668,1396310,6212,1442620
645,1668,1396770,6212,1443080
645,1668,1396930,6212,1443240
645,1668,1397930,6212,1444240
645,1668,1398930,6212,1445240
645,1668,1399040,6212,1445350
645,1668,1399040,6212,1445350
645,1668,1399040,6212,1446160
645,1668,1399850,6212,1446970
645,1668,1400850,6212,1447970
645,1668,1400850,6212,1447970
645,1668,1401850,6212,1448970
645,1668,1402080,6212,1449200
646,1676,1402890,6212,1450010
646,1676,1403890,6212,1451010
646,1676,1403890,6212,1451820
646,1676,1403890,6212,1452820
646,1676,1403890,6212,1452820
646,1676,1404700,6212,1453630
646,1676,1405700,6212,1454630
646,1676,1406700,6212,1455630
646,1676,1407700,6212,1456630
646,1676,1408510,6212,1457440
646,1676,1409320,6212,1458250
646,1676,1409320,6212,1458250
647,1684,1409790,6212,1458720
647,1684,1410790,6212,1459720
647,1684,1410790,6212,1459720
647,1684,1411790,6212,1460720
647,1684,1412790,6212,1461720
647,1684,1412790,6212,1462190
647,1684,1413790,6212,1463190
647,1684,1414790,6212,1464190
647,1684,1414790,6212,1464190
647,1684,1415600,6212,1465000
647,1684,1416600,6212,1466000
648,1692,1417410,6212,1466810
649,1700,1418410,6212,1467810
649,1700,1418880,6212,1468280
649,1700,1419880,6212,1469280
649,1700,1419880,6212,1470280
649,1700,1419880,6212,1471280
649,1700,1420880,6212,1472280
649,1700,1421880,6212,1473280
649,1700,1422350,6212,1473750
649,1700,1423350,6212,1474750
649,1700,1424350,6212,1475750
649,1700,1424350,6212,1475750
649,1700,1425350,6212,1476750
649,1700,1425350,6212,1476750
649,1700,1425350,6212,1476750
649,1700,1425350,6212,1477220
649,1700,1425350,6212,1478220
649,1700,1426350,6212,1479220
649,1700,1427350,6212,1480220
649,1700,1428350,6212,1481220
649,1700,1428510,6212,1481380
649,1700,1429100,6212,1481970
649,1700,1430100,6212,1482970
649,1700,1430100,6212,1483290
649,1700,1430570,6212,1483760
649,1700,1430570,6212,1483760
649,1700,1431570,6212,1484760
649,1700,1431570,6212,1485570
649,1700,1431570,6212,1485570
649,1700,1432380,6212,1486380
649,1700,1432380,6212,1486850
649,1700,1432380,6212,1487850
650,1708,1432840,6212,1488310
650,1708,1432840,6212,1488310
650,1708,1433840,6212,1489310
650,1708,1434840,6212,1490310
650,1708,1435650,6212,1491120
650,1708,1436120,6212,1491590
650,1708,1437120,6212,1492590
651,1716,1438120,6212,1493590
651,1716,1439120,6212,1494590
651,1716,1439120,6212,1494590
651,1716,1440120,6212,1495590
651,1716,1441120,6212,1496590
652,1724,1441930,6212,1497400
652,1724,1442930,6212,1498400
652,1724,1443480,6212,1498950
652,1724,1443480,6212,1499420
652,1724,1443950,6212,1499890
652,1724,1443950,6212,1499890
652,1724,1443950,6212,1500210
652,1724,1443950,6212,1500210
652,1724,1444950,6212,1501210
652,1724,1445950,6212,1502210
652,1724,1446950,6212,1503210
652,1724,1446950,6212,1503860
652,1724,1447270,6212,1504180
652,1724,1447270,6212,1504180
653,1732,1448270,6212,1505180
653,1732,1449270,6212,1506180
653,1732,1450270,6212,1507180
653,1732,1450270,6212,1507990
653,1732,1450270,6212,1507990
653,1732,1451270,6212,1508990
654,1740,1451920,6212,1509640
654,1740,1451920,6212,1510190
654,1740,1452920,6212,1511190
654,1740,1453920,6212,1512190
654,1740,1453920,6212,1512190
654,1740,1453920,6212,1512190
654,1740,1454920,6212,1513190
654,1740,1454920,6212,1513190
654,1740,1455390,6212,1513660
654,1740,1456390,6212,1514660
654,1740,1456710,6212,1514980
654,1740,1457180,6212,1515450
654,1740,1458180,6212,1516450
654,1740,1458650,6212,1516920
654,1740,1459120,6212,1517390
654,1740,1459120,6212,1517860
654,1740,1459930,6212,1518670
655,1748,1460930,6212,1519670
656,1756,1461930,6212,1520670
656,1756,1461930,6212,1520670
656,1756,1462930,6212,1521670
656,1756,1463930,6212,1522670
656,1756,1463930,6212,1523220
656,1756,1463930,6212,1524220
656,1756,1464930,6212,1525220
656,1756,1465390,6212,1525680
656,1756,1465390,6212,1525680
656,1756,1465390,6212,1525680
656,1756,1466390,6212,1526680
656,1756,1467390,6212,1527680
657,1764,1468200,6212,1528490
657,1764,1468670,6212,1528960
657,1764,1469670,6212,1529960
657,1764,1469670,6212,1530330
657,1764,1470670,6212,1531330
657,1764,1470670,6212,1531330
657,1764,1470670,6212,1532330
657,1764,1470670,6212,1532800
657,1764,1471260,6212,1533390
657,1764,1472260,6212,1534390
657,1764,1473070,6212,1535200
657,1764,1473070,6212,1535200
657,1764,1474070,6212,1536200
657,1764,1474070,6212,1536420
657,1764,1475070,6212,1537420
657,1764,1475300,6212,1537650
657,1764,1475770,6212,1538120
657,1764,1476770,6212,1539120
657,1764,1477090,6212,1539440
657,1764,1478090,6212,1540440
657,1764,1478090,6212,1541440
657,1764,1479090,6212,1542440
657,1764,1479090,6212,1542440
658,1772,1480090,6212,1543440
658,1772,1481090,6212,1544440
658,1772,1481090,6212,1545250
658,1772,1481140,6212,1545300
658,1772,1482140,6212,1546300
658,1772,1482140,6212,1546620
658,1772,1483140,6212,1547620
658,1772,1484140,6212,1548620
658,1772,1485140,6212,1549620
658,1772,1486140,6212,1550620
658,1772,1487140,6212,1551620
659,1780,1488140,6212,1552620
659,1780,1488140,6212,1552620
659,1780,1489140,6212,1553620
659,1780,1490140,6212,1554620
659,1780,1490140,6212,1555090
659,1780,1490360,6212,1555310
659,1780,1492360,6212,1557310
659,1780,1492360,6212,1557310
660,1788,1493360,6212,1558310
660,1788,1494360,6212,1559310
660,1788,1495170,6212,1560120
660,1788,1496170,6212,1561120
660,1788,1496170,6212,1561120
660,1788,1496490,6212,1561440
660,1788,1496490,6212,1562440
660,1788,1496490,6212,1563250
660,1788,1496490,6212,1563250
660,1788,1496490,6212,1563250
660,1788,1496960,6212,1563720
660,1788,1497430,6212,1564190
660,1788,1497430,6212,1564190
660,1788,1497430,6212,1565190
660,1788,1498430,6212,1566190
660,1788,1499240,6212,1567000
660,1788,1500050,6212,1567810
660,1788,1500050,6212,1568810
660,1788,1501050,6212,1569810
660,1788,1502050,6212,1570810
661,1796,1503050,6212,1571810
661,1796,1504050,6212,1572810
661,1796,1504510,6212,1573270
661,1796,1505510,6212,1574270
661,1796,1505980,6212,1574740
661,1796,1506450,6212,1575210
661,1796,1507450,6212,1576210
661,1796,1507450,6212,1577020
661,1796,1508450,6212,1578020
661,1796,1508450,6212,1578020
661,1796,1508450,6212,1578830
662,1804,1509450,6212,1579830
662,1804,1510450,6212,1580830
662,1804,1511260,6212,1581640
662,1804,1512260,6212,1582640
662,1804,1512910,6212,1583290
662,1804,1513910,6212,1584290
662,1804,1514500,6212,1584880
662,1804,1515500,6212,1585880
662,1804,1515500,6212,1586690
662,1804,1516500,6212,1587690
662,1804,1516500,6212,1587690
662,1804,1516500,6212,1587690
662,1804,1516500,6212,1587690
663,1812,1516970,6212,1588160
663,1812,1517520,6212,1588710
663,1812,1517520,6212,1589300
663,1812,1517520,6212,1590300
663,1812,1517520,6212,1590300
663,1812,1517520,6212,1590300
663,1812,1517520,6212,1590770
663,1812,1518330,6212,1591580
663,1812,1519330,6212,1592580
663,1812,1520330,6212,1593580
663,1812,1520560,6212,1593810
663,1812,1521560,6212,1594810
663,1812,1521560,6212,1594810
663,1812,1521720,6212,1594970
664,1820,1522190,6212,1595440
664,1820,1522410,6212,1595660
664,1820,1522410,6212,1596660
664,1820,1522410,6212,1597470
664,1820,1523220,6212,1598280
664,1820,1524220,6212,1599280
664,1820,1524870,6212,1599930
664,1820,1524870,6212,1599930
664,1820,1525870,6212,1600930
664,1820,1525870,6212,1600930
664,1820,1526870,6212,1601930
664,1820,1527870,6212,1602930
664,1820,1528870,6212,1603930
664,1820,1528870,6212,1603930
664,1820,1529870,6212,1604930
664,1820,1530870,6212,1605930
664,1820,1530870,6212,1605930
664,1820,1531870,6212,1606930
664,1820,1532870,6212,1607930
664,1820,1532870,6212,1608250
664,1820,1533870,6212,1609250
664,1820,1534680,6212,1610060
664,1820,1535490,6212,1610870
665,1828,1535950,6212,1611330
665,1828,1539950,6212,1615330
665,1828,1540950,6212,1616330
665,1828,1540950,6212,1616330
665,1828,1541600,6212,1616980
665,1828,1542600,6212,1617980
665,1828,1542600,6212,1617980
665,1828,1542600,6212,1617980
666,1836,1543150,6212,1618530
666,1836,1543150,6212,1619530
666,1836,1543150,6212,1619530
666,1836,1543800,6212,1620180
666,1836,1544800,6212,1621180
666,1836,1545280,6212,1621660
666,1836,1546280,6212,1622660
666,1836,1547280,6212,1623660
666,1836,1547750,6212,1624130
666,1836,1548750,6212,1625130
667,1844,1549750,6212,1626130
667,1844,1549750,6212,1626600
667,1844,1549970,6212,1626820
667,1844,1550780,6212,1627630
667,1844,1551780,6212,1628630
667,1844,1552250,6212,1629100
667,1844,1552250,6212,1629570
667,1844,1553250,6212,1630570
667,1844,1553250,6212,1630570
667,1844,1553570,6212,1630890
667,1844,1554380,6212,1631700
667,1844,1554540,6212,1631860
667,1844,1555350,6212,1632670
667,1844,1556350,6212,1633670
667,1844,1556810,6212,1634130
667,1844,1556810,6212,1634130
668,1852,1557810,6212,1635130
668,1852,1558460,6212,1635780
668,1852,1559460,6212,1636780
668,1852,1560270,6212,1637590
668,1852,1561270,6212,1638590
668,1852,1561270,6212,1638590
668,1852,1561270,6212,1639590
668,1852,1561270,6212,1639590
668,1852,1561270,6212,1639590
668,1852,1562270,6212,1640590
668,1852,1562920,6212,1641240
669,1860,1563920,6212,1642240
669,1860,1564920,6212,1643240
670,1868,1565920,6212,1644240
670,1868,1566920,6212,1645240
670,1868,1566920,6212,1646240
670,1868,1566920,6212,1646240
670,1868,1567390,6212,1646710
670,1868,1568390,6212,1647710
671,1876,1576390,6212,1655710
671,1876,1577390,6212,1656710
671,1876,1577390,6212,1656710
671,1876,1577390,6212,1656710
671,1876,1577390,6212,1657030
671,1876,1578390,6212,1658030
671,1876,1578390,6212,1658030
671,1876,1579390,6212,1659030
671,1876,1579390,6212,1659030
671,1876,1580390,6212,1660030
672,1884,1581390,6212,1661030
672,1884,1581710,6212,1661350
672,1884,1581820,6212,1661460
672,1884,1582820,6212,1662460
672,1884,1583140,6212,1662780
672,1884,1584140,6212,1663780
672,1884,1584140,6212,1664250
672,1884,1584950,6212,1665060
672,1884,1584950,6212,1665060
672,1884,1585950,6212,1666060
672,1884,1585950,6212,1667060
672,1884,1585950,6212,1667060
672,1884,1586950,6212,1668060
673,1892,1587950,6212,1669060
673,1892,1588950,6212,1670060
673,1892,1589170,6212,1670280
673,1892,1590170,6212,1671280
673,1892,1590980,6212,1672090
673,1892,1591450,6212,1672560
673,1892,1591920,6212,1673030
673,1892,1592920,6212,1674030
673,1892,1592920,6212,1675030
673,1892,1593570,6212,1675680
673,1892,1593570,6212,1676680
674,1900,1594570,6212,1677680
674,1900,1594570,6212,1678490
674,1900,1594570,6212,1679490
674,1900,1594890,6212,1679810
674,1900,1595210,6212,1680130
674,1900,1596210,6212,1681130
674,1900,1597210,6212,1682130
674,1900,1598210,6212,1683130
675,1908,1599210,6212,1684130
675,1908,1599210,6212,1684780
675,1908,1599680,6212,1685250
675,1908,1600680,6212,1686250
675,1908,1601680,6212,1687250
675,1908,1601680,6212,1688060
675,1908,1601680,6212,1689060
675,1908,1602680,6212,1690060
675,1908,1603490,6212,1690870
676,1916,1603950,6212,1691330
676,1916,1604950,6212,1692330
676,1916,1605950,6212,1693330
676,1916,1606420,6212,1693800
676,1916,1607420,6212,1694800
676,1916,1608230,6212,1695610
676,1916,1608230,6212,1696420
676,1916,1609230,6212,1697420
676,1916,1609230,6212,1697420
676,1916,1609230,6212,1698420
676,1916,1610040,6212,1699230
676,1916,1611040,6212,1700230
676,1916,1611040,6212,1700230
676,1916,1611040,6212,1701230
676,1916,1612040,6212,1702230
677,1924,1613040,6212,1703230
677,1924,1613510,6212,1703700
677,1924,1614510,6212,1704700
677,1924,1614510,6212,1705510
677,1924,1615160,6212,1706160
677,1924,1615630,6212,1706630
677,1924,1615950,6212,1706950
677,1924,1616950,6212,1707950
677,1924,1617950,6212,1708950
677,1924,1618950,6212,1709950
677,1924,1618950,6212,1709950
677,1924,1619420,6212,1710420
677,1924,1619420,6212,1710420
677,1924,1620420,6212,1711420
677,1924,1621420,6212,1712420
677,1924,1622230,6212,1713230
677,1924,1623230,6212,1714230
677,1924,1624230,6212,1715230
677,1924,1625230,6212,1716230
678,1932,1625700,6212,1716700
678,1932,1626700,6212,1717700
678,1932,1627020,6212,1718020
678,1932,1628020,6212,1719020
678,1932,1629020,6212,1720020
678,1932,1629020,6212,1720020
678,1932,1629490,6212,1720490
678,1932,1630300,6212,1721300
678,1932,1630300,6212,1721300
679,1940,1631300,6212,1722300
679,1940,1631300,6212,1722770
679,1940,1631530,6212,1723000
679,1940,1632000,6212,1723470
679,1940,1632000,6212,1723470
679,1940,1633000,6212,1724470
679,1940,1633460,6212,1724930
679,1940,1633930,6212,1725400
679,1940,1634930,6212,1726400
679,1940,1635390,6212,1726860
679,1940,1636200,6212,1727670
679,1940,1636200,6212,1727670
679,1940,1637200,6212,1728670
679,1940,1638200,6212,1729670
679,1940,1638200,6212,1730670
679,1940,1639200,6212,1731670
679,1940,1640200,6212,1732670
679,1940,1640200,6212,1732670
679,1940,1640200,6212,1732670
680,1948,1640670,6212,1733140
680,1948,1640670,6212,1733140
680,1948,1641480,6212,1733950
681,1956,1642480,6212,1734950
681,1956,1643480,6212,1735950
681,1956,1644290,6212,1736760
681,1956,1644760,6212,1737230
681,1956,1645570,6212,1738040
681,1956,1646570,6212,1739040
681,1956,1647570,6212,1740040
681,1956,1647570,6212,1740690
681,1956,1648570,6212,1741690
681,1956,1648570,6212,1741690
681,1956,1649570,6212,1742690
681,1956,1650570,6212,1743690
681,1956,1650570,6212,1744690
681,1956,1650890,6212,1745010
681,1956,1651210,6212,1745330
681,1956,1652210,6212,1746330
681,1956,1653210,6212,1747330
681,1956,1654210,6212,1748330
681,1956,1655210,6212,1749330
681,1956,1655210,6212,1750140
681,1956,1655210,6212,1750140
682,1964,1655680,6212,1750610
682,1964,1656680,6212,1751610
682,1964,1657680,6212,1752610
682,1964,1658000,6212,1752930
682,1964,1659000,6212,1753930
682,1964,1659470,6212,1754400
682,1964,1660280,6212,1755210
682,1964,1660600,6212,1755530
682,1964,1660600,6212,1755530
682,1964,1660600,6212,1755530
682,1964,1660600,6212,1755530
682,1964,1661600,6212,1756530
683,1972,1662600,6212,1757530
683,1972,1663410,6212,1758340
683,1972,1663410,6212,1758340
683,1972,1663410,6212,1759150
683,1972,1663410,6212,1759150
683,1972,1663880,6212,1759620
683,1972,1663880,6212,1759620
683,1972,1664880,6212,1760620
683,1972,1664880,6212,1761620
683,1972,1664880,6212,1761620
683,1972,1665690,6212,1762430
683,1972,1666160,6212,1762900
683,1972,1667160,6212,1763900
683,1972,1667750,6212,1764490
683,1972,1668070,6212,1764810
683,1972,1668070,6212,1764810
683,1972,1668070,6212,1765810
684,1980,1669070,6212,1766810
684,1980,1670070,6212,1767810
684,1980,1671070,6212,1768810
684,1980,1671620,6212,1769360
684,1980,1671620,6212,1769360
684,1980,1672620,6212,1770360
684,1980,1673620,6212,1771360
684,1980,1673620,6212,1771360
684,1980,1673620,6212,1771360
684,1980,1674170,6212,1771910
684,1980,1675170,6212,1772910
685,1988,1676170,6212,1773910
685,1988,1677170,6212,1774910
685,1988,1677390,6212,1775130
685,1988,1677850,6212,1775590
685,1988,1678850,6212,1776590
685,1988,1679440,6212,1777180
685,1988,1680440,6212,1778180
685,1988,1681440,6212,1779180
685,1988,1682440,6212,1780180
685,1988,1682440,6212,1781180
685,1988,1683440,6212,1782180
685,1988,1683760,6212,1782500
685,1988,1683760,6212,1782500
685,1988,1683760,6212,1783090
685,1988,1683760,6212,1783090
685,1988,1683760,6212,1783090
685,1988,1683760,6212,1783090
685,1988,1684230,6212,1783560
686,1996,1685230,6212,1784560
686,1996,1686040,6212,1785370
686,1996,1686040,6212,1785370
686,1996,1686360,6212,1785690
686,1996,1686360,6212,1786690
686,1996,1687360,6212,1787690
686,1996,1688360,6212,1788690
686,1996,1688360,6212,1789690
686,1996,1688360,6212,1790500
686,1996,1689360,6212,1791500
686,1996,1690360,6212,1792500
686,1996,1690360,6212,1793500
686,1996,1691360,6212,1794500
686,1996,1692360,6212,1795500
687,2004,1692910,6212,1796050
687,2004,1692910,6212,1796860
687,2004,1692910,6212,1796860
687,2004,1693910,6212,1797860
687,2004,1693910,6212,1797860
687,2004,1694910,6212,1798860
687,2004,1695910,6212,1799860
687,2004,1696560,6212,1800510
687,2004,1696560,6212,1800510
687,2004,1697560,6212,1801510
687,2004,1698560,6212,1802510
687,2004,1698560,6212,1802510
687,2004,1699370,6212,1803320
687,2004,1699370,6212,1803320
688,2012,1700370,6212,1804320
688,2012,1700690,6212,1804640
688,2012,1701690,6212,1805640
688,2012,1702690,6212,1806640
689,2020,1710690,6212,1814640
689,2020,1711690,6212,1815640
689,2020,1712340,6212,1816290
689,2020,1713340,6212,1817290
689,2020,1713340,6212,1817290
689,2020,1714340,6212,1818290
689,2020,1715340,6212,1819290
690,2028,1716340,6212,1820290
690,2028,1716340,6212,1821290
690,2028,1716340,6212,1821290
690,2028,1716340,6212,1822100
690,2028,1716340,6212,1823100
690,2028,1717340,6212,1824100
690,2028,1718340,6212,1825100
690,2028,1718690,6212,1825450
690,2028,1719160,6212,1825920
690,2028,1720160,6212,1826920
690,2028,1720480,6212,1827240
690,2028,1721130,6212,1827890
690,2028,1721450,6212,1828210
690,2028,1721450,6212,1829210
690,2028,1721450,6212,1830210
690,2028,1721820,6212,1830580
690,2028,1721820,6212,1831050
690,2028,1722820,6212,1832050
690,2028,1723410,6212,1832640
691,2036,1724220,6212,1833450
691,2036,1724220,6212,1833450
691,2036,1725220,6212,1834450
691,2036,1725220,6212,1835450
691,2036,1725220,6212,1836450
691,2036,1726030,6212,1837260
691,2036,1726030,6212,1838260
691,2036,1726030,6212,1839260
691,2036,1727030,6212,1840260
691,2036,1727680,6212,1840910
691,2036,1728680,6212,1841910
691,2036,1729680,6212,1842910
691,2036,1730680,6212,1843910
692,2044,1731150,6212,1844380
692,2044,1732150,6212,1845380
692,2044,1733150,6212,1846380
692,2044,1734150,6212,1847380
692,2044,1734150,6212,1847380
692,2044,1735150,6212,1848380
692,2044,1735960,6212,1849190
692,2044,1736960,6212,1850190
692,2044,1737770,6212,1851000
693,2052,1738580,6212,1851810
693,2052,1738580,6212,1851810
693,2052,1738580,6212,1852810
693,2052,1739580,6212,1853810
693,2052,1740230,6212,1854460
693,2052,1741230,6212,1855460
693,2052,1741230,6212,1856270
693,2052,1741230,6212,1856740
693,2052,1741550,6212,1857060
693,2052,1741780,6212,1857290
693,2052,1742780,6212,1858290
693,2052,1743780,6212,1859290
693,2052,1744590,6212,1860100
693,2052,1745590,6212,1861100
694,2060,1746400,6212,1861910
694,2060,1746400,6212,1861910
694,2060,1746400,6212,1862910
694,2060,1747050,6212,1863560
694,2060,1747050,6212,1863560
694,2060,1747050,6212,1863560
694,2060,1747520,6212,1864030
694,2060,1747980,6212,1864490
694,2060,1748300,6212,1864810
694,2060,1749300,6212,1865810
694,2060,1749300,6212,1866620
694,2060,1749300,6212,1867620
694,2060,1749770,6212,1868090
694,2060,1749770,6212,1869090
694,2060,1750420,6212,1869740
694,2060,1750420,6212,1870740
694,2060,1751420,6212,1871740
694,2060,1752420,6212,1872740
695,2068,1753230,6212,1873550
695,2068,1754040,6212,1874360
695,2068,1754040,6212,1875360
695,2068,1755040,6212,1876360
695,2068,1755370,6212,1876690
695,2068,1756370,6212,1877690
695,2068,1757370,6212,1878690
695,2068,1758370,6212,1879690
695,2068,1758370,6212,1879690
695,2068,1759370,6212,1880690
695,2068,1760370,6212,1881690
696,2076,1761180,6212,1882500
696,2076,1762180,6212,1883500
696,2076,1763180,6212,1884500
696,2076,1763340,6212,1884660
696,2076,1764340,6212,1885660
696,2076,1765150,6212,1886470
696,2076,1766150,6212,1887470
696,2076,1766150,6212,1887470
696,2076,1767150,6212,1888470
696,2076,1768150,6212,1889470
696,2076,1768150,6212,1890470
697,2084,1769150,6212,1891470
697,2084,1769150,6212,1891470
697,2084,1769470,6212,1891790
697,2084,1769790,6212,1892110
697,2084,1770790,6212,1893110
697,2084,1770790,6212,1893110
697,2084,1770790,6212,1893110
697,2084,1771010,6212,1893330
697,2084,1771600,6212,1893920
697,2084,1772600,6212,1894920
697,2084,1773600,6212,1895920
697,2084,1774410,6212,1896730
697,2084,1775060,6212,1897380
697,2084,1775710,6212,1898030
698,2092,1776520,6212,1898840
698,2092,1776520,6212,1898840
698,2092,1776520,6212,1899840
698,2092,1777520,6212,1900840
698,2092,1777990,6212,1901310
698,2092,1778800,6212,1902120
698,2092,1778800,6212,1902120
698,2092,1779030,6212,1902350
698,2092,1780030,6212,1903350
698,2092,1780030,6212,1903350
698,2092,1780840,6212,1904160
698,2092,1781840,6212,1905160
698,2092,1781840,6212,1905640
698,2092,1781840,6212,1906100
698,2092,1781840,6212,1906910
698,2092,1782650,6212,1907720
698,2092,1782650,6212,1908530
699,2100,1783650,6212,1909530
699,2100,1784650,6212,1910530
699,2100,1785650,6212,1911530
699,2100,1786650,6212,1912530
699,2100,1787650,6212,1913530
699,2100,1788650,6212,1914530
699,2100,1788810,6212,1914690
699,2100,1789620,6212,1915500
699,2100,1790620,6212,1916500
699,2100,1791080,6212,1916960
700,2108,1792080,6212,1917960
700,2108,1792080,6212,1918960
701,2116,1793080,6212,1919960
701,2116,1793670,6212,1920550
