ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
1825567.65,39.23,2.47,198035.0,4.26
1825197.88,39.23,2.47,198325.13,4.26
1825202.44,39.23,2.47,198328.06,4.26
1824859.51,39.23,2.48,198325.64,4.26
1824504.58,39.23,2.48,198323.88,4.26
1824504.58,39.23,2.48,198323.88,4.26
1824134.81,39.23,2.48,198075.65,4.26
1823953.59,39.24,2.48,198210.29,4.26
1823953.59,39.24,2.48,198210.29,4.26
1823571.02,39.23,2.48,197931.84,4.26
1822091.93,39.23,2.48,198015.86,4.26
1821722.15,39.23,2.48,197904.74,4.26
1821722.15,39.23,2.48,197937.41,4.26
1821682.55,39.24,2.48,198329.73,4.27
1821312.78,39.24,2.48,198210.06,4.27
1821316.34,39.24,2.48,198252.43,4.27
1821320.07,39.24,2.48,198309.52,4.27
1821361.0,39.24,2.49,198324.08,4.27
1820979.22,39.24,2.49,198301.05,4.27
1820979.22,39.24,2.49,198301.05,4.27
1820927.62,39.25,2.49,198283.58,4.27
1820545.84,39.25,2.49,198442.59,4.28
1820609.5,39.25,2.5,198278.61,4.28
1820227.72,39.25,2.5,199227.4,4.3
1819845.95,39.26,2.5,199338.77,4.3
1819450.51,39.25,2.5,198984.83,4.29
1819047.7,39.25,2.5,198960.2,4.29
1818644.89,39.25,2.5,198981.37,4.29
1818696.07,39.26,2.5,198966.73,4.29
1818492.34,39.25,2.5,198767.43,4.29
1818278.08,39.25,2.5,198753.25,4.29
1818278.08,39.25,2.5,198753.25,4.29
1817884.07,39.25,2.5,198771.56,4.29
1817935.26,39.26,2.5,198759.26,4.29
1817532.45,39.26,2.5,199191.86,4.3
1817577.82,39.26,2.51,199323.79,4.31
1817577.82,39.26,2.51,199323.79,4.31
1817363.56,39.26,2.51,199662.95,4.31
1817205.66,39.26,2.51,199506.38,4.31
1817051.29,39.26,2.51,199513.99,4.31
1816681.51,39.26,2.51,199485.77,4.31
1816297.51,39.26,2.51,199194.66,4.31
1816297.51,39.26,2.51,199187.16,4.31
1816297.51,39.26,2.51,199187.16,4.31
1816297.51,39.26,2.51,199187.16,4.31
1815927.74,39.26,2.51,199213.32,4.31
1815746.52,39.26,2.51,199196.12,4.31
1815376.74,39.26,2.51,199184.13,4.31
1815376.74,39.26,2.51,199184.13,4.31
1815006.97,39.26,2.51,199399.53,4.31
1815008.84,39.26,2.51,199406.1,4.31
1815008.84,39.26,2.51,199406.1,4.31
1814639.06,39.26,2.51,199347.98,4.31
1814639.06,39.26,2.51,199347.98,4.31
1814269.29,39.26,2.51,199541.05,4.32
1813914.36,39.26,2.51,199544.79,4.32
1813532.58,39.26,2.51,199521.58,4.32
1813150.81,39.26,2.51,199570.52,4.32
1812807.88,39.26,2.51,199555.85,4.32
1812807.88,39.26,2.51,199555.85,4.32
1812807.88,39.26,2.51,199555.85,4.32
1812426.1,39.26,2.51,199554.7,4.32
1809494.77,39.27,2.52,199510.9,4.33
1809112.99,39.27,2.52,199723.85,4.34
1809112.99,39.27,2.52,199723.85,4.34
1809115.89,39.27,2.52,199733.33,4.34
1809292.56,39.28,2.53,199608.81,4.33
1809292.56,39.28,2.53,199608.81,4.33
1809292.56,39.28,2.53,199623.71,4.33
1808917.23,39.28,2.53,199547.71,4.33
1808917.23,39.28,2.53,199537.3,4.33
1808568.41,39.28,2.53,200061.05,4.34
1808198.64,39.28,2.53,200100.42,4.35
1807944.06,39.27,2.53,199828.87,4.34
1807834.29,39.27,2.52,199719.19,4.34
1807464.52,39.27,2.52,199718.99,4.34
1807161.25,39.27,2.52,199422.22,4.33
1806791.47,39.27,2.52,199386.41,4.33
1806875.7,39.28,2.53,199505.96,4.34
1806875.7,39.28,2.53,199505.96,4.34
1806875.7,39.28,2.53,199505.96,4.34
1806568.4,39.28,2.53,200626.15,4.36
1806568.4,39.28,2.53,200626.15,4.36
1806568.4,39.28,2.53,200626.15,4.36
1806202.88,39.28,2.53,199916.21,4.35
1805847.95,39.28,2.53,199918.19,4.35
1805431.09,39.28,2.53,199827.52,4.35
1805267.45,39.28,2.53,199665.91,4.34
1804885.68,39.28,2.53,199640.26,4.34
1804692.45,39.28,2.53,199637.54,4.35
1804764.68,39.29,2.54,199801.15,4.35
1804370.68,39.28,2.53,199800.04,4.35
1803988.9,39.28,2.53,199752.67,4.35
1803988.9,39.28,2.53,199752.67,4.35
1803950.2,39.29,2.54,200699.24,4.37
1803950.2,39.29,2.54,200699.24,4.37
1803957.91,39.29,2.55,200731.32,4.37
1803384.25,39.29,2.54,200409.42,4.37
1803041.33,39.29,2.54,200410.38,4.37
1803230.0,39.3,2.55,200388.03,4.37
1803011.16,39.3,2.55,200421.33,4.37
1802641.38,39.3,2.55,200398.53,4.37
1802271.61,39.3,2.55,200380.24,4.37
1801901.84,39.3,2.55,200425.29,4.37
1801546.91,39.3,2.55,200429.03,4.37
1801507.3,39.3,2.55,200378.82,4.37
1801591.53,39.31,2.56,200376.87,4.37
1801221.76,39.31,2.56,201482.74,4.4
1800839.98,39.31,2.56,201455.32,4.4
1800646.76,39.31,2.56,201507.07,4.4
1800264.98,39.31,2.57,201481.62,4.4
1799883.21,39.31,2.57,201452.08,4.4
1799689.99,39.31,2.57,201749.56,4.41
1799305.98,39.31,2.56,201275.64,4.4
1798924.21,39.31,2.56,201295.45,4.4
1798548.24,39.31,2.57,201296.21,4.4
1798620.47,39.32,2.57,201612.95,4.41
1798277.54,39.32,2.57,201616.69,4.41
1798096.32,39.32,2.58,201600.2,4.41
1797915.1,39.32,2.58,201587.2,4.41
1797915.1,39.32,2.58,201587.2,4.41
1797923.71,39.32,2.58,201710.71,4.41
1797553.94,39.32,2.58,201750.86,4.41
1797553.94,39.32,2.58,201750.86,4.41
1797184.17,39.32,2.58,201719.58,4.41
1797184.17,39.32,2.58,201731.66,4.41
1797184.17,39.32,2.58,201731.66,4.41
1796814.39,39.33,2.58,201712.87,4.41
1796444.62,39.33,2.58,202183.24,4.43
1796050.62,39.32,2.58,201969.57,4.42
1795680.85,39.32,2.58,201845.53,4.42
1795526.47,39.33,2.58,201831.3,4.42
1795486.87,39.33,2.58,201861.29,4.42
1795571.1,39.34,2.59,201839.79,4.42
1795282.71,39.33,2.59,201536.81,4.42
1794912.94,39.33,2.59,201622.93,4.42
1794543.17,39.33,2.59,201568.14,4.42
1794173.39,39.33,2.59,201623.95,4.42
1794173.61,39.33,2.59,201624.35,4.42
1794173.61,39.33,2.59,201624.35,4.42
1794173.61,39.33,2.59,201636.74,4.42
1794173.61,39.33,2.59,201636.74,4.42
1793835.07,39.34,2.59,202666.53,4.44
1793622.62,39.34,2.59,202629.27,4.44
1793622.62,39.34,2.59,202629.27,4.44
1793279.69,39.34,2.59,202633.01,4.45
1792909.92,39.34,2.59,202607.94,4.45
1792519.49,39.33,2.59,202229.22,4.44
1792149.71,39.34,2.59,202250.3,4.44
1792149.71,39.34,2.59,202250.3,4.44
1792149.71,39.34,2.59,202250.3,4.44
1791779.94,39.34,2.59,202235.67,4.44
1791779.94,39.34,2.59,202235.67,4.44
1791864.17,39.34,2.6,202218.59,4.44
1791682.95,39.34,2.6,202440.41,4.45
1791682.95,39.34,2.6,202440.41,4.45
1791313.18,39.35,2.6,202532.64,4.45
1790919.17,39.34,2.6,202257.72,4.44
1790708.33,39.34,2.59,202078.7,4.44
1790792.56,39.34,2.6,202725.7,4.45
1790792.56,39.34,2.6,202725.7,4.45
1790437.63,39.34,2.6,202726.66,4.45
1790053.63,39.34,2.59,202345.25,4.45
1790125.85,39.35,2.6,202322.4,4.45
1790125.85,39.35,2.6,202322.4,4.45
1789741.85,39.34,2.6,202355.55,4.45
1789741.85,39.34,2.6,202355.55,4.45
1789741.85,39.34,2.6,202355.55,4.45
1789360.07,39.34,2.6,202328.6,4.45
1788978.3,39.34,2.6,202314.15,4.45
1788596.52,39.34,2.6,202481.65,4.45
1788596.52,39.34,2.6,202481.65,4.45
1788214.75,39.34,2.6,202372.32,4.45
1788214.75,39.34,2.6,202372.32,4.45
1788214.75,39.34,2.6,202372.32,4.45
1788286.97,39.35,2.6,202305.86,4.45
1788293.43,39.35,2.6,202887.02,4.46
1788093.75,39.35,2.61,202945.54,4.47
1787750.82,39.35,2.61,202945.46,4.47
1787381.05,39.35,2.61,202921.87,4.47
1787199.83,39.36,2.61,202967.34,4.47
1786805.83,39.35,2.61,202638.86,4.46
1786624.61,39.35,2.61,202608.57,4.46
1786254.84,39.35,2.61,202586.27,4.46
1785885.06,39.36,2.61,202581.24,4.46
1785845.46,39.36,2.62,203291.32,4.48
1785475.69,39.36,2.62,203171.73,4.48
1785497.64,39.36,2.62,203301.65,4.48
1785497.64,39.36,2.62,203301.65,4.48
1785154.72,39.36,2.62,203299.23,4.48
1784784.94,39.36,2.62,203277.98,4.48
1784973.62,39.37,2.63,203331.44,4.48
1784754.77,39.37,2.62,203297.31,4.48
1784385.0,39.37,2.62,203272.48,4.48
1784385.0,39.37,2.62,203272.48,4.48
1784015.23,39.37,2.62,203475.69,4.49
1783645.45,39.37,2.62,203359.61,4.49
1783645.45,39.37,2.62,203359.61,4.49
1783660.68,39.37,2.63,203376.64,4.49
1783660.68,39.37,2.63,203376.64,4.49
1783660.68,39.37,2.63,203376.64,4.49
1783660.68,39.37,2.63,203376.64,4.49
1783361.08,39.37,2.62,204089.87,4.51
1783006.15,39.37,2.62,204091.86,4.51
1783511.6,39.38,2.64,204425.13,4.51
1782970.21,39.38,2.63,204018.16,4.51
1783146.88,39.38,2.64,203994.79,4.51
1783146.88,39.38,2.64,203994.79,4.51
1783146.88,39.38,2.64,203994.79,4.51
1783149.78,39.38,2.64,204007.94,4.51
1782746.96,39.38,2.64,203986.21,4.51
1782365.19,39.38,2.64,204027.4,4.51
1782365.19,39.38,2.64,204027.4,4.51
1782365.19,39.38,2.64,204027.4,4.51
1782365.19,39.38,2.64,204027.4,4.51
1782365.19,39.38,2.64,204027.4,4.51
1782015.14,39.38,2.64,204003.15,4.51
1782015.14,39.38,2.64,204003.15,4.51
1781633.37,39.38,2.64,203977.92,4.51
1781251.59,39.38,2.64,204864.17,4.53
1781251.59,39.38,2.64,204864.17,4.53
1781071.27,39.38,2.64,204368.16,4.52
1781201.06,39.39,2.65,204374.8,4.52
1781201.06,39.39,2.65,204374.8,4.52
1781153.58,39.39,2.65,205244.89,4.54
1780888.91,39.39,2.65,204912.57,4.53
1780888.91,39.39,2.65,204912.57,4.53
1780486.1,39.39,2.65,204933.07,4.53
1780083.28,39.39,2.65,204911.91,4.53
1779740.36,39.39,2.65,204912.87,4.54
1779337.54,39.39,2.65,204902.98,4.54
1779357.43,39.4,2.66,205044.29,4.54
1779357.43,39.4,2.66,205044.29,4.54
1779357.43,39.4,2.66,205044.29,4.54
1778954.62,39.4,2.66,205132.36,4.54
1778954.62,39.4,2.66,205132.36,4.54
1778954.62,39.4,2.66,205132.36,4.54
1778974.51,39.4,2.66,205736.88,4.56
1778604.74,39.4,2.66,205712.25,4.56
1778234.96,39.4,2.67,205762.4,4.56
1777865.19,39.4,2.67,205721.06,4.56
1777666.43,39.4,2.66,205405.44,4.55
1777666.43,39.4,2.66,205405.44,4.55
1777296.66,39.4,2.66,205549.1,4.56
1777296.66,39.4,2.66,205549.1,4.56
1777296.66,39.4,2.66,205549.1,4.56
1777296.66,39.4,2.66,205549.1,4.56
1776926.89,39.4,2.66,205388.99,4.55
1776571.96,39.4,2.67,205382.77,4.56
1776202.18,39.4,2.67,205535.25,4.56
1776202.18,39.4,2.67,205535.25,4.56
1776202.18,39.4,2.67,205535.25,4.56
1776217.54,39.41,2.67,205704.18,4.56
1776217.54,39.41,2.67,205704.18,4.56
1776217.54,39.41,2.67,205704.18,4.56
1776218.27,39.41,2.67,205720.51,4.56
1776290.5,39.42,2.68,205704.83,4.56
1776290.5,39.42,2.68,205704.83,4.56
1776097.28,39.42,2.68,205749.3,4.57
1776097.28,39.42,2.68,205749.3,4.57
1775802.15,39.41,2.68,205505.4,4.56
1775420.37,39.41,2.68,205473.88,4.56
1775038.6,39.41,2.68,205699.28,4.57
1774656.82,39.41,2.68,205639.19,4.57
1774313.89,39.42,2.68,205637.73,4.57
1774120.67,39.42,2.68,205515.45,4.57
1773750.9,39.42,2.68,205493.24,4.57
1773369.12,39.42,2.68,206231.26,4.58
1773369.12,39.42,2.68,206231.26,4.58
1772999.35,39.42,2.68,206332.8,4.59
1772629.58,39.42,2.68,206239.57,4.59
1772682.51,39.43,2.69,206366.19,4.59
1772501.29,39.43,2.69,206250.49,4.59
1772501.29,39.43,2.69,206250.49,4.59
1772501.29,39.43,2.69,206250.49,4.59
1772501.29,39.43,2.69,206250.49,4.59
1772131.51,39.43,2.69,206216.63,4.59
1771761.74,39.43,2.69,206815.37,4.6
1771748.98,39.44,2.7,206816.48,4.6
1771748.98,39.44,2.7,206816.48,4.6
1771379.21,39.44,2.7,206792.88,4.6
1771379.21,39.44,2.7,206792.88,4.6
1771379.21,39.44,2.7,206792.88,4.6
1771379.21,39.44,2.7,206792.88,4.6
1771383.8,39.44,2.7,206783.86,4.6
1771014.03,39.44,2.7,206809.63,4.61
1770768.42,39.43,2.7,206562.47,4.6
1770768.42,39.43,2.7,206562.47,4.6
1770398.65,39.44,2.7,206539.56,4.6
1767467.31,39.44,2.7,206495.75,4.61
1767097.54,39.44,2.7,206575.74,4.61
1767097.54,39.44,2.7,206575.74,4.61
1767097.54,39.44,2.7,206575.74,4.61
1767097.54,39.44,2.7,206575.74,4.61
1766727.77,39.44,2.7,206496.27,4.61
1766372.84,39.44,2.71,206498.25,4.61
1766003.07,39.44,2.71,206478.09,4.61
1766003.07,39.44,2.71,206478.09,4.61
1766003.07,39.44,2.71,206478.09,4.61
1765821.85,39.45,2.71,206977.19,4.62
1765440.07,39.45,2.71,206953.89,4.62
1765097.14,39.45,2.71,206957.63,4.63
1764715.37,39.45,2.71,207014.37,4.63
1764389.52,39.44,2.71,206709.14,4.62
1764461.75,39.45,2.71,206665.64,4.62
1764079.97,39.45,2.71,206641.77,4.62
1763761.16,39.45,2.71,206322.95,4.61
1763709.55,39.45,2.71,206898.22,4.63
1763709.55,39.45,2.71,206898.22,4.63
1763709.55,39.45,2.71,206898.22,4.63
1763360.17,39.45,2.72,206669.28,4.62
1763019.12,39.45,2.71,206370.5,4.62
1762918.48,39.45,2.71,207116.27,4.63
1762548.71,39.45,2.71,207088.85,4.64
1762235.52,39.45,2.71,206749.14,4.63
1762054.3,39.45,2.72,206796.34,4.63
1762054.3,39.45,2.72,206796.34,4.63
1761684.53,39.45,2.72,206744.27,4.63
1761314.76,39.45,2.72,206751.02,4.63
1760944.98,39.45,2.72,206818.32,4.63
1760763.76,39.46,2.72,207204.32,4.64
1760393.99,39.46,2.72,207066.14,4.64
1760051.06,39.46,2.72,207067.1,4.64
1759681.29,39.46,2.72,207042.47,4.64
1759641.69,39.46,2.73,207082.03,4.64
1759641.69,39.46,2.73,207082.03,4.64
1759641.69,39.46,2.73,207082.03,4.64
1759271.92,39.46,2.73,207048.7,4.64
1759271.92,39.46,2.73,207048.7,4.64
1758902.14,39.46,2.73,207033.92,4.65
1758532.37,39.46,2.73,207224.22,4.65
1758532.37,39.46,2.73,207224.22,4.65
1758535.26,39.46,2.73,207267.09,4.65
1758165.49,39.46,2.73,207198.23,4.65
1757984.27,39.47,2.73,207487.69,4.66
1757641.34,39.47,2.73,207489.67,4.66
1757460.12,39.47,2.74,207472.08,4.66
1757460.12,39.47,2.74,207472.08,4.66
1757460.12,39.47,2.74,207427.12,4.66
1757090.35,39.47,2.74,207416.34,4.66
1756714.38,39.47,2.74,207419.53,4.66
1756714.38,39.47,2.74,207419.53,4.66
1756344.61,39.47,2.74,207471.7,4.66
1756344.61,39.47,2.74,207471.7,4.66
1756344.61,39.47,2.74,207471.7,4.66
1756060.09,39.47,2.74,207207.47,4.66
1756060.09,39.47,2.74,207207.47,4.66
1756060.09,39.47,2.74,207207.47,4.66
1755690.32,39.47,2.74,207161.26,4.66
1755509.1,39.47,2.74,207155.27,4.66
1755139.33,39.47,2.74,207624.85,4.67
1754958.11,39.48,2.74,207680.35,4.67
1754958.11,39.48,2.74,207680.35,4.67
1754615.18,39.48,2.74,207677.84,4.67
1754575.58,39.48,2.75,207658.36,4.67
1754575.58,39.48,2.75,207682.62,4.67
1754575.58,39.48,2.75,207682.62,4.67
1754575.58,39.48,2.75,207682.62,4.67
1754668.37,39.49,2.75,207723.43,4.67
1754668.37,39.49,2.75,207723.43,4.67
1754668.37,39.49,2.75,207723.43,4.67
1754668.37,39.49,2.75,207723.43,4.67
1754298.6,39.49,2.76,207680.93,4.67
1753906.03,39.49,2.75,207993.59,4.68
1753536.26,39.49,2.75,207827.04,4.68
1753536.26,39.49,2.75,207827.04,4.68
1753166.48,39.49,2.75,207759.5,4.68
1752827.95,39.49,2.75,208294.6,4.69
1752485.02,39.49,2.75,208292.09,4.69
1752272.56,39.49,2.76,208218.82,4.69
1752091.34,39.49,2.76,208198.85,4.69
1751721.57,39.49,2.76,208224.86,4.69
1751351.8,39.5,2.76,208206.76,4.7
1751041.63,39.49,2.76,207955.84,4.69
1750671.86,39.49,2.76,207945.7,4.69
1750302.08,39.49,2.76,208302.43,4.7
1749963.55,39.49,2.76,208186.13,4.7
1749963.55,39.49,2.76,208186.13,4.7
1749562.54,39.49,2.76,208114.57,4.7
1749159.73,39.49,2.76,208092.29,4.7
1748945.46,39.5,2.76,208087.23,4.7
1748542.65,39.5,2.76,208102.72,4.7
1748139.84,39.5,2.76,208088.39,4.7
1747981.28,39.49,2.76,207930.43,4.7
1747981.28,39.49,2.76,207930.43,4.7
1747767.02,39.5,2.76,207920.54,4.7
1747767.02,39.5,2.76,207920.54,4.7
1747767.02,39.5,2.76,207920.54,4.7
1747364.21,39.5,2.76,208312.64,4.71
1747364.21,39.5,2.76,208312.64,4.71
1746961.4,39.5,2.77,208234.76,4.71
1746961.4,39.5,2.77,208234.76,4.71
1746961.4,39.5,2.77,208327.58,4.71
1746961.4,39.5,2.77,208327.58,4.71
1746661.6,39.49,2.76,208030.33,4.7
1746318.67,39.49,2.76,208031.29,4.7
1746318.67,39.49,2.76,208080.2,4.71
1746318.67,39.49,2.76,208075.24,4.71
1746118.26,39.49,2.76,207900.53,4.7
1746118.26,39.49,2.76,207900.53,4.7
1745748.49,39.49,2.76,207878.25,4.7
1745378.72,39.49,2.76,207901.47,4.7
1745197.5,39.49,2.76,207883.5,4.7
1745197.5,39.49,2.76,207883.5,4.7
1745157.89,39.5,2.77,207867.93,4.7
1744976.68,39.5,2.77,208135.03,4.71
1744976.68,39.5,2.77,208135.03,4.71
1744606.9,39.5,2.77,208215.46,4.71
1744237.13,39.5,2.77,208426.92,4.72
1744348.2,39.51,2.78,208431.46,4.72
1744166.99,39.51,2.78,208411.53,4.72
1744166.99,39.51,2.78,208411.53,4.72
1743956.6,39.51,2.78,208329.76,4.72
1743586.83,39.51,2.78,208320.53,4.72
1743586.83,39.51,2.78,208313.86,4.72
1743405.61,39.51,2.78,208355.0,4.72
1743035.83,39.52,2.78,208318.39,4.72
1742631.83,39.51,2.78,208524.77,4.73
1742724.63,39.52,2.79,208406.63,4.73
1742724.63,39.52,2.79,208406.63,4.73
1742543.41,39.52,2.79,209141.36,4.74
1742362.19,39.52,2.79,209452.87,4.75
1741986.22,39.52,2.79,209458.84,4.75
1741986.22,39.52,2.79,209458.84,4.75
1741643.29,39.52,2.79,209462.58,4.75
1741273.52,39.52,2.8,209435.17,4.75
1740903.75,39.53,2.8,209461.75,4.76
1740903.75,39.53,2.8,209461.75,4.76
1740745.61,39.52,2.79,209308.29,4.75
1740564.39,39.53,2.8,209290.2,4.75
1740194.62,39.53,2.8,209275.34,4.75
1740194.62,39.53,2.8,209275.34,4.75
1739824.85,39.53,2.8,209397.95,4.76
1739455.07,39.53,2.8,209265.57,4.76
1739455.07,39.53,2.8,209265.57,4.76
1739470.43,39.53,2.8,209815.83,4.77
1739127.5,39.54,2.8,209815.75,4.77
1738946.28,39.54,2.81,209795.23,4.77
1738576.51,39.54,2.81,209821.39,4.77
1738576.51,39.54,2.81,209821.39,4.77
1738576.51,39.54,2.81,209821.39,4.77
1738331.02,39.54,2.81,209569.56,4.77
1738149.8,39.54,2.81,209552.35,4.77
1737780.02,39.54,2.81,209535.64,4.77
1737484.89,39.54,2.81,209219.32,4.76
1737142.19,39.53,2.8,208981.4,4.76
1737330.86,39.54,2.81,209260.48,4.76
1737331.23,39.54,2.81,209300.09,4.76
1737332.68,39.54,2.81,209302.33,4.76
1736982.63,39.54,2.8,209122.64,4.76
1736985.74,39.54,2.8,209139.93,4.76
1736615.97,39.54,2.81,209089.95,4.76
1736246.2,39.54,2.81,209610.68,4.77
1735903.27,39.54,2.81,209608.17,4.77
1735987.5,39.54,2.81,209589.31,4.77
1735617.73,39.54,2.81,209632.89,4.78
1735223.73,39.54,2.81,209604.71,4.78
1734853.95,39.54,2.81,209581.47,4.78
1734484.18,39.54,2.81,209903.42,4.79
1734568.41,39.55,2.82,209902.53,4.79
1734568.41,39.55,2.82,209902.53,4.79
1734568.41,39.55,2.82,209902.53,4.79
1734206.25,39.55,2.82,209646.91,4.78
1734206.25,39.55,2.82,209646.91,4.78
1734206.25,39.55,2.82,209646.91,4.78
1734206.25,39.55,2.82,209646.91,4.78
1733848.5,39.55,2.82,210097.53,4.79
1733848.5,39.55,2.82,210097.53,4.79
1733505.57,39.55,2.82,210090.43,4.79
1733135.8,39.55,2.82,210073.86,4.79
1732766.02,39.55,2.82,210281.04,4.8
1732770.52,39.55,2.82,210285.46,4.8
1732770.52,39.55,2.82,210285.46,4.8
1732770.52,39.55,2.82,210285.46,4.8
1732589.3,39.55,2.82,210138.86,4.8
1732185.66,39.55,2.82,209738.21,4.79
1732004.44,39.55,2.82,209729.48,4.79
1731634.67,39.55,2.82,210059.33,4.8
1731272.51,39.55,2.82,209832.09,4.79
1731280.25,39.56,2.83,210414.45,4.81
1731391.33,39.57,2.84,210418.7,4.81
1731394.22,39.57,2.84,210431.84,4.81
1731010.22,39.56,2.83,210407.51,4.81
1730829.0,39.56,2.83,210441.04,4.81
1730459.23,39.57,2.83,210412.74,4.81
1730459.23,39.57,2.83,210412.74,4.81
1730278.01,39.57,2.84,210398.72,4.81
1729908.23,39.57,2.84,210504.48,4.81
1729538.46,39.57,2.84,210396.69,4.81
1729168.69,39.57,2.84,210442.93,4.82
1729252.92,39.58,2.85,211271.31,4.84
1728909.99,39.58,2.85,211275.05,4.84
1728540.22,39.58,2.85,211247.64,4.84
1727891.64,39.57,2.84,210598.34,4.82
1727521.87,39.57,2.84,210640.36,4.82
1727152.1,39.57,2.84,210595.2,4.82
1726768.1,39.57,2.84,210209.69,4.82
1726398.32,39.57,2.84,210202.77,4.82
1726482.55,39.57,2.84,210595.76,4.83
1726276.05,39.57,2.84,210352.18,4.82
1726244.06,39.57,2.84,210325.87,4.82
1726244.06,39.57,2.84,210325.87,4.82
1725920.24,39.58,2.85,210808.41,4.83
1725907.48,39.58,2.85,210809.52,4.83
1725907.48,39.58,2.85,210809.52,4.83
1725907.48,39.58,2.85,210809.52,4.83
1722976.15,39.59,2.86,210765.72,4.84
1722794.93,39.59,2.86,210745.34,4.84
1722755.32,39.6,2.86,210788.36,4.84
1722755.32,39.6,2.86,210788.36,4.84
1722755.32,39.6,2.86,210788.36,4.84
1722574.1,39.6,2.87,210757.63,4.84
1722574.1,39.6,2.87,210757.63,4.84
1722204.33,39.6,2.87,210734.49,4.85
1722204.33,39.6,2.87,210734.49,4.85
1719272.99,39.61,2.87,210690.69,4.85
1718903.22,39.61,2.87,211087.68,4.86
1718722.0,39.61,2.88,211483.4,4.87
1718722.0,39.61,2.88,211483.4,4.87
1718806.23,39.62,2.88,211871.81,4.88
1718806.23,39.62,2.88,211871.81,4.88
1718651.86,39.62,2.89,211879.42,4.88
1718612.25,39.62,2.89,211852.54,4.88
1718242.48,39.62,2.89,211892.48,4.89
1718242.48,39.62,2.89,211892.48,4.89
1718242.48,39.62,2.89,211892.48,4.89
1718242.48,39.62,2.89,211892.48,4.89
1717872.71,39.63,2.89,211861.4,4.89
1717502.93,39.63,2.89,211840.18,4.89
1717118.93,39.62,2.89,211929.1,4.89
1717203.16,39.63,2.9,212358.69,4.9
1717203.16,39.63,2.9,212358.69,4.9
1716833.39,39.63,2.9,212225.05,4.9
1716605.65,39.63,2.89,211975.76,4.89
1716605.65,39.63,2.89,211975.76,4.89
1716235.88,39.63,2.89,212451.07,4.91
1716126.96,39.62,2.89,212343.0,4.9
1716126.96,39.62,2.89,212343.0,4.9
1715784.03,39.63,2.89,212343.96,4.9
1715414.26,39.63,2.89,212319.33,4.9
1715044.49,39.63,2.9,212348.95,4.91
1714654.05,39.62,2.89,212145.99,4.9
1714284.28,39.62,2.89,212123.27,4.9
1714103.06,39.63,2.89,212108.99,4.9
1713733.29,39.63,2.9,212209.58,4.91
1713733.29,39.63,2.9,212209.58,4.91
1713552.07,39.63,2.9,212353.93,4.91
1713552.07,39.63,2.9,212353.93,4.91
1713182.29,39.63,2.9,212419.14,4.91
1712880.0,39.63,2.89,212118.66,4.91
1712880.0,39.63,2.89,212118.66,4.91
1712537.08,39.63,2.9,212118.58,4.91
1712621.3,39.63,2.9,212096.77,4.91
1712251.53,39.63,2.9,212127.57,4.91
1711881.76,39.64,2.9,212093.28,4.91
1711881.76,39.64,2.9,212093.28,4.91
1711881.76,39.64,2.9,212146.3,4.91
1711511.99,39.64,2.9,212139.72,4.91
1711142.21,39.64,2.9,212689.89,4.93
1711142.21,39.64,2.9,212689.89,4.93
1710806.38,39.64,2.91,212664.82,4.93
1710806.38,39.64,2.91,212664.82,4.93
1710806.38,39.64,2.91,212664.82,4.93
1710810.65,39.64,2.91,212711.44,4.93
1710810.65,39.64,2.91,212711.44,4.93
1710810.65,39.64,2.91,212711.44,4.93
1710456.25,39.64,2.91,212667.49,4.93
1710113.32,39.64,2.91,212663.5,4.93
1709743.55,39.64,2.91,212643.82,4.93
1709703.95,39.65,2.91,212709.98,4.93
1709334.18,39.65,2.91,212671.54,4.93
1709334.18,39.65,2.91,212671.54,4.93
1709334.18,39.65,2.91,212671.54,4.93
1708964.4,39.65,2.92,212634.92,4.93
1708964.4,39.65,2.92,212755.15,4.94
1708783.18,39.65,2.92,213218.38,4.95
1708798.54,39.66,2.92,212823.44,4.94
1708428.77,39.66,2.92,213656.64,4.96
1708085.84,39.66,2.93,213656.56,4.96
1708085.84,39.66,2.93,213656.56,4.96
1708138.77,39.66,2.93,213634.48,4.96
1708138.77,39.66,2.93,213634.48,4.96
1708138.77,39.66,2.93,213634.48,4.96
1708138.77,39.66,2.93,213634.48,4.96
1708181.24,39.67,2.93,213687.81,4.96
1708000.02,39.67,2.94,213716.78,4.96
1707818.8,39.67,2.94,213697.45,4.96
1707903.03,39.68,2.95,213682.4,4.96
1707903.03,39.68,2.95,213682.4,4.96
1707903.03,39.68,2.95,213682.4,4.96
