ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_8e5b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_8e5b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_8e5b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_8e5b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_8e5b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
852543.37,13.72,0.13,197792.18,3.18
852716.53,13.73,0.14,197722.16,3.18
853017.71,13.73,0.14,198114.92,3.19
853760.08,13.75,0.16,198425.92,3.19
854396.5,13.76,0.17,199086.15,3.21
854191.74,13.75,0.16,198813.62,3.2
854015.52,13.75,0.16,198394.23,3.19
853839.31,13.75,0.16,197974.84,3.19
853731.95,13.75,0.16,197867.49,3.19
853821.71,13.75,0.16,197719.08,3.18
854564.08,13.77,0.18,198030.08,3.19
854730.5,13.77,0.18,197953.33,3.19
854896.93,13.77,0.18,197876.58,3.19
855639.3,13.79,0.2,198187.58,3.19
855805.72,13.79,0.2,198110.83,3.19
855895.49,13.79,0.2,197962.43,3.19
856637.86,13.81,0.21,198273.43,3.2
856629.19,13.81,0.22,198021.59,3.19
857730.86,13.82,0.23,198841.81,3.2
857904.02,13.83,0.24,198771.8,3.2
857587.28,13.82,0.23,198455.06,3.2
857322.37,13.82,0.23,198190.15,3.19
858064.74,13.83,0.24,198501.15,3.2
857701.17,13.83,0.24,197894.4,3.19
857524.95,13.83,0.24,197475.01,3.18
857348.73,13.83,0.24,197055.62,3.18
857172.51,13.83,0.24,196636.23,3.17
856996.29,13.83,0.23,196216.84,3.17
857738.66,13.84,0.25,196527.84,3.17
857828.43,13.84,0.25,196379.44,3.17
857994.85,13.84,0.25,196302.69,3.17
857818.63,13.84,0.25,195883.3,3.16
858455.05,13.85,0.26,196276.55,3.17
858278.83,13.85,0.26,196124.14,3.17
858479.35,13.86,0.27,195887.81,3.16
858532.09,13.86,0.27,195749.65,3.16
858222.98,13.86,0.27,195244.17,3.15
858133.86,13.86,0.27,194958.68,3.15
858133.86,13.86,0.27,194948.07,3.15
858266.98,13.86,0.27,194443.59,3.14
858854.49,13.87,0.28,194568.82,3.14
858520.23,13.87,0.28,194069.11,3.13
858211.12,13.87,0.27,193563.62,3.13
859013.96,13.88,0.29,193913.11,3.13
859756.33,13.89,0.3,194224.11,3.14
859447.22,13.89,0.3,193718.62,3.13
859138.1,13.89,0.3,193213.14,3.12
859552.43,13.89,0.3,193239.81,3.12
859823.32,13.9,0.31,193314.33,3.12
860565.69,13.91,0.32,193625.33,3.13
860256.58,13.91,0.32,193119.84,3.12
860998.95,13.92,0.33,193430.84,3.13
860304.74,13.91,0.32,192670.93,3.12
862032.92,13.94,0.35,194528.91,3.15
863746.18,13.97,0.38,195614.42,3.16
864847.85,13.99,0.4,196434.64,3.18
865302.13,13.99,0.4,196416.06,3.18
864803.02,13.99,0.4,195720.57,3.17
865545.39,14.0,0.41,196031.57,3.17
865868.32,14.01,0.42,196199.19,3.17
866969.99,14.03,0.44,197019.42,3.19
867017.35,14.03,0.44,197642.53,3.2
867259.05,14.03,0.44,197256.49,3.19
868360.72,14.05,0.46,198076.71,3.21
868022.28,14.05,0.46,197738.27,3.2
867713.16,14.04,0.45,197232.78,3.19
868455.54,14.06,0.47,197543.78,3.2
868146.42,14.05,0.46,197038.29,3.19
868600.7,14.06,0.47,197019.71,3.19
868291.58,14.06,0.47,196514.22,3.18
868093.17,14.06,0.47,195969.51,3.17
867957.26,14.06,0.47,196028.41,3.17
868699.63,14.07,0.48,196339.41,3.18
868390.52,14.07,0.48,195833.92,3.17
868192.1,14.07,0.48,195289.21,3.16
867993.68,14.07,0.47,194744.5,3.16
868106.44,14.07,0.48,194797.06,3.16
868009.39,14.07,0.48,194604.0,3.15
868289.7,14.07,0.48,194407.72,3.15
869032.07,14.09,0.5,194718.71,3.16
868655.02,14.08,0.49,194190.51,3.15
869102.31,14.09,0.5,194281.58,3.15
869102.31,14.09,0.5,194107.37,3.15
869428.28,14.1,0.51,194161.81,3.15
869435.74,14.1,0.51,194465.72,3.15
869126.63,14.09,0.5,193960.23,3.15
869573.92,14.1,0.51,194051.3,3.15
870281.12,14.12,0.53,194134.88,3.15
870470.22,14.12,0.53,194168.33,3.15
870379.2,14.12,0.53,193781.77,3.14
870226.19,14.12,0.53,193652.77,3.14
870027.77,14.12,0.53,193108.06,3.13
869907.77,14.12,0.53,192945.85,3.13
870188.08,14.12,0.53,192598.41,3.13
870188.08,14.12,0.53,192587.8,3.13
870775.59,14.13,0.54,192713.03,3.13
871517.97,14.15,0.56,193024.03,3.13
873246.15,14.18,0.58,194882.0,3.16
873988.52,14.19,0.6,195193.0,3.17
874576.04,14.2,0.61,195318.23,3.17
875023.33,14.21,0.62,195409.3,3.17
876125.0,14.23,0.64,196229.53,3.19
876867.37,14.24,0.65,196540.53,3.19
880323.74,14.3,0.7,199795.04,3.24
880166.38,14.29,0.7,199637.68,3.24
880908.75,14.31,0.72,199948.68,3.25
881234.72,14.31,0.72,200003.12,3.25
881476.42,14.32,0.73,199667.96,3.24
881397.98,14.32,0.73,199538.63,3.24
881020.92,14.31,0.72,199161.58,3.24
881478.61,14.32,0.73,198956.23,3.23
881364.18,14.32,0.73,198877.09,3.23
881890.85,14.33,0.74,198882.83,3.23
881556.59,14.33,0.74,198383.12,3.22
881222.33,14.33,0.73,197883.4,3.22
880913.21,14.32,0.73,197377.92,3.21
880604.1,14.32,0.73,196872.43,3.2
880514.98,14.32,0.73,196586.94,3.2
881257.35,14.33,0.74,196897.94,3.2
881438.24,14.34,0.75,196882.46,3.2
882025.75,14.35,0.76,197007.68,3.2
881501.49,14.34,0.75,196317.97,3.19
881344.14,14.34,0.75,196160.61,3.19
882057.39,14.35,0.76,196246.12,3.19
882238.28,14.36,0.77,196230.63,3.19
883104.87,14.37,0.78,196990.41,3.21
883552.15,14.38,0.79,197081.48,3.21
883672.33,14.38,0.79,196881.2,3.2
883168.12,14.38,0.78,196425.92,3.2
883622.4,14.38,0.79,196407.33,3.2
883735.16,14.39,0.8,196459.9,3.2
884150.68,14.39,0.8,196247.39,3.2
883952.27,14.39,0.8,195702.68,3.19
884539.78,14.4,0.81,195827.91,3.19
884811.59,14.41,0.82,196100.0,3.19
884714.54,14.41,0.82,195906.93,3.19
884380.28,14.41,0.81,195407.22,3.18
884617.76,14.41,0.82,195249.65,3.18
886331.02,14.44,0.85,196335.17,3.2
887432.69,14.46,0.87,197155.39,3.21
887234.27,14.45,0.86,196610.68,3.2
887448.22,14.46,0.87,196346.42,3.2
888190.59,14.47,0.88,196657.42,3.2
887881.48,14.47,0.88,196151.93,3.2
887724.12,14.47,0.88,195994.57,3.19
888435.94,14.48,0.89,196951.91,3.21
889178.32,14.49,0.9,197262.9,3.21
889070.96,14.49,0.9,197155.55,3.21
889658.47,14.5,0.91,197280.77,3.22
890098.88,14.51,0.92,197546.79,3.22
889764.62,14.5,0.91,197047.08,3.21
890477.88,14.52,0.93,197132.59,3.21
890168.77,14.52,0.92,196627.1,3.21
891270.48,14.53,0.94,197284.6,3.22
892372.15,14.55,0.96,198104.83,3.23
892419.51,14.55,0.96,198727.94,3.24
894132.77,14.58,0.99,199813.45,3.26
893744.35,14.58,0.99,199078.74,3.25
893791.71,14.58,0.99,198737.04,3.24
894093.8,14.59,0.99,198719.06,3.24
894141.16,14.59,1.0,198377.35,3.24
894374.97,14.59,1.0,198692.55,3.24
894580.87,14.6,1.01,198659.77,3.24
894423.51,14.59,1.0,198502.41,3.24
894423.51,14.59,1.0,198349.77,3.24
894470.87,14.6,1.01,198008.07,3.23
894856.76,14.6,1.01,198155.28,3.23
895444.28,14.62,1.02,198280.51,3.24
896186.65,14.63,1.04,198591.51,3.24
896929.02,14.64,1.05,198902.51,3.25
897084.76,14.65,1.05,198892.79,3.25
897532.05,14.65,1.06,198983.87,3.25
898119.56,14.67,1.07,199109.1,3.25
897983.66,14.67,1.07,199402.45,3.26
898335.01,14.67,1.08,199596.35,3.26
898037.75,14.67,1.08,199299.1,3.26
897880.39,14.67,1.08,199141.74,3.25
897744.48,14.67,1.08,199224.56,3.25
897900.22,14.67,1.08,199214.84,3.25
898171.11,14.67,1.08,199289.35,3.26
898913.48,14.69,1.1,199600.35,3.26
899626.74,14.7,1.11,199685.86,3.26
899868.44,14.71,1.12,199350.71,3.26
900198.35,14.71,1.12,199408.67,3.26
899859.91,14.71,1.12,199019.34,3.25
900307.2,14.72,1.13,199110.42,3.26
899998.08,14.72,1.13,198604.93,3.25
900178.97,14.72,1.13,198589.44,3.25
900087.95,14.72,1.13,198202.88,3.24
900830.32,14.73,1.14,198513.88,3.25
900587.31,14.73,1.14,198294.88,3.24
901174.82,14.74,1.15,198420.11,3.25
901622.11,14.75,1.16,198511.18,3.25
901464.75,14.75,1.16,198353.82,3.25
901790.72,14.75,1.16,198408.26,3.25
902106.46,14.76,1.17,198558.55,3.25
901797.35,14.76,1.17,198053.06,3.24
902148.7,14.76,1.17,198400.23,3.25
902595.99,14.77,1.18,198491.3,3.25
902296.09,14.77,1.18,198096.04,3.24
902205.06,14.77,1.18,197709.47,3.24
902792.58,14.78,1.19,197834.7,3.24
902792.58,14.78,1.19,197824.09,3.24
902458.32,14.78,1.19,197324.37,3.23
902505.68,14.78,1.19,196982.67,3.23
902814.59,14.79,1.19,197028.88,3.23
902861.95,14.79,1.2,196687.18,3.22
903156.21,14.79,1.2,196711.92,3.22
903203.57,14.8,1.21,196370.22,3.22
903409.46,14.8,1.21,196337.43,3.22
903166.45,14.8,1.21,196118.44,3.21
903613.74,14.81,1.22,196209.51,3.22
903335.36,14.8,1.21,195693.26,3.21
905063.54,14.83,1.24,197551.24,3.24
905656.36,14.84,1.25,197471.82,3.24
906758.04,14.86,1.27,198292.05,3.25
907345.55,14.87,1.28,198417.28,3.25
906987.19,14.87,1.28,198089.75,3.25
907574.7,14.88,1.29,198214.97,3.25
908255.14,14.89,1.3,198939.9,3.26
908009.49,14.89,1.3,198660.59,3.26
907675.23,14.88,1.29,198160.88,3.25
907916.93,14.89,1.3,197825.72,3.24
908504.45,14.9,1.31,197950.95,3.25
909097.27,14.91,1.32,197871.53,3.25
909529.72,14.92,1.33,198354.48,3.25
909408.8,14.92,1.33,198182.68,3.25
909074.54,14.92,1.33,197682.96,3.24
908740.28,14.91,1.32,197183.24,3.24
908422.76,14.91,1.32,196865.72,3.23
908179.75,14.9,1.31,196646.73,3.23
908922.12,14.92,1.33,196957.73,3.23
909376.4,14.93,1.34,196939.14,3.23
911089.65,14.95,1.36,198024.66,3.25
910780.54,14.95,1.36,197519.17,3.24
910481.52,14.95,1.36,197105.07,3.24
911223.89,14.96,1.37,197416.07,3.24
911966.26,14.98,1.39,197727.07,3.25
911744.26,14.97,1.38,197465.26,3.24
912486.63,14.99,1.4,197776.26,3.25
913229.0,15.0,1.41,198087.26,3.25
913644.52,15.01,1.42,197874.75,3.25
913825.4,15.01,1.42,197859.26,3.25
913897.46,15.01,1.42,198017.89,3.25
913588.35,15.01,1.42,197512.41,3.25
913391.3,15.01,1.42,197228.29,3.24
913977.51,15.02,1.43,197126.61,3.24
914874.56,15.03,1.44,198083.8,3.26
914565.44,15.03,1.44,197578.31,3.25
915667.12,15.05,1.46,198398.54,3.26
916107.53,15.06,1.47,198664.56,3.27
916288.41,15.06,1.47,198649.07,3.26
916875.93,15.07,1.48,198774.3,3.27
917679.46,15.09,1.49,199124.48,3.27
918266.98,15.1,1.51,199249.7,3.28
917932.72,15.09,1.5,198749.99,3.27
918380.0,15.1,1.51,198841.06,3.27
918385.74,15.1,1.51,198681.35,3.27
918625.78,15.11,1.52,198649.86,3.27
918819.26,15.11,1.52,198477.81,3.26
918620.84,15.11,1.52,197933.1,3.26
918422.43,15.11,1.52,197388.39,3.25
918584.48,15.11,1.52,197542.69,3.25
920297.73,15.14,1.55,198628.2,3.27
920520.2,15.15,1.56,198596.2,3.27
921262.57,15.16,1.57,198907.19,3.27
921162.18,15.16,1.57,199332.39,3.28
921609.47,15.17,1.58,199423.47,3.28
922085.44,15.18,1.59,199627.91,3.29
922356.33,15.18,1.59,199702.42,3.29
922403.69,15.19,1.59,199360.72,3.28
922697.95,15.19,1.6,199385.46,3.28
922697.95,15.19,1.6,199374.85,3.28
922721.63,15.19,1.6,200213.12,3.3
922621.24,15.19,1.6,200638.32,3.3
923246.83,15.2,1.61,200752.3,3.31
923299.82,15.21,1.62,200632.1,3.3
925013.07,15.23,1.64,201717.61,3.32
925755.44,15.25,1.66,202028.61,3.33
926282.11,15.26,1.67,202034.35,3.33
926153.75,15.26,1.67,201936.82,3.33
928046.29,15.29,1.7,203101.93,3.35
930117.74,15.32,1.73,204445.94,3.37
929808.63,15.32,1.73,203940.45,3.36
933193.44,15.38,1.79,206547.66,3.4
934685.07,15.4,1.81,207936.2,3.43
934754.7,15.41,1.82,207787.16,3.42
934421.66,15.4,1.81,207565.97,3.42
934529.04,15.41,1.82,206998.84,3.41
934744.7,15.41,1.82,206495.75,3.4
934550.06,15.41,1.82,206371.3,3.4
934615.44,15.41,1.82,207454.6,3.42
935062.73,15.42,1.83,207566.51,3.42
934745.45,15.42,1.83,207249.23,3.42
934656.28,15.42,1.83,206901.63,3.41
934835.98,15.42,1.83,206839.62,3.41
934886.43,15.42,1.83,206257.67,3.4
934757.99,15.42,1.83,206999.15,3.42
934755.66,15.43,1.84,206835.76,3.41
934462.65,15.42,1.83,206506.15,3.41
934642.35,15.43,1.84,206854.55,3.41
934494.21,15.43,1.83,206728.99,3.41
934559.59,15.43,1.84,206414.73,3.41
934606.95,15.43,1.84,206128.88,3.4
935671.62,15.45,1.86,207543.18,3.43
935671.62,15.45,1.86,207393.33,3.42
935851.32,15.45,1.86,207390.54,3.42
935595.71,15.45,1.86,207663.41,3.43
935775.42,15.45,1.86,207752.24,3.43
935738.64,15.45,1.86,207689.66,3.43
935789.09,15.46,1.87,207452.84,3.43
935985.66,15.46,1.87,207179.57,3.42
935985.66,15.46,1.87,207224.38,3.42
935786.82,15.46,1.87,207020.45,3.42
935801.75,15.46,1.87,206913.6,3.42
935782.06,15.46,1.87,208438.33,3.44
936049.69,15.46,1.87,208026.95,3.44
936209.36,15.47,1.88,208176.37,3.44
937015.85,15.48,1.89,208794.49,3.45
936772.66,15.48,1.89,208258.0,3.44
937004.28,15.48,1.89,209705.01,3.47
938344.83,15.51,1.92,210241.65,3.47
938344.83,15.51,1.92,210018.35,3.47
938541.39,15.51,1.92,209667.94,3.47
938359.11,15.51,1.92,209175.87,3.46
938353.06,15.51,1.92,209195.67,3.46
938036.33,15.51,1.92,208878.93,3.45
938088.06,15.51,1.92,210340.63,3.48
938342.5,15.52,1.92,209946.53,3.47
938175.34,15.51,1.92,209558.05,3.47
938012.18,15.51,1.92,209397.36,3.46
938012.18,15.51,1.92,209270.55,3.46
938191.89,15.52,1.93,209244.73,3.46
938191.89,15.52,1.93,209649.48,3.47
938351.56,15.52,1.93,209833.08,3.47
938095.95,15.52,1.93,209581.23,3.47
938146.4,15.52,1.93,209344.41,3.46
937880.82,15.52,1.93,209097.91,3.46
938055.42,15.52,1.93,209164.59,3.46
938838.19,15.53,1.94,209931.49,3.47
938838.19,15.53,1.94,209804.68,3.47
939008.57,15.54,1.95,210190.5,3.48
939205.14,15.54,1.95,210164.68,3.48
938902.66,15.54,1.95,210424.6,3.48
939099.23,15.54,1.95,210520.5,3.48
939149.68,15.55,1.96,210642.72,3.49
938847.21,15.54,1.95,210346.9,3.48
938897.66,15.55,1.96,210420.75,3.48
939138.23,15.55,1.96,210361.35,3.48
939002.32,15.55,1.96,210554.11,3.49
939000.44,15.55,1.96,210652.71,3.49
939050.88,15.56,1.96,210415.89,3.49
939101.33,15.56,1.97,210289.0,3.48
939113.9,15.56,1.97,210291.57,3.48
939299.56,15.56,1.97,209981.46,3.48
939239.76,15.56,1.97,210894.39,3.49
939419.46,15.57,1.98,211242.78,3.5
939419.46,15.57,1.98,211229.33,3.5
939278.15,15.57,1.98,210879.05,3.49
939343.53,15.57,1.98,210564.78,3.49
939390.89,15.57,1.98,210278.93,3.49
939484.34,15.58,1.99,210527.85,3.49
939664.04,15.58,1.99,210515.79,3.49
939343.59,15.58,1.99,210390.04,3.49
939176.43,15.57,1.98,210222.88,3.49
939226.88,15.58,1.99,210413.21,3.49
939090.97,15.58,1.99,210466.96,3.49
939090.97,15.58,1.99,210466.96,3.49
938981.33,15.58,1.99,210525.23,3.49
938981.33,15.58,1.99,210500.02,3.49
939141.01,15.58,1.99,210553.95,3.49
938875.42,15.58,1.99,210323.64,3.49
938925.87,15.58,1.99,210086.82,3.49
939105.58,15.58,1.99,209979.73,3.48
939105.58,15.58,1.99,209979.73,3.48
939547.77,15.59,2.0,210281.47,3.49
939469.37,15.59,2.0,210796.17,3.5
939649.07,15.6,2.01,211144.57,3.51
939438.98,15.6,2.01,210492.23,3.49
939281.62,15.59,2.0,210334.87,3.49
939565.53,15.6,2.01,211383.32,3.51
939756.36,15.61,2.02,210958.18,3.5
939555.58,15.6,2.01,210674.47,3.5
939274.88,15.6,2.01,210315.33,3.49
939490.54,15.61,2.01,210255.41,3.49
939540.98,15.61,2.02,210508.85,3.5
939346.35,15.61,2.02,210502.18,3.5
939396.8,15.61,2.02,210624.4,3.5
939447.25,15.61,2.02,210698.25,3.5
939626.95,15.62,2.03,211046.64,3.51
940054.35,15.63,2.03,211739.04,3.52
940062.02,15.63,2.03,211775.08,3.52
940587.31,15.63,2.04,211436.73,3.51
940772.97,15.64,2.05,211404.37,3.51
941016.79,15.65,2.05,211884.5,3.52
941176.46,15.65,2.06,212173.27,3.53
941336.14,15.65,2.06,212322.69,3.53
941401.52,15.66,2.07,212003.12,3.53
941401.52,15.66,2.07,211972.43,3.53
941412.45,15.66,2.07,211978.12,3.53
941866.73,15.67,2.08,212109.5,3.53
941763.85,15.67,2.08,212612.98,3.54
941765.69,15.67,2.08,212651.97,3.54
941816.14,15.67,2.08,212415.15,3.53
941564.58,15.67,2.08,212371.54,3.53
941744.28,15.67,2.08,212264.46,3.53
941578.69,15.67,2.08,212099.03,3.53
941636.61,15.67,2.08,211937.54,3.53
941942.49,15.68,2.09,212915.48,3.54
942122.19,15.68,2.09,212853.47,3.54
942122.19,15.68,2.09,212853.47,3.54
942172.64,15.69,2.09,212571.57,3.54
942230.55,15.69,2.1,212410.08,3.54
942230.55,15.69,2.1,212396.63,3.54
942229.23,15.69,2.1,213026.04,3.55
941917.03,15.69,2.1,212620.94,3.54
942096.73,15.69,2.1,212558.93,3.54
941947.66,15.69,2.1,212402.0,3.54
941724.44,15.69,2.1,211902.53,3.53
941964.42,15.69,2.1,213318.54,3.55
942667.96,15.71,2.11,213425.94,3.56
942532.05,15.71,2.11,213476.82,3.56
942322.49,15.7,2.11,213001.91,3.55
942519.06,15.71,2.12,213038.45,3.55
942318.28,15.71,2.12,212754.74,3.55
942015.8,15.7,2.11,212544.69,3.54
941725.44,15.7,2.11,212215.19,3.54
941775.89,15.7,2.11,211978.37,3.53
941981.28,15.71,2.12,211610.88,3.53
941981.28,15.71,2.12,211610.88,3.53
942168.45,15.71,2.12,211565.11,3.53
942211.43,15.71,2.12,212573.53,3.55
942261.88,15.72,2.13,212336.7,3.54
942312.33,15.72,2.13,212209.81,3.54
942312.33,15.72,2.13,212209.81,3.54
942362.78,15.72,2.13,212650.89,3.55
942180.67,15.72,2.13,212391.93,3.54
942180.67,15.72,2.13,212391.93,3.54
942421.24,15.73,2.13,212129.23,3.54
942471.69,15.73,2.14,211892.41,3.54
942469.81,15.73,2.14,212302.19,3.54
942520.26,15.73,2.14,212175.29,3.54
942570.71,15.74,2.14,212268.44,3.54
942279.12,15.73,2.14,211939.48,3.54
942438.8,15.74,2.14,212219.63,3.54
942677.49,15.74,2.15,212274.26,3.54
942857.19,15.75,2.15,212517.39,3.55
942907.64,15.75,2.16,212639.62,3.55
942958.09,15.75,2.16,212713.47,3.55
942702.48,15.75,2.16,212706.06,3.55
942862.16,15.75,2.16,212855.48,3.56
943181.59,15.76,2.17,212759.03,3.56
943045.68,15.76,2.17,212606.4,3.55
942780.1,15.76,2.17,212448.27,3.55
942780.37,15.76,2.17,212880.75,3.56
942780.37,15.76,2.17,212850.16,3.56
942485.24,15.76,2.17,212344.8,3.55
942664.94,15.76,2.17,212674.02,3.56
942737.63,15.76,2.17,212769.69,3.56
942700.86,15.76,2.17,212678.54,3.56
942751.31,15.77,2.17,212441.72,3.55
942801.76,15.77,2.18,212314.83,3.55
942975.51,15.77,2.18,212805.26,3.56
941888.25,15.78,2.18,212804.84,3.56
941782.22,15.77,2.18,212632.44,3.56
941627.08,15.77,2.18,212474.67,3.56
941816.19,15.78,2.19,212301.56,3.56
941866.63,15.78,2.19,212064.74,3.55
941744.3,15.78,2.19,212325.82,3.56
941940.87,15.78,2.19,212052.54,3.55
941940.87,15.78,2.19,212080.96,3.55
941991.32,15.79,2.19,212053.14,3.55
941991.32,15.79,2.19,212098.49,3.55
941883.15,15.78,2.19,212854.68,3.57
942098.11,15.79,2.2,212835.18,3.57
942148.56,15.79,2.2,212957.4,3.57
942148.56,15.79,2.2,212998.8,3.57
942199.01,15.8,2.21,213072.65,3.57
942384.67,15.8,2.21,212732.45,3.57
942391.95,15.8,2.21,212735.8,3.57
942279.73,15.8,2.21,212525.68,3.56
942602.29,15.81,2.22,213953.18,3.59
942549.91,15.81,2.22,213398.28,3.58
942519.94,15.81,2.22,213185.32,3.58
942699.65,15.81,2.22,213236.61,3.58
942699.65,15.81,2.22,213223.16,3.58
942444.03,15.81,2.22,213146.94,3.58
942444.03,15.81,2.22,213146.94,3.58
942331.81,15.81,2.22,214175.97,3.59
942586.25,15.82,2.23,213795.15,3.59
942411.03,15.82,2.23,213395.42,3.58
942461.48,15.82,2.23,213361.22,3.58
942700.17,15.83,2.24,213193.47,3.58
942750.62,15.83,2.24,213185.09,3.58
942801.06,15.83,2.24,214124.34,3.6
942556.47,15.83,2.24,213846.45,3.59
942742.13,15.83,2.24,213727.89,3.59
942606.22,15.83,2.24,214497.91,3.6
942717.95,15.84,2.25,214340.33,3.6
942877.63,15.84,2.25,214357.21,3.6
942736.32,15.84,2.25,214145.87,3.6
942736.32,15.84,2.25,214132.42,3.6
942600.41,15.84,2.25,214799.75,3.61
942296.61,15.84,2.25,214566.88,3.61
942502.0,15.84,2.25,214230.31,3.6
942387.32,15.84,2.25,214393.19,3.6
942437.77,15.85,2.26,214358.99,3.6
942617.47,15.85,2.26,214310.85,3.6
943543.58,15.87,2.28,215620.22,3.63
943740.15,15.87,2.28,215496.93,3.62
943469.93,15.87,2.28,215163.73,3.62
943343.42,15.87,2.28,215220.49,3.62
943343.42,15.87,2.28,215261.89,3.62
943523.13,15.87,2.28,216306.62,3.64
943530.42,15.87,2.28,216309.96,3.64
943308.49,15.87,2.28,216150.73,3.64
943099.64,15.87,2.28,215937.31,3.63
943300.49,15.87,2.28,216408.01,3.64
944023.39,15.88,2.29,216333.75,3.64
943887.49,15.88,2.29,216163.73,3.64
943739.01,15.88,2.29,216356.74,3.64
943789.45,15.89,2.3,216398.16,3.64
943796.74,15.89,2.3,216414.5,3.64
943796.74,15.89,2.3,216442.91,3.64
943983.91,15.89,2.3,217202.0,3.66
943848.0,15.89,2.3,218037.24,3.67
943890.99,15.9,2.3,217921.04,3.67
943941.44,15.9,2.31,217568.83,3.66
943999.35,15.9,2.31,217442.34,3.66
943889.71,15.9,2.31,217282.36,3.66
944196.17,15.91,2.32,217391.46,3.66
944060.27,15.91,2.32,217277.16,3.66
943911.2,15.9,2.31,217120.23,3.66
944090.9,15.91,2.32,217118.63,3.66
944090.9,15.91,2.32,217153.43,3.66
943731.07,15.9,2.31,216944.39,3.66
943781.52,15.91,2.32,217565.26,3.67
943679.34,15.91,2.32,217406.38,3.66
943993.73,15.91,2.32,217649.5,3.67
944199.12,15.92,2.33,217735.8,3.67
944249.57,15.92,2.33,218024.62,3.68
944096.86,15.92,2.33,217867.68,3.67
944147.31,15.92,2.33,217721.18,3.67
943907.22,15.92,2.33,217531.65,3.67
943957.67,15.92,2.33,217899.92,3.68
944008.11,15.93,2.33,218026.33,3.68
943756.82,15.92,2.33,217741.29,3.67
943807.27,15.92,2.33,217816.56,3.68
943966.94,15.93,2.34,217910.78,3.68
944146.65,15.93,2.34,218074.49,3.68
944157.58,15.93,2.34,218078.33,3.68
944021.67,15.93,2.34,217931.83,3.68
943885.77,15.93,2.34,217931.83,3.68
943936.21,15.94,2.35,218058.24,3.68
943986.66,15.94,2.35,218133.51,3.68
944146.34,15.95,2.35,218227.73,3.69
944153.63,15.95,2.35,218244.06,3.69
943888.02,15.94,2.35,218178.95,3.68
943733.77,15.94,2.35,218042.09,3.68
943468.19,15.94,2.35,217782.76,3.68
943518.63,15.94,2.35,217924.7,3.68
943253.05,15.94,2.34,217753.19,3.68
943303.5,15.94,2.35,217879.6,3.68
943463.18,15.94,2.35,217989.34,3.68
943622.85,15.95,2.36,218083.56,3.69
943673.3,15.95,2.36,218225.5,3.69
943853.01,15.95,2.36,218217.45,3.69
943587.42,15.95,2.36,218045.94,3.69
943481.07,15.95,2.36,217944.79,3.68
943225.45,15.95,2.36,217806.35,3.68
943225.45,15.95,2.36,217806.35,3.68
943405.16,15.95,2.36,218186.2,3.69
943405.16,15.95,2.36,218186.2,3.69
943405.16,15.95,2.36,218186.2,3.69
943564.84,15.96,2.36,218410.53,3.69
943615.29,15.96,2.37,218501.1,3.7
943820.68,15.96,2.37,218587.4,3.7
943820.68,15.96,2.37,218587.4,3.7
943871.13,15.97,2.38,218772.51,3.7
944076.52,15.97,2.38,218858.82,3.7
943940.61,15.97,2.38,218968.56,3.71
943685.0,15.97,2.38,218708.71,3.7
943530.06,15.97,2.38,218526.7,3.7
943580.5,15.97,2.38,218653.11,3.7
943760.21,15.97,2.38,218711.1,3.7
943760.21,15.97,2.38,218711.1,3.7
943624.3,15.97,2.38,218763.85,3.7
943674.75,15.98,2.39,218742.51,3.7
943419.14,15.97,2.38,218652.8,3.7
943578.82,15.98,2.39,218747.02,3.7
943817.5,15.98,2.39,219207.89,3.71
943867.95,15.99,2.4,219334.31,3.72
944027.63,15.99,2.4,219444.05,3.72
944207.34,16.0,2.41,219436.0,3.72
944257.79,16.0,2.41,219628.45,3.72
943992.2,16.0,2.41,219456.94,3.72
944042.65,16.0,2.41,219583.36,3.72
944248.04,16.0,2.41,219728.36,3.72
944248.04,16.0,2.41,219728.36,3.72
943992.43,16.0,2.41,219638.64,3.72
944172.13,16.01,2.41,219630.59,3.72
944122.13,16.0,2.41,219580.59,3.72
944122.13,16.0,2.41,219580.59,3.72
943856.55,16.0,2.41,219409.08,3.72
943600.93,16.0,2.41,219270.63,3.72
943335.35,15.99,2.4,218931.6,3.71
943199.44,15.99,2.4,218991.6,3.71
943063.53,16.0,2.4,218935.62,3.71
943113.98,16.0,2.41,219005.64,3.72
943113.98,16.0,2.41,219005.64,3.72
943113.98,16.0,2.41,219005.64,3.72
943164.43,16.0,2.41,219132.05,3.72
943164.43,16.0,2.41,219132.05,3.72
943164.43,16.0,2.41,219132.05,3.72
943214.88,16.0,2.41,219207.31,3.72
943453.57,16.01,2.42,219268.08,3.72
943504.02,16.01,2.42,219506.59,3.73
