ow,dr,tn,ts,if,ccmd,policy,de,gs,scmd,unscheduled,origin_pods,memory_init_schedule,gpu_init_schedule,milli_gpu_init_schedule,memory_amount_init_schedule,gpu_amount_init_schedule,milli_gpu_amount_init_schedule,q1_lack_both_init_schedule,q2_lack_gpu_init_schedule,q3_satisfied_init_schedule,q4_lack_cpu_init_schedule,xl_satisfied_init_schedule,xr_lack_cpu_init_schedule,no_access_init_schedule,frag_gpu_milli_init_schedule,memory_total,gpu_total,milli_gpu_total
multigpu40,0.0,1.3,42,1.0,b69b,GpuClustering1000desharemddbc8,share,best,dbc8,1693,8746,57.9,98.4,95.7,305752928419840.0,6111.0,5943350.0,27.15,26.91,8.73,24.52,4.03,8.67,0.0,91.27,528302452244480.0,6212.0,6212000.0
