ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
237,612,569290,6212,569290
237,612,569760,6212,569760
238,620,577760,6212,577760
238,620,578760,6212,578760
239,622,579760,6212,579760
239,622,579920,6212,579920
239,622,580920,6212,580920
239,622,581390,6212,581390
239,622,581390,6212,581390
240,624,582390,6212,582390
241,626,583200,6212,583200
241,626,584200,6212,584200
242,628,585200,6212,585200
242,628,585520,6212,585520
242,628,586520,6212,586520
243,630,587520,6212,587520
243,630,588520,6212,588520
244,634,592520,6212,592520
244,634,592520,6212,592520
245,636,593520,6212,593520
246,644,601520,6212,601520
246,644,601520,6212,601520
247,648,605520,6212,605520
247,648,606520,6212,606520
248,650,607520,6212,607520
248,650,608520,6212,608520
249,652,609520,6212,609520
249,652,610330,6212,610330
250,656,614330,6212,614330
251,658,615140,6212,615140
251,658,616140,6212,616140
251,658,616460,6212,616460
252,660,617460,6212,617460
252,660,618460,6212,618460
253,662,619460,6212,619460
253,662,620460,6212,620460
254,664,621460,6212,621460
254,664,622460,6212,622460
255,666,623460,6212,623460
255,666,624460,6212,624460
255,666,624460,6212,624460
256,668,625460,6212,625460
257,670,626460,6212,626460
257,670,627270,6212,627270
257,670,628270,6212,628270
258,672,629270,6212,629270
258,672,629270,6212,629270
258,672,629270,6212,629270
258,672,630270,6212,630270
258,672,630590,6212,630590
258,672,630590,6212,630590
259,674,631400,6212,631400
259,674,631770,6212,631770
260,676,632770,6212,632770
260,676,633770,6212,633770
260,676,633770,6212,633770
261,678,634420,6212,634420
262,680,635420,6212,635420
262,680,636420,6212,636420
262,680,637420,6212,637420
263,682,638420,6212,638420
264,684,639420,6212,639420
264,684,640420,6212,640420
264,684,640420,6212,640420
265,686,641420,6212,641420
265,686,642420,6212,642420
266,688,643420,6212,643420
267,690,644420,6212,644420
267,690,644420,6212,644420
268,698,652420,6212,652420
268,698,653420,6212,653420
269,700,654420,6212,654420
270,702,655070,6212,655070
270,702,655390,6212,655390
270,702,656200,6212,656200
270,702,657200,6212,657200
270,702,657670,6212,657670
270,702,658670,6212,658670
271,704,659670,6212,659670
271,704,660670,6212,660670
271,704,661670,6212,661670
271,704,661670,6212,661670
272,706,662260,6212,662260
273,708,663260,6212,663260
274,710,664260,6212,664260
274,710,665260,6212,665260
275,712,666260,6212,666260
275,712,666910,6212,666910
275,712,667910,6212,667910
276,714,668910,6212,668910
276,714,669910,6212,669910
276,714,669910,6212,669910
276,714,670910,6212,670910
276,714,671370,6212,671370
277,716,672370,6212,672370
278,718,673370,6212,673370
279,720,673840,6212,673840
279,720,674650,6212,674650
279,720,675650,6212,675650
279,720,675650,6212,675650
280,722,676650,6212,676650
280,722,677650,6212,677650
280,722,677970,6212,677970
280,722,678290,6212,678290
281,724,679290,6212,679290
282,726,680100,6212,680100
282,726,681100,6212,681100
283,728,682100,6212,682100
283,728,683100,6212,683100
283,728,683570,6212,683570
284,730,684570,6212,684570
284,730,685570,6212,685570
284,730,685570,6212,685570
285,732,686570,6212,686570
286,734,687380,6212,687380
286,734,688380,6212,688380
286,734,689030,6212,689030
287,736,690030,6212,690030
287,736,691030,6212,691030
287,736,691350,6212,691350
288,744,699350,6212,699350
289,748,703350,6212,703350
290,750,704160,6212,704160
291,752,705160,6212,705160
291,752,706160,6212,706160
292,760,714160,6212,714160
293,768,722160,6212,722160
293,768,722970,6212,722970
294,770,723780,6212,723780
295,778,731780,6212,731780
295,778,732590,6212,732590
296,780,733590,6212,733590
297,782,734180,6212,734180
297,782,735180,6212,735180
297,782,735500,6212,735500
297,782,736150,6212,736150
298,784,736700,6212,736700
298,784,737020,6212,737020
298,784,737020,6212,737020
298,784,737020,6212,737020
298,784,737490,6212,737490
298,784,737490,6212,737490
299,786,738300,6212,738300
300,788,740300,6212,740300
301,790,741300,6212,741300
301,790,741770,6212,741770
301,790,742240,6212,742240
302,792,742710,6212,742710
302,792,743520,6212,743520
302,792,744520,6212,744520
303,794,745520,6212,745520
303,794,745520,6212,745520
303,794,746520,6212,746520
304,802,754520,6212,754520
305,804,755330,6212,755330
305,804,756140,6212,756140
306,806,757140,6212,757140
306,806,758140,6212,758140
307,808,758730,6212,758730
307,808,758730,6212,758730
307,808,759540,6212,759540
307,808,759540,6212,759540
308,816,767540,6212,767540
309,818,768190,6212,768190
310,820,769190,6212,769190
310,820,769510,6212,769510
310,820,770510,6212,770510
310,820,770970,6212,770970
311,822,771970,6212,771970
311,822,772440,6212,772440
312,824,772910,6212,772910
312,824,772910,6212,772910
313,826,774910,6212,774910
313,826,775140,6212,775140
314,828,776140,6212,776140
314,828,777140,6212,777140
314,828,777950,6212,777950
315,830,778760,6212,778760
315,830,779130,6212,779130
315,830,780130,6212,780130
315,830,780130,6212,780130
315,830,780940,6212,780940
316,832,781940,6212,781940
316,832,782940,6212,782940
317,834,783750,6212,783750
317,834,784220,6212,784220
318,836,785220,6212,785220
318,836,785690,6212,785690
319,844,793690,6212,793690
320,846,794500,6212,794500
320,846,795500,6212,795500
320,846,795500,6212,795500
321,848,796500,6212,796500
321,848,796500,6212,796500
321,848,796730,6212,796730
321,848,796730,6212,796730
322,850,797730,6212,797730
322,850,798540,6212,798540
322,850,799540,6212,799540
323,852,800190,6212,800190
323,852,801000,6212,801000
324,854,801810,6212,801810
324,854,802810,6212,802810
325,856,803810,6212,803810
325,856,803810,6212,803810
325,856,803810,6212,803810
326,864,811810,6212,811810
326,864,812130,6212,812130
326,864,812450,6212,812450
326,864,812770,6212,812770
326,864,813090,6212,813090
326,864,813900,6212,813900
326,864,814370,6212,814370
326,864,815370,6212,815370
327,868,819370,6212,819370
328,870,820370,6212,820370
329,872,821370,6212,821370
329,872,822370,6212,822370
330,874,822920,6212,822920
330,874,823570,6212,823570
330,874,823890,6212,823890
330,874,824890,6212,824890
331,876,825890,6212,825890
331,876,826890,6212,826890
332,878,827890,6212,827890
332,878,827890,6212,827890
333,880,828700,6212,828700
333,880,829170,6212,829170
333,880,829170,6212,829170
333,880,829400,6212,829400
333,880,830400,6212,830400
334,882,831400,6212,831400
334,882,831630,6212,831630
334,882,832630,6212,832630
335,890,840630,6212,840630
335,890,840630,6212,840630
336,892,841000,6212,841000
337,894,842000,6212,842000
337,894,842000,6212,842000
337,894,843000,6212,843000
338,896,844000,6212,844000
338,896,844470,6212,844470
338,896,844940,6212,844940
339,898,845750,6212,845750
339,898,846560,6212,846560
339,898,847560,6212,847560
340,900,848560,6212,848560
340,900,849560,6212,849560
341,902,850560,6212,850560
341,902,851560,6212,851560
342,904,852370,6212,852370
342,904,853020,6212,853020
343,906,853670,6212,853670
343,906,854140,6212,854140
343,906,854730,6212,854730
344,908,855200,6212,855200
345,910,856200,6212,856200
345,910,856790,6212,856790
345,910,856790,6212,856790
345,910,857790,6212,857790
346,912,858790,6212,858790
346,912,858790,6212,858790
346,912,859790,6212,859790
346,912,859790,6212,859790
347,914,860790,6212,860790
348,916,861790,6212,861790
349,918,862600,6212,862600
349,918,863070,6212,863070
349,918,863720,6212,863720
349,918,863720,6212,863720
349,918,864720,6212,864720
349,918,865040,6212,865040
349,918,865040,6212,865040
349,918,865360,6212,865360
350,920,867360,6212,867360
350,920,867360,6212,867360
350,920,867360,6212,867360
350,920,867360,6212,867360
351,922,868360,6212,868360
352,924,868830,6212,868830
352,924,869640,6212,869640
353,926,870230,6212,870230
353,926,871230,6212,871230
353,926,871820,6212,871820
354,928,872630,6212,872630
355,930,873630,6212,873630
355,930,874630,6212,874630
355,930,874790,6212,874790
355,930,875250,6212,875250
355,930,876250,6212,876250
355,930,876570,6212,876570
356,932,877570,6212,877570
356,932,878570,6212,878570
357,934,879570,6212,879570
358,936,881570,6212,881570
358,936,882570,6212,882570
359,938,883570,6212,883570
359,938,883890,6212,883890
359,938,884890,6212,884890
360,946,892890,6212,892890
361,954,900890,6212,900890
362,956,901700,6212,901700
363,958,902700,6212,902700
363,958,902920,6212,902920
363,958,903080,6212,903080
363,958,903890,6212,903890
363,958,904890,6212,904890
363,958,905110,6212,905110
363,958,905270,6212,905270
364,960,906270,6212,906270
364,960,907270,6212,907270
365,962,908270,6212,908270
365,962,909270,6212,909270
366,964,910270,6212,910270
366,964,911270,6212,911270
367,966,912270,6212,912270
367,966,913270,6212,913270
367,966,913590,6212,913590
368,968,914590,6212,914590
369,970,915400,6212,915400
369,970,915400,6212,915400
369,970,915870,6212,915870
369,970,916680,6212,916680
369,970,917680,6212,917680
370,972,918680,6212,918680
370,972,918680,6212,918680
371,974,919680,6212,919680
371,974,920680,6212,920680
371,974,921680,6212,921680
372,976,922490,6212,922490
373,978,923490,6212,923490
373,978,923720,6212,923720
373,978,924720,6212,924720
374,980,925720,6212,925720
375,988,933720,6212,933720
375,988,933720,6212,933720
375,988,934190,6212,934190
376,990,935190,6212,935190
376,990,935420,6212,935420
376,990,936420,6212,936420
376,990,936790,6212,936790
376,990,937790,6212,937790
377,992,938790,6212,938790
377,992,938790,6212,938790
378,994,939600,6212,939600
379,996,941600,6212,941600
379,996,942410,6212,942410
379,996,943410,6212,943410
380,998,944410,6212,944410
380,998,945410,6212,945410
381,1000,946410,6212,946410
382,1002,947220,6212,947220
382,1002,947220,6212,947220
382,1002,948220,6212,948220
383,1004,949220,6212,949220
384,1006,950220,6212,950220
384,1006,951220,6212,951220
384,1006,952220,6212,952220
384,1006,952220,6212,952220
385,1008,953220,6212,953220
386,1010,954220,6212,954220
386,1010,954220,6212,954220
386,1010,954810,6212,954810
386,1010,955280,6212,955280
387,1014,959280,6212,959280
388,1016,959750,6212,959750
388,1016,960560,6212,960560
388,1016,961560,6212,961560
388,1016,962030,6212,962030
389,1018,962490,6212,962490
390,1020,963490,6212,963490
390,1020,964490,6212,964490
390,1020,965300,6212,965300
391,1022,966300,6212,966300
392,1024,967110,6212,967110
392,1024,968110,6212,968110
393,1026,969110,6212,969110
393,1026,969920,6212,969920
393,1026,969920,6212,969920
394,1028,970730,6212,970730
394,1028,971100,6212,971100
394,1028,972100,6212,972100
395,1030,973100,6212,973100
395,1030,973100,6212,973100
395,1030,973100,6212,973100
395,1030,974100,6212,974100
395,1030,974570,6212,974570
396,1032,975570,6212,975570
396,1032,976570,6212,976570
397,1034,977380,6212,977380
398,1036,978380,6212,978380
398,1036,978700,6212,978700
398,1036,979510,6212,979510
399,1038,980320,6212,980320
400,1046,988320,6212,988320
400,1046,989320,6212,989320
400,1046,989780,6212,989780
400,1046,990100,6212,990100
400,1046,990570,6212,990570
401,1050,994570,6212,994570
402,1052,995570,6212,995570
402,1052,996050,6212,996050
402,1052,997050,6212,997050
403,1054,998050,6212,998050
404,1056,998370,6212,998370
404,1056,999180,6212,999180
404,1056,999180,6212,999180
404,1056,1000180,6212,1000180
405,1058,1001180,6212,1001180
405,1058,1002180,6212,1002180
406,1060,1002990,6212,1002990
406,1060,1003990,6212,1003990
406,1060,1003990,6212,1003990
406,1060,1004450,6212,1004450
407,1062,1005450,6212,1005450
407,1062,1006450,6212,1006450
408,1064,1007450,6212,1007450
408,1064,1008450,6212,1008450
408,1064,1008920,6212,1008920
408,1064,1009390,6212,1009390
409,1066,1009860,6212,1009860
409,1066,1010410,6212,1010410
410,1068,1011410,6212,1011410
410,1068,1011870,6212,1011870
410,1068,1011870,6212,1011870
410,1068,1012870,6212,1012870
411,1070,1013870,6212,1013870
411,1070,1014870,6212,1014870
412,1072,1015680,6212,1015680
413,1074,1016680,6212,1016680
413,1074,1017680,6212,1017680
414,1078,1021680,6212,1021680
414,1078,1022140,6212,1022140
415,1080,1023140,6212,1023140
415,1080,1024140,6212,1024140
416,1082,1025140,6212,1025140
416,1082,1026140,6212,1026140
417,1090,1034140,6212,1034140
418,1092,1035140,6212,1035140
418,1092,1036140,6212,1036140
419,1094,1037140,6212,1037140
420,1096,1037610,6212,1037610
421,1100,1041610,6212,1041610
421,1100,1042610,6212,1042610
421,1100,1042830,6212,1042830
422,1102,1043830,6212,1043830
422,1102,1044300,6212,1044300
422,1102,1045300,6212,1045300
423,1104,1047300,6212,1047300
424,1106,1048300,6212,1048300
424,1106,1049110,6212,1049110
425,1108,1049580,6212,1049580
425,1108,1050580,6212,1050580
426,1110,1051580,6212,1051580
426,1110,1051800,6212,1051800
426,1110,1052800,6212,1052800
427,1112,1053800,6212,1053800
427,1112,1054800,6212,1054800
427,1112,1055610,6212,1055610
428,1114,1056610,6212,1056610
429,1122,1064610,6212,1064610
430,1124,1065420,6212,1065420
430,1124,1066230,6212,1066230
430,1124,1067230,6212,1067230
431,1126,1068040,6212,1068040
432,1130,1072040,6212,1072040
433,1132,1073040,6212,1073040
433,1132,1074040,6212,1074040
434,1134,1075040,6212,1075040
434,1134,1075200,6212,1075200
435,1138,1079200,6212,1079200
436,1140,1080200,6212,1080200
