ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b69b-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
680,1948,1836440,6212,1836440
680,1948,1837440,6212,1837440
680,1948,1838090,6212,1838090
680,1948,1838090,6212,1838090
680,1948,1838090,6212,1838090
680,1948,1839090,6212,1839090
680,1948,1839740,6212,1839740
680,1948,1840550,6212,1840550
680,1948,1840550,6212,1840550
680,1948,1840550,6212,1840550
680,1948,1841550,6212,1841550
681,1956,1842550,6212,1842550
681,1956,1843550,6212,1843550
681,1956,1843550,6212,1843550
681,1956,1844550,6212,1844550
681,1956,1846550,6212,1846550
682,1964,1847020,6212,1847020
682,1964,1847670,6212,1847670
682,1964,1848670,6212,1848670
682,1964,1848990,6212,1848990
682,1964,1849990,6212,1849990
682,1964,1850990,6212,1850990
682,1964,1851990,6212,1851990
682,1964,1852990,6212,1852990
682,1964,1853460,6212,1853460
683,1972,1854460,6212,1854460
683,1972,1855270,6212,1855270
683,1972,1856270,6212,1856270
683,1972,1857270,6212,1857270
683,1972,1858270,6212,1858270
683,1972,1859270,6212,1859270
684,1980,1867270,6212,1867270
685,1988,1875270,6212,1875270
686,1996,1883270,6212,1883270
686,1996,1883920,6212,1883920
686,1996,1884920,6212,1884920
686,1996,1885390,6212,1885390
686,1996,1886390,6212,1886390
686,1996,1887390,6212,1887390
686,1996,1887390,6212,1887390
686,1996,1887620,6212,1887620
687,2004,1888620,6212,1888620
687,2004,1889620,6212,1889620
687,2004,1890620,6212,1890620
687,2004,1891620,6212,1891620
687,2004,1892620,6212,1892620
687,2004,1892620,6212,1892620
687,2004,1893620,6212,1893620
687,2004,1894090,6212,1894090
687,2004,1894090,6212,1894090
687,2004,1894320,6212,1894320
687,2004,1894320,6212,1894320
687,2004,1894690,6212,1894690
687,2004,1895500,6212,1895500
688,2012,1903500,6212,1903500
688,2012,1903960,6212,1903960
688,2012,1904770,6212,1904770
688,2012,1905770,6212,1905770
689,2020,1913770,6212,1913770
689,2020,1913770,6212,1913770
690,2028,1917770,6212,1917770
690,2028,1918770,6212,1918770
691,2036,1926770,6212,1926770
691,2036,1927580,6212,1927580
692,2044,1928390,6212,1928390
692,2044,1928860,6212,1928860
693,2052,1929860,6212,1929860
693,2052,1930860,6212,1930860
693,2052,1931860,6212,1931860
693,2052,1931860,6212,1931860
693,2052,1931860,6212,1931860
693,2052,1932860,6212,1932860
693,2052,1933860,6212,1933860
693,2052,1934330,6212,1934330
693,2052,1935330,6212,1935330
693,2052,1936330,6212,1936330
693,2052,1936800,6212,1936800
693,2052,1937800,6212,1937800
693,2052,1937800,6212,1937800
693,2052,1938800,6212,1938800
693,2052,1939610,6212,1939610
693,2052,1939770,6212,1939770
693,2052,1939770,6212,1939770
694,2060,1940770,6212,1940770
694,2060,1941770,6212,1941770
694,2060,1942580,6212,1942580
694,2060,1943050,6212,1943050
694,2060,1944050,6212,1944050
694,2060,1945050,6212,1945050
694,2060,1946050,6212,1946050
694,2060,1947050,6212,1947050
695,2068,1955050,6212,1955050
695,2068,1956050,6212,1956050
695,2068,1956860,6212,1956860
695,2068,1957510,6212,1957510
696,2076,1965510,6212,1965510
697,2084,1966510,6212,1966510
697,2084,1967510,6212,1967510
697,2084,1968510,6212,1968510
697,2084,1969160,6212,1969160
697,2084,1970160,6212,1970160
697,2084,1970270,6212,1970270
697,2084,1971270,6212,1971270
698,2092,1979270,6212,1979270
698,2092,1979270,6212,1979270
698,2092,1980270,6212,1980270
698,2092,1981270,6212,1981270
698,2092,1982270,6212,1982270
699,2100,1982920,6212,1982920
700,2108,1983920,6212,1983920
700,2108,1984390,6212,1984390
701,2116,1992390,6212,1992390
701,2116,1993200,6212,1993200
701,2116,1993520,6212,1993520
701,2116,1994520,6212,1994520
701,2116,1995520,6212,1995520
701,2116,1996330,6212,1996330
701,2116,1996790,6212,1996790
701,2116,1997790,6212,1997790
701,2116,1998790,6212,1998790
701,2116,1998790,6212,1998790
701,2116,1999260,6212,1999260
702,2124,2001260,6212,2001260
702,2124,2002070,6212,2002070
702,2124,2002540,6212,2002540
702,2124,2003010,6212,2003010
702,2124,2004010,6212,2004010
702,2124,2004330,6212,2004330
702,2124,2005330,6212,2005330
702,2124,2006330,6212,2006330
702,2124,2006560,6212,2006560
703,2132,2007560,6212,2007560
703,2132,2008370,6212,2008370
703,2132,2009370,6212,2009370
703,2132,2010370,6212,2010370
703,2132,2010370,6212,2010370
704,2140,2011180,6212,2011180
704,2140,2012180,6212,2012180
704,2140,2012650,6212,2012650
704,2140,2013650,6212,2013650
704,2140,2014460,6212,2014460
704,2140,2014680,6212,2014680
704,2140,2015490,6212,2015490
704,2140,2016490,6212,2016490
704,2140,2016490,6212,2016490
704,2140,2017490,6212,2017490
704,2140,2017960,6212,2017960
704,2140,2017960,6212,2017960
704,2140,2017960,6212,2017960
704,2140,2018610,6212,2018610
704,2140,2019610,6212,2019610
704,2140,2020420,6212,2020420
705,2148,2028420,6212,2028420
705,2148,2028740,6212,2028740
705,2148,2028740,6212,2028740
705,2148,2029060,6212,2029060
705,2148,2029870,6212,2029870
706,2156,2037870,6212,2037870
706,2156,2038870,6212,2038870
706,2156,2038870,6212,2038870
707,2164,2039870,6212,2039870
707,2164,2040870,6212,2040870
707,2164,2040870,6212,2040870
707,2164,2041870,6212,2041870
707,2164,2042870,6212,2042870
707,2164,2043680,6212,2043680
707,2164,2044680,6212,2044680
708,2172,2045000,6212,2045000
708,2172,2045320,6212,2045320
708,2172,2046130,6212,2046130
708,2172,2047130,6212,2047130
709,2180,2048130,6212,2048130
709,2180,2048600,6212,2048600
709,2180,2049600,6212,2049600
709,2180,2050410,6212,2050410
709,2180,2051410,6212,2051410
709,2180,2052220,6212,2052220
709,2180,2053030,6212,2053030
709,2180,2054030,6212,2054030
709,2180,2054840,6212,2054840
709,2180,2055390,6212,2055390
709,2180,2056390,6212,2056390
709,2180,2056860,6212,2056860
709,2180,2057860,6212,2057860
710,2188,2058330,6212,2058330
710,2188,2059330,6212,2059330
710,2188,2060330,6212,2060330
710,2188,2061140,6212,2061140
711,2196,2065140,6212,2065140
712,2204,2073140,6212,2073140
712,2204,2073610,6212,2073610
712,2204,2074420,6212,2074420
712,2204,2074420,6212,2074420
713,2212,2082420,6212,2082420
713,2212,2082420,6212,2082420
713,2212,2083420,6212,2083420
713,2212,2083890,6212,2083890
713,2212,2084890,6212,2084890
714,2220,2085890,6212,2085890
714,2220,2086360,6212,2086360
714,2220,2087360,6212,2087360
714,2220,2088010,6212,2088010
714,2220,2089010,6212,2089010
714,2220,2089010,6212,2089010
714,2220,2089010,6212,2089010
714,2220,2090010,6212,2090010
714,2220,2090330,6212,2090330
714,2220,2091330,6212,2091330
714,2220,2091980,6212,2091980
714,2220,2092790,6212,2092790
714,2220,2093790,6212,2093790
714,2220,2095790,6212,2095790
714,2220,2096110,6212,2096110
714,2220,2096660,6212,2096660
714,2220,2097660,6212,2097660
714,2220,2098660,6212,2098660
714,2220,2099660,6212,2099660
715,2228,2100660,6212,2100660
715,2228,2100880,6212,2100880
715,2228,2101100,6212,2101100
715,2228,2101100,6212,2101100
715,2228,2102100,6212,2102100
715,2228,2102420,6212,2102420
715,2228,2102420,6212,2102420
715,2228,2103420,6212,2103420
715,2228,2103420,6212,2103420
715,2228,2104420,6212,2104420
716,2236,2105230,6212,2105230
716,2236,2106230,6212,2106230
716,2236,2106230,6212,2106230
716,2236,2107230,6212,2107230
716,2236,2108230,6212,2108230
716,2236,2109230,6212,2109230
716,2236,2109450,6212,2109450
716,2236,2109920,6212,2109920
717,2244,2110920,6212,2110920
717,2244,2111920,6212,2111920
717,2244,2112920,6212,2112920
717,2244,2113730,6212,2113730
717,2244,2114730,6212,2114730
717,2244,2115730,6212,2115730
717,2244,2115960,6212,2115960
717,2244,2116280,6212,2116280
717,2244,2117090,6212,2117090
717,2244,2118090,6212,2118090
717,2244,2118410,6212,2118410
717,2244,2118640,6212,2118640
717,2244,2119640,6212,2119640
717,2244,2120190,6212,2120190
717,2244,2121190,6212,2121190
718,2252,2122190,6212,2122190
718,2252,2122190,6212,2122190
718,2252,2123190,6212,2123190
718,2252,2124190,6212,2124190
718,2252,2125190,6212,2125190
718,2252,2125190,6212,2125190
718,2252,2126190,6212,2126190
718,2252,2127190,6212,2127190
718,2252,2128190,6212,2128190
718,2252,2129000,6212,2129000
718,2252,2130000,6212,2130000
719,2260,2131000,6212,2131000
719,2260,2132000,6212,2132000
720,2268,2140000,6212,2140000
720,2268,2141000,6212,2141000
720,2268,2141590,6212,2141590
720,2268,2141700,6212,2141700
720,2268,2141700,6212,2141700
720,2268,2142700,6212,2142700
720,2268,2143700,6212,2143700
720,2268,2144700,6212,2144700
720,2268,2145020,6212,2145020
720,2268,2145340,6212,2145340
720,2268,2146340,6212,2146340
721,2276,2150340,6212,2150340
721,2276,2151340,6212,2151340
721,2276,2151660,6212,2151660
722,2284,2159660,6212,2159660
723,2292,2160660,6212,2160660
723,2292,2161660,6212,2161660
723,2292,2162660,6212,2162660
723,2292,2164660,6212,2164660
724,2300,2172660,6212,2172660
724,2300,2173660,6212,2173660
725,2308,2177660,6212,2177660
725,2308,2177660,6212,2177660
726,2316,2178470,6212,2178470
726,2316,2178940,6212,2178940
727,2324,2186940,6212,2186940
727,2324,2186940,6212,2186940
727,2324,2187590,6212,2187590
727,2324,2188400,6212,2188400
727,2324,2190400,6212,2190400
727,2324,2191400,6212,2191400
727,2324,2191720,6212,2191720
727,2324,2192720,6212,2192720
727,2324,2193530,6212,2193530
727,2324,2193530,6212,2193530
727,2324,2194340,6212,2194340
727,2324,2195340,6212,2195340
727,2324,2196340,6212,2196340
728,2332,2197340,6212,2197340
728,2332,2198340,6212,2198340
728,2332,2199340,6212,2199340
728,2332,2200150,6212,2200150
728,2332,2201150,6212,2201150
729,2340,2203150,6212,2203150
729,2340,2204150,6212,2204150
729,2340,2204620,6212,2204620
730,2348,2212620,6212,2212620
730,2348,2212850,6212,2212850
731,2356,2213660,6212,2213660
731,2356,2213660,6212,2213660
731,2356,2214130,6212,2214130
731,2356,2215130,6212,2215130
731,2356,2215290,6212,2215290
731,2356,2216290,6212,2216290
731,2356,2217100,6212,2217100
732,2364,2225100,6212,2225100
732,2364,2225100,6212,2225100
732,2364,2226100,6212,2226100
733,2372,2227100,6212,2227100
733,2372,2227910,6212,2227910
733,2372,2228560,6212,2228560
733,2372,2229370,6212,2229370
733,2372,2231370,6212,2231370
733,2372,2232370,6212,2232370
733,2372,2232690,6212,2232690
733,2372,2233340,6212,2233340
733,2372,2234340,6212,2234340
733,2372,2238340,6212,2238340
733,2372,2239340,6212,2239340
733,2372,2240340,6212,2240340
733,2372,2241340,6212,2241340
733,2372,2242340,6212,2242340
733,2372,2243340,6212,2243340
734,2380,2244340,6212,2244340
734,2380,2245340,6212,2245340
735,2388,2253340,6212,2253340
736,2396,2261340,6212,2261340
736,2396,2262340,6212,2262340
736,2396,2263150,6212,2263150
736,2396,2264150,6212,2264150
736,2396,2265150,6212,2265150
736,2396,2266150,6212,2266150
736,2396,2267150,6212,2267150
736,2396,2267150,6212,2267150
736,2396,2267620,6212,2267620
736,2396,2268620,6212,2268620
737,2404,2276620,6212,2276620
738,2412,2277620,6212,2277620
738,2412,2277620,6212,2277620
739,2420,2285620,6212,2285620
740,2428,2286430,6212,2286430
740,2428,2287430,6212,2287430
740,2428,2288430,6212,2288430
741,2436,2296430,6212,2296430
742,2444,2304430,6212,2304430
742,2444,2304430,6212,2304430
742,2444,2305430,6212,2305430
742,2444,2306430,6212,2306430
742,2444,2306590,6212,2306590
742,2444,2307590,6212,2307590
742,2444,2309590,6212,2309590
742,2444,2309810,6212,2309810
742,2444,2310810,6212,2310810
742,2444,2311460,6212,2311460
742,2444,2312460,6212,2312460
743,2452,2313460,6212,2313460
743,2452,2313930,6212,2313930
743,2452,2314390,6212,2314390
743,2452,2315390,6212,2315390
743,2452,2315710,6212,2315710
743,2452,2316520,6212,2316520
744,2460,2324520,6212,2324520
744,2460,2325520,6212,2325520
744,2460,2325520,6212,2325520
744,2460,2326520,6212,2326520
744,2460,2327520,6212,2327520
744,2460,2327990,6212,2327990
745,2468,2335990,6212,2335990
745,2468,2336800,6212,2336800
745,2468,2337800,6212,2337800
745,2468,2338800,6212,2338800
745,2468,2339800,6212,2339800
745,2468,2340610,6212,2340610
745,2468,2340960,6212,2340960
746,2476,2341960,6212,2341960
746,2476,2341960,6212,2341960
746,2476,2342960,6212,2342960
746,2476,2343430,6212,2343430
746,2476,2344240,6212,2344240
746,2476,2344240,6212,2344240
746,2476,2345240,6212,2345240
747,2484,2346050,6212,2346050
747,2484,2347050,6212,2347050
747,2484,2348050,6212,2348050
747,2484,2348860,6212,2348860
747,2484,2349860,6212,2349860
747,2484,2350090,6212,2350090
747,2484,2351090,6212,2351090
747,2484,2352090,6212,2352090
747,2484,2353090,6212,2353090
747,2484,2353090,6212,2353090
747,2484,2353090,6212,2353090
748,2492,2354090,6212,2354090
748,2492,2354360,6212,2354360
748,2492,2355360,6212,2355360
748,2492,2355360,6212,2355360
748,2492,2356170,6212,2356170
748,2492,2357170,6212,2357170
748,2492,2358170,6212,2358170
748,2492,2358400,6212,2358400
748,2492,2359400,6212,2359400
748,2492,2360400,6212,2360400
748,2492,2361400,6212,2361400
748,2492,2362400,6212,2362400
749,2500,2363400,6212,2363400
749,2500,2364210,6212,2364210
749,2500,2365210,6212,2365210
749,2500,2366020,6212,2366020
749,2500,2367020,6212,2367020
749,2500,2367020,6212,2367020
749,2500,2367490,6212,2367490
749,2500,2368300,6212,2368300
749,2500,2369110,6212,2369110
750,2508,2369480,6212,2369480
750,2508,2369480,6212,2369480
750,2508,2370480,6212,2370480
750,2508,2371480,6212,2371480
750,2508,2372480,6212,2372480
750,2508,2372480,6212,2372480
750,2508,2373480,6212,2373480
750,2508,2373950,6212,2373950
750,2508,2373950,6212,2373950
750,2508,2374760,6212,2374760
751,2516,2378760,6212,2378760
752,2524,2379760,6212,2379760
753,2532,2387760,6212,2387760
753,2532,2387990,6212,2387990
753,2532,2388990,6212,2388990
753,2532,2389990,6212,2389990
753,2532,2390990,6212,2390990
753,2532,2390990,6212,2390990
753,2532,2391990,6212,2391990
753,2532,2392990,6212,2392990
753,2532,2393990,6212,2393990
753,2532,2394800,6212,2394800
753,2532,2395030,6212,2395030
753,2532,2395030,6212,2395030
753,2532,2395260,6212,2395260
753,2532,2395730,6212,2395730
753,2532,2396200,6212,2396200
753,2532,2397200,6212,2397200
754,2540,2398200,6212,2398200
754,2540,2398670,6212,2398670
754,2540,2398670,6212,2398670
754,2540,2399670,6212,2399670
754,2540,2401670,6212,2401670
754,2540,2402670,6212,2402670
755,2548,2410670,6212,2410670
755,2548,2411480,6212,2411480
755,2548,2412480,6212,2412480
755,2548,2413480,6212,2413480
755,2548,2414480,6212,2414480
755,2548,2415290,6212,2415290
755,2548,2416290,6212,2416290
755,2548,2417100,6212,2417100
756,2556,2417570,6212,2417570
756,2556,2418040,6212,2418040
757,2564,2419040,6212,2419040
757,2564,2419500,6212,2419500
757,2564,2419500,6212,2419500
757,2564,2420150,6212,2420150
757,2564,2420800,6212,2420800
757,2564,2420800,6212,2420800
758,2572,2422800,6212,2422800
758,2572,2423260,6212,2423260
758,2572,2424260,6212,2424260
758,2572,2425260,6212,2425260
758,2572,2425910,6212,2425910
758,2572,2426720,6212,2426720
758,2572,2426950,6212,2426950
758,2572,2427950,6212,2427950
758,2572,2427950,6212,2427950
758,2572,2427950,6212,2427950
758,2572,2428420,6212,2428420
758,2572,2429070,6212,2429070
758,2572,2430070,6212,2430070
759,2580,2430540,6212,2430540
759,2580,2430540,6212,2430540
759,2580,2431010,6212,2431010
759,2580,2431660,6212,2431660
759,2580,2432660,6212,2432660
759,2580,2433470,6212,2433470
759,2580,2434470,6212,2434470
760,2588,2442470,6212,2442470
760,2588,2442790,6212,2442790
761,2596,2443790,6212,2443790
761,2596,2444790,6212,2444790
761,2596,2445020,6212,2445020
761,2596,2445240,6212,2445240
761,2596,2445560,6212,2445560
761,2596,2446370,6212,2446370
762,2604,2450370,6212,2450370
762,2604,2450370,6212,2450370
762,2604,2451370,6212,2451370
762,2604,2452370,6212,2452370
762,2604,2453370,6212,2453370
762,2604,2454370,6212,2454370
762,2604,2455180,6212,2455180
762,2604,2455500,6212,2455500
762,2604,2456150,6212,2456150
762,2604,2457150,6212,2457150
762,2604,2457960,6212,2457960
762,2604,2459960,6212,2459960
763,2612,2460430,6212,2460430
763,2612,2460800,6212,2460800
763,2612,2461030,6212,2461030
763,2612,2462030,6212,2462030
764,2620,2463030,6212,2463030
764,2620,2465030,6212,2465030
764,2620,2466030,6212,2466030
764,2620,2466840,6212,2466840
764,2620,2467160,6212,2467160
764,2620,2468160,6212,2468160
764,2620,2469160,6212,2469160
764,2620,2469160,6212,2469160
764,2620,2469970,6212,2469970
764,2620,2470970,6212,2470970
764,2620,2471200,6212,2471200
764,2620,2472200,6212,2472200
764,2620,2473200,6212,2473200
765,2628,2474200,6212,2474200
765,2628,2474520,6212,2474520
765,2628,2475520,6212,2475520
765,2628,2476330,6212,2476330
765,2628,2477330,6212,2477330
765,2628,2477650,6212,2477650
766,2636,2485650,6212,2485650
766,2636,2486650,6212,2486650
766,2636,2487650,6212,2487650
766,2636,2488460,6212,2488460
766,2636,2488690,6212,2488690
766,2636,2489010,6212,2489010
766,2636,2490010,6212,2490010
766,2636,2490010,6212,2490010
766,2636,2490820,6212,2490820
766,2636,2491820,6212,2491820
767,2644,2492820,6212,2492820
768,2652,2493140,6212,2493140
768,2652,2493140,6212,2493140
768,2652,2494140,6212,2494140
768,2652,2495140,6212,2495140
768,2652,2496140,6212,2496140
768,2652,2497140,6212,2497140
768,2652,2497610,6212,2497610
768,2652,2498080,6212,2498080
769,2660,2506080,6212,2506080
770,2668,2514080,6212,2514080
770,2668,2515080,6212,2515080
770,2668,2516080,6212,2516080
770,2668,2517080,6212,2517080
771,2676,2518080,6212,2518080
771,2676,2519080,6212,2519080
771,2676,2520080,6212,2520080
771,2676,2520080,6212,2520080
771,2676,2520730,6212,2520730
771,2676,2521730,6212,2521730
771,2676,2522730,6212,2522730
771,2676,2523730,6212,2523730
771,2676,2524730,6212,2524730
771,2676,2525200,6212,2525200
772,2684,2526200,6212,2526200
772,2684,2527200,6212,2527200
772,2684,2527200,6212,2527200
772,2684,2528200,6212,2528200
772,2684,2529200,6212,2529200
772,2684,2529670,6212,2529670
772,2684,2529830,6212,2529830
772,2684,2530830,6212,2530830
772,2684,2531640,6212,2531640
772,2684,2532450,6212,2532450
773,2692,2540450,6212,2540450
773,2692,2541450,6212,2541450
773,2692,2542450,6212,2542450
773,2692,2543260,6212,2543260
773,2692,2544070,6212,2544070
774,2700,2552070,6212,2552070
774,2700,2553070,6212,2553070
774,2700,2554070,6212,2554070
774,2700,2558070,6212,2558070
775,2708,2559070,6212,2559070
775,2708,2559070,6212,2559070
775,2708,2559300,6212,2559300
775,2708,2560300,6212,2560300
775,2708,2562300,6212,2562300
775,2708,2562770,6212,2562770
776,2716,2563580,6212,2563580
776,2716,2564050,6212,2564050
776,2716,2565050,6212,2565050
776,2716,2566050,6212,2566050
776,2716,2566600,6212,2566600
776,2716,2567410,6212,2567410
776,2716,2568410,6212,2568410
776,2716,2568410,6212,2568410
776,2716,2568410,6212,2568410
776,2716,2569410,6212,2569410
776,2716,2570220,6212,2570220
776,2716,2571030,6212,2571030
776,2716,2572030,6212,2572030
776,2716,2573030,6212,2573030
776,2716,2573030,6212,2573030
776,2716,2573500,6212,2573500
776,2716,2573730,6212,2573730
776,2716,2574540,6212,2574540
776,2716,2575190,6212,2575190
777,2724,2576000,6212,2576000
777,2724,2576000,6212,2576000
777,2724,2576810,6212,2576810
777,2724,2577810,6212,2577810
777,2724,2577810,6212,2577810
777,2724,2578810,6212,2578810
777,2724,2579280,6212,2579280
777,2724,2579280,6212,2579280
777,2724,2580090,6212,2580090
777,2724,2580900,6212,2580900
777,2724,2581710,6212,2581710
777,2724,2582180,6212,2582180
777,2724,2582340,6212,2582340
777,2724,2583340,6212,2583340
778,2732,2584340,6212,2584340
779,2740,2592340,6212,2592340
779,2740,2593150,6212,2593150
779,2740,2593370,6212,2593370
779,2740,2594370,6212,2594370
779,2740,2594370,6212,2594370
779,2740,2595370,6212,2595370
779,2740,2596370,6212,2596370
779,2740,2596840,6212,2596840
780,2748,2597650,6212,2597650
780,2748,2598650,6212,2598650
780,2748,2599110,6212,2599110
780,2748,2600110,6212,2600110
780,2748,2600110,6212,2600110
780,2748,2600920,6212,2600920
780,2748,2601470,6212,2601470
780,2748,2601790,6212,2601790
781,2756,2602790,6212,2602790
781,2756,2603600,6212,2603600
781,2756,2603600,6212,2603600
781,2756,2603820,6212,2603820
781,2756,2604820,6212,2604820
781,2756,2605630,6212,2605630
781,2756,2606280,6212,2606280
781,2756,2607280,6212,2607280
781,2756,2608090,6212,2608090
781,2756,2608900,6212,2608900
782,2764,2609710,6212,2609710
782,2764,2609710,6212,2609710
782,2764,2610710,6212,2610710
782,2764,2611710,6212,2611710
782,2764,2612520,6212,2612520
782,2764,2613520,6212,2613520
782,2764,2613990,6212,2613990
782,2764,2614800,6212,2614800
782,2764,2614800,6212,2614800
782,2764,2615800,6212,2615800
782,2764,2615800,6212,2615800
783,2772,2617800,6212,2617800
783,2772,2618270,6212,2618270
783,2772,2618270,6212,2618270
783,2772,2620270,6212,2620270
783,2772,2620740,6212,2620740
783,2772,2620900,6212,2620900
783,2772,2621220,6212,2621220
783,2772,2622220,6212,2622220
784,2780,2630220,6212,2630220
784,2780,2630440,6212,2630440
784,2780,2630670,6212,2630670
784,2780,2630670,6212,2630670
784,2780,2631670,6212,2631670
784,2780,2631670,6212,2631670
784,2780,2631990,6212,2631990
784,2780,2631990,6212,2631990
784,2780,2632800,6212,2632800
784,2780,2632800,6212,2632800
785,2788,2633800,6212,2633800
785,2788,2634800,6212,2634800
785,2788,2634800,6212,2634800
786,2796,2642800,6212,2642800
786,2796,2642800,6212,2642800
786,2796,2643800,6212,2643800
786,2796,2644800,6212,2644800
786,2796,2645800,6212,2645800
786,2796,2646800,6212,2646800
786,2796,2647270,6212,2647270
786,2796,2647270,6212,2647270
786,2796,2648080,6212,2648080
786,2796,2648240,6212,2648240
786,2796,2649240,6212,2649240
787,2804,2649710,6212,2649710
787,2804,2650710,6212,2650710
787,2804,2651710,6212,2651710
788,2812,2655710,6212,2655710
789,2820,2656710,6212,2656710
789,2820,2657180,6212,2657180
789,2820,2658180,6212,2658180
789,2820,2658180,6212,2658180
789,2820,2658400,6212,2658400
789,2820,2658870,6212,2658870
789,2820,2659870,6212,2659870
789,2820,2660460,6212,2660460
789,2820,2661460,6212,2661460
789,2820,2662270,6212,2662270
789,2820,2663270,6212,2663270
789,2820,2663590,6212,2663590
789,2820,2664590,6212,2664590
789,2820,2665060,6212,2665060
789,2820,2665870,6212,2665870
789,2820,2666870,6212,2666870
789,2820,2667330,6212,2667330
790,2828,2668330,6212,2668330
790,2828,2669140,6212,2669140
790,2828,2669300,6212,2669300
790,2828,2670300,6212,2670300
790,2828,2671300,6212,2671300
790,2828,2671300,6212,2671300
790,2828,2672300,6212,2672300
790,2828,2673300,6212,2673300
790,2828,2674110,6212,2674110
790,2828,2675110,6212,2675110
791,2836,2676110,6212,2676110
791,2836,2676430,6212,2676430
792,2844,2677240,6212,2677240
792,2844,2677240,6212,2677240
792,2844,2678240,6212,2678240
792,2844,2679240,6212,2679240
792,2844,2680050,6212,2680050
792,2844,2681050,6212,2681050
792,2844,2681520,6212,2681520
792,2844,2682520,6212,2682520
792,2844,2683330,6212,2683330
792,2844,2684330,6212,2684330
792,2844,2685330,6212,2685330
793,2852,2689330,6212,2689330
793,2852,2689800,6212,2689800
793,2852,2690800,6212,2690800
793,2852,2691610,6212,2691610
793,2852,2692610,6212,2692610
793,2852,2693420,6212,2693420
794,2860,2694420,6212,2694420
794,2860,2694890,6212,2694890
794,2860,2695700,6212,2695700
794,2860,2696700,6212,2696700
794,2860,2697700,6212,2697700
794,2860,2697700,6212,2697700
794,2860,2698700,6212,2698700
794,2860,2699700,6212,2699700
794,2860,2699700,6212,2699700
794,2860,2700700,6212,2700700
794,2860,2701170,6212,2701170
795,2868,2701980,6212,2701980
796,2876,2709980,6212,2709980
796,2876,2709980,6212,2709980
797,2884,2717980,6212,2717980
797,2884,2718450,6212,2718450
797,2884,2722450,6212,2722450
797,2884,2723450,6212,2723450
797,2884,2724450,6212,2724450
797,2884,2725260,6212,2725260
797,2884,2725480,6212,2725480
797,2884,2727480,6212,2727480
798,2892,2731480,6212,2731480
799,2900,2732480,6212,2732480
799,2900,2732480,6212,2732480
799,2900,2733290,6212,2733290
799,2900,2734290,6212,2734290
800,2908,2736290,6212,2736290
800,2908,2737290,6212,2737290
800,2908,2737760,6212,2737760
800,2908,2738760,6212,2738760
800,2908,2738760,6212,2738760
800,2908,2738760,6212,2738760
800,2908,2738760,6212,2738760
800,2908,2739410,6212,2739410
800,2908,2740410,6212,2740410
800,2908,2740780,6212,2740780
800,2908,2741780,6212,2741780
800,2908,2742780,6212,2742780
800,2908,2743780,6212,2743780
801,2916,2744780,6212,2744780
801,2916,2745780,6212,2745780
801,2916,2745780,6212,2745780
801,2916,2746780,6212,2746780
801,2916,2747780,6212,2747780
802,2924,2755780,6212,2755780
802,2924,2756780,6212,2756780
802,2924,2757250,6212,2757250
802,2924,2757900,6212,2757900
802,2924,2758900,6212,2758900
802,2924,2759710,6212,2759710
802,2924,2759710,6212,2759710
802,2924,2760710,6212,2760710
802,2924,2761710,6212,2761710
803,2932,2762710,6212,2762710
803,2932,2763710,6212,2763710
803,2932,2763710,6212,2763710
804,2940,2764520,6212,2764520
804,2940,2765520,6212,2765520
804,2940,2765520,6212,2765520
804,2940,2766520,6212,2766520
805,2948,2767520,6212,2767520
805,2948,2768330,6212,2768330
805,2948,2769330,6212,2769330
805,2948,2770330,6212,2770330
805,2948,2771330,6212,2771330
805,2948,2772330,6212,2772330
805,2948,2773330,6212,2773330
805,2948,2773650,6212,2773650
805,2948,2774110,6212,2774110
805,2948,2774920,6212,2774920
806,2956,2782920,6212,2782920
806,2956,2782920,6212,2782920
806,2956,2783390,6212,2783390
806,2956,2784390,6212,2784390
806,2956,2785200,6212,2785200
806,2956,2785430,6212,2785430
807,2964,2786430,6212,2786430
807,2964,2787430,6212,2787430
807,2964,2788430,6212,2788430
807,2964,2789430,6212,2789430
807,2964,2789660,6212,2789660
807,2964,2789660,6212,2789660
807,2964,2790660,6212,2790660
807,2964,2791310,6212,2791310
807,2964,2792310,6212,2792310
807,2964,2792310,6212,2792310
807,2964,2793120,6212,2793120
807,2964,2793590,6212,2793590
808,2972,2794400,6212,2794400
808,2972,2794950,6212,2794950
808,2972,2795950,6212,2795950
808,2972,2796420,6212,2796420
808,2972,2797420,6212,2797420
808,2972,2801420,6212,2801420
808,2972,2802420,6212,2802420
