ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1094,5613,1741570,6212,1741570
1094,5613,1742570,6212,1742570
1094,5613,1743040,6212,1743040
1095,5621,1743850,6212,1743850
1095,5621,1744310,6212,1744310
1095,5621,1745120,6212,1745120
1095,5621,1746120,6212,1746120
1095,5621,1746590,6212,1746590
1095,5621,1747590,6212,1747590
1095,5621,1747590,6212,1747590
1095,5621,1748400,6212,1748400
1095,5621,1749210,6212,1749210
1095,5621,1749210,6212,1749210
1095,5621,1749210,6212,1749210
1095,5621,1750210,6212,1750210
1095,5621,1750670,6212,1750670
1095,5621,1751670,6212,1751670
1096,5629,1752670,6212,1752670
1096,5629,1753670,6212,1753670
1096,5629,1754480,6212,1754480
1096,5629,1754950,6212,1754950
1096,5629,1754950,6212,1754950
1096,5629,1755600,6212,1755600
1096,5629,1756250,6212,1756250
1096,5629,1756900,6212,1756900
1096,5629,1757370,6212,1757370
1096,5629,1758370,6212,1758370
1096,5629,1758370,6212,1758370
1096,5629,1759370,6212,1759370
1096,5629,1759370,6212,1759370
1096,5629,1759690,6212,1759690
1096,5629,1760340,6212,1760340
1096,5629,1760500,6212,1760500
1096,5629,1760500,6212,1760500
1096,5629,1761310,6212,1761310
1096,5629,1762310,6212,1762310
1096,5629,1763310,6212,1763310
1096,5629,1763780,6212,1763780
1096,5629,1764430,6212,1764430
1096,5629,1765430,6212,1765430
1096,5629,1765890,6212,1765890
1096,5629,1765940,6212,1765940
1096,5629,1766400,6212,1766400
1096,5629,1767210,6212,1767210
1096,5629,1768210,6212,1768210
1096,5629,1768680,6212,1768680
1096,5629,1769270,6212,1769270
1096,5629,1769590,6212,1769590
1096,5629,1770060,6212,1770060
1096,5629,1770380,6212,1770380
1096,5629,1771030,6212,1771030
1096,5629,1771840,6212,1771840
1096,5629,1772840,6212,1772840
1096,5629,1773840,6212,1773840
1096,5629,1774650,6212,1774650
1096,5629,1774650,6212,1774650
1096,5629,1775460,6212,1775460
1096,5629,1776270,6212,1776270
1096,5629,1776740,6212,1776740
1096,5629,1777550,6212,1777550
1096,5629,1778360,6212,1778360
1096,5629,1779360,6212,1779360
1097,5631,1780360,6212,1780360
1097,5631,1780360,6212,1780360
1097,5631,1780830,6212,1780830
1097,5631,1781640,6212,1781640
1097,5631,1781640,6212,1781640
1098,5639,1782290,6212,1782290
1098,5639,1782770,6212,1782770
1098,5639,1783770,6212,1783770
1098,5639,1784240,6212,1784240
1098,5639,1784240,6212,1784240
1099,5647,1784240,6212,1784240
1099,5647,1785240,6212,1785240
1099,5647,1786050,6212,1786050
1099,5647,1786700,6212,1786700
1099,5647,1787510,6212,1787510
1099,5647,1788510,6212,1788510
1099,5647,1789510,6212,1789510
1099,5647,1790160,6212,1790160
1099,5647,1790810,6212,1790810
1099,5647,1791810,6212,1791810
1100,5649,1792810,6212,1792810
1100,5649,1793130,6212,1793130
1100,5649,1794130,6212,1794130
1100,5649,1795130,6212,1795130
1100,5649,1795940,6212,1795940
1100,5649,1796940,6212,1796940
1100,5649,1797750,6212,1797750
1100,5649,1798560,6212,1798560
1100,5649,1799030,6212,1799030
1100,5649,1799030,6212,1799030
1100,5649,1800030,6212,1800030
1100,5649,1801030,6212,1801030
1100,5649,1801260,6212,1801260
1100,5649,1801730,6212,1801730
1100,5649,1802380,6212,1802380
1100,5649,1803190,6212,1803190
1100,5649,1804000,6212,1804000
1100,5649,1805000,6212,1805000
1100,5649,1806000,6212,1806000
1100,5649,1806650,6212,1806650
1100,5649,1806880,6212,1806880
1100,5649,1807340,6212,1807340
1100,5649,1808340,6212,1808340
1100,5649,1809150,6212,1809150
1100,5649,1810150,6212,1810150
1101,5651,1810960,6212,1810960
1101,5651,1811190,6212,1811190
1101,5651,1811560,6212,1811560
1101,5651,1812560,6212,1812560
1101,5651,1813560,6212,1813560
1101,5651,1814150,6212,1814150
1102,5659,1815150,6212,1815150
1102,5659,1816150,6212,1816150
1102,5659,1817150,6212,1817150
1103,5661,1817960,6212,1817960
1103,5661,1817960,6212,1817960
1103,5661,1818430,6212,1818430
1103,5661,1819430,6212,1819430
1103,5661,1820430,6212,1820430
1103,5661,1820900,6212,1820900
1103,5661,1821490,6212,1821490
1103,5661,1822490,6212,1822490
1103,5661,1822960,6212,1822960
1103,5661,1823770,6212,1823770
1103,5661,1823930,6212,1823930
1103,5661,1824930,6212,1824930
1103,5661,1825930,6212,1825930
1103,5661,1826300,6212,1826300
1103,5661,1827300,6212,1827300
1103,5661,1828300,6212,1828300
1103,5661,1829300,6212,1829300
1104,5663,1829850,6212,1829850
1104,5663,1830660,6212,1830660
1104,5663,1831130,6212,1831130
1104,5663,1832130,6212,1832130
1104,5663,1832130,6212,1832130
1104,5663,1832360,6212,1832360
1104,5663,1833170,6212,1833170
1104,5663,1833980,6212,1833980
1104,5663,1834790,6212,1834790
1104,5663,1835790,6212,1835790
1104,5663,1836790,6212,1836790
1104,5663,1837790,6212,1837790
1104,5663,1837950,6212,1837950
1104,5663,1838950,6212,1838950
1105,5665,1839950,6212,1839950
1105,5665,1840760,6212,1840760
1106,5673,1841760,6212,1841760
1106,5673,1842760,6212,1842760
1106,5673,1843760,6212,1843760
1106,5673,1844570,6212,1844570
1106,5673,1845570,6212,1845570
1106,5673,1846570,6212,1846570
1106,5673,1846800,6212,1846800
1106,5673,1846800,6212,1846800
1106,5673,1847610,6212,1847610
1106,5673,1847610,6212,1847610
1106,5673,1848200,6212,1848200
1106,5673,1849010,6212,1849010
1106,5673,1850010,6212,1850010
1106,5673,1850480,6212,1850480
1106,5673,1851480,6212,1851480
1106,5673,1852480,6212,1852480
1106,5673,1852480,6212,1852480
1106,5673,1853480,6212,1853480
1106,5673,1854480,6212,1854480
1106,5673,1854480,6212,1854480
1106,5673,1855480,6212,1855480
1106,5673,1855950,6212,1855950
1106,5673,1856950,6212,1856950
1106,5673,1857760,6212,1857760
1106,5673,1858760,6212,1858760
1106,5673,1859760,6212,1859760
1106,5673,1860410,6212,1860410
1106,5673,1861410,6212,1861410
1106,5673,1862410,6212,1862410
1107,5681,1862870,6212,1862870
1107,5681,1863680,6212,1863680
1107,5681,1864150,6212,1864150
1107,5681,1864960,6212,1864960
1107,5681,1865960,6212,1865960
1107,5681,1866430,6212,1866430
1108,5689,1866430,6212,1866430
1108,5689,1867080,6212,1867080
1108,5689,1868080,6212,1868080
1108,5689,1868890,6212,1868890
1108,5689,1869890,6212,1869890
1108,5689,1869890,6212,1869890
1108,5689,1870110,6212,1870110
1108,5689,1871110,6212,1871110
1108,5689,1871580,6212,1871580
1108,5689,1872390,6212,1872390
1108,5689,1872550,6212,1872550
1108,5689,1872550,6212,1872550
1108,5689,1873550,6212,1873550
1108,5689,1874550,6212,1874550
1108,5689,1875020,6212,1875020
1108,5689,1875490,6212,1875490
1108,5689,1876300,6212,1876300
1108,5689,1877110,6212,1877110
1108,5689,1878110,6212,1878110
1108,5689,1878920,6212,1878920
1108,5689,1879730,6212,1879730
1108,5689,1880730,6212,1880730
1109,5697,1881730,6212,1881730
1109,5697,1882730,6212,1882730
1109,5697,1883380,6212,1883380
1109,5697,1884380,6212,1884380
1109,5697,1884840,6212,1884840
1109,5697,1885490,6212,1885490
1109,5697,1886490,6212,1886490
1110,5699,1886960,6212,1886960
1110,5699,1887770,6212,1887770
1110,5699,1887770,6212,1887770
1110,5699,1888770,6212,1888770
1110,5699,1889770,6212,1889770
1111,5707,1890090,6212,1890090
1111,5707,1890090,6212,1890090
1111,5707,1891090,6212,1891090
1111,5707,1892090,6212,1892090
1111,5707,1892560,6212,1892560
1111,5707,1893150,6212,1893150
1111,5707,1893960,6212,1893960
1111,5707,1894610,6212,1894610
1111,5707,1895070,6212,1895070
1112,5709,1895540,6212,1895540
1112,5709,1896540,6212,1896540
1113,5711,1897010,6212,1897010
1113,5711,1897010,6212,1897010
1113,5711,1898010,6212,1898010
1113,5711,1899010,6212,1899010
1113,5711,1899470,6212,1899470
1113,5711,1900470,6212,1900470
1113,5711,1901470,6212,1901470
1113,5711,1902280,6212,1902280
1113,5711,1902750,6212,1902750
1113,5711,1902970,6212,1902970
1113,5711,1903970,6212,1903970
1113,5711,1904970,6212,1904970
1113,5711,1905520,6212,1905520
1113,5711,1905630,6212,1905630
1114,5713,1906440,6212,1906440
1114,5713,1907250,6212,1907250
1114,5713,1907250,6212,1907250
1114,5713,1907720,6212,1907720
1114,5713,1908190,6212,1908190
1114,5713,1908660,6212,1908660
1114,5713,1909660,6212,1909660
1114,5713,1909980,6212,1909980
1114,5713,1910980,6212,1910980
1115,5715,1911980,6212,1911980
1115,5715,1912300,6212,1912300
1115,5715,1913110,6212,1913110
1116,5717,1913920,6212,1913920
1116,5717,1914920,6212,1914920
1116,5717,1915920,6212,1915920
1117,5719,1916570,6212,1916570
1117,5719,1916570,6212,1916570
1117,5719,1917380,6212,1917380
1117,5719,1917380,6212,1917380
1117,5719,1918030,6212,1918030
1117,5719,1918030,6212,1918030
1118,5721,1919030,6212,1919030
1119,5729,1919400,6212,1919400
1119,5729,1919720,6212,1919720
1119,5729,1919830,6212,1919830
1119,5729,1920640,6212,1920640
1119,5729,1921190,6212,1921190
1119,5729,1922190,6212,1922190
1119,5729,1922840,6212,1922840
1119,5729,1923000,6212,1923000
1120,5737,1924000,6212,1924000
1120,5737,1925000,6212,1925000
1120,5737,1925290,6212,1925290
1120,5737,1926290,6212,1926290
1120,5737,1926940,6212,1926940
1120,5737,1927940,6212,1927940
1120,5737,1928940,6212,1928940
1121,5741,1929940,6212,1929940
1122,5743,1930400,6212,1930400
1122,5743,1930720,6212,1930720
1123,5745,1931190,6212,1931190
1123,5745,1931660,6212,1931660
1123,5745,1932130,6212,1932130
1123,5745,1932590,6212,1932590
1123,5745,1933590,6212,1933590
1123,5745,1934400,6212,1934400
1123,5745,1935400,6212,1935400
1124,5753,1936400,6212,1936400
1124,5753,1937400,6212,1937400
1124,5753,1938400,6212,1938400
1124,5753,1939210,6212,1939210
1124,5753,1939440,6212,1939440
1125,5761,1939910,6212,1939910
1125,5761,1940910,6212,1940910
1125,5761,1940910,6212,1940910
1125,5761,1941910,6212,1941910
1125,5761,1942910,6212,1942910
1125,5761,1943910,6212,1943910
1125,5761,1944910,6212,1944910
1125,5761,1945020,6212,1945020
1125,5761,1945490,6212,1945490
1125,5761,1946490,6212,1946490
1125,5761,1946490,6212,1946490
1125,5761,1946490,6212,1946490
1125,5761,1946490,6212,1946490
1125,5761,1947490,6212,1947490
1126,5769,1947810,6212,1947810
1126,5769,1948130,6212,1948130
1126,5769,1949130,6212,1949130
1126,5769,1949130,6212,1949130
1126,5769,1950130,6212,1950130
1126,5769,1951130,6212,1951130
1126,5769,1951130,6212,1951130
1127,5771,1951450,6212,1951450
1127,5771,1952450,6212,1952450
1127,5771,1952450,6212,1952450
1127,5771,1953260,6212,1953260
1127,5771,1954070,6212,1954070
1127,5771,1954720,6212,1954720
1127,5771,1955720,6212,1955720
1127,5771,1955950,6212,1955950
1127,5771,1955950,6212,1955950
1127,5771,1955950,6212,1955950
1127,5771,1956950,6212,1956950
1128,5779,1964950,6212,1964950
1128,5779,1965760,6212,1965760
1128,5779,1966760,6212,1966760
1128,5779,1967760,6212,1967760
1128,5779,1967760,6212,1967760
1129,5787,1968760,6212,1968760
1129,5787,1969080,6212,1969080
1130,5795,1969890,6212,1969890
1131,5796,1970050,6212,1970050
1131,5796,1970280,6212,1970280
1131,5796,1970930,6212,1970930
1132,5804,1971930,6212,1971930
1132,5804,1972740,6212,1972740
1132,5804,1972740,6212,1972740
1132,5804,1973740,6212,1973740
1133,5812,1974210,6212,1974210
1133,5812,1974210,6212,1974210
1134,5820,1982210,6212,1982210
1135,5822,1982680,6212,1982680
1135,5822,1983680,6212,1983680
1135,5822,1984490,6212,1984490
1135,5822,1984960,6212,1984960
1135,5822,1985960,6212,1985960
1135,5822,1986960,6212,1986960
1135,5822,1987120,6212,1987120
1135,5822,1987930,6212,1987930
1135,5822,1987930,6212,1987930
1135,5822,1988930,6212,1988930
1135,5822,1989250,6212,1989250
1135,5822,1990250,6212,1990250
1136,5830,1991250,6212,1991250
1136,5830,1991720,6212,1991720
1136,5830,1991720,6212,1991720
1136,5830,1991720,6212,1991720
1136,5830,1991940,6212,1991940
1136,5830,1992260,6212,1992260
1136,5830,1992260,6212,1992260
1136,5830,1993260,6212,1993260
1136,5830,1994260,6212,1994260
1136,5830,1994260,6212,1994260
1136,5830,1994730,6212,1994730
1136,5830,1995730,6212,1995730
1136,5830,1996730,6212,1996730
1136,5830,1997730,6212,1997730
1136,5830,1998100,6212,1998100
1136,5830,1998910,6212,1998910
1136,5830,1999560,6212,1999560
1136,5830,1999560,6212,1999560
1136,5830,2000560,6212,2000560
1136,5830,2001030,6212,2001030
1136,5830,2002030,6212,2002030
1136,5830,2003030,6212,2003030
1136,5830,2003840,6212,2003840
1136,5830,2004160,6212,2004160
1136,5830,2004970,6212,2004970
1136,5830,2005440,6212,2005440
1136,5830,2006090,6212,2006090
1136,5830,2006090,6212,2006090
1137,5832,2007090,6212,2007090
1137,5832,2007410,6212,2007410
1137,5832,2008220,6212,2008220
1137,5832,2009220,6212,2009220
1137,5832,2009870,6212,2009870
1138,5840,2010870,6212,2010870
1138,5840,2011680,6212,2011680
1138,5840,2011910,6212,2011910
1138,5840,2011910,6212,2011910
1139,5842,2012020,6212,2012020
1139,5842,2012570,6212,2012570
1139,5842,2013570,6212,2013570
1139,5842,2014220,6212,2014220
1140,5844,2014690,6212,2014690
1140,5844,2014690,6212,2014690
1140,5844,2014690,6212,2014690
1140,5844,2015690,6212,2015690
1140,5844,2016040,6212,2016040
1140,5844,2017040,6212,2017040
1140,5844,2017040,6212,2017040
1141,5848,2017500,6212,2017500
1141,5848,2017500,6212,2017500
1141,5848,2018310,6212,2018310
1141,5848,2019310,6212,2019310
1141,5848,2019310,6212,2019310
1141,5848,2019630,6212,2019630
1141,5848,2020220,6212,2020220
1141,5848,2020220,6212,2020220
1141,5848,2021220,6212,2021220
1141,5848,2021770,6212,2021770
1141,5848,2022770,6212,2022770
1141,5848,2022770,6212,2022770
1141,5848,2023770,6212,2023770
1141,5848,2024770,6212,2024770
1141,5848,2024770,6212,2024770
1141,5848,2024770,6212,2024770
1142,5850,2025090,6212,2025090
1142,5850,2026090,6212,2026090
1142,5850,2026740,6212,2026740
1142,5850,2027550,6212,2027550
1142,5850,2028200,6212,2028200
1142,5850,2029200,6212,2029200
1142,5850,2029200,6212,2029200
1142,5850,2029670,6212,2029670
1142,5850,2030670,6212,2030670
1142,5850,2031670,6212,2031670
1142,5850,2032670,6212,2032670
1142,5850,2032990,6212,2032990
1142,5850,2033990,6212,2033990
1142,5850,2034990,6212,2034990
1142,5850,2035310,6212,2035310
1142,5850,2035470,6212,2035470
1142,5850,2036120,6212,2036120
1142,5850,2037120,6212,2037120
1142,5850,2038120,6212,2038120
1142,5850,2038120,6212,2038120
1142,5850,2038930,6212,2038930
1143,5852,2039930,6212,2039930
1143,5852,2040930,6212,2040930
1143,5852,2041930,6212,2041930
1143,5852,2042930,6212,2042930
1143,5852,2043930,6212,2043930
1143,5852,2044930,6212,2044930
1143,5852,2045740,6212,2045740
1143,5852,2046740,6212,2046740
1143,5852,2047550,6212,2047550
1143,5852,2048550,6212,2048550
1143,5852,2049200,6212,2049200
1143,5852,2050200,6212,2050200
1143,5852,2050670,6212,2050670
1143,5852,2051480,6212,2051480
1143,5852,2052480,6212,2052480
1143,5852,2052940,6212,2052940
1143,5852,2053400,6212,2053400
1143,5852,2053400,6212,2053400
1143,5852,2053870,6212,2053870
1143,5852,2054680,6212,2054680
1143,5852,2054680,6212,2054680
1144,5860,2055680,6212,2055680
1144,5860,2056680,6212,2056680
1144,5860,2056910,6212,2056910
1144,5860,2057140,6212,2057140
1144,5860,2058140,6212,2058140
1145,5862,2058140,6212,2058140
1145,5862,2058790,6212,2058790
1145,5862,2058790,6212,2058790
1145,5862,2059260,6212,2059260
1145,5862,2060070,6212,2060070
1145,5862,2060070,6212,2060070
1145,5862,2060390,6212,2060390
1145,5862,2061390,6212,2061390
1145,5862,2061860,6212,2061860
1145,5862,2062450,6212,2062450
1145,5862,2063040,6212,2063040
1145,5862,2064040,6212,2064040
1145,5862,2065040,6212,2065040
1145,5862,2065040,6212,2065040
1145,5862,2065510,6212,2065510
1145,5862,2065980,6212,2065980
1145,5862,2066980,6212,2066980
1145,5862,2067210,6212,2067210
1145,5862,2067210,6212,2067210
1145,5862,2068020,6212,2068020
1145,5862,2068830,6212,2068830
1145,5862,2068830,6212,2068830
1145,5862,2069640,6212,2069640
1145,5862,2070450,6212,2070450
1145,5862,2071450,6212,2071450
1145,5862,2071450,6212,2071450
1146,5870,2071920,6212,2071920
1146,5870,2072920,6212,2072920
1146,5870,2073920,6212,2073920
1146,5870,2074920,6212,2074920
1146,5870,2075920,6212,2075920
1146,5870,2076570,6212,2076570
1146,5870,2077570,6212,2077570
1147,5878,2078570,6212,2078570
1147,5878,2079570,6212,2079570
1147,5878,2079890,6212,2079890
1147,5878,2080440,6212,2080440
1147,5878,2081250,6212,2081250
1147,5878,2082250,6212,2082250
1147,5878,2083060,6212,2083060
1148,5886,2083530,6212,2083530
1148,5886,2083990,6212,2083990
1148,5886,2084640,6212,2084640
1148,5886,2085640,6212,2085640
1148,5886,2085640,6212,2085640
1149,5888,2086640,6212,2086640
1149,5888,2086640,6212,2086640
1149,5888,2086640,6212,2086640
1150,5890,2086640,6212,2086640
1150,5890,2086640,6212,2086640
1150,5890,2087640,6212,2087640
1151,5898,2088640,6212,2088640
1151,5898,2089450,6212,2089450
1151,5898,2089920,6212,2089920
1151,5898,2090240,6212,2090240
1151,5898,2091240,6212,2091240
1152,5900,2092240,6212,2092240
1152,5900,2092400,6212,2092400
1152,5900,2093400,6212,2093400
1152,5900,2094050,6212,2094050
1152,5900,2095050,6212,2095050
1152,5900,2095510,6212,2095510
1153,5908,2095510,6212,2095510
1153,5908,2096320,6212,2096320
1153,5908,2097130,6212,2097130
1153,5908,2098130,6212,2098130
1153,5908,2099130,6212,2099130
1153,5908,2099600,6212,2099600
1153,5908,2100190,6212,2100190
1153,5908,2101190,6212,2101190
1153,5908,2102190,6212,2102190
1153,5908,2103190,6212,2103190
1154,5916,2104190,6212,2104190
1154,5916,2105190,6212,2105190
1154,5916,2106190,6212,2106190
1154,5916,2106190,6212,2106190
1154,5916,2107190,6212,2107190
1154,5916,2108190,6212,2108190
1154,5916,2109190,6212,2109190
1154,5916,2110190,6212,2110190
1154,5916,2110660,6212,2110660
1154,5916,2111470,6212,2111470
1154,5916,2111690,6212,2111690
1154,5916,2111690,6212,2111690
1154,5916,2111800,6212,2111800
1154,5916,2111800,6212,2111800
1154,5916,2112800,6212,2112800
1154,5916,2113610,6212,2113610
1154,5916,2114420,6212,2114420
1154,5916,2115230,6212,2115230
1154,5916,2116230,6212,2116230
1154,5916,2117230,6212,2117230
1154,5916,2117700,6212,2117700
1155,5918,2118700,6212,2118700
1155,5918,2119700,6212,2119700
1155,5918,2120700,6212,2120700
1155,5918,2121700,6212,2121700
1155,5918,2122700,6212,2122700
1155,5918,2123170,6212,2123170
1155,5918,2123980,6212,2123980
1155,5918,2124980,6212,2124980
1155,5918,2125790,6212,2125790
1155,5918,2126260,6212,2126260
1155,5918,2127260,6212,2127260
1155,5918,2128070,6212,2128070
1155,5918,2128070,6212,2128070
1156,5920,2129070,6212,2129070
1156,5920,2130070,6212,2130070
1156,5920,2130880,6212,2130880
1156,5920,2131880,6212,2131880
1156,5920,2132880,6212,2132880
1156,5920,2133880,6212,2133880
1156,5920,2134690,6212,2134690
1156,5920,2135160,6212,2135160
1156,5920,2136160,6212,2136160
1156,5920,2137160,6212,2137160
1156,5920,2138160,6212,2138160
1156,5920,2139160,6212,2139160
1156,5920,2140160,6212,2140160
1156,5920,2140970,6212,2140970
1156,5920,2141970,6212,2141970
1156,5920,2142970,6212,2142970
1156,5920,2143620,6212,2143620
1156,5920,2143670,6212,2143670
1156,5920,2143670,6212,2143670
1156,5920,2144480,6212,2144480
1156,5920,2145130,6212,2145130
1156,5920,2145130,6212,2145130
1156,5920,2146130,6212,2146130
1156,5920,2147130,6212,2147130
1156,5920,2147130,6212,2147130
1156,5920,2147600,6212,2147600
1156,5920,2148070,6212,2148070
1156,5920,2149070,6212,2149070
1156,5920,2149880,6212,2149880
1156,5920,2150880,6212,2150880
1156,5920,2150880,6212,2150880
1156,5920,2151880,6212,2151880
1156,5920,2152690,6212,2152690
1156,5920,2152690,6212,2152690
1156,5920,2153690,6212,2153690
1157,5928,2153690,6212,2153690
1157,5928,2154160,6212,2154160
1157,5928,2155160,6212,2155160
1158,5936,2156160,6212,2156160
1158,5936,2156970,6212,2156970
1158,5936,2157970,6212,2157970
1158,5936,2158130,6212,2158130
1158,5936,2159130,6212,2159130
1158,5936,2160130,6212,2160130
1158,5936,2161130,6212,2161130
1159,5944,2169130,6212,2169130
1159,5944,2170130,6212,2170130
1159,5944,2170130,6212,2170130
1159,5944,2170360,6212,2170360
1159,5944,2171360,6212,2171360
1159,5944,2171360,6212,2171360
1159,5944,2172360,6212,2172360
1159,5944,2173360,6212,2173360
1160,5952,2174360,6212,2174360
1160,5952,2174830,6212,2174830
1160,5952,2175830,6212,2175830
1160,5952,2175830,6212,2175830
1160,5952,2176640,6212,2176640
1160,5952,2176800,6212,2176800
1160,5952,2177800,6212,2177800
1160,5952,2178120,6212,2178120
1160,5952,2178930,6212,2178930
1160,5952,2179930,6212,2179930
1160,5952,2180740,6212,2180740
1160,5952,2181740,6212,2181740
1160,5952,2182740,6212,2182740
1160,5952,2183740,6212,2183740
1160,5952,2184090,6212,2184090
1160,5952,2185090,6212,2185090
1160,5952,2185560,6212,2185560
1160,5952,2186370,6212,2186370
1160,5952,2187180,6212,2187180
1160,5952,2189180,6212,2189180
1160,5952,2190180,6212,2190180
1160,5952,2190650,6212,2190650
1160,5952,2191120,6212,2191120
1160,5952,2191590,6212,2191590
1160,5952,2192590,6212,2192590
1160,5952,2193590,6212,2193590
1160,5952,2194590,6212,2194590
1160,5952,2194910,6212,2194910
1160,5952,2195910,6212,2195910
1160,5952,2196910,6212,2196910
1160,5952,2197910,6212,2197910
1160,5952,2198910,6212,2198910
1160,5952,2198910,6212,2198910
1160,5952,2199380,6212,2199380
1160,5952,2200380,6212,2200380
1160,5952,2200850,6212,2200850
1160,5952,2201500,6212,2201500
1160,5952,2202500,6212,2202500
1161,5954,2202500,6212,2202500
1162,5962,2202500,6212,2202500
1162,5962,2203500,6212,2203500
1162,5962,2203820,6212,2203820
1162,5962,2204410,6212,2204410
1162,5962,2204870,6212,2204870
1162,5962,2205190,6212,2205190
1162,5962,2206190,6212,2206190
1163,5970,2207000,6212,2207000
1163,5970,2207470,6212,2207470
1163,5970,2208470,6212,2208470
1163,5970,2208940,6212,2208940
1163,5970,2209940,6212,2209940
1163,5970,2210940,6212,2210940
1163,5970,2211750,6212,2211750
1163,5970,2212300,6212,2212300
1163,5970,2212950,6212,2212950
1163,5970,2213420,6212,2213420
1163,5970,2214420,6212,2214420
1163,5970,2215420,6212,2215420
1163,5970,2215890,6212,2215890
1163,5970,2216210,6212,2216210
1163,5970,2217210,6212,2217210
1163,5970,2217530,6212,2217530
1163,5970,2218530,6212,2218530
1163,5970,2219530,6212,2219530
1163,5970,2220000,6212,2220000
1163,5970,2221000,6212,2221000
1163,5970,2221810,6212,2221810
1163,5970,2222620,6212,2222620
1163,5970,2222940,6212,2222940
1163,5970,2223940,6212,2223940
1163,5970,2224260,6212,2224260
1163,5970,2225260,6212,2225260
1163,5970,2226260,6212,2226260
1163,5970,2226260,6212,2226260
1163,5970,2227260,6212,2227260
1163,5970,2227730,6212,2227730
1163,5970,2228200,6212,2228200
1164,5972,2228790,6212,2228790
1164,5972,2229790,6212,2229790
1164,5972,2230600,6212,2230600
1164,5972,2231410,6212,2231410
1164,5972,2232220,6212,2232220
1164,5972,2233220,6212,2233220
1164,5972,2233870,6212,2233870
1164,5972,2234870,6212,2234870
1164,5972,2235870,6212,2235870
1164,5972,2236190,6212,2236190
1164,5972,2237190,6212,2237190
1164,5972,2237660,6212,2237660
1164,5972,2237890,6212,2237890
1164,5972,2238210,6212,2238210
1164,5972,2238530,6212,2238530
1165,5980,2239530,6212,2239530
1165,5980,2240530,6212,2240530
1165,5980,2240850,6212,2240850
1165,5980,2240850,6212,2240850
1165,5980,2240850,6212,2240850
1165,5980,2241310,6212,2241310
1165,5980,2242120,6212,2242120
1165,5980,2242770,6212,2242770
1165,5980,2242770,6212,2242770
1165,5980,2243580,6212,2243580
1165,5980,2244390,6212,2244390
1165,5980,2244860,6212,2244860
1165,5980,2245320,6212,2245320
1165,5980,2245970,6212,2245970
1165,5980,2246970,6212,2246970
1165,5980,2246970,6212,2246970
1165,5980,2247780,6212,2247780
1165,5980,2248780,6212,2248780
1165,5980,2249780,6212,2249780
1165,5980,2250780,6212,2250780
1165,5980,2250780,6212,2250780
1165,5980,2251780,6212,2251780
1165,5980,2252780,6212,2252780
1165,5980,2253430,6212,2253430
1165,5980,2254430,6212,2254430
1165,5980,2254750,6212,2254750
1165,5980,2255750,6212,2255750
1165,5980,2256560,6212,2256560
1165,5980,2256910,6212,2256910
1165,5980,2257910,6212,2257910
1165,5980,2257910,6212,2257910
1165,5980,2257910,6212,2257910
1165,5980,2258910,6212,2258910
1165,5980,2259560,6212,2259560
1165,5980,2260560,6212,2260560
1165,5980,2261370,6212,2261370
1165,5980,2262180,6212,2262180
1165,5980,2263180,6212,2263180
1165,5980,2263180,6212,2263180
1165,5980,2263410,6212,2263410
1165,5980,2264060,6212,2264060
1166,5988,2264870,6212,2264870
1166,5988,2265870,6212,2265870
1166,5988,2266190,6212,2266190
1166,5988,2267190,6212,2267190
1166,5988,2267350,6212,2267350
1166,5988,2267820,6212,2267820
1166,5988,2268820,6212,2268820
1166,5988,2268820,6212,2268820
1166,5988,2269630,6212,2269630
1166,5988,2270280,6212,2270280
1166,5988,2271090,6212,2271090
1166,5988,2272090,6212,2272090
1167,5990,2272090,6212,2272090
1167,5990,2272560,6212,2272560
1167,5990,2273030,6212,2273030
1167,5990,2273490,6212,2273490
1167,5990,2274490,6212,2274490
1167,5990,2274490,6212,2274490
1167,5990,2274760,6212,2274760
1167,5990,2275760,6212,2275760
1167,5990,2276760,6212,2276760
1167,5990,2277080,6212,2277080
1167,5990,2278080,6212,2278080
1168,5992,2278890,6212,2278890
1168,5992,2279890,6212,2279890
1168,5992,2280890,6212,2280890
1168,5992,2281360,6212,2281360
1168,5992,2282360,6212,2282360
1169,6000,2283170,6212,2283170
1169,6000,2283980,6212,2283980
1169,6000,2284980,6212,2284980
1169,6000,2285450,6212,2285450
1169,6000,2286260,6212,2286260
1169,6000,2287260,6212,2287260
1169,6000,2288260,6212,2288260
1169,6000,2288910,6212,2288910
1169,6000,2289140,6212,2289140
1169,6000,2289610,6212,2289610
