ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f0e1-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
915626.9,14.74,2.48,846233.96,13.62
915603.91,14.74,2.48,846106.8,13.62
916076.62,14.75,2.49,846024.98,13.62
916279.99,14.76,2.49,845726.17,13.62
915549.33,14.75,2.48,844943.17,13.61
918737.25,14.8,2.53,847450.63,13.65
918737.25,14.8,2.53,847427.83,13.65
918089.74,14.79,2.53,846676.16,13.64
918293.11,14.8,2.53,846377.34,13.64
917752.45,14.79,2.53,845784.34,13.63
917216.53,14.78,2.52,845165.02,13.62
918801.2,14.81,2.54,846822.37,13.65
919904.11,14.83,2.56,847570.04,13.66
920107.47,14.83,2.57,847271.22,13.66
920310.84,14.84,2.57,846972.4,13.66
920514.21,14.84,2.58,846673.58,13.65
920731.17,14.85,2.58,846336.01,13.65
920083.66,14.84,2.58,845584.35,13.64
920556.37,14.85,2.59,845502.53,13.64
920015.71,14.84,2.58,844909.53,13.63
923203.63,14.9,2.63,847416.99,13.67
923012.57,14.9,2.63,847153.16,13.67
923202.0,14.9,2.64,846788.07,13.67
923921.2,14.91,2.65,846994.05,13.67
922703.08,14.91,2.65,845942.64,13.67
922478.81,14.91,2.65,845841.02,13.67
922682.17,14.92,2.65,845542.2,13.67
922885.54,14.92,2.66,845243.38,13.67
922834.88,14.92,2.66,845140.38,13.67
922834.88,14.92,2.66,845140.38,13.67
926022.8,14.98,2.71,847647.84,13.71
926022.8,14.98,2.71,847625.04,13.71
925005.38,14.98,2.71,846813.64,13.71
924887.88,14.98,2.71,846591.97,13.71
924913.63,14.98,2.71,846617.72,13.71
924736.9,14.98,2.71,846441.0,13.71
924940.27,14.98,2.72,846142.18,13.71
924355.76,14.97,2.71,845557.67,13.7
923815.1,14.97,2.7,844964.67,13.69
923055.05,14.96,2.7,844130.03,13.69
923087.55,14.97,2.7,844058.37,13.68
923636.17,14.98,2.71,844135.87,13.69
923853.13,14.98,2.72,843798.3,13.68
923093.08,14.98,2.72,842963.67,13.68
923296.45,14.99,2.72,842653.94,13.68
924881.12,15.01,2.75,844311.29,13.7
924340.46,15.0,2.74,843718.29,13.7
923605.5,15.0,2.74,843070.29,13.69
923808.86,15.01,2.74,842760.56,13.69
923808.86,15.01,2.74,842760.56,13.69
923268.2,15.0,2.74,842167.56,13.68
923217.54,15.0,2.74,842064.56,13.68
923434.5,15.01,2.74,841726.99,13.68
923637.87,15.01,2.75,841428.17,13.68
923083.61,15.01,2.74,840873.92,13.67
922352.95,15.0,2.73,840101.83,13.66
922556.32,15.0,2.74,839803.02,13.66
922759.69,15.01,2.74,839493.29,13.65
922029.03,15.0,2.73,838721.2,13.64
922232.39,15.0,2.74,838411.47,13.64
922435.76,15.01,2.75,838101.74,13.64
922435.76,15.01,2.75,838101.74,13.64
921881.51,15.0,2.74,837547.49,13.63
922084.88,15.01,2.74,837248.67,13.63
922288.25,15.01,2.75,836938.94,13.63
921747.59,15.01,2.74,836345.94,13.62
921964.54,15.01,2.75,836008.37,13.61
921964.54,15.01,2.75,836008.37,13.61
922167.91,15.02,2.75,835709.55,13.61
921917.97,15.02,2.76,834733.69,13.6
921187.31,15.01,2.75,833950.69,13.59
921355.83,15.02,2.75,834164.68,13.59
920374.65,15.02,2.75,833425.39,13.6
919833.99,15.01,2.75,832884.73,13.59
920306.69,15.02,2.76,832802.91,13.59
920855.32,15.03,2.77,832880.41,13.6
921058.68,15.04,2.77,832570.68,13.59
921262.05,15.04,2.78,832271.87,13.59
921465.42,15.05,2.79,831973.05,13.59
921654.85,15.06,2.79,831607.95,13.59
921858.22,15.06,2.8,831309.13,13.58
922406.84,15.07,2.81,831386.64,13.59
922289.34,15.07,2.81,831164.97,13.58
922837.96,15.08,2.82,831242.48,13.59
922107.3,15.07,2.81,830470.39,13.58
921376.64,15.06,2.8,829698.3,13.56
920645.98,15.05,2.79,828926.21,13.55
920645.98,15.05,2.79,828926.21,13.55
920645.98,15.05,2.79,828926.21,13.55
919628.56,15.06,2.79,828114.81,13.56
919817.99,15.06,2.8,827749.71,13.55
920034.94,15.07,2.8,827412.14,13.55
919494.28,15.06,2.8,826819.14,13.54
920213.48,15.07,2.81,827025.12,13.55
920416.85,15.08,2.82,826715.39,13.55
919889.55,15.08,2.81,825633.57,13.53
919348.89,15.07,2.81,825051.48,13.52
919348.89,15.07,2.81,825051.48,13.52
919248.23,15.07,2.8,824898.48,13.52
919130.72,15.07,2.8,824676.82,13.52
919066.47,15.07,2.8,824612.56,13.52
918525.81,15.06,2.8,824030.48,13.51
918525.81,15.06,2.8,824030.48,13.51
917985.15,15.05,2.79,823437.48,13.5
918188.52,15.06,2.8,823138.66,13.5
917647.86,15.05,2.79,822545.66,13.49
916931.13,15.04,2.78,821828.93,13.48
916596.88,15.04,2.78,821494.68,13.48
915861.92,15.04,2.77,820846.68,13.48
915541.26,15.03,2.77,820473.68,13.47
914806.3,15.03,2.77,819825.69,13.47
914089.57,15.02,2.76,819108.96,13.46
914292.94,15.03,2.76,818810.14,13.46
914292.94,15.03,2.76,818810.14,13.46
914242.28,15.03,2.76,818718.06,13.46
914445.65,15.03,2.77,818419.24,13.46
914576.78,15.04,2.77,818970.64,13.47
914036.11,15.03,2.77,818377.64,13.46
914239.48,15.04,2.77,818078.82,13.46
914188.82,15.04,2.77,817975.82,13.46
914908.02,15.05,2.79,818181.79,13.46
915124.97,15.06,2.79,817844.22,13.46
915256.1,15.06,2.8,818395.62,13.47
914238.68,15.06,2.8,817584.22,13.47
914957.87,15.08,2.81,817790.19,13.48
915161.24,15.08,2.82,817491.37,13.47
915364.61,15.09,2.82,817192.56,13.47
914717.11,15.08,2.82,816566.54,13.46
914599.6,15.08,2.82,816344.87,13.46
914802.97,15.09,2.82,816046.05,13.46
915006.34,15.09,2.83,815736.33,13.45
914006.34,15.08,2.81,814736.33,13.44
913271.38,15.08,2.81,814088.33,13.44
913744.09,15.09,2.82,814006.51,13.44
913096.58,15.08,2.81,813254.84,13.43
912555.92,15.07,2.81,812661.84,13.42
912015.26,15.06,2.8,812068.84,13.41
911461.01,15.06,2.79,811514.59,13.41
911461.01,15.06,2.79,811514.59,13.41
911664.38,15.06,2.8,811215.77,13.4
910646.95,15.07,2.8,810404.37,13.41
910836.39,15.07,2.81,810039.28,13.4
910105.72,15.06,2.8,809256.28,13.39
910322.68,15.07,2.8,808918.71,13.39
910539.64,15.07,2.81,808581.14,13.39
909998.98,15.07,2.8,807988.14,13.38
909268.31,15.06,2.79,807205.14,13.37
909987.51,15.07,2.81,807411.12,13.37
909870.01,15.07,2.8,807189.45,13.37
908888.82,15.07,2.81,806450.16,13.37
908975.0,15.08,2.81,807013.91,13.39
909523.62,15.09,2.82,807091.41,13.39
909406.12,15.09,2.82,806869.75,13.39
908865.46,15.08,2.82,806287.66,13.38
908134.8,15.07,2.81,805504.66,13.37
908607.5,15.08,2.82,805422.84,13.37
908810.87,15.09,2.82,805113.11,13.37
909283.58,15.1,2.83,805031.29,13.37
909486.95,15.1,2.84,804721.56,13.36
908959.65,15.1,2.83,803639.74,13.35
908312.15,15.09,2.83,802888.08,13.34
908031.49,15.09,2.82,802565.99,13.34
908031.49,15.09,2.82,802565.99,13.34
907616.16,15.09,2.82,802200.53,13.33
907551.9,15.09,2.82,802136.28,13.33
908024.61,15.1,2.83,802054.46,13.33
908227.98,15.1,2.84,801744.73,13.33
908227.98,15.1,2.84,801744.73,13.33
908431.35,15.11,2.84,801435.0,13.33
909150.54,15.12,2.86,801640.98,13.33
909623.25,15.13,2.87,801559.16,13.33
909655.75,15.13,2.87,801487.49,13.33
909655.75,15.13,2.87,801487.49,13.33
909859.11,15.14,2.87,801188.68,13.33
910076.07,15.14,2.88,800851.11,13.33
909548.78,15.14,2.88,799769.29,13.31
909548.78,15.14,2.88,799769.29,13.31
910097.4,15.15,2.89,799846.79,13.32
910033.15,15.15,2.89,799782.54,13.32
909915.65,15.15,2.89,799560.88,13.31
909798.14,15.15,2.89,799464.86,13.31
909929.27,15.15,2.89,800016.26,13.32
909388.61,15.15,2.88,799434.17,13.32
908741.11,15.14,2.87,798682.51,13.31
908741.11,15.14,2.87,798682.51,13.31
908944.47,15.15,2.88,798383.69,13.3
908944.47,15.15,2.88,798383.69,13.3
912132.39,15.2,2.93,800891.15,13.35
912349.35,15.2,2.94,800553.58,13.34
911808.69,15.2,2.93,799971.49,13.33
912012.06,15.2,2.94,799672.67,13.33
912215.43,15.21,2.94,799373.86,13.33
912432.38,15.22,2.95,799036.29,13.32
911701.72,15.21,2.94,798264.2,13.31
911161.06,15.2,2.93,797671.2,13.31
910606.81,15.19,2.93,797116.95,13.3
911326.0,15.21,2.94,797322.92,13.3
911529.37,15.21,2.95,797024.1,13.3
911555.12,15.21,2.95,797049.85,13.3
912658.02,15.23,2.97,797797.53,13.31
913206.65,15.24,2.98,797875.03,13.32
913410.02,15.25,2.98,797576.21,13.31
913292.51,15.25,2.98,797354.55,13.31
912751.85,15.24,2.97,796761.55,13.3
912955.22,15.25,2.98,796462.73,13.3
912904.56,15.25,2.98,796359.73,13.3
916092.48,15.3,3.03,798867.19,13.34
915348.23,15.29,3.02,798122.94,13.33
915297.57,15.29,3.02,798019.94,13.33
914756.9,15.28,3.02,797426.94,13.32
916229.61,15.31,3.04,798345.12,13.34
916229.61,15.31,3.04,798322.32,13.34
916446.57,15.31,3.05,797984.75,13.33
917549.47,15.33,3.07,798732.43,13.35
916118.58,15.33,3.06,797279.08,13.34
916308.01,15.33,3.07,796913.98,13.34
915660.5,15.33,3.06,796162.32,13.33
916209.13,15.34,3.07,796239.82,13.33
915561.62,15.33,3.06,795613.81,13.32
916280.82,15.34,3.08,795819.78,13.32
916464.33,15.34,3.08,796629.0,13.34
916346.82,15.34,3.08,796407.34,13.33
916819.53,15.35,3.09,796325.52,13.34
917565.79,15.37,3.1,796537.23,13.34
917769.16,15.37,3.11,796238.41,13.34
918872.06,15.39,3.13,796986.08,13.35
919089.02,15.4,3.13,796648.52,13.35
919038.36,15.4,3.13,796545.52,13.35
918307.7,15.39,3.12,795762.52,13.33
917973.44,15.38,3.12,795428.26,13.33
918522.07,15.4,3.13,795505.77,13.33
918725.44,15.4,3.14,795206.95,13.33
919274.06,15.41,3.15,795284.46,13.33
919083.0,15.41,3.15,795024.95,13.33
918352.34,15.4,3.14,794241.95,13.32
917798.09,15.39,3.13,793687.7,13.31
918001.46,15.4,3.14,793388.88,13.31
918474.16,15.41,3.15,793307.06,13.31
917662.09,15.41,3.14,791814.52,13.29
917865.45,15.41,3.15,791504.79,13.29
918068.82,15.42,3.15,791195.06,13.29
918617.45,15.43,3.17,791272.57,13.29
918566.78,15.43,3.17,791169.57,13.29
918756.21,15.44,3.17,790804.47,13.29
918638.71,15.44,3.17,790582.81,13.28
917908.05,15.43,3.16,789799.81,13.27
918111.42,15.43,3.17,789500.99,13.27
918346.41,15.44,3.17,789512.65,13.27
917611.45,15.44,3.17,788864.65,13.27
918084.16,15.45,3.18,788782.84,13.27
918084.16,15.45,3.18,788782.84,13.27
917907.43,15.44,3.18,788606.11,13.27
919964.23,15.48,3.21,789562.17,13.28
919739.95,15.48,3.21,789456.23,13.29
919739.95,15.48,3.21,789456.23,13.29
920796.75,15.5,3.23,789412.29,13.29
922383.54,15.53,3.26,789898.36,13.3
922383.54,15.53,3.26,789898.36,13.3
922681.36,15.53,3.27,789962.26,13.3
923322.44,15.55,3.28,789977.59,13.3
923361.77,15.55,3.28,789975.5,13.3
923596.77,15.55,3.29,789987.16,13.3
923596.77,15.55,3.29,789987.16,13.3
923452.98,15.55,3.29,789740.57,13.3
922912.32,15.55,3.28,789158.48,13.29
923529.51,15.56,3.29,789155.05,13.29
923529.51,15.56,3.29,789051.96,13.29
923478.85,15.56,3.29,788948.96,13.29
923287.79,15.56,3.29,788788.22,13.29
922571.07,15.55,3.28,788071.49,13.28
922346.79,15.55,3.28,787969.87,13.28
922203.0,15.55,3.28,787799.68,13.28
922820.19,15.56,3.3,787823.55,13.28
922643.47,15.56,3.29,787646.83,13.28
922588.53,15.56,3.3,787439.01,13.28
922303.05,15.56,3.29,787196.5,13.28
921767.13,15.55,3.29,786577.17,13.27
921231.22,15.54,3.28,785957.85,13.26
921474.07,15.55,3.29,785673.14,13.26
921518.16,15.55,3.29,785633.81,13.26
921327.1,15.55,3.29,785369.98,13.26
921327.1,15.55,3.29,785369.98,13.26
921355.23,15.56,3.29,785456.55,13.26
921130.96,15.55,3.29,785354.92,13.26
921439.98,15.56,3.3,785843.15,13.27
920714.07,15.55,3.29,785033.83,13.26
919988.15,15.54,3.28,784224.5,13.25
919797.09,15.54,3.28,783960.67,13.25
919572.82,15.54,3.27,783859.05,13.25
919036.9,15.53,3.27,783239.72,13.24
918845.84,15.53,3.27,782975.89,13.24
918845.84,15.53,3.27,782975.89,13.24
919063.18,15.54,3.27,783321.35,13.24
918527.26,15.53,3.27,782702.02,13.23
918527.26,15.53,3.27,782702.02,13.23
917991.34,15.52,3.26,782082.7,13.23
917609.74,15.52,3.25,781695.62,13.22
917653.82,15.52,3.25,781656.3,13.22
917462.76,15.52,3.25,781392.47,13.22
917238.49,15.52,3.25,781290.84,13.22
916702.57,15.51,3.25,780671.52,13.21
916166.65,15.5,3.24,780052.19,13.2
916166.65,15.5,3.24,780029.39,13.2
915985.35,15.5,3.24,779831.8,13.2
916216.81,15.51,3.24,780169.96,13.21
915199.39,15.51,3.25,779358.56,13.21
914672.9,15.51,3.24,778790.77,13.2
914923.45,15.51,3.25,778775.31,13.2
914923.45,15.51,3.25,778775.31,13.2
914108.35,15.5,3.23,777941.72,13.19
913391.86,15.49,3.23,777183.93,13.18
913167.59,15.49,3.22,777279.04,13.18
912762.1,15.48,3.22,776855.82,13.18
912571.04,15.48,3.22,776678.23,13.18
912571.04,15.48,3.22,776678.23,13.18
911810.99,15.48,3.22,775843.59,13.17
911504.5,15.48,3.21,775495.8,13.17
910788.02,15.47,3.2,774738.01,13.16
910811.9,15.47,3.2,774747.0,13.16
910587.62,15.47,3.2,774559.13,13.16
910061.14,15.46,3.19,773991.34,13.15
909917.35,15.46,3.19,773549.5,13.14
910489.24,15.47,3.21,774145.58,13.16
909962.75,15.47,3.2,773577.79,13.15
909722.57,15.46,3.2,772931.01,13.14
909605.76,15.46,3.2,772830.24,13.14
909461.98,15.46,3.2,772660.06,13.14
909461.98,15.46,3.2,772660.06,13.14
908935.49,15.46,3.19,772092.26,13.13
908701.88,15.45,3.19,771739.47,13.12
909319.07,15.47,3.2,771659.63,13.12
909573.58,15.47,3.21,771957.12,13.13
909429.8,15.47,3.21,771786.94,13.13
909390.31,15.47,3.21,770965.4,13.12
909761.5,15.48,3.22,771464.59,13.13
909761.5,15.48,3.22,771464.59,13.13
909617.72,15.48,3.22,770804.71,13.12
909578.23,15.49,3.22,770472.86,13.12
909051.74,15.48,3.21,769905.07,13.11
908034.32,15.48,3.22,769093.66,13.11
909372.41,15.51,3.24,770025.65,13.13
909743.61,15.52,3.25,770524.84,13.14
910167.67,15.52,3.26,770788.53,13.15
909727.48,15.52,3.25,770149.03,13.14
909727.48,15.52,3.25,770149.03,13.14
909097.28,15.51,3.25,769319.54,13.13
908657.08,15.51,3.24,768680.05,13.12
908216.89,15.5,3.24,768040.56,13.11
907992.61,15.5,3.23,767930.87,13.11
907801.55,15.5,3.23,767676.25,13.11
907577.28,15.5,3.23,767565.42,13.11
906765.2,15.49,3.23,766072.88,13.09
906574.14,15.49,3.23,765885.49,13.09
906259.58,15.49,3.22,765664.65,13.09
905242.16,15.49,3.23,764853.25,13.09
904912.19,15.49,3.22,764460.5,13.09
904281.99,15.48,3.22,763618.72,13.07
904057.71,15.48,3.22,763440.66,13.07
904334.6,15.49,3.22,762769.83,13.06
904258.84,15.49,3.22,762716.87,13.06
904050.16,15.48,3.22,762503.54,13.06
904347.14,15.49,3.23,763449.94,13.08
904203.35,15.49,3.23,763008.1,13.07
904820.54,15.5,3.24,763199.92,13.08
904820.54,15.5,3.24,763199.92,13.08
904265.72,15.5,3.23,762760.2,13.07
904121.93,15.5,3.23,762590.01,13.07
905204.61,15.52,3.25,762839.43,13.08
904994.05,15.51,3.25,762630.81,13.07
905291.87,15.52,3.26,762694.72,13.08
905581.68,15.53,3.26,762579.57,13.07
905581.68,15.53,3.26,762579.57,13.07
905041.02,15.52,3.25,761966.78,13.07
904708.99,15.52,3.25,761917.79,13.07
904750.98,15.52,3.25,761301.61,13.06
904559.92,15.52,3.25,761037.78,13.06
906148.03,15.55,3.28,762837.52,13.09
906079.09,15.55,3.28,762664.73,13.08
906079.09,15.55,3.28,762664.73,13.08
905854.82,15.54,3.28,762563.1,13.09
905985.95,15.55,3.28,763114.5,13.1
906471.74,15.56,3.29,762381.51,13.09
906762.74,15.57,3.3,762790.57,13.09
906762.74,15.57,3.3,762790.57,13.09
906347.41,15.56,3.3,762425.11,13.09
905329.99,15.57,3.3,761613.71,13.1
905138.93,15.57,3.3,761426.32,13.1
905103.47,15.57,3.3,761413.76,13.1
905103.47,15.57,3.3,761413.76,13.1
904959.68,15.57,3.3,761201.14,13.1
905752.71,15.59,3.32,761382.55,13.1
905608.92,15.59,3.32,761169.92,13.1
906226.11,15.6,3.33,761132.52,13.1
906035.06,15.6,3.33,760954.93,13.1
905810.78,15.6,3.33,760767.06,13.1
905619.73,15.6,3.33,760512.44,13.1
905334.24,15.59,3.33,760269.93,13.1
905334.24,15.59,3.33,760269.93,13.1
905438.71,15.6,3.33,760485.2,13.1
905607.39,15.6,3.34,760653.88,13.1
905659.14,15.6,3.34,760554.09,13.1
905451.48,15.6,3.34,760249.45,13.1
905678.89,15.61,3.35,760752.49,13.11
905567.34,15.61,3.35,760539.24,13.11
904807.29,15.61,3.34,759704.61,13.1
904670.24,15.61,3.34,759414.63,13.1
904552.01,15.61,3.34,759888.71,13.11
904253.27,15.6,3.34,759592.61,13.11
904834.09,15.62,3.35,759698.46,13.11
904429.4,15.61,3.35,759242.36,13.1
904084.68,15.61,3.35,758977.97,13.1
904084.68,15.61,3.35,758977.97,13.1
903893.62,15.61,3.34,758634.71,13.1
903669.35,15.61,3.34,758407.73,13.1
902909.3,15.61,3.34,757573.1,13.09
902772.25,15.61,3.34,757231.53,13.09
902575.27,15.61,3.34,756986.55,13.09
902463.66,15.61,3.34,757177.28,13.09
902569.57,15.61,3.35,757149.11,13.09
902820.12,15.62,3.35,757135.58,13.1
902595.84,15.61,3.35,757164.42,13.1
902214.24,15.61,3.34,756847.82,13.09
902351.92,15.61,3.35,756742.12,13.09
901936.59,15.61,3.35,756380.83,13.09
901901.13,15.61,3.35,756566.2,13.1
902151.67,15.62,3.35,756552.67,13.1
901770.07,15.61,3.35,756312.63,13.09
901770.07,15.61,3.35,756312.63,13.09
901734.6,15.61,3.35,756449.39,13.1
901926.5,15.62,3.35,756231.39,13.1
901702.22,15.62,3.35,756467.55,13.1
901952.77,15.62,3.36,756454.02,13.1
901917.31,15.63,3.36,756617.87,13.11
901726.25,15.63,3.36,756358.2,13.11
901310.92,15.62,3.36,755996.91,13.1
900929.31,15.62,3.35,755729.78,13.1
900893.85,15.62,3.35,755813.96,13.1
900702.79,15.62,3.35,755558.06,13.1
900807.26,15.62,3.36,755776.27,13.11
900391.93,15.62,3.36,755414.98,13.11
900389.68,15.62,3.36,755355.54,13.11
900165.4,15.62,3.36,755219.19,13.11
899875.09,15.62,3.35,754938.55,13.1
900125.64,15.62,3.36,754925.02,13.1
899901.36,15.62,3.36,754953.86,13.11
899901.36,15.62,3.36,754953.86,13.11
899901.36,15.62,3.36,754953.86,13.11
899486.03,15.62,3.36,754592.57,13.1
898504.85,15.62,3.36,753853.28,13.11
898504.85,15.62,3.36,753853.28,13.11
898313.79,15.62,3.36,753668.59,13.11
897932.19,15.62,3.35,753351.98,13.1
898090.86,15.62,3.36,753554.84,13.11
898228.55,15.63,3.36,753449.14,13.11
898193.08,15.63,3.36,753634.51,13.11
898002.02,15.63,3.36,753379.17,13.11
898002.02,15.63,3.36,753379.17,13.11
898002.02,15.63,3.36,753379.17,13.11
897966.56,15.63,3.37,753459.03,13.11
897775.5,15.63,3.36,753284.14,13.11
897725.5,15.63,3.36,753234.14,13.11
897501.23,15.63,3.36,753047.73,13.11
897310.17,15.63,3.36,752788.07,13.11
897274.7,15.63,3.36,752872.25,13.11
897272.46,15.63,3.37,752812.81,13.11
897048.18,15.63,3.36,752676.46,13.11
896857.29,15.63,3.36,752497.97,13.11
896666.24,15.63,3.36,752246.05,13.11
896883.57,15.63,3.37,752577.97,13.12
896881.32,15.63,3.37,752518.53,13.12
896465.99,15.63,3.37,752157.24,13.12
896241.71,15.63,3.37,752020.89,13.12
896239.46,15.63,3.37,751961.46,13.12
896015.19,15.63,3.37,751845.41,13.12
896015.19,15.63,3.37,751845.41,13.12
896015.19,15.63,3.37,751845.41,13.12
895824.13,15.63,3.37,751585.74,13.11
895599.86,15.63,3.36,751484.12,13.11
895184.53,15.63,3.36,751122.82,13.11
894993.47,15.63,3.36,750947.93,13.11
894993.47,15.63,3.36,750947.93,13.11
894769.2,15.63,3.36,750761.53,13.11
894387.59,15.62,3.36,750380.24,13.11
894385.34,15.62,3.36,750320.8,13.11
893367.92,15.63,3.36,749509.4,13.11
893332.46,15.63,3.36,749538.55,13.11
893332.46,15.63,3.36,749538.55,13.11
893583.0,15.63,3.37,749525.02,13.11
893583.0,15.63,3.37,749525.02,13.11
893547.54,15.64,3.37,749688.87,13.12
892530.12,15.64,3.37,748877.47,13.12
892339.06,15.64,3.37,748692.77,13.12
892443.53,15.64,3.38,748839.78,13.13
892252.47,15.64,3.38,748580.12,13.12
891271.28,15.65,3.38,747840.83,13.13
891047.01,15.65,3.38,747739.2,13.13
890855.95,15.65,3.38,747487.28,13.13
890474.35,15.64,3.37,747220.15,13.12
890059.02,15.64,3.37,746858.86,13.12
890023.55,15.64,3.37,746935.29,13.13
889832.49,15.64,3.37,746679.95,13.12
889608.22,15.64,3.37,746574.0,13.12
889867.1,15.64,3.38,746432.29,13.12
889487.16,15.64,3.37,746492.35,13.12
889487.16,15.64,3.37,746492.35,13.12
889487.16,15.64,3.37,746492.35,13.12
889262.89,15.64,3.37,746282.71,13.12
889071.83,15.64,3.37,746023.04,13.12
888847.56,15.64,3.37,745921.42,13.12
889098.11,15.64,3.38,745907.89,13.12
888873.83,15.64,3.37,745936.73,13.12
889011.52,15.64,3.38,745831.03,13.12
888787.24,15.64,3.38,745899.04,13.13
888596.18,15.64,3.38,745714.35,13.13
888700.65,15.65,3.38,745861.36,13.13
888401.91,15.64,3.38,745567.75,13.13
888210.85,15.64,3.38,745383.06,13.13
887986.58,15.64,3.37,745206.46,13.12
887795.52,15.64,3.37,745064.32,13.12
887760.06,15.64,3.38,745010.67,13.13
887025.1,15.64,3.37,744362.68,13.12
887022.85,15.64,3.38,744303.24,13.12
886789.93,15.64,3.37,744132.0,13.12
885772.51,15.64,3.38,743320.59,13.13
885772.51,15.64,3.38,743343.82,13.13
885563.77,15.64,3.37,743140.22,13.12
884828.81,15.64,3.37,742492.22,13.12
885046.14,15.64,3.38,742701.98,13.13
885046.14,15.64,3.38,742701.98,13.13
884837.4,15.64,3.37,742498.37,13.12
884455.79,15.63,3.37,742231.24,13.12
884264.74,15.63,3.37,742056.35,13.12
884040.46,15.63,3.37,741869.95,13.12
883849.4,15.63,3.37,741610.28,13.12
883434.07,15.63,3.36,741248.99,13.11
883209.8,15.63,3.36,741147.36,13.11
883018.74,15.63,3.36,740972.47,13.11
882794.47,15.63,3.36,740786.07,13.11
882603.41,15.63,3.36,740601.38,13.11
882379.14,15.62,3.36,740424.78,13.11
881963.81,15.62,3.36,740063.49,13.11
882214.35,15.63,3.36,740049.96,13.11
881990.08,15.63,3.36,740078.8,13.11
881987.83,15.63,3.36,740019.36,13.11
881572.5,15.63,3.36,739658.07,13.11
881348.23,15.63,3.36,739521.72,13.11
881157.17,15.63,3.36,739265.82,13.11
880139.75,15.63,3.36,738454.42,13.11
880139.75,15.63,3.36,738454.42,13.11
879724.42,15.63,3.36,738093.13,13.11
879828.88,15.63,3.37,738311.34,13.12
879637.83,15.63,3.37,738126.65,13.12
879413.55,15.63,3.36,737950.05,13.12
879222.49,15.63,3.36,737690.38,13.11
878998.22,15.63,3.36,737588.76,13.11
878807.16,15.63,3.36,737329.09,13.11
878582.89,15.63,3.36,737227.46,13.11
878584.08,15.63,3.36,737228.73,13.11
878584.08,15.63,3.36,737228.73,13.11
877566.66,15.63,3.37,736417.33,13.12
876549.24,15.63,3.37,735605.92,13.12
876546.99,15.64,3.37,735546.49,13.12
876511.52,15.64,3.37,735575.64,13.12
876096.19,15.64,3.37,735214.35,13.12
875905.14,15.64,3.37,735029.66,13.12
874887.71,15.64,3.37,734218.25,13.13
874663.44,15.64,3.37,734041.66,13.12
874281.84,15.63,3.37,733725.05,13.12
874090.78,15.63,3.37,733465.39,13.12
874090.78,15.63,3.37,733465.39,13.12
873866.5,15.63,3.37,733363.76,13.12
873866.5,15.63,3.37,733363.76,13.12
873675.45,15.63,3.37,733179.07,13.12
873451.17,15.63,3.36,733002.47,13.12
873260.12,15.63,3.36,732817.78,13.12
873035.84,15.63,3.36,732641.18,13.11
873286.39,15.63,3.37,732627.65,13.12
872871.06,15.63,3.37,732266.35,13.11
872489.45,15.63,3.36,732026.32,13.11
872453.99,15.63,3.36,732163.07,13.11
872262.93,15.63,3.36,731911.15,13.11
871527.97,15.63,3.36,731263.16,13.11
871527.97,15.63,3.36,731263.16,13.11
871745.3,15.63,3.37,731595.08,13.12
871554.25,15.63,3.36,731335.41,13.12
871172.64,15.62,3.36,730954.12,13.11
871137.18,15.63,3.36,731038.3,13.11
871387.72,15.63,3.37,731024.77,13.11
871352.26,15.63,3.37,731188.62,13.12
871053.52,15.63,3.36,730895.01,13.11
870671.91,15.62,3.36,730627.88,13.11
870480.86,15.62,3.36,730368.21,13.11
870182.12,15.62,3.35,730074.61,13.1
870407.78,15.62,3.36,730424.66,13.11
870216.72,15.62,3.36,730172.74,13.11
870181.26,15.62,3.36,730249.18,13.11
870072.45,15.62,3.36,730144.7,13.11
870070.2,15.63,3.36,730085.26,13.11
869837.78,15.62,3.36,729824.12,13.11
869613.51,15.62,3.36,729708.07,13.11
869198.18,15.62,3.35,729346.78,13.11
869198.18,15.62,3.35,729346.78,13.11
869007.12,15.62,3.35,729094.85,13.1
868782.85,15.62,3.35,728985.48,13.1
868782.85,15.62,3.35,728985.48,13.1
868591.79,15.62,3.35,728730.14,13.1
868556.33,15.62,3.35,728810.0,13.11
867538.9,15.62,3.36,727998.59,13.11
867240.16,15.62,3.35,727772.77,13.11
867049.11,15.62,3.35,727513.1,13.1
866824.83,15.62,3.35,727411.47,13.1
866633.78,15.62,3.35,727226.78,13.1
866598.31,15.62,3.35,727215.69,13.1
866407.25,15.62,3.35,727040.8,13.1
866407.25,15.62,3.35,727040.8,13.1
866182.98,15.61,3.35,726854.4,13.1
865991.92,15.61,3.35,726594.73,13.1
